# y : signal strength
#y3 y2 y1 y4 time
-1.8554 2.4319 0.2375 0.1862 0.42
-1.6556 2.1459 0.2961 -0.3107 0.43
-1.5439 2.0476 0.3174 -0.747 0.44
-1.2369 1.9645 0.3549 -1.2216 0.45
-1.01 1.5065 0.4084 -1.4346 0.46
-0.7175 1.2606 0.4929 -1.4981 0.47
-0.3951 0.946 0.5954 -1.2925 0.48
-0.2268 0.7304 0.6151 -0.9526 0.49
-0.1323 0.3289 0.8383 -0.3899 0.5
-0.0749 -0.0519 0.8061 0.1512 0.51
-0.0973 -0.3928 0.966 0.7513 0.52
-0.1808 -0.6897 1.2096 1.2979 0.53
-0.3107 -1.0324 1.1432 1.8786 0.54
-0.4682 -1.3269 1.3488 2.1353 0.55
-0.6141 -1.5133 1.4447 2.5117 0.56
-0.7356 -1.6487 1.4982 2.3467 0.57
-1.0161 -1.6705 1.8568 2.1277 0.58
-1.1123 -1.6177 1.7365 1.9741 0.59
-1.138 -1.3567 1.9513 1.6636 0.6
-0.998 -1.4093 1.984 1.0952 0.61
-0.9844 -1.0719 2.1502 0.8005 0.62
-0.7241 -0.742 2.1959 0.3879 0.63
-0.4586 -0.4492 2.2427 0.1779 0.64
-0.1879 -0.1359 2.2351 0.0188 0.65
0.1344 0.2604 2.4112 -0.0172 0.66
0.4712 0.5731 2.3262 0.0494 0.67
0.8128 0.9883 2.3837 0.1721 0.68
0.9585 1.2647 2.4005 0.3707 0.69
1.2756 1.5121 2.758 0.5528 0.7
1.375 1.7776 2.4878 0.6746 0.71
1.3481 2.33 2.7089 0.7897 0.72
1.4746 2.3213 2.4339 0.8661 0.73
1.3343 2.4928 2.385 0.7736 0.74
1.1931 2.3526 2.4888 0.6487 0.75
0.9202 2.4491 2.237 0.4877 0.76
0.6572 2.3317 2.1529 0.3037 0.77
0.2769 2.0019 2.2984 0.1738 0.78
-0.0227 2.0237 1.9786 0.1056 0.79
-0.314 1.7711 1.8991 0.1673 0.8
-0.5256 1.2505 2.0749 0.3361 0.81
-0.7262 0.8879 1.9369 0.6198 0.82
-0.9174 0.5951 1.6123 0.8879 0.83
-0.8267 0.2424 1.5565 1.3442 0.84
-0.9354 -0.0832 1.3983 1.8612 0.85
-0.6908 -0.4458 1.3193 1.9872 0.86
-0.5261 -0.6377 1.4223 2.377 0.87
-0.3099 -0.866 1.2838 2.4405 0.88
-0.029 -1.2189 1.1116 2.8378 0.89
0.2379 -1.3286 0.9648 2.4744 0.9
0.5564 -1.3341 0.8509 2.2085 0.91
0.6892 -1.4086 0.7201 1.5364 0.92
0.9105 -1.3386 0.7523 0.9688 0.93
0.9679 -1.1035 0.6071 0.4517 0.94
0.9942 -0.9593 0.5725 -0.0794 0.95
0.9591 -0.6196 0.5728 -0.5026 0.96
1.0382 -0.3171 0.4678 -0.9327 0.97
0.7773 -0.0146 0.5282 -1.0389 0.98
0.6545 0.3462 0.5154 -1.0536 0.99
0.3854 0.6778 0.4458 -0.7299 1.0
0.1762 0.9735 0.5078 -0.3906 1.01
-0.0332 1.3098 0.4945 0.1005 1.02
-0.1868 1.6738 0.545 0.6887 1.03
-0.3102 1.8991 0.6526 1.3145 1.04
-0.365 2.4058 0.6198 1.6638 1.05
-0.3525 2.4891 0.7437 2.0657 1.06
-0.2239 2.4277 0.8159 2.3907 1.07
-0.0652 2.3775 0.9292 2.5387 1.08
0.1462 2.5221 0.9593 2.3744 1.09
0.4171 2.5152 1.1455 2.1088 1.1
0.7333 2.3136 1.0674 2.0958 1.11
0.9472 2.297 1.1545 1.5726 1.12
1.2914 2.0108 1.2581 1.3388 1.13
1.2816 1.6482 1.5282 0.9099 1.14
1.5583 1.1382 1.6317 0.7481 1.15
1.6749 0.809 1.7323 0.5736 1.16
1.3972 0.5907 1.6889 0.6255 1.17
1.4637 0.1893 1.6712 0.6026 1.18
1.1005 -0.1356 1.8065 0.7426 1.19
0.9425 -0.3777 1.7732 0.7804 1.2
0.5901 -0.6423 2.0312 1.0873 1.21
0.1574 -0.8575 1.968 1.1472 1.22
-0.2294 -0.9195 1.8471 1.1102 1.23
-0.6796 -1.0697 1.9611 1.0892 1.24
-0.9956 -1.2082 1.9144 0.8477 1.25
-1.2871 -0.9603 2.1155 0.6839 1.26
-1.4558 -0.8412 2.1404 0.4735 1.27
-1.7017 -0.687 1.9083 0.1977 1.28
-2.0079 -0.5001 1.736 0.022 1.29
-1.7918 -0.2427 1.9694 -0.0807 1.3
-1.6117 0.0814 1.844 -0.0839 1.31
-1.6987 0.3857 1.5265 0.0563 1.32
-1.5881 0.777 1.6804 0.3183 1.33
-1.1572 1.1999 1.5556 0.6676 1.34
-0.9907 1.6043 1.2433 1.1043 1.35
-0.8018 1.6652 1.1298 1.7419 1.36
-0.7205 2.1581 1.1201 2.2479 1.37
-0.6146 2.2265 0.9133 2.6937 1.38
-0.6429 2.5745 0.8664 2.7725 1.39
-0.6142 2.5187 0.7904 3.0934 1.4
-0.7421 2.7305 0.6414 2.8351 1.41
-0.8002 2.8648 0.428 2.5088 1.42
-0.9172 2.405 0.3165 2.2573 1.43
-1.153 2.601 0.2006 1.68 1.44
-1.4323 2.3484 0.0828 0.997 1.45
-1.4316 2.1405 -0.0283 0.3648 1.46
-1.5837 1.7045 -0.1312 -0.1892 1.47
-1.806 1.5242 -0.2398 -0.5888 1.48
-1.7449 1.1043 -0.3062 -0.8086 1.49
-1.3653 0.7336 -0.4091 -0.9023 1.5
-1.3983 0.4814 -0.4737 -0.8102 1.51
-1.0452 0.1297 -0.496 -0.6759 1.52
-0.7385 -0.1555 -0.6072 -0.2452 1.53
-0.2855 -0.3758 -0.5545 0.2684 1.54
0.1792 -0.6531 -0.5876 0.7621 1.55
0.6484 -0.8381 -0.682 1.2646 1.56
1.231 -0.9486 -0.6428 1.4484 1.57
1.6208 -0.814 -0.6069 1.8454 1.58
2.0745 -0.8838 -0.5084 1.9213 1.59
2.3575 -0.7764 -0.57 2.1779 1.6
2.3728 -0.5774 -0.4391 1.7929 1.61
2.4382 -0.3967 -0.3758 1.8689 1.62
2.5811 -0.1479 -0.3027 1.521 1.63
2.5495 0.1374 -0.2757 1.2525 1.64
2.229 0.4736 -0.1755 0.9597 1.65
2.1221 0.8167 -0.0776 0.7643 1.66
1.8764 1.2169 0.015 0.6606 1.67
1.6807 1.3794 0.1128 0.7088 1.68
1.358 1.741 0.194 0.7808 1.69
1.2389 2.1207 0.3085 0.928 1.7
0.9142 2.2717 0.4066 1.0681 1.71
0.772 2.3849 0.4971 1.1606 1.72
0.8178 2.8543 0.6083 1.1827 1.73
0.7534 2.7488 0.7216 1.1604 1.74
0.7559 2.7545 0.7082 1.0143 1.75
0.806 2.5903 0.8012 0.8113 1.76
0.9856 2.3794 0.8299 0.531 1.77
1.0364 2.547 0.827 0.178 1.78
1.2186 2.28 0.9821 -0.1505 1.79
1.1787 2.0433 0.918 -0.4372 1.8
1.1563 1.4588 0.9429 -0.6196 1.81
1.1483 1.3548 1.0167 -0.7181 1.82
1.1541 1.0441 0.9104 -0.57 1.83
0.948 0.7014 0.9717 -0.3726 1.84
0.574 0.3521 1.0023 -0.0155 1.85
0.2505 0.047 0.9602 0.5021 1.86
-0.1226 -0.2096 0.8319 0.9925 1.87
-0.5946 -0.4081 0.7508 1.4192 1.88
-1.0565 -0.6051 0.7229 1.9329 1.89
-1.3807 -0.6321 0.6183 2.4164 1.9
-1.8314 -0.7355 0.5523 2.4104 1.91
-2.0597 -0.669 0.4532 2.3356 1.92
-2.296 -0.6516 0.3154 2.4488 1.93
-2.6138 -0.4542 0.2115 1.9434 1.94
-2.9558 -0.3197 0.1263 1.6126 1.95
-2.9688 -0.092 0.0062 0.9908 1.96
-2.6127 0.1891 -0.1029 0.4518 1.97
-2.4941 0.5047 -0.2142 -0.1655 1.98
-2.0141 0.7999 -0.2956 -0.6999 1.99
-1.8223 1.0799 -0.4372 -0.9764 2.0
-1.6738 1.4385 -0.5038 -1.0797 2.01
-1.1501 1.5722 -0.6318 -1.2225 2.02
-0.8564 1.8315 -0.7651 -1.0444 2.03
-0.6581 2.0574 -0.7344 -0.832 2.04
-0.3571 2.6236 -0.8506 -0.4323 2.05
-0.2137 2.4808 -0.9233 -0.003 2.06
-0.1231 2.8665 -0.8771 0.4142 2.07
-0.1044 2.8437 -1.0064 0.7231 2.08
-0.1462 2.8173 -0.9455 1.0828 2.09
-0.2303 2.6489 -1.0581 1.0907 2.1
-0.3537 2.5179 -1.0525 1.2538 2.11
-0.4191 1.9875 -0.9384 1.1709 2.12
-0.6112 1.9179 -1.0506 1.0056 2.13
-0.6886 1.6054 -0.8295 0.8211 2.14
-0.6256 1.2786 -0.8111 0.6499 2.15
-0.6502 1.1822 -0.8668 0.4204 2.16
-0.6036 0.8203 -0.7205 0.3634 2.17
-0.4182 0.5021 -0.5725 0.3371 2.18
-0.1761 0.2015 -0.4856 0.3356 2.19
0.1115 -0.0346 -0.3931 0.4368 2.2
0.4092 -0.2465 -0.2904 0.6658 2.21
0.8092 -0.3856 -0.2188 0.7814 2.22
1.0451 -0.4972 -0.0829 0.8762 2.23
1.3267 -0.6096 0.0381 1.0207 2.24
1.8066 -0.639 0.164 0.8689 2.25
1.9563 -0.5739 0.302 0.6928 2.26
2.2073 -0.4099 0.4299 0.4728 2.27
2.1659 -0.2837 0.4753 0.1351 2.28
2.0074 -0.0645 0.595 -0.282 2.29
1.7626 0.1857 0.8146 -0.6696 2.3
1.762 0.4376 0.8191 -1.0334 2.31
1.3409 0.772 0.9392 -1.4154 2.32
1.0132 0.9711 1.0558 -1.4215 2.33
0.805 1.4327 1.1186 -1.6371 2.34
0.4052 1.6037 1.2363 -1.4587 2.35
0.08 1.7029 1.3015 -0.9868 2.36
-0.2138 2.2495 1.2848 -0.5332 2.37
-0.4387 2.4021 1.2922 -0.0453 2.38
-0.5307 2.3011 1.4141 0.5371 2.39
-0.703 2.4514 1.2227 1.1207 2.4
-0.6604 2.7091 1.3244 1.4463 2.41
-0.4953 2.4914 1.2571 1.8327 2.42
-0.4001 2.5474 1.2254 2.0775 2.43
-0.2058 2.1837 1.1295 2.0134 2.44
0.0136 2.2955 1.271 1.7728 2.45
0.2183 2.1073 1.0969 1.4301 2.46
0.4276 1.6224 1.0297 0.8203 2.47
0.6139 1.4859 1.0082 0.2458 2.48
0.7456 1.0693 0.9513 -0.323 2.49
0.8481 0.9326 0.7803 -0.8284 2.5
0.6932 0.5565 0.766 -1.3546 2.51
0.7139 0.2928 0.56 -1.4465 2.52
0.5083 0.0798 0.5167 -1.4611 2.53
0.3326 -0.1173 0.414 -1.5039 2.54
0.0719 -0.2916 0.3551 -1.4057 2.55
-0.1964 -0.3808 0.2287 -1.1355 2.56
-0.4416 -0.4622 0.1634 -0.8162 2.57
-0.6394 -0.4845 0.0639 -0.4578 2.58
-0.8743 -0.4682 -0.0028 -0.1672 2.59
-0.9398 -0.3679 -0.0623 0.0446 2.6
-0.9156 -0.2459 -0.1316 0.1915 2.61
-1.002 -0.0708 -0.177 0.224 2.62
-0.8706 0.1509 -0.2116 0.1485 2.63
-0.6736 0.3866 -0.2147 0.0404 2.64
-0.4538 0.6068 -0.2543 -0.1004 2.65
-0.181 0.9222 -0.2363 -0.2362 2.66
0.1257 1.2448 -0.2463 -0.3394 2.67
0.411 1.3256 -0.2186 -0.3829 2.68
0.7318 1.5429 -0.1587 -0.3757 2.69
0.9123 1.901 -0.1176 -0.2331 2.7
1.0792 1.8983 -0.0563 -0.0549 2.71
1.2012 2.0879 0.0117 0.1585 2.72
1.1058 2.5064 0.0867 0.3542 2.73
0.9608 2.2817 0.1866 0.5252 2.74
0.8712 2.5161 0.2553 0.6878 2.75
0.5046 2.172 0.3905 0.6125 2.76
0.2227 2.292 0.5303 0.5282 2.77
-0.1138 2.0703 0.6044 0.2235 2.78
-0.4148 1.9827 0.6649 -0.1939 2.79
-0.8517 1.6057 0.848 -0.58 2.8
-1.0156 1.4929 0.9292 -1.1173 2.81
-1.4265 1.1973 1.1892 -1.6274 2.82
-1.4661 0.8785 1.1852 -2.1338 2.83
-1.7832 0.6333 1.2267 -2.1781 2.84
-1.6738 0.3652 1.4176 -2.3966 2.85
-1.6211 0.1607 1.5106 -2.3859 2.86
-1.4082 -0.0446 1.7916 -2.1204 2.87
-1.2911 -0.1943 1.7751 -1.5219 2.88
-1.1059 -0.3151 1.6772 -1.19 2.89
-0.8307 -0.3904 2.0793 -0.5962 2.9
-0.6177 -0.4401 2.0217 0.0391 2.91
-0.3586 -0.3856 1.8929 0.5087 2.92
-0.1941 -0.3481 1.9244 0.9027 2.93
-0.0709 -0.2475 2.0742 1.2728 2.94
-0.0178 -0.1123 2.0846 1.292 2.95
-0.0245 0.0714 2.1585 1.1274 2.96
-0.1063 0.3051 1.9678 0.9054 2.97
-0.2369 0.5398 1.9127 0.5384 2.98
-0.3622 0.7381 2.0152 0.0059 2.99
-0.5286 0.9663 1.8666 -0.524 3.0
-0.7249 1.2719 1.7889 -1.0061 3.01
-0.8307 1.578 1.8248 -1.3272 3.02
-1.0376 1.7265 1.8174 -1.8652 3.03
-1.1169 1.9101 1.6762 -2.0274 3.04
-0.975 1.9303 1.491 -1.9212 3.05
-0.9187 2.0735 1.461 -1.8194 3.06
-0.7593 1.9898 1.372 -1.5035 3.07
-0.5363 2.2705 1.2379 -1.2866 3.08
-0.159 2.0349 0.996 -1.1365 3.09
0.2069 1.8556 0.8897 -0.8446 3.1
0.6434 1.811 0.8081 -0.6551 3.11
1.1478 1.77 0.7026 -0.5789 3.12
1.5746 1.3603 0.6043 -0.6847 3.13
1.685 1.3869 0.5374 -0.7532 3.14
2.1333 1.1363 0.3767 -0.8692 3.15
2.1751 0.7568 0.337 -1.044 3.16
2.704 0.5363 0.2397 -1.1433 3.17
2.5981 0.369 0.1683 -1.1343 3.18
2.8181 0.155 0.1025 -1.1162 3.19
2.3227 -0.0209 0.0594 -1.1307 3.2
2.4399 -0.1798 0.0139 -0.9182 3.21
2.1685 -0.318 -0.0133 -0.644 3.22
1.7083 -0.389 -0.0306 -0.2781 3.23
1.4129 -0.4385 -0.0352 0.0172 3.24
1.0144 -0.401 -0.028 0.2585 3.25
0.7753 -0.3321 -0.0079 0.4363 3.26
0.5898 -0.2544 0.0209 0.5476 3.27
0.4366 -0.1493 0.068 0.4083 3.28
0.2758 -0.0123 0.1185 0.1443 3.29
0.2545 0.1641 0.1722 -0.2362 3.3
0.2655 0.3371 0.2399 -0.7444 3.31
0.321 0.5858 0.3369 -1.2105 3.32
0.3844 0.7982 0.3998 -1.8835 3.33
0.4584 1.0445 0.518 -2.448 3.34
0.5044 1.2512 0.6066 -2.6023 3.35
0.5849 1.3657 0.6424 -2.6061 3.36
0.5757 1.5471 0.7344 -2.8572 3.37
0.5825 1.5052 0.7708 -2.6602 3.38
0.3966 1.7872 0.8565 -2.274 3.39
0.2324 1.8027 0.9692 -2.0202 3.4
-0.0298 1.8654 1.0873 -1.4053 3.41
-0.3783 1.7721 1.1106 -0.8226 3.42
-0.7052 1.5329 1.306 -0.2639 3.43
-1.2555 1.4623 1.3006 0.2327 3.44
-1.4895 1.3798 1.4393 0.6333 3.45
-1.9618 1.2359 1.4095 0.7353 3.46
-2.3259 1.047 1.419 0.6937 3.47
-2.4769 0.9453 1.5399 0.5966 3.48
-3.0821 0.7278 1.3486 0.2924 3.49
-3.1063 0.5221 1.3623 -0.0773 3.5
-2.7222 0.333 1.3088 -0.5545 3.51
-2.8116 0.1328 1.4489 -0.8523 3.52
-2.9922 -0.0353 1.263 -1.4467 3.53
-2.2551 -0.1743 1.2394 -1.5096 3.54
-2.3344 -0.2709 1.132 -1.6186 3.55
-1.8881 -0.3445 1.2406 -1.7152 3.56
-1.3397 -0.3905 1.1034 -1.7036 3.57
-0.9872 -0.4257 0.9273 -1.7074 3.58
-0.7068 -0.412 0.8785 -1.524 3.59
-0.3971 -0.3378 0.7485 -1.2246 3.6
-0.1038 -0.2455 0.5656 -1.2147 3.61
0.0855 -0.1232 0.4325 -0.9535 3.62
0.2032 0.0264 0.3231 -1.0129 3.63
0.2476 0.1763 0.1801 -1.1179 3.64
0.2591 0.3251 0.0212 -1.1507 3.65
0.2158 0.5025 -0.1251 -1.244 3.66
0.1319 0.6515 -0.2706 -1.5479 3.67
0.0314 0.8491 -0.3895 -1.5963 3.68
-0.0468 1.0625 -0.5221 -1.5399 3.69
-0.0857 1.1678 -0.6357 -1.4801 3.7
-0.0922 1.3328 -0.7285 -1.5581 3.71
-0.0434 1.4861 -0.9923 -1.1838 3.72
0.0855 1.3344 -0.9702 -0.964 3.73
0.2525 1.5001 -1.0815 -0.5598 3.74
0.4732 1.4528 -1.2658 -0.1271 3.75
0.8623 1.4115 -1.2425 0.2257 3.76
1.043 1.1693 -1.3399 0.5431 3.77
1.4117 1.1632 -1.334 0.5956 3.78
1.9378 1.011 -1.4124 0.6113 3.79
1.9414 0.9759 -1.5831 0.4447 3.8
2.2328 0.6676 -1.4024 0.1308 3.81
2.5394 0.6006 -1.5091 -0.312 3.82
2.4145 0.3913 -1.3289 -0.8446 3.83
2.7736 0.1962 -1.519 -1.5615 3.84
2.5294 0.0571 -1.4258 -1.8211 3.85
2.2677 -0.0935 -1.4898 -2.6242 3.86
2.0011 -0.2134 -1.4012 -2.8601 3.87
1.6879 -0.2942 -1.2727 -2.814 3.88
1.2449 -0.4256 -1.1368 -2.7092 3.89
0.7903 -0.4433 -1.026 -2.6273 3.9
0.445 -0.4116 -1.1063 -2.3804 3.91
0.0965 -0.4807 -1.0231 -1.8505 3.92
-0.2174 -0.3999 -0.9333 -1.1766 3.93
-0.4655 -0.3061 -0.7448 -0.7266 3.94
-0.7407 -0.25 -0.7809 -0.1661 3.95
-0.7802 -0.1131 -0.701 0.2311 3.96
-0.8962 0.0058 -0.6165 0.5474 3.97
-0.7533 0.1304 -0.5023 0.6489 3.98
-0.677 0.306 -0.429 0.6033 3.99
-0.5435 0.4633 -0.425 0.3996 4.0
-0.3361 0.605 -0.3238 0.0925 4.01
-0.1572 0.6335 -0.2959 -0.2613 4.02
0.0054 0.8848 -0.2657 -0.5865 4.03
0.1217 0.9131 -0.2673 -0.9647 4.04
0.2036 0.971 -0.2878 -1.1985 4.05
0.2114 1.0336 -0.2653 -1.3611 4.06
0.1475 0.962 -0.276 -1.4083 4.07
0.0361 1.0369 -0.3463 -1.3863 4.08
-0.1489 1.0219 -0.3727 -1.2736 4.09
-0.3648 0.8676 -0.4255 -0.9567 4.1
-0.6023 0.7786 -0.5276 -0.9834 4.11
-0.7922 0.7266 -0.5868 -0.8305 4.12
-1.0478 0.6557 -0.5912 -0.8151 4.13
-1.3211 0.5151 -0.7645 -0.7078 4.14
-1.5493 0.38 -0.9391 -0.9363 4.15
-1.6317 0.2032 -0.9491 -0.9706 4.16
-1.7376 0.0731 -1.1692 -1.2657 4.17
-1.5874 -0.0619 -1.1787 -1.4291 4.18
-1.4242 -0.1615 -1.4614 -1.8128 4.19
-1.2405 -0.2698 -1.5423 -1.8369 4.2
-0.8501 -0.364 -1.5591 -1.6606 4.21
-0.5336 -0.4118 -1.5973 -1.6775 4.22
-0.1882 -0.4601 -1.9686 -1.4009 4.23
0.1337 -0.49 -2.1716 -1.0676 4.24
0.4616 -0.4853 -2.2496 -0.5388 4.25
0.7296 -0.4995 -2.3615 -0.0375 4.26
0.8631 -0.3908 -2.5649 0.4569 4.27
0.8994 -0.3854 -2.3578 0.8034 4.28
0.9464 -0.2798 -2.5723 1.1651 4.29
1.0229 -0.1717 -2.7281 1.0756 4.3
0.8223 -0.0741 -2.724 1.0758 4.31
0.5584 0.0425 -2.8067 0.8609 4.32
0.3199 0.1359 -3.046 0.4378 4.33
0.0484 0.2607 -2.917 -0.0622 4.34
-0.2573 0.3637 -2.987 -0.6793 4.35
-0.4943 0.4045 -2.7943 -1.1855 4.36
-0.7625 0.5256 -2.6017 -1.9269 4.37
-0.9015 0.5469 -2.7628 -2.3624 4.38
-1.1996 0.5819 -2.8056 -2.3972 4.39
-1.2113 0.6719 -2.9958 -2.6431 4.4
-1.0987 0.6288 -2.7381 -2.2525 4.41
-1.0269 0.5547 -2.7855 -1.9852 4.42
-0.8456 0.5375 -2.8063 -1.6184 4.43
-0.6553 0.5301 -2.5912 -1.1195 4.44
-0.3686 0.3789 -2.351 -0.6787 4.45
-0.137 0.3305 -2.5205 -0.1779 4.46
0.1004 0.2016 -2.1207 0.2631 4.47
0.3024 0.1286 -2.0851 0.5308 4.48
0.5258 0.0116 -2.1786 0.7222 4.49
0.5704 -0.0922 -1.7567 0.7518 4.5
0.6533 -0.2082 -1.5964 0.6401 4.51
0.5564 -0.2973 -1.6782 0.4778 4.52
0.4313 -0.3646 -1.4407 0.2223 4.53
0.3013 -0.3956 -1.5669 -0.0373 4.54
0.117 -0.4925 -1.4652 -0.2896 4.55
-0.0885 -0.536 -1.2368 -0.4279 4.56
-0.2913 -0.5606 -1.1587 -0.507 4.57
-0.4891 -0.5584 -1.0443 -0.5524 4.58
-0.6396 -0.5487 -0.9679 -0.4514 4.59
-0.6892 -0.5524 -1.0832 -0.3784 4.6
-0.7326 -0.4463 -1.0107 -0.1923 4.61
-0.6628 -0.4236 -1.0094 -0.0857 4.62
-0.5009 -0.3382 -1.006 -0.0005 4.63
-0.297 -0.2609 -0.8264 0.0028 4.64
-0.0026 -0.1794 -0.9868 -0.0799 4.65
0.3152 -0.1259 -1.0006 -0.249 4.66
0.7 -0.0502 -0.9857 -0.4601 4.67
0.9762 0.0191 -1.0515 -0.8022 4.68
1.5172 0.0866 -0.9757 -1.1766 4.69
1.7594 0.1412 -1.0876 -1.3297 4.7
2.003 0.1688 -1.0674 -1.607 4.71
2.2725 0.178 -1.1437 -1.6171 4.72
2.4001 0.2121 -1.2382 -1.5603 4.73
2.4258 0.1923 -1.4952 -1.1084 4.74
2.0805 0.1953 -1.4048 -0.7976 4.75
1.8079 0.1438 -1.7695 -0.3507 4.76
1.5692 0.1183 -1.6301 0.2042 4.77
1.3708 0.0578 -1.9174 0.7197 4.78
1.1186 -0.0018 -2.0542 1.2124 4.79
0.785 -0.0739 -2.1815 1.6623 4.8
0.4296 -0.1391 -1.8945 2.021 4.81
0.1472 -0.2276 -2.0964 1.9762 4.82
-0.0721 -0.2706 -2.1519 1.8734 4.83
-0.2271 -0.32 -2.4882 1.3391 4.84
-0.3111 -0.403 -2.4246 0.9573 4.85
-0.4101 -0.4952 -2.4277 0.4721 4.86
-0.3743 -0.528 -2.6865 -0.145 4.87
-0.3093 -0.5022 -2.3295 -0.764 4.88
-0.1965 -0.6066 -2.3775 -1.1355 4.89
-0.09 -0.5495 -2.6714 -1.6092 4.9
0.0163 -0.6063 -2.3549 -1.8217 4.91
0.0861 -0.5581 -2.6623 -1.6302 4.92
0.1161 -0.57 -2.5551 -1.4085 4.93
0.0921 -0.5397 -2.1811 -1.1643 4.94
-0.0153 -0.4752 -2.4027 -0.7555 4.95
-0.1718 -0.5188 -2.0796 -0.3315 4.96
-0.4063 -0.4574 -1.9469 0.0939 4.97
-0.6522 -0.4264 -2.0192 0.5431 4.98
-1.0437 -0.3388 -2.0075 0.7256 4.99
-1.419 -0.3286 -1.7727 0.9576 5.0
-1.8449 -0.2597 -1.624 1.1281 5.01
-2.0613 -0.276 -1.5512 1.0761 5.02
-2.4331 -0.2326 -1.3343 0.8711 5.03
-2.6387 -0.2233 -1.3211 0.6762 5.04
-2.7227 -0.1973 -1.1761 0.5221 5.05
-3.1516 -0.2218 -1.0258 0.3954 5.06
-2.7385 -0.205 -0.8224 0.2854 5.07
-2.5879 -0.2159 -0.7194 0.2752 5.08
-2.4762 -0.2666 -0.6766 0.3156 5.09
-2.1483 -0.2487 -0.4754 0.4272 5.1
-1.691 -0.315 -0.3891 0.6085 5.11
-1.2913 -0.3367 -0.2754 0.7183 5.12
-0.8912 -0.3874 -0.171 0.9475 5.13
-0.5247 -0.4102 -0.0723 0.9532 5.14
-0.1382 -0.417 0.0181 0.9027 5.15
0.1968 -0.4677 0.0902 0.8076 5.16
0.5036 -0.4997 0.1556 0.5861 5.17
0.6507 -0.476 0.1934 0.3024 5.18
0.8319 -0.5825 0.2656 -0.0365 5.19
0.7964 -0.5798 0.2513 -0.4334 5.2
0.8525 -0.5302 0.3018 -0.8124 5.21
0.8703 -0.5818 0.2819 -1.1013 5.22
0.72 -0.6501 0.3119 -1.2208 5.23
0.6486 -0.547 0.2541 -1.1684 5.24
0.5879 -0.5646 0.2294 -0.917 5.25
0.4968 -0.5867 0.1953 -0.644 5.26
0.4655 -0.5743 0.1313 -0.1267 5.27
0.577 -0.6014 0.074 0.3847 5.28
0.6935 -0.5529 0.009 1.076 5.29
0.8485 -0.558 -0.0627 1.5897 5.3
1.118 -0.5677 -0.1402 1.9463 5.31
1.3984 -0.6078 -0.2314 2.4935 5.32
1.5788 -0.5201 -0.3194 2.7976 5.33
2.0211 -0.5379 -0.432 2.3522 5.34
2.2338 -0.6144 -0.5251 2.1422 5.35
2.569 -0.6007 -0.5886 1.972 5.36
2.6866 -0.5264 -0.6748 1.5758 5.37
2.6046 -0.599 -0.6584 0.9072 5.38
2.6514 -0.5764 -0.8415 0.3277 5.39
2.578 -0.544 -0.9361 -0.1337 5.4
2.3582 -0.6324 -0.9618 -0.5095 5.41
2.1151 -0.5943 -1.016 -0.8069 5.42
1.8791 -0.6132 -0.9268 -0.8355 5.43
1.3654 -0.6416 -0.9299 -0.7413 5.44
1.1096 -0.5872 -1.0609 -0.5888 5.45
0.5554 -0.5927 -0.947 -0.3265 5.46
0.1156 -0.6615 -1.1182 0.0642 5.47
-0.2624 -0.7128 -0.9288 0.4538 5.48
