#CandyMountain NPP, unit 15
#date;ao;bc;fha
29.4.1993;-6.009;4.207;1.275
30.4.1993;-6.007;4.198;1.274
1.5.1993;-6.004;4.191;1.273
2.5.1993;-6.002;4.182;1.272
3.5.1993;-5.999;4.171;1.271
4.5.1993;-5.997;4.165;1.27
5.5.1993;-5.993;4.156;1.269
6.5.1993;-5.991;4.147;1.267
7.5.1993;-5.988;4.134;1.266
8.5.1993;-5.986;4.124;1.265
9.5.1993;-5.983;4.115;1.263
10.5.1993;-5.981;4.102;1.262
11.5.1993;-5.978;4.094;1.261
12.5.1993;-5.975;4.084;1.261
13.5.1993;-5.972;4.078;1.259
14.5.1993;-5.971;4.068;1.258
15.5.1993;-5.97;4.055;1.257
16.5.1993;-5.967;4.047;1.256
17.5.1993;-5.965;4.042;1.255
18.5.1993;-5.963;4.03;1.254
19.5.1993;-5.96;4.015;1.253
20.5.1993;-5.958;4.004;1.252
21.5.1993;-5.955;3.991;1.251
22.5.1993;-5.953;3.982;1.25
23.5.1993;-5.951;3.97;1.25
24.5.1993;-5.949;3.962;1.249
25.5.1993;-5.946;3.952;1.248
26.5.1993;-5.945;3.942;1.247
27.5.1993;-5.943;3.928;1.246
28.5.1993;-5.942;3.917;1.244
29.5.1993;-5.938;3.908;1.243
30.5.1993;-5.937;3.894;1.242
31.5.1993;-5.935;3.889;1.24
1.6.1993;-5.932;3.879;1.24
2.6.1993;-5.929;3.874;1.239
3.6.1993;-5.927;3.861;1.238
4.6.1993;-5.924;3.85;1.238
5.6.1993;-5.921;3.839;1.236
6.6.1993;-5.919;3.831;1.236
7.6.1993;-5.916;3.819;1.234
8.6.1993;-5.913;3.807;1.233
9.6.1993;-5.91;3.801;1.233
10.6.1993;-5.909;3.786;1.232
11.6.1993;-5.906;3.777;1.23
12.6.1993;-5.903;3.766;1.229
13.6.1993;-5.9;3.754;1.228
14.6.1993;-5.899;3.741;1.227
15.6.1993;-5.898;3.731;1.225
16.6.1993;-5.895;3.724;1.224
17.6.1993;-5.892;3.718;1.224
18.6.1993;-5.891;3.705;1.223
19.6.1993;-5.889;3.696;1.222
20.6.1993;-5.888;3.684;1.221
21.6.1993;-5.886;3.675;1.22
22.6.1993;-5.883;3.668;1.219
23.6.1993;-5.881;3.654;1.218
24.6.1993;-5.879;3.642;1.217
25.6.1993;-5.876;3.631;1.216
26.6.1993;-5.873;3.622;1.216
27.6.1993;-5.872;3.613;1.215
28.6.1993;-5.869;3.602;1.214
29.6.1993;-5.867;3.59;1.212
30.6.1993;-5.866;3.58;1.212
1.7.1993;-5.863;3.575;1.211
2.7.1993;-5.86;3.565;1.21
3.7.1993;-5.858;3.551;1.209
4.7.1993;-5.855;3.541;1.208
5.7.1993;-5.854;3.535;1.207
6.7.1993;-5.851;3.529;1.206
7.7.1993;-5.85;3.519;1.205
8.7.1993;-5.848;3.512;1.204
9.7.1993;-5.846;3.501;1.204
10.7.1993;-5.845;3.495;1.202
11.7.1993;-5.842;3.485;1.201
12.7.1993;-5.839;3.479;1.2
13.7.1993;-5.838;3.471;1.2
14.7.1993;-5.835;3.462;1.199
15.7.1993;-5.833;3.453;1.198
16.7.1993;-5.83;3.443;1.197
17.7.1993;-5.828;3.432;1.196
18.7.1993;-5.825;3.417;1.195
19.7.1993;-5.823;3.403;1.194
20.7.1993;-5.821;3.397;1.193
21.7.1993;-5.82;3.387;1.191
22.7.1993;-5.818;3.38;1.191
23.7.1993;-5.815;3.372;1.19
24.7.1993;-5.814;3.361;1.189
25.7.1993;-5.811;3.352;1.188
26.7.1993;-5.81;3.346;1.186
27.7.1993;-5.807;3.34;1.186
28.7.1993;-5.806;3.327;1.184
29.7.1993;-5.804;3.314;1.184
30.7.1993;-5.802;3.303;1.183
31.7.1993;-5.8;3.294;1.182
1.8.1993;-5.799;3.287;1.181
2.8.1993;-5.798;3.273;1.18
3.8.1993;-5.795;3.262;1.18
4.8.1993;-5.793;3.255;1.179
5.8.1993;-5.79;3.243;1.178
6.8.1993;-5.788;3.229;1.177
7.8.1993;-5.785;3.215;1.176
8.8.1993;-5.783;3.207;1.175
9.8.1993;-5.782;3.194;1.174
10.8.1993;-5.78;3.185;1.172
11.8.1993;-5.779;3.18;1.171
12.8.1993;-5.776;3.17;1.17
13.8.1993;-5.775;3.155;1.17
14.8.1993;-5.773;3.145;1.169
15.8.1993;-5.771;3.132;1.168
16.8.1993;-5.769;3.118;1.167
17.8.1993;-5.768;3.107;1.166
18.8.1993;-5.767;3.097;1.165
19.8.1993;-5.764;3.086;1.164
20.8.1993;-5.763;3.075;1.163
21.8.1993;-5.76;3.062;1.162
22.8.1993;-5.758;3.055;1.161
23.8.1993;-5.756;3.041;1.16
24.8.1993;-5.754;3.034;1.159
25.8.1993;-5.753;3.028;1.158
26.8.1993;-5.751;3.018;1.157
27.8.1993;-5.749;3.012;1.155
28.8.1993;-5.747;3.004;1.154
29.8.1993;-5.745;2.997;1.153
30.8.1993;-5.742;2.986;1.153
31.8.1993;-5.74;2.975;1.152
1.9.1993;-5.739;2.97;1.15
2.9.1993;-5.736;2.959;1.149
3.9.1993;-5.733;2.952;1.148
4.9.1993;-5.731;2.94;1.148
5.9.1993;-5.729;2.928;1.146
6.9.1993;-5.728;2.922;1.145
7.9.1993;-5.726;2.908;1.144
8.9.1993;-5.724;2.893;1.142
9.9.1993;-5.723;2.88;1.141
10.9.1993;-5.72;2.868;1.14
11.9.1993;-5.719;2.857;1.139
12.9.1993;-5.717;2.844;1.138
13.9.1993;-5.716;2.831;1.137
14.9.1993;-5.714;2.823;1.136
15.9.1993;-5.712;2.814;1.136
16.9.1993;-5.709;2.805;1.135
17.9.1993;-5.706;2.799;1.134
18.9.1993;-5.704;2.79;1.133
19.9.1993;-5.703;2.782;1.132
20.9.1993;-5.7;2.776;1.131
21.9.1993;-5.699;2.769;1.129
22.9.1993;-5.697;2.757;1.129
23.9.1993;-5.694;2.751;1.128
24.9.1993;-5.693;2.737;1.127
25.9.1993;-5.69;2.725;1.126
26.9.1993;-5.689;2.717;1.124
27.9.1993;-5.688;2.706;1.123
28.9.1993;-5.687;2.693;1.123
29.9.1993;-5.685;2.684;1.122
30.9.1993;-5.683;2.677;1.121
1.10.1993;-5.681;2.669;1.12
2.10.1993;-5.679;2.658;1.119
3.10.1993;-5.676;2.651;1.118
4.10.1993;-5.675;2.642;1.117
5.10.1993;-5.672;2.631;1.115
6.10.1993;-5.67;2.618;1.114
7.10.1993;-5.668;2.612;1.113
8.10.1993;-5.666;2.605;1.113
9.10.1993;-5.664;2.598;1.112
10.10.1993;-5.663;2.588;1.111
11.10.1993;-5.661;2.573;1.11
12.10.1993;-5.659;2.558;1.108
13.10.1993;-5.657;2.551;1.107
14.10.1993;-5.656;2.537;1.106
15.10.1993;-5.655;2.525;1.104
16.10.1993;-5.652;2.519;1.104
17.10.1993;-5.65;2.514;1.103
18.10.1993;-5.648;2.501;1.102
19.10.1993;-5.647;2.491;1.101
20.10.1993;-5.646;2.478;1.1
21.10.1993;-5.645;2.467;1.099
22.10.1993;-5.642;2.461;1.098
23.10.1993;-5.641;2.448;1.096
24.10.1993;-5.64;2.438;1.095
25.10.1993;-5.638;2.431;1.094
26.10.1993;-5.636;2.423;1.093
27.10.1993;-5.635;2.415;1.092
28.10.1993;-5.634;2.406;1.091
29.10.1993;-5.632;2.395;1.091
30.10.1993;-5.63;2.384;1.09
31.10.1993;-5.629;2.371;1.089
1.11.1993;-5.627;2.359;1.087
2.11.1993;-5.625;2.353;1.087
3.11.1993;-5.623;2.347;1.085
4.11.1993;-5.621;2.336;1.085
5.11.1993;-5.62;2.326;1.084
6.11.1993;-5.618;2.311;1.083
7.11.1993;-5.616;2.298;1.082
8.11.1993;-5.613;2.287;1.081
9.11.1993;-5.612;2.276;1.08
10.11.1993;-5.61;2.265;1.079
11.11.1993;-5.608;2.251;1.078
12.11.1993;-5.605;2.241;1.077
13.11.1993;-5.604;2.227;1.076
14.11.1993;-5.603;2.215;1.076
15.11.1993;-5.602;2.207;1.074
16.11.1993;-5.601;2.201;1.073
17.11.1993;-5.599;2.191;1.072
18.11.1993;-5.596;2.184;1.071
19.11.1993;-5.595;2.176;1.07
20.11.1993;-5.592;2.163;1.069
21.11.1993;-5.591;2.151;1.068
22.11.1993;-5.588;2.137;1.066
23.11.1993;-5.587;2.125;1.066
24.11.1993;-5.585;2.12;1.065
25.11.1993;-5.582;2.108;1.064
26.11.1993;-5.581;2.096;1.063
27.11.1993;-5.58;2.086;1.062
28.11.1993;-5.578;2.075;1.061
29.11.1993;-5.577;2.069;1.06
30.11.1993;-5.575;2.058;1.058
1.12.1993;-5.572;2.052;1.057
2.12.1993;-5.571;2.047;1.056
3.12.1993;-5.57;2.032;1.055
4.12.1993;-5.568;2.027;1.054
5.12.1993;-5.567;2.013;1.053
6.12.1993;-5.565;2.006;1.051
7.12.1993;-5.564;1.996;1.05
8.12.1993;-5.562;1.989;1.05
9.12.1993;-5.561;1.976;1.048
10.12.1993;-5.559;1.967;1.047
11.12.1993;-5.557;1.956;1.045
12.12.1993;-5.556;1.941;1.044
13.12.1993;-5.553;1.935;1.043
14.12.1993;-5.552;1.929;1.042
15.12.1993;-5.551;1.919;1.04
16.12.1993;-5.55;1.904;1.039
17.12.1993;-5.548;1.892;1.039
18.12.1993;-5.547;1.877;1.038
19.12.1993;-5.545;1.871;1.037
20.12.1993;-5.544;1.86;1.036
21.12.1993;-5.542;1.846;1.035
22.12.1993;-5.54;1.836;1.034
23.12.1993;-5.538;1.825;1.034
24.12.1993;-5.536;1.812;1.032
25.12.1993;-5.535;1.801;1.031
26.12.1993;-5.533;1.796;1.03
27.12.1993;-5.532;1.787;1.029
28.12.1993;-5.53;1.774;1.029
29.12.1993;-5.528;1.763;1.028
30.12.1993;-5.526;1.755;1.028
31.12.1993;-5.524;1.741;1.026
1.1.1994;-5.523;1.731;1.025
2.1.1994;-5.522;1.723;1.024
3.1.1994;-5.521;1.713;1.023
4.1.1994;-5.519;1.703;1.022
5.1.1994;-5.517;1.692;1.021
6.1.1994;-5.515;1.68;1.02
7.1.1994;-5.513;1.673;1.019
8.1.1994;-5.511;1.666;1.017
9.1.1994;-5.509;1.654;1.016
10.1.1994;-5.507;1.64;1.015
11.1.1994;-5.505;1.633;1.014
12.1.1994;-5.503;1.624;1.013
13.1.1994;-5.501;1.619;1.012
14.1.1994;-5.5;1.607;1.011
15.1.1994;-5.498;1.597;1.01
16.1.1994;-5.497;1.591;1.01
17.1.1994;-5.496;1.584;1.009
18.1.1994;-5.494;1.577;1.008
19.1.1994;-5.493;1.57;1.007
20.1.1994;-5.491;1.558;1.006
21.1.1994;-5.489;1.547;1.004
22.1.1994;-5.487;1.536;1.003
23.1.1994;-5.485;1.526;1.003
24.1.1994;-5.483;1.513;1.002
25.1.1994;-5.482;1.499;1.001
26.1.1994;-5.481;1.493;1.0
27.1.1994;-5.48;1.481;0.999
28.1.1994;-5.479;1.475;0.999
29.1.1994;-5.477;1.47;0.998
30.1.1994;-5.475;1.464;0.997
31.1.1994;-5.473;1.455;0.996
1.2.1994;-5.471;1.446;0.994
2.2.1994;-5.469;1.438;0.994
3.2.1994;-5.467;1.424;0.992
4.2.1994;-5.465;1.411;0.991
5.2.1994;-5.464;1.398;0.99
6.2.1994;-5.462;1.389;0.989
7.2.1994;-5.46;1.375;0.988
8.2.1994;-5.458;1.37;0.987
9.2.1994;-5.456;1.36;0.986
10.2.1994;-5.455;1.352;0.985
11.2.1994;-5.453;1.34;0.985
12.2.1994;-5.452;1.334;0.984
13.2.1994;-5.45;1.325;0.983
14.2.1994;-5.448;1.315;0.982
15.2.1994;-5.447;1.308;0.98
16.2.1994;-5.445;1.301;0.979
17.2.1994;-5.443;1.294;0.978
18.2.1994;-5.441;1.289;0.977
19.2.1994;-5.44;1.281;0.976
20.2.1994;-5.438;1.273;0.975
21.2.1994;-5.436;1.266;0.974
22.2.1994;-5.435;1.252;0.973
23.2.1994;-5.433;1.241;0.972
24.2.1994;-5.432;1.227;0.971
25.2.1994;-5.43;1.218;0.971
26.2.1994;-5.428;1.209;0.97
27.2.1994;-5.426;1.198;0.969
28.2.1994;-5.424;1.185;0.968
1.3.1994;-5.422;1.18;0.967
2.3.1994;-5.42;1.172;0.966
3.3.1994;-5.419;1.161;0.965
4.3.1994;-5.418;1.151;0.964
5.3.1994;-5.415;1.139;0.963
6.3.1994;-5.414;1.128;0.963
7.3.1994;-5.412;1.115;0.962
8.3.1994;-5.411;1.104;0.961
9.3.1994;-5.409;1.099;0.959
10.3.1994;-5.408;1.089;0.958
11.3.1994;-5.407;1.075;0.958
12.3.1994;-5.406;1.065;0.956
13.3.1994;-5.404;1.056;0.955
14.3.1994;-5.403;1.047;0.954
15.3.1994;-5.402;1.041;0.953
16.3.1994;-5.4;1.026;0.952
17.3.1994;-5.398;1.021;0.951
18.3.1994;-5.397;1.012;0.95
19.3.1994;-5.396;0.998;0.949
20.3.1994;-5.394;0.988;0.948
21.3.1994;-5.393;0.974;0.946
22.3.1994;-5.392;0.967;0.945
23.3.1994;-5.39;0.954;0.944
24.3.1994;-5.389;0.943;0.943
25.3.1994;-5.388;0.936;0.942
26.3.1994;-5.386;0.926;0.942
27.3.1994;-5.385;0.912;0.94
28.3.1994;-5.384;0.899;0.94
29.3.1994;-5.383;0.892;0.939
30.3.1994;-5.381;0.883;0.938
31.3.1994;-5.379;0.874;0.937
1.4.1994;-5.377;0.866;0.937
2.4.1994;-5.376;0.86;0.935
3.4.1994;-5.373;0.847;0.934
4.4.1994;-5.372;0.838;0.933
5.4.1994;-5.37;0.827;0.932
6.4.1994;-5.369;0.818;0.931
7.4.1994;-5.367;0.813;0.93
8.4.1994;-5.365;0.798;0.929
9.4.1994;-5.364;0.784;0.928
10.4.1994;-5.362;0.776;0.927
11.4.1994;-5.361;0.764;0.926
12.4.1994;-5.36;0.752;0.926
13.4.1994;-5.358;0.739;0.924
14.4.1994;-5.356;0.731;0.923
15.4.1994;-5.355;0.723;0.923
16.4.1994;-5.354;0.71;0.921
17.4.1994;-5.352;0.704;0.92
18.4.1994;-5.351;0.693;0.92
19.4.1994;-5.35;0.687;0.918
20.4.1994;-5.348;0.675;0.917
21.4.1994;-5.345;0.669;0.917
22.4.1994;-5.344;0.663;0.916
23.4.1994;-5.343;0.657;0.915
24.4.1994;-5.342;0.647;0.913
25.4.1994;-5.34;0.633;0.912
26.4.1994;-5.339;0.623;0.912
27.4.1994;-5.337;0.609;0.91
28.4.1994;-5.335;0.6;0.909
29.4.1994;-5.334;0.586;0.908
30.4.1994;-5.332;0.573;0.907
1.5.1994;-5.33;0.567;0.906
2.5.1994;-5.328;0.552;0.905
3.5.1994;-5.326;0.543;0.904
4.5.1994;-5.325;0.531;0.903
5.5.1994;-5.323;0.523;0.902
6.5.1994;-5.321;0.513;0.901
7.5.1994;-5.32;0.501;0.9
8.5.1994;-5.318;0.492;0.899
9.5.1994;-5.317;0.48;0.898
10.5.1994;-5.315;0.466;0.897
11.5.1994;-5.312;0.454;0.896
12.5.1994;-5.311;0.448;0.894
13.5.1994;-5.31;0.442;0.894
14.5.1994;-5.309;0.429;0.893
15.5.1994;-5.307;0.422;0.892
16.5.1994;-5.305;0.411;0.89
17.5.1994;-5.304;0.399;0.889
18.5.1994;-5.303;0.392;0.888
19.5.1994;-5.302;0.384;0.887
20.5.1994;-5.301;0.371;0.886
21.5.1994;-5.3;0.357;0.885
22.5.1994;-5.298;0.351;0.884
23.5.1994;-5.296;0.336;0.884
24.5.1994;-5.294;0.329;0.882
25.5.1994;-5.292;0.319;0.882
26.5.1994;-5.291;0.306;0.881
27.5.1994;-5.289;0.294;0.879
28.5.1994;-5.288;0.282;0.878
29.5.1994;-5.286;0.267;0.877
30.5.1994;-5.285;0.253;0.876
31.5.1994;-5.282;0.24;0.875
1.6.1994;-5.28;0.231;0.875
2.6.1994;-5.279;0.216;0.874
3.6.1994;-5.277;0.204;0.873
4.6.1994;-5.275;0.19;0.873
5.6.1994;-5.273;0.18;0.872
6.6.1994;-5.27;0.17;0.872
7.6.1994;-5.269;0.164;0.871
8.6.1994;-5.269;0.149;0.869
9.6.1994;-5.267;0.135;0.869
10.6.1994;-5.266;0.128;0.868
11.6.1994;-5.264;0.115;0.867
12.6.1994;-5.263;0.103;0.866
13.6.1994;-5.261;0.096;0.864
14.6.1994;-5.259;0.089;0.863
15.6.1994;-5.258;0.083;0.862
16.6.1994;-5.256;0.073;0.861
17.6.1994;-5.255;0.062;0.86
18.6.1994;-5.253;0.048;0.859
19.6.1994;-5.252;0.038;0.858
20.6.1994;-5.251;0.023;0.857
21.6.1994;-5.249;0.015;0.856
22.6.1994;-5.248;0.002;0.855
