#Disneyland NPP, unit 14
#date;fha;bc;ao
18.10.1981;1.253;4.415;-7.405
19.10.1981;1.253;4.403;-7.401
20.10.1981;1.251;4.393;-7.398
21.10.1981;1.25;4.384;-7.396
22.10.1981;1.249;4.369;-7.394
23.10.1981;1.249;4.362;-7.391
24.10.1981;1.247;4.356;-7.389
25.10.1981;1.246;4.349;-7.387
26.10.1981;1.245;4.343;-7.383
27.10.1981;1.244;4.333;-7.381
28.10.1981;1.244;4.32;-7.378
29.10.1981;1.243;4.314;-7.375
30.10.1981;1.242;4.301;-7.372
31.10.1981;1.24;4.293;-7.37
1.11.1981;1.239;4.285;-7.366
2.11.1981;1.239;4.272;-7.363
3.11.1981;1.237;4.26;-7.36
4.11.1981;1.236;4.251;-7.358
5.11.1981;1.235;4.239;-7.356
6.11.1981;1.235;4.224;-7.354
7.11.1981;1.234;4.21;-7.351
8.11.1981;1.233;4.2;-7.348
9.11.1981;1.232;4.19;-7.346
10.11.1981;1.23;4.182;-7.344
11.11.1981;1.229;4.172;-7.342
12.11.1981;1.229;4.16;-7.339
13.11.1981;1.227;4.155;-7.336
14.11.1981;1.226;4.141;-7.333
15.11.1981;1.225;4.13;-7.331
16.11.1981;1.224;4.116;-7.329
17.11.1981;1.223;4.101;-7.326
18.11.1981;1.222;4.09;-7.322
19.11.1981;1.221;4.077;-7.319
20.11.1981;1.22;4.072;-7.318
21.11.1981;1.219;4.059;-7.316
22.11.1981;1.219;4.049;-7.313
23.11.1981;1.218;4.037;-7.311
24.11.1981;1.217;4.028;-7.308
25.11.1981;1.216;4.02;-7.306
26.11.1981;1.215;4.013;-7.303
27.11.1981;1.214;4.003;-7.3
28.11.1981;1.213;3.995;-7.297
29.11.1981;1.213;3.981;-7.295
30.11.1981;1.212;3.976;-7.293
1.12.1981;1.211;3.964;-7.289
2.12.1981;1.209;3.956;-7.288
3.12.1981;1.208;3.941;-7.285
4.12.1981;1.208;3.928;-7.282
5.12.1981;1.207;3.914;-7.28
6.12.1981;1.206;3.902;-7.278
7.12.1981;1.205;3.889;-7.275
8.12.1981;1.203;3.877;-7.274
9.12.1981;1.202;3.865;-7.271
10.12.1981;1.202;3.854;-7.269
11.12.1981;1.201;3.843;-7.267
12.12.1981;1.2;3.831;-7.264
13.12.1981;1.199;3.82;-7.263
14.12.1981;1.198;3.811;-7.26
15.12.1981;1.197;3.803;-7.257
16.12.1981;1.195;3.797;-7.254
17.12.1981;1.194;3.788;-7.253
18.12.1981;1.193;3.783;-7.25
19.12.1981;1.192;3.769;-7.247
20.12.1981;1.191;3.763;-7.246
21.12.1981;1.191;3.756;-7.243
22.12.1981;1.19;3.748;-7.24
23.12.1981;1.189;3.736;-7.238
24.12.1981;1.188;3.731;-7.235
25.12.1981;1.186;3.718;-7.233
26.12.1981;1.186;3.706;-7.231
27.12.1981;1.184;3.695;-7.228
28.12.1981;1.183;3.681;-7.225
29.12.1981;1.183;3.666;-7.223
30.12.1981;1.182;3.654;-7.222
31.12.1981;1.181;3.642;-7.218
1.1.1982;1.179;3.627;-7.217
2.1.1982;1.178;3.616;-7.215
3.1.1982;1.178;3.605;-7.214
4.1.1982;1.177;3.595;-7.211
5.1.1982;1.176;3.582;-7.209
6.1.1982;1.175;3.576;-7.207
7.1.1982;1.174;3.565;-7.206
8.1.1982;1.174;3.557;-7.203
9.1.1982;1.173;3.542;-7.2
10.1.1982;1.172;3.532;-7.199
11.1.1982;1.171;3.525;-7.196
12.1.1982;1.17;3.518;-7.195
13.1.1982;1.169;3.512;-7.193
14.1.1982;1.167;3.499;-7.191
15.1.1982;1.167;3.488;-7.189
16.1.1982;1.166;3.476;-7.187
17.1.1982;1.165;3.468;-7.184
18.1.1982;1.164;3.461;-7.182
19.1.1982;1.163;3.456;-7.181
20.1.1982;1.162;3.45;-7.178
21.1.1982;1.162;3.437;-7.175
22.1.1982;1.161;3.427;-7.173
23.1.1982;1.16;3.416;-7.171
24.1.1982;1.159;3.409;-7.169
25.1.1982;1.158;3.399;-7.166
26.1.1982;1.157;3.391;-7.163
27.1.1982;1.156;3.383;-7.16
28.1.1982;1.154;3.372;-7.158
29.1.1982;1.153;3.361;-7.156
30.1.1982;1.152;3.354;-7.154
31.1.1982;1.152;3.345;-7.152
1.2.1982;1.151;3.334;-7.15
2.2.1982;1.15;3.323;-7.149
3.2.1982;1.149;3.313;-7.147
4.2.1982;1.148;3.304;-7.144
5.2.1982;1.147;3.295;-7.142
6.2.1982;1.146;3.286;-7.14
7.2.1982;1.146;3.277;-7.138
8.2.1982;1.144;3.268;-7.136
9.2.1982;1.143;3.258;-7.134
10.2.1982;1.142;3.247;-7.131
11.2.1982;1.14;3.238;-7.129
12.2.1982;1.14;3.228;-7.127
13.2.1982;1.138;3.216;-7.126
14.2.1982;1.137;3.205;-7.124
15.2.1982;1.137;3.195;-7.122
16.2.1982;1.135;3.185;-7.119
17.2.1982;1.134;3.176;-7.117
18.2.1982;1.133;3.171;-7.116
19.2.1982;1.133;3.161;-7.114
20.2.1982;1.132;3.154;-7.111
21.2.1982;1.131;3.149;-7.109
22.2.1982;1.13;3.143;-7.106
23.2.1982;1.129;3.132;-7.105
24.2.1982;1.128;3.117;-7.103
25.2.1982;1.127;3.104;-7.102
26.2.1982;1.126;3.094;-7.1
27.2.1982;1.125;3.083;-7.098
28.2.1982;1.124;3.074;-7.096
1.3.1982;1.123;3.069;-7.095
2.3.1982;1.122;3.056;-7.092
3.3.1982;1.12;3.042;-7.09
4.3.1982;1.119;3.03;-7.088
5.3.1982;1.118;3.02;-7.085
6.3.1982;1.117;3.01;-7.083
7.3.1982;1.116;2.995;-7.081
8.3.1982;1.115;2.982;-7.078
9.3.1982;1.114;2.971;-7.076
10.3.1982;1.112;2.957;-7.074
11.3.1982;1.111;2.942;-7.071
12.3.1982;1.11;2.932;-7.07
13.3.1982;1.109;2.926;-7.068
14.3.1982;1.107;2.917;-7.067
15.3.1982;1.106;2.91;-7.065
16.3.1982;1.105;2.905;-7.062
17.3.1982;1.104;2.892;-7.061
18.3.1982;1.103;2.887;-7.059
19.3.1982;1.102;2.875;-7.056
20.3.1982;1.1;2.869;-7.055
21.3.1982;1.099;2.858;-7.053
22.3.1982;1.098;2.849;-7.05
23.3.1982;1.096;2.837;-7.048
24.3.1982;1.095;2.826;-7.046
25.3.1982;1.095;2.82;-7.044
26.3.1982;1.093;2.813;-7.043
27.3.1982;1.093;2.808;-7.041
28.3.1982;1.092;2.797;-7.04
29.3.1982;1.091;2.792;-7.039
30.3.1982;1.09;2.783;-7.037
31.3.1982;1.089;2.773;-7.036
1.4.1982;1.088;2.768;-7.035
2.4.1982;1.086;2.762;-7.034
3.4.1982;1.085;2.753;-7.031
4.4.1982;1.085;2.741;-7.03
5.4.1982;1.084;2.727;-7.027
6.4.1982;1.083;2.721;-7.024
7.4.1982;1.082;2.713;-7.023
8.4.1982;1.08;2.703;-7.021
9.4.1982;1.08;2.691;-7.018
10.4.1982;1.079;2.685;-7.016
11.4.1982;1.078;2.674;-7.014
12.4.1982;1.077;2.66;-7.012
13.4.1982;1.076;2.648;-7.01
14.4.1982;1.075;2.641;-7.008
15.4.1982;1.074;2.633;-7.006
16.4.1982;1.073;2.624;-7.004
17.4.1982;1.072;2.615;-7.002
18.4.1982;1.071;2.609;-7.0
19.4.1982;1.07;2.597;-6.998
20.4.1982;1.069;2.589;-6.997
21.4.1982;1.068;2.583;-6.995
22.4.1982;1.067;2.572;-6.994
23.4.1982;1.065;2.561;-6.991
24.4.1982;1.064;2.548;-6.99
25.4.1982;1.063;2.539;-6.988
26.4.1982;1.062;2.528;-6.985
27.4.1982;1.061;2.52;-6.984
28.4.1982;1.061;2.506;-6.981
29.4.1982;1.059;2.491;-6.979
30.4.1982;1.059;2.48;-6.977
1.5.1982;1.058;2.468;-6.974
2.5.1982;1.057;2.457;-6.973
3.5.1982;1.055;2.449;-6.972
4.5.1982;1.054;2.44;-6.969
5.5.1982;1.054;2.434;-6.968
6.5.1982;1.053;2.42;-6.967
7.5.1982;1.052;2.408;-6.966
8.5.1982;1.05;2.395;-6.963
9.5.1982;1.049;2.383;-6.962
10.5.1982;1.048;2.373;-6.96
11.5.1982;1.047;2.367;-6.957
12.5.1982;1.046;2.358;-6.956
13.5.1982;1.045;2.347;-6.954
14.5.1982;1.044;2.34;-6.951
15.5.1982;1.043;2.333;-6.95
16.5.1982;1.042;2.325;-6.948
17.5.1982;1.041;2.32;-6.945
18.5.1982;1.04;2.307;-6.943
19.5.1982;1.039;2.293;-6.941
20.5.1982;1.038;2.282;-6.938
21.5.1982;1.037;2.27;-6.936
22.5.1982;1.036;2.255;-6.935
23.5.1982;1.035;2.241;-6.932
24.5.1982;1.035;2.232;-6.931
25.5.1982;1.034;2.227;-6.929
26.5.1982;1.033;2.218;-6.928
27.5.1982;1.031;2.208;-6.926
28.5.1982;1.031;2.196;-6.925
29.5.1982;1.03;2.186;-6.923
30.5.1982;1.029;2.179;-6.922
31.5.1982;1.028;2.17;-6.921
1.6.1982;1.027;2.156;-6.919
2.6.1982;1.025;2.143;-6.917
3.6.1982;1.024;2.134;-6.916
4.6.1982;1.023;2.121;-6.914
5.6.1982;1.022;2.114;-6.912
6.6.1982;1.021;2.103;-6.911
7.6.1982;1.02;2.09;-6.909
8.6.1982;1.019;2.083;-6.907
9.6.1982;1.018;2.077;-6.905
10.6.1982;1.017;2.067;-6.904
11.6.1982;1.017;2.057;-6.903
12.6.1982;1.015;2.049;-6.901
13.6.1982;1.015;2.043;-6.899
14.6.1982;1.013;2.03;-6.897
15.6.1982;1.013;2.022;-6.896
16.6.1982;1.012;2.015;-6.894
17.6.1982;1.01;2.008;-6.893
18.6.1982;1.009;1.994;-6.891
19.6.1982;1.008;1.986;-6.889
20.6.1982;1.008;1.973;-6.888
21.6.1982;1.006;1.959;-6.886
22.6.1982;1.005;1.952;-6.884
23.6.1982;1.004;1.946;-6.883
24.6.1982;1.002;1.935;-6.88
25.6.1982;1.001;1.922;-6.878
26.6.1982;1.001;1.91;-6.876
27.6.1982;1.0;1.904;-6.874
28.6.1982;0.999;1.894;-6.872
29.6.1982;0.998;1.882;-6.87
30.6.1982;0.997;1.867;-6.868
1.7.1982;0.996;1.861;-6.867
2.7.1982;0.995;1.853;-6.865
3.7.1982;0.994;1.838;-6.864
4.7.1982;0.994;1.831;-6.861
5.7.1982;0.992;1.825;-6.859
6.7.1982;0.991;1.815;-6.857
7.7.1982;0.99;1.802;-6.855
8.7.1982;0.988;1.792;-6.853
9.7.1982;0.988;1.782;-6.851
10.7.1982;0.986;1.771;-6.849
11.7.1982;0.985;1.758;-6.847
12.7.1982;0.984;1.75;-6.846
13.7.1982;0.983;1.743;-6.845
14.7.1982;0.982;1.736;-6.843
15.7.1982;0.981;1.723;-6.841
16.7.1982;0.98;1.714;-6.84
17.7.1982;0.979;1.704;-6.838
18.7.1982;0.978;1.689;-6.837
19.7.1982;0.977;1.677;-6.835
20.7.1982;0.976;1.663;-6.833
21.7.1982;0.975;1.653;-6.832
22.7.1982;0.975;1.644;-6.831
23.7.1982;0.974;1.636;-6.829
24.7.1982;0.973;1.626;-6.828
25.7.1982;0.972;1.612;-6.825
26.7.1982;0.971;1.6;-6.824
27.7.1982;0.97;1.588;-6.822
28.7.1982;0.969;1.582;-6.82
29.7.1982;0.968;1.572;-6.819
30.7.1982;0.966;1.557;-6.818
31.7.1982;0.966;1.543;-6.817
1.8.1982;0.965;1.532;-6.816
2.8.1982;0.963;1.521;-6.815
3.8.1982;0.963;1.506;-6.813
4.8.1982;0.962;1.496;-6.811
5.8.1982;0.961;1.481;-6.809
6.8.1982;0.959;1.472;-6.808
7.8.1982;0.959;1.463;-6.805
8.8.1982;0.958;1.452;-6.803
9.8.1982;0.957;1.444;-6.802
10.8.1982;0.956;1.434;-6.8
11.8.1982;0.955;1.429;-6.797
12.8.1982;0.954;1.423;-6.796
13.8.1982;0.954;1.41;-6.793
14.8.1982;0.953;1.398;-6.791
15.8.1982;0.952;1.392;-6.789
16.8.1982;0.951;1.38;-6.787
17.8.1982;0.95;1.374;-6.784
18.8.1982;0.948;1.36;-6.783
19.8.1982;0.947;1.349;-6.781
20.8.1982;0.946;1.341;-6.779
21.8.1982;0.945;1.334;-6.778
22.8.1982;0.944;1.327;-6.776
23.8.1982;0.943;1.32;-6.775
24.8.1982;0.942;1.312;-6.774
25.8.1982;0.941;1.297;-6.773
26.8.1982;0.939;1.285;-6.771
27.8.1982;0.938;1.275;-6.769
28.8.1982;0.937;1.261;-6.767
29.8.1982;0.936;1.253;-6.766
30.8.1982;0.935;1.241;-6.764
31.8.1982;0.934;1.233;-6.762
1.9.1982;0.933;1.219;-6.759
2.9.1982;0.932;1.213;-6.758
3.9.1982;0.931;1.208;-6.756
4.9.1982;0.93;1.202;-6.754
5.9.1982;0.929;1.188;-6.753
6.9.1982;0.927;1.175;-6.752
7.9.1982;0.927;1.163;-6.75
8.9.1982;0.926;1.156;-6.749
9.9.1982;0.925;1.149;-6.747
10.9.1982;0.924;1.137;-6.745
11.9.1982;0.923;1.13;-6.744
12.9.1982;0.922;1.117;-6.743
13.9.1982;0.921;1.103;-6.74
14.9.1982;0.92;1.089;-6.738
15.9.1982;0.919;1.083;-6.736
16.9.1982;0.919;1.07;-6.734
17.9.1982;0.917;1.063;-6.732
18.9.1982;0.916;1.055;-6.73
19.9.1982;0.915;1.044;-6.728
20.9.1982;0.914;1.034;-6.727
21.9.1982;0.914;1.023;-6.725
22.9.1982;0.913;1.016;-6.723
23.9.1982;0.911;1.011;-6.722
24.9.1982;0.91;0.998;-6.72
25.9.1982;0.909;0.985;-6.717
26.9.1982;0.908;0.974;-6.716
27.9.1982;0.907;0.964;-6.715
28.9.1982;0.906;0.953;-6.712
29.9.1982;0.905;0.945;-6.711
30.9.1982;0.904;0.939;-6.709
1.10.1982;0.902;0.93;-6.707
2.10.1982;0.901;0.921;-6.706
3.10.1982;0.9;0.908;-6.704
4.10.1982;0.899;0.893;-6.702
5.10.1982;0.898;0.882;-6.7
6.10.1982;0.898;0.869;-6.698
7.10.1982;0.897;0.861;-6.697
8.10.1982;0.896;0.849;-6.695
9.10.1982;0.894;0.839;-6.694
10.10.1982;0.893;0.827;-6.692
11.10.1982;0.892;0.816;-6.691
12.10.1982;0.891;0.802;-6.689
13.10.1982;0.89;0.792;-6.687
14.10.1982;0.889;0.783;-6.686
15.10.1982;0.888;0.768;-6.683
16.10.1982;0.887;0.759;-6.682
17.10.1982;0.887;0.746;-6.679
18.10.1982;0.886;0.734;-6.678
19.10.1982;0.885;0.72;-6.676
20.10.1982;0.884;0.71;-6.674
21.10.1982;0.883;0.698;-6.673
22.10.1982;0.882;0.69;-6.671
23.10.1982;0.881;0.685;-6.67
24.10.1982;0.879;0.673;-6.669
25.10.1982;0.879;0.659;-6.668
26.10.1982;0.877;0.653;-6.666
27.10.1982;0.877;0.646;-6.665
28.10.1982;0.876;0.638;-6.664
29.10.1982;0.875;0.626;-6.662
30.10.1982;0.874;0.611;-6.661
31.10.1982;0.873;0.603;-6.659
1.11.1982;0.872;0.589;-6.658
2.11.1982;0.871;0.582;-6.656
3.11.1982;0.87;0.573;-6.654
4.11.1982;0.869;0.566;-6.652
5.11.1982;0.868;0.552;-6.65
6.11.1982;0.867;0.547;-6.649
7.11.1982;0.866;0.542;-6.646
8.11.1982;0.865;0.529;-6.645
9.11.1982;0.864;0.524;-6.644
10.11.1982;0.863;0.514;-6.642
11.11.1982;0.862;0.505;-6.641
12.11.1982;0.861;0.498;-6.64
13.11.1982;0.86;0.489;-6.638
14.11.1982;0.859;0.476;-6.636
15.11.1982;0.858;0.47;-6.635
16.11.1982;0.857;0.46;-6.634
17.11.1982;0.856;0.446;-6.632
18.11.1982;0.855;0.437;-6.63
19.11.1982;0.854;0.426;-6.628
20.11.1982;0.853;0.414;-6.626
21.11.1982;0.852;0.408;-6.626
22.11.1982;0.851;0.394;-6.623
23.11.1982;0.85;0.388;-6.621
24.11.1982;0.849;0.38;-6.619
25.11.1982;0.848;0.367;-6.617
26.11.1982;0.847;0.359;-6.616
27.11.1982;0.846;0.345;-6.613
28.11.1982;0.844;0.336;-6.612
29.11.1982;0.844;0.324;-6.611
30.11.1982;0.843;0.315;-6.609
1.12.1982;0.842;0.308;-6.608
2.12.1982;0.841;0.3;-6.607
3.12.1982;0.84;0.289;-6.605
4.12.1982;0.839;0.283;-6.603
5.12.1982;0.839;0.273;-6.602
6.12.1982;0.837;0.261;-6.6
7.12.1982;0.836;0.247;-6.599
8.12.1982;0.835;0.239;-6.597
9.12.1982;0.835;0.231;-6.596
10.12.1982;0.834;0.221;-6.594
11.12.1982;0.833;0.215;-6.592
12.12.1982;0.832;0.201;-6.591
13.12.1982;0.831;0.195;-6.588
14.12.1982;0.83;0.181;-6.587
15.12.1982;0.829;0.167;-6.585
16.12.1982;0.828;0.158;-6.583
17.12.1982;0.827;0.153;-6.581
18.12.1982;0.825;0.14;-6.579
19.12.1982;0.825;0.128;-6.578
20.12.1982;0.823;0.122;-6.576
21.12.1982;0.823;0.116;-6.575
22.12.1982;0.822;0.105;-6.574
23.12.1982;0.821;0.097;-6.572
24.12.1982;0.82;0.09;-6.571
25.12.1982;0.818;0.076;-6.569
26.12.1982;0.817;0.067;-6.568
27.12.1982;0.816;0.061;-6.567
28.12.1982;0.816;0.048;-6.565
29.12.1982;0.815;0.04;-6.564
30.12.1982;0.813;0.035;-6.562
31.12.1982;0.813;0.026;-6.56
1.1.1983;0.812;0.017;-6.559
2.1.1983;0.811;0.003;-6.558
