#CandyMountain NPP, unit 8
#date;fha;bc;ao
09/25/1982;1.313;5.225;-7.199
09/26/1982;1.312;5.211;-7.196
09/27/1982;1.311;5.204;-7.194
09/28/1982;1.31;5.196;-7.19
09/29/1982;1.309;5.188;-7.188
09/30/1982;1.308;5.176;-7.186
10/01/1982;1.307;5.167;-7.184
10/02/1982;1.306;5.161;-7.181
10/03/1982;1.305;5.148;-7.179
10/04/1982;1.304;5.135;-7.177
10/05/1982;1.303;5.13;-7.175
10/06/1982;1.302;5.117;-7.172
10/07/1982;1.302;5.107;-7.17
10/08/1982;1.3;5.098;-7.167
10/09/1982;1.299;5.09;-7.166
10/10/1982;1.299;5.083;-7.164
10/11/1982;1.298;5.074;-7.161
10/12/1982;1.297;5.062;-7.16
10/13/1982;1.296;5.048;-7.158
10/14/1982;1.296;5.04;-7.155
10/15/1982;1.295;5.029;-7.153
10/16/1982;1.294;5.021;-7.151
10/17/1982;1.294;5.011;-7.148
10/18/1982;1.293;5.001;-7.146
10/19/1982;1.292;4.995;-7.144
10/20/1982;1.291;4.982;-7.142
10/21/1982;1.29;4.973;-7.139
10/22/1982;1.289;4.959;-7.138
10/23/1982;1.288;4.949;-7.136
10/24/1982;1.287;4.939;-7.134
10/25/1982;1.286;4.925;-7.132
10/26/1982;1.285;4.913;-7.13
10/27/1982;1.284;4.898;-7.127
10/28/1982;1.283;4.885;-7.125
10/29/1982;1.282;4.879;-7.124
10/30/1982;1.281;4.87;-7.122
10/31/1982;1.281;4.86;-7.12
11/01/1982;1.28;4.846;-7.118
11/02/1982;1.279;4.836;-7.117
11/03/1982;1.277;4.828;-7.115
11/04/1982;1.276;4.819;-7.113
11/05/1982;1.275;4.806;-7.112
11/06/1982;1.274;4.798;-7.11
11/07/1982;1.273;4.789;-7.107
11/08/1982;1.272;4.782;-7.106
11/09/1982;1.271;4.767;-7.103
11/10/1982;1.269;4.758;-7.1
11/11/1982;1.269;4.746;-7.098
11/12/1982;1.268;4.731;-7.095
11/13/1982;1.266;4.725;-7.094
11/14/1982;1.266;4.716;-7.092
11/15/1982;1.265;4.709;-7.091
11/16/1982;1.264;4.699;-7.089
11/17/1982;1.263;4.693;-7.087
11/18/1982;1.262;4.682;-7.084
11/19/1982;1.261;4.674;-7.082
11/20/1982;1.26;4.662;-7.079
11/21/1982;1.259;4.654;-7.077
11/22/1982;1.258;4.64;-7.074
11/23/1982;1.256;4.631;-7.072
11/24/1982;1.255;4.625;-7.07
11/25/1982;1.255;4.616;-7.069
11/26/1982;1.253;4.611;-7.066
11/27/1982;1.252;4.597;-7.063
11/28/1982;1.252;4.588;-7.061
11/29/1982;1.25;4.579;-7.058
11/30/1982;1.249;4.568;-7.056
12/01/1982;1.249;4.562;-7.053
12/02/1982;1.248;4.548;-7.052
12/03/1982;1.246;4.54;-7.051
12/04/1982;1.246;4.53;-7.048
12/05/1982;1.245;4.523;-7.045
12/06/1982;1.244;4.51;-7.044
12/07/1982;1.243;4.498;-7.042
12/08/1982;1.242;4.492;-7.04
12/09/1982;1.241;4.486;-7.039
12/10/1982;1.24;4.478;-7.037
12/11/1982;1.239;4.463;-7.035
12/12/1982;1.238;4.456;-7.033
12/13/1982;1.238;4.443;-7.03
12/14/1982;1.237;4.432;-7.027
12/15/1982;1.235;4.419;-7.026
12/16/1982;1.234;4.41;-7.025
12/17/1982;1.233;4.403;-7.022
12/18/1982;1.232;4.395;-7.02
12/19/1982;1.231;4.385;-7.019
12/20/1982;1.23;4.377;-7.016
12/21/1982;1.229;4.366;-7.014
12/22/1982;1.228;4.355;-7.012
12/23/1982;1.227;4.343;-7.009
12/24/1982;1.226;4.337;-7.008
12/25/1982;1.224;4.327;-7.007
12/26/1982;1.223;4.317;-7.006
12/27/1982;1.222;4.309;-7.003
12/28/1982;1.222;4.298;-7.001
12/29/1982;1.22;4.288;-6.999
12/30/1982;1.219;4.276;-6.997
12/31/1982;1.218;4.266;-6.995
01/01/1983;1.217;4.261;-6.994
01/02/1983;1.216;4.253;-6.992
01/03/1983;1.214;4.246;-6.99
01/04/1983;1.214;4.233;-6.989
01/05/1983;1.213;4.227;-6.987
01/06/1983;1.212;4.219;-6.986
01/07/1983;1.211;4.209;-6.984
01/08/1983;1.21;4.201;-6.983
01/09/1983;1.208;4.191;-6.981
01/10/1983;1.207;4.177;-6.979
01/11/1983;1.206;4.172;-6.976
01/12/1983;1.205;4.165;-6.974
01/13/1983;1.204;4.151;-6.973
01/14/1983;1.204;4.138;-6.97
01/15/1983;1.203;4.124;-6.968
01/16/1983;1.202;4.116;-6.966
01/17/1983;1.201;4.103;-6.963
01/18/1983;1.199;4.094;-6.961
01/19/1983;1.198;4.084;-6.959
01/20/1983;1.197;4.071;-6.956
01/21/1983;1.197;4.057;-6.955
01/22/1983;1.196;4.048;-6.953
01/23/1983;1.195;4.04;-6.951
01/24/1983;1.193;4.028;-6.949
01/25/1983;1.193;4.014;-6.948
01/26/1983;1.191;4.004;-6.945
01/27/1983;1.191;3.992;-6.944
01/28/1983;1.19;3.98;-6.942
01/29/1983;1.188;3.968;-6.94
01/30/1983;1.187;3.955;-6.939
01/31/1983;1.186;3.95;-6.937
02/01/1983;1.186;3.945;-6.935
02/02/1983;1.185;3.937;-6.934
02/03/1983;1.183;3.928;-6.932
02/04/1983;1.182;3.917;-6.93
02/05/1983;1.181;3.91;-6.929
02/06/1983;1.18;3.902;-6.928
02/07/1983;1.179;3.895;-6.926
02/08/1983;1.177;3.881;-6.925
02/09/1983;1.177;3.867;-6.924
02/10/1983;1.175;3.858;-6.921
02/11/1983;1.174;3.851;-6.919
02/12/1983;1.173;3.84;-6.918
02/13/1983;1.171;3.825;-6.916
02/14/1983;1.171;3.814;-6.915
02/15/1983;1.17;3.807;-6.914
02/16/1983;1.169;3.8;-6.913
02/17/1983;1.168;3.794;-6.911
02/18/1983;1.167;3.779;-6.91
02/19/1983;1.166;3.77;-6.909
02/20/1983;1.165;3.758;-6.907
02/21/1983;1.163;3.748;-6.905
02/22/1983;1.162;3.734;-6.903
02/23/1983;1.161;3.722;-6.901
02/24/1983;1.161;3.712;-6.899
02/25/1983;1.16;3.701;-6.898
02/26/1983;1.159;3.69;-6.896
02/27/1983;1.158;3.683;-6.894
02/28/1983;1.157;3.671;-6.892
03/01/1983;1.156;3.661;-6.891
03/02/1983;1.154;3.654;-6.89
03/03/1983;1.153;3.646;-6.887
03/04/1983;1.152;3.633;-6.886
03/05/1983;1.151;3.619;-6.885
03/06/1983;1.15;3.609;-6.883
03/07/1983;1.149;3.602;-6.882
03/08/1983;1.149;3.587;-6.88
03/09/1983;1.147;3.574;-6.877
03/10/1983;1.147;3.559;-6.876
03/11/1983;1.145;3.551;-6.874
03/12/1983;1.144;3.545;-6.872
03/13/1983;1.144;3.532;-6.87
03/14/1983;1.142;3.517;-6.869
03/15/1983;1.141;3.503;-6.868
03/16/1983;1.139;3.491;-6.866
03/17/1983;1.139;3.483;-6.864
03/18/1983;1.137;3.476;-6.862
03/19/1983;1.136;3.466;-6.86
03/20/1983;1.135;3.452;-6.859
03/21/1983;1.134;3.44;-6.857
03/22/1983;1.133;3.428;-6.855
03/23/1983;1.132;3.418;-6.852
03/24/1983;1.131;3.413;-6.85
03/25/1983;1.131;3.407;-6.849
03/26/1983;1.13;3.398;-6.846
03/27/1983;1.129;3.385;-6.845
03/28/1983;1.128;3.371;-6.842
03/29/1983;1.127;3.357;-6.84
03/30/1983;1.126;3.349;-6.838
03/31/1983;1.125;3.336;-6.835
04/01/1983;1.123;3.325;-6.833
04/02/1983;1.123;3.312;-6.832
04/03/1983;1.122;3.301;-6.831
04/04/1983;1.121;3.29;-6.83
04/05/1983;1.12;3.277;-6.828
04/06/1983;1.119;3.262;-6.827
04/07/1983;1.118;3.252;-6.826
04/08/1983;1.117;3.241;-6.824
04/09/1983;1.116;3.232;-6.821
04/10/1983;1.115;3.223;-6.819
04/11/1983;1.114;3.212;-6.816
04/12/1983;1.113;3.198;-6.814
04/13/1983;1.112;3.187;-6.812
04/14/1983;1.111;3.179;-6.811
04/15/1983;1.11;3.165;-6.809
04/16/1983;1.109;3.159;-6.808
04/17/1983;1.108;3.152;-6.806
04/18/1983;1.106;3.143;-6.804
04/19/1983;1.106;3.128;-6.802
04/20/1983;1.105;3.123;-6.801
04/21/1983;1.104;3.113;-6.799
04/22/1983;1.104;3.1;-6.797
04/23/1983;1.102;3.093;-6.795
04/24/1983;1.101;3.084;-6.794
04/25/1983;1.1;3.071;-6.792
04/26/1983;1.099;3.064;-6.79
04/27/1983;1.098;3.056;-6.788
04/28/1983;1.097;3.042;-6.786
04/29/1983;1.097;3.033;-6.784
04/30/1983;1.095;3.019;-6.782
05/01/1983;1.094;3.006;-6.781
05/02/1983;1.093;2.994;-6.779
05/03/1983;1.092;2.984;-6.778
05/04/1983;1.091;2.971;-6.776
05/05/1983;1.09;2.964;-6.773
05/06/1983;1.089;2.953;-6.772
05/07/1983;1.089;2.938;-6.771
05/08/1983;1.088;2.925;-6.77
05/09/1983;1.086;2.917;-6.768
05/10/1983;1.086;2.911;-6.766
05/11/1983;1.085;2.9;-6.764
05/12/1983;1.084;2.894;-6.762
05/13/1983;1.083;2.889;-6.76
05/14/1983;1.081;2.882;-6.758
05/15/1983;1.081;2.873;-6.757
05/16/1983;1.08;2.864;-6.755
05/17/1983;1.079;2.851;-6.754
05/18/1983;1.077;2.839;-6.752
05/19/1983;1.077;2.83;-6.75
05/20/1983;1.075;2.824;-6.748
05/21/1983;1.074;2.814;-6.746
05/22/1983;1.073;2.802;-6.745
05/23/1983;1.073;2.787;-6.744
05/24/1983;1.072;2.781;-6.742
05/25/1983;1.071;2.768;-6.74
05/26/1983;1.07;2.759;-6.739
05/27/1983;1.069;2.754;-6.738
05/28/1983;1.068;2.739;-6.735
05/29/1983;1.068;2.73;-6.734
05/30/1983;1.067;2.721;-6.733
05/31/1983;1.066;2.715;-6.73
06/01/1983;1.065;2.706;-6.729
06/02/1983;1.064;2.699;-6.727
06/03/1983;1.063;2.69;-6.726
06/04/1983;1.061;2.677;-6.724
06/05/1983;1.061;2.664;-6.722
06/06/1983;1.06;2.649;-6.719
06/07/1983;1.06;2.639;-6.717
06/08/1983;1.058;2.629;-6.716
06/09/1983;1.058;2.621;-6.715
06/10/1983;1.057;2.609;-6.713
06/11/1983;1.056;2.599;-6.711
06/12/1983;1.055;2.585;-6.71
06/13/1983;1.054;2.572;-6.709
06/14/1983;1.053;2.563;-6.706
06/15/1983;1.052;2.556;-6.705
06/16/1983;1.051;2.545;-6.703
06/17/1983;1.05;2.533;-6.701
06/18/1983;1.048;2.523;-6.699
06/19/1983;1.047;2.509;-6.697
06/20/1983;1.047;2.495;-6.696
06/21/1983;1.046;2.485;-6.695
06/22/1983;1.045;2.473;-6.694
06/23/1983;1.044;2.466;-6.691
06/24/1983;1.043;2.457;-6.69
06/25/1983;1.042;2.449;-6.689
06/26/1983;1.041;2.439;-6.687
06/27/1983;1.04;2.425;-6.685
06/28/1983;1.039;2.412;-6.683
06/29/1983;1.038;2.405;-6.682
06/30/1983;1.037;2.395;-6.681
07/01/1983;1.036;2.386;-6.679
07/02/1983;1.035;2.378;-6.677
07/03/1983;1.034;2.373;-6.676
07/04/1983;1.033;2.358;-6.674
07/05/1983;1.032;2.352;-6.672
07/06/1983;1.031;2.342;-6.67
07/07/1983;1.03;2.333;-6.669
07/08/1983;1.029;2.322;-6.667
07/09/1983;1.028;2.311;-6.666
07/10/1983;1.027;2.297;-6.664
07/11/1983;1.026;2.289;-6.662
07/12/1983;1.025;2.277;-6.661
07/13/1983;1.023;2.271;-6.66
07/14/1983;1.022;2.263;-6.658
07/15/1983;1.021;2.254;-6.657
07/16/1983;1.021;2.241;-6.656
07/17/1983;1.02;2.236;-6.655
07/18/1983;1.019;2.23;-6.654
07/19/1983;1.018;2.216;-6.652
07/20/1983;1.017;2.209;-6.65
07/21/1983;1.016;2.198;-6.648
07/22/1983;1.015;2.187;-6.647
07/23/1983;1.014;2.174;-6.645
07/24/1983;1.013;2.168;-6.643
07/25/1983;1.012;2.162;-6.641
07/26/1983;1.01;2.155;-6.639
07/27/1983;1.01;2.14;-6.637
07/28/1983;1.009;2.132;-6.635
07/29/1983;1.008;2.118;-6.632
07/30/1983;1.007;2.106;-6.63
07/31/1983;1.006;2.096;-6.629
08/01/1983;1.005;2.088;-6.628
08/02/1983;1.004;2.075;-6.626
08/03/1983;1.003;2.062;-6.625
08/04/1983;1.002;2.047;-6.623
08/05/1983;1.001;2.034;-6.622
08/06/1983;1.0;2.026;-6.62
08/07/1983;0.999;2.012;-6.618
08/08/1983;0.998;1.998;-6.616
08/09/1983;0.997;1.986;-6.614
08/10/1983;0.996;1.972;-6.612
08/11/1983;0.995;1.962;-6.611
08/12/1983;0.994;1.952;-6.609
08/13/1983;0.993;1.941;-6.608
08/14/1983;0.992;1.926;-6.605
08/15/1983;0.991;1.914;-6.605
08/16/1983;0.99;1.905;-6.603
08/17/1983;0.988;1.896;-6.601
08/18/1983;0.988;1.883;-6.599
08/19/1983;0.987;1.874;-6.597
08/20/1983;0.986;1.866;-6.594
08/21/1983;0.985;1.859;-6.593
08/22/1983;0.983;1.847;-6.591
08/23/1983;0.982;1.842;-6.589
08/24/1983;0.981;1.836;-6.587
08/25/1983;0.98;1.83;-6.585
08/26/1983;0.979;1.823;-6.583
08/27/1983;0.979;1.814;-6.581
08/28/1983;0.978;1.8;-6.579
08/29/1983;0.977;1.794;-6.578
08/30/1983;0.976;1.786;-6.577
08/31/1983;0.975;1.775;-6.575
09/01/1983;0.973;1.766;-6.573
09/02/1983;0.972;1.759;-6.571
09/03/1983;0.971;1.748;-6.57
09/04/1983;0.969;1.74;-6.568
09/05/1983;0.968;1.734;-6.566
09/06/1983;0.967;1.72;-6.565
09/07/1983;0.966;1.711;-6.563
09/08/1983;0.966;1.705;-6.561
09/09/1983;0.965;1.7;-6.56
09/10/1983;0.963;1.694;-6.559
09/11/1983;0.963;1.683;-6.557
09/12/1983;0.962;1.674;-6.555
09/13/1983;0.961;1.663;-6.554
09/14/1983;0.959;1.651;-6.553
09/15/1983;0.959;1.641;-6.552
09/16/1983;0.957;1.635;-6.55
09/17/1983;0.957;1.624;-6.549
09/18/1983;0.956;1.618;-6.547
09/19/1983;0.955;1.603;-6.546
09/20/1983;0.954;1.592;-6.545
09/21/1983;0.953;1.582;-6.543
09/22/1983;0.952;1.575;-6.541
09/23/1983;0.951;1.566;-6.54
09/24/1983;0.95;1.555;-6.538
09/25/1983;0.949;1.543;-6.536
09/26/1983;0.948;1.53;-6.535
09/27/1983;0.947;1.522;-6.533
09/28/1983;0.946;1.51;-6.531
09/29/1983;0.945;1.502;-6.53
09/30/1983;0.944;1.488;-6.529
10/01/1983;0.944;1.482;-6.528
10/02/1983;0.943;1.471;-6.526
10/03/1983;0.942;1.461;-6.524
10/04/1983;0.941;1.447;-6.523
10/05/1983;0.94;1.432;-6.521
10/06/1983;0.939;1.427;-6.519
10/07/1983;0.938;1.412;-6.519
10/08/1983;0.937;1.399;-6.517
10/09/1983;0.936;1.386;-6.516
10/10/1983;0.935;1.376;-6.515
10/11/1983;0.934;1.368;-6.514
10/12/1983;0.933;1.36;-6.512
10/13/1983;0.932;1.353;-6.511
10/14/1983;0.931;1.339;-6.509
10/15/1983;0.93;1.331;-6.508
10/16/1983;0.929;1.323;-6.507
10/17/1983;0.927;1.316;-6.505
10/18/1983;0.927;1.308;-6.504
10/19/1983;0.926;1.293;-6.502
10/20/1983;0.925;1.278;-6.5
10/21/1983;0.923;1.269;-6.499
10/22/1983;0.923;1.257;-6.497
10/23/1983;0.922;1.244;-6.495
10/24/1983;0.922;1.234;-6.494
10/25/1983;0.92;1.22;-6.493
10/26/1983;0.92;1.214;-6.491
10/27/1983;0.919;1.204;-6.489
10/28/1983;0.919;1.192;-6.488
10/29/1983;0.918;1.183;-6.486
10/30/1983;0.917;1.169;-6.485
10/31/1983;0.916;1.162;-6.484
11/01/1983;0.915;1.154;-6.483
11/02/1983;0.914;1.149;-6.481
11/03/1983;0.913;1.134;-6.479
11/04/1983;0.912;1.128;-6.478
11/05/1983;0.912;1.119;-6.477
11/06/1983;0.911;1.11;-6.476
11/07/1983;0.911;1.102;-6.474
11/08/1983;0.909;1.09;-6.473
11/09/1983;0.908;1.08;-6.471
11/10/1983;0.907;1.075;-6.469
11/11/1983;0.906;1.067;-6.468
11/12/1983;0.905;1.053;-6.467
11/13/1983;0.903;1.042;-6.465
11/14/1983;0.902;1.033;-6.463
11/15/1983;0.901;1.018;-6.461
11/16/1983;0.9;1.01;-6.46
11/17/1983;0.899;0.998;-6.459
11/18/1983;0.898;0.985;-6.457
11/19/1983;0.896;0.971;-6.456
11/20/1983;0.896;0.962;-6.455
11/21/1983;0.895;0.953;-6.454
11/22/1983;0.893;0.94;-6.453
11/23/1983;0.892;0.934;-6.452
11/24/1983;0.891;0.919;-6.45
11/25/1983;0.89;0.913;-6.449
11/26/1983;0.889;0.902;-6.447
11/27/1983;0.888;0.896;-6.446
11/28/1983;0.887;0.889;-6.444
11/29/1983;0.886;0.876;-6.442
11/30/1983;0.885;0.866;-6.44
12/01/1983;0.884;0.854;-6.44
12/02/1983;0.883;0.84;-6.438
12/03/1983;0.882;0.827;-6.437
12/04/1983;0.881;0.819;-6.436
12/05/1983;0.881;0.809;-6.434
12/06/1983;0.879;0.801;-6.433
12/07/1983;0.878;0.789;-6.432
12/08/1983;0.877;0.783;-6.431
12/09/1983;0.876;0.776;-6.429
12/10/1983;0.875;0.766;-6.427
12/11/1983;0.874;0.76;-6.425
12/12/1983;0.873;0.748;-6.423
12/13/1983;0.872;0.738;-6.422
12/14/1983;0.871;0.725;-6.42
12/15/1983;0.869;0.711;-6.418
12/16/1983;0.868;0.703;-6.416
12/17/1983;0.867;0.697;-6.414
12/18/1983;0.867;0.683;-6.413
12/19/1983;0.866;0.671;-6.412
12/20/1983;0.865;0.665;-6.411
12/21/1983;0.864;0.657;-6.409
12/22/1983;0.863;0.647;-6.407
12/23/1983;0.862;0.634;-6.405
12/24/1983;0.861;0.629;-6.403
12/25/1983;0.86;0.623;-6.401
12/26/1983;0.859;0.612;-6.4
12/27/1983;0.858;0.607;-6.399
12/28/1983;0.857;0.594;-6.397
12/29/1983;0.856;0.588;-6.395
12/30/1983;0.854;0.574;-6.393
12/31/1983;0.853;0.567;-6.392
01/01/1984;0.853;0.553;-6.391
01/02/1984;0.852;0.543;-6.389
01/03/1984;0.851;0.53;-6.388
01/04/1984;0.85;0.521;-6.387
01/05/1984;0.849;0.515;-6.385
01/06/1984;0.848;0.501;-6.384
01/07/1984;0.846;0.494;-6.382
01/08/1984;0.846;0.479;-6.381
01/09/1984;0.845;0.471;-6.379
01/10/1984;0.844;0.464;-6.377
01/11/1984;0.843;0.453;-6.376
01/12/1984;0.842;0.448;-6.374
01/13/1984;0.842;0.434;-6.372
01/14/1984;0.84;0.421;-6.37
01/15/1984;0.839;0.41;-6.369
01/16/1984;0.839;0.403;-6.367
01/17/1984;0.838;0.393;-6.366
01/18/1984;0.837;0.387;-6.365
01/19/1984;0.837;0.376;-6.363
01/20/1984;0.836;0.363;-6.362
01/21/1984;0.835;0.349;-6.361
01/22/1984;0.833;0.342;-6.36
01/23/1984;0.832;0.336;-6.359
01/24/1984;0.831;0.326;-6.358
01/25/1984;0.83;0.315;-6.356
01/26/1984;0.83;0.302;-6.354
01/27/1984;0.829;0.29;-6.353
01/28/1984;0.827;0.279;-6.352
01/29/1984;0.826;0.264;-6.35
01/30/1984;0.825;0.253;-6.349
01/31/1984;0.824;0.243;-6.348
02/01/1984;0.823;0.232;-6.346
02/02/1984;0.821;0.218;-6.345
02/03/1984;0.82;0.209;-6.343
02/04/1984;0.818;0.197;-6.341
02/05/1984;0.818;0.189;-6.339
02/06/1984;0.817;0.175;-6.338
02/07/1984;0.815;0.169;-6.337
02/08/1984;0.814;0.158;-6.336
02/09/1984;0.813;0.146;-6.335
02/10/1984;0.812;0.137;-6.334
02/11/1984;0.811;0.123;-6.333
02/12/1984;0.81;0.112;-6.331
02/13/1984;0.809;0.097;-6.329
02/14/1984;0.808;0.089;-6.328
02/15/1984;0.807;0.079;-6.326
02/16/1984;0.806;0.072;-6.324
02/17/1984;0.805;0.063;-6.323
02/18/1984;0.804;0.055;-6.321
02/19/1984;0.803;0.048;-6.32
02/20/1984;0.803;0.035;-6.319
02/21/1984;0.802;0.021;-6.318
02/22/1984;0.802;0.015;-6.316
02/23/1984;0.8;0.008;-6.315
