#Disneyland NPP, unit 9
#date;bc;ao;fha
1980-03-25;5.357;-7.444;1.354
1980-03-26;5.343;-7.442;1.354
1980-03-27;5.335;-7.44;1.352
1980-03-28;5.321;-7.436;1.352
1980-03-29;5.311;-7.432;1.35
1980-03-30;5.301;-7.429;1.35
1980-03-31;5.288;-7.426;1.349
1980-04-01;5.276;-7.425;1.348
1980-04-02;5.267;-7.421;1.347
1980-04-03;5.254;-7.419;1.346
1980-04-04;5.244;-7.417;1.344
1980-04-05;5.234;-7.415;1.343
1980-04-06;5.224;-7.412;1.342
1980-04-07;5.216;-7.409;1.341
1980-04-08;5.205;-7.408;1.34
1980-04-09;5.199;-7.404;1.339
1980-04-10;5.188;-7.401;1.339
1980-04-11;5.175;-7.398;1.337
1980-04-12;5.169;-7.396;1.336
1980-04-13;5.16;-7.394;1.335
1980-04-14;5.154;-7.392;1.334
1980-04-15;5.14;-7.39;1.333
1980-04-16;5.126;-7.389;1.333
1980-04-17;5.12;-7.386;1.331
1980-04-18;5.111;-7.383;1.33
1980-04-19;5.102;-7.38;1.329
1980-04-20;5.088;-7.378;1.328
1980-04-21;5.081;-7.377;1.326
1980-04-22;5.071;-7.374;1.325
1980-04-23;5.06;-7.372;1.324
1980-04-24;5.053;-7.371;1.324
1980-04-25;5.044;-7.369;1.322
1980-04-26;5.032;-7.365;1.321
1980-04-27;5.023;-7.364;1.32
1980-04-28;5.01;-7.361;1.319
1980-04-29;4.997;-7.359;1.318
1980-04-30;4.985;-7.356;1.317
1980-05-01;4.973;-7.352;1.316
1980-05-02;4.96;-7.35;1.315
1980-05-03;4.951;-7.348;1.314
1980-05-04;4.939;-7.346;1.313
1980-05-05;4.931;-7.343;1.312
1980-05-06;4.916;-7.34;1.312
1980-05-07;4.909;-7.338;1.311
1980-05-08;4.9;-7.335;1.31
1980-05-09;4.887;-7.334;1.309
1980-05-10;4.873;-7.331;1.308
1980-05-11;4.863;-7.329;1.307
1980-05-12;4.856;-7.326;1.306
1980-05-13;4.85;-7.325;1.305
1980-05-14;4.836;-7.324;1.304
1980-05-15;4.823;-7.321;1.303
1980-05-16;4.814;-7.319;1.302
1980-05-17;4.803;-7.317;1.302
1980-05-18;4.796;-7.315;1.301
1980-05-19;4.782;-7.312;1.3
1980-05-20;4.768;-7.311;1.299
1980-05-21;4.758;-7.308;1.298
1980-05-22;4.745;-7.305;1.297
1980-05-23;4.731;-7.303;1.296
1980-05-24;4.718;-7.301;1.294
1980-05-25;4.704;-7.298;1.293
1980-05-26;4.699;-7.295;1.292
1980-05-27;4.689;-7.294;1.291
1980-05-28;4.68;-7.291;1.29
1980-05-29;4.669;-7.289;1.289
1980-05-30;4.657;-7.287;1.288
1980-05-31;4.652;-7.285;1.287
1980-06-01;4.647;-7.284;1.285
1980-06-02;4.632;-7.282;1.284
1980-06-03;4.626;-7.279;1.283
1980-06-04;4.619;-7.277;1.282
1980-06-05;4.612;-7.274;1.28
1980-06-06;4.606;-7.273;1.279
1980-06-07;4.599;-7.27;1.278
1980-06-08;4.585;-7.268;1.277
1980-06-09;4.578;-7.265;1.276
1980-06-10;4.566;-7.263;1.274
1980-06-11;4.555;-7.26;1.274
1980-06-12;4.55;-7.259;1.273
1980-06-13;4.539;-7.257;1.272
1980-06-14;4.532;-7.255;1.271
1980-06-15;4.527;-7.252;1.27
1980-06-16;4.515;-7.249;1.268
1980-06-17;4.505;-7.246;1.267
1980-06-18;4.5;-7.244;1.266
1980-06-19;4.486;-7.243;1.265
1980-06-20;4.474;-7.241;1.264
1980-06-21;4.464;-7.239;1.263
1980-06-22;4.458;-7.236;1.262
1980-06-23;4.449;-7.233;1.261
1980-06-24;4.439;-7.231;1.26
1980-06-25;4.433;-7.229;1.259
1980-06-26;4.419;-7.228;1.258
1980-06-27;4.405;-7.225;1.257
1980-06-28;4.393;-7.222;1.256
1980-06-29;4.388;-7.221;1.255
1980-06-30;4.376;-7.218;1.254
1980-07-01;4.362;-7.215;1.253
1980-07-02;4.349;-7.213;1.252
1980-07-03;4.343;-7.211;1.251
1980-07-04;4.336;-7.209;1.249
1980-07-05;4.328;-7.207;1.248
1980-07-06;4.32;-7.204;1.247
1980-07-07;4.315;-7.202;1.246
1980-07-08;4.302;-7.2;1.245
1980-07-09;4.293;-7.198;1.244
1980-07-10;4.283;-7.197;1.243
1980-07-11;4.274;-7.195;1.242
1980-07-12;4.266;-7.193;1.241
1980-07-13;4.256;-7.192;1.24
1980-07-14;4.243;-7.189;1.239
1980-07-15;4.231;-7.187;1.238
1980-07-16;4.218;-7.186;1.237
1980-07-17;4.211;-7.184;1.236
1980-07-18;4.205;-7.181;1.235
1980-07-19;4.193;-7.178;1.234
1980-07-20;4.187;-7.177;1.233
1980-07-21;4.178;-7.174;1.232
1980-07-22;4.166;-7.173;1.231
1980-07-23;4.155;-7.171;1.23
1980-07-24;4.145;-7.169;1.229
1980-07-25;4.138;-7.167;1.229
1980-07-26;4.128;-7.165;1.228
1980-07-27;4.116;-7.164;1.227
1980-07-28;4.111;-7.161;1.226
1980-07-29;4.097;-7.16;1.225
1980-07-30;4.082;-7.157;1.224
1980-07-31;4.075;-7.156;1.222
1980-08-01;4.064;-7.153;1.222
1980-08-02;4.055;-7.151;1.221
1980-08-03;4.044;-7.149;1.22
1980-08-04;4.036;-7.146;1.219
1980-08-05;4.026;-7.144;1.218
1980-08-06;4.014;-7.142;1.218
1980-08-07;4.009;-7.141;1.217
1980-08-08;4.002;-7.139;1.216
1980-08-09;3.996;-7.137;1.214
1980-08-10;3.982;-7.134;1.213
1980-08-11;3.97;-7.133;1.212
1980-08-12;3.964;-7.131;1.211
1980-08-13;3.951;-7.13;1.21
1980-08-14;3.937;-7.128;1.209
1980-08-15;3.925;-7.125;1.208
1980-08-16;3.914;-7.122;1.207
1980-08-17;3.908;-7.119;1.206
1980-08-18;3.896;-7.117;1.205
1980-08-19;3.886;-7.115;1.204
1980-08-20;3.876;-7.113;1.204
1980-08-21;3.863;-7.11;1.203
1980-08-22;3.852;-7.109;1.202
1980-08-23;3.838;-7.107;1.201
1980-08-24;3.831;-7.105;1.2
1980-08-25;3.82;-7.102;1.199
1980-08-26;3.809;-7.099;1.198
1980-08-27;3.796;-7.097;1.197
1980-08-28;3.789;-7.096;1.196
1980-08-29;3.777;-7.094;1.195
1980-08-30;3.767;-7.092;1.194
1980-08-31;3.753;-7.09;1.194
1980-09-01;3.747;-7.088;1.193
1980-09-02;3.741;-7.086;1.191
1980-09-03;3.728;-7.084;1.19
1980-09-04;3.715;-7.081;1.189
1980-09-05;3.704;-7.08;1.188
1980-09-06;3.696;-7.077;1.187
1980-09-07;3.683;-7.075;1.187
1980-09-08;3.674;-7.073;1.186
1980-09-09;3.661;-7.071;1.185
1980-09-10;3.654;-7.069;1.183
1980-09-11;3.642;-7.067;1.182
1980-09-12;3.634;-7.066;1.181
1980-09-13;3.622;-7.064;1.18
1980-09-14;3.615;-7.062;1.179
1980-09-15;3.61;-7.06;1.178
1980-09-16;3.601;-7.058;1.177
1980-09-17;3.589;-7.057;1.176
1980-09-18;3.584;-7.055;1.175
1980-09-19;3.577;-7.053;1.174
1980-09-20;3.565;-7.051;1.173
1980-09-21;3.556;-7.048;1.172
1980-09-22;3.546;-7.046;1.171
1980-09-23;3.534;-7.043;1.17
1980-09-24;3.527;-7.041;1.169
1980-09-25;3.519;-7.039;1.168
1980-09-26;3.511;-7.038;1.167
1980-09-27;3.499;-7.036;1.166
1980-09-28;3.491;-7.034;1.165
1980-09-29;3.486;-7.033;1.164
1980-09-30;3.479;-7.03;1.164
1980-10-01;3.47;-7.029;1.162
1980-10-02;3.461;-7.027;1.161
1980-10-03;3.448;-7.026;1.161
1980-10-04;3.437;-7.024;1.16
1980-10-05;3.427;-7.023;1.159
1980-10-06;3.418;-7.021;1.158
1980-10-07;3.412;-7.02;1.157
1980-10-08;3.401;-7.018;1.155
1980-10-09;3.393;-7.016;1.155
1980-10-10;3.387;-7.015;1.154
1980-10-11;3.378;-7.013;1.153
1980-10-12;3.372;-7.01;1.152
1980-10-13;3.366;-7.009;1.151
1980-10-14;3.357;-7.007;1.15
1980-10-15;3.344;-7.006;1.149
1980-10-16;3.339;-7.004;1.148
1980-10-17;3.326;-7.003;1.147
1980-10-18;3.316;-7.001;1.146
1980-10-19;3.311;-7.0;1.145
1980-10-20;3.296;-6.998;1.144
1980-10-21;3.289;-6.996;1.143
1980-10-22;3.28;-6.994;1.142
1980-10-23;3.269;-6.992;1.142
1980-10-24;3.264;-6.99;1.141
1980-10-25;3.25;-6.987;1.139
1980-10-26;3.237;-6.986;1.138
1980-10-27;3.23;-6.983;1.137
1980-10-28;3.219;-6.982;1.136
1980-10-29;3.205;-6.981;1.136
1980-10-30;3.191;-6.98;1.135
1980-10-31;3.181;-6.978;1.134
1980-11-01;3.166;-6.976;1.133
1980-11-02;3.159;-6.975;1.131
1980-11-03;3.149;-6.974;1.13
1980-11-04;3.142;-6.971;1.13
1980-11-05;3.136;-6.97;1.128
1980-11-06;3.126;-6.969;1.127
1980-11-07;3.114;-6.968;1.126
1980-11-08;3.103;-6.966;1.125
1980-11-09;3.095;-6.964;1.124
1980-11-10;3.089;-6.963;1.123
1980-11-11;3.081;-6.961;1.121
1980-11-12;3.072;-6.959;1.12
1980-11-13;3.064;-6.958;1.119
1980-11-14;3.054;-6.955;1.118
1980-11-15;3.04;-6.954;1.117
1980-11-16;3.032;-6.952;1.116
1980-11-17;3.025;-6.951;1.115
1980-11-18;3.013;-6.949;1.114
1980-11-19;3.005;-6.948;1.113
1980-11-20;2.991;-6.947;1.113
1980-11-21;2.978;-6.944;1.112
1980-11-22;2.969;-6.942;1.111
1980-11-23;2.954;-6.941;1.111
1980-11-24;2.94;-6.94;1.109
1980-11-25;2.929;-6.937;1.108
1980-11-26;2.92;-6.935;1.107
1980-11-27;2.91;-6.934;1.106
1980-11-28;2.897;-6.932;1.105
1980-11-29;2.886;-6.931;1.103
1980-11-30;2.873;-6.93;1.102
1980-12-01;2.865;-6.928;1.101
1980-12-02;2.856;-6.927;1.1
1980-12-03;2.842;-6.926;1.099
1980-12-04;2.828;-6.925;1.098
1980-12-05;2.819;-6.923;1.096
1980-12-06;2.809;-6.922;1.095
1980-12-07;2.795;-6.92;1.095
1980-12-08;2.785;-6.919;1.093
1980-12-09;2.779;-6.917;1.092
1980-12-10;2.769;-6.914;1.091
1980-12-11;2.76;-6.913;1.09
1980-12-12;2.751;-6.911;1.088
1980-12-13;2.736;-6.909;1.087
1980-12-14;2.724;-6.908;1.087
1980-12-15;2.714;-6.905;1.086
1980-12-16;2.702;-6.903;1.085
1980-12-17;2.692;-6.902;1.083
1980-12-18;2.682;-6.899;1.083
1980-12-19;2.672;-6.898;1.081
1980-12-20;2.667;-6.895;1.08
1980-12-21;2.658;-6.894;1.08
1980-12-22;2.645;-6.892;1.079
1980-12-23;2.632;-6.891;1.078
1980-12-24;2.62;-6.889;1.077
1980-12-25;2.613;-6.888;1.076
1980-12-26;2.604;-6.887;1.074
1980-12-27;2.596;-6.885;1.073
1980-12-28;2.591;-6.884;1.072
1980-12-29;2.581;-6.882;1.071
1980-12-30;2.57;-6.881;1.07
1980-12-31;2.565;-6.879;1.069
1981-01-01;2.551;-6.877;1.068
1981-01-02;2.542;-6.876;1.067
1981-01-03;2.528;-6.874;1.066
1981-01-04;2.519;-6.872;1.065
1981-01-05;2.505;-6.87;1.064
1981-01-06;2.493;-6.869;1.063
1981-01-07;2.479;-6.867;1.062
1981-01-08;2.465;-6.866;1.061
1981-01-09;2.453;-6.865;1.06
1981-01-10;2.446;-6.863;1.058
1981-01-11;2.433;-6.862;1.057
1981-01-12;2.421;-6.859;1.056
1981-01-13;2.407;-6.858;1.055
1981-01-14;2.397;-6.856;1.054
1981-01-15;2.388;-6.854;1.053
1981-01-16;2.379;-6.853;1.052
1981-01-17;2.369;-6.851;1.052
1981-01-18;2.363;-6.85;1.051
1981-01-19;2.357;-6.848;1.05
1981-01-20;2.35;-6.845;1.049
1981-01-21;2.34;-6.844;1.048
1981-01-22;2.334;-6.842;1.047
1981-01-23;2.328;-6.84;1.045
1981-01-24;2.316;-6.839;1.045
1981-01-25;2.306;-6.837;1.044
1981-01-26;2.299;-6.836;1.043
1981-01-27;2.291;-6.834;1.042
1981-01-28;2.285;-6.832;1.041
1981-01-29;2.271;-6.831;1.04
1981-01-30;2.264;-6.829;1.039
1981-01-31;2.252;-6.828;1.038
1981-02-01;2.24;-6.827;1.037
1981-02-02;2.227;-6.825;1.036
1981-02-03;2.219;-6.823;1.035
1981-02-04;2.204;-6.821;1.034
1981-02-05;2.191;-6.82;1.033
1981-02-06;2.184;-6.818;1.032
1981-02-07;2.172;-6.817;1.031
1981-02-08;2.162;-6.815;1.03
1981-02-09;2.157;-6.814;1.029
1981-02-10;2.15;-6.813;1.027
1981-02-11;2.139;-6.811;1.026
1981-02-12;2.13;-6.81;1.026
1981-02-13;2.12;-6.809;1.025
1981-02-14;2.107;-6.807;1.024
1981-02-15;2.099;-6.805;1.023
1981-02-16;2.089;-6.804;1.022
1981-02-17;2.08;-6.804;1.02
1981-02-18;2.074;-6.802;1.02
1981-02-19;2.063;-6.799;1.019
1981-02-20;2.058;-6.798;1.018
1981-02-21;2.052;-6.796;1.017
1981-02-22;2.039;-6.794;1.016
1981-02-23;2.027;-6.793;1.015
1981-02-24;2.019;-6.791;1.014
1981-02-25;2.012;-6.79;1.013
1981-02-26;1.998;-6.787;1.012
1981-02-27;1.988;-6.785;1.011
1981-02-28;1.974;-6.783;1.011
1981-03-01;1.965;-6.781;1.01
1981-03-02;1.959;-6.779;1.009
1981-03-03;1.953;-6.777;1.008
1981-03-04;1.942;-6.775;1.007
1981-03-05;1.932;-6.773;1.006
1981-03-06;1.924;-6.771;1.005
1981-03-07;1.911;-6.77;1.005
1981-03-08;1.897;-6.767;1.004
1981-03-09;1.887;-6.766;1.002
1981-03-10;1.875;-6.764;1.001
1981-03-11;1.868;-6.762;1.0
1981-03-12;1.858;-6.76;0.999
1981-03-13;1.843;-6.758;0.998
1981-03-14;1.83;-6.756;0.998
1981-03-15;1.823;-6.754;0.996
1981-03-16;1.814;-6.752;0.995
1981-03-17;1.804;-6.751;0.994
1981-03-18;1.798;-6.749;0.993
1981-03-19;1.792;-6.748;0.992
1981-03-20;1.782;-6.746;0.99
1981-03-21;1.768;-6.744;0.989
1981-03-22;1.758;-6.743;0.988
1981-03-23;1.752;-6.741;0.987
1981-03-24;1.743;-6.74;0.986
1981-03-25;1.736;-6.737;0.985
1981-03-26;1.727;-6.736;0.984
1981-03-27;1.72;-6.735;0.983
1981-03-28;1.713;-6.734;0.982
1981-03-29;1.699;-6.732;0.981
1981-03-30;1.687;-6.73;0.98
1981-03-31;1.682;-6.728;0.979
1981-04-01;1.674;-6.727;0.978
1981-04-02;1.661;-6.725;0.977
1981-04-03;1.65;-6.723;0.976
1981-04-04;1.638;-6.721;0.975
1981-04-05;1.631;-6.72;0.974
1981-04-06;1.624;-6.719;0.973
1981-04-07;1.619;-6.717;0.972
1981-04-08;1.609;-6.714;0.971
1981-04-09;1.6;-6.713;0.97
1981-04-10;1.587;-6.712;0.969
1981-04-11;1.578;-6.711;0.968
1981-04-12;1.567;-6.709;0.967
1981-04-13;1.557;-6.707;0.966
1981-04-14;1.547;-6.705;0.965
1981-04-15;1.533;-6.704;0.964
1981-04-16;1.52;-6.702;0.963
1981-04-17;1.508;-6.701;0.963
1981-04-18;1.497;-6.7;0.961
1981-04-19;1.491;-6.698;0.961
1981-04-20;1.481;-6.695;0.96
1981-04-21;1.47;-6.693;0.959
1981-04-22;1.462;-6.692;0.958
1981-04-23;1.456;-6.69;0.956
1981-04-24;1.443;-6.688;0.955
1981-04-25;1.438;-6.686;0.954
1981-04-26;1.425;-6.685;0.953
1981-04-27;1.417;-6.684;0.952
1981-04-28;1.406;-6.683;0.951
1981-04-29;1.396;-6.681;0.951
1981-04-30;1.389;-6.68;0.949
1981-05-01;1.382;-6.678;0.948
1981-05-02;1.367;-6.677;0.947
1981-05-03;1.359;-6.675;0.947
1981-05-04;1.353;-6.674;0.945
1981-05-05;1.342;-6.672;0.944
1981-05-06;1.335;-6.67;0.943
1981-05-07;1.321;-6.669;0.942
1981-05-08;1.316;-6.668;0.941
1981-05-09;1.305;-6.667;0.939
1981-05-10;1.298;-6.664;0.938
1981-05-11;1.286;-6.663;0.937
1981-05-12;1.276;-6.661;0.937
1981-05-13;1.265;-6.66;0.936
1981-05-14;1.257;-6.658;0.935
1981-05-15;1.242;-6.657;0.934
1981-05-16;1.234;-6.655;0.933
1981-05-17;1.227;-6.654;0.931
1981-05-18;1.215;-6.652;0.93
1981-05-19;1.206;-6.651;0.93
1981-05-20;1.197;-6.65;0.929
1981-05-21;1.183;-6.648;0.928
1981-05-22;1.17;-6.647;0.928
1981-05-23;1.16;-6.645;0.927
1981-05-24;1.151;-6.643;0.926
1981-05-25;1.143;-6.642;0.925
1981-05-26;1.136;-6.641;0.924
1981-05-27;1.128;-6.639;0.924
1981-05-28;1.118;-6.637;0.923
1981-05-29;1.112;-6.636;0.922
1981-05-30;1.104;-6.633;0.921
1981-05-31;1.089;-6.631;0.919
1981-06-01;1.082;-6.629;0.919
1981-06-02;1.07;-6.628;0.917
1981-06-03;1.061;-6.627;0.917
1981-06-04;1.055;-6.626;0.916
1981-06-05;1.044;-6.624;0.915
1981-06-06;1.036;-6.623;0.914
1981-06-07;1.028;-6.622;0.913
1981-06-08;1.022;-6.62;0.912
1981-06-09;1.009;-6.619;0.911
1981-06-10;1.0;-6.618;0.91
1981-06-11;0.989;-6.616;0.91
1981-06-12;0.975;-6.614;0.909
1981-06-13;0.962;-6.613;0.907
1981-06-14;0.957;-6.611;0.907
1981-06-15;0.95;-6.609;0.906
1981-06-16;0.942;-6.607;0.904
1981-06-17;0.928;-6.605;0.904
1981-06-18;0.92;-6.604;0.903
1981-06-19;0.912;-6.603;0.901
1981-06-20;0.906;-6.602;0.9
1981-06-21;0.896;-6.6;0.9
1981-06-22;0.889;-6.598;0.899
1981-06-23;0.879;-6.596;0.898
1981-06-24;0.866;-6.594;0.897
1981-06-25;0.851;-6.593;0.896
1981-06-26;0.846;-6.592;0.895
1981-06-27;0.835;-6.59;0.894
1981-06-28;0.825;-6.589;0.893
1981-06-29;0.818;-6.587;0.892
1981-06-30;0.812;-6.586;0.891
1981-07-01;0.807;-6.584;0.89
1981-07-02;0.792;-6.582;0.889
1981-07-03;0.785;-6.581;0.888
1981-07-04;0.77;-6.579;0.887
1981-07-05;0.756;-6.577;0.886
1981-07-06;0.745;-6.576;0.885
1981-07-07;0.732;-6.575;0.884
1981-07-08;0.72;-6.574;0.883
1981-07-09;0.711;-6.573;0.882
1981-07-10;0.697;-6.571;0.88
1981-07-11;0.688;-6.57;0.879
1981-07-12;0.681;-6.568;0.878
1981-07-13;0.669;-6.566;0.876
1981-07-14;0.659;-6.565;0.876
1981-07-15;0.647;-6.562;0.875
1981-07-16;0.636;-6.561;0.874
1981-07-17;0.623;-6.56;0.873
1981-07-18;0.61;-6.558;0.872
1981-07-19;0.597;-6.557;0.87
1981-07-20;0.587;-6.556;0.869
1981-07-21;0.578;-6.554;0.868
1981-07-22;0.569;-6.553;0.868
1981-07-23;0.556;-6.551;0.866
1981-07-24;0.543;-6.549;0.865
1981-07-25;0.537;-6.548;0.865
1981-07-26;0.523;-6.546;0.863
1981-07-27;0.513;-6.544;0.862
1981-07-28;0.503;-6.542;0.861
1981-07-29;0.497;-6.541;0.86
1981-07-30;0.489;-6.539;0.86
1981-07-31;0.483;-6.538;0.858
1981-08-01;0.476;-6.536;0.857
1981-08-02;0.465;-6.535;0.857
1981-08-03;0.453;-6.533;0.856
1981-08-04;0.44;-6.531;0.855
1981-08-05;0.428;-6.53;0.854
1981-08-06;0.419;-6.528;0.854
1981-08-07;0.406;-6.527;0.853
1981-08-08;0.4;-6.525;0.852
1981-08-09;0.39;-6.523;0.851
1981-08-10;0.384;-6.521;0.85
1981-08-11;0.375;-6.52;0.849
1981-08-12;0.368;-6.518;0.848
1981-08-13;0.361;-6.517;0.847
1981-08-14;0.349;-6.516;0.846
1981-08-15;0.343;-6.514;0.845
1981-08-16;0.334;-6.512;0.845
1981-08-17;0.32;-6.511;0.844
1981-08-18;0.31;-6.51;0.844
1981-08-19;0.301;-6.508;0.842
1981-08-20;0.292;-6.507;0.841
1981-08-21;0.286;-6.506;0.84
1981-08-22;0.274;-6.504;0.839
1981-08-23;0.263;-6.503;0.838
1981-08-24;0.252;-6.501;0.837
1981-08-25;0.245;-6.5;0.836
1981-08-26;0.238;-6.498;0.835
1981-08-27;0.225;-6.496;0.834
1981-08-28;0.213;-6.496;0.833
1981-08-29;0.205;-6.493;0.832
1981-08-30;0.195;-6.492;0.832
1981-08-31;0.181;-6.491;0.831
1981-09-01;0.176;-6.489;0.83
1981-09-02;0.161;-6.487;0.829
1981-09-03;0.146;-6.485;0.828
1981-09-04;0.132;-6.483;0.827
1981-09-05;0.125;-6.482;0.826
1981-09-06;0.112;-6.481;0.825
1981-09-07;0.105;-6.48;0.824
1981-09-08;0.097;-6.479;0.823
1981-09-09;0.089;-6.477;0.822
1981-09-10;0.08;-6.476;0.821
1981-09-11;0.071;-6.475;0.82
1981-09-12;0.058;-6.475;0.818
1981-09-13;0.048;-6.473;0.817
1981-09-14;0.041;-6.471;0.816
1981-09-15;0.029;-6.469;0.815
1981-09-16;0.019;-6.467;0.814
1981-09-17;0.008;-6.465;0.812
