#Atlantis NPP, unit 14
#date;ao;fha;bc
08/09/1998;-5.153;1.264;6.044
08/10/1998;-5.149;1.263;6.029
08/11/1998;-5.146;1.262;6.023
08/12/1998;-5.144;1.261;6.012
08/13/1998;-5.141;1.26;6.0
08/14/1998;-5.138;1.259;5.987
08/15/1998;-5.135;1.258;5.981
08/16/1998;-5.134;1.257;5.968
08/17/1998;-5.131;1.256;5.959
08/18/1998;-5.129;1.255;5.946
08/19/1998;-5.125;1.254;5.932
08/20/1998;-5.122;1.254;5.921
08/21/1998;-5.12;1.253;5.914
08/22/1998;-5.117;1.252;5.905
08/23/1998;-5.114;1.25;5.898
08/24/1998;-5.112;1.249;5.885
08/25/1998;-5.11;1.248;5.873
08/26/1998;-5.108;1.247;5.858
08/27/1998;-5.106;1.247;5.848
08/28/1998;-5.105;1.245;5.836
08/29/1998;-5.102;1.244;5.829
08/30/1998;-5.101;1.243;5.822
08/31/1998;-5.099;1.241;5.807
09/01/1998;-5.096;1.241;5.798
09/02/1998;-5.093;1.24;5.784
09/03/1998;-5.09;1.239;5.778
09/04/1998;-5.087;1.238;5.765
09/05/1998;-5.084;1.237;5.752
09/06/1998;-5.082;1.236;5.74
09/07/1998;-5.08;1.234;5.726
09/08/1998;-5.078;1.234;5.712
09/09/1998;-5.077;1.232;5.701
09/10/1998;-5.074;1.231;5.692
09/11/1998;-5.073;1.23;5.681
09/12/1998;-5.07;1.229;5.674
09/13/1998;-5.068;1.229;5.666
09/14/1998;-5.066;1.227;5.653
09/15/1998;-5.063;1.226;5.648
09/16/1998;-5.061;1.225;5.642
09/17/1998;-5.058;1.223;5.632
09/18/1998;-5.056;1.222;5.619
09/19/1998;-5.053;1.221;5.613
09/20/1998;-5.051;1.22;5.602
09/21/1998;-5.049;1.22;5.596
09/22/1998;-5.045;1.218;5.583
09/23/1998;-5.043;1.217;5.577
09/24/1998;-5.04;1.216;5.564
09/25/1998;-5.038;1.215;5.552
09/26/1998;-5.035;1.214;5.538
09/27/1998;-5.033;1.213;5.528
09/28/1998;-5.03;1.212;5.522
09/29/1998;-5.028;1.212;5.515
09/30/1998;-5.025;1.21;5.507
10/01/1998;-5.023;1.21;5.495
10/02/1998;-5.02;1.208;5.489
10/03/1998;-5.017;1.208;5.475
10/04/1998;-5.016;1.207;5.461
10/05/1998;-5.013;1.206;5.449
10/06/1998;-5.012;1.205;5.443
10/07/1998;-5.008;1.203;5.432
10/08/1998;-5.007;1.203;5.425
10/09/1998;-5.004;1.202;5.419
10/10/1998;-5.002;1.201;5.404
10/11/1998;-4.999;1.201;5.394
10/12/1998;-4.997;1.199;5.382
10/13/1998;-4.996;1.198;5.368
10/14/1998;-4.994;1.197;5.361
10/15/1998;-4.99;1.197;5.354
10/16/1998;-4.988;1.196;5.34
10/17/1998;-4.987;1.195;5.332
10/18/1998;-4.986;1.194;5.324
10/19/1998;-4.984;1.194;5.315
10/20/1998;-4.981;1.192;5.305
10/21/1998;-4.978;1.191;5.294
10/22/1998;-4.975;1.19;5.284
10/23/1998;-4.973;1.19;5.278
10/24/1998;-4.972;1.189;5.267
10/25/1998;-4.969;1.188;5.258
10/26/1998;-4.968;1.187;5.246
10/27/1998;-4.965;1.186;5.235
10/28/1998;-4.963;1.185;5.224
10/29/1998;-4.96;1.183;5.211
10/30/1998;-4.959;1.182;5.201
10/31/1998;-4.957;1.181;5.194
11/01/1998;-4.955;1.18;5.185
11/02/1998;-4.952;1.179;5.174
11/03/1998;-4.95;1.179;5.16
11/04/1998;-4.948;1.178;5.149
11/05/1998;-4.946;1.177;5.137
11/06/1998;-4.943;1.175;5.123
11/07/1998;-4.942;1.175;5.11
11/08/1998;-4.94;1.174;5.096
11/09/1998;-4.938;1.173;5.091
11/10/1998;-4.936;1.172;5.085
11/11/1998;-4.934;1.17;5.076
11/12/1998;-4.933;1.169;5.07
11/13/1998;-4.931;1.168;5.064
11/14/1998;-4.928;1.168;5.05
11/15/1998;-4.925;1.167;5.041
11/16/1998;-4.922;1.166;5.03
11/17/1998;-4.921;1.165;5.024
11/18/1998;-4.919;1.164;5.018
11/19/1998;-4.918;1.163;5.01
11/20/1998;-4.916;1.162;5.0
11/21/1998;-4.914;1.161;4.986
11/22/1998;-4.911;1.16;4.977
11/23/1998;-4.909;1.159;4.968
11/24/1998;-4.907;1.158;4.961
11/25/1998;-4.905;1.157;4.951
11/26/1998;-4.903;1.155;4.941
11/27/1998;-4.902;1.154;4.927
11/28/1998;-4.9;1.153;4.916
11/29/1998;-4.899;1.152;4.907
11/30/1998;-4.897;1.151;4.898
12/01/1998;-4.895;1.15;4.888
12/02/1998;-4.894;1.149;4.875
12/03/1998;-4.891;1.148;4.869
12/04/1998;-4.889;1.147;4.861
12/05/1998;-4.887;1.146;4.849
12/06/1998;-4.885;1.146;4.838
12/07/1998;-4.884;1.145;4.826
12/08/1998;-4.881;1.144;4.813
12/09/1998;-4.879;1.143;4.806
12/10/1998;-4.877;1.141;4.796
12/11/1998;-4.875;1.141;4.786
12/12/1998;-4.873;1.14;4.775
12/13/1998;-4.872;1.139;4.763
12/14/1998;-4.87;1.138;4.754
12/15/1998;-4.869;1.138;4.743
12/16/1998;-4.866;1.136;4.73
12/17/1998;-4.863;1.135;4.718
12/18/1998;-4.862;1.134;4.711
12/19/1998;-4.859;1.133;4.701
12/20/1998;-4.856;1.131;4.687
12/21/1998;-4.855;1.13;4.674
12/22/1998;-4.852;1.129;4.66
12/23/1998;-4.849;1.128;4.653
12/24/1998;-4.848;1.126;4.642
12/25/1998;-4.847;1.125;4.632
12/26/1998;-4.845;1.125;4.623
12/27/1998;-4.843;1.123;4.611
12/28/1998;-4.841;1.122;4.597
12/29/1998;-4.839;1.121;4.592
12/30/1998;-4.837;1.121;4.584
12/31/1998;-4.835;1.12;4.578
01/01/1999;-4.833;1.119;4.568
01/02/1999;-4.83;1.118;4.56
01/03/1999;-4.829;1.117;4.55
01/04/1999;-4.828;1.116;4.545
01/05/1999;-4.827;1.115;4.536
01/06/1999;-4.825;1.114;4.525
01/07/1999;-4.823;1.113;4.516
01/08/1999;-4.822;1.112;4.509
01/09/1999;-4.819;1.112;4.495
01/10/1999;-4.817;1.111;4.482
01/11/1999;-4.814;1.11;4.476
01/12/1999;-4.812;1.108;4.471
01/13/1999;-4.811;1.108;4.464
01/14/1999;-4.809;1.107;4.459
01/15/1999;-4.808;1.105;4.445
01/16/1999;-4.806;1.105;4.435
01/17/1999;-4.805;1.103;4.425
01/18/1999;-4.803;1.103;4.42
01/19/1999;-4.802;1.102;4.411
01/20/1999;-4.8;1.101;4.4
01/21/1999;-4.798;1.1;4.394
01/22/1999;-4.796;1.099;4.382
01/23/1999;-4.794;1.097;4.377
01/24/1999;-4.792;1.096;4.37
01/25/1999;-4.791;1.095;4.358
01/26/1999;-4.789;1.095;4.353
01/27/1999;-4.787;1.094;4.343
01/28/1999;-4.785;1.093;4.335
01/29/1999;-4.784;1.092;4.324
01/30/1999;-4.782;1.091;4.31
01/31/1999;-4.78;1.089;4.303
02/01/1999;-4.779;1.088;4.288
02/02/1999;-4.776;1.088;4.28
02/03/1999;-4.774;1.086;4.267
02/04/1999;-4.771;1.085;4.254
02/05/1999;-4.768;1.084;4.24
02/06/1999;-4.767;1.083;4.228
02/07/1999;-4.765;1.082;4.222
02/08/1999;-4.764;1.082;4.211
02/09/1999;-4.763;1.081;4.197
02/10/1999;-4.762;1.08;4.191
02/11/1999;-4.759;1.079;4.185
02/12/1999;-4.757;1.078;4.171
02/13/1999;-4.756;1.077;4.162
02/14/1999;-4.754;1.076;4.148
02/15/1999;-4.752;1.075;4.134
02/16/1999;-4.751;1.074;4.126
02/17/1999;-4.748;1.073;4.113
02/18/1999;-4.746;1.072;4.106
02/19/1999;-4.744;1.071;4.094
02/20/1999;-4.742;1.07;4.085
02/21/1999;-4.739;1.069;4.07
02/22/1999;-4.738;1.068;4.059
02/23/1999;-4.737;1.067;4.049
02/24/1999;-4.735;1.066;4.041
02/25/1999;-4.733;1.065;4.033
02/26/1999;-4.731;1.064;4.023
02/27/1999;-4.729;1.063;4.013
02/28/1999;-4.728;1.061;4.003
03/01/1999;-4.727;1.06;3.998
03/02/1999;-4.724;1.06;3.991
03/03/1999;-4.723;1.058;3.98
03/04/1999;-4.721;1.058;3.972
03/05/1999;-4.72;1.057;3.961
03/06/1999;-4.718;1.056;3.954
03/07/1999;-4.716;1.055;3.942
03/08/1999;-4.713;1.054;3.935
03/09/1999;-4.71;1.053;3.927
03/10/1999;-4.708;1.052;3.917
03/11/1999;-4.705;1.05;3.905
03/12/1999;-4.703;1.05;3.898
03/13/1999;-4.702;1.049;3.889
03/14/1999;-4.7;1.048;3.879
03/15/1999;-4.698;1.047;3.87
03/16/1999;-4.696;1.047;3.863
03/17/1999;-4.693;1.045;3.855
03/18/1999;-4.692;1.045;3.842
03/19/1999;-4.689;1.043;3.83
03/20/1999;-4.687;1.043;3.816
03/21/1999;-4.685;1.042;3.809
03/22/1999;-4.684;1.041;3.799
03/23/1999;-4.682;1.041;3.784
03/24/1999;-4.681;1.04;3.778
03/25/1999;-4.679;1.039;3.769
03/26/1999;-4.677;1.039;3.759
03/27/1999;-4.675;1.038;3.753
03/28/1999;-4.673;1.037;3.741
03/29/1999;-4.671;1.036;3.727
03/30/1999;-4.669;1.035;3.72
03/31/1999;-4.668;1.033;3.715
04/01/1999;-4.667;1.032;3.707
04/02/1999;-4.665;1.031;3.696
04/03/1999;-4.664;1.03;3.684
04/04/1999;-4.662;1.029;3.678
04/05/1999;-4.661;1.028;3.668
04/06/1999;-4.659;1.027;3.661
04/07/1999;-4.657;1.026;3.655
04/08/1999;-4.655;1.025;3.645
04/09/1999;-4.654;1.024;3.634
04/10/1999;-4.653;1.023;3.623
04/11/1999;-4.651;1.022;3.614
04/12/1999;-4.649;1.021;3.603
04/13/1999;-4.648;1.021;3.594
04/14/1999;-4.647;1.02;3.58
04/15/1999;-4.646;1.019;3.566
04/16/1999;-4.645;1.018;3.56
04/17/1999;-4.644;1.017;3.551
04/18/1999;-4.642;1.016;3.539
04/19/1999;-4.64;1.015;3.525
04/20/1999;-4.637;1.014;3.515
04/21/1999;-4.636;1.013;3.505
04/22/1999;-4.634;1.012;3.492
04/23/1999;-4.633;1.012;3.478
04/24/1999;-4.631;1.011;3.464
04/25/1999;-4.629;1.01;3.456
04/26/1999;-4.627;1.009;3.445
04/27/1999;-4.625;1.007;3.432
04/28/1999;-4.623;1.006;3.425
04/29/1999;-4.621;1.005;3.411
04/30/1999;-4.619;1.003;3.404
05/01/1999;-4.617;1.003;3.391
05/02/1999;-4.615;1.002;3.386
05/03/1999;-4.613;1.001;3.377
05/04/1999;-4.612;1.0;3.37
05/05/1999;-4.609;0.999;3.356
05/06/1999;-4.607;0.999;3.342
05/07/1999;-4.606;0.998;3.336
05/08/1999;-4.604;0.997;3.328
05/09/1999;-4.602;0.996;3.322
05/10/1999;-4.601;0.995;3.312
05/11/1999;-4.6;0.994;3.307
05/12/1999;-4.598;0.993;3.296
05/13/1999;-4.597;0.992;3.287
05/14/1999;-4.595;0.991;3.272
05/15/1999;-4.593;0.99;3.262
05/16/1999;-4.591;0.989;3.252
05/17/1999;-4.59;0.987;3.239
05/18/1999;-4.588;0.986;3.226
05/19/1999;-4.587;0.985;3.219
05/20/1999;-4.585;0.984;3.206
05/21/1999;-4.584;0.983;3.195
05/22/1999;-4.581;0.983;3.185
05/23/1999;-4.58;0.982;3.176
05/24/1999;-4.578;0.98;3.163
05/25/1999;-4.576;0.98;3.157
05/26/1999;-4.575;0.979;3.145
05/27/1999;-4.573;0.978;3.131
05/28/1999;-4.571;0.977;3.123
05/29/1999;-4.569;0.976;3.11
05/30/1999;-4.567;0.975;3.103
05/31/1999;-4.565;0.974;3.095
06/01/1999;-4.563;0.973;3.082
06/02/1999;-4.562;0.972;3.069
06/03/1999;-4.56;0.971;3.061
06/04/1999;-4.559;0.97;3.048
06/05/1999;-4.557;0.969;3.041
06/06/1999;-4.555;0.968;3.026
06/07/1999;-4.553;0.967;3.019
06/08/1999;-4.551;0.967;3.01
06/09/1999;-4.549;0.966;3.002
06/10/1999;-4.548;0.965;2.989
06/11/1999;-4.545;0.964;2.978
06/12/1999;-4.543;0.963;2.969
06/13/1999;-4.542;0.963;2.959
06/14/1999;-4.54;0.961;2.949
06/15/1999;-4.539;0.96;2.943
06/16/1999;-4.537;0.959;2.929
06/17/1999;-4.535;0.959;2.919
06/18/1999;-4.534;0.958;2.913
06/19/1999;-4.533;0.956;2.901
06/20/1999;-4.532;0.956;2.895
06/21/1999;-4.53;0.955;2.885
06/22/1999;-4.528;0.954;2.873
06/23/1999;-4.527;0.953;2.861
06/24/1999;-4.525;0.951;2.852
06/25/1999;-4.524;0.951;2.845
06/26/1999;-4.523;0.95;2.836
06/27/1999;-4.521;0.949;2.824
06/28/1999;-4.519;0.949;2.81
06/29/1999;-4.517;0.948;2.803
06/30/1999;-4.515;0.947;2.797
07/01/1999;-4.514;0.946;2.789
07/02/1999;-4.512;0.945;2.782
07/03/1999;-4.511;0.944;2.769
07/04/1999;-4.509;0.943;2.759
07/05/1999;-4.508;0.942;2.747
07/06/1999;-4.508;0.94;2.734
07/07/1999;-4.505;0.94;2.722
07/08/1999;-4.503;0.939;2.708
07/09/1999;-4.502;0.938;2.7
07/10/1999;-4.501;0.937;2.686
07/11/1999;-4.499;0.935;2.676
07/12/1999;-4.498;0.935;2.662
07/13/1999;-4.497;0.934;2.653
07/14/1999;-4.495;0.933;2.642
07/15/1999;-4.493;0.931;2.629
07/16/1999;-4.491;0.93;2.619
07/17/1999;-4.49;0.929;2.606
07/18/1999;-4.488;0.928;2.598
07/19/1999;-4.485;0.927;2.589
07/20/1999;-4.483;0.926;2.581
07/21/1999;-4.481;0.925;2.572
07/22/1999;-4.48;0.924;2.56
07/23/1999;-4.479;0.923;2.549
07/24/1999;-4.478;0.922;2.538
07/25/1999;-4.476;0.921;2.527
07/26/1999;-4.474;0.92;2.515
07/27/1999;-4.473;0.919;2.502
07/28/1999;-4.471;0.919;2.495
07/29/1999;-4.469;0.918;2.487
07/30/1999;-4.467;0.917;2.472
07/31/1999;-4.465;0.916;2.465
08/01/1999;-4.463;0.915;2.454
08/02/1999;-4.462;0.914;2.443
08/03/1999;-4.46;0.912;2.428
08/04/1999;-4.458;0.911;2.42
08/05/1999;-4.456;0.91;2.409
08/06/1999;-4.455;0.91;2.399
08/07/1999;-4.454;0.909;2.384
08/08/1999;-4.452;0.908;2.374
08/09/1999;-4.451;0.907;2.367
08/10/1999;-4.45;0.906;2.359
08/11/1999;-4.448;0.904;2.348
08/12/1999;-4.446;0.903;2.341
08/13/1999;-4.444;0.902;2.336
08/14/1999;-4.442;0.901;2.321
08/15/1999;-4.441;0.901;2.309
08/16/1999;-4.439;0.9;2.294
08/17/1999;-4.438;0.899;2.284
08/18/1999;-4.437;0.899;2.27
08/19/1999;-4.434;0.898;2.257
08/20/1999;-4.433;0.897;2.246
08/21/1999;-4.431;0.895;2.234
08/22/1999;-4.431;0.894;2.222
08/23/1999;-4.429;0.893;2.216
08/24/1999;-4.428;0.892;2.203
08/25/1999;-4.426;0.891;2.195
08/26/1999;-4.425;0.89;2.181
08/27/1999;-4.424;0.889;2.176
08/28/1999;-4.422;0.888;2.17
08/29/1999;-4.421;0.887;2.156
08/30/1999;-4.42;0.886;2.141
08/31/1999;-4.419;0.885;2.129
09/01/1999;-4.418;0.884;2.119
09/02/1999;-4.417;0.883;2.112
09/03/1999;-4.414;0.882;2.102
09/04/1999;-4.413;0.881;2.094
09/05/1999;-4.413;0.88;2.084
09/06/1999;-4.411;0.878;2.077
09/07/1999;-4.409;0.877;2.063
09/08/1999;-4.408;0.877;2.05
09/09/1999;-4.406;0.876;2.037
09/10/1999;-4.405;0.875;2.028
09/11/1999;-4.404;0.874;2.014
09/12/1999;-4.401;0.873;2.009
09/13/1999;-4.4;0.873;2.002
09/14/1999;-4.398;0.871;1.992
09/15/1999;-4.397;0.87;1.986
09/16/1999;-4.395;0.869;1.979
09/17/1999;-4.394;0.867;1.971
09/18/1999;-4.392;0.866;1.957
09/19/1999;-4.391;0.866;1.947
09/20/1999;-4.389;0.864;1.94
09/21/1999;-4.387;0.864;1.932
09/22/1999;-4.385;0.863;1.92
09/23/1999;-4.384;0.862;1.907
09/24/1999;-4.382;0.861;1.895
09/25/1999;-4.381;0.86;1.883
09/26/1999;-4.38;0.859;1.871
09/27/1999;-4.38;0.858;1.864
09/28/1999;-4.378;0.857;1.855
09/29/1999;-4.376;0.855;1.846
09/30/1999;-4.375;0.854;1.835
10/01/1999;-4.374;0.853;1.823
10/02/1999;-4.373;0.852;1.815
10/03/1999;-4.371;0.851;1.806
10/04/1999;-4.369;0.849;1.791
10/05/1999;-4.368;0.848;1.785
10/06/1999;-4.366;0.848;1.778
10/07/1999;-4.365;0.847;1.764
10/08/1999;-4.363;0.845;1.757
10/09/1999;-4.362;0.845;1.745
10/10/1999;-4.361;0.843;1.739
10/11/1999;-4.36;0.842;1.729
10/12/1999;-4.358;0.841;1.714
10/13/1999;-4.357;0.84;1.703
10/14/1999;-4.355;0.839;1.691
10/15/1999;-4.354;0.838;1.685
10/16/1999;-4.351;0.837;1.675
10/17/1999;-4.35;0.835;1.664
10/18/1999;-4.349;0.834;1.649
10/19/1999;-4.347;0.833;1.639
10/20/1999;-4.345;0.833;1.634
10/21/1999;-4.344;0.832;1.624
10/22/1999;-4.342;0.832;1.609
10/23/1999;-4.34;0.831;1.604
10/24/1999;-4.338;0.83;1.593
10/25/1999;-4.337;0.829;1.581
10/26/1999;-4.336;0.828;1.573
10/27/1999;-4.335;0.827;1.566
10/28/1999;-4.334;0.826;1.557
10/29/1999;-4.332;0.825;1.544
10/30/1999;-4.33;0.824;1.536
10/31/1999;-4.329;0.823;1.524
11/01/1999;-4.328;0.822;1.516
11/02/1999;-4.327;0.822;1.504
11/03/1999;-4.326;0.82;1.493
11/04/1999;-4.324;0.82;1.484
11/05/1999;-4.322;0.819;1.472
11/06/1999;-4.32;0.818;1.465
11/07/1999;-4.318;0.817;1.451
11/08/1999;-4.316;0.816;1.443
11/09/1999;-4.315;0.815;1.437
11/10/1999;-4.313;0.814;1.429
11/11/1999;-4.311;0.813;1.415
11/12/1999;-4.309;0.812;1.407
11/13/1999;-4.307;0.811;1.393
11/14/1999;-4.306;0.81;1.379
11/15/1999;-4.305;0.809;1.373
11/16/1999;-4.303;0.808;1.366
11/17/1999;-4.301;0.807;1.354
11/18/1999;-4.3;0.807;1.343
11/19/1999;-4.299;0.806;1.332
11/20/1999;-4.297;0.805;1.319
11/21/1999;-4.296;0.804;1.305
11/22/1999;-4.294;0.803;1.297
11/23/1999;-4.293;0.802;1.288
11/24/1999;-4.291;0.801;1.273
11/25/1999;-4.29;0.8;1.266
11/26/1999;-4.288;0.799;1.254
11/27/1999;-4.287;0.798;1.247
11/28/1999;-4.286;0.797;1.233
11/29/1999;-4.285;0.796;1.224
11/30/1999;-4.284;0.795;1.214
12/01/1999;-4.283;0.794;1.205
12/02/1999;-4.281;0.794;1.198
12/03/1999;-4.278;0.792;1.188
12/04/1999;-4.278;0.791;1.183
12/05/1999;-4.276;0.79;1.17
12/06/1999;-4.274;0.789;1.159
12/07/1999;-4.272;0.788;1.154
12/08/1999;-4.271;0.787;1.142
12/09/1999;-4.269;0.785;1.135
12/10/1999;-4.268;0.785;1.121
12/11/1999;-4.267;0.784;1.113
12/12/1999;-4.265;0.783;1.099
12/13/1999;-4.264;0.782;1.088
12/14/1999;-4.262;0.781;1.079
12/15/1999;-4.261;0.78;1.073
12/16/1999;-4.26;0.779;1.066
12/17/1999;-4.258;0.778;1.059
12/18/1999;-4.257;0.777;1.05
12/19/1999;-4.255;0.776;1.045
12/20/1999;-4.254;0.775;1.034
12/21/1999;-4.252;0.774;1.028
12/22/1999;-4.251;0.773;1.014
12/23/1999;-4.249;0.772;1.001
12/24/1999;-4.248;0.771;0.991
12/25/1999;-4.247;0.77;0.985
12/26/1999;-4.246;0.769;0.972
12/27/1999;-4.244;0.768;0.963
12/28/1999;-4.243;0.767;0.952
12/29/1999;-4.241;0.767;0.937
12/30/1999;-4.24;0.766;0.932
12/31/1999;-4.239;0.765;0.919
01/01/2000;-4.237;0.764;0.91
01/02/2000;-4.236;0.763;0.897
01/03/2000;-4.234;0.763;0.887
01/04/2000;-4.233;0.761;0.873
01/05/2000;-4.231;0.761;0.864
01/06/2000;-4.23;0.759;0.854
01/07/2000;-4.229;0.758;0.841
01/08/2000;-4.228;0.757;0.829
01/09/2000;-4.226;0.756;0.817
01/10/2000;-4.225;0.755;0.807
01/11/2000;-4.224;0.753;0.801
01/12/2000;-4.223;0.752;0.789
01/13/2000;-4.221;0.752;0.775
01/14/2000;-4.22;0.751;0.77
01/15/2000;-4.218;0.75;0.763
01/16/2000;-4.216;0.749;0.749
01/17/2000;-4.214;0.748;0.736
01/18/2000;-4.213;0.747;0.722
01/19/2000;-4.211;0.746;0.712
01/20/2000;-4.209;0.745;0.698
01/21/2000;-4.208;0.744;0.684
01/22/2000;-4.207;0.743;0.67
01/23/2000;-4.205;0.742;0.662
01/24/2000;-4.204;0.741;0.648
01/25/2000;-4.202;0.74;0.637
01/26/2000;-4.201;0.739;0.626
01/27/2000;-4.199;0.738;0.618
01/28/2000;-4.197;0.736;0.605
01/29/2000;-4.196;0.736;0.594
01/30/2000;-4.195;0.735;0.585
01/31/2000;-4.193;0.734;0.572
02/01/2000;-4.191;0.733;0.565
02/02/2000;-4.189;0.731;0.554
02/03/2000;-4.188;0.73;0.547
02/04/2000;-4.187;0.73;0.533
02/05/2000;-4.186;0.729;0.524
02/06/2000;-4.185;0.728;0.512
02/07/2000;-4.183;0.727;0.507
02/08/2000;-4.182;0.726;0.499
02/09/2000;-4.181;0.725;0.492
02/10/2000;-4.179;0.724;0.483
02/11/2000;-4.177;0.724;0.477
02/12/2000;-4.176;0.723;0.462
02/13/2000;-4.175;0.721;0.451
02/14/2000;-4.174;0.721;0.44
02/15/2000;-4.174;0.719;0.434
02/16/2000;-4.172;0.718;0.42
02/17/2000;-4.171;0.717;0.41
02/18/2000;-4.17;0.717;0.398
02/19/2000;-4.169;0.716;0.39
02/20/2000;-4.167;0.715;0.375
02/21/2000;-4.165;0.714;0.366
02/22/2000;-4.164;0.713;0.356
02/23/2000;-4.162;0.712;0.347
02/24/2000;-4.161;0.712;0.336
02/25/2000;-4.16;0.711;0.323
02/26/2000;-4.159;0.71;0.311
02/27/2000;-4.157;0.709;0.303
02/28/2000;-4.156;0.708;0.295
02/29/2000;-4.154;0.707;0.284
03/01/2000;-4.152;0.706;0.273
03/02/2000;-4.151;0.705;0.264
03/03/2000;-4.151;0.704;0.252
03/04/2000;-4.15;0.703;0.243
03/05/2000;-4.149;0.702;0.233
03/06/2000;-4.148;0.701;0.221
03/07/2000;-4.146;0.7;0.207
03/08/2000;-4.144;0.699;0.196
03/09/2000;-4.142;0.698;0.188
03/10/2000;-4.141;0.697;0.176
03/11/2000;-4.14;0.695;0.161
03/12/2000;-4.138;0.695;0.146
03/13/2000;-4.138;0.694;0.134
03/14/2000;-4.137;0.692;0.126
03/15/2000;-4.136;0.691;0.116
03/16/2000;-4.135;0.69;0.104
03/17/2000;-4.133;0.689;0.094
03/18/2000;-4.132;0.688;0.086
03/19/2000;-4.13;0.688;0.075
03/20/2000;-4.128;0.687;0.062
03/21/2000;-4.127;0.686;0.053
03/22/2000;-4.126;0.685;0.043
03/23/2000;-4.125;0.684;0.036
03/24/2000;-4.124;0.684;0.026
03/25/2000;-4.122;0.683;0.015
03/26/2000;-4.121;0.682;0.002
