#CandyMountain NPP, unit 7
#date;ao;fha;bc
01/17/2000;-5.944;1.261;3.3
01/18/2000;-5.943;1.26;3.293
01/19/2000;-5.942;1.259;3.283
01/20/2000;-5.939;1.258;3.272
01/21/2000;-5.936;1.257;3.26
01/22/2000;-5.935;1.256;3.246
01/23/2000;-5.934;1.255;3.236
01/24/2000;-5.931;1.254;3.224
01/25/2000;-5.929;1.253;3.21
01/26/2000;-5.926;1.252;3.203
01/27/2000;-5.923;1.251;3.196
01/28/2000;-5.922;1.251;3.191
01/29/2000;-5.92;1.25;3.184
01/30/2000;-5.918;1.249;3.178
01/31/2000;-5.916;1.248;3.164
02/01/2000;-5.915;1.248;3.155
02/02/2000;-5.912;1.246;3.149
02/03/2000;-5.91;1.245;3.143
02/04/2000;-5.909;1.244;3.128
02/05/2000;-5.907;1.243;3.122
02/06/2000;-5.905;1.242;3.11
02/07/2000;-5.904;1.24;3.098
02/08/2000;-5.901;1.24;3.086
02/09/2000;-5.899;1.238;3.078
02/10/2000;-5.897;1.237;3.067
02/11/2000;-5.894;1.237;3.056
02/12/2000;-5.892;1.236;3.046
02/13/2000;-5.891;1.235;3.037
02/14/2000;-5.888;1.234;3.022
02/15/2000;-5.887;1.233;3.014
02/16/2000;-5.885;1.233;3.0
02/17/2000;-5.882;1.231;2.99
02/18/2000;-5.881;1.231;2.98
02/19/2000;-5.878;1.23;2.967
02/20/2000;-5.877;1.229;2.956
02/21/2000;-5.876;1.229;2.945
02/22/2000;-5.873;1.228;2.93
02/23/2000;-5.871;1.227;2.916
02/24/2000;-5.869;1.226;2.91
02/25/2000;-5.867;1.225;2.898
02/26/2000;-5.865;1.224;2.891
02/27/2000;-5.863;1.223;2.881
02/28/2000;-5.862;1.222;2.875
02/29/2000;-5.861;1.221;2.86
03/01/2000;-5.859;1.22;2.848
03/02/2000;-5.856;1.219;2.842
03/03/2000;-5.853;1.218;2.83
03/04/2000;-5.851;1.217;2.816
03/05/2000;-5.848;1.215;2.805
03/06/2000;-5.846;1.214;2.79
03/07/2000;-5.844;1.214;2.78
03/08/2000;-5.843;1.213;2.769
03/09/2000;-5.842;1.212;2.757
03/10/2000;-5.839;1.211;2.752
03/11/2000;-5.838;1.21;2.744
03/12/2000;-5.836;1.209;2.733
03/13/2000;-5.834;1.208;2.722
03/14/2000;-5.832;1.207;2.709
03/15/2000;-5.83;1.207;2.701
03/16/2000;-5.827;1.205;2.691
03/17/2000;-5.825;1.204;2.682
03/18/2000;-5.822;1.203;2.673
03/19/2000;-5.821;1.202;2.667
03/20/2000;-5.82;1.201;2.655
03/21/2000;-5.817;1.199;2.643
03/22/2000;-5.815;1.198;2.63
03/23/2000;-5.813;1.197;2.615
03/24/2000;-5.811;1.196;2.604
03/25/2000;-5.81;1.196;2.599
03/26/2000;-5.808;1.195;2.587
03/27/2000;-5.807;1.193;2.579
03/28/2000;-5.805;1.193;2.57
03/29/2000;-5.804;1.192;2.558
03/30/2000;-5.801;1.191;2.545
03/31/2000;-5.8;1.19;2.538
04/01/2000;-5.798;1.189;2.53
04/02/2000;-5.795;1.188;2.523
04/03/2000;-5.793;1.187;2.512
04/04/2000;-5.791;1.185;2.503
04/05/2000;-5.789;1.184;2.493
04/06/2000;-5.788;1.183;2.482
04/07/2000;-5.785;1.183;2.475
04/08/2000;-5.782;1.182;2.462
04/09/2000;-5.781;1.181;2.454
04/10/2000;-5.779;1.18;2.448
04/11/2000;-5.778;1.179;2.434
04/12/2000;-5.776;1.179;2.419
04/13/2000;-5.773;1.177;2.406
04/14/2000;-5.77;1.176;2.391
04/15/2000;-5.768;1.175;2.38
04/16/2000;-5.766;1.174;2.369
04/17/2000;-5.764;1.173;2.358
04/18/2000;-5.763;1.172;2.348
04/19/2000;-5.761;1.171;2.333
04/20/2000;-5.759;1.17;2.325
04/21/2000;-5.756;1.169;2.318
04/22/2000;-5.755;1.169;2.313
04/23/2000;-5.753;1.168;2.299
04/24/2000;-5.751;1.167;2.291
04/25/2000;-5.749;1.166;2.28
04/26/2000;-5.748;1.165;2.272
04/27/2000;-5.746;1.164;2.262
04/28/2000;-5.744;1.162;2.249
04/29/2000;-5.741;1.162;2.243
04/30/2000;-5.74;1.16;2.233
05/01/2000;-5.737;1.159;2.226
05/02/2000;-5.736;1.159;2.214
05/03/2000;-5.734;1.158;2.203
05/04/2000;-5.732;1.157;2.198
05/05/2000;-5.73;1.156;2.192
05/06/2000;-5.728;1.156;2.181
05/07/2000;-5.727;1.155;2.172
05/08/2000;-5.726;1.154;2.161
05/09/2000;-5.724;1.153;2.153
05/10/2000;-5.722;1.152;2.146
05/11/2000;-5.72;1.151;2.139
05/12/2000;-5.719;1.15;2.13
05/13/2000;-5.717;1.15;2.117
05/14/2000;-5.715;1.148;2.11
05/15/2000;-5.714;1.147;2.104
05/16/2000;-5.711;1.146;2.091
05/17/2000;-5.71;1.144;2.086
05/18/2000;-5.709;1.144;2.072
05/19/2000;-5.707;1.143;2.058
05/20/2000;-5.704;1.142;2.05
05/21/2000;-5.703;1.14;2.045
05/22/2000;-5.701;1.14;2.033
05/23/2000;-5.699;1.139;2.026
05/24/2000;-5.696;1.138;2.014
05/25/2000;-5.695;1.137;2.002
05/26/2000;-5.693;1.136;1.997
05/27/2000;-5.691;1.135;1.991
05/28/2000;-5.689;1.134;1.983
05/29/2000;-5.687;1.133;1.978
05/30/2000;-5.684;1.132;1.968
05/31/2000;-5.683;1.131;1.96
06/01/2000;-5.681;1.131;1.953
06/02/2000;-5.679;1.13;1.945
06/03/2000;-5.677;1.129;1.937
06/04/2000;-5.675;1.127;1.93
06/05/2000;-5.674;1.127;1.917
06/06/2000;-5.672;1.125;1.903
06/07/2000;-5.67;1.124;1.892
06/08/2000;-5.669;1.123;1.879
06/09/2000;-5.667;1.122;1.873
06/10/2000;-5.666;1.121;1.866
06/11/2000;-5.664;1.12;1.86
06/12/2000;-5.663;1.119;1.848
06/13/2000;-5.662;1.118;1.836
06/14/2000;-5.66;1.116;1.824
06/15/2000;-5.658;1.116;1.816
06/16/2000;-5.657;1.115;1.808
06/17/2000;-5.655;1.113;1.801
06/18/2000;-5.653;1.112;1.792
06/19/2000;-5.651;1.111;1.78
06/20/2000;-5.649;1.11;1.766
06/21/2000;-5.648;1.109;1.752
06/22/2000;-5.647;1.109;1.741
06/23/2000;-5.644;1.108;1.735
06/24/2000;-5.643;1.107;1.728
06/25/2000;-5.641;1.107;1.716
06/26/2000;-5.639;1.106;1.709
06/27/2000;-5.636;1.104;1.703
06/28/2000;-5.634;1.103;1.696
06/29/2000;-5.631;1.102;1.69
06/30/2000;-5.63;1.101;1.68
07/01/2000;-5.628;1.1;1.672
07/02/2000;-5.626;1.099;1.659
07/03/2000;-5.624;1.098;1.647
07/04/2000;-5.623;1.097;1.634
07/05/2000;-5.62;1.096;1.628
07/06/2000;-5.618;1.095;1.617
07/07/2000;-5.616;1.094;1.605
07/08/2000;-5.614;1.092;1.595
07/09/2000;-5.612;1.091;1.586
07/10/2000;-5.61;1.09;1.571
07/11/2000;-5.608;1.089;1.562
07/12/2000;-5.606;1.088;1.552
07/13/2000;-5.605;1.087;1.539
07/14/2000;-5.603;1.086;1.53
07/15/2000;-5.601;1.085;1.521
07/16/2000;-5.599;1.084;1.508
07/17/2000;-5.598;1.083;1.494
07/18/2000;-5.596;1.081;1.481
07/19/2000;-5.594;1.081;1.469
07/20/2000;-5.592;1.08;1.455
07/21/2000;-5.591;1.079;1.444
07/22/2000;-5.589;1.078;1.434
07/23/2000;-5.587;1.077;1.422
07/24/2000;-5.585;1.076;1.41
07/25/2000;-5.583;1.075;1.401
07/26/2000;-5.582;1.074;1.386
07/27/2000;-5.581;1.073;1.381
07/28/2000;-5.58;1.072;1.374
07/29/2000;-5.578;1.071;1.367
07/30/2000;-5.578;1.07;1.36
07/31/2000;-5.576;1.069;1.354
08/01/2000;-5.574;1.068;1.341
08/02/2000;-5.572;1.066;1.332
08/03/2000;-5.571;1.066;1.318
08/04/2000;-5.568;1.065;1.304
08/05/2000;-5.566;1.064;1.292
08/06/2000;-5.565;1.063;1.281
08/07/2000;-5.563;1.062;1.271
08/08/2000;-5.562;1.061;1.26
08/09/2000;-5.561;1.06;1.251
08/10/2000;-5.559;1.059;1.243
08/11/2000;-5.557;1.059;1.232
08/12/2000;-5.555;1.057;1.221
08/13/2000;-5.553;1.056;1.207
08/14/2000;-5.551;1.055;1.199
08/15/2000;-5.549;1.055;1.19
08/16/2000;-5.548;1.054;1.175
08/17/2000;-5.547;1.053;1.169
08/18/2000;-5.545;1.052;1.156
08/19/2000;-5.544;1.05;1.142
08/20/2000;-5.543;1.049;1.13
08/21/2000;-5.54;1.048;1.125
08/22/2000;-5.539;1.047;1.112
08/23/2000;-5.537;1.045;1.099
08/24/2000;-5.536;1.044;1.089
08/25/2000;-5.535;1.044;1.078
08/26/2000;-5.534;1.043;1.064
08/27/2000;-5.533;1.042;1.058
08/28/2000;-5.532;1.04;1.045
08/29/2000;-5.53;1.039;1.032
08/30/2000;-5.528;1.038;1.02
08/31/2000;-5.527;1.037;1.012
09/01/2000;-5.525;1.036;1.002
09/02/2000;-5.523;1.035;0.988
09/03/2000;-5.522;1.034;0.976
09/04/2000;-5.52;1.034;0.962
09/05/2000;-5.518;1.033;0.955
09/06/2000;-5.516;1.031;0.946
09/07/2000;-5.515;1.03;0.935
09/08/2000;-5.513;1.029;0.922
09/09/2000;-5.512;1.029;0.907
09/10/2000;-5.51;1.028;0.9
09/11/2000;-5.509;1.027;0.892
09/12/2000;-5.507;1.026;0.883
09/13/2000;-5.506;1.025;0.868
09/14/2000;-5.505;1.024;0.857
09/15/2000;-5.503;1.023;0.85
09/16/2000;-5.502;1.021;0.844
09/17/2000;-5.5;1.021;0.833
09/18/2000;-5.498;1.02;0.818
09/19/2000;-5.496;1.018;0.806
09/20/2000;-5.494;1.017;0.797
09/21/2000;-5.492;1.016;0.792
09/22/2000;-5.491;1.014;0.783
09/23/2000;-5.49;1.013;0.775
09/24/2000;-5.488;1.013;0.765
09/25/2000;-5.485;1.011;0.754
09/26/2000;-5.483;1.01;0.744
09/27/2000;-5.481;1.009;0.732
09/28/2000;-5.48;1.008;0.721
09/29/2000;-5.478;1.008;0.715
09/30/2000;-5.477;1.007;0.706
10/01/2000;-5.475;1.005;0.695
10/02/2000;-5.473;1.004;0.684
10/03/2000;-5.472;1.003;0.673
10/04/2000;-5.47;1.002;0.663
10/05/2000;-5.469;1.002;0.655
10/06/2000;-5.467;1.0;0.646
10/07/2000;-5.465;0.999;0.635
10/08/2000;-5.463;0.998;0.622
10/09/2000;-5.462;0.997;0.617
10/10/2000;-5.462;0.995;0.608
10/11/2000;-5.459;0.995;0.601
10/12/2000;-5.458;0.994;0.587
10/13/2000;-5.457;0.993;0.58
10/14/2000;-5.455;0.992;0.575
10/15/2000;-5.452;0.991;0.562
10/16/2000;-5.451;0.99;0.552
10/17/2000;-5.45;0.989;0.539
10/18/2000;-5.448;0.988;0.529
10/19/2000;-5.446;0.987;0.522
10/20/2000;-5.444;0.986;0.513
10/21/2000;-5.443;0.985;0.505
10/22/2000;-5.441;0.983;0.499
10/23/2000;-5.438;0.982;0.489
10/24/2000;-5.437;0.981;0.482
10/25/2000;-5.435;0.98;0.476
10/26/2000;-5.433;0.979;0.466
10/27/2000;-5.432;0.978;0.457
10/28/2000;-5.431;0.977;0.452
10/29/2000;-5.429;0.976;0.443
10/30/2000;-5.428;0.975;0.429
10/31/2000;-5.427;0.974;0.423
11/01/2000;-5.425;0.973;0.411
11/02/2000;-5.423;0.972;0.404
11/03/2000;-5.421;0.97;0.392
11/04/2000;-5.42;0.969;0.381
11/05/2000;-5.418;0.968;0.376
11/06/2000;-5.416;0.967;0.362
11/07/2000;-5.414;0.965;0.348
11/08/2000;-5.412;0.965;0.338
11/09/2000;-5.41;0.963;0.329
11/10/2000;-5.408;0.962;0.32
11/11/2000;-5.407;0.961;0.312
11/12/2000;-5.406;0.96;0.303
11/13/2000;-5.403;0.958;0.294
11/14/2000;-5.401;0.957;0.286
11/15/2000;-5.4;0.956;0.278
11/16/2000;-5.399;0.955;0.266
11/17/2000;-5.397;0.954;0.252
11/18/2000;-5.396;0.953;0.24
11/19/2000;-5.394;0.952;0.233
11/20/2000;-5.393;0.951;0.221
11/21/2000;-5.391;0.95;0.216
11/22/2000;-5.39;0.949;0.206
11/23/2000;-5.388;0.949;0.194
11/24/2000;-5.387;0.948;0.182
11/25/2000;-5.385;0.947;0.172
11/26/2000;-5.384;0.946;0.158
11/27/2000;-5.383;0.945;0.152
11/28/2000;-5.383;0.943;0.145
11/29/2000;-5.381;0.942;0.135
11/30/2000;-5.379;0.941;0.124
12/01/2000;-5.377;0.94;0.111
12/02/2000;-5.375;0.938;0.098
12/03/2000;-5.373;0.937;0.088
12/04/2000;-5.372;0.936;0.081
12/05/2000;-5.371;0.935;0.07
12/06/2000;-5.369;0.935;0.057
12/07/2000;-5.367;0.933;0.043
12/08/2000;-5.365;0.932;0.036
12/09/2000;-5.363;0.93;0.024
12/10/2000;-5.362;0.93;0.019
12/11/2000;-5.361;0.929;0.013
