#Atlantis NPP, unit 6
#date;bc;ao;fha
05/30/1982;4.723;-6.436;1.243
05/31/1982;4.717;-6.433;1.242
06/01/1982;4.707;-6.431;1.241
06/02/1982;4.697;-6.428;1.24
06/03/1982;4.689;-6.427;1.239
06/04/1982;4.681;-6.424;1.238
06/05/1982;4.667;-6.422;1.237
06/06/1982;4.654;-6.42;1.236
06/07/1982;4.646;-6.417;1.235
06/08/1982;4.633;-6.415;1.233
06/09/1982;4.624;-6.414;1.233
06/10/1982;4.611;-6.411;1.232
06/11/1982;4.599;-6.409;1.231
06/12/1982;4.592;-6.406;1.23
06/13/1982;4.584;-6.403;1.229
06/14/1982;4.577;-6.399;1.228
06/15/1982;4.564;-6.397;1.226
06/16/1982;4.552;-6.395;1.225
06/17/1982;4.538;-6.393;1.224
06/18/1982;4.528;-6.39;1.223
06/19/1982;4.514;-6.388;1.222
06/20/1982;4.505;-6.386;1.222
06/21/1982;4.491;-6.384;1.221
06/22/1982;4.481;-6.382;1.22
06/23/1982;4.473;-6.379;1.219
06/24/1982;4.46;-6.378;1.218
06/25/1982;4.445;-6.376;1.217
06/26/1982;4.437;-6.374;1.215
06/27/1982;4.427;-6.371;1.214
06/28/1982;4.413;-6.368;1.214
06/29/1982;4.4;-6.365;1.212
06/30/1982;4.392;-6.362;1.212
07/01/1982;4.386;-6.359;1.211
07/02/1982;4.377;-6.357;1.209
07/03/1982;4.368;-6.355;1.208
07/04/1982;4.354;-6.353;1.207
07/05/1982;4.342;-6.352;1.207
07/06/1982;4.336;-6.349;1.206
07/07/1982;4.323;-6.347;1.205
07/08/1982;4.313;-6.346;1.204
07/09/1982;4.305;-6.342;1.203
07/10/1982;4.291;-6.339;1.202
07/11/1982;4.286;-6.337;1.202
07/12/1982;4.275;-6.335;1.201
07/13/1982;4.268;-6.334;1.2
07/14/1982;4.262;-6.332;1.199
07/15/1982;4.256;-6.33;1.198
07/16/1982;4.247;-6.327;1.196
07/17/1982;4.241;-6.324;1.196
07/18/1982;4.227;-6.322;1.194
07/19/1982;4.216;-6.32;1.193
07/20/1982;4.205;-6.319;1.193
07/21/1982;4.192;-6.317;1.192
07/22/1982;4.186;-6.314;1.19
07/23/1982;4.18;-6.312;1.189
07/24/1982;4.168;-6.31;1.188
07/25/1982;4.16;-6.307;1.187
07/26/1982;4.151;-6.305;1.186
07/27/1982;4.142;-6.302;1.185
07/28/1982;4.134;-6.299;1.184
07/29/1982;4.128;-6.296;1.183
07/30/1982;4.119;-6.292;1.181
07/31/1982;4.104;-6.29;1.18
08/01/1982;4.099;-6.288;1.179
08/02/1982;4.087;-6.286;1.179
08/03/1982;4.075;-6.285;1.177
08/04/1982;4.065;-6.283;1.176
08/05/1982;4.054;-6.28;1.175
08/06/1982;4.048;-6.278;1.174
08/07/1982;4.04;-6.275;1.173
08/08/1982;4.029;-6.273;1.172
08/09/1982;4.023;-6.27;1.17
08/10/1982;4.01;-6.267;1.17
08/11/1982;3.997;-6.265;1.169
08/12/1982;3.984;-6.264;1.168
08/13/1982;3.973;-6.262;1.167
08/14/1982;3.96;-6.261;1.166
08/15/1982;3.946;-6.258;1.165
08/16/1982;3.936;-6.255;1.164
08/17/1982;3.921;-6.253;1.163
08/18/1982;3.912;-6.251;1.162
08/19/1982;3.898;-6.248;1.161
08/20/1982;3.888;-6.246;1.16
08/21/1982;3.882;-6.243;1.159
08/22/1982;3.868;-6.24;1.158
08/23/1982;3.861;-6.239;1.158
08/24/1982;3.847;-6.236;1.157
08/25/1982;3.841;-6.234;1.156
08/26/1982;3.832;-6.231;1.154
08/27/1982;3.827;-6.229;1.154
08/28/1982;3.82;-6.228;1.153
08/29/1982;3.807;-6.225;1.153
08/30/1982;3.798;-6.223;1.151
08/31/1982;3.787;-6.221;1.151
09/01/1982;3.776;-6.22;1.15
09/02/1982;3.761;-6.218;1.149
09/03/1982;3.749;-6.216;1.148
09/04/1982;3.734;-6.214;1.147
09/05/1982;3.721;-6.212;1.146
09/06/1982;3.715;-6.21;1.145
09/07/1982;3.707;-6.208;1.144
09/08/1982;3.692;-6.206;1.143
09/09/1982;3.682;-6.204;1.141
09/10/1982;3.672;-6.201;1.141
09/11/1982;3.663;-6.199;1.14
09/12/1982;3.657;-6.196;1.139
09/13/1982;3.648;-6.195;1.138
09/14/1982;3.636;-6.193;1.137
09/15/1982;3.624;-6.191;1.136
09/16/1982;3.618;-6.19;1.135
09/17/1982;3.612;-6.187;1.134
09/18/1982;3.599;-6.185;1.133
09/19/1982;3.587;-6.182;1.132
09/20/1982;3.581;-6.179;1.131
09/21/1982;3.566;-6.177;1.13
09/22/1982;3.557;-6.174;1.129
09/23/1982;3.544;-6.172;1.128
09/24/1982;3.531;-6.171;1.127
09/25/1982;3.517;-6.169;1.126
09/26/1982;3.508;-6.168;1.125
09/27/1982;3.498;-6.165;1.123
09/28/1982;3.486;-6.163;1.123
09/29/1982;3.473;-6.162;1.122
09/30/1982;3.463;-6.16;1.121
10/01/1982;3.45;-6.158;1.12
10/02/1982;3.445;-6.155;1.119
10/03/1982;3.437;-6.153;1.118
10/04/1982;3.427;-6.151;1.118
10/05/1982;3.418;-6.148;1.116
10/06/1982;3.405;-6.146;1.115
10/07/1982;3.4;-6.143;1.114
10/08/1982;3.386;-6.14;1.113
10/09/1982;3.381;-6.139;1.113
10/10/1982;3.371;-6.138;1.112
10/11/1982;3.358;-6.136;1.11
10/12/1982;3.343;-6.135;1.109
10/13/1982;3.338;-6.134;1.108
10/14/1982;3.33;-6.131;1.108
10/15/1982;3.321;-6.13;1.107
10/16/1982;3.309;-6.129;1.106
10/17/1982;3.296;-6.127;1.105
10/18/1982;3.29;-6.124;1.104
10/19/1982;3.281;-6.122;1.103
10/20/1982;3.276;-6.119;1.102
10/21/1982;3.27;-6.118;1.101
10/22/1982;3.257;-6.116;1.1
10/23/1982;3.245;-6.115;1.098
10/24/1982;3.232;-6.113;1.098
10/25/1982;3.217;-6.112;1.097
10/26/1982;3.211;-6.11;1.095
10/27/1982;3.203;-6.109;1.095
10/28/1982;3.196;-6.106;1.094
10/29/1982;3.188;-6.104;1.093
10/30/1982;3.183;-6.102;1.092
10/31/1982;3.178;-6.1;1.092
11/01/1982;3.171;-6.098;1.09
11/02/1982;3.165;-6.096;1.089
11/03/1982;3.15;-6.094;1.088
11/04/1982;3.145;-6.091;1.087
11/05/1982;3.132;-6.09;1.087
11/06/1982;3.127;-6.088;1.086
11/07/1982;3.116;-6.086;1.085
11/08/1982;3.109;-6.084;1.084
11/09/1982;3.103;-6.082;1.083
11/10/1982;3.09;-6.08;1.082
11/11/1982;3.079;-6.079;1.082
11/12/1982;3.073;-6.078;1.08
11/13/1982;3.066;-6.076;1.079
11/14/1982;3.056;-6.075;1.078
11/15/1982;3.045;-6.073;1.077
11/16/1982;3.036;-6.071;1.077
11/17/1982;3.025;-6.069;1.076
11/18/1982;3.018;-6.067;1.075
11/19/1982;3.012;-6.065;1.074
11/20/1982;3.006;-6.063;1.073
11/21/1982;2.993;-6.061;1.072
11/22/1982;2.982;-6.06;1.071
11/23/1982;2.977;-6.058;1.07
11/24/1982;2.963;-6.056;1.069
11/25/1982;2.951;-6.054;1.068
11/26/1982;2.94;-6.052;1.066
11/27/1982;2.928;-6.05;1.065
11/28/1982;2.919;-6.049;1.064
11/29/1982;2.912;-6.048;1.063
11/30/1982;2.903;-6.047;1.063
12/01/1982;2.895;-6.045;1.062
12/02/1982;2.882;-6.043;1.06
12/03/1982;2.871;-6.041;1.059
12/04/1982;2.859;-6.038;1.058
12/05/1982;2.85;-6.036;1.056
12/06/1982;2.84;-6.035;1.056
12/07/1982;2.831;-6.032;1.055
12/08/1982;2.816;-6.03;1.053
12/09/1982;2.808;-6.028;1.052
12/10/1982;2.794;-6.027;1.051
12/11/1982;2.785;-6.026;1.05
12/12/1982;2.773;-6.025;1.05
12/13/1982;2.763;-6.022;1.049
12/14/1982;2.755;-6.02;1.048
12/15/1982;2.749;-6.018;1.047
12/16/1982;2.74;-6.015;1.046
12/17/1982;2.734;-6.013;1.045
12/18/1982;2.726;-6.011;1.044
12/19/1982;2.714;-6.008;1.044
12/20/1982;2.705;-6.006;1.042
12/21/1982;2.695;-6.005;1.041
12/22/1982;2.686;-6.003;1.041
12/23/1982;2.673;-6.001;1.04
12/24/1982;2.665;-6.0;1.039
12/25/1982;2.652;-5.999;1.038
12/26/1982;2.639;-5.996;1.037
12/27/1982;2.627;-5.994;1.036
12/28/1982;2.613;-5.991;1.036
12/29/1982;2.599;-5.989;1.034
12/30/1982;2.59;-5.988;1.033
12/31/1982;2.575;-5.986;1.032
01/01/1983;2.561;-5.985;1.031
01/02/1983;2.555;-5.983;1.03
01/03/1983;2.542;-5.981;1.029
01/04/1983;2.532;-5.979;1.029
01/05/1983;2.519;-5.978;1.028
01/06/1983;2.504;-5.977;1.027
01/07/1983;2.498;-5.975;1.026
01/08/1983;2.486;-5.974;1.026
01/09/1983;2.478;-5.971;1.025
01/10/1983;2.472;-5.969;1.024
01/11/1983;2.46;-5.967;1.023
01/12/1983;2.455;-5.965;1.022
01/13/1983;2.445;-5.963;1.021
01/14/1983;2.439;-5.962;1.02
01/15/1983;2.427;-5.961;1.019
01/16/1983;2.421;-5.96;1.018
01/17/1983;2.41;-5.958;1.017
01/18/1983;2.398;-5.957;1.016
01/19/1983;2.393;-5.955;1.015
01/20/1983;2.384;-5.953;1.014
01/21/1983;2.374;-5.951;1.013
01/22/1983;2.364;-5.95;1.012
01/23/1983;2.354;-5.949;1.012
01/24/1983;2.342;-5.946;1.011
01/25/1983;2.336;-5.944;1.01
01/26/1983;2.321;-5.942;1.008
01/27/1983;2.311;-5.941;1.007
01/28/1983;2.304;-5.939;1.006
01/29/1983;2.291;-5.937;1.005
01/30/1983;2.281;-5.936;1.003
01/31/1983;2.276;-5.934;1.002
02/01/1983;2.269;-5.932;1.002
02/02/1983;2.263;-5.93;1.001
02/03/1983;2.254;-5.928;1.0
02/04/1983;2.248;-5.926;0.999
02/05/1983;2.239;-5.923;0.998
02/06/1983;2.231;-5.922;0.996
02/07/1983;2.217;-5.92;0.995
02/08/1983;2.207;-5.919;0.994
02/09/1983;2.196;-5.917;0.993
02/10/1983;2.186;-5.915;0.992
02/11/1983;2.172;-5.914;0.991
02/12/1983;2.16;-5.912;0.99
02/13/1983;2.145;-5.91;0.99
02/14/1983;2.137;-5.908;0.988
02/15/1983;2.131;-5.906;0.987
02/16/1983;2.122;-5.904;0.986
02/17/1983;2.11;-5.902;0.985
02/18/1983;2.104;-5.901;0.984
02/19/1983;2.093;-5.899;0.984
02/20/1983;2.081;-5.897;0.983
02/21/1983;2.073;-5.896;0.983
02/22/1983;2.062;-5.894;0.981
02/23/1983;2.055;-5.892;0.98
02/24/1983;2.047;-5.89;0.98
02/25/1983;2.033;-5.889;0.979
02/26/1983;2.021;-5.887;0.977
02/27/1983;2.009;-5.886;0.976
02/28/1983;1.999;-5.885;0.975
03/01/1983;1.989;-5.882;0.974
03/02/1983;1.979;-5.88;0.974
03/03/1983;1.969;-5.878;0.973
03/04/1983;1.963;-5.877;0.972
03/05/1983;1.948;-5.875;0.972
03/06/1983;1.939;-5.873;0.971
03/07/1983;1.925;-5.871;0.97
03/08/1983;1.915;-5.87;0.969
03/09/1983;1.902;-5.869;0.968
03/10/1983;1.895;-5.868;0.967
03/11/1983;1.88;-5.866;0.966
03/12/1983;1.867;-5.865;0.965
03/13/1983;1.857;-5.863;0.964
03/14/1983;1.85;-5.862;0.963
03/15/1983;1.842;-5.86;0.961
03/16/1983;1.836;-5.859;0.961
03/17/1983;1.824;-5.857;0.959
03/18/1983;1.817;-5.856;0.959
03/19/1983;1.811;-5.855;0.957
03/20/1983;1.804;-5.854;0.957
03/21/1983;1.797;-5.852;0.956
03/22/1983;1.787;-5.85;0.955
03/23/1983;1.773;-5.848;0.954
03/24/1983;1.76;-5.847;0.953
03/25/1983;1.753;-5.845;0.953
03/26/1983;1.745;-5.844;0.951
03/27/1983;1.735;-5.842;0.95
03/28/1983;1.725;-5.84;0.95
03/29/1983;1.718;-5.839;0.949
03/30/1983;1.704;-5.838;0.948
03/31/1983;1.693;-5.837;0.947
04/01/1983;1.688;-5.835;0.945
04/02/1983;1.675;-5.833;0.944
04/03/1983;1.666;-5.831;0.943
04/04/1983;1.659;-5.829;0.942
04/05/1983;1.651;-5.828;0.94
04/06/1983;1.643;-5.827;0.939
04/07/1983;1.628;-5.825;0.939
04/08/1983;1.618;-5.823;0.937
04/09/1983;1.604;-5.822;0.936
04/10/1983;1.598;-5.82;0.935
04/11/1983;1.59;-5.818;0.935
04/12/1983;1.582;-5.816;0.934
04/13/1983;1.568;-5.814;0.933
04/14/1983;1.561;-5.813;0.932
04/15/1983;1.554;-5.812;0.932
04/16/1983;1.543;-5.81;0.93
04/17/1983;1.535;-5.809;0.929
04/18/1983;1.524;-5.808;0.928
04/19/1983;1.519;-5.806;0.927
04/20/1983;1.51;-5.804;0.925
04/21/1983;1.498;-5.801;0.924
04/22/1983;1.489;-5.8;0.923
04/23/1983;1.476;-5.799;0.922
04/24/1983;1.463;-5.797;0.921
04/25/1983;1.455;-5.796;0.92
04/26/1983;1.445;-5.794;0.919
04/27/1983;1.434;-5.792;0.918
04/28/1983;1.424;-5.791;0.917
04/29/1983;1.418;-5.79;0.916
04/30/1983;1.405;-5.788;0.915
05/01/1983;1.391;-5.786;0.914
05/02/1983;1.382;-5.784;0.913
05/03/1983;1.375;-5.783;0.912
05/04/1983;1.364;-5.781;0.91
05/05/1983;1.352;-5.78;0.91
05/06/1983;1.339;-5.778;0.909
05/07/1983;1.33;-5.776;0.908
05/08/1983;1.317;-5.774;0.907
05/09/1983;1.303;-5.773;0.906
05/10/1983;1.288;-5.771;0.905
05/11/1983;1.279;-5.769;0.904
05/12/1983;1.268;-5.768;0.903
05/13/1983;1.259;-5.766;0.902
05/14/1983;1.249;-5.765;0.902
05/15/1983;1.244;-5.763;0.901
05/16/1983;1.231;-5.762;0.899
05/17/1983;1.223;-5.761;0.898
05/18/1983;1.209;-5.759;0.897
05/19/1983;1.2;-5.758;0.897
05/20/1983;1.195;-5.757;0.896
05/21/1983;1.184;-5.755;0.895
05/22/1983;1.175;-5.753;0.893
05/23/1983;1.168;-5.751;0.893
05/24/1983;1.162;-5.75;0.891
05/25/1983;1.157;-5.749;0.89
05/26/1983;1.143;-5.747;0.889
05/27/1983;1.133;-5.745;0.888
05/28/1983;1.119;-5.744;0.888
05/29/1983;1.11;-5.742;0.887
05/30/1983;1.098;-5.741;0.886
05/31/1983;1.083;-5.74;0.885
06/01/1983;1.074;-5.739;0.884
06/02/1983;1.063;-5.737;0.884
06/03/1983;1.056;-5.735;0.883
06/04/1983;1.049;-5.733;0.882
06/05/1983;1.044;-5.731;0.88
06/06/1983;1.029;-5.73;0.879
06/07/1983;1.017;-5.729;0.878
06/08/1983;1.007;-5.727;0.877
06/09/1983;0.993;-5.725;0.876
06/10/1983;0.983;-5.723;0.875
06/11/1983;0.969;-5.721;0.874
06/12/1983;0.958;-5.72;0.873
06/13/1983;0.948;-5.719;0.872
06/14/1983;0.943;-5.718;0.871
06/15/1983;0.933;-5.717;0.87
06/16/1983;0.922;-5.715;0.869
06/17/1983;0.909;-5.714;0.868
06/18/1983;0.895;-5.712;0.867
06/19/1983;0.888;-5.71;0.866
06/20/1983;0.877;-5.708;0.864
06/21/1983;0.871;-5.706;0.863
06/22/1983;0.861;-5.705;0.862
06/23/1983;0.855;-5.704;0.861
06/24/1983;0.841;-5.702;0.861
06/25/1983;0.827;-5.701;0.86
06/26/1983;0.821;-5.7;0.859
06/27/1983;0.808;-5.699;0.858
06/28/1983;0.795;-5.698;0.857
06/29/1983;0.784;-5.697;0.855
06/30/1983;0.774;-5.695;0.855
07/01/1983;0.759;-5.693;0.854
07/02/1983;0.753;-5.691;0.853
07/03/1983;0.747;-5.689;0.851
07/04/1983;0.735;-5.687;0.851
07/05/1983;0.729;-5.685;0.85
07/06/1983;0.722;-5.683;0.849
07/07/1983;0.715;-5.682;0.847
07/08/1983;0.705;-5.681;0.846
07/09/1983;0.692;-5.679;0.845
07/10/1983;0.681;-5.677;0.845
07/11/1983;0.668;-5.676;0.843
07/12/1983;0.662;-5.675;0.842
07/13/1983;0.648;-5.674;0.841
07/14/1983;0.634;-5.673;0.84
07/15/1983;0.625;-5.671;0.839
07/16/1983;0.614;-5.67;0.839
07/17/1983;0.605;-5.668;0.838
07/18/1983;0.597;-5.666;0.836
07/19/1983;0.591;-5.665;0.835
07/20/1983;0.581;-5.664;0.834
07/21/1983;0.572;-5.662;0.833
07/22/1983;0.559;-5.661;0.832
07/23/1983;0.55;-5.659;0.831
07/24/1983;0.543;-5.658;0.83
07/25/1983;0.534;-5.657;0.828
07/26/1983;0.522;-5.656;0.828
07/27/1983;0.508;-5.654;0.827
07/28/1983;0.497;-5.652;0.825
07/29/1983;0.487;-5.651;0.825
07/30/1983;0.481;-5.649;0.823
07/31/1983;0.475;-5.648;0.823
08/01/1983;0.467;-5.646;0.822
08/02/1983;0.46;-5.644;0.821
08/03/1983;0.453;-5.642;0.82
08/04/1983;0.44;-5.64;0.819
08/05/1983;0.434;-5.639;0.818
08/06/1983;0.42;-5.638;0.817
08/07/1983;0.411;-5.637;0.816
08/08/1983;0.405;-5.635;0.815
08/09/1983;0.4;-5.634;0.814
08/10/1983;0.39;-5.633;0.813
08/11/1983;0.38;-5.631;0.813
08/12/1983;0.371;-5.629;0.811
08/13/1983;0.358;-5.628;0.81
08/14/1983;0.352;-5.627;0.809
08/15/1983;0.346;-5.625;0.808
08/16/1983;0.337;-5.624;0.807
08/17/1983;0.326;-5.623;0.806
08/18/1983;0.311;-5.622;0.805
08/19/1983;0.3;-5.62;0.804
08/20/1983;0.293;-5.619;0.804
08/21/1983;0.284;-5.618;0.802
08/22/1983;0.269;-5.617;0.801
08/23/1983;0.263;-5.616;0.8
08/24/1983;0.251;-5.614;0.798
08/25/1983;0.246;-5.613;0.798
08/26/1983;0.233;-5.611;0.797
08/27/1983;0.228;-5.61;0.796
08/28/1983;0.221;-5.609;0.795
08/29/1983;0.209;-5.607;0.794
08/30/1983;0.203;-5.605;0.793
08/31/1983;0.192;-5.604;0.792
09/01/1983;0.181;-5.603;0.791
09/02/1983;0.176;-5.602;0.79
09/03/1983;0.163;-5.6;0.789
09/04/1983;0.154;-5.598;0.788
09/05/1983;0.145;-5.597;0.786
09/06/1983;0.131;-5.596;0.786
09/07/1983;0.119;-5.594;0.785
09/08/1983;0.108;-5.593;0.784
09/09/1983;0.095;-5.591;0.783
09/10/1983;0.086;-5.589;0.781
09/11/1983;0.077;-5.588;0.78
09/12/1983;0.067;-5.587;0.779
09/13/1983;0.059;-5.586;0.779
09/14/1983;0.051;-5.584;0.778
09/15/1983;0.045;-5.583;0.777
09/16/1983;0.036;-5.583;0.776
09/17/1983;0.026;-5.581;0.775
09/18/1983;0.015;-5.579;0.774
09/19/1983;0.008;-5.578;0.773
