#CandyMountain NPP, unit 11
#date;bc;ao;fha
1.2.1987;4.387;-5.992;1.293
2.2.1987;4.375;-5.988;1.291
3.2.1987;4.365;-5.985;1.29
4.2.1987;4.356;-5.983;1.29
5.2.1987;4.35;-5.979;1.289
6.2.1987;4.344;-5.977;1.288
7.2.1987;4.333;-5.975;1.287
8.2.1987;4.32;-5.971;1.286
9.2.1987;4.308;-5.969;1.285
10.2.1987;4.301;-5.966;1.283
11.2.1987;4.289;-5.962;1.283
12.2.1987;4.275;-5.958;1.282
13.2.1987;4.269;-5.957;1.28
14.2.1987;4.263;-5.955;1.28
15.2.1987;4.254;-5.951;1.278
16.2.1987;4.241;-5.949;1.277
17.2.1987;4.231;-5.947;1.276
18.2.1987;4.22;-5.944;1.275
19.2.1987;4.209;-5.942;1.274
20.2.1987;4.203;-5.938;1.273
21.2.1987;4.197;-5.935;1.272
22.2.1987;4.191;-5.933;1.271
23.2.1987;4.177;-5.931;1.27
24.2.1987;4.166;-5.93;1.269
25.2.1987;4.157;-5.926;1.268
26.2.1987;4.147;-5.923;1.267
27.2.1987;4.133;-5.921;1.265
28.2.1987;4.12;-5.918;1.264
1.3.1987;4.112;-5.916;1.264
2.3.1987;4.103;-5.912;1.263
3.3.1987;4.089;-5.911;1.262
4.3.1987;4.074;-5.909;1.261
5.3.1987;4.065;-5.907;1.26
6.3.1987;4.058;-5.904;1.259
7.3.1987;4.049;-5.903;1.258
8.3.1987;4.037;-5.902;1.257
9.3.1987;4.029;-5.898;1.256
10.3.1987;4.021;-5.896;1.255
11.3.1987;4.013;-5.893;1.254
12.3.1987;4.007;-5.891;1.253
13.3.1987;3.997;-5.888;1.253
14.3.1987;3.99;-5.885;1.252
15.3.1987;3.978;-5.882;1.251
16.3.1987;3.972;-5.879;1.25
17.3.1987;3.962;-5.876;1.248
18.3.1987;3.952;-5.873;1.247
19.3.1987;3.939;-5.871;1.247
20.3.1987;3.925;-5.869;1.246
21.3.1987;3.913;-5.866;1.245
22.3.1987;3.901;-5.863;1.244
23.3.1987;3.894;-5.86;1.243
24.3.1987;3.884;-5.857;1.242
25.3.1987;3.872;-5.854;1.241
26.3.1987;3.862;-5.852;1.24
27.3.1987;3.857;-5.851;1.239
28.3.1987;3.847;-5.849;1.237
29.3.1987;3.841;-5.848;1.237
30.3.1987;3.832;-5.845;1.236
31.3.1987;3.825;-5.842;1.235
1.4.1987;3.819;-5.839;1.234
2.4.1987;3.811;-5.835;1.233
3.4.1987;3.803;-5.832;1.231
4.4.1987;3.794;-5.829;1.23
5.4.1987;3.78;-5.825;1.229
6.4.1987;3.773;-5.822;1.228
7.4.1987;3.763;-5.82;1.227
8.4.1987;3.758;-5.818;1.227
9.4.1987;3.744;-5.817;1.225
10.4.1987;3.732;-5.815;1.224
11.4.1987;3.722;-5.812;1.224
12.4.1987;3.71;-5.809;1.223
13.4.1987;3.698;-5.807;1.222
14.4.1987;3.684;-5.805;1.221
15.4.1987;3.67;-5.802;1.22
16.4.1987;3.664;-5.8;1.219
17.4.1987;3.65;-5.798;1.218
18.4.1987;3.64;-5.795;1.217
19.4.1987;3.627;-5.792;1.216
20.4.1987;3.622;-5.79;1.215
21.4.1987;3.614;-5.788;1.214
22.4.1987;3.606;-5.786;1.213
23.4.1987;3.593;-5.784;1.212
24.4.1987;3.588;-5.781;1.211
25.4.1987;3.577;-5.778;1.21
26.4.1987;3.566;-5.777;1.209
27.4.1987;3.558;-5.774;1.208
28.4.1987;3.546;-5.772;1.208
29.4.1987;3.536;-5.77;1.206
30.4.1987;3.526;-5.768;1.205
1.5.1987;3.512;-5.765;1.204
2.5.1987;3.502;-5.763;1.203
3.5.1987;3.494;-5.761;1.202
4.5.1987;3.485;-5.758;1.201
5.5.1987;3.472;-5.755;1.2
6.5.1987;3.466;-5.752;1.199
7.5.1987;3.46;-5.75;1.198
8.5.1987;3.452;-5.749;1.197
9.5.1987;3.443;-5.746;1.196
10.5.1987;3.438;-5.744;1.196
11.5.1987;3.424;-5.742;1.194
12.5.1987;3.414;-5.739;1.193
13.5.1987;3.4;-5.737;1.192
14.5.1987;3.394;-5.735;1.191
15.5.1987;3.386;-5.733;1.19
16.5.1987;3.38;-5.731;1.189
17.5.1987;3.37;-5.728;1.188
18.5.1987;3.355;-5.726;1.187
19.5.1987;3.349;-5.724;1.186
20.5.1987;3.34;-5.722;1.185
21.5.1987;3.33;-5.719;1.184
22.5.1987;3.324;-5.716;1.183
23.5.1987;3.317;-5.713;1.182
24.5.1987;3.307;-5.71;1.18
25.5.1987;3.293;-5.708;1.18
26.5.1987;3.285;-5.706;1.178
27.5.1987;3.277;-5.703;1.177
28.5.1987;3.271;-5.701;1.177
29.5.1987;3.258;-5.698;1.175
30.5.1987;3.243;-5.697;1.175
31.5.1987;3.23;-5.694;1.174
1.6.1987;3.221;-5.693;1.173
2.6.1987;3.214;-5.691;1.172
3.6.1987;3.205;-5.689;1.171
4.6.1987;3.2;-5.687;1.171
5.6.1987;3.195;-5.685;1.17
6.6.1987;3.189;-5.682;1.168
7.6.1987;3.177;-5.681;1.167
8.6.1987;3.171;-5.678;1.166
9.6.1987;3.158;-5.675;1.165
10.6.1987;3.15;-5.673;1.165
11.6.1987;3.136;-5.672;1.164
12.6.1987;3.123;-5.669;1.163
13.6.1987;3.112;-5.668;1.162
14.6.1987;3.107;-5.666;1.161
15.6.1987;3.093;-5.663;1.161
16.6.1987;3.088;-5.661;1.159
17.6.1987;3.078;-5.659;1.159
18.6.1987;3.072;-5.657;1.158
19.6.1987;3.06;-5.656;1.157
20.6.1987;3.05;-5.653;1.156
21.6.1987;3.043;-5.651;1.154
22.6.1987;3.035;-5.65;1.154
23.6.1987;3.025;-5.648;1.152
24.6.1987;3.015;-5.646;1.151
25.6.1987;3.008;-5.644;1.15
26.6.1987;2.997;-5.641;1.148
27.6.1987;2.986;-5.64;1.147
28.6.1987;2.976;-5.638;1.146
29.6.1987;2.967;-5.637;1.145
30.6.1987;2.957;-5.635;1.144
1.7.1987;2.948;-5.632;1.143
2.7.1987;2.934;-5.629;1.142
3.7.1987;2.927;-5.627;1.141
4.7.1987;2.913;-5.626;1.14
5.7.1987;2.898;-5.625;1.139
6.7.1987;2.885;-5.624;1.137
7.7.1987;2.872;-5.622;1.136
8.7.1987;2.859;-5.619;1.135
9.7.1987;2.852;-5.616;1.134
10.7.1987;2.846;-5.614;1.133
11.7.1987;2.835;-5.612;1.132
12.7.1987;2.829;-5.611;1.131
13.7.1987;2.822;-5.608;1.13
14.7.1987;2.81;-5.606;1.129
15.7.1987;2.801;-5.604;1.127
16.7.1987;2.789;-5.602;1.127
17.7.1987;2.776;-5.599;1.125
18.7.1987;2.762;-5.598;1.124
19.7.1987;2.749;-5.597;1.123
20.7.1987;2.735;-5.594;1.121
21.7.1987;2.728;-5.593;1.12
22.7.1987;2.713;-5.59;1.119
23.7.1987;2.7;-5.588;1.118
24.7.1987;2.689;-5.586;1.117
25.7.1987;2.675;-5.584;1.117
26.7.1987;2.669;-5.582;1.116
27.7.1987;2.662;-5.581;1.115
28.7.1987;2.653;-5.58;1.114
29.7.1987;2.646;-5.577;1.113
30.7.1987;2.638;-5.576;1.113
31.7.1987;2.624;-5.575;1.111
1.8.1987;2.618;-5.573;1.11
2.8.1987;2.613;-5.571;1.109
3.8.1987;2.602;-5.569;1.108
4.8.1987;2.591;-5.567;1.107
5.8.1987;2.583;-5.566;1.105
6.8.1987;2.569;-5.564;1.104
7.8.1987;2.563;-5.563;1.103
8.8.1987;2.554;-5.56;1.101
9.8.1987;2.542;-5.557;1.101
10.8.1987;2.529;-5.555;1.099
11.8.1987;2.52;-5.553;1.098
12.8.1987;2.511;-5.55;1.097
13.8.1987;2.504;-5.548;1.096
14.8.1987;2.497;-5.546;1.095
15.8.1987;2.484;-5.544;1.094
16.8.1987;2.479;-5.543;1.093
17.8.1987;2.465;-5.541;1.092
18.8.1987;2.458;-5.54;1.091
19.8.1987;2.453;-5.538;1.089
20.8.1987;2.444;-5.535;1.088
21.8.1987;2.433;-5.534;1.087
22.8.1987;2.428;-5.533;1.087
23.8.1987;2.414;-5.531;1.086
24.8.1987;2.408;-5.528;1.084
25.8.1987;2.401;-5.525;1.083
26.8.1987;2.39;-5.524;1.081
27.8.1987;2.377;-5.522;1.081
28.8.1987;2.369;-5.52;1.079
29.8.1987;2.357;-5.518;1.079
30.8.1987;2.343;-5.515;1.078
31.8.1987;2.333;-5.513;1.076
1.9.1987;2.323;-5.512;1.076
2.9.1987;2.312;-5.509;1.075
3.9.1987;2.298;-5.508;1.074
4.9.1987;2.289;-5.506;1.073
5.9.1987;2.281;-5.505;1.072
6.9.1987;2.268;-5.503;1.071
7.9.1987;2.261;-5.501;1.07
8.9.1987;2.252;-5.5;1.069
9.9.1987;2.243;-5.499;1.067
10.9.1987;2.229;-5.497;1.067
11.9.1987;2.218;-5.495;1.066
12.9.1987;2.208;-5.494;1.065
13.9.1987;2.197;-5.492;1.063
14.9.1987;2.183;-5.491;1.063
15.9.1987;2.176;-5.49;1.061
16.9.1987;2.17;-5.488;1.06
17.9.1987;2.156;-5.485;1.059
18.9.1987;2.146;-5.484;1.058
19.9.1987;2.133;-5.481;1.057
20.9.1987;2.127;-5.48;1.056
21.9.1987;2.116;-5.479;1.055
22.9.1987;2.109;-5.477;1.055
23.9.1987;2.094;-5.475;1.054
24.9.1987;2.086;-5.472;1.054
25.9.1987;2.077;-5.471;1.053
26.9.1987;2.07;-5.469;1.052
27.9.1987;2.063;-5.468;1.051
28.9.1987;2.051;-5.466;1.05
29.9.1987;2.045;-5.463;1.05
30.9.1987;2.032;-5.461;1.049
1.10.1987;2.019;-5.458;1.048
2.10.1987;2.007;-5.457;1.046
3.10.1987;1.993;-5.454;1.046
4.10.1987;1.98;-5.453;1.044
5.10.1987;1.965;-5.452;1.043
6.10.1987;1.954;-5.451;1.042
7.10.1987;1.946;-5.449;1.041
8.10.1987;1.941;-5.448;1.04
9.10.1987;1.935;-5.447;1.039
10.10.1987;1.922;-5.445;1.038
11.10.1987;1.912;-5.443;1.037
12.10.1987;1.897;-5.442;1.036
13.10.1987;1.888;-5.439;1.035
14.10.1987;1.875;-5.437;1.035
15.10.1987;1.87;-5.436;1.034
16.10.1987;1.863;-5.435;1.033
17.10.1987;1.858;-5.432;1.032
18.10.1987;1.844;-5.431;1.031
19.10.1987;1.831;-5.429;1.03
20.10.1987;1.819;-5.428;1.029
21.10.1987;1.813;-5.427;1.027
22.10.1987;1.798;-5.426;1.027
23.10.1987;1.785;-5.424;1.025
24.10.1987;1.774;-5.422;1.024
25.10.1987;1.765;-5.42;1.023
26.10.1987;1.757;-5.418;1.022
27.10.1987;1.749;-5.416;1.021
28.10.1987;1.743;-5.414;1.02
29.10.1987;1.735;-5.412;1.019
30.10.1987;1.726;-5.41;1.018
31.10.1987;1.716;-5.409;1.018
1.11.1987;1.707;-5.407;1.017
2.11.1987;1.696;-5.405;1.016
3.11.1987;1.687;-5.403;1.014
4.11.1987;1.677;-5.401;1.013
5.11.1987;1.67;-5.4;1.012
6.11.1987;1.662;-5.398;1.011
7.11.1987;1.647;-5.397;1.011
8.11.1987;1.633;-5.395;1.009
9.11.1987;1.619;-5.394;1.009
10.11.1987;1.614;-5.392;1.008
11.11.1987;1.604;-5.391;1.007
12.11.1987;1.599;-5.389;1.006
13.11.1987;1.586;-5.386;1.005
14.11.1987;1.575;-5.385;1.004
15.11.1987;1.569;-5.383;1.003
16.11.1987;1.561;-5.381;1.002
17.11.1987;1.549;-5.379;1.002
18.11.1987;1.535;-5.377;1.001
19.11.1987;1.527;-5.376;1.0
20.11.1987;1.513;-5.374;1.0
21.11.1987;1.498;-5.373;0.998
22.11.1987;1.491;-5.37;0.997
23.11.1987;1.486;-5.368;0.996
24.11.1987;1.473;-5.366;0.995
25.11.1987;1.459;-5.364;0.994
26.11.1987;1.451;-5.362;0.993
27.11.1987;1.437;-5.36;0.992
28.11.1987;1.424;-5.358;0.992
29.11.1987;1.417;-5.357;0.99
30.11.1987;1.409;-5.356;0.99
1.12.1987;1.403;-5.354;0.989
2.12.1987;1.395;-5.353;0.988
3.12.1987;1.389;-5.352;0.986
4.12.1987;1.383;-5.351;0.985
5.12.1987;1.375;-5.349;0.984
6.12.1987;1.362;-5.349;0.984
7.12.1987;1.349;-5.346;0.983
8.12.1987;1.338;-5.344;0.982
9.12.1987;1.323;-5.343;0.981
10.12.1987;1.316;-5.341;0.98
11.12.1987;1.305;-5.339;0.979
12.12.1987;1.298;-5.337;0.977
13.12.1987;1.292;-5.336;0.976
14.12.1987;1.28;-5.334;0.975
15.12.1987;1.268;-5.332;0.974
16.12.1987;1.261;-5.33;0.973
17.12.1987;1.255;-5.328;0.973
18.12.1987;1.244;-5.327;0.972
19.12.1987;1.235;-5.325;0.97
20.12.1987;1.228;-5.323;0.969
21.12.1987;1.214;-5.321;0.969
22.12.1987;1.203;-5.319;0.967
23.12.1987;1.189;-5.318;0.966
24.12.1987;1.179;-5.317;0.965
25.12.1987;1.166;-5.315;0.964
26.12.1987;1.16;-5.314;0.964
27.12.1987;1.148;-5.311;0.962
28.12.1987;1.14;-5.31;0.961
29.12.1987;1.126;-5.308;0.961
30.12.1987;1.114;-5.306;0.959
31.12.1987;1.102;-5.304;0.958
1.1.1988;1.093;-5.303;0.957
2.1.1988;1.082;-5.301;0.956
3.1.1988;1.073;-5.3;0.955
4.1.1988;1.061;-5.297;0.954
5.1.1988;1.051;-5.295;0.953
6.1.1988;1.044;-5.293;0.952
7.1.1988;1.032;-5.291;0.952
8.1.1988;1.022;-5.289;0.951
9.1.1988;1.01;-5.288;0.95
10.1.1988;1.001;-5.286;0.949
11.1.1988;0.994;-5.284;0.948
12.1.1988;0.984;-5.282;0.947
13.1.1988;0.97;-5.28;0.946
14.1.1988;0.96;-5.279;0.945
15.1.1988;0.953;-5.277;0.943
16.1.1988;0.945;-5.276;0.943
17.1.1988;0.931;-5.274;0.942
18.1.1988;0.922;-5.273;0.941
19.1.1988;0.916;-5.271;0.94
20.1.1988;0.903;-5.268;0.939
21.1.1988;0.894;-5.267;0.938
22.1.1988;0.88;-5.266;0.937
23.1.1988;0.873;-5.263;0.936
24.1.1988;0.862;-5.262;0.935
25.1.1988;0.851;-5.26;0.934
26.1.1988;0.844;-5.258;0.933
27.1.1988;0.83;-5.257;0.932
28.1.1988;0.824;-5.256;0.931
29.1.1988;0.814;-5.254;0.93
30.1.1988;0.808;-5.254;0.929
31.1.1988;0.797;-5.253;0.928
1.2.1988;0.785;-5.252;0.926
2.2.1988;0.779;-5.25;0.926
3.2.1988;0.771;-5.248;0.925
4.2.1988;0.76;-5.247;0.924
5.2.1988;0.745;-5.245;0.923
6.2.1988;0.736;-5.242;0.922
7.2.1988;0.728;-5.241;0.922
8.2.1988;0.72;-5.239;0.92
9.2.1988;0.711;-5.238;0.919
10.2.1988;0.703;-5.236;0.918
11.2.1988;0.689;-5.234;0.917
12.2.1988;0.68;-5.233;0.916
13.2.1988;0.673;-5.231;0.914
14.2.1988;0.665;-5.229;0.913
15.2.1988;0.653;-5.226;0.913
16.2.1988;0.646;-5.225;0.912
17.2.1988;0.637;-5.223;0.911
18.2.1988;0.63;-5.222;0.909
19.2.1988;0.624;-5.22;0.908
20.2.1988;0.616;-5.218;0.907
21.2.1988;0.603;-5.216;0.906
22.2.1988;0.591;-5.214;0.905
23.2.1988;0.579;-5.212;0.904
24.2.1988;0.573;-5.211;0.904
25.2.1988;0.568;-5.209;0.902
26.2.1988;0.554;-5.208;0.901
27.2.1988;0.541;-5.206;0.9
28.2.1988;0.531;-5.205;0.899
29.2.1988;0.523;-5.202;0.898
1.3.1988;0.514;-5.201;0.898
2.3.1988;0.502;-5.199;0.897
3.3.1988;0.489;-5.197;0.896
4.3.1988;0.474;-5.196;0.896
5.3.1988;0.463;-5.195;0.895
6.3.1988;0.453;-5.194;0.894
7.3.1988;0.446;-5.192;0.893
8.3.1988;0.437;-5.191;0.891
9.3.1988;0.428;-5.19;0.89
10.3.1988;0.42;-5.188;0.889
11.3.1988;0.409;-5.186;0.888
12.3.1988;0.394;-5.184;0.887
13.3.1988;0.384;-5.182;0.886
14.3.1988;0.378;-5.18;0.886
15.3.1988;0.363;-5.178;0.884
16.3.1988;0.356;-5.176;0.884
17.3.1988;0.343;-5.175;0.883
18.3.1988;0.335;-5.175;0.882
19.3.1988;0.329;-5.173;0.881
20.3.1988;0.317;-5.171;0.881
21.3.1988;0.312;-5.171;0.879
22.3.1988;0.299;-5.17;0.878
23.3.1988;0.291;-5.168;0.877
24.3.1988;0.284;-5.167;0.876
25.3.1988;0.27;-5.166;0.875
26.3.1988;0.256;-5.164;0.874
27.3.1988;0.251;-5.163;0.874
28.3.1988;0.236;-5.161;0.872
29.3.1988;0.223;-5.159;0.871
30.3.1988;0.211;-5.157;0.87
31.3.1988;0.206;-5.155;0.869
1.4.1988;0.199;-5.153;0.868
2.4.1988;0.184;-5.152;0.867
3.4.1988;0.176;-5.15;0.866
4.4.1988;0.162;-5.148;0.864
5.4.1988;0.148;-5.148;0.863
6.4.1988;0.14;-5.146;0.861
7.4.1988;0.135;-5.145;0.861
8.4.1988;0.129;-5.143;0.86
9.4.1988;0.115;-5.142;0.859
10.4.1988;0.104;-5.14;0.858
11.4.1988;0.09;-5.138;0.857
12.4.1988;0.078;-5.136;0.856
13.4.1988;0.065;-5.135;0.855
14.4.1988;0.06;-5.133;0.854
15.4.1988;0.054;-5.131;0.854
16.4.1988;0.046;-5.129;0.853
17.4.1988;0.034;-5.128;0.851
18.4.1988;0.02;-5.126;0.85
19.4.1988;0.012;-5.124;0.85
