#Disneyland NPP, unit 11
#date;ao;bc;fha
12.9.1989;-5.719;5.549;1.369
13.9.1989;-5.715;5.539;1.368
14.9.1989;-5.713;5.526;1.366
15.9.1989;-5.709;5.517;1.365
16.9.1989;-5.708;5.512;1.364
17.9.1989;-5.706;5.507;1.364
18.9.1989;-5.703;5.5;1.362
19.9.1989;-5.7;5.488;1.362
20.9.1989;-5.698;5.48;1.361
21.9.1989;-5.694;5.475;1.36
22.9.1989;-5.692;5.466;1.359
23.9.1989;-5.689;5.458;1.358
24.9.1989;-5.688;5.452;1.357
25.9.1989;-5.685;5.438;1.356
26.9.1989;-5.682;5.424;1.355
27.9.1989;-5.678;5.411;1.354
28.9.1989;-5.675;5.402;1.353
29.9.1989;-5.672;5.392;1.352
30.9.1989;-5.668;5.384;1.351
1.10.1989;-5.665;5.372;1.349
2.10.1989;-5.663;5.366;1.348
3.10.1989;-5.661;5.354;1.347
4.10.1989;-5.658;5.347;1.347
5.10.1989;-5.655;5.34;1.345
6.10.1989;-5.653;5.33;1.344
7.10.1989;-5.649;5.321;1.343
8.10.1989;-5.645;5.306;1.342
9.10.1989;-5.642;5.295;1.341
10.10.1989;-5.639;5.283;1.34
11.10.1989;-5.635;5.275;1.339
12.10.1989;-5.633;5.268;1.338
13.10.1989;-5.631;5.257;1.337
14.10.1989;-5.627;5.25;1.336
15.10.1989;-5.626;5.24;1.334
16.10.1989;-5.624;5.225;1.333
17.10.1989;-5.622;5.217;1.332
18.10.1989;-5.619;5.205;1.332
19.10.1989;-5.616;5.195;1.331
20.10.1989;-5.613;5.186;1.329
21.10.1989;-5.61;5.175;1.328
22.10.1989;-5.609;5.164;1.327
23.10.1989;-5.607;5.153;1.326
24.10.1989;-5.604;5.146;1.325
25.10.1989;-5.602;5.132;1.323
26.10.1989;-5.599;5.126;1.323
27.10.1989;-5.597;5.12;1.322
28.10.1989;-5.594;5.106;1.32
29.10.1989;-5.591;5.094;1.32
30.10.1989;-5.588;5.089;1.319
31.10.1989;-5.584;5.075;1.318
1.11.1989;-5.583;5.063;1.317
2.11.1989;-5.582;5.052;1.317
3.11.1989;-5.578;5.043;1.315
4.11.1989;-5.575;5.037;1.314
5.11.1989;-5.572;5.023;1.313
6.11.1989;-5.568;5.014;1.312
7.11.1989;-5.567;5.005;1.311
8.11.1989;-5.565;4.993;1.31
9.11.1989;-5.563;4.984;1.309
10.11.1989;-5.561;4.973;1.308
11.11.1989;-5.559;4.961;1.307
12.11.1989;-5.557;4.951;1.306
13.11.1989;-5.555;4.937;1.305
14.11.1989;-5.552;4.926;1.304
15.11.1989;-5.55;4.917;1.303
16.11.1989;-5.547;4.91;1.302
17.11.1989;-5.544;4.902;1.301
18.11.1989;-5.542;4.887;1.301
19.11.1989;-5.538;4.874;1.3
20.11.1989;-5.536;4.868;1.299
21.11.1989;-5.534;4.853;1.297
22.11.1989;-5.531;4.84;1.296
23.11.1989;-5.529;4.826;1.295
24.11.1989;-5.527;4.814;1.294
25.11.1989;-5.526;4.802;1.293
26.11.1989;-5.523;4.792;1.292
27.11.1989;-5.521;4.779;1.29
28.11.1989;-5.519;4.772;1.289
29.11.1989;-5.517;4.765;1.288
30.11.1989;-5.514;4.757;1.287
1.12.1989;-5.512;4.743;1.286
2.12.1989;-5.511;4.732;1.285
3.12.1989;-5.508;4.727;1.284
4.12.1989;-5.505;4.718;1.283
5.12.1989;-5.503;4.712;1.281
6.12.1989;-5.502;4.707;1.28
7.12.1989;-5.5;4.695;1.279
8.12.1989;-5.499;4.68;1.278
9.12.1989;-5.497;4.67;1.277
10.12.1989;-5.495;4.659;1.276
11.12.1989;-5.492;4.645;1.275
12.12.1989;-5.491;4.64;1.275
13.12.1989;-5.488;4.634;1.273
14.12.1989;-5.487;4.619;1.272
15.12.1989;-5.485;4.606;1.271
16.12.1989;-5.484;4.593;1.271
17.12.1989;-5.482;4.586;1.27
18.12.1989;-5.48;4.578;1.269
19.12.1989;-5.477;4.567;1.268
20.12.1989;-5.476;4.556;1.266
21.12.1989;-5.474;4.544;1.265
22.12.1989;-5.471;4.534;1.264
23.12.1989;-5.469;4.525;1.263
24.12.1989;-5.467;4.516;1.262
25.12.1989;-5.465;4.507;1.261
26.12.1989;-5.463;4.5;1.26
27.12.1989;-5.461;4.49;1.259
28.12.1989;-5.459;4.478;1.258
29.12.1989;-5.456;4.465;1.258
30.12.1989;-5.454;4.455;1.257
31.12.1989;-5.45;4.445;1.255
1.1.1990;-5.448;4.434;1.254
2.1.1990;-5.446;4.428;1.254
3.1.1990;-5.445;4.42;1.253
4.1.1990;-5.443;4.413;1.251
5.1.1990;-5.44;4.4;1.251
6.1.1990;-5.437;4.395;1.25
7.1.1990;-5.436;4.384;1.249
8.1.1990;-5.434;4.378;1.248
9.1.1990;-5.431;4.368;1.246
10.1.1990;-5.428;4.36;1.246
11.1.1990;-5.425;4.349;1.244
12.1.1990;-5.424;4.34;1.243
13.1.1990;-5.422;4.333;1.242
14.1.1990;-5.419;4.321;1.241
15.1.1990;-5.418;4.315;1.24
16.1.1990;-5.415;4.305;1.24
17.1.1990;-5.414;4.292;1.239
18.1.1990;-5.413;4.28;1.238
19.1.1990;-5.411;4.273;1.238
20.1.1990;-5.408;4.267;1.236
21.1.1990;-5.405;4.252;1.235
22.1.1990;-5.403;4.24;1.234
23.1.1990;-5.401;4.228;1.232
24.1.1990;-5.399;4.218;1.231
25.1.1990;-5.397;4.211;1.23
26.1.1990;-5.395;4.198;1.23
27.1.1990;-5.392;4.193;1.229
28.1.1990;-5.39;4.185;1.227
29.1.1990;-5.389;4.178;1.227
30.1.1990;-5.386;4.17;1.225
31.1.1990;-5.385;4.159;1.224
1.2.1990;-5.383;4.149;1.223
2.2.1990;-5.381;4.144;1.222
3.2.1990;-5.378;4.137;1.221
4.2.1990;-5.376;4.128;1.22
5.2.1990;-5.374;4.115;1.22
6.2.1990;-5.372;4.109;1.219
7.2.1990;-5.37;4.1;1.218
8.2.1990;-5.367;4.09;1.216
9.2.1990;-5.365;4.08;1.215
10.2.1990;-5.362;4.07;1.214
11.2.1990;-5.361;4.059;1.213
12.2.1990;-5.358;4.048;1.212
13.2.1990;-5.356;4.04;1.211
14.2.1990;-5.354;4.031;1.21
15.2.1990;-5.351;4.016;1.21
16.2.1990;-5.35;4.005;1.208
17.2.1990;-5.347;3.997;1.207
18.2.1990;-5.346;3.991;1.207
19.2.1990;-5.344;3.983;1.205
20.2.1990;-5.342;3.976;1.204
21.2.1990;-5.34;3.964;1.204
22.2.1990;-5.338;3.951;1.203
23.2.1990;-5.336;3.937;1.202
24.2.1990;-5.334;3.924;1.201
25.2.1990;-5.331;3.915;1.2
26.2.1990;-5.33;3.91;1.198
27.2.1990;-5.327;3.901;1.198
28.2.1990;-5.325;3.886;1.196
1.3.1990;-5.324;3.873;1.195
2.3.1990;-5.322;3.86;1.194
3.3.1990;-5.321;3.854;1.193
4.3.1990;-5.32;3.841;1.192
5.3.1990;-5.319;3.831;1.19
6.3.1990;-5.318;3.817;1.19
7.3.1990;-5.315;3.807;1.189
8.3.1990;-5.314;3.8;1.188
9.3.1990;-5.313;3.79;1.187
10.3.1990;-5.311;3.78;1.186
11.3.1990;-5.308;3.767;1.185
12.3.1990;-5.306;3.757;1.184
13.3.1990;-5.304;3.751;1.183
14.3.1990;-5.302;3.738;1.182
15.3.1990;-5.301;3.724;1.181
16.3.1990;-5.299;3.71;1.18
17.3.1990;-5.297;3.704;1.179
18.3.1990;-5.296;3.697;1.177
19.3.1990;-5.294;3.684;1.176
20.3.1990;-5.291;3.676;1.175
21.3.1990;-5.289;3.662;1.174
22.3.1990;-5.287;3.652;1.173
23.3.1990;-5.284;3.642;1.172
24.3.1990;-5.281;3.631;1.171
25.3.1990;-5.279;3.622;1.17
26.3.1990;-5.276;3.613;1.169
27.3.1990;-5.275;3.603;1.169
28.3.1990;-5.273;3.593;1.168
29.3.1990;-5.271;3.585;1.166
30.3.1990;-5.27;3.578;1.165
31.3.1990;-5.268;3.565;1.164
1.4.1990;-5.266;3.554;1.164
2.4.1990;-5.265;3.541;1.162
3.4.1990;-5.263;3.534;1.161
4.4.1990;-5.262;3.529;1.16
5.4.1990;-5.261;3.515;1.159
6.4.1990;-5.258;3.505;1.158
7.4.1990;-5.256;3.493;1.156
8.4.1990;-5.254;3.486;1.155
9.4.1990;-5.252;3.473;1.154
10.4.1990;-5.251;3.46;1.152
11.4.1990;-5.249;3.454;1.152
12.4.1990;-5.248;3.445;1.15
13.4.1990;-5.247;3.439;1.149
14.4.1990;-5.245;3.43;1.149
15.4.1990;-5.242;3.423;1.148
16.4.1990;-5.241;3.41;1.147
17.4.1990;-5.238;3.403;1.146
18.4.1990;-5.237;3.391;1.145
19.4.1990;-5.234;3.386;1.143
20.4.1990;-5.233;3.379;1.143
21.4.1990;-5.231;3.372;1.142
22.4.1990;-5.23;3.363;1.14
23.4.1990;-5.227;3.351;1.139
24.4.1990;-5.226;3.344;1.138
25.4.1990;-5.224;3.336;1.137
26.4.1990;-5.224;3.329;1.137
27.4.1990;-5.222;3.323;1.136
28.4.1990;-5.22;3.315;1.135
29.4.1990;-5.218;3.306;1.134
30.4.1990;-5.217;3.299;1.133
1.5.1990;-5.216;3.29;1.132
2.5.1990;-5.214;3.281;1.131
3.5.1990;-5.212;3.274;1.13
4.5.1990;-5.21;3.259;1.129
5.5.1990;-5.209;3.25;1.129
6.5.1990;-5.206;3.243;1.127
7.5.1990;-5.204;3.236;1.126
8.5.1990;-5.202;3.231;1.125
9.5.1990;-5.201;3.219;1.123
10.5.1990;-5.2;3.205;1.123
11.5.1990;-5.199;3.194;1.122
12.5.1990;-5.197;3.186;1.12
13.5.1990;-5.195;3.173;1.119
14.5.1990;-5.192;3.163;1.118
15.5.1990;-5.19;3.15;1.117
16.5.1990;-5.189;3.14;1.116
17.5.1990;-5.186;3.127;1.115
18.5.1990;-5.184;3.121;1.114
19.5.1990;-5.182;3.113;1.113
20.5.1990;-5.179;3.102;1.112
21.5.1990;-5.177;3.089;1.111
22.5.1990;-5.176;3.077;1.11
23.5.1990;-5.175;3.063;1.109
24.5.1990;-5.172;3.056;1.108
25.5.1990;-5.171;3.051;1.107
26.5.1990;-5.169;3.043;1.106
27.5.1990;-5.168;3.035;1.105
28.5.1990;-5.166;3.023;1.104
29.5.1990;-5.165;3.011;1.103
30.5.1990;-5.163;3.001;1.102
31.5.1990;-5.16;2.992;1.101
1.6.1990;-5.159;2.984;1.1
2.6.1990;-5.157;2.977;1.098
3.6.1990;-5.155;2.971;1.098
4.6.1990;-5.153;2.961;1.097
5.6.1990;-5.151;2.955;1.096
6.6.1990;-5.149;2.945;1.095
7.6.1990;-5.147;2.94;1.095
8.6.1990;-5.145;2.932;1.094
9.6.1990;-5.142;2.918;1.093
10.6.1990;-5.14;2.906;1.092
11.6.1990;-5.138;2.895;1.091
12.6.1990;-5.136;2.887;1.09
13.6.1990;-5.135;2.88;1.089
14.6.1990;-5.133;2.871;1.088
15.6.1990;-5.132;2.86;1.087
16.6.1990;-5.13;2.849;1.086
17.6.1990;-5.128;2.841;1.085
18.6.1990;-5.127;2.833;1.084
19.6.1990;-5.126;2.819;1.083
20.6.1990;-5.125;2.812;1.083
21.6.1990;-5.123;2.799;1.082
22.6.1990;-5.12;2.787;1.081
23.6.1990;-5.119;2.776;1.08
24.6.1990;-5.118;2.764;1.079
25.6.1990;-5.116;2.759;1.078
26.6.1990;-5.114;2.749;1.077
27.6.1990;-5.112;2.738;1.076
28.6.1990;-5.11;2.729;1.074
29.6.1990;-5.108;2.723;1.073
30.6.1990;-5.106;2.709;1.072
1.7.1990;-5.104;2.702;1.072
2.7.1990;-5.103;2.691;1.07
3.7.1990;-5.102;2.685;1.07
4.7.1990;-5.1;2.674;1.069
5.7.1990;-5.098;2.666;1.067
6.7.1990;-5.097;2.657;1.067
7.7.1990;-5.096;2.65;1.066
8.7.1990;-5.094;2.637;1.065
9.7.1990;-5.093;2.622;1.063
10.7.1990;-5.091;2.61;1.063
11.7.1990;-5.09;2.598;1.062
12.7.1990;-5.088;2.586;1.061
13.7.1990;-5.087;2.571;1.06
14.7.1990;-5.085;2.564;1.059
15.7.1990;-5.083;2.549;1.058
16.7.1990;-5.081;2.536;1.057
17.7.1990;-5.08;2.522;1.056
18.7.1990;-5.077;2.509;1.055
19.7.1990;-5.076;2.496;1.054
20.7.1990;-5.075;2.484;1.053
21.7.1990;-5.072;2.472;1.052
22.7.1990;-5.07;2.467;1.051
23.7.1990;-5.068;2.456;1.05
24.7.1990;-5.066;2.443;1.049
25.7.1990;-5.065;2.431;1.048
26.7.1990;-5.064;2.426;1.047
27.7.1990;-5.062;2.416;1.045
28.7.1990;-5.059;2.407;1.044
29.7.1990;-5.058;2.392;1.043
30.7.1990;-5.056;2.384;1.042
31.7.1990;-5.055;2.376;1.041
1.8.1990;-5.054;2.366;1.04
2.8.1990;-5.052;2.355;1.039
3.8.1990;-5.051;2.341;1.038
4.8.1990;-5.049;2.327;1.037
5.8.1990;-5.046;2.314;1.036
6.8.1990;-5.045;2.302;1.035
7.8.1990;-5.043;2.29;1.034
8.8.1990;-5.042;2.282;1.033
9.8.1990;-5.04;2.267;1.032
10.8.1990;-5.038;2.26;1.031
11.8.1990;-5.037;2.249;1.029
12.8.1990;-5.035;2.237;1.029
13.8.1990;-5.034;2.222;1.028
14.8.1990;-5.031;2.217;1.027
15.8.1990;-5.03;2.204;1.025
16.8.1990;-5.027;2.193;1.025
17.8.1990;-5.026;2.186;1.023
18.8.1990;-5.024;2.175;1.023
19.8.1990;-5.023;2.168;1.022
20.8.1990;-5.021;2.162;1.021
21.8.1990;-5.02;2.151;1.02
22.8.1990;-5.019;2.142;1.019
23.8.1990;-5.018;2.131;1.019
24.8.1990;-5.016;2.121;1.018
25.8.1990;-5.015;2.111;1.017
26.8.1990;-5.014;2.097;1.016
27.8.1990;-5.012;2.085;1.015
28.8.1990;-5.01;2.074;1.014
29.8.1990;-5.009;2.066;1.013
30.8.1990;-5.008;2.058;1.012
31.8.1990;-5.006;2.05;1.01
1.9.1990;-5.005;2.038;1.01
2.9.1990;-5.003;2.029;1.008
3.9.1990;-5.001;2.02;1.007
4.9.1990;-5.0;2.01;1.006
5.9.1990;-4.998;2.001;1.004
6.9.1990;-4.997;1.995;1.003
7.9.1990;-4.995;1.985;1.002
8.9.1990;-4.993;1.98;1.001
9.9.1990;-4.992;1.97;1.0
10.9.1990;-4.99;1.964;0.999
11.9.1990;-4.988;1.953;0.998
12.9.1990;-4.986;1.944;0.996
13.9.1990;-4.985;1.93;0.996
14.9.1990;-4.984;1.921;0.995
15.9.1990;-4.982;1.912;0.993
16.9.1990;-4.98;1.905;0.993
17.9.1990;-4.979;1.894;0.992
18.9.1990;-4.978;1.88;0.991
19.9.1990;-4.977;1.874;0.99
20.9.1990;-4.975;1.861;0.989
21.9.1990;-4.973;1.855;0.987
22.9.1990;-4.972;1.846;0.987
23.9.1990;-4.97;1.839;0.985
24.9.1990;-4.968;1.832;0.984
25.9.1990;-4.966;1.824;0.983
26.9.1990;-4.964;1.818;0.982
27.9.1990;-4.962;1.809;0.982
28.9.1990;-4.961;1.803;0.981
29.9.1990;-4.96;1.794;0.98
30.9.1990;-4.957;1.781;0.979
1.10.1990;-4.956;1.771;0.979
2.10.1990;-4.955;1.76;0.978
3.10.1990;-4.953;1.752;0.977
4.10.1990;-4.951;1.743;0.975
5.10.1990;-4.949;1.728;0.974
6.10.1990;-4.947;1.719;0.973
7.10.1990;-4.946;1.704;0.971
8.10.1990;-4.944;1.69;0.971
9.10.1990;-4.943;1.683;0.97
10.10.1990;-4.941;1.671;0.969
11.10.1990;-4.939;1.656;0.968
12.10.1990;-4.937;1.646;0.967
13.10.1990;-4.935;1.64;0.965
14.10.1990;-4.933;1.629;0.964
15.10.1990;-4.932;1.615;0.963
16.10.1990;-4.93;1.601;0.962
17.10.1990;-4.929;1.586;0.96
18.10.1990;-4.927;1.573;0.959
19.10.1990;-4.925;1.567;0.959
20.10.1990;-4.924;1.554;0.958
21.10.1990;-4.923;1.54;0.957
22.10.1990;-4.921;1.534;0.955
23.10.1990;-4.919;1.524;0.955
24.10.1990;-4.918;1.516;0.953
25.10.1990;-4.916;1.505;0.953
26.10.1990;-4.914;1.491;0.951
27.10.1990;-4.912;1.485;0.95
28.10.1990;-4.91;1.472;0.949
29.10.1990;-4.907;1.458;0.948
30.10.1990;-4.906;1.444;0.947
31.10.1990;-4.905;1.429;0.945
1.11.1990;-4.903;1.421;0.945
2.11.1990;-4.902;1.413;0.943
3.11.1990;-4.9;1.405;0.942
4.11.1990;-4.898;1.396;0.941
5.11.1990;-4.897;1.389;0.94
6.11.1990;-4.896;1.376;0.939
7.11.1990;-4.894;1.37;0.938
8.11.1990;-4.893;1.358;0.937
9.11.1990;-4.892;1.351;0.936
10.11.1990;-4.89;1.344;0.934
11.11.1990;-4.889;1.331;0.933
12.11.1990;-4.887;1.325;0.932
13.11.1990;-4.885;1.313;0.931
14.11.1990;-4.883;1.299;0.93
15.11.1990;-4.881;1.292;0.93
16.11.1990;-4.879;1.279;0.928
17.11.1990;-4.877;1.273;0.928
18.11.1990;-4.876;1.267;0.927
19.11.1990;-4.875;1.253;0.925
20.11.1990;-4.874;1.243;0.925
21.11.1990;-4.872;1.23;0.924
22.11.1990;-4.87;1.216;0.923
23.11.1990;-4.868;1.21;0.923
24.11.1990;-4.867;1.201;0.922
25.11.1990;-4.867;1.19;0.922
26.11.1990;-4.866;1.184;0.921
27.11.1990;-4.864;1.178;0.92
28.11.1990;-4.861;1.164;0.92
29.11.1990;-4.86;1.156;0.918
30.11.1990;-4.859;1.149;0.917
1.12.1990;-4.858;1.135;0.916
2.12.1990;-4.857;1.122;0.915
3.12.1990;-4.855;1.109;0.914
4.12.1990;-4.854;1.101;0.913
5.12.1990;-4.852;1.094;0.912
6.12.1990;-4.85;1.089;0.911
7.12.1990;-4.849;1.075;0.911
8.12.1990;-4.847;1.066;0.91
9.12.1990;-4.845;1.056;0.909
10.12.1990;-4.844;1.046;0.907
11.12.1990;-4.843;1.033;0.907
12.12.1990;-4.842;1.027;0.906
13.12.1990;-4.84;1.021;0.905
14.12.1990;-4.84;1.006;0.904
15.12.1990;-4.837;0.998;0.903
16.12.1990;-4.836;0.99;0.902
17.12.1990;-4.835;0.978;0.902
18.12.1990;-4.834;0.967;0.901
19.12.1990;-4.832;0.954;0.9
20.12.1990;-4.831;0.948;0.898
21.12.1990;-4.83;0.938;0.897
22.12.1990;-4.827;0.929;0.897
23.12.1990;-4.826;0.918;0.896
24.12.1990;-4.824;0.905;0.895
25.12.1990;-4.823;0.896;0.895
26.12.1990;-4.821;0.881;0.893
27.12.1990;-4.819;0.867;0.892
28.12.1990;-4.818;0.859;0.891
29.12.1990;-4.817;0.846;0.89
30.12.1990;-4.815;0.835;0.889
31.12.1990;-4.814;0.826;0.888
1.1.1991;-4.813;0.818;0.887
2.1.1991;-4.811;0.808;0.886
3.1.1991;-4.809;0.799;0.886
4.1.1991;-4.807;0.785;0.885
5.1.1991;-4.805;0.774;0.884
6.1.1991;-4.803;0.764;0.884
7.1.1991;-4.801;0.757;0.882
8.1.1991;-4.8;0.743;0.882
9.1.1991;-4.798;0.731;0.881
10.1.1991;-4.796;0.725;0.879
11.1.1991;-4.795;0.717;0.878
12.1.1991;-4.794;0.708;0.877
13.1.1991;-4.792;0.699;0.876
14.1.1991;-4.791;0.691;0.875
15.1.1991;-4.79;0.678;0.874
16.1.1991;-4.788;0.67;0.874
17.1.1991;-4.787;0.657;0.872
18.1.1991;-4.785;0.651;0.872
19.1.1991;-4.783;0.637;0.871
20.1.1991;-4.781;0.625;0.87
21.1.1991;-4.78;0.618;0.869
22.1.1991;-4.778;0.607;0.868
23.1.1991;-4.776;0.601;0.868
24.1.1991;-4.774;0.592;0.867
25.1.1991;-4.773;0.582;0.866
26.1.1991;-4.773;0.577;0.865
27.1.1991;-4.772;0.565;0.864
28.1.1991;-4.77;0.555;0.862
29.1.1991;-4.768;0.542;0.862
30.1.1991;-4.767;0.531;0.861
31.1.1991;-4.765;0.525;0.86
1.2.1991;-4.763;0.51;0.859
2.2.1991;-4.761;0.503;0.858
3.2.1991;-4.76;0.492;0.857
4.2.1991;-4.759;0.48;0.856
5.2.1991;-4.757;0.475;0.855
6.2.1991;-4.755;0.46;0.854
7.2.1991;-4.753;0.454;0.853
8.2.1991;-4.751;0.444;0.852
9.2.1991;-4.75;0.433;0.851
10.2.1991;-4.748;0.421;0.85
11.2.1991;-4.746;0.407;0.849
12.2.1991;-4.744;0.399;0.848
13.2.1991;-4.743;0.393;0.847
14.2.1991;-4.741;0.379;0.846
15.2.1991;-4.739;0.367;0.845
16.2.1991;-4.738;0.356;0.844
17.2.1991;-4.737;0.342;0.843
18.2.1991;-4.736;0.337;0.842
19.2.1991;-4.734;0.326;0.841
20.2.1991;-4.732;0.317;0.84
21.2.1991;-4.731;0.31;0.839
22.2.1991;-4.73;0.304;0.838
23.2.1991;-4.728;0.298;0.837
24.2.1991;-4.727;0.292;0.837
25.2.1991;-4.726;0.287;0.836
26.2.1991;-4.724;0.275;0.835
27.2.1991;-4.722;0.265;0.834
28.2.1991;-4.721;0.26;0.832
1.3.1991;-4.72;0.247;0.831
2.3.1991;-4.719;0.235;0.831
3.3.1991;-4.717;0.22;0.83
4.3.1991;-4.716;0.214;0.828
5.3.1991;-4.714;0.2;0.828
6.3.1991;-4.713;0.193;0.827
7.3.1991;-4.712;0.186;0.826
8.3.1991;-4.71;0.178;0.825
9.3.1991;-4.708;0.171;0.824
10.3.1991;-4.706;0.164;0.823
11.3.1991;-4.704;0.154;0.822
12.3.1991;-4.703;0.145;0.821
13.3.1991;-4.701;0.13;0.82
14.3.1991;-4.699;0.119;0.819
15.3.1991;-4.698;0.107;0.818
16.3.1991;-4.697;0.1;0.817
17.3.1991;-4.696;0.092;0.816
18.3.1991;-4.694;0.082;0.815
19.3.1991;-4.692;0.071;0.814
20.3.1991;-4.691;0.058;0.813
21.3.1991;-4.689;0.046;0.811
22.3.1991;-4.687;0.035;0.81
23.3.1991;-4.685;0.025;0.809
24.3.1991;-4.684;0.017;0.808
25.3.1991;-4.682;0.01;0.807
26.3.1991;-4.68;0.003;0.806
