# label : detector calibration 16. 05. 2015
# y : intensity
#y5 y3 y1 y2 y4 time
1.2675 1.0736 1.3394 2.2171 1.5874 0.52
1.4499 1.3989 1.1259 1.9543 1.3199 0.53
1.5559 1.5244 0.8036 1.6658 1.3171 0.54
1.7036 1.4008 0.3527 1.5141 1.003 0.55
1.7006 1.6036 0.0135 1.3174 0.854 0.56
1.6969 1.7617 -0.1854 0.981 0.6111 0.57
1.8281 1.9607 -0.1384 0.7205 0.3623 0.58
1.906 2.0064 0.1407 0.6983 0.1829 0.59
2.0439 1.9439 0.6169 0.5637 0.0269 0.6
1.9987 2.3011 1.1232 0.4903 -0.1138 0.61
2.4023 2.4329 1.9497 0.5312 -0.2371 0.62
2.2456 2.5701 2.0596 0.7338 -0.3007 0.63
2.3992 2.6303 2.2631 0.8751 -0.3244 0.64
2.209 2.4911 2.2441 1.1342 -0.3669 0.65
2.2732 2.5582 1.7658 1.5516 -0.3964 0.66
2.2208 2.4395 1.1028 1.7861 -0.3381 0.67
2.5042 2.3967 0.4147 2.1315 -0.293 0.68
2.7272 2.3473 -0.2682 2.4809 -0.201 0.69
2.684 2.4996 -0.7007 2.3201 -0.0881 0.7
2.4979 2.5712 -0.7574 2.715 0.0303 0.71
2.2095 2.4606 -0.4558 2.4729 0.1497 0.72
2.3742 2.6427 0.1952 2.8635 0.3152 0.73
2.3934 2.1576 0.9391 2.4056 0.4415 0.74
2.4312 2.0945 2.0379 2.5063 0.5707 0.75
1.99 2.3217 2.484 2.0635 0.7397 0.76
2.0942 2.0813 2.7176 1.8528 0.735 0.77
1.7941 2.0788 3.0132 1.6183 0.8343 0.78
1.8707 1.7548 2.4959 1.1944 0.9838 0.79
1.7809 1.8286 1.5178 1.0371 0.9176 0.8
1.6615 1.7844 0.703 0.9168 0.9946 0.81
1.5648 1.4104 -0.1435 0.7293 0.9894 0.82
1.3838 1.2678 -0.7371 0.6689 0.9713 0.83
1.1277 1.2001 -1.0202 0.8062 0.9998 0.84
0.8893 1.2196 -0.8188 0.9362 0.7613 0.85
0.7879 1.0275 -0.2079 1.1524 0.7196 0.86
0.6136 0.9556 0.6439 1.3168 0.6224 0.87
0.5067 0.8113 1.5195 1.5847 0.4783 0.88
0.2905 0.7198 2.2401 1.8788 0.2838 0.89
0.1364 0.5518 2.659 2.0402 0.1423 0.9
-0.0286 0.4905 2.9591 2.187 -0.0362 0.91
-0.2071 0.3669 2.4887 2.4734 -0.2205 0.92
-0.3381 0.3095 1.9515 2.4144 -0.385 0.93
-0.4553 0.2484 1.0602 2.9576 -0.5468 0.94
-0.6315 0.2074 0.2125 2.6338 -0.6143 0.95
-0.7449 0.1563 -0.4308 2.7683 -0.7365 0.96
-0.8231 0.1558 -0.8357 2.1835 -0.8137 0.97
-1.0781 0.1375 -0.7405 2.2616 -0.7867 0.98
-1.1662 0.1376 -0.3734 2.022 -0.8914 0.99
-1.2399 0.1413 0.3064 1.7454 -0.864 1.0
-1.1465 0.1815 0.9661 1.27 -0.8573 1.01
-1.3529 0.1963 1.5346 1.1836 -0.7099 1.02
-1.3992 0.2576 2.0782 0.9537 -0.6224 1.03
-1.4494 0.3061 2.2678 0.7808 -0.6034 1.04
-1.3898 0.4052 2.3242 0.6296 -0.3769 1.05
-1.5983 0.4121 1.7203 0.6798 -0.2164 1.06
-1.6054 0.5085 1.0818 0.7172 -0.0473 1.07
-1.5746 0.656 0.581 0.9103 0.151 1.08
-1.5078 0.6652 0.1242 1.222 0.386 1.09
-1.5701 0.7935 -0.1502 1.5624 0.5888 1.1
-1.3763 0.8623 -0.2203 1.5655 0.7109 1.11
-1.4559 0.9216 -0.0414 2.1533 0.9775 1.12
-1.221 1.0184 0.2803 2.1649 1.0529 1.13
-1.2789 1.0788 0.6428 2.2237 1.3882 1.14
-1.1644 1.295 0.9646 2.603 1.5806 1.15
-1.1565 1.218 1.1995 2.7414 1.496 1.16
-1.0455 1.2154 1.2582 2.5061 1.5116 1.17
-1.1491 1.4764 1.2163 2.2237 1.773 1.18
-1.0195 1.382 0.9526 2.0792 1.8216 1.19
-0.8825 1.3909 0.8132 1.914 1.9349 1.2
-0.9923 1.4022 0.6224 1.8846 1.7554 1.21
-0.9125 1.4929 0.5603 1.5027 1.7802 1.22
-0.8652 1.3624 0.5624 1.138 1.7479 1.23
-0.7939 1.5975 0.5188 0.9808 1.5083 1.24
-0.7621 1.5935 0.5799 0.7066 1.3336 1.25
-0.7654 1.448 0.6158 0.5635 1.2828 1.26
-0.7041 1.2724 0.6542 0.4235 1.1481 1.27
-0.7864 1.1784 0.5248 0.4379 1.0166 1.28
-0.7977 1.292 0.3457 0.4714 0.7391 1.29
-0.7442 1.2336 0.1705 0.6609 0.6125 1.3
-0.7207 0.9804 0.0274 0.9013 0.5676 1.31
-0.7754 0.8587 -0.0152 1.0657 0.3916 1.32
-0.9201 0.7412 0.0728 1.3073 0.3354 1.33
-0.8857 0.6828 0.2808 1.7783 0.2385 1.34
-0.9581 0.5755 0.6407 2.0511 0.1766 1.35
-1.1358 0.4687 1.0001 2.1766 0.1506 1.36
-1.028 0.3423 1.2202 2.3082 0.1683 1.37
-1.2509 0.198 1.2204 2.3414 0.1784 1.38
-1.3064 0.0555 1.1517 2.4096 0.2225 1.39
-1.3777 -0.0758 0.9296 2.1903 0.3196 1.4
-1.5527 -0.1928 0.4228 1.9873 0.4553 1.41
-1.5621 -0.2948 -0.1499 1.7117 0.587 1.42
-1.5819 -0.4429 -0.6988 1.514 0.6452 1.43
-1.9632 -0.5544 -1.0825 1.1722 0.8767 1.44
-2.0236 -0.6012 -1.1334 0.9368 0.8673 1.45
-2.1466 -0.7383 -0.9369 0.5327 1.0718 1.46
-2.1195 -0.8162 -0.4383 0.3381 1.2579 1.47
-2.3219 -0.8676 0.2406 0.1811 1.4612 1.48
-2.5842 -0.8581 0.8491 0.0708 1.5596 1.49
-2.3138 -0.8911 1.5303 0.0437 1.5507 1.5
-2.6795 -1.0369 1.8025 0.0937 1.692 1.51
-2.554 -0.9801 1.7082 0.2304 1.8179 1.52
-2.7104 -0.8887 1.2532 0.376 1.7392 1.53
-2.8189 -0.9705 0.5545 0.6899 1.8065 1.54
-2.5468 -0.9 -0.2834 0.946 1.6952 1.55
-2.5881 -0.9011 -1.1116 1.1601 1.5401 1.56
-2.8359 -0.8598 -1.7463 1.2736 1.5209 1.57
-2.955 -0.7071 -2.0818 1.5257 1.35 1.58
-2.9922 -0.6419 -1.6473 1.8326 1.2385 1.59
-2.8673 -0.5899 -1.3398 1.6719 1.0852 1.6
-2.6607 -0.466 -0.4448 1.7097 0.8029 1.61
-2.762 -0.3728 0.4292 1.682 0.5718 1.62
-2.3897 -0.2895 1.3374 1.6404 0.3633 1.63
-2.6074 -0.1818 1.6152 1.4 0.0986 1.64
-2.3982 -0.0578 1.8426 1.0477 -0.1463 1.65
-2.4515 0.0584 1.5497 0.7249 -0.3819 1.66
-2.2511 0.1732 0.7363 0.4593 -0.6169 1.67
-2.2978 0.2953 -0.1463 0.1695 -0.8392 1.68
-1.9595 0.4121 -1.1117 -0.0772 -1.0476 1.69
-1.8706 0.5082 -1.9894 -0.2466 -1.2089 1.7
-1.6662 0.5887 -2.2483 -0.3919 -1.4056 1.71
-1.4403 0.719 -2.3087 -0.3703 -1.4826 1.72
-1.3559 0.7422 -1.7673 -0.4013 -1.5794 1.73
-1.1842 0.9055 -1.0642 -0.2451 -1.6756 1.74
-1.1159 0.9634 -0.1758 -0.063 -1.6541 1.75
-0.9611 0.9266 0.5941 0.1463 -1.6049 1.76
-0.6826 0.9461 1.2131 0.4096 -1.5904 1.77
-0.5584 1.0837 1.2763 0.6716 -1.4091 1.78
-0.4076 0.9946 1.2633 0.8481 -1.3933 1.79
-0.248 1.0659 0.6581 1.0603 -1.4433 1.8
-0.1312 1.1836 -0.0522 1.29 -1.1696 1.81
0.0137 1.1217 -0.8292 1.4381 -1.186 1.82
0.1391 1.1226 -1.5305 1.4534 -1.0609 1.83
0.2427 1.0162 -1.9695 1.2838 -0.9329 1.84
0.3731 1.0603 -2.1467 1.037 -0.8873 1.85
0.5063 0.8429 -1.951 0.9287 -0.7703 1.86
0.5888 0.8522 -1.4459 0.6242 -0.6189 1.87
0.5997 0.7794 -0.8174 0.4073 -0.623 1.88
0.7672 0.675 -0.1569 0.0737 -0.6285 1.89
0.7794 0.5969 0.2927 -0.1988 -0.6179 1.9
0.8322 0.5447 0.5456 -0.4513 -0.6472 1.91
0.8671 0.4494 0.4218 -0.6277 -0.6802 1.92
0.9216 0.3395 0.1977 -0.7923 -0.7029 1.93
0.9484 0.2081 -0.2256 -0.7418 -0.9264 1.94
0.8801 0.1433 -0.715 -0.7245 -0.9097 1.95
0.7849 0.0424 -1.1398 -0.7031 -1.1921 1.96
0.8429 -0.0431 -1.4946 -0.5315 -1.3574 1.97
0.9087 -0.1174 -1.5775 -0.249 -1.549 1.98
0.8141 -0.1934 -1.2943 -0.016 -1.7434 1.99
0.7402 -0.2366 -1.2884 0.2284 -1.7797 2.0
0.7037 -0.3209 -0.888 0.4806 -2.2376 2.01
0.6306 -0.3178 -0.6614 0.7177 -2.0408 2.02
0.5882 -0.3678 -0.5665 0.894 -2.195 2.03
0.6363 -0.4081 -0.5937 0.9304 -2.6291 2.04
0.52 -0.4483 -0.6042 0.978 -2.6974 2.05
0.5256 -0.3745 -0.6669 0.873 -3.0219 2.06
0.4252 -0.3579 -0.7251 0.7581 -2.6215 2.07
0.3906 -0.3236 -0.9433 0.601 -2.6861 2.08
0.3933 -0.3041 -0.8 0.3551 -2.8688 2.09
0.3304 -0.234 -0.8242 0.0735 -2.9893 2.1
0.3005 -0.2038 -0.6351 -0.2312 -2.6936 2.11
0.2707 -0.1008 -0.5825 -0.507 -2.5185 2.12
0.3136 -0.0154 -0.6331 -0.7206 -2.5442 2.13
0.3187 0.095 -0.6501 -0.9935 -2.3694 2.14
0.2955 0.192 -0.9251 -1.0163 -2.174 2.15
0.3122 0.3331 -1.1346 -1.1595 -1.9467 2.16
0.3323 0.4231 -1.3808 -0.9937 -1.7387 2.17
0.4235 0.513 -1.6253 -0.954 -1.575 2.18
0.4007 0.7045 -1.6209 -0.8822 -1.4235 2.19
0.5344 0.8507 -1.5614 -0.6099 -1.277 2.2
0.5521 0.9211 -1.2736 -0.3083 -1.0964 2.21
0.6047 1.0626 -0.9086 -0.0579 -0.8614 2.22
0.7997 1.181 -0.4454 0.2059 -0.631 2.23
0.8868 1.4061 -0.0304 0.4124 -0.5528 2.24
0.9413 1.4708 0.2113 0.6837 -0.4095 2.25
1.1232 1.6656 0.1894 0.6907 -0.27 2.26
1.187 1.7353 -0.1069 0.8331 -0.1773 2.27
1.3881 1.8985 -0.6111 0.7346 -0.1373 2.28
1.4022 1.9131 -1.3813 0.6154 -0.0974 2.29
1.5601 1.8234 -1.7798 0.47 -0.101 2.3
1.6276 1.9372 -2.5006 0.2082 -0.1244 2.31
1.9247 2.0169 -2.6753 -0.068 -0.1781 2.32
1.9411 1.9589 -2.3267 -0.3273 -0.2522 2.33
2.0253 2.3766 -1.7924 -0.6032 -0.365 2.34
2.013 2.3221 -1.2436 -0.874 -0.4279 2.35
2.3419 2.3718 -0.4678 -1.0128 -0.5696 2.36
2.3639 2.1058 0.2541 -1.302 -0.6493 2.37
2.5232 1.9332 0.732 -1.1668 -0.839 2.38
2.396 1.9828 0.8707 -1.2655 -0.8605 2.39
2.5013 2.0936 0.5109 -1.1719 -0.9134 2.4
2.8718 2.0346 -0.1074 -0.972 -1.1232 2.41
2.9357 2.0005 -0.9894 -0.6888 -1.171 2.42
2.6559 1.8933 -1.8072 -0.4563 -1.218 2.43
2.7639 1.6848 -2.3769 -0.1842 -1.1956 2.44
2.7644 1.8275 -3.1369 0.0834 -1.1799 2.45
3.1987 1.4225 -2.8529 0.3101 -1.1977 2.46
2.8446 1.5957 -2.4278 0.4805 -1.0589 2.47
2.8762 1.4716 -1.7344 0.639 -0.9669 2.48
3.1485 1.1395 -0.7702 0.7877 -0.8881 2.49
2.9838 1.1202 0.1435 0.6373 -0.7326 2.5
2.8182 1.0269 0.7612 0.6376 -0.489 2.51
2.9565 0.9103 1.1022 0.4076 -0.3229 2.52
2.6966 0.7841 0.8479 0.2274 -0.1516 2.53
2.6762 0.6732 0.3332 -0.0401 0.0565 2.54
2.6377 0.6646 -0.486 -0.3149 0.2603 2.55
2.2304 0.6233 -1.2397 -0.6061 0.4476 2.56
2.2745 0.55 -2.3492 -0.9012 0.6964 2.57
2.0677 0.4259 -2.6551 -1.019 0.759 2.58
2.0292 0.4326 -2.7594 -1.0654 1.001 2.59
1.8778 0.394 -2.6216 -1.2631 1.141 2.6
1.6485 0.3357 -1.9663 -1.1387 1.2296 2.61
1.4113 0.3641 -0.9494 -1.0663 1.3729 2.62
1.3377 0.3374 -0.2334 -1.0002 1.2628 2.63
1.253 0.3396 0.4134 -0.7757 1.4161 2.64
1.0381 0.365 0.8473 -0.4201 1.3938 2.65
0.9824 0.443 0.8195 -0.16 1.2184 2.66
0.7167 0.4251 0.4636 0.1109 1.2369 2.67
0.6757 0.5039 -0.1407 0.3878 1.163 2.68
0.481 0.6216 -0.7738 0.6279 1.0377 2.69
0.4123 0.6204 -1.4162 0.6931 0.8621 2.7
0.257 0.7246 -1.9604 0.8093 0.6315 2.71
0.1709 0.7654 -2.0511 0.8856 0.4686 2.72
0.0905 0.8777 -2.0976 0.6703 0.2491 2.73
0.0011 1.0725 -1.4018 0.605 0.0837 2.74
-0.0722 1.182 -0.9977 0.3683 -0.1095 2.75
-0.1345 1.1813 -0.5178 0.1267 -0.3067 2.76
-0.1765 1.4151 -0.0643 -0.143 -0.4589 2.77
-0.203 1.2642 0.1884 -0.4288 -0.5638 2.78
-0.2408 1.5004 0.2539 -0.6217 -0.7033 2.79
-0.2624 1.4876 0.1234 -0.899 -0.7953 2.8
-0.2903 1.6924 -0.155 -1.0732 -0.9206 2.81
-0.2933 1.5625 -0.4273 -1.1582 -0.9492 2.82
-0.2503 1.7789 -0.7861 -1.1139 -0.9163 2.83
-0.2495 1.6592 -0.8518 -1.0609 -0.9704 2.84
-0.2236 1.8177 -0.9245 -0.8602 -0.9788 2.85
-0.2101 1.976 -0.9869 -0.6045 -0.8437 2.86
-0.1662 1.9654 -0.795 -0.3048 -0.8153 2.87
-0.127 1.879 -0.658 -0.0319 -0.6691 2.88
-0.0828 1.991 -0.4695 0.2529 -0.5527 2.89
-0.0364 1.7432 -0.4343 0.5488 -0.3803 2.9
0.0097 1.677 -0.3977 0.6942 -0.2918 2.91
0.05 1.594 -0.4843 0.8437 -0.1386 2.92
0.1013 1.6293 -0.4778 0.9483 0.0016 2.93
0.1376 1.4972 -0.4941 1.0646 0.1213 2.94
0.1593 1.455 -0.4168 0.9101 0.2235 2.95
0.1904 1.345 -0.2772 0.7748 0.3577 2.96
0.2266 1.1686 -0.091 0.571 0.4424 2.97
0.2457 1.1683 0.1274 0.4036 0.4859 2.98
0.2818 1.0607 0.3055 0.1318 0.4998 2.99
0.2635 0.8337 0.339 -0.1573 0.4672 3.0
0.2474 0.7249 0.2453 -0.3758 0.4865 3.01
0.2268 0.6096 -0.0171 -0.6526 0.4473 3.02
0.2084 0.431 -0.3571 -0.7138 0.313 3.03
0.1658 0.2968 -0.8284 -0.7742 0.2417 3.04
0.1422 0.1473 -1.0157 -0.799 0.0947 3.05
0.0664 -0.0024 -1.1636 -0.7915 -0.0481 3.06
0.0021 -0.1577 -1.1298 -0.6564 -0.2221 3.07
-0.0729 -0.2737 -0.7115 -0.4016 -0.3592 3.08
-0.1779 -0.4403 -0.22 -0.1379 -0.611 3.09
-0.2754 -0.524 0.3377 0.1519 -0.7765 3.1
-0.4104 -0.603 0.9832 0.4492 -0.8292 3.11
-0.4445 -0.7923 1.284 0.6895 -1.1229 3.12
-0.5773 -0.9251 1.5146 1.0341 -1.1404 3.13
-0.7963 -0.9999 1.1242 1.2458 -1.2318 3.14
-0.8668 -0.9374 0.7843 1.1823 -1.4826 3.15
-0.9847 -1.1072 0.0617 1.3151 -1.4157 3.16
-1.2378 -1.148 -0.6564 1.3147 -1.3962 3.17
-1.395 -1.1032 -1.3702 1.1996 -1.5101 3.18
-1.5393 -1.245 -1.7391 0.8295 -1.4515 3.19
-1.5406 -1.1161 -1.5807 0.6439 -1.3924 3.2
-1.6964 -1.2467 -1.2328 0.3965 -1.4721 3.21
-1.8075 -1.085 -0.4018 0.1236 -1.2483 3.22
-2.0593 -1.1934 0.4239 -0.1235 -1.1454 3.23
-2.0549 -1.1193 1.1573 -0.3785 -0.8943 3.24
-2.3427 -1.0395 1.8809 -0.5048 -0.7097 3.25
-2.2404 -0.9428 2.2686 -0.6454 -0.4952 3.26
-2.6886 -0.9893 1.8602 -0.6048 -0.3524 3.27
-2.6115 -0.8398 1.5125 -0.5464 -0.1239 3.28
-2.4029 -0.8055 0.6855 -0.449 0.1026 3.29
-2.5264 -0.7866 -0.1576 -0.2316 0.314 3.3
-2.6991 -0.6182 -1.0002 0.0426 0.553 3.31
-2.8684 -0.6308 -1.4539 0.3058 0.7212 3.32
-2.8742 -0.5694 -1.4677 0.5857 0.7978 3.33
-2.875 -0.4264 -1.2002 0.8167 1.0716 3.34
-2.9054 -0.3714 -0.6344 1.069 1.0988 3.35
-3.0946 -0.3494 0.279 1.4111 1.2726 3.36
-3.0848 -0.2447 1.2871 1.2971 1.1778 3.37
-2.5822 -0.2028 1.8931 1.3389 1.2559 3.38
-2.6784 -0.1848 2.2063 1.4966 1.2861 3.39
-2.6305 -0.1489 2.3172 1.4094 1.2124 3.4
-2.7579 -0.1301 2.0638 1.0348 1.387 3.41
-2.6695 -0.1267 1.2637 0.7923 1.1623 3.42
-2.6034 -0.1279 0.4885 0.6339 1.2096 3.43
-2.203 -0.1293 -0.3153 0.3382 0.9922 3.44
-2.1142 -0.1746 -0.8753 0.0622 1.024 3.45
-2.143 -0.2177 -1.1275 -0.1564 0.8848 3.46
-2.112 -0.249 -0.9801 -0.3806 0.751 3.47
-1.9334 -0.3536 -0.5084 -0.4814 0.6924 3.48
-1.6944 -0.3846 0.2073 -0.5363 0.5604 3.49
-1.5052 -0.5201 0.8939 -0.4274 0.4287 3.5
-1.3779 -0.563 1.7419 -0.3356 0.3744 3.51
-1.316 -0.6531 1.861 -0.1255 0.4001 3.52
-1.235 -0.7307 2.2673 0.1095 0.3786 3.53
-1.0729 -0.9373 2.1112 0.3891 0.4075 3.54
-0.9998 -1.1581 1.6324 0.6532 0.4188 3.55
-0.8599 -1.1113 1.0409 0.8738 0.5288 3.56
-0.837 -1.4233 0.366 1.2374 0.6535 3.57
-0.7191 -1.3699 -0.0293 1.3923 0.7498 3.58
-0.6124 -1.5397 -0.2256 1.419 0.8974 3.59
-0.5475 -1.6296 -0.2274 1.3745 1.0572 3.6
-0.4716 -1.8144 0.0179 1.5276 1.342 3.61
-0.3909 -2.0619 0.4024 1.4573 1.5193 3.62
-0.3444 -1.9957 0.8915 1.2696 1.5472 3.63
-0.2748 -2.0434 1.2514 0.9069 1.9003 3.64
-0.2465 -2.1844 1.3847 0.6916 2.1713 3.65
-0.2235 -2.4898 1.5768 0.4212 2.1448 3.66
-0.2098 -2.2892 1.2866 0.1169 2.3044 3.67
-0.2238 -2.5732 1.1801 -0.1277 2.5455 3.68
-0.2466 -2.7127 0.9481 -0.3115 2.5544 3.69
-0.2455 -2.8516 0.8707 -0.4168 2.9387 3.7
-0.2612 -2.8693 0.7278 -0.5113 2.9121 3.71
-0.3137 -2.6507 0.793 -0.5327 2.7722 3.72
-0.3548 -2.5147 0.7561 -0.3813 2.793 3.73
-0.3493 -2.7877 0.8197 -0.1959 2.9586 3.74
-0.4472 -2.5468 1.0559 0.0163 3.157 3.75
-0.5142 -2.7599 1.0439 0.2914 2.8299 3.76
-0.5529 -2.3867 0.9253 0.5557 2.4896 3.77
-0.6302 -2.5085 0.7674 0.8588 2.4193 3.78
-0.6248 -2.4482 0.6854 1.0964 2.4298 3.79
-0.6456 -2.6417 0.525 1.24 2.3436 3.8
-0.7223 -2.2587 0.529 1.3501 2.1559 3.81
-0.8112 -2.2466 0.645 1.3983 2.1011 3.82
-0.7631 -2.0803 0.8625 1.3303 1.7688 3.83
-0.8133 -1.8698 1.1749 1.321 1.4237 3.84
-0.8786 -1.9633 1.6504 1.1594 1.3846 3.85
-0.8653 -1.6773 1.7922 0.7736 1.1034 3.86
-0.8398 -1.7391 1.8259 0.5442 0.943 3.87
-0.7676 -1.5754 1.7915 0.2553 0.8877 3.88
-0.7723 -1.4607 1.3063 -0.0148 0.6727 3.89
-0.7652 -1.2322 1.0562 -0.2703 0.5593 3.9
-0.7857 -1.1876 0.4731 -0.4777 0.5077 3.91
-0.7186 -1.0246 -0.0007 -0.6198 0.4505 3.92
-0.6048 -1.0231 -0.2721 -0.7659 0.417 3.93
-0.5266 -0.9819 -0.295 -0.7163 0.4463 3.94
-0.5084 -0.865 0.0087 -0.5732 0.4636 3.95
-0.3749 -0.8057 0.5758 -0.4383 0.5263 3.96
-0.3174 -0.6791 1.2402 -0.2443 0.6879 3.97
-0.1779 -0.6033 1.8321 -0.0037 0.7536 3.98
-0.056 -0.5944 2.444 0.2625 0.8199 3.99
0.0647 -0.6207 2.3992 0.4905 0.8519 4.0
0.1899 -0.6423 2.2808 0.7162 1.1256 4.01
0.3387 -0.5838 1.958 0.8582 1.2034 4.02
0.5311 -0.6292 1.2847 0.9882 1.2396 4.03
0.6573 -0.615 0.4615 1.1907 1.3346 4.04
0.8563 -0.7246 -0.267 1.179 1.2907 4.05
0.92 -0.737 -0.8284 1.0074 1.4119 4.06
1.0414 -0.7864 -0.9787 0.7599 1.539 4.07
1.2113 -0.9537 -0.6388 0.5651 1.3762 4.08
1.479 -0.9762 -0.0325 0.2637 1.3326 4.09
1.5333 -1.1064 0.8139 -0.0122 1.2803 4.1
1.7492 -1.1205 1.7021 -0.322 1.0855 4.11
2.0197 -1.0956 2.3687 -0.5992 1.0668 4.12
1.852 -1.3536 2.9178 -0.7446 0.9273 4.13
2.0295 -1.4165 2.6178 -0.9499 0.7631 4.14
2.0152 -1.5404 2.5022 -1.1282 0.5375 4.15
2.3836 -1.5627 1.7257 -1.0362 0.3123 4.16
2.481 -1.5419 0.7291 -1.0745 0.1321 4.17
2.4244 -1.8143 -0.1487 -0.9117 -0.1045 4.18
2.6021 -1.6891 -0.8661 -0.6885 -0.3609 4.19
2.6755 -1.921 -1.2145 -0.4166 -0.5916 4.2
2.6324 -1.8847 -1.0418 -0.1627 -0.73 4.21
2.5697 -1.9918 -0.5032 0.0843 -0.8828 4.22
2.5302 -1.7932 0.2627 0.3175 -1.1211 4.23
2.6258 -1.9963 1.2523 0.5226 -1.2437 4.24
2.4037 -1.8329 1.8757 0.6929 -1.5291 4.25
2.5751 -1.8912 2.441 0.737 -1.4646 4.26
2.7319 -1.8274 2.8394 0.7296 -1.7675 4.27
2.3775 -2.0311 2.3133 0.5657 -1.7014 4.28
2.5089 -1.8944 1.5983 0.4061 -1.6189 4.29
2.1986 -2.0481 0.9243 0.1447 -1.6631 4.3
2.1543 -1.7887 0.1458 -0.1175 -1.7262 4.31
2.3072 -1.5514 -0.4983 -0.4198 -1.5558 4.32
1.9578 -1.7357 -0.8097 -0.7113 -1.5168 4.33
1.9057 -1.5297 -0.9175 -1.0909 -1.1788 4.34
2.0558 -1.2945 -0.5334 -1.2828 -1.2025 4.35
1.868 -1.2415 -0.0516 -1.5435 -0.9469 4.36
1.7282 -1.2757 0.6456 -1.3898 -0.8463 4.37
1.5631 -0.9959 1.1619 -1.7089 -0.6495 4.38
1.4699 -0.9249 1.702 -1.5413 -0.4906 4.39
1.315 -0.7179 1.9016 -1.3361 -0.3053 4.4
1.3576 -0.5799 1.7204 -1.16 -0.1668 4.41
1.2161 -0.4682 1.3889 -0.9458 -0.0532 4.42
0.9845 -0.3625 0.8781 -0.7766 0.0469 4.43
1.0486 -0.2336 0.3595 -0.4652 0.1295 4.44
0.9009 -0.0899 -0.0348 -0.2395 0.1812 4.45
0.7402 0.0433 -0.2959 -0.0271 0.2103 4.46
0.7619 0.1481 -0.3267 0.1122 0.2075 4.47
0.7509 0.25 -0.241 0.1904 0.1881 4.48
0.6153 0.372 -0.0104 0.1619 0.1204 4.49
0.5828 0.4879 0.2552 0.0724 0.0383 4.5
0.5365 0.5406 0.4573 -0.0779 -0.0666 4.51
0.6 0.5522 0.6596 -0.3111 -0.1664 4.52
0.5184 0.6237 0.6468 -0.6042 -0.2829 4.53
0.5634 0.7672 0.5326 -0.851 -0.4691 4.54
0.5236 0.7326 0.4944 -1.0948 -0.5937 4.55
0.6258 0.7474 0.3441 -1.4298 -0.7564 4.56
