# label : secret experiment #3643
# y : signal strength
#y1 y2 time
-0.0266 0.4213 1.75
0.0993 0.1522 1.76
0.2318 -0.0666 1.77
0.3423 -0.3002 1.78
0.5148 -0.4572 1.79
0.6031 -0.6732 1.8
0.7119 -0.7618 1.81
0.8309 -0.8837 1.82
0.9937 -0.8605 1.83
1.0395 -0.843 1.84
1.1612 -0.7372 1.85
1.2265 -0.6646 1.86
1.2487 -0.6011 1.87
1.4145 -0.4866 1.88
1.597 -0.3319 1.89
1.4116 -0.1723 1.9
1.6505 -0.0021 1.91
1.7065 0.1525 1.92
1.7459 0.2975 1.93
1.5532 0.4031 1.94
1.79 0.5332 1.95
1.6249 0.6337 1.96
1.4862 0.6227 1.97
1.7505 0.6554 1.98
1.4238 0.6245 1.99
1.3747 0.5883 2.0
1.5953 0.4247 2.01
1.5197 0.3387 2.02
1.3604 0.1838 2.03
1.3677 0.0106 2.04
1.2003 -0.1867 2.05
1.1334 -0.343 2.06
0.9842 -0.5465 2.07
1.009 -0.6704 2.08
0.9646 -0.9164 2.09
0.7605 -0.915 2.1
0.7334 -1.0537 2.11
0.6593 -1.0385 2.12
0.623 -1.2818 2.13
0.5804 -1.0526 2.14
0.4915 -1.0419 2.15
0.4115 -1.0362 2.16
0.3713 -0.9308 2.17
0.4019 -0.6299 2.18
0.3749 -0.4435 2.19
0.3423 -0.2592 2.2
0.3312 -0.0355 2.21
0.3675 0.2242 2.22
0.4382 0.4775 2.23
0.4307 0.7091 2.24
0.5364 0.8669 2.25
0.5224 1.0059 2.26
0.6043 1.205 2.27
0.6361 1.2985 2.28
0.7991 1.4393 2.29
0.8978 1.3933 2.3
0.9478 1.3796 2.31
0.9662 1.4852 2.32
1.1915 1.3256 2.33
1.2011 1.4122 2.34
1.498 1.1789 2.35
1.5528 1.034 2.36
1.5436 0.8981 2.37
1.6499 0.6883 2.38
1.7322 0.5908 2.39
1.9711 0.3804 2.4
2.1947 0.2528 2.41
2.3348 0.143 2.42
2.3122 0.0611 2.43
2.5121 0.0112 2.44
2.3738 -0.0064 2.45
2.3618 0.0119 2.46
2.3746 0.07 2.47
2.7831 0.1625 2.48
2.5712 0.2978 2.49
2.542 0.4456 2.5
2.3927 0.579 2.51
2.527 0.7052 2.52
2.5007 0.9735 2.53
2.3447 1.1116 2.54
2.2579 1.4217 2.55
2.5745 1.6186 2.56
2.3178 1.5476 2.57
2.2619 1.6125 2.58
2.0324 1.7641 2.59
2.183 2.0067 2.6
2.1383 1.7956 2.61
2.0689 1.7273 2.62
1.8533 1.8693 2.63
1.5646 1.6831 2.64
1.4312 1.4379 2.65
1.4421 1.1844 2.66
1.1691 1.1638 2.67
1.2307 0.8137 2.68
1.0833 0.576 2.69
0.8402 0.3322 2.7
0.7922 0.1301 2.71
0.6325 -0.1166 2.72
0.5854 -0.3521 2.73
0.4289 -0.557 2.74
0.3728 -0.7014 2.75
0.2771 -0.8582 2.76
0.1973 -0.9667 2.77
0.1333 -0.9351 2.78
0.0695 -0.8916 2.79
0.0163 -0.8359 2.8
-0.0192 -0.8869 2.81
-0.047 -0.8021 2.82
-0.0651 -0.6919 2.83
-0.0796 -0.6002 2.84
-0.0749 -0.4022 2.85
-0.0595 -0.3185 2.86
-0.0388 -0.1671 2.87
-0.008 -0.0574 2.88
0.0275 0.027 2.89
0.0744 0.088 2.9
0.122 0.1202 2.91
0.1851 0.1087 2.92
0.2639 0.0684 2.93
0.283 -0.0061 2.94
0.3943 -0.1191 2.95
0.4033 -0.277 2.96
0.4626 -0.4951 2.97
0.5148 -0.6607 2.98
0.65 -0.9358 2.99
0.745 -1.2023 3.0
0.763 -1.3896 3.01
0.8538 -1.5523 3.02
0.813 -1.922 3.03
0.9166 -1.8589 3.04
0.8488 -2.2485 3.05
0.9648 -2.4821 3.06
0.8174 -2.3448 3.07
0.9218 -2.8014 3.08
0.8499 -2.5592 3.09
0.8763 -2.3266 3.1
0.8685 -2.3055 3.11
0.8158 -2.5573 3.12
0.6308 -2.3008 3.13
0.569 -2.2306 3.14
0.5286 -1.897 3.15
0.4611 -1.7301 3.16
0.344 -1.6617 3.17
0.2266 -1.491 3.18
0.1238 -1.194 3.19
0.0077 -1.0161 3.2
-0.1096 -0.8427 3.21
-0.2656 -0.752 3.22
-0.3757 -0.545 3.23
-0.5324 -0.5552 3.24
-0.6726 -0.5238 3.25
-0.8346 -0.5451 3.26
-0.9706 -0.589 3.27
-1.154 -0.601 3.28
-1.1185 -0.6826 3.29
-1.4174 -0.7776 3.3
-1.4045 -0.9962 3.31
-1.5435 -1.0927 3.32
-1.793 -1.1914 3.33
-1.9058 -1.5183 3.34
-1.7937 -1.6526 3.35
-1.8022 -1.6096 3.36
-2.1387 -1.7963 3.37
-1.9233 -1.876 3.38
-2.3183 -2.0177 3.39
-2.0523 -1.8484 3.4
-2.3269 -1.8838 3.41
-2.0056 -1.6095 3.42
-2.1146 -1.7163 3.43
-1.9742 -1.5534 3.44
-2.0181 -1.2022 3.45
-2.0702 -0.9993 3.46
-1.9782 -0.8048 3.47
-1.8313 -0.6109 3.48
-2.0735 -0.3335 3.49
-1.6817 -0.0887 3.5
-1.9019 0.1275 3.51
-1.5697 0.3536 3.52
-1.6492 0.4885 3.53
-1.5941 0.717 3.54
-1.3086 0.8322 3.55
-1.2912 0.7812 3.56
-1.1568 0.7694 3.57
-1.1515 0.7557 3.58
-1.0549 0.7444 3.59
-0.8789 0.6346 3.6
-0.847 0.5645 3.61
-0.7512 0.3986 3.62
-0.6219 0.2403 3.63
-0.6027 0.0438 3.64
-0.4934 -0.1439 3.65
-0.4996 -0.3379 3.66
-0.4919 -0.5353 3.67
-0.3873 -0.6187 3.68
-0.4247 -0.7313 3.69
-0.3733 -0.9189 3.7
-0.3724 -0.8992 3.71
-0.3909 -1.0106 3.72
-0.4496 -1.0148 3.73
-0.4452 -0.9798 3.74
-0.4532 -0.8527 3.75
-0.5759 -0.7701 3.76
-0.5998 -0.6086 3.77
-0.6279 -0.5501 3.78
-0.7616 -0.3816 3.79
-0.7654 -0.2212 3.8
-0.9665 -0.0355 3.81
-0.8916 0.1244 3.82
-1.052 0.2648 3.83
-1.1288 0.3962 3.84
-1.3168 0.4856 3.85
-1.3943 0.4499 3.86
-1.3103 0.4695 3.87
-1.5952 0.4552 3.88
-1.4608 0.4255 3.89
-1.6364 0.2845 3.9
-1.6321 0.1628 3.91
-1.7374 -0.0232 3.92
-1.7595 -0.2097 3.93
-1.7105 -0.4835 3.94
-1.8613 -0.7071 3.95
-1.8855 -0.8763 3.96
-1.9281 -1.3113 3.97
-1.8142 -1.5356 3.98
-1.7988 -1.5745 3.99
-1.7085 -1.8849 4.0
-1.7447 -2.0074 4.01
-1.9523 -2.1205 4.02
-1.748 -2.3156 4.03
-1.7696 -2.4076 4.04
-1.5886 -2.2377 4.05
-1.5831 -2.1564 4.06
-1.27 -2.3199 4.07
-1.3935 -2.3846 4.08
-1.2344 -2.0922 4.09
-1.064 -1.9775 4.1
-0.8769 -1.9751 4.11
-0.7869 -1.493 4.12
-0.7199 -1.536 4.13
-0.5641 -1.3371 4.14
-0.4372 -1.091 4.15
-0.3231 -1.0279 4.16
-0.1671 -0.8763 4.17
-0.0455 -0.8658 4.18
0.0644 -0.8938 4.19
0.1797 -0.803 4.2
0.2742 -0.9571 4.21
0.3965 -0.9184 4.22
0.4896 -1.1227 4.23
0.5095 -1.3223 4.24
0.6218 -1.301 4.25
0.6709 -1.6226 4.26
0.7495 -1.6853 4.27
0.7787 -2.1062 4.28
0.7387 -2.3076 4.29
0.8487 -2.2154 4.3
0.7726 -2.6061 4.31
0.8101 -2.6152 4.32
0.6974 -2.7978 4.33
0.7146 -2.4252 4.34
0.6313 -2.8717 4.35
0.6392 -2.7818 4.36
0.5149 -2.4499 4.37
0.4828 -2.3248 4.38
0.4414 -2.2777 4.39
0.321 -2.0139 4.4
0.2458 -1.8182 4.41
0.1613 -1.5964 4.42
0.0539 -1.4554 4.43
-0.041 -1.1093 4.44
-0.1395 -0.9494 4.45
-0.2366 -0.6635 4.46
-0.3595 -0.4019 4.47
-0.4468 -0.2469 4.48
-0.5666 -0.0748 4.49
-0.6459 0.0544 4.5
-0.6251 0.1564 4.51
-0.7684 0.2177 4.52
-0.8304 0.239 4.53
-0.9259 0.2027 4.54
-0.9911 0.1485 4.55
-0.9854 0.0744 4.56
-0.9409 -0.0308 4.57
-0.924 -0.1525 4.58
-1.0059 -0.2942 4.59
-1.0342 -0.4234 4.6
-1.0353 -0.5154 4.61
-0.9984 -0.613 4.62
-0.8328 -0.8428 4.63
-0.9413 -0.842 4.64
-0.8244 -0.9703 4.65
-0.8017 -0.8208 4.66
-0.6917 -0.7927 4.67
-0.623 -0.8242 4.68
-0.5388 -0.7311 4.69
-0.4458 -0.6005 4.7
-0.3835 -0.4363 4.71
-0.3042 -0.1995 4.72
-0.1984 -0.0016 4.73
-0.1031 0.2238 4.74
-0.0112 0.4332 4.75
0.0769 0.7025 4.76
0.1681 0.9863 4.77
0.2273 1.0822 4.78
0.3181 1.3047 4.79
0.3322 1.4081 4.8
0.4568 1.4341 4.81
0.4791 1.6022 4.82
0.5525 1.5151 4.83
0.5296 1.7352 4.84
0.4963 1.5898 4.85
0.5829 1.413 4.86
0.5691 1.422 4.87
0.5725 1.2796 4.88
0.4764 1.0442 4.89
0.414 0.7365 4.9
0.4035 0.5891 4.91
0.3101 0.3654 4.92
0.2924 0.1568 4.93
0.169 -0.0253 4.94
0.0984 -0.2042 4.95
-0.0109 -0.3627 4.96
-0.125 -0.4192 4.97
-0.2322 -0.5081 4.98
-0.3341 -0.6322 4.99
-0.4936 -0.5569 5.0
-0.6304 -0.6066 5.01
-0.8182 -0.476 5.02
-0.8095 -0.383 5.03
-0.988 -0.3174 5.04
-1.1368 -0.1532 5.05
-1.3407 0.0005 5.06
-1.3198 0.1583 5.07
-1.6616 0.3234 5.08
-1.6302 0.4459 5.09
-1.8418 0.606 5.1
-1.8676 0.7443 5.11
-2.0082 0.7022 5.12
-1.948 0.8247 5.13
-1.9415 0.7409 5.14
-2.2455 0.8248 5.15
-2.3556 0.7113 5.16
-2.0608 0.5599 5.17
-2.068 0.4086 5.18
-2.373 0.2476 5.19
-2.1514 0.0625 5.2
-2.517 -0.1421 5.21
-2.4468 -0.3653 5.22
-2.4186 -0.573 5.23
-2.3631 -0.9092 5.24
-2.0116 -1.0272 5.25
-2.1475 -1.1871 5.26
-2.0799 -1.2918 5.27
-2.0259 -1.5763 5.28
-1.6992 -1.6434 5.29
-1.9048 -1.6086 5.3
-1.7993 -1.6974 5.31
-1.6001 -1.7033 5.32
-1.4972 -1.5232 5.33
-1.3563 -1.4742 5.34
-1.2808 -1.4509 5.35
-1.2278 -1.2891 5.36
-1.0765 -0.9343 5.37
-1.1276 -0.7844 5.38
-1.1209 -0.6068 5.39
-1.026 -0.3484 5.4
-0.819 -0.1895 5.41
-0.8083 0.0066 5.42
-0.788 0.1796 5.43
-0.699 0.2764 5.44
-0.6564 0.3648 5.45
-0.6984 0.4647 5.46
-0.7123 0.4587 5.47
-0.6887 0.5036 5.48
-0.7039 0.3986 5.49
-0.8042 0.3725 5.5
-0.8085 0.2544 5.51
-0.7764 0.1291 5.52
-0.84 0.0022 5.53
-1.0012 -0.1388 5.54
-0.9853 -0.3024 5.55
-1.1795 -0.4281 5.56
-1.0482 -0.4925 5.57
-1.3299 -0.6758 5.58
-1.2681 -0.7578 5.59
-1.3974 -0.709 5.6
-1.4431 -0.7998 5.61
-1.5693 -0.6629 5.62
-1.8325 -0.6568 5.63
-1.7821 -0.5511 5.64
-1.9804 -0.4154 5.65
-1.9426 -0.2076 5.66
-2.0591 0.0218 5.67
-2.1728 0.2544 5.68
-2.3235 0.5401 5.69
-2.1875 0.7921 5.7
-2.1745 0.9934 5.71
-2.4669 1.2936 5.72
-2.3713 1.5401 5.73
-2.1131 1.7629 5.74
-2.5186 2.011 5.75
-2.212 1.9004 5.76
-2.2787 2.2193 5.77
-2.1231 2.2695 5.78
-2.1192 2.0942 5.79
-2.3495 2.4726 5.8
-1.9809 2.256 5.81
-1.9437 2.092 5.82
-1.8438 2.1432 5.83
-1.8915 1.9089 5.84
-1.8082 1.6886 5.85
-1.6822 1.4695 5.86
-1.5353 1.5312 5.87
-1.4148 1.421 5.88
-1.1144 1.2529 5.89
-0.9786 1.0357 5.9
-0.8847 1.0244 5.91
-0.7744 0.9416 5.92
-0.6897 0.8115 5.93
-0.491 0.809 5.94
-0.3674 0.8816 5.95
-0.2109 0.8816 5.96
-0.0944 0.9907 5.97
0.028 1.1995 5.98
0.1413 1.4105 5.99
0.2806 1.3513 6.0
0.3956 1.6564 6.01
0.4316 2.0466 6.02
0.5594 2.1434 6.03
0.6623 2.3387 6.04
0.7227 2.4752 6.05
0.6818 2.5247 6.06
0.7528 2.7273 6.07
0.832 2.6487 6.08
0.7483 2.545 6.09
0.8537 2.6953 6.1
0.7806 2.6514 6.11
0.8145 2.3696 6.12
0.7349 2.2636 6.13
0.8089 2.2726 6.14
0.7208 1.8872 6.15
0.6153 1.6164 6.16
0.6334 1.4007 6.17
0.5587 1.1954 6.18
0.4583 1.0359 6.19
0.4611 0.7331 6.2
0.3751 0.526 6.21
0.2926 0.2835 6.22
0.197 0.1386 6.23
0.1647 0.0112 6.24
0.0885 -0.0823 6.25
0.026 -0.1409 6.26
-0.0284 -0.1335 6.27
-0.0796 -0.1198 6.28
-0.1169 -0.0651 6.29
-0.1665 0.0248 6.3
-0.178 0.1467 6.31
-0.2147 0.2675 6.32
-0.2064 0.3833 6.33
-0.2125 0.5237 6.34
-0.1805 0.76 6.35
-0.1567 0.881 6.36
-0.1383 1.0437 6.37
-0.0872 1.0327 6.38
-0.0322 1.1685 6.39
0.0324 1.2613 6.4
0.0998 1.188 6.41
0.1776 1.1874 6.42
0.2658 1.0745 6.43
0.3506 0.8777 6.44
0.4458 0.8127 6.45
0.6496 0.6801 6.46
0.7034 0.4594 6.47
0.829 0.2874 6.48
0.9636 0.0696 6.49
1.0764 -0.1335 6.5
1.1303 -0.3689 6.51
1.2672 -0.4725 6.52
1.5303 -0.6276 6.53
1.4318 -0.8803 6.54
1.7501 -0.978 6.55
1.5885 -0.9022 6.56
1.8172 -0.9817 6.57
1.922 -0.8967 6.58
2.0998 -0.9181 6.59
1.9423 -0.777 6.6
2.3731 -0.647 6.61
2.0611 -0.4788 6.62
2.3172 -0.2808 6.63
2.1039 -0.0482 6.64
2.178 0.1858 6.65
2.291 0.4164 6.66
2.1485 0.5881 6.67
2.3459 0.9309 6.68
2.357 1.0866 6.69
2.1338 1.179 6.7
2.1755 1.4512 6.71
2.1668 1.4912 6.72
1.865 1.5372 6.73
2.0633 1.5159 6.74
1.8125 1.6881 6.75
1.7965 1.4513 6.76
1.6469 1.2887 6.77
1.4236 1.306 6.78
1.4779 1.2296 6.79
1.1781 0.9478 6.8
1.1555 0.9276 6.81
1.0678 0.7632 6.82
0.9352 0.6511 6.83
0.8242 0.522 6.84
0.6967 0.3745 6.85
0.6033 0.3127 6.86
0.4532 0.2733 6.87
0.3984 0.2835 6.88
0.2893 0.2738 6.89
0.209 0.3513 6.9
0.1561 0.4308 6.91
0.0905 0.6537 6.92
0.0474 0.6912 6.93
0.0076 0.9904 6.94
-0.0189 1.1374 6.95
-0.0372 1.3859 6.96
-0.0448 1.48 6.97
-0.0406 1.9804 6.98
-0.0279 2.0014 6.99
-0.003 2.1464 7.0
0.0282 2.5298 7.01
0.0708 2.4442 7.02
0.1251 2.7254 7.03
0.1855 2.7171 7.04
0.2388 2.4884 7.05
0.2982 2.6336 7.06
0.4302 2.8243 7.07
0.4691 2.7095 7.08
0.5544 2.3559 7.09
0.6942 2.122 7.1
0.7379 1.9694 7.11
0.7648 1.7671 7.12
0.9136 1.6849 7.13
0.9355 1.3751 7.14
0.9609 1.0418 7.15
1.1845 0.8641 7.16
1.0537 0.6954 7.17
1.2054 0.5801 7.18
1.3257 0.5173 7.19
1.2234 0.4028 7.2
1.2928 0.3356 7.21
1.2442 0.3627 7.22
1.386 0.3573 7.23
1.1919 0.4293 7.24
1.3902 0.4782 7.25
1.3464 0.6021 7.26
1.3134 0.7614 7.27
1.1011 0.8785 7.28
1.0152 1.021 7.29
1.0391 1.0679 7.3
1.0135 1.3019 7.31
0.8846 1.4833 7.32
0.7753 1.4233 7.33
0.7078 1.6397 7.34
0.6283 1.6465 7.35
0.4936 1.4514 7.36
0.3186 1.3377 7.37
0.2361 1.2673 7.38
0.1118 1.1547 7.39
-0.0029 1.0581 7.4
-0.1316 0.8176 7.41
-0.2297 0.5406 7.42
-0.3553 0.2973 7.43
-0.4546 0.0125 7.44
-0.5746 -0.225 7.45
-0.6683 -0.5427 7.46
-0.7623 -0.6704 7.47
-0.8325 -0.9222 7.48
-0.8227 -1.2519 7.49
-0.9893 -1.1852 7.5
-1.0512 -1.4902 7.51
-0.9414 -1.6208 7.52
-1.1381 -1.5294 7.53
-1.0699 -1.6687 7.54
-1.0831 -1.5788 7.55
-1.1065 -1.4736 7.56
-0.9966 -1.3968 7.57
-0.9277 -1.2205 7.58
-0.8823 -0.9289 7.59
-0.9236 -0.7914 7.6
-0.7361 -0.721 7.61
-0.7728 -0.4598 7.62
-0.6114 -0.3454 7.63
-0.5302 -0.2249 7.64
-0.4071 -0.1161 7.65
-0.3189 -0.0242 7.66
-0.2112 0.0257 7.67
-0.1068 0.0374 7.68
0.0157 0.0201 7.69
0.1307 -0.0402 7.7
0.2555 -0.1255 7.71
0.3732 -0.2522 7.72
0.5297 -0.3907 7.73
0.559 -0.5932 7.74
0.7196 -0.6714 7.75
0.8612 -0.8929 7.76
0.8965 -1.16 7.77
0.986 -1.1403 7.78
1.1377 -1.4651 7.79
1.2117 -1.5782 7.8
1.159 -1.4684 7.81
1.2846 -1.7521 7.82
1.3055 -1.5948 7.83
1.3338 -1.679 7.84
1.4062 -1.6713 7.85
1.3277 -1.5723 7.86
1.304 -1.3054 7.87
1.375 -1.2796 7.88
1.3035 -0.9892 7.89
1.226 -0.7258 7.9
1.2875 -0.6167 7.91
1.0598 -0.3074 7.92
1.0113 -0.093 7.93
1.0374 0.1488 7.94
0.9516 0.3883 7.95
0.9419 0.5659 7.96
0.8495 0.6773 7.97
0.7913 0.8032 7.98
0.6061 0.8676 7.99
0.5992 1.0021 8.0
0.4751 1.0621 8.01
0.4195 0.8908 8.02
0.3491 0.8147 8.03
0.2845 0.7299 8.04
0.2588 0.6512 8.05
0.1833 0.5574 8.06
0.1512 0.3413 8.07
0.1168 0.2001 8.08
0.0962 0.0175 8.09
0.0865 -0.1518 8.1
0.0738 -0.2675 8.11
0.0911 -0.4478 8.12
0.103 -0.4677 8.13
0.1175 -0.5252 8.14
0.1519 -0.5977 8.15
0.2085 -0.6124 8.16
0.2782 -0.5561 8.17
0.3322 -0.4916 8.18
0.4614 -0.3263 8.19
0.5586 -0.1991 8.2
0.648 -0.0453 8.21
0.7833 0.1176 8.22
0.8826 0.2891 8.23
0.9739 0.516 8.24
0.9947 0.6408 8.25
1.2143 0.8243 8.26
1.2346 0.9134 8.27
1.4782 1.0673 8.28
1.7074 1.2363 8.29
1.583 1.2024 8.3
1.8185 1.1677 8.31
1.9274 1.1478 8.32
2.1249 1.0937 8.33
1.9907 1.0405 8.34
2.2148 0.753 8.35
2.4359 0.6781 8.36
2.3323 0.4108 8.37
2.4398 0.1549 8.38
2.5061 -0.0816 8.39
2.4206 -0.3025 8.4
2.8844 -0.5238 8.41
2.6903 -0.8819 8.42
2.8945 -1.0804 8.43
2.572 -1.2258 8.44
2.549 -1.3989 8.45
2.9337 -1.4785 8.46
2.6312 -1.6494 8.47
2.8319 -1.6807 8.48
2.4278 -1.6611 8.49
2.3472 -1.6826 8.5
2.4918 -1.6194 8.51
2.5664 -1.4668 8.52
2.5078 -1.3266 8.53
2.0457 -1.2295 8.54
2.2494 -1.1693 8.55
1.7948 -0.9907 8.56
2.0118 -0.7813 8.57
1.6585 -0.7212 8.58
1.5186 -0.5876 8.59
1.433 -0.5085 8.6
1.5115 -0.5157 8.61
1.4604 -0.5182 8.62
1.1955 -0.5666 8.63
1.1511 -0.5731 8.64
0.9908 -0.6843 8.65
0.8548 -0.7782 8.66
0.9086 -0.9648 8.67
0.7342 -1.1137 8.68
0.7772 -1.3376 8.69
0.6981 -1.5537 8.7
0.7022 -1.7908 8.71
0.5644 -1.9957 8.72
0.5768 -2.3524 8.73
0.6282 -2.5267 8.74
0.5673 -2.4918 8.75
0.5489 -3.04 8.76
0.6 -2.8875 8.77
0.6292 -2.9695 8.78
0.6745 -2.8813 8.79
0.7086 -2.7648 8.8
0.7266 -3.0634 8.81
0.8219 -3.0339 8.82
0.9329 -2.5556 8.83
0.9882 -2.4533 8.84
1.1075 -2.3972 8.85
1.0706 -1.9425 8.86
1.2396 -1.9644 8.87
1.1316 -1.5762 8.88
1.2371 -1.4676 8.89
1.3794 -1.2142 8.9
1.5227 -1.1221 8.91
1.4484 -0.8737 8.92
1.5294 -0.7974 8.93
1.768 -0.7399 8.94
1.6526 -0.69 8.95
1.8014 -0.5841 8.96
1.8702 -0.6766 8.97
1.8693 -0.7386 8.98
1.9088 -0.8345 8.99
1.8977 -0.9384 9.0
1.828 -0.9682 9.01
1.5417 -1.1995 9.02
1.698 -1.3341 9.03
1.5576 -1.3183 9.04
1.4873 -1.4478 9.05
1.4408 -1.766 9.06
1.4933 -1.8235 9.07
1.3135 -1.859 9.08
1.1494 -1.9178 9.09
0.9685 -1.8491 9.1
0.9059 -1.9006 9.11
0.838 -1.6608 9.12
0.6284 -1.6059 9.13
0.4984 -1.5248 9.14
0.4111 -1.2256 9.15
0.2309 -1.0345 9.16
0.0982 -0.8127 9.17
-0.0545 -0.4806 9.18
-0.1898 -0.2423 9.19
-0.3569 -0.0266 9.2
-0.4324 0.203 9.21
-0.5768 0.4165 9.22
-0.7898 0.6122 9.23
-0.8323 0.7154 9.24
-0.9709 0.9155 9.25
-1.0632 0.9883 9.26
-1.1766 0.9047 9.27
-1.3121 0.8811 9.28
-1.2675 0.9424 9.29
-1.3757 0.8134 9.3
-1.5647 0.6591 9.31
-1.6209 0.5177 9.32
-1.4028 0.3039 9.33
-1.4539 0.1421 9.34
-1.3974 -0.045 9.35
-1.6519 -0.2488 9.36
-1.5586 -0.397 9.37
-1.5226 -0.6009 9.38
-1.377 -0.6691 9.39
-1.3303 -0.7452 9.4
-1.3929 -0.8358 9.41
-1.3033 -0.995 9.42
-1.1445 -0.9412 9.43
-1.1031 -0.8765 9.44
-1.0827 -0.7545 9.45
-1.0415 -0.7596 9.46
-0.8598 -0.6653 9.47
-0.8303 -0.461 9.48
-0.6469 -0.3005 9.49
-0.6129 -0.1307 9.5
