# label : detector calibration 27. 08. 2015
# y : intensity
#y3 y4 y5 y1 time y6 y2
1.1008 1.1961 -0.2603 0.3787 0.43 2.2783 0.2323
0.9324 -0.3793 -0.872 0.3409 0.44 2.3066 0.3356
0.7931 -0.9814 -1.2753 0.3373 0.45 2.6782 0.3769
0.5804 -0.5338 -1.4388 0.3257 0.46 2.7148 0.3691
0.3921 0.4245 -1.5625 0.3617 0.47 2.788 0.3625
0.3672 1.0115 -1.1436 0.3311 0.48 2.4162 0.2984
0.3013 0.9364 -0.7043 0.3429 0.49 2.7969 0.2028
0.2981 0.5967 -0.1622 0.3984 0.5 2.6438 0.0776
0.3079 0.6166 0.2726 0.4078 0.51 2.4564 -0.0469
0.3905 1.2671 0.5659 0.4704 0.52 2.3703 -0.1667
0.5647 2.1433 0.5085 0.5672 0.53 2.1015 -0.2432
0.7509 1.8253 0.3259 0.5795 0.54 2.0827 -0.2503
0.9919 0.8951 -0.0739 0.6603 0.55 2.1778 -0.2103
1.1301 -0.4925 -0.5504 0.6555 0.56 1.9489 -0.1289
1.3761 -1.1298 -0.8173 0.7442 0.57 1.9098 0.0276
1.6026 -0.6926 -0.9888 0.9543 0.58 1.7214 0.2658
1.7541 0.7186 -0.9425 0.9019 0.59 1.3874 0.4886
1.6943 1.6746 -0.7672 1.0855 0.6 1.2903 0.7714
2.0471 1.9125 -0.2193 1.0881 0.61 1.0426 1.1716
2.1261 1.2643 0.3341 1.2356 0.62 1.0104 1.4013
2.24 0.8551 0.9612 1.1742 0.63 0.9208 1.67
1.8882 0.8624 1.3895 1.3734 0.64 0.8901 1.7943
1.7747 1.3067 1.477 1.3879 0.65 0.788 1.8227
1.9365 1.5084 1.3665 1.5909 0.66 0.7773 1.7665
1.7875 0.73 1.0635 1.6711 0.67 0.8067 1.7142
1.4129 -0.3405 0.6797 1.7801 0.68 0.7984 1.4578
1.166 -0.8606 0.354 1.8417 0.69 0.8068 1.1814
1.0561 -0.422 0.1181 1.8864 0.7 0.9466 0.74
0.812 1.0318 0.1085 1.7337 0.71 0.922 0.3127
0.5482 2.3673 0.3193 1.8023 0.72 1.2129 -0.1283
0.2675 2.5731 0.8397 1.8943 0.73 1.1463 -0.537
0.0776 1.8766 1.3014 1.8431 0.74 1.3278 -0.8443
-0.1086 0.735 1.9418 1.7928 0.75 1.6065 -1.1562
-0.2115 0.2119 2.3687 1.7609 0.76 1.6429 -1.2835
-0.2878 0.4888 2.5244 1.8427 0.77 1.7758 -1.1445
-0.3581 0.9491 2.2658 1.8733 0.78 1.9951 -1.0459
-0.3645 0.793 2.1619 1.9258 0.79 1.922 -0.8328
-0.2932 0.2126 1.8192 1.7167 0.8 2.1838 -0.5402
-0.1838 -0.2341 1.222 1.6429 0.81 2.5385 -0.0418
-0.0286 0.1139 0.9295 1.6318 0.82 2.5783 0.4476
0.1398 1.4792 0.8036 1.7637 0.83 2.2275 0.9553
0.3379 2.6018 0.8588 1.5508 0.84 2.5618 1.4457
0.5097 3.1647 1.227 1.5539 0.85 2.3384 2.0459
0.7227 1.7595 1.5618 1.4488 0.86 2.3345 2.4646
0.9161 0.4542 1.9272 1.4093 0.87 2.3166 2.4453
1.1076 -0.4496 2.291 1.0966 0.88 2.3123 2.4599
1.0234 -0.2657 2.6483 0.9612 0.89 2.1744 2.8286
1.1219 0.5925 2.6891 0.9502 0.9 2.2559 2.4467
1.3381 1.0518 2.2153 0.8278 0.91 2.0815 1.9266
1.2534 1.1499 1.6123 0.619 0.92 1.8265 1.7081
1.0541 0.7168 1.2608 0.5759 0.93 1.6978 1.1433
1.0092 0.7098 0.6193 0.4106 0.94 1.2581 0.6887
0.8487 1.5481 0.2818 0.3033 0.95 1.2131 0.1494
0.6489 2.4739 0.2125 0.1746 0.96 1.0511 -0.2961
0.4396 2.5437 0.3524 0.0445 0.97 0.8868 -0.7146
0.2001 1.7351 0.7157 -0.0783 0.98 0.624 -0.9983
-0.052 0.1547 1.0931 -0.1784 0.99 0.5058 -1.0983
-0.3166 -0.9056 1.4126 -0.3291 1.0 0.3117 -1.0852
-0.5246 -0.7076 1.4994 -0.3704 1.01 0.1833 -0.98
-0.6643 0.4915 1.4849 -0.4649 1.02 0.0917 -0.8
-0.8992 1.5307 1.4913 -0.6355 1.03 0.0179 -0.4259
-0.9725 1.9255 0.9874 -0.6833 1.04 -0.0374 -0.0298
-1.1245 1.6708 0.308 -0.6865 1.05 -0.0576 0.3794
-1.2159 1.1263 -0.221 -0.732 1.06 -0.0632 0.7971
-1.1343 1.1434 -0.5975 -0.8873 1.07 -0.0309 1.1873
-1.1505 1.5818 -0.8718 -0.8292 1.08 0.0213 1.6787
-0.9796 1.9139 -0.7223 -0.9984 1.09 0.095 2.0253
-0.8107 1.2828 -0.3803 -0.9411 1.1 0.1943 2.1276
-0.6507 0.0585 0.0249 -0.8847 1.11 0.3208 2.1194
-0.3863 -0.87 0.4996 -0.956 1.12 0.4572 2.0398
-0.1907 -0.6366 0.8221 -1.0188 1.13 0.521 1.7692
0.0316 0.6354 0.9203 -0.8813 1.14 0.6323 1.6118
0.2337 2.0497 0.8587 -0.8595 1.15 0.8025 1.5001
0.4075 2.6545 0.5065 -0.8179 1.16 1.0098 1.1804
0.5175 2.2799 0.0436 -0.8358 1.17 1.1672 0.9408
0.7183 1.0703 -0.4117 -0.803 1.18 1.1699 0.586
0.6636 0.5602 -0.7533 -0.6146 1.19 1.3472 0.4381
0.7265 0.6472 -1.0015 -0.6501 1.2 1.3361 0.2732
0.6791 1.1544 -0.8559 -0.4929 1.21 1.441 0.1532
0.6743 0.9451 -0.4994 -0.453 1.22 1.4997 0.1471
0.5207 0.2897 -0.0154 -0.3642 1.23 1.4137 0.1573
0.4085 -0.4096 0.5962 -0.2645 1.24 1.4494 0.2488
0.1964 -0.268 1.0521 -0.1487 1.25 1.2975 0.3402
-0.0113 0.9512 1.4822 -0.0574 1.26 1.2381 0.4722
-0.203 2.225 1.4713 0.0391 1.27 1.0632 0.6653
-0.3994 2.7005 1.3545 0.1384 1.28 0.8388 0.7781
-0.6832 2.0963 0.832 0.2067 1.29 0.7045 0.851
-0.7926 0.9568 0.501 0.3421 1.3 0.6346 0.9623
-0.8622 -0.1679 0.1331 0.4008 1.31 0.3859 0.8304
-1.0506 -0.2381 -0.0369 0.4896 1.32 0.2377 0.9377
-1.1395 0.4246 0.0288 0.6194 1.33 0.0421 0.7886
-1.077 0.9001 0.3231 0.6862 1.34 -0.1607 0.7967
-0.977 0.7804 0.8846 0.6866 1.35 -0.3218 0.6041
-0.8573 0.3897 1.3674 0.7737 1.36 -0.5287 0.621
-0.7815 0.3139 2.1872 0.7526 1.37 -0.6654 0.6304
-0.6251 1.0251 2.3159 0.8517 1.38 -0.8832 0.6175
-0.3658 2.3696 2.4615 0.9173 1.39 -1.0114 0.6271
-0.1525 2.8394 2.4542 0.9861 1.4 -0.9735 0.8081
0.1091 2.1884 2.2967 0.9235 1.41 -1.1203 0.8974
0.3548 0.4451 1.8468 0.8368 1.42 -1.0816 1.0903
0.6212 -0.7041 1.3012 0.9786 1.43 -1.2307 1.2766
0.8905 -1.0015 1.0169 1.0003 1.44 -1.0887 1.4482
0.9612 -0.0071 0.9442 0.935 1.45 -1.0804 1.5231
1.1011 1.1092 1.1958 0.9078 1.46 -1.1042 1.8185
1.3159 1.6172 1.4159 0.8662 1.47 -0.8275 1.9628
1.2603 1.3255 1.9597 0.7127 1.48 -0.7587 1.8139
1.3241 0.8289 2.5809 0.7369 1.49 -0.6742 1.9555
1.4256 0.8244 2.5877 0.6807 1.5 -0.5231 1.722
1.3072 1.5592 3.0046 0.6714 1.51 -0.3923 1.5932
1.0704 2.023 2.8797 0.5177 1.52 -0.2491 1.0686
0.9266 1.3869 2.6896 0.5082 1.53 -0.0973 0.8162
0.8383 0.1557 2.1273 0.4587 1.54 0.0518 0.4852
0.5662 -1.1086 1.3457 0.3838 1.55 0.2063 0.0991
0.477 -1.0591 1.0018 0.258 1.56 0.3396 -0.2381
0.2967 -0.0884 0.8039 0.2275 1.57 0.3963 -0.4833
0.1226 1.4179 0.7411 0.1361 1.58 0.5491 -0.5873
0.0033 1.9866 0.98 0.0795 1.59 0.5967 -0.6168
-0.0718 1.8768 1.268 0.0128 1.6 0.5865 -0.563
-0.1132 0.9201 1.6125 -0.049 1.61 0.6727 -0.451
-0.1112 0.4368 2.0373 -0.0903 1.62 0.6383 -0.1094
-0.0451 0.5863 2.0377 -0.1612 1.63 0.5254 0.2826
0.0588 1.0125 2.0592 -0.1991 1.64 0.474 0.6709
0.2296 0.821 1.7972 -0.2126 1.65 0.3898 1.2115
0.3656 0.0665 1.3436 -0.2311 1.66 0.2799 1.6578
0.6764 -0.8484 0.6395 -0.2724 1.67 0.1494 2.1712
0.8567 -1.0137 0.1139 -0.2897 1.68 0.0187 2.6764
1.0964 0.0477 -0.2598 -0.2492 1.69 -0.1459 2.5025
1.3724 1.4613 -0.3553 -0.2399 1.7 -0.3137 2.8436
1.768 2.4827 -0.2701 -0.2158 1.71 -0.4241 3.1735
1.7065 2.0629 0.0771 -0.2074 1.72 -0.6477 2.8362
2.22 0.8216 0.5347 -0.1676 1.73 -0.8511 2.7042
2.3897 -0.2274 0.8762 -0.1043 1.74 -0.8849 2.1356
2.2955 -0.4382 1.1656 -0.0403 1.75 -1.0287 1.4938
2.5252 -0.0046 1.0411 0.0379 1.76 -1.2573 1.1056
2.4156 0.4374 0.9514 0.12 1.77 -1.1543 0.5127
2.2819 0.2775 0.4421 0.2156 1.78 -1.1964 0.0536
2.2744 -0.2571 -0.0569 0.3002 1.79 -1.3224 -0.4051
2.1456 -0.4912 -0.5747 0.4523 1.8 -1.2695 -0.7261
2.1177 0.2345 -0.8708 0.5018 1.81 -1.2814 -0.9062
2.0318 1.6116 -1.1388 0.6509 1.82 -1.3696 -0.9029
1.6381 2.4674 -0.9442 0.7984 1.83 -1.3388 -0.862
1.6862 1.9416 -0.5489 0.9595 1.84 -1.0763 -0.6752
1.3542 0.4893 -0.0602 1.024 1.85 -1.0896 -0.3708
1.1867 -0.8639 0.4842 1.2763 1.86 -0.9448 0.0593
0.9689 -1.3469 0.8521 1.27 1.87 -0.7863 0.5212
0.8886 -0.7271 1.1009 1.361 1.88 -0.5611 0.9629
0.8386 0.2833 0.9947 1.4564 1.89 -0.4119 1.459
0.8151 0.8148 0.7693 1.593 1.9 -0.2087 1.9231
0.8614 0.4697 0.307 1.8353 1.91 -0.033 2.3526
1.0046 0.1183 -0.1079 1.893 1.92 0.1291 2.3254
1.1015 0.2601 -0.403 2.1024 1.93 0.3176 2.5193
1.252 1.0789 -0.5757 2.3217 1.94 0.4824 2.3617
1.3381 1.6424 -0.4621 2.2499 1.95 0.5284 2.5204
1.5468 1.233 -0.048 2.4804 1.96 0.729 2.4006
1.9967 0.0564 0.4837 2.2734 1.97 0.6849 2.0694
2.1717 -1.2126 0.9847 2.3995 1.98 0.8161 1.5978
2.4352 -1.8361 1.5377 2.3672 1.99 0.8116 1.1327
2.2778 -1.1572 2.0341 2.9269 2.0 0.8592 0.8004
2.5738 0.3375 2.0414 2.9683 2.01 0.9024 0.5587
2.7373 1.3472 1.9513 2.6342 2.02 0.7896 0.2993
2.9906 1.1738 1.5195 2.9604 2.03 0.7343 0.1049
3.0181 0.5385 1.1024 2.9973 2.04 0.6701 -0.0131
2.7409 0.0139 0.6271 2.8484 2.05 0.4512 -0.0384
3.1144 0.1679 0.4625 2.7429 2.06 0.3417 0.0208
3.0098 0.6242 0.5618 2.9814 2.07 0.2421 0.1295
2.5049 0.5132 0.8311 2.8025 2.08 0.0705 0.3281
2.4048 -0.3107 1.1644 2.8505 2.09 -0.0745 0.5094
2.1021 -1.3288 1.8151 2.6558 2.1 -0.2368 0.7666
1.9021 -1.8255 2.5192 2.5421 2.11 -0.3443 1.0041
1.8113 -1.059 2.6039 2.7815 2.12 -0.4975 1.0286
1.6804 0.5044 2.4913 2.4371 2.13 -0.5671 1.1912
1.2634 1.5515 2.6087 2.6335 2.14 -0.755 1.2996
1.2133 1.5351 2.3769 2.4537 2.15 -0.8181 1.2802
1.0697 0.5918 1.7378 2.2441 2.16 -0.9053 1.3303
0.9187 -0.4557 1.1985 2.3246 2.17 -0.9575 1.2456
0.802 -0.7996 0.786 2.0733 2.18 -0.849 1.1439
0.8598 -0.5626 0.7244 2.0409 2.19 -0.765 1.0644
0.7749 -0.1444 0.7755 1.8356 2.2 -0.8582 1.1163
0.8434 -0.3449 1.0419 1.7969 2.21 -0.6496 0.9266
1.0497 -0.9825 1.5041 1.7563 2.22 -0.6627 0.9887
1.0718 -1.3938 2.068 1.5413 2.23 -0.5233 0.8835
1.3117 -0.7328 2.2942 1.6174 2.24 -0.3197 1.1273
1.5606 0.501 2.1482 1.4967 2.25 -0.1928 1.1706
1.649 1.7283 2.013 1.3436 2.26 -0.0278 1.3694
1.9466 1.5501 1.6753 1.2692 2.27 0.1421 1.2552
2.2065 0.3672 1.2748 1.2074 2.28 0.3449 1.5258
2.2392 -1.1155 0.63 1.0783 2.29 0.5003 1.4886
2.1969 -1.9614 0.0859 1.1248 2.3 0.6904 1.6044
2.2049 -1.5385 -0.2036 1.0032 2.31 0.7489 1.6617
2.5456 -0.6355 -0.2709 0.9198 2.32 0.9985 1.452
2.2092 -0.1117 -0.0667 0.9657 2.33 1.1146 1.3288
2.386 -0.3339 0.2915 0.8677 2.34 1.0504 1.1963
2.1904 -0.6689 0.733 0.8005 2.35 1.12 0.9095
2.0675 -0.5688 1.0447 0.8021 2.36 1.3415 0.6361
1.8416 0.2512 1.1013 0.7863 2.37 1.1945 0.4189
1.7119 1.0241 1.0052 0.7777 2.38 1.2727 0.1186
1.4566 1.1306 0.764 0.9296 2.39 1.3642 -0.1301
1.0188 -0.0985 0.1846 0.9716 2.4 1.2772 -0.2834
0.758 -1.7138 -0.3839 0.8591 2.41 1.0262 -0.3828
0.5666 -2.4802 -0.9202 0.9655 2.42 0.9719 -0.3712
0.3246 -1.9031 -1.3047 1.0445 2.43 0.8449 -0.2294
0.1734 -0.7148 -1.2648 0.9941 2.44 0.6614 -0.0177
0.0137 0.3109 -1.2384 1.1256 2.45 0.6025 0.2913
-0.0919 0.4707 -0.7478 1.2284 2.46 0.387 0.7099
-0.1322 -0.1064 -0.3097 1.1334 2.47 0.2081 1.0003
-0.1361 -0.4977 0.1313 1.244 2.48 0.0629 1.4113
-0.0937 -0.375 0.3865 1.4121 2.49 -0.1024 2.1192
-0.0085 0.165 0.4745 1.5739 2.5 -0.2657 2.1429
0.1234 0.2428 0.2983 1.4731 2.51 -0.3823 2.7031
0.2851 -0.5745 -0.0401 1.5511 2.52 -0.5338 2.6454
0.4065 -1.8096 -0.472 1.5733 2.53 -0.5402 2.7033
0.6944 -2.5091 -1.0003 1.5429 2.54 -0.6947 2.671
0.8608 -1.8487 -1.213 1.7112 2.55 -0.7496 2.6053
1.0461 -0.6347 -1.2453 1.6507 2.56 -0.8054 2.0126
1.1184 0.7015 -1.0988 1.9889 2.57 -0.7561 1.7452
1.1671 1.0067 -0.7297 1.9438 2.58 -0.7609 1.0994
1.3633 0.2617 -0.1953 1.8406 2.59 -0.6928 0.6094
1.2478 -0.7068 0.3441 1.872 2.6 -0.6256 0.1026
1.4558 -1.2335 0.8052 1.8787 2.61 -0.4994 -0.3302
1.1525 -1.0059 1.0449 1.7951 2.62 -0.3397 -0.7448
1.0686 -0.5604 0.9444 1.8204 2.63 -0.1994 -1.072
1.013 -0.8173 0.8874 1.7393 2.64 -0.0766 -0.9914
0.7714 -1.477 0.4633 1.7407 2.65 0.0718 -0.9649
0.6231 -1.9814 0.009 1.7924 2.66 0.2007 -0.9805
0.371 -1.9143 -0.3082 1.8585 2.67 0.336 -0.5698
0.1272 -0.4328 -0.4332 1.8887 2.68 0.4766 -0.2007
-0.127 0.8698 -0.3199 1.5375 2.69 0.5992 0.2534
-0.3613 1.219 0.0743 1.7185 2.7 0.6935 0.8489
-0.5554 0.263 0.5751 1.6205 2.71 0.8895 1.4045
-0.6851 -1.2799 1.1309 1.4765 2.72 0.895 1.903
-0.9356 -2.1488 1.5202 1.3984 2.73 0.9083 2.1296
-0.9156 -1.9942 1.7806 1.3441 2.74 0.9017 2.4558
-0.9771 -1.2396 2.0502 1.2176 2.75 0.9372 2.4734
-0.913 -0.7031 1.7993 0.9242 2.76 0.8593 2.4273
-0.9983 -0.9562 1.4591 0.8761 2.77 0.8877 2.4194
-0.7488 -1.4605 0.8818 0.6688 2.78 0.7401 2.4153
-0.6822 -1.22 0.5511 0.6495 2.79 0.6128 2.0052
-0.5412 -0.4178 0.2419 0.4768 2.8 0.5488 1.5032
-0.2735 0.5729 0.2186 0.3654 2.81 0.3399 1.1555
-0.0827 0.8323 0.4108 0.1867 2.82 0.1706 0.7613
0.1325 -0.0537 0.8563 0.0603 2.83 -0.0107 0.3495
0.3372 -1.6547 1.3216 -0.0703 2.84 -0.2036 0.0017
0.5541 -2.4111 1.804 -0.2009 2.85 -0.4021 -0.2683
0.7459 -2.2882 2.0525 -0.3142 2.86 -0.606 -0.4418
0.8017 -1.4782 2.0821 -0.4144 2.87 -0.8069 -0.5429
0.8215 -0.4677 1.8631 -0.4931 2.88 -1.0063 -0.5299
0.9442 -0.202 1.4343 -0.604 2.89 -1.0407 -0.4575
0.9413 -0.5472 0.7602 -0.7849 2.9 -1.2138 -0.2222
0.7541 -0.8884 0.205 -0.8375 2.91 -1.289 0.0198
0.6788 -0.6652 -0.2 -0.8921 2.92 -1.4385 0.323
0.5803 -0.0833 -0.4437 -1.0235 2.93 -1.658 0.5615
0.4182 0.1844 -0.3574 -1.0484 2.94 -1.5595 0.7977
0.207 -0.5246 -0.1127 -0.9785 2.95 -1.7159 1.0948
-0.0081 -1.7099 0.2493 -1.1783 2.96 -1.5414 1.1595
-0.2285 -3.0431 0.6354 -1.2079 2.97 -1.4685 1.4431
-0.4523 -2.4419 0.8841 -1.0623 2.98 -1.473 1.5307
-0.5745 -1.532 0.9185 -1.1679 2.99 -1.5069 1.2956
-0.746 -0.0307 0.785 -1.0564 3.0 -1.2768 1.4104
-0.9012 0.5762 0.3659 -1.0197 3.01 -1.0569 1.1618
-0.8878 0.0619 -0.2007 -1.0416 3.02 -0.9504 1.0325
-0.8907 -0.7407 -0.8304 -1.0906 3.03 -0.8305 0.8728
-0.87 -1.182 -1.2257 -0.9109 3.04 -0.745 0.7748
-0.8216 -1.0794 -1.5812 -0.9779 3.05 -0.6535 0.7771
-0.6482 -0.6035 -1.5195 -0.8443 3.06 -0.5474 0.6785
-0.4594 -0.9583 -1.3506 -0.777 3.07 -0.4235 0.6032
-0.2666 -1.8953 -1.151 -0.6849 3.08 -0.2617 0.629
-0.0252 -2.5942 -0.639 -0.689 3.09 -0.1955 0.7523
0.2373 -2.4742 -0.2553 -0.5732 3.1 -0.1575 0.7669
0.4339 -1.249 -0.065 -0.4089 3.11 -0.1217 0.8034
0.7737 0.2655 -0.1159 -0.38 3.12 -0.1072 0.9855
0.953 0.8859 -0.4296 -0.2252 3.13 -0.1304 0.8737
1.196 0.3554 -0.9425 -0.1457 3.14 -0.1837 0.969
1.3226 -0.9083 -1.2994 -0.051 3.15 -0.2614 0.8599
1.507 -1.8955 -1.9108 0.0531 3.16 -0.3211 0.7471
1.3776 -1.8841 -2.3198 0.1406 3.17 -0.4523 0.6115
1.4895 -1.2683 -2.1113 0.2488 3.18 -0.5741 0.5005
1.3463 -1.0785 -1.9378 0.3508 3.19 -0.693 0.3023
1.3211 -1.2355 -1.3849 0.3777 3.2 -0.8845 0.0899
1.3453 -1.6969 -0.9192 0.5369 3.21 -1.0542 -0.0974
1.1711 -1.7802 -0.4446 0.5715 3.22 -1.1977 -0.2459
0.9752 -0.8966 -0.0653 0.6549 3.23 -1.5515 -0.3536
0.8405 0.3202 0.063 0.7174 3.24 -1.7379 -0.4068
0.5476 1.011 -0.0381 0.7496 3.25 -1.6666 -0.3305
0.3875 0.3078 -0.321 0.8231 3.26 -1.8995 -0.2181
0.2473 -1.1282 -0.7167 0.7636 3.27 -2.2478 -0.0006
0.1146 -2.5988 -1.1148 0.8205 3.28 -2.3228 0.2788
0.0217 -2.4884 -1.3334 0.7642 3.29 -2.2197 0.6114
-0.0334 -1.9434 -1.6313 0.8922 3.3 -2.5674 0.9612
-0.0416 -0.8094 -1.3828 0.7999 3.31 -2.5445 1.3227
-0.0051 -0.4486 -0.8199 0.7913 3.32 -2.6473 1.5832
0.0801 -0.7171 -0.2423 0.7643 3.33 -2.5642 1.9703
0.23 -1.1879 0.3262 0.7173 3.34 -2.2883 2.1839
0.4225 -0.7892 0.7108 0.7362 3.35 -2.4411 2.1394
0.5717 -0.0362 1.0768 0.6696 3.36 -2.2279 1.9656
0.7529 0.4557 0.9497 0.6114 3.37 -2.0785 1.9867
1.1589 -0.056 0.7871 0.5812 3.38 -2.1954 1.6415
1.3948 -1.5384 0.3528 0.4893 3.39 -2.1833 1.2884
1.6413 -2.6577 -0.0891 0.4145 3.4 -1.7307 0.7449
1.8531 -2.8689 -0.4777 0.3642 3.41 -1.7954 0.3265
2.0261 -1.6509 -0.6405 0.3129 3.42 -1.6061 -0.1749
2.0606 -0.3737 -0.4953 0.2194 3.43 -1.4173 -0.6601
2.2168 0.3574 -0.1731 0.1661 3.44 -1.1753 -0.9861
2.4765 0.1408 0.2677 0.0848 3.45 -1.1389 -1.2305
2.2646 -0.5383 0.8701 0.021 3.46 -0.9121 -1.3833
2.3711 -0.8882 1.2691 -0.0495 3.47 -0.9117 -1.4225
2.4227 -0.7579 1.4383 -0.1018 3.48 -0.7908 -1.4686
2.111 -0.2905 1.5273 -0.1776 3.49 -0.7178 -1.2224
1.8891 -0.4999 1.2892 -0.2479 3.5 -0.7096 -0.8105
1.965 -1.4859 0.7899 -0.2843 3.51 -0.6609 -0.3185
1.6302 -2.4874 0.224 -0.3099 3.52 -0.7637 0.2167
1.4953 -2.6584 -0.2705 -0.3285 3.53 -0.7609 0.7935
1.2692 -1.4245 -0.571 -0.3701 3.54 -0.7612 1.2759
1.0385 0.0514 -0.7344 -0.3826 3.55 -0.8347 1.8369
0.7997 1.0851 -0.5374 -0.3989 3.56 -0.9631 1.9446
0.6237 0.7279 -0.2202 -0.3922 3.57 -1.1186 2.1829
0.6265 -0.3625 0.1771 -0.3783 3.58 -1.3617 2.2222
0.494 -1.4275 0.5606 -0.3703 3.59 -1.494 2.3795
0.5411 -1.609 0.8004 -0.3526 3.6 -1.7405 2.1773
0.559 -0.9723 0.7462 -0.293 3.61 -1.6406 1.7976
0.6822 -0.7389 0.5453 -0.2903 3.62 -1.9882 1.4716
0.7714 -0.9547 0.0173 -0.2186 3.63 -1.9625 0.9209
1.0859 -1.6293 -0.633 -0.138 3.64 -2.2055 0.4401
1.1793 -1.9351 -1.111 -0.0739 3.65 -2.2833 -0.0948
1.2744 -1.0718 -1.5749 0.0099 3.66 -2.3783 -0.5736
1.7142 0.2926 -1.6906 0.0978 3.67 -2.6213 -0.9179
1.7631 1.2218 -1.6851 0.1891 3.68 -2.6404 -1.2367
1.9073 0.9584 -1.704 0.3006 3.69 -2.6717 -1.3272
1.988 -0.401 -1.2048 0.4246 3.7 -2.5998 -1.3843
2.2129 -1.6236 -0.7659 0.5161 3.71 -2.5756 -1.2786
2.2786 -2.1412 -0.475 0.6135 3.72 -2.2217 -0.9654
2.3255 -1.5391 -0.4065 0.7293 3.73 -2.1895 -0.7416
2.3285 -0.7248 -0.5598 0.8477 3.74 -1.9937 -0.4153
2.3885 -0.3204 -0.9829 0.9228 3.75 -1.9699 -0.0722
2.0701 -0.6147 -1.416 1.0897 3.76 -1.7301 0.2677
2.2471 -0.8711 -1.867 1.2966 3.77 -1.6386 0.6699
1.9867 -0.6507 -2.2413 1.4406 3.78 -1.4039 0.9572
1.6476 0.2755 -2.6909 1.4822 3.79 -1.1802 1.1722
1.5457 1.0716 -2.4667 1.4946 3.8 -1.0143 1.2142
1.209 0.7994 -2.2767 1.5277 3.81 -0.8481 1.3157
0.9167 -0.4892 -2.0832 1.8487 3.82 -0.6762 1.1506
0.6943 -2.0775 -1.3138 1.7115 3.83 -0.4729 1.1258
0.4905 -2.41 -0.9998 1.75 3.84 -0.3738 0.8555
0.3382 -1.698 -0.7912 1.8704 3.85 -0.2296 0.6588
0.1843 -0.4301 -0.8017 1.9018 3.86 -0.0816 0.4945
0.0943 0.4726 -1.0058 2.089 3.87 0.0065 0.2704
0.0388 0.4966 -1.2934 2.0564 3.88 0.079 0.0881
0.0405 -0.0974 -1.925 2.1257 3.89 0.1179 -0.0434
0.0942 -0.389 -2.111 2.0399 3.9 0.1386 -0.132
0.1878 -0.124 -2.6087 2.2084 3.91 0.1269 -0.2035
