#Atlantis NPP, unit 16
#date;ao;fha;bc
1995-02-06;-6.331;1.277;5.676
1995-02-07;-6.327;1.276;5.664
1995-02-08;-6.325;1.275;5.649
1995-02-09;-6.322;1.274;5.64
1995-02-10;-6.319;1.273;5.627
1995-02-11;-6.317;1.271;5.615
1995-02-12;-6.313;1.27;5.6
1995-02-13;-6.31;1.269;5.59
1995-02-14;-6.308;1.268;5.58
1995-02-15;-6.306;1.266;5.568
1995-02-16;-6.303;1.265;5.558
1995-02-17;-6.3;1.264;5.549
1995-02-18;-6.297;1.263;5.534
1995-02-19;-6.294;1.262;5.52
1995-02-20;-6.291;1.261;5.514
1995-02-21;-6.289;1.26;5.503
1995-02-22;-6.286;1.259;5.488
1995-02-23;-6.284;1.257;5.478
1995-02-24;-6.281;1.256;5.469
1995-02-25;-6.279;1.256;5.457
1995-02-26;-6.277;1.255;5.449
1995-02-27;-6.275;1.254;5.444
1995-02-28;-6.273;1.253;5.433
1995-03-01;-6.27;1.252;5.425
1995-03-02;-6.267;1.251;5.415
1995-03-03;-6.265;1.25;5.402
1995-03-04;-6.263;1.249;5.392
1995-03-05;-6.26;1.248;5.385
1995-03-06;-6.258;1.247;5.376
1995-03-07;-6.256;1.246;5.366
1995-03-08;-6.253;1.245;5.359
1995-03-09;-6.25;1.244;5.352
1995-03-10;-6.249;1.243;5.346
1995-03-11;-6.246;1.243;5.335
1995-03-12;-6.243;1.241;5.324
1995-03-13;-6.239;1.24;5.317
1995-03-14;-6.238;1.239;5.309
1995-03-15;-6.237;1.238;5.303
1995-03-16;-6.234;1.238;5.295
1995-03-17;-6.231;1.237;5.284
1995-03-18;-6.228;1.236;5.276
1995-03-19;-6.226;1.235;5.269
1995-03-20;-6.225;1.233;5.263
1995-03-21;-6.224;1.232;5.25
1995-03-22;-6.221;1.231;5.241
1995-03-23;-6.219;1.23;5.235
1995-03-24;-6.218;1.229;5.221
1995-03-25;-6.215;1.229;5.216
1995-03-26;-6.213;1.228;5.207
1995-03-27;-6.21;1.227;5.199
1995-03-28;-6.207;1.225;5.187
1995-03-29;-6.205;1.225;5.18
1995-03-30;-6.202;1.224;5.175
1995-03-31;-6.199;1.222;5.169
1995-04-01;-6.197;1.221;5.159
1995-04-02;-6.195;1.22;5.15
1995-04-03;-6.192;1.22;5.141
1995-04-04;-6.19;1.219;5.133
1995-04-05;-6.186;1.218;5.124
1995-04-06;-6.184;1.216;5.114
1995-04-07;-6.182;1.216;5.106
1995-04-08;-6.179;1.215;5.099
1995-04-09;-6.176;1.214;5.086
1995-04-10;-6.173;1.213;5.072
1995-04-11;-6.172;1.211;5.064
1995-04-12;-6.169;1.21;5.056
1995-04-13;-6.166;1.209;5.049
1995-04-14;-6.164;1.208;5.035
1995-04-15;-6.162;1.207;5.02
1995-04-16;-6.159;1.206;5.01
1995-04-17;-6.158;1.205;5.0
1995-04-18;-6.156;1.204;4.994
1995-04-19;-6.154;1.203;4.988
1995-04-20;-6.152;1.202;4.982
1995-04-21;-6.15;1.201;4.969
1995-04-22;-6.148;1.2;4.96
1995-04-23;-6.147;1.199;4.95
1995-04-24;-6.144;1.198;4.943
1995-04-25;-6.143;1.197;4.929
1995-04-26;-6.14;1.197;4.915
1995-04-27;-6.139;1.195;4.906
1995-04-28;-6.137;1.194;4.898
1995-04-29;-6.136;1.193;4.887
1995-04-30;-6.133;1.192;4.88
1995-05-01;-6.131;1.192;4.866
1995-05-02;-6.128;1.191;4.859
1995-05-03;-6.127;1.19;4.851
1995-05-04;-6.124;1.19;4.837
1995-05-05;-6.122;1.188;4.827
1995-05-06;-6.121;1.187;4.82
1995-05-07;-6.12;1.187;4.808
1995-05-08;-6.117;1.186;4.8
1995-05-09;-6.115;1.185;4.795
1995-05-10;-6.113;1.184;4.785
1995-05-11;-6.11;1.183;4.778
1995-05-12;-6.107;1.182;4.773
1995-05-13;-6.106;1.18;4.766
1995-05-14;-6.104;1.18;4.754
1995-05-15;-6.102;1.179;4.745
1995-05-16;-6.1;1.178;4.738
1995-05-17;-6.098;1.177;4.723
1995-05-18;-6.095;1.176;4.717
1995-05-19;-6.094;1.175;4.708
1995-05-20;-6.092;1.175;4.7
1995-05-21;-6.091;1.173;4.687
1995-05-22;-6.088;1.172;4.677
1995-05-23;-6.086;1.171;4.667
1995-05-24;-6.084;1.17;4.659
1995-05-25;-6.082;1.169;4.644
1995-05-26;-6.08;1.168;4.632
1995-05-27;-6.078;1.167;4.619
1995-05-28;-6.076;1.166;4.606
1995-05-29;-6.073;1.165;4.596
1995-05-30;-6.07;1.164;4.589
1995-05-31;-6.068;1.163;4.58
1995-06-01;-6.066;1.162;4.573
1995-06-02;-6.065;1.161;4.564
1995-06-03;-6.064;1.16;4.552
1995-06-04;-6.063;1.159;4.542
1995-06-05;-6.06;1.157;4.534
1995-06-06;-6.058;1.156;4.522
1995-06-07;-6.056;1.156;4.512
1995-06-08;-6.054;1.155;4.505
1995-06-09;-6.052;1.154;4.49
1995-06-10;-6.051;1.152;4.479
1995-06-11;-6.05;1.151;4.467
1995-06-12;-6.049;1.15;4.462
1995-06-13;-6.047;1.149;4.451
1995-06-14;-6.046;1.148;4.445
1995-06-15;-6.044;1.147;4.431
1995-06-16;-6.041;1.147;4.423
1995-06-17;-6.04;1.146;4.415
1995-06-18;-6.039;1.145;4.4
1995-06-19;-6.037;1.144;4.387
1995-06-20;-6.034;1.143;4.38
1995-06-21;-6.033;1.142;4.368
1995-06-22;-6.031;1.141;4.355
1995-06-23;-6.03;1.141;4.348
1995-06-24;-6.028;1.14;4.338
1995-06-25;-6.025;1.139;4.324
1995-06-26;-6.022;1.138;4.311
1995-06-27;-6.02;1.137;4.298
1995-06-28;-6.019;1.136;4.286
1995-06-29;-6.017;1.135;4.278
1995-06-30;-6.015;1.134;4.266
1995-07-01;-6.013;1.132;4.254
1995-07-02;-6.011;1.132;4.248
1995-07-03;-6.008;1.131;4.234
1995-07-04;-6.007;1.13;4.222
1995-07-05;-6.005;1.129;4.211
1995-07-06;-6.004;1.128;4.199
1995-07-07;-6.001;1.127;4.192
1995-07-08;-6.0;1.126;4.183
1995-07-09;-5.998;1.125;4.172
1995-07-10;-5.995;1.124;4.167
1995-07-11;-5.994;1.123;4.158
1995-07-12;-5.991;1.122;4.149
1995-07-13;-5.989;1.121;4.136
1995-07-14;-5.987;1.12;4.128
1995-07-15;-5.986;1.119;4.116
1995-07-16;-5.984;1.118;4.107
1995-07-17;-5.982;1.117;4.1
1995-07-18;-5.979;1.116;4.085
1995-07-19;-5.976;1.114;4.073
1995-07-20;-5.974;1.113;4.066
1995-07-21;-5.971;1.112;4.057
1995-07-22;-5.968;1.111;4.043
1995-07-23;-5.966;1.111;4.034
1995-07-24;-5.964;1.11;4.023
1995-07-25;-5.962;1.11;4.017
1995-07-26;-5.96;1.109;4.003
1995-07-27;-5.957;1.107;3.998
1995-07-28;-5.956;1.106;3.992
1995-07-29;-5.954;1.105;3.978
1995-07-30;-5.951;1.104;3.965
1995-07-31;-5.949;1.103;3.953
1995-08-01;-5.948;1.102;3.945
1995-08-02;-5.946;1.101;3.939
1995-08-03;-5.944;1.099;3.933
1995-08-04;-5.943;1.098;3.926
1995-08-05;-5.94;1.097;3.912
1995-08-06;-5.938;1.096;3.9
1995-08-07;-5.936;1.095;3.895
1995-08-08;-5.934;1.094;3.888
1995-08-09;-5.932;1.093;3.876
1995-08-10;-5.931;1.092;3.864
1995-08-11;-5.93;1.091;3.854
1995-08-12;-5.928;1.09;3.843
1995-08-13;-5.926;1.088;3.83
1995-08-14;-5.924;1.087;3.824
1995-08-15;-5.923;1.086;3.815
1995-08-16;-5.921;1.085;3.806
1995-08-17;-5.92;1.083;3.793
1995-08-18;-5.919;1.082;3.788
1995-08-19;-5.916;1.081;3.782
1995-08-20;-5.914;1.08;3.77
1995-08-21;-5.912;1.079;3.761
1995-08-22;-5.91;1.078;3.752
1995-08-23;-5.908;1.076;3.74
1995-08-24;-5.906;1.075;3.735
1995-08-25;-5.905;1.074;3.727
1995-08-26;-5.903;1.073;3.716
1995-08-27;-5.901;1.072;3.71
1995-08-28;-5.899;1.071;3.702
1995-08-29;-5.897;1.07;3.69
1995-08-30;-5.895;1.069;3.679
1995-08-31;-5.894;1.068;3.674
1995-09-01;-5.892;1.067;3.666
1995-09-02;-5.891;1.066;3.66
1995-09-03;-5.889;1.065;3.654
1995-09-04;-5.888;1.064;3.639
1995-09-05;-5.887;1.063;3.627
1995-09-06;-5.885;1.062;3.618
1995-09-07;-5.884;1.061;3.608
1995-09-08;-5.882;1.061;3.601
1995-09-09;-5.88;1.06;3.587
1995-09-10;-5.877;1.059;3.581
1995-09-11;-5.876;1.058;3.573
1995-09-12;-5.874;1.057;3.567
1995-09-13;-5.872;1.056;3.559
1995-09-14;-5.87;1.056;3.547
1995-09-15;-5.869;1.054;3.541
1995-09-16;-5.867;1.053;3.529
1995-09-17;-5.865;1.052;3.517
1995-09-18;-5.863;1.052;3.51
1995-09-19;-5.861;1.051;3.497
1995-09-20;-5.859;1.05;3.49
1995-09-21;-5.856;1.049;3.48
1995-09-22;-5.854;1.048;3.468
1995-09-23;-5.852;1.047;3.454
1995-09-24;-5.851;1.046;3.444
1995-09-25;-5.849;1.045;3.432
1995-09-26;-5.847;1.044;3.424
1995-09-27;-5.846;1.042;3.418
1995-09-28;-5.844;1.041;3.404
1995-09-29;-5.842;1.041;3.391
1995-09-30;-5.84;1.04;3.376
1995-10-01;-5.838;1.039;3.371
1995-10-02;-5.835;1.038;3.363
1995-10-03;-5.834;1.037;3.357
1995-10-04;-5.833;1.036;3.351
1995-10-05;-5.832;1.035;3.343
1995-10-06;-5.829;1.034;3.336
1995-10-07;-5.827;1.033;3.322
1995-10-08;-5.826;1.031;3.307
1995-10-09;-5.824;1.031;3.298
1995-10-10;-5.823;1.03;3.288
1995-10-11;-5.822;1.028;3.277
1995-10-12;-5.82;1.028;3.271
1995-10-13;-5.818;1.026;3.259
1995-10-14;-5.816;1.025;3.253
1995-10-15;-5.814;1.025;3.241
1995-10-16;-5.813;1.024;3.232
1995-10-17;-5.811;1.023;3.221
1995-10-18;-5.809;1.022;3.207
1995-10-19;-5.808;1.021;3.195
1995-10-20;-5.806;1.02;3.184
1995-10-21;-5.804;1.019;3.174
1995-10-22;-5.802;1.018;3.162
1995-10-23;-5.8;1.017;3.155
1995-10-24;-5.798;1.016;3.147
1995-10-25;-5.796;1.015;3.142
1995-10-26;-5.794;1.014;3.133
1995-10-27;-5.792;1.013;3.124
1995-10-28;-5.79;1.012;3.115
1995-10-29;-5.788;1.011;3.104
1995-10-30;-5.787;1.01;3.099
1995-10-31;-5.786;1.009;3.086
1995-11-01;-5.784;1.008;3.074
1995-11-02;-5.783;1.007;3.062
1995-11-03;-5.781;1.006;3.055
1995-11-04;-5.78;1.005;3.045
1995-11-05;-5.779;1.003;3.033
1995-11-06;-5.778;1.003;3.022
1995-11-07;-5.775;1.002;3.009
1995-11-08;-5.774;1.001;3.003
1995-11-09;-5.773;1.0;2.995
1995-11-10;-5.771;0.999;2.989
1995-11-11;-5.769;0.998;2.976
1995-11-12;-5.767;0.997;2.97
1995-11-13;-5.765;0.996;2.965
1995-11-14;-5.763;0.995;2.951
1995-11-15;-5.761;0.994;2.937
1995-11-16;-5.76;0.994;2.926
1995-11-17;-5.759;0.992;2.92
1995-11-18;-5.758;0.991;2.911
1995-11-19;-5.756;0.99;2.899
1995-11-20;-5.754;0.99;2.893
1995-11-21;-5.753;0.989;2.881
1995-11-22;-5.752;0.988;2.873
1995-11-23;-5.751;0.987;2.858
1995-11-24;-5.749;0.985;2.851
1995-11-25;-5.748;0.984;2.845
1995-11-26;-5.746;0.983;2.835
1995-11-27;-5.743;0.982;2.824
1995-11-28;-5.742;0.981;2.811
1995-11-29;-5.74;0.98;2.8
1995-11-30;-5.738;0.979;2.785
1995-12-01;-5.735;0.977;2.773
1995-12-02;-5.734;0.977;2.76
1995-12-03;-5.733;0.975;2.753
1995-12-04;-5.731;0.974;2.738
1995-12-05;-5.729;0.973;2.727
1995-12-06;-5.728;0.972;2.716
1995-12-07;-5.725;0.971;2.711
1995-12-08;-5.724;0.969;2.702
1995-12-09;-5.723;0.969;2.695
1995-12-10;-5.721;0.967;2.682
1995-12-11;-5.72;0.967;2.674
1995-12-12;-5.718;0.966;2.659
1995-12-13;-5.716;0.965;2.65
1995-12-14;-5.714;0.963;2.643
1995-12-15;-5.712;0.963;2.628
1995-12-16;-5.711;0.962;2.623
1995-12-17;-5.71;0.961;2.616
1995-12-18;-5.709;0.961;2.601
1995-12-19;-5.707;0.96;2.595
1995-12-20;-5.705;0.959;2.586
1995-12-21;-5.703;0.958;2.577
1995-12-22;-5.702;0.956;2.568
1995-12-23;-5.7;0.955;2.554
1995-12-24;-5.698;0.954;2.549
1995-12-25;-5.696;0.953;2.537
1995-12-26;-5.694;0.951;2.531
1995-12-27;-5.693;0.951;2.525
1995-12-28;-5.692;0.949;2.511
1995-12-29;-5.69;0.948;2.501
1995-12-30;-5.689;0.947;2.496
1995-12-31;-5.687;0.946;2.489
1996-01-01;-5.686;0.946;2.476
1996-01-02;-5.683;0.945;2.464
1996-01-03;-5.681;0.944;2.452
1996-01-04;-5.68;0.942;2.445
1996-01-05;-5.679;0.942;2.433
1996-01-06;-5.677;0.941;2.42
1996-01-07;-5.675;0.94;2.406
1996-01-08;-5.673;0.939;2.397
1996-01-09;-5.672;0.939;2.386
1996-01-10;-5.671;0.938;2.372
1996-01-11;-5.67;0.937;2.358
1996-01-12;-5.667;0.936;2.349
1996-01-13;-5.665;0.935;2.344
1996-01-14;-5.664;0.934;2.331
1996-01-15;-5.662;0.933;2.325
1996-01-16;-5.66;0.931;2.319
1996-01-17;-5.659;0.93;2.305
1996-01-18;-5.658;0.929;2.297
1996-01-19;-5.656;0.929;2.287
1996-01-20;-5.654;0.928;2.281
1996-01-21;-5.652;0.926;2.267
1996-01-22;-5.65;0.925;2.259
1996-01-23;-5.648;0.924;2.248
1996-01-24;-5.646;0.923;2.237
1996-01-25;-5.644;0.922;2.225
1996-01-26;-5.642;0.921;2.216
1996-01-27;-5.64;0.92;2.208
1996-01-28;-5.639;0.919;2.195
1996-01-29;-5.637;0.918;2.187
1996-01-30;-5.636;0.918;2.177
1996-01-31;-5.634;0.917;2.165
1996-02-01;-5.632;0.916;2.152
1996-02-02;-5.631;0.916;2.146
1996-02-03;-5.629;0.915;2.139
1996-02-04;-5.628;0.914;2.125
1996-02-05;-5.626;0.913;2.119
1996-02-06;-5.625;0.912;2.113
1996-02-07;-5.624;0.911;2.106
1996-02-08;-5.622;0.911;2.093
1996-02-09;-5.62;0.91;2.079
1996-02-10;-5.618;0.909;2.064
1996-02-11;-5.617;0.908;2.056
1996-02-12;-5.615;0.907;2.044
1996-02-13;-5.614;0.906;2.035
1996-02-14;-5.613;0.905;2.022
1996-02-15;-5.612;0.904;2.012
1996-02-16;-5.61;0.903;2.001
1996-02-17;-5.608;0.903;1.988
1996-02-18;-5.607;0.901;1.978
1996-02-19;-5.606;0.901;1.969
1996-02-20;-5.604;0.9;1.96
1996-02-21;-5.604;0.898;1.947
1996-02-22;-5.602;0.897;1.938
1996-02-23;-5.6;0.896;1.928
1996-02-24;-5.599;0.895;1.921
1996-02-25;-5.597;0.894;1.914
1996-02-26;-5.596;0.893;1.907
1996-02-27;-5.595;0.892;1.899
1996-02-28;-5.593;0.891;1.888
1996-02-29;-5.592;0.891;1.876
1996-03-01;-5.591;0.89;1.867
1996-03-02;-5.59;0.889;1.853
1996-03-03;-5.588;0.887;1.843
1996-03-04;-5.587;0.887;1.835
1996-03-05;-5.586;0.886;1.823
1996-03-06;-5.584;0.885;1.814
1996-03-07;-5.583;0.883;1.801
1996-03-08;-5.582;0.882;1.789
1996-03-09;-5.58;0.881;1.776
1996-03-10;-5.579;0.879;1.761
1996-03-11;-5.578;0.878;1.754
1996-03-12;-5.577;0.878;1.744
1996-03-13;-5.575;0.877;1.735
1996-03-14;-5.574;0.876;1.722
1996-03-15;-5.572;0.875;1.71
1996-03-16;-5.571;0.874;1.704
1996-03-17;-5.569;0.873;1.698
1996-03-18;-5.568;0.872;1.693
1996-03-19;-5.566;0.872;1.686
1996-03-20;-5.564;0.87;1.678
1996-03-21;-5.563;0.869;1.673
1996-03-22;-5.562;0.869;1.664
1996-03-23;-5.56;0.868;1.658
1996-03-24;-5.558;0.867;1.646
1996-03-25;-5.556;0.866;1.632
1996-03-26;-5.555;0.865;1.627
1996-03-27;-5.553;0.865;1.621
1996-03-28;-5.552;0.864;1.607
1996-03-29;-5.549;0.862;1.598
1996-03-30;-5.548;0.861;1.591
1996-03-31;-5.546;0.86;1.584
1996-04-01;-5.544;0.859;1.579
1996-04-02;-5.543;0.858;1.57
1996-04-03;-5.541;0.857;1.559
1996-04-04;-5.539;0.855;1.551
1996-04-05;-5.538;0.855;1.539
1996-04-06;-5.536;0.853;1.532
1996-04-07;-5.534;0.852;1.521
1996-04-08;-5.532;0.851;1.507
1996-04-09;-5.531;0.85;1.496
1996-04-10;-5.529;0.85;1.481
1996-04-11;-5.528;0.849;1.471
1996-04-12;-5.527;0.848;1.457
1996-04-13;-5.526;0.847;1.445
1996-04-14;-5.524;0.846;1.439
1996-04-15;-5.522;0.845;1.432
1996-04-16;-5.521;0.844;1.424
1996-04-17;-5.52;0.842;1.413
1996-04-18;-5.519;0.842;1.404
1996-04-19;-5.518;0.841;1.391
1996-04-20;-5.516;0.84;1.377
1996-04-21;-5.515;0.839;1.37
1996-04-22;-5.513;0.838;1.355
1996-04-23;-5.512;0.836;1.348
1996-04-24;-5.51;0.836;1.342
1996-04-25;-5.509;0.834;1.337
1996-04-26;-5.509;0.834;1.323
1996-04-27;-5.506;0.832;1.313
1996-04-28;-5.505;0.831;1.306
1996-04-29;-5.504;0.83;1.291
1996-04-30;-5.503;0.829;1.281
1996-05-01;-5.501;0.828;1.273
1996-05-02;-5.499;0.827;1.261
1996-05-03;-5.498;0.826;1.254
1996-05-04;-5.497;0.825;1.243
1996-05-05;-5.495;0.824;1.232
1996-05-06;-5.493;0.823;1.223
1996-05-07;-5.492;0.822;1.21
1996-05-08;-5.49;0.821;1.196
1996-05-09;-5.488;0.82;1.186
1996-05-10;-5.486;0.819;1.172
1996-05-11;-5.485;0.818;1.158
1996-05-12;-5.484;0.817;1.146
1996-05-13;-5.482;0.816;1.14
1996-05-14;-5.481;0.816;1.133
1996-05-15;-5.479;0.815;1.126
1996-05-16;-5.477;0.813;1.113
1996-05-17;-5.475;0.812;1.108
1996-05-18;-5.473;0.811;1.102
1996-05-19;-5.472;0.81;1.09
1996-05-20;-5.471;0.809;1.084
1996-05-21;-5.469;0.808;1.075
1996-05-22;-5.467;0.807;1.067
1996-05-23;-5.466;0.805;1.06
1996-05-24;-5.465;0.804;1.052
1996-05-25;-5.463;0.803;1.045
1996-05-26;-5.462;0.802;1.034
1996-05-27;-5.459;0.801;1.027
1996-05-28;-5.458;0.8;1.018
1996-05-29;-5.456;0.799;1.007
1996-05-30;-5.454;0.798;0.994
1996-05-31;-5.452;0.798;0.983
1996-06-01;-5.451;0.797;0.969
1996-06-02;-5.45;0.795;0.954
1996-06-03;-5.448;0.794;0.939
1996-06-04;-5.446;0.794;0.933
1996-06-05;-5.444;0.793;0.921
1996-06-06;-5.442;0.793;0.906
1996-06-07;-5.44;0.792;0.898
1996-06-08;-5.438;0.791;0.889
1996-06-09;-5.437;0.789;0.881
1996-06-10;-5.436;0.788;0.868
1996-06-11;-5.434;0.788;0.859
1996-06-12;-5.433;0.787;0.848
1996-06-13;-5.431;0.786;0.839
1996-06-14;-5.43;0.785;0.833
1996-06-15;-5.428;0.784;0.82
1996-06-16;-5.427;0.784;0.808
1996-06-17;-5.426;0.782;0.798
1996-06-18;-5.424;0.782;0.783
1996-06-19;-5.423;0.78;0.774
1996-06-20;-5.421;0.779;0.764
1996-06-21;-5.418;0.778;0.751
1996-06-22;-5.417;0.778;0.745
1996-06-23;-5.415;0.777;0.733
1996-06-24;-5.413;0.776;0.725
1996-06-25;-5.411;0.775;0.712
1996-06-26;-5.41;0.774;0.705
1996-06-27;-5.409;0.773;0.693
1996-06-28;-5.407;0.772;0.685
1996-06-29;-5.406;0.771;0.67
1996-06-30;-5.405;0.771;0.656
1996-07-01;-5.403;0.77;0.648
1996-07-02;-5.401;0.769;0.64
1996-07-03;-5.399;0.767;0.628
1996-07-04;-5.398;0.766;0.615
1996-07-05;-5.396;0.766;0.6
1996-07-06;-5.395;0.765;0.594
1996-07-07;-5.393;0.764;0.584
1996-07-08;-5.391;0.763;0.574
1996-07-09;-5.39;0.762;0.564
1996-07-10;-5.388;0.761;0.556
1996-07-11;-5.387;0.76;0.543
1996-07-12;-5.385;0.759;0.53
1996-07-13;-5.383;0.757;0.52
1996-07-14;-5.381;0.756;0.514
1996-07-15;-5.38;0.755;0.507
1996-07-16;-5.378;0.754;0.495
1996-07-17;-5.376;0.753;0.484
1996-07-18;-5.374;0.752;0.47
1996-07-19;-5.374;0.751;0.457
1996-07-20;-5.372;0.75;0.45
1996-07-21;-5.37;0.749;0.445
1996-07-22;-5.368;0.748;0.44
1996-07-23;-5.367;0.747;0.431
1996-07-24;-5.365;0.745;0.422
1996-07-25;-5.364;0.744;0.416
1996-07-26;-5.363;0.744;0.409
1996-07-27;-5.362;0.743;0.395
1996-07-28;-5.36;0.742;0.389
1996-07-29;-5.358;0.741;0.38
1996-07-30;-5.356;0.739;0.368
1996-07-31;-5.354;0.738;0.354
1996-08-01;-5.352;0.737;0.343
1996-08-02;-5.35;0.736;0.334
1996-08-03;-5.348;0.735;0.324
1996-08-04;-5.347;0.734;0.314
1996-08-05;-5.346;0.733;0.308
1996-08-06;-5.345;0.732;0.299
1996-08-07;-5.344;0.73;0.286
1996-08-08;-5.343;0.729;0.278
1996-08-09;-5.342;0.728;0.266
1996-08-10;-5.341;0.727;0.259
1996-08-11;-5.34;0.726;0.251
1996-08-12;-5.339;0.725;0.245
1996-08-13;-5.338;0.724;0.235
1996-08-14;-5.337;0.723;0.228
1996-08-15;-5.335;0.722;0.221
1996-08-16;-5.334;0.721;0.212
1996-08-17;-5.332;0.72;0.203
1996-08-18;-5.331;0.719;0.19
1996-08-19;-5.33;0.718;0.18
1996-08-20;-5.328;0.717;0.17
1996-08-21;-5.326;0.715;0.162
1996-08-22;-5.325;0.714;0.15
1996-08-23;-5.324;0.714;0.142
1996-08-24;-5.323;0.712;0.137
1996-08-25;-5.322;0.712;0.123
1996-08-26;-5.32;0.711;0.114
1996-08-27;-5.318;0.71;0.101
1996-08-28;-5.317;0.709;0.091
1996-08-29;-5.315;0.707;0.083
1996-08-30;-5.313;0.707;0.077
1996-08-31;-5.312;0.706;0.067
1996-09-01;-5.31;0.705;0.062
1996-09-02;-5.308;0.704;0.048
1996-09-03;-5.307;0.703;0.04
1996-09-04;-5.306;0.702;0.028
1996-09-05;-5.304;0.701;0.016
1996-09-06;-5.302;0.7;0.004
