#Disneyland NPP, unit 7
#date;ao;bc;fha
1990-04-24;-5.82;4.993;1.352
1990-04-25;-5.819;4.982;1.352
1990-04-26;-5.815;4.968;1.35
1990-04-27;-5.811;4.962;1.349
1990-04-28;-5.808;4.947;1.348
1990-04-29;-5.805;4.936;1.347
1990-04-30;-5.803;4.924;1.346
1990-05-01;-5.801;4.918;1.345
1990-05-02;-5.798;4.912;1.344
1990-05-03;-5.796;4.904;1.343
1990-05-04;-5.794;4.898;1.342
1990-05-05;-5.792;4.888;1.341
1990-05-06;-5.79;4.88;1.339
1990-05-07;-5.788;4.869;1.339
1990-05-08;-5.787;4.856;1.338
1990-05-09;-5.783;4.849;1.337
1990-05-10;-5.78;4.843;1.336
1990-05-11;-5.778;4.838;1.335
1990-05-12;-5.776;4.83;1.334
1990-05-13;-5.772;4.819;1.333
1990-05-14;-5.77;4.805;1.332
1990-05-15;-5.766;4.799;1.332
1990-05-16;-5.763;4.791;1.331
1990-05-17;-5.76;4.779;1.33
1990-05-18;-5.758;4.773;1.33
1990-05-19;-5.754;4.759;1.329
1990-05-20;-5.751;4.75;1.328
1990-05-21;-5.747;4.739;1.327
1990-05-22;-5.745;4.73;1.326
1990-05-23;-5.743;4.716;1.325
1990-05-24;-5.741;4.708;1.324
1990-05-25;-5.74;4.703;1.323
1990-05-26;-5.738;4.695;1.322
1990-05-27;-5.736;4.681;1.32
1990-05-28;-5.734;4.669;1.319
1990-05-29;-5.731;4.656;1.318
1990-05-30;-5.728;4.643;1.317
1990-05-31;-5.726;4.628;1.316
1990-06-01;-5.724;4.617;1.315
1990-06-02;-5.722;4.602;1.314
1990-06-03;-5.72;4.593;1.313
1990-06-04;-5.717;4.584;1.311
1990-06-05;-5.714;4.577;1.31
1990-06-06;-5.711;4.569;1.309
1990-06-07;-5.709;4.563;1.308
1990-06-08;-5.707;4.551;1.307
1990-06-09;-5.706;4.545;1.306
1990-06-10;-5.703;4.533;1.305
1990-06-11;-5.7;4.523;1.304
1990-06-12;-5.699;4.513;1.303
1990-06-13;-5.696;4.5;1.302
1990-06-14;-5.693;4.492;1.3
1990-06-15;-5.69;4.485;1.299
1990-06-16;-5.688;4.478;1.299
1990-06-17;-5.685;4.468;1.298
1990-06-18;-5.682;4.461;1.298
1990-06-19;-5.681;4.447;1.297
1990-06-20;-5.678;4.433;1.296
1990-06-21;-5.676;4.422;1.295
1990-06-22;-5.674;4.414;1.293
1990-06-23;-5.672;4.404;1.292
1990-06-24;-5.67;4.39;1.291
1990-06-25;-5.667;4.384;1.29
1990-06-26;-5.664;4.378;1.289
1990-06-27;-5.661;4.368;1.289
1990-06-28;-5.66;4.358;1.288
1990-06-29;-5.657;4.352;1.286
1990-06-30;-5.655;4.341;1.285
1990-07-01;-5.653;4.329;1.284
1990-07-02;-5.651;4.317;1.283
1990-07-03;-5.648;4.304;1.282
1990-07-04;-5.645;4.293;1.281
1990-07-05;-5.644;4.282;1.28
1990-07-06;-5.64;4.268;1.279
1990-07-07;-5.639;4.258;1.277
1990-07-08;-5.637;4.251;1.276
1990-07-09;-5.636;4.24;1.276
1990-07-10;-5.633;4.23;1.275
1990-07-11;-5.63;4.215;1.274
1990-07-12;-5.628;4.21;1.273
1990-07-13;-5.625;4.195;1.272
1990-07-14;-5.623;4.181;1.271
1990-07-15;-5.622;4.171;1.271
1990-07-16;-5.619;4.157;1.269
1990-07-17;-5.617;4.144;1.268
1990-07-18;-5.615;4.138;1.267
1990-07-19;-5.613;4.13;1.266
1990-07-20;-5.612;4.116;1.265
1990-07-21;-5.61;4.108;1.264
1990-07-22;-5.609;4.097;1.263
1990-07-23;-5.607;4.09;1.262
1990-07-24;-5.604;4.077;1.261
1990-07-25;-5.602;4.065;1.26
1990-07-26;-5.6;4.059;1.26
1990-07-27;-5.599;4.045;1.259
1990-07-28;-5.598;4.034;1.258
1990-07-29;-5.595;4.02;1.257
1990-07-30;-5.593;4.014;1.256
1990-07-31;-5.59;4.001;1.255
1990-08-01;-5.587;3.991;1.254
1990-08-02;-5.586;3.977;1.253
1990-08-03;-5.583;3.971;1.252
1990-08-04;-5.581;3.965;1.252
1990-08-05;-5.579;3.958;1.251
1990-08-06;-5.577;3.949;1.25
1990-08-07;-5.575;3.94;1.249
1990-08-08;-5.573;3.931;1.248
1990-08-09;-5.57;3.926;1.247
1990-08-10;-5.568;3.92;1.246
1990-08-11;-5.566;3.911;1.245
1990-08-12;-5.564;3.898;1.245
1990-08-13;-5.561;3.89;1.244
1990-08-14;-5.558;3.885;1.243
1990-08-15;-5.556;3.871;1.242
1990-08-16;-5.554;3.866;1.241
1990-08-17;-5.552;3.86;1.24
1990-08-18;-5.551;3.846;1.239
1990-08-19;-5.549;3.837;1.238
1990-08-20;-5.546;3.831;1.237
1990-08-21;-5.543;3.822;1.236
1990-08-22;-5.541;3.816;1.235
1990-08-23;-5.538;3.811;1.234
1990-08-24;-5.536;3.799;1.233
1990-08-25;-5.533;3.785;1.232
1990-08-26;-5.531;3.774;1.231
1990-08-27;-5.529;3.763;1.23
1990-08-28;-5.527;3.755;1.228
1990-08-29;-5.525;3.748;1.227
1990-08-30;-5.523;3.738;1.226
1990-08-31;-5.521;3.723;1.225
1990-09-01;-5.519;3.716;1.224
1990-09-02;-5.518;3.709;1.223
1990-09-03;-5.516;3.701;1.221
1990-09-04;-5.514;3.689;1.221
1990-09-05;-5.513;3.679;1.219
1990-09-06;-5.511;3.667;1.219
1990-09-07;-5.509;3.661;1.218
1990-09-08;-5.506;3.653;1.216
1990-09-09;-5.505;3.639;1.216
1990-09-10;-5.503;3.625;1.215
1990-09-11;-5.501;3.611;1.214
1990-09-12;-5.499;3.598;1.213
1990-09-13;-5.498;3.584;1.212
1990-09-14;-5.495;3.576;1.211
1990-09-15;-5.493;3.569;1.211
1990-09-16;-5.491;3.562;1.209
1990-09-17;-5.489;3.55;1.209
1990-09-18;-5.488;3.542;1.208
1990-09-19;-5.486;3.537;1.206
1990-09-20;-5.484;3.527;1.205
1990-09-21;-5.482;3.52;1.205
1990-09-22;-5.48;3.51;1.203
1990-09-23;-5.478;3.502;1.202
1990-09-24;-5.475;3.488;1.201
1990-09-25;-5.474;3.475;1.2
1990-09-26;-5.471;3.463;1.199
1990-09-27;-5.469;3.457;1.198
1990-09-28;-5.468;3.443;1.197
1990-09-29;-5.466;3.428;1.196
1990-09-30;-5.464;3.421;1.195
1990-10-01;-5.462;3.409;1.194
1990-10-02;-5.46;3.395;1.192
1990-10-03;-5.458;3.383;1.191
1990-10-04;-5.457;3.374;1.19
1990-10-05;-5.454;3.361;1.189
1990-10-06;-5.452;3.346;1.188
1990-10-07;-5.451;3.338;1.187
1990-10-08;-5.449;3.33;1.186
1990-10-09;-5.447;3.319;1.185
1990-10-10;-5.446;3.311;1.184
1990-10-11;-5.444;3.298;1.183
1990-10-12;-5.443;3.285;1.182
1990-10-13;-5.441;3.275;1.181
1990-10-14;-5.44;3.261;1.18
1990-10-15;-5.438;3.25;1.179
1990-10-16;-5.436;3.244;1.178
1990-10-17;-5.435;3.229;1.177
1990-10-18;-5.434;3.223;1.176
1990-10-19;-5.432;3.21;1.175
1990-10-20;-5.43;3.198;1.173
1990-10-21;-5.428;3.187;1.173
1990-10-22;-5.425;3.173;1.171
1990-10-23;-5.423;3.166;1.17
1990-10-24;-5.422;3.156;1.169
1990-10-25;-5.419;3.148;1.167
1990-10-26;-5.417;3.141;1.166
1990-10-27;-5.415;3.134;1.165
1990-10-28;-5.413;3.124;1.164
1990-10-29;-5.41;3.109;1.162
1990-10-30;-5.409;3.104;1.162
1990-10-31;-5.407;3.09;1.16
1990-11-01;-5.406;3.085;1.159
1990-11-02;-5.404;3.079;1.158
1990-11-03;-5.401;3.067;1.157
1990-11-04;-5.399;3.059;1.156
1990-11-05;-5.397;3.048;1.155
1990-11-06;-5.396;3.041;1.153
1990-11-07;-5.394;3.031;1.152
1990-11-08;-5.392;3.021;1.15
1990-11-09;-5.391;3.01;1.15
1990-11-10;-5.39;2.997;1.148
1990-11-11;-5.389;2.983;1.148
1990-11-12;-5.388;2.975;1.147
1990-11-13;-5.387;2.961;1.146
1990-11-14;-5.384;2.947;1.145
1990-11-15;-5.382;2.938;1.144
1990-11-16;-5.38;2.93;1.143
1990-11-17;-5.378;2.918;1.142
1990-11-18;-5.376;2.91;1.141
1990-11-19;-5.374;2.903;1.139
1990-11-20;-5.371;2.897;1.138
1990-11-21;-5.369;2.885;1.137
1990-11-22;-5.368;2.874;1.136
1990-11-23;-5.367;2.868;1.135
1990-11-24;-5.365;2.86;1.134
1990-11-25;-5.364;2.854;1.132
1990-11-26;-5.362;2.844;1.131
1990-11-27;-5.36;2.831;1.13
1990-11-28;-5.357;2.819;1.129
1990-11-29;-5.355;2.809;1.129
1990-11-30;-5.354;2.8;1.127
1990-12-01;-5.352;2.794;1.126
1990-12-02;-5.35;2.783;1.125
1990-12-03;-5.348;2.778;1.123
1990-12-04;-5.347;2.768;1.122
1990-12-05;-5.345;2.76;1.121
1990-12-06;-5.343;2.755;1.12
1990-12-07;-5.342;2.75;1.118
1990-12-08;-5.339;2.741;1.117
1990-12-09;-5.338;2.728;1.116
1990-12-10;-5.336;2.722;1.114
1990-12-11;-5.334;2.715;1.114
1990-12-12;-5.332;2.708;1.113
1990-12-13;-5.329;2.693;1.112
1990-12-14;-5.328;2.68;1.111
1990-12-15;-5.327;2.665;1.11
1990-12-16;-5.324;2.657;1.109
1990-12-17;-5.322;2.647;1.108
1990-12-18;-5.321;2.632;1.107
1990-12-19;-5.319;2.621;1.107
1990-12-20;-5.318;2.614;1.106
1990-12-21;-5.317;2.601;1.105
1990-12-22;-5.316;2.587;1.104
1990-12-23;-5.314;2.574;1.104
1990-12-24;-5.311;2.567;1.102
1990-12-25;-5.31;2.555;1.102
1990-12-26;-5.309;2.541;1.101
1990-12-27;-5.306;2.528;1.099
1990-12-28;-5.305;2.521;1.098
1990-12-29;-5.303;2.511;1.097
1990-12-30;-5.302;2.506;1.096
1990-12-31;-5.3;2.497;1.095
1991-01-01;-5.299;2.483;1.094
1991-01-02;-5.298;2.474;1.093
1991-01-03;-5.296;2.462;1.092
1991-01-04;-5.295;2.455;1.091
1991-01-05;-5.294;2.447;1.09
1991-01-06;-5.293;2.436;1.089
1991-01-07;-5.291;2.424;1.089
1991-01-08;-5.289;2.41;1.088
1991-01-09;-5.287;2.398;1.087
1991-01-10;-5.285;2.392;1.086
1991-01-11;-5.284;2.383;1.085
1991-01-12;-5.282;2.375;1.084
1991-01-13;-5.28;2.36;1.084
1991-01-14;-5.278;2.348;1.083
1991-01-15;-5.277;2.343;1.081
1991-01-16;-5.275;2.336;1.08
1991-01-17;-5.273;2.325;1.079
1991-01-18;-5.272;2.31;1.078
1991-01-19;-5.271;2.303;1.077
1991-01-20;-5.269;2.292;1.076
1991-01-21;-5.268;2.287;1.075
1991-01-22;-5.266;2.276;1.074
1991-01-23;-5.264;2.265;1.073
1991-01-24;-5.262;2.253;1.072
1991-01-25;-5.26;2.24;1.072
1991-01-26;-5.258;2.234;1.071
1991-01-27;-5.257;2.228;1.07
1991-01-28;-5.256;2.216;1.069
1991-01-29;-5.254;2.205;1.068
1991-01-30;-5.252;2.198;1.067
1991-01-31;-5.251;2.189;1.066
1991-02-01;-5.249;2.179;1.065
1991-02-02;-5.246;2.168;1.065
1991-02-03;-5.245;2.154;1.064
1991-02-04;-5.243;2.141;1.063
1991-02-05;-5.24;2.135;1.063
1991-02-06;-5.238;2.126;1.062
1991-02-07;-5.237;2.113;1.061
1991-02-08;-5.236;2.102;1.059
1991-02-09;-5.234;2.096;1.059
1991-02-10;-5.233;2.083;1.058
1991-02-11;-5.232;2.074;1.057
1991-02-12;-5.231;2.068;1.056
1991-02-13;-5.23;2.053;1.056
1991-02-14;-5.228;2.047;1.054
1991-02-15;-5.227;2.04;1.054
1991-02-16;-5.226;2.026;1.053
1991-02-17;-5.225;2.02;1.052
1991-02-18;-5.223;2.007;1.051
1991-02-19;-5.222;1.998;1.05
1991-02-20;-5.221;1.991;1.049
1991-02-21;-5.22;1.984;1.048
1991-02-22;-5.217;1.975;1.047
1991-02-23;-5.216;1.963;1.047
1991-02-24;-5.215;1.957;1.046
1991-02-25;-5.214;1.946;1.044
1991-02-26;-5.213;1.938;1.043
1991-02-27;-5.211;1.927;1.043
1991-02-28;-5.21;1.916;1.042
1991-03-01;-5.208;1.902;1.041
1991-03-02;-5.206;1.887;1.04
1991-03-03;-5.204;1.879;1.04
1991-03-04;-5.203;1.873;1.039
1991-03-05;-5.201;1.866;1.038
1991-03-06;-5.199;1.856;1.037
1991-03-07;-5.198;1.842;1.036
1991-03-08;-5.196;1.83;1.035
1991-03-09;-5.195;1.819;1.034
1991-03-10;-5.192;1.805;1.033
1991-03-11;-5.191;1.797;1.032
1991-03-12;-5.19;1.789;1.03
1991-03-13;-5.189;1.781;1.029
1991-03-14;-5.187;1.771;1.028
1991-03-15;-5.186;1.762;1.027
1991-03-16;-5.185;1.75;1.027
1991-03-17;-5.183;1.738;1.026
1991-03-18;-5.18;1.727;1.026
1991-03-19;-5.179;1.72;1.025
1991-03-20;-5.178;1.711;1.024
1991-03-21;-5.176;1.704;1.023
1991-03-22;-5.175;1.696;1.022
1991-03-23;-5.172;1.682;1.021
1991-03-24;-5.171;1.672;1.02
1991-03-25;-5.169;1.663;1.018
1991-03-26;-5.167;1.656;1.017
1991-03-27;-5.165;1.645;1.016
1991-03-28;-5.163;1.631;1.015
1991-03-29;-5.161;1.621;1.014
1991-03-30;-5.159;1.608;1.013
1991-03-31;-5.157;1.594;1.012
1991-04-01;-5.155;1.581;1.011
1991-04-02;-5.154;1.571;1.01
1991-04-03;-5.153;1.56;1.008
1991-04-04;-5.152;1.55;1.008
1991-04-05;-5.15;1.541;1.007
1991-04-06;-5.148;1.528;1.006
1991-04-07;-5.146;1.521;1.005
1991-04-08;-5.146;1.507;1.004
1991-04-09;-5.143;1.499;1.003
1991-04-10;-5.143;1.485;1.002
1991-04-11;-5.141;1.478;1.001
1991-04-12;-5.139;1.468;1.001
1991-04-13;-5.137;1.456;1.0
1991-04-14;-5.137;1.444;0.999
1991-04-15;-5.135;1.429;0.998
1991-04-16;-5.134;1.42;0.998
1991-04-17;-5.133;1.407;0.996
1991-04-18;-5.131;1.397;0.996
1991-04-19;-5.129;1.384;0.995
1991-04-20;-5.127;1.372;0.993
1991-04-21;-5.125;1.358;0.992
1991-04-22;-5.123;1.343;0.991
1991-04-23;-5.121;1.331;0.989
1991-04-24;-5.119;1.32;0.989
1991-04-25;-5.117;1.306;0.987
1991-04-26;-5.116;1.299;0.987
1991-04-27;-5.113;1.287;0.985
1991-04-28;-5.111;1.273;0.985
1991-04-29;-5.11;1.263;0.983
1991-04-30;-5.108;1.257;0.982
1991-05-01;-5.106;1.244;0.981
1991-05-02;-5.105;1.231;0.98
1991-05-03;-5.103;1.226;0.979
1991-05-04;-5.102;1.212;0.978
1991-05-05;-5.1;1.199;0.977
1991-05-06;-5.099;1.186;0.976
1991-05-07;-5.097;1.175;0.975
1991-05-08;-5.095;1.165;0.974
1991-05-09;-5.094;1.157;0.973
1991-05-10;-5.093;1.147;0.972
1991-05-11;-5.091;1.14;0.971
1991-05-12;-5.089;1.127;0.97
1991-05-13;-5.087;1.12;0.969
1991-05-14;-5.086;1.107;0.968
1991-05-15;-5.085;1.101;0.966
1991-05-16;-5.084;1.087;0.965
1991-05-17;-5.083;1.08;0.964
1991-05-18;-5.081;1.066;0.963
1991-05-19;-5.08;1.051;0.963
1991-05-20;-5.078;1.037;0.961
1991-05-21;-5.077;1.024;0.96
1991-05-22;-5.076;1.015;0.959
1991-05-23;-5.075;1.008;0.958
1991-05-24;-5.073;1.002;0.957
1991-05-25;-5.071;0.987;0.955
1991-05-26;-5.069;0.977;0.955
1991-05-27;-5.068;0.962;0.954
1991-05-28;-5.066;0.949;0.953
1991-05-29;-5.065;0.936;0.951
1991-05-30;-5.063;0.922;0.951
1991-05-31;-5.061;0.907;0.95
1991-06-01;-5.06;0.896;0.949
1991-06-02;-5.058;0.885;0.948
1991-06-03;-5.057;0.873;0.947
1991-06-04;-5.055;0.865;0.946
1991-06-05;-5.054;0.851;0.945
1991-06-06;-5.052;0.838;0.944
1991-06-07;-5.05;0.828;0.943
1991-06-08;-5.048;0.814;0.942
1991-06-09;-5.046;0.809;0.94
1991-06-10;-5.044;0.803;0.939
1991-06-11;-5.042;0.788;0.938
1991-06-12;-5.04;0.774;0.937
1991-06-13;-5.038;0.766;0.937
1991-06-14;-5.037;0.755;0.936
1991-06-15;-5.037;0.741;0.935
1991-06-16;-5.035;0.735;0.935
1991-06-17;-5.034;0.72;0.934
1991-06-18;-5.032;0.706;0.933
1991-06-19;-5.031;0.693;0.932
1991-06-20;-5.03;0.681;0.931
1991-06-21;-5.029;0.668;0.93
1991-06-22;-5.027;0.661;0.93
1991-06-23;-5.026;0.654;0.929
1991-06-24;-5.024;0.639;0.928
1991-06-25;-5.022;0.63;0.927
1991-06-26;-5.02;0.615;0.926
1991-06-27;-5.018;0.602;0.925
1991-06-28;-5.017;0.595;0.924
1991-06-29;-5.016;0.581;0.923
1991-06-30;-5.014;0.574;0.922
1991-07-01;-5.013;0.561;0.921
1991-07-02;-5.012;0.548;0.92
1991-07-03;-5.01;0.542;0.919
1991-07-04;-5.009;0.528;0.917
1991-07-05;-5.008;0.52;0.916
1991-07-06;-5.006;0.509;0.916
1991-07-07;-5.004;0.503;0.915
1991-07-08;-5.003;0.494;0.914
1991-07-09;-5.001;0.48;0.913
1991-07-10;-5.0;0.472;0.913
1991-07-11;-4.999;0.459;0.912
1991-07-12;-4.998;0.452;0.911
1991-07-13;-4.997;0.446;0.909
1991-07-14;-4.995;0.44;0.909
1991-07-15;-4.993;0.426;0.907
1991-07-16;-4.993;0.413;0.906
1991-07-17;-4.991;0.406;0.906
1991-07-18;-4.989;0.397;0.905
1991-07-19;-4.988;0.387;0.904
1991-07-20;-4.986;0.377;0.902
1991-07-21;-4.984;0.363;0.902
1991-07-22;-4.982;0.351;0.901
1991-07-23;-4.98;0.339;0.9
1991-07-24;-4.979;0.324;0.899
1991-07-25;-4.977;0.318;0.897
1991-07-26;-4.975;0.309;0.897
1991-07-27;-4.974;0.302;0.896
1991-07-28;-4.973;0.295;0.894
1991-07-29;-4.971;0.28;0.893
1991-07-30;-4.97;0.274;0.893
1991-07-31;-4.968;0.264;0.892
1991-08-01;-4.966;0.255;0.891
1991-08-02;-4.965;0.248;0.89
1991-08-03;-4.963;0.237;0.889
1991-08-04;-4.961;0.223;0.888
1991-08-05;-4.96;0.211;0.887
1991-08-06;-4.958;0.196;0.885
1991-08-07;-4.956;0.182;0.884
1991-08-08;-4.954;0.173;0.884
1991-08-09;-4.952;0.165;0.883
1991-08-10;-4.95;0.155;0.881
1991-08-11;-4.948;0.147;0.88
1991-08-12;-4.947;0.139;0.879
1991-08-13;-4.946;0.128;0.878
1991-08-14;-4.945;0.12;0.877
1991-08-15;-4.943;0.11;0.876
1991-08-16;-4.941;0.102;0.875
1991-08-17;-4.94;0.093;0.874
1991-08-18;-4.938;0.087;0.873
1991-08-19;-4.937;0.078;0.872
1991-08-20;-4.935;0.068;0.871
1991-08-21;-4.933;0.057;0.87
1991-08-22;-4.932;0.047;0.869
1991-08-23;-4.93;0.033;0.868
1991-08-24;-4.928;0.019;0.867
1991-08-25;-4.926;0.007;0.866
