#Disneyland NPP, unit 12
#date;bc;fha;ao
1980-09-19;4.845;1.207;-6.922
1980-09-20;4.833;1.206;-6.92
1980-09-21;4.827;1.205;-6.917
1980-09-22;4.818;1.204;-6.915
1980-09-23;4.807;1.203;-6.914
1980-09-24;4.797;1.202;-6.912
1980-09-25;4.789;1.201;-6.911
1980-09-26;4.775;1.2;-6.908
1980-09-27;4.761;1.199;-6.906
1980-09-28;4.751;1.198;-6.905
1980-09-29;4.737;1.198;-6.903
1980-09-30;4.728;1.197;-6.901
1980-10-01;4.717;1.196;-6.899
1980-10-02;4.707;1.195;-6.897
1980-10-03;4.696;1.194;-6.894
1980-10-04;4.683;1.193;-6.893
1980-10-05;4.677;1.192;-6.891
1980-10-06;4.663;1.191;-6.888
1980-10-07;4.651;1.19;-6.887
1980-10-08;4.645;1.189;-6.884
1980-10-09;4.638;1.188;-6.882
1980-10-10;4.624;1.187;-6.881
1980-10-11;4.612;1.186;-6.878
1980-10-12;4.605;1.185;-6.876
1980-10-13;4.593;1.184;-6.874
1980-10-14;4.581;1.183;-6.873
1980-10-15;4.573;1.182;-6.871
1980-10-16;4.564;1.181;-6.869
1980-10-17;4.558;1.18;-6.866
1980-10-18;4.546;1.179;-6.863
1980-10-19;4.539;1.178;-6.862
1980-10-20;4.527;1.176;-6.859
1980-10-21;4.52;1.175;-6.858
1980-10-22;4.51;1.174;-6.856
1980-10-23;4.501;1.173;-6.855
1980-10-24;4.495;1.172;-6.852
1980-10-25;4.485;1.171;-6.851
1980-10-26;4.478;1.17;-6.848
1980-10-27;4.464;1.169;-6.846
1980-10-28;4.45;1.168;-6.844
1980-10-29;4.439;1.167;-6.841
1980-10-30;4.429;1.167;-6.839
1980-10-31;4.421;1.166;-6.836
1980-11-01;4.406;1.165;-6.835
1980-11-02;4.397;1.163;-6.833
1980-11-03;4.39;1.162;-6.83
1980-11-04;4.382;1.16;-6.828
1980-11-05;4.375;1.159;-6.825
1980-11-06;4.368;1.158;-6.822
1980-11-07;4.357;1.157;-6.82
1980-11-08;4.345;1.156;-6.817
1980-11-09;4.331;1.155;-6.816
1980-11-10;4.325;1.154;-6.813
1980-11-11;4.311;1.153;-6.81
1980-11-12;4.298;1.152;-6.808
1980-11-13;4.286;1.151;-6.807
1980-11-14;4.271;1.15;-6.806
1980-11-15;4.258;1.149;-6.805
1980-11-16;4.251;1.147;-6.802
1980-11-17;4.244;1.147;-6.801
1980-11-18;4.234;1.146;-6.799
1980-11-19;4.22;1.145;-6.796
1980-11-20;4.213;1.144;-6.794
1980-11-21;4.203;1.143;-6.792
1980-11-22;4.192;1.142;-6.791
1980-11-23;4.181;1.141;-6.789
1980-11-24;4.172;1.14;-6.786
1980-11-25;4.157;1.139;-6.785
1980-11-26;4.15;1.138;-6.783
1980-11-27;4.14;1.137;-6.781
1980-11-28;4.131;1.136;-6.78
1980-11-29;4.121;1.135;-6.778
1980-11-30;4.115;1.134;-6.776
1980-12-01;4.107;1.133;-6.774
1980-12-02;4.101;1.132;-6.771
1980-12-03;4.087;1.13;-6.769
1980-12-04;4.078;1.13;-6.768
1980-12-05;4.071;1.128;-6.766
1980-12-06;4.062;1.128;-6.764
1980-12-07;4.049;1.126;-6.763
1980-12-08;4.04;1.126;-6.762
1980-12-09;4.031;1.125;-6.759
1980-12-10;4.019;1.124;-6.758
1980-12-11;4.011;1.123;-6.757
1980-12-12;4.002;1.122;-6.755
1980-12-13;3.99;1.121;-6.752
1980-12-14;3.984;1.12;-6.75
1980-12-15;3.969;1.119;-6.749
1980-12-16;3.957;1.118;-6.747
1980-12-17;3.949;1.117;-6.744
1980-12-18;3.935;1.116;-6.743
1980-12-19;3.926;1.114;-6.741
1980-12-20;3.914;1.113;-6.739
1980-12-21;3.901;1.113;-6.738
1980-12-22;3.891;1.111;-6.735
1980-12-23;3.885;1.11;-6.734
1980-12-24;3.88;1.109;-6.733
1980-12-25;3.867;1.107;-6.73
1980-12-26;3.859;1.106;-6.728
1980-12-27;3.844;1.106;-6.727
1980-12-28;3.838;1.104;-6.725
1980-12-29;3.824;1.103;-6.722
1980-12-30;3.814;1.101;-6.721
1980-12-31;3.799;1.1;-6.719
1981-01-01;3.79;1.1;-6.717
1981-01-02;3.78;1.099;-6.715
1981-01-03;3.771;1.098;-6.713
1981-01-04;3.762;1.097;-6.712
1981-01-05;3.754;1.095;-6.71
1981-01-06;3.749;1.095;-6.709
1981-01-07;3.744;1.094;-6.707
1981-01-08;3.737;1.093;-6.706
1981-01-09;3.732;1.092;-6.705
1981-01-10;3.724;1.091;-6.703
1981-01-11;3.711;1.09;-6.702
1981-01-12;3.705;1.089;-6.7
1981-01-13;3.696;1.089;-6.697
1981-01-14;3.691;1.087;-6.695
1981-01-15;3.681;1.087;-6.694
1981-01-16;3.668;1.085;-6.691
1981-01-17;3.659;1.085;-6.69
1981-01-18;3.647;1.084;-6.688
1981-01-19;3.637;1.083;-6.686
1981-01-20;3.625;1.081;-6.685
1981-01-21;3.614;1.08;-6.683
1981-01-22;3.603;1.079;-6.681
1981-01-23;3.59;1.078;-6.679
1981-01-24;3.578;1.077;-6.677
1981-01-25;3.571;1.076;-6.675
1981-01-26;3.556;1.075;-6.673
1981-01-27;3.544;1.074;-6.671
1981-01-28;3.534;1.074;-6.669
1981-01-29;3.529;1.072;-6.666
1981-01-30;3.518;1.071;-6.664
1981-01-31;3.506;1.071;-6.662
1981-02-01;3.499;1.07;-6.66
1981-02-02;3.485;1.069;-6.659
1981-02-03;3.48;1.068;-6.657
1981-02-04;3.471;1.067;-6.656
1981-02-05;3.463;1.066;-6.654
1981-02-06;3.456;1.065;-6.652
1981-02-07;3.448;1.064;-6.65
1981-02-08;3.441;1.063;-6.648
1981-02-09;3.433;1.062;-6.645
1981-02-10;3.422;1.062;-6.644
1981-02-11;3.415;1.061;-6.643
1981-02-12;3.402;1.06;-6.641
1981-02-13;3.388;1.059;-6.638
1981-02-14;3.377;1.059;-6.638
1981-02-15;3.371;1.058;-6.635
1981-02-16;3.365;1.057;-6.633
1981-02-17;3.35;1.056;-6.632
1981-02-18;3.341;1.055;-6.629
1981-02-19;3.332;1.054;-6.628
1981-02-20;3.322;1.053;-6.626
1981-02-21;3.307;1.052;-6.625
1981-02-22;3.297;1.051;-6.623
1981-02-23;3.284;1.049;-6.62
1981-02-24;3.276;1.048;-6.618
1981-02-25;3.264;1.047;-6.617
1981-02-26;3.254;1.047;-6.615
1981-02-27;3.243;1.046;-6.612
1981-02-28;3.231;1.045;-6.611
1981-03-01;3.224;1.044;-6.609
1981-03-02;3.213;1.042;-6.607
1981-03-03;3.205;1.041;-6.605
1981-03-04;3.192;1.041;-6.604
1981-03-05;3.18;1.039;-6.603
1981-03-06;3.173;1.038;-6.602
1981-03-07;3.165;1.037;-6.601
1981-03-08;3.153;1.036;-6.6
1981-03-09;3.145;1.035;-6.599
1981-03-10;3.131;1.034;-6.597
1981-03-11;3.117;1.032;-6.595
1981-03-12;3.102;1.032;-6.593
1981-03-13;3.09;1.031;-6.591
1981-03-14;3.077;1.03;-6.59
1981-03-15;3.065;1.029;-6.589
1981-03-16;3.056;1.028;-6.587
1981-03-17;3.05;1.027;-6.585
1981-03-18;3.037;1.026;-6.584
1981-03-19;3.026;1.025;-6.583
1981-03-20;3.011;1.024;-6.581
1981-03-21;2.996;1.023;-6.579
1981-03-22;2.981;1.023;-6.576
1981-03-23;2.967;1.021;-6.575
1981-03-24;2.959;1.02;-6.574
1981-03-25;2.952;1.019;-6.572
1981-03-26;2.946;1.018;-6.571
1981-03-27;2.937;1.018;-6.569
1981-03-28;2.93;1.017;-6.567
1981-03-29;2.921;1.016;-6.565
1981-03-30;2.909;1.015;-6.564
1981-03-31;2.897;1.014;-6.563
1981-04-01;2.891;1.013;-6.561
1981-04-02;2.876;1.012;-6.559
1981-04-03;2.869;1.011;-6.557
1981-04-04;2.857;1.01;-6.556
1981-04-05;2.845;1.009;-6.554
1981-04-06;2.83;1.008;-6.553
1981-04-07;2.817;1.006;-6.551
1981-04-08;2.808;1.005;-6.549
1981-04-09;2.801;1.005;-6.547
1981-04-10;2.789;1.004;-6.546
1981-04-11;2.777;1.002;-6.545
1981-04-12;2.766;1.001;-6.544
1981-04-13;2.752;1.0;-6.542
1981-04-14;2.743;0.999;-6.54
1981-04-15;2.737;0.998;-6.539
1981-04-16;2.726;0.997;-6.538
1981-04-17;2.719;0.996;-6.536
1981-04-18;2.708;0.995;-6.535
1981-04-19;2.698;0.994;-6.534
1981-04-20;2.683;0.993;-6.532
1981-04-21;2.67;0.992;-6.53
1981-04-22;2.657;0.991;-6.527
1981-04-23;2.652;0.99;-6.525
1981-04-24;2.644;0.989;-6.524
1981-04-25;2.635;0.987;-6.522
1981-04-26;2.629;0.987;-6.521
1981-04-27;2.619;0.986;-6.518
1981-04-28;2.607;0.985;-6.517
1981-04-29;2.593;0.983;-6.515
1981-04-30;2.582;0.982;-6.513
1981-05-01;2.571;0.981;-6.512
1981-05-02;2.556;0.981;-6.509
1981-05-03;2.545;0.979;-6.507
1981-05-04;2.531;0.979;-6.505
1981-05-05;2.518;0.978;-6.504
1981-05-06;2.512;0.978;-6.503
1981-05-07;2.5;0.976;-6.501
1981-05-08;2.494;0.975;-6.499
1981-05-09;2.487;0.974;-6.498
1981-05-10;2.478;0.973;-6.497
1981-05-11;2.47;0.972;-6.496
1981-05-12;2.462;0.971;-6.494
1981-05-13;2.451;0.97;-6.492
1981-05-14;2.443;0.97;-6.49
1981-05-15;2.432;0.968;-6.488
1981-05-16;2.418;0.968;-6.487
1981-05-17;2.408;0.967;-6.485
1981-05-18;2.4;0.966;-6.483
1981-05-19;2.39;0.965;-6.481
1981-05-20;2.385;0.964;-6.48
1981-05-21;2.378;0.963;-6.479
1981-05-22;2.373;0.962;-6.477
1981-05-23;2.359;0.962;-6.476
1981-05-24;2.348;0.961;-6.474
1981-05-25;2.334;0.96;-6.472
1981-05-26;2.326;0.959;-6.471
1981-05-27;2.312;0.959;-6.469
1981-05-28;2.305;0.957;-6.468
1981-05-29;2.293;0.957;-6.466
1981-05-30;2.286;0.956;-6.464
1981-05-31;2.281;0.954;-6.463
1981-06-01;2.269;0.954;-6.462
1981-06-02;2.258;0.953;-6.461
1981-06-03;2.247;0.952;-6.459
1981-06-04;2.234;0.952;-6.457
1981-06-05;2.228;0.95;-6.455
1981-06-06;2.216;0.949;-6.453
1981-06-07;2.203;0.948;-6.451
1981-06-08;2.194;0.947;-6.45
1981-06-09;2.187;0.946;-6.449
1981-06-10;2.174;0.944;-6.446
1981-06-11;2.161;0.944;-6.445
1981-06-12;2.148;0.943;-6.443
1981-06-13;2.133;0.942;-6.441
1981-06-14;2.126;0.941;-6.44
1981-06-15;2.116;0.94;-6.439
1981-06-16;2.107;0.94;-6.437
1981-06-17;2.096;0.938;-6.435
1981-06-18;2.088;0.938;-6.434
1981-06-19;2.082;0.937;-6.432
1981-06-20;2.068;0.936;-6.43
1981-06-21;2.057;0.935;-6.429
1981-06-22;2.051;0.934;-6.428
1981-06-23;2.041;0.933;-6.427
1981-06-24;2.027;0.932;-6.425
1981-06-25;2.012;0.931;-6.423
1981-06-26;1.998;0.931;-6.422
1981-06-27;1.989;0.93;-6.421
1981-06-28;1.975;0.93;-6.419
1981-06-29;1.964;0.929;-6.418
1981-06-30;1.951;0.927;-6.416
1981-07-01;1.941;0.927;-6.413
1981-07-02;1.931;0.925;-6.413
1981-07-03;1.921;0.924;-6.412
1981-07-04;1.91;0.924;-6.41
1981-07-05;1.897;0.922;-6.408
1981-07-06;1.889;0.921;-6.407
1981-07-07;1.878;0.92;-6.405
1981-07-08;1.873;0.919;-6.404
1981-07-09;1.858;0.919;-6.403
1981-07-10;1.848;0.918;-6.401
1981-07-11;1.833;0.917;-6.399
1981-07-12;1.827;0.917;-6.398
1981-07-13;1.821;0.915;-6.396
1981-07-14;1.808;0.914;-6.395
1981-07-15;1.8;0.914;-6.394
1981-07-16;1.788;0.913;-6.392
1981-07-17;1.781;0.913;-6.389
1981-07-18;1.771;0.912;-6.388
1981-07-19;1.766;0.911;-6.387
1981-07-20;1.751;0.91;-6.385
1981-07-21;1.737;0.909;-6.384
1981-07-22;1.729;0.908;-6.383
1981-07-23;1.72;0.908;-6.382
1981-07-24;1.712;0.907;-6.381
1981-07-25;1.705;0.905;-6.379
1981-07-26;1.697;0.904;-6.377
1981-07-27;1.684;0.903;-6.376
1981-07-28;1.672;0.902;-6.374
1981-07-29;1.66;0.9;-6.373
1981-07-30;1.646;0.9;-6.372
1981-07-31;1.639;0.898;-6.37
1981-08-01;1.632;0.897;-6.368
1981-08-02;1.619;0.896;-6.366
1981-08-03;1.612;0.895;-6.364
1981-08-04;1.606;0.894;-6.363
1981-08-05;1.593;0.893;-6.362
1981-08-06;1.58;0.892;-6.36
1981-08-07;1.574;0.891;-6.358
1981-08-08;1.567;0.889;-6.357
1981-08-09;1.559;0.888;-6.355
1981-08-10;1.552;0.887;-6.354
1981-08-11;1.54;0.887;-6.353
1981-08-12;1.53;0.885;-6.352
1981-08-13;1.52;0.884;-6.35
1981-08-14;1.514;0.884;-6.348
1981-08-15;1.503;0.883;-6.347
1981-08-16;1.491;0.882;-6.346
1981-08-17;1.482;0.881;-6.344
1981-08-18;1.469;0.88;-6.343
1981-08-19;1.462;0.879;-6.341
1981-08-20;1.453;0.878;-6.339
1981-08-21;1.448;0.877;-6.337
1981-08-22;1.437;0.876;-6.335
1981-08-23;1.428;0.875;-6.334
1981-08-24;1.418;0.874;-6.332
1981-08-25;1.412;0.872;-6.331
1981-08-26;1.401;0.871;-6.329
1981-08-27;1.389;0.869;-6.328
1981-08-28;1.382;0.869;-6.326
1981-08-29;1.377;0.868;-6.325
1981-08-30;1.369;0.867;-6.324
1981-08-31;1.354;0.866;-6.322
1981-09-01;1.347;0.865;-6.32
1981-09-02;1.338;0.864;-6.318
1981-09-03;1.326;0.862;-6.316
1981-09-04;1.317;0.861;-6.315
1981-09-05;1.305;0.86;-6.314
1981-09-06;1.291;0.859;-6.312
1981-09-07;1.282;0.858;-6.311
1981-09-08;1.273;0.857;-6.31
1981-09-09;1.261;0.856;-6.309
1981-09-10;1.249;0.855;-6.307
1981-09-11;1.238;0.854;-6.306
1981-09-12;1.228;0.853;-6.304
1981-09-13;1.216;0.852;-6.302
1981-09-14;1.201;0.851;-6.301
1981-09-15;1.192;0.85;-6.299
1981-09-16;1.181;0.85;-6.298
1981-09-17;1.176;0.849;-6.297
1981-09-18;1.167;0.848;-6.296
1981-09-19;1.152;0.847;-6.295
1981-09-20;1.142;0.846;-6.293
1981-09-21;1.127;0.845;-6.292
1981-09-22;1.122;0.844;-6.291
1981-09-23;1.115;0.842;-6.29
1981-09-24;1.106;0.841;-6.289
1981-09-25;1.096;0.841;-6.288
1981-09-26;1.086;0.84;-6.285
1981-09-27;1.073;0.839;-6.283
1981-09-28;1.062;0.838;-6.282
1981-09-29;1.052;0.837;-6.281
1981-09-30;1.041;0.836;-6.278
1981-10-01;1.026;0.835;-6.276
1981-10-02;1.017;0.834;-6.276
1981-10-03;1.008;0.832;-6.274
1981-10-04;1.0;0.831;-6.272
1981-10-05;0.994;0.83;-6.27
1981-10-06;0.989;0.829;-6.269
1981-10-07;0.981;0.828;-6.268
1981-10-08;0.975;0.827;-6.266
1981-10-09;0.967;0.826;-6.265
1981-10-10;0.959;0.825;-6.263
1981-10-11;0.944;0.824;-6.261
1981-10-12;0.937;0.823;-6.26
1981-10-13;0.923;0.822;-6.259
1981-10-14;0.915;0.82;-6.257
1981-10-15;0.905;0.819;-6.256
1981-10-16;0.898;0.818;-6.255
1981-10-17;0.89;0.817;-6.253
1981-10-18;0.883;0.817;-6.252
1981-10-19;0.871;0.815;-6.251
1981-10-20;0.859;0.814;-6.249
1981-10-21;0.851;0.813;-6.247
1981-10-22;0.837;0.812;-6.246
1981-10-23;0.828;0.81;-6.244
1981-10-24;0.823;0.81;-6.244
1981-10-25;0.817;0.808;-6.242
1981-10-26;0.806;0.808;-6.24
1981-10-27;0.791;0.807;-6.239
1981-10-28;0.784;0.806;-6.238
1981-10-29;0.774;0.805;-6.235
1981-10-30;0.765;0.804;-6.233
1981-10-31;0.758;0.803;-6.232
1981-11-01;0.75;0.801;-6.231
1981-11-02;0.744;0.8;-6.23
1981-11-03;0.732;0.799;-6.228
1981-11-04;0.723;0.798;-6.225
1981-11-05;0.709;0.797;-6.224
1981-11-06;0.696;0.796;-6.221
1981-11-07;0.686;0.796;-6.219
1981-11-08;0.672;0.794;-6.218
1981-11-09;0.66;0.793;-6.216
1981-11-10;0.65;0.792;-6.215
1981-11-11;0.643;0.791;-6.214
1981-11-12;0.637;0.79;-6.213
1981-11-13;0.63;0.789;-6.21
1981-11-14;0.618;0.788;-6.209
1981-11-15;0.612;0.788;-6.207
1981-11-16;0.603;0.787;-6.205
1981-11-17;0.597;0.786;-6.203
1981-11-18;0.587;0.784;-6.201
1981-11-19;0.582;0.784;-6.2
1981-11-20;0.568;0.782;-6.199
1981-11-21;0.561;0.781;-6.197
1981-11-22;0.551;0.78;-6.195
1981-11-23;0.544;0.779;-6.193
1981-11-24;0.531;0.778;-6.192
1981-11-25;0.524;0.777;-6.191
1981-11-26;0.513;0.776;-6.19
1981-11-27;0.502;0.775;-6.189
1981-11-28;0.488;0.774;-6.187
1981-11-29;0.478;0.773;-6.186
1981-11-30;0.472;0.772;-6.184
1981-12-01;0.466;0.771;-6.182
1981-12-02;0.455;0.77;-6.181
1981-12-03;0.444;0.769;-6.18
1981-12-04;0.435;0.768;-6.179
1981-12-05;0.43;0.767;-6.178
1981-12-06;0.418;0.766;-6.177
1981-12-07;0.409;0.765;-6.175
1981-12-08;0.403;0.764;-6.173
1981-12-09;0.392;0.763;-6.172
1981-12-10;0.387;0.763;-6.171
1981-12-11;0.375;0.762;-6.169
1981-12-12;0.364;0.761;-6.167
1981-12-13;0.352;0.76;-6.166
1981-12-14;0.338;0.759;-6.164
1981-12-15;0.327;0.758;-6.163
1981-12-16;0.312;0.757;-6.162
1981-12-17;0.306;0.756;-6.161
1981-12-18;0.3;0.755;-6.159
1981-12-19;0.294;0.753;-6.158
1981-12-20;0.279;0.752;-6.157
1981-12-21;0.266;0.751;-6.156
1981-12-22;0.254;0.75;-6.155
1981-12-23;0.242;0.749;-6.154
1981-12-24;0.235;0.748;-6.153
1981-12-25;0.221;0.748;-6.151
1981-12-26;0.211;0.747;-6.15
1981-12-27;0.2;0.745;-6.148
1981-12-28;0.194;0.744;-6.147
1981-12-29;0.183;0.742;-6.146
1981-12-30;0.172;0.741;-6.146
1981-12-31;0.161;0.74;-6.144
1982-01-01;0.15;0.74;-6.142
1982-01-02;0.141;0.739;-6.14
1982-01-03;0.131;0.739;-6.138
1982-01-04;0.119;0.737;-6.137
1982-01-05;0.106;0.737;-6.135
1982-01-06;0.093;0.735;-6.134
1982-01-07;0.085;0.735;-6.132
1982-01-08;0.079;0.734;-6.131
1982-01-09;0.069;0.733;-6.129
1982-01-10;0.058;0.732;-6.128
1982-01-11;0.051;0.731;-6.127
1982-01-12;0.043;0.73;-6.126
1982-01-13;0.032;0.729;-6.125
1982-01-14;0.019;0.728;-6.124
1982-01-15;0.009;0.727;-6.123
