# label : detector calibration 16. 11. 2015
# x : time signal
#y4 time y3 y5 y2 y1
1.242 0.72 1.0129 1.0708 1.1617 0.3255
1.6785 0.73 1.2122 0.9733 1.4113 1.2104
1.7821 0.74 1.2782 0.8706 1.7336 1.4844
2.2964 0.75 1.83 0.8853 2.2016 1.4362
2.4136 0.76 2.0019 0.904 2.4998 0.7089
2.5338 0.77 2.4276 0.9054 2.8429 0.1075
2.5432 0.78 2.7593 0.8556 3.0363 -0.1162
2.4517 0.79 2.8052 0.8138 2.7622 0.2203
2.2972 0.8 2.8035 0.6867 2.507 0.9828
2.1266 0.81 2.7756 0.6643 1.9979 1.8419
2.1452 0.82 2.4096 0.6621 1.4469 2.2363
1.6702 0.83 2.2321 0.5828 1.0685 2.0227
1.6166 0.84 2.0533 0.5202 0.8961 1.408
1.2394 0.85 1.6107 0.3921 0.7885 0.7293
0.8183 0.86 1.317 0.3358 0.884 0.4719
0.4492 0.87 0.9962 0.2991 1.0145 0.8173
0.1197 0.88 0.7965 0.2149 1.4725 1.514
-0.2109 0.89 0.5696 0.1962 1.9772 2.3168
-0.5111 0.9 0.5041 0.1405 2.3151 2.3444
-0.8274 0.91 0.6096 0.0837 2.481 2.1176
-1.1129 0.92 0.7269 0.0511 2.6453 1.6275
-1.1173 0.93 1.1207 0.015 2.575 0.9225
-1.3886 0.94 1.2468 -0.0072 2.2956 0.6579
-1.3706 0.95 1.6288 -0.0206 2.0474 0.9384
-1.2929 0.96 1.9833 -0.027 1.5646 1.5895
-1.3417 0.97 2.2839 -0.0237 1.4081 2.1724
-1.2584 0.98 2.1926 -0.0099 0.9645 2.4827
-1.0354 0.99 2.3988 0.0125 0.6675 2.1001
-0.6647 1.0 2.0603 0.0478 0.6804 1.4291
-0.4647 1.01 2.0191 0.0872 0.7771 0.7759
-0.0963 1.02 1.7184 0.1348 0.991 0.3662
0.2219 1.03 1.3885 0.1906 1.458 0.565
0.5874 1.04 0.9381 0.2934 1.6815 1.284
0.9179 1.05 0.6618 0.3414 1.9737 1.8205
1.3642 1.06 0.3585 0.4067 2.6195 2.0995
1.634 1.07 0.1054 0.52 2.3056 1.6284
2.0406 1.08 -0.0271 0.5528 2.462 1.0739
2.3617 1.09 -0.0605 0.7425 2.3984 0.1752
2.3959 1.1 0.0221 0.8118 1.9893 -0.2407
2.5145 1.11 0.1892 0.927 1.3492 -0.0551
2.559 1.12 0.4202 1.0933 1.0255 0.5643
2.7523 1.13 0.7951 1.025 0.6368 1.2808
2.5792 1.14 1.0129 1.24 0.3694 1.5699
2.5899 1.15 1.1506 1.1856 0.3619 1.2176
2.2835 1.16 1.4533 1.5074 0.5271 0.3414
1.9673 1.17 1.7194 1.4409 0.7233 -0.3816
1.7172 1.18 1.4986 1.5538 1.245 -0.7887
1.6853 1.19 1.573 1.4534 1.5449 -0.5976
1.1917 1.2 1.15 1.7139 1.8972 -0.0113
0.8782 1.21 1.0572 1.6373 2.0646 0.6811
0.5259 1.22 0.6382 1.5589 2.0202 0.9664
0.1878 1.23 0.2433 1.8551 2.2245 0.6952
-0.1195 1.24 -0.1228 1.6358 1.9375 -0.0642
-0.4569 1.25 -0.4167 1.5573 1.4264 -0.7412
-0.7266 1.26 -0.6347 1.7854 0.9243 -1.1741
-0.8803 1.27 -0.8217 1.5241 0.5624 -0.9719
-1.155 1.28 -0.765 1.5487 0.1979 -0.2924
-1.2462 1.29 -0.6415 1.3938 0.0147 0.4768
-1.2499 1.3 -0.4916 1.5536 0.0082 0.8701
-1.2749 1.31 -0.2463 1.2977 0.1612 0.579
-1.1035 1.32 0.029 1.2232 0.5005 -0.0912
-0.8619 1.33 0.3294 0.9982 0.8795 -0.7281
-0.7875 1.34 0.5171 0.9616 1.3309 -1.176
-0.5108 1.35 0.8341 0.7611 1.6573 -0.7505
-0.1652 1.36 0.934 0.6355 1.7742 -0.0826
0.175 1.37 0.8559 0.453 1.6132 0.7464
0.5406 1.38 0.7888 0.2688 1.5547 1.1483
0.8386 1.39 0.5038 0.0959 1.205 0.9439
1.165 1.4 0.1993 -0.1126 0.8907 0.2797
1.7142 1.41 -0.16 -0.286 0.4137 -0.3708
1.7797 1.42 -0.5646 -0.4667 0.0489 -0.6057
2.1899 1.43 -0.8265 -0.6986 -0.2612 -0.2808
2.4558 1.44 -1.2364 -0.9322 -0.4171 0.5066
2.6965 1.45 -1.4296 -1.0164 -0.3313 1.2465
2.4899 1.46 -1.5609 -1.2364 -0.1559 1.5702
2.9906 1.47 -1.4681 -1.4485 0.1672 1.5112
3.0519 1.48 -1.4279 -1.4767 0.5038 0.9055
2.9918 1.49 -1.2288 -1.7387 0.8388 0.3397
2.6592 1.5 -0.9567 -2.0153 1.1775 0.0676
2.2473 1.51 -0.5766 -2.2686 1.4325 0.4311
2.2292 1.52 -0.2627 -2.437 1.2925 1.0705
1.7927 1.53 -0.0275 -2.2185 1.2301 1.7771
1.5238 1.54 0.16 -2.5407 0.842 2.1936
1.1992 1.55 0.2682 -2.5558 0.4282 2.1562
0.8738 1.56 0.2486 -2.443 -0.0297 1.4764
0.5565 1.57 0.0959 -2.8794 -0.3856 1.0181
0.2198 1.58 -0.1141 -2.932 -0.6518 0.7396
-0.0879 1.59 -0.393 -2.8227 -0.7438 0.8742
-0.3922 1.6 -0.7578 -2.7897 -0.7537 1.5558
-0.6644 1.61 -1.1298 -2.5984 -0.4488 2.6185
-0.813 1.62 -1.5193 -2.7351 -0.1558 2.6145
-0.9753 1.63 -1.7529 -2.8494 0.2729 2.482
-0.9534 1.64 -1.7349 -2.5827 0.6131 1.8086
-1.0005 1.65 -2.1559 -2.344 0.8855 1.3531
-1.0321 1.66 -2.0863 -2.3218 1.001 0.9367
-0.9733 1.67 -1.7518 -2.1872 1.0595 1.2037
-0.7995 1.68 -1.7119 -2.3548 0.7353 2.0067
-0.5228 1.69 -1.3347 -2.0939 0.4153 2.3885
-0.2662 1.7 -0.8858 -2.1211 -0.0344 2.9297
0.0533 1.71 -0.5955 -1.7552 -0.5024 2.5342
0.3843 1.72 -0.4294 -1.7943 -0.7624 2.0123
0.6744 1.73 -0.1904 -1.4222 -1.0693 1.0386
1.1174 1.74 -0.1219 -1.3518 -1.1607 0.793
1.4917 1.75 -0.1399 -1.2581 -0.9872 0.8534
1.9318 1.76 -0.2569 -1.0284 -0.7234 1.4636
1.9988 1.77 -0.5326 -1.0083 -0.3876 2.1065
2.107 1.78 -0.8127 -0.8027 0.0175 2.6122
2.5735 1.79 -1.0504 -0.7404 0.3622 2.3194
2.7179 1.8 -1.4811 -0.5725 0.6255 1.5729
3.0661 1.81 -1.6684 -0.4836 0.766 0.6556
2.645 1.82 -2.0876 -0.3459 0.6688 0.2068
2.9991 1.83 -2.3506 -0.238 0.3773 0.3669
2.7251 1.84 -2.0398 -0.1304 0.0277 0.9677
2.6182 1.85 -2.1285 -0.0446 -0.4035 1.5631
2.3147 1.86 -1.7913 0.0246 -0.7838 1.9473
2.3977 1.87 -1.7751 0.0895 -1.1333 1.6895
1.858 1.88 -1.3807 0.1392 -1.3096 0.7425
1.5012 1.89 -1.0758 0.186 -1.4175 -0.0157
1.301 1.9 -0.7112 0.2036 -1.2052 -0.4343
0.9605 1.91 -0.433 0.219 -0.9077 -0.3225
0.5496 1.92 -0.2671 0.2224 -0.5309 0.2849
0.2308 1.93 -0.1807 0.1939 -0.1234 0.888
-0.0672 1.94 -0.2155 0.1861 0.2213 1.2217
-0.3415 1.95 -0.3335 0.1675 0.4806 0.9149
-0.5198 1.96 -0.5636 0.1234 0.5295 0.2534
-0.6964 1.97 -0.9161 0.0831 0.43 -0.4777
-0.9366 1.98 -1.272 0.0315 0.1265 -0.983
-0.9661 1.99 -1.4161 -0.0293 -0.2431 -0.6836
-0.9493 2.0 -1.7236 -0.0949 -0.7156 -0.0863
-0.8435 2.01 -1.953 -0.155 -0.9777 0.6539
-0.7296 2.02 -2.2097 -0.2291 -1.3224 0.9172
-0.6205 2.03 -2.1298 -0.2776 -1.5295 0.7672
-0.3188 2.04 -2.0527 -0.3799 -1.3931 0.1048
-0.079 2.05 -1.9046 -0.4424 -1.2935 -0.6648
0.2154 2.06 -1.5249 -0.5038 -1.0026 -0.9178
0.6025 2.07 -1.1966 -0.5963 -0.6058 -0.6927
0.8161 2.08 -0.8381 -0.5597 -0.1644 -0.0312
1.2938 2.09 -0.5303 -0.6838 0.1711 0.8103
1.4834 2.1 -0.2595 -0.7077 0.3632 1.2017
1.9203 2.11 -0.0905 -0.8199 0.4433 0.9022
2.3381 2.12 -0.0046 -0.7168 0.2962 0.3697
2.2791 2.13 -0.028 -0.7517 -0.0136 -0.3194
2.8181 2.14 -0.1615 -0.7593 -0.4368 -0.5677
2.6457 2.15 -0.402 -0.8091 -0.7882 -0.3004
3.149 2.16 -0.6903 -0.8623 -1.2425 0.4451
2.728 2.17 -0.9621 -0.9057 -1.3329 1.3631
3.0798 2.18 -1.378 -0.7388 -1.4308 1.5841
2.8273 2.19 -1.4584 -0.7484 -1.4798 1.7044
2.8601 2.2 -1.8383 -0.7487 -1.2007 1.0277
2.5169 2.21 -1.9419 -0.7077 -0.9091 0.332
2.2996 2.22 -1.9292 -0.638 -0.5121 0.0406
2.0354 2.23 -1.6693 -0.5749 -0.0851 0.3191
1.454 2.24 -1.5903 -0.6246 0.2101 1.082
1.2572 2.25 -1.0972 -0.4874 0.4244 1.8258
0.8518 2.26 -0.9341 -0.4363 0.4118 2.2865
0.5373 2.27 -0.497 -0.3732 0.2631 2.2817
0.2015 2.28 -0.1807 -0.3099 -0.0645 1.7174
-0.0947 2.29 0.0842 -0.2759 -0.4728 0.9458
-0.3691 2.3 0.2539 -0.1995 -0.8744 0.6668
-0.6355 2.31 0.378 -0.1402 -1.1482 0.9833
-0.7639 2.32 0.3071 -0.0798 -1.6057 1.7778
-0.9 2.33 0.1741 -0.0156 -1.4063 2.6746
-0.831 2.34 -0.0477 0.033 -1.4755 2.6095
-0.8078 2.35 -0.3392 0.0746 -1.0664 2.8236
-0.8222 2.36 -0.7015 0.121 -0.8049 1.8719
-0.6817 2.37 -0.9384 0.1526 -0.3447 1.4568
-0.5222 2.38 -1.1736 0.1894 0.0698 1.0385
-0.2258 2.39 -1.2921 0.2156 0.3918 1.3068
0.0435 2.4 -1.3705 0.2148 0.495 1.8926
0.3543 2.41 -1.5659 0.1981 0.5141 2.3638
0.6807 2.42 -1.3258 0.1971 0.3076 3.0419
0.9837 2.43 -1.0333 0.1731 -0.0447 2.835
1.3423 2.44 -0.8034 0.1583 -0.4743 2.0054
1.6378 2.45 -0.3896 0.1054 -0.8396 1.3553
2.1152 2.46 -0.0602 0.0676 -1.1048 0.9138
2.3201 2.47 0.2372 0.0193 -1.2817 0.9462
2.4337 2.48 0.5146 -0.0439 -1.4294 1.5697
2.8342 2.49 0.6465 -0.0986 -1.2471 2.2375
2.8393 2.5 0.8024 -0.1675 -0.9622 2.7778
2.9919 2.51 0.7206 -0.2749 -0.542 2.417
2.77 2.52 0.5422 -0.3287 -0.1029 1.5363
2.6885 2.53 0.3141 -0.3969 0.2703 0.8311
2.7087 2.54 0.0044 -0.5387 0.5908 0.3394
2.3641 2.55 -0.293 -0.5196 0.7131 0.5003
2.5344 2.56 -0.564 -0.6883 0.5771 1.1022
2.1134 2.57 -0.936 -0.6739 0.4015 1.8652
1.7797 2.58 -0.9794 -0.7589 0.0354 1.8019
1.4208 2.59 -1.1387 -0.797 -0.3484 1.8204
1.0646 2.6 -0.9713 -0.9733 -0.7795 1.0625
0.7013 2.61 -0.9917 -1.0635 -1.149 0.1381
0.3971 2.62 -0.6473 -1.0379 -1.3249 -0.302
0.0886 2.63 -0.404 -1.0956 -1.231 -0.2112
-0.1732 2.64 -0.0257 -1.1704 -1.0729 0.3753
-0.4077 2.65 0.2869 -1.2119 -0.7362 1.0272
-0.6674 2.66 0.5699 -1.0718 -0.2889 1.2488
-0.7696 2.67 0.9322 -1.1842 0.1709 1.1303
-0.8465 2.68 0.9999 -1.1711 0.567 0.3284
-0.839 2.69 1.0463 -1.1562 0.7791 -0.4556
-0.9347 2.7 0.9679 -0.9431 0.8049 -0.8387
-0.8056 2.71 0.8668 -0.9825 0.7945 -0.695
-0.602 2.72 0.5902 -0.9066 0.4888 -0.1261
-0.4131 2.73 0.2198 -0.7327 0.1177 0.5657
-0.1911 2.74 -0.0914 -0.6579 -0.2995 0.9271
0.1149 2.75 -0.3606 -0.5227 -0.7297 0.6922
0.4558 2.76 -0.6743 -0.4717 -0.9795 0.0748
0.7366 2.77 -0.8179 -0.2628 -0.9877 -0.7231
1.1421 2.78 -0.8428 -0.1302 -0.9872 -0.9991
1.4201 2.79 -0.8741 0.0206 -0.7814 -0.9193
1.7807 2.8 -0.6221 0.1914 -0.4395 -0.1905
1.9564 2.81 -0.4082 0.328 -0.0107 0.5837
2.2942 2.82 -0.1181 0.5786 0.3971 1.0403
2.3376 2.83 0.217 0.7107 0.6903 0.8303
2.7091 2.84 0.5152 0.8443 0.868 0.2041
2.5813 2.85 0.7637 1.0563 0.9853 -0.471
2.7009 2.86 1.0442 1.394 0.8409 -0.7678
2.8518 2.87 1.2594 1.4682 0.5791 -0.5444
2.521 2.88 1.2195 1.497 0.1928 0.1364
2.7646 2.89 1.155 1.975 -0.2172 0.9663
2.442 2.9 0.9058 1.891 -0.6252 1.4807
2.0965 2.91 0.5823 2.3255 -0.8857 1.3447
1.8868 2.92 0.2859 2.3701 -0.8495 0.7557
1.4181 2.93 -0.0392 2.2848 -0.8335 0.0681
1.2529 2.94 -0.3143 2.7464 -0.6233 -0.2334
0.916 2.95 -0.5931 2.6062 -0.2362 0.0078
0.6144 2.96 -0.7398 2.5995 0.2012 0.779
0.2626 2.97 -0.7324 2.9115 0.5577 1.5031
-0.0411 2.98 -0.7298 2.7753 0.9537 2.2225
-0.2931 2.99 -0.5949 3.1417 1.1216 1.7874
-0.5096 3.0 -0.3263 2.9012 1.1637 1.404
-0.7298 3.01 -0.0524 3.1506 0.921 0.6491
-0.8594 3.02 0.2734 3.0871 0.558 0.3446
-0.9569 3.03 0.5357 2.8449 0.1806 0.6105
-0.9859 3.04 0.7908 3.0636 -0.25 1.3988
-0.9126 3.05 0.9754 2.6017 -0.6 2.222
-0.8574 3.06 1.1054 2.8714 -0.8233 2.7418
-0.6537 3.07 1.2082 2.8315 -0.9091 2.6833
-0.4166 3.08 0.9993 2.6362 -0.7568 2.0176
-0.1688 3.09 0.8271 2.4615 -0.4628 1.0659
0.1205 3.1 0.468 2.4293 -0.1021 0.7358
0.4459 3.11 0.202 2.0853 0.3038 1.0172
0.6846 3.12 -0.1622 2.1586 0.6934 1.4699
1.0532 3.13 -0.4913 1.8995 1.0648 2.3132
1.2594 3.14 -0.6342 1.7893 1.0728 3.0243
1.7556 3.15 -0.8501 1.4728 1.0249 2.366
1.8275 3.16 -0.9868 1.2915 0.8328 1.8374
2.054 3.17 -0.8256 1.3563 0.5265 1.2246
2.2835 3.18 -0.6798 1.0954 0.075 0.7299
2.5788 3.19 -0.3954 0.9888 -0.3151 0.8501
2.4636 3.2 -0.1329 0.7211 -0.7196 1.5859
2.5318 3.21 0.191 0.5935 -0.9076 2.3259
2.5702 3.22 0.5246 0.3997 -0.9372 2.6766
2.6073 3.23 0.7822 0.321 -0.8034 2.3336
2.2039 3.24 0.8706 0.1701 -0.4762 1.4536
2.1412 3.25 1.0405 0.0274 -0.0532 0.7754
1.8908 3.26 0.9212 -0.0824 0.3506 0.2492
1.6536 3.27 0.8389 -0.1966 0.6611 0.3682
1.3002 3.28 0.6729 -0.3164 0.8851 0.8538
1.0437 3.29 0.307 -0.3531 0.9629 1.5721
0.7052 3.3 -0.0214 -0.4789 0.9097 1.8036
0.3827 3.31 -0.3695 -0.4998 0.7048 1.7664
0.0574 3.32 -0.6456 -0.5615 0.3358 0.9718
-0.2148 3.33 -0.8673 -0.6071 -0.1116 0.0572
-0.4766 3.34 -0.9554 -0.547 -0.4804 -0.4284
-0.6839 3.35 -0.9974 -0.6207 -0.8583 -0.3668
-0.9375 3.36 -1.0154 -0.5386 -0.921 0.1999
-0.9957 3.37 -0.8457 -0.5325 -1.0178 0.7712
-0.9492 3.38 -0.535 -0.5928 -0.782 1.2185
-0.9307 3.39 -0.269 -0.4664 -0.4995 0.9891
-1.0038 3.4 0.0653 -0.4886 -0.1026 0.2174
-0.8836 3.41 0.3346 -0.3694 0.3133 -0.5874
-0.735 3.42 0.6223 -0.3557 0.6128 -1.1785
-0.4591 3.43 0.8207 -0.2949 0.9162 -1.0266
-0.2038 3.44 0.8665 -0.2051 0.9053 -0.3949
0.0934 3.45 0.7346 -0.1333 0.6857 0.3051
0.3861 3.46 0.6562 -0.069 0.4452 0.639
0.6672 3.47 0.4283 0.0141 0.0631 0.5347
1.0954 3.48 0.1055 0.088 -0.404 -0.1818
1.4349 3.49 -0.2376 0.155 -0.8096 -0.9551
1.6198 3.5 -0.5963 0.2556 -1.1282 -1.5171
1.682 3.51 -0.8649 0.3012 -1.1731 -1.1881
2.2559 3.52 -1.0189 0.3909 -1.0578 -0.573
2.0689 3.53 -1.3042 0.4476 -0.9542 0.1575
2.3296 3.54 -1.2073 0.4685 -0.613 0.579
2.3709 3.55 -1.038 0.4702 -0.2065 0.4113
2.2664 3.56 -0.9225 0.5578 0.1537 -0.1443
2.6078 3.57 -0.6292 0.5259 0.514 -0.8176
2.373 3.58 -0.3087 0.6064 0.6347 -1.3022
2.0226 3.59 -0.0109 0.5762 0.6403 -1.089
1.9884 3.6 0.3035 0.6487 0.4579 -0.343
1.5129 3.61 0.4928 0.5804 0.1408 0.4638
1.4749 3.62 0.6606 0.598 -0.2816 0.9829
1.0691 3.63 0.7552 0.508 -0.7495 0.8303
0.7899 3.64 0.6976 0.5575 -1.1283 0.2881
0.4795 3.65 0.5824 0.4931 -1.416 -0.4433
0.1333 3.66 0.3101 0.4234 -1.4148 -0.7529
-0.1834 3.67 -0.0164 0.3623 -1.4512 -0.5115
-0.4263 3.68 -0.3536 0.322 -1.1985 0.1754
-0.6451 3.69 -0.7176 0.2841 -0.742 0.9062
-0.8469 3.7 -0.8847 0.2176 -0.4498 1.419
-1.0931 3.71 -1.2241 0.1524 -0.0424 1.306
-1.0275 3.72 -1.2593 0.0755 0.2266 0.8802
-1.0942 3.73 -1.1988 0.0053 0.3941 0.1879
-1.1682 3.74 -1.1273 -0.066 0.3145 -0.1489
-1.0685 3.75 -0.9297 -0.1178 0.115 0.0743
-0.8601 3.76 -0.5575 -0.1836 -0.2123 0.7173
-0.8198 3.77 -0.2534 -0.2663 -0.685 1.6408
-0.5016 3.78 0.0492 -0.3176 -1.1605 2.1839
-0.2566 3.79 0.3753 -0.353 -1.4645 1.8159
0.0098 3.8 0.5409 -0.3856 -1.7083 1.3888
0.3375 3.81 0.7035 -0.3972 -1.861 0.7084
0.5632 3.82 0.8588 -0.4244 -1.7117 0.2713
0.9615 3.83 0.7179 -0.4252 -1.4975 0.4397
1.2949 3.84 0.5995 -0.4545 -1.1063 1.0155
1.5864 3.85 0.3241 -0.4432 -0.6176 1.7411
1.6543 3.86 0.0339 -0.468 -0.251 2.4847
2.0985 3.87 -0.3154 -0.424 -0.0061 2.1702
2.1091 3.88 -0.586 -0.4636 0.0843 1.7065
2.0959 3.89 -0.7733 -0.4369 0.0105 0.8742
1.9917 3.9 -0.9894 -0.4044 -0.2318 0.344
2.0283 3.91 -1.1347 -0.2959 -0.6635 0.4519
2.0256 3.92 -1.1593 -0.2599 -1.0902 1.1081
2.156 3.93 -0.902 -0.1985 -1.343 1.7618
1.8798 3.94 -0.6884 -0.1505 -1.8894 2.2638
1.7452 3.95 -0.4156 -0.0988 -2.0926 1.8292
1.3286 3.96 -0.0416 -0.0249 -2.0907 1.1627
1.0575 3.97 0.2887 0.0419 -1.7511 0.4922
0.842 3.98 0.6427 0.1151 -1.5181 -0.0476
0.5038 3.99 0.9109 0.1843 -1.1931 0.0152
0.1442 4.0 1.0417 0.2544 -0.7682 0.5409
-0.1339 4.01 1.1161 0.312 -0.4303 1.1828
-0.39 4.02 0.9978 0.3539 -0.2258 1.6554
-0.7132 4.03 0.8362 0.4506 -0.1535 1.5032
-0.9915 4.04 0.5498 0.508 -0.2719 0.6673
-1.0191 4.05 0.2659 0.4718 -0.5902 -0.1885
-1.1494 4.06 -0.0505 0.4921 -0.923 -0.6634
-1.2714 4.07 -0.3369 0.5749 -1.3918 -0.729
-1.2259 4.08 -0.6042 0.5542 -1.7457 -0.1593
-1.3608 4.09 -0.808 0.6176 -1.9503 0.4947
-1.2598 4.1 -0.8057 0.5559 -2.2699 0.9236
-1.0177 4.11 -0.6812 0.4937 -2.3647 0.6547
-0.8103 4.12 -0.5292 0.4982 -2.1049 -0.056
-0.5726 4.13 -0.314 0.4881 -1.6522 -0.8627
-0.3912 4.14 0.0048 0.3547 -1.4318 -1.503
-0.0994 4.15 0.3525 0.3428 -0.9236 -1.4901
0.2153 4.16 0.6438 0.2079 -0.6382 -0.8087
0.5393 4.17 0.9127 0.124 -0.3626 -0.0982
0.7599 4.18 1.1758 0.0202 -0.3391 0.2705
1.0421 4.19 1.2692 -0.1091 -0.515 0.1011
1.2211 4.2 1.4373 -0.228 -0.7152 -0.5171
1.4693 4.21 1.374 -0.3428 -1.2976 -1.386
1.822 4.22 1.2287 -0.4826 -1.6404 -1.6652
1.8287 4.23 0.9095 -0.699 -2.1911 -1.7283
1.9118 4.24 0.6205 -0.8677 -2.1078 -1.1322
1.9041 4.25 0.2915 -0.9101 -2.3404 -0.3858
1.8615 4.26 0.0163 -1.0688 -2.2728 0.0728
1.8028 4.27 -0.2091 -1.2881 -2.0381 -0.0485
1.6668 4.28 -0.3384 -1.6186 -1.7271 -0.6981
1.5449 4.29 -0.3558 -1.6468 -1.3698 -1.3752
1.3057 4.3 -0.2756 -1.8859 -0.9168 -1.7833
1.0334 4.31 -0.1156 -1.873 -0.6209 -1.5352
0.8018 4.32 0.1447 -2.1447 -0.4415 -1.0136
0.5039 4.33 0.5145 -2.2972 -0.4394 -0.1887
0.1645 4.34 0.7757 -2.5459 -0.6473 0.3312
-0.1518 4.35 1.1379 -2.3765 -0.9313 0.2407
-0.4364 4.36 1.4062 -2.8014 -1.3247 -0.3228
-0.7343 4.37 1.6339 -2.8483 -1.8238 -1.0674
-0.9081 4.38 1.8462 -2.8324 -2.2099 -1.3227
-1.2296 4.39 1.6574 -2.9538 -2.2336 -1.1382
-1.286 4.4 1.781 -2.887 -2.2167 -0.4972
-1.3945 4.41 1.5082 -3.2209 -2.2679 0.3471
-1.3336 4.42 1.1694 -2.9479 -2.1299 0.8601
-1.3499 4.43 0.9633 -2.8007 -1.4728 0.7514
-1.5322 4.44 0.6571 -3.0445 -1.1341 0.2871
-1.3224 4.45 0.3705 -2.7742 -0.7747 -0.4158
-1.0751 4.46 0.1637 -3.0887 -0.5256 -0.7854
-0.9689 4.47 0.033 -2.5734 -0.3548 -0.5818
-0.7519 4.48 0.0105 -2.6324 -0.389 0.0995
-0.4946 4.49 0.1054 -2.5777 -0.6228 0.8668
-0.2126 4.5 0.2874 -2.6134 -0.8569 1.4203
0.0576 4.51 0.5365 -2.5117 -1.3959 1.2984
0.3698 4.52 0.8262 -2.2505 -1.8272 0.7542
0.6001 4.53 1.1368 -2.0433 -1.94 0.1253
0.9158 4.54 1.6033 -1.9247 -2.1653 -0.3056
1.2226 4.55 1.9114 -1.7505 -2.0499 -0.1413
