# y : intensity
#y4 time y5 y2 y1 y3
1.5105 0.46 1.8523 1.6183 0.338 1.1408
1.8875 0.47 2.0998 1.1895 0.263 1.3621
2.0228 0.48 2.317 1.0744 0.2578 1.3751
1.8117 0.49 2.1738 0.7348 0.2973 1.3932
2.334 0.5 1.942 0.5134 0.3558 1.5864
2.2489 0.51 1.7633 0.2998 0.5347 1.6294
2.4551 0.52 1.6395 0.0798 0.6599 1.5268
2.5871 0.53 1.5723 -0.1327 1.0058 1.9109
2.6216 0.54 1.2653 -0.3331 1.1374 1.88
2.465 0.55 0.9257 -0.4499 1.4417 1.8766
2.8544 0.56 0.499 -0.5779 1.4893 1.8445
2.9515 0.57 0.2397 -0.6125 1.6922 2.0503
2.7139 0.58 0.0249 -0.6625 2.1779 1.9362
2.9612 0.59 -0.1264 -0.6252 2.0301 2.2351
3.1062 0.6 -0.2036 -0.7149 2.6057 2.1462
3.115 0.61 -0.2123 -0.6382 2.2479 2.0601
2.9131 0.62 -0.1338 -0.4858 2.6319 2.07
3.0195 0.63 0.0037 -0.3701 2.3402 1.9857
2.8268 0.64 0.2018 -0.2235 2.3829 2.2712
2.7225 0.65 0.3959 -0.0497 2.3002 2.2618
2.6858 0.66 0.7226 0.1078 2.1293 2.1603
2.5197 0.67 0.9313 0.2651 2.0958 1.8482
2.4381 0.68 1.2184 0.4008 1.7694 1.7863
2.3347 0.69 1.3549 0.512 1.5523 1.9441
2.1783 0.7 1.2279 0.6803 1.2039 1.6768
1.7949 0.71 1.3367 0.8163 1.0075 1.4522
1.7 0.72 1.2155 0.8906 0.8629 1.3158
1.559 0.73 1.2006 0.9259 0.7032 1.1198
1.4405 0.74 0.8218 0.7609 0.6799 1.1049
1.2198 0.75 0.5984 0.8238 0.6244 0.9867
1.0546 0.76 0.2788 0.7551 0.5833 0.7257
0.8569 0.77 -0.0493 0.5961 0.7347 0.5553
0.6428 0.78 -0.3662 0.5413 0.7821 0.3749
0.5277 0.79 -0.5939 0.326 0.9178 0.1749
0.3445 0.8 -0.8751 0.1877 1.1276 -0.0243
0.2182 0.81 -0.8941 0.0325 1.4857 -0.2111
0.104 0.82 -1.0578 -0.1254 1.7295 -0.4162
-0.005 0.83 -0.9615 -0.2702 1.7355 -0.5419
-0.0928 0.84 -0.8777 -0.486 1.8778 -0.6739
-0.1583 0.85 -0.7739 -0.5837 2.1524 -0.8804
-0.2421 0.86 -0.4618 -0.7189 2.5888 -0.9888
-0.2759 0.87 -0.235 -0.7594 2.464 -1.1569
-0.2988 0.88 0.0321 -0.8004 2.4905 -1.2336
-0.3344 0.89 0.3007 -0.7325 2.7406 -1.3815
-0.2987 0.9 0.5539 -0.7804 2.5241 -1.434
-0.334 0.91 0.6739 -0.6852 2.7242 -1.4525
-0.2622 0.92 0.7861 -0.5416 2.7036 -1.6173
-0.2316 0.93 0.8377 -0.4577 2.2551 -1.9037
-0.1828 0.94 0.7646 -0.2535 2.2485 -1.781
-0.1456 0.95 0.5425 -0.0735 2.1173 -1.8854
-0.0837 0.96 0.413 0.1423 1.762 -1.7431
-0.0253 0.97 0.1285 0.3824 1.5956 -1.9592
0.0443 0.98 -0.1422 0.6035 1.2179 -1.8759
0.095 0.99 -0.3873 0.8339 1.1038 -1.7269
0.1761 1.0 -0.697 1.0238 0.988 -1.738
0.2434 1.01 -0.9883 1.2602 0.7913 -1.7827
0.2809 1.02 -1.017 1.4966 0.7189 -1.7144
0.3068 1.03 -1.2364 1.3952 0.7378 -1.4632
0.339 1.04 -1.144 1.7384 0.6371 -1.5044
0.3902 1.05 -1.1177 1.7676 0.7035 -1.3938
0.3631 1.06 -0.9351 1.7877 0.8131 -1.2154
0.3767 1.07 -0.6597 1.7737 1.077 -1.1695
0.3787 1.08 -0.4005 1.7636 1.2521 -1.0251
0.32 1.09 -0.065 1.7381 1.3793 -1.0485
0.271 1.1 0.2471 1.4939 1.8309 -0.9095
0.2136 1.11 0.538 1.2388 1.7377 -0.8871
0.1202 1.12 0.74 1.0465 2.2695 -0.7067
0.0249 1.13 0.9698 1.0472 2.2831 -0.639
-0.0836 1.14 1.0778 0.7802 2.5765 -0.6076
-0.2055 1.15 1.2858 0.4813 2.3752 -0.6446
-0.3355 1.16 1.2014 0.2945 2.5784 -0.6287
-0.5321 1.17 0.9659 0.128 2.6426 -0.5256
-0.6003 1.18 0.8897 -0.0648 2.7322 -0.5466
-0.7775 1.19 0.5994 -0.214 2.5872 -0.5371
-1.0576 1.2 0.3876 -0.3493 2.1164 -0.6256
-1.2161 1.21 0.1878 -0.4793 1.8913 -0.5609
-1.3156 1.22 -0.0331 -0.5887 1.7153 -0.6631
-1.4664 1.23 -0.224 -0.647 1.5104 -0.679
-1.6628 1.24 -0.3227 -0.6249 1.2821 -0.7562
-1.7731 1.25 -0.3191 -0.547 1.0362 -0.7522
-2.166 1.26 -0.2868 -0.5542 0.927 -0.9702
-2.1581 1.27 -0.1706 -0.4571 0.7405 -1.0627
-2.4266 1.28 0.0306 -0.3318 0.6017 -1.0025
-2.4485 1.29 0.3185 -0.2407 0.5054 -1.1485
-2.6236 1.3 0.5593 -0.146 0.3948 -1.3302
-2.373 1.31 0.98 -0.0211 0.3913 -1.3838
-2.6851 1.32 1.3007 0.0877 0.4942 -1.4306
-2.9693 1.33 1.6616 0.1896 0.5521 -1.4684
-2.7217 1.34 1.9271 0.2388 0.682 -1.6608
-2.8329 1.35 2.1121 0.3289 0.8545 -1.6329
-3.1065 1.36 2.2932 0.3521 1.0582 -1.9243
-2.9867 1.37 2.4056 0.3274 1.2722 -1.979
-2.8699 1.38 2.0909 0.2508 1.4813 -1.7246
-2.9148 1.39 2.0954 0.1869 1.6243 -1.8577
-2.6333 1.4 1.7571 0.0674 2.0142 -2.0691
-2.8172 1.41 1.789 -0.0792 1.877 -1.7849
-2.6554 1.42 1.5689 -0.2925 2.2562 -1.9947
-2.3624 1.43 1.1084 -0.4946 2.0844 -2.1246
-2.1021 1.44 0.9247 -0.7047 2.3169 -2.0493
-2.2247 1.45 0.8219 -0.9612 2.1339 -2.0235
-2.1716 1.46 0.6616 -1.1904 2.0876 -1.9497
-1.8289 1.47 0.6878 -1.3466 1.8381 -1.779
-1.7686 1.48 0.6775 -1.669 1.8146 -1.7808
-1.5518 1.49 0.9281 -2.0093 1.5166 -1.6499
-1.5589 1.5 0.9506 -2.1871 1.2504 -1.4511
-1.5059 1.51 1.3347 -2.5795 1.0677 -1.4387
-1.4209 1.52 1.6284 -2.7147 0.7445 -1.2503
-1.2193 1.53 1.9786 -2.5879 0.5132 -0.991
-1.1569 1.54 2.3495 -2.6025 0.379 -0.9118
-1.1643 1.55 2.5099 -2.6894 0.1643 -0.7358
-1.0625 1.56 2.7478 -2.6819 0.0453 -0.5052
-1.0226 1.57 2.7151 -2.8425 -0.0365 -0.4174
-0.8324 1.58 2.8263 -2.6345 -0.0726 -0.2385
-0.9221 1.59 3.0512 -2.4345 -0.0551 -0.0559
-0.8513 1.6 2.9319 -2.646 0.0137 0.109
-0.8577 1.61 2.741 -2.2275 0.14 0.2736
-0.8305 1.62 2.257 -2.2981 0.3092 0.4381
-0.8014 1.63 2.3996 -2.1189 0.4183 0.6313
-0.8891 1.64 2.0339 -1.7299 0.6087 0.7767
-1.0197 1.65 1.6833 -1.7153 0.8692 0.7921
-1.0505 1.66 1.4937 -1.508 1.0098 0.8887
-1.1183 1.67 1.1769 -1.3022 1.2728 1.0011
-1.1337 1.68 1.0021 -1.0487 1.4792 1.1788
-1.3339 1.69 0.8791 -0.9903 1.4442 1.1727
-1.3891 1.7 1.0506 -0.8334 1.6518 1.2951
-1.4592 1.71 1.0154 -0.7407 1.5543 1.207
-1.587 1.72 1.3004 -0.6789 1.7118 1.3638
-1.5054 1.73 1.3276 -0.7127 1.5985 1.4784
-1.6545 1.74 1.7109 -0.7533 1.4198 1.2494
-1.8556 1.75 2.0694 -0.8832 1.2128 1.4023
-1.9512 1.76 2.1565 -0.8291 1.1851 1.3167
-1.9877 1.77 2.3897 -0.9391 0.9324 1.184
-1.7668 1.78 2.6256 -1.1928 0.6712 1.1835
-1.8947 1.79 2.4993 -1.1677 0.3892 1.173
-1.8868 1.8 2.6634 -1.2623 0.1468 1.0413
-1.9291 1.81 2.6738 -1.3637 -0.0882 1.035
-1.7027 1.82 2.6081 -1.4143 -0.2717 0.8876
-1.9761 1.83 2.416 -1.7276 -0.4399 0.8855
-1.7373 1.84 2.0485 -1.5181 -0.5109 0.806
-1.7777 1.85 1.7579 -1.7473 -0.5433 0.6832
-1.6018 1.86 1.2706 -1.7719 -0.5843 0.5618
-1.3545 1.87 1.0154 -1.7251 -0.5091 0.4604
-1.4198 1.88 0.7956 -1.5149 -0.4309 0.3642
-1.2082 1.89 0.5341 -1.2758 -0.3152 0.2393
-1.0269 1.9 0.3454 -1.1517 -0.1161 0.1591
-0.8797 1.91 0.2078 -1.0635 0.0689 0.098
-0.805 1.92 0.1972 -0.7721 0.2776 0.0239
-0.5553 1.93 0.2596 -0.5613 0.4677 -0.037
-0.3915 1.94 0.4377 -0.2795 0.6442 -0.0777
-0.1928 1.95 0.6528 0.0114 0.8767 -0.1149
0.0049 1.96 0.8596 0.2949 0.9434 -0.1521
0.1975 1.97 0.9955 0.5699 1.0338 -0.1479
0.4084 1.98 1.4018 0.739 1.2288 -0.1446
0.6138 1.99 1.4227 1.054 1.2902 -0.13
0.782 2.0 1.5467 1.3142 1.1925 -0.1083
0.844 2.01 1.6542 1.3116 0.9892 -0.0661
1.0565 2.02 1.7931 1.4182 0.8614 -0.0173
1.1544 2.03 1.7017 1.5671 0.6604 0.0452
1.4341 2.04 1.4944 1.6626 0.465 0.1206
1.4394 2.05 1.1337 1.6729 0.2699 0.1844
1.5444 2.06 0.8504 1.8776 0.0406 0.2913
1.632 2.07 0.5853 1.5954 -0.2017 0.3609
1.856 2.08 0.2432 1.4823 -0.424 0.4471
1.8578 2.09 -0.083 1.5657 -0.5657 0.5747
1.6177 2.1 -0.3474 1.3656 -0.7627 0.6091
1.7634 2.11 -0.524 1.1487 -0.8135 0.8299
1.875 2.12 -0.7157 0.9317 -0.959 0.8401
1.9679 2.13 -0.7437 0.7717 -0.9114 0.8986
1.723 2.14 -0.7767 0.6141 -1.0466 1.1425
1.5911 2.15 -0.663 0.4442 -0.8095 1.2646
1.674 2.16 -0.563 0.3357 -0.8185 1.1936
1.665 2.17 -0.2847 0.2156 -0.5405 1.2554
1.5945 2.18 -0.0557 0.1277 -0.4219 1.4296
1.4279 2.19 0.2161 0.0506 -0.1718 1.3512
1.3988 2.2 0.4855 0.0213 0.0443 1.4567
1.3293 2.21 0.7069 0.0246 0.2723 1.5673
1.1004 2.22 0.813 0.0635 0.5019 1.4127
1.1275 2.23 0.9645 0.1285 0.61 1.4028
1.1191 2.24 0.9301 0.201 0.6923 1.4766
0.9973 2.25 0.8803 0.3415 0.9138 1.4198
0.9849 2.26 0.6397 0.5031 0.948 1.3899
0.8033 2.27 0.4808 0.6173 0.8732 1.3254
0.8366 2.28 0.1973 0.8437 0.8237 1.3016
0.785 2.29 -0.0688 0.9424 0.6314 1.1288
0.8582 2.3 -0.3499 1.1159 0.5233 0.9385
0.8497 2.31 -0.61 1.0889 0.3475 0.9495
0.802 2.32 -0.7831 1.2766 0.1407 0.717
0.803 2.33 -1.0802 1.414 -0.1039 0.6201
0.8843 2.34 -1.0851 1.4749 -0.3374 0.4879
0.8717 2.35 -1.0962 1.4599 -0.5173 0.4043
0.977 2.36 -1.1442 1.3174 -0.6895 0.2548
1.0189 2.37 -0.8194 1.4183 -0.9944 0.0896
1.1719 2.38 -0.6646 1.2367 -1.1293 -0.0456
1.3528 2.39 -0.3807 1.2429 -1.094 -0.1632
1.383 2.4 -0.1075 0.9423 -1.1872 -0.2955
1.4221 2.41 0.2191 0.8714 -1.2072 -0.4689
1.5105 2.42 0.4719 0.6758 -1.0506 -0.5294
1.8834 2.43 0.7244 0.4075 -0.9642 -0.6808
1.952 2.44 0.9234 0.2312 -0.7313 -0.7265
2.0325 2.45 0.9619 -0.0027 -0.6638 -0.7745
1.9734 2.46 1.006 -0.2248 -0.3744 -0.8522
2.2004 2.47 1.0172 -0.3969 -0.1826 -0.9289
2.3936 2.48 0.9698 -0.6109 0.0645 -0.9597
2.3808 2.49 0.6737 -0.7273 0.2786 -1.1506
2.6299 2.5 0.4985 -0.8175 0.4465 -1.1297
2.7802 2.51 0.2767 -0.8955 0.5819 -1.0831
2.7393 2.52 0.0285 -1.1005 0.7308 -1.0494
2.9046 2.53 -0.2112 -1.0119 0.8337 -1.0896
3.0309 2.54 -0.3886 -1.0544 0.8819 -1.0356
3.0802 2.55 -0.5194 -0.8715 0.856 -0.9607
2.8651 2.56 -0.5001 -0.8318 0.7222 -0.7749
2.6928 2.57 -0.5514 -0.637 0.5721 -0.7398
2.8365 2.58 -0.3555 -0.5041 0.4551 -0.6153
2.9265 2.59 -0.1997 -0.3387 0.2198 -0.6081
2.568 2.6 0.0722 -0.1138 0.0063 -0.4974
2.602 2.61 0.4039 0.1056 -0.2151 -0.3265
2.4181 2.62 0.676 0.3576 -0.4452 -0.2402
2.5258 2.63 0.9236 0.4883 -0.6169 -0.108
2.2608 2.64 1.3606 0.7461 -0.7901 0.0159
2.2425 2.65 1.6329 0.9111 -1.0401 0.1362
1.8893 2.66 1.7638 1.0166 -1.1266 0.2334
1.83 2.67 2.0652 1.2257 -1.1745 0.3592
1.5497 2.68 2.098 1.3992 -1.1567 0.4672
1.4527 2.69 1.8971 1.2597 -1.0115 0.6157
1.3033 2.7 1.7303 1.3283 -0.9264 0.6694
1.1642 2.71 1.6128 1.2405 -0.7715 0.8262
0.9722 2.72 1.3554 1.2933 -0.6233 0.8231
0.7517 2.73 1.1724 1.194 -0.411 0.9088
0.6153 2.74 0.8744 1.1112 -0.1451 0.8459
0.5305 2.75 0.6161 0.9791 0.088 1.0332
0.3439 2.76 0.395 0.9182 0.2915 1.0249
0.2323 2.77 0.2977 0.7825 0.5322 1.029
0.1032 2.78 0.263 0.6151 0.645 1.0603
0.012 2.79 0.287 0.4989 0.7999 0.9195
-0.0695 2.8 0.4631 0.4248 1.0021 0.9782
-0.1397 2.81 0.6578 0.3226 1.0075 0.8266
-0.214 2.82 0.8097 0.242 1.092 0.7705
-0.2525 2.83 1.1259 0.1722 0.9861 0.795
-0.2652 2.84 1.513 0.185 0.7841 0.6962
-0.2799 2.85 1.9031 0.2002 0.6444 0.536
-0.2582 2.86 1.9663 0.2583 0.4987 0.446
-0.2453 2.87 2.4154 0.3542 0.2872 0.4045
-0.2216 2.88 2.5175 0.4271 0.1024 0.2631
-0.1778 2.89 2.5067 0.567 -0.1259 0.1709
-0.1302 2.9 2.2988 0.8248 -0.3057 0.0549
-0.0659 2.91 2.3101 1.0478 -0.5143 -0.0509
-0.0072 2.92 2.0841 1.2842 -0.7101 -0.1414
0.0619 2.93 1.7518 1.411 -0.7445 -0.2425
0.1282 2.94 1.7927 1.6889 -0.8333 -0.3247
0.1663 2.95 1.3561 1.931 -0.8836 -0.4464
0.2476 2.96 1.0544 1.9583 -0.8441 -0.4795
0.2831 2.97 0.7885 1.9747 -0.7763 -0.6484
0.361 2.98 0.5999 2.1653 -0.555 -0.6249
0.3644 2.99 0.4063 2.1398 -0.3814 -0.6908
0.4122 3.0 0.3199 2.5984 -0.1961 -0.7379
0.4138 3.01 0.3369 2.373 0.0257 -0.6967
0.3944 3.02 0.4477 2.477 0.2756 -0.8234
0.4408 3.03 0.5444 2.1339 0.5362 -0.8344
0.4016 3.04 0.8245 2.2115 0.6673 -0.7875
0.3578 3.05 1.0623 2.2158 1.0073 -0.6548
0.2833 3.06 1.1598 1.7544 1.1268 -0.7275
0.2341 3.07 1.5061 1.707 1.1021 -0.5707
0.1345 3.08 1.6023 1.3401 1.1738 -0.5289
0.0453 3.09 1.8734 1.1198 1.2597 -0.5067
-0.0814 3.1 2.0684 0.9013 1.2011 -0.3796
-0.1872 3.11 1.8236 0.7635 1.0765 -0.3186
-0.3492 3.12 1.8558 0.4821 1.1155 -0.2185
-0.4943 3.13 1.6607 0.2285 0.8992 -0.1064
-0.6411 3.14 1.4641 0.0211 0.7685 -0.0025
-0.9026 3.15 1.1989 -0.1822 0.4766 0.1162
-0.9229 3.16 0.9699 -0.3392 0.313 0.2086
-1.2391 3.17 0.5673 -0.4615 0.0675 0.291
-1.4351 3.18 0.2467 -0.5762 -0.1222 0.4288
-1.5481 3.19 -0.0671 -0.6079 -0.2722 0.5299
-1.6283 3.2 -0.3221 -0.6931 -0.4068 0.6536
-1.8033 3.21 -0.4655 -0.6432 -0.4779 0.6946
-2.1724 3.22 -0.5868 -0.6392 -0.5552 0.7168
-2.1944 3.23 -0.6285 -0.5296 -0.4757 0.9164
-2.1341 3.24 -0.5514 -0.4964 -0.4132 0.9589
-2.4652 3.25 -0.3877 -0.3562 -0.3363 0.8894
-2.355 3.26 -0.2248 -0.2681 -0.1713 0.9722
-2.4383 3.27 -0.0039 -0.2109 0.0118 0.9605
-2.5725 3.28 0.2228 -0.104 0.2492 0.9931
-2.623 3.29 0.4153 -0.0416 0.4391 0.9604
-3.0407 3.3 0.5668 0.0165 0.6676 0.8481
-2.9972 3.31 0.6951 0.046 0.9954 0.7831
-3.0797 3.32 0.8265 0.0497 1.1368 0.7807
-2.5599 3.33 0.8227 0.0185 1.2345 0.7504
-2.7585 3.34 0.7412 -0.0487 1.4882 0.6847
-2.6724 3.35 0.5648 -0.1514 1.3968 0.4737
-2.7802 3.36 0.2901 -0.2836 1.4395 0.3799
-2.5659 3.37 -0.0256 -0.4292 1.5306 0.2981
-2.5772 3.38 -0.3357 -0.6335 1.3754 0.1467
-2.4359 3.39 -0.6783 -0.9054 1.5162 0.0151
-2.1337 3.4 -1.0259 -1.0115 1.1813 -0.1217
-2.3443 3.41 -1.181 -1.4034 1.1422 -0.2778
-1.9507 3.42 -1.5789 -1.58 0.8762 -0.3866
-2.0486 3.43 -1.579 -1.9692 0.6685 -0.5552
-1.6339 3.44 -1.6545 -2.0714 0.3898 -0.7753
-1.5642 3.45 -1.5648 -2.4303 0.217 -0.8732
-1.5974 3.46 -1.7684 -2.2099 0.0235 -0.964
-1.3488 3.47 -1.3464 -2.3637 -0.1251 -1.1518
-1.3908 3.48 -1.3927 -2.9384 -0.227 -1.1842
-1.1819 3.49 -1.0011 -2.968 -0.3307 -1.4409
-1.1957 3.5 -0.7639 -2.6253 -0.2854 -1.3208
-1.0238 3.51 -0.5335 -2.6045 -0.2785 -1.4551
-1.0789 3.52 -0.3065 -2.8506 -0.1869 -1.6635
-0.9703 3.53 -0.1683 -2.4843 -0.0592 -1.8214
-0.9308 3.54 -0.0964 -2.6215 0.1149 -1.8402
-0.8448 3.55 -0.0942 -2.5667 0.3293 -1.7994
-0.8924 3.56 -0.1865 -2.343 0.5341 -1.6298
-0.82 3.57 -0.296 -2.1032 0.7906 -1.7067
-0.8908 3.58 -0.573 -1.9614 0.9218 -1.6191
-0.8917 3.59 -0.8381 -1.4921 1.3331 -1.751
-0.9563 3.6 -1.1063 -1.4892 1.4843 -1.6625
-1.0956 3.61 -1.5041 -1.0941 1.4371 -1.5265
-1.0037 3.62 -1.564 -1.0621 1.5758 -1.4784
-1.22 3.63 -1.9601 -0.7757 1.5984 -1.5437
-1.2441 3.64 -2.1632 -0.5942 1.7156 -1.3234
-1.1965 3.65 -2.2973 -0.4845 1.6996 -1.2381
-1.2853 3.66 -2.0773 -0.4407 1.5329 -1.1925
-1.5042 3.67 -1.9592 -0.3613 1.4713 -1.1668
-1.6289 3.68 -2.1286 -0.3067 1.3168 -0.9921
-1.5281 3.69 -1.6123 -0.2843 1.0401 -0.9678
-1.5772 3.7 -1.5633 -0.3338 0.762 -0.762
-1.7776 3.71 -1.251 -0.3758 0.5901 -0.6707
-1.9216 3.72 -0.9308 -0.5076 0.3888 -0.5652
-1.9985 3.73 -0.5646 -0.6401 0.1454 -0.4519
-2.0364 3.74 -0.3489 -0.7693 -0.0312 -0.3831
-1.9553 3.75 -0.1541 -0.8497 -0.1559 -0.2908
-2.0403 3.76 -0.0302 -1.0175 -0.2781 -0.1957
-1.785 3.77 0.0045 -1.095 -0.3151 -0.126
-2.0762 3.78 -0.0416 -1.1355 -0.3328 -0.0646
-1.7932 3.79 -0.1537 -1.315 -0.2261 -0.0132
-1.6967 3.8 -0.3164 -1.2251 -0.1502 0.0224
-1.6619 3.81 -0.5549 -1.2099 0.0081 0.0524
-1.7025 3.82 -0.7867 -1.1646 0.1996 0.0645
-1.4507 3.83 -1.0317 -1.2335 0.362 0.0622
-1.2735 3.84 -1.2493 -1.2201 0.5839 0.0529
-1.2824 3.85 -1.5406 -1.0106 0.8313 0.0269
-1.1051 3.86 -1.5349 -0.8155 1.1299 -0.0097
-0.8658 3.87 -1.5679 -0.7262 1.1967 -0.0551
-0.7965 3.88 -1.6838 -0.4862 1.4856 -0.1202
-0.5773 3.89 -1.3544 -0.3123 1.4115 -0.1781
-0.3447 3.9 -1.332 -0.0867 1.6437 -0.2308
-0.1918 3.91 -1.1043 0.1631 1.6084 -0.3164
0.0105 3.92 -0.7347 0.3504 1.4435 -0.371
0.1833 3.93 -0.4545 0.5937 1.4843 -0.4535
0.3631 3.94 -0.0816 0.7793 1.3909 -0.5172
0.5148 3.95 0.2134 1.0096 1.2553 -0.5858
0.8163 3.96 0.4839 1.2154 1.0314 -0.7182
0.9207 3.97 0.6178 1.2726 0.6867 -0.7248
1.0266 3.98 0.7281 1.4238 0.4316 -0.8718
1.2963 3.99 0.8664 1.2968 0.2597 -0.8572
1.3478 4.0 0.7491 1.3244 0.0118 -0.9547
1.4296 4.01 0.6419 1.3879 -0.2063 -1.1341
1.4957 4.02 0.3998 1.1011 -0.3427 -0.9855
1.4803 4.03 0.2134 1.0144 -0.4852 -1.1964
1.6206 4.04 -0.0424 0.86 -0.5532 -1.1419
1.8634 4.05 -0.2769 0.7355 -0.5593 -1.0783
1.858 4.06 -0.5359 0.5742 -0.5606 -1.1575
1.6889 4.07 -0.7365 0.3828 -0.485 -1.0451
1.9064 4.08 -0.7996 0.1415 -0.3756 -0.9419
1.8494 4.09 -0.8449 -0.0688 -0.2292 -0.8874
1.7925 4.1 -0.8384 -0.2545 -0.0238 -0.8577
1.5145 4.11 -0.6581 -0.4195 0.1784 -0.8232
1.5657 4.12 -0.4768 -0.6391 0.3726 -0.6211
1.4239 4.13 -0.2503 -0.8351 0.5433 -0.5552
1.4665 4.14 0.0171 -0.8069 0.861 -0.3642
1.4247 4.15 0.3418 -0.959 0.968 -0.2576
1.3195 4.16 0.6142 -0.9935 1.157 -0.1079
1.3243 4.17 0.8878 -1.0327 1.1181 0.0497
1.1704 4.18 1.0797 -0.8803 1.2433 0.199
1.1668 4.19 1.3074 -0.8174 1.1283 0.4172
1.0201 4.2 1.291 -0.8297 1.0928 0.573
0.8361 4.21 1.3051 -0.616 0.8874 0.7276
0.8337 4.22 1.3032 -0.5488 0.8405 0.8447
0.7725 4.23 1.1126 -0.3867 0.6334 1.0764
0.7525 4.24 0.8484 -0.2002 0.3909 1.2676
0.7522 4.25 0.475 -0.065 0.1215 1.5244
0.7697 4.26 0.21 0.0913 -0.134 1.4543
0.8061 4.27 -0.0612 0.2189 -0.3389 1.5688
0.8093 4.28 -0.3017 0.3444 -0.5841 1.9824
0.751 4.29 -0.5149 0.4656 -0.7978 1.8825
0.9475 4.3 -0.7073 0.4453 -0.8829 2.1839
0.9968 4.31 -0.7329 0.5295 -1.0911 2.2567
1.1111 4.32 -0.774 0.4887 -1.0825 2.351
1.1599 4.33 -0.6535 0.527 -1.1847 2.1482
1.0896 4.34 -0.4806 0.4124 -1.1704 2.4776
1.3495 4.35 -0.2944 0.3306 -0.9539 2.1541
1.4 4.36 -0.0814 0.171 -0.7892 2.1972
1.5248 4.37 0.1644 0.039 -0.6038 2.3204
1.7333 4.38 0.3845 -0.1145 -0.4549 2.4341
1.9026 4.39 0.6408 -0.3179 -0.2956 2.4256
2.0257 4.4 0.8426 -0.5137 -0.0708 2.2125
2.1518 4.41 0.8035 -0.6583 0.1114 2.3017
2.1253 4.42 0.9649 -0.8367 0.2683 2.063
2.2907 4.43 0.7807 -0.88 0.4562 1.9072
2.435 4.44 0.6975 -1.1667 0.5315 1.8614
2.3186 4.45 0.4587 -1.23 0.5278 2.0057
2.4775 4.46 0.1438 -1.3038 0.5672 1.5976
2.6306 4.47 -0.1734 -1.1851 0.5216 1.7293
2.745 4.48 -0.4557 -1.1063 0.3697 1.6457
2.6911 4.49 -0.91 -1.1663 0.2441 1.3693
2.8894 4.5 -1.2079 -0.9661 0.0569 1.3198
3.0841 4.51 -1.2819 -0.9242 -0.1785 1.2234
2.8425 4.52 -1.562 -0.6805 -0.4215 1.0192
3.0073 4.53 -1.4848 -0.5115 -0.6664 1.0615
2.9158 4.54 -1.5106 -0.2777 -0.9417 0.8218
2.717 4.55 -1.647 -0.0304 -1.0509 0.819
2.9428 4.56 -1.3845 0.2358 -1.4213 0.7755
2.565 4.57 -1.2989 0.4683 -1.3944 0.6615
