# label : secret experiment #3760
# x : elapsed time
# y : intensity
#y2 y5 time y3 y6 y4 y1
0.307 -0.027 1.24 -0.374 1.7023 0.0714 -0.9549
0.1927 0.1901 1.25 -0.55 1.6085 0.611 -0.9651
0.1384 0.8118 1.26 -0.6603 1.5385 1.119 -0.6545
0.0951 1.5123 1.27 -0.6524 0.9547 1.2123 -0.2472
0.0662 1.8513 1.28 -0.5248 0.3781 1.4487 0.2829
0.0518 1.543 1.29 -0.3953 -0.0884 1.1108 0.7487
0.0629 0.798 1.3 -0.0962 -0.3974 0.5644 1.1163
0.0805 -0.0023 1.31 0.2213 -0.3905 -0.0537 1.2112
0.1281 -0.2817 1.32 0.4917 -0.0474 -0.5124 1.0043
0.1707 -0.0089 1.33 0.7961 0.419 -0.853 0.7833
0.257 0.7411 1.34 1.0113 1.0415 -0.722 0.3151
0.2925 1.2238 1.35 1.1244 1.3504 -0.4429 -0.0935
0.4079 1.6488 1.36 1.0585 1.4653 0.0475 -0.4284
0.4652 1.2246 1.37 1.0437 1.1557 0.5367 -0.5101
0.6287 0.371 1.38 0.8575 0.7718 0.9737 -0.4531
0.6332 -0.3833 1.39 0.5426 0.2252 1.1186 -0.1144
0.7814 -0.5528 1.4 0.1759 -0.2918 0.798 0.3654
0.9429 -0.2398 1.41 -0.2007 -0.6497 0.3475 0.8466
0.9416 0.5126 1.42 -0.61 -0.5607 -0.1978 1.4137
1.1363 1.185 1.43 -0.8288 -0.3111 -0.7175 1.664
1.0154 1.3063 1.44 -1.1109 0.1845 -1.0853 1.8353
1.1423 0.8321 1.45 -1.2563 0.7634 -1.1141 1.4639
1.3076 -0.0391 1.46 -1.1659 1.0459 -0.8966 1.1572
1.2061 -0.7451 1.47 -1.0925 1.1541 -0.43 0.8339
1.3269 -0.7798 1.48 -0.9482 1.0585 0.0892 0.4171
1.2127 -0.4274 1.49 -0.7193 0.6192 0.5341 0.1167
1.234 0.3175 1.5 -0.5001 0.0948 0.7932 0.0411
1.2671 0.9124 1.51 -0.192 -0.411 0.6321 0.2072
1.1368 0.9762 1.52 0.0217 -0.7282 0.3004 0.5753
1.05 0.3894 1.53 0.1835 -0.8696 -0.2615 1.0126
1.0329 -0.3973 1.54 0.2136 -0.5475 -0.7834 1.6649
0.9124 -1.0932 1.55 0.2007 -0.036 -1.2626 1.8685
0.6494 -1.2024 1.56 0.023 0.5297 -1.4768 2.3377
0.6109 -0.6268 1.57 -0.2267 0.9656 -1.3513 2.2703
0.4304 0.0969 1.58 -0.6052 1.1406 -0.8661 1.8918
0.2274 0.5654 1.59 -0.9181 0.8861 -0.3428 1.5998
0.0747 0.6175 1.6 -1.3393 0.595 0.1784 1.3019
-0.0849 0.0161 1.61 -1.7635 0.0076 0.4325 0.8319
-0.2809 -0.7778 1.62 -2.0142 -0.5093 0.4813 0.6401
-0.4133 -1.4942 1.63 -1.9803 -0.8694 0.2117 0.6315
-0.5796 -1.3241 1.64 -2.2889 -0.8778 -0.2303 0.7684
-0.8291 -0.8189 1.65 -2.3543 -0.6331 -0.7537 1.1857
-0.8774 -0.084 1.66 -2.0495 -0.2162 -1.3736 1.5336
-1.1721 0.3653 1.67 -2.0966 0.3553 -1.6296 2.3107
-1.2251 0.3108 1.68 -1.6463 0.7658 -1.4622 2.5375
-1.2584 -0.3123 1.69 -1.5182 1.082 -1.2404 2.6994
-1.3685 -1.0502 1.7 -1.0651 0.9792 -0.6671 2.8302
-1.6913 -1.6242 1.71 -0.8805 0.5781 -0.1094 2.3385
-1.4941 -1.5278 1.72 -0.6658 -0.0121 0.2497 2.1973
-1.5434 -0.9264 1.73 -0.641 -0.5601 0.3907 1.3998
-1.8439 -0.2504 1.74 -0.6279 -0.9558 0.2518 1.0936
-1.6163 0.1813 1.75 -0.8336 -1.0813 -0.1763 0.9701
-1.7076 0.0045 1.76 -1.0871 -0.7112 -0.7363 0.9715
-1.5477 -0.7002 1.77 -1.4596 -0.2856 -1.194 1.1792
-1.7558 -1.4555 1.78 -1.5852 0.2522 -1.5825 1.5357
-1.5061 -2.0512 1.79 -1.9845 0.7149 -1.4407 2.1227
-1.6565 -1.62 1.8 -2.1951 0.9365 -1.4744 2.426
-1.5135 -1.1027 1.81 -2.6628 0.9426 -0.9159 2.6342
-1.5008 -0.3415 1.82 -2.8545 0.5873 -0.3521 2.7188
-1.1847 -0.0207 1.83 -2.404 0.0466 0.1228 2.6462
-1.0971 -0.2638 1.84 -2.3733 -0.5217 0.3588 2.2564
-1.1573 -0.9371 1.85 -2.295 -0.9351 0.2986 1.9832
-1.0211 -1.6271 1.86 -1.9976 -1.0582 -0.0301 1.6229
-0.8678 -2.0086 1.87 -1.6297 -0.7325 -0.5676 1.0695
-0.7678 -1.8294 1.88 -1.4015 -0.3154 -1.0072 0.9705
-0.6784 -1.2793 1.89 -1.0245 0.284 -1.4448 0.945
-0.6163 -0.451 1.9 -0.7039 0.6933 -1.659 1.351
-0.5851 -0.1811 1.91 -0.4213 1.1182 -1.5822 1.6832
-0.5488 -0.4635 1.92 -0.3394 1.0287 -1.099 2.3575
-0.4365 -1.1251 1.93 -0.3339 0.6447 -0.4946 2.4357
-0.4185 -2.0813 1.94 -0.4221 0.1864 0.0308 2.5797
-0.4023 -2.4375 1.95 -0.6488 -0.4005 0.3634 2.7083
-0.4735 -2.0283 1.96 -0.9015 -0.7736 0.4205 2.3801
-0.4382 -1.2979 1.97 -1.1809 -0.886 0.1666 2.4118
-0.5216 -0.5271 1.98 -1.3721 -0.7555 -0.302 1.7309
-0.5966 -0.3416 1.99 -1.4991 -0.2528 -0.8398 1.1197
-0.6878 -0.6638 2.0 -1.7264 0.3063 -1.1807 0.8842
-0.7966 -1.5323 2.01 -1.8313 0.8626 -1.3883 0.7525
-0.8629 -2.0392 2.02 -1.7332 1.0877 -1.5518 0.7577
-0.9813 -2.1927 2.03 -1.5393 1.0939 -1.0418 1.1752
-1.0548 -1.8272 2.04 -1.2381 0.8534 -0.6064 1.5949
-1.329 -1.1304 2.05 -0.7779 0.3894 -0.0302 1.993
-1.3283 -0.6064 2.06 -0.3729 -0.1566 0.3683 2.2157
-1.5986 -0.4609 2.07 0.0601 -0.5242 0.5473 2.5252
-1.846 -0.9019 2.08 0.4636 -0.6884 0.4403 2.2772
-1.885 -1.7802 2.09 0.7545 -0.5926 0.0077 2.339
-1.8293 -2.0585 2.1 0.9905 -0.1238 -0.5273 1.5577
-2.1534 -2.3427 2.11 1.1214 0.4259 -1.037 1.0855
-2.3721 -1.9878 2.12 1.1855 0.8807 -1.294 0.7481
-2.4753 -1.1629 2.13 0.9526 1.1866 -1.2703 0.3703
-2.3208 -0.6133 2.14 0.8795 1.402 -1.1021 0.2281
-2.4014 -0.4646 2.15 0.6618 1.1154 -0.5884 0.3772
-2.5928 -0.9431 2.16 0.399 0.6026 -0.0658 0.6696
-2.7862 -1.9059 2.17 0.1461 0.0861 0.4445 1.2004
-2.5828 -2.2928 2.18 -0.0173 -0.36 0.6501 1.547
-2.6458 -2.1998 2.19 -0.1068 -0.4916 0.65 1.8727
-2.6865 -2.0359 2.2 -0.0945 -0.3439 0.286 1.8965
-3.1488 -1.1787 2.21 0.0133 0.0449 -0.1956 1.6921
-3.0744 -0.5887 2.22 0.243 0.605 -0.7172 1.4578
-2.9776 -0.5324 2.23 0.5976 1.0953 -1.1869 1.01
-2.5144 -1.0923 2.24 0.9477 1.4761 -1.3358 0.5198
-2.963 -1.6898 2.25 1.2395 1.7183 -1.0148 0.0572
-2.6624 -2.4352 2.26 1.8182 1.4785 -0.6013 -0.2108
-2.2656 -2.3037 2.27 1.9327 0.8871 -0.1086 -0.2816
-2.5862 -1.7739 2.28 2.2093 0.3478 0.4609 -0.1165
-2.2199 -1.0752 2.29 2.7181 -0.0652 0.8107 0.2112
-1.9603 -0.52 2.3 2.7621 -0.2431 0.8985 0.645
-2.0332 -0.5147 2.31 2.5702 -0.144 0.636 1.1403
-1.7578 -1.1462 2.32 2.1749 0.2379 0.1594 1.4623
-1.6737 -1.7825 2.33 1.9961 0.8306 -0.395 1.5488
-1.7022 -2.5745 2.34 1.9023 1.3634 -0.8321 1.1625
-1.4376 -2.0398 2.35 1.3582 1.7112 -1.1176 0.8494
-1.4345 -1.475 2.36 1.2357 1.7015 -1.0602 0.416
-1.2855 -0.7824 2.37 0.9881 1.647 -0.6416 -0.0987
-1.2624 -0.4031 2.38 0.8664 1.239 -0.137 -0.5182
-1.109 -0.537 2.39 0.7564 0.6814 0.4137 -0.8104
-1.0966 -1.1056 2.4 0.8726 0.2344 0.8336 -0.7711
-1.0011 -1.694 2.41 1.1786 0.0004 1.0022 -0.4933
-0.9387 -2.2583 2.42 1.2775 0.0863 0.7917 -0.0969
-1.0203 -2.1607 2.43 1.6408 0.4292 0.4355 0.3571
-1.0176 -1.3385 2.44 1.9855 1.0419 -0.0768 0.8096
-1.008 -0.5993 2.45 2.1003 1.484 -0.5264 1.0533
-1.0058 -0.2642 2.46 2.523 1.9892 -0.9659 1.0424
-1.1273 -0.4594 2.47 2.8847 2.3084 -0.9921 0.7784
-1.0544 -1.1464 2.48 3.0184 1.892 -0.7086 0.4659
-1.2271 -1.8188 2.49 2.5874 1.5855 -0.2129 -0.0164
-1.4291 -2.0495 2.5 2.435 1.0155 0.3173 -0.4827
-1.5267 -1.9141 2.51 2.3682 0.4557 0.8497 -0.7772
-1.4917 -1.1782 2.52 2.1061 0.2286 0.9464 -1.0643
-1.7502 -0.4899 2.53 1.507 0.3275 0.9739 -0.9837
-1.7155 -0.0976 2.54 1.2567 0.6544 0.6421 -0.6051
-2.0137 -0.3564 2.55 0.928 1.0968 0.1715 -0.1996
-2.1247 -1.0134 2.56 0.5779 1.8469 -0.3175 0.2717
-2.1302 -1.7881 2.57 0.4103 2.2725 -0.8063 0.6634
-2.1896 -1.9845 2.58 0.3503 2.3316 -0.838 0.9099
-2.3259 -1.7514 2.59 0.3533 2.3769 -0.6968 0.9278
-2.27 -0.962 2.6 0.5373 1.7839 -0.3882 0.7676
-2.4463 -0.2262 2.61 0.6688 1.2653 0.1741 0.3098
-2.3268 0.0566 2.62 1.0134 0.761 0.6787 -0.176
-2.5149 -0.2677 2.63 1.3491 0.4903 0.9534 -0.5996
-2.5839 -0.9819 2.64 1.5947 0.4502 1.0489 -0.8838
-2.6435 -1.5666 2.65 1.7761 0.7926 0.9104 -1.0422
-2.5988 -1.8738 2.66 1.9034 1.2511 0.3457 -0.8679
-2.4771 -1.522 2.67 1.6854 1.7677 -0.1748 -0.5021
-2.4316 -0.7138 2.68 1.7291 2.3631 -0.6178 0.0204
-2.3232 0.0245 2.69 1.5352 2.2783 -0.9503 0.5135
-2.3192 0.2314 2.7 1.0064 2.3349 -0.8332 0.9653
-2.0455 -0.1479 2.71 0.7024 1.953 -0.5179 1.0347
-2.085 -0.9417 2.72 0.3669 1.3094 -0.0499 1.1261
-1.838 -1.5471 2.73 -0.0435 0.8454 0.4677 0.7998
-1.6931 -1.5707 2.74 -0.4002 0.6157 0.9396 0.4426
-1.7077 -1.0709 2.75 -0.5775 0.6309 0.9755 -0.0374
-1.6354 -0.3537 2.76 -0.8586 0.8072 0.9818 -0.4111
-1.3702 0.2685 2.77 -0.8926 1.3822 0.5322 -0.646
-1.1192 0.4255 2.78 -0.7206 1.796 -0.0523 -0.6798
-1.0442 -0.0562 2.79 -0.5879 2.5758 -0.5772 -0.4265
-0.775 -0.7816 2.8 -0.4003 2.8106 -0.9399 -0.0255
-0.6526 -1.3727 2.81 -0.0969 2.2815 -1.0725 0.533
-0.5421 -1.3697 2.82 0.1735 1.9907 -0.7892 0.9021
-0.3774 -0.9284 2.83 0.4801 1.6322 -0.3673 1.3171
-0.2475 -0.0854 2.84 0.6165 1.0149 0.2002 1.6176
-0.1481 0.468 2.85 0.7612 0.7448 0.6563 1.4467
-0.0508 0.5593 2.86 0.6331 0.5855 0.9522 1.2445
0.0277 0.0574 2.87 0.5699 0.898 0.8101 0.7286
0.0923 -0.7071 2.88 0.3849 1.2665 0.5018 0.3083
0.1293 -1.3262 2.89 0.0683 1.78 -0.0029 -0.0638
0.1754 -1.1932 2.9 -0.3035 2.3476 -0.56 -0.2434
0.182 -0.6505 2.91 -0.6113 2.8191 -1.0556 -0.1807
0.1724 0.1818 2.92 -0.9374 2.6529 -1.2153 0.1068
0.145 0.6984 2.93 -1.1867 2.0142 -1.0341 0.5678
0.1095 0.7484 2.94 -1.4453 1.738 -0.7395 1.1331
0.049 0.1512 2.95 -1.4981 0.9885 -0.1565 1.5345
-0.0202 -0.5449 2.96 -1.4589 0.7246 0.3076 2.0909
-0.1001 -1.012 2.97 -1.4082 0.6515 0.6868 1.815
-0.1785 -0.9189 2.98 -1.1432 0.7834 0.679 1.7298
-0.2537 -0.3172 2.99 -0.848 1.3373 0.4984 1.6653
-0.3431 0.4914 3.0 -0.4893 1.9805 -0.0154 1.0754
-0.5025 0.9686 3.01 -0.1117 2.2509 -0.6294 0.6432
-0.5745 0.8173 3.02 0.1592 2.3379 -1.0482 0.3894
-0.6434 0.2297 3.03 0.3799 2.6134 -1.2524 0.252
-0.702 -0.5136 3.04 0.4531 2.2687 -1.4745 0.3643
-0.8457 -0.9419 3.05 0.5047 1.5742 -1.0655 0.6762
-0.8212 -0.661 3.06 0.4001 1.055 -0.5929 1.0674
-0.8991 -0.0561 3.07 0.2341 0.6112 -0.0578 1.6199
-1.051 0.7615 3.08 -0.0418 0.5078 0.3695 1.9484
-0.94 1.1874 3.09 -0.3493 0.6216 0.465 2.4353
-1.0205 0.8887 3.1 -0.7072 1.1633 0.3529 2.2447
-1.0155 0.3198 3.11 -0.8524 1.7427 -0.0738 2.0281
-0.9385 -0.3934 3.12 -1.0534 2.205 -0.5838 1.7781
-0.9512 -0.7661 3.13 -1.3539 2.5486 -1.2192 1.5285
-0.9023 -0.5431 3.14 -1.165 2.1258 -1.4594 0.9604
-0.7657 0.2094 3.15 -1.1614 2.0308 -1.4968 0.6233
-0.6891 0.976 3.16 -0.8761 1.5778 -1.3813 0.5422
-0.5436 1.3428 3.17 -0.7224 0.9332 -0.9681 0.7431
-0.4159 1.1333 3.18 -0.3148 0.4102 -0.4805 1.0656
-0.3028 0.3284 3.19 0.0388 0.2844 -0.0228 1.4485
-0.139 -0.3395 3.2 0.3961 0.4105 0.2083 1.9615
0.0137 -0.6249 3.21 0.6968 0.7727 0.1774 2.2178
0.1783 -0.3108 3.22 0.9092 1.2438 -0.1508 2.6116
0.3199 0.4292 3.23 0.9834 1.8056 -0.6825 2.6623
0.5461 1.1399 3.24 0.9569 2.1325 -1.1991 2.1595
0.6701 1.3592 3.25 0.8992 1.9603 -1.5461 2.0645
0.8565 1.1216 3.26 0.6106 1.7318 -1.9621 1.3855
1.0767 0.3784 3.27 0.4269 1.1911 -1.6037 1.01
1.2718 -0.2933 3.28 0.0737 0.6404 -1.3538 0.7504
1.3781 -0.5618 3.29 -0.2246 0.1929 -0.9572 0.7351
1.5876 -0.1362 3.3 -0.4584 -0.0018 -0.3658 0.8464
1.5521 0.6963 3.31 -0.763 0.1145 -0.0715 1.3465
1.7365 1.3487 3.32 -0.7497 0.4835 -0.0198 1.6204
1.6903 1.592 3.33 -0.861 0.9149 -0.2788 2.3425
1.902 1.1913 3.34 -0.6762 1.6252 -0.7689 2.2932
1.72 0.399 3.35 -0.4538 1.846 -1.3893 2.8295
1.8698 -0.2915 3.36 -0.2035 1.9521 -1.7614 2.4913
2.0258 -0.3862 3.37 0.1313 1.4214 -2.105 1.9796
1.83 0.0361 3.38 0.4676 1.0552 -1.974 1.664
1.8614 0.7319 3.39 0.7691 0.4055 -1.7251 1.246
1.7142 1.4821 3.4 1.014 -0.0963 -1.1849 0.7762
1.9908 1.6007 3.41 1.062 -0.3052 -0.8248 0.5197
1.66 1.1396 3.42 1.1282 -0.2657 -0.3453 0.4926
1.5768 0.3776 3.43 1.0459 0.0836 -0.214 0.6828
1.4365 -0.2743 3.44 0.8709 0.5858 -0.3547 1.1268
1.4302 -0.3209 3.45 0.6603 1.1957 -0.6849 1.4785
1.4396 0.1708 3.46 0.2974 1.5326 -1.2779 1.8877
1.3425 0.9852 3.47 -0.0552 1.5269 -1.9232 2.1698
1.0644 1.4569 3.48 -0.4101 1.1693 -1.9819 2.1547
1.0022 1.4674 3.49 -0.6459 0.6651 -2.3298 1.895
0.9999 1.0803 3.5 -0.9714 0.0774 -1.9102 1.5574
0.9253 0.3151 3.51 -1.0684 -0.3942 -1.7291 1.1435
0.7792 -0.2453 3.52 -1.0674 -0.7165 -0.9939 0.6136
0.6618 -0.2601 3.53 -1.0116 -0.6809 -0.6282 0.2581
0.7145 0.3121 3.54 -0.8077 -0.3502 -0.3661 0.0417
0.5993 0.9857 3.55 -0.5136 0.1792 -0.3769 0.0495
0.6371 1.4992 3.56 -0.265 0.6765 -0.6649 0.2922
0.5656 1.4899 3.57 0.0148 1.0951 -1.2371 0.7055
0.6061 1.0735 3.58 0.2683 1.0752 -1.8223 1.1696
0.6572 0.2328 3.59 0.4064 0.8465 -2.1425 1.6254
0.7088 -0.2747 3.6 0.4845 0.3103 -2.3773 1.7221
0.6467 -0.2315 3.61 0.4893 -0.2683 -2.3534 1.775
0.8281 0.3789 3.62 0.3309 -0.8318 -1.9496 1.4182
0.8599 1.0613 3.63 0.0888 -1.1736 -1.3791 0.9853
0.9714 1.6678 3.64 -0.2657 -1.0318 -0.7816 0.5164
1.0108 1.6232 3.65 -0.5605 -0.8037 -0.3914 -0.0383
1.2038 0.928 3.66 -0.9319 -0.2661 -0.3484 -0.3817
1.4208 0.1237 3.67 -1.2649 0.2323 -0.4981 -0.5714
1.446 -0.3323 3.68 -1.6247 0.6692 -0.9294 -0.5306
1.7333 -0.19 3.69 -2.0075 0.6935 -1.4244 -0.2381
1.9335 0.4614 3.7 -2.1002 0.5119 -2.1433 0.1522
1.9628 1.1626 3.71 -2.0269 0.0117 -2.255 0.6405
1.9305 1.683 3.72 -1.8002 -0.5283 -2.2394 0.9589
2.474 1.4542 3.73 -1.7371 -1.154 -1.7838 1.0725
2.3242 0.7114 3.74 -1.5144 -1.3516 -1.5358 0.9704
2.445 -0.0033 3.75 -1.2286 -1.4057 -0.7989 0.6874
2.7513 -0.405 3.76 -0.9237 -1.0938 -0.4791 0.2435
2.5436 -0.167 3.77 -0.6998 -0.6386 -0.2561 -0.289
3.0649 0.4653 3.78 -0.515 -0.1637 -0.3729 -0.8075
2.8223 1.1842 3.79 -0.4565 0.2356 -0.714 -1.0902
2.8131 1.652 3.8 -0.4322 0.3523 -1.1504 -1.119
3.0879 1.2004 3.81 -0.6185 0.1754 -1.7444 -0.9984
3.0826 0.5524 3.82 -0.8478 -0.2558 -1.99 -0.6763
3.0804 -0.1275 3.83 -1.1398 -0.8747 -1.9764 -0.3031
2.8851 -0.414 3.84 -1.6455 -1.5254 -1.9484 0.1355
2.8123 -0.1605 3.85 -1.8376 -1.8588 -1.3328 0.416
2.8409 0.5492 3.86 -2.0743 -1.6366 -0.8728 0.5315
2.8914 1.279 3.87 -2.3475 -1.4463 -0.4031 0.4554
2.5396 1.6292 3.88 -2.4766 -1.0747 -0.0728 0.122
2.5106 1.1303 3.89 -2.629 -0.5098 -0.0722 -0.3423
2.2997 0.4696 3.9 -2.4584 -0.1125 -0.3361 -0.9134
