# label : secret experiment #5504
# x : time signal
#time y4 y1 y2 y3
1.41 0.5328 -0.877 -1.5178 0.0879
1.42 0.6272 -0.8599 -1.4747 0.0704
1.43 0.635 -0.5987 -1.388 0.1444
1.44 0.6331 -0.5108 -0.9406 0.2714
1.45 0.7313 -0.4218 -0.5622 0.4623
1.46 0.6951 -0.2965 -0.2859 0.816
1.47 0.8167 -0.2074 -0.0492 0.9668
1.48 0.9408 -0.1164 0.0659 1.3434
1.49 0.9858 -0.0616 0.0291 1.6721
1.5 1.1776 -0.0294 -0.1385 1.7985
1.51 1.2348 -0.0101 -0.4718 1.9437
1.52 1.4429 -0.0071 -0.9047 1.8159
1.53 1.4041 -0.0211 -1.149 1.8077
1.54 1.5577 -0.0458 -1.5419 1.6237
1.55 1.6391 -0.0936 -1.7708 1.3539
1.56 1.7901 -0.158 -1.9482 1.2727
1.57 1.999 -0.1991 -1.9397 0.9527
1.58 2.2898 -0.2801 -2.1706 0.5227
1.59 2.0926 -0.3876 -1.7075 0.2686
1.6 2.1273 -0.478 -1.4274 -0.0024
1.61 2.622 -0.4886 -1.0244 -0.2005
1.62 2.4325 -0.6057 -0.7357 -0.296
1.63 2.8466 -0.7562 -0.4436 -0.3542
1.64 2.9177 -0.7266 -0.3482 -0.271
1.65 2.6825 -0.8152 -0.3345 -0.1153
1.66 2.6297 -0.9431 -0.4668 0.0868
1.67 3.0413 -0.831 -0.7836 0.3628
1.68 2.7106 -0.8797 -1.1911 0.6834
1.69 3.022 -1.0391 -1.6165 0.8347
1.7 2.5039 -1.0279 -1.8532 1.0712
1.71 2.7294 -0.8656 -2.311 1.3571
1.72 2.451 -0.8353 -2.3679 1.469
1.73 2.7523 -0.8763 -2.1806 1.5688
1.74 2.2687 -0.7418 -2.0769 1.4288
1.75 2.4681 -0.6081 -2.0407 1.2857
1.76 2.1626 -0.5254 -1.7315 0.9876
1.77 2.3011 -0.415 -1.2419 0.7732
1.78 2.0685 -0.2635 -0.8961 0.4986
1.79 1.6812 -0.1112 -0.6533 0.1464
1.8 1.8079 0.0415 -0.4875 -0.1237
1.81 1.5829 0.2072 -0.4658 -0.3582
1.82 1.4405 0.3659 -0.5545 -0.5196
1.83 1.0669 0.5258 -0.9066 -0.6425
1.84 0.972 0.7893 -1.2484 -0.7278
1.85 0.8614 0.9888 -1.6696 -0.5828
1.86 0.721 1.0891 -1.9888 -0.435
1.87 0.5525 1.3334 -2.2246 -0.2634
1.88 0.3942 1.3799 -2.3358 -0.0018
1.89 0.2569 1.578 -2.3089 0.283
1.9 0.1332 1.6799 -2.4601 0.599
1.91 0.0158 1.6879 -2.113 0.8396
1.92 -0.0831 1.7801 -1.5971 1.0913
1.93 -0.1823 2.0511 -1.1766 1.0486
1.94 -0.2212 2.0972 -0.8048 1.2159
1.95 -0.303 1.8815 -0.4907 1.1217
1.96 -0.3514 2.1863 -0.3656 0.8918
1.97 -0.3488 2.0673 -0.3451 0.7302
1.98 -0.3383 1.9163 -0.3976 0.4558
1.99 -0.4044 1.8559 -0.7071 0.1736
2.0 -0.3717 1.9537 -1.0586 -0.1588
2.01 -0.328 1.7949 -1.3511 -0.4536
2.02 -0.2562 1.6498 -1.6325 -0.6782
2.03 -0.2123 1.4104 -1.9294 -0.8897
2.04 -0.1554 1.5223 -2.0968 -0.9825
2.05 -0.085 1.4124 -2.1877 -0.9141
2.06 -0.0009 1.2 -2.0796 -0.9408
2.07 0.0847 1.1405 -1.5851 -0.72
2.08 0.1673 0.8222 -1.3266 -0.5475
2.09 0.2697 0.7224 -0.9972 -0.2313
2.1 0.3505 0.5874 -0.608 0.0559
2.11 0.4707 0.5641 -0.2245 0.3329
2.12 0.535 0.429 -0.0438 0.6292
2.13 0.5988 0.3125 0.0136 0.8507
2.14 0.7714 0.2336 -0.0847 0.9735
2.15 0.8318 0.1402 -0.3385 1.0248
2.16 0.9143 0.1052 -0.5846 0.9088
2.17 0.9318 0.0604 -0.9696 0.7231
2.18 0.8721 0.0349 -1.3759 0.5602
2.19 0.9024 0.0303 -1.5117 0.268
2.2 0.9009 0.0385 -1.8278 -0.0056
2.21 0.9534 0.0707 -1.9367 -0.3126
2.22 1.0461 0.1107 -1.7585 -0.6174
2.23 0.9446 0.1727 -1.239 -0.83
2.24 1.0044 0.2293 -0.9029 -0.9883
2.25 0.9287 0.2994 -0.5489 -1.021
2.26 0.9381 0.4298 -0.1559 -1.0017
2.27 0.8671 0.556 0.1783 -1.073
2.28 0.7315 0.6773 0.39 -0.7958
2.29 0.6425 0.7418 0.4508 -0.5725
2.3 0.5494 0.8953 0.3752 -0.2857
2.31 0.4619 0.964 0.1422 -0.013
2.32 0.4274 0.9756 -0.1542 0.2585
2.33 0.3094 1.1532 -0.4948 0.5516
2.34 0.2387 1.1565 -0.8397 0.6764
2.35 0.1371 1.214 -1.2127 0.8833
2.36 0.0421 1.3834 -1.2467 0.984
2.37 -0.038 1.5538 -1.2916 0.8006
2.38 -0.1064 1.5611 -1.0745 0.794
2.39 -0.1744 1.3669 -0.9756 0.5643
2.4 -0.2318 1.5628 -0.5271 0.2607
2.41 -0.2579 1.519 -0.1136 -0.0096
2.42 -0.3255 1.4431 0.2632 -0.2898
2.43 -0.3376 1.2477 0.5851 -0.609
2.44 -0.3731 1.2291 0.8465 -0.8034
2.45 -0.3249 1.083 0.9216 -1.0304
2.46 -0.3258 0.9658 0.8365 -0.985
2.47 -0.2719 0.8754 0.6331 -0.9843
2.48 -0.2135 0.7457 0.2949 -0.9215
2.49 -0.1714 0.6454 -0.0525 -0.7711
2.5 -0.0845 0.4184 -0.4307 -0.471
2.51 0.0114 0.25 -0.6834 -0.2123
2.52 0.1104 0.1031 -0.7768 0.075
2.53 0.2211 -0.0588 -0.9436 0.3494
2.54 0.394 -0.2347 -0.6953 0.5829
2.55 0.4845 -0.3986 -0.4969 0.7873
2.56 0.6453 -0.4917 -0.153 1.0569
2.57 0.8236 -0.6917 0.2487 1.0568
2.58 1.0134 -0.7604 0.7267 0.9352
2.59 1.0615 -0.8968 0.9457 0.8428
2.6 1.1982 -0.9336 1.2207 0.7186
2.61 1.5376 -1.0297 1.1759 0.4584
2.62 1.7171 -1.101 1.2997 0.1493
2.63 1.8947 -1.3177 1.0538 -0.144
2.64 2.1265 -1.1118 0.6591 -0.4533
2.65 2.255 -1.1276 0.3342 -0.6144
2.66 2.3736 -1.1586 -0.0529 -0.7437
2.67 2.304 -1.1019 -0.3357 -0.8331
2.68 2.6391 -1.0908 -0.5534 -0.9038
2.69 2.5303 -1.0419 -0.5224 -0.7748
2.7 2.5043 -1.0782 -0.4582 -0.5703
2.71 2.9519 -0.9285 -0.2318 -0.3117
2.72 2.5026 -0.7878 0.131 -0.005
2.73 2.5265 -0.7201 0.5237 0.3129
2.74 2.7865 -0.5446 1.003 0.6011
2.75 2.7043 -0.4588 1.2829 0.8071
2.76 2.6366 -0.2768 1.5536 1.1588
2.77 2.5367 -0.1567 1.6713 1.1076
2.78 2.7467 -0.0474 1.4647 1.3006
2.79 2.8024 0.068 1.3332 1.2888
2.8 2.688 0.1623 0.9373 1.0984
2.81 2.3675 0.2822 0.4802 0.8958
2.82 2.316 0.3278 0.1746 0.6015
2.83 2.1514 0.4259 -0.1492 0.3836
2.84 2.181 0.4867 -0.3634 0.1091
2.85 1.9387 0.5632 -0.4147 -0.1489
2.86 1.8256 0.5096 -0.3077 -0.3942
2.87 1.6613 0.5635 -0.0862 -0.5457
2.88 1.6373 0.5566 0.2192 -0.5926
2.89 1.3667 0.5577 0.6653 -0.5271
2.9 1.2704 0.4982 1.0745 -0.4761
2.91 1.1521 0.3806 1.3667 -0.2697
2.92 1.1615 0.3224 1.6375 -0.0152
2.93 1.0683 0.224 1.6725 0.2695
2.94 0.9364 0.122 1.4188 0.6421
2.95 0.8379 0.0204 1.3615 0.8231
2.96 0.7629 -0.102 0.9258 1.0668
2.97 0.6852 -0.2277 0.6038 1.4377
2.98 0.6187 -0.3691 0.21 1.6113
2.99 0.5488 -0.4551 -0.1199 1.7
3.0 0.5438 -0.5637 -0.3537 1.6501
3.01 0.4925 -0.7131 -0.4287 1.3137
3.02 0.4995 -0.9079 -0.3208 1.2188
3.03 0.5324 -0.9515 -0.1265 0.9306
3.04 0.4849 -0.9362 0.2156 0.6236
3.05 0.4865 -1.0674 0.6038 0.4125
3.06 0.5434 -1.1959 0.962 0.1228
3.07 0.5868 -1.324 1.2011 -0.1029
3.08 0.636 -1.1962 1.4592 -0.2492
3.09 0.711 -1.2368 1.5674 -0.3184
3.1 0.7204 -1.2392 1.5754 -0.2903
3.11 0.8263 -1.2623 1.2178 -0.1973
3.12 0.8432 -1.0602 0.8956 0.0098
3.13 1.0117 -1.1943 0.564 0.2724
3.14 1.0976 -1.0417 0.13 0.5584
3.15 1.185 -0.8376 -0.1836 0.7911
3.16 1.2048 -0.8238 -0.4665 1.0564
3.17 1.2246 -0.6321 -0.5005 1.4261
3.18 1.1348 -0.5722 -0.4419 1.57
3.19 1.2873 -0.4288 -0.2719 1.9191
3.2 1.2364 -0.2715 0.0425 1.7993
3.21 1.4526 -0.1147 0.4036 1.7168
3.22 1.256 0.0373 0.7304 1.592
3.23 1.3951 0.1677 1.0927 1.3026
3.24 1.4004 0.3318 1.4336 1.2113
3.25 1.3209 0.4154 1.4064 0.8599
3.26 1.1291 0.5615 1.1919 0.5463
3.27 1.1034 0.6791 0.998 0.3377
3.28 1.106 0.8344 0.7875 0.1042
3.29 1.0332 0.7738 0.3561 -0.0378
3.3 0.8608 0.9385 -0.0208 -0.107
3.31 0.7874 0.8678 -0.3622 -0.0897
3.32 0.6678 1.0181 -0.6042 0.0145
3.33 0.4699 1.0506 -0.7334 0.1947
3.34 0.3457 1.0314 -0.6531 0.4401
3.35 0.2131 0.9663 -0.4257 0.6951
3.36 0.0583 0.9428 -0.1703 0.939
3.37 -0.0932 0.775 0.2169 1.4438
3.38 -0.251 0.745 0.5983 1.7392
3.39 -0.4144 0.5837 0.9754 1.9572
3.4 -0.4928 0.5145 1.0149 2.0619
3.41 -0.6434 0.3675 1.147 2.1072
3.42 -0.7787 0.2631 1.2324 1.9698
3.43 -0.9291 0.1242 1.0068 1.7156
3.44 -1.0125 -0.007 0.6146 1.3834
3.45 -1.2297 -0.1483 0.2258 1.2685
3.46 -1.2488 -0.2651 -0.1939 0.9365
3.47 -1.2163 -0.4088 -0.5656 0.6573
3.48 -1.3961 -0.5848 -0.8111 0.4313
3.49 -1.4512 -0.6129 -0.8989 0.1923
3.5 -1.2722 -0.727 -0.8078 0.0221
3.51 -1.2785 -0.8764 -0.6636 -0.0579
3.52 -1.4211 -0.8874 -0.3622 -0.0353
3.53 -1.4992 -0.9471 0.0256 0.0641
3.54 -1.2194 -1.0997 0.3738 0.2201
3.55 -1.2239 -1.051 0.7605 0.4766
3.56 -1.1855 -0.9998 0.9279 0.8342
3.57 -1.1994 -0.9868 1.0364 1.0848
3.58 -1.0955 -1.0756 0.9928 1.3411
3.59 -0.967 -1.0313 0.7783 1.6498
3.6 -0.7227 -0.9262 0.4663 1.8549
3.61 -0.6426 -0.873 0.1065 1.9881
3.62 -0.535 -0.7444 -0.2705 1.7397
3.63 -0.3526 -0.6315 -0.6487 1.6892
3.64 -0.2023 -0.5925 -0.8289 1.5451
3.65 -0.0488 -0.4571 -0.9136 1.579
3.66 0.1041 -0.3585 -0.8741 1.171
3.67 0.2569 -0.2019 -0.7762 0.9154
3.68 0.4396 -0.1064 -0.4708 0.5307
3.69 0.5465 0.0229 -0.0827 0.3262
3.7 0.6754 0.1292 0.2856 0.0594
3.71 0.8264 0.2703 0.6569 -0.1033
3.72 0.9417 0.3103 0.8024 -0.1827
3.73 0.964 0.4105 0.9385 -0.1739
3.74 1.1807 0.4877 0.9073 -0.0833
3.75 1.2868 0.5435 0.8101 0.0892
3.76 1.2279 0.5438 0.4481 0.3368
3.77 1.3178 0.6006 0.0908 0.6054
3.78 1.3647 0.6115 -0.2954 0.8932
3.79 1.4625 0.6589 -0.5993 1.058
3.8 1.2952 0.5935 -0.836 1.3488
3.81 1.2909 0.5748 -1.0484 1.5803
3.82 1.4797 0.4433 -0.8731 1.5143
3.83 1.4126 0.419 -0.7118 1.682
3.84 1.4318 0.3179 -0.4606 1.5827
3.85 1.2616 0.1879 -0.0707 1.3858
3.86 1.3169 0.072 0.3095 1.0976
3.87 1.0546 -0.0577 0.6162 0.9597
3.88 1.122 -0.1867 0.9417 0.5656
3.89 0.9075 -0.3535 1.1185 0.2937
3.9 0.8683 -0.4582 0.937 -0.0001
3.91 0.7536 -0.588 0.7703 -0.2548
3.92 0.7439 -0.728 0.557 -0.4142
3.93 0.6296 -0.91 0.179 -0.5197
3.94 0.5637 -0.9573 -0.2069 -0.4748
3.95 0.4584 -1.1937 -0.5518 -0.4268
3.96 0.3928 -1.1435 -0.7395 -0.2577
3.97 0.3305 -1.341 -0.9225 -0.0211
3.98 0.2781 -1.4555 -0.9133 0.2441
3.99 0.2222 -1.4909 -0.6935 0.5239
4.0 0.2144 -1.4186 -0.3901 0.7456
4.01 0.1865 -1.4174 0.0219 1.0556
4.02 0.1635 -1.5197 0.4532 1.158
4.03 0.1622 -1.3867 0.8498 1.3572
4.04 0.17 -1.4314 0.9798 1.2919
4.05 0.1853 -1.1668 1.2404 1.2384
4.06 0.2469 -1.1491 1.179 1.0542
4.07 0.2584 -1.0227 0.9905 0.8211
4.08 0.3276 -1.0544 0.6968 0.4563
4.09 0.4162 -0.8869 0.3451 0.1528
4.1 0.5268 -0.7117 -0.0205 -0.154
4.11 0.6144 -0.5359 -0.3938 -0.4831
4.12 0.7188 -0.4448 -0.643 -0.744
4.13 0.738 -0.2528 -0.7449 -0.7932
4.14 0.8612 -0.0908 -0.7206 -0.9127
4.15 0.9803 0.0551 -0.4774 -1.0472
4.16 1.0848 0.228 -0.2039 -0.8148
4.17 1.0809 0.3862 0.1678 -0.6683
4.18 1.3616 0.4371 0.5827 -0.5615
4.19 1.394 0.627 0.9363 -0.2354
4.2 1.4277 0.6918 1.1788 0.0185
4.21 1.5719 0.7603 1.4044 0.267
4.22 1.6649 0.8111 1.356 0.4756
4.23 1.7475 0.9167 1.2425 0.7132
4.24 1.6332 0.9631 0.8978 0.6896
4.25 1.6126 1.0388 0.5641 0.7238
4.26 1.8461 0.9296 0.1682 0.6061
4.27 1.5523 0.9414 -0.1738 0.4975
4.28 1.5651 0.9796 -0.3917 0.1931
4.29 1.5419 0.8661 -0.5648 -0.0814
4.3 1.5568 0.8596 -0.4725 -0.3997
4.31 1.6039 0.8597 -0.3371 -0.6945
4.32 1.4283 0.7784 -0.0604 -1.0083
4.33 1.2225 0.6059 0.2979 -1.3088
4.34 1.188 0.5088 0.7432 -1.3293
4.35 1.0939 0.4668 1.1612 -1.6871
4.36 0.9433 0.3404 1.4128 -1.4308
4.37 0.8591 0.2367 1.5097 -1.3206
4.38 0.6571 0.1219 1.3799 -1.3196
4.39 0.5075 0.0426 1.4594 -1.0856
4.4 0.3271 -0.0455 0.9927 -0.7514
4.41 0.1454 -0.1305 0.6905 -0.5369
4.42 -0.0444 -0.1753 0.3073 -0.2686
4.43 -0.2234 -0.2193 -0.0247 -0.0729
4.44 -0.4206 -0.2503 -0.3091 0.0774
4.45 -0.6097 -0.2834 -0.4419 0.1457
4.46 -0.6863 -0.2641 -0.4161 0.1602
4.47 -0.8468 -0.28 -0.2357 0.0571
4.48 -1.0683 -0.2394 0.0246 -0.1131
4.49 -1.1496 -0.1996 0.3953 -0.3791
4.5 -1.367 -0.1174 0.7662 -0.6751
4.51 -1.5709 -0.0297 1.1164 -1.0535
4.52 -1.6905 0.0697 1.2878 -1.3715
4.53 -1.5054 0.2033 1.4316 -1.4788
4.54 -1.846 0.288 1.6822 -2.0114
4.55 -1.6242 0.4881 1.4178 -1.8837
4.56 -1.8632 0.6051 1.1144 -1.9587
4.57 -1.9985 0.8192 0.7894 -2.0914
4.58 -2.03 0.9707 0.3884 -2.0647
4.59 -1.8908 1.1006 0.0068 -1.9686
4.6 -1.9063 1.1161 -0.2504 -1.4906
4.61 -1.9015 1.3934 -0.4312 -1.4245
4.62 -1.587 1.649 -0.4368 -1.0708
4.63 -1.7768 1.8052 -0.2738 -0.8501
4.64 -1.7231 1.71 -0.0259 -0.5808
4.65 -1.5105 1.7674 0.3128 -0.4141
4.66 -1.3839 1.8032 0.7081 -0.3462
4.67 -1.3439 1.8719 1.0423 -0.3588
4.68 -1.3156 2.0513 1.283 -0.495
4.69 -1.1353 2.2965 1.62 -0.5996
4.7 -1.1409 2.1205 1.4747 -0.9082
4.71 -0.9818 2.2004 1.3305 -1.0773
4.72 -0.8604 2.0156 0.995 -1.5474
4.73 -0.6849 2.1652 0.648 -1.9731
4.74 -0.6377 1.9401 0.2765 -2.0101
4.75 -0.5576 2.1035 -0.1146 -2.279
4.76 -0.439 1.6752 -0.3943 -2.4385
4.77 -0.3903 1.6076 -0.6075 -2.8284
4.78 -0.3516 1.5979 -0.62 -2.7124
4.79 -0.3225 1.3472 -0.5193 -2.4821
4.8 -0.3042 1.1946 -0.234 -2.4493
4.81 -0.2629 1.1422 0.1084 -1.9748
4.82 -0.2656 0.9921 0.4729 -1.7396
4.83 -0.2561 0.8643 0.7582 -1.5046
4.84 -0.249 0.6517 1.1493 -1.3017
4.85 -0.2794 0.5481 1.2943 -1.0572
4.86 -0.3375 0.4237 1.2388 -0.8019
4.87 -0.3994 0.263 1.037 -0.8441
4.88 -0.4243 0.1307 0.8019 -0.8461
4.89 -0.5142 0.0294 0.4255 -0.9199
4.9 -0.5865 -0.0704 0.0028 -1.1407
4.91 -0.6592 -0.1561 -0.3974 -1.1969
4.92 -0.6541 -0.2145 -0.7127 -1.6663
4.93 -0.8399 -0.2432 -0.8747 -1.7204
4.94 -0.8147 -0.302 -0.8952 -2.302
4.95 -0.9244 -0.2759 -0.8398 -2.3049
4.96 -1.0141 -0.3086 -0.6275 -2.6291
4.97 -1.1444 -0.2666 -0.25 -2.6242
4.98 -1.1708 -0.2229 0.1232 -2.9882
4.99 -1.3487 -0.1816 0.4853 -2.6066
5.0 -1.3536 -0.1283 0.7834 -2.6341
5.01 -1.4082 -0.0575 0.7815 -2.8109
5.02 -1.3011 0.0155 0.9409 -2.4377
5.03 -1.4343 0.0974 0.6646 -1.9116
5.04 -1.3605 0.1812 0.4478 -1.8348
5.05 -1.3902 0.273 0.042 -1.4052
5.06 -1.5268 0.3696 -0.3904 -1.1493
5.07 -1.27 0.4624 -0.8071 -0.9943
5.08 -1.2756 0.5103 -1.033 -0.9806
5.09 -1.2492 0.5254 -1.2605 -1.0285
5.1 -1.229 0.5767 -1.2998 -1.1249
5.11 -1.165 0.6969 -1.1243 -1.2868
5.12 -0.9578 0.6565 -0.975 -1.3627
5.13 -0.9512 0.6624 -0.6889 -1.8392
5.14 -0.7524 0.7305 -0.3054 -2.0031
5.15 -0.6997 0.7194 0.0038 -2.5213
5.16 -0.5127 0.6798 0.2734 -2.7566
5.17 -0.369 0.5322 0.4023 -2.5422
5.18 -0.2311 0.4687 0.4272 -3.034
5.19 -0.0741 0.4061 0.2643 -3.0849
5.2 0.0658 0.2788 -0.0131 -2.8954
5.21 0.2207 0.1325 -0.4065 -2.9448
5.22 0.3482 -0.0106 -0.7795 -2.6424
5.23 0.4814 -0.1701 -1.1947 -2.2948
5.24 0.7108 -0.3618 -1.4108 -2.2654
5.25 0.7454 -0.524 -1.5827 -1.641
5.26 0.9648 -0.702 -1.8684 -1.3724
5.27 0.9971 -0.91 -1.6345 -1.1705
5.28 1.1615 -1.1043 -1.3773 -0.9999
5.29 1.0551 -1.184 -1.201 -0.9199
5.3 1.2616 -1.5372 -0.8553 -0.9899
5.31 1.3301 -1.6504 -0.4401 -0.9487
5.32 1.4283 -1.7114 -0.1598 -1.1808
5.33 1.3019 -2.0245 -0.0153 -1.5163
5.34 1.3574 -1.9058 -0.0025 -1.5669
5.35 1.3509 -2.1651 -0.1362 -1.8335
5.36 1.1534 -2.2284 -0.4497 -2.3957
5.37 1.1514 -2.4839 -0.8188 -2.3792
5.38 1.2499 -2.4611 -1.1039 -2.9242
5.39 1.1633 -2.6565 -1.6827 -2.8151
5.4 0.9941 -2.4708 -1.8465 -2.8561
5.41 0.9398 -2.5797 -2.0728 -3.019
5.42 0.7742 -2.4828 -2.001 -2.8844
5.43 0.6498 -2.3103 -1.9491 -2.3651
5.44 0.5144 -2.5379 -2.0258 -1.9881
5.45 0.3863 -2.3041 -1.565 -2.0163
5.46 0.2236 -2.2812 -1.1495 -1.4435
5.47 0.0528 -2.145 -0.8623 -1.3097
5.48 -0.0875 -2.0752 -0.482 -0.9971
5.49 -0.2451 -1.8736 -0.3049 -0.7601
5.5 -0.3567 -1.6719 -0.3179 -0.7916
5.51 -0.5839 -1.6405 -0.4328 -0.6832
