# x : time signal
# y : intensity
#y1 y2 time y3
1.493 1.1679 0.72 1.0657
1.6126 1.2057 0.73 0.858
1.3351 1.3914 0.74 0.6759
1.3983 1.2292 0.75 0.4702
1.4148 1.1625 0.76 0.2393
1.2353 1.1473 0.77 -0.01
1.2765 1.1267 0.78 -0.245
1.0371 0.951 0.79 -0.4937
1.0347 0.8155 0.8 -0.6132
0.9009 0.536 0.81 -0.8521
0.8178 0.375 0.82 -0.9176
0.701 0.1904 0.83 -1.1345
0.5723 -0.0292 0.84 -1.0785
0.4894 -0.236 0.85 -1.1656
0.3429 -0.4356 0.86 -1.0727
0.2191 -0.6161 0.87 -1.1975
0.1265 -0.7991 0.88 -1.1032
-0.0029 -0.8797 0.89 -0.8087
-0.1206 -0.9561 0.9 -0.7608
-0.2385 -0.9456 0.91 -0.49
-0.3703 -0.972 0.92 -0.305
-0.4727 -1.0154 0.93 -0.1259
-0.5738 -1.0055 0.94 0.0824
-0.6513 -0.856 0.95 0.2656
-0.6655 -0.7284 0.96 0.4519
-0.8239 -0.4983 0.97 0.6688
-0.9087 -0.3698 0.98 0.7181
-0.9233 -0.1764 0.99 0.868
-0.8897 0.0291 1.0 0.9808
-0.9585 0.2279 1.01 0.9058
-0.909 0.4547 1.02 0.8468
-1.0085 0.7075 1.03 0.8911
-0.8605 0.7797 1.04 0.8016
-0.9264 0.987 1.05 0.6241
-0.8791 1.0475 1.06 0.4618
-0.7635 1.1901 1.07 0.3423
-0.6706 1.1999 1.08 0.1863
-0.5767 1.2377 1.09 0.0266
-0.5522 1.2639 1.1 -0.1166
-0.477 1.3233 1.11 -0.2598
-0.3505 1.2305 1.12 -0.3927
-0.1965 1.2375 1.13 -0.4363
-0.0832 1.1605 1.14 -0.5103
0.0498 0.8631 1.15 -0.4811
0.1967 0.8512 1.16 -0.4605
0.3548 0.6848 1.17 -0.3449
0.4372 0.5358 1.18 -0.2353
0.6519 0.368 1.19 -0.0628
0.7472 0.2344 1.2 0.1429
0.9094 0.14 1.21 0.3955
1.066 0.0614 1.22 0.6418
1.1887 0.0058 1.23 0.8333
1.381 -0.0229 1.24 1.0648
1.3794 -0.0147 1.25 1.3482
1.6931 0.027 1.26 1.6138
1.7349 0.0964 1.27 1.8617
1.7903 0.2158 1.28 2.0855
1.8568 0.3351 1.29 2.3016
1.8489 0.5177 1.3 2.0913
1.8373 0.7557 1.31 2.4306
2.1557 0.8676 1.32 2.6225
2.1302 1.1698 1.33 2.6091
1.9421 1.3192 1.34 2.3366
2.0984 1.5718 1.35 2.2469
2.0697 1.5908 1.36 2.2332
1.9654 1.8657 1.37 2.0874
2.2604 1.9208 1.38 1.8071
2.255 2.1145 1.39 1.7127
1.9199 2.4496 1.4 1.5158
2.2003 2.4456 1.41 1.3684
1.984 2.2234 1.42 1.1725
2.0457 2.1372 1.43 1.0897
1.8276 2.2098 1.44 0.9681
1.9295 2.1204 1.45 0.919
1.6618 2.1841 1.46 1.0087
1.6749 1.832 1.47 0.9133
1.535 1.7978 1.48 1.0928
1.4797 1.7186 1.49 1.0445
1.3141 1.2896 1.5 1.1224
1.3699 1.1884 1.51 1.288
1.1881 1.0953 1.52 1.5024
1.0419 0.887 1.53 1.6567
0.9729 0.578 1.54 1.8728
0.8491 0.432 1.55 1.9328
0.9007 0.3388 1.56 2.2414
0.8827 0.2142 1.57 2.5551
0.7155 0.1183 1.58 2.623
0.7677 0.055 1.59 2.7392
0.6526 0.0385 1.6 2.8937
0.5755 0.0491 1.61 2.9285
0.5919 0.0996 1.62 2.6533
0.6094 0.1632 1.63 3.0285
0.6199 0.2603 1.64 2.8367
0.6052 0.3787 1.65 2.7752
0.5876 0.5133 1.66 2.5508
0.5803 0.5739 1.67 2.1114
0.6638 0.6696 1.68 2.1758
0.6494 0.8569 1.69 1.7458
0.6379 0.9463 1.7 1.6963
0.7936 0.9693 1.71 1.4339
0.7493 1.1381 1.72 1.0764
0.8873 1.0601 1.73 0.8702
0.8597 1.0634 1.74 0.7147
0.9554 1.0889 1.75 0.5551
0.9342 1.0267 1.76 0.4748
1.0729 0.8666 1.77 0.3495
1.1731 0.8567 1.78 0.3125
1.1153 0.6737 1.79 0.2987
1.2205 0.4549 1.8 0.3176
1.1866 0.2047 1.81 0.3978
1.2588 -0.0133 1.82 0.4983
1.3854 -0.2617 1.83 0.5902
1.339 -0.5028 1.84 0.6747
1.5024 -0.8012 1.85 0.9528
1.252 -1.0004 1.86 0.9538
1.4707 -1.1478 1.87 1.2308
1.3341 -1.5252 1.88 1.2865
1.4341 -1.6525 1.89 1.3076
1.1834 -1.9888 1.9 1.4343
1.2171 -1.7742 1.91 1.5916
1.1706 -2.0251 1.92 1.5824
1.0406 -2.16 1.93 1.572
1.0631 -1.991 1.94 1.4381
0.9905 -2.2147 1.95 1.453
0.7659 -2.025 1.96 1.1423
0.688 -2.0987 1.97 0.9805
0.5552 -1.8009 1.98 0.7143
0.4864 -1.8436 1.99 0.5621
0.3206 -1.6029 2.0 0.3513
0.1826 -1.4249 2.01 0.0808
0.0498 -1.1949 2.02 -0.1698
-0.1122 -1.0907 2.03 -0.4029
-0.2792 -0.9914 2.04 -0.544
-0.4259 -0.947 2.05 -0.8039
-0.6195 -0.7865 2.06 -0.9608
-0.7408 -0.7097 2.07 -0.979
-0.8524 -0.6854 2.08 -1.1146
-1.1013 -0.6563 2.09 -0.9829
-1.2776 -0.6907 2.1 -1.0856
-1.4445 -0.8585 2.11 -0.915
-1.5852 -0.8062 2.12 -0.7932
-1.619 -1.0276 2.13 -0.6558
-1.7438 -1.1798 2.14 -0.5733
-1.9884 -1.3371 2.15 -0.3558
-1.8166 -1.5322 2.16 -0.1382
-2.0882 -1.7867 2.17 0.0688
-1.9562 -1.9693 2.18 0.2376
-2.2124 -1.9801 2.19 0.4903
-2.1663 -2.2282 2.2 0.6297
-2.411 -2.1253 2.21 0.6921
-2.1012 -2.6562 2.22 0.7985
-2.4196 -2.5273 2.23 0.9621
-2.237 -2.7578 2.24 0.9757
-2.2374 -2.5418 2.25 0.9235
-2.1764 -2.7278 2.26 0.8869
-2.0712 -2.3961 2.27 0.7433
-2.2437 -2.4194 2.28 0.631
-1.9773 -2.4392 2.29 0.5656
-1.9252 -1.9809 2.3 0.3945
-2.0707 -1.9452 2.31 0.2025
-1.7655 -1.659 2.32 0.0282
-1.5965 -1.5686 2.33 -0.1291
-1.458 -1.2741 2.34 -0.3034
-1.5724 -1.0363 2.35 -0.3777
-1.3747 -0.8164 2.36 -0.5207
-1.2037 -0.6412 2.37 -0.5321
-1.0195 -0.4273 2.38 -0.6409
-1.0671 -0.1974 2.39 -0.6399
-0.8294 -0.0724 2.4 -0.5762
-0.7698 0.0472 2.41 -0.4708
-0.5928 0.1276 2.42 -0.2684
-0.4704 0.158 2.43 -0.1365
-0.4543 0.1664 2.44 0.0729
-0.3172 0.1694 2.45 0.3298
-0.2534 0.0953 2.46 0.5675
-0.1602 0.0222 2.47 0.7815
-0.0762 -0.0798 2.48 1.0758
-0.0211 -0.2079 2.49 1.2247
0.0309 -0.3581 2.5 1.6088
0.0633 -0.456 2.51 1.5269
0.0937 -0.638 2.52 1.6602
0.1248 -0.6988 2.53 1.8037
0.1172 -0.9592 2.54 2.0633
0.128 -0.8999 2.55 2.2921
0.1218 -1.148 2.56 2.0927
0.0972 -1.0971 2.57 1.873
0.0652 -1.0981 2.58 2.1189
0.0259 -1.2035 2.59 1.8366
-0.0158 -1.1511 2.6 1.768
-0.0692 -1.0061 2.61 1.6549
-0.1284 -0.838 2.62 1.3364
-0.1814 -0.8498 2.63 1.1918
-0.2469 -0.691 2.64 0.9838
-0.3468 -0.4514 2.65 0.8544
-0.4066 -0.2904 2.66 0.7616
-0.4756 -0.0637 2.67 0.5859
-0.5441 0.1277 2.68 0.4777
-0.6385 0.3267 2.69 0.4315
-0.6891 0.5275 2.7 0.4245
-0.7699 0.6515 2.71 0.4715
-0.792 0.749 2.72 0.5632
-0.7989 0.8569 2.73 0.6289
-0.902 1.0924 2.74 0.6953
-0.9068 1.1256 2.75 0.8409
-1.002 1.1353 2.76 1.1716
-1.072 1.0622 2.77 1.2032
-1.0751 0.9473 2.78 1.4117
-0.9402 0.8975 2.79 1.7653
-1.0341 0.6807 2.8 1.7502
-0.9344 0.5757 2.81 2.014
-0.9266 0.3682 2.82 2.2567
-1.0048 0.1506 2.83 2.3004
-0.9039 -0.0411 2.84 2.3215
-0.9009 -0.2516 2.85 2.4421
-0.8549 -0.4262 2.86 2.2806
-0.8052 -0.6238 2.87 1.9736
-0.6712 -0.9186 2.88 1.921
-0.5354 -0.9884 2.89 1.8741
-0.4751 -1.1943 2.9 1.7205
-0.3825 -1.179 2.91 1.4846
-0.307 -1.238 2.92 1.1111
-0.2586 -1.482 2.93 0.9359
-0.1531 -1.2636 2.94 0.6666
-0.0688 -1.3067 2.95 0.5161
0.0232 -1.3416 2.96 0.2411
0.1084 -1.2174 2.97 0.0261
0.1932 -1.1723 2.98 -0.1621
0.2789 -0.9838 2.99 -0.2957
0.3586 -0.7703 3.0 -0.4047
0.3646 -0.6789 3.01 -0.5136
0.4249 -0.4908 3.02 -0.4998
0.5085 -0.355 3.03 -0.5133
0.4815 -0.2585 3.04 -0.5106
0.5317 -0.1168 3.05 -0.4087
0.5171 -0.0407 3.06 -0.3211
0.6196 0.0234 3.07 -0.1833
0.5866 0.0519 3.08 -0.0314
0.5539 0.0495 3.09 0.1176
0.5153 0.0166 3.1 0.2696
0.4283 -0.0548 3.11 0.3917
0.3576 -0.1482 3.12 0.4902
0.3003 -0.2884 3.13 0.5894
0.2184 -0.4125 3.14 0.6025
0.1535 -0.6533 3.15 0.6035
0.0385 -0.825 3.16 0.6508
-0.0751 -0.9199 3.17 0.5952
-0.1858 -1.2096 3.18 0.4392
-0.3526 -1.3022 3.19 0.3379
-0.442 -1.645 3.2 0.1213
-0.5429 -1.6026 3.21 -0.0619
-0.7673 -1.9751 3.22 -0.267
-0.8625 -2.1922 3.23 -0.5468
-1.0057 -1.9152 3.24 -0.7952
-1.216 -2.3526 3.25 -1.0279
-1.2194 -1.9773 3.26 -1.3588
-1.56 -2.1197 3.27 -1.5205
-1.6812 -2.1021 3.28 -1.8122
-1.7091 -1.9347 3.29 -1.9482
-1.7923 -1.9607 3.3 -1.8243
-1.9389 -1.5258 3.31 -2.0183
-1.9696 -1.3903 3.32 -2.196
-2.0739 -1.2486 3.33 -1.9585
-2.4632 -1.0865 3.34 -2.1124
-2.3435 -0.7921 3.35 -2.0075
-2.3567 -0.6371 3.36 -1.6229
-2.3351 -0.4704 3.37 -1.6181
-2.8159 -0.2553 3.38 -1.4683
-2.9148 -0.0654 3.39 -1.3183
-2.6783 0.0774 3.4 -0.962
-2.8682 0.2054 3.41 -0.9148
-2.4487 0.3169 3.42 -0.632
-2.6331 0.3853 3.43 -0.5122
-2.4959 0.3923 3.44 -0.3226
-2.5664 0.3819 3.45 -0.2247
-2.3972 0.3578 3.46 -0.1575
-2.2449 0.2508 3.47 -0.1175
-2.3894 0.1843 3.48 -0.098
-2.3248 0.0823 3.49 -0.146
-2.4021 -0.0287 3.5 -0.2322
-2.2142 -0.1417 3.51 -0.3362
-2.0494 -0.2839 3.52 -0.4875
-1.8586 -0.3799 3.53 -0.6251
-1.6417 -0.4792 3.54 -0.7647
-1.7467 -0.5615 3.55 -0.9683
-1.4007 -0.69 3.56 -1.1635
-1.4015 -0.7042 3.57 -1.2409
-1.3783 -0.707 3.58 -1.5193
-1.0855 -0.6097 3.59 -1.4434
-1.1329 -0.5715 3.6 -1.6278
-0.9748 -0.4386 3.61 -1.7148
-0.8158 -0.2874 3.62 -1.6103
-0.6899 -0.1426 3.63 -1.5352
-0.5596 0.0567 3.64 -1.5093
-0.5618 0.2631 3.65 -1.4189
-0.421 0.5081 3.66 -1.2286
-0.3434 0.7624 3.67 -1.1432
-0.3122 1.0746 3.68 -0.8449
-0.2717 1.2494 3.69 -0.6839
-0.2061 1.6049 3.7 -0.3724
-0.1589 1.6684 3.71 -0.1366
-0.1615 1.8298 3.72 0.0857
-0.1327 2.1199 3.73 0.3188
-0.1344 2.0337 3.74 0.5057
-0.1197 2.4792 3.75 0.693
-0.137 2.2883 3.76 0.7998
-0.1591 2.4889 3.77 0.9702
-0.1758 2.2768 3.78 1.0054
-0.1974 2.4486 3.79 1.0933
-0.2306 2.1496 3.8 0.9221
-0.2977 2.3784 3.81 0.9104
-0.3409 2.135 3.82 0.8645
-0.3801 1.9159 3.83 0.642
-0.4208 1.7567 3.84 0.4718
-0.488 1.7786 3.85 0.3314
-0.4979 1.4198 3.86 0.1833
-0.5011 1.2966 3.87 -0.0082
-0.508 1.1544 3.88 -0.172
-0.5825 1.1766 3.89 -0.3239
-0.5881 1.087 3.9 -0.4474
-0.5964 0.8492 3.91 -0.5212
-0.6632 0.8241 3.92 -0.6497
-0.665 0.8308 3.93 -0.6966
-0.6485 0.8395 3.94 -0.6049
-0.6871 0.9399 3.95 -0.6131
-0.5947 1.0851 3.96 -0.5017
-0.5715 1.046 3.97 -0.3796
-0.5353 1.1754 3.98 -0.2688
-0.4986 1.4961 3.99 -0.1032
-0.3819 1.7013 4.0 0.0823
-0.3622 1.6634 4.01 0.2563
-0.2924 2.0105 4.02 0.4442
-0.1726 1.9223 4.03 0.6511
-0.0795 2.3027 4.04 0.8451
0.0217 2.2844 4.05 1.0081
0.1465 2.2503 4.06 1.0561
0.2274 2.4215 4.07 1.1674
0.3957 2.5479 4.08 1.1988
0.4953 2.3717 4.09 1.193
0.6506 2.4938 4.1 1.0071
0.835 2.5918 4.11 0.9702
0.9828 2.4464 4.12 0.7533
1.0688 2.0851 4.13 0.7024
1.1164 2.1285 4.14 0.4233
1.2739 1.782 4.15 0.2288
1.4031 1.4467 4.16 -0.03
1.4183 1.3458 4.17 -0.2877
1.5068 1.1449 4.18 -0.5034
1.6765 0.8584 4.19 -0.8121
1.741 0.6293 4.2 -0.9661
1.77 0.4009 4.21 -1.2821
1.945 0.2113 4.22 -1.3609
1.9837 0.024 4.23 -1.6008
1.9882 -0.1144 4.24 -1.4363
2.0422 -0.221 4.25 -1.6203
2.2016 -0.3041 4.26 -1.4784
2.2446 -0.3862 4.27 -1.5156
2.3152 -0.3867 4.28 -1.3874
2.0935 -0.3454 4.29 -1.3349
2.2599 -0.2939 4.3 -1.4176
1.8785 -0.2216 4.31 -1.238
2.1087 -0.1008 4.32 -1.0663
2.0633 0.017 4.33 -0.7781
1.9954 0.1532 4.34 -0.7455
1.6635 0.3209 4.35 -0.5658
1.8517 0.4604 4.36 -0.447
1.5025 0.5921 4.37 -0.4142
1.5693 0.7337 4.38 -0.3681
1.3934 0.8621 4.39 -0.3886
1.2892 0.9499 4.4 -0.4347
1.0722 0.9488 4.41 -0.464
0.9516 0.9191 4.42 -0.6133
0.7905 1.0087 4.43 -0.7043
0.6701 0.9453 4.44 -0.8702
0.5549 0.9141 4.45 -1.0994
0.3503 0.7917 4.46 -1.3285
0.2576 0.6437 4.47 -1.7693
0.1132 0.479 4.48 -1.8564
-0.0137 0.3087 4.49 -1.925
-0.1405 0.1193 4.5 -2.1688
-0.2673 -0.0838 4.51 -2.4303
-0.3251 -0.2626 4.52 -2.673
-0.4344 -0.4459 4.53 -2.6848
-0.4856 -0.5957 4.54 -2.9087
-0.6464 -0.792 4.55 -2.9227
-0.6127 -0.9248 4.56 -2.9645
-0.7566 -0.9394 4.57 -2.9912
-0.7428 -1.1748 4.58 -2.5863
-0.7253 -1.0498 4.59 -2.8208
-0.8047 -1.0562 4.6 -2.7623
-0.8052 -1.0281 4.61 -2.2967
-0.7349 -0.9826 4.62 -2.1871
-0.7246 -0.9315 4.63 -2.1013
-0.6965 -0.7918 4.64 -1.727
-0.6615 -0.5553 4.65 -1.6681
-0.5566 -0.4115 4.66 -1.4713
-0.488 -0.1754 4.67 -1.1385
-0.4179 0.0208 4.68 -1.0038
-0.3661 0.2181 4.69 -0.9273
-0.2849 0.4095 4.7 -0.8742
-0.2008 0.6543 4.71 -0.8074
-0.1226 0.8447 4.72 -0.9114
-0.0201 1.0567 4.73 -0.8153
0.0801 1.2332 4.74 -1.0518
0.1711 1.1655 4.75 -1.1445
0.2792 1.2861 4.76 -1.2731
0.3954 1.3745 4.77 -1.4241
0.4448 1.3842 4.78 -1.5042
0.5081 1.2146 4.79 -1.6448
0.6687 1.3122 4.8 -1.8879
0.7002 1.2047 4.81 -1.9374
0.7479 1.0191 4.82 -2.1099
0.7643 0.8169 4.83 -2.3164
0.8249 0.7346 4.84 -2.1618
0.8979 0.5993 4.85 -2.0811
0.9403 0.4273 4.86 -2.1707
0.8981 0.296 4.87 -2.0203
0.9511 0.1489 4.88 -2.193
1.0212 0.0497 4.89 -1.8963
0.9209 -0.0503 4.9 -1.7217
0.993 -0.1043 4.91 -1.4374
0.9249 -0.1386 4.92 -1.217
0.9873 -0.1545 4.93 -1.0033
0.8658 -0.1139 4.94 -0.7691
0.9351 -0.0552 4.95 -0.5711
0.8387 0.0336 4.96 -0.302
0.7176 0.1527 4.97 -0.0602
0.7146 0.3352 4.98 0.1292
0.7075 0.489 4.99 0.2917
0.6449 0.5926 5.0 0.4368
0.5497 0.8266 5.01 0.5458
0.5122 1.0196 5.02 0.5695
0.4374 1.2108 5.03 0.5292
0.3848 1.3655 5.04 0.4815
0.3069 1.4417 5.05 0.4585
0.2393 1.5917 5.06 0.3397
0.1962 1.7287 5.07 0.1746
0.1501 1.8598 5.08 0.0338
0.1192 2.0801 5.09 -0.1367
0.1095 1.9278 5.1 -0.2882
0.0886 1.7765 5.11 -0.503
0.0749 1.6917 5.12 -0.641
0.0718 1.507 5.13 -0.7764
0.0829 1.4835 5.14 -0.8258
0.1235 1.2603 5.15 -0.9118
0.1491 1.2445 5.16 -0.9202
0.1803 1.0135 5.17 -1.0182
0.2616 0.7535 5.18 -1.014
0.3058 0.4606 5.19 -0.8772
0.4075 0.2623 5.2 -0.8169
0.4487 0.0348 5.21 -0.6343
0.5609 -0.1735 5.22 -0.4543
0.6942 -0.3142 5.23 -0.2328
0.7776 -0.4948 5.24 -0.0559
0.9801 -0.6257 5.25 0.1474
1.1014 -0.7343 5.26 0.3605
1.0948 -0.7546 5.27 0.4665
1.2841 -0.8732 5.28 0.7104
1.3298 -0.8468 5.29 0.7429
1.5148 -0.7666 5.3 0.8903
1.6701 -0.6747 5.31 0.9275
1.6997 -0.607 5.32 0.8727
1.7893 -0.4865 5.33 0.8982
2.133 -0.4066 5.34 0.9156
1.9625 -0.2934 5.35 0.7324
2.2104 -0.1896 5.36 0.61
2.2004 -0.0761 5.37 0.3825
2.7316 0.0305 5.38 0.2051
2.6776 0.112 5.39 -0.0378
2.625 0.1557 5.4 -0.2968
2.6469 0.1825 5.41 -0.4792
2.6494 0.1812 5.42 -0.7365
2.6072 0.1571 5.43 -0.8747
2.9451 0.0883 5.44 -1.2422
2.9692 -0.0079 5.45 -1.3784
2.9829 -0.1358 5.46 -1.549
3.0894 -0.2901 5.47 -1.6056
2.5913 -0.5243 5.48 -1.7576
2.7203 -0.7197 5.49 -1.5793
2.7691 -1.0118 5.5 -1.6444
2.5952 -1.078 5.51 -1.561
2.4758 -1.2929 5.52 -1.4964
2.4283 -1.7956 5.53 -1.3575
2.3448 -1.8565 5.54 -1.0879
2.2215 -2.1542 5.55 -0.9797
2.0502 -2.0776 5.56 -0.7943
1.9021 -2.2849 5.57 -0.7242
1.9814 -2.7075 5.58 -0.6042
1.8298 -2.7779 5.59 -0.4567
1.4261 -2.5382 5.6 -0.3404
1.3708 -2.9402 5.61 -0.2648
1.2374 -2.477 5.62 -0.2503
1.177 -2.5946 5.63 -0.2545
1.0388 -2.6131 5.64 -0.3188
0.7751 -2.6432 5.65 -0.4321
0.6539 -2.4965 5.66 -0.5253
0.5361 -2.3092 5.67 -0.6599
0.395 -1.8677 5.68 -0.9304
0.263 -1.6818 5.69 -1.0195
0.1153 -1.7267 5.7 -1.1766
0.0005 -1.5626 5.71 -1.4302
-0.1003 -1.3607 5.72 -1.6389
-0.2219 -1.2913 5.73 -2.0517
-0.3109 -1.0935 5.74 -2.2058
-0.3576 -0.9144 5.75 -2.292
-0.4059 -0.8576 5.76 -2.235
-0.5236 -0.954 5.77 -2.5587
-0.5279 -0.9573 5.78 -2.6871
-0.5248 -0.8646 5.79 -2.7814
-0.5657 -1.0362 5.8 -2.6844
-0.6341 -1.2081 5.81 -2.4334
-0.5664 -1.2709 5.82 -2.4551
-0.5467 -1.4314 5.83 -2.3222
-0.6015 -1.4722 5.84 -1.9071
-0.5348 -1.6672 5.85 -1.9892
-0.483 -1.8445 5.86 -1.7578
-0.4502 -1.81 5.87 -1.3609
-0.3865 -2.1317 5.88 -1.1769
-0.3619 -2.0582 5.89 -0.8824
-0.307 -2.407 5.9 -0.7765
-0.2608 -2.2158 5.91 -0.58
-0.2365 -2.4861 5.92 -0.4582
-0.1707 -2.1993 5.93 -0.3975
-0.1166 -2.0823 5.94 -0.3177
-0.0665 -2.3555 5.95 -0.3364
-0.0171 -2.2562 5.96 -0.3623
0.0235 -1.7468 5.97 -0.3985
0.0585 -1.7378 5.98 -0.5053
0.0891 -1.4881 5.99 -0.5485
0.1149 -1.2195 6.0 -0.7509
0.1292 -1.1597 6.01 -0.9033
0.1531 -0.7828 6.02 -1.0269
0.1278 -0.589 6.03 -1.1349
0.1347 -0.3787 6.04 -1.1832
0.11 -0.1361 6.05 -1.4078
0.0886 0.0757 6.06 -1.6429
0.0509 0.2654 6.07 -1.6738
0.011 0.3932 6.08 -1.7544
-0.0394 0.5153 6.09 -1.4797
-0.0938 0.625 6.1 -1.4866
-0.1771 0.6893 6.11 -1.4219
-0.2608 0.5844 6.12 -1.2592
-0.3184 0.6409 6.13 -1.1781
-0.4251 0.5795 6.14 -0.8539
-0.4917 0.4414 6.15 -0.6668
-0.545 0.3434 6.16 -0.4121
-0.6946 0.2368 6.17 -0.1389
-0.7559 0.0809 6.18 0.1294
-0.9675 -0.0661 6.19 0.4023
-0.9997 -0.2238 6.2 0.5761
-1.1509 -0.3766 6.21 0.8703
-1.1879 -0.4549 6.22 1.0029
-1.2298 -0.5323 6.23 1.0868
-1.2375 -0.6404 6.24 1.2764
-1.3214 -0.6867 6.25 1.4764
-1.4479 -0.6911 6.26 1.3949
-1.7081 -0.8233 6.27 1.2257
-1.7189 -0.7448 6.28 1.3468
-1.5666 -0.5994 6.29 1.1879
-1.7022 -0.5011 6.3 1.0029
-1.6544 -0.4055 6.31 0.9084
-1.8654 -0.2611 6.32 0.7183
-1.7217 -0.1185 6.33 0.6759
-1.6156 0.0722 6.34 0.4646
-1.6577 0.2421 6.35 0.2927
-1.4967 0.3978 6.36 0.1588
-1.5235 0.6065 6.37 0.0578
-1.5718 0.7119 6.38 -0.0298
-1.471 0.9719 6.39 -0.0761
-1.4185 1.1303 6.4 -0.0965
-1.1989 1.2441 6.41 -0.0568
-1.2441 1.2731 6.42 0.0034
-1.0118 1.1492 6.43 0.1125
-0.8685 1.2606 6.44 0.253
-0.8034 1.1781 6.45 0.3645
-0.7105 1.1987 6.46 0.5389
-0.5307 1.0481 6.47 0.7448
-0.394 0.87 6.48 0.9578
-0.224 0.6464 6.49 1.2336
-0.0931 0.4921 6.5 1.4199
0.0351 0.2654 6.51 1.5582
0.1659 0.0354 6.52 1.794
0.2952 -0.1886 6.53 1.6307
0.4098 -0.4229 6.54 1.7041
0.5355 -0.5606 6.55 1.74
0.7212 -0.7942 6.56 1.8673
0.8295 -0.9941 6.57 1.879
0.8423 -1.1042 6.58 1.7987
0.95 -1.0983 6.59 1.4714
1.1026 -1.3588 6.6 1.5196
0.9721 -1.3339 6.61 1.3491
1.1575 -1.3493 6.62 1.0839
1.0908 -1.2825 6.63 0.874
1.1015 -1.1188 6.64 0.6171
1.2886 -1.1237 6.65 0.3329
1.1372 -0.8961 6.66 0.128
1.0775 -0.7823 6.67 -0.0899
1.155 -0.6667 6.68 -0.2453
0.9886 -0.4868 6.69 -0.4008
1.0629 -0.3031 6.7 -0.559
0.9259 -0.195 6.71 -0.6273
0.9084 -0.0394 6.72 -0.5816
0.8091 0.0838 6.73 -0.5913
0.7358 0.1645 6.74 -0.5142
0.566 0.2753 6.75 -0.4807
0.4839 0.3077 6.76 -0.3316
0.3612 0.3241 6.77 -0.1955
0.2395 0.2726 6.78 -0.0457
0.1086 0.2222 6.79 0.1161
-0.0213 0.1262 6.8 0.2792
-0.1568 0.013 6.81 0.3969
-0.2885 -0.1168 6.82 0.5197
-0.3878 -0.278 6.83 0.7047
-0.5416 -0.4631 6.84 0.7787
-0.7069 -0.6756 6.85 0.8555
-0.8424 -0.7501 6.86 0.7601
-0.8993 -1.0126 6.87 0.7977
-0.9048 -1.2415 6.88 0.6757
-1.0374 -1.4036 6.89 0.5598
-1.0801 -1.3125 6.9 0.4419
-1.219 -1.3633 6.91 0.3256
-1.3391 -1.5552 6.92 0.1024
-1.2807 -1.739 6.93 -0.0994
