# label : secret experiment #2472
#y2 y1 y3 y4 time
1.2178 0.4669 2.2874 1.3478 0.59
1.165 0.5749 2.6144 1.621 0.6
1.0584 0.7035 2.3455 1.9228 0.61
1.0242 0.8948 2.228 1.8047 0.62
0.9011 0.9469 2.4522 1.7069 0.63
0.8491 1.0871 2.0875 1.6352 0.64
0.7145 1.4995 1.658 1.259 0.65
0.5469 1.5323 1.2351 0.8128 0.66
0.3511 1.6181 0.8855 0.3328 0.67
0.2076 1.634 0.5829 -0.012 0.68
0.0643 1.6604 0.3918 -0.2459 0.69
-0.1025 1.7124 0.2764 -0.2831 0.7
-0.2714 1.8361 0.2934 -0.1529 0.71
-0.4464 1.9374 0.4114 0.1129 0.72
-0.5313 1.5417 0.6559 0.4851 0.73
-0.8021 1.5753 0.9161 0.8527 0.74
-0.936 1.5281 1.1787 1.1343 0.75
-0.9681 1.2161 1.4902 1.5195 0.76
-1.0329 0.9763 1.5259 1.5761 0.77
-1.345 0.7899 1.6691 1.1723 0.78
-1.2101 0.5557 1.8745 0.9109 0.79
-1.4459 0.3492 1.8392 0.5675 0.8
-1.4239 0.1073 1.6392 0.1252 0.81
-1.4263 -0.1101 1.4327 -0.3119 0.82
-1.3345 -0.3098 1.0294 -0.6672 0.83
-1.5815 -0.4834 0.6243 -0.7646 0.84
-1.4016 -0.6098 0.2196 -0.7957 0.85
-1.318 -0.6333 -0.1137 -0.5964 0.86
-1.3324 -0.6996 -0.3769 -0.256 0.87
-1.0986 -0.6398 -0.5274 0.1445 0.88
-1.0793 -0.6543 -0.6706 0.5043 0.89
-0.9382 -0.5848 -0.6002 0.8316 0.9
-0.8264 -0.4871 -0.4238 1.0026 0.91
-0.622 -0.4116 -0.1981 1.0414 0.92
-0.4906 -0.203 0.0917 0.7972 0.93
-0.3731 -0.0598 0.3784 0.4135 0.94
-0.1686 0.1267 0.6603 0.023 0.95
-0.0144 0.2984 0.7564 -0.3917 0.96
0.1613 0.422 1.038 -0.7171 0.97
0.3486 0.6284 0.8867 -0.9696 0.98
0.4945 0.7063 0.8319 -1.1369 0.99
0.593 0.7673 0.6345 -1.013 1.0
0.7561 0.9253 0.3406 -0.6766 1.01
1.007 0.8592 -0.0217 -0.3576 1.02
1.0633 0.8885 -0.4265 0.0555 1.03
1.239 0.8698 -0.7209 0.4386 1.04
1.1511 0.8732 -1.1458 0.7749 1.05
1.2778 0.7198 -1.2979 0.8895 1.06
1.4439 0.5615 -1.347 0.7625 1.07
1.3544 0.3538 -1.307 0.567 1.08
1.3415 0.1768 -1.3689 0.2159 1.09
1.5356 -0.0016 -1.0403 -0.2172 1.1
1.5976 -0.2163 -0.8299 -0.6464 1.11
1.5383 -0.3943 -0.5096 -0.8646 1.12
1.5884 -0.589 -0.2564 -1.0122 1.13
1.5207 -0.7394 0.0234 -1.0358 1.14
1.3847 -0.7966 0.2132 -0.8645 1.15
1.2803 -0.9676 0.3368 -0.529 1.16
1.2342 -1.0013 0.2871 -0.1143 1.17
1.2536 -1.0118 0.1743 0.3425 1.18
1.0661 -1.0675 -0.0468 0.7361 1.19
1.032 -0.932 -0.3653 0.909 1.2
0.925 -0.9311 -0.6656 1.1523 1.21
0.8253 -0.8287 -1.0761 1.035 1.22
0.7377 -0.5818 -1.4006 0.7467 1.23
0.6935 -0.4514 -1.6601 0.359 1.24
0.704 -0.254 -1.8716 -0.0305 1.25
0.6758 -0.0374 -1.8328 -0.4093 1.26
0.5815 0.1703 -1.8379 -0.6255 1.27
0.632 0.4201 -1.6495 -0.7649 1.28
0.6288 0.6618 -1.2736 -0.6028 1.29
0.6989 0.723 -1.123 -0.3515 1.3
0.6739 1.0458 -0.6588 0.068 1.31
0.7839 1.1055 -0.4003 0.5464 1.32
0.7865 1.0915 -0.103 1.0101 1.33
0.8742 1.2885 0.0811 1.2114 1.34
0.9397 1.2096 0.1758 1.5256 1.35
1.1151 1.2317 0.1441 1.6348 1.36
1.2503 1.3224 0.0067 1.5884 1.37
1.3709 1.1104 -0.2124 1.171 1.38
1.409 1.1256 -0.5517 0.8658 1.39
1.4175 0.8689 -0.8275 0.4331 1.4
1.6943 0.8069 -1.2287 0.1189 1.41
1.8217 0.6443 -1.5471 -0.0522 1.42
1.9219 0.4255 -1.538 -0.0603 1.43
1.9157 0.3189 -1.7127 0.1056 1.44
2.2139 0.1708 -1.6347 0.4672 1.45
2.0341 0.043 -1.6949 0.923 1.46
2.3912 -0.045 -1.4693 1.3397 1.47
2.4412 -0.1041 -1.1462 1.8018 1.48
2.6381 -0.1254 -0.7841 2.0839 1.49
2.763 -0.1114 -0.3644 2.0481 1.5
2.3758 -0.0492 -0.0617 2.4376 1.51
2.3385 0.052 0.1821 1.9617 1.52
2.3495 0.1978 0.3827 1.6652 1.53
2.5017 0.3841 0.3956 1.2242 1.54
2.591 0.5194 0.3527 0.8935 1.55
2.593 0.7924 0.243 0.6294 1.56
2.1636 0.9202 -0.0061 0.5411 1.57
2.1545 1.1302 -0.2922 0.6345 1.58
2.0145 1.3693 -0.5721 0.7796 1.59
2.0051 1.5364 -0.823 1.1236 1.6
2.0586 2.0907 -1.0946 1.4946 1.61
1.6301 1.9296 -1.4268 2.2818 1.62
1.6625 2.0489 -1.4443 2.4984 1.63
1.367 2.5089 -1.2591 2.4865 1.64
1.0798 2.5099 -1.1443 3.0117 1.65
1.0393 2.6902 -0.9609 2.9063 1.66
0.8132 2.4433 -0.5606 2.3792 1.67
0.6204 2.4341 -0.2443 2.0406 1.68
0.4838 2.2665 0.1154 1.6126 1.69
0.294 2.29 0.3868 1.2194 1.7
0.1233 2.0966 0.6956 0.9463 1.71
-0.0275 2.0365 0.8433 0.9867 1.72
-0.1694 1.8867 0.8352 0.9366 1.73
-0.2847 1.7195 0.7787 1.2193 1.74
-0.3684 1.6194 0.5201 1.6206 1.75
-0.5344 1.4669 0.2878 1.9646 1.76
-0.5986 1.3008 -0.045 2.733 1.77
-0.6496 1.1311 -0.3855 2.9999 1.78
-0.6752 0.9501 -0.7138 3.0525 1.79
-0.6202 1.0462 -0.9276 2.9371 1.8
-0.6704 0.9551 -0.9635 2.9486 1.81
-0.6288 0.8724 -1.0225 2.5412 1.82
-0.6127 1.0179 -0.9605 1.8733 1.83
-0.5229 1.0747 -0.7544 1.648 1.84
-0.4196 1.0798 -0.5353 1.2062 1.85
-0.375 1.3037 -0.1966 1.076 1.86
-0.2853 1.6115 0.1416 0.984 1.87
-0.1703 1.6037 0.4478 1.084 1.88
-0.0677 1.8699 0.7746 1.2112 1.89
0.0448 2.0536 0.9219 1.8155 1.9
0.1727 2.0923 1.0782 2.0424 1.91
0.2911 2.4655 1.024 2.4135 1.92
0.4201 2.7746 0.7663 2.586 1.93
0.4869 2.8622 0.5995 2.574 1.94
0.6278 3.0986 0.2693 2.6874 1.95
0.7115 2.8534 -0.0561 2.2294 1.96
0.7202 2.7021 -0.3865 2.0278 1.97
0.9009 2.9299 -0.6656 1.6571 1.98
0.9818 2.9212 -0.8375 1.1557 1.99
0.9489 2.7233 -1.0834 0.7631 2.0
1.0963 2.6801 -1.0295 0.5657 2.01
1.0148 2.5628 -0.9584 0.6065 2.02
1.1117 2.0951 -0.6788 0.7328 2.03
1.0714 2.1693 -0.492 1.0053 2.04
1.0034 1.7665 -0.1425 1.3448 2.05
0.9341 1.4984 0.1873 1.8115 2.06
0.8534 1.4165 0.4675 2.0337 2.07
0.801 1.0877 0.6703 2.1685 2.08
0.8398 0.8968 0.848 2.1749 2.09
0.7387 0.7606 0.8839 2.0488 2.1
0.6489 0.6598 0.7363 1.6982 2.11
0.5681 0.5299 0.5773 1.2076 2.12
0.4546 0.513 0.2476 0.7558 2.13
0.3814 0.4904 -0.0625 0.3303 2.14
0.3073 0.4546 -0.3852 0.0402 2.15
0.2859 0.5415 -0.7803 -0.1119 2.16
0.2008 0.5554 -1.1227 -0.0698 2.17
0.1363 0.6615 -1.281 0.1442 2.18
0.0841 0.8129 -1.2804 0.4443 2.19
0.0424 0.9802 -1.3648 0.7991 2.2
0.0209 1.2223 -1.1883 1.0896 2.21
0.0119 1.3217 -0.9992 1.4907 2.22
0.0189 1.3067 -0.6485 1.7024 2.23
0.0457 1.6817 -0.3833 1.5305 2.24
0.0802 1.5839 -0.1055 1.3102 2.25
0.1463 1.7699 0.1629 0.7904 2.26
0.2172 1.64 0.3251 0.4135 2.27
0.3194 1.8579 0.4318 -0.0722 2.28
0.4337 1.6738 0.4105 -0.4872 2.29
0.5265 1.5719 0.2768 -0.6707 2.3
0.6971 1.5341 0.0546 -0.768 2.31
0.7974 1.4196 -0.2324 -0.6236 2.32
0.8873 1.3237 -0.616 -0.4415 2.33
1.2072 1.08 -0.8805 -0.0433 2.34
1.2373 0.9312 -1.1721 0.3478 2.35
1.4582 0.7295 -1.4507 0.7013 2.36
1.8176 0.4607 -1.7295 0.8841 2.37
1.6853 0.2066 -1.8801 0.9938 2.38
2.1681 -0.0382 -1.6007 0.8473 2.39
2.3126 -0.2694 -1.5883 0.5617 2.4
2.2062 -0.4891 -1.3846 0.1722 2.41
2.3745 -0.6563 -0.9245 -0.2625 2.42
2.6037 -0.7438 -0.6359 -0.6725 2.43
2.5675 -0.7601 -0.3606 -0.9479 2.44
2.9815 -0.9435 -0.1239 -1.1641 2.45
3.1148 -0.8502 0.0504 -1.1456 2.46
3.2018 -0.8911 0.1142 -0.9523 2.47
3.0107 -0.9067 0.0661 -0.7296 2.48
3.2093 -0.7369 -0.0895 -0.2622 2.49
3.1637 -0.6043 -0.3189 0.1441 2.5
3.1138 -0.4301 -0.6966 0.4321 2.51
3.0848 -0.2946 -0.9448 0.633 2.52
3.0959 -0.1253 -1.2093 0.6511 2.53
2.5504 0.0379 -1.5683 0.5107 2.54
2.5921 0.1916 -1.7559 0.21 2.55
2.5234 0.3375 -1.861 -0.1764 2.56
2.4071 0.4275 -1.8591 -0.6366 2.57
2.1214 0.5802 -1.7426 -1.0493 2.58
2.1175 0.64 -1.704 -1.3276 2.59
1.8254 0.6762 -1.3617 -1.1919 2.6
1.8164 0.6662 -1.0136 -1.1201 2.61
1.7425 0.5607 -0.6147 -0.9937 2.62
1.6021 0.4921 -0.3145 -0.4889 2.63
1.3707 0.4092 -0.0472 -0.0941 2.64
1.1582 0.2421 0.0982 0.2923 2.65
0.9738 0.0873 0.1512 0.6511 2.66
0.8527 -0.1086 0.0956 0.8092 2.67
0.69 -0.2782 -0.063 0.7656 2.68
0.651 -0.5013 -0.3129 0.589 2.69
0.5383 -0.7744 -0.6317 0.2807 2.7
0.4535 -0.845 -0.8399 -0.1458 2.71
0.3291 -1.1375 -1.1896 -0.54 2.72
0.2887 -1.2135 -1.3625 -0.9055 2.73
0.265 -1.3831 -1.6953 -1.0982 2.74
0.2191 -1.5035 -1.5072 -0.9097 2.75
0.2081 -1.5377 -1.5266 -0.7665 2.76
0.2169 -1.4737 -1.3485 -0.5043 2.77
0.2323 -1.4074 -1.0277 -0.04 2.78
0.2684 -1.2367 -0.7645 0.4429 2.79
0.3561 -1.1322 -0.3614 0.8701 2.8
0.4005 -1.0233 -0.0305 1.0584 2.81
0.4022 -0.7712 0.3181 1.221 2.82
0.4882 -0.5572 0.5091 1.1648 2.83
0.5586 -0.3739 0.6731 0.9246 2.84
0.6221 -0.1829 0.6997 0.5707 2.85
0.7753 0.0413 0.6317 0.1749 2.86
0.7983 0.2234 0.4896 -0.1649 2.87
0.875 0.4471 0.246 -0.4324 2.88
0.9386 0.5342 -0.0347 -0.5109 2.89
0.9147 0.759 -0.2908 -0.4238 2.9
0.9502 0.7436 -0.5207 -0.2023 2.91
1.0031 0.8474 -0.7844 0.1905 2.92
1.0453 0.8968 -0.8831 0.6637 2.93
1.0071 0.895 -0.8013 1.0921 2.94
1.1601 0.7963 -0.6563 1.5667 2.95
1.1391 0.7999 -0.5106 1.5273 2.96
1.0794 0.5613 -0.1612 1.6175 2.97
1.0932 0.5205 0.2228 1.6847 2.98
0.9934 0.3006 0.5547 1.3331 2.99
0.8892 0.1547 0.9475 0.9286 3.0
0.7524 -0.0081 1.2418 0.5558 3.01
0.648 -0.1842 1.399 0.207 3.02
0.5026 -0.3401 1.5323 -0.0256 3.03
0.4332 -0.4822 1.488 -0.0812 3.04
0.2816 -0.5105 1.6708 0.05 3.05
0.1806 -0.5719 1.2832 0.3236 3.06
0.0436 -0.684 1.1292 0.8191 3.07
-0.0901 -0.6277 0.7779 1.1003 3.08
-0.2487 -0.5278 0.5365 1.4736 3.09
-0.3566 -0.4813 0.3086 1.9457 3.1
-0.4814 -0.367 0.1492 2.0252 3.11
-0.6384 -0.2034 0.0833 2.1545 3.12
-0.6261 -0.0444 0.1481 1.8925 3.13
-0.7416 0.1473 0.2899 1.6151 3.14
-0.933 0.377 0.6031 1.0453 3.15
-0.9435 0.5517 0.8989 0.5897 3.16
-1.0333 0.7805 1.163 0.3356 3.17
-0.9827 1.0991 1.5951 0.1534 3.18
-1.052 1.2341 2.0984 0.1391 3.19
-0.8747 1.3195 2.1687 0.2956 3.2
-0.9842 1.6653 2.3677 0.6335 3.21
-0.8675 1.5388 2.4205 1.0284 3.22
-0.6966 1.7092 2.3411 1.3588 3.23
-0.6286 1.8456 2.4572 1.9474 3.24
-0.5106 1.9539 1.8836 2.2114 3.25
-0.4275 1.7308 1.6856 1.9216 3.26
-0.303 1.75 1.5609 1.9378 3.27
-0.1366 1.6793 1.2354 1.7851 3.28
0.0284 1.5002 0.8976 1.1951 3.29
0.1899 1.3117 0.813 0.7978 3.3
0.3513 1.1331 0.748 0.3726 3.31
0.5336 0.7994 0.8091 0.0938 3.32
0.8064 0.6239 1.0871 -0.0679 3.33
0.8444 0.5477 1.2537 -0.0336 3.34
1.1269 0.3362 1.7048 0.1712 3.35
1.2585 0.2072 1.8858 0.5199 3.36
1.4711 0.0701 2.2975 0.9329 3.37
1.433 -0.0162 2.5933 1.2787 3.38
1.6489 -0.0645 2.6454 1.3921 3.39
2.0292 -0.0734 3.1168 1.7142 3.4
1.7799 -0.0582 2.8771 1.7585 3.41
2.1368 0.0068 2.5801 1.5254 3.42
1.9524 0.1008 2.4681 1.0907 3.43
2.3713 0.2438 2.3111 0.6545 3.44
2.3152 0.4028 1.8414 0.1531 3.45
2.4091 0.5507 1.6385 -0.2481 3.46
2.2012 0.7602 1.3741 -0.5714 3.47
2.0145 0.8245 0.985 -0.6617 3.48
1.9454 1.05 0.9424 -0.5323 3.49
1.9126 1.1157 0.7944 -0.3132 3.5
2.0414 1.4157 0.8486 0.0049 3.51
1.9802 1.5743 0.9735 0.3499 3.52
2.0253 1.6833 1.3757 0.765 3.53
1.8074 1.5664 1.4905 1.0068 3.54
1.7082 1.5898 1.7816 1.005 3.55
1.4469 1.7217 2.2122 0.9552 3.56
1.5314 1.4433 2.4563 0.6061 3.57
1.2953 1.3666 2.6716 0.2194 3.58
1.258 1.3436 2.4701 -0.2705 3.59
1.0944 1.0629 2.5929 -0.6594 3.6
1.0413 0.9174 2.4857 -1.2061 3.61
0.8393 0.6876 2.1446 -1.419 3.62
0.8399 0.4384 1.6065 -1.3811 3.63
0.7768 0.2347 1.1756 -1.2916 3.64
0.6666 -0.0125 0.8543 -0.9235 3.65
0.6123 -0.2336 0.6307 -0.6723 3.66
0.5619 -0.4269 0.3221 -0.2658 3.67
0.5123 -0.6111 0.2 0.0529 3.68
0.5721 -0.7654 0.1459 0.2166 3.69
0.5188 -0.9034 0.2288 0.2396 3.7
0.6003 -0.9393 0.3436 0.0652 3.71
0.5723 -1.0197 0.6144 -0.2495 3.72
0.6664 -0.9849 0.9547 -0.7493 3.73
0.7265 -1.0446 1.1947 -1.1211 3.74
0.7207 -0.9399 1.2731 -1.5929 3.75
0.8036 -0.8389 1.5953 -1.8295 3.76
0.9446 -0.6683 1.7278 -2.1724 3.77
1.0769 -0.5504 1.6493 -2.0245 3.78
0.9727 -0.4133 1.3397 -1.9978 3.79
1.1269 -0.2338 1.2054 -1.468 3.8
1.1361 -0.1114 0.8484 -1.1708 3.81
1.295 0.0127 0.4499 -0.7239 3.82
1.2839 0.1111 0.0932 -0.4483 3.83
1.3142 0.2213 -0.2663 -0.3311 3.84
1.4116 0.2347 -0.6327 -0.3535 3.85
1.5099 0.2859 -0.7676 -0.532 3.86
1.5248 0.2611 -0.9189 -0.8778 3.87
1.6396 0.18 -0.9882 -1.4548 3.88
1.3802 0.0838 -0.9287 -1.8713 3.89
1.3532 -0.0595 -0.6816 -2.3714 3.9
1.5382 -0.2302 -0.4557 -2.3804 3.91
1.3545 -0.459 -0.1935 -2.6075 3.92
1.2127 -0.703 0.0704 -2.3037 3.93
1.2966 -0.8901 0.2842 -2.1928 3.94
1.0504 -1.0909 0.4334 -1.7184 3.95
1.0212 -1.2388 0.4842 -1.433 3.96
0.8033 -1.6349 0.3635 -0.9357 3.97
0.6077 -1.8295 0.2206 -0.61 3.98
0.4943 -2.0299 -0.0721 -0.5097 3.99
0.3253 -2.1129 -0.424 -0.6245 4.0
0.1379 -2.4418 -0.84 -0.9334 4.01
-0.0372 -2.464 -1.2943 -1.1484 4.02
-0.234 -2.2719 -1.635 -1.7695 4.03
-0.4081 -2.3835 -1.8471 -2.1394 4.04
-0.5574 -2.5207 -1.9774 -2.194 4.05
-0.7764 -2.5555 -1.9491 -2.4506 4.06
-0.9128 -2.1735 -1.9499 -2.6482 4.07
-1.0805 -2.217 -1.7337 -2.237 4.08
-1.2573 -2.0141 -1.8354 -1.9535 4.09
-1.2411 -1.7619 -1.5388 -1.3794 4.1
-1.4737 -1.6738 -1.0304 -1.0476 4.11
-1.521 -1.3031 -0.9134 -0.7338 4.12
-1.7369 -1.1395 -0.6366 -0.5082 4.13
-1.5522 -1.1181 -0.5237 -0.388 4.14
-1.5494 -0.9355 -0.5255 -0.539 4.15
-1.6845 -0.8872 -0.6035 -0.8148 4.16
-1.6116 -0.7504 -0.7362 -1.2191 4.17
-1.7943 -0.7074 -0.9495 -1.6456 4.18
-1.4832 -0.6771 -1.2859 -1.9016 4.19
-1.4211 -0.782 -1.8407 -2.0012 4.2
-1.3678 -0.9053 -2.2949 -2.3282 4.21
-1.3981 -0.9602 -2.4089 -1.9506 4.22
-1.1885 -1.0217 -2.4857 -1.9596 4.23
-1.1451 -1.218 -2.5065 -1.4771 4.24
-0.9959 -1.4539 -2.8819 -0.8639 4.25
-0.8188 -1.5409 -2.3691 -0.457 4.26
-0.7625 -1.8242 -2.4325 -0.1611 4.27
-0.5495 -1.9206 -2.3097 0.0449 4.28
-0.3581 -1.9916 -1.928 0.0644 4.29
-0.2634 -2.1818 -1.345 -0.0983 4.3
-0.0943 -2.5862 -1.115 -0.3617 4.31
0.0418 -2.5638 -0.9354 -0.7686 4.32
0.1673 -2.4697 -0.9134 -1.1785 4.33
0.2981 -2.4482 -0.7594 -1.5244 4.34
0.3611 -2.7702 -0.9772 -1.6193 4.35
0.5319 -2.338 -1.1514 -1.5901 4.36
0.6137 -2.5571 -1.2793 -1.528 4.37
0.6326 -2.0906 -1.6574 -1.1829 4.38
0.6579 -1.9734 -1.9556 -0.7584 4.39
0.7273 -2.0213 -2.223 -0.2392 4.4
0.755 -1.8868 -2.5368 0.1937 4.41
0.7111 -1.4522 -2.4435 0.5224 4.42
0.7222 -1.3963 -2.9542 0.6446 4.43
0.6631 -1.0936 -2.8511 0.5998 4.44
0.7023 -0.9072 -2.2133 0.3649 4.45
0.5795 -0.673 -2.1057 0.0083 4.46
0.5516 -0.5163 -2.0 -0.3999 4.47
0.4714 -0.361 -1.5665 -0.8195 4.48
0.4059 -0.2523 -1.1942 -0.9644 4.49
0.2799 -0.1852 -0.8691 -1.2363 4.5
0.2407 -0.1424 -0.5347 -1.0768 4.51
0.154 -0.1651 -0.4156 -0.8069 4.52
0.0624 -0.2212 -0.4194 -0.5418 4.53
-0.0174 -0.2933 -0.5166 -0.0965 4.54
-0.0827 -0.3578 -0.7095 0.3364 4.55
-0.1444 -0.5224 -1.0407 0.6618 4.56
-0.1925 -0.6701 -1.1817 1.0047 4.57
-0.2516 -0.8291 -1.4796 1.0154 4.58
-0.2769 -1.0147 -1.9144 0.8153 4.59
-0.2739 -1.2181 -2.0279 0.5878 4.6
-0.3107 -1.2471 -2.0889 0.161 4.61
-0.2708 -1.3913 -2.1003 -0.2592 4.62
-0.2336 -1.6479 -1.8218 -0.5643 4.63
-0.2318 -1.6542 -1.7445 -0.9323 4.64
-0.1596 -1.4448 -1.378 -0.9751 4.65
-0.0822 -1.4428 -0.8956 -0.8893 4.66
0.0004 -1.4857 -0.5585 -0.6625 4.67
0.1063 -1.3877 -0.2224 -0.2294 4.68
0.1919 -1.2374 0.0579 0.163 4.69
0.2996 -1.2785 0.2872 0.5183 4.7
0.4586 -1.0197 0.3407 0.9226 4.71
0.6172 -0.7114 0.3414 1.0317 4.72
0.7282 -0.5404 0.2774 0.9446 4.73
0.7909 -0.3151 0.0481 0.7103 4.74
0.8691 -0.109 -0.2008 0.4233 4.75
1.1642 0.127 -0.522 -0.032 4.76
1.0876 0.3025 -0.8482 -0.512 4.77
1.2077 0.5188 -0.939 -0.8369 4.78
1.5239 0.5818 -1.1297 -1.0832 4.79
1.3861 0.7097 -1.1346 -1.0411 4.8
1.5029 0.8793 -1.1964 -1.0777 4.81
1.7175 0.9249 -0.9044 -0.7119 4.82
1.7515 0.8158 -0.7429 -0.3129 4.83
1.5316 0.7815 -0.3513 0.0611 4.84
1.6586 0.7953 0.0205 0.3696 4.85
1.6436 0.6895 0.3921 0.631 4.86
1.7214 0.4826 0.7136 0.6845 4.87
1.429 0.3329 1.0747 0.5375 4.88
1.4938 0.1456 1.0459 0.2773 4.89
1.2373 -0.049 1.255 -0.1388 4.9
1.1928 -0.2321 1.2563 -0.5616 4.91
1.0944 -0.4021 0.9638 -1.1441 4.92
0.972 -0.5765 0.7597 -1.5062 4.93
0.7469 -0.692 0.4423 -1.7237 4.94
0.5489 -0.8143 0.167 -1.6687 4.95
0.4333 -0.8999 -0.1169 -1.3471 4.96
0.2061 -0.9114 -0.3025 -1.0405 4.97
0.0143 -1.0678 -0.4184 -0.7036 4.98
-0.1955 -1.065 -0.5326 -0.352 4.99
-0.3375 -0.8757 -0.393 -0.0622 5.0
-0.6023 -0.8795 -0.2285 0.0967 5.01
-0.6811 -0.6876 0.0554 0.0778 5.02
-0.9246 -0.5614 0.3961 -0.1214 5.03
-1.1713 -0.3825 0.8126 -0.5154 5.04
-1.1637 -0.2278 1.1283 -0.8917 5.05
-1.4872 -0.0297 1.3471 -1.3351 5.06
-1.4085 0.1605 1.73 -1.867 5.07
-1.7295 0.3335 1.7071 -2.0846 5.08
-1.601 0.446 1.6766 -2.3677 5.09
-1.705 0.5359 1.5633 -2.1569 5.1
-1.7259 0.654 1.2433 -1.9125 5.11
-1.8339 0.775 1.0721 -1.4941 5.12
-1.9184 0.6703 0.7054 -1.1322 5.13
-2.0109 0.7248 0.4193 -0.9359 5.14
-1.863 0.6735 0.1185 -0.5683 5.15
-1.7343 0.5451 -0.1105 -0.5144 5.16
-1.7287 0.4185 -0.2288 -0.543 5.17
-1.6072 0.2054 -0.2311 -0.8642 5.18
-1.5395 0.03 -0.1364 -1.1691 5.19
-1.4361 -0.1717 0.0469 -1.5805 5.2
-1.3678 -0.41 0.3345 -1.9993 5.21
-1.2006 -0.6967 0.6568 -2.3524 5.22
-1.1683 -0.8562 0.9341 -2.789 5.23
-1.066 -1.1536 1.3507 -2.7113 5.24
-0.9346 -1.1983 1.3955 -2.4299 5.25
-0.9423 -1.5152 1.5363 -2.3718 5.26
-0.8318 -1.4996 1.8671 -1.9795 5.27
-0.6841 -1.7559 1.6801 -1.4138 5.28
-0.7057 -1.7302 1.3145 -1.0661 5.29
-0.6405 -1.9605 1.1483 -0.9835 5.3
-0.5179 -1.9966 0.7765 -0.9629 5.31
-0.5344 -1.6877 0.4847 -0.9091 5.32
-0.5445 -1.8168 0.1848 -1.3852 5.33
-0.5286 -1.4419 -0.104 -1.5177 5.34
-0.4978 -1.3157 -0.3148 -1.9387 5.35
-0.5132 -1.2642 -0.4026 -2.5825 5.36
-0.578 -1.103 -0.4481 -2.9325 5.37
-0.6586 -0.9484 -0.3164 -3.1518 5.38
-0.6569 -0.8363 -0.1038 -3.019 5.39
-0.7602 -0.7018 0.1984 -2.5087 5.4
-0.7878 -0.5893 0.4631 -2.4882 5.41
-0.8288 -0.5139 0.7903 -1.9377 5.42
-0.9846 -0.4328 1.1085 -1.4369 5.43
-1.1338 -0.4015 1.1888 -1.2065 5.44
-1.2345 -0.3742 1.314 -0.9133 5.45
-1.3774 -0.4081 1.4131 -0.8177 5.46
-1.4111 -0.5597 1.1424 -1.1223 5.47
-1.4254 -0.6347 0.9945 -1.3215 5.48
-1.5572 -0.7766 0.7197 -1.8349 5.49
-1.6621 -0.9967 0.3561 -2.0553 5.5
-1.7899 -1.1514 0.0353 -2.4587 5.51
-1.5758 -1.2472 -0.2897 -2.6821 5.52
