# label : detector calibration 11. 03. 2015
# y : intensity
#y2 time y1
-0.9669 1.23 1.3891
-0.8035 1.24 -0.281
-0.7106 1.25 1.5076
-0.5788 1.26 0.0186
-0.3375 1.27 1.483
-0.0577 1.28 0.3523
0.2097 1.29 1.4652
0.5049 1.3 0.6836
0.7485 1.31 1.5193
1.137 1.32 1.1225
1.2436 1.33 1.313
1.4697 1.34 1.4343
1.984 1.35 1.3439
2.1045 1.36 1.6742
1.9853 1.37 1.3469
2.2909 1.38 2.1116
2.4878 1.39 1.4219
2.2669 1.4 2.2796
2.2569 1.41 1.1856
2.1228 1.42 2.5156
2.1826 1.43 1.2655
1.916 1.44 2.8646
1.9048 1.45 1.2211
1.6008 1.46 3.059
1.4655 1.47 0.9702
1.4653 1.48 2.8004
1.117 1.49 0.9209
0.9619 1.5 3.1681
0.9129 1.51 0.8898
0.679 1.52 2.8447
0.6144 1.53 0.9658
0.5708 1.54 2.9098
0.4691 1.55 1.0157
0.5055 1.56 2.9222
0.4423 1.57 0.883
0.5337 1.58 2.4021
0.5394 1.59 1.0624
0.6136 1.6 2.4715
0.6324 1.61 0.9672
0.6779 1.62 2.2189
0.7962 1.63 1.0932
0.8485 1.64 1.7085
0.9577 1.65 1.0994
0.8974 1.66 1.4995
0.9074 1.67 1.1706
1.0328 1.68 0.9602
0.9408 1.69 1.1787
0.9602 1.7 0.65
0.9018 1.71 1.0788
0.9089 1.72 0.2812
0.7115 1.73 1.1331
0.6409 1.74 -0.0677
0.6385 1.75 0.9616
0.5522 1.76 -0.4058
0.4286 1.77 0.9607
0.4175 1.78 -0.6992
0.3482 1.79 0.7414
0.2783 1.8 -1.0318
0.2764 1.81 0.7227
0.3062 1.82 -1.2775
0.3998 1.83 0.4857
0.4684 1.84 -1.413
0.5495 1.85 0.3525
0.6885 1.86 -1.796
0.7842 1.87 0.1186
0.9722 1.88 -2.0161
1.2217 1.89 -0.1311
1.4126 1.9 -1.8088
1.734 1.91 -0.4203
1.8244 1.92 -2.2445
1.9163 1.93 -0.6562
2.168 1.94 -1.8953
2.1549 1.95 -0.959
2.3756 1.96 -1.9786
2.3117 1.97 -1.1452
2.365 1.98 -1.8192
2.5328 1.99 -1.4745
2.6074 2.0 -2.0479
2.2141 2.01 -1.7292
2.1399 2.02 -1.6964
2.0256 2.03 -2.2307
1.6597 2.04 -1.5323
1.5176 2.05 -2.1146
1.2323 2.06 -1.6071
0.8532 2.07 -2.36
0.4865 2.08 -1.3561
0.1939 2.09 -2.7703
-0.0774 2.1 -1.1887
-0.3556 2.11 -2.532
-0.5389 2.12 -1.2074
-0.8233 2.13 -3.0529
-0.9269 2.14 -0.9489
-0.9969 2.15 -2.674
-1.0855 2.16 -0.7891
-1.0238 2.17 -2.845
-0.9045 2.18 -0.7726
-0.7801 2.19 -2.7463
-0.6787 2.2 -0.5823
-0.4308 2.21 -2.6798
-0.1362 2.22 -0.5451
0.1544 2.23 -2.2873
0.458 2.24 -0.4567
0.8379 2.25 -2.1761
1.1653 2.26 -0.4549
1.3371 2.27 -1.6895
1.7036 2.28 -0.4033
2.2099 2.29 -1.4265
2.301 2.3 -0.3603
2.6168 2.31 -1.1106
2.4825 2.32 -0.3692
2.8083 2.33 -0.7471
2.9369 2.34 -0.3272
2.7377 2.35 -0.3448
2.7672 2.36 -0.3128
2.5412 2.37 0.0785
2.322 2.38 -0.3228
2.3833 2.39 0.4596
1.8376 2.4 -0.2749
1.7452 2.41 0.8479
1.5179 2.42 -0.225
1.2048 2.43 1.2325
0.8197 2.44 -0.1405
0.5655 2.45 1.4837
0.3141 2.46 -0.052
0.0756 2.47 1.6944
-0.124 2.48 0.0559
-0.2983 2.49 1.9419
-0.4061 2.5 0.1758
-0.49 2.51 2.397
-0.5303 2.52 0.3621
-0.5503 2.53 2.4254
-0.5362 2.54 0.5408
-0.4052 2.55 2.5255
-0.3561 2.56 0.6924
-0.1812 2.57 2.3031
-0.0565 2.58 0.8463
0.1131 2.59 2.5361
0.2609 2.6 1.1999
0.3992 2.61 2.5555
0.581 2.62 1.315
0.7049 2.63 2.4048
0.8053 2.64 1.5102
0.9375 2.65 2.2453
1.0853 2.66 1.8717
1.027 2.67 1.9738
1.146 2.68 1.8763
1.0916 2.69 1.7976
1.0715 2.7 2.2911
1.0991 2.71 1.619
1.0046 2.72 2.3523
0.9286 2.73 1.4798
0.8782 2.74 2.1849
0.7946 2.75 1.3749
0.6878 2.76 2.5767
0.7107 2.77 1.0532
0.633 2.78 2.5761
0.5736 2.79 0.8032
0.5707 2.8 2.6401
0.5874 2.81 0.6315
0.5826 2.82 2.3977
0.6319 2.83 0.3803
0.7329 2.84 2.4514
0.7023 2.85 0.2478
0.7968 2.86 2.144
0.8414 2.87 0.081
1.0358 2.88 2.0928
1.1737 2.89 -0.0649
1.1586 2.9 1.5246
1.1313 2.91 -0.1745
1.3294 2.92 1.3265
1.2072 2.93 -0.2858
1.2196 2.94 1.031
1.132 2.95 -0.3652
1.1243 2.96 0.7557
1.0132 2.97 -0.4186
0.861 2.98 0.3202
0.7474 2.99 -0.3828
0.4767 3.0 -0.0545
0.3282 3.01 -0.4851
0.0862 3.02 -0.4093
-0.1301 3.03 -0.4298
-0.3769 3.04 -0.7619
-0.5892 3.05 -0.4376
-0.8285 3.06 -1.204
-0.9561 3.07 -0.5247
-1.0216 3.08 -1.6453
-1.1145 3.09 -0.5007
-1.1959 3.1 -1.7401
-1.2505 3.11 -0.5768
-1.1155 3.12 -2.0862
-1.1895 3.13 -0.6302
-1.0565 3.14 -2.3757
-0.8196 3.15 -0.6813
-0.5517 3.16 -2.6647
-0.3901 3.17 -0.7729
-0.08 3.18 -2.5678
0.2099 3.19 -0.7678
0.5471 3.2 -2.7148
0.7579 3.21 -0.8265
1.0828 3.22 -2.7237
1.3135 3.23 -0.9468
1.6551 3.24 -3.0803
1.7577 3.25 -1.1163
1.9658 3.26 -2.7165
2.0179 3.27 -1.3602
2.3356 3.28 -2.7032
2.2722 3.29 -1.5015
2.2934 3.3 -2.2517
2.06 3.31 -1.6759
1.6701 3.32 -2.2781
1.4688 3.33 -1.7481
1.4746 3.34 -2.0064
1.0864 3.35 -1.665
0.7513 3.36 -1.6429
0.4283 3.37 -1.8132
0.1125 3.38 -1.4839
-0.2127 3.39 -1.9071
-0.5448 3.4 -1.2146
-0.8849 3.41 -1.9843
-1.0523 3.42 -0.8972
-1.4 3.43 -1.8342
-1.4591 3.44 -0.5365
-1.6315 3.45 -2.1527
-1.9031 3.46 -0.2916
-1.7525 3.47 -2.0302
-1.8651 3.48 -0.012
-1.5917 3.49 -1.886
-1.6012 3.5 0.261
-1.44 3.51 -1.7641
-1.277 3.52 0.4459
-1.0573 3.53 -1.5764
-0.8722 3.54 0.6036
-0.488 3.55 -1.3063
-0.2409 3.56 0.7544
-0.0067 3.57 -0.836
0.2335 3.58 1.0044
0.4586 3.59 -0.6458
0.6421 3.6 1.083
0.7725 3.61 -0.2971
0.963 3.62 1.0577
1.0196 3.63 0.0511
1.031 3.64 1.1351
1.1746 3.65 0.4546
1.0541 3.66 1.1578
1.1086 3.67 0.7613
0.9206 3.68 1.1039
0.7443 3.69 1.2143
0.6433 3.7 1.2052
0.48 3.71 1.4247
0.3596 3.72 1.2344
0.1646 3.73 1.929
-0.0014 3.74 1.0675
-0.1578 3.75 2.3327
-0.2673 3.76 1.161
-0.3732 3.77 2.6017
-0.4749 3.78 0.9906
-0.5392 3.79 2.352
-0.5867 3.8 0.979
-0.6034 3.81 2.7945
-0.6443 3.82 1.05
-0.6672 3.83 2.9842
-0.603 3.84 0.9065
-0.5394 3.85 2.7341
-0.5127 3.86 0.9164
-0.4923 3.87 3.2201
-0.3892 3.88 1.0463
-0.3868 3.89 2.94
-0.3416 3.9 0.9855
-0.3199 3.91 2.9753
-0.3025 3.92 1.0311
-0.3482 3.93 2.6312
-0.3968 3.94 1.0268
-0.3971 3.95 2.4009
-0.4735 3.96 1.2091
-0.5506 3.97 2.372
-0.7019 3.98 1.3382
-0.8457 3.99 1.9391
-0.8656 4.0 1.3421
-1.1245 4.01 1.6263
-1.0112 4.02 1.1972
-1.1268 4.03 1.3161
-1.341 4.04 1.3227
-1.4191 4.05 0.8681
-1.2034 4.06 1.4621
-1.4328 4.07 0.5744
-1.2842 4.08 1.3949
-1.0708 4.09 0.2376
-1.1501 4.1 1.2775
-0.9457 4.11 -0.1113
-0.8216 4.12 1.342
-0.5954 4.13 -0.4679
-0.3544 4.14 1.0781
-0.1305 4.15 -0.7676
0.0745 4.16 1.058
0.3075 4.17 -0.987
0.4627 4.18 0.9352
0.676 4.19 -1.1226
0.7965 4.2 0.6268
0.8211 4.21 -1.4691
1.0681 4.22 0.4656
1.0692 4.23 -1.5915
0.9158 4.24 0.1842
0.9265 4.25 -1.764
0.8448 4.26 -0.1086
0.5984 4.27 -1.6685
0.4618 4.28 -0.4053
0.1934 4.29 -1.8032
-0.1037 4.3 -0.6818
-0.3923 4.31 -1.9963
-0.6805 4.32 -0.9896
-0.9552 4.33 -1.6915
-1.2365 4.34 -1.4799
-1.785 4.35 -1.8438
-1.8983 4.36 -1.5242
-2.2273 4.37 -1.7553
-2.3079 4.38 -1.9837
-2.6761 4.39 -1.6077
-2.4914 4.4 -2.1809
-2.6879 4.41 -1.3758
-2.5113 4.42 -2.4615
-2.3948 4.43 -1.4056
-2.3595 4.44 -2.5094
-2.2492 4.45 -1.2606
-2.0861 4.46 -2.5099
-2.0661 4.47 -1.2179
-1.5863 4.48 -2.9925
-1.4119 4.49 -1.0225
-0.9359 4.5 -3.068
-0.6423 4.51 -0.8605
-0.3341 4.52 -3.0878
-0.0553 4.53 -0.8701
0.2006 4.54 -3.0834
0.4817 4.55 -0.7678
0.6865 4.56 -2.9266
0.834 4.57 -0.7022
0.8854 4.58 -2.3556
1.0445 4.59 -0.6657
1.0682 4.6 -2.3086
0.9287 4.61 -0.6834
0.8201 4.62 -2.2143
0.6639 4.63 -0.6736
0.5446 4.64 -1.8237
0.2996 4.65 -0.6332
0.0396 4.66 -1.3877
-0.2461 4.67 -0.6894
-0.4471 4.68 -0.915
-0.7844 4.69 -0.695
-1.0581 4.7 -0.6733
-1.3578 4.71 -0.6337
-1.5091 4.72 -0.2226
-1.5481 4.73 -0.6301
-1.6734 4.74 0.1443
-2.0123 4.75 -0.6479
-1.9164 4.76 0.4858
-2.0577 4.77 -0.5105
-1.9288 4.78 0.8353
-2.2486 4.79 -0.4456
-1.9135 4.8 1.1294
-2.0775 4.81 -0.3407
-1.7874 4.82 1.5257
-1.6794 4.83 -0.2498
-1.454 4.84 1.6273
-1.4732 4.85 -0.1037
-1.2921 4.86 1.9794
-1.1068 4.87 0.0651
-1.0156 4.88 2.3124
-0.8119 4.89 0.2381
-0.7665 4.9 2.0588
-0.7154 4.91 0.4888
-0.6636 4.92 2.3299
-0.6097 4.93 0.6957
-0.6143 4.94 2.2808
-0.6154 4.95 0.9066
-0.7192 4.96 2.2752
-0.7317 4.97 1.2304
-0.8651 4.98 2.0664
-0.8628 4.99 1.4748
-0.9186 5.0 2.3827
-1.0662 5.01 1.566
-0.9876 5.02 1.9169
-1.0459 5.03 2.0932
-1.1795 5.04 1.8827
-1.0361 5.05 2.149
-1.0205 5.06 1.8243
-1.06 5.07 2.2677
-0.9445 5.08 1.445
-0.8536 5.09 2.2383
-0.7852 5.1 1.418
-0.6457 5.11 2.5694
-0.51 5.12 1.2001
-0.4011 5.13 2.6446
-0.337 5.14 0.8785
-0.2407 5.15 2.6864
-0.1568 5.16 0.7945
-0.1094 5.17 2.4012
-0.089 5.18 0.6426
-0.1031 5.19 2.7001
-0.134 5.2 0.5097
-0.2389 5.21 2.4322
-0.3226 5.22 0.3371
-0.4935 5.23 1.9874
-0.6679 5.24 0.216
-0.8112 5.25 1.8687
-1.0535 5.26 0.1191
-1.1725 5.27 1.7146
-1.5571 5.28 0.041
-1.8822 5.29 1.2568
-2.1128 5.3 -0.0155
-2.0845 5.31 1.0393
-2.3416 5.32 -0.056
-2.5799 5.33 0.6477
-2.4965 5.34 -0.0847
-2.4449 5.35 0.253
-2.6211 5.36 -0.1048
-2.6694 5.37 -0.1301
-2.5178 5.38 -0.1245
-2.3921 5.39 -0.5286
-2.2178 5.4 -0.1554
-2.1314 5.41 -0.9351
-1.6727 5.42 -0.2016
-1.4579 5.43 -1.1488
-1.1049 5.44 -0.2193
-0.8775 5.45 -1.6953
-0.5083 5.46 -0.2597
-0.2128 5.47 -1.9593
0.0846 5.48 -0.3413
0.3579 5.49 -2.309
0.5839 5.5 -0.4291
0.6985 5.51 -2.4573
0.9564 5.52 -0.4618
0.9007 5.53 -2.7919
1.1275 5.54 -0.6305
1.0944 5.55 -2.9265
0.8642 5.56 -0.8083
0.835 5.57 -2.8037
0.5443 5.58 -0.891
0.3811 5.59 -2.5038
0.0973 5.6 -0.9848
-0.1978 5.61 -2.7884
-0.5325 5.62 -1.1663
-0.7555 5.63 -2.4035
-1.239 5.64 -1.3861
-1.6149 5.65 -2.7072
-1.6617 5.66 -1.7008
-2.0896 5.67 -2.0728
-2.4754 5.68 -1.8041
-2.4574 5.69 -2.1007
-2.4825 5.7 -2.0004
-2.6329 5.71 -1.8528
-2.5746 5.72 -2.0906
-2.6941 5.73 -1.6259
-2.8757 5.74 -1.9309
-2.2555 5.75 -1.2942
-2.5718 5.76 -2.2629
-2.0455 5.77 -1.0675
-2.0277 5.78 -2.3979
-1.6199 5.79 -0.7255
-1.3544 5.8 -2.1293
-1.0487 5.81 -0.5592
-0.8168 5.82 -2.3611
-0.6828 5.83 -0.2978
-0.4495 5.84 -1.8885
-0.2078 5.85 -0.0455
-0.0391 5.86 -1.8843
0.1082 5.87 0.1521
0.2023 5.88 -1.7045
0.2536 5.89 0.3244
0.3069 5.9 -1.5682
0.2656 5.91 0.4861
0.2514 5.92 -1.342
0.1636 5.93 0.6573
0.0822 5.94 -0.9249
-0.0425 5.95 0.7634
-0.1616 5.96 -0.5925
-0.3246 5.97 0.8257
-0.4423 5.98 -0.2844
-0.5937 5.99 0.7751
-0.7212 6.0 0.1088
-0.7707 6.01 0.8639
-0.8398 6.02 0.4771
-0.8604 6.03 0.8446
-1.0237 6.04 0.8403
-1.0328 6.05 0.9148
-1.0798 6.06 1.1416
-1.0432 6.07 0.8702
-0.9828 6.08 1.4333
-0.8832 6.09 0.8685
-0.8849 6.1 1.785
-0.7309 6.11 0.8707
-0.751 6.12 2.3406
-0.7069 6.13 0.9047
-0.6126 6.14 2.2504
-0.548 6.15 0.8312
-0.5334 6.16 2.7231
-0.5959 6.17 0.9222
-0.528 6.18 2.7879
-0.6105 6.19 0.8258
-0.6671 6.2 2.8857
-0.8316 6.21 0.9148
-0.9276 6.22 3.1879
-0.9465 6.23 0.9164
-1.0 6.24 2.9298
-1.0626 6.25 1.0827
-1.3379 6.26 2.9716
-1.2816 6.27 1.1922
-1.4215 6.28 2.5776
-1.6332 6.29 1.2081
-1.4314 6.3 2.8057
-1.6051 6.31 1.2979
-1.59 6.32 2.42
-1.5588 6.33 1.3215
-1.4364 6.34 2.1958
-1.2249 6.35 1.3496
-0.9886 6.36 1.81
-0.8436 6.37 1.5741
-0.6155 6.38 1.3868
-0.4036 6.39 1.5676
-0.1311 6.4 1.2654
0.1165 6.41 1.7707
0.36 6.42 0.7902
0.5465 6.43 1.4854
0.7571 6.44 0.5101
0.9192 6.45 1.5936
1.1633 6.46 0.165
1.1651 6.47 1.4032
1.2165 6.48 -0.1268
1.1787 6.49 1.4157
1.2998 6.5 -0.3808
1.1995 6.51 1.2446
0.9534 6.52 -0.6859
0.8602 6.53 1.0914
0.5064 6.54 -0.961
0.31 6.55 1.0627
0.0051 6.56 -1.1671
-0.2954 6.57 0.8069
-0.6032 6.58 -1.2123
-0.9733 6.59 0.4885
-1.2152 6.6 -1.4915
-1.6305 6.61 0.2035
-1.596 6.62 -1.4571
-2.1409 6.63 -0.1327
-2.0948 6.64 -1.4163
-2.3961 6.65 -0.4281
-2.0768 6.66 -1.5111
-2.0698 6.67 -0.7808
-2.3591 6.68 -1.456
-2.1343 6.69 -1.1104
-1.8192 6.7 -1.5336
-1.814 6.71 -1.465
-1.5265 6.72 -1.6152
-1.105 6.73 -1.7589
-0.8047 6.74 -1.3552
-0.5374 6.75 -2.1501
-0.1901 6.76 -1.4206
0.125 6.77 -2.4411
0.4238 6.78 -1.3064
0.6898 6.79 -2.6869
1.0063 6.8 -1.2735
1.1627 6.81 -2.7012
1.3015 6.82 -1.0719
1.4324 6.83 -2.8368
1.7163 6.84 -1.1313
1.5809 6.85 -2.6704
1.5948 6.86 -1.0426
1.5972 6.87 -3.1373
1.3458 6.88 -0.9371
1.1842 6.89 -2.8564
1.0271 6.9 -0.9805
0.8421 6.91 -2.6834
0.6713 6.92 -0.8276
0.4016 6.93 -2.5124
0.1341 6.94 -0.9554
-0.0909 6.95 -2.5055
-0.336 6.96 -0.8536
-0.4983 6.97 -2.1136
-0.74 6.98 -0.9632
-0.8672 6.99 -1.8035
-1.0021 7.0 -0.9408
-1.0311 7.01 -1.6294
-0.984 7.02 -0.9227
-1.0395 7.03 -1.3282
-0.9232 7.04 -0.9854
-0.8752 7.05 -0.8543
-0.8307 7.06 -0.9809
-0.7053 7.07 -0.575
-0.6257 7.08 -0.8979
-0.4862 7.09 -0.1596
-0.2961 7.1 -0.8281
-0.1705 7.11 0.2214
-0.0402 7.12 -0.7847
0.0735 7.13 0.5179
0.1808 7.14 -0.7455
0.2529 7.15 0.8917
0.3421 7.16 -0.7628
0.3542 7.17 1.2343
0.3717 7.18 -0.5644
0.3479 7.19 1.4287
0.3647 7.2 -0.3927
0.3093 7.21 1.7241
0.2617 7.22 -0.2097
0.2151 7.23 1.7418
0.1696 7.24 -0.0201
0.1303 7.25 2.0933
0.1095 7.26 0.1924
0.0774 7.27 2.2332
0.0755 7.28 0.469
0.09 7.29 2.0516
0.1204 7.3 0.7864
0.1997 7.31 2.2491
0.2843 7.32 1.0136
0.342 7.33 2.2997
0.4285 7.34 1.1775
0.6415 7.35 2.0517
0.7067 7.36 1.6661
0.9511 7.37 1.9591
1.0313 7.38 1.6994
1.2145 7.39 1.6616
1.2944 7.4 2.1195
1.4431 7.41 1.8061
1.49 7.42 2.4903
1.546 7.43 1.5401
1.3173 7.44 2.2609
1.2633 7.45 1.4519
1.3286 7.46 2.5485
1.1948 7.47 1.2194
1.0752 7.48 2.6236
0.97 7.49 1.094
0.6451 7.5 2.8223
0.5039 7.51 0.8921
0.2589 7.52 2.6781
0.0003 7.53 0.7508
-0.2393 7.54 2.8731
-0.4472 7.55 0.6378
-0.6777 7.56 2.4266
-0.9405 7.57 0.5485
-1.0789 7.58 2.2914
-1.1482 7.59 0.4643
-1.1296 7.6 2.3883
-1.1776 7.61 0.3619
-1.2133 7.62 1.9377
-1.1807 7.63 0.3187
-0.8887 7.64 1.5393
-0.8259 7.65 0.2673
-0.527 7.66 1.3048
-0.2752 7.67 0.2619
-0.0108 7.68 1.0522
0.3242 7.69 0.2394
0.68 7.7 0.5817
0.968 7.71 0.2168
1.3352 7.72 0.2072
1.7443 7.73 0.2015
2.0491 7.74 -0.2097
2.1952 7.75 0.1844
2.1821 7.76 -0.6179
2.6414 7.77 0.1508
2.6711 7.78 -0.9953
2.8037 7.79 0.1024
2.8381 7.8 -1.4186
2.6556 7.81 0.0387
2.3276 7.82 -1.5887
2.1042 7.83 -0.0383
2.2507 7.84 -1.8498
1.7425 7.85 -0.14
1.6593 7.86 -2.146
1.3559 7.87 -0.2596
0.8593 7.88 -2.2276
0.5868 7.89 -0.3762
0.2855 7.9 -2.5017
0.0167 7.91 -0.5472
-0.2553 7.92 -2.5216
-0.4605 7.93 -0.7063
-0.6378 7.94 -2.7178
-0.7601 7.95 -0.908
-0.9329 7.96 -2.5619
-0.9146 7.97 -1.2137
-0.9321 7.98 -2.5923
-0.8077 7.99 -1.4011
-0.7108 8.0 -2.315
-0.6253 8.01 -1.5186
-0.4193 8.02 -2.4683
-0.2239 8.03 -1.7568
-0.0159 8.04 -1.9268
0.2349 8.05 -1.9576
0.4493 8.06 -1.9989
0.7599 8.07 -2.2167
0.9333 8.08 -1.6307
1.1704 8.09 -2.3681
1.288 8.1 -1.3741
1.6146 8.11 -2.1663
1.6092 8.12 -1.1374
1.6148 8.13 -2.2387
1.8004 8.14 -0.8804
1.8907 8.15 -2.4026
1.7342 8.16 -0.6777
1.724 8.17 -2.4915
1.6059 8.18 -0.4948
1.5769 8.19 -2.2455
1.6353 8.2 -0.2736
1.5838 8.21 -2.3161
1.3312 8.22 -0.1097
1.2291 8.23 -2.1221
1.0473 8.24 0.0534
1.0501 8.25 -1.6743
0.9288 8.26 0.19
0.8596 8.27 -1.5594
0.8699 8.28 0.2867
0.8543 8.29 -1.3593
0.8088 8.3 0.4156
0.7769 8.31 -0.8451
0.8064 8.32 0.4976
0.7871 8.33 -0.5728
0.9895 8.34 0.4756
0.9199 8.35 -0.2147
0.9606 8.36 0.4944
1.0243 8.37 0.1763
1.1291 8.38 0.534
1.266 8.39 0.6052
1.258 8.4 0.6092
1.1416 8.41 1.0117
1.1867 8.42 0.601
1.1634 8.43 1.2302
1.0895 8.44 0.5971
1.0556 8.45 1.6183
0.8866 8.46 0.5396
0.7982 8.47 1.7819
0.6577 8.48 0.5725
0.4722 8.49 2.3356
0.3655 8.5 0.6345
0.2386 8.51 2.6089
0.1087 8.52 0.6982
0.0076 8.53 2.8076
-0.0593 8.54 0.7335
-0.0988 8.55 2.731
-0.1188 8.56 0.7604
-0.0882 8.57 3.0695
-0.026 8.58 0.8415
0.0799 8.59 2.674
0.2033 8.6 1.0489
0.3964 8.61 2.5684
0.6045 8.62 1.1445
0.8898 8.63 2.6402
1.0877 8.64 1.1866
1.3367 8.65 2.6986
1.5279 8.66 1.2857
1.6976 8.67 2.5905
2.1766 8.68 1.4519
2.0779 8.69 2.0512
2.5409 8.7 1.6095
2.6645 8.71 1.8625
2.6985 8.72 1.7405
2.6969 8.73 1.7844
2.8444 8.74 1.6674
2.5731 8.75 1.4018
2.8898 8.76 1.673
2.2731 8.77 1.0371
2.4654 8.78 2.0268
2.1572 8.79 0.7231
1.7124 8.8 1.8736
1.3511 8.81 0.4451
1.2705 8.82 1.6997
0.8015 8.83 0.1496
0.527 8.84 1.754
0.1886 8.85 -0.1138
-0.0845 8.86 1.4825
-0.3874 8.87 -0.4006
-0.6128 8.88 1.5312
-0.8378 8.89 -0.624
-0.8217 8.9 1.4218
-0.9704 8.91 -0.8264
-0.9641 8.92 0.9852
-0.9626 8.93 -1.0185
-0.9562 8.94 0.8353
-0.7311 8.95 -1.0154
-0.5411 8.96 0.5043
-0.32 8.97 -1.2022
-0.0485 8.98 0.1807
0.247 8.99 -1.2517
0.5384 9.0 -0.1682
0.8491 9.01 -1.3801
1.1591 9.02 -0.5064
1.4003 9.03 -1.255
1.8577 9.04 -0.8081
1.9188 9.05 -1.256
2.4234 9.06 -1.2064
2.2418 9.07 -1.1344
2.3275 9.08 -1.4772
2.6821 9.09 -1.2549
2.8801 9.1 -2.049
2.4008 9.11 -1.1077
2.3384 9.12 -2.2412
2.2785 9.13 -1.1208
2.1015 9.14 -2.4411
2.2882 9.15 -1.0403
1.8593 9.16 -2.8242
1.4966 9.17 -0.9056
1.4499 9.18 -2.5971
1.2636 9.19 -0.9764
0.882 9.2 -2.6205
0.7737 9.21 -0.8716
0.556 9.22 -2.677
0.3236 9.23 -0.9692
0.1907 9.24 -3.1603
0.0943 9.25 -0.9199
0.0125 9.26 -2.9178
-0.0299 9.27 -0.9405
-0.0479 9.28 -2.7049
-0.028 9.29 -0.9485
0.0205 9.3 -2.466
0.0844 9.31 -1.0605
0.1878 9.32 -2.3506
0.3025 9.33 -1.1181
0.3745 9.34 -2.0205
0.475 9.35 -1.1775
0.591 9.36 -1.9522
0.6837 9.37 -1.0887
0.7494 9.38 -1.4808
0.8938 9.39 -1.2944
0.823 9.4 -1.1588
0.9185 9.41 -1.2615
0.8921 9.42 -0.7644
0.9217 9.43 -1.2565
0.9481 9.44 -0.478
