#y3 time y5 y2 y1 y4 y6
1.7714 0.34 0.6955 -0.2708 -0.9637 0.4441 1.6974
-0.1655 0.35 0.7126 -0.2738 -0.7717 0.382 1.7255
0.1188 0.36 2.2487 -0.3451 -0.4885 0.3092 1.4778
0.0528 0.37 2.9196 -0.2962 -0.032 0.2371 1.4126
-0.2466 0.38 1.7612 -0.3227 0.3488 0.2178 1.366
1.7351 0.39 0.8852 -0.3209 0.5501 0.2099 1.1529
0.5517 0.4 1.7104 -0.2426 0.5552 0.2017 1.2097
2.9899 0.41 2.875 -0.2341 0.2829 0.204 1.0005
0.8557 0.42 2.5384 -0.1568 -0.208 0.2165 0.9421
2.3464 0.43 0.9698 -0.0957 -0.7335 0.2261 0.9208
0.3656 0.44 0.7852 -0.0218 -1.1227 0.2494 0.9182
0.6001 0.45 1.9932 0.0553 -1.3756 0.3201 0.7743
0.1203 0.46 2.0329 0.1291 -1.6134 0.3427 0.769
-0.4216 0.47 0.8788 0.1973 -1.4516 0.4602 0.7531
1.1357 0.48 -0.1263 0.2765 -0.9964 0.48 0.6835
0.1463 0.49 0.5464 0.3785 -0.419 0.5836 0.6359
2.827 0.5 1.3482 0.4545 0.1127 0.7403 0.7151
1.0257 0.51 0.7584 0.4327 0.4728 0.758 0.6044
2.6273 0.52 -0.6449 0.5527 0.6261 0.8517 0.6597
0.8082 0.53 -0.6442 0.6027 0.5266 1.0807 0.6992
1.187 0.54 0.5954 0.603 0.2009 1.2654 0.7087
0.3641 0.55 0.838 0.5373 -0.2135 1.2864 0.6673
-0.4157 0.56 -0.4064 0.6188 -0.5612 1.3858 0.6704
0.8049 0.57 -1.0078 0.5759 -0.7875 1.4854 0.7016
-0.3004 0.58 0.0051 0.5209 -0.9006 1.5516 0.7493
2.1632 0.59 1.0983 0.4262 -0.5983 1.9655 0.7788
0.7613 0.6 0.5851 0.3793 -0.1363 2.007 0.7784
2.576 0.61 -0.5151 0.3146 0.4597 2.0811 0.8569
1.1015 0.62 -0.0503 0.2841 1.0254 2.0134 0.8955
1.7451 0.63 1.4823 0.182 1.5285 2.2315 0.9694
0.7381 0.64 1.7318 0.1011 1.8511 2.5573 0.9782
-0.2106 0.65 0.6866 0.0103 1.6997 2.3175 0.8591
0.644 0.66 0.2545 -0.0869 1.5254 2.5032 1.0009
-0.6549 0.67 1.4443 -0.1622 1.1149 2.7935 0.9331
1.5152 0.68 2.2937 -0.2277 0.6626 2.8021 0.9458
0.3535 0.69 1.8954 -0.333 0.426 2.7934 1.0171
2.8762 0.7 0.6144 -0.4058 0.3428 2.4486 0.9545
1.235 0.71 1.0333 -0.4024 0.5396 2.6608 1.0658
2.0971 0.72 2.2496 -0.5093 0.9884 2.8639 0.9463
1.0066 0.73 2.3004 -0.5351 1.3426 2.5419 1.0286
0.0936 0.74 0.8202 -0.5163 1.8307 2.3728 1.059
0.6146 0.75 0.2216 -0.4562 2.404 2.8421 0.8782
-0.9963 0.76 1.1496 -0.468 2.5615 2.7069 0.8705
1.2069 0.77 1.9545 -0.3516 2.7782 2.3569 0.7727
-0.2763 0.78 0.6222 -0.2846 2.2364 2.2594 0.7609
2.0729 0.79 -0.6138 -0.2125 1.7217 2.4325 0.6708
0.9306 0.8 -0.3725 -0.1069 1.292 2.1856 0.6425
2.2644 0.81 0.699 0.0276 0.8068 2.3263 0.5087
1.1802 0.82 0.3468 0.1937 0.6005 2.1082 0.4258
0.5112 0.83 -1.0149 0.3643 0.5899 1.8262 0.3203
0.6733 0.84 -1.6239 0.5599 0.8462 1.9555 0.2383
-1.1003 0.85 -0.5273 0.7309 1.262 1.7579 0.1244
0.6722 0.86 0.0791 0.9177 1.5075 1.7062 -0.01
-0.9216 0.87 -0.964 1.0952 2.2175 1.3859 -0.1393
1.5953 0.88 -2.0138 1.2572 2.0702 1.4634 -0.2459
0.5027 0.89 -1.3872 1.5438 1.8485 1.1865 -0.4493
1.9202 0.9 -0.0063 1.5682 1.6227 1.1102 -0.5003
1.2497 0.91 -0.1434 1.9974 1.1759 1.054 -0.6332
0.7314 0.92 -1.3496 1.8751 0.5562 1.1034 -0.8278
0.8968 0.93 -1.4772 2.3834 0.0015 0.9557 -1.0017
-0.9727 0.94 0.0326 2.269 -0.3207 0.9269 -1.135
0.4522 0.95 0.7675 2.6494 -0.3964 0.7623 -1.3073
-1.4449 0.96 -0.1139 2.7981 -0.2491 0.7267 -1.5108
0.9497 0.97 -0.809 2.5436 0.0805 0.7809 -1.6587
-0.1814 0.98 0.0138 2.8934 0.5501 0.6868 -1.7627
1.4868 0.99 1.3652 2.673 0.9296 0.676 -1.595
1.1398 1.0 0.9262 2.744 1.0437 0.7802 -2.0007
0.9568 1.01 -0.2307 2.66 0.9977 0.7359 -1.7855
1.2638 1.02 -0.2429 2.6604 0.7953 0.7427 -2.0198
-0.816 1.03 0.9265 2.6257 0.2648 0.7212 -2.1264
0.3539 1.04 1.4805 2.5167 -0.271 0.7716 -2.0569
-1.6686 1.05 0.1573 2.3034 -0.8157 0.8076 -2.2476
0.3162 1.06 -0.7812 2.6076 -1.0546 0.9113 -2.4495
-1.0161 1.07 -0.0973 2.2592 -1.0856 0.9529 -2.1341
0.8553 1.08 0.8028 1.9738 -0.9429 1.1258 -2.2355
0.7579 1.09 0.0796 2.0701 -0.4832 1.2529 -2.5404
0.9052 1.1 -1.4188 1.7292 0.0063 1.181 -2.1766
1.275 1.11 -1.404 1.6228 0.4992 1.4309 -2.3805
-0.4691 1.12 -0.4027 1.3265 0.9367 1.4235 -2.4635
0.4947 1.13 -0.3575 1.1656 0.9897 1.5929 -2.0984
-1.8215 1.14 -1.8381 0.9359 0.8088 1.8424 -2.1841
-0.1349 1.15 -2.6506 0.7232 0.4948 1.7804 -2.3342
-1.6723 1.16 -1.7078 0.4643 0.0774 1.7729 -2.2413
0.2244 1.17 -0.7744 0.2664 -0.3473 2.028 -1.9728
0.059 1.18 -1.607 0.1322 -0.6123 2.2289 -1.9007
0.5812 1.19 -2.9466 -0.0335 -0.5679 2.3035 -1.9123
1.194 1.2 -2.4113 -0.1811 -0.2952 2.1532 -1.8014
-0.298 1.21 -1.1379 -0.2715 0.1852 2.4332 -1.6375
0.7024 1.22 -0.809 -0.3601 0.7764 2.235 -1.5078
-1.8045 1.23 -2.0358 -0.4866 1.4831 2.3965 -1.4572
-0.314 1.24 -2.2723 -0.4827 1.8509 2.4864 -1.2718
-2.1671 1.25 -1.1612 -0.5412 2.1827 2.5563 -1.1021
-0.4217 1.26 -0.0566 -0.5843 1.8739 2.1752 -0.9334
-0.7149 1.27 -0.6116 -0.5421 1.8421 2.2949 -0.7588
0.0819 1.28 -1.62 -0.4896 1.4446 2.2419 -0.7609
0.8067 1.29 -0.9652 -0.4565 0.9383 2.5104 -0.5176
-0.2352 1.3 0.374 -0.3855 0.6188 2.477 -0.4678
1.0087 1.31 0.5844 -0.2977 0.6353 2.2434 -0.3095
-1.6226 1.32 -0.6117 -0.1815 0.8442 2.2679 -0.1797
-0.2448 1.33 -1.0285 -0.0816 1.146 2.162 -0.0576
-2.3297 1.34 0.1722 0.0415 1.6101 1.9572 0.0623
-0.8376 1.35 1.079 0.1667 2.5242 1.9386 0.1519
-1.5427 1.36 0.0954 0.2677 2.8835 1.8138 0.2755
-0.5721 1.37 -1.1563 0.4402 3.0861 1.6127 0.3718
0.4096 1.38 -0.6497 0.5411 2.5804 1.4891 0.4164
-0.3499 1.39 0.4649 0.7249 2.3119 1.5825 0.5378
1.0003 1.4 0.1765 0.7274 2.0208 1.1959 0.5193
-1.1786 1.41 -1.2111 0.9714 1.4368 1.165 0.6568
0.0236 1.42 -1.8319 0.9294 1.1997 1.0777 0.6455
-2.1635 1.43 -0.8861 1.0392 0.8488 1.0097 0.652
-1.1571 1.44 -0.2921 1.1055 0.8339 0.829 0.684
-2.0937 1.45 -1.2784 1.1495 1.2204 0.7092 0.6746
-1.1353 1.46 -2.3514 1.3032 1.5024 0.5611 0.6813
-0.2378 1.47 -2.0432 1.214 2.0027 0.3974 0.7073
-0.6723 1.48 -0.9222 1.1806 2.561 0.3539 0.7047
0.9909 1.49 -1.1958 1.1683 2.5198 0.2299 0.6789
-1.0446 1.5 -2.5183 1.167 2.5192 0.1496 0.6662
0.3707 1.51 -2.5622 1.1389 1.9149 0.0644 0.6065
-2.3548 1.52 -1.3826 1.2131 1.4946 -0.0072 0.591
-0.9732 1.53 -0.5826 1.0588 0.769 -0.0701 0.5259
-2.0953 1.54 -1.6105 1.0838 0.332 -0.1135 0.4441
-1.5986 1.55 -2.2879 1.0281 -0.0317 -0.1541 0.3812
-0.8366 1.56 -1.2174 1.0054 -0.129 -0.1814 0.3191
-1.0795 1.57 0.069 0.9161 0.0515 -0.1696 0.211
0.7783 1.58 -0.0641 0.8989 0.4152 -0.1897 0.1514
-1.0093 1.59 -1.1369 0.8045 0.8593 -0.1612 0.0833
0.7486 1.6 -1.009 0.7294 1.2332 -0.1273 0.0167
-1.6528 1.61 0.4865 0.7468 1.4664 -0.0911 -0.0508
-0.8241 1.62 1.0928 0.6234 1.3836 -0.057 -0.1232
-2.4436 1.63 0.188 0.6675 0.9585 0.0036 -0.172
-1.8712 1.64 -0.4609 0.6292 0.4918 0.0646 -0.2336
-1.3592 1.65 0.4363 0.6946 -0.0992 0.1507 -0.2853
-1.5317 1.66 1.4366 0.6205 -0.5575 0.2261 -0.3526
0.3696 1.67 1.1284 0.6859 -0.9064 0.2945 -0.369
-1.0495 1.68 -0.189 0.7419 -0.8684 0.3803 -0.3874
0.9958 1.69 -0.1556 0.8476 -0.7539 0.471 -0.4283
-1.2977 1.7 1.0021 0.9669 -0.356 0.5715 -0.4497
-0.2567 1.71 1.1692 0.9275 0.1666 0.6936 -0.4396
-1.898 1.72 -0.0808 1.1215 0.6144 0.7522 -0.467
-1.6593 1.73 -0.9958 1.2683 0.9987 0.8582 -0.4792
-1.8091 1.74 -0.1629 1.3639 1.132 0.9926 -0.496
-1.9078 1.75 0.7319 1.6315 0.9487 0.8987 -0.4295
-0.1113 1.76 -0.0847 1.6078 0.608 1.0522 -0.3707
-1.3141 1.77 -1.4588 1.7749 0.1271 1.217 -0.3985
1.0191 1.78 -1.3167 2.0148 -0.2814 1.1376 -0.3222
-0.9558 1.79 -0.1176 1.895 -0.5571 1.2132 -0.2924
0.2843 1.8 0.0345 2.0693 -0.4785 1.3604 -0.1932
-1.5678 1.81 -1.1788 2.0217 -0.2431 1.3255 -0.1345
-1.4994 1.82 -1.6456 2.5456 0.2251 1.2967 -0.0824
-1.8462 1.83 -0.7241 2.6485 0.7493 1.1538 0.0002
-2.4014 1.84 0.3508 2.2694 1.3349 1.2049 0.0829
-0.5466 1.85 -0.2254 2.7654 1.8351 1.2753 0.1728
-1.5245 1.86 -1.19 2.7446 2.1589 1.1715 0.2332
0.9857 1.87 -0.7219 2.4379 1.9465 1.1905 0.3151
-0.7233 1.88 0.8452 2.6626 1.6833 1.0061 0.4541
0.84 1.89 1.0505 2.2228 1.2321 1.0833 0.5256
-1.0894 1.9 0.0748 2.1749 0.8562 0.9781 0.6431
-0.9285 1.91 -0.1757 2.2614 0.6912 0.8792 0.6785
-1.505 1.92 1.1869 1.9835 0.5854 0.7128 0.6857
-2.1394 1.93 2.3026 2.1708 0.7362 0.6597 0.7962
-0.8633 1.94 1.5776 1.885 1.2507 0.4742 0.8897
-1.9603 1.95 0.5253 1.8393 1.8965 0.3832 0.8598
0.6128 1.96 1.2254 1.4367 2.5493 0.2397 0.9318
-0.7346 1.97 2.5422 1.2445 2.9517 0.1362 1.12
1.1485 1.98 2.3443 1.2197 3.1245 0.0046 1.0946
-0.5113 1.99 1.1157 0.9647 3.0729 -0.1246 1.1509
-0.1459 2.0 0.7128 0.7302 2.5182 -0.2593 1.0765
-0.9534 2.01 1.7814 0.4195 2.1868 -0.3464 1.1867
-1.6813 2.02 2.5798 0.2318 1.6439 -0.5069 1.1369
-0.9085 2.03 1.2471 0.0296 1.1166 -0.5552 1.0591
-2.0818 2.04 0.1373 -0.1846 0.9831 -0.7338 1.1299
0.3657 2.05 0.5307 -0.3981 1.0293 -0.8146 1.2113
-0.8659 2.06 1.741 -0.5582 1.3191 -0.8959 1.0824
1.3097 2.07 1.3064 -0.6625 1.705 -0.8764 0.9717
-0.0796 2.08 -0.2418 -0.889 2.1177 -0.9483 1.0152
0.5287 2.09 -0.5692 -0.8794 2.5467 -0.9814 1.0334
-0.3122 2.1 0.5518 -1.0445 2.6211 -1.1924 0.9092
-1.3295 2.11 1.0829 -1.1861 2.2226 -1.0525 0.8403
-0.6212 2.12 -0.0665 -1.241 1.9857 -1.2073 0.7614
-2.1725 2.13 -1.0812 -1.2386 1.4026 -1.113 0.6707
0.1372 2.14 -0.2866 -1.2003 0.8716 -1.1517 0.4957
-1.2846 2.15 0.9387 -1.1366 0.3274 -1.2202 0.4066
1.4142 2.16 0.6795 -0.9682 -0.0297 -1.1959 0.3305
0.1291 2.17 -0.4434 -1.0298 -0.1131 -1.0683 0.2387
1.1468 2.18 -0.4012 -0.8677 0.0597 -0.9556 0.1503
0.3786 2.19 0.956 -0.7399 0.3824 -0.9976 0.0427
-0.536 2.2 1.7077 -0.5527 0.8129 -0.8778 -0.0672
-0.1513 2.21 0.8301 -0.4683 1.1904 -0.8456 -0.1768
-1.8839 2.22 0.1536 -0.2698 1.2476 -0.7156 -0.257
0.062 2.23 1.2149 -0.1087 1.2323 -0.6273 -0.3806
-1.4102 2.24 2.6925 0.0827 0.8138 -0.5227 -0.4636
1.1803 2.25 2.2757 0.2733 0.3805 -0.3812 -0.4773
0.1133 2.26 1.003 0.4755 -0.1896 -0.2913 -0.6223
1.5738 2.27 1.19 0.596 -0.7543 -0.2138 -0.7352
0.8231 2.28 2.5847 0.8251 -1.0217 -0.1057 -0.7985
0.2613 2.29 2.9017 0.874 -1.0879 -0.0046 -0.7185
0.5027 2.3 1.8005 1.0702 -0.9124 0.1027 -0.8298
-1.4058 2.31 0.8477 1.131 -0.4189 0.1745 -0.8257
0.1882 2.32 1.8198 1.4967 0.0361 0.2739 -0.8619
-1.6279 2.33 2.4053 1.3638 0.4553 0.3763 -0.873
0.8212 2.34 2.0005 1.5866 0.8269 0.4613 -0.9538
-0.0996 2.35 0.3968 1.7213 0.928 0.4691 -0.9273
1.4627 2.36 0.4258 1.7706 0.6824 0.5947 -0.7898
1.2459 2.37 1.4271 1.7064 0.325 0.5897 -0.8252
0.8765 2.38 1.609 1.7223 -0.1395 0.6074 -0.7926
1.2922 2.39 0.0458 1.7893 -0.5048 0.6464 -0.7236
-0.6861 2.4 -0.8004 1.7416 -0.7382 0.6037 -0.6816
0.5605 2.41 0.0757 1.4785 -0.8331 0.6447 -0.663
-1.6051 2.42 0.9235 1.4834 -0.5423 0.6039 -0.5579
0.6831 2.43 0.0496 1.4007 -0.0383 0.6208 -0.4697
-0.3797 2.44 -1.2206 1.3868 0.5504 0.5819 -0.3245
1.4994 2.45 -0.9609 1.386 1.1792 0.5887 -0.2737
1.4031 2.46 0.3938 1.1313 1.4103 0.4692 -0.1579
1.3968 2.47 0.438 1.2436 1.6757 0.3904 -0.0325
1.9552 2.48 -0.6994 0.9665 1.6332 0.3484 0.0858
-0.0056 2.49 -1.0414 0.9639 1.5251 0.2345 0.1818
1.0769 2.5 0.1212 0.888 0.9515 0.1539 0.3333
-1.154 2.51 1.1394 0.7305 0.5816 0.0682 0.4437
0.7522 2.52 0.4199 0.7436 0.2974 -0.0366 0.555
-0.6258 2.53 -0.4475 0.6086 0.261 -0.1472 0.7144
1.215 2.54 0.1247 0.5071 0.5071 -0.247 0.7572
1.1429 2.55 1.4499 0.5504 1.0002 -0.3662 0.833
1.5215 2.56 1.5243 0.4729 1.5069 -0.4416 1.0231
2.0667 2.57 0.516 0.4561 2.0852 -0.599 1.2395
0.7129 2.58 0.1973 0.4464 2.6411 -0.6823 1.2102
1.6039 2.59 1.3608 0.4741 2.7775 -0.7172 1.4368
-0.8254 2.6 2.344 0.5056 2.4193 -0.7666 1.4591
0.9123 2.61 1.1736 0.5191 2.1015 -0.9812 1.4557
-0.8049 2.62 0.0853 0.5418 1.629 -0.9156 1.6598
0.9161 2.63 0.5561 0.6047 1.2794 -1.1027 1.7369
0.7622 2.64 1.7011 0.6455 0.7562 -1.1536 1.5827
1.4472 2.65 1.37 0.66 0.6724 -1.225 1.7489
2.1905 2.66 -0.1675 0.7748 0.6714 -1.1165 1.6209
1.2117 2.67 -0.6704 0.8268 1.0488 -1.2954 1.6051
2.3395 2.68 0.3674 0.9133 1.3279 -1.2963 1.6126
-0.247 2.69 0.776 0.871 1.813 -1.1053 1.758
1.1607 2.7 -0.5163 1.1197 2.0627 -1.1953 1.7139
-0.8231 2.71 -1.5755 0.9782 2.1871 -1.1669 1.46
0.7983 2.72 -1.1281 1.1614 1.9619 -1.2217 1.4312
0.2879 2.73 -0.1528 1.2046 1.6955 -1.0107 1.5316
1.1787 2.74 -0.5833 1.0265 1.087 -1.0912 1.2969
2.315 2.75 -2.215 1.1486 0.5888 -0.8707 1.3347
1.3958 2.76 -2.0926 1.0302 0.023 -0.8452 1.2557
2.7502 2.77 -0.9786 1.1079 -0.3069 -0.7073 1.0825
0.2741 2.78 -0.4897 0.8949 -0.3653 -0.608 0.9756
1.7165 2.79 -1.5137 0.8427 -0.1885 -0.5321 0.948
-0.7064 2.8 -2.4766 0.8602 0.154 -0.4082 0.8578
0.6741 2.81 -1.2345 0.686 0.5462 -0.2914 0.7247
-0.1149 2.82 -0.0896 0.5487 0.8816 -0.1984 0.6497
0.8245 2.83 -0.4241 0.4091 1.0282 -0.0619 0.4796
1.7846 2.84 -1.3716 0.2445 0.8252 0.0512 0.3484
1.3292 2.85 -1.3217 0.0877 0.5426 0.1693 0.2616
2.9458 2.86 0.1769 -0.0708 0.0304 0.3119 0.133
0.6589 2.87 0.6411 -0.2503 -0.5294 0.3955 0.0128
1.9956 2.88 -0.3121 -0.4116 -1.0697 0.4921 -0.093
-0.3916 2.89 -1.0168 -0.5705 -1.2511 0.5632 -0.2094
0.7478 2.9 0.0335 -0.7694 -1.5825 0.7223 -0.3275
-0.3976 2.91 1.2333 -1.0191 -1.1532 0.744 -0.4281
0.3139 2.92 0.6218 -1.056 -0.886 0.8393 -0.5305
1.2516 2.93 -0.6491 -1.2287 -0.3306 1.0086 -0.6561
0.785 2.94 -0.5966 -1.3548 0.0904 0.9799 -0.7197
2.8784 2.95 0.63 -1.5919 0.4021 1.1161 -0.8353
0.9565 2.96 0.7012 -1.5722 0.4307 0.987 -0.8519
2.4603 2.97 -0.6019 -1.8309 0.2072 0.9853 -0.8049
-0.034 2.98 -1.5716 -1.6432 -0.1557 1.1074 -0.9779
0.9666 2.99 -0.6133 -1.933 -0.6585 1.0507 -1.0133
-0.5491 3.0 0.0846 -2.0135 -0.9712 1.0174 -1.0066
-0.0189 3.01 -0.7784 -1.7461 -1.2969 1.0926 -1.0117
0.5011 3.02 -2.2346 -1.6344 -1.319 0.9956 -1.0829
0.3052 3.03 -2.186 -1.7133 -0.922 0.9981 -1.0114
2.1805 3.04 -0.9521 -1.4921 -0.5046 0.8061 -0.9964
0.7782 3.05 -0.9158 -1.6656 0.0533 0.8177 -1.0352
2.3935 3.06 -2.1896 -1.3074 0.6114 0.692 -0.9104
0.2481 3.07 -2.9882 -1.3493 0.9514 0.6188 -1.0035
1.2507 3.08 -1.9911 -1.0074 1.0861 0.5466 -0.9193
-0.4666 3.09 -0.9602 -0.8544 1.0202 0.4098 -0.8465
-0.1832 3.1 -1.8403 -0.6465 0.7594 0.3448 -0.8516
-0.044 3.11 -3.0262 -0.4629 0.4303 0.2377 -0.7975
-0.3032 3.12 -1.9992 -0.2586 0.0271 0.1107 -0.7786
1.6373 3.13 -0.7432 -0.0593 -0.2255 0.0186 -0.7531
0.3954 3.14 -0.5852 0.1598 -0.2474 -0.072 -0.7405
2.5956 3.15 -1.6042 0.3464 -0.0317 -0.161 -0.595
0.4259 3.16 -1.8835 0.5581 0.4449 -0.2711 -0.5354
1.7282 3.17 -0.5167 0.7129 0.8968 -0.3325 -0.5835
-0.3421 3.18 0.4097 0.8266 1.6066 -0.4362 -0.5219
-0.177 3.19 -0.284 1.0372 2.0931 -0.5054 -0.4869
-0.4096 3.2 -1.2759 1.1454 2.1595 -0.5258 -0.3696
-0.9049 3.21 -0.5171 1.3347 1.8962 -0.6405 -0.4001
0.8997 3.22 0.9242 1.2946 1.5266 -0.6632 -0.3296
-0.238 3.23 0.8157 1.5322 1.2823 -0.7071 -0.3384
2.0325 3.24 -0.4781 1.412 0.6358 -0.6691 -0.3358
0.3113 3.25 -0.7478 1.6002 0.2995 -0.649 -0.2858
1.8263 3.26 0.3885 1.5159 0.1491 -0.607 -0.2933
-0.1083 3.27 1.0276 1.611 0.228 -0.643 -0.2916
0.0054 3.28 -0.118 1.5009 0.531 -0.5833 -0.3122
-0.645 3.29 -1.325 1.2934 0.9138 -0.5412 -0.3924
-1.3899 3.3 -0.6479 1.2668 1.3377 -0.4783 -0.3875
0.1332 3.31 0.3248 1.1488 1.5932 -0.3989 -0.4487
-0.9486 3.32 -0.1336 1.0367 1.9841 -0.3424 -0.493
1.7067 3.33 -1.5038 0.9571 1.6925 -0.278 -0.5646
-0.0133 3.34 -2.0014 0.7476 1.3174 -0.1628 -0.6001
1.7424 3.35 -0.8335 0.5917 0.7128 -0.0834 -0.7178
0.0432 3.36 -0.3382 0.4406 0.0766 0.0252 -0.7078
0.2851 3.37 -1.6065 0.2876 -0.4712 0.1405 -0.7721
-0.6152 3.38 -2.3513 0.1214 -0.7676 0.2377 -0.8305
-1.4544 3.39 -1.5603 -0.0328 -0.7662 0.3998 -0.8799
-0.423 3.4 -0.4715 -0.1832 -0.6418 0.4486 -1.0444
-1.7793 3.41 -0.8545 -0.3407 -0.294 0.569 -1.2135
0.8652 3.42 -1.8772 -0.4909 0.1218 0.6514 -1.1973
-0.6057 3.43 -1.8882 -0.6275 0.4448 0.7395 -1.3732
1.4738 3.44 -0.4851 -0.6786 0.5107 0.9339 -1.291
0.0453 3.45 0.1494 -0.7758 0.4737 1.0832 -1.6488
0.5646 3.46 -0.7968 -0.8416 0.0714 1.1563 -1.4438
-0.4093 3.47 -1.4071 -0.8717 -0.4823 1.1205 -1.7923
-1.515 3.48 -0.1972 -0.9426 -1.0878 1.2287 -1.591
-0.6749 3.49 1.0153 -1.0392 -1.4516 1.3462 -1.7017
-1.9589 3.5 0.8182 -1.0188 -2.0444 1.2722 -2.0758
0.0928 3.51 -0.2533 -1.1388 -2.0752 1.2846 -1.7722
-1.1658 3.52 0.0485 -1.0657 -1.6951 1.5032 -1.9068
1.0553 3.53 1.5109 -0.9749 -1.3546 1.3696 -2.0306
-0.1581 3.54 1.848 -0.966 -0.9372 1.5082 -1.9127
0.7627 3.55 0.7378 -0.8712 -0.4312 1.4886 -1.8974
-0.1636 3.56 0.1072 -0.93 -0.1573 1.432 -2.0667
-1.0533 3.57 1.1752 -0.8832 -0.1366 1.3435 -2.0692
-0.7392 3.58 2.1496 -0.7414 -0.369 1.3653 -2.0238
-2.6091 3.59 1.3887 -0.7766 -0.8338 1.1419 -1.8164
-0.5168 3.6 -0.0175 -0.6244 -1.1852 1.1316 -1.9145
-2.1429 3.61 0.1468 -0.6467 -1.601 1.156 -1.7621
0.5299 3.62 1.1973 -0.598 -1.9302 0.9199 -2.0314
-0.5871 3.63 1.1759 -0.589 -1.8681 0.859 -1.9293
0.6797 3.64 -0.166 -0.4705 -1.5989 0.7838 -1.544
-0.0247 3.65 -0.8346 -0.5438 -1.0595 0.6779 -1.6318
-0.7947 3.66 0.0617 -0.5056 -0.5216 0.5188 -1.3329
-0.5911 3.67 0.7436 -0.4933 0.0041 0.3967 -1.2894
-2.2532 3.68 -0.0744 -0.5334 0.3808 0.3072 -1.207
-0.8159 3.69 -1.187 -0.5398 0.5229 0.2021 -0.9851
-2.4134 3.7 -0.9184 -0.6731 0.4941 0.0786 -0.8523
-0.1141 3.71 0.358 -0.7281 0.1761 -0.0289 -0.7705
-1.1693 3.72 0.3636 -0.8251 -0.243 -0.1385 -0.5459
0.4147 3.73 -0.8208 -0.8323 -0.6862 -0.2644 -0.4109
-0.0108 3.74 -1.0795 -1.0789 -0.9393 -0.3691 -0.2358
-0.4375 3.75 0.1674 -1.0186 -0.9441 -0.4658 -0.0761
-0.2628 3.76 1.1175 -1.1739 -0.591 -0.504 0.099
-2.202 3.77 0.4637 -1.3998 -0.1672 -0.6185 0.2531
-0.8484 3.78 -0.458 -1.3311 0.4041 -0.6001 0.4106
-2.9376 3.79 0.3097 -1.4787 0.9802 -0.6449 0.5706
-0.697 3.8 1.9843 -1.5332 1.3222 -0.7924 0.7424
-1.758 3.81 1.7165 -1.5759 1.6558 -0.8056 1.04
0.0827 3.82 0.7088 -1.9678 1.5031 -0.8079 1.1905
-0.1892 3.83 0.6134 -2.034 1.001 -0.7718 1.3914
-0.2325 3.84 1.9588 -2.015 0.6078 -0.8442 1.3153
0.0889 3.85 2.9706 -2.0862 0.1277 -0.7355 1.6916
-1.6606 3.86 1.976 -1.8425 -0.2338 -0.7133 1.8181
-0.6797 3.87 0.9377 -1.9186 -0.4089 -0.7029 1.8571
-3.0756 3.88 1.475 -1.9726 -0.2784 -0.659 1.9972
-1.0333 3.89 2.6005 -2.0181 0.0059 -0.5619 1.9612
-2.1945 3.9 2.5735 -1.9074 0.4344 -0.482 2.0733
