#y3 y2 time y1
1.2549 -1.1351 1.76 0.7185
0.7579 -1.1857 1.77 0.8145
0.1317 -1.4347 1.78 0.9715
-0.4045 -1.7875 1.79 0.9775
-0.6856 -1.8291 1.8 0.9323
-0.6522 -2.1581 1.81 0.9187
-0.4784 -1.8991 1.82 0.9888
-0.1384 -1.9267 1.83 0.8789
0.2477 -1.9772 1.84 0.8519
0.5271 -1.9103 1.85 0.6278
0.5147 -1.5933 1.86 0.5688
0.2383 -1.647 1.87 0.3382
-0.224 -1.4463 1.88 0.1833
-0.7931 -1.0569 1.89 0.0349
-1.1281 -0.8594 1.9 -0.1426
-1.3021 -0.7342 1.91 -0.2839
-1.2905 -0.4569 1.92 -0.4262
-0.8004 -0.3405 1.93 -0.5373
-0.06 -0.2241 1.94 -0.6877
0.7006 -0.1647 1.95 -0.7999
1.3432 -0.1521 1.96 -0.7865
2.021 -0.1791 1.97 -0.8101
2.1792 -0.2692 1.98 -0.7861
2.0143 -0.3807 1.99 -0.7326
1.8902 -0.5871 2.0 -0.5774
1.2806 -0.7748 2.01 -0.4746
1.1498 -1.0308 2.02 -0.3361
0.9001 -1.3521 2.03 -0.1673
1.0143 -1.4838 2.04 0.0009
1.5945 -1.7408 2.05 0.2121
1.7204 -1.7486 2.06 0.3824
2.2601 -2.1592 2.07 0.5513
2.5909 -1.9018 2.08 0.7789
2.2815 -2.2923 2.09 0.9407
1.7541 -2.0525 2.1 1.1508
1.174 -2.0143 2.11 1.3953
0.344 -1.9438 2.12 1.4473
-0.3349 -1.8813 2.13 1.4474
-0.879 -1.4169 2.14 1.4524
-0.9703 -1.3642 2.15 1.719
-0.8751 -1.1732 2.16 1.6956
-0.4315 -0.8266 2.17 1.6099
0.0248 -0.605 2.18 1.3503
0.4393 -0.3965 2.19 1.4693
0.7304 -0.2194 2.2 1.2649
0.7043 -0.0945 2.21 0.9732
0.4348 -0.0055 2.22 0.8574
0.0779 0.0252 2.23 0.8232
-0.3146 0.0007 2.24 0.6137
-0.5614 -0.0816 2.25 0.4464
-0.5258 -0.2132 2.26 0.3454
-0.1839 -0.3258 2.27 0.1942
0.3506 -0.6022 2.28 0.1069
0.9624 -0.692 2.29 0.0292
1.6019 -0.8825 2.3 -0.0154
1.7973 -1.2461 2.31 -0.0255
1.6967 -1.5055 2.32 -0.0031
1.314 -1.646 2.33 0.0562
0.7735 -1.8304 2.34 0.1495
-0.0123 -1.75 2.35 0.2432
-0.7748 -1.8299 2.36 0.411
-1.3352 -1.7061 2.37 0.5357
-1.4378 -1.6339 2.38 0.7943
-1.3645 -1.5897 2.39 1.0057
-1.277 -1.2916 2.4 1.2366
-0.8389 -1.1383 2.41 1.5045
-0.6311 -0.8587 2.42 1.5655
-0.6267 -0.638 2.43 1.8463
-1.0248 -0.4005 2.44 1.805
-1.3388 -0.161 2.45 1.9768
-1.8437 0.0386 2.46 2.3622
-2.4246 0.2056 2.47 2.3156
-2.6142 0.3854 2.48 2.2423
-2.5474 0.4184 2.49 2.5782
-2.2749 0.4626 2.5 2.3556
-1.7407 0.483 2.51 2.2688
-0.9394 0.3629 2.52 2.3049
-0.2067 0.2808 2.53 2.372
0.3409 0.1278 2.54 2.0834
0.4805 -0.0631 2.55 1.881
0.4806 -0.2666 2.56 1.8916
0.133 -0.5352 2.57 1.5303
-0.2669 -0.7294 2.58 1.3246
-0.6442 -0.803 2.59 1.3734
-0.752 -1.0594 2.6 1.0949
-0.6986 -1.2493 2.61 1.0497
-0.4646 -1.2774 2.62 0.884
-0.0306 -1.1833 2.63 0.7385
0.372 -1.1438 2.64 0.7388
0.6719 -1.1535 2.65 0.6819
0.5668 -1.0631 2.66 0.7134
0.2569 -0.889 2.67 0.7357
-0.3071 -0.6871 2.68 0.8201
-1.0136 -0.4721 2.69 0.7833
-1.5661 -0.2029 2.7 0.8949
-2.0458 0.0566 2.71 1.0729
-2.153 0.2672 2.72 1.3185
-1.9053 0.4923 2.73 1.3967
-1.1859 0.6742 2.74 1.775
-0.6395 0.8266 2.75 1.8304
0.0021 0.9807 2.76 1.8861
0.4705 0.9041 2.77 2.2679
0.6074 0.8729 2.78 2.2426
0.6294 0.8689 2.79 2.6984
0.4199 0.695 2.8 2.7989
0.1576 0.5455 2.81 2.5351
0.0139 0.3339 2.82 2.9711
0.0891 0.1318 2.83 2.9016
0.4736 -0.0816 2.84 2.9748
1.0975 -0.2833 2.85 2.742
1.7946 -0.515 2.86 2.8723
2.1483 -0.7297 2.87 2.7358
2.8329 -0.7695 2.88 2.477
2.7664 -0.8367 2.89 2.0774
2.4149 -0.8843 2.9 1.9941
2.0251 -0.8617 2.91 1.7381
1.3898 -0.8987 2.92 1.5396
0.6652 -0.6998 2.93 1.4807
0.1366 -0.5712 2.94 1.3074
-0.0716 -0.4007 2.95 1.0054
-0.0139 -0.1536 2.96 0.9294
0.2666 0.0844 2.97 0.7938
0.6583 0.3556 2.98 0.685
0.9726 0.5539 2.99 0.6657
1.0779 0.6878 3.0 0.691
0.8548 0.9381 3.01 0.669
0.5298 0.9497 3.02 0.7247
0.03 1.1245 3.03 0.6912
-0.4051 1.1572 3.04 0.7644
-0.7524 1.0495 3.05 0.8357
-0.809 0.9958 3.06 1.1286
-0.432 0.942 3.07 1.1089
0.1564 0.6995 3.08 1.4099
0.775 0.458 3.09 1.5852
1.5753 0.2874 3.1 1.8186
2.1034 0.0407 3.11 1.8824
2.3027 -0.178 3.12 1.9661
1.9543 -0.4064 3.13 2.2901
1.5335 -0.5737 3.14 2.1333
1.0755 -0.7834 3.15 2.3932
0.5411 -0.8403 3.16 2.4554
0.1742 -0.9515 3.17 2.2953
0.0315 -0.8182 3.18 2.2546
0.1331 -0.8925 3.19 2.2345
0.4094 -0.7553 3.2 2.2276
0.6495 -0.6052 3.21 2.0339
0.7755 -0.3354 3.22 1.7586
0.7001 -0.1615 3.23 1.6049
0.2834 0.0564 3.24 1.5842
-0.3671 0.3004 3.25 1.1226
-1.1121 0.5427 3.26 0.9878
-2.0003 0.7298 3.27 0.8942
-2.5334 0.9271 3.28 0.6502
-2.7823 0.9646 3.29 0.4284
-2.3057 1.0269 3.3 0.226
-1.8921 0.9819 3.31 0.0813
-1.3793 0.9197 3.32 -0.0402
-0.9198 0.9477 3.33 -0.1375
-0.4538 0.8209 3.34 -0.223
-0.2544 0.5914 3.35 -0.2178
-0.2997 0.3321 3.36 -0.2131
-0.5611 0.1119 3.37 -0.1869
-1.0335 -0.1269 3.38 -0.1349
-1.3327 -0.3249 3.39 -0.0481
-1.1927 -0.5796 3.4 0.055
-1.081 -0.7886 3.41 0.1808
-0.6995 -0.9221 3.42 0.3074
-0.1015 -1.0761 3.43 0.5226
0.4709 -1.1766 3.44 0.6808
0.8083 -1.0176 3.45 0.7975
0.9704 -1.1013 3.46 0.9442
0.6463 -0.9622 3.47 1.0316
0.0912 -0.7507 3.48 1.154
-0.6177 -0.5687 3.49 1.1151
-1.2925 -0.4115 3.5 1.1543
-1.8622 -0.1529 3.51 1.227
-2.1403 0.0492 3.52 1.2806
-2.0712 0.2373 3.53 1.0416
-1.6307 0.439 3.54 1.0496
-1.1887 0.657 3.55 0.8144
-0.7775 0.7046 3.56 0.7628
-0.5648 0.8202 3.57 0.5675
-0.5281 0.813 3.58 0.3432
-0.7108 0.6927 3.59 0.1534
-1.0858 0.6656 3.6 -0.0566
-1.3995 0.5487 3.61 -0.2936
-1.4514 0.3089 3.62 -0.4552
-1.5201 0.1226 3.63 -0.713
-1.0617 -0.114 3.64 -0.8355
-0.4629 -0.3547 3.65 -1.0399
0.2719 -0.6038 3.66 -1.2534
1.106 -0.7819 3.67 -1.2834
1.6427 -0.9706 3.68 -1.4404
2.2608 -1.1984 3.69 -1.3495
1.9964 -1.1703 3.7 -1.3952
1.7362 -1.2089 3.71 -1.4415
1.3908 -1.178 3.72 -1.3183
0.8775 -1.3044 3.73 -1.109
0.4626 -1.1755 3.74 -1.0644
0.3524 -1.0173 3.75 -1.0101
0.5038 -0.7527 3.76 -0.7726
0.9024 -0.6446 3.77 -0.7206
1.2842 -0.3983 3.78 -0.4918
1.5306 -0.1256 3.79 -0.3604
1.4374 0.0885 3.8 -0.2352
1.344 0.2652 3.81 -0.0926
0.7639 0.3956 3.82 0.0232
0.2243 0.5564 3.83 0.1082
-0.3725 0.6731 3.84 0.1623
-0.9218 0.6788 3.85 0.1746
-0.9489 0.6281 3.86 0.2006
-0.9068 0.505 3.87 0.1586
-0.3332 0.3638 3.88 0.0824
0.3099 0.2291 3.89 -0.0261
1.0369 0.0201 3.9 -0.1635
1.6114 -0.2193 3.91 -0.3289
1.7735 -0.4462 3.92 -0.4673
1.9597 -0.6643 3.93 -0.645
1.4499 -0.8225 3.94 -0.8628
1.2647 -0.938 3.95 -1.157
0.8811 -1.2596 3.96 -1.1981
0.6514 -1.1496 3.97 -1.4513
0.8117 -1.4045 3.98 -1.6536
0.954 -1.3378 3.99 -1.7066
1.4182 -1.169 4.0 -1.8902
1.8607 -1.2265 4.01 -1.859
2.3839 -1.0386 4.02 -1.9318
2.3005 -0.7099 4.03 -1.8916
1.8943 -0.543 4.04 -2.0884
1.3635 -0.2786 4.05 -1.9917
0.617 -0.0491 4.06 -1.9088
-0.2777 0.1628 4.07 -1.9842
-0.9222 0.3629 4.08 -1.8012
-1.3609 0.5233 4.09 -1.6793
-1.4139 0.7196 4.1 -1.4682
-1.1391 0.8515 4.11 -1.2631
-0.8869 0.8223 4.12 -1.0489
-0.4795 0.7338 4.13 -0.8672
-0.2731 0.7746 4.14 -0.6365
-0.264 0.6337 4.15 -0.5374
-0.461 0.4129 4.16 -0.4058
-0.888 0.2648 4.17 -0.2922
-1.2706 0.0393 4.18 -0.178
-1.6131 -0.1878 4.19 -0.1364
-1.6721 -0.3812 4.2 -0.1102
-1.6579 -0.5906 4.21 -0.1108
-1.1291 -0.7271 4.22 -0.156
-0.3508 -0.9452 4.23 -0.2006
0.2913 -0.913 4.24 -0.2829
0.8398 -1.0359 4.25 -0.4781
1.169 -0.9842 4.26 -0.5747
0.9377 -0.7928 4.27 -0.6692
0.5978 -0.691 4.28 -0.9135
-0.0043 -0.5964 4.29 -1.18
-0.6826 -0.3715 4.3 -1.1308
-1.0857 -0.1189 4.31 -1.3434
-1.4891 0.1173 4.32 -1.5409
-1.4301 0.3459 4.33 -1.5804
-1.1494 0.6698 4.34 -1.7657
-0.8096 0.9157 4.35 -1.7748
-0.5633 0.9479 4.36 -1.9082
-0.5121 1.2051 4.37 -2.0038
-0.6664 1.2819 4.38 -2.0285
-1.014 1.2189 4.39 -1.7867
-1.6952 1.3658 4.4 -1.7923
-2.3034 1.3389 4.41 -1.5438
-2.8524 1.2168 4.42 -1.4048
-2.6084 0.9638 4.43 -1.3054
-2.7385 0.7088 4.44 -1.3122
-2.169 0.5796 4.45 -1.0104
-1.467 0.4083 4.46 -0.8039
-0.5924 0.1644 4.47 -0.5733
0.1039 -0.0141 4.48 -0.3795
0.5526 -0.1605 4.49 -0.2236
0.6171 -0.2794 4.5 -0.07
0.4703 -0.3457 4.51 0.0807
0.2389 -0.3709 4.52 0.1892
-0.0692 -0.343 4.53 0.2691
-0.2248 -0.2844 4.54 0.3056
-0.1448 -0.1558 4.55 0.3398
0.1766 0.0302 4.56 0.3598
0.729 0.2563 4.57 0.2827
1.1941 0.4684 4.58 0.2045
1.7813 0.7783 4.59 0.1362
1.9206 1.0775 4.6 0.0005
1.5141 1.3515 4.61 -0.1496
1.2579 1.556 4.62 -0.3063
0.5738 1.7378 4.63 -0.4415
-0.1542 1.7261 4.64 -0.5727
-0.6767 1.781 4.65 -0.8497
-1.1251 1.9757 4.66 -0.9524
-1.0335 1.8388 4.67 -1.0053
-0.6674 1.9046 4.68 -1.1026
-0.2468 1.5772 4.69 -1.3101
0.3378 1.5461 4.7 -1.1711
0.7387 1.4922 4.71 -1.3112
0.8829 1.1838 4.72 -1.3435
0.9962 0.9541 4.73 -1.3305
0.7326 0.7607 4.74 -1.0906
0.3725 0.5581 4.75 -1.1391
0.1066 0.4069 4.76 -0.9812
0.0465 0.3105 4.77 -0.768
0.2705 0.2085 4.78 -0.5501
0.7232 0.1574 4.79 -0.3935
1.4408 0.1873 4.8 -0.2137
1.9086 0.272 4.81 -0.0029
2.5504 0.412 4.82 0.1781
2.8147 0.52 4.83 0.3915
2.8604 0.7061 4.84 0.5164
2.6519 0.9243 4.85 0.6368
1.8279 1.211 4.86 0.7878
1.2073 1.5687 4.87 0.9923
0.597 1.7747 4.88 1.0386
0.2347 2.0957 4.89 0.9754
0.1189 2.3088 4.9 1.0002
0.26 2.3258 4.91 0.9797
0.4725 2.098 4.92 0.8008
0.7638 2.3836 4.93 0.7816
0.7825 2.324 4.94 0.662
0.751 2.3671 4.95 0.4735
0.2747 2.2912 4.96 0.3197
-0.2625 2.0835 4.97 0.1676
-0.9989 1.7462 4.98 0.0003
-1.3969 1.4033 4.99 -0.1812
-1.5933 1.2281 5.0 -0.3527
-1.5524 1.0447 5.01 -0.4941
-1.3516 0.9085 5.02 -0.6242
-0.6262 0.6958 5.03 -0.6716
0.0596 0.4958 5.04 -0.7503
0.6985 0.4756 5.05 -0.8751
1.0254 0.3902 5.06 -0.7914
1.1232 0.4363 5.07 -0.796
0.7253 0.4292 5.08 -0.7621
0.3436 0.5348 5.09 -0.627
-0.1083 0.694 5.1 -0.567
-0.4144 0.9151 5.11 -0.4355
-0.6056 1.0206 5.12 -0.2999
-0.482 1.3873 5.13 -0.1062
-0.1923 1.4776 5.14 0.0643
0.1619 1.6469 5.15 0.2471
0.4678 2.1346 5.16 0.4067
0.5483 2.1215 5.17 0.5983
0.2962 2.325 5.18 0.696
-0.1936 2.4019 5.19 0.8555
-0.926 2.4973 5.2 1.028
-1.5232 2.2487 5.21 1.1417
-2.4409 2.1724 5.22 1.0593
-2.7297 2.0425 5.23 1.1155
-3.0624 1.7527 5.24 1.2169
-2.7612 1.6077 5.25 1.1636
-2.2618 1.3861 5.26 0.9687
-1.5737 1.1858 5.27 0.9569
-1.0744 0.9153 5.28 0.6817
-0.7511 0.6219 5.29 0.6026
-0.6626 0.402 5.3 0.4202
-0.826 0.2431 5.31 0.2131
-1.1514 0.1266 5.32 0.0069
-1.4426 0.0556 5.33 -0.1966
-1.4903 0.044 5.34 -0.384
-1.3478 0.069 5.35 -0.501
-0.9077 0.1696 5.36 -0.7228
-0.254 0.3143 5.37 -0.8655
0.4956 0.4193 5.38 -0.9091
1.0437 0.7022 5.39 -0.9989
1.511 0.846 5.4 -0.9744
1.5099 1.0591 5.41 -0.9748
1.129 1.3206 5.42 -1.0296
0.6295 1.2695 5.43 -1.043
-0.0123 1.6947 5.44 -0.8616
-0.6033 1.7191 5.45 -0.7942
-0.971 1.5242 5.46 -0.6644
-0.9362 1.5073 5.47 -0.5718
-0.8019 1.7115 5.48 -0.39
-0.4362 1.3532 5.49 -0.236
0.0062 1.2973 5.5 -0.0658
0.3173 1.1365 5.51 0.0786
0.394 0.8982 5.52 0.2293
0.1657 0.5796 5.53 0.3722
-0.209 0.3634 5.54 0.4588
-0.6708 0.0829 5.55 0.4722
-1.0826 -0.1443 5.56 0.4955
-1.0693 -0.344 5.57 0.5149
-0.9195 -0.5066 5.58 0.5159
-0.54 -0.7397 5.59 0.4958
0.234 -0.7913 5.6 0.3449
1.0273 -0.8498 5.61 0.2517
1.616 -0.7893 5.62 0.1131
2.3504 -0.7653 5.63 -0.0697
2.365 -0.6507 5.64 -0.2459
2.1487 -0.4289 5.65 -0.4847
1.7698 -0.2801 5.66 -0.6608
1.382 -0.0921 5.67 -0.8157
1.1572 0.0922 5.68 -1.0268
0.9673 0.2929 5.69 -1.3516
0.9371 0.4744 5.7 -1.4997
1.3032 0.5329 5.71 -1.7206
1.7706 0.6866 5.72 -1.652
1.8776 0.7276 5.73 -1.9944
1.9587 0.6592 5.74 -1.8509
1.9534 0.5861 5.75 -2.0993
1.5043 0.4442 5.76 -2.103
0.7726 0.3021 5.77 -2.0427
0.0935 0.0811 5.78 -1.9065
-0.5766 -0.148 5.79 -1.6387
-1.086 -0.384 5.8 -1.7175
-1.2266 -0.7032 5.81 -1.3895
-0.9379 -0.9561 5.82 -1.3442
-0.4874 -1.1433 5.83 -1.1177
0.057 -1.4535 5.84 -1.1163
0.5043 -1.5269 5.85 -0.8677
0.7983 -1.8341 5.86 -0.6819
0.9216 -1.7481 5.87 -0.5749
0.6493 -1.9365 5.88 -0.5325
0.3652 -1.9331 5.89 -0.4229
-0.0239 -1.9334 5.9 -0.3852
-0.2572 -1.6868 5.91 -0.4109
-0.2638 -1.3952 5.92 -0.3873
-0.0136 -1.4588 5.93 -0.428
0.4234 -1.0636 5.94 -0.4937
0.989 -1.0344 5.95 -0.6379
1.3885 -0.7906 5.96 -0.8142
1.7891 -0.5591 5.97 -0.8595
1.5915 -0.4305 5.98 -1.2079
1.1638 -0.3893 5.99 -1.3458
0.4908 -0.3395 6.0 -1.3852
-0.2512 -0.3428 6.01 -1.876
-1.0014 -0.4281 6.02 -1.8586
-1.5235 -0.5687 6.03 -1.9678
-1.7306 -0.7495 6.04 -2.2663
-1.8167 -0.8327 6.05 -2.3684
-1.4771 -1.0555 6.06 -2.5273
-1.1635 -1.4661 6.07 -2.5109
-0.9135 -1.4663 6.08 -2.9509
-0.8385 -1.7086 6.09 -2.8515
-1.0236 -2.2923 6.1 -2.5465
-1.4062 -2.2729 6.11 -2.9009
-2.0293 -2.5536 6.12 -2.9107
-2.4195 -2.6571 6.13 -2.5492
-2.7001 -2.7212 6.14 -2.3917
-2.2444 -2.9524 6.15 -2.4601
-1.9411 -2.4992 6.16 -1.9839
-1.3107 -2.395 6.17 -2.1203
-0.6898 -2.6104 6.18 -1.6238
0.0597 -2.4566 6.19 -1.7629
0.568 -2.103 6.2 -1.51
0.7677 -2.0556 6.21 -1.3379
0.5792 -1.5725 6.22 -1.1169
0.2939 -1.3561 6.23 -1.0747
-0.2094 -1.2054 6.24 -0.9964
-0.6163 -1.2246 6.25 -0.8744
-0.8919 -1.0203 6.26 -1.0128
-0.8024 -0.9418 6.27 -0.8748
-0.6384 -0.9339 6.28 -1.0848
-0.2546 -0.9108 6.29 -0.988
0.117 -0.9603 6.3 -1.2144
0.3584 -1.221 6.31 -1.3828
0.3276 -1.4414 6.32 -1.5203
0.0214 -1.4865 6.33 -1.5386
-0.5629 -1.6501 6.34 -1.8275
-1.2194 -2.0285 6.35 -2.1982
-1.7332 -2.1485 6.36 -2.1481
-2.204 -2.4955 6.37 -2.1747
-2.0134 -2.6356 6.38 -2.2526
-1.8345 -2.9993 6.39 -2.6722
-1.1521 -2.9468 6.4 -2.5888
-0.4439 -2.8194 6.41 -3.0619
0.2244 -3.2268 6.42 -2.7911
0.7457 -2.6063 6.43 -3.1289
1.0657 -2.8419 6.44 -2.7698
1.0148 -2.5434 6.45 -3.0263
0.7115 -2.4153 6.46 -2.6069
0.4418 -2.2679 6.47 -2.4143
0.3168 -2.106 6.48 -2.6993
0.3557 -1.6911 6.49 -2.253
0.6035 -1.4472 6.5 -2.324
1.0721 -1.2993 6.51 -1.7677
1.8139 -1.1686 6.52 -1.888
2.5189 -1.0045 6.53 -1.3969
2.8697 -0.8623 6.54 -1.4923
2.7632 -0.8916 6.55 -1.2636
2.3343 -0.8787 6.56 -0.9378
1.9089 -0.8829 6.57 -0.9636
1.164 -1.0517 6.58 -0.7806
0.3939 -1.2047 6.59 -0.7358
-0.1165 -1.4097 6.6 -0.6626
-0.3294 -1.6228 6.61 -0.5895
-0.2817 -1.8765 6.62 -0.6311
0.021 -2.1406 6.63 -0.6209
0.4132 -2.2236 6.64 -0.6753
0.8082 -2.2312 6.65 -0.8636
0.8736 -2.5197 6.66 -1.0522
0.9465 -2.4362 6.67 -1.1929
0.6369 -2.4971 6.68 -1.245
0.1547 -2.6004 6.69 -1.3512
-0.2319 -2.5194 6.7 -1.4925
-0.4819 -2.4095 6.71 -1.8695
-0.4902 -1.9036 6.72 -1.9916
-0.1646 -1.6701 6.73 -1.8146
0.3713 -1.5356 6.74 -2.0681
1.0187 -1.2706 6.75 -2.0424
1.6857 -1.0507 6.76 -2.3282
2.1027 -0.8889 6.77 -2.2202
2.1767 -0.623 6.78 -2.0202
2.1943 -0.3996 6.79 -1.9534
1.6842 -0.227 6.8 -2.0971
1.0542 -0.1101 6.81 -2.0023
0.5012 -0.0501 6.82 -1.5845
0.0151 -0.0389 6.83 -1.4062
-0.1801 -0.0869 6.84 -1.354
-0.1465 -0.1623 6.85 -1.0599
0.0782 -0.3036 6.86 -0.9375
0.3103 -0.496 6.87 -0.6472
0.4443 -0.6257 6.88 -0.5265
0.384 -0.786 6.89 -0.328
0.0173 -0.956 6.9 -0.1168
-0.5341 -1.2738 6.91 0.0355
-1.2495 -1.4244 6.92 0.1797
-2.0731 -1.3445 6.93 0.2698
-2.3906 -1.6204 6.94 0.3786
