#y1 y2 y3 time
1.4695 2.2589 0.9689 0.54
1.9652 2.2012 0.213 0.55
2.3684 2.0355 -0.7582 0.56
2.3994 1.64 0.6198 0.57
2.6593 1.7446 1.8446 0.58
2.6282 1.4984 0.801 0.59
2.1592 1.1782 0.5754 0.6
1.9625 1.2742 2.1521 0.61
1.906 1.0933 2.6927 0.62
1.5493 0.9724 1.0665 0.63
1.2006 0.7792 1.5644 0.64
0.9444 0.8533 2.817 0.65
0.7694 0.7895 1.887 0.66
0.6291 0.6513 0.4429 0.67
0.7051 0.686 1.2404 0.68
0.8305 0.7206 1.7016 0.69
1.1006 0.758 0.0943 0.7
1.3782 0.8764 -0.6328 0.71
1.9892 1.0312 0.6051 0.72
2.3291 1.1936 0.6995 0.73
2.5024 1.1618 -0.8042 0.74
2.8743 1.5559 -0.3339 0.75
2.8645 1.6543 1.3819 0.76
2.6009 1.6362 0.8212 0.77
2.4127 1.9889 -0.1027 0.78
2.1677 1.9669 1.3353 0.79
1.8703 1.9966 2.6286 0.8
1.6793 2.313 1.4575 0.81
1.2243 2.6598 0.9593 0.82
1.0396 2.3857 2.3542 0.83
0.7703 2.7334 2.7535 0.84
0.7112 2.6313 0.8016 0.85
0.7107 2.8202 0.9803 0.86
0.9226 2.645 2.197 0.87
1.3262 2.7594 0.9714 0.88
1.5583 2.4179 -0.606 0.89
1.9735 2.7013 0.1564 0.9
2.4006 2.3278 0.8188 0.91
2.4036 2.4707 -0.5156 0.92
2.4288 2.3176 -1.1111 0.93
2.7454 2.1064 0.3833 0.94
2.6504 1.7164 0.6064 0.95
2.5989 1.4799 -0.5551 0.96
2.2644 1.5127 -0.0682 0.97
1.8153 1.3717 1.7429 0.98
1.5117 1.0401 1.1685 0.99
1.0893 0.9372 0.2639 1.0
0.8278 0.8435 1.4407 1.01
0.6555 0.6869 2.6255 1.02
0.6464 0.6108 1.1663 1.03
0.7265 0.5424 0.5181 1.04
0.9278 0.4153 1.5914 1.05
1.0545 0.4447 1.5224 1.06
1.3143 0.3967 -0.2091 1.07
1.7689 0.4616 -0.3271 1.08
2.0588 0.5401 0.8185 1.09
2.3872 0.5447 -0.1 1.1
2.5411 0.6197 -1.6686 1.11
2.6817 0.7129 -0.6607 1.12
2.4798 0.9282 0.338 1.13
2.4545 1.0322 -0.9267 1.14
1.8176 1.1827 -1.2754 1.15
1.4795 1.4292 0.369 1.16
1.1385 1.4583 0.9619 1.17
0.9237 1.4883 -0.2772 1.18
0.6605 1.5251 0.1396 1.19
0.4105 1.7254 1.6422 1.2
0.4016 1.8788 1.4192 1.21
0.4213 1.934 0.0761 1.22
0.5808 1.923 0.8598 1.23
0.888 1.9021 1.9121 1.24
1.2056 2.1354 0.3248 1.25
1.3821 1.8815 -0.7138 1.26
1.7278 1.7519 0.4109 1.27
2.2344 1.9364 0.3875 1.28
1.9804 1.7303 -1.3747 1.29
2.2953 1.5388 -1.6831 1.3
2.2458 1.3362 -0.2499 1.31
2.0516 1.2022 -0.7705 1.32
1.7044 1.0527 -2.0265 1.33
1.3376 0.9063 -1.097 1.34
0.9073 0.6644 0.2242 1.35
0.5256 0.5351 -0.6913 1.36
0.276 0.3473 -1.1707 1.37
0.0791 0.163 0.5173 1.38
0.0205 -0.0009 1.1641 1.39
0.0743 -0.1349 -0.1972 1.4
0.2643 -0.2593 -0.0273 1.41
0.4681 -0.3587 1.4938 1.42
0.8562 -0.4238 0.7561 1.43
1.2273 -0.4772 -0.6897 1.44
1.5347 -0.4668 -0.1454 1.45
1.6458 -0.4816 0.6105 1.46
1.7104 -0.4477 -0.9464 1.47
1.7101 -0.4049 -2.1129 1.48
1.7232 -0.3012 -0.8815 1.49
1.5654 -0.2123 -0.6651 1.5
1.0598 -0.1054 -2.157 1.51
0.8261 0.0339 -2.4137 1.52
0.4197 0.1743 -0.6712 1.53
0.0974 0.2797 -0.9028 1.54
-0.1584 0.4358 -1.8916 1.55
-0.3013 0.6212 -0.9703 1.56
-0.3793 0.7512 0.5878 1.57
-0.3234 0.8294 -0.3398 1.58
-0.1202 1.0148 -0.8675 1.59
0.1413 1.0571 0.545 1.6
0.4579 1.0833 1.107 1.61
0.7974 1.1416 -0.5017 1.62
1.1152 1.0206 -0.6803 1.63
1.2712 1.0398 0.6034 1.64
1.3978 1.0572 -0.1222 1.65
1.5215 0.9663 -1.8609 1.66
1.1885 0.7923 -1.3403 1.67
1.1396 0.7027 -0.5387 1.68
0.7877 0.6282 -1.7311 1.69
0.3651 0.5079 -2.7541 1.7
0.0319 0.329 -1.5041 1.71
-0.3132 0.1435 -0.989 1.72
-0.5059 -0.0394 -2.1828 1.73
-0.6541 -0.2084 -2.2593 1.74
-0.7572 -0.37 -0.3245 1.75
-0.7089 -0.5492 -0.3922 1.76
-0.4992 -0.6648 -1.6472 1.77
-0.2031 -0.7976 -0.5161 1.78
0.1348 -0.9502 0.934 1.79
0.4554 -1.0566 -0.0876 1.8
0.7553 -1.1611 -0.9312 1.81
1.0396 -1.0949 0.2888 1.82
0.9735 -1.2314 0.6269 1.83
1.1559 -1.1378 -1.1731 1.84
0.9239 -1.1774 -1.5957 1.85
0.7044 -0.9997 -0.3484 1.86
0.4363 -0.9354 -1.052 1.87
0.0454 -0.8412 -2.658 1.88
-0.3269 -0.7058 -2.2835 1.89
-0.6741 -0.5821 -0.9591 1.9
-0.9391 -0.4683 -2.0242 1.91
-0.936 -0.3379 -2.7473 1.92
-1.0014 -0.1602 -1.32 1.93
-1.0238 -0.0072 -0.4332 1.94
-0.7826 0.1486 -1.4686 1.95
-0.4344 0.3053 -1.5811 1.96
-0.113 0.382 0.3448 1.97
0.2402 0.5516 0.3089 1.98
0.5559 0.6068 -0.9561 1.99
0.6857 0.7268 -0.2065 2.0
0.9024 0.7244 0.9913 2.01
0.8762 0.7702 -0.156 2.02
0.6671 0.7476 -1.2649 2.03
0.4241 0.6078 -0.3125 2.04
0.1478 0.6466 -0.0082 2.05
-0.2096 0.4661 -1.6696 2.06
-0.608 0.3878 -2.1912 2.07
-0.8153 0.3027 -1.0062 2.08
-1.0178 0.1337 -1.4015 2.09
-1.226 -0.0143 -2.7148 2.1
-1.2242 -0.1786 -1.9838 2.11
-1.197 -0.3174 -0.558 2.12
-0.9183 -0.4857 -1.3118 2.13
-0.521 -0.6716 -2.0505 2.14
-0.2099 -0.7794 -0.4309 2.15
0.1019 -0.9841 0.5979 2.16
0.4112 -0.9683 -0.5835 2.17
0.6327 -1.0844 -0.64 2.18
0.7035 -1.1059 1.0095 2.19
0.6765 -1.2141 0.8597 2.2
0.5318 -1.2967 -0.7091 2.21
0.369 -1.2281 -0.2372 2.22
0.0275 -1.1417 0.8693 2.23
-0.3213 -1.1718 -0.4431 2.24
-0.6729 -1.0048 -1.6827 2.25
-0.8959 -0.8372 -0.7067 2.26
-1.0816 -0.7871 -0.3316 2.27
-1.3506 -0.6513 -1.9786 2.28
-1.1732 -0.4169 -2.2272 2.29
-1.1175 -0.2432 -0.7892 2.3
-0.9102 -0.0849 -0.673 2.31
-0.5778 0.0783 -1.8498 2.32
-0.2009 0.2685 -1.0143 2.33
0.1182 0.4329 0.4857 2.34
0.4271 0.5774 -0.0567 2.35
0.6729 0.751 -0.853 2.36
0.7159 0.744 0.6715 2.37
0.7048 0.9606 1.6453 2.38
0.6125 0.8639 0.2471 2.39
0.3285 1.0237 -0.0736 2.4
0.0362 1.0128 1.3062 2.41
-0.3278 1.0234 0.9988 2.42
-0.6472 0.9673 -0.6456 2.43
-0.9259 0.9622 -0.458 2.44
-1.0258 0.7786 0.5052 2.45
-1.1512 0.7371 -0.6511 2.46
-1.2091 0.6089 -1.7284 2.47
-1.1019 0.4529 -0.8689 2.48
-0.8369 0.2638 -0.0613 2.49
-0.4241 0.1401 -1.4756 2.5
-0.0827 -0.0112 -1.5081 2.51
0.2715 -0.1684 0.1915 2.52
0.5633 -0.3137 0.4967 2.53
0.8356 -0.4317 -0.658 2.54
0.8128 -0.5171 0.13 2.55
0.7698 -0.6651 1.763 2.56
0.708 -0.7295 1.2656 2.57
0.4653 -0.7116 0.2104 2.58
0.1489 -0.702 1.4727 2.59
-0.201 -0.8196 2.1696 2.6
-0.4735 -0.7802 0.6223 2.61
-0.859 -0.6169 -0.0436 2.62
-0.9807 -0.5605 1.2532 2.63
-1.0536 -0.4991 0.7822 2.64
-1.0058 -0.3555 -0.8592 2.65
-0.9135 -0.2009 -0.7461 2.66
-0.5536 -0.0361 0.5005 2.67
-0.2297 0.1249 -0.4135 2.68
0.1221 0.3061 -1.5363 2.69
0.5079 0.5096 -0.2381 2.7
0.8218 0.6958 0.8708 2.71
0.9565 0.8518 -0.2895 2.72
1.0627 0.8779 -0.35 2.73
0.9695 1.1748 1.467 2.74
0.9005 1.2193 1.972 2.75
0.5888 1.4238 0.5589 2.76
0.29 1.4914 1.1497 2.77
-0.02 1.5266 2.8069 2.78
-0.3063 1.436 1.7111 2.79
-0.593 1.4064 0.5256 2.8
-0.7609 1.3839 1.5747 2.81
-0.8519 1.2956 2.228 2.82
-0.7096 1.3079 0.3807 2.83
-0.6414 1.0558 -0.3973 2.84
-0.3048 1.0826 0.88 2.85
0.0047 0.9626 0.6785 2.86
0.3658 0.7774 -1.0447 2.87
0.77 0.5569 -0.6575 2.88
0.9876 0.4153 0.7879 2.89
1.1428 0.2677 0.2908 2.9
1.2416 0.1116 -0.6457 2.91
1.1448 -0.0354 0.7101 2.92
0.9632 -0.1688 2.0597 2.93
0.8523 -0.2944 0.8432 2.94
0.4945 -0.3517 0.6592 2.95
0.1402 -0.4065 2.2163 2.96
-0.1716 -0.5223 2.383 2.97
-0.4543 -0.5127 1.068 2.98
-0.594 -0.5345 1.5013 2.99
-0.5964 -0.4324 2.5562 3.0
-0.5693 -0.3775 1.5505 3.01
-0.3694 -0.3134 0.1678 3.02
-0.1076 -0.2494 0.9654 3.03
0.2104 -0.1145 1.662 3.04
0.5345 0.0289 -0.0363 3.05
0.932 0.1843 -0.7891 3.06
1.1253 0.3183 0.5834 3.07
1.3088 0.4443 0.718 3.08
1.3846 0.6267 -0.6512 3.09
1.3756 0.8411 -0.1838 3.1
1.2823 0.8318 1.6412 3.11
0.9674 1.0396 1.2622 3.12
0.5947 1.0675 0.2378 3.13
0.2638 1.1891 1.6374 3.14
-0.048 1.2367 2.9767 3.15
-0.3304 1.3521 1.5163 3.16
-0.4883 1.4754 1.0251 3.17
-0.5524 1.401 2.3 3.18
-0.4039 1.2972 2.6197 3.19
-0.2435 1.3487 0.7988 3.2
0.022 1.0364 0.7125 3.21
0.3729 1.0532 1.9494 3.22
0.697 0.9064 1.0444 3.23
1.014 0.7652 -0.6203 3.24
1.4049 0.5692 0.1193 3.25
1.4755 0.4075 0.8895 3.26
1.5146 0.2165 -0.3733 3.27
1.3561 0.0363 -0.8865 3.28
1.2665 -0.1308 0.5946 3.29
1.0005 -0.3107 1.134 3.3
0.5812 -0.4332 -0.1269 3.31
0.2937 -0.6266 0.3666 3.32
-0.0411 -0.6877 2.1618 3.33
-0.2655 -0.8587 1.7386 3.34
-0.49 -0.9536 0.6377 3.35
-0.4834 -0.9629 1.9121 3.36
-0.4405 -0.9625 2.9502 3.37
-0.2245 -0.9859 1.3878 3.38
0.0483 -0.8795 0.6269 3.39
0.4067 -0.869 1.7562 3.4
0.6939 -0.8214 1.5564 3.41
0.9843 -0.8082 -0.1194 3.42
1.266 -0.5993 -0.284 3.43
1.548 -0.479 0.963 3.44
1.3977 -0.3822 0.1337 3.45
1.48 -0.2444 -1.1957 3.46
1.0678 -0.0958 -0.4451 3.47
0.8285 0.0314 0.7532 3.48
0.5126 0.1535 -0.3015 3.49
0.1761 0.2614 -0.7941 3.5
-0.1672 0.3797 0.9076 3.51
-0.418 0.4644 1.4551 3.52
-0.5637 0.5585 0.3265 3.53
-0.6501 0.5446 0.6478 3.54
-0.5703 0.6035 2.3215 3.55
-0.335 0.5699 1.8505 3.56
-0.0634 0.5226 0.4326 3.57
0.2564 0.4258 1.1234 3.58
0.5974 0.3652 2.1018 3.59
0.9512 0.2197 0.4851 3.6
1.0587 0.0863 -0.531 3.61
1.1345 -0.0747 0.4734 3.62
1.3578 -0.2446 0.5084 3.63
1.2401 -0.4555 -1.1498 3.64
0.8435 -0.6228 -1.4535 3.65
0.6118 -0.856 0.0502 3.66
0.2693 -1.0664 -0.343 3.67
-0.0977 -1.265 -1.7485 3.68
-0.4424 -1.399 -0.5315 3.69
-0.6626 -1.4591 0.7358 3.7
-0.8471 -1.539 -0.0436 3.71
-0.7964 -1.8195 -0.5417 3.72
-0.8356 -2.0003 1.1467 3.73
-0.6292 -2.1073 1.6224 3.74
-0.3463 -2.0861 0.3142 3.75
0.0023 -1.8568 0.2728 3.76
0.3151 -1.839 1.8484 3.77
0.6727 -1.9057 0.9801 3.78
0.7732 -1.8143 -0.5314 3.79
1.0356 -1.9497 -0.0921 3.8
1.0133 -1.8868 0.738 3.81
0.7852 -1.5852 -0.726 3.82
0.5603 -1.5736 -1.8666 3.83
0.2768 -1.3148 -0.7423 3.84
-0.1043 -1.2927 -0.3806 3.85
-0.4446 -1.0454 -1.7886 3.86
-0.7638 -1.0106 -1.8486 3.87
-1.1541 -0.7545 -0.2072 3.88
-1.237 -0.6933 -0.349 3.89
-1.1283 -0.608 -1.4809 3.9
-1.1971 -0.517 -0.4537 3.91
-1.0243 -0.4751 0.9832 3.92
-0.7028 -0.4794 0.1841 3.93
-0.3801 -0.4497 -0.579 3.94
-0.0332 -0.5172 0.8623 3.95
0.2267 -0.5884 1.3258 3.96
0.4342 -0.5871 -0.3271 3.97
0.595 -0.6777 -0.6361 3.98
0.5206 -0.8918 0.546 3.99
0.4196 -0.8818 -0.0717 4.0
0.1249 -1.1194 -1.9433 4.01
-0.1836 -1.309 -1.3457 4.02
-0.5252 -1.51 -0.4495 4.03
-0.9186 -1.785 -1.7578 4.04
-1.1917 -1.7082 -2.4688 4.05
-1.475 -1.8364 -1.326 4.06
-1.6026 -2.3484 -0.6327 4.07
-1.5487 -2.3974 -1.9082 4.08
-1.4754 -2.3189 -1.8151 4.09
-1.285 -2.5154 0.0174 4.1
-1.0088 -2.8079 0.029 4.11
-0.7389 -2.6832 -1.1632 4.12
-0.494 -2.7569 -0.2444 4.13
-0.166 -3.0061 1.1631 4.14
0.0153 -2.6033 0.095 4.15
0.0983 -2.9036 -1.0145 4.16
0.0688 -2.4038 0.1999 4.17
-0.0796 -2.7164 0.5565 4.18
-0.3527 -2.6073 -1.1626 4.19
-0.6772 -2.2174 -1.6252 4.2
-1.0715 -2.1174 -0.6024 4.21
-1.4346 -1.9547 -1.002 4.22
-1.6583 -2.0721 -2.7847 4.23
-2.0214 -1.607 -2.0905 4.24
-2.135 -1.7085 -1.0339 4.25
-2.1127 -1.5531 -1.9317 4.26
-1.9897 -1.2559 -2.5952 4.27
-1.7242 -1.2595 -1.2446 4.28
-1.608 -1.0283 -0.2316 4.29
-1.1121 -1.0054 -1.465 4.3
-0.9448 -0.923 -1.3386 4.31
-0.5876 -0.8132 0.4649 4.32
-0.419 -0.8811 0.4839 4.33
-0.3257 -0.883 -0.8396 4.34
-0.3533 -0.9972 -0.3497 4.35
-0.4805 -1.0622 0.892 4.36
-0.7639 -0.9982 -0.3075 4.37
-1.1827 -1.152 -1.7636 4.38
-1.3449 -1.4186 -0.6263 4.39
-1.8244 -1.3274 -0.349 4.4
-1.9748 -1.6842 -1.9517 4.41
-2.2166 -1.6559 -2.3248 4.42
-2.4205 -1.8819 -1.1793 4.43
-2.4017 -2.0009 -1.3895 4.44
-2.3256 -1.9863 -2.5806 4.45
-2.0328 -2.1755 -2.1154 4.46
-1.798 -2.4535 -0.5412 4.47
-1.4389 -2.4407 -1.192 4.48
-1.1219 -2.4753 -1.8142 4.49
-0.8456 -2.8789 -0.3877 4.5
-0.7309 -2.8292 0.5574 4.51
-0.695 -2.4603 -0.631 4.52
-0.7688 -2.8474 -0.7108 4.53
-0.8116 -2.4932 0.7724 4.54
-1.1192 -2.4066 0.6823 4.55
-1.5785 -2.4438 -0.958 4.56
-1.9215 -2.1819 -0.6959 4.57
-2.2187 -2.2324 0.3384 4.58
-2.4787 -1.8007 -0.8433 4.59
-2.4442 -1.8253 -2.4152 4.6
-2.4995 -1.7098 -1.2897 4.61
-2.9543 -1.3958 -0.6884 4.62
-2.5389 -1.2625 -2.2219 4.63
-2.3027 -1.151 -2.6319 4.64
-2.0687 -0.9196 -0.9443 4.65
-1.7925 -0.7002 -0.7755 4.66
-1.4966 -0.5825 -2.0655 4.67
-1.0857 -0.453 -1.1511 4.68
-0.8761 -0.3543 0.4213 4.69
-0.9215 -0.2608 -0.0961 4.7
-0.8894 -0.2395 -0.9354 4.71
-1.0663 -0.2113 0.4259 4.72
-1.3048 -0.1892 1.3172 4.73
-1.5197 -0.2399 -0.0362 4.74
-1.8087 -0.3008 -0.5714 4.75
-2.1697 -0.3886 0.769 4.76
-2.5748 -0.4505 0.4771 4.77
-2.7774 -0.5002 -1.3548 4.78
-2.8994 -0.692 -1.0548 4.79
-2.6862 -0.8568 -0.0222 4.8
-2.6108 -0.9058 -0.9912 4.81
-2.5469 -1.1504 -2.4823 4.82
-2.0393 -1.2321 -1.2712 4.83
-1.6311 -1.1744 -0.3523 4.84
-1.4391 -1.3855 -1.521 4.85
-1.1903 -1.4486 -1.7953 4.86
-0.9452 -1.4008 0.0266 4.87
-0.8569 -1.4529 0.3734 4.88
-0.9926 -1.6368 -0.7184 4.89
-1.0961 -1.5828 -0.0561 4.9
-1.2725 -1.4395 1.4912 4.91
-1.503 -1.6593 0.9516 4.92
-2.1053 -1.4266 -0.1343 4.93
-2.1567 -1.3915 0.8975 4.94
-2.6154 -1.1376 1.6186 4.95
-2.6559 -0.9742 0.0885 4.96
-2.6429 -0.7759 -0.6956 4.97
-2.787 -0.7021 0.5091 4.98
-2.7142 -0.5092 0.2936 4.99
-2.1065 -0.2691 -1.5609 5.0
-1.887 -0.0798 -1.2193 5.01
-1.4436 0.1114 0.054 5.02
-1.2494 0.3129 -0.7374 5.03
-0.8776 0.4846 -1.6373 5.04
-0.7736 0.6548 -0.4548 5.05
-0.6795 0.74 0.7086 5.06
-0.6791 0.9538 -0.2997 5.07
-0.9116 1.0323 -0.5051 5.08
-1.182 1.011 1.3767 5.09
-1.4488 1.1211 1.5903 5.1
-1.9122 1.0406 0.4395 5.11
-1.8986 1.0587 0.8078 5.12
-2.2957 1.0892 2.258 5.13
-2.6555 1.1279 1.4511 5.14
-2.4068 0.9969 0.0791 5.15
-2.3532 0.8412 0.8845 5.16
-2.1565 0.8004 1.6704 5.17
-1.7665 0.6613 -0.0726 5.18
-1.7222 0.5177 -0.8596 5.19
-1.126 0.3618 0.3292 5.2
-0.9254 0.2397 0.3318 5.21
-0.6045 0.1409 -1.1553 5.22
-0.4174 0.0267 -0.8208 5.23
-0.3249 -0.0645 0.6894 5.24
-0.3886 -0.1547 0.2742 5.25
-0.4983 -0.2033 -0.7285 5.26
-0.8557 -0.2184 0.6935 5.27
-1.0372 -0.2533 2.0788 5.28
-1.2826 -0.2468 1.0427 5.29
-1.7914 -0.2017 0.662 5.3
-1.8023 -0.1261 2.0752 5.31
-1.8838 -0.0258 2.7136 5.32
-2.1804 0.0831 1.0191 5.33
-1.9027 0.2108 1.0065 5.34
-1.7779 0.4167 2.3267 5.35
-1.4382 0.5446 1.3304 5.36
-1.1924 0.7685 -0.2273 5.37
-0.6728 0.9105 0.4796 5.38
-0.335 1.2159 1.1677 5.39
-0.091 1.3189 -0.2613 5.4
0.099 1.3646 -1.034 5.41
0.1579 1.5332 0.398 5.42
0.1051 1.8387 0.699 5.43
-0.048 1.9805 -0.6212 5.44
-0.3045 2.1253 -0.1326 5.45
-0.6117 1.9596 1.5142 5.46
-0.9136 2.4379 1.2511 5.47
-1.3022 2.1046 0.433 5.48
-1.5255 2.3225 1.5623 5.49
-1.4924 2.0849 2.9667 5.5
-1.3953 2.3474 1.7004 5.51
-1.3355 2.245 0.9587 5.52
-1.1792 2.2328 2.2347 5.53
-0.8632 1.7863 2.2679 5.54
-0.4921 1.825 0.715 5.55
-0.1172 1.6393 0.545 5.56
0.2444 1.5594 1.6441 5.57
0.534 1.4436 0.8357 5.58
0.6312 1.2456 -0.6744 5.59
0.7886 1.2046 0.0135 5.6
0.6816 0.9809 1.0369 5.61
0.5376 0.877 -0.1986 5.62
0.2611 0.6757 -0.7371 5.63
-0.0498 0.7085 0.8153 5.64
-0.3973 0.5832 1.3242 5.65
-0.7094 0.5768 0.267 5.66
-0.8031 0.5436 0.6383 5.67
-0.8851 0.5546 2.2944 5.68
-0.9294 0.5269 2.1836 5.69
-0.8617 0.5753 1.0116 5.7
-0.5819 0.6631 1.7924 5.71
-0.2434 0.8899 3.1586 5.72
0.1179 0.9217 1.4884 5.73
0.4527 1.0542 0.5248 5.74
0.8849 1.2489 1.5115 5.75
1.149 1.4671 1.6016 5.76
1.262 1.6896 -0.1029 5.77
1.2981 1.8663 -0.3513 5.78
1.1597 1.7872 0.9458 5.79
1.1322 1.9629 0.336 5.8
0.7986 2.0677 -1.0655 5.81
0.5067 2.0671 -0.1855 5.82
0.1809 2.4368 1.1727 5.83
-0.1132 2.3469 0.1703 5.84
-0.3316 2.2603 -0.312 5.85
-0.3774 2.3585 1.362 5.86
-0.3542 2.5853 2.1642 5.87
-0.2371 2.3174 0.7941 5.88
-0.0066 2.214 1.0666 5.89
0.3192 2.4373 2.7203 5.9
0.656 2.4084 2.3178 5.91
1.0593 2.0029 0.6372 5.92
1.4448 2.2054 1.2228 5.93
1.5125 1.7742 2.2506 5.94
1.7033 1.7225 0.6554 5.95
1.9066 1.529 -0.5553 5.96
1.9195 1.4228 0.5611 5.97
1.4113 1.1574 0.7228 5.98
1.403 1.0837 -0.901 5.99
1.0496 0.8817 -1.1021 6.0
0.6591 0.7585 0.3879 6.01
0.3432 0.5947 0.1155 6.02
0.1551 0.4389 -1.1076 6.03
0.0625 0.3879 -0.0731 6.04
0.0883 0.3538 1.3296 6.05
0.2142 0.2925 0.6202 6.06
0.4912 0.313 -0.0144 6.07
0.8507 0.3152 1.4157 6.08
1.2717 0.4165 2.1303 6.09
1.5581 0.4547 0.7496 6.1
1.672 0.5045 0.5168 6.11
2.2528 0.6752 1.8515 6.12
2.4189 0.7087 1.3299 6.13
2.3373 0.8338 -0.4078 6.14
2.2245 1.0891 -0.0274 6.15
1.808 1.1368 0.7807 6.16
1.5087 1.3637 -0.5068 6.17
1.326 1.3534 -1.8166 6.18
0.9507 1.644 -0.5041 6.19
0.6725 1.8564 -0.0283 6.2
0.4532 1.7242 -1.5279 6.21
0.4083 1.9131 -1.3564 6.22
0.37 1.7604 0.2806 6.23
0.5066 1.9201 0.2774 6.24
0.7283 2.0647 -0.8481 6.25
1.1996 2.1048 0.1163 6.26
1.6116 1.7916 1.5437 6.27
1.6718 1.7097 0.727 6.28
2.2725 1.6305 -0.152 6.29
2.3216 1.6335 1.0693 6.3
2.5032 1.2915 1.4952 6.31
2.6886 1.2627 -0.0735 6.32
2.168 1.1276 -0.4847 6.33
2.2177 0.9025 0.6214 6.34
1.8975 0.7222 0.0567 6.35
1.5058 0.5275 -1.6496 6.36
1.1299 0.3731 -1.3779 6.37
0.8494 0.1868 -0.2583 6.38
0.6945 0.0175 -1.4873 6.39
0.5316 -0.1196 -2.4953 6.4
0.5417 -0.2326 -1.0317 6.41
0.7072 -0.3639 -0.2075 6.42
0.9109 -0.402 -1.396 6.43
1.2186 -0.4427 -1.3157 6.44
1.616 -0.4576 0.5004 6.45
1.8761 -0.4328 0.5951 6.46
2.3275 -0.4567 -0.7028 6.47
2.5552 -0.407 0.0597 6.48
2.7223 -0.3106 1.366 6.49
2.7462 -0.1881 0.3885 6.5
2.5013 -0.0851 -0.8575 6.51
2.1719 0.0342 0.1869 6.52
1.7781 0.1775 0.5905 6.53
1.4853 0.3407 -1.2236 6.54
1.1922 0.4882 -1.9819 6.55
0.7393 0.5902 -0.6003 6.56
0.623 0.6712 -1.0639 6.57
0.5358 0.8448 -2.8599 6.58
0.5116 0.907 -1.9485 6.59
0.7473 1.0224 -0.7737 6.6
0.856 1.1093 -1.6737 6.61
1.3214 1.0921 -2.1268 6.62
1.4839 1.2502 -0.9264 6.63
1.9272 1.1727 0.176 6.64
2.0128 1.1091 -0.8923 6.65
2.3727 0.9569 -1.0045 6.66
2.4178 0.9032 0.6684 6.67
2.3883 0.8023 0.6399 6.68
2.3061 0.6982 -0.7467 6.69
2.0678 0.5929 -0.4074 6.7
1.7196 0.3958 0.6939 6.71
1.3225 0.2391 -0.4214 6.72
0.8366 0.0739 -1.9706 6.73
0.6387 -0.0906 -0.9089 6.74
0.4161 -0.2445 -0.4817 6.75
0.3517 -0.4006 -1.9991 6.76
0.3687 -0.5448 -2.8095 6.77
0.4694 -0.7862 -1.2053 6.78
0.7673 -0.8149 -1.4767 6.79
1.0749 -0.9355 -2.6599 6.8
1.3322 -1.028 -2.0544 6.81
1.8283 -0.9681 -0.4443 6.82
1.793 -0.9759 -0.9482 6.83
2.2905 -1.0131 -1.609 6.84
2.1899 -1.0167 -0.2804 6.85
2.085 -0.9739 0.7702 6.86
1.9217 -0.8355 -0.5518 6.87
1.7649 -0.7909 -0.8758 6.88
1.4222 -0.6254 0.6225 6.89
1.0295 -0.5189 0.4392 6.9
0.5923 -0.3468 -1.3596 6.91
0.3575 -0.2038 -1.0898 6.92
0.1282 -0.046 -0.0175 6.93
0.05 0.1121 -1.1612 6.94
0.0884 0.268 -2.3419 6.95
0.2458 0.4135 -1.5821 6.96
0.4482 0.5499 -0.9338 6.97
0.8493 0.5927 -2.1813 6.98
