#y4 time y3 y2 y1
1.752 0.71 0.7178 2.49 0.246
0.9175 0.72 0.5697 1.505 1.0804
-0.3498 0.73 0.6179 0.4837 1.5136
1.0605 0.74 0.5612 -0.2748 0.9383
0.925 0.75 0.674 -0.3308 -0.1707
-0.6607 0.76 0.7815 0.1154 -1.0333
0.489 0.77 0.8672 0.588 -0.7797
0.8375 0.78 1.1036 0.7544 0.0174
-0.8874 0.79 1.342 0.3543 0.5949
-0.0235 0.8 1.3706 -0.4116 0.3088
0.7271 0.81 1.891 -0.9866 -0.688
-1.0012 0.82 1.9015 -0.8675 -1.1824
-0.3943 0.83 2.301 -0.2434 -0.8739
0.8122 0.84 2.3659 0.8516 0.3271
-0.831 0.85 2.637 1.6537 1.2635
-0.7048 0.86 3.0624 2.1326 0.9706
0.784 0.87 2.625 1.5847 0.2632
-0.4181 0.88 2.8821 0.9199 -0.1541
-0.6606 0.89 3.118 0.4695 0.4003
0.9182 0.9 2.6102 0.5778 1.7451
0.0611 0.91 2.375 1.1595 2.4796
-0.5708 0.92 2.6263 1.7413 2.1037
1.2451 0.93 2.2368 1.9083 1.2274
0.7074 0.94 1.8415 1.2512 0.6821
-0.3166 0.95 1.5479 0.3176 1.1787
1.511 0.96 1.2286 -0.7457 2.0337
1.4584 0.97 1.0271 -1.3154 2.456
0.048 0.98 0.6093 -1.2508 1.8964
1.7384 0.99 0.4179 -0.6554 1.0011
1.9853 1.0 0.1478 -0.0069 0.1485
0.4548 1.01 -0.0284 0.1776 0.3491
1.5903 1.02 -0.1592 -0.1912 1.1037
2.3888 1.03 -0.2354 -0.8247 1.5745
0.8968 1.04 -0.2983 -1.0986 0.9608
1.7714 1.05 -0.2724 -0.9087 -0.2625
2.6962 1.06 -0.2006 -0.1535 -1.0251
1.2816 1.07 -0.1101 0.8677 -0.6288
1.4842 1.08 0.0209 1.5645 0.2505
2.9658 1.09 0.1477 1.6301 0.8531
1.5112 1.1 0.3406 1.1676 0.4137
1.271 1.11 0.4754 0.2862 -0.5464
3.0558 1.12 0.5366 -0.241 -0.9134
1.6358 1.13 0.6964 -0.1983 -0.4238
0.927 1.14 0.7696 0.2344 0.782
2.3757 1.15 0.6959 0.6594 1.5241
1.4842 1.16 0.7386 0.7179 1.17
0.4394 1.17 0.6228 -0.0006 0.5067
1.819 1.18 0.6109 -0.9582 0.1885
1.6689 1.19 0.4525 -2.0321 0.8597
0.0661 1.2 0.232 -2.2847 2.0901
1.3692 1.21 0.0382 -1.8895 2.5573
1.4641 1.22 -0.1576 -1.0611 2.3718
-0.2785 1.23 -0.3668 -0.4272 1.3384
0.7922 1.24 -0.6061 -0.2291 0.8005
1.338 1.25 -0.7687 -0.5532 1.1915
-0.5121 1.26 -0.9371 -1.1898 2.3046
0.2327 1.27 -0.9139 -1.4195 2.4808
1.1067 1.28 -1.053 -0.9361 1.9589
-0.6087 1.29 -0.9764 -0.1477 0.8012
-0.2571 1.3 -0.8792 0.8405 0.0862
0.9366 1.31 -0.8467 1.2607 0.3666
-0.5564 1.32 -0.6728 1.0593 1.2159
-0.5353 1.33 -0.4647 0.2426 1.4241
1.0836 1.34 -0.1856 -0.6462 0.6984
-0.2297 1.35 0.1138 -1.2472 -0.3658
-0.6952 1.36 0.4088 -1.1511 -1.0636
1.0204 1.37 0.7237 -0.6547 -0.5377
0.1953 1.38 0.9524 -0.3575 0.4978
-0.561 1.39 1.3304 -0.4502 0.8636
1.0895 1.4 1.5362 -1.0424 0.4521
0.747 1.41 1.7823 -1.9997 -0.402
-0.3851 1.42 1.6625 -2.7307 -0.7079
1.4016 1.43 1.8727 -2.6214 -0.0195
1.3691 1.44 1.973 -1.9773 1.162
0.0169 1.45 1.9082 -1.1848 2.0031
1.5639 1.46 1.9598 -0.4137 1.4815
1.822 1.47 1.8357 -0.1761 0.6701
0.4185 1.48 1.3804 -0.527 0.4683
1.6006 1.49 1.4143 -0.9734 1.1647
2.3846 1.5 1.1085 -1.1917 2.1381
0.9829 1.51 0.7728 -0.8582 2.8826
1.4345 1.52 0.546 -0.0696 2.3064
2.6953 1.53 0.3891 0.7055 1.4812
1.2797 1.54 0.2069 0.8939 1.0147
1.5274 1.55 0.0557 0.4065 1.4129
2.7982 1.56 -0.0506 -0.5848 2.5395
1.6365 1.57 -0.1309 -1.3644 2.7991
1.188 1.58 -0.1392 -2.1052 1.6162
2.6355 1.59 -0.1186 -1.7968 0.5261
1.9789 1.6 -0.066 -1.2795 -0.0147
0.9344 1.61 0.0296 -0.9148 0.3871
2.3964 1.62 0.1564 -0.9135 1.1577
1.9781 1.63 0.2985 -1.6367 1.4271
0.6197 1.64 0.4133 -2.1766 0.5926
2.2937 1.65 0.5211 -2.9421 -0.496
1.6354 1.66 0.6259 -2.5696 -0.9161
0.2347 1.67 0.6767 -1.7076 -0.3801
1.4461 1.68 0.6441 -0.549 0.6475
1.5417 1.69 0.6895 0.1905 0.9698
-0.118 1.7 0.5682 0.2802 0.5341
0.9351 1.71 0.4756 -0.1968 -0.3199
1.3499 1.72 0.3131 -0.7707 -0.4716
-0.4119 1.73 0.1079 -0.8917 0.3628
0.2347 1.74 -0.1359 -0.5808 1.6091
1.221 1.75 -0.4196 0.1398 2.2737
-0.5192 1.76 -0.7566 0.6961 1.5018
-0.2794 1.77 -0.9684 0.636 0.8553
0.9449 1.78 -1.3421 -0.0034 0.7422
-0.4499 1.79 -1.7008 -1.004 1.5702
-0.731 1.8 -1.9271 -2.0382 2.4012
0.817 1.81 -2.0037 -2.14 3.2133
-0.2773 1.82 -2.4103 -2.069 2.2556
-0.9269 1.83 -2.4019 -1.4114 1.2778
0.8249 1.84 -2.4518 -0.7522 0.862
0.1118 1.85 -2.6968 -0.8513 1.581
-0.7565 1.86 -2.5507 -1.2398 2.3162
0.9187 1.87 -2.3856 -1.7687 2.1881
0.6714 1.88 -2.0592 -2.0962 1.4896
-0.6454 1.89 -2.0821 -1.511 0.3483
1.0584 1.9 -1.7177 -0.6044 -0.1732
1.1545 1.91 -1.4003 0.4891 0.3581
-0.2592 1.92 -1.3436 1.0097 1.1771
1.1817 1.93 -0.9522 1.0058 1.1052
1.677 1.94 -0.8095 0.3915 0.376
0.1846 1.95 -0.596 -0.2951 -0.7041
1.1111 1.96 -0.3713 -0.4709 -0.9963
2.2823 1.97 -0.2849 -0.195 -0.228
0.6316 1.98 -0.2078 0.4267 0.7309
1.299 1.99 -0.1603 0.8709 1.0509
2.4805 2.0 -0.2116 0.6784 0.5033
1.2127 2.01 -0.2664 -0.1924 -0.2549
1.1994 2.02 -0.3557 -1.2142 -0.3169
2.771 2.03 -0.4545 -1.8159 0.6366
1.386 2.04 -0.6559 -2.1384 1.8844
1.0372 2.05 -0.7488 -1.6042 2.1903
2.7348 2.06 -0.9585 -0.6418 1.7055
1.8656 2.07 -1.1487 -0.0569 0.8586
0.86 2.08 -1.0973 -0.0339 0.888
2.5332 2.09 -1.1626 -0.4625 1.8092
1.6719 2.1 -1.2099 -0.9821 2.707
0.5087 2.11 -1.1988 -0.8973 2.9824
1.8303 2.12 -1.0364 -0.2796 1.9457
1.6507 2.13 -1.0937 0.8004 1.0352
0.186 2.14 -0.8275 1.8383 0.8637
1.312 2.15 -0.6398 1.8478 1.565
1.469 2.16 -0.4699 1.7599 2.0444
-0.16 2.17 -0.2143 0.8935 2.0013
0.7402 2.18 0.043 0.0949 1.2289
1.2838 2.19 0.2875 -0.1543 0.0058
-0.4569 2.2 0.5069 0.1473 -0.3427
0.0397 2.21 0.6939 0.6473 0.2374
1.0444 2.22 0.7553 1.0098 1.0549
-0.6358 2.23 0.804 0.729 0.9165
-0.4937 2.24 0.8769 -0.1437 0.118
0.8314 2.25 0.8738 -1.1227 -0.9106
-0.6269 2.26 0.7994 -1.4541 -0.9694
-1.0063 2.27 0.7152 -1.3749 -0.1114
0.5853 2.28 0.4248 -0.5171 0.8789
-0.4388 2.29 0.2138 0.4284 1.2325
-1.2816 2.3 -0.0568 1.0961 0.4782
0.431 2.31 -0.3307 0.9856 -0.2329
-0.1686 2.32 -0.617 0.5234 -0.1509
-1.3529 2.33 -1.049 0.1972 0.8901
0.3751 2.34 -1.2125 0.2472 1.8786
0.2517 2.35 -1.4663 0.8894 2.2196
-1.1872 2.36 -1.7252 1.896 1.5459
0.4015 2.37 -2.1128 2.3311 0.8968
0.7479 2.38 -2.1999 2.5883 0.977
-0.7042 2.39 -2.1104 1.9335 1.8557
0.4602 2.4 -2.1929 0.8872 2.7794
1.322 2.41 -2.2623 0.1567 2.8812
-0.2523 2.42 -2.2654 -0.0505 2.0403
0.5555 2.43 -1.8883 0.3082 0.8299
1.688 2.44 -1.9688 0.8232 0.6138
0.2355 2.45 -1.7544 0.987 1.3669
0.6352 2.46 -1.452 0.7493 2.167
2.3143 2.47 -1.3728 -0.026 1.9582
0.7602 2.48 -1.1164 -0.7676 0.6791
0.6441 2.49 -1.0805 -1.0616 -0.3365
2.3786 2.5 -1.0676 -0.5327 -0.5956
1.2801 2.51 -0.8632 0.4823 0.1207
0.5549 2.52 -0.8699 1.3818 0.7904
2.3211 2.53 -0.8699 1.9771 0.7746
1.5418 2.54 -1.0165 1.7128 -0.1458
0.4769 2.55 -1.0368 1.3786 -1.1067
1.9838 2.56 -1.2103 0.9303 -1.0557
1.7216 2.57 -1.3288 0.9642 -0.027
0.2029 2.58 -1.6098 1.54 0.9901
1.7635 2.59 -1.8468 2.5392 1.074
1.5979 2.6 -1.8354 2.6194 0.4279
-0.0692 2.61 -1.8992 2.3213 -0.2309
1.045 2.62 -2.0066 1.7887 -0.009
1.3966 2.63 -2.4245 0.5449 1.0339
-0.3775 2.64 -2.5265 -0.2086 2.2688
0.3417 2.65 -2.2386 -0.2821 2.326
1.1085 2.66 -2.0481 0.1626 1.4316
-0.6209 2.67 -1.8741 0.7257 0.8649
-0.2903 2.68 -1.8859 1.0087 0.9326
0.8672 2.69 -1.6888 0.7265 1.7586
-0.817 2.7 -1.4501 0.0322 2.6387
-0.9476 2.71 -1.0176 -0.4746 2.4895
0.5213 2.72 -0.6963 -0.5568 1.5643
-0.8281 2.73 -0.3664 0.1432 0.5568
-1.4054 2.74 -0.0198 1.3151 0.4356
0.1899 2.75 0.2744 2.0183 1.172
-0.896 2.76 0.5483 2.5309 1.5785
-1.8821 2.77 0.8246 2.1905 1.3874
-0.062 2.78 0.906 1.6583 0.2985
-0.6185 2.79 1.1039 0.9385 -0.7929
-1.9036 2.8 1.1332 1.0497 -0.8419
-0.188 2.81 1.1652 1.4187 -0.0375
-0.2512 2.82 1.2207 1.9962 0.7246
-1.5162 2.83 1.0951 2.405 0.476
-0.2662 2.84 0.9756 1.886 -0.456
0.2151 2.85 0.6729 0.7212 -1.316
-1.3446 2.86 0.5578 -0.2852 -0.9765
-0.229 2.87 0.3136 -0.9361 0.0439
0.6523 2.88 0.1212 -0.7916 0.9035
-0.8099 2.89 -0.0779 -0.1973 0.9418
-0.1398 2.9 -0.2207 0.4761 0.3382
1.075 2.91 -0.3972 0.8525 -0.2544
-0.3538 2.92 -0.4796 0.54 0.0773
-0.0532 2.93 -0.4617 -0.0481 1.2175
1.6398 2.94 -0.5497 -0.4507 2.3758
0.2371 2.95 -0.4886 -0.3076 2.0097
0.0147 2.96 -0.3987 0.4649 1.3084
1.5905 2.97 -0.277 1.4826 0.635
0.7516 2.98 -0.1056 2.2312 0.8544
0.0181 2.99 0.0456 2.5678 1.7937
1.7388 3.0 0.2267 1.7348 2.5555
1.1006 3.01 0.3367 1.0221 2.2029
-0.0532 3.02 0.5114 0.3206 1.0843
1.6722 3.03 0.6234 0.2871 0.1134
1.1693 3.04 0.6779 0.738 0.1019
-0.2023 3.05 0.732 1.2562 0.8537
1.2529 3.06 0.7348 1.1966 1.3378
1.2608 3.07 0.6127 0.5485 0.8766
-0.4242 3.08 0.5476 -0.3867 -0.2169
0.6145 3.09 0.3886 -1.4669 -1.0868
1.0477 3.1 0.1615 -1.6185 -1.0743
-0.7094 3.11 -0.0762 -1.4494 -0.2024
-0.0545 3.12 -0.3425 -0.541 0.4677
0.82 3.13 -0.6012 0.2227 0.2132
-0.8472 3.14 -0.7995 0.5527 -0.7064
-0.7803 3.15 -1.152 0.2758 -1.3804
0.521 3.16 -1.4691 -0.2433 -1.0168
-1.214 3.17 -1.4952 -0.6121 0.1
-1.3011 3.18 -1.742 -0.327 1.0829
0.0879 3.19 -1.7052 0.519 0.9637
-1.1873 3.2 -1.7357 1.3773 0.1756
-1.9913 3.21 -1.8007 1.9939 -0.3019
-0.271 3.22 -1.6949 1.7351 0.1429
-1.2921 3.23 -1.4463 0.8919 1.2691
-2.4063 3.24 -1.4464 -0.12 2.042
-0.6575 3.25 -1.2147 -0.7969 2.0551
-1.0277 3.26 -0.8835 -0.7601 1.1041
-2.3502 3.27 -0.5358 -0.3934 0.4358
-0.8382 3.28 -0.2524 0.0283 0.7076
-0.8065 3.29 0.0436 0.0003 1.4666
-2.2015 3.3 0.3097 -0.6544 2.3591
-0.842 3.31 0.5646 -1.4832 1.5462
-0.3468 3.32 0.8269 -2.2031 0.5051
-1.9617 3.33 0.9823 -2.1593 -0.2885
-1.014 3.34 1.0178 -1.7159 -0.2102
0.0885 3.35 1.1281 -0.6717 0.5519
-1.4813 3.36 1.2306 0.1234 0.9345
-0.8388 3.37 1.0343 0.3974 0.456
0.4713 3.38 1.0406 0.0572 -0.7394
-0.9377 3.39 1.0158 -0.5477 -1.5061
-0.7622 3.4 0.7825 -0.8453 -1.2223
0.9541 3.41 0.7086 -0.4975 -0.4087
-0.343 3.42 0.6457 0.2142 0.2374
-0.6314 3.43 0.5348 0.8811 -0.0784
1.1839 3.44 0.3927 1.2311 -1.0051
0.2242 3.45 0.3865 0.7597 -1.661
-0.5685 3.46 0.3429 -0.302 -0.9371
1.2599 3.47 0.4284 -1.3837 0.1319
0.6217 3.48 0.4941 -2.092 0.9239
-0.5715 3.49 0.6078 -1.8795 0.8417
1.0575 3.5 0.8315 -1.4119 0.0116
0.9126 3.51 0.9952 -0.7619 -0.4297
-0.5893 3.52 1.2344 -0.8323 0.1493
0.6925 3.53 1.4316 -1.4669 1.2372
1.0164 3.54 1.6832 -2.319 1.9649
-0.7553 3.55 1.8748 -2.4187 1.6293
0.1751 3.56 2.2333 -2.285 0.7716
0.9478 3.57 2.5727 -1.6145 0.1349
-1.0153 3.58 2.4641 -0.4825 0.4531
-0.4629 3.59 2.4196 0.3428 1.3909
0.5843 3.6 2.4225 0.4069 1.9276
-1.221 3.61 2.6511 -0.0269 1.3251
-1.0516 3.62 2.419 -0.596 0.0174
0.2403 3.63 2.6287 -1.0088 -0.7587
-1.2649 3.64 2.3642 -0.664 -0.5742
-1.5902 3.65 2.0118 -0.0985 0.2063
-0.2065 3.66 1.9875 0.4239 0.5937
-1.5077 3.67 1.3872 0.4756 -0.0552
-2.2561 3.68 1.144 -0.21 -1.1891
-0.6474 3.69 0.9445 -1.2721 -1.7838
-1.4732 3.7 0.6512 -2.0449 -1.4505
-2.772 3.71 0.3722 -2.8187 -0.5206
-1.0357 3.72 0.1142 -2.3682 0.0332
-1.2665 3.73 -0.0826 -1.661 -0.3263
-2.774 3.74 -0.2402 -1.1687 -1.1872
-1.2131 3.75 -0.3343 -1.0821 -1.5314
-1.1592 3.76 -0.3469 -1.5812 -1.0949
-2.7726 3.77 -0.3351 -2.1324 0.1816
-1.3825 3.78 -0.3142 -2.2585 0.8467
-0.8159 3.79 -0.1834 -1.8462 0.6116
-2.5907 3.8 -0.0428 -0.7941 -0.1548
-1.5618 3.81 0.1118 0.1946 -0.4578
-0.4349 3.82 0.317 0.8604 0.1582
-1.8545 3.83 0.4919 0.6891 1.3561
-1.4352 3.84 0.6664 0.0661 1.6906
-0.0169 3.85 0.8094 -0.6403 1.3387
-1.254 3.86 0.8181 -0.9791 0.3462
-1.3299 3.87 1.0095 -0.7614 -0.1815
0.3262 3.88 1.0718 -0.241 0.2247
-0.7367 3.89 1.0226 0.1711 1.1242
-1.1082 3.9 1.0175 0.0157 1.4225
0.5529 3.91 0.8269 -0.8136 0.7405
-0.1547 3.92 0.7573 -1.697 -0.4855
-0.9762 3.93 0.5068 -2.6002 -1.2249
0.6592 3.94 0.3304 -2.8221 -0.9692
0.3119 3.95 0.187 -2.1021 -0.1088
-0.8998 3.96 0.004 -1.3432 0.1618
0.6051 3.97 -0.1589 -0.538 -0.5721
0.661 3.98 -0.2718 -0.4817 -1.7168
-0.9503 3.99 -0.3934 -0.9095 -1.9755
0.3406 4.0 -0.4405 -1.213 -1.6699
0.7317 4.01 -0.438 -1.3502 -0.5886
-0.9569 4.02 -0.333 -0.8489 -0.1644
-0.0891 4.03 -0.2543 0.137 -0.6538
0.6743 4.04 -0.0874 1.1245 -1.591
-1.0439 4.05 0.1358 1.357 -1.8176
-0.6058 4.06 0.4229 1.1774 -0.9693
0.5324 4.07 0.6095 0.2678 0.2153
-1.1134 4.08 0.8957 -0.5799 0.9294
-1.3444 4.09 1.3081 -0.9059 0.473
0.1074 4.1 1.6376 -0.7247 -0.3578
-1.4259 4.11 1.7148 -0.1609 -0.5948
-1.822 4.12 1.9856 0.179 0.1402
-0.3305 4.13 2.4874 -0.0447 1.3142
-1.373 4.14 2.3574 -0.7813 1.7316
-2.5014 4.15 2.6122 -1.7524 0.9715
-0.829 4.16 2.565 -2.0474 -0.0135
-1.5666 4.17 2.4061 -1.9896 -0.5018
-2.8972 4.18 2.8194 -1.1375 -0.0103
-1.16 4.19 2.4642 -0.1985 0.786
-1.4521 4.2 2.3337 0.5109 0.9862
-2.9818 4.21 2.2204 0.5803 0.1541
-1.7463 4.22 1.8703 0.1786 -1.0034
-1.373 4.23 1.5529 -0.2952 -1.6947
-2.9493 4.24 1.5085 -0.291 -1.2866
-1.8094 4.25 1.1665 0.2625 -0.3902
-1.0735 4.26 0.8672 1.2567 -0.2149
-2.6329 4.27 0.7549 2.0024 -1.0452
-1.7825 4.28 0.6474 1.9086 -1.8603
-0.7073 4.29 0.5259 1.2516 -2.5188
-2.343 4.3 0.4754 0.3476 -1.7317
-2.0583 4.31 0.4757 -0.4995 -0.7858
-0.336 4.32 0.4697 -0.7653 -0.2962
-1.5181 4.33 0.6132 -0.4739 -0.913
-1.6826 4.34 0.6394 0.1141 -1.7696
-0.0076 4.35 0.7352 0.48 -1.5986
-0.8776 4.36 0.9172 0.2129 -0.9529
-1.6086 4.37 1.1158 -0.4815 0.3157
0.245 4.38 1.233 -1.1976 0.8544
-0.3516 4.39 1.2998 -1.3078 0.2925
-1.2474 4.4 1.1594 -1.0195 -0.5371
0.3648 4.41 1.2419 0.0651 -0.6161
0.2166 4.42 1.2867 1.1636 0.1109
-1.0797 4.43 1.2107 1.5841 1.1572
0.3491 4.44 0.9666 1.6135 1.524
0.5513 4.45 0.7394 1.2564 0.6755
-0.9356 4.46 0.6241 0.6768 -0.3939
0.1973 4.47 0.2968 0.6718 -0.7811
0.8653 4.48 0.0318 1.1375 -0.2495
-0.9218 4.49 -0.2932 1.6948 0.4838
-0.1566 4.5 -0.6271 2.1515 0.5309
0.7248 4.51 -0.8483 2.341 -0.3646
-0.9292 4.52 -1.0675 1.3631 -1.6943
-0.6043 4.53 -1.3118 0.2605 -2.1262
0.6303 4.54 -1.6211 -0.5716 -1.6243
-1.0626 4.55 -1.6501 -0.7272 -0.6566
-1.2075 4.56 -1.8459 -0.1903 -0.5327
0.2236 4.57 -1.9014 0.4702 -1.2772
-1.1406 4.58 -1.8169 0.758 -2.5983
-1.6534 4.59 -1.6887 0.6821 -2.3711
-0.2396 4.6 -1.4515 0.0527 -1.9531
-1.1716 4.61 -1.3776 -0.5076 -0.7504
-2.2829 4.62 -1.0508 -0.4579 -0.4184
-0.8003 4.63 -0.744 0.1579 -1.0675
-1.1912 4.64 -0.553 1.2353 -1.825
-2.7751 4.65 -0.2611 2.3555 -1.7736
-1.1963 4.66 0.0019 2.8034 -0.707
-1.1486 4.67 0.2341 2.1487 0.3802
-2.5896 4.68 0.3866 1.7899 0.7186
-1.751 4.69 0.5411 1.1536 0.1565
-1.1654 4.7 0.6754 1.042 -0.7181
-3.0061 4.71 0.6437 1.3338 -0.6739
-1.9444 4.72 0.6661 1.9622 0.0823
-0.9467 4.73 0.592 2.0382 0.942
-2.6962 4.74 0.5551 1.9961 1.2108
-1.9655 4.75 0.4016 0.8466 0.2631
-0.8045 4.76 0.2855 -0.1742 -0.7431
-2.0572 4.77 0.1148 -0.8436 -1.1934
-1.8978 4.78 -0.0437 -0.6717 -0.452
-0.4538 4.79 -0.2123 -0.0409 0.2101
-1.4607 4.8 -0.3462 0.792 0.1481
-1.9676 4.81 -0.4081 1.1222 -0.8355
-0.1094 4.82 -0.5315 0.9972 -1.8547
-1.0196 4.83 -0.4595 0.4493 -2.5416
-1.6271 4.84 -0.5058 0.0377 -1.8052
0.1467 4.85 -0.4097 0.1695 -0.811
-0.2913 4.86 -0.2687 0.9556 -0.8238
-1.2457 4.87 -0.155 1.9309 -1.6358
0.3311 4.88 0.0412 2.7085 -2.7363
0.2886 4.89 0.2517 2.7802 -2.8167
-1.0347 4.9 0.411 2.1894 -1.8245
0.396 4.91 0.6611 1.2811 -0.7351
0.772 4.92 0.8167 0.7385 -0.4821
-0.9057 4.93 1.0583 0.5608 -1.1545
0.2727 4.94 1.1397 0.9697 -1.7417
0.9728 4.95 1.3526 1.3458 -1.7451
-0.6718 4.96 1.1669 1.6735 -0.5916
-0.0257 4.97 1.252 0.9612 0.4729
1.1686 4.98 1.2235 0.0964 0.6556
-0.5632 4.99 1.1122 -0.8562 0.0002
-0.456 5.0 0.8742 -1.1981 -0.7462
0.9716 5.01 0.5228 -0.9144 -0.7324
-0.561 5.02 0.2842 -0.0039 0.0713
-0.8551 5.03 -0.0323 0.8487 1.0149
0.5296 5.04 -0.3304 1.2279 0.9174
-0.5849 5.05 -0.6908 1.0914 -0.0872
-1.403 5.06 -1.1096 0.4913 -1.0467
0.1076 5.07 -1.2449 0.1659 -1.4026
-0.7172 5.08 -1.5672 0.3631 -0.625
-1.8858 5.09 -1.7409 1.0865 -0.0337
-0.4284 5.1 -1.8477 1.8221 -0.2266
-0.8437 5.11 -2.3251 2.3294 -1.277
-2.1685 5.12 -2.3987 2.448 -2.2661
-0.9052 5.13 -2.1301 1.4239 -2.4867
-0.7955 5.14 -2.337 0.5084 -1.675
-2.3327 5.15 -1.9703 -0.2534 -0.9755
-1.4232 5.16 -1.8402 -0.3666 -0.9798
-0.7651 5.17 -1.7256 0.0515 -1.8976
-2.3334 5.18 -1.7187 0.5374 -2.6929
-1.881 5.19 -1.551 0.514 -2.7329
-0.6813 5.2 -1.2804 0.0412 -1.5429
-2.466 5.21 -1.1054 -0.7373 -0.6428
-2.0893 5.22 -1.0128 -1.4258 -0.4334
-0.5291 5.23 -0.9251 -1.5828 -1.2384
-2.0381 5.24 -0.9084 -1.0622 -1.5977
-1.8394 5.25 -0.9838 -0.0194 -1.3693
-0.2694 5.26 -1.0013 0.8338 -0.3776
-1.2669 5.27 -1.1235 1.1829 0.56
-1.8772 5.28 -1.2604 0.8041 0.7374
0.0159 5.29 -1.3525 0.2743 -0.1304
-0.6747 5.3 -1.4615 -0.0735 -0.8388
-1.5882 5.31 -1.7873 0.0862 -0.7202
0.2554 5.32 -1.6868 0.7588 0.0751
-0.025 5.33 -1.98 1.3515 0.8317
-1.0723 5.34 -2.3408 1.5896 0.6264
0.5044 5.35 -2.0312 1.2015 -0.4493
0.6625 5.36 -2.134 0.2138 -1.4195
-0.7729 5.37 -2.5222 -0.8642 -1.4152
0.5139 5.38 -2.0645 -1.3482 -0.8334
1.0114 5.39 -2.0521 -1.3084 -0.2474
-0.4982 5.4 -1.9681 -0.9208 -0.5149
0.4771 5.41 -1.9454 -0.412 -1.5921
1.5627 5.42 -1.4412 -0.3177 -2.8903
-0.2079 5.43 -1.2567 -0.7892 -2.8352
0.3003 5.44 -0.8737 -1.6718 -1.8784
1.5211 5.45 -0.5686 -2.123 -1.0123
-0.0431 5.46 -0.3351 -2.0279 -1.2538
-0.0251 5.47 -0.0111 -1.1222 -2.2147
1.2829 5.48 0.2507 0.0266 -2.5858
0.032 5.49 0.4963 0.7561 -2.6952
-0.4569 5.5 0.6422 0.9805 -1.4514
