#y3 y4 y2 time y1
-0.144 0.9735 0.9604 0.61 -0.6994
-0.4118 0.8423 1.2041 0.62 -0.5258
-0.6432 0.8195 1.5073 0.63 -0.2721
-0.7451 0.7608 1.6602 0.64 -0.1043
-0.6203 0.7432 1.9058 0.65 0.1029
-0.4545 0.8772 2.3556 0.66 0.3036
-0.1913 1.0005 2.3498 0.67 0.536
0.1341 1.0821 2.64 0.68 0.7082
0.4999 1.2683 2.5844 0.69 0.8998
0.7468 1.3402 2.8048 0.7 1.0092
0.9627 1.2858 2.2691 0.71 1.0399
1.0407 1.4175 2.1762 0.72 1.1727
0.8693 1.2985 1.9351 0.73 1.1289
0.7764 1.308 1.7427 0.74 1.1363
0.4939 1.1573 1.5937 0.75 1.1094
0.1502 0.8827 1.198 0.76 1.0823
-0.2404 0.644 0.9184 0.77 1.0076
-0.5706 0.3585 0.7625 0.78 0.9085
-0.8672 0.0128 0.6962 0.79 0.7535
-1.0534 -0.3584 0.7485 0.8 0.5574
-0.9657 -0.6897 0.9143 0.81 0.426
-0.9839 -1.0043 1.0432 0.82 0.3096
-0.6224 -1.2785 1.1578 0.83 0.1723
-0.3322 -1.2153 1.5726 0.84 0.0623
0.0421 -1.4497 1.7059 0.85 -0.0271
0.4497 -1.292 2.0384 0.86 -0.0767
0.7268 -1.4057 2.4225 0.87 -0.1041
0.9891 -1.2007 2.6235 0.88 -0.0999
1.1078 -0.7627 2.7146 0.89 -0.062
1.0999 -0.5674 2.9925 0.9 0.0197
0.9811 -0.1535 2.6545 0.91 0.1242
0.7793 0.1907 2.5351 0.92 0.2567
0.4577 0.584 2.1054 0.93 0.4372
0.1199 0.8145 1.9649 0.94 0.6416
-0.1733 1.0884 1.6698 0.95 0.7388
-0.3627 1.4727 1.3524 0.96 0.9641
-0.5307 1.5483 1.1802 0.97 1.2442
-0.4573 1.5053 0.9783 0.98 1.3037
-0.3226 1.4647 0.8381 0.99 1.4152
-0.0469 1.4615 0.6125 1.0 1.7302
0.3375 1.3616 0.6332 1.01 1.7311
0.7499 1.1498 0.7218 1.02 1.9291
1.2173 0.8 0.8457 1.03 1.9251
1.3892 0.5972 1.1197 1.04 1.8475
1.7684 0.3153 1.4607 1.05 1.803
1.971 0.1111 1.5775 1.06 1.6223
2.0188 -0.066 1.9661 1.07 1.7465
1.8224 -0.1926 2.013 1.08 1.3108
1.6298 -0.2706 2.3912 1.09 1.229
1.4147 -0.3396 2.6762 1.1 1.0213
1.0084 -0.3023 2.3941 1.11 0.707
0.7784 -0.2084 2.4078 1.12 0.4805
0.5271 -0.0996 2.1147 1.13 0.1854
0.3817 0.0267 2.1759 1.14 -0.097
0.4089 0.1473 2.0066 1.15 -0.3949
0.6389 0.2582 1.5091 1.16 -0.679
0.8044 0.3364 1.2893 1.17 -0.9021
1.127 0.2957 0.8864 1.18 -1.0986
1.6199 0.2951 0.7036 1.19 -1.2598
2.1235 0.1633 0.5247 1.2 -1.3532
2.1967 -0.0341 0.3738 1.21 -1.6285
2.5784 -0.3115 0.3521 1.22 -1.6055
2.5077 -0.5559 0.3411 1.23 -1.4876
2.9884 -0.8853 0.456 1.24 -1.5786
2.6315 -1.3218 0.6691 1.25 -1.5572
2.2389 -1.7378 0.991 1.26 -1.3563
1.845 -1.8159 1.2424 1.27 -1.5084
1.6673 -2.4626 1.475 1.28 -1.2849
1.3187 -2.4436 1.5765 1.29 -1.0802
1.0287 -2.7947 1.7648 1.3 -1.1302
0.8924 -2.5238 1.945 1.31 -1.0173
0.8979 -2.5399 2.3101 1.32 -0.9548
1.0054 -2.6149 2.1512 1.33 -0.7455
1.0945 -2.4258 1.985 1.34 -0.8098
1.4429 -2.2099 1.8126 1.35 -0.6802
1.9749 -1.8429 1.3476 1.36 -0.6991
2.0643 -1.4 1.088 1.37 -0.7698
2.5186 -1.1382 0.8854 1.38 -0.8419
2.5865 -0.7053 0.5945 1.39 -1.0885
2.4759 -0.333 0.2784 1.4 -1.0308
2.4464 -0.0481 0.069 1.41 -1.2165
2.1861 0.1754 -0.0763 1.42 -1.5759
1.9693 0.3188 -0.1242 1.43 -1.6573
1.8179 0.3807 -0.0968 1.44 -1.744
1.3458 0.3927 0.0017 1.45 -2.2018
0.8843 0.2632 0.1875 1.46 -2.4202
0.6028 0.1326 0.4481 1.47 -2.5209
0.3936 -0.0432 0.6625 1.48 -2.4686
0.292 -0.2686 0.9363 1.49 -2.8804
0.3457 -0.4729 1.3227 1.5 -2.5311
0.5332 -0.6167 1.2858 1.51 -2.6841
0.7821 -0.7544 1.4903 1.52 -2.6418
1.1257 -0.8985 1.6171 1.53 -2.5416
1.3562 -0.9544 1.7196 1.54 -2.6611
1.5067 -1.0881 1.4012 1.55 -2.4903
1.7071 -0.9165 1.3073 1.56 -2.1903
1.8944 -0.8569 1.0381 1.57 -1.8884
1.7849 -0.7684 0.8177 1.58 -1.9168
1.4944 -0.562 0.4578 1.59 -1.6101
1.1339 -0.364 0.1461 1.6 -1.4098
0.5642 -0.2547 -0.1495 1.61 -1.0583
0.186 -0.1056 -0.3445 1.62 -0.7211
-0.2143 -0.0096 -0.5446 1.63 -0.4294
-0.5114 0.0212 -0.5617 1.64 -0.2338
-0.8392 -0.0164 -0.5392 1.65 0.008
-0.9646 -0.1201 -0.4955 1.66 0.2164
-0.8788 -0.2938 -0.3612 1.67 0.348
-0.6621 -0.5099 -0.091 1.68 0.4908
-0.3929 -0.8336 0.1533 1.69 0.6544
-0.1213 -1.0817 0.4515 1.7 0.648
0.1861 -1.6287 0.7049 1.71 0.6604
0.3782 -1.8793 0.9604 1.72 0.5909
0.616 -2.3306 0.9975 1.73 0.6227
0.6345 -2.5061 1.1233 1.74 0.5054
0.4934 -2.5921 1.1253 1.75 0.3772
0.2679 -2.6128 1.1607 1.76 0.2394
-0.0534 -2.6281 0.9379 1.77 0.1177
-0.4098 -2.4761 0.6741 1.78 -0.0291
-0.9311 -2.6519 0.4167 1.79 -0.1739
-1.141 -2.2618 0.0809 1.8 -0.2705
-1.5494 -1.9806 -0.2465 1.81 -0.4058
-1.7567 -1.6975 -0.5424 1.82 -0.4363
-1.7232 -1.2191 -0.7999 1.83 -0.5538
-1.7044 -0.7238 -0.8989 1.84 -0.5054
-1.6041 -0.3585 -1.0001 1.85 -0.5193
-1.0915 -0.0304 -0.9587 1.86 -0.4549
-0.7927 0.2621 -0.9257 1.87 -0.4644
-0.5288 0.4568 -0.6883 1.88 -0.3338
-0.1802 0.6175 -0.5136 1.89 -0.1941
0.0159 0.7126 -0.2403 1.9 -0.0457
0.1044 0.7743 0.0264 1.91 0.1174
0.0551 0.7062 0.2768 1.92 0.2859
-0.1285 0.6403 0.5422 1.93 0.417
-0.3751 0.4976 0.6471 1.94 0.649
-0.7995 0.3051 0.8268 1.95 0.7884
-1.1586 0.1487 0.7688 1.96 0.9128
-1.4521 0.0152 0.7684 1.97 1.0555
-1.5343 -0.0793 0.6693 1.98 1.1912
-1.6176 -0.1419 0.4212 1.99 1.2401
-1.7376 -0.1223 0.1449 2.0 1.2638
-1.6865 -0.0735 -0.1719 2.01 1.1585
-1.3887 0.0405 -0.4709 2.02 0.9829
-1.1124 0.2037 -0.7345 2.03 0.9738
-0.5927 0.3595 -1.0633 2.04 0.838
-0.2383 0.6449 -1.1142 2.05 0.6528
0.12 0.8143 -1.1378 2.06 0.4178
0.3418 0.9759 -1.224 2.07 0.1975
0.5271 1.2143 -1.1823 2.08 -0.0408
0.5135 1.3319 -1.0354 2.09 -0.3014
0.3286 1.324 -0.8098 2.1 -0.4807
0.0986 1.2621 -0.5333 2.11 -0.6887
-0.2108 1.2198 -0.2273 2.12 -0.9927
-0.5312 0.9973 0.0709 2.13 -1.0748
-0.7792 0.7741 0.3354 2.14 -1.1567
-1.0069 0.4499 0.5411 2.15 -1.3039
-1.2549 0.0783 0.6448 2.16 -1.3453
-1.1244 -0.2473 0.7528 2.17 -1.39
-1.0063 -0.5538 0.6373 2.18 -1.3833
-0.6669 -0.942 0.4776 2.19 -1.5042
-0.3546 -1.1524 0.3436 2.2 -1.3669
0.0688 -1.3684 0.078 2.21 -1.2056
0.4437 -1.5795 -0.1899 2.22 -1.0284
0.7391 -1.4483 -0.4683 2.23 -0.7966
1.0915 -1.251 -0.7482 2.24 -0.5715
1.2012 -1.2624 -0.9884 2.25 -0.3573
1.0687 -1.0434 -1.1226 2.26 -0.1071
0.9343 -0.7007 -1.3623 2.27 0.1031
0.8163 -0.2797 -1.1923 2.28 0.3533
0.4078 0.1015 -1.2828 2.29 0.5075
0.0708 0.5294 -1.1419 2.3 0.7147
-0.2653 0.8052 -0.7652 2.31 0.8736
-0.5298 1.2585 -0.5214 2.32 0.9718
-0.668 1.3816 -0.2672 2.33 1.1032
-0.5901 1.5823 0.0177 2.34 1.0762
-0.5145 1.6288 0.31 2.35 1.0282
-0.2746 1.7784 0.5311 2.36 0.9914
0.0429 1.7335 0.6342 2.37 0.974
0.4388 1.7798 0.7396 2.38 0.9171
0.7362 1.7294 0.6695 2.39 0.8484
1.0446 1.4315 0.6595 2.4 0.7882
1.2171 1.2113 0.4251 2.41 0.71
1.1841 1.0972 0.1871 2.42 0.5244
1.2144 0.9981 -0.0782 2.43 0.5142
1.0898 1.0613 -0.4005 2.44 0.4025
0.77 0.9148 -0.7121 2.45 0.2947
0.3559 0.8853 -0.8275 2.46 0.3009
-0.0488 1.0993 -1.1686 2.47 0.2805
-0.4118 1.2169 -1.1109 2.48 0.3167
-0.7551 1.4001 -1.1657 2.49 0.3325
-0.9692 1.533 -1.1526 2.5 0.4173
-1.06 1.8885 -0.9208 2.51 0.6414
-0.9212 1.9519 -0.7005 2.52 0.7661
-0.7051 2.2259 -0.4542 2.53 0.9798
-0.4095 2.063 -0.1732 2.54 1.1053
-0.1242 2.2194 0.1157 2.55 1.336
0.1587 2.0901 0.4321 2.56 1.5169
0.379 2.335 0.6333 2.57 1.6695
0.5802 1.996 0.8879 2.58 1.8858
0.5745 1.636 0.8096 2.59 2.3555
0.4988 1.4681 0.945 2.6 2.3243
0.2357 1.1521 0.7722 2.61 2.5303
-0.1276 0.7294 0.6424 2.62 2.5977
-0.5699 0.3191 0.4007 2.63 2.6218
-1.0027 -0.036 0.1832 2.64 2.9577
-1.2443 -0.4039 -0.1217 2.65 3.2017
-1.7784 -0.7151 -0.3811 2.66 2.6306
-1.9187 -0.8941 -0.6673 2.67 2.7971
-2.0837 -1.023 -0.8932 2.68 2.7139
-2.0394 -0.9719 -0.8447 2.69 2.4471
-1.8176 -0.9664 -0.9404 2.7 2.569
-1.5307 -0.8851 -0.9447 2.71 2.2105
-1.196 -0.684 -0.7311 2.72 1.933
-0.9739 -0.3898 -0.5724 2.73 1.6344
-0.6929 -0.0913 -0.3117 2.74 1.4804
-0.4655 0.2534 0.0037 2.75 1.2059
-0.5223 0.6148 0.313 2.76 0.8033
-0.6301 0.8461 0.6022 2.77 0.558
-0.8542 1.1271 0.9223 2.78 0.4209
-1.2628 1.252 1.0344 2.79 0.241
-1.6908 1.3858 1.2052 2.8 0.0675
-2.119 1.4052 1.1124 2.81 -0.0501
-2.403 1.5605 1.0098 2.82 -0.1446
-2.7116 1.5672 0.858 2.83 -0.1789
-2.7771 1.4631 0.6667 2.84 -0.205
-3.0275 1.1266 0.4753 2.85 -0.1901
-2.5309 1.0234 0.1945 2.86 -0.1246
-2.4569 0.8817 -0.0958 2.87 -0.0568
-2.4706 0.5994 -0.3207 2.88 0.0194
-2.0909 0.4885 -0.5533 2.89 0.1222
-1.591 0.4393 -0.6431 2.9 0.1885
-1.2393 0.3715 -0.8024 2.91 0.2728
-1.147 0.4235 -0.6671 2.92 0.359
-0.9162 0.4641 -0.5427 2.93 0.4208
-0.9991 0.6043 -0.3335 2.94 0.4642
-1.2709 0.736 -0.1084 2.95 0.4787
-1.4548 0.9128 0.1719 2.96 0.4334
-1.9879 1.0804 0.4589 2.97 0.3956
-2.3913 1.2693 0.8444 2.98 0.3565
-2.5298 1.475 0.987 2.99 0.2076
-2.8683 1.6397 1.1682 3.0 0.0606
-2.6064 1.4883 1.3416 3.01 -0.1104
-3.0011 1.5903 1.476 3.02 -0.2928
-2.8121 1.4554 1.2641 3.03 -0.5383
-2.3868 1.1606 1.2612 3.04 -0.6998
-2.042 0.8902 0.9177 3.05 -0.9886
-1.5525 0.5522 0.7047 3.06 -1.2195
-1.1583 0.1802 0.3943 3.07 -1.495
-0.9223 -0.2251 0.1202 3.08 -1.4441
-0.6907 -0.7227 -0.1417 3.09 -1.8957
-0.502 -0.982 -0.3733 3.1 -1.8512
-0.5001 -1.3163 -0.5192 3.11 -1.9774
-0.6432 -1.6219 -0.5132 3.12 -2.0799
-0.8076 -1.9511 -0.5168 3.13 -2.1296
-1.2032 -2.0049 -0.413 3.14 -1.8708
-1.5452 -2.3088 -0.2538 3.15 -2.1125
-1.7911 -1.9773 -0.0231 3.16 -1.7626
-2.0238 -2.0777 0.2671 3.17 -1.5763
-1.8343 -1.8764 0.5042 3.18 -1.6687
-2.108 -1.5143 0.8742 3.19 -1.2403
-1.8311 -1.2283 1.0824 3.2 -1.0127
-1.5103 -0.9197 1.1674 3.21 -0.9352
-1.1396 -0.7369 1.2764 3.22 -0.6354
-0.6638 -0.4428 1.5148 3.23 -0.3618
-0.2465 -0.2339 1.3303 3.24 -0.1537
0.1399 -0.0638 1.248 3.25 0.051
0.3846 0.0386 1.1505 3.26 0.2286
0.5699 0.0751 0.8448 3.27 0.3509
0.505 0.0385 0.565 3.28 0.4595
0.3947 -0.0455 0.2165 3.29 0.5299
0.1901 -0.1873 -0.0582 3.3 0.6752
-0.0906 -0.3081 -0.2886 3.31 0.6493
-0.4136 -0.5495 -0.4775 3.32 0.542
-0.7112 -0.7221 -0.5855 3.33 0.5215
-0.864 -0.749 -0.5611 3.34 0.4532
-0.9132 -0.9877 -0.4465 3.35 0.2767
-0.9544 -0.9129 -0.3173 3.36 0.1516
-0.842 -0.8757 -0.1103 3.37 -0.0003
-0.4526 -0.8716 0.1566 3.38 -0.1805
-0.1423 -0.7823 0.4951 3.39 -0.3631
0.2547 -0.5464 0.6934 3.4 -0.452
0.6911 -0.3431 1.0089 3.41 -0.5965
0.9129 -0.0965 1.2188 3.42 -0.6768
1.2105 0.1378 1.3797 3.43 -0.7644
1.3327 0.3232 1.3661 3.44 -0.8514
1.1588 0.4556 1.3757 3.45 -0.8797
1.0314 0.5826 1.2772 3.46 -0.9741
0.851 0.691 0.9779 3.47 -0.8448
0.4963 0.577 0.7422 3.48 -0.7803
0.1232 0.461 0.4242 3.49 -0.7259
-0.2094 0.2619 0.11 3.5 -0.6668
-0.4419 -0.0093 -0.1556 3.51 -0.5131
-0.5991 -0.3497 -0.4474 3.52 -0.3804
-0.6817 -0.724 -0.5917 3.53 -0.2228
-0.4677 -1.1783 -0.7378 3.54 -0.0767
-0.257 -1.3907 -0.8137 3.55 0.0643
0.0325 -1.9419 -0.7767 3.56 0.1923
0.3536 -2.3355 -0.5341 3.57 0.2778
0.6887 -2.5025 -0.3494 3.58 0.3554
1.0534 -2.9598 -0.1071 3.59 0.4445
1.2047 -3.0646 0.1702 3.6 0.4629
1.3261 -2.8969 0.4715 3.61 0.3888
1.2223 -2.5627 0.6895 3.62 0.3108
0.8654 -2.6131 0.8146 3.63 0.194
0.6289 -2.2565 1.0823 3.64 0.0689
0.2005 -2.3354 1.0578 3.65 -0.1
-0.2282 -1.965 0.9582 3.66 -0.3321
-0.6243 -1.3793 0.8875 3.67 -0.55
-0.9134 -1.25 0.7326 3.68 -0.7549
-1.1673 -0.9214 0.4886 3.69 -1.1051
-1.0727 -0.6723 0.1591 3.7 -1.2523
-1.0617 -0.515 -0.1492 3.71 -1.6069
-0.8926 -0.426 -0.5046 3.72 -1.8926
-0.5712 -0.3911 -0.7275 3.73 -2.0478
-0.206 -0.44 -1.0263 3.74 -2.2121
0.0982 -0.5005 -1.1859 3.75 -2.5663
0.3168 -0.5451 -1.2456 3.76 -2.6302
0.5262 -0.6532 -1.1533 3.77 -2.6171
0.5288 -0.8341 -0.9149 3.78 -2.7018
0.4576 -0.9161 -0.8165 3.79 -2.379
0.1927 -0.9791 -0.5949 3.8 -2.4535
-0.1279 -1.0226 -0.3022 3.81 -2.568
-0.5582 -0.9778 -0.0303 3.82 -2.4683
-0.9142 -0.9151 0.2307 3.83 -2.2189
-1.2954 -0.6862 0.4621 3.84 -2.0221
-1.5048 -0.5957 0.5175 3.85 -1.8418
-1.5809 -0.2848 0.678 3.86 -1.4858
-1.7514 -0.0127 0.6496 3.87 -1.3549
-1.4937 0.2681 0.4878 3.88 -1.0322
-1.3035 0.6228 0.271 3.89 -0.786
-1.1376 0.8931 0.0344 3.9 -0.6399
-0.7135 1.0668 -0.2442 3.91 -0.506
-0.4043 1.1061 -0.6073 3.92 -0.4024
-0.1438 1.1469 -0.9706 3.93 -0.2638
0.0437 1.3571 -1.2221 3.94 -0.2162
0.1261 1.0758 -1.2685 3.95 -0.1622
0.0511 0.9088 -1.5609 3.96 -0.1626
-0.1239 0.7159 -1.4808 3.97 -0.176
-0.4015 0.3456 -1.4897 3.98 -0.2149
-0.7297 0.0165 -1.5104 3.99 -0.2943
-1.1061 -0.3395 -1.3577 4.0 -0.4118
-1.3507 -0.6727 -1.168 4.01 -0.5209
-1.771 -1.1345 -0.8361 4.02 -0.5378
-1.8956 -1.3184 -0.6173 4.03 -0.7091
-1.5917 -1.7309 -0.3368 4.04 -0.775
-1.5085 -1.7514 -0.1361 4.05 -0.8441
-1.2462 -1.9948 0.0282 4.06 -0.7889
-1.0145 -1.8735 0.0983 4.07 -0.7586
-0.5831 -1.8046 0.0823 4.08 -0.8178
-0.1245 -1.6623 -0.0115 4.09 -0.7326
0.1918 -1.2175 -0.1746 4.1 -0.5689
0.4856 -0.9639 -0.4012 4.11 -0.4665
0.6285 -0.6388 -0.7668 4.12 -0.2841
0.5559 -0.3691 -1.0219 4.13 -0.105
0.4143 -0.0898 -1.4949 4.14 0.1189
0.2032 0.168 -1.577 4.15 0.3524
-0.0874 0.3813 -1.8305 4.16 0.6775
-0.4333 0.5089 -2.064 4.17 1.0121
-0.6916 0.6701 -2.2413 4.18 1.2689
-0.8842 0.6028 -2.2137 4.19 1.5074
-0.9482 0.5689 -2.0863 4.2 1.7223
-0.7967 0.5201 -1.7625 4.21 2.0793
-0.6673 0.4752 -1.6204 4.22 2.2919
-0.3427 0.3524 -1.5196 4.23 2.4985
0.0761 0.2345 -1.0897 4.24 2.6572
0.5266 0.1603 -0.8331 4.25 2.3932
0.9116 0.0996 -0.6526 4.26 2.7623
1.3069 0.1076 -0.5258 4.27 2.4813
1.6267 0.1896 -0.3777 4.28 2.665
1.6327 0.2825 -0.3901 4.29 2.6108
1.8118 0.4828 -0.4323 4.3 2.4657
1.4988 0.7985 -0.6658 4.31 2.0279
1.4155 1.0021 -0.8547 4.32 2.012
1.1643 1.2916 -1.2025 4.33 1.6726
0.7527 1.5153 -1.5614 4.34 1.5573
0.4866 1.9939 -1.8424 4.35 1.4629
0.3193 2.3709 -2.2448 4.36 1.1841
0.2589 2.1922 -2.4704 4.37 0.9432
0.3393 2.3895 -2.2261 4.38 0.7331
0.4863 2.8591 -2.5091 4.39 0.6171
0.7994 2.8394 -2.3808 4.4 0.4216
1.1775 2.5907 -2.573 4.41 0.3546
1.7283 2.2023 -2.4682 4.42 0.3011
2.0001 2.1676 -2.093 4.43 0.2651
2.1926 1.5415 -1.7021 4.44 0.2945
2.4913 1.1654 -1.5584 4.45 0.318
2.5754 0.8042 -1.4219 4.46 0.3648
2.4708 0.5247 -1.0581 4.47 0.5084
2.327 0.1198 -0.8479 4.48 0.5553
2.3878 -0.1901 -0.757 4.49 0.6982
1.8973 -0.3945 -0.7848 4.5 0.8323
1.6703 -0.5669 -0.7428 4.51 0.9694
1.2597 -0.6207 -0.8987 4.52 1.1094
0.8968 -0.6187 -1.0327 4.53 1.0959
0.8087 -0.6245 -1.3869 4.54 1.3029
0.8129 -0.4375 -1.673 4.55 1.2241
0.9708 -0.244 -1.7959 4.56 1.2357
1.1548 0.0128 -2.1887 4.57 1.3756
1.4823 0.2474 -2.7539 4.58 1.2784
1.7839 0.5375 -2.7278 4.59 1.1465
2.3396 0.7648 -3.0292 4.6 1.0499
2.393 1.0265 -2.8824 4.61 0.9614
2.8519 1.0889 -2.6875 4.62 0.7349
2.9964 1.2654 -2.8054 4.63 0.6094
2.4195 1.2187 -2.5751 4.64 0.3755
2.6213 1.2825 -2.1894 4.65 0.1376
2.2551 1.0686 -1.7393 4.66 -0.072
1.8242 0.958 -1.4244 4.67 -0.2713
1.2141 0.7397 -1.2957 4.68 -0.453
0.9908 0.677 -0.9979 4.69 -0.5848
0.7245 0.4892 -0.9291 4.7 -0.7314
0.5236 0.4361 -0.7694 4.71 -0.865
0.4126 0.3902 -0.946 4.72 -1.068
0.4752 0.3354 -1.0261 4.73 -0.9804
0.7221 0.4036 -1.0721 4.74 -1.0855
0.944 0.493 -1.3578 4.75 -0.9449
1.3047 0.7428 -1.8088 4.76 -0.9347
1.5181 0.9902 -1.9895 4.77 -0.8345
1.9743 1.2532 -2.1679 4.78 -0.6405
1.941 1.6228 -2.3491 4.79 -0.3738
1.8751 1.8409 -2.6748 4.8 -0.2001
1.9199 2.0053 -2.737 4.81 0.0404
1.7072 2.5073 -2.7262 4.82 0.2971
1.3369 2.6553 -2.7583 4.83 0.5304
0.9434 2.3846 -2.6948 4.84 0.8002
0.4091 2.654 -2.3021 4.85 0.8978
0.0501 2.6472 -1.902 4.86 1.2789
-0.2515 2.1348 -1.7656 4.87 1.3133
-0.471 2.3057 -1.4591 4.88 1.4676
-0.4626 1.6298 -1.1368 4.89 1.4806
-0.3679 1.4325 -0.8733 4.9 1.7345
-0.1887 1.0145 -0.733 4.91 1.7858
0.0922 0.5139 -0.673 4.92 1.6811
0.4023 0.1301 -0.6215 4.93 1.6588
0.6477 -0.2304 -0.7035 4.94 1.6722
1.0102 -0.5724 -0.9965 4.95 1.4835
1.118 -0.8239 -1.2083 4.96 1.2599
1.1963 -0.9936 -1.4438 4.97 1.1199
1.1016 -1.1669 -1.8029 4.98 0.9573
0.8153 -1.0671 -1.8825 4.99 0.8657
0.4767 -1.1701 -1.9745 5.0 0.6158
0.1203 -1.0792 -2.4413 5.01 0.4526
-0.2827 -0.8772 -2.5265 5.02 0.3072
-0.6654 -0.63 -2.3476 5.03 0.234
-0.8865 -0.4532 -2.2133 5.04 0.1302
-1.0213 -0.2064 -2.0414 5.05 0.0652
-1.0602 -0.0614 -2.0315 5.06 0.035
-0.9208 0.0756 -1.7681 5.07 0.0364
-0.6044 0.1508 -1.3456 5.08 0.0673
-0.2897 0.1677 -1.1738 5.09 0.1369
0.0538 0.12 -0.779 5.1 0.1981
0.4031 0.0316 -0.626 5.11 0.3068
0.7145 -0.1178 -0.3573 5.12 0.4742
0.8813 -0.2638 -0.2773 5.13 0.5321
1.0566 -0.4336 -0.2295 5.14 0.7579
0.8961 -0.6656 -0.3102 5.15 0.8046
0.8482 -0.8686 -0.4048 5.16 0.8636
0.4897 -0.9259 -0.5838 5.17 0.9831
0.1726 -0.875 -0.9275 5.18 1.1941
-0.1713 -0.9405 -1.1641 5.19 1.1921
-0.4638 -0.9392 -1.3682 5.2 1.2328
-0.6255 -0.8054 -1.8067 5.21 1.0413
-0.7078 -0.5766 -1.9657 5.22 1.1639
-0.6678 -0.2904 -2.0723 5.23 0.9548
-0.5516 -0.0036 -2.0464 5.24 0.85
-0.2318 0.3109 -1.9073 5.25 0.6378
0.1264 0.5505 -1.6884 5.26 0.377
0.5196 0.9689 -1.3924 5.27 0.145
0.9459 1.0505 -1.3361 5.28 -0.145
1.2942 1.2298 -0.8592 5.29 -0.4032
1.6412 1.2406 -0.6463 5.3 -0.6743
1.707 1.2785 -0.2929 5.31 -1.0262
1.6567 1.1742 -0.0189 5.32 -1.3542
1.5858 1.0172 0.1852 5.33 -1.7134
1.1983 0.8779 0.3058 5.34 -1.767
0.8479 0.5546 0.3561 5.35 -2.0476
0.6165 0.144 0.3558 5.36 -2.191
0.308 -0.2711 0.2116 5.37 -2.2593
0.0982 -0.6392 0.033 5.38 -2.4135
0.0185 -1.1168 -0.1918 5.39 -2.4805
0.0637 -1.4462 -0.4465 5.4 -2.2956
0.253 -1.8308 -0.6997 5.41 -2.4508
0.4946 -2.0273 -0.9371 5.42 -2.6649
0.9254 -2.0644 -1.1905 5.43 -2.5165
1.2087 -2.064 -1.2849 5.44 -2.1154
1.6608 -2.2971 -1.3522 5.45 -2.2811
2.0774 -2.2618 -1.2805 5.46 -1.8237
2.2351 -2.1429 -1.0693 5.47 -1.78
2.2381 -1.7164 -0.7923 5.48 -1.5764
2.2466 -1.5903 -0.5604 5.49 -1.5415
