#y1 time y3 y4 y2 y5
-0.0582 1.11 0.7365 0.9313 0.7719 -1.3635
0.2562 1.12 0.2873 0.9294 0.9122 -0.7926
0.5814 1.13 -0.1618 0.9817 1.0407 -0.3997
0.8531 1.14 -0.6461 1.5245 1.0705 -0.0387
1.1937 1.15 -0.8828 1.8179 1.2128 0.0583
1.5597 1.16 -1.231 2.3511 1.2275 -0.1497
1.9612 1.17 -1.267 2.3321 1.1265 -0.5734
2.1607 1.18 -1.0008 2.0446 1.2348 -1.1446
2.4878 1.19 -0.8834 1.4868 1.0586 -1.9005
2.5407 1.2 -0.519 0.7649 0.983 -2.0996
2.8121 1.21 -0.1309 0.012 0.8095 -2.19
2.7512 1.22 0.1725 -0.5412 0.6967 -2.046
2.9217 1.23 0.3164 -0.7032 0.6523 -1.4575
2.5727 1.24 0.3599 -0.5929 0.4674 -1.1226
2.4517 1.25 0.2087 -0.1399 0.3278 -0.6495
2.1755 1.26 -0.0766 0.4339 0.2316 -0.4148
2.2019 1.27 -0.5297 0.8327 0.0908 -0.5623
1.6934 1.28 -0.881 1.0477 -0.0148 -0.9745
1.4823 1.29 -1.5225 0.9699 -0.1098 -1.4349
1.1073 1.3 -1.9168 0.5598 -0.1791 -2.1786
0.6407 1.31 -1.7706 0.182 -0.197 -2.4936
0.2751 1.32 -2.1475 -0.0725 -0.2142 -2.6535
-0.048 1.33 -1.7484 -0.0149 -0.1716 -2.3487
-0.3619 1.34 -1.6944 0.3975 -0.1405 -1.9289
-0.5974 1.35 -1.3719 1.0336 -0.0473 -1.5109
-0.8281 1.36 -0.7966 1.894 0.0693 -1.0162
-0.8872 1.37 -0.5227 2.4031 0.1999 -0.8372
-0.9488 1.38 -0.3555 2.6578 0.338 -0.7559
-0.978 1.39 -0.3307 2.8864 0.5565 -1.1312
-0.8444 1.4 -0.4653 2.4196 0.684 -1.8518
-0.6531 1.41 -0.7202 1.647 1.0289 -2.1513
-0.4673 1.42 -1.1109 1.2606 1.2062 -2.7948
-0.2055 1.43 -1.5143 0.6437 1.2647 -2.8424
0.1271 1.44 -1.9962 0.5315 1.6384 -2.8127
0.4786 1.45 -2.2737 0.6596 1.8329 -2.3909
0.7496 1.46 -2.5401 1.0017 2.0284 -1.6062
1.0824 1.47 -2.5881 1.4376 2.2185 -1.337
1.6003 1.48 -2.5865 1.542 2.4108 -0.9442
1.684 1.49 -1.969 1.4294 2.2854 -0.8278
2.2725 1.5 -1.642 0.9212 2.1179 -1.1642
2.4321 1.51 -1.4286 0.2693 2.1381 -1.7215
2.5865 1.52 -1.1389 -0.4008 2.1773 -1.9384
2.7554 1.53 -0.8757 -0.8466 2.4551 -2.7938
2.5514 1.54 -0.753 -0.9248 2.3483 -2.5635
2.494 1.55 -0.984 -0.6833 1.9875 -2.5266
2.3108 1.56 -1.178 -0.0295 1.9618 -2.1903
2.5995 1.57 -1.4603 0.71 2.0373 -1.7465
2.2993 1.58 -2.1198 1.3495 1.8808 -1.2549
2.0783 1.59 -2.3413 1.8707 1.585 -0.7704
1.8502 1.6 -2.5862 2.154 1.2448 -0.6953
1.5876 1.61 -3.1171 1.7162 1.2645 -0.9112
1.1207 1.62 -3.1578 1.5145 1.0912 -1.1835
0.9519 1.63 -2.7053 1.0239 0.916 -1.7032
0.6733 1.64 -2.3078 0.9884 0.6965 -2.2909
0.4593 1.65 -2.068 1.0751 0.5793 -2.7798
0.2552 1.66 -1.6138 1.4076 0.5531 -2.4585
0.0786 1.67 -1.1648 1.917 0.44 -2.2106
-0.0374 1.68 -1.1101 2.3065 0.3879 -1.5561
-0.1111 1.69 -0.9001 2.8722 0.3671 -0.9615
-0.1208 1.7 -0.9583 2.4956 0.3569 -0.5573
-0.1037 1.71 -1.2118 2.2089 0.4242 -0.3539
-0.0508 1.72 -1.6428 1.142 0.4884 -0.4439
0.0487 1.73 -1.9447 0.4551 0.616 -0.8532
0.1727 1.74 -2.3705 -0.1899 0.7247 -1.361
0.3407 1.75 -2.4829 -0.5 0.8504 -1.908
0.4671 1.76 -2.887 -0.4609 0.8702 -1.8766
0.6764 1.77 -3.1566 -0.0771 1.0961 -2.2885
0.757 1.78 -2.8727 0.4439 1.3239 -1.7934
0.963 1.79 -2.4976 0.7664 1.4563 -1.2989
1.1766 1.8 -1.8071 0.9158 1.4006 -0.6076
1.1957 1.81 -1.3854 0.9151 1.5724 -0.141
1.21 1.82 -1.2475 0.4922 1.7346 0.1321
1.4315 1.83 -0.8008 0.0793 1.6712 0.1118
1.4695 1.84 -0.7165 -0.2371 1.8068 -0.1565
1.5243 1.85 -0.8553 -0.2624 1.7107 -0.6323
1.3458 1.86 -0.9368 0.0836 1.7741 -1.2133
1.267 1.87 -1.4148 0.7862 1.5383 -1.5843
1.2235 1.88 -1.656 1.4249 1.6994 -1.6112
1.2491 1.89 -2.2379 2.501 1.4685 -1.301
1.2043 1.9 -2.2568 2.6054 1.3413 -0.8694
1.0731 1.91 -2.424 2.9781 0.9843 -0.2173
0.9821 1.92 -2.3236 2.6543 0.8806 0.3781
1.0238 1.93 -2.2825 2.0911 0.5937 0.7031
0.8436 1.94 -1.7903 1.4009 0.4618 0.6964
1.0045 1.95 -1.5554 0.8805 0.1777 0.555
0.8429 1.96 -1.0307 0.751 -0.0514 0.0873
0.9321 1.97 -0.6567 0.8403 -0.2939 -0.3775
0.9889 1.98 -0.3954 1.0342 -0.5143 -0.8355
1.0 1.99 -0.2513 1.4028 -0.6741 -0.9502
1.0414 2.0 -0.3086 1.7346 -0.8194 -0.7099
1.2134 2.01 -0.5027 1.5151 -1.0024 -0.2853
1.2352 2.02 -0.8036 1.0886 -1.102 0.2971
1.2256 2.03 -1.2581 0.4732 -1.399 0.7764
1.3928 2.04 -1.4203 -0.289 -1.3014 1.1886
1.439 2.05 -1.8479 -0.9325 -1.3421 1.4049
1.2736 2.06 -1.9687 -1.1687 -1.5103 1.1583
1.3265 2.07 -1.8 -0.9174 -1.2755 0.7211
1.3088 2.08 -1.6905 -0.3459 -1.3545 0.302
1.112 2.09 -1.3126 0.36 -1.2674 -0.1317
1.1394 2.1 -0.9333 1.116 -1.1669 -0.347
1.0063 2.11 -0.4066 1.5946 -1.1721 -0.2154
0.8389 2.12 -0.0253 1.516 -0.9382 0.1477
0.6236 2.13 0.289 1.3797 -0.7984 0.7155
0.4285 2.14 0.4711 1.0975 -0.7211 1.3891
0.2622 2.15 0.4371 0.7936 -0.603 1.8003
0.0972 2.16 0.2342 0.6162 -0.5654 1.8848
-0.058 2.17 -0.0738 0.8259 -0.4403 1.7299
-0.1983 2.18 -0.4029 1.1324 -0.3718 1.4959
-0.2612 2.19 -0.7668 1.8464 -0.2915 0.8809
-0.3287 2.2 -1.0414 2.5145 -0.3086 0.5025
-0.3337 2.21 -1.2765 2.6989 -0.2924 0.1833
-0.319 2.22 -1.1286 2.4969 -0.3174 0.2234
-0.2256 2.23 -0.9899 2.1396 -0.4328 0.514
-0.1063 2.24 -0.5669 1.5793 -0.5027 1.0754
0.0615 2.25 -0.1415 0.6742 -0.6319 1.7179
0.294 2.26 0.3225 -0.0452 -0.777 2.2647
0.52 2.27 0.7992 -0.4323 -0.9813 2.1468
0.8194 2.28 1.0043 -0.4602 -1.195 2.2908
0.997 2.29 1.297 -0.179 -1.2118 1.9046
1.3537 2.3 1.1977 0.2522 -1.4265 1.5416
1.546 2.31 1.1114 0.6942 -1.5501 0.9064
1.8037 2.32 0.7608 0.8464 -1.8708 0.5259
2.0202 2.33 0.3878 0.6511 -2.1144 0.5399
2.1476 2.34 0.0218 0.3016 -2.4065 0.7075
2.4397 2.35 -0.2559 -0.1891 -2.338 1.2577
2.5455 2.36 -0.364 -0.5828 -2.2942 1.7098
2.4559 2.37 -0.3785 -0.705 -2.5891 2.3359
2.4915 2.38 -0.1576 -0.4527 -2.4501 2.6128
2.1794 2.39 0.2149 0.1698 -2.8993 2.3842
2.1181 2.4 0.6958 0.9078 -2.609 2.2348
1.5433 2.41 1.1301 1.7542 -2.5753 1.859
1.3055 2.42 1.5813 2.2224 -2.5707 1.2383
1.0562 2.43 1.8076 2.3607 -2.3614 0.7659
0.7339 2.44 1.9882 2.0974 -2.3127 0.5973
0.2948 2.45 1.9228 1.6899 -2.3228 0.7587
-0.0517 2.46 1.6523 1.3121 -2.0044 1.299
-0.3952 2.47 1.3155 0.815 -1.7839 1.8906
-0.6526 2.48 1.1628 0.5836 -1.6013 2.188
-1.0271 2.49 0.782 0.6241 -1.3445 2.4083
-1.2341 2.5 0.4649 1.0157 -1.2641 2.4957
-1.2643 2.51 0.2779 1.3196 -1.0602 2.1868
-1.3153 2.52 0.3106 1.5929 -0.8235 1.9588
-1.4514 2.53 0.5411 1.4995 -0.6093 1.2004
-1.3552 2.54 0.8232 1.2254 -0.5804 0.8123
-1.1193 2.55 1.1385 0.4557 -0.4704 0.5591
-0.8903 2.56 1.754 -0.3501 -0.3548 0.6652
-0.7471 2.57 1.9282 -0.9769 -0.3011 0.9336
-0.4174 2.58 2.5586 -1.447 -0.298 1.4527
-0.0515 2.59 2.772 -1.2026 -0.2885 2.152
0.336 2.6 2.2794 -0.9195 -0.3284 2.2008
0.6962 2.61 2.0847 -0.1827 -0.3969 2.4667
0.9681 2.62 1.8956 0.4638 -0.5103 2.168
1.288 2.63 1.7278 0.872 -0.5512 1.6498
1.5952 2.64 1.1136 1.1639 -0.6914 1.0697
1.8015 2.65 0.8859 0.9761 -0.8873 0.6598
2.179 2.66 0.8005 0.6307 -0.9235 0.2903
2.5073 2.67 0.6815 0.2854 -1.1025 0.309
2.4975 2.68 0.8585 0.1425 -1.3317 0.6159
2.2635 2.69 1.2283 0.2516 -1.4479 1.1608
2.1326 2.7 1.4569 0.7413 -1.4622 1.5388
1.9549 2.71 1.9657 1.3006 -1.5363 1.8111
1.847 2.72 2.5823 1.7617 -1.661 1.9496
1.6225 2.73 2.6089 2.2444 -1.7049 2.0099
1.3393 2.74 2.8707 2.3723 -1.6222 1.4875
1.0535 2.75 2.7793 1.9944 -1.6848 0.7995
0.5849 2.76 2.718 1.454 -1.5442 0.3069
0.2452 2.77 2.3182 0.6732 -1.427 -0.0502
-0.1337 2.78 1.7551 -0.0712 -1.3727 -0.131
-0.4769 2.79 1.2833 -0.4913 -1.0929 0.079
-0.7635 2.8 1.1242 -0.6866 -1.0363 0.4891
-0.8958 2.81 0.8734 -0.433 -0.7441 1.0106
-1.1009 2.82 0.8567 -0.0322 -0.5578 1.5183
-1.403 2.83 0.9463 0.3387 -0.3946 1.5948
-1.4065 2.84 1.3654 0.4809 -0.2156 1.5562
-1.3794 2.85 1.7416 0.3254 0.0076 1.0672
-1.4443 2.86 2.146 -0.0712 0.2181 0.483
-1.1378 2.87 2.2609 -0.6559 0.3952 -0.0697
-0.9647 2.88 2.6668 -1.0306 0.5684 -0.5413
-0.8705 2.89 2.995 -1.3267 0.6411 -0.6369
-0.5595 2.9 2.5895 -1.1575 0.7844 -0.4557
-0.3453 2.91 2.6475 -0.5857 0.9585 -0.1041
-0.0987 2.92 2.0114 0.1876 0.8619 0.4069
0.1771 2.93 1.6881 0.9506 0.9332 0.8188
0.4385 2.94 1.3755 1.7496 0.8905 0.9777
0.6486 2.95 1.008 1.9605 0.8345 0.9281
0.9086 2.96 0.6792 1.6944 0.7877 0.6811
1.0269 2.97 0.6974 1.305 0.6922 0.119
1.1139 2.98 0.8412 0.8715 0.5401 -0.4814
1.1404 2.99 1.0564 0.4781 0.4018 -0.9021
1.3211 3.0 1.3089 0.2604 0.2632 -1.0562
1.2474 3.01 1.7334 0.3345 0.0817 -1.101
1.1496 3.02 2.2532 0.7346 -0.0932 -0.6912
0.9532 3.03 2.3272 1.1066 -0.2472 -0.2244
0.9756 3.04 2.2991 1.2976 -0.4514 0.2561
0.6976 3.05 2.1712 1.3061 -0.5824 0.5997
0.5596 3.06 2.2396 1.059 -0.6756 0.5093
0.4154 3.07 1.6785 0.329 -0.8061 0.2519
0.2341 3.08 1.2357 -0.4483 -0.9378 -0.2484
0.0503 3.09 0.9069 -1.2643 -1.0102 -0.7492
-0.0942 3.1 0.4718 -1.6484 -0.9874 -1.4489
-0.2257 3.11 0.2754 -1.5888 -1.0662 -1.5017
-0.3232 3.12 0.1945 -1.4841 -1.101 -1.491
-0.3946 3.13 0.2899 -0.7741 -0.9603 -1.2631
-0.4691 3.14 0.5238 -0.1962 -0.8933 -0.7529
-0.5064 3.15 0.8762 0.288 -0.885 -0.292
-0.4943 3.16 1.281 0.4651 -0.7696 0.0676
-0.4613 3.17 1.5257 0.3291 -0.5173 0.1529
-0.4529 3.18 1.779 0.0326 -0.3979 -0.0528
-0.3621 3.19 1.8545 -0.3206 -0.27 -0.5334
-0.3181 3.2 1.7043 -0.5614 -0.1379 -1.0803
-0.2758 3.21 1.4969 -0.4398 0.0099 -1.5478
-0.2207 3.22 1.2262 -0.0185 0.1498 -2.0282
-0.1689 3.23 0.6488 0.6049 0.2368 -1.7807
-0.1682 3.24 0.261 1.4108 0.3262 -1.6879
-0.1415 3.25 -0.1268 1.7863 0.4442 -1.2634
-0.1606 3.26 -0.3759 1.87 0.4445 -0.7521
-0.1893 3.27 -0.5264 1.8511 0.4623 -0.2937
-0.2527 3.28 -0.4278 1.3204 0.4002 -0.1229
-0.3336 3.29 -0.1645 0.505 0.3957 -0.2844
-0.3599 3.3 0.1402 -0.2589 0.2718 -0.604
-0.4974 3.31 0.5136 -0.7761 0.1865 -1.2328
-0.5616 3.32 0.832 -0.8531 0.0488 -1.7827
-0.6314 3.33 1.1009 -0.6751 -0.1058 -2.2137
-0.6133 3.34 1.269 -0.3737 -0.2902 -2.2652
-0.7732 3.35 1.0001 -0.0431 -0.5203 -1.9812
-0.748 3.36 0.817 0.1145 -0.7284 -1.4247
-0.6654 3.37 0.4339 -0.029 -0.8308 -0.8946
-0.7588 3.38 -0.0348 -0.4677 -1.1411 -0.5774
-0.6896 3.39 -0.4721 -1.139 -1.2177 -0.2604
-0.587 3.4 -0.7945 -1.5027 -1.5871 -0.3355
-0.4646 3.41 -1.0562 -1.8471 -1.6507 -0.7305
-0.2887 3.42 -1.2492 -1.716 -1.9922 -1.2241
-0.1396 3.43 -1.1017 -1.4177 -1.9805 -1.8481
0.0191 3.44 -0.8608 -0.7161 -2.1417 -2.0085
0.1792 3.45 -0.5747 0.1448 -2.2623 -2.3935
0.3291 3.46 -0.218 0.7953 -2.3209 -1.9585
0.5286 3.47 0.0997 1.2977 -2.2269 -1.5077
0.5906 3.48 0.3593 1.211 -2.2305 -1.1385
0.7423 3.49 0.3898 0.9249 -2.0559 -0.6486
0.7675 3.5 0.2952 0.3991 -2.1276 -0.2874
0.7487 3.51 0.0788 -0.0147 -1.9448 -0.2586
0.7107 3.52 -0.2743 -0.1953 -1.6411 -0.5566
0.6064 3.53 -0.6959 -0.1185 -1.4304 -0.962
0.4723 3.54 -1.1565 0.2211 -1.3714 -1.5909
0.3288 3.55 -1.6572 0.6972 -1.1206 -1.8033
0.0897 3.56 -1.9099 0.9742 -1.1657 -2.3598
-0.1739 3.57 -2.0279 1.219 -0.9942 -1.8375
-0.4033 3.58 -1.9568 0.756 -0.8288 -1.6227
-0.754 3.59 -1.7254 0.2007 -0.6864 -1.0085
-1.0824 3.6 -1.256 -0.5714 -0.4825 -0.5981
-1.3618 3.61 -0.8703 -1.365 -0.4618 -0.1709
-1.7087 3.62 -0.5714 -2.0874 -0.337 -0.0546
-1.6754 3.63 -0.3129 -1.9171 -0.3439 -0.2668
-1.9014 3.64 -0.2066 -1.9005 -0.3371 -0.7151
-2.2946 3.65 -0.2614 -1.5601 -0.378 -1.1307
-2.1681 3.66 -0.5616 -0.798 -0.3948 -1.5769
-2.0176 3.67 -0.8526 -0.3866 -0.4422 -1.8341
-2.1885 3.68 -1.3158 -0.1654 -0.5589 -1.9337
-2.1368 3.69 -1.8024 -0.2788 -0.6307 -1.41
-1.9194 3.7 -2.1281 -0.6552 -0.8195 -1.0229
-1.6438 3.71 -2.2688 -0.9255 -1.0607 -0.3539
-1.2695 3.72 -2.4003 -1.1055 -1.2276 0.0709
-1.02 3.73 -2.5322 -1.2306 -1.2442 0.2388
-0.7371 3.74 -2.0949 -0.7315 -1.3882 0.1116
-0.4169 3.75 -1.6075 -0.117 -1.5965 -0.2424
-0.0422 3.76 -1.313 0.6026 -1.7305 -0.8285
0.3022 3.77 -1.1066 1.2888 -1.7429 -1.2861
0.5567 3.78 -0.6839 1.6291 -1.737 -1.393
0.8148 3.79 -0.674 1.5338 -1.7445 -1.4146
0.9996 3.8 -0.6165 0.9483 -1.9716 -1.1174
1.2511 3.81 -0.8178 0.2736 -1.7457 -0.6715
1.3194 3.82 -1.3202 -0.3936 -1.6525 -0.1362
1.2522 3.83 -1.6571 -0.8626 -1.8085 0.3249
1.2575 3.84 -1.9116 -1.1024 -1.5819 0.6397
0.9817 3.85 -2.227 -1.0645 -1.4975 0.5185
0.9336 3.86 -2.5612 -0.7245 -1.1488 0.2264
0.5952 3.87 -2.5106 -0.3602 -0.9683 -0.2676
0.2742 3.88 -2.8221 -0.2139 -0.7558 -0.8213
-0.0795 3.89 -2.3229 -0.2916 -0.5708 -1.2061
-0.5061 3.9 -1.8578 -0.7913 -0.3338 -1.2472
-0.7904 3.91 -1.7044 -1.45 -0.1259 -0.9361
-1.2488 3.92 -1.0703 -1.832 0.107 -0.4866
-1.536 3.93 -0.9595 -2.5778 0.3556 0.1386
-1.9304 3.94 -0.7889 -2.3003 0.5293 0.5964
-2.097 3.95 -0.7768 -1.9238 0.7091 0.9969
-2.4358 3.96 -0.9259 -1.3715 0.9616 0.9847
-2.4231 3.97 -1.2466 -0.6713 0.9294 0.6573
-2.5393 3.98 -1.7379 0.0504 1.0915 0.2217
-2.7895 3.99 -1.9244 0.4684 1.2509 -0.3211
-2.4913 4.0 -2.6382 0.5854 1.3201 -0.7408
-2.3231 4.01 -2.6434 0.3278 1.2562 -0.7411
-2.5728 4.02 -2.8702 -0.1092 1.2811 -0.5921
-2.2765 4.03 -2.7485 -0.5323 1.0904 -0.1931
-1.9407 4.04 -2.4929 -0.6362 1.1821 0.3647
-1.4842 4.05 -2.0659 -0.5988 0.9773 0.9502
-1.1957 4.06 -1.5491 -0.2154 0.937 1.2788
-0.7503 4.07 -1.0505 0.3149 0.7447 1.3209
-0.4865 4.08 -0.7825 0.6606 0.6641 1.0111
-0.151 4.09 -0.5321 0.9461 0.5617 0.6389
0.1248 4.1 -0.5575 0.7446 0.523 0.1368
0.4046 4.11 -0.7745 0.1403 0.3516 -0.3154
0.525 4.12 -0.9427 -0.6174 0.2684 -0.5031
0.6493 4.13 -1.4202 -1.4142 0.2403 -0.3986
0.7729 4.14 -1.8652 -2.1401 0.1716 -0.0108
0.7692 4.15 -2.2059 -2.2149 0.186 0.4969
0.7576 4.16 -2.5371 -2.2605 0.1847 1.1162
0.601 4.17 -2.4856 -1.8406 0.2328 1.4129
0.4105 4.18 -2.2295 -1.3313 0.3058 1.6511
0.2122 4.19 -2.09 -0.9727 0.4332 1.3157
-0.0215 4.2 -1.6024 -0.7626 0.5818 0.9866
-0.2656 4.21 -1.0615 -0.8228 0.7572 0.5077
-0.5359 4.22 -0.6216 -1.0378 0.845 0.0304
-0.8415 4.23 -0.2907 -1.6628 1.1032 -0.2559
-1.0592 4.24 -0.114 -1.9835 1.1562 -0.2224
-1.2879 4.25 -0.0997 -1.8539 1.5714 0.1029
-1.6933 4.26 -0.2383 -1.5871 1.7733 0.5943
-1.6052 4.27 -0.5745 -0.8273 1.9561 1.2856
-1.8303 4.28 -0.9438 -0.0476 2.0036 1.4861
-1.8743 4.29 -1.2001 0.6714 2.2517 1.7036
-2.1721 4.3 -1.4251 0.9756 2.5076 1.8343
-1.8365 4.31 -1.5902 1.0073 2.5917 1.3199
-1.807 4.32 -1.6476 0.6638 2.7738 0.7277
-1.7736 4.33 -1.5159 0.1204 2.8583 0.2298
-1.647 4.34 -1.332 -0.5501 2.8818 -0.0801
-1.7218 4.35 -0.9347 -1.0143 2.5024 -0.135
-1.4364 4.36 -0.4846 -1.144 2.6373 0.1032
-1.4273 4.37 -0.0476 -1.1134 2.664 0.6107
-1.2249 4.38 0.2966 -0.9191 2.3097 1.2007
-1.0279 4.39 0.4533 -0.4916 2.5608 1.6293
-0.8136 4.4 0.5407 -0.3638 2.2466 1.72
-0.7543 4.41 0.404 -0.4042 2.1189 1.8319
-0.6422 4.42 0.1146 -0.8282 1.9028 1.5606
-0.6509 4.43 -0.2263 -1.4813 1.7673 0.9021
-0.6013 4.44 -0.6283 -2.0687 1.6026 0.346
-0.5955 4.45 -0.9644 -2.763 1.3308 -0.0362
-0.5472 4.46 -0.9846 -2.789 1.1207 -0.1547
-0.6242 4.47 -1.2069 -2.7255 0.9393 0.0059
-0.6172 4.48 -0.8908 -2.2039 0.8355 0.3912
-0.7507 4.49 -0.6409 -1.2952 0.7883 0.9289
-0.7496 4.5 -0.2792 -0.5547 0.6509 1.4359
-0.8829 4.51 0.2016 -0.1086 0.5398 1.6261
-0.842 4.52 0.6635 0.0374 0.5504 1.7104
-0.9014 4.53 0.9639 -0.1523 0.5507 1.3621
-1.0149 4.54 1.1701 -0.5019 0.5214 0.9462
-0.9898 4.55 1.1132 -0.8971 0.6084 0.3753
