#time y2 y3 y4 y1
1.93 1.4473 0.0865 1.9415 -0.9762
1.94 1.4038 -0.0168 1.8992 -0.7677
1.95 1.2519 -0.1115 1.2207 -0.5818
1.96 1.1172 -0.1925 0.5908 -0.3132
1.97 0.8179 -0.2641 0.3477 -0.1465
1.98 0.6481 -0.3484 0.495 0.0463
1.99 0.466 -0.4128 0.9811 0.1983
2.0 0.2975 -0.5434 1.5059 0.3836
2.01 0.1306 -0.5345 2.0483 0.5062
2.02 0.0473 -0.6267 2.4179 0.5226
2.03 -0.0032 -0.6376 2.3407 0.6534
2.04 -0.0158 -0.6071 2.026 0.7021
2.05 0.0129 -0.5872 1.4243 0.6241
2.06 0.0751 -0.6252 0.9203 0.659
2.07 0.1765 -0.6343 0.5523 0.6607
2.08 0.344 -0.5339 0.802 0.588
2.09 0.456 -0.4998 1.282 0.4922
2.1 0.715 -0.4826 1.8833 0.3274
2.11 0.8014 -0.3827 2.3127 0.2254
2.12 1.0229 -0.2946 2.7698 0.0797
2.13 1.194 -0.181 2.4826 -0.0562
2.14 1.3107 -0.0898 2.2333 -0.1893
2.15 1.6536 0.0306 1.4035 -0.3501
2.16 1.7467 0.1408 0.9691 -0.5323
2.17 1.6663 0.287 0.8258 -0.5682
2.18 1.874 0.4219 0.9545 -0.7603
2.19 1.5861 0.5829 1.2087 -0.8281
2.2 1.703 0.6826 1.896 -0.9783
2.21 1.5855 0.8563 2.2681 -0.9229
2.22 1.5327 1.0249 2.8609 -0.94
2.23 1.1836 1.0687 2.8124 -1.1231
2.24 0.9903 1.118 2.4228 -0.9435
2.25 0.7945 1.3101 1.5835 -0.9914
2.26 0.5534 1.5084 1.1605 -0.8671
2.27 0.2796 1.5691 0.8075 -0.9235
2.28 0.0548 1.6176 0.9441 -0.859
2.29 -0.1658 1.7058 1.3671 -0.681
2.3 -0.3362 2.0412 1.8524 -0.5497
2.31 -0.5211 1.738 2.6606 -0.484
2.32 -0.6599 1.9024 2.6403 -0.3329
2.33 -0.8291 1.8775 2.3615 -0.2689
2.34 -0.7722 2.0363 2.1029 -0.1413
2.35 -0.7827 1.9819 1.49 -0.0362
2.36 -0.8018 2.1429 0.8921 0.056
2.37 -0.7869 2.0664 0.7301 0.1301
2.38 -0.666 1.9433 0.8736 0.1771
2.39 -0.5023 2.0794 1.1542 0.1996
2.4 -0.3856 1.8924 1.9096 0.2324
2.41 -0.2389 1.8768 2.5753 0.2089
2.42 -0.0637 1.8066 2.6264 0.151
2.43 0.0897 1.6839 2.691 0.096
2.44 0.2162 1.8395 1.789 0.0042
2.45 0.3337 1.5792 1.3797 -0.1078
2.46 0.428 1.474 0.731 -0.2534
2.47 0.4351 1.5712 0.5081 -0.3787
2.48 0.4625 1.3871 0.6161 -0.5302
2.49 0.4866 1.246 1.0672 -0.7508
2.5 0.3955 1.1137 1.5393 -0.9651
2.51 0.2787 1.0701 2.0551 -1.1667
2.52 0.1024 1.0438 2.2023 -1.4544
2.53 -0.0782 0.8483 2.0766 -1.5004
2.54 -0.2909 0.8465 1.6509 -1.7917
2.55 -0.5363 0.7551 1.1136 -1.8815
2.56 -0.8577 0.669 0.4966 -2.0278
2.57 -1.0923 0.7322 0.1615 -2.0269
2.58 -1.3211 0.6314 0.2384 -2.2982
2.59 -1.4879 0.5998 0.6794 -2.5451
2.6 -1.7274 0.5906 1.266 -2.2088
2.61 -2.015 0.6409 1.7123 -2.2692
2.62 -1.9106 0.6244 1.8757 -2.5717
2.63 -2.3719 0.7563 1.7657 -2.1426
2.64 -2.4287 0.7702 1.2816 -2.0789
2.65 -2.3836 0.8116 0.6796 -2.0743
2.66 -2.2572 0.8276 0.0772 -2.2122
2.67 -2.3356 0.9576 -0.2277 -2.0735
2.68 -1.9732 0.9641 -0.1382 -1.6119
2.69 -1.9636 1.026 0.2639 -1.3935
2.7 -1.8995 1.2796 0.929 -1.3431
2.71 -1.5884 1.3699 1.3793 -1.1191
2.72 -1.5961 1.4632 1.6997 -0.8973
2.73 -1.1606 1.6727 1.4304 -0.6501
2.74 -1.2259 1.5394 0.9124 -0.4802
2.75 -0.9766 1.6311 0.2254 -0.2844
2.76 -0.9331 1.7707 -0.3621 -0.1198
2.77 -0.8839 2.0627 -0.5942 0.0334
2.78 -0.8399 2.0804 -0.5655 0.1875
2.79 -0.7559 2.2375 -0.1349 0.3177
2.8 -0.7557 2.3506 0.4256 0.4106
2.81 -0.9378 2.2225 0.8943 0.4461
2.82 -1.0462 2.6591 1.098 0.4898
2.83 -1.2764 2.7775 0.9956 0.5249
2.84 -1.455 2.9007 0.4588 0.5598
2.85 -1.6891 2.7043 -0.201 0.6072
2.86 -1.8165 2.7304 -0.8422 0.5542
2.87 -2.1384 3.0374 -1.0077 0.4465
2.88 -2.3804 2.932 -1.0267 0.4203
2.89 -2.4819 2.7693 -0.4949 0.3816
2.9 -2.537 2.6003 0.033 0.2567
2.91 -2.5142 2.9794 0.4874 0.2052
2.92 -2.7046 2.5522 0.6747 0.1382
2.93 -2.6884 2.5466 0.5711 0.0684
2.94 -2.7297 2.6496 0.0331 0.0153
2.95 -2.7685 2.7534 -0.575 -0.0249
2.96 -2.9262 2.5831 -1.0814 -0.0544
2.97 -2.8795 2.2075 -1.3747 -0.0587
2.98 -2.5489 2.3897 -1.3511 -0.0397
2.99 -2.2585 2.1162 -0.8717 -0.0041
3.0 -2.4143 1.8811 -0.3284 0.0534
3.01 -1.8982 2.0173 0.173 0.1304
3.02 -1.8771 1.7984 0.3935 0.2633
3.03 -1.6256 1.5801 0.1889 0.3484
3.04 -1.5645 1.5404 -0.2835 0.5506
3.05 -1.207 1.2403 -0.9641 0.7311
3.06 -1.0291 1.1919 -1.5058 0.801
3.07 -0.9659 1.1138 -1.8767 1.1286
3.08 -0.8318 1.0296 -1.6941 1.1404
3.09 -0.8354 0.8744 -1.2043 1.3965
3.1 -0.8027 0.8105 -0.565 1.7549
3.11 -0.7705 0.6506 -0.1017 2.0233
3.12 -1.0072 0.6123 0.1145 2.1464
3.13 -1.0029 0.5925 -0.063 2.4013
3.14 -1.2523 0.519 -0.5964 2.4089
3.15 -1.1912 0.4294 -1.2079 2.6693
3.16 -1.5549 0.3757 -1.9012 2.3384
3.17 -1.5518 0.3966 -1.8584 2.4899
3.18 -2.0176 0.3411 -1.906 2.7252
3.19 -2.1398 0.4071 -1.3448 2.8402
3.2 -2.2387 0.3656 -0.7221 2.9019
3.21 -2.034 0.378 -0.2611 2.3791
3.22 -2.5324 0.4318 -0.0412 2.3576
3.23 -2.5498 0.535 -0.201 2.1936
3.24 -2.2298 0.5299 -0.653 2.4862
3.25 -2.4739 0.655 -1.2244 2.125
3.26 -2.0156 0.6513 -1.7753 1.8388
3.27 -2.2347 0.8211 -1.9712 1.7415
3.28 -1.8214 0.9291 -2.0717 1.7295
3.29 -1.6718 0.9982 -1.3774 1.2992
3.3 -1.6069 0.9241 -0.8662 1.1981
3.31 -1.2295 1.111 -0.2767 1.0544
3.32 -0.9704 1.2115 -0.0748 0.8306
3.33 -0.8169 1.373 -0.2442 0.5241
3.34 -0.4966 1.2341 -0.7251 0.3804
3.35 -0.2918 1.4784 -1.3378 0.2455
3.36 -0.1105 1.4253 -1.7711 0.1251
3.37 0.0527 1.3609 -1.8499 0.0039
3.38 0.1669 1.6172 -1.8677 -0.0826
3.39 0.2421 1.7265 -1.4636 -0.1491
3.4 0.3247 1.6167 -0.7163 -0.18
3.41 0.2765 1.6881 -0.2266 -0.1758
3.42 0.2594 1.5129 -0.0056 -0.1702
3.43 0.1762 1.7046 -0.1547 -0.1259
3.44 0.0499 1.4595 -0.5973 -0.0726
3.45 -0.0891 1.5316 -1.2424 0.0088
3.46 -0.2398 1.4184 -1.8746 0.1072
3.47 -0.4272 1.3597 -2.046 0.1949
3.48 -0.5377 1.2159 -1.8104 0.317
3.49 -0.6605 1.1332 -1.2938 0.4297
3.5 -0.9122 1.1525 -0.5944 0.5532
3.51 -0.9902 1.026 -0.0722 0.643
3.52 -1.0087 0.8327 0.147 0.7856
3.53 -1.1849 0.7688 0.0065 0.8929
3.54 -1.0112 0.6128 -0.4848 0.9368
3.55 -1.1363 0.5014 -0.9677 0.9076
3.56 -0.9452 0.3068 -1.5824 1.0917
3.57 -0.7814 0.1955 -1.7666 1.1105
3.58 -0.6366 0.0372 -1.5779 1.0905
3.59 -0.5358 -0.114 -0.987 0.9142
3.6 -0.3134 -0.2735 -0.4152 0.9349
3.61 -0.0592 -0.4073 0.1537 0.7906
3.62 0.1974 -0.5204 0.3601 0.8122
3.63 0.4383 -0.6352 0.2463 0.6372
3.64 0.5915 -0.7755 -0.2477 0.4762
3.65 0.8856 -0.8101 -0.8457 0.3935
3.66 1.018 -1.0419 -1.2901 0.2526
3.67 1.1654 -1.0369 -1.3819 0.1036
3.68 1.256 -1.0742 -1.3769 -0.0399
3.69 1.2387 -1.1303 -0.7485 -0.1897
3.7 1.3485 -1.1656 -0.1132 -0.3248
3.71 1.2677 -1.3968 0.4469 -0.4151
3.72 1.288 -1.2521 0.6256 -0.5365
3.73 1.235 -1.3192 0.4367 -0.588
3.74 1.1408 -1.3121 0.0123 -0.7224
3.75 0.9541 -1.4481 -0.5685 -0.7567
3.76 0.722 -1.1873 -1.0517 -0.7201
3.77 0.6 -1.3942 -1.2374 -0.7451
3.78 0.3887 -1.1089 -1.1142 -0.6516
3.79 0.1854 -1.2817 -0.5202 -0.5282
3.8 0.0024 -1.0889 0.1276 -0.4599
3.81 -0.1463 -0.9917 0.6162 -0.3028
3.82 -0.2396 -0.869 0.8509 -0.181
3.83 -0.3209 -0.8883 0.7024 -0.001
3.84 -0.3933 -0.8177 0.2303 0.1683
3.85 -0.3971 -0.6989 -0.36 0.3975
3.86 -0.3349 -0.5462 -0.8085 0.6357
3.87 -0.2923 -0.4637 -1.0126 0.8787
3.88 -0.1552 -0.3914 -0.8533 1.0563
3.89 -0.0045 -0.3113 -0.3194 1.1066
3.9 0.1802 -0.2371 0.3427 1.3302
3.91 0.3387 -0.1489 0.8229 1.4574
3.92 0.5846 -0.0803 1.1104 1.9225
3.93 0.8178 -0.0248 0.9398 2.0085
3.94 1.0272 0.0239 0.4074 2.0359
3.95 1.1561 0.0571 -0.1802 2.23
3.96 1.3811 0.081 -0.7483 2.3631
3.97 1.4168 0.1052 -0.8954 2.3718
3.98 1.5669 0.1115 -0.689 2.3763
3.99 1.6027 0.1028 -0.1522 2.3461
4.0 1.5167 0.0843 0.4395 2.0952
4.01 1.5711 0.0469 0.9423 2.0278
4.02 1.4558 0.0048 1.1163 2.0797
4.03 1.2983 -0.0549 1.0587 1.843
4.04 1.0446 -0.113 0.5419 1.6027
4.05 0.8591 -0.1775 -0.1244 1.4428
4.06 0.7106 -0.26 -0.6713 1.2644
4.07 0.4931 -0.3644 -0.8335 1.1497
4.08 0.2267 -0.4635 -0.5856 1.0468
4.09 0.0253 -0.5525 -0.0944 0.8444
4.1 -0.1872 -0.6285 0.5592 0.6764
4.11 -0.3915 -0.7394 1.0538 0.4968
4.12 -0.4984 -0.8334 1.1022 0.4183
4.13 -0.6699 -1.0423 1.0089 0.3066
4.14 -0.7642 -1.1257 0.5213 0.1961
4.15 -0.6847 -1.222 -0.1318 0.1018
4.16 -0.7986 -1.4426 -0.7127 0.0454
4.17 -0.683 -1.5731 -0.7611 0.0075
4.18 -0.6517 -1.508 -0.6787 -0.0061
4.19 -0.4323 -1.5314 -0.1488 0.001
4.2 -0.309 -1.7205 0.468 0.0293
4.21 -0.1525 -1.696 0.8846 0.0672
4.22 0.031 -1.6885 1.1627 0.1196
4.23 0.1987 -2.067 0.877 0.2102
4.24 0.3714 -2.0231 0.3436 0.2753
4.25 0.5782 -2.0126 -0.3069 0.3777
4.26 0.6774 -1.9768 -0.7749 0.4151
4.27 0.8322 -2.0168 -1.0419 0.4786
4.28 0.8191 -1.9252 -0.7198 0.6569
4.29 0.9619 -1.735 -0.3086 0.7053
4.3 0.9414 -1.7 0.2617 0.743
4.31 0.8191 -1.8812 0.8054 0.7245
4.32 0.8193 -1.5956 0.9103 0.8154
4.33 0.7192 -1.6028 0.7163 0.7272
4.34 0.5518 -1.5293 0.1436 0.6267
4.35 0.3035 -1.4141 -0.5178 0.6623
4.36 0.1057 -1.3232 -0.9903 0.5343
4.37 -0.1112 -1.1787 -1.235 0.3923
4.38 -0.3521 -1.0443 -1.0091 0.2957
4.39 -0.5858 -0.8682 -0.5552 0.11
4.4 -0.6976 -0.8649 0.0295 -0.0713
4.41 -0.8927 -0.633 0.4448 -0.2586
4.42 -1.0262 -0.5829 0.5912 -0.4865
4.43 -1.1977 -0.3814 0.4112 -0.6542
4.44 -1.3092 -0.2778 -0.1615 -0.9273
4.45 -1.2699 -0.1731 -0.7601 -1.2457
4.46 -1.2902 -0.0527 -1.4108 -1.4343
4.47 -1.2837 0.0477 -1.6907 -1.6499
4.48 -1.1735 0.1405 -1.4324 -1.726
4.49 -0.9766 0.2229 -0.8105 -1.9818
4.5 -0.8521 0.3042 -0.2732 -2.1183
4.51 -0.6674 0.3861 0.1598 -2.1891
4.52 -0.4182 0.3878 0.2626 -2.4626
4.53 -0.211 0.4046 0.0307 -2.8125
4.54 -0.0161 0.4214 -0.504 -2.4317
4.55 0.1723 0.4351 -1.2267 -2.4368
4.56 0.3742 0.4263 -1.8097 -2.6325
4.57 0.5186 0.4406 -1.8071 -2.5303
4.58 0.6205 0.4392 -1.7502 -2.7618
4.59 0.6348 0.3584 -1.314 -2.7197
4.6 0.739 0.3655 -0.668 -2.4103
4.61 0.7141 0.2898 -0.1967 -2.2759
4.62 0.7086 0.2232 -0.0683 -2.0783
4.63 0.6022 0.1487 -0.3566 -1.9873
4.64 0.3982 0.0541 -0.9529 -1.9556
4.65 0.2838 -0.0346 -1.5089 -1.6009
4.66 0.115 -0.1331 -2.1156 -1.2892
4.67 -0.0707 -0.1995 -2.198 -1.3468
4.68 -0.2659 -0.325 -2.1821 -1.0497
4.69 -0.475 -0.3932 -1.4485 -0.9653
4.7 -0.5554 -0.4766 -0.9243 -0.7254
4.71 -0.8201 -0.6405 -0.5005 -0.6346
4.72 -0.8181 -0.679 -0.3837 -0.518
4.73 -1.0016 -0.7315 -0.6494 -0.4731
4.74 -0.9945 -0.7961 -1.2169 -0.4337
4.75 -0.9492 -0.8755 -1.9585 -0.4082
4.76 -0.9943 -0.9337 -2.3017 -0.3928
4.77 -0.8002 -0.9971 -2.4948 -0.3432
4.78 -0.8012 -0.9968 -2.5735 -0.3816
4.79 -0.6263 -0.9975 -1.8306 -0.4492
4.8 -0.4006 -0.9734 -1.1869 -0.5399
4.81 -0.1761 -1.1113 -0.891 -0.5536
4.82 0.059 -0.9438 -0.6651 -0.7714
4.83 0.3234 -0.8844 -0.881 -0.8463
4.84 0.5059 -0.9634 -1.5734 -0.985
4.85 0.6957 -0.8267 -2.171 -1.0467
4.86 1.0371 -0.8258 -2.6011 -1.1985
4.87 1.1969 -0.712 -3.0022 -1.194
4.88 1.1723 -0.6039 -2.6882 -1.2529
4.89 1.5099 -0.5143 -2.1544 -1.1832
4.9 1.5678 -0.4398 -1.6022 -1.2803
4.91 1.4495 -0.3154 -1.0892 -1.4606
4.92 1.4213 -0.1992 -0.8817 -1.4581
4.93 1.3656 -0.0664 -1.0694 -1.3955
4.94 1.4383 0.054 -1.5928 -1.2224
4.95 1.2788 0.1824 -2.2124 -1.2117
4.96 1.0072 0.3264 -2.9595 -1.1479
4.97 0.9437 0.4629 -2.8756 -1.0143
4.98 0.7462 0.5034 -2.5617 -0.8538
4.99 0.5713 0.6269 -2.2001 -0.7478
5.0 0.4314 0.7966 -1.7201 -0.5621
5.01 0.3087 0.8083 -1.123 -0.3525
5.02 0.1815 0.9551 -1.0159 -0.1701
5.03 0.1103 1.1405 -1.201 0.0068
5.04 0.0738 1.1735 -1.8312 0.1996
5.05 0.0731 1.1851 -2.2381 0.3508
5.06 0.1286 1.1502 -2.8825 0.5308
5.07 0.2142 1.2748 -3.1511 0.678
5.08 0.3281 1.3145 -2.6187 0.8247
5.09 0.5186 1.2748 -2.1281 0.9372
5.1 0.7269 1.3257 -1.4557 0.9831
5.11 0.9201 1.3133 -1.0427 0.9012
5.12 1.0804 1.137 -0.8928 1.0718
5.13 1.5027 1.094 -1.1263 1.0716
5.14 1.7274 1.065 -1.7255 0.967
5.15 2.0096 1.0615 -2.4549 0.9065
5.16 2.2119 0.9534 -2.8951 0.8716
5.17 2.1737 0.9236 -3.0549 0.6629
5.18 2.2529 0.7433 -2.5204 0.5498
5.19 2.3567 0.7075 -1.9445 0.3501
5.2 2.5054 0.5433 -1.3536 0.19
5.21 2.4133 0.436 -0.9736 -0.0176
5.22 2.734 0.3214 -0.7196 -0.2254
5.23 2.4535 0.1955 -0.9132 -0.4406
5.24 2.3293 0.0698 -1.6168 -0.65
5.25 2.2132 -0.0486 -2.0886 -0.8832
5.26 2.168 -0.1615 -2.514 -0.9684
5.27 1.8061 -0.2943 -2.7248 -1.296
5.28 1.8971 -0.4203 -2.1938 -1.2783
5.29 1.5156 -0.499 -1.938 -1.5626
5.3 1.373 -0.558 -1.0966 -1.4601
5.31 1.169 -0.6404 -0.6052 -1.6513
5.32 0.982 -0.6965 -0.5076 -1.851
5.33 1.0333 -0.8155 -0.6766 -1.8079
5.34 0.9064 -0.9087 -1.2715 -1.6616
5.35 0.9374 -0.8175 -1.6467 -1.7215
5.36 0.9029 -0.8485 -2.2898 -1.8309
5.37 0.8493 -0.883 -2.3337 -1.8041
5.38 0.9619 -0.8413 -1.8806 -1.5317
5.39 1.0348 -0.9701 -1.4933 -1.5675
5.4 1.2159 -0.8138 -0.7665 -1.4477
5.41 1.5483 -0.926 -0.2748 -1.3421
5.42 1.7047 -0.872 -0.1149 -1.0537
5.43 1.8646 -0.7386 -0.3239 -1.045
5.44 1.9352 -0.7531 -0.8535 -0.7605
5.45 2.0825 -0.6131 -1.3829 -0.6366
5.46 2.4785 -0.5553 -1.7574 -0.6064
5.47 2.5747 -0.4915 -2.0329 -0.4284
5.48 2.5302 -0.3733 -1.6969 -0.3524
5.49 2.4911 -0.2693 -0.9464 -0.3077
5.5 2.8494 -0.1852 -0.3982 -0.2602
5.51 2.7194 -0.1198 0.1087 -0.2319
5.52 2.8779 -0.0216 0.2637 -0.2158
5.53 2.8342 0.067 0.0481 -0.2306
