# label : secret experiment #3557
#y6 y1 time y2 y4 y5 y3
-1.2233 -0.4814 1.71 -0.0656 0.3346 -0.6534 1.3011
-1.3686 -0.6523 1.72 0.0481 0.344 -1.6323 1.3749
-1.2268 -0.6907 1.73 0.1518 0.2557 -0.7808 1.6542
-1.4211 -0.7916 1.74 0.2827 0.0174 -1.623 1.6998
-1.4471 -0.6413 1.75 0.3733 -0.2895 -0.7392 1.7849
-1.6451 -0.6056 1.76 0.44 -0.6088 -1.917 1.8461
-1.506 -0.4854 1.77 0.5268 -0.9441 -0.7208 1.9099
-1.591 -0.2887 1.78 0.6133 -1.0228 -1.9355 2.06
-1.4515 -0.0932 1.79 0.7178 -1.3088 -0.7632 2.0226
-1.5282 0.1318 1.8 0.7928 -1.0953 -1.8866 1.8287
-1.5856 0.3661 1.81 0.8366 -0.9259 -0.7942 1.8387
-1.554 0.5421 1.82 0.9167 -0.6798 -1.8458 1.9915
-1.3345 0.6527 1.83 0.8916 -0.2339 -0.9607 1.8573
-1.3177 0.8636 1.84 1.0254 0.2233 -2.0695 2.0865
-1.2929 1.0172 1.85 0.9386 0.6432 -0.9779 1.9683
-1.0789 1.0406 1.86 1.0652 1.0091 -2.1426 1.8784
-0.946 0.8996 1.87 1.1146 1.4603 -0.9266 1.7299
-0.8169 0.8065 1.88 1.0152 1.4376 -1.8632 1.4869
-0.758 0.6346 1.89 1.0253 1.5653 -0.8879 1.5947
-0.5806 0.5043 1.9 0.9623 1.2691 -1.8561 1.3178
-0.5112 0.2961 1.91 0.8399 1.1604 -0.8767 1.1886
-0.3792 0.0146 1.92 0.7904 0.9526 -1.8547 0.938
-0.3231 -0.2504 1.93 0.727 0.4988 -1.0414 0.9085
-0.2269 -0.4852 1.94 0.7255 0.262 -2.0115 0.6716
-0.1525 -0.809 1.95 0.5708 0.0245 -0.9109 0.4585
-0.091 -0.9995 1.96 0.5518 -0.0799 -2.2981 0.259
-0.043 -1.1936 1.97 0.4411 -0.0746 -1.019 0.0741
-0.0065 -1.3621 1.98 0.3937 0.0621 -2.1489 -0.1254
0.0109 -1.2687 1.99 0.2864 0.3161 -1.0562 -0.3084
0.0116 -1.3361 2.0 0.1907 0.5749 -2.2662 -0.5062
-0.0046 -1.344 2.01 0.0825 0.8793 -0.9448 -0.7005
-0.0396 -1.2164 2.02 -0.0148 1.3309 -2.0706 -0.8714
-0.0939 -0.8971 2.03 -0.1155 1.6251 -1.0248 -1.1043
-0.1405 -0.8471 2.04 -0.2065 1.607 -2.3283 -1.1659
-0.2141 -0.5951 2.05 -0.2872 1.7181 -0.8952 -1.4684
-0.2984 -0.3272 2.06 -0.3212 1.3058 -2.2432 -1.5362
-0.3936 -0.1493 2.07 -0.4199 1.0537 -0.9813 -1.8369
-0.5172 0.0645 2.08 -0.497 0.695 -1.9041 -1.8456
-0.6735 0.2167 2.09 -0.5584 0.2279 -1.0223 -1.8736
-0.7597 0.3355 2.1 -0.5898 -0.2187 -2.1888 -1.9651
-0.9782 0.4473 2.11 -0.5471 -0.653 -0.9939 -2.299
-1.132 0.4676 2.12 -0.5611 -1.0933 -2.218 -2.1916
-1.2686 0.441 2.13 -0.5725 -1.122 -0.8769 -2.3741
-1.3987 0.3098 2.14 -0.6348 -1.3671 -2.0651 -2.4683
-1.4268 0.1455 2.15 -0.5706 -1.1059 -0.8611 -2.0682
-1.6748 -0.0371 2.16 -0.5464 -1.117 -2.2472 -2.4021
-1.5444 -0.2541 2.17 -0.471 -0.7857 -0.8451 -2.2565
-1.9123 -0.5463 2.18 -0.4778 -0.5929 -1.9304 -2.003
-1.7696 -0.8468 2.19 -0.3509 -0.2898 -0.8029 -2.1997
-1.9462 -1.0175 2.2 -0.2927 -0.1495 -2.1188 -1.9889
-1.8326 -1.3611 2.21 -0.1989 -0.1177 -0.7995 -2.0845
-2.1919 -1.5245 2.22 -0.097 -0.213 -2.009 -1.6783
-2.2107 -1.5486 2.23 0.0002 -0.3825 -0.7322 -1.5275
-2.1786 -1.8023 2.24 0.1216 -0.8031 -1.9367 -1.5584
-2.0615 -1.5536 2.25 0.2507 -1.1311 -0.7241 -1.3259
-2.086 -1.8078 2.26 0.322 -1.6772 -1.7526 -1.1152
-1.8101 -1.5387 2.27 0.5033 -1.9096 -0.719 -1.0881
-1.9265 -1.5567 2.28 0.5961 -2.3683 -2.0344 -0.933
-1.7023 -1.1762 2.29 0.7787 -2.5594 -0.6092 -0.6744
-1.6243 -1.0725 2.3 0.8505 -2.3315 -1.9791 -0.5604
-1.55 -0.8828 2.31 1.0633 -2.32 -0.5276 -0.3873
-1.4344 -0.5851 2.32 1.0594 -2.3457 -1.966 -0.2329
-1.4959 -0.4196 2.33 1.2314 -2.0692 -0.5639 -0.0436
-1.2132 -0.167 2.34 1.4341 -1.5843 -1.802 0.1148
-1.1275 -0.0111 2.35 1.3983 -1.1711 -0.4263 0.2762
-0.9229 0.1149 2.36 1.522 -0.8311 -1.9078 0.4262
-0.8308 0.1892 2.37 1.5554 -0.4435 -0.3843 0.5144
-0.6582 0.1966 2.38 1.7655 -0.3498 -1.607 0.676
-0.5608 0.1367 2.39 1.8704 -0.2671 -0.3523 0.7849
-0.3987 0.0396 2.4 1.9684 -0.3858 -1.6979 0.7952
-0.3428 -0.1061 2.41 1.8415 -0.5507 -0.2977 0.8794
-0.207 -0.2948 2.42 2.0593 -0.9109 -1.672 1.0326
-0.1189 -0.5226 2.43 2.0071 -1.2185 -0.2414 1.1366
-0.0461 -0.8188 2.44 1.9784 -1.3895 -1.4049 1.1805
0.0156 -1.1223 2.45 1.9676 -1.4296 -0.2048 1.0116
0.0612 -1.2227 2.46 1.8463 -1.7294 -1.6425 1.0706
0.0887 -1.5777 2.47 1.8951 -1.5386 -0.1417 1.0951
0.0992 -1.7291 2.48 1.9108 -1.2524 -1.3774 1.0228
0.0848 -1.8224 2.49 1.7382 -0.9088 -0.0681 1.0859
0.0654 -1.763 2.5 1.7106 -0.6459 -1.4556 0.9353
0.0203 -1.8234 2.51 1.7993 -0.1546 -0.0133 0.8893
-0.0375 -1.7787 2.52 1.8333 0.3134 -1.2771 0.823
-0.1086 -1.675 2.53 1.7526 0.6955 0.0474 0.6089
-0.2009 -1.5817 2.54 1.5258 0.9547 -1.4096 0.5878
-0.3077 -1.3626 2.55 1.5341 1.0373 0.1212 0.4258
-0.4269 -1.1511 2.56 1.4426 0.8958 -1.1905 0.2878
-0.5375 -0.7853 2.57 1.1813 0.7618 0.1724 0.1142
-0.6211 -0.5897 2.58 1.2323 0.5111 -1.2081 -0.0356
-0.6948 -0.3367 2.59 1.023 0.165 0.2356 -0.1767
-0.8788 -0.157 2.6 0.8917 -0.1988 -1.2348 -0.3365
-1.0579 0.0105 2.61 0.7915 -0.5741 0.3106 -0.5458
-1.1042 0.1176 2.62 0.7056 -0.817 -1.1161 -0.7376
-1.1016 0.2008 2.63 0.6686 -1.015 0.3821 -0.8842
-1.3201 0.1861 2.64 0.644 -1.0582 -0.9487 -1.0124
-1.3773 0.1386 2.65 0.5665 -0.8231 0.3966 -1.0763
-1.5113 0.0262 2.66 0.5139 -0.712 -0.9012 -1.1865
-1.5629 -0.1394 2.67 0.3991 -0.3805 0.4837 -1.4362
-1.4782 -0.3648 2.68 0.411 -0.0739 -0.9722 -1.6436
-1.5446 -0.5373 2.69 0.3546 0.1936 0.5171 -1.7901
-1.4841 -0.8697 2.7 0.357 0.3718 -0.9496 -1.9319
-1.5283 -1.0365 2.71 0.3146 0.4407 0.5704 -1.7442
-1.4046 -1.3242 2.72 0.3355 0.3435 -0.8425 -1.9448
-1.4896 -1.3631 2.73 0.3056 0.1538 0.7051 -2.1937
-1.4978 -1.4317 2.74 0.3416 -0.2015 -0.7006 -2.0033
-1.3666 -1.6733 2.75 0.4152 -0.5936 0.6955 -2.2496
-1.3717 -1.7854 2.76 0.4829 -1.1121 -0.6635 -2.2697
-1.0398 -1.5313 2.77 0.4883 -1.7152 0.723 -2.3012
-0.9878 -1.5082 2.78 0.5984 -2.02 -0.6104 -2.1622
-0.8708 -1.4961 2.79 0.6249 -2.1272 0.8923 -2.3483
-0.7551 -1.3512 2.8 0.6767 -2.4292 -0.5604 -2.0179
-0.6421 -1.0953 2.81 0.8291 -2.5462 0.9673 -1.9956
-0.4264 -0.8986 2.82 0.8656 -2.4459 -0.592 -2.3118
-0.3477 -0.622 2.83 1.0708 -2.2891 0.9652 -1.9978
-0.1704 -0.3184 2.84 1.066 -1.9829 -0.4883 -1.9065
-0.0289 -0.121 2.85 1.1641 -1.4358 0.9449 -1.8761
0.1177 0.0808 2.86 1.41 -1.1766 -0.4684 -1.8434
0.2575 0.2484 2.87 1.3462 -1.0941 1.1043 -1.8974
0.3651 0.3326 2.88 1.5525 -1.0184 -0.4445 -1.7874
0.4886 0.3665 2.89 1.6305 -1.0299 1.1746 -1.5954
0.5693 0.3938 2.9 1.652 -1.1557 -0.3678 -1.6253
0.6406 0.3279 2.91 1.7239 -1.5074 1.1465 -1.532
0.7843 0.2079 2.92 2.01 -1.7742 -0.3536 -1.274
0.7882 0.0355 2.93 1.8682 -2.2885 1.2928 -1.3218
0.8233 -0.1844 2.94 1.8787 -2.6308 -0.3169 -1.2103
0.8494 -0.425 2.95 1.9424 -2.6825 1.1938 -1.0742
0.7769 -0.6643 2.96 1.9807 -3.0113 -0.2494 -1.0815
0.7601 -0.8007 2.97 2.0936 -2.5653 1.4129 -0.8975
0.6672 -0.9959 2.98 1.9228 -2.7146 -0.2206 -0.8412
0.7035 -1.3048 2.99 2.0804 -2.2639 1.3533 -0.7828
0.6188 -1.3104 3.0 2.1977 -1.7584 -0.2159 -0.7674
0.5226 -1.5846 3.01 2.2886 -1.4711 1.2493 -0.6779
0.4598 -1.549 3.02 2.2307 -0.9409 -0.1929 -0.6806
0.3535 -1.4995 3.03 2.1127 -0.5471 1.3215 -0.6094
0.2157 -1.2705 3.04 1.7863 -0.2482 -0.1568 -0.5829
0.091 -1.1506 3.05 2.0339 -0.063 1.4899 -0.5583
-0.0325 -0.95 3.06 1.7425 -0.0042 -0.1204 -0.5625
-0.1518 -0.8116 3.07 1.7864 -0.0732 1.5077 -0.4872
-0.2877 -0.5108 3.08 1.7295 -0.2674 -0.102 -0.5144
-0.3913 -0.2508 3.09 1.4848 -0.5434 1.6433 -0.5346
-0.4849 -0.0006 3.1 1.3954 -0.8292 -0.0743 -0.5471
-0.6354 0.2191 3.11 1.1864 -1.0264 1.4927 -0.5147
-0.6515 0.3819 3.12 1.0177 -1.2207 -0.0547 -0.5455
-0.8415 0.5551 3.13 0.8816 -1.3535 1.4126 -0.5774
-0.8127 0.6702 3.14 0.8535 -1.2408 -0.041 -0.6182
-0.9596 0.6409 3.15 0.6258 -0.9962 1.565 -0.7008
-0.8954 0.6953 3.16 0.5915 -0.6455 -0.0259 -0.7093
-0.906 0.5748 3.17 0.4439 -0.2414 1.4517 -0.7073
-0.9762 0.4187 3.18 0.265 0.1855 -0.0134 -0.72
-0.9781 0.2755 3.19 0.1518 0.5973 1.7659 -0.7489
-0.8932 0.0523 3.2 0.0338 0.8607 -0.0026 -0.7964
-0.8935 -0.1939 3.21 -0.0768 0.9959 1.556 -0.8042
-0.7831 -0.4513 3.22 -0.1709 1.2172 0.0054 -0.9097
-0.7774 -0.5728 3.23 -0.2708 1.1485 1.5347 -0.7903
-0.6086 -0.8129 3.24 -0.3596 0.8918 0.0117 -0.9644
-0.555 -0.9988 3.25 -0.4671 0.4318 1.5883 -0.8988
-0.3853 -1.0372 3.26 -0.5131 0.0822 0.0142 -0.909
-0.263 -1.172 3.27 -0.5424 -0.3126 1.8407 -0.8466
-0.1563 -1.2784 3.28 -0.632 -0.7242 0.0155 -0.9114
-0.0156 -1.1533 3.29 -0.6734 -0.993 1.6184 -0.7796
0.1153 -0.9372 3.3 -0.7028 -1.2381 0.0143 -0.8114
0.2367 -0.8406 3.31 -0.7291 -1.1966 1.5778 -0.8
0.3565 -0.6394 3.32 -0.7191 -1.104 0.0107 -0.7204
0.4814 -0.4389 3.33 -0.6754 -0.9245 1.5511 -0.791
0.6461 -0.1637 3.34 -0.746 -0.6921 0.0067 -0.7232
0.7794 0.0769 3.35 -0.7092 -0.3428 1.7072 -0.629
0.8274 0.2984 3.36 -0.6229 -0.0956 -0.0004 -0.626
0.8267 0.5162 3.37 -0.591 0.0823 1.6987 -0.5912
0.907 0.7565 3.38 -0.486 0.1457 -0.0091 -0.5394
1.1298 0.7592 3.39 -0.4224 0.0516 1.7672 -0.4242
1.0072 0.9018 3.4 -0.4101 -0.1664 -0.0203 -0.3879
1.114 0.8389 3.41 -0.308 -0.4857 1.7529 -0.3634
1.0149 0.8357 3.42 -0.2327 -0.8066 -0.0353 -0.2902
1.0065 0.7157 3.43 -0.1757 -1.2598 1.5313 -0.2529
1.0697 0.6164 3.44 -0.1023 -1.8351 -0.0479 -0.1817
0.956 0.4345 3.45 -0.0277 -2.3199 1.559 -0.1489
0.8597 0.1882 3.46 0.0437 -2.4025 -0.0693 -0.0906
0.8085 -0.0385 3.47 0.1145 -2.3136 1.5162 -0.0714
0.6872 -0.2593 3.48 0.1821 -2.4121 -0.0901 -0.0395
0.6041 -0.4756 3.49 0.2261 -2.1654 1.5337 -0.0192
0.4381 -0.7675 3.5 0.2418 -1.768 -0.0967 -0.008
0.372 -0.9223 3.51 0.3326 -1.6368 1.532 -0.0031
0.2371 -0.955 3.52 0.3497 -1.2904 -0.1212 -0.0075
0.0736 -1.0546 3.53 0.3621 -0.8179 1.6266 -0.0185
-0.062 -0.9391 3.54 0.3831 -0.5685 -0.1466 -0.0394
-0.192 -0.9573 3.55 0.3715 -0.4419 1.5393 -0.0758
-0.3229 -0.8646 3.56 0.3179 -0.434 -0.1567 -0.1003
-0.5015 -0.5878 3.57 0.3433 -0.5101 1.6626 -0.1475
-0.596 -0.4704 3.58 0.2935 -0.6583 -0.1977 -0.2034
-0.6496 -0.2009 3.59 0.2431 -0.8781 1.6022 -0.2733
-0.832 0.0344 3.6 0.1654 -1.1827 -0.2097 -0.3575
-0.9217 0.2552 3.61 0.1023 -1.5982 1.4584 -0.4608
-1.0121 0.5302 3.62 0.012 -1.5911 -0.255 -0.5099
-0.9927 0.7657 3.63 -0.0837 -1.7701 1.6357 -0.5431
-1.1018 0.8575 3.64 -0.1827 -1.7802 -0.2797 -0.6505
-1.0819 0.9449 3.65 -0.2949 -1.4949 1.4321 -0.7677
-1.0864 0.9794 3.66 -0.4106 -0.9807 -0.3143 -0.8744
-0.9646 1.0394 3.67 -0.575 -0.6509 1.4118 -1.0322
-0.9558 0.9398 3.68 -0.6618 -0.1188 -0.3154 -1.1198
-1.0193 0.8235 3.69 -0.8521 0.3552 1.3776 -1.1046
-0.9059 0.5654 3.7 -0.9914 0.8257 -0.3306 -1.1107
-0.8222 0.3895 3.71 -1.1041 1.0838 1.4334 -1.3331
-0.7317 0.1622 3.72 -1.1992 1.3504 -0.3678 -1.3812
-0.657 -0.072 3.73 -1.4885 1.2689 1.4343 -1.3232
-0.4631 -0.3007 3.74 -1.4774 1.0954 -0.4022 -1.5142
-0.3783 -0.5199 3.75 -1.7366 1.0549 1.4399 -1.6828
-0.2404 -0.6706 3.76 -1.8949 0.7809 -0.457 -1.6318
-0.1203 -0.8528 3.77 -1.8623 0.4562 1.4724 -1.7497
-0.0075 -0.9946 3.78 -1.8781 0.154 -0.4366 -1.494
0.1037 -1.0131 3.79 -2.1196 -0.0248 1.2148 -1.6227
0.2503 -1.0674 3.8 -2.1089 -0.098 -0.4908 -1.7607
0.3584 -0.9071 3.81 -2.3767 -0.0461 1.3496 -1.5464
0.4622 -0.7364 3.82 -2.4162 0.1344 -0.5104 -1.6728
0.4839 -0.6857 3.83 -2.4021 0.3993 1.3334 -1.5292
0.6347 -0.4151 3.84 -2.2996 0.7432 -0.5209 -1.3519
0.7114 -0.204 3.85 -2.52 1.1544 1.3058 -1.4858
0.6793 0.0427 3.86 -2.5049 1.3559 -0.6149 -1.2482
0.7179 0.2631 3.87 -2.3738 1.7174 1.2449 -1.1068
