# label : secret experiment #4647
# y : intensity
# x : time signal
#y1 y2 time
-0.3004 -1.054 2.67
-0.1776 -0.918 2.68
-0.0558 -0.5738 2.69
0.064 -0.293 2.7
0.1756 -0.0336 2.71
0.2874 0.2595 2.72
0.3755 0.5487 2.73
0.4942 0.6865 2.74
0.6123 0.977 2.75
0.7303 1.123 2.76
0.69 1.426 2.77
0.8828 1.3791 2.78
0.818 1.4325 2.79
0.8647 1.5016 2.8
0.9341 1.6327 2.81
1.0003 1.6731 2.82
1.0077 1.7472 2.83
0.832 1.4564 2.84
0.8028 1.531 2.85
0.8076 1.3838 2.86
0.7063 1.1817 2.87
0.6788 1.2454 2.88
0.5193 1.0638 2.89
0.3877 0.981 2.9
0.2672 0.8368 2.91
0.15 0.8013 2.92
0.0088 0.7773 2.93
-0.1443 0.7445 2.94
-0.2903 0.6954 2.95
-0.4608 0.734 2.96
-0.6071 0.7661 2.97
-0.7365 0.7788 2.98
-1.0255 0.7845 2.99
-1.0042 0.8868 3.0
-1.2151 1.0954 3.01
-1.3653 1.1593 3.02
-1.4733 1.3188 3.03
-1.7654 1.3018 3.04
-1.6909 1.2821 3.05
-1.9839 1.3507 3.06
-1.9633 1.315 3.07
-2.2282 1.5749 3.08
-2.0478 1.318 3.09
-2.3139 1.3305 3.1
-2.4496 1.2276 3.11
-2.1527 1.2339 3.12
-2.5409 1.2206 3.13
-2.3656 0.952 3.14
-2.5094 0.8368 3.15
-2.2597 0.6137 3.16
-2.1593 0.4561 3.17
-2.2286 0.2473 3.18
-2.285 0.0742 3.19
-2.1287 -0.1135 3.2
-1.8415 -0.2595 3.21
-1.9202 -0.3864 3.22
-1.7894 -0.4948 3.23
-1.64 -0.6066 3.24
-1.4864 -0.6674 3.25
-1.6931 -0.6394 3.26
-1.4979 -0.6533 3.27
-1.4819 -0.5841 3.28
-1.2528 -0.427 3.29
-1.2244 -0.2905 3.3
-1.0422 -0.0792 3.31
-0.9892 0.1351 3.32
-1.0113 0.4246 3.33
-0.9668 0.6641 3.34
-0.8003 0.9769 3.35
-0.8169 1.1266 3.36
-0.7718 1.4801 3.37
-0.8155 1.9683 3.38
-0.7452 2.0917 3.39
-0.7967 2.1157 3.4
-0.8357 2.5746 3.41
-0.8321 2.7669 3.42
-0.7748 2.8933 3.43
-0.8215 2.5902 3.44
-0.8943 2.6887 3.45
-1.0955 2.9882 3.46
-1.1079 2.9588 3.47
-1.1431 2.4904 3.48
-1.3123 2.4652 3.49
-1.1635 2.1245 3.5
-1.3102 2.0173 3.51
-1.4758 1.6451 3.52
-1.572 1.4785 3.53
-1.418 1.2541 3.54
-1.6622 0.9876 3.55
-1.4976 0.6811 3.56
-1.7261 0.4941 3.57
-1.7405 0.201 3.58
-1.7683 -0.0228 3.59
-1.64 -0.2269 3.6
-1.5306 -0.3929 3.61
-1.7718 -0.5057 3.62
-1.6955 -0.6576 3.63
-1.4782 -0.6564 3.64
-1.5409 -0.6665 3.65
-1.4199 -0.7196 3.66
-1.3776 -0.6917 3.67
-1.3003 -0.5499 3.68
-1.0505 -0.4638 3.69
-1.0047 -0.3653 3.7
-0.8205 -0.2668 3.71
-0.628 -0.152 3.72
-0.5529 -0.0419 3.73
-0.3548 0.0632 3.74
-0.1666 0.1495 3.75
-0.0098 0.2247 3.76
0.1585 0.3076 3.77
0.3137 0.3276 3.78
0.5223 0.3309 3.79
0.658 0.3645 3.8
0.8198 0.3349 3.81
0.9898 0.241 3.82
1.252 0.2047 3.83
1.2065 0.1056 3.84
1.4641 0.0083 3.85
1.4838 -0.0967 3.86
1.7862 -0.1942 3.87
1.8916 -0.2679 3.88
1.7901 -0.3528 3.89
1.8615 -0.4605 3.9
1.7417 -0.5381 3.91
1.7526 -0.4902 3.92
1.829 -0.5766 3.93
1.9437 -0.5683 3.94
2.006 -0.4784 3.95
2.0087 -0.4493 3.96
1.9918 -0.328 3.97
1.7158 -0.1826 3.98
1.6724 -0.06 3.99
1.7232 0.0972 4.0
1.5096 0.2309 4.01
1.3309 0.4117 4.02
1.2976 0.5835 4.03
1.0791 0.6647 4.04
0.9738 0.7901 4.05
0.8468 0.9725 4.06
0.7812 1.1678 4.07
0.6115 1.148 4.08
0.5809 1.13 4.09
0.4026 1.0966 4.1
0.3334 0.9707 4.11
0.2083 0.9786 4.12
0.1238 0.7549 4.13
0.0259 0.5758 4.14
-0.048 0.3854 4.15
-0.1112 0.1494 4.16
-0.1595 -0.1251 4.17
-0.2175 -0.3983 4.18
-0.2586 -0.7432 4.19
-0.2692 -0.9932 4.2
-0.2602 -1.3004 4.21
-0.2677 -1.7569 4.22
-0.2342 -1.7698 4.23
-0.2131 -2.1429 4.24
-0.1984 -2.4253 4.25
-0.1383 -2.3255 4.26
-0.0891 -2.6096 4.27
-0.0207 -3.0316 4.28
0.0438 -2.5376 4.29
0.1171 -2.8206 4.3
0.1916 -2.5717 4.31
0.2605 -2.6534 4.32
0.3259 -2.4652 4.33
0.4529 -2.5633 4.34
0.5189 -2.0024 4.35
0.56 -1.9927 4.36
0.6298 -1.7674 4.37
0.7116 -1.3149 4.38
0.7226 -1.1534 4.39
0.7756 -0.9228 4.4
0.8365 -0.6541 4.41
0.9637 -0.4372 4.42
0.9742 -0.2017 4.43
0.9321 -0.0284 4.44
0.8847 0.1117 4.45
0.9275 0.2031 4.46
0.8217 0.2757 4.47
0.7719 0.3369 4.48
0.7186 0.2956 4.49
0.6728 0.2683 4.5
0.6217 0.2069 4.51
0.5082 0.1189 4.52
0.4663 0.0126 4.53
0.373 -0.1183 4.54
0.2775 -0.2716 4.55
0.1641 -0.4431 4.56
0.0553 -0.5269 4.57
-0.049 -0.6194 4.58
-0.145 -0.7984 4.59
-0.2567 -1.0007 4.6
-0.3461 -1.0503 4.61
-0.4381 -1.0716 4.62
-0.5681 -1.2136 4.63
-0.609 -1.2296 4.64
-0.6042 -1.1926 4.65
-0.7916 -1.1124 4.66
-0.807 -1.1446 4.67
-0.771 -1.0475 4.68
-0.8768 -0.8563 4.69
-0.8578 -0.8028 4.7
-0.8766 -0.8398 4.71
-0.844 -0.7373 4.72
-0.7802 -0.5717 4.73
-0.6272 -0.5528 4.74
-0.5509 -0.469 4.75
-0.4843 -0.5084 4.76
-0.3727 -0.4857 4.77
-0.3147 -0.5209 4.78
-0.1589 -0.5715 4.79
-0.0326 -0.6509 4.8
0.103 -0.7766 4.81
0.2558 -0.8032 4.82
0.4449 -0.8849 4.83
0.6414 -1.1177 4.84
0.7227 -1.275 4.85
0.9335 -1.5011 4.86
1.0938 -1.4368 4.87
1.2619 -1.8862 4.88
1.5525 -1.9607 4.89
1.4757 -2.0343 4.9
1.8041 -2.1507 4.91
1.9393 -2.0289 4.92
1.9547 -2.1832 4.93
2.0183 -2.036 4.94
2.2262 -2.0284 4.95
2.2586 -1.8564 4.96
2.6582 -1.7883 4.97
2.6244 -1.6966 4.98
2.4796 -1.4949 4.99
2.6212 -1.0887 5.0
2.5684 -0.802 5.01
2.8942 -0.6122 5.02
2.5035 -0.2758 5.03
2.3515 0.0538 5.04
2.8032 0.337 5.05
2.3038 0.6095 5.06
2.6715 0.9596 5.07
2.5133 1.1608 5.08
2.3857 1.4842 5.09
2.3784 1.6997 5.1
2.1112 1.8723 5.11
2.0902 1.873 5.12
1.9929 1.6983 5.13
1.8299 1.92 5.14
1.8005 1.8147 5.15
1.7266 1.5493 5.16
1.4071 1.6846 5.17
1.3437 1.4181 5.18
1.3967 1.3254 5.19
1.145 1.0626 5.2
1.1144 0.7842 5.21
1.0926 0.5102 5.22
0.9811 0.2396 5.23
0.8156 -0.0034 5.24
0.8196 -0.2501 5.25
0.7482 -0.4682 5.26
0.7617 -0.6648 5.27
0.778 -0.8755 5.28
0.7837 -0.9044 5.29
0.7871 -1.0904 5.3
0.6877 -1.0725 5.31
0.72 -1.1757 5.32
0.8027 -1.0231 5.33
0.7726 -0.941 5.34
0.8859 -0.8715 5.35
0.8552 -0.849 5.36
1.043 -0.6496 5.37
1.0367 -0.4864 5.38
1.1789 -0.3162 5.39
1.1935 -0.1274 5.4
1.1591 0.0503 5.41
1.3009 0.2236 5.42
1.4328 0.3838 5.43
1.4607 0.4948 5.44
1.4542 0.6737 5.45
1.3287 0.8102 5.46
1.4711 0.799 5.47
1.5201 0.8139 5.48
1.4853 0.9496 5.49
1.6002 0.8357 5.5
1.3584 0.8372 5.51
1.3429 0.8205 5.52
1.2261 0.7433 5.53
1.3354 0.8147 5.54
1.1337 0.6997 5.55
1.0884 0.6129 5.56
0.9796 0.6221 5.57
0.8679 0.6021 5.58
0.7673 0.5614 5.59
0.69 0.5398 5.6
0.5065 0.5208 5.61
0.3641 0.5363 5.62
0.1919 0.607 5.63
0.0439 0.7821 5.64
-0.104 0.8775 5.65
-0.2718 0.8935 5.66
-0.3949 1.1595 5.67
-0.5731 1.2201 5.68
-0.7697 1.3265 5.69
-0.9757 1.6633 5.7
-1.0874 1.819 5.71
-1.2286 1.8413 5.72
-1.3474 2.1973 5.73
-1.3481 2.3289 5.74
-1.5557 2.3211 5.75
-1.746 2.6562 5.76
-1.7974 2.6383 5.77
-1.8081 2.5062 5.78
-1.635 2.2276 5.79
-1.9252 2.3403 5.8
-1.8095 2.3339 5.81
-1.8299 1.8848 5.82
-1.6902 1.9204 5.83
-1.6682 1.7199 5.84
-1.7222 1.3504 5.85
-1.6538 1.1298 5.86
-1.6618 0.8252 5.87
-1.3994 0.4971 5.88
-1.4507 0.2649 5.89
-1.1306 -0.0213 5.9
-1.2071 -0.2591 5.91
-1.0222 -0.5284 5.92
-0.9033 -0.7349 5.93
-0.712 -0.8228 5.94
-0.5899 -0.8743 5.95
-0.4731 -0.9712 5.96
-0.2987 -0.986 5.97
-0.177 -0.9997 5.98
-0.0451 -1.0285 5.99
0.0787 -0.7708 6.0
0.1869 -0.6225 6.01
0.3213 -0.4961 6.02
0.369 -0.302 6.03
0.5081 -0.0306 6.04
0.5762 0.2436 6.05
0.5567 0.5247 6.06
0.6193 0.8171 6.07
0.7405 0.9561 6.08
0.7836 1.1655 6.09
0.7443 1.4729 6.1
0.6499 1.7444 6.11
0.7709 1.9557 6.12
0.704 2.0712 6.13
0.6736 2.2629 6.14
0.5428 2.1446 6.15
0.5675 2.2914 6.16
0.4787 2.157 6.17
0.3415 1.9787 6.18
0.3125 1.8975 6.19
0.1999 1.7082 6.2
0.1154 1.7283 6.21
0.033 1.4095 6.22
-0.0477 1.3045 6.23
-0.1451 1.2311 6.24
-0.2169 0.9201 6.25
-0.2794 0.8712 6.26
-0.3773 0.6468 6.27
-0.4377 0.5362 6.28
-0.503 0.3856 6.29
-0.5534 0.2371 6.3
-0.5841 0.1778 6.31
-0.5965 0.0906 6.32
-0.6867 0.0555 6.33
-0.687 0.0396 6.34
-0.6587 0.0477 6.35
-0.6213 0.0651 6.36
-0.6166 0.0984 6.37
-0.6248 0.1533 6.38
-0.5796 0.2123 6.39
-0.4409 0.2635 6.4
-0.3901 0.2785 6.41
-0.3225 0.3284 6.42
-0.2533 0.3519 6.43
-0.2009 0.3583 6.44
-0.1049 0.3005 6.45
-0.0232 0.2603 6.46
0.0625 0.2174 6.47
0.143 0.118 6.48
0.2213 0.0057 6.49
0.3261 -0.135 6.5
0.3473 -0.2724 6.51
0.4171 -0.4671 6.52
0.4698 -0.6849 6.53
0.5751 -0.7695 6.54
0.5964 -0.9073 6.55
0.6383 -1.0961 6.56
0.581 -1.2215 6.57
0.6376 -1.5578 6.58
0.6794 -1.4108 6.59
0.6642 -1.7789 6.6
0.5885 -1.6913 6.61
0.47 -1.5512 6.62
0.4685 -1.5986 6.63
0.3495 -1.6206 6.64
0.248 -1.6342 6.65
0.1575 -1.3145 6.66
0.0284 -1.1704 6.67
-0.0944 -1.045 6.68
-0.2655 -0.6944 6.69
-0.4228 -0.5623 6.7
-0.59 -0.2565 6.71
-0.764 -0.0159 6.72
-0.8004 0.2182 6.73
-1.0094 0.4445 6.74
-1.3063 0.7078 6.75
-1.3559 0.9158 6.76
-1.6711 1.1271 6.77
-1.6962 1.2375 6.78
-1.9936 1.162 6.79
-2.1104 1.378 6.8
-2.0015 1.2983 6.81
-2.3565 1.126 6.82
-2.2385 1.1981 6.83
-2.4337 0.9737 6.84
-2.7275 0.8578 6.85
-2.5327 0.5271 6.86
-2.6921 0.3089 6.87
-2.9658 0.0471 6.88
-2.9264 -0.2307 6.89
-2.583 -0.5897 6.9
-2.6918 -0.7778 6.91
-3.0175 -1.0965 6.92
-2.7948 -1.5246 6.93
-2.6346 -1.6465 6.94
-2.8546 -1.7779 6.95
-2.4234 -2.0912 6.96
-2.3401 -2.1348 6.97
-2.4181 -2.2592 6.98
-2.4692 -2.3735 6.99
-2.2721 -2.294 7.0
-1.9849 -2.6817 7.01
-1.9973 -2.3027 7.02
-1.9367 -2.3966 7.03
-1.8144 -2.0406 7.04
-1.7503 -2.3428 7.05
-1.5793 -1.9981 7.06
-1.2879 -1.792 7.07
-1.2904 -1.7072 7.08
-1.2108 -1.4845 7.09
-0.9388 -1.2896 7.1
-0.8687 -1.0392 7.11
-0.8773 -1.0382 7.12
-0.7852 -0.9397 7.13
-0.7151 -0.7147 7.14
-0.6651 -0.7511 7.15
-0.6376 -0.608 7.16
-0.6541 -0.6385 7.17
-0.5628 -0.6021 7.18
-0.6142 -0.6064 7.19
-0.5515 -0.6998 7.2
-0.6396 -0.7155 7.21
-0.5834 -0.8336 7.22
-0.6458 -0.831 7.23
-0.7414 -0.8661 7.24
-0.6893 -1.0337 7.25
-0.7129 -1.0599 7.26
-0.8933 -0.9889 7.27
-0.9563 -1.1238 7.28
-0.8912 -1.1197 7.29
-1.0604 -1.0823 7.3
-1.1035 -0.9896 7.31
-1.069 -0.9866 7.32
-1.0424 -0.9403 7.33
-1.1552 -0.7679 7.34
-1.2476 -0.6798 7.35
-1.2513 -0.4852 7.36
-1.1945 -0.3461 7.37
-1.1572 -0.1735 7.38
-1.1265 -0.0212 7.39
-1.3399 0.123 7.4
-1.0953 0.2469 7.41
-1.1861 0.3909 7.42
-1.1172 0.5046 7.43
-0.9419 0.6001 7.44
-1.0331 0.5735 7.45
-0.8372 0.5991 7.46
-0.788 0.5431 7.47
-0.6452 0.4894 7.48
-0.529 0.378 7.49
-0.4376 0.24 7.5
-0.2749 0.0685 7.51
-0.1231 -0.1241 7.52
0.0181 -0.3653 7.53
0.1562 -0.6453 7.54
0.3179 -0.8875 7.55
0.4966 -1.1066 7.56
0.6421 -1.3379 7.57
0.7207 -1.6331 7.58
0.8284 -1.7608 7.59
0.9221 -1.9568 7.6
1.1724 -2.106 7.61
1.1032 -2.1729 7.62
1.3964 -2.5107 7.63
1.3136 -2.4972 7.64
1.5075 -2.4739 7.65
1.4006 -2.2085 7.66
1.5366 -2.1635 7.67
1.5286 -1.7995 7.68
1.7068 -1.8506 7.69
1.5016 -1.3916 7.7
1.6904 -1.2686 7.71
1.4287 -0.9129 7.72
1.5992 -0.682 7.73
1.5452 -0.3519 7.74
1.4449 -0.0227 7.75
1.1471 0.3016 7.76
1.1884 0.6114 7.77
1.1041 0.7809 7.78
0.9316 1.1819 7.79
0.7477 1.283 7.8
0.6044 1.5287 7.81
0.4505 1.5521 7.82
0.3178 1.86 7.83
0.1749 1.6982 7.84
0.0286 1.7426 7.85
-0.1174 1.6873 7.86
-0.2451 1.5302 7.87
-0.4258 1.7137 7.88
-0.5119 1.3892 7.89
-0.6513 1.4208 7.9
-0.7995 1.2548 7.91
-0.7943 0.9645 7.92
-0.8465 0.8677 7.93
-1.0498 0.6709 7.94
-1.1077 0.4762 7.95
-1.091 0.3668 7.96
-1.2052 0.2738 7.97
-1.1475 0.1955 7.98
-1.1731 0.1029 7.99
-1.054 0.078 8.0
-1.1589 0.0589 8.01
-1.1065 0.0827 8.02
-0.9803 0.1238 8.03
-0.9966 0.1724 8.04
-0.8778 0.2365 8.05
-0.8744 0.3272 8.06
-0.7579 0.4042 8.07
-0.6235 0.5227 8.08
-0.5606 0.6449 8.09
-0.5012 0.6337 8.1
-0.4054 0.7717 8.11
-0.2529 0.8339 8.12
-0.1624 0.865 8.13
-0.071 0.7956 8.14
0.0162 0.9103 8.15
0.1044 0.8786 8.16
0.1773 0.8077 8.17
0.2411 0.7299 8.18
0.3618 0.62 8.19
0.3587 0.5151 8.2
0.4707 0.3566 8.21
0.4572 0.2343 8.22
0.5345 0.1444 8.23
0.5029 0.0177 8.24
0.5412 -0.093 8.25
0.4615 -0.185 8.26
0.4487 -0.2311 8.27
0.5072 -0.2742 8.28
0.4725 -0.2772 8.29
0.3615 -0.2674 8.3
0.324 -0.2206 8.31
0.2652 -0.117 8.32
0.221 0.0082 8.33
0.1423 0.1731 8.34
0.0731 0.3432 8.35
0.0063 0.632 8.36
-0.0657 0.7686 8.37
-0.1426 1.0433 8.38
-0.2145 1.4122 8.39
-0.27 1.7056 8.4
-0.3183 1.7382 8.41
-0.3476 2.147 8.42
-0.4056 2.3603 8.43
-0.4089 2.306 8.44
-0.4548 2.6237 8.45
-0.4522 2.9836 8.46
-0.3925 2.9987 8.47
-0.3986 3.2175 8.48
-0.4041 2.7801 8.49
-0.3599 2.7631 8.5
-0.2593 2.6995 8.51
-0.1893 2.6872 8.52
-0.0966 2.5828 8.53
-0.0052 2.0407 8.54
0.1138 1.7819 8.55
0.254 1.7992 8.56
0.376 1.4424 8.57
0.5061 1.0071 8.58
0.6809 0.8457 8.59
0.7588 0.5086 8.6
0.9135 0.2338 8.61
1.1962 -0.0269 8.62
1.3458 -0.2744 8.63
1.4143 -0.4792 8.64
1.7203 -0.6576 8.65
1.6809 -0.7662 8.66
2.0645 -0.8784 8.67
2.1242 -0.8994 8.68
2.0413 -0.824 8.69
2.5228 -0.7305 8.7
2.7316 -0.6416 8.71
2.4799 -0.5616 8.72
2.5673 -0.4715 8.73
2.854 -0.3331 8.74
3.0568 -0.1228 8.75
2.6322 0.044 8.76
2.8307 0.2353 8.77
2.9 0.4162 8.78
2.7174 0.5747 8.79
2.7975 0.6798 8.8
3.0671 0.8511 8.81
3.0809 0.9711 8.82
2.5975 1.0109 8.83
2.7958 1.0449 8.84
2.7425 0.9786 8.85
2.767 1.1431 8.86
2.6267 1.0517 8.87
2.2741 0.9309 8.88
2.3222 0.8058 8.89
2.0156 0.7661 8.9
1.8006 0.7728 8.91
1.8791 0.5447 8.92
1.7007 0.5329 8.93
1.5051 0.4017 8.94
1.2738 0.2989 8.95
1.288 0.2648 8.96
1.1276 0.1777 8.97
0.9197 0.1721 8.98
0.8418 0.1467 8.99
0.7909 0.1788 9.0
0.6962 0.1886 9.01
0.6325 0.2567 9.02
0.467 0.3073 9.03
0.4199 0.4463 9.04
0.4238 0.4747 9.05
0.3879 0.5637 9.06
0.3186 0.7706 9.07
0.3457 0.827 9.08
0.3022 0.8712 9.09
0.3465 1.0482 9.1
0.3726 1.1118 9.11
0.3783 1.1439 9.12
0.3967 1.0289 9.13
0.4492 1.0002 9.14
0.5062 0.9932 9.15
0.5541 0.7716 9.16
0.661 0.6572 9.17
0.6332 0.4701 9.18
0.7142 0.2651 9.19
0.8763 0.038 9.2
0.7851 -0.2214 9.21
0.8617 -0.4651 9.22
1.0073 -0.7342 9.23
0.9001 -1.0285 9.24
1.0767 -1.2676 9.25
1.045 -1.6422 9.26
1.0134 -1.7354 9.27
0.9617 -1.9331 9.28
1.039 -2.3452 9.29
0.9962 -2.4657 9.3
0.9807 -2.5034 9.31
0.9227 -2.3909 9.32
0.8649 -2.4468 9.33
0.9106 -2.5156 9.34
0.7353 -2.2177 9.35
0.649 -2.1932 9.36
0.545 -2.1295 9.37
0.5233 -1.7945 9.38
0.3479 -1.5145 9.39
0.2494 -1.4796 9.4
0.1318 -1.2231 9.41
-0.0007 -0.8236 9.42
-0.1308 -0.5719 9.43
-0.2807 -0.3095 9.44
-0.3993 -0.0326 9.45
-0.5533 0.2197 9.46
-0.6399 0.3978 9.47
-0.7782 0.5769 9.48
