#CandyMountain NPP, unit 1
#date;bc;fha;ao
01/12/1983;4.854;1.402;-5.031
01/13/1983;4.843;1.401;-5.028
01/14/1983;4.836;1.4;-5.026
01/15/1983;4.827;1.399;-5.022
01/16/1983;4.817;1.398;-5.019
01/17/1983;4.808;1.397;-5.016
01/18/1983;4.801;1.397;-5.013
01/19/1983;4.788;1.396;-5.01
01/20/1983;4.774;1.395;-5.008
01/21/1983;4.759;1.394;-5.004
01/22/1983;4.746;1.393;-5.001
01/23/1983;4.736;1.392;-4.998
01/24/1983;4.728;1.391;-4.996
01/25/1983;4.713;1.39;-4.993
01/26/1983;4.698;1.389;-4.99
01/27/1983;4.685;1.388;-4.987
01/28/1983;4.674;1.387;-4.984
01/29/1983;4.665;1.387;-4.982
01/30/1983;4.655;1.386;-4.981
01/31/1983;4.644;1.385;-4.978
02/01/1983;4.63;1.384;-4.975
02/02/1983;4.624;1.382;-4.973
02/03/1983;4.611;1.381;-4.97
02/04/1983;4.605;1.38;-4.968
02/05/1983;4.591;1.378;-4.965
02/06/1983;4.586;1.377;-4.962
02/07/1983;4.579;1.377;-4.959
02/08/1983;4.569;1.375;-4.957
02/09/1983;4.554;1.375;-4.955
02/10/1983;4.549;1.374;-4.951
02/11/1983;4.542;1.373;-4.949
02/12/1983;4.534;1.373;-4.947
02/13/1983;4.525;1.371;-4.946
02/14/1983;4.513;1.37;-4.944
02/15/1983;4.499;1.369;-4.941
02/16/1983;4.488;1.369;-4.94
02/17/1983;4.473;1.368;-4.937
02/18/1983;4.463;1.367;-4.936
02/19/1983;4.457;1.365;-4.932
02/20/1983;4.444;1.365;-4.93
02/21/1983;4.432;1.363;-4.926
02/22/1983;4.423;1.362;-4.925
02/23/1983;4.408;1.361;-4.923
02/24/1983;4.394;1.36;-4.92
02/25/1983;4.383;1.359;-4.917
02/26/1983;4.375;1.358;-4.914
02/27/1983;4.366;1.357;-4.91
02/28/1983;4.356;1.356;-4.909
03/01/1983;4.348;1.355;-4.906
03/02/1983;4.342;1.354;-4.903
03/03/1983;4.337;1.353;-4.9
03/04/1983;4.322;1.352;-4.897
03/05/1983;4.316;1.351;-4.895
03/06/1983;4.306;1.35;-4.893
03/07/1983;4.296;1.349;-4.89
03/08/1983;4.283;1.348;-4.888
03/09/1983;4.272;1.347;-4.886
03/10/1983;4.259;1.346;-4.883
03/11/1983;4.245;1.345;-4.881
03/12/1983;4.233;1.344;-4.88
03/13/1983;4.221;1.343;-4.878
03/14/1983;4.211;1.342;-4.875
03/15/1983;4.198;1.341;-4.873
03/16/1983;4.183;1.34;-4.87
03/17/1983;4.17;1.339;-4.868
03/18/1983;4.164;1.338;-4.866
03/19/1983;4.153;1.337;-4.864
03/20/1983;4.141;1.336;-4.862
03/21/1983;4.132;1.335;-4.86
03/22/1983;4.124;1.334;-4.859
03/23/1983;4.112;1.333;-4.857
03/24/1983;4.101;1.332;-4.854
03/25/1983;4.092;1.331;-4.853
03/26/1983;4.081;1.331;-4.852
03/27/1983;4.076;1.329;-4.85
03/28/1983;4.068;1.329;-4.846
03/29/1983;4.053;1.328;-4.845
03/30/1983;4.043;1.327;-4.843
03/31/1983;4.032;1.325;-4.84
04/01/1983;4.027;1.324;-4.838
04/02/1983;4.019;1.324;-4.837
04/03/1983;4.01;1.323;-4.834
04/04/1983;3.996;1.322;-4.831
04/05/1983;3.99;1.321;-4.828
04/06/1983;3.981;1.32;-4.826
04/07/1983;3.967;1.319;-4.823
04/08/1983;3.954;1.318;-4.82
04/09/1983;3.946;1.317;-4.818
04/10/1983;3.938;1.316;-4.815
04/11/1983;3.929;1.315;-4.812
04/12/1983;3.921;1.315;-4.811
04/13/1983;3.908;1.313;-4.81
04/14/1983;3.901;1.312;-4.807
04/15/1983;3.892;1.311;-4.805
04/16/1983;3.878;1.309;-4.802
04/17/1983;3.87;1.308;-4.801
04/18/1983;3.862;1.307;-4.799
04/19/1983;3.852;1.306;-4.797
04/20/1983;3.837;1.304;-4.795
04/21/1983;3.831;1.303;-4.792
04/22/1983;3.823;1.302;-4.79
04/23/1983;3.809;1.301;-4.788
04/24/1983;3.803;1.3;-4.787
04/25/1983;3.789;1.299;-4.784
04/26/1983;3.778;1.297;-4.782
04/27/1983;3.768;1.297;-4.779
04/28/1983;3.76;1.295;-4.776
04/29/1983;3.754;1.294;-4.774
04/30/1983;3.747;1.293;-4.771
05/01/1983;3.735;1.292;-4.769
05/02/1983;3.721;1.291;-4.767
05/03/1983;3.707;1.291;-4.765
05/04/1983;3.694;1.29;-4.762
05/05/1983;3.683;1.289;-4.76
05/06/1983;3.668;1.288;-4.757
05/07/1983;3.654;1.287;-4.754
05/08/1983;3.647;1.286;-4.751
05/09/1983;3.64;1.284;-4.75
05/10/1983;3.629;1.284;-4.749
05/11/1983;3.621;1.282;-4.747
05/12/1983;3.615;1.281;-4.746
05/13/1983;3.603;1.281;-4.743
05/14/1983;3.589;1.28;-4.742
05/15/1983;3.578;1.279;-4.74
05/16/1983;3.571;1.278;-4.738
05/17/1983;3.556;1.277;-4.735
05/18/1983;3.544;1.276;-4.733
05/19/1983;3.532;1.275;-4.731
05/20/1983;3.521;1.274;-4.729
05/21/1983;3.512;1.273;-4.727
05/22/1983;3.501;1.272;-4.724
05/23/1983;3.488;1.27;-4.722
05/24/1983;3.478;1.269;-4.72
05/25/1983;3.465;1.268;-4.718
05/26/1983;3.452;1.267;-4.716
05/27/1983;3.446;1.266;-4.713
05/28/1983;3.44;1.265;-4.711
05/29/1983;3.427;1.264;-4.709
05/30/1983;3.422;1.263;-4.707
05/31/1983;3.416;1.261;-4.705
06/01/1983;3.406;1.26;-4.704
06/02/1983;3.399;1.259;-4.701
06/03/1983;3.387;1.258;-4.698
06/04/1983;3.376;1.256;-4.697
06/05/1983;3.368;1.256;-4.694
06/06/1983;3.359;1.255;-4.692
06/07/1983;3.346;1.255;-4.689
06/08/1983;3.337;1.253;-4.687
06/09/1983;3.329;1.252;-4.685
06/10/1983;3.314;1.251;-4.684
06/11/1983;3.307;1.25;-4.682
06/12/1983;3.293;1.249;-4.68
06/13/1983;3.287;1.248;-4.679
06/14/1983;3.282;1.247;-4.676
06/15/1983;3.276;1.246;-4.675
06/16/1983;3.271;1.245;-4.674
06/17/1983;3.265;1.244;-4.672
06/18/1983;3.258;1.243;-4.67
06/19/1983;3.248;1.242;-4.667
06/20/1983;3.238;1.241;-4.666
06/21/1983;3.226;1.24;-4.664
06/22/1983;3.216;1.239;-4.662
06/23/1983;3.202;1.238;-4.66
06/24/1983;3.19;1.237;-4.658
06/25/1983;3.18;1.236;-4.656
06/26/1983;3.166;1.235;-4.654
06/27/1983;3.157;1.235;-4.653
06/28/1983;3.149;1.233;-4.652
06/29/1983;3.141;1.233;-4.649
06/30/1983;3.126;1.231;-4.648
07/01/1983;3.113;1.23;-4.647
07/02/1983;3.106;1.23;-4.644
07/03/1983;3.095;1.229;-4.642
07/04/1983;3.082;1.228;-4.639
07/05/1983;3.075;1.227;-4.637
07/06/1983;3.067;1.226;-4.636
07/07/1983;3.055;1.226;-4.634
07/08/1983;3.048;1.225;-4.632
07/09/1983;3.034;1.223;-4.63
07/10/1983;3.027;1.223;-4.629
07/11/1983;3.018;1.222;-4.627
07/12/1983;3.01;1.221;-4.624
07/13/1983;3.004;1.219;-4.623
07/14/1983;2.994;1.218;-4.622
07/15/1983;2.988;1.217;-4.62
07/16/1983;2.982;1.217;-4.618
07/17/1983;2.976;1.215;-4.615
07/18/1983;2.961;1.214;-4.614
07/19/1983;2.952;1.213;-4.612
07/20/1983;2.942;1.213;-4.61
07/21/1983;2.929;1.212;-4.607
07/22/1983;2.919;1.21;-4.605
07/23/1983;2.91;1.209;-4.604
07/24/1983;2.904;1.208;-4.602
07/25/1983;2.889;1.206;-4.6
07/26/1983;2.879;1.205;-4.599
07/27/1983;2.867;1.204;-4.597
07/28/1983;2.856;1.203;-4.596
07/29/1983;2.842;1.202;-4.594
07/30/1983;2.834;1.201;-4.592
07/31/1983;2.824;1.2;-4.59
08/01/1983;2.811;1.199;-4.588
08/02/1983;2.796;1.199;-4.587
08/03/1983;2.789;1.198;-4.586
08/04/1983;2.783;1.197;-4.585
08/05/1983;2.77;1.196;-4.582
08/06/1983;2.76;1.195;-4.581
08/07/1983;2.749;1.194;-4.58
08/08/1983;2.735;1.193;-4.578
08/09/1983;2.722;1.192;-4.576
08/10/1983;2.714;1.191;-4.573
08/11/1983;2.706;1.189;-4.571
08/12/1983;2.693;1.189;-4.569
08/13/1983;2.685;1.188;-4.568
08/14/1983;2.676;1.187;-4.565
08/15/1983;2.664;1.185;-4.562
08/16/1983;2.655;1.184;-4.56
08/17/1983;2.645;1.183;-4.559
08/18/1983;2.637;1.182;-4.558
08/19/1983;2.629;1.181;-4.557
08/20/1983;2.615;1.18;-4.556
08/21/1983;2.6;1.179;-4.555
08/22/1983;2.594;1.178;-4.554
08/23/1983;2.585;1.177;-4.551
08/24/1983;2.571;1.176;-4.549
08/25/1983;2.559;1.175;-4.546
08/26/1983;2.548;1.174;-4.545
08/27/1983;2.534;1.173;-4.544
08/28/1983;2.526;1.172;-4.542
08/29/1983;2.52;1.17;-4.541
08/30/1983;2.511;1.169;-4.539
08/31/1983;2.497;1.168;-4.538
09/01/1983;2.484;1.168;-4.536
09/02/1983;2.474;1.167;-4.534
09/03/1983;2.463;1.166;-4.532
09/04/1983;2.456;1.165;-4.53
09/05/1983;2.445;1.163;-4.528
09/06/1983;2.432;1.162;-4.526
09/07/1983;2.426;1.161;-4.525
09/08/1983;2.413;1.161;-4.523
09/09/1983;2.405;1.16;-4.521
09/10/1983;2.392;1.159;-4.519
09/11/1983;2.385;1.158;-4.517
09/12/1983;2.375;1.157;-4.515
09/13/1983;2.364;1.156;-4.513
09/14/1983;2.353;1.155;-4.51
09/15/1983;2.344;1.155;-4.509
09/16/1983;2.336;1.153;-4.507
09/17/1983;2.323;1.152;-4.505
09/18/1983;2.311;1.151;-4.504
09/19/1983;2.296;1.15;-4.503
09/20/1983;2.287;1.15;-4.501
09/21/1983;2.278;1.149;-4.5
09/22/1983;2.272;1.148;-4.499
09/23/1983;2.258;1.147;-4.497
09/24/1983;2.248;1.145;-4.496
09/25/1983;2.235;1.144;-4.494
09/26/1983;2.224;1.143;-4.493
09/27/1983;2.213;1.142;-4.49
09/28/1983;2.205;1.141;-4.488
09/29/1983;2.195;1.14;-4.486
09/30/1983;2.188;1.139;-4.485
10/01/1983;2.176;1.138;-4.484
10/02/1983;2.162;1.138;-4.482
10/03/1983;2.148;1.137;-4.48
10/04/1983;2.139;1.135;-4.479
10/05/1983;2.133;1.135;-4.477
10/06/1983;2.125;1.133;-4.475
10/07/1983;2.114;1.132;-4.473
10/08/1983;2.108;1.131;-4.47
10/09/1983;2.095;1.13;-4.47
10/10/1983;2.082;1.128;-4.468
10/11/1983;2.074;1.127;-4.466
10/12/1983;2.064;1.126;-4.463
10/13/1983;2.055;1.125;-4.461
10/14/1983;2.047;1.124;-4.459
10/15/1983;2.034;1.123;-4.458
10/16/1983;2.021;1.122;-4.456
10/17/1983;2.008;1.121;-4.455
10/18/1983;2.001;1.12;-4.452
10/19/1983;1.992;1.119;-4.451
10/20/1983;1.986;1.117;-4.449
10/21/1983;1.977;1.116;-4.448
10/22/1983;1.966;1.115;-4.446
10/23/1983;1.953;1.114;-4.444
10/24/1983;1.945;1.113;-4.443
10/25/1983;1.932;1.112;-4.442
10/26/1983;1.926;1.111;-4.441
10/27/1983;1.915;1.109;-4.44
10/28/1983;1.906;1.108;-4.438
10/29/1983;1.898;1.107;-4.437
10/30/1983;1.89;1.107;-4.435
10/31/1983;1.878;1.106;-4.434
11/01/1983;1.866;1.105;-4.432
11/02/1983;1.859;1.105;-4.43
11/03/1983;1.851;1.103;-4.429
11/04/1983;1.844;1.102;-4.428
11/05/1983;1.834;1.101;-4.425
11/06/1983;1.82;1.1;-4.425
11/07/1983;1.811;1.098;-4.423
11/08/1983;1.804;1.097;-4.421
11/09/1983;1.794;1.097;-4.42
11/10/1983;1.785;1.096;-4.418
11/11/1983;1.776;1.094;-4.416
11/12/1983;1.766;1.093;-4.414
11/13/1983;1.757;1.093;-4.413
11/14/1983;1.744;1.092;-4.411
11/15/1983;1.732;1.091;-4.41
11/16/1983;1.721;1.09;-4.409
11/17/1983;1.708;1.089;-4.408
11/18/1983;1.7;1.088;-4.406
11/19/1983;1.695;1.087;-4.405
11/20/1983;1.683;1.085;-4.403
11/21/1983;1.671;1.084;-4.402
11/22/1983;1.665;1.083;-4.401
11/23/1983;1.653;1.081;-4.399
11/24/1983;1.645;1.081;-4.398
11/25/1983;1.637;1.079;-4.397
11/26/1983;1.629;1.078;-4.396
11/27/1983;1.618;1.077;-4.393
11/28/1983;1.604;1.076;-4.392
11/29/1983;1.596;1.075;-4.39
11/30/1983;1.589;1.074;-4.388
12/01/1983;1.58;1.074;-4.386
12/02/1983;1.568;1.073;-4.385
12/03/1983;1.554;1.072;-4.383
12/04/1983;1.544;1.071;-4.381
12/05/1983;1.538;1.069;-4.379
12/06/1983;1.531;1.069;-4.378
12/07/1983;1.517;1.068;-4.377
12/08/1983;1.511;1.067;-4.375
12/09/1983;1.497;1.066;-4.375
12/10/1983;1.491;1.065;-4.372
12/11/1983;1.482;1.064;-4.371
12/12/1983;1.475;1.063;-4.369
12/13/1983;1.463;1.062;-4.367
12/14/1983;1.451;1.061;-4.365
12/15/1983;1.438;1.06;-4.363
12/16/1983;1.423;1.058;-4.361
12/17/1983;1.412;1.058;-4.359
12/18/1983;1.398;1.057;-4.357
12/19/1983;1.385;1.056;-4.355
12/20/1983;1.376;1.056;-4.353
12/21/1983;1.363;1.054;-4.351
12/22/1983;1.354;1.054;-4.35
12/23/1983;1.342;1.053;-4.348
12/24/1983;1.332;1.051;-4.347
12/25/1983;1.324;1.05;-4.345
12/26/1983;1.315;1.049;-4.344
12/27/1983;1.301;1.048;-4.343
12/28/1983;1.292;1.048;-4.341
12/29/1983;1.281;1.047;-4.34
12/30/1983;1.267;1.045;-4.338
12/31/1983;1.256;1.044;-4.337
01/01/1984;1.251;1.044;-4.336
01/02/1984;1.24;1.043;-4.335
01/03/1984;1.23;1.042;-4.334
01/04/1984;1.218;1.041;-4.332
01/05/1984;1.204;1.04;-4.331
01/06/1984;1.192;1.04;-4.33
01/07/1984;1.184;1.039;-4.327
01/08/1984;1.171;1.037;-4.325
01/09/1984;1.164;1.036;-4.323
01/10/1984;1.152;1.035;-4.322
01/11/1984;1.146;1.035;-4.321
01/12/1984;1.138;1.033;-4.32
01/13/1984;1.124;1.032;-4.318
01/14/1984;1.111;1.031;-4.315
01/15/1984;1.102;1.03;-4.313
01/16/1984;1.095;1.029;-4.312
01/17/1984;1.087;1.028;-4.31
01/18/1984;1.079;1.026;-4.309
01/19/1984;1.065;1.026;-4.308
01/20/1984;1.055;1.025;-4.306
01/21/1984;1.045;1.023;-4.305
01/22/1984;1.036;1.022;-4.304
01/23/1984;1.022;1.021;-4.302
01/24/1984;1.008;1.02;-4.3
01/25/1984;0.996;1.019;-4.298
01/26/1984;0.987;1.018;-4.296
01/27/1984;0.974;1.017;-4.295
01/28/1984;0.966;1.016;-4.292
01/29/1984;0.959;1.015;-4.291
01/30/1984;0.949;1.014;-4.288
01/31/1984;0.936;1.013;-4.287
02/01/1984;0.924;1.011;-4.285
02/02/1984;0.91;1.01;-4.283
02/03/1984;0.898;1.009;-4.282
02/04/1984;0.887;1.008;-4.281
02/05/1984;0.872;1.006;-4.279
02/06/1984;0.862;1.005;-4.278
02/07/1984;0.851;1.004;-4.275
02/08/1984;0.839;1.003;-4.274
02/09/1984;0.826;1.001;-4.272
02/10/1984;0.814;1.001;-4.271
02/11/1984;0.804;1.0;-4.27
02/12/1984;0.793;0.999;-4.268
02/13/1984;0.783;0.999;-4.267
02/14/1984;0.772;0.998;-4.265
02/15/1984;0.766;0.997;-4.263
02/16/1984;0.755;0.996;-4.262
02/17/1984;0.748;0.995;-4.261
02/18/1984;0.739;0.994;-4.261
02/19/1984;0.732;0.993;-4.259
02/20/1984;0.726;0.992;-4.258
02/21/1984;0.714;0.991;-4.256
02/22/1984;0.704;0.99;-4.254
02/23/1984;0.696;0.989;-4.253
02/24/1984;0.686;0.988;-4.252
02/25/1984;0.675;0.987;-4.25
02/26/1984;0.66;0.986;-4.249
02/27/1984;0.651;0.985;-4.247
02/28/1984;0.64;0.984;-4.245
02/29/1984;0.63;0.983;-4.243
03/01/1984;0.624;0.982;-4.241
03/02/1984;0.615;0.981;-4.24
03/03/1984;0.607;0.979;-4.239
03/04/1984;0.596;0.978;-4.237
03/05/1984;0.583;0.977;-4.235
03/06/1984;0.57;0.976;-4.232
03/07/1984;0.564;0.974;-4.231
03/08/1984;0.551;0.973;-4.23
03/09/1984;0.542;0.973;-4.228
03/10/1984;0.529;0.972;-4.226
03/11/1984;0.518;0.971;-4.224
03/12/1984;0.508;0.97;-4.221
03/13/1984;0.501;0.969;-4.22
03/14/1984;0.495;0.968;-4.218
03/15/1984;0.486;0.968;-4.215
03/16/1984;0.479;0.967;-4.214
03/17/1984;0.466;0.966;-4.213
03/18/1984;0.458;0.965;-4.211
03/19/1984;0.444;0.963;-4.209
03/20/1984;0.433;0.963;-4.208
03/21/1984;0.427;0.962;-4.207
03/22/1984;0.416;0.961;-4.204
03/23/1984;0.407;0.959;-4.203
03/24/1984;0.402;0.958;-4.202
03/25/1984;0.396;0.957;-4.201
03/26/1984;0.382;0.956;-4.2
03/27/1984;0.369;0.955;-4.199
03/28/1984;0.359;0.954;-4.197
03/29/1984;0.35;0.952;-4.195
03/30/1984;0.337;0.951;-4.193
03/31/1984;0.331;0.95;-4.192
04/01/1984;0.325;0.949;-4.19
04/02/1984;0.313;0.947;-4.189
04/03/1984;0.304;0.946;-4.187
04/04/1984;0.295;0.946;-4.186
04/05/1984;0.283;0.945;-4.185
04/06/1984;0.274;0.944;-4.184
04/07/1984;0.26;0.943;-4.183
04/08/1984;0.253;0.942;-4.182
04/09/1984;0.244;0.94;-4.179
04/10/1984;0.231;0.939;-4.178
04/11/1984;0.224;0.938;-4.177
04/12/1984;0.211;0.937;-4.176
04/13/1984;0.198;0.936;-4.175
04/14/1984;0.186;0.935;-4.174
04/15/1984;0.179;0.934;-4.172
04/16/1984;0.174;0.934;-4.17
04/17/1984;0.163;0.933;-4.169
04/18/1984;0.153;0.932;-4.168
04/19/1984;0.142;0.931;-4.166
04/20/1984;0.131;0.929;-4.165
04/21/1984;0.118;0.928;-4.164
04/22/1984;0.107;0.927;-4.162
04/23/1984;0.093;0.926;-4.16
04/24/1984;0.081;0.925;-4.159
04/25/1984;0.071;0.924;-4.157
04/26/1984;0.06;0.924;-4.154
04/27/1984;0.051;0.922;-4.153
04/28/1984;0.044;0.921;-4.152
04/29/1984;0.037;0.92;-4.151
04/30/1984;0.03;0.918;-4.149
05/01/1984;0.015;0.917;-4.148
05/02/1984;0.005;0.916;-4.146
