#CandyMountain NPP, unit 2
#date;bc;fha;ao
1995-11-10;4.207;1.221;-6.187
1995-11-11;4.202;1.22;-6.184
1995-11-12;4.188;1.219;-6.182
1995-11-13;4.183;1.217;-6.179
1995-11-14;4.175;1.216;-6.177
1995-11-15;4.164;1.216;-6.174
1995-11-16;4.154;1.215;-6.173
1995-11-17;4.147;1.213;-6.169
1995-11-18;4.135;1.212;-6.168
1995-11-19;4.124;1.211;-6.166
1995-11-20;4.114;1.21;-6.163
1995-11-21;4.101;1.208;-6.161
1995-11-22;4.089;1.208;-6.159
1995-11-23;4.077;1.206;-6.156
1995-11-24;4.068;1.205;-6.154
1995-11-25;4.062;1.205;-6.152
1995-11-26;4.052;1.204;-6.149
1995-11-27;4.041;1.203;-6.147
1995-11-28;4.03;1.203;-6.146
1995-11-29;4.024;1.202;-6.144
1995-11-30;4.018;1.201;-6.142
1995-12-01;4.007;1.199;-6.139
1995-12-02;4.002;1.199;-6.138
1995-12-03;3.987;1.197;-6.136
1995-12-04;3.976;1.197;-6.134
1995-12-05;3.97;1.196;-6.133
1995-12-06;3.958;1.195;-6.131
1995-12-07;3.943;1.194;-6.13
1995-12-08;3.931;1.193;-6.128
1995-12-09;3.919;1.192;-6.126
1995-12-10;3.907;1.191;-6.123
1995-12-11;3.893;1.19;-6.12
1995-12-12;3.888;1.19;-6.119
1995-12-13;3.875;1.188;-6.116
1995-12-14;3.864;1.187;-6.115
1995-12-15;3.857;1.186;-6.113
1995-12-16;3.848;1.185;-6.11
1995-12-17;3.842;1.184;-6.109
1995-12-18;3.83;1.183;-6.107
1995-12-19;3.817;1.182;-6.105
1995-12-20;3.803;1.181;-6.103
1995-12-21;3.794;1.181;-6.101
1995-12-22;3.786;1.18;-6.1
1995-12-23;3.779;1.179;-6.097
1995-12-24;3.77;1.178;-6.095
1995-12-25;3.756;1.177;-6.094
1995-12-26;3.744;1.176;-6.092
1995-12-27;3.733;1.175;-6.09
1995-12-28;3.72;1.174;-6.087
1995-12-29;3.71;1.173;-6.086
1995-12-30;3.701;1.172;-6.085
1995-12-31;3.693;1.171;-6.083
1996-01-01;3.681;1.17;-6.082
1996-01-02;3.674;1.17;-6.08
1996-01-03;3.66;1.168;-6.078
1996-01-04;3.651;1.167;-6.075
1996-01-05;3.641;1.166;-6.073
1996-01-06;3.629;1.165;-6.071
1996-01-07;3.618;1.164;-6.069
1996-01-08;3.61;1.163;-6.067
1996-01-09;3.6;1.162;-6.065
1996-01-10;3.585;1.161;-6.063
1996-01-11;3.576;1.16;-6.061
1996-01-12;3.571;1.159;-6.059
1996-01-13;3.563;1.157;-6.057
1996-01-14;3.555;1.156;-6.056
1996-01-15;3.549;1.155;-6.054
1996-01-16;3.543;1.153;-6.053
1996-01-17;3.532;1.153;-6.051
1996-01-18;3.523;1.151;-6.049
1996-01-19;3.514;1.15;-6.047
1996-01-20;3.508;1.15;-6.045
1996-01-21;3.5;1.149;-6.044
1996-01-22;3.487;1.147;-6.043
1996-01-23;3.476;1.147;-6.042
1996-01-24;3.47;1.146;-6.04
1996-01-25;3.459;1.145;-6.037
1996-01-26;3.45;1.143;-6.035
1996-01-27;3.44;1.142;-6.034
1996-01-28;3.429;1.14;-6.032
1996-01-29;3.421;1.139;-6.03
1996-01-30;3.416;1.138;-6.029
1996-01-31;3.409;1.137;-6.026
1996-02-01;3.396;1.136;-6.025
1996-02-02;3.383;1.135;-6.023
1996-02-03;3.369;1.134;-6.021
1996-02-04;3.361;1.133;-6.02
1996-02-05;3.351;1.132;-6.018
1996-02-06;3.337;1.131;-6.017
1996-02-07;3.324;1.13;-6.016
1996-02-08;3.314;1.129;-6.014
1996-02-09;3.301;1.128;-6.011
1996-02-10;3.286;1.127;-6.009
1996-02-11;3.274;1.126;-6.007
1996-02-12;3.268;1.125;-6.005
1996-02-13;3.258;1.124;-6.004
1996-02-14;3.248;1.123;-6.001
1996-02-15;3.243;1.122;-5.999
1996-02-16;3.235;1.12;-5.998
1996-02-17;3.225;1.119;-5.995
1996-02-18;3.216;1.118;-5.994
1996-02-19;3.21;1.117;-5.992
1996-02-20;3.204;1.115;-5.99
1996-02-21;3.195;1.114;-5.988
1996-02-22;3.187;1.113;-5.987
1996-02-23;3.176;1.112;-5.985
1996-02-24;3.171;1.111;-5.983
1996-02-25;3.159;1.11;-5.98
1996-02-26;3.151;1.109;-5.978
1996-02-27;3.14;1.108;-5.976
1996-02-28;3.129;1.107;-5.973
1996-02-29;3.12;1.105;-5.972
1996-03-01;3.108;1.105;-5.97
1996-03-02;3.1;1.104;-5.968
1996-03-03;3.092;1.103;-5.967
1996-03-04;3.083;1.102;-5.965
1996-03-05;3.069;1.102;-5.964
1996-03-06;3.063;1.101;-5.962
1996-03-07;3.048;1.1;-5.96
1996-03-08;3.034;1.098;-5.958
1996-03-09;3.022;1.097;-5.956
1996-03-10;3.008;1.097;-5.953
1996-03-11;3.002;1.095;-5.951
1996-03-12;2.996;1.094;-5.95
1996-03-13;2.984;1.094;-5.949
1996-03-14;2.971;1.092;-5.946
1996-03-15;2.959;1.091;-5.944
1996-03-16;2.95;1.09;-5.943
1996-03-17;2.937;1.089;-5.941
1996-03-18;2.932;1.088;-5.939
1996-03-19;2.919;1.087;-5.937
1996-03-20;2.906;1.087;-5.936
1996-03-21;2.893;1.086;-5.935
1996-03-22;2.883;1.085;-5.933
1996-03-23;2.873;1.084;-5.931
1996-03-24;2.865;1.083;-5.929
1996-03-25;2.852;1.082;-5.928
1996-03-26;2.84;1.081;-5.925
1996-03-27;2.827;1.08;-5.924
1996-03-28;2.82;1.079;-5.922
1996-03-29;2.806;1.078;-5.92
1996-03-30;2.797;1.077;-5.918
1996-03-31;2.789;1.076;-5.916
1996-04-01;2.778;1.075;-5.915
1996-04-02;2.77;1.073;-5.913
1996-04-03;2.762;1.072;-5.912
1996-04-04;2.749;1.071;-5.91
1996-04-05;2.738;1.07;-5.909
1996-04-06;2.726;1.069;-5.908
1996-04-07;2.714;1.068;-5.906
1996-04-08;2.706;1.068;-5.903
1996-04-09;2.695;1.067;-5.902
1996-04-10;2.688;1.066;-5.9
1996-04-11;2.683;1.065;-5.898
1996-04-12;2.678;1.064;-5.895
1996-04-13;2.669;1.063;-5.893
1996-04-14;2.661;1.062;-5.891
1996-04-15;2.647;1.061;-5.89
1996-04-16;2.641;1.06;-5.887
1996-04-17;2.634;1.059;-5.885
1996-04-18;2.625;1.059;-5.884
1996-04-19;2.615;1.057;-5.881
1996-04-20;2.601;1.056;-5.88
1996-04-21;2.588;1.055;-5.879
1996-04-22;2.578;1.054;-5.877
1996-04-23;2.57;1.053;-5.876
1996-04-24;2.564;1.052;-5.875
1996-04-25;2.558;1.05;-5.874
1996-04-26;2.547;1.049;-5.873
1996-04-27;2.535;1.048;-5.871
1996-04-28;2.527;1.047;-5.87
1996-04-29;2.514;1.046;-5.868
1996-04-30;2.508;1.045;-5.867
1996-05-01;2.503;1.044;-5.865
1996-05-02;2.489;1.044;-5.863
1996-05-03;2.476;1.043;-5.862
1996-05-04;2.468;1.042;-5.86
1996-05-05;2.46;1.041;-5.858
1996-05-06;2.452;1.04;-5.856
1996-05-07;2.438;1.039;-5.854
1996-05-08;2.428;1.038;-5.853
1996-05-09;2.418;1.037;-5.851
1996-05-10;2.41;1.036;-5.849
1996-05-11;2.404;1.035;-5.847
1996-05-12;2.389;1.034;-5.847
1996-05-13;2.377;1.033;-5.845
1996-05-14;2.371;1.032;-5.844
1996-05-15;2.364;1.031;-5.843
1996-05-16;2.352;1.03;-5.841
1996-05-17;2.337;1.029;-5.839
1996-05-18;2.329;1.028;-5.837
1996-05-19;2.32;1.027;-5.836
1996-05-20;2.313;1.025;-5.834
1996-05-21;2.302;1.024;-5.833
1996-05-22;2.291;1.023;-5.83
1996-05-23;2.283;1.022;-5.829
1996-05-24;2.275;1.021;-5.827
1996-05-25;2.269;1.02;-5.826
1996-05-26;2.257;1.019;-5.824
1996-05-27;2.244;1.017;-5.822
1996-05-28;2.23;1.017;-5.82
1996-05-29;2.221;1.016;-5.818
1996-05-30;2.208;1.015;-5.817
1996-05-31;2.203;1.014;-5.815
1996-06-01;2.192;1.013;-5.814
1996-06-02;2.18;1.012;-5.812
1996-06-03;2.171;1.011;-5.811
1996-06-04;2.161;1.009;-5.809
1996-06-05;2.148;1.009;-5.808
1996-06-06;2.141;1.008;-5.807
1996-06-07;2.129;1.006;-5.805
1996-06-08;2.116;1.006;-5.803
1996-06-09;2.108;1.004;-5.802
1996-06-10;2.097;1.003;-5.801
1996-06-11;2.084;1.002;-5.799
1996-06-12;2.073;1.001;-5.797
1996-06-13;2.067;1.0;-5.795
1996-06-14;2.058;0.999;-5.794
1996-06-15;2.046;0.998;-5.792
1996-06-16;2.036;0.997;-5.791
1996-06-17;2.027;0.995;-5.79
1996-06-18;2.018;0.994;-5.788
1996-06-19;2.006;0.993;-5.787
1996-06-20;2.0;0.991;-5.785
1996-06-21;1.987;0.991;-5.783
1996-06-22;1.982;0.99;-5.782
1996-06-23;1.972;0.989;-5.78
1996-06-24;1.962;0.988;-5.778
1996-06-25;1.947;0.987;-5.777
1996-06-26;1.932;0.986;-5.775
1996-06-27;1.927;0.984;-5.773
1996-06-28;1.917;0.983;-5.772
1996-06-29;1.904;0.982;-5.77
1996-06-30;1.898;0.981;-5.768
1996-07-01;1.892;0.98;-5.766
1996-07-02;1.885;0.979;-5.765
1996-07-03;1.874;0.978;-5.763
1996-07-04;1.863;0.977;-5.761
1996-07-05;1.856;0.977;-5.759
1996-07-06;1.841;0.976;-5.757
1996-07-07;1.832;0.976;-5.755
1996-07-08;1.821;0.974;-5.753
1996-07-09;1.814;0.973;-5.752
1996-07-10;1.8;0.972;-5.75
1996-07-11;1.794;0.971;-5.747
1996-07-12;1.783;0.969;-5.746
1996-07-13;1.769;0.969;-5.745
1996-07-14;1.761;0.967;-5.742
1996-07-15;1.754;0.966;-5.741
1996-07-16;1.742;0.965;-5.74
1996-07-17;1.729;0.964;-5.739
1996-07-18;1.723;0.963;-5.737
1996-07-19;1.717;0.962;-5.735
1996-07-20;1.709;0.961;-5.734
1996-07-21;1.695;0.96;-5.732
1996-07-22;1.684;0.958;-5.731
1996-07-23;1.673;0.957;-5.729
1996-07-24;1.66;0.956;-5.728
1996-07-25;1.646;0.954;-5.728
1996-07-26;1.637;0.953;-5.726
1996-07-27;1.626;0.952;-5.725
1996-07-28;1.615;0.951;-5.723
1996-07-29;1.602;0.95;-5.721
1996-07-30;1.589;0.949;-5.72
1996-07-31;1.576;0.948;-5.718
1996-08-01;1.563;0.947;-5.716
1996-08-02;1.549;0.946;-5.715
1996-08-03;1.536;0.945;-5.714
1996-08-04;1.525;0.944;-5.713
1996-08-05;1.517;0.943;-5.711
1996-08-06;1.505;0.942;-5.709
1996-08-07;1.499;0.941;-5.708
1996-08-08;1.494;0.94;-5.706
1996-08-09;1.486;0.94;-5.704
1996-08-10;1.472;0.939;-5.703
1996-08-11;1.461;0.938;-5.701
1996-08-12;1.451;0.937;-5.7
1996-08-13;1.441;0.936;-5.699
1996-08-14;1.435;0.934;-5.698
1996-08-15;1.425;0.934;-5.696
1996-08-16;1.416;0.933;-5.695
1996-08-17;1.404;0.931;-5.693
1996-08-18;1.39;0.93;-5.691
1996-08-19;1.377;0.929;-5.69
1996-08-20;1.368;0.928;-5.689
1996-08-21;1.355;0.927;-5.687
1996-08-22;1.343;0.926;-5.685
1996-08-23;1.336;0.925;-5.683
1996-08-24;1.321;0.924;-5.682
1996-08-25;1.309;0.922;-5.68
1996-08-26;1.296;0.921;-5.678
1996-08-27;1.287;0.92;-5.677
1996-08-28;1.277;0.919;-5.675
1996-08-29;1.268;0.918;-5.673
1996-08-30;1.258;0.917;-5.672
1996-08-31;1.247;0.916;-5.67
1996-09-01;1.234;0.914;-5.668
1996-09-02;1.227;0.914;-5.666
1996-09-03;1.218;0.913;-5.665
1996-09-04;1.208;0.912;-5.662
1996-09-05;1.197;0.912;-5.661
1996-09-06;1.185;0.911;-5.659
1996-09-07;1.173;0.91;-5.658
1996-09-08;1.162;0.909;-5.656
1996-09-09;1.15;0.908;-5.654
1996-09-10;1.144;0.908;-5.652
1996-09-11;1.135;0.906;-5.65
1996-09-12;1.127;0.906;-5.648
1996-09-13;1.118;0.904;-5.646
1996-09-14;1.112;0.903;-5.644
1996-09-15;1.104;0.902;-5.643
1996-09-16;1.097;0.901;-5.641
1996-09-17;1.089;0.9;-5.639
1996-09-18;1.077;0.899;-5.637
1996-09-19;1.069;0.898;-5.637
1996-09-20;1.064;0.897;-5.635
1996-09-21;1.054;0.896;-5.634
1996-09-22;1.04;0.895;-5.632
1996-09-23;1.034;0.894;-5.63
1996-09-24;1.021;0.892;-5.629
1996-09-25;1.006;0.891;-5.628
1996-09-26;0.999;0.89;-5.626
1996-09-27;0.987;0.89;-5.624
1996-09-28;0.979;0.889;-5.622
1996-09-29;0.974;0.888;-5.621
1996-09-30;0.965;0.887;-5.619
1996-10-01;0.952;0.887;-5.618
1996-10-02;0.938;0.886;-5.617
1996-10-03;0.927;0.885;-5.616
1996-10-04;0.918;0.883;-5.614
1996-10-05;0.904;0.882;-5.614
1996-10-06;0.895;0.881;-5.611
1996-10-07;0.889;0.88;-5.61
1996-10-08;0.877;0.879;-5.609
1996-10-09;0.864;0.878;-5.607
1996-10-10;0.855;0.877;-5.606
1996-10-11;0.841;0.876;-5.604
1996-10-12;0.835;0.876;-5.602
1996-10-13;0.83;0.875;-5.6
1996-10-14;0.819;0.874;-5.598
1996-10-15;0.805;0.873;-5.596
1996-10-16;0.793;0.872;-5.594
1996-10-17;0.788;0.87;-5.593
1996-10-18;0.78;0.869;-5.592
1996-10-19;0.772;0.869;-5.59
1996-10-20;0.76;0.867;-5.589
1996-10-21;0.749;0.866;-5.588
1996-10-22;0.738;0.864;-5.587
1996-10-23;0.733;0.863;-5.586
1996-10-24;0.727;0.862;-5.584
1996-10-25;0.713;0.862;-5.582
1996-10-26;0.703;0.86;-5.58
1996-10-27;0.689;0.86;-5.579
1996-10-28;0.68;0.859;-5.577
1996-10-29;0.666;0.858;-5.576
1996-10-30;0.655;0.857;-5.574
1996-10-31;0.642;0.856;-5.572
1996-11-01;0.631;0.856;-5.571
1996-11-02;0.621;0.855;-5.57
1996-11-03;0.615;0.854;-5.568
1996-11-04;0.604;0.853;-5.567
1996-11-05;0.593;0.852;-5.565
1996-11-06;0.583;0.851;-5.563
1996-11-07;0.577;0.85;-5.561
1996-11-08;0.563;0.849;-5.56
1996-11-09;0.549;0.848;-5.559
1996-11-10;0.538;0.848;-5.558
1996-11-11;0.525;0.846;-5.556
1996-11-12;0.511;0.846;-5.554
1996-11-13;0.5;0.845;-5.552
1996-11-14;0.485;0.843;-5.551
1996-11-15;0.473;0.842;-5.55
1996-11-16;0.465;0.841;-5.548
1996-11-17;0.458;0.84;-5.547
1996-11-18;0.447;0.839;-5.546
1996-11-19;0.436;0.838;-5.545
1996-11-20;0.428;0.837;-5.543
1996-11-21;0.418;0.837;-5.542
1996-11-22;0.405;0.836;-5.54
1996-11-23;0.393;0.835;-5.539
1996-11-24;0.382;0.834;-5.537
1996-11-25;0.373;0.833;-5.535
1996-11-26;0.361;0.832;-5.534
1996-11-27;0.353;0.83;-5.532
1996-11-28;0.347;0.829;-5.531
1996-11-29;0.333;0.829;-5.53
1996-11-30;0.322;0.827;-5.529
1996-12-01;0.309;0.827;-5.528
1996-12-02;0.294;0.826;-5.526
1996-12-03;0.28;0.825;-5.524
1996-12-04;0.266;0.825;-5.523
1996-12-05;0.254;0.823;-5.521
1996-12-06;0.245;0.822;-5.52
1996-12-07;0.232;0.821;-5.519
1996-12-08;0.224;0.82;-5.516
1996-12-09;0.211;0.819;-5.515
1996-12-10;0.197;0.819;-5.514
1996-12-11;0.187;0.818;-5.513
1996-12-12;0.174;0.817;-5.512
1996-12-13;0.159;0.816;-5.51
1996-12-14;0.15;0.815;-5.509
1996-12-15;0.142;0.813;-5.507
1996-12-16;0.136;0.812;-5.505
1996-12-17;0.123;0.811;-5.504
1996-12-18;0.117;0.81;-5.502
1996-12-19;0.107;0.809;-5.501
1996-12-20;0.1;0.808;-5.499
1996-12-21;0.094;0.808;-5.498
1996-12-22;0.081;0.806;-5.497
1996-12-23;0.07;0.806;-5.496
1996-12-24;0.059;0.805;-5.494
1996-12-25;0.051;0.804;-5.493
1996-12-26;0.04;0.803;-5.491
1996-12-27;0.031;0.803;-5.489
1996-12-28;0.023;0.801;-5.488
1996-12-29;0.013;0.801;-5.487
