#Atlantis NPP, unit 15
#date;ao;bc;fha
1999-07-16;-6.425;3.648;1.345
1999-07-17;-6.422;3.637;1.344
1999-07-18;-6.419;3.63;1.343
1999-07-19;-6.416;3.619;1.342
1999-07-20;-6.415;3.606;1.341
1999-07-21;-6.414;3.593;1.34
1999-07-22;-6.412;3.586;1.34
1999-07-23;-6.411;3.572;1.338
1999-07-24;-6.409;3.557;1.337
1999-07-25;-6.406;3.544;1.336
1999-07-26;-6.405;3.536;1.335
1999-07-27;-6.402;3.522;1.334
1999-07-28;-6.4;3.51;1.333
1999-07-29;-6.398;3.495;1.332
1999-07-30;-6.396;3.49;1.331
1999-07-31;-6.393;3.477;1.33
1999-08-01;-6.39;3.465;1.329
1999-08-02;-6.388;3.452;1.327
1999-08-03;-6.387;3.439;1.326
1999-08-04;-6.385;3.429;1.325
1999-08-05;-6.384;3.419;1.324
1999-08-06;-6.381;3.412;1.323
1999-08-07;-6.378;3.397;1.322
1999-08-08;-6.377;3.388;1.321
1999-08-09;-6.375;3.377;1.32
1999-08-10;-6.372;3.363;1.319
1999-08-11;-6.37;3.349;1.318
1999-08-12;-6.369;3.334;1.317
1999-08-13;-6.366;3.327;1.317
1999-08-14;-6.364;3.32;1.316
1999-08-15;-6.361;3.31;1.315
1999-08-16;-6.359;3.3;1.314
1999-08-17;-6.355;3.29;1.313
1999-08-18;-6.353;3.275;1.312
1999-08-19;-6.351;3.265;1.311
1999-08-20;-6.35;3.252;1.309
1999-08-21;-6.348;3.243;1.309
1999-08-22;-6.346;3.23;1.308
1999-08-23;-6.343;3.218;1.306
1999-08-24;-6.342;3.208;1.305
1999-08-25;-6.339;3.196;1.305
1999-08-26;-6.338;3.183;1.303
1999-08-27;-6.336;3.178;1.302
1999-08-28;-6.334;3.165;1.301
1999-08-29;-6.331;3.152;1.3
1999-08-30;-6.33;3.143;1.3
1999-08-31;-6.327;3.13;1.299
1999-09-01;-6.325;3.121;1.298
1999-09-02;-6.323;3.109;1.298
1999-09-03;-6.321;3.103;1.297
1999-09-04;-6.318;3.092;1.296
1999-09-05;-6.316;3.085;1.295
1999-09-06;-6.314;3.072;1.294
1999-09-07;-6.312;3.063;1.294
1999-09-08;-6.311;3.054;1.292
1999-09-09;-6.31;3.047;1.291
1999-09-10;-6.307;3.039;1.29
1999-09-11;-6.305;3.031;1.288
1999-09-12;-6.304;3.018;1.287
1999-09-13;-6.302;3.004;1.286
1999-09-14;-6.301;2.998;1.285
1999-09-15;-6.299;2.987;1.285
1999-09-16;-6.298;2.977;1.284
1999-09-17;-6.296;2.968;1.283
1999-09-18;-6.293;2.959;1.282
1999-09-19;-6.291;2.952;1.282
1999-09-20;-6.289;2.943;1.28
1999-09-21;-6.287;2.932;1.279
1999-09-22;-6.286;2.922;1.278
1999-09-23;-6.284;2.914;1.277
1999-09-24;-6.282;2.904;1.276
1999-09-25;-6.28;2.897;1.274
1999-09-26;-6.278;2.885;1.273
1999-09-27;-6.277;2.87;1.272
1999-09-28;-6.276;2.856;1.271
1999-09-29;-6.274;2.85;1.271
1999-09-30;-6.273;2.836;1.27
1999-10-01;-6.272;2.83;1.269
1999-10-02;-6.27;2.821;1.268
1999-10-03;-6.268;2.81;1.267
1999-10-04;-6.266;2.795;1.266
1999-10-05;-6.265;2.782;1.265
1999-10-06;-6.263;2.777;1.265
1999-10-07;-6.26;2.766;1.264
1999-10-08;-6.258;2.754;1.262
1999-10-09;-6.256;2.743;1.261
1999-10-10;-6.253;2.728;1.26
1999-10-11;-6.252;2.721;1.259
1999-10-12;-6.25;2.709;1.258
1999-10-13;-6.248;2.701;1.257
1999-10-14;-6.246;2.692;1.256
1999-10-15;-6.245;2.684;1.255
1999-10-16;-6.244;2.675;1.255
1999-10-17;-6.242;2.669;1.254
1999-10-18;-6.241;2.661;1.253
1999-10-19;-6.238;2.646;1.252
1999-10-20;-6.236;2.635;1.251
1999-10-21;-6.234;2.629;1.25
1999-10-22;-6.233;2.618;1.249
1999-10-23;-6.232;2.611;1.248
1999-10-24;-6.229;2.605;1.246
1999-10-25;-6.228;2.599;1.246
1999-10-26;-6.226;2.588;1.245
1999-10-27;-6.224;2.579;1.244
1999-10-28;-6.221;2.57;1.242
1999-10-29;-6.219;2.556;1.241
1999-10-30;-6.217;2.545;1.239
1999-10-31;-6.215;2.535;1.238
1999-11-01;-6.213;2.527;1.237
1999-11-02;-6.211;2.517;1.237
1999-11-03;-6.21;2.506;1.235
1999-11-04;-6.209;2.497;1.234
1999-11-05;-6.208;2.488;1.233
1999-11-06;-6.206;2.481;1.233
1999-11-07;-6.203;2.468;1.231
1999-11-08;-6.201;2.46;1.23
1999-11-09;-6.198;2.449;1.229
1999-11-10;-6.197;2.441;1.228
1999-11-11;-6.196;2.432;1.228
1999-11-12;-6.194;2.423;1.227
1999-11-13;-6.192;2.41;1.225
1999-11-14;-6.189;2.404;1.224
1999-11-15;-6.187;2.394;1.223
1999-11-16;-6.186;2.384;1.222
1999-11-17;-6.185;2.373;1.221
1999-11-18;-6.182;2.367;1.219
1999-11-19;-6.181;2.353;1.219
1999-11-20;-6.179;2.345;1.218
1999-11-21;-6.178;2.337;1.217
1999-11-22;-6.177;2.323;1.215
1999-11-23;-6.174;2.312;1.215
1999-11-24;-6.172;2.306;1.214
1999-11-25;-6.17;2.299;1.212
1999-11-26;-6.167;2.293;1.212
1999-11-27;-6.165;2.28;1.211
1999-11-28;-6.163;2.269;1.209
1999-11-29;-6.162;2.26;1.209
1999-11-30;-6.161;2.248;1.208
1999-12-01;-6.159;2.235;1.207
1999-12-02;-6.158;2.221;1.205
1999-12-03;-6.156;2.206;1.204
1999-12-04;-6.153;2.197;1.203
1999-12-05;-6.151;2.186;1.201
1999-12-06;-6.15;2.176;1.2
1999-12-07;-6.148;2.167;1.2
1999-12-08;-6.146;2.153;1.199
1999-12-09;-6.143;2.144;1.198
1999-12-10;-6.142;2.134;1.197
1999-12-11;-6.141;2.123;1.196
1999-12-12;-6.14;2.11;1.194
1999-12-13;-6.137;2.099;1.194
1999-12-14;-6.136;2.086;1.193
1999-12-15;-6.134;2.075;1.192
1999-12-16;-6.133;2.063;1.191
1999-12-17;-6.132;2.051;1.19
1999-12-18;-6.13;2.041;1.19
1999-12-19;-6.128;2.031;1.189
1999-12-20;-6.126;2.026;1.187
1999-12-21;-6.124;2.014;1.187
1999-12-22;-6.121;2.005;1.186
1999-12-23;-6.119;1.991;1.185
1999-12-24;-6.118;1.984;1.185
1999-12-25;-6.116;1.975;1.183
1999-12-26;-6.115;1.97;1.182
1999-12-27;-6.113;1.959;1.182
1999-12-28;-6.111;1.952;1.181
1999-12-29;-6.11;1.941;1.179
1999-12-30;-6.108;1.935;1.179
1999-12-31;-6.107;1.92;1.178
2000-01-01;-6.105;1.909;1.177
2000-01-02;-6.103;1.9;1.176
2000-01-03;-6.102;1.888;1.175
2000-01-04;-6.099;1.882;1.174
2000-01-05;-6.098;1.877;1.173
2000-01-06;-6.096;1.871;1.172
2000-01-07;-6.094;1.864;1.17
2000-01-08;-6.092;1.849;1.169
2000-01-09;-6.09;1.839;1.168
2000-01-10;-6.088;1.828;1.168
2000-01-11;-6.087;1.818;1.166
2000-01-12;-6.085;1.812;1.165
2000-01-13;-6.082;1.805;1.164
2000-01-14;-6.08;1.791;1.163
2000-01-15;-6.079;1.776;1.162
2000-01-16;-6.077;1.768;1.161
2000-01-17;-6.076;1.754;1.159
2000-01-18;-6.074;1.744;1.158
2000-01-19;-6.073;1.734;1.157
2000-01-20;-6.071;1.721;1.156
2000-01-21;-6.069;1.716;1.154
2000-01-22;-6.067;1.704;1.153
2000-01-23;-6.066;1.693;1.152
2000-01-24;-6.064;1.682;1.151
2000-01-25;-6.062;1.676;1.151
2000-01-26;-6.06;1.671;1.15
2000-01-27;-6.059;1.658;1.149
2000-01-28;-6.058;1.651;1.148
2000-01-29;-6.055;1.643;1.147
2000-01-30;-6.053;1.636;1.146
2000-01-31;-6.051;1.624;1.145
2000-02-01;-6.049;1.616;1.144
2000-02-02;-6.047;1.607;1.143
2000-02-03;-6.045;1.595;1.141
2000-02-04;-6.044;1.589;1.141
2000-02-05;-6.042;1.582;1.14
2000-02-06;-6.041;1.575;1.138
2000-02-07;-6.039;1.569;1.137
2000-02-08;-6.038;1.562;1.136
2000-02-09;-6.036;1.549;1.134
2000-02-10;-6.035;1.537;1.134
2000-02-11;-6.034;1.527;1.133
2000-02-12;-6.032;1.518;1.132
2000-02-13;-6.031;1.505;1.131
2000-02-14;-6.029;1.496;1.129
2000-02-15;-6.027;1.485;1.128
2000-02-16;-6.025;1.47;1.127
2000-02-17;-6.024;1.46;1.126
2000-02-18;-6.021;1.445;1.125
2000-02-19;-6.019;1.433;1.124
2000-02-20;-6.016;1.423;1.123
2000-02-21;-6.015;1.412;1.122
2000-02-22;-6.013;1.406;1.121
2000-02-23;-6.012;1.399;1.12
2000-02-24;-6.01;1.393;1.119
2000-02-25;-6.009;1.382;1.118
2000-02-26;-6.007;1.376;1.117
2000-02-27;-6.004;1.369;1.115
2000-02-28;-6.002;1.356;1.115
2000-02-29;-6.001;1.342;1.114
2000-03-01;-6.0;1.329;1.113
2000-03-02;-5.999;1.319;1.112
2000-03-03;-5.997;1.311;1.111
2000-03-04;-5.995;1.305;1.11
2000-03-05;-5.994;1.298;1.108
2000-03-06;-5.992;1.292;1.108
2000-03-07;-5.991;1.282;1.106
2000-03-08;-5.989;1.275;1.105
2000-03-09;-5.987;1.27;1.104
2000-03-10;-5.985;1.26;1.103
2000-03-11;-5.984;1.254;1.103
2000-03-12;-5.983;1.245;1.102
2000-03-13;-5.981;1.235;1.101
2000-03-14;-5.979;1.223;1.1
2000-03-15;-5.977;1.217;1.099
2000-03-16;-5.975;1.204;1.098
2000-03-17;-5.973;1.196;1.097
2000-03-18;-5.972;1.186;1.097
2000-03-19;-5.971;1.177;1.096
2000-03-20;-5.969;1.17;1.095
2000-03-21;-5.967;1.161;1.094
2000-03-22;-5.965;1.148;1.094
2000-03-23;-5.963;1.14;1.093
2000-03-24;-5.961;1.127;1.092
2000-03-25;-5.96;1.118;1.09
2000-03-26;-5.958;1.111;1.089
2000-03-27;-5.957;1.104;1.088
2000-03-28;-5.956;1.091;1.088
2000-03-29;-5.954;1.085;1.087
2000-03-30;-5.952;1.071;1.086
2000-03-31;-5.95;1.058;1.085
2000-04-01;-5.948;1.05;1.084
2000-04-02;-5.946;1.037;1.083
2000-04-03;-5.943;1.023;1.082
2000-04-04;-5.941;1.009;1.081
2000-04-05;-5.94;0.995;1.08
2000-04-06;-5.939;0.98;1.08
2000-04-07;-5.937;0.968;1.078
2000-04-08;-5.935;0.961;1.077
2000-04-09;-5.934;0.951;1.076
2000-04-10;-5.933;0.941;1.075
2000-04-11;-5.931;0.93;1.074
2000-04-12;-5.929;0.924;1.073
2000-04-13;-5.928;0.914;1.072
2000-04-14;-5.927;0.899;1.071
2000-04-15;-5.925;0.89;1.07
2000-04-16;-5.924;0.882;1.07
2000-04-17;-5.922;0.874;1.069
2000-04-18;-5.92;0.866;1.068
2000-04-19;-5.918;0.853;1.066
2000-04-20;-5.916;0.841;1.066
2000-04-21;-5.914;0.834;1.065
2000-04-22;-5.913;0.828;1.064
2000-04-23;-5.912;0.813;1.062
2000-04-24;-5.91;0.8;1.061
2000-04-25;-5.908;0.789;1.061
2000-04-26;-5.907;0.778;1.06
2000-04-27;-5.904;0.768;1.059
2000-04-28;-5.903;0.762;1.058
2000-04-29;-5.901;0.75;1.056
2000-04-30;-5.899;0.745;1.055
2000-05-01;-5.897;0.732;1.053
2000-05-02;-5.896;0.72;1.052
2000-05-03;-5.895;0.706;1.051
2000-05-04;-5.894;0.695;1.05
2000-05-05;-5.892;0.686;1.049
2000-05-06;-5.89;0.677;1.048
2000-05-07;-5.888;0.671;1.047
2000-05-08;-5.887;0.66;1.046
2000-05-09;-5.886;0.65;1.045
2000-05-10;-5.884;0.637;1.044
2000-05-11;-5.882;0.632;1.043
2000-05-12;-5.881;0.626;1.042
2000-05-13;-5.879;0.613;1.041
2000-05-14;-5.877;0.604;1.04
2000-05-15;-5.875;0.598;1.039
2000-05-16;-5.874;0.584;1.038
2000-05-17;-5.872;0.573;1.037
2000-05-18;-5.871;0.562;1.036
2000-05-19;-5.87;0.55;1.035
2000-05-20;-5.869;0.542;1.033
2000-05-21;-5.867;0.528;1.032
2000-05-22;-5.865;0.514;1.03
2000-05-23;-5.863;0.508;1.029
2000-05-24;-5.861;0.501;1.028
2000-05-25;-5.86;0.487;1.027
2000-05-26;-5.858;0.477;1.026
2000-05-27;-5.857;0.47;1.025
2000-05-28;-5.855;0.458;1.024
2000-05-29;-5.853;0.447;1.023
2000-05-30;-5.851;0.434;1.023
2000-05-31;-5.85;0.428;1.022
2000-06-01;-5.849;0.423;1.021
2000-06-02;-5.848;0.411;1.019
2000-06-03;-5.845;0.396;1.018
2000-06-04;-5.844;0.382;1.017
2000-06-05;-5.842;0.371;1.016
2000-06-06;-5.84;0.358;1.016
2000-06-07;-5.839;0.349;1.015
2000-06-08;-5.837;0.336;1.014
2000-06-09;-5.836;0.325;1.012
2000-06-10;-5.835;0.316;1.012
2000-06-11;-5.832;0.306;1.011
2000-06-12;-5.83;0.297;1.01
2000-06-13;-5.829;0.283;1.009
2000-06-14;-5.827;0.271;1.008
2000-06-15;-5.825;0.26;1.007
2000-06-16;-5.823;0.246;1.006
2000-06-17;-5.821;0.239;1.005
2000-06-18;-5.82;0.233;1.005
2000-06-19;-5.819;0.225;1.003
2000-06-20;-5.817;0.214;1.003
2000-06-21;-5.815;0.204;1.001
2000-06-22;-5.813;0.196;1.0
2000-06-23;-5.812;0.183;0.999
2000-06-24;-5.81;0.168;0.998
2000-06-25;-5.808;0.16;0.997
2000-06-26;-5.807;0.154;0.996
2000-06-27;-5.805;0.147;0.995
2000-06-28;-5.804;0.133;0.994
2000-06-29;-5.802;0.121;0.994
2000-06-30;-5.8;0.112;0.992
2000-07-01;-5.798;0.098;0.991
2000-07-02;-5.797;0.084;0.99
2000-07-03;-5.795;0.079;0.989
2000-07-04;-5.794;0.066;0.988
2000-07-05;-5.792;0.06;0.987
2000-07-06;-5.79;0.049;0.986
2000-07-07;-5.789;0.035;0.985
2000-07-08;-5.787;0.022;0.984
2000-07-09;-5.786;0.012;0.984
2000-07-10;-5.784;0.002;0.983
