#Atlantis NPP, unit 10
#date;fha;bc;ao
1983-01-30;1.411;6.392;-6.44
1983-01-31;1.409;6.383;-6.436
1983-02-01;1.409;6.372;-6.432
1983-02-02;1.408;6.359;-6.428
1983-02-03;1.407;6.35;-6.425
1983-02-04;1.406;6.338;-6.422
1983-02-05;1.405;6.33;-6.42
1983-02-06;1.404;6.318;-6.418
1983-02-07;1.403;6.309;-6.414
1983-02-08;1.402;6.301;-6.41
1983-02-09;1.402;6.286;-6.408
1983-02-10;1.4;6.278;-6.404
1983-02-11;1.399;6.268;-6.401
1983-02-12;1.398;6.262;-6.397
1983-02-13;1.397;6.257;-6.394
1983-02-14;1.396;6.246;-6.392
1983-02-15;1.394;6.236;-6.39
1983-02-16;1.393;6.224;-6.388
1983-02-17;1.392;6.215;-6.384
1983-02-18;1.391;6.203;-6.381
1983-02-19;1.39;6.193;-6.377
1983-02-20;1.389;6.181;-6.375
1983-02-21;1.388;6.171;-6.372
1983-02-22;1.387;6.156;-6.37
1983-02-23;1.386;6.145;-6.368
1983-02-24;1.385;6.135;-6.365
1983-02-25;1.384;6.128;-6.362
1983-02-26;1.384;6.118;-6.361
1983-02-27;1.383;6.108;-6.359
1983-02-28;1.382;6.095;-6.356
1983-03-01;1.381;6.09;-6.353
1983-03-02;1.38;6.081;-6.351
1983-03-03;1.378;6.068;-6.347
1983-03-04;1.377;6.062;-6.344
1983-03-05;1.376;6.051;-6.341
1983-03-06;1.375;6.041;-6.338
1983-03-07;1.373;6.03;-6.336
1983-03-08;1.372;6.024;-6.333
1983-03-09;1.371;6.016;-6.33
1983-03-10;1.369;6.003;-6.328
1983-03-11;1.368;5.992;-6.326
1983-03-12;1.367;5.979;-6.323
1983-03-13;1.366;5.968;-6.322
1983-03-14;1.365;5.962;-6.318
1983-03-15;1.364;5.952;-6.316
1983-03-16;1.363;5.938;-6.312
1983-03-17;1.362;5.932;-6.31
1983-03-18;1.361;5.921;-6.308
1983-03-19;1.361;5.906;-6.306
1983-03-20;1.36;5.893;-6.303
1983-03-21;1.358;5.883;-6.3
1983-03-22;1.358;5.875;-6.298
1983-03-23;1.357;5.862;-6.296
1983-03-24;1.356;5.856;-6.294
1983-03-25;1.354;5.849;-6.291
1983-03-26;1.353;5.837;-6.289
1983-03-27;1.352;5.832;-6.287
1983-03-28;1.351;5.82;-6.284
1983-03-29;1.35;5.813;-6.281
1983-03-30;1.349;5.804;-6.279
1983-03-31;1.348;5.792;-6.277
1983-04-01;1.348;5.786;-6.273
1983-04-02;1.346;5.78;-6.271
1983-04-03;1.345;5.773;-6.267
1983-04-04;1.344;5.76;-6.265
1983-04-05;1.344;5.751;-6.264
1983-04-06;1.343;5.744;-6.263
1983-04-07;1.342;5.734;-6.261
1983-04-08;1.341;5.719;-6.258
1983-04-09;1.34;5.709;-6.257
1983-04-10;1.339;5.695;-6.255
1983-04-11;1.338;5.684;-6.252
1983-04-12;1.337;5.676;-6.25
1983-04-13;1.336;5.671;-6.248
1983-04-14;1.335;5.659;-6.245
1983-04-15;1.334;5.651;-6.243
1983-04-16;1.333;5.642;-6.24
1983-04-17;1.333;5.628;-6.238
1983-04-18;1.332;5.621;-6.236
1983-04-19;1.33;5.613;-6.234
1983-04-20;1.329;5.602;-6.233
1983-04-21;1.329;5.588;-6.231
1983-04-22;1.328;5.576;-6.228
1983-04-23;1.326;5.571;-6.226
1983-04-24;1.325;5.559;-6.223
1983-04-25;1.325;5.547;-6.222
1983-04-26;1.323;5.54;-6.22
1983-04-27;1.323;5.526;-6.217
1983-04-28;1.321;5.521;-6.215
1983-04-29;1.321;5.51;-6.212
1983-04-30;1.32;5.496;-6.211
1983-05-01;1.319;5.49;-6.208
1983-05-02;1.319;5.481;-6.205
1983-05-03;1.318;5.468;-6.203
1983-05-04;1.317;5.462;-6.201
1983-05-05;1.316;5.456;-6.2
1983-05-06;1.315;5.447;-6.198
1983-05-07;1.314;5.435;-6.196
1983-05-08;1.313;5.421;-6.195
1983-05-09;1.312;5.413;-6.192
1983-05-10;1.311;5.408;-6.189
1983-05-11;1.311;5.395;-6.185
1983-05-12;1.31;5.385;-6.184
1983-05-13;1.309;5.374;-6.183
1983-05-14;1.308;5.36;-6.181
1983-05-15;1.307;5.354;-6.179
1983-05-16;1.306;5.34;-6.177
1983-05-17;1.305;5.334;-6.176
1983-05-18;1.305;5.326;-6.173
1983-05-19;1.304;5.317;-6.172
1983-05-20;1.303;5.304;-6.169
1983-05-21;1.302;5.29;-6.165
1983-05-22;1.301;5.283;-6.163
1983-05-23;1.3;5.274;-6.161
1983-05-24;1.299;5.263;-6.158
1983-05-25;1.298;5.257;-6.155
1983-05-26;1.296;5.245;-6.153
1983-05-27;1.295;5.236;-6.151
1983-05-28;1.295;5.221;-6.149
1983-05-29;1.293;5.209;-6.146
1983-05-30;1.292;5.195;-6.144
1983-05-31;1.291;5.18;-6.143
1983-06-01;1.29;5.169;-6.142
1983-06-02;1.29;5.156;-6.14
1983-06-03;1.289;5.147;-6.137
1983-06-04;1.288;5.133;-6.134
1983-06-05;1.287;5.126;-6.131
1983-06-06;1.286;5.115;-6.128
1983-06-07;1.285;5.102;-6.127
1983-06-08;1.284;5.096;-6.125
1983-06-09;1.282;5.085;-6.123
1983-06-10;1.281;5.075;-6.12
1983-06-11;1.28;5.066;-6.117
1983-06-12;1.279;5.059;-6.115
1983-06-13;1.278;5.054;-6.113
1983-06-14;1.277;5.044;-6.112
1983-06-15;1.276;5.032;-6.11
1983-06-16;1.275;5.024;-6.108
1983-06-17;1.274;5.019;-6.106
1983-06-18;1.272;5.008;-6.103
1983-06-19;1.271;4.997;-6.102
1983-06-20;1.271;4.984;-6.099
1983-06-21;1.269;4.976;-6.096
1983-06-22;1.269;4.97;-6.094
1983-06-23;1.268;4.962;-6.092
1983-06-24;1.267;4.952;-6.09
1983-06-25;1.266;4.938;-6.088
1983-06-26;1.265;4.923;-6.085
1983-06-27;1.264;4.909;-6.083
1983-06-28;1.263;4.903;-6.082
1983-06-29;1.263;4.892;-6.08
1983-06-30;1.262;4.882;-6.077
1983-07-01;1.261;4.872;-6.075
1983-07-02;1.26;4.862;-6.073
1983-07-03;1.259;4.854;-6.072
1983-07-04;1.258;4.849;-6.07
1983-07-05;1.258;4.843;-6.069
1983-07-06;1.257;4.836;-6.067
1983-07-07;1.256;4.828;-6.066
1983-07-08;1.255;4.816;-6.064
1983-07-09;1.254;4.811;-6.063
1983-07-10;1.253;4.798;-6.061
1983-07-11;1.251;4.789;-6.059
1983-07-12;1.25;4.782;-6.058
1983-07-13;1.249;4.776;-6.057
1983-07-14;1.248;4.763;-6.055
1983-07-15;1.247;4.752;-6.052
1983-07-16;1.247;4.745;-6.05
1983-07-17;1.245;4.733;-6.048
1983-07-18;1.244;4.72;-6.047
1983-07-19;1.244;4.71;-6.046
1983-07-20;1.242;4.699;-6.043
1983-07-21;1.242;4.694;-6.041
1983-07-22;1.24;4.683;-6.04
1983-07-23;1.24;4.67;-6.038
1983-07-24;1.239;4.661;-6.037
1983-07-25;1.237;4.651;-6.035
1983-07-26;1.236;4.643;-6.033
1983-07-27;1.235;4.63;-6.032
1983-07-28;1.234;4.621;-6.029
1983-07-29;1.233;4.615;-6.026
1983-07-30;1.232;4.605;-6.024
1983-07-31;1.231;4.592;-6.023
1983-08-01;1.23;4.579;-6.02
1983-08-02;1.229;4.564;-6.018
1983-08-03;1.229;4.555;-6.015
1983-08-04;1.228;4.547;-6.013
1983-08-05;1.227;4.535;-6.011
1983-08-06;1.226;4.529;-6.009
1983-08-07;1.225;4.517;-6.008
1983-08-08;1.223;4.509;-6.007
1983-08-09;1.222;4.502;-6.004
1983-08-10;1.221;4.494;-6.001
1983-08-11;1.22;4.479;-6.0
1983-08-12;1.22;4.471;-5.997
1983-08-13;1.219;4.463;-5.995
1983-08-14;1.218;4.456;-5.993
1983-08-15;1.217;4.442;-5.992
1983-08-16;1.216;4.437;-5.99
1983-08-17;1.214;4.429;-5.989
1983-08-18;1.214;4.423;-5.988
1983-08-19;1.213;4.409;-5.987
1983-08-20;1.212;4.403;-5.985
1983-08-21;1.211;4.388;-5.984
1983-08-22;1.21;4.382;-5.981
1983-08-23;1.209;4.368;-5.98
1983-08-24;1.207;4.355;-5.978
1983-08-25;1.207;4.347;-5.976
1983-08-26;1.206;4.34;-5.973
1983-08-27;1.205;4.326;-5.971
1983-08-28;1.204;4.318;-5.969
1983-08-29;1.203;4.304;-5.967
1983-08-30;1.203;4.292;-5.965
1983-08-31;1.201;4.286;-5.963
1983-09-01;1.2;4.281;-5.961
1983-09-02;1.199;4.27;-5.96
1983-09-03;1.198;4.255;-5.958
1983-09-04;1.197;4.241;-5.956
1983-09-05;1.196;4.229;-5.953
1983-09-06;1.195;4.216;-5.952
1983-09-07;1.194;4.209;-5.95
1983-09-08;1.193;4.196;-5.947
1983-09-09;1.192;4.189;-5.945
1983-09-10;1.191;4.176;-5.943
1983-09-11;1.19;4.171;-5.941
1983-09-12;1.189;4.166;-5.94
1983-09-13;1.188;4.152;-5.938
1983-09-14;1.187;4.144;-5.937
1983-09-15;1.185;4.129;-5.934
1983-09-16;1.185;4.122;-5.932
1983-09-17;1.183;4.117;-5.93
1983-09-18;1.183;4.102;-5.928
1983-09-19;1.182;4.088;-5.926
1983-09-20;1.18;4.076;-5.924
1983-09-21;1.179;4.07;-5.922
1983-09-22;1.178;4.058;-5.921
1983-09-23;1.177;4.052;-5.92
1983-09-24;1.176;4.045;-5.918
1983-09-25;1.174;4.034;-5.916
1983-09-26;1.173;4.026;-5.915
1983-09-27;1.172;4.017;-5.913
1983-09-28;1.172;4.007;-5.912
1983-09-29;1.171;3.996;-5.91
1983-09-30;1.169;3.989;-5.908
1983-10-01;1.168;3.979;-5.906
1983-10-02;1.167;3.966;-5.904
1983-10-03;1.166;3.961;-5.902
1983-10-04;1.165;3.953;-5.901
1983-10-05;1.163;3.946;-5.9
1983-10-06;1.163;3.931;-5.897
1983-10-07;1.161;3.92;-5.896
1983-10-08;1.16;3.915;-5.895
1983-10-09;1.159;3.904;-5.893
1983-10-10;1.158;3.889;-5.892
1983-10-11;1.156;3.879;-5.89
1983-10-12;1.156;3.866;-5.888
1983-10-13;1.154;3.857;-5.887
1983-10-14;1.154;3.852;-5.885
1983-10-15;1.153;3.846;-5.882
1983-10-16;1.151;3.839;-5.88
1983-10-17;1.151;3.833;-5.879
1983-10-18;1.15;3.824;-5.877
1983-10-19;1.149;3.815;-5.875
1983-10-20;1.148;3.807;-5.874
1983-10-21;1.147;3.792;-5.872
1983-10-22;1.146;3.784;-5.869
1983-10-23;1.145;3.776;-5.867
1983-10-24;1.144;3.766;-5.866
1983-10-25;1.142;3.755;-5.864
1983-10-26;1.141;3.742;-5.861
1983-10-27;1.141;3.733;-5.859
1983-10-28;1.14;3.725;-5.857
1983-10-29;1.139;3.714;-5.856
1983-10-30;1.138;3.701;-5.855
1983-10-31;1.137;3.692;-5.853
1983-11-01;1.136;3.68;-5.852
1983-11-02;1.135;3.668;-5.85
1983-11-03;1.134;3.662;-5.848
1983-11-04;1.133;3.651;-5.847
1983-11-05;1.133;3.641;-5.844
1983-11-06;1.131;3.629;-5.842
1983-11-07;1.13;3.62;-5.84
1983-11-08;1.129;3.614;-5.838
1983-11-09;1.128;3.6;-5.836
1983-11-10;1.127;3.586;-5.835
1983-11-11;1.126;3.572;-5.833
1983-11-12;1.125;3.561;-5.831
1983-11-13;1.124;3.55;-5.829
1983-11-14;1.123;3.535;-5.827
1983-11-15;1.122;3.529;-5.825
1983-11-16;1.121;3.517;-5.823
1983-11-17;1.119;3.512;-5.821
1983-11-18;1.118;3.503;-5.819
1983-11-19;1.117;3.494;-5.818
1983-11-20;1.116;3.48;-5.815
1983-11-21;1.114;3.475;-5.813
1983-11-22;1.113;3.465;-5.811
1983-11-23;1.112;3.458;-5.811
1983-11-24;1.11;3.451;-5.809
1983-11-25;1.11;3.442;-5.807
1983-11-26;1.108;3.435;-5.806
1983-11-27;1.108;3.429;-5.804
1983-11-28;1.106;3.422;-5.802
1983-11-29;1.106;3.411;-5.801
1983-11-30;1.105;3.398;-5.8
1983-12-01;1.104;3.384;-5.799
1983-12-02;1.103;3.369;-5.798
1983-12-03;1.102;3.362;-5.795
1983-12-04;1.101;3.354;-5.794
1983-12-05;1.1;3.34;-5.792
1983-12-06;1.099;3.334;-5.79
1983-12-07;1.098;3.328;-5.789
1983-12-08;1.097;3.315;-5.787
1983-12-09;1.097;3.301;-5.785
1983-12-10;1.096;3.293;-5.783
1983-12-11;1.095;3.278;-5.781
1983-12-12;1.094;3.266;-5.779
1983-12-13;1.093;3.257;-5.777
1983-12-14;1.093;3.251;-5.775
1983-12-15;1.092;3.237;-5.772
1983-12-16;1.091;3.225;-5.77
1983-12-17;1.09;3.216;-5.768
1983-12-18;1.089;3.207;-5.766
1983-12-19;1.088;3.193;-5.764
1983-12-20;1.087;3.179;-5.763
1983-12-21;1.086;3.167;-5.762
1983-12-22;1.085;3.152;-5.76
1983-12-23;1.084;3.144;-5.759
1983-12-24;1.084;3.13;-5.758
1983-12-25;1.083;3.121;-5.757
1983-12-26;1.082;3.107;-5.755
1983-12-27;1.08;3.1;-5.753
1983-12-28;1.079;3.092;-5.751
1983-12-29;1.079;3.085;-5.749
1983-12-30;1.077;3.077;-5.748
1983-12-31;1.077;3.066;-5.746
1984-01-01;1.075;3.058;-5.745
1984-01-02;1.074;3.044;-5.742
1984-01-03;1.073;3.036;-5.74
1984-01-04;1.072;3.023;-5.739
1984-01-05;1.071;3.016;-5.737
1984-01-06;1.07;3.004;-5.735
1984-01-07;1.069;2.996;-5.733
1984-01-08;1.069;2.987;-5.731
1984-01-09;1.068;2.979;-5.729
1984-01-10;1.066;2.967;-5.727
1984-01-11;1.065;2.961;-5.725
1984-01-12;1.064;2.95;-5.723
1984-01-13;1.063;2.936;-5.722
1984-01-14;1.063;2.924;-5.72
1984-01-15;1.061;2.919;-5.717
1984-01-16;1.06;2.907;-5.715
1984-01-17;1.059;2.896;-5.713
1984-01-18;1.059;2.887;-5.711
1984-01-19;1.058;2.879;-5.71
1984-01-20;1.057;2.873;-5.708
1984-01-21;1.056;2.866;-5.707
1984-01-22;1.055;2.855;-5.705
1984-01-23;1.054;2.841;-5.704
1984-01-24;1.053;2.832;-5.703
1984-01-25;1.052;2.825;-5.702
1984-01-26;1.051;2.818;-5.7
1984-01-27;1.05;2.805;-5.699
1984-01-28;1.049;2.795;-5.696
1984-01-29;1.048;2.785;-5.695
1984-01-30;1.047;2.775;-5.693
1984-01-31;1.045;2.767;-5.691
1984-02-01;1.044;2.752;-5.69
1984-02-02;1.043;2.74;-5.688
1984-02-03;1.042;2.727;-5.687
1984-02-04;1.041;2.717;-5.685
1984-02-05;1.041;2.712;-5.684
1984-02-06;1.04;2.701;-5.682
1984-02-07;1.039;2.695;-5.68
1984-02-08;1.038;2.686;-5.678
1984-02-09;1.037;2.677;-5.677
1984-02-10;1.035;2.662;-5.676
1984-02-11;1.034;2.654;-5.673
1984-02-12;1.033;2.643;-5.672
1984-02-13;1.032;2.634;-5.67
1984-02-14;1.031;2.628;-5.668
1984-02-15;1.03;2.615;-5.666
1984-02-16;1.029;2.601;-5.665
1984-02-17;1.027;2.589;-5.663
1984-02-18;1.026;2.583;-5.662
1984-02-19;1.025;2.572;-5.66
1984-02-20;1.024;2.558;-5.659
1984-02-21;1.024;2.548;-5.657
1984-02-22;1.023;2.54;-5.655
1984-02-23;1.022;2.528;-5.654
1984-02-24;1.021;2.515;-5.653
1984-02-25;1.02;2.506;-5.651
1984-02-26;1.019;2.494;-5.65
1984-02-27;1.018;2.486;-5.648
1984-02-28;1.017;2.475;-5.647
1984-02-29;1.016;2.466;-5.645
1984-03-01;1.015;2.459;-5.642
1984-03-02;1.014;2.445;-5.64
1984-03-03;1.013;2.438;-5.638
1984-03-04;1.012;2.423;-5.636
1984-03-05;1.011;2.414;-5.633
1984-03-06;1.01;2.407;-5.631
1984-03-07;1.009;2.398;-5.629
1984-03-08;1.008;2.391;-5.628
1984-03-09;1.007;2.382;-5.625
1984-03-10;1.007;2.37;-5.624
1984-03-11;1.005;2.356;-5.623
1984-03-12;1.004;2.35;-5.62
1984-03-13;1.004;2.339;-5.618
1984-03-14;1.002;2.328;-5.617
1984-03-15;1.001;2.316;-5.615
1984-03-16;1.0;2.307;-5.614
1984-03-17;0.999;2.296;-5.612
1984-03-18;0.998;2.285;-5.611
1984-03-19;0.997;2.28;-5.61
1984-03-20;0.996;2.269;-5.609
1984-03-21;0.996;2.261;-5.607
1984-03-22;0.995;2.249;-5.604
1984-03-23;0.994;2.234;-5.603
1984-03-24;0.993;2.227;-5.601
1984-03-25;0.992;2.212;-5.599
1984-03-26;0.99;2.205;-5.598
1984-03-27;0.989;2.196;-5.596
1984-03-28;0.989;2.181;-5.595
1984-03-29;0.987;2.173;-5.593
1984-03-30;0.986;2.158;-5.59
1984-03-31;0.985;2.143;-5.589
1984-04-01;0.983;2.137;-5.588
1984-04-02;0.983;2.13;-5.586
1984-04-03;0.982;2.116;-5.585
1984-04-04;0.981;2.106;-5.584
1984-04-05;0.98;2.095;-5.582
1984-04-06;0.979;2.085;-5.58
1984-04-07;0.978;2.08;-5.578
1984-04-08;0.978;2.073;-5.576
1984-04-09;0.977;2.059;-5.574
1984-04-10;0.976;2.047;-5.572
1984-04-11;0.975;2.038;-5.57
1984-04-12;0.974;2.028;-5.569
1984-04-13;0.973;2.014;-5.567
1984-04-14;0.972;2.0;-5.566
1984-04-15;0.97;1.985;-5.564
1984-04-16;0.969;1.98;-5.563
1984-04-17;0.968;1.968;-5.561
1984-04-18;0.967;1.962;-5.56
1984-04-19;0.966;1.953;-5.559
1984-04-20;0.965;1.948;-5.557
1984-04-21;0.964;1.937;-5.556
1984-04-22;0.963;1.929;-5.555
1984-04-23;0.962;1.922;-5.554
1984-04-24;0.961;1.916;-5.553
1984-04-25;0.96;1.907;-5.551
1984-04-26;0.959;1.901;-5.55
1984-04-27;0.958;1.891;-5.549
1984-04-28;0.957;1.879;-5.548
1984-04-29;0.957;1.866;-5.547
1984-04-30;0.956;1.86;-5.545
1984-05-01;0.955;1.852;-5.543
1984-05-02;0.954;1.841;-5.541
1984-05-03;0.954;1.831;-5.539
1984-05-04;0.953;1.82;-5.538
1984-05-05;0.952;1.809;-5.537
1984-05-06;0.951;1.796;-5.535
1984-05-07;0.949;1.782;-5.533
1984-05-08;0.948;1.768;-5.532
1984-05-09;0.947;1.756;-5.53
1984-05-10;0.946;1.743;-5.528
1984-05-11;0.944;1.735;-5.526
1984-05-12;0.943;1.721;-5.524
1984-05-13;0.942;1.712;-5.523
1984-05-14;0.941;1.706;-5.521
1984-05-15;0.94;1.691;-5.519
1984-05-16;0.939;1.679;-5.517
1984-05-17;0.937;1.665;-5.515
1984-05-18;0.937;1.656;-5.513
1984-05-19;0.936;1.646;-5.512
1984-05-20;0.935;1.636;-5.51
1984-05-21;0.934;1.621;-5.509
1984-05-22;0.933;1.61;-5.508
1984-05-23;0.933;1.597;-5.507
1984-05-24;0.932;1.584;-5.506
1984-05-25;0.931;1.572;-5.504
1984-05-26;0.93;1.566;-5.502
1984-05-27;0.929;1.551;-5.502
1984-05-28;0.928;1.541;-5.499
1984-05-29;0.927;1.527;-5.499
1984-05-30;0.925;1.517;-5.498
1984-05-31;0.924;1.511;-5.497
1984-06-01;0.923;1.502;-5.496
1984-06-02;0.922;1.487;-5.495
1984-06-03;0.92;1.475;-5.494
1984-06-04;0.919;1.461;-5.493
1984-06-05;0.919;1.455;-5.492
1984-06-06;0.917;1.446;-5.489
1984-06-07;0.916;1.438;-5.488
1984-06-08;0.915;1.432;-5.486
1984-06-09;0.914;1.424;-5.485
1984-06-10;0.913;1.411;-5.484
1984-06-11;0.911;1.4;-5.482
1984-06-12;0.91;1.39;-5.481
1984-06-13;0.909;1.38;-5.479
1984-06-14;0.908;1.374;-5.478
1984-06-15;0.906;1.367;-5.476
1984-06-16;0.906;1.359;-5.475
1984-06-17;0.905;1.351;-5.473
1984-06-18;0.904;1.34;-5.471
1984-06-19;0.902;1.325;-5.469
1984-06-20;0.901;1.316;-5.467
1984-06-21;0.9;1.303;-5.465
1984-06-22;0.899;1.289;-5.464
1984-06-23;0.898;1.275;-5.462
1984-06-24;0.897;1.261;-5.461
1984-06-25;0.897;1.248;-5.46
1984-06-26;0.896;1.237;-5.458
1984-06-27;0.896;1.224;-5.456
1984-06-28;0.895;1.21;-5.455
1984-06-29;0.893;1.204;-5.453
1984-06-30;0.892;1.191;-5.451
1984-07-01;0.892;1.184;-5.45
1984-07-02;0.891;1.169;-5.449
1984-07-03;0.89;1.163;-5.448
1984-07-04;0.889;1.151;-5.447
1984-07-05;0.888;1.139;-5.445
1984-07-06;0.887;1.125;-5.444
1984-07-07;0.886;1.115;-5.443
1984-07-08;0.886;1.104;-5.441
1984-07-09;0.884;1.093;-5.439
1984-07-10;0.883;1.083;-5.438
1984-07-11;0.883;1.073;-5.437
1984-07-12;0.881;1.06;-5.435
1984-07-13;0.88;1.045;-5.433
1984-07-14;0.879;1.037;-5.431
1984-07-15;0.878;1.026;-5.43
1984-07-16;0.877;1.019;-5.428
1984-07-17;0.876;1.012;-5.426
1984-07-18;0.875;0.998;-5.425
1984-07-19;0.874;0.99;-5.423
1984-07-20;0.873;0.981;-5.421
1984-07-21;0.872;0.976;-5.419
1984-07-22;0.871;0.966;-5.418
1984-07-23;0.87;0.955;-5.416
1984-07-24;0.869;0.948;-5.415
1984-07-25;0.868;0.94;-5.413
1984-07-26;0.867;0.932;-5.412
1984-07-27;0.866;0.92;-5.411
1984-07-28;0.865;0.911;-5.409
1984-07-29;0.865;0.905;-5.407
1984-07-30;0.863;0.891;-5.405
1984-07-31;0.862;0.878;-5.404
1984-08-01;0.861;0.868;-5.402
1984-08-02;0.86;0.857;-5.4
1984-08-03;0.859;0.85;-5.399
1984-08-04;0.859;0.841;-5.397
1984-08-05;0.857;0.83;-5.396
1984-08-06;0.856;0.822;-5.394
1984-08-07;0.856;0.812;-5.393
1984-08-08;0.855;0.805;-5.391
1984-08-09;0.854;0.8;-5.39
1984-08-10;0.853;0.794;-5.389
1984-08-11;0.851;0.789;-5.388
1984-08-12;0.85;0.778;-5.387
1984-08-13;0.849;0.764;-5.385
1984-08-14;0.848;0.757;-5.384
1984-08-15;0.847;0.746;-5.383
1984-08-16;0.846;0.733;-5.381
1984-08-17;0.845;0.725;-5.379
1984-08-18;0.844;0.713;-5.377
1984-08-19;0.843;0.707;-5.375
1984-08-20;0.843;0.699;-5.374
1984-08-21;0.842;0.689;-5.373
1984-08-22;0.84;0.677;-5.371
1984-08-23;0.839;0.667;-5.371
1984-08-24;0.838;0.659;-5.369
1984-08-25;0.836;0.653;-5.368
1984-08-26;0.835;0.646;-5.366
1984-08-27;0.834;0.634;-5.365
1984-08-28;0.833;0.621;-5.364
1984-08-29;0.832;0.615;-5.361
1984-08-30;0.831;0.601;-5.361
1984-08-31;0.83;0.586;-5.359
1984-09-01;0.829;0.571;-5.358
1984-09-02;0.828;0.565;-5.357
1984-09-03;0.827;0.555;-5.355
1984-09-04;0.826;0.546;-5.354
1984-09-05;0.825;0.54;-5.352
1984-09-06;0.824;0.53;-5.35
1984-09-07;0.823;0.522;-5.349
1984-09-08;0.822;0.514;-5.348
1984-09-09;0.822;0.506;-5.346
1984-09-10;0.821;0.493;-5.344
1984-09-11;0.82;0.478;-5.343
1984-09-12;0.818;0.469;-5.341
1984-09-13;0.818;0.46;-5.339
1984-09-14;0.816;0.445;-5.337
1984-09-15;0.815;0.439;-5.336
1984-09-16;0.814;0.428;-5.334
1984-09-17;0.813;0.42;-5.333
1984-09-18;0.812;0.414;-5.331
1984-09-19;0.811;0.404;-5.329
1984-09-20;0.81;0.394;-5.328
1984-09-21;0.809;0.38;-5.327
1984-09-22;0.808;0.371;-5.326
1984-09-23;0.806;0.361;-5.325
1984-09-24;0.805;0.347;-5.324
1984-09-25;0.804;0.337;-5.322
1984-09-26;0.803;0.331;-5.321
1984-09-27;0.802;0.325;-5.32
1984-09-28;0.801;0.319;-5.318
1984-09-29;0.801;0.306;-5.317
1984-09-30;0.8;0.296;-5.317
1984-10-01;0.799;0.286;-5.315
1984-10-02;0.798;0.279;-5.315
1984-10-03;0.797;0.272;-5.312
1984-10-04;0.797;0.258;-5.311
1984-10-05;0.795;0.243;-5.31
1984-10-06;0.795;0.235;-5.309
1984-10-07;0.793;0.222;-5.308
1984-10-08;0.792;0.209;-5.307
1984-10-09;0.791;0.204;-5.305
1984-10-10;0.79;0.193;-5.304
1984-10-11;0.789;0.18;-5.302
1984-10-12;0.788;0.174;-5.301
1984-10-13;0.787;0.16;-5.3
1984-10-14;0.786;0.148;-5.298
1984-10-15;0.785;0.139;-5.297
1984-10-16;0.784;0.131;-5.296
1984-10-17;0.783;0.124;-5.294
1984-10-18;0.782;0.117;-5.292
1984-10-19;0.781;0.109;-5.291
1984-10-20;0.78;0.095;-5.289
1984-10-21;0.778;0.083;-5.289
1984-10-22;0.778;0.069;-5.288
1984-10-23;0.777;0.058;-5.286
1984-10-24;0.776;0.045;-5.285
1984-10-25;0.775;0.035;-5.283
1984-10-26;0.775;0.023;-5.282
1984-10-27;0.774;0.009;-5.281
