# x : time signal
# y : signal strength
#time y5 y4 y2 y6 y1 y3
1.0 -0.2183 2.0061 2.0404 -0.4503 -0.0499 1.1171
1.01 -0.0697 2.1132 1.8491 -0.7048 -0.1056 1.3542
1.02 0.1267 2.1583 1.7198 -0.5493 -0.1371 1.6932
1.03 0.3646 2.4044 1.6983 -0.3783 -0.127 1.7861
1.04 0.5429 2.3782 1.5418 0.0895 -0.0842 1.8822
1.05 0.8372 2.8227 1.2227 0.5704 -0.0287 2.2318
1.06 1.0038 2.7146 1.1113 1.2323 0.049 2.2661
1.07 1.3574 2.4342 1.0196 1.4132 0.144 2.2713
1.08 1.6185 2.7288 0.8345 1.8229 0.268 1.9831
1.09 1.6525 2.5314 0.6655 1.8102 0.4083 1.8745
1.1 1.9253 2.0385 0.5222 1.4758 0.5748 1.843
1.11 2.1321 1.8322 0.3086 1.21 0.6515 1.6061
1.12 2.3357 1.9573 0.1323 0.66 0.8872 1.2636
1.13 2.165 1.4457 -0.0199 0.3141 0.9452 0.9401
1.14 2.586 1.1982 -0.171 0.1645 0.9718 0.5326
1.15 2.604 0.9247 -0.3297 0.1623 1.0681 0.2214
1.16 2.3391 0.6078 -0.4694 0.3709 1.1864 -0.122
1.17 2.5882 0.3036 -0.591 0.8238 1.3994 -0.4161
1.18 2.4188 0.0254 -0.6827 1.2364 1.2701 -0.7017
1.19 2.2524 -0.2545 -0.6551 1.7711 1.3882 -0.9171
1.2 2.3973 -0.47 -0.7652 2.3843 1.4597 -1.0861
1.21 2.3131 -0.6487 -0.7808 2.3321 1.2704 -1.1726
1.22 2.1283 -0.8325 -0.7975 2.3823 1.2703 -1.2521
1.23 1.8191 -1.0707 -0.7839 2.138 0.9933 -1.1379
1.24 1.8994 -1.0913 -0.6523 1.8721 1.0693 -0.89
1.25 1.5772 -1.1732 -0.7119 1.4413 0.8162 -0.6841
1.26 1.553 -1.0182 -0.6036 1.1647 0.7114 -0.4252
1.27 1.3592 -0.9182 -0.5036 0.7956 0.4835 -0.1374
1.28 1.1894 -0.8921 -0.3928 0.7718 0.3102 0.2048
1.29 1.1956 -0.7092 -0.3179 0.9313 0.1084 0.5564
1.3 1.095 -0.4164 -0.1854 1.2434 -0.0944 0.916
1.31 1.0634 -0.1694 -0.0713 1.8589 -0.2591 1.3401
1.32 1.0799 0.125 0.0485 2.3301 -0.4622 1.6837
1.33 1.0988 0.4254 0.1687 2.5171 -0.5711 1.7281
1.34 1.1064 0.7164 0.2623 2.7949 -0.7006 1.9388
1.35 1.0185 0.99 0.4227 3.1667 -0.926 2.2709
1.36 1.2707 1.345 0.4737 2.7381 -0.9338 2.117
1.37 1.2328 1.5869 0.554 2.2035 -1.0104 2.2301
1.38 1.5571 1.7531 0.651 1.6555 -1.1002 2.1141
1.39 1.5234 2.2712 0.7231 1.2313 -0.96 1.9081
1.4 1.8597 2.3393 0.7926 1.1237 -1.0457 2.0844
1.41 1.6747 2.674 0.8182 0.9832 -1.013 1.6124
1.42 1.9871 2.4232 0.8587 1.137 -0.9098 1.5383
1.43 2.2283 2.7429 0.7273 1.3601 -0.7484 1.4179
1.44 2.4595 2.6123 0.7351 1.7324 -0.6195 1.1349
1.45 2.45 2.3799 0.681 2.2663 -0.5511 1.0736
1.46 2.4242 2.3981 0.6033 2.7692 -0.3295 0.8454
1.47 2.2498 2.2129 0.5585 2.8097 -0.1757 0.8293
1.48 2.4866 2.2081 0.4088 2.6672 -0.0277 0.8259
1.49 2.6893 1.766 0.2761 2.4005 0.1286 0.741
1.5 2.6562 1.5278 0.157 1.9323 0.2683 0.7652
1.51 2.1444 1.3691 0.0207 1.5711 0.455 0.8824
1.52 2.1978 0.903 -0.1256 1.1342 0.5052 0.9281
1.53 2.0465 0.6826 -0.2857 0.7705 0.7056 0.9964
1.54 2.0203 0.3174 -0.4148 0.6213 0.7717 1.1824
1.55 1.858 0.0615 -0.5835 0.6303 0.8276 1.1473
1.56 1.4015 -0.2092 -0.7336 0.8881 0.8891 1.2211
1.57 1.3924 -0.4497 -0.7549 1.2001 0.8768 1.3813
1.58 1.0576 -0.7033 -0.9092 1.7015 0.8538 1.5153
1.59 0.7526 -0.8891 -1.0185 2.1577 0.6839 1.2435
1.6 0.5939 -0.8645 -1.0689 2.2294 0.6043 1.23
1.61 0.3157 -0.9398 -1.1861 2.0472 0.5778 1.1316
1.62 0.1179 -1.1612 -1.3627 1.9792 0.4498 0.9897
1.63 -0.0868 -1.0054 -1.2453 1.6255 0.2674 0.6997
1.64 -0.2342 -0.985 -1.3279 1.0354 0.1344 0.537
1.65 -0.4269 -1.002 -1.2894 0.51 -0.0202 0.2928
1.66 -0.5545 -0.7892 -1.1637 0.0915 -0.1968 0.045
1.67 -0.6385 -0.7204 -1.1763 -0.1071 -0.3343 -0.1729
1.68 -0.6559 -0.4972 -1.0595 -0.0723 -0.4944 -0.399
1.69 -0.6055 -0.3487 -0.9531 0.175 -0.6494 -0.4969
1.7 -0.6084 -0.1911 -0.9036 0.4923 -0.7788 -0.6917
1.71 -0.6228 -0.0045 -0.7495 0.8951 -0.8254 -0.6683
1.72 -0.4636 0.1879 -0.717 1.263 -0.9024 -0.7084
1.73 -0.3934 0.3322 -0.5438 1.6595 -1.0356 -0.5741
1.74 -0.2667 0.5506 -0.3896 1.3869 -1.0455 -0.3881
1.75 -0.1351 0.6342 -0.2244 1.1596 -1.1111 -0.1651
1.76 -0.0002 0.7543 -0.0594 0.9028 -0.9692 0.1445
1.77 0.157 0.8333 0.0934 0.3722 -1.0349 0.4653
1.78 0.299 0.9332 0.2446 -0.1536 -0.9307 0.8369
1.79 0.3942 0.9584 0.3884 -0.5738 -0.7352 1.297
1.8 0.5977 0.849 0.5486 -0.7658 -0.6389 1.6272
1.81 0.6621 0.8283 0.6714 -0.676 -0.4736 2.0373
1.82 0.7012 0.8802 0.7058 -0.4587 -0.2984 2.1081
1.83 0.7949 0.7556 0.8562 -0.1012 -0.0968 2.6159
1.84 0.8833 0.6708 0.9259 0.3263 0.0868 2.5088
1.85 0.8065 0.6217 0.8676 0.68 0.2494 2.9244
1.86 0.8035 0.4612 0.9913 1.0471 0.4345 3.0261
1.87 0.7547 0.3554 0.989 1.0827 0.654 2.7622
1.88 0.7375 0.2911 0.9682 0.9104 0.8455 2.7143
1.89 0.5835 0.1638 0.878 0.5222 0.9424 2.5061
1.9 0.525 0.0683 0.9337 0.0166 1.0983 2.4442
1.91 0.4269 -0.0102 0.7352 -0.4464 1.2541 2.1349
1.92 0.2333 -0.0774 0.761 -0.7546 1.1911 1.8023
1.93 0.1071 -0.13 0.6738 -1.0131 1.1476 1.5887
1.94 -0.0509 -0.1546 0.5274 -1.0229 1.2581 1.2296
1.95 -0.1987 -0.1861 0.3937 -0.6691 1.3398 0.9224
1.96 -0.3708 -0.1927 0.2707 -0.3287 1.3357 0.5278
1.97 -0.4414 -0.1721 0.1471 0.1811 1.0802 0.3465
1.98 -0.6032 -0.1471 0.0264 0.5622 1.1512 0.1496
1.99 -0.6026 -0.1443 -0.1043 0.9605 0.9489 0.0288
2.0 -0.6471 -0.1001 -0.2177 1.0542 0.7609 -0.0473
2.01 -0.6642 -0.0748 -0.3579 0.8414 0.6451 -0.0655
2.02 -0.7371 -0.0407 -0.4335 0.5591 0.469 -0.0197
2.03 -0.6008 -0.0177 -0.5177 0.1875 0.3441 0.0587
2.04 -0.575 -0.0052 -0.58 -0.2494 0.199 0.1681
2.05 -0.4241 -0.0067 -0.6081 -0.6106 0.0709 0.2945
2.06 -0.3234 -0.0254 -0.6702 -0.8159 -0.0666 0.4337
2.07 -0.1655 -0.0649 -0.68 -0.7022 -0.1848 0.6094
2.08 0.0406 -0.1037 -0.6752 -0.4224 -0.2476 0.7122
2.09 0.2693 -0.1819 -0.7034 -0.0076 -0.3302 0.8115
2.1 0.4352 -0.3081 -0.584 0.4951 -0.3579 0.9806
2.11 0.7226 -0.4209 -0.5091 0.9141 -0.4252 1.0635
2.12 1.0062 -0.4678 -0.4557 1.3321 -0.3772 0.9836
2.13 1.0853 -0.6574 -0.3597 1.5436 -0.3825 1.0428
2.14 1.48 -0.8388 -0.2448 1.3331 -0.2864 0.9691
2.15 1.5951 -0.871 -0.1502 1.0976 -0.2063 0.7793
2.16 1.7183 -1.0411 -0.003 0.7945 -0.1128 0.7411
2.17 2.0806 -1.1873 0.1437 0.3673 0.0303 0.5568
2.18 1.924 -1.3235 0.2761 0.0308 0.1879 0.4487
2.19 1.9906 -1.2877 0.4599 -0.1397 0.3251 0.3434
2.2 2.0895 -1.614 0.639 -0.1058 0.4962 0.2383
2.21 2.0129 -1.5543 0.7332 0.1679 0.7382 0.2135
2.22 2.1973 -1.5678 0.9163 0.54 0.7996 0.1971
2.23 2.0609 -1.449 1.067 1.1279 1.0631 0.2398
2.24 2.1383 -1.5183 1.0862 1.7276 1.1914 0.3849
2.25 2.0606 -1.5642 1.2362 2.0162 1.3451 0.5157
2.26 2.0575 -1.4051 1.2169 2.2789 1.4415 0.7022
2.27 1.7199 -1.2206 1.2678 1.9501 1.6374 1.0543
2.28 1.5217 -1.1181 1.4709 1.9145 1.5343 1.2463
2.29 1.5102 -0.8129 1.3209 1.398 1.7378 1.5429
2.3 1.1616 -0.6144 1.5349 1.1614 1.6676 1.7766
2.31 1.2004 -0.4252 1.3004 0.6712 1.862 2.2869
2.32 0.9416 -0.2095 1.307 0.4655 1.7447 2.2641
2.33 0.7365 0.0263 1.2834 0.4661 1.724 2.5805
2.34 0.7353 0.2134 1.2943 0.7275 1.5962 2.897
2.35 0.5751 0.4329 1.2003 1.0454 1.3934 3.0677
2.36 0.4942 0.5893 1.0726 1.6935 1.1731 2.9623
2.37 0.4433 0.8017 0.9286 1.9912 1.0172 2.5904
2.38 0.4186 0.8472 0.8615 2.7 0.8883 2.7595
2.39 0.4375 0.8244 0.7055 2.6322 0.7215 2.3249
2.4 0.439 0.9673 0.4737 2.7634 0.5174 2.1924
2.41 0.5569 0.8228 0.3345 2.5379 0.3567 1.7783
2.42 0.5694 0.824 0.2047 1.9161 0.2301 1.3408
2.43 0.6796 0.6952 0.0423 1.4002 0.0673 0.9643
2.44 0.8183 0.4958 -0.1124 1.0163 -0.0764 0.6701
2.45 0.9304 0.3086 -0.2494 0.7488 -0.1898 0.2943
2.46 1.1366 0.0804 -0.3737 0.7062 -0.2741 -0.0695
2.47 1.2561 -0.2053 -0.507 0.9741 -0.3837 -0.3805
2.48 1.4329 -0.4921 -0.5277 1.2786 -0.4448 -0.663
2.49 1.3479 -0.8862 -0.6904 1.8034 -0.4675 -0.7016
2.5 1.7144 -1.1307 -0.674 2.298 -0.426 -0.8888
2.51 1.7629 -1.4311 -0.8304 2.2889 -0.3631 -0.9454
2.52 1.7356 -1.8848 -0.7704 2.4977 -0.3213 -0.7817
2.53 1.7499 -2.0084 -0.8202 2.434 -0.2111 -0.6982
2.54 1.555 -2.2738 -0.7231 2.2712 -0.1183 -0.5388
2.55 1.677 -2.5623 -0.7527 1.7015 -0.005 -0.2809
2.56 1.7447 -2.418 -0.6902 1.3144 0.1234 -0.0338
2.57 1.3991 -2.7133 -0.7144 0.9135 0.2987 0.2716
2.58 1.4424 -3.0617 -0.621 0.5897 0.3906 0.4839
2.59 1.2101 -2.9324 -0.4533 0.4726 0.5404 0.822
2.6 1.0742 -3.0243 -0.3799 0.5144 0.7115 0.9737
2.61 0.8462 -2.9715 -0.2735 0.9072 0.8559 1.1354
2.62 0.5423 -2.4557 -0.1487 1.1604 0.8945 1.2906
2.63 0.3457 -2.6119 -0.0492 1.62 1.0604 1.5389
2.64 0.0943 -2.1083 0.0628 2.092 1.1384 1.4761
2.65 -0.1651 -2.1281 0.1842 2.1711 1.0348 1.617
2.66 -0.4126 -1.7187 0.3005 2.2062 1.2057 1.5761
2.67 -0.5871 -1.3985 0.3684 1.9537 1.0405 1.4625
2.68 -0.81 -1.0498 0.4487 1.3114 1.0562 1.2684
2.69 -0.9952 -0.7208 0.5594 0.812 0.9553 1.3953
2.7 -1.1151 -0.4005 0.6035 0.2691 0.9301 1.1721
2.71 -1.2856 -0.1254 0.629 -0.0828 0.7618 1.0462
2.72 -1.5123 0.1271 0.6275 -0.2607 0.5516 0.8705
2.73 -1.6464 0.3747 0.6372 -0.1924 0.4404 0.889
2.74 -1.6693 0.5759 0.5662 0.045 0.2528 0.794
2.75 -1.6647 0.7039 0.5141 0.3909 0.0349 0.8801
2.76 -1.5876 0.7958 0.4575 0.9 -0.1764 0.9044
2.77 -1.5728 0.9099 0.3426 1.1806 -0.3615 1.0253
2.78 -1.3749 0.8181 0.223 1.4325 -0.6126 1.1021
2.79 -1.3836 0.8013 0.1139 1.2583 -0.7335 1.1545
2.8 -1.252 0.8169 -0.0346 1.004 -0.8703 1.259
2.81 -1.1006 0.5537 -0.2015 0.4918 -1.2021 1.5094
2.82 -0.9005 0.4544 -0.3253 0.0154 -1.2889 1.4934
2.83 -0.7589 0.212 -0.5645 -0.5295 -1.3776 1.9607
2.84 -0.6546 -0.0394 -0.7 -0.8275 -1.466 1.7925
2.85 -0.4911 -0.3368 -0.8396 -0.9681 -1.5072 2.0529
2.86 -0.4278 -0.6428 -1.0139 -0.9598 -1.5484 1.889
2.87 -0.2784 -0.8032 -1.2513 -0.7622 -1.586 1.8875
2.88 -0.2233 -1.0823 -1.4879 -0.4193 -1.5108 1.8153
2.89 -0.1726 -1.3692 -1.6663 0.0151 -1.4366 1.4341
2.9 -0.1478 -1.598 -1.8332 0.3798 -1.4314 1.3283
2.91 -0.1466 -1.9728 -1.9763 0.5462 -1.3023 1.0848
2.92 -0.169 -1.86 -1.9298 0.5809 -1.2861 0.7004
2.93 -0.2493 -1.9931 -1.9088 0.3353 -1.1468 0.4235
2.94 -0.3322 -2.3744 -2.3026 -0.0657 -0.9742 0.0512
2.95 -0.4002 -2.5417 -1.9577 -0.5901 -0.8903 -0.2912
2.96 -0.5249 -2.3268 -2.0781 -0.9713 -0.7228 -0.614
2.97 -0.7078 -2.5219 -2.1416 -1.4107 -0.6479 -0.8536
2.98 -0.904 -2.4573 -2.3562 -1.6168 -0.5025 -1.1228
2.99 -0.9191 -2.3501 -2.3865 -1.4304 -0.4257 -1.1688
3.0 -1.1801 -2.0786 -2.1459 -1.2588 -0.3086 -1.1263
3.01 -1.3457 -1.7953 -2.238 -0.9366 -0.2613 -1.3161
3.02 -1.2853 -1.8226 -1.9676 -0.4215 -0.2174 -1.0098
3.03 -1.3917 -1.569 -1.7641 -0.0306 -0.2482 -0.8637
3.04 -1.6682 -1.4026 -1.7972 0.231 -0.2506 -0.751
3.05 -1.5367 -1.1778 -1.7678 0.2717 -0.3188 -0.4166
3.06 -1.891 -0.9843 -1.5764 0.1219 -0.3829 -0.0576
3.07 -1.7123 -0.8247 -1.5777 -0.2126 -0.5271 0.2886
3.08 -1.6177 -0.6216 -1.2065 -0.6367 -0.5862 0.6748
3.09 -1.5489 -0.5316 -1.1285 -1.0501 -0.7245 0.9367
3.1 -1.6514 -0.4094 -1.1916 -1.4786 -0.9974 1.373
3.11 -1.5801 -0.3017 -1.0974 -1.5994 -1.2357 1.8161
3.12 -1.2209 -0.2271 -0.9063 -1.6728 -1.3149 1.8917
3.13 -1.1092 -0.1769 -0.9198 -1.3049 -1.4762 2.2836
3.14 -0.9452 -0.1516 -0.8056 -0.8391 -1.7083 2.0198
3.15 -0.7996 -0.1815 -0.7345 -0.3537 -2.0523 2.1659
3.16 -0.5127 -0.1766 -0.7277 0.0922 -1.9788 2.1029
3.17 -0.3 -0.2173 -0.8031 0.3853 -2.4474 1.9915
3.18 -0.0667 -0.3122 -0.815 0.469 -2.5226 2.0558
3.19 0.1515 -0.3734 -0.8238 0.403 -2.8219 1.7925
3.2 0.381 -0.4393 -0.8414 0.1007 -2.6665 1.6215
3.21 0.5562 -0.4641 -0.9979 -0.3209 -2.6664 1.4314
3.22 0.688 -0.6032 -1.0051 -0.6637 -3.0357 1.1103
3.23 0.7745 -0.6894 -1.1601 -1.0558 -2.7276 0.9022
3.24 0.9966 -0.6566 -1.1613 -1.1956 -2.6739 0.6356
3.25 1.0264 -0.6623 -1.3194 -1.1179 -2.7696 0.5096
3.26 1.0365 -0.6873 -1.6167 -0.9261 -2.7032 0.3387
3.27 1.0211 -0.7539 -1.6471 -0.4484 -2.6895 0.2371
3.28 1.0944 -0.7106 -1.8702 0.0921 -2.5819 0.1766
3.29 1.0088 -0.6918 -2.0472 0.5833 -2.4884 0.1731
3.3 1.0383 -0.6364 -1.9739 0.9176 -1.9568 0.2051
3.31 0.8458 -0.594 -2.0764 0.9846 -2.0082 0.2656
3.32 0.7771 -0.6301 -2.2235 0.978 -2.0097 0.3312
3.33 0.5819 -0.528 -2.5756 0.6689 -1.8291 0.433
3.34 0.4531 -0.4834 -2.4861 0.3697 -1.5917 0.5833
3.35 0.2426 -0.3684 -2.5133 -0.088 -1.315 0.6963
3.36 0.0964 -0.3736 -2.6006 -0.4482 -1.3428 0.723
3.37 -0.0692 -0.2746 -3.0001 -0.6075 -1.0895 0.6699
3.38 -0.1952 -0.2559 -2.9075 -0.5709 -1.0731 0.7509
3.39 -0.3203 -0.2219 -3.0128 -0.3086 -0.982 0.6078
3.4 -0.4322 -0.2231 -2.9594 0.1179 -0.9622 0.5868
3.41 -0.572 -0.2434 -2.803 0.6772 -0.9597 0.4427
3.42 -0.68 -0.2639 -2.6714 1.0254 -0.9794 0.2597
3.43 -0.6863 -0.3098 -2.5155 1.5793 -1.1011 0.0482
3.44 -0.7488 -0.4322 -2.5169 1.5005 -1.0232 -0.152
3.45 -0.6506 -0.4884 -2.5348 1.6879 -1.313 -0.3778
3.46 -0.6194 -0.5997 -2.0685 1.3532 -1.4714 -0.6219
3.47 -0.6013 -0.6617 -2.1657 0.8049 -1.4673 -0.7899
3.48 -0.5155 -0.9154 -2.1433 0.408 -1.579 -0.8853
3.49 -0.3741 -1.0553 -1.7134 0.0384 -1.6904 -0.9466
3.5 -0.228 -1.1375 -1.7787 -0.1953 -2.065 -1.0308
3.51 -0.1103 -1.1224 -1.5266 -0.2136 -2.0098 -1.0167
3.52 0.0188 -1.3177 -1.4192 0.0022 -2.4601 -0.8056
3.53 0.1493 -1.3805 -1.1185 0.3975 -2.505 -0.6691
3.54 0.2874 -1.5322 -1.0327 0.8972 -2.4563 -0.4491
3.55 0.4098 -1.369 -0.7597 1.2003 -2.8026 -0.188
3.56 0.5265 -1.3893 -0.6708 1.7475 -2.7623 0.1503
3.57 0.6084 -1.2875 -0.5687 1.8742 -2.9835 0.4552
3.58 0.5496 -1.2537 -0.45 1.6726 -2.5183 0.7778
3.59 0.6785 -1.2002 -0.3723 1.3995 -2.6556 1.2009
3.6 0.6431 -1.0008 -0.3552 0.9038 -2.5754 1.6584
3.61 0.5239 -0.8989 -0.2502 0.4908 -2.8711 1.7625
3.62 0.4883 -0.7192 -0.222 0.0525 -2.481 2.0715
3.63 0.34 -0.5065 -0.2217 -0.2447 -2.539 2.3737
3.64 0.2523 -0.2173 -0.2287 -0.3184 -2.4995 2.3282
3.65 0.0647 0.0204 -0.2759 -0.1676 -2.0885 2.4727
3.66 -0.138 0.2959 -0.2853 0.1327 -1.7634 2.2523
3.67 -0.3536 0.5206 -0.3932 0.5713 -1.8399 2.1919
3.68 -0.5949 0.8341 -0.4783 0.9162 -1.573 1.8028
3.69 -0.7523 1.0242 -0.479 1.4234 -1.2657 1.5499
3.7 -1.0319 1.2731 -0.6505 1.5811 -1.1363 1.2022
3.71 -1.212 1.2826 -0.6431 1.376 -0.9611 1.0301
3.72 -1.5175 1.5035 -0.8689 1.0187 -0.7973 0.5431
3.73 -1.7627 1.745 -0.9202 0.5371 -0.6494 0.2222
3.74 -2.1154 1.6967 -0.959 0.0429 -0.4608 -0.1037
3.75 -2.2718 1.5837 -1.0261 -0.3979 -0.3373 -0.4015
3.76 -2.4323 1.7166 -1.2938 -0.7515 -0.3024 -0.6738
3.77 -2.3567 1.4218 -1.2473 -0.9881 -0.2314 -0.8818
3.78 -2.7026 1.4236 -1.308 -0.8344 -0.1718 -1.0042
3.79 -2.5444 1.297 -1.3318 -0.5767 -0.1751 -1.2131
3.8 -2.4124 1.0964 -1.261 -0.1753 -0.2086 -1.0921
3.81 -2.6505 0.7894 -1.2798 0.2379 -0.2642 -1.0886
3.82 -2.2802 0.4676 -1.4298 0.6047 -0.3272 -1.0096
3.83 -2.2293 0.2108 -1.266 0.6419 -0.3702 -0.7945
3.84 -2.3781 -0.0882 -1.1554 0.5627 -0.5391 -0.7494
3.85 -2.1949 -0.3658 -1.1471 0.2778 -0.5747 -0.5011
3.86 -1.9684 -0.6225 -1.1915 -0.1816 -0.74 -0.3182
3.87 -1.9034 -0.8936 -0.9592 -0.7276 -0.8944 -0.1335
3.88 -1.6286 -1.2862 -0.8211 -1.2592 -1.0055 0.0083
