# label : secret experiment #2528
#y5 y3 y1 y2 time y4
1.141 -1.1129 0.4133 0.6897 0.41 0.3089
1.3605 -1.1873 0.5899 0.4902 0.42 0.1745
1.4795 -0.9928 1.8938 0.1698 0.43 0.0519
1.5597 -0.7436 1.5795 -0.0924 0.44 -0.075
1.8227 -0.6475 0.2274 -0.3279 0.45 -0.1799
1.6924 -0.4256 1.0998 -0.5901 0.46 -0.2286
1.8962 -0.2128 2.3278 -0.7937 0.47 -0.1597
2.0537 -0.0022 1.1345 -0.9718 0.48 -0.0445
2.3174 0.2068 0.3133 -0.8753 0.49 0.1677
2.1275 0.4331 1.5461 -1.0202 0.5 0.493
2.3047 0.618 2.204 -0.9161 0.51 0.7773
2.4105 0.7461 0.5959 -0.8605 0.52 1.1116
2.4721 0.926 0.7114 -0.7991 0.53 1.3494
2.3484 1.0527 2.2318 -0.5665 0.54 1.8187
2.294 1.3592 1.7642 -0.432 0.55 1.6468
2.3394 1.5685 0.428 -0.1928 0.56 1.9597
2.1063 1.4105 1.1886 0.017 0.57 1.8135
2.0257 1.5958 2.3042 0.2122 0.58 1.2999
2.008 1.7229 1.2399 0.4416 0.59 1.13
1.8596 1.5892 0.4223 0.6539 0.6 0.5847
1.4874 1.8432 1.8902 0.6782 0.61 0.0688
1.5122 1.6539 2.4768 0.8428 0.62 -0.3869
1.2214 1.696 0.7643 0.9524 0.63 -0.7846
1.0979 1.7604 0.6943 0.9669 0.64 -1.1375
0.8537 1.6457 2.178 0.9628 0.65 -1.2559
0.6988 1.4891 1.9617 0.9156 0.66 -1.1078
0.5193 1.5117 0.5508 0.7351 0.67 -1.0144
0.3815 1.3726 1.2506 0.5728 0.68 -0.552
0.2301 1.2508 2.321 0.462 0.69 0.0045
0.0496 1.1179 1.5812 0.3358 0.7 0.6173
-0.1066 1.0615 0.4794 0.1701 0.71 1.2907
-0.2553 0.8617 1.6003 0.031 0.72 1.7074
-0.3457 0.8057 2.2698 -0.0801 0.73 2.1752
-0.469 0.6021 0.9786 -0.1714 0.74 2.3835
-0.5788 0.5328 0.6256 -0.213 0.75 2.5828
-0.5323 0.4246 2.2099 -0.2381 0.76 2.397
-0.5584 0.2749 1.8636 -0.1922 0.77 2.4131
-0.6318 0.2175 0.5771 -0.0818 0.78 1.6942
-0.612 0.1035 1.1874 0.0642 0.79 1.3508
-0.6117 0.034 2.2951 0.2654 0.8 0.7245
-0.5742 -0.0297 1.5362 0.4847 0.81 0.1181
-0.5207 -0.0783 0.4223 0.8037 0.82 -0.3965
-0.3768 -0.1086 1.486 1.1431 0.83 -0.8612
-0.2904 -0.1352 2.5012 1.2639 0.84 -1.0643
-0.1794 -0.1455 0.9178 1.526 0.85 -1.1841
-0.0765 -0.133 0.6088 1.9531 0.86 -0.9517
0.0367 -0.1076 2.2571 2.2422 0.87 -0.7368
0.1508 -0.0773 2.2163 2.2846 0.88 -0.2789
0.2898 -0.0302 0.6127 2.7839 0.89 0.1943
0.403 0.0206 1.0064 2.738 0.9 0.7626
0.5613 0.0873 2.3681 2.6856 0.91 1.1672
0.5896 0.1465 1.6744 2.8871 0.92 1.5655
0.7885 0.2265 0.3364 2.9378 0.93 1.8883
0.7485 0.3258 1.4293 2.9957 0.94 2.362
0.8028 0.3652 2.4542 2.7549 0.95 2.0036
0.9663 0.4893 1.0698 2.4321 0.96 2.018
0.9076 0.5154 0.4425 2.2698 0.97 1.7017
0.9281 0.5644 1.7325 2.1403 0.98 1.6552
1.0337 0.6104 2.0618 1.9411 0.99 1.1916
0.8652 0.7852 0.4785 1.7459 1.0 0.7654
0.9051 0.7396 0.6947 1.4011 1.01 0.531
0.8691 0.7592 2.0489 1.3147 1.02 0.2881
0.7895 0.806 1.549 1.0717 1.03 0.1591
0.6606 0.8069 0.2301 0.8591 1.04 0.1323
0.545 0.8448 1.2392 0.9014 1.05 0.1717
0.4548 0.9823 2.1468 0.763 1.06 0.2836
0.3655 0.8393 0.9041 0.8242 1.07 0.4601
0.2094 0.9712 0.2386 0.8677 1.08 0.57
0.1025 0.8779 1.6863 0.8695 1.09 0.8067
-0.0149 0.9599 1.7809 1.0301 1.1 0.8667
-0.1276 0.9076 0.4195 1.1606 1.11 0.9951
-0.229 0.7957 0.5309 1.4815 1.12 0.86
-0.3723 0.7588 2.1355 1.4731 1.13 0.8836
-0.4561 0.8388 1.48 1.5747 1.14 0.9002
-0.489 0.7189 0.0685 1.6549 1.15 0.7248
-0.5265 0.8354 0.9657 1.9921 1.16 0.7215
-0.6208 0.7462 1.9976 2.0029 1.17 0.6941
-0.6028 0.7331 0.7908 1.8794 1.18 0.7172
-0.6624 0.7312 0.0251 1.6789 1.19 0.7506
-0.5393 0.7412 1.2916 1.8868 1.2 0.8291
-0.5945 0.8027 1.6464 1.5194 1.21 1.0474
-0.43 0.7106 0.2584 1.4886 1.22 1.4104
-0.3868 0.7826 0.2683 1.2526 1.23 1.6234
-0.282 0.7356 1.7982 0.8434 1.24 1.6167
-0.1561 0.8365 1.3646 0.6793 1.25 1.8311
-0.0278 0.9044 -0.1119 0.3577 1.26 2.0412
0.1246 0.8616 0.6267 0.0536 1.27 1.672
0.2646 0.9382 1.7551 -0.2502 1.28 1.4975
0.4254 0.9566 0.6549 -0.458 1.29 1.2593
0.6267 1.2172 -0.1923 -0.7561 1.3 0.8899
0.7728 1.082 1.1302 -0.8283 1.31 0.6084
0.9093 1.1188 1.5103 -1.0878 1.32 0.1516
1.2243 1.3018 0.0977 -1.1504 1.33 -0.223
1.37 1.3599 -0.0335 -1.1835 1.34 -0.4722
1.5245 1.2649 1.4087 -1.228 1.35 -0.5645
1.638 1.5691 1.1921 -1.1343 1.36 -0.579
1.7275 1.4795 -0.293 -1.0246 1.37 -0.4007
1.8363 1.3594 0.3287 -0.8388 1.38 -0.0683
1.9137 1.5292 1.6745 -0.586 1.39 0.3837
2.1603 1.5217 0.5686 -0.3307 1.4 1.0204
1.9912 1.4259 -0.4308 -0.1226 1.41 1.4708
1.9017 1.419 0.8725 0.1111 1.42 2.2389
2.2552 1.3733 1.3947 0.316 1.43 2.3973
2.1977 1.4154 -0.0373 0.5416 1.44 2.6626
1.9067 1.3658 -0.3071 0.6345 1.45 3.2059
1.9591 1.1684 1.178 0.8485 1.46 2.6279
1.8776 1.1 0.9525 0.9059 1.47 2.5455
1.8378 1.0499 -0.4535 0.8557 1.48 2.3023
1.8536 0.9877 0.048 0.9542 1.49 1.7263
1.7166 0.8973 1.4727 0.8225 1.5 0.938
1.3212 0.7205 0.4167 0.8102 1.51 0.4222
1.2272 0.7097 -0.6391 0.6676 1.52 -0.148
1.0462 0.5745 0.472 0.5394 1.53 -0.5883
0.9531 0.4086 1.1855 0.3885 1.54 -0.8719
0.8057 0.3063 -0.1432 0.1917 1.55 -1.0241
0.6882 0.1708 -0.5481 0.0518 1.56 -0.8254
0.5837 0.0862 0.9492 -0.0864 1.57 -0.5673
0.4301 -0.0102 0.9326 -0.2123 1.58 -0.1769
0.3423 -0.0954 -0.5694 -0.2906 1.59 0.3807
0.2087 -0.1687 -0.2225 -0.2679 1.6 0.93
0.1298 -0.1941 1.1115 -0.2565 1.61 1.4952
0.068 -0.2154 0.3198 -0.2019 1.62 2.0079
0.0162 -0.2356 -0.8476 -0.113 1.63 2.3176
-0.0184 -0.2419 0.2408 0.0469 1.64 2.7399
-0.0302 -0.221 1.0318 0.2559 1.65 2.7012
-0.0317 -0.1784 -0.2385 0.4465 1.66 2.5664
-0.0081 -0.0877 -0.7411 0.7181 1.67 2.19
0.0289 -0.0065 0.7412 0.9853 1.68 1.7912
0.0839 0.093 0.8111 1.3417 1.69 1.6302
0.1328 0.2261 -0.705 1.577 1.7 1.1069
0.218 0.3721 -0.4641 1.7975 1.71 0.6036
0.3163 0.488 1.0464 2.0404 1.72 0.2838
0.3994 0.711 0.2886 2.073 1.73 0.0246
0.4611 0.9327 -0.9577 1.9535 1.74 -0.1043
0.5286 0.9543 0.0463 2.1219 1.75 -0.0921
0.6757 1.2999 1.0349 2.0803 1.76 0.0135
0.7503 1.5668 -0.2612 2.1389 1.77 0.2196
0.8497 1.4822 -0.8269 1.8945 1.78 0.455
0.91 1.7474 0.5289 1.662 1.79 0.7075
0.864 2.1567 0.7232 1.7275 1.8 0.9328
1.0043 2.1674 -0.7278 1.2792 1.81 1.1375
0.9376 2.1097 -0.6297 1.214 1.82 1.2071
0.9779 2.4288 0.8808 0.9114 1.83 1.3434
0.8958 2.5579 0.2973 0.6368 1.84 1.3379
0.8426 2.3609 -0.9517 0.3129 1.85 1.2116
0.9058 2.851 -0.1024 0.0887 1.86 1.2669
0.7245 2.6793 1.0667 -0.1221 1.87 1.1069
0.6219 2.446 -0.2208 -0.2769 1.88 1.0388
0.5091 2.7573 -0.9055 -0.411 1.89 0.9682
0.3816 2.7369 0.3891 -0.5658 1.9 0.8687
0.1904 2.3843 0.8016 -0.5695 1.91 0.9806
0.017 2.2708 -0.7286 -0.5817 1.92 1.1034
-0.1691 2.2619 -0.6084 -0.5045 1.93 1.3027
-0.3767 2.0991 0.8674 -0.4589 1.94 1.2421
-0.5957 1.8018 0.3604 -0.3204 1.95 1.4574
-0.8151 1.7126 -0.909 -0.2074 1.96 1.4937
-0.9504 1.4551 -0.1896 -0.0703 1.97 1.564
-1.0933 1.3787 1.0693 0.049 1.98 1.3365
-1.2699 1.0204 -0.1126 0.1529 1.99 1.1641
-1.4551 0.9818 -1.0691 0.2582 2.0 0.9843
-1.8523 0.6819 0.3796 0.3129 2.01 0.6302
-2.0997 0.4545 0.796 0.2904 2.02 0.316
-1.9085 0.1999 -0.6479 0.2901 2.03 0.0488
-2.0071 0.0021 -0.6266 0.1946 2.04 -0.199
-2.4775 -0.1766 0.8117 0.0553 2.05 -0.339
-2.481 -0.3693 0.5688 -0.1198 2.06 -0.3344
-2.6541 -0.5545 -0.9526 -0.338 2.07 -0.2147
-2.6083 -0.7175 -0.202 -0.5921 2.08 0.0245
-2.4239 -0.7862 0.9807 -0.8466 2.09 0.4065
-2.4298 -0.8034 0.0487 -1.1302 2.1 0.846
-2.5344 -0.9444 -0.8865 -1.3303 2.11 1.3558
-2.3386 -1.0055 0.3793 -1.5209 2.12 1.7053
-2.402 -0.9638 0.9132 -1.8483 2.13 2.3457
-2.38 -0.8738 -0.3997 -2.0668 2.14 2.6224
-2.3464 -0.7507 -0.65 -2.1529 2.15 2.4346
-2.2116 -0.795 0.7874 -2.1845 2.16 2.8341
-2.1465 -0.6532 0.7189 -2.4313 2.17 2.2022
-1.8335 -0.4464 -0.6711 -2.2533 2.18 2.1215
-1.5781 -0.2825 -0.1441 -2.37 2.19 1.5273
-1.7564 -0.0696 1.1327 -2.3986 2.2 0.9688
-1.518 0.1291 0.2681 -2.0222 2.21 0.3197
-1.4436 0.3344 -0.8277 -2.1127 2.22 -0.2754
-1.3181 0.6374 0.4012 -1.6233 2.23 -0.7284
-1.0527 0.7706 1.1072 -1.4583 2.24 -1.0931
-1.0149 1.028 -0.1702 -1.1526 2.25 -1.0829
-0.9907 1.4277 -0.511 -0.9637 2.26 -1.1196
-0.925 1.5926 0.9227 -0.8314 2.27 -0.7912
-0.9238 1.9008 0.8893 -0.5192 2.28 -0.4274
-0.9736 1.8805 -0.5335 -0.3428 2.29 0.1052
-0.9449 2.0877 -0.0538 -0.2001 2.3 0.6888
-0.9746 2.3536 1.4549 -0.0737 2.31 1.4035
-0.9376 2.6499 0.5529 -0.0014 2.32 1.7677
-1.01 2.8052 -0.6042 0.0186 2.33 2.1451
-0.9879 2.9092 0.5233 -0.0041 2.34 2.5622
-1.196 2.6438 1.3907 -0.0673 2.35 2.8279
-1.2439 2.9301 0.1114 -0.1849 2.36 2.7148
-1.1938 3.117 -0.3891 -0.3094 2.37 2.3676
-1.5372 3.1393 1.1088 -0.4883 2.38 1.8933
-1.383 3.0353 1.1639 -0.6159 2.39 1.284
-1.6807 2.9683 -0.248 -0.8042 2.4 0.8525
-1.8019 2.4168 0.082 -0.9863 2.41 0.2588
-1.7083 2.3658 1.383 -1.071 2.42 -0.1821
-1.9879 2.4357 0.7991 -1.2123 2.43 -0.563
-2.0111 2.1154 -0.3101 -1.2246 2.44 -0.7031
-2.3021 1.9398 0.7089 -1.1725 2.45 -0.7558
-2.2498 1.6513 1.7063 -1.0949 2.46 -0.5863
-2.208 1.6148 0.4059 -1.0542 2.47 -0.4158
-2.1155 1.262 -0.1716 -0.9078 2.48 -0.1157
-2.3899 1.1276 1.1841 -0.7455 2.49 0.2549
-2.3132 0.7334 1.4025 -0.4944 2.5 0.6667
-2.1099 0.5456 0.0657 -0.2949 2.51 0.9045
-2.0157 0.3114 0.2873 -0.0873 2.52 1.2843
-1.8553 0.0872 1.6694 0.1672 2.53 1.3933
-1.8398 -0.116 1.1903 0.3452 2.54 1.4665
-1.7774 -0.3426 -0.0779 0.642 2.55 1.3176
-1.5077 -0.5289 0.8333 0.7811 2.56 1.3387
-1.3764 -0.6601 2.0498 0.9615 2.57 1.0486
-1.2273 -0.8032 0.7199 1.0549 2.58 1.0092
-1.1536 -0.8056 0.0503 1.0672 2.59 0.712
-1.0001 -0.977 1.5264 0.9816 2.6 0.6492
-0.7774 -0.9794 1.8527 0.9746 2.61 0.5171
-0.5559 -1.0107 0.4112 0.7592 2.62 0.431
-0.3482 -0.9267 0.4523 0.6323 2.63 0.4599
-0.1594 -0.862 1.9311 0.4372 2.64 0.5272
0.0169 -0.7059 1.4701 0.162 2.65 0.6305
0.1977 -0.6134 0.1913 -0.1118 2.66 0.62
0.3212 -0.5231 1.0845 -0.3791 2.67 0.6581
0.486 -0.3666 2.1137 -0.6657 2.68 0.7561
0.6494 -0.2224 1.0446 -0.9852 2.69 0.6375
0.7774 -0.0486 0.2939 -1.1193 2.7 0.5718
0.7485 0.1339 1.7236 -1.3948 2.71 0.3749
0.9371 0.332 2.2378 -1.7691 2.72 0.1416
0.9874 0.5392 0.7107 -1.6321 2.73 -0.0683
1.0123 0.7875 0.6525 -2.0037 2.74 -0.2726
0.923 0.9035 2.2546 -1.8785 2.75 -0.3851
0.869 1.2468 1.7109 -1.8666 2.76 -0.4224
0.9033 1.4389 0.489 -2.0376 2.77 -0.3791
0.7976 1.5423 1.2309 -1.8742 2.78 -0.2382
0.8082 1.5676 2.465 -1.782 2.79 0.0253
0.6447 1.6672 1.5062 -1.596 2.8 0.3917
0.5587 1.7902 0.4829 -1.4894 2.81 0.7626
0.4064 1.9333 1.5997 -1.1613 2.82 1.2179
0.2807 1.9705 2.5168 -1.0638 2.83 1.5863
0.1647 2.0305 0.9756 -1.0009 2.84 1.769
0.0533 2.3739 0.6939 -0.9254 2.85 2.0259
-0.0803 2.3085 2.3289 -0.8751 2.86 1.81
-0.2084 2.0657 2.0267 -0.7744 2.87 1.6072
-0.3016 2.3434 0.7383 -0.8157 2.88 1.3166
-0.4196 2.2153 1.1531 -0.9463 2.89 1.0292
-0.4741 1.9912 2.4737 -1.0449 2.9 0.4122
-0.598 2.0209 1.7899 -1.1402 2.91 -0.1485
-0.5819 1.6636 0.6912 -1.4687 2.92 -0.6887
-0.708 1.768 1.9515 -1.6515 2.93 -1.1307
-0.7259 1.5835 2.5357 -1.6672 2.94 -1.3906
-0.7138 1.5004 1.1217 -2.0774 2.95 -1.6918
-0.6701 1.2597 0.8347 -2.4039 2.96 -1.5292
-0.7095 0.9671 2.1739 -2.3693 2.97 -1.2691
-0.6538 0.9162 2.3578 -2.5053 2.98 -0.9287
-0.5536 0.7525 0.8124 -2.464 2.99 -0.4964
-0.4711 0.6083 1.4255 -3.0296 3.0 0.1415
-0.3654 0.4196 2.4767 -2.6476 3.01 0.7533
-0.2521 0.3078 1.9901 -2.6487 3.02 1.36
-0.1596 0.1962 0.6937 -2.6082 3.03 1.8181
-0.0478 0.0708 1.691 -2.3891 3.04 2.2269
0.0784 -0.0214 2.8058 -2.5346 3.05 2.2375
0.1977 -0.1121 1.4894 -2.0141 3.06 2.0918
0.2959 -0.1758 0.9079 -1.8095 3.07 1.864
0.455 -0.1981 2.213 -1.4855 3.08 1.2809
0.5699 -0.2731 2.4722 -1.4262 3.09 0.829
0.6135 -0.2462 0.9573 -0.9419 3.1 0.2133
0.6308 -0.2499 1.2041 -0.7421 3.11 -0.3939
0.74 -0.2788 2.4937 -0.4818 3.12 -0.9562
0.7412 -0.2106 2.1519 -0.2335 3.13 -1.2481
0.7733 -0.1827 0.8125 -0.0126 3.14 -1.4821
0.761 -0.145 1.7966 0.1318 3.15 -1.6006
0.7991 -0.0791 2.5535 0.2565 3.16 -1.6259
0.8055 -0.0057 1.4907 0.3317 3.17 -1.3772
0.7374 0.0721 0.8466 0.344 3.18 -0.8862
0.6103 0.1559 2.5202 0.2698 3.19 -0.4701
0.5121 0.2306 2.6299 0.2113 3.2 -0.0292
0.4646 0.3117 1.0537 0.0843 3.21 0.3879
0.3434 0.3702 1.244 -0.0435 3.22 0.8409
0.1774 0.4692 2.8085 -0.1869 3.23 0.9225
0.035 0.5414 2.2198 -0.3337 3.24 1.1093
-0.1217 0.5591 0.8286 -0.4719 3.25 1.0728
-0.309 0.6294 1.7003 -0.6311 3.26 1.0689
-0.4868 0.7472 2.5006 -0.663 3.27 0.8899
-0.6237 0.6966 1.4827 -0.7323 3.28 0.5407
-0.8521 0.8134 0.8023 -0.7983 3.29 0.2643
-0.9043 0.7119 2.1893 -0.7756 3.3 -0.0123
-1.0979 0.788 2.3755 -0.7074 3.31 -0.2606
-1.361 0.8456 1.0326 -0.5469 3.32 -0.4589
-1.3249 0.7542 1.0346 -0.4075 3.33 -0.5599
-1.3964 0.7458 2.3819 -0.2592 3.34 -0.5036
-1.6741 0.8105 2.1056 -0.0521 3.35 -0.5536
-1.7517 0.6514 0.6687 0.1678 3.36 -0.4178
-1.7202 0.6289 1.5419 0.4299 3.37 -0.3199
-1.8043 0.7029 2.8838 0.5609 3.38 -0.2417
-1.5212 0.6033 1.4888 0.8885 3.39 -0.177
-1.6375 0.5658 0.6801 0.8971 3.4 -0.1406
-1.4652 0.4748 2.1417 1.0932 3.41 -0.1807
-1.5485 0.5096 2.7172 1.2639 3.42 -0.2668
-1.459 0.4748 0.9296 1.2865 3.43 -0.3805
-1.4752 0.3918 0.8966 1.2484 3.44 -0.5454
-1.2783 0.3623 2.5803 1.2357 3.45 -0.6757
-1.1853 0.3481 1.9705 1.0442 3.46 -0.7359
-0.8775 0.343 0.6266 0.8891 3.47 -0.6366
-0.7691 0.3963 1.2861 0.6452 3.48 -0.5813
-0.6944 0.3736 2.5944 0.3931 3.49 -0.5315
-0.5219 0.3973 1.294 0.1348 3.5 -0.2684
-0.3461 0.4177 0.4807 -0.1548 3.51 -0.0296
-0.1613 0.4324 1.8817 -0.4406 3.52 0.2412
-0.0123 0.4297 2.1629 -0.6606 3.53 0.5507
0.1325 0.4815 0.7696 -0.8831 3.54 0.7907
0.2762 0.5419 0.5709 -1.1095 3.55 0.8865
0.3937 0.4916 2.1495 -1.2345 3.56 0.8832
0.4392 0.5544 1.7432 -1.4219 3.57 0.7387
0.5244 0.5921 0.4299 -1.6125 3.58 0.5122
0.6248 0.6762 1.0211 -1.7238 3.59 0.1897
0.7497 0.6784 2.1681 -1.6429 3.6 -0.2338
0.65 0.6556 1.1868 -1.6436 3.61 -0.7812
0.7144 0.6671 0.1912 -1.3634 3.62 -1.1238
0.6547 0.6924 1.4372 -1.3562 3.63 -1.5057
0.7278 0.7511 2.1894 -1.118 3.64 -1.8778
0.64 0.7134 0.6747 -0.943 3.65 -2.0072
0.5483 0.7166 0.2945 -0.7806 3.66 -2.0163
0.5585 0.675 1.8817 -0.5438 3.67 -2.1013
0.5081 0.7131 1.6404 -0.3841 3.68 -1.5904
0.3734 0.5933 0.1639 -0.2763 3.69 -1.0698
0.3245 0.568 0.5637 -0.1421 3.7 -0.4889
0.2192 0.48 1.7533 -0.083 3.71 0.0526
0.1388 0.3522 1.0981 -0.0476 3.72 0.6526
0.0432 0.2718 -0.1131 -0.07 3.73 1.1356
-0.0261 0.1939 1.0223 -0.1248 3.74 1.4382
-0.0986 0.0779 1.8072 -0.2365 3.75 1.4619
-0.1448 -0.0264 0.3957 -0.3752 3.76 1.3732
-0.2013 -0.1446 -0.0849 -0.51 3.77 1.299
-0.2187 -0.2498 1.4089 -0.7194 3.78 0.8368
-0.2104 -0.3763 1.3219 -0.7827 3.79 0.2212
-0.181 -0.4884 -0.114 -0.946 3.8 -0.3595
-0.1787 -0.6109 0.1911 -1.1015 3.81 -1.0837
-0.1073 -0.7007 1.5893 -1.2041 3.82 -1.5465
-0.0392 -0.7054 0.8601 -1.5159 3.83 -1.8786
0.0517 -0.779 -0.3865 -1.3135 3.84 -2.4326
0.1634 -0.9079 0.6176 -1.5905 3.85 -2.619
0.2746 -0.9615 1.5339 -1.4998 3.86 -2.3524
0.4497 -1.0934 0.1915 -1.1997 3.87 -2.3029
0.5656 -0.9924 -0.4996 -1.0421 3.88 -1.7936
0.81 -0.9987 0.912 -0.8529 3.89 -1.2079
0.9925 -0.9565 1.1224 -0.7005 3.9 -0.7332
1.1832 -0.9544 -0.3722 -0.3716 3.91 -0.1832
1.2603 -0.9229 -0.2564 -0.1042 3.92 0.2803
1.5056 -0.8855 1.2893 0.2278 3.93 0.6121
1.8982 -0.7553 0.5876 0.5554 3.94 0.799
1.8282 -0.5537 -0.7111 0.9086 3.95 0.9102
2.1199 -0.5191 0.157 1.2411 3.96 0.7595
2.0822 -0.3629 1.2225 1.4294 3.97 0.5675
2.4576 -0.1952 -0.068 1.5625 3.98 0.1844
2.3919 -0.0395 -0.9043 1.8733 3.99 -0.1887
2.5095 0.1363 0.5593 1.9718 4.0 -0.6353
2.6772 0.2879 0.9227 2.0989 4.01 -0.9479
3.0843 0.4964 -0.6402 1.8421 4.02 -1.3498
2.9067 0.6799 -0.5928 2.0321 4.03 -1.3906
2.8446 0.8427 0.7509 1.7785 4.04 -1.4937
2.8628 0.9319 0.3503 1.707 4.05 -1.5908
2.7866 1.0048 -1.0778 1.5848 4.06 -1.3298
3.0436 1.0904 -0.2677 1.461 4.07 -1.3001
2.8184 1.3279 0.8408 1.2363 4.08 -1.1878
2.6657 1.4043 -0.3198 1.0417 4.09 -0.844
2.3672 1.4095 -1.1392 0.8643 4.1 -0.7828
2.2353 1.4918 0.1545 0.7957 4.11 -0.6532
2.3058 1.3694 0.6267 0.6338 4.12 -0.5379
2.3036 1.4029 -0.9178 0.641 4.13 -0.6029
2.1631 1.29 -1.0916 0.5662 4.14 -0.7089
2.0883 1.4062 0.513 0.6312 4.15 -0.6833
1.7547 1.364 0.1265 0.6562 4.16 -0.8141
1.7456 1.0687 -1.289 0.8285 4.17 -0.8273
1.5659 0.9033 -0.5798 0.9239 4.18 -0.9173
1.253 0.8676 0.6074 1.0515 4.19 -0.9731
1.2127 0.5968 -0.4635 1.2235 4.2 -0.8273
1.1789 0.4096 -1.5609 1.4126 4.21 -0.6365
0.9596 0.2181 -0.1839 1.5503 4.22 -0.5325
0.87 0.0207 0.3507 1.948 4.23 -0.3269
0.9249 -0.2209 -1.1392 1.8395 4.24 -0.1655
0.7386 -0.4203 -1.2426 2.2725 4.25 -0.06
0.7634 -0.6678 0.1666 2.067 4.26 -0.0116
0.7363 -0.8456 -0.0516 2.0805 4.27 -0.0613
0.7463 -1.0828 -1.5191 2.016 4.28 -0.1903
0.7431 -1.2287 -1.0062 2.0521 4.29 -0.4195
0.7993 -1.6254 0.3347 1.9567 4.3 -0.8002
0.9361 -1.8505 -0.6821 1.6263 4.31 -1.2612
1.013 -1.7848 -1.597 1.4721 4.32 -1.4739
0.9681 -1.8455 -0.5268 1.3302 4.33 -1.8448
1.1907 -1.9854 0.2081 0.9442 4.34 -2.1336
1.1018 -2.0498 -1.1162 0.6889 4.35 -2.3242
1.3108 -2.3576 -1.5209 0.3964 4.36 -2.287
1.2935 -2.1913 -0.105 0.1552 4.37 -2.0835
1.4042 -2.0637 -0.1709 -0.1125 4.38 -1.7745
1.4457 -2.1145 -1.8258 -0.319 4.39 -1.6423
1.6869 -2.1875 -1.2401 -0.515 4.4 -0.9316
1.6079 -2.0767 0.1107 -0.6542 4.41 -0.5214
1.675 -1.6786 -0.6907 -0.7906 4.42 0.0355
1.5766 -1.6881 -1.9413 -0.7694 4.43 0.4992
1.8224 -1.6239 -0.786 -0.7535 4.44 0.769
1.9029 -1.384 0.0652 -0.6964 4.45 0.9687
1.7456 -1.0784 -1.2099 -0.6144 4.46 0.9171
1.7509 -0.9028 -1.7847 -0.4176 4.47 0.7526
1.4476 -0.6356 -0.345 -0.2919 4.48 0.3355
1.5153 -0.3613 -0.2498 -0.0704 4.49 -0.2094
1.422 -0.1664 -1.6405 0.1356 4.5 -0.8594
1.3516 0.0833 -1.3048 0.3373 4.51 -1.4778
1.2231 0.3197 -0.0324 0.4879 4.52 -1.9221
0.9779 0.5171 -0.7413 0.7321 4.53 -2.6216
0.8222 0.7841 -1.9147 0.9028 4.54 -2.5524
0.6409 0.9206 -0.9023 0.8883 4.55 -3.1844
0.4416 1.0453 -0.0016 1.0209 4.56 -2.7446
0.2462 1.2648 -1.3451 1.1186 4.57 -2.5156
0.0382 1.2174 -1.9304 1.0803 4.58 -2.2505
-0.155 1.5599 -0.4254 0.9349 4.59 -1.6614
