# label : secret experiment #3450
# x : time signal
# y : intensity
#y3 time y1 y2 y4 y5
1.5739 0.57 2.0131 0.9865 2.0401 1.3806
1.3521 0.58 2.1927 1.1311 2.2376 1.1629
0.9073 0.59 2.3944 1.3968 2.0105 0.8401
0.6895 0.6 2.2349 1.4802 2.0788 0.5024
0.4537 0.61 2.2264 1.6519 1.9127 0.2171
0.1937 0.62 2.3804 1.4994 1.9853 -0.062
0.0751 0.63 2.2929 1.6342 1.6228 -0.2763
0.0055 0.64 2.541 1.6936 1.6516 -0.4793
0.0096 0.65 2.4337 1.8723 1.2179 -0.6876
0.0872 0.66 2.3333 2.14 1.0793 -0.815
0.2079 0.67 1.8729 2.2601 0.7022 -0.9088
0.3651 0.68 1.8822 2.3988 0.5516 -1.0111
0.565 0.69 1.4753 2.2276 0.316 -0.9267
0.8655 0.7 1.1823 2.1873 0.1354 -0.8631
1.1198 0.71 1.0164 2.2607 0.0045 -0.7668
1.3261 0.72 0.9174 2.5377 -0.0676 -0.6911
1.2847 0.73 0.7114 2.28 -0.0826 -0.4871
1.4157 0.74 0.5731 2.454 -0.04 -0.3306
1.613 0.75 0.4652 2.3359 0.0554 -0.0934
1.5388 0.76 0.4183 2.6319 0.2021 0.1627
1.3237 0.77 0.4278 2.537 0.3601 0.4285
1.1549 0.78 0.4709 2.5289 0.5267 0.6978
0.937 0.79 0.6239 2.2585 0.7417 0.9592
0.6318 0.8 0.75 2.5439 0.9684 1.1918
0.2942 0.81 0.9684 2.4172 1.2296 1.3423
-0.0314 0.82 1.0467 2.0851 1.2221 1.5984
-0.3193 0.83 1.3123 2.2885 1.4035 1.7228
-0.5374 0.84 1.4513 2.3032 1.5219 1.9672
-0.8118 0.85 1.6534 2.0148 1.5438 1.8814
-0.9493 0.86 1.8774 1.8671 1.5363 2.1581
-0.9062 0.87 1.9478 1.7894 1.4992 2.3305
-0.948 0.88 2.331 1.9273 1.2669 2.1663
-0.902 0.89 2.1443 1.6909 1.1409 2.1899
-0.7587 0.9 2.3149 1.6387 0.8024 1.9559
-0.5269 0.91 2.25 1.3769 0.5549 1.8509
-0.3496 0.92 1.8602 1.233 0.3054 1.523
-0.0888 0.93 1.9779 1.2564 0.0545 1.3083
0.1559 0.94 1.6291 0.9951 -0.1985 1.0973
0.3465 0.95 1.4745 0.9831 -0.3945 0.8763
0.6175 0.96 1.2698 0.8907 -0.6356 0.6217
0.7339 0.97 0.8689 0.8571 -0.7533 0.2783
0.6982 0.98 0.696 0.6908 -0.8445 -0.02
0.7993 0.99 0.4775 0.637 -0.9198 -0.3307
0.7104 1.0 0.251 0.5479 -0.8004 -0.5673
0.5252 1.01 0.0921 0.4749 -0.7474 -0.9052
0.3681 1.02 -0.0364 0.396 -0.6594 -0.9941
0.1172 1.03 -0.1162 0.3454 -0.4483 -1.4134
-0.1275 1.04 -0.1597 0.3191 -0.2519 -1.5824
-0.3958 1.05 -0.1366 0.2812 -0.052 -1.6939
-0.6044 1.06 -0.0752 0.25 0.1682 -1.5997
-0.8407 1.07 0.0352 0.2194 0.3579 -1.8384
-0.9818 1.08 0.1798 0.2381 0.6036 -1.6944
-1.2649 1.09 0.3517 0.2365 0.7257 -1.5629
-1.1013 1.1 0.5541 0.2301 0.7895 -1.7283
-1.098 1.11 0.7518 0.2642 0.7944 -1.6479
-1.0106 1.12 0.8869 0.2903 0.7664 -1.3391
-0.9224 1.13 1.0922 0.3722 0.7358 -1.2472
-0.7325 1.14 1.2372 0.4178 0.6243 -0.986
-0.3906 1.15 1.3059 0.4871 0.5609 -0.8025
-0.1144 1.16 1.4188 0.5134 0.3144 -0.6081
0.1625 1.17 1.3908 0.6267 0.0783 -0.4831
0.4786 1.18 1.3718 0.7166 -0.1672 -0.2342
0.7144 1.19 1.4517 0.7089 -0.3946 -0.0189
0.9161 1.2 1.3083 0.9086 -0.6501 0.182
0.9158 1.21 1.1471 0.84 -0.8175 0.3541
1.0736 1.22 0.88 0.9986 -1.0645 0.4684
0.911 1.23 0.7376 1.0719 -1.2566 0.5912
0.9397 1.24 0.4823 1.2518 -1.258 0.6844
0.6709 1.25 0.2175 1.2089 -1.242 0.7171
0.5176 1.26 -0.027 1.3606 -1.3146 0.8318
0.3079 1.27 -0.2413 1.4338 -1.0779 0.7678
0.0732 1.28 -0.4269 1.3877 -1.0066 0.6253
-0.1744 1.29 -0.6267 1.5351 -0.8443 0.5462
-0.3618 1.3 -0.6818 1.6763 -0.6094 0.4481
-0.5271 1.31 -0.7689 1.4283 -0.3166 0.2879
-0.6599 1.32 -0.705 1.4951 -0.0608 0.1219
-0.6772 1.33 -0.7422 1.7056 0.1685 -0.0782
-0.6333 1.34 -0.602 1.7081 0.3606 -0.2889
-0.5034 1.35 -0.5203 1.7946 0.6353 -0.4877
-0.4216 1.36 -0.3704 1.6127 0.7429 -0.7421
-0.1648 1.37 -0.16 1.7338 0.8162 -1.0305
0.095 1.38 0.0647 1.6746 0.9294 -1.134
0.3785 1.39 0.28 1.4093 0.8197 -1.4127
0.6656 1.4 0.497 1.5665 0.7447 -1.5566
0.8779 1.41 0.6181 1.461 0.6997 -1.986
1.0765 1.42 0.8927 1.261 0.5081 -2.0526
1.2915 1.43 0.9358 1.2786 0.3152 -2.0544
1.5537 1.44 1.0221 1.0683 0.1314 -2.2562
1.642 1.45 0.9759 1.0764 -0.0786 -2.1043
1.5638 1.46 1.0027 1.0604 -0.2908 -2.3352
1.3403 1.47 0.8539 0.8759 -0.4934 -2.4165
1.3113 1.48 0.8904 0.7552 -0.6314 -2.353
0.9444 1.49 0.5954 0.6037 -0.7592 -2.0402
0.807 1.5 0.458 0.5167 -0.7306 -1.9192
0.4993 1.51 0.2602 0.4441 -0.7924 -1.9631
0.2545 1.52 0.0154 0.3047 -0.7604 -1.7535
-0.0 1.53 -0.1951 0.1508 -0.6692 -1.5923
-0.2263 1.54 -0.4225 0.0437 -0.4501 -1.3478
-0.3388 1.55 -0.5984 -0.0703 -0.2535 -1.2885
-0.4825 1.56 -0.724 -0.1739 -0.0205 -0.9539
-0.4276 1.57 -0.8168 -0.3053 0.2446 -0.7311
-0.4149 1.58 -0.9207 -0.3565 0.4718 -0.5828
-0.2726 1.59 -0.9723 -0.4906 0.864 -0.435
-0.1393 1.6 -0.8896 -0.5414 1.0778 -0.3187
0.0801 1.61 -0.8377 -0.7027 1.2111 -0.1459
0.3131 1.62 -0.7208 -0.677 1.3224 -0.0433
0.5514 1.63 -0.6151 -0.7712 1.7426 0.0493
0.7918 1.64 -0.3762 -0.7854 1.7799 0.0964
0.9688 1.65 -0.1605 -0.8019 1.5389 0.1279
1.254 1.66 0.0635 -0.9383 1.729 0.1589
1.2592 1.67 0.3099 -0.8535 1.699 0.1354
1.3824 1.68 0.5403 -0.9032 1.4672 0.0901
1.0855 1.69 0.7795 -0.8126 1.3323 0.0167
1.0161 1.7 0.8809 -0.7824 1.0323 -0.0756
0.8811 1.71 1.1058 -0.7874 0.863 -0.1935
0.6811 1.72 1.0873 -0.8283 0.7053 -0.2765
0.3255 1.73 1.0663 -0.713 0.5692 -0.4434
0.0262 1.74 1.076 -0.6712 0.416 -0.5429
-0.2695 1.75 1.0674 -0.5919 0.2428 -0.7589
-0.5973 1.76 0.9812 -0.583 0.2086 -0.8933
-0.8446 1.77 0.7621 -0.4926 0.175 -1.0364
-1.018 1.78 0.6164 -0.3755 0.2114 -1.0608
-1.0801 1.79 0.3788 -0.2663 0.3334 -1.2355
-1.3132 1.8 0.1539 -0.1883 0.4766 -1.2455
-1.1559 1.81 -0.0334 -0.0819 0.6222 -1.3215
-1.2776 1.82 -0.2276 0.018 0.8567 -1.3418
-1.1064 1.83 -0.4161 0.128 1.1192 -1.4159
-0.9058 1.84 -0.5117 0.2405 1.5492 -1.3774
-0.654 1.85 -0.5644 0.3271 1.7505 -1.3862
-0.4948 1.86 -0.5787 0.4535 2.1514 -1.3534
-0.2645 1.87 -0.6209 0.5091 2.3958 -1.2868
-0.1146 1.88 -0.5198 0.5958 2.302 -1.2257
0.0271 1.89 -0.425 0.6128 2.7655 -1.0822
0.1111 1.9 -0.2629 0.6781 2.7334 -0.9114
0.1123 1.91 -0.0794 0.8798 2.8439 -0.8792
0.0535 1.92 0.1432 0.9454 2.8686 -0.7678
-0.079 1.93 0.4161 0.9996 2.4093 -0.5655
-0.2823 1.94 0.575 1.0535 2.6145 -0.4325
-0.5549 1.95 0.8144 1.0769 2.0365 -0.2574
-0.7729 1.96 1.1464 0.9943 2.1487 -0.105
-1.1898 1.97 1.4084 0.9642 1.7725 0.029
-1.5411 1.98 1.4274 1.07 1.7638 0.1742
-1.6637 1.99 1.6244 1.0189 1.4089 0.3034
-1.8743 2.0 1.7102 1.0718 1.1204 0.3683
-2.3938 2.01 1.7046 0.9639 0.9955 0.4466
-2.4367 2.02 1.8343 0.9665 0.9153 0.6132
-2.5873 2.03 1.5299 0.8463 0.8902 0.654
-2.7018 2.04 1.3992 0.8116 0.954 0.6223
-2.2064 2.05 1.3413 0.8306 1.0895 0.71
-2.14 2.06 1.1907 0.6354 1.0895 0.6638
-1.977 2.07 1.0164 0.6732 1.3548 0.6325
-1.8121 2.08 0.7161 0.5735 1.5351 0.6833
-1.832 2.09 0.5328 0.4862 1.7727 0.6542
-1.4943 2.1 0.3729 0.3587 2.0656 0.5755
-1.1013 2.11 0.2489 0.2819 2.1544 0.4715
-0.9434 2.12 0.1381 0.1727 2.1644 0.4886
-0.9586 2.13 0.0818 0.0911 2.4617 0.432
-0.8602 2.14 0.0569 0.0048 2.9809 0.365
-0.7892 2.15 0.0875 -0.0846 3.1445 0.3103
-0.9212 2.16 0.1705 -0.1562 3.1483 0.2344
-1.1847 2.17 0.3452 -0.2238 2.9716 0.2095
-1.3528 2.18 0.4603 -0.3413 3.1095 0.1554
-1.4452 2.19 0.7604 -0.4068 3.0473 0.1183
-1.8112 2.2 0.9076 -0.452 2.579 0.1036
-2.2491 2.21 1.2048 -0.4896 2.5992 0.0976
-2.1207 2.22 1.3032 -0.5557 2.3624 0.1231
-2.4787 2.23 1.7116 -0.5867 2.1605 0.1427
-2.6426 2.24 1.7644 -0.5887 1.8024 0.1482
-3.0788 2.25 2.1243 -0.6437 1.436 0.1976
-2.7858 2.26 2.1029 -0.6322 1.1774 0.2321
-2.6404 2.27 2.2053 -0.5694 1.112 0.2989
-2.7255 2.28 2.6202 -0.5866 0.9831 0.3999
-2.5886 2.29 2.3024 -0.5225 0.7953 0.4637
-2.2043 2.3 2.3361 -0.5233 0.8365 0.5349
-2.0914 2.31 2.1776 -0.4698 0.8867 0.6184
-1.7569 2.32 1.8939 -0.3899 0.7898 0.6307
-1.5626 2.33 2.018 -0.2996 1.0313 0.7961
-1.2422 2.34 1.5793 -0.2252 1.1048 0.776
-0.9813 2.35 1.3978 -0.1438 1.2731 0.9276
-0.6842 2.36 1.2243 -0.0536 1.3971 0.9168
-0.5783 2.37 1.2013 0.0552 1.7758 0.9482
-0.4827 2.38 0.8771 0.168 2.0345 0.9911
-0.4786 2.39 0.7319 0.3007 2.0592 1.0651
-0.565 2.4 0.731 0.3832 2.2494 1.1414
-0.7742 2.41 0.6049 0.502 2.5073 1.0659
-0.9064 2.42 0.5845 0.7013 2.2557 1.1805
-1.108 2.43 0.6147 0.7923 2.3488 1.0559
-1.1794 2.44 0.786 0.9182 2.3165 1.1863
-1.6271 2.45 0.9059 0.9489 2.4573 1.06
-1.8412 2.46 1.1321 1.0538 2.0028 1.1594
-1.9589 2.47 1.2949 1.2239 1.8626 1.0748
-1.7071 2.48 1.5104 1.4364 1.7207 1.0803
-1.8969 2.49 1.5704 1.4008 1.4802 1.0352
-1.7415 2.5 2.0164 1.5662 1.1383 1.0505
-1.7082 2.51 2.2489 1.572 0.8146 1.122
-1.3491 2.52 2.5076 1.7477 0.6066 1.0037
-1.0765 2.53 2.2832 1.9167 0.3892 1.0906
-0.899 2.54 2.4302 1.9799 0.1894 0.9201
-0.4827 2.55 2.6981 1.9216 0.0408 0.9913
-0.2096 2.56 2.4791 2.0401 -0.0402 0.9645
0.1193 2.57 2.8315 1.8466 -0.0671 1.0719
0.4536 2.58 2.3222 2.0686 -0.0355 0.9515
0.5992 2.59 2.5354 1.8505 0.0493 0.9309
0.8163 2.6 2.1844 2.1815 0.1953 1.0769
0.8628 2.61 2.1636 2.038 0.3676 0.9553
0.9744 2.62 1.9519 2.0691 0.5164 1.105
0.8803 2.63 1.6594 1.8299 0.734 1.0802
0.8546 2.64 1.403 2.0385 0.8921 0.9672
0.6317 2.65 1.0593 1.9323 1.0717 1.0103
0.5455 2.66 0.9235 1.9132 1.3394 1.1148
0.3117 2.67 0.7581 1.6638 1.485 0.925
0.1114 2.68 0.6396 1.7628 1.5193 0.9765
-0.0695 2.69 0.5876 1.6708 1.5382 1.0732
-0.1939 2.7 0.5083 1.6807 1.5689 0.9999
-0.2905 2.71 0.5646 1.4309 1.2182 0.9058
-0.319 2.72 0.5841 1.2946 1.2658 0.8495
-0.2489 2.73 0.8009 1.3922 1.0596 0.8778
-0.1462 2.74 0.8916 1.0896 0.7526 0.7448
0.0376 2.75 1.2035 1.202 0.5635 0.786
0.2725 2.76 1.4008 1.0095 0.2458 0.7028
0.5437 2.77 1.5917 0.9498 -0.0137 0.616
0.8183 2.78 1.6954 0.8581 -0.2908 0.6436
1.1728 2.79 1.8398 0.7945 -0.5285 0.5373
1.5709 2.8 2.0211 0.7369 -0.7074 0.4797
1.9265 2.81 2.1832 0.7233 -0.873 0.4059
2.1369 2.82 2.0952 0.562 -0.8292 0.3968
2.2458 2.83 2.3581 0.5228 -0.9203 0.3793
2.352 2.84 2.1411 0.5516 -0.8169 0.3492
2.2213 2.85 2.249 0.5051 -0.7888 0.3315
2.3938 2.86 1.9722 0.5084 -0.5927 0.289
1.9118 2.87 1.6852 0.5121 -0.4552 0.3
1.8263 2.88 1.5581 0.4697 -0.2617 0.2709
1.7223 2.89 1.3261 0.5514 -0.0412 0.3057
1.425 2.9 1.0984 0.5446 0.1886 0.3165
1.1915 2.91 0.9131 0.5408 0.3593 0.3571
0.8684 2.92 0.5526 0.6082 0.5755 0.3965
0.7791 2.93 0.4043 0.6054 0.7895 0.3798
0.6092 2.94 0.167 0.7616 0.8471 0.4935
0.4736 2.95 0.0028 0.801 0.8405 0.5299
0.4341 2.96 -0.1303 0.8258 0.8776 0.5797
0.5509 2.97 -0.1933 1.0211 0.921 0.5326
0.5689 2.98 -0.209 0.9881 0.8157 0.6408
0.7535 2.99 -0.1794 1.1219 0.6313 0.6081
1.0139 3.0 -0.1122 1.2444 0.39 0.6774
1.1575 3.01 0.0047 1.2553 0.2003 0.6604
1.6104 3.02 0.1551 1.3745 -0.0418 0.5703
1.7846 3.03 0.3068 1.5026 -0.2949 0.6349
1.8278 3.04 0.5233 1.748 -0.5464 0.5191
2.3148 3.05 0.6534 1.7642 -0.7619 0.5594
2.5076 3.06 0.9508 1.7748 -0.8605 0.4508
2.2691 3.07 1.0258 1.7915 -0.9928 0.3693
2.3371 3.08 1.1813 1.9331 -1.112 0.2817
2.4074 3.09 1.2283 2.0106 -1.0215 0.1826
1.8606 3.1 1.3013 2.0541 -0.9722 0.0524
1.9813 3.11 1.2161 2.2814 -0.842 -0.0741
1.5496 3.12 1.2501 2.3266 -0.7959 -0.1967
1.331 3.13 1.125 2.3009 -0.5204 -0.3609
0.8706 3.14 0.947 2.4085 -0.2698 -0.4265
0.5942 3.15 0.7617 2.4667 -0.0413 -0.638
0.3958 3.16 0.5324 2.3269 0.2083 -0.6747
0.1692 3.17 0.2629 2.4116 0.4753 -0.8996
0.0432 3.18 -0.0031 2.2552 0.6412 -1.019
-0.0347 3.19 -0.2626 2.5342 0.8465 -1.1299
-0.0325 3.2 -0.5174 2.4062 0.9918 -1.0526
0.0323 3.21 -0.7973 2.4658 1.2171 -1.2958
0.1583 3.22 -0.9894 2.2069 1.1848 -1.2269
0.3201 3.23 -1.0734 2.219 1.1874 -1.1826
0.5806 3.24 -1.173 2.1252 1.0233 -1.1825
0.7399 3.25 -1.2352 2.2979 0.9778 -1.2968
0.9099 3.26 -1.29 2.002 0.7843 -1.1003
1.1417 3.27 -1.1981 1.8732 0.7398 -1.0359
1.2541 3.28 -1.1804 1.7242 0.5213 -1.1407
1.4419 3.29 -0.9742 1.6835 0.247 -0.8719
1.6519 3.3 -0.9158 1.7907 0.0782 -0.7831
1.5245 3.31 -0.6791 1.6224 -0.1055 -0.6956
1.4198 3.32 -0.4314 1.3505 -0.2391 -0.5974
1.213 3.33 -0.2663 1.3426 -0.3647 -0.4901
1.0133 3.34 -0.1152 1.092 -0.4014 -0.4306
0.7535 3.35 0.0454 0.9971 -0.3849 -0.3198
0.453 3.36 0.1459 0.8803 -0.3907 -0.1889
0.1326 3.37 0.2562 0.7659 -0.2549 -0.0964
-0.1458 3.38 0.2563 0.6626 -0.0936 -0.029
-0.4001 3.39 0.2396 0.601 0.1052 0.0244
-0.611 3.4 0.1885 0.4953 0.3504 0.0553
-0.8025 3.41 0.0532 0.341 0.5522 0.067
-0.909 3.42 -0.11 0.2422 0.8293 0.062
-0.7823 3.43 -0.2952 0.156 1.1938 0.0216
-0.8334 3.44 -0.4988 0.097 1.287 -0.0377
-0.6663 3.45 -0.8245 0.0224 1.7239 -0.1317
-0.4235 3.46 -0.9849 -0.0368 1.838 -0.2509
-0.2567 3.47 -1.3418 -0.0783 1.9165 -0.3281
0.0097 3.48 -1.3996 -0.1177 2.1509 -0.4536
0.2856 3.49 -1.6753 -0.1399 1.9116 -0.5992
0.5013 3.5 -1.9387 -0.1644 1.9009 -0.7552
0.706 3.51 -1.9999 -0.1892 2.0158 -0.99
0.8955 3.52 -1.889 -0.1689 1.8759 -1.2885
1.0143 3.53 -1.8971 -0.1686 1.4767 -1.3877
0.9107 3.54 -1.8788 -0.1348 1.2815 -1.432
0.9412 3.55 -1.811 -0.1124 1.0558 -1.6161
0.7178 3.56 -1.9956 -0.089 1.0242 -1.9427
0.5549 3.57 -1.7079 -0.0378 0.7262 -2.1209
0.36 3.58 -1.5723 0.0132 0.6254 -1.9341
0.1143 3.59 -1.4224 0.0665 0.4185 -1.9486
-0.1288 3.6 -1.1251 0.1332 0.4024 -2.1899
-0.4264 3.61 -0.8406 0.2185 0.3264 -2.2419
-0.6152 3.62 -0.779 0.284 0.3481 -2.2818
-0.7936 3.63 -0.503 0.3492 0.4742 -2.2082
-0.9242 3.64 -0.4069 0.4057 0.5622 -1.9605
-0.9587 3.65 -0.3709 0.509 0.7295 -2.0343
-1.0161 3.66 -0.3111 0.4997 1.0544 -1.5725
-0.8546 3.67 -0.3502 0.6547 1.1503 -1.682
-0.6368 3.68 -0.3506 0.7129 1.607 -1.3872
-0.492 3.69 -0.504 0.6701 1.5648 -1.2373
-0.2073 3.7 -0.6825 0.801 2.0785 -1.0775
0.0676 3.71 -0.7793 0.81 2.3241 -0.7888
0.3562 3.72 -0.971 0.9615 2.3861 -0.6016
0.6162 3.73 -1.3066 0.9092 2.2743 -0.382
0.8505 3.74 -1.5285 0.938 2.5981 -0.144
0.9901 3.75 -1.5959 0.8576 2.4895 0.0312
1.3434 3.76 -1.9618 0.9895 2.3164 0.2084
1.3149 3.77 -1.8951 0.9556 2.4726 0.3263
1.1692 3.78 -2.2167 0.993 2.3664 0.409
1.2151 3.79 -2.3406 0.8638 1.8669 0.54
1.1066 3.8 -2.183 0.8508 1.8258 0.599
0.9346 3.81 -2.364 0.8492 1.5423 0.5941
0.608 3.82 -2.0451 0.7907 1.3091 0.5315
0.3893 3.83 -2.0442 0.6531 1.0757 0.5118
0.1656 3.84 -2.042 0.637 0.894 0.4689
-0.0309 3.85 -1.6826 0.518 0.7458 0.3643
-0.2243 3.86 -1.3959 0.4111 0.5435 0.1899
-0.3257 3.87 -1.2626 0.2976 0.5482 0.0326
-0.4126 3.88 -1.1225 0.1775 0.4871 -0.1482
-0.3838 3.89 -0.8861 0.064 0.5335 -0.3426
-0.2918 3.9 -0.6507 -0.0571 0.5867 -0.498
-0.1044 3.91 -0.4202 -0.1921 0.7999 -0.7879
0.107 3.92 -0.3184 -0.3419 0.8845 -1.0386
0.3739 3.93 -0.2552 -0.4128 1.1872 -1.1483
0.6719 3.94 -0.1853 -0.6401 1.3986 -1.3361
0.9096 3.95 -0.2061 -0.7191 1.3841 -1.4762
1.2866 3.96 -0.2846 -0.8345 1.5673 -1.4421
1.5297 3.97 -0.3968 -0.9966 1.9042 -1.5466
1.6921 3.98 -0.5522 -1.0267 1.9793 -1.7169
1.8019 3.99 -0.6174 -1.1494 2.3448 -1.7685
1.806 4.0 -0.8929 -1.3501 2.2696 -1.8506
1.9018 4.01 -1.106 -1.5128 2.2064 -1.6126
1.6279 4.02 -1.291 -1.5813 2.096 -1.5971
1.6479 4.03 -1.4535 -1.5307 1.957 -1.325
1.4668 4.04 -1.5245 -1.709 1.6726 -1.2962
1.1399 4.05 -1.6988 -1.8527 1.4803 -0.9785
1.0199 4.06 -2.0117 -1.7135 1.2956 -0.9188
0.6102 4.07 -1.9839 -2.1143 1.0072 -0.5746
0.4477 4.08 -1.9298 -1.8099 0.7803 -0.3102
0.1805 4.09 -1.7619 -1.8453 0.5199 -0.0474
0.0322 4.1 -1.6707 -2.0174 0.3264 0.2362
-0.065 4.11 -1.7031 -2.1651 0.0907 0.4967
-0.0954 4.12 -1.5186 -2.2171 -0.0797 0.8544
-0.0645 4.13 -1.2217 -1.9148 -0.1832 1.0806
0.0413 4.14 -1.0134 -1.907 -0.2615 1.2154
0.2026 4.15 -0.6616 -2.145 -0.2922 1.6015
0.3946 4.16 -0.4334 -1.7727 -0.2402 1.6642
0.5958 4.17 -0.2391 -1.7523 -0.1325 1.977
0.8745 4.18 -0.0295 -1.9781 0.0098 1.8165
1.1623 4.19 0.1494 -1.7441 0.1958 1.8104
1.4659 4.2 0.2846 -1.6624 0.3975 2.1323
1.3865 4.21 0.3894 -1.7518 0.6021 1.8062
1.5342 4.22 0.3672 -1.672 0.8173 1.7652
1.6671 4.23 0.4018 -1.5365 0.9879 1.876
1.5504 4.24 0.3251 -1.34 1.0192 1.6271
1.328 4.25 0.1854 -1.275 1.1176 1.4213
1.1661 4.26 0.0391 -1.2026 1.1036 1.3677
0.9986 4.27 -0.1531 -1.1231 1.2122 0.9716
0.7368 4.28 -0.3051 -1.0099 1.093 0.8594
0.4456 4.29 -0.5475 -0.8502 0.9669 0.5692
0.1287 4.3 -0.7196 -0.9236 0.8509 0.3483
-0.1721 4.31 -1.0131 -0.8534 0.5546 0.0836
-0.4429 4.32 -1.0407 -0.6561 0.3769 -0.1414
-0.6569 4.33 -1.3054 -0.6262 0.0829 -0.3948
-0.8593 4.34 -1.2284 -0.6103 -0.2147 -0.5828
-0.8663 4.35 -1.3688 -0.5425 -0.513 -0.6808
-0.9362 4.36 -1.3942 -0.5242 -0.7144 -0.7935
-0.8968 4.37 -1.1534 -0.5422 -0.9415 -0.8688
-0.784 4.38 -1.0131 -0.4658 -1.146 -1.0341
-0.6869 4.39 -1.0233 -0.4501 -1.1893 -0.9923
-0.4101 4.4 -0.6833 -0.528 -1.2778 -0.9789
-0.2522 4.41 -0.4867 -0.486 -1.4765 -0.8703
-0.031 4.42 -0.2516 -0.4943 -1.3034 -0.6422
0.1608 4.43 -0.0306 -0.5266 -1.3524 -0.4709
0.2647 4.44 0.2215 -0.6217 -1.0877 -0.2853
0.3671 4.45 0.4553 -0.6226 -0.9608 -0.0173
0.3763 4.46 0.5814 -0.7308 -0.7366 0.2487
0.3087 4.47 0.6934 -0.7685 -0.5311 0.5493
0.2185 4.48 0.8832 -0.9579 -0.3784 0.8783
0.0125 4.49 0.9275 -0.874 -0.154 1.1143
-0.2262 4.5 1.0027 -1.1293 0.0005 1.394
-0.557 4.51 0.79 -1.1708 0.1335 1.8089
-0.896 4.52 0.8191 -1.1405 0.2119 2.0272
-1.0753 4.53 0.638 -1.2122 0.2024 2.31
-1.5562 4.54 0.479 -1.5649 0.1897 2.3555
-1.6807 4.55 0.2664 -1.4126 0.1048 2.8059
-1.9756 4.56 0.0573 -1.6083 -0.0457 2.6435
-2.2826 4.57 -0.1626 -1.6343 -0.2475 2.7524
-2.3177 4.58 -0.3435 -1.9262 -0.4371 2.8196
-2.4278 4.59 -0.5305 -1.9774 -0.6689 2.8646
-2.2037 4.6 -0.7817 -1.9097 -1.0385 2.6304
