# label : secret experiment #1001
# x : time signal
#y3 y2 time y4 y1
2.2934 0.2742 0.6 2.1576 1.3632
2.0717 0.2138 0.61 2.2092 1.6193
1.8214 0.2021 0.62 1.9716 1.7971
1.5875 0.2039 0.63 1.4741 1.2688
1.4248 0.239 0.64 1.0855 2.4631
1.2435 0.301 0.65 0.8214 0.755
0.876 0.3008 0.66 0.3891 2.6634
0.7821 0.3615 0.67 0.1485 0.5602
0.5434 0.4033 0.68 0.0027 2.6362
0.2854 0.5148 0.69 -0.0377 0.7452
0.1423 0.5301 0.7 0.0381 2.2837
-0.0299 0.618 0.71 0.1941 0.9032
-0.1605 0.5916 0.72 0.4204 1.9339
-0.303 0.6093 0.73 0.6964 1.3684
-0.3989 0.6495 0.74 1.1253 1.4334
-0.4397 0.6201 0.75 1.2048 1.7704
-0.5222 0.5936 0.76 1.4303 0.9087
-0.443 0.4917 0.77 1.4489 2.3467
-0.4502 0.4619 0.78 1.3384 0.6364
-0.4291 0.3513 0.79 1.1924 2.3347
-0.3032 0.2789 0.8 1.031 0.573
-0.2357 0.2003 0.81 0.6991 2.371
-0.0926 0.0901 0.82 0.3518 0.6573
0.0388 0.0083 0.83 -0.0516 2.2309
0.1841 -0.0686 0.84 -0.3718 0.9841
0.3377 -0.1414 0.85 -0.6494 1.5501
0.6044 -0.1684 0.86 -0.8832 1.416
0.6816 -0.2263 0.87 -0.9938 1.2187
0.8308 -0.2189 0.88 -0.7866 1.9139
0.9945 -0.2141 0.89 -0.6384 0.6765
1.1679 -0.1374 0.9 -0.4939 2.473
1.4819 -0.0732 0.91 -0.1537 0.4429
1.7412 0.0314 0.92 0.154 2.4112
1.5763 0.1728 0.93 0.4211 0.4115
1.8347 0.347 0.94 0.5743 2.1791
1.8363 0.4594 0.95 0.8023 0.6143
2.0166 0.6591 0.96 0.7507 1.9388
2.0333 0.9457 0.97 0.6906 1.0057
1.9238 1.1251 0.98 0.419 1.1906
1.976 1.3316 0.99 0.122 1.6237
2.0906 1.5077 1.0 -0.2223 0.7517
2.1369 1.7614 1.01 -0.5906 1.9609
2.0291 1.9307 1.02 -0.945 0.3402
1.7836 2.1019 1.03 -1.3165 2.217
1.9335 2.0892 1.04 -1.5083 0.1174
1.5489 2.1304 1.05 -1.4587 1.9532
1.6662 1.988 1.06 -1.4048 0.2017
1.3453 2.1219 1.07 -1.1714 1.6465
1.3634 2.0181 1.08 -0.9774 0.4473
1.2237 2.0581 1.09 -0.6558 1.3828
1.1111 1.7514 1.1 -0.287 0.961
0.8976 1.5827 1.11 0.0107 0.7598
0.7642 1.5816 1.12 0.2665 1.3385
0.6637 1.1338 1.13 0.4094 0.2638
0.6177 1.0341 1.14 0.5261 1.5872
0.4811 0.639 1.15 0.4409 -0.0739
0.3747 0.4219 1.16 0.2816 2.0061
0.3285 0.1212 1.17 0.0405 -0.1528
0.2855 -0.1486 1.18 -0.2476 1.6494
0.3013 -0.4004 1.19 -0.5809 -0.0124
0.2342 -0.6469 1.2 -0.8856 1.2807
0.2767 -0.8202 1.21 -1.2618 0.3155
0.2809 -1.0458 1.22 -1.4597 0.7736
0.2899 -1.0679 1.23 -1.4795 0.8542
0.3329 -1.0372 1.24 -1.2385 0.2653
0.4062 -1.1059 1.25 -1.1718 1.3316
0.4468 -1.1407 1.26 -0.8963 -0.1974
0.4712 -1.0584 1.27 -0.5437 1.471
0.5485 -0.7693 1.28 -0.2241 -0.4068
0.5883 -0.6675 1.29 0.112 1.4735
0.7069 -0.4018 1.3 0.4021 -0.4541
0.7976 -0.1331 1.31 0.6432 1.2253
0.7966 0.1704 1.32 0.8058 -0.1945
0.9496 0.525 1.33 0.7915 0.8427
0.908 0.7492 1.34 0.6362 0.2192
1.0629 1.1649 1.35 0.4325 0.3554
1.0478 1.4847 1.36 0.1108 0.7537
0.9978 1.6605 1.37 -0.2057 -0.1718
0.9846 1.9807 1.38 -0.4998 1.1623
1.1437 2.4944 1.39 -0.7825 -0.5904
1.1531 2.6622 1.4 -1.0571 1.3937
1.0555 2.5514 1.41 -1.1421 -0.6487
1.0383 2.6304 1.42 -1.037 1.1048
1.0387 2.8249 1.43 -0.8894 -0.6151
0.9281 3.1118 1.44 -0.5751 0.9978
0.9771 2.5267 1.45 -0.3146 -0.2827
0.8343 2.6692 1.46 0.0551 0.4335
0.934 2.5726 1.47 0.4045 0.1954
0.9034 2.3568 1.48 0.7416 -0.0954
0.8525 1.8933 1.49 0.9521 0.6835
0.7839 1.8546 1.5 1.1248 -0.5591
0.6549 1.656 1.51 1.2239 1.0498
0.7516 1.2632 1.52 1.0595 -0.8986
0.668 0.949 1.53 0.7737 1.1361
0.6363 0.5857 1.54 0.52 -0.8435
0.6817 0.3464 1.55 0.1936 0.9836
0.5973 0.0696 1.56 -0.1176 -0.6176
0.6558 -0.1599 1.57 -0.4113 0.5452
0.6411 -0.3385 1.58 -0.6225 -0.2492
0.6466 -0.5905 1.59 -0.8243 0.0863
0.6728 -0.7199 1.6 -0.7421 0.2319
0.6681 -0.8022 1.61 -0.6394 -0.3966
0.6337 -0.734 1.62 -0.4958 0.6125
0.6542 -0.8039 1.63 -0.2 -0.7425
0.6939 -0.6699 1.64 0.148 0.8496
0.6723 -0.6368 1.65 0.4587 -1.0048
0.6254 -0.4039 1.66 0.7321 0.94
0.6504 -0.2857 1.67 1.0748 -0.9237
0.6498 -0.0716 1.68 1.232 0.7222
0.6631 0.1399 1.69 1.2562 -0.5605
0.6753 0.4144 1.7 1.1538 0.3732
0.6754 0.6713 1.71 0.9049 -0.1647
0.632 0.8426 1.72 0.5863 -0.1628
0.5674 1.1943 1.73 0.2175 0.3747
0.5534 1.3072 1.74 -0.1376 -0.653
0.4286 1.3869 1.75 -0.4989 0.6906
0.3454 1.6516 1.76 -0.6789 -0.8984
0.309 1.9416 1.77 -0.9724 0.9644
0.2278 1.7974 1.78 -1.0815 -1.0758
0.1481 1.8527 1.79 -1.0515 1.006
0.0553 2.2128 1.8 -0.8056 -0.7834
-0.0258 2.0713 1.81 -0.5687 0.6588
-0.1193 2.1253 1.82 -0.2876 -0.3871
-0.1826 1.9379 1.83 0.0391 0.2193
-0.2684 1.9698 1.84 0.3365 0.09
-0.3243 1.9634 1.85 0.5093 -0.2973
-0.3889 1.7711 1.86 0.6321 0.6447
-0.4737 1.6972 1.87 0.7196 -0.6528
-0.4623 1.5293 1.88 0.6291 0.8571
-0.467 1.2704 1.89 0.3951 -0.8983
-0.5066 1.0913 1.9 0.1051 1.1313
-0.4762 1.132 1.91 -0.2348 -0.8747
-0.5282 0.8847 1.92 -0.607 0.9041
-0.4313 0.8236 1.93 -1.0355 -0.5573
-0.4112 0.7377 1.94 -1.1905 0.6671
-0.3628 0.671 1.95 -1.4728 -0.1083
-0.2924 0.6699 1.96 -1.6416 0.1435
-0.1838 0.6662 1.97 -1.5695 0.4109
-0.1041 0.6669 1.98 -1.5863 -0.3143
-0.0028 0.6512 1.99 -1.439 0.8838
0.0969 0.6451 2.0 -1.1394 -0.6694
0.2256 0.6866 2.01 -0.8024 1.2325
0.2943 0.8603 2.02 -0.4828 -0.7129
0.4434 0.8242 2.03 -0.2013 1.1261
0.5333 0.8444 2.04 -0.0667 -0.6603
0.6573 0.9115 2.05 -0.0218 1.1329
0.7177 0.9554 2.06 -0.0807 -0.2336
0.797 1.0758 2.07 -0.2943 0.6446
0.7528 1.0679 2.08 -0.5755 0.2809
0.917 1.041 2.09 -0.8359 0.1686
0.8476 0.9319 2.1 -1.2806 0.8839
0.7655 0.9597 2.11 -1.6826 -0.2189
0.7493 0.9019 2.12 -1.9389 1.2392
0.8217 0.9135 2.13 -1.9875 -0.5224
0.6101 0.8881 2.14 -2.4359 1.5404
0.5289 0.7517 2.15 -2.4764 -0.5214
0.4132 0.6355 2.16 -2.1368 1.5289
0.2969 0.6074 2.17 -2.036 -0.2264
0.1688 0.5614 2.18 -1.6277 1.096
-0.0071 0.4422 2.19 -1.4566 0.1859
-0.1683 0.4122 2.2 -1.0901 0.6655
-0.3503 0.3716 2.21 -0.8694 0.7286
-0.5889 0.3132 2.22 -0.693 0.2408
-0.681 0.367 2.23 -0.4924 1.2326
-0.8699 0.3682 2.24 -0.6017 -0.1065
-1.1043 0.4044 2.25 -0.6431 1.7493
-1.3195 0.5504 2.26 -0.851 -0.2755
-1.3948 0.6113 2.27 -1.2147 1.8066
-1.6572 0.774 2.28 -1.4905 -0.1944
-1.8379 0.8592 2.29 -1.7639 1.4541
-1.7687 1.0716 2.3 -2.2357 0.1514
-2.0449 1.2591 2.31 -2.4721 1.1263
-1.7897 1.3896 2.32 -2.6849 0.6781
-2.0972 1.6272 2.33 -2.4371 0.762
-1.7691 1.8415 2.34 -2.2302 1.2915
-1.8004 2.0114 2.35 -2.3103 0.3503
-1.6469 2.0083 2.36 -1.7753 1.79
-1.6864 2.3291 2.37 -1.4755 0.0396
-1.6232 2.3802 2.38 -1.0643 1.7546
-1.4664 2.4807 2.39 -0.8873 -0.0397
-1.222 2.4023 2.4 -0.591 1.8429
-0.9705 2.583 2.41 -0.4235 0.1439
-0.8898 2.454 2.42 -0.331 1.8353
-0.6402 2.3052 2.43 -0.4446 0.4906
-0.492 1.9065 2.44 -0.6167 1.1935
-0.2263 1.9152 2.45 -0.8521 1.0962
-0.0465 1.6579 2.46 -1.1613 0.8137
0.1411 1.4874 2.47 -1.3851 1.5522
0.3359 1.2665 2.48 -1.5984 0.4054
0.5069 0.9793 2.49 -1.8562 1.8877
0.6363 0.6676 2.5 -2.0986 0.1651
0.7957 0.4169 2.51 -2.0641 2.1379
0.9003 0.1236 2.52 -1.7695 0.163
0.9626 -0.1084 2.53 -1.6224 1.9643
0.8386 -0.3257 2.54 -1.3525 0.4563
0.8337 -0.5577 2.55 -0.9841 1.8334
0.9147 -0.7237 2.56 -0.5273 0.8017
0.7072 -0.8675 2.57 -0.1385 1.1789
0.6698 -0.8362 2.58 0.1899 1.3186
0.4744 -0.9175 2.59 0.3852 0.8423
0.3171 -0.9326 2.6 0.562 1.9512
0.1243 -0.7177 2.61 0.5824 0.3809
-0.0998 -0.5813 2.62 0.415 2.1151
-0.3577 -0.4128 2.63 0.2429 0.2226
-0.5761 -0.2231 2.64 -0.004 2.0642
-0.7846 0.0224 2.65 -0.2727 0.3171
-1.2133 0.2943 2.66 -0.5378 1.8523
-1.4757 0.6555 2.67 -0.7633 0.638
-1.7089 0.8541 2.68 -0.916 1.4573
-1.7905 1.327 2.69 -0.9002 1.1229
-2.0693 1.4617 2.7 -0.7591 1.1523
-2.1538 1.7924 2.71 -0.4554 1.5469
-2.3605 2.3009 2.72 -0.1885 0.5832
-2.7715 2.4367 2.73 0.2123 2.1717
-2.8286 2.577 2.74 0.6581 0.3239
-2.6492 2.9012 2.75 1.0832 2.1783
-2.7373 2.9457 2.76 1.3446 0.2141
-2.6094 2.735 2.77 1.6259 2.1826
-2.745 3.1573 2.78 1.6764 0.3589
-2.8702 2.5766 2.79 1.7832 1.8927
-2.5344 2.5533 2.8 1.6629 0.801
-2.6414 2.3816 2.81 1.3946 1.4279
-2.3635 2.1629 2.82 1.2082 1.1863
-2.0666 2.1112 2.83 0.9724 0.8666
-1.8764 1.7038 2.84 0.807 1.5963
-1.633 1.7125 2.85 0.4732 0.3659
-1.3911 1.1594 2.86 0.369 2.1794
-0.9998 0.9537 2.87 0.34 0.1205
-0.785 0.6205 2.88 0.3559 2.0319
-0.469 0.3339 2.89 0.5502 0.094
-0.2612 0.0301 2.9 0.9149 1.7422
0.006 -0.2399 2.91 1.1673 0.319
0.2445 -0.4912 2.92 1.6605 1.3902
0.4104 -0.6722 2.93 2.0205 0.6734
0.582 -0.7923 2.94 2.3552 0.916
0.7378 -0.8258 2.95 2.3878 1.2672
0.9075 -0.8563 2.96 2.7659 0.4052
0.8568 -0.8831 2.97 2.7085 1.5019
1.0172 -0.8853 2.98 2.5779 0.0253
1.0208 -0.717 2.99 2.3694 1.7214
0.9592 -0.5597 3.0 2.3692 -0.1745
0.8943 -0.4482 3.01 1.8614 1.7303
0.7077 -0.2536 3.02 1.4122 -0.0986
0.5281 -0.0096 3.03 1.3746 1.3703
0.3773 0.2164 3.04 1.1507 0.1773
0.167 0.4378 3.05 0.8443 0.993
-0.0744 0.6848 3.06 0.8455 0.6363
-0.3263 0.9063 3.07 1.0883 0.436
-0.5977 1.2345 3.08 1.1507 1.0556
-0.9762 1.4127 3.09 1.4985 -0.0619
-1.1383 1.7363 3.1 1.7936 1.2969
-1.5702 1.7317 3.11 2.4052 -0.3944
-1.6111 1.9628 3.12 2.6128 1.6172
-1.771 1.8299 3.13 2.7383 -0.565
-2.3732 1.9463 3.14 2.687 1.4625
-2.1802 2.0812 3.15 3.0213 -0.3549
-2.4392 2.0716 3.16 2.8176 0.9102
-2.6645 2.0471 3.17 2.6024 -0.0433
-2.5497 1.9834 3.18 2.1303 0.4295
-3.174 1.6473 3.19 2.0515 0.3713
-2.7942 1.5219 3.2 1.5513 -0.1568
-2.8747 1.2867 3.21 1.3187 0.7174
-2.7959 1.2452 3.22 0.8797 -0.636
-2.671 1.0204 3.23 0.7457 0.9601
-2.8531 0.9603 3.24 0.6503 -0.9674
-2.3291 0.7448 3.25 0.7142 1.048
-2.2089 0.5976 3.26 0.9263 -0.9392
-2.0984 0.5462 3.27 1.0691 0.7468
-1.6344 0.4034 3.28 1.2596 -0.6487
-1.4002 0.3438 3.29 1.6382 0.3375
-1.1357 0.2853 3.3 1.8706 -0.292
-1.0258 0.2285 3.31 2.0538 -0.2384
-0.7325 0.2032 3.32 2.0856 0.1062
-0.4267 0.2231 3.33 2.1322 -0.7772
-0.1335 0.2459 3.34 2.0281 0.4725
0.1408 0.2773 3.35 2.0887 -1.2078
0.354 0.2817 3.36 1.6965 0.6313
0.5869 0.3743 3.37 1.228 -1.5019
0.7257 0.4146 3.38 0.8743 0.501
0.9613 0.4268 3.39 0.4923 -1.3289
1.0454 0.5568 3.4 0.14 0.1852
1.1353 0.565 3.41 -0.1056 -1.027
1.2418 0.6338 3.42 -0.2323 -0.315
1.1538 0.612 3.43 -0.2292 -0.569
1.1354 0.6474 3.44 -0.1451 -0.9247
1.0768 0.5885 3.45 0.0559 -0.1848
0.8706 0.5894 3.46 0.3067 -1.3799
0.8442 0.533 3.47 0.5825 0.092
0.6681 0.5237 3.48 0.9206 -1.9159
0.4204 0.4164 3.49 1.1205 0.1492
0.2116 0.3772 3.5 1.1249 -1.8795
-0.0056 0.3541 3.51 1.2031 -0.0292
-0.2548 0.2665 3.52 1.0719 -1.606
-0.49 0.1992 3.53 0.8946 -0.4285
-0.8106 0.1273 3.54 0.7074 -1.4316
-1.0455 0.0814 3.55 0.2748 -0.9733
-1.2384 0.0579 3.56 -0.0913 -0.8554
-1.4619 0.0403 3.57 -0.4421 -1.5669
-1.4624 0.0492 3.58 -0.85 -0.4968
-1.8838 0.0767 3.59 -1.0056 -2.1659
-1.8669 0.1268 3.6 -1.3088 -0.2675
-1.9142 0.2252 3.61 -1.1239 -2.4265
-2.1272 0.3191 3.62 -1.0299 -0.2857
-2.1406 0.42 3.63 -1.0024 -2.1647
-2.2724 0.4949 3.64 -0.6241 -0.6018
-2.1144 0.6867 3.65 -0.3779 -2.1162
-2.2699 0.8525 3.66 -0.0985 -0.9313
-1.933 0.9733 3.67 0.1642 -1.3921
-1.7316 1.2561 3.68 0.3225 -1.6618
-1.8118 1.3565 3.69 0.4098 -1.1178
-1.5334 1.2971 3.7 0.366 -2.0972
-1.3036 1.6102 3.71 0.2224 -0.7843
-1.1344 1.7611 3.72 -0.0123 -2.4466
-1.001 1.5122 3.73 -0.3133 -0.5543
-0.704 1.6803 3.74 -0.7222 -2.6175
-0.4306 1.714 3.75 -0.9571 -0.6277
-0.2097 1.7367 3.76 -1.251 -2.5552
0.0225 1.4196 3.77 -1.6378 -0.9163
0.2575 1.5412 3.78 -1.7777 -2.0236
0.4294 1.1924 3.79 -1.8351 -1.4939
0.6526 1.1286 3.8 -1.6251 -1.4688
0.7882 0.8762 3.81 -1.3873 -1.9431
0.9725 0.6456 3.82 -1.116 -1.176
1.1247 0.3345 3.83 -0.8743 -2.6634
1.2819 0.1026 3.84 -0.5059 -0.9358
1.3755 -0.1585 3.85 -0.239 -2.9872
1.3021 -0.4305 3.86 0.0045 -0.8171
1.3355 -0.6499 3.87 0.137 -2.8564
1.392 -0.9025 3.88 0.1699 -1.0486
1.255 -1.0034 3.89 0.0907 -2.3624
1.2199 -1.2112 3.9 -0.1096 -1.4566
1.001 -1.3533 3.91 -0.3453 -1.9545
1.0191 -1.4364 3.92 -0.6434 -1.7612
0.7692 -1.4691 3.93 -1.0307 -1.4807
0.7035 -1.3963 3.94 -1.272 -2.5554
0.4926 -1.2974 3.95 -1.6219 -1.1504
0.3221 -1.197 3.96 -1.6089 -2.7595
0.1523 -1.1044 3.97 -1.6677 -0.9867
-0.0134 -0.86 3.98 -1.6026 -3.1044
-0.1753 -0.6006 3.99 -1.4321 -0.9665
-0.3235 -0.3787 4.0 -1.2212 -2.8736
-0.4648 -0.0607 4.01 -0.8478 -1.2175
-0.5561 0.2647 4.02 -0.4533 -2.3676
-0.7558 0.5987 4.03 -0.0763 -1.6625
-0.8507 0.8687 4.04 0.2217 -2.0517
-0.841 1.2597 4.05 0.3847 -2.1455
-0.9282 1.4749 4.06 0.4966 -1.4283
-0.9093 1.5998 4.07 0.3973 -2.5652
-0.8734 2.0295 4.08 0.2697 -0.9759
-0.9598 1.9491 4.09 0.0432 -3.0145
-0.8678 2.2766 4.1 -0.2749 -0.7604
-0.7106 2.1875 4.11 -0.5977 -2.6305
-0.6574 2.0752 4.12 -0.9443 -0.8523
-0.527 2.1993 4.13 -1.1517 -2.5855
-0.4897 2.1332 4.14 -1.321 -1.1632
-0.3277 1.9062 4.15 -1.2479 -2.0958
-0.1802 1.5955 4.16 -1.2508 -1.642
-0.0336 1.3034 4.17 -1.1168 -1.5692
0.115 1.2279 4.18 -0.7087 -2.0621
0.2626 0.8534 4.19 -0.4383 -1.0976
0.405 0.5135 4.2 -0.0542 -2.4449
0.5203 0.1734 4.21 0.2704 -0.844
0.6308 -0.1393 4.22 0.5747 -2.7806
0.7319 -0.4911 4.23 0.7505 -0.6949
0.9961 -0.7431 4.24 0.8641 -2.3926
1.0107 -1.0101 4.25 0.8892 -0.7172
0.9899 -1.1421 4.26 0.8048 -2.2276
1.0707 -1.5844 4.27 0.5161 -1.1917
1.2405 -1.6618 4.28 0.2013 -1.6631
1.1393 -1.6952 4.29 -0.1041 -1.7346
1.167 -1.7726 4.3 -0.4156 -1.2955
1.1455 -1.812 4.31 -0.686 -1.9765
1.124 -1.6133 4.32 -0.9414 -0.6524
1.1165 -1.6355 4.33 -0.9434 -2.126
1.2705 -1.4979 4.34 -0.9151 -0.4394
1.0905 -1.3683 4.35 -0.7522 -2.5403
1.1474 -1.1532 4.36 -0.6112 -0.3797
1.0566 -0.8753 4.37 -0.2606 -2.1514
0.8584 -0.6373 4.38 0.0751 -0.6752
0.8051 -0.3852 4.39 0.386 -1.8047
0.7561 -0.0942 4.4 0.6877 -1.0323
0.7462 0.1617 4.41 0.8493 -1.2944
0.6366 0.4258 4.42 0.9441 -1.5692
0.6659 0.6805 4.43 0.9601 -0.6313
0.5382 0.8169 4.44 0.867 -1.8851
0.5121 0.9532 4.45 0.6675 -0.2733
0.5402 1.2022 4.46 0.2926 -1.9698
0.4802 1.3394 4.47 -0.0292 -0.0704
0.4363 1.2711 4.48 -0.3543 -2.1981
0.4334 1.1578 4.49 -0.6573 -0.1299
0.4289 1.2934 4.5 -0.934 -1.7257
0.4571 1.2133 4.51 -1.14 -0.4075
0.5185 1.1296 4.52 -1.0527 -1.3202
0.4891 0.8926 4.53 -1.0923 -0.8257
0.58 0.7677 4.54 -0.8068 -0.6352
0.5557 0.6995 4.55 -0.5388 -1.3652
0.6486 0.472 4.56 -0.2748 -0.1724
0.7307 0.2751 4.57 0.0582 -1.6277
0.6945 0.1222 4.58 0.3158 0.1623
0.6898 -0.0662 4.59 0.5309 -1.8906
0.8572 -0.2288 4.6 0.7 0.277
0.8874 -0.4011 4.61 0.6341 -1.4607
0.9059 -0.4921 4.62 0.5681 0.1326
0.7994 -0.5982 4.63 0.2999 -1.1008
0.9006 -0.6848 4.64 -0.0313 -0.238
0.8949 -0.8 4.65 -0.4046 -0.6937
0.8911 -0.8202 4.66 -0.7158 -0.6932
0.8386 -0.8325 4.67 -1.1599 -0.1359
0.8923 -0.7488 4.68 -1.491 -1.1742
0.814 -0.7312 4.69 -1.462 0.3608
0.9309 -0.7699 4.7 -1.6788 -1.4561
0.819 -0.6382 4.71 -1.4889 0.5946
0.8411 -0.5956 4.72 -1.3309 -1.4027
0.7606 -0.6129 4.73 -1.1517 0.6334
0.8122 -0.5161 4.74 -0.8293 -1.1748
0.7354 -0.3931 4.75 -0.5467 0.3179
0.7831 -0.4092 4.76 -0.3342 -0.6761
0.7474 -0.337 4.77 -0.0949 -0.0661
0.7037 -0.3083 4.78 0.0417 -0.1592
0.824 -0.2793 4.79 0.0665 -0.5228
0.7684 -0.2443 4.8 -0.0365 0.3306
0.7712 -0.2981 4.81 -0.238 -0.9726
0.7978 -0.318 4.82 -0.5151 0.796
0.9102 -0.3327 4.83 -0.9337 -1.1872
0.8674 -0.3501 4.84 -1.2992 0.9308
0.851 -0.4013 4.85 -1.523 -1.0926
1.0834 -0.5413 4.86 -1.7649 0.8136
1.1028 -0.6054 4.87 -2.166 -0.6927
1.0165 -0.6335 4.88 -2.3692 0.441
1.1414 -0.7045 4.89 -2.0454 -0.2631
1.1662 -0.6531 4.9 -2.011 0.0022
1.3984 -0.677 4.91 -1.8138 0.2766
1.2763 -0.6727 4.92 -1.4673 -0.4993
1.3326 -0.735 4.93 -1.0478 0.7811
1.6383 -0.7481 4.94 -0.7741 -0.7472
1.6966 -0.6006 4.95 -0.5242 1.0943
1.7104 -0.5375 4.96 -0.3117 -0.8538
1.5193 -0.4701 4.97 -0.2856 1.1817
1.6383 -0.3912 4.98 -0.29 -0.8098
1.6463 -0.2526 4.99 -0.4922 0.9415
1.4855 -0.1338 5.0 -0.6886 -0.3657
1.4721 -0.0015 5.01 -1.0697 0.42
1.4999 0.139 5.02 -1.2987 0.0994
1.337 0.2522 5.03 -1.7505 -0.0238
1.2835 0.3705 5.04 -1.9916 0.6605
1.3447 0.4911 5.05 -2.2585 -0.4702
1.1071 0.6096 5.06 -2.155 1.0558
1.1209 0.6118 5.07 -2.1989 -0.7117
1.0465 0.6454 5.08 -2.1317 1.1511
0.7877 0.6443 5.09 -1.9038 -0.7906
0.719 0.6514 5.1 -1.3341 1.0924
0.6443 0.5599 5.11 -1.1034 -0.6006
0.5001 0.4015 5.12 -0.657 0.8195
0.3567 0.2517 5.13 -0.3469 -0.1346
0.2679 0.0968 5.14 -0.1111 0.3378
0.162 -0.0867 5.15 0.0191 0.3657
0.0802 -0.3042 5.16 0.0462 -0.169
0.0053 -0.5747 5.17 -0.0393 0.8538
-0.0545 -0.7822 5.18 -0.2219 -0.5842
-0.0836 -1.1368 5.19 -0.496 1.024
-0.1048 -1.2619 5.2 -0.806 -0.8144
-0.1042 -1.6001 5.21 -1.098 1.2579
-0.0854 -1.6318 5.22 -1.3512 -0.7636
-0.0307 -2.0013 5.23 -1.6152 0.9637
0.0364 -2.1858 5.24 -1.4482 -0.48
0.1313 -2.389 5.25 -1.5489 0.6742
0.2084 -2.1954 5.26 -1.2873 0.0023
0.3211 -2.4712 5.27 -1.1458 0.1025
0.5231 -2.242 5.28 -0.7359 0.5407
0.6233 -2.3546 5.29 -0.335 -0.3746
0.7349 -1.9544 5.3 0.0801 0.872
1.042 -1.9716 5.31 0.4885 -0.7912
1.1286 -1.6298 5.32 0.674 1.1891
1.3794 -1.5724 5.33 1.0096 -0.7948
1.4302 -1.1395 5.34 1.0866 1.1077
1.6911 -0.9199 5.35 1.0733 -0.8187
1.7272 -0.6849 5.36 0.7697 0.8549
1.8413 -0.3335 5.37 0.5835 -0.4196
1.7713 -0.0459 5.38 0.3567 0.3218
1.9286 0.2415 5.39 0.0762 0.057
2.1439 0.5198 5.4 -0.1752 -0.209
2.0334 0.8193 5.41 -0.3434 0.5566
2.1269 0.9959 5.42 -0.3785 -0.7169
2.1318 1.0346 5.43 -0.3886 0.89
1.9681 1.2634 5.44 -0.2379 -0.918
1.7715 1.3209 5.45 0.0184 1.0013
1.9762 1.3084 5.46 0.3259 -1.1034
1.5987 1.2443 5.47 0.7919 0.7836
1.3948 1.0977 5.48 1.2356 -0.7501
1.2369 0.8983 5.49 1.518 0.424
1.0218 0.8551 5.5 1.8851 -0.4153
0.8763 0.5447 5.51 2.0031 -0.0895
0.6265 0.27 5.52 2.2682 0.042
0.4065 -0.0201 5.53 1.9518 -0.5773
