# label : secret experiment #5171
# x : time signal
#time y4 y2 y3 y5 y1
1.22 -0.9153 0.7721 1.4289 -0.0332 2.0522
1.23 -0.8647 -0.9298 1.6956 -0.1996 1.8901
1.24 -0.7791 0.4752 2.2175 -0.368 0.7089
1.25 -0.4618 -0.639 2.1484 -0.4909 2.6102
1.26 -0.2286 0.1035 2.3528 -0.5551 1.3228
1.27 0.0902 -0.2613 2.1899 -0.6067 0.8243
1.28 0.3971 -0.2989 1.8782 -0.6927 2.5533
1.29 0.6594 0.1499 1.4899 -0.7403 0.7039
1.3 0.8583 -0.6712 1.3957 -0.6119 1.1084
1.31 1.0144 0.4332 0.8385 -0.6149 2.1897
1.32 1.073 -1.0208 0.5517 -0.5915 0.2188
1.33 0.9606 0.6713 0.3492 -0.4548 1.3833
1.34 0.8681 -1.0519 0.1926 -0.3232 1.4167
1.35 0.6837 0.8901 0.2042 -0.1943 -0.0528
1.36 0.4266 -1.2058 0.3051 -0.0669 1.564
1.37 0.1367 0.7824 0.5796 0.0715 0.8214
1.38 -0.1437 -1.0611 0.819 0.2283 -0.087
1.39 -0.3768 0.6654 1.2661 0.3221 1.4389
1.4 -0.6529 -0.7737 1.6697 0.4691 0.0351
1.41 -0.795 0.3289 1.8665 0.5835 0.0979
1.42 -0.8861 -0.3356 2.059 0.6547 1.3061
1.43 -0.8541 -0.0306 1.9725 0.6313 -0.5249
1.44 -0.7801 0.0666 1.9775 0.5793 0.3471
1.45 -0.5456 -0.4036 1.974 0.6368 0.7267
1.46 -0.2769 0.5091 1.6034 0.5171 -0.9006
1.47 0.0039 -0.7123 1.1737 0.4585 0.5936
1.48 0.3395 0.8709 0.729 0.2858 0.0559
1.49 0.6634 -0.8452 0.4558 0.1404 -1.1586
1.5 0.9741 1.1126 0.1406 -0.0371 0.6993
1.51 1.1742 -0.9995 -0.0329 -0.2675 -0.6114
1.52 1.2271 1.0338 -0.0847 -0.438 -0.8353
1.53 1.4715 -0.8105 -0.0126 -0.7201 0.5283
1.54 1.3087 0.9587 0.1716 -1.047 -1.2005
1.55 1.3898 -0.5967 0.4985 -1.093 -0.6164
1.56 1.1034 0.7343 0.832 -1.5623 0.1396
1.57 0.9365 -0.2003 1.1223 -1.5908 -1.6635
1.58 0.589 0.4491 1.3578 -1.9167 -0.1927
1.59 0.362 0.2171 1.6084 -2.2076 -0.407
1.6 0.1151 0.1489 1.8666 -2.026 -1.8174
1.61 -0.0875 0.6652 1.6058 -2.1457 0.0427
1.62 -0.215 -0.1369 1.4393 -2.2411 -0.9784
1.63 -0.2806 1.0659 1.3507 -2.5227 -1.499
1.64 -0.2629 -0.3472 0.9086 -2.2722 0.1114
1.65 -0.1756 1.436 0.5676 -2.2265 -1.569
1.66 -0.0011 -0.4979 0.2526 -2.3101 -0.9651
1.67 0.2415 1.6929 -0.061 -2.4269 -0.061
1.68 0.5584 -0.4294 -0.3019 -2.183 -1.7059
1.69 0.807 1.4683 -0.4133 -1.9026 -0.5338
1.7 1.185 -0.1967 -0.3624 -1.924 -0.3945
1.71 1.4471 1.2833 -0.1927 -1.6982 -1.8218
1.72 1.8521 0.1536 0.063 -1.4565 -0.0864
1.73 1.7105 1.2431 0.423 -1.474 -0.9505
1.74 1.9728 0.5537 0.7358 -1.2865 -1.5724
1.75 2.1044 0.8996 1.1048 -1.1463 0.199
1.76 2.0941 1.0623 1.3204 -0.8972 -1.2049
1.77 1.7256 0.567 1.5401 -0.8186 -1.1337
1.78 1.5006 1.6054 1.5281 -0.8173 0.2207
1.79 1.3083 0.3075 1.2923 -0.7934 -1.4034
1.8 0.9176 1.8956 1.1964 -0.69 -0.3949
1.81 0.6707 0.1308 0.78 -0.8155 0.032
1.82 0.5117 2.1955 0.4167 -0.7979 -1.5704
1.83 0.3365 0.1376 0.094 -0.8522 0.1883
1.84 0.2359 2.3445 -0.2516 -0.9683 -0.3028
1.85 0.2309 0.2692 -0.4602 -0.9683 -1.3095
1.86 0.3513 1.9636 -0.6678 -1.1924 0.5609
1.87 0.4959 0.5041 -0.7033 -1.222 -0.639
1.88 0.736 2.0258 -0.5781 -1.5157 -0.7104
1.89 1.0994 0.8962 -0.3211 -1.5982 0.8102
1.9 1.3075 1.4869 0.0075 -1.7055 -1.0027
1.91 1.5096 1.3925 0.3711 -1.7681 -0.0551
1.92 1.8612 1.3005 0.6901 -1.8843 0.6537
1.93 2.1078 1.9636 0.9606 -1.8269 -0.9066
1.94 2.3483 1.0272 1.181 -1.8824 0.6304
1.95 2.1842 2.4508 1.1728 -1.9566 0.3988
1.96 2.3434 0.6932 1.106 -2.0357 -0.7382
1.97 2.3284 2.4424 0.9075 -2.0007 1.1431
1.98 2.0067 0.6671 0.7406 -1.7923 -0.0408
1.99 1.7124 2.8703 0.3307 -1.6578 -0.3469
2.0 1.6892 0.7421 -0.009 -1.3037 1.3488
2.01 1.1865 2.7453 -0.3499 -1.2312 -0.4365
2.02 1.0405 0.9082 -0.6596 -1.0425 0.1837
2.03 0.751 2.3771 -0.8719 -0.7603 1.2025
2.04 0.5219 1.289 -0.8048 -0.4892 -0.5762
2.05 0.3884 2.3151 -0.7664 -0.2014 0.792
2.06 0.3259 1.4705 -0.5956 0.077 0.8176
2.07 0.3926 1.8058 -0.2976 0.3209 -0.5918
2.08 0.5179 2.0851 0.0403 0.6549 1.0341
2.09 0.7103 1.4563 0.3648 0.7695 0.2446
2.1 0.8985 2.5995 0.6622 1.1092 -0.3678
2.11 1.1548 1.2283 0.926 1.3643 1.409
2.12 1.5145 2.793 1.1186 1.5141 -0.2728
2.13 1.6627 1.037 1.0694 1.5677 -0.0098
2.14 1.9672 2.7416 0.8832 1.5771 1.2075
2.15 2.2971 0.8711 0.6774 1.7132 -0.6425
2.16 2.2604 2.9703 0.3473 1.5781 0.4106
2.17 2.0918 0.9896 -0.0229 1.7043 0.6989
2.18 1.8776 2.9034 -0.403 1.8218 -0.8641
2.19 1.9294 1.2797 -0.6407 1.7408 0.705
2.2 1.5205 2.7452 -0.8256 1.5407 0.0766
2.21 1.3101 1.7875 -0.9763 1.4501 -0.9353
2.22 0.9115 2.2424 -0.988 1.3213 0.8804
2.23 0.5798 1.8232 -0.7293 1.1355 -0.5612
2.24 0.3137 1.8099 -0.5247 1.1587 -0.739
2.25 0.087 2.2057 -0.175 0.9611 0.6492
2.26 -0.0691 1.5456 0.1827 0.8032 -1.255
2.27 -0.1579 2.8825 0.5088 0.7191 -0.395
2.28 -0.1527 1.0491 0.8427 0.671 0.1727
2.29 -0.0639 2.8002 0.9153 0.6732 -1.4886
2.3 0.0977 0.9696 0.9554 0.6862 -0.0926
2.31 0.2919 2.7574 0.922 0.5978 -0.45
2.32 0.5066 0.9551 0.6483 0.6614 -1.5559
2.33 0.7798 2.808 0.4306 0.8298 0.0184
2.34 0.9511 1.0366 0.0614 0.899 -1.2836
2.35 1.2612 2.6685 -0.3134 1.0821 -1.4676
2.36 1.3987 1.2897 -0.6186 1.1429 -0.1101
2.37 1.3522 2.221 -0.8142 1.4166 -2.0448
2.38 1.3265 1.8301 -1.0631 1.5196 -1.2292
2.39 1.2194 1.8641 -0.9125 1.7615 -0.4864
2.4 0.9456 2.1326 -0.8609 1.9564 -2.5162
2.41 0.7307 1.4878 -0.5539 2.1679 -1.0354
2.42 0.4499 2.1342 -0.2884 1.9923 -1.1898
2.43 0.0719 0.9354 0.0776 2.1864 -2.7282
2.44 -0.2715 2.7161 0.4678 2.1827 -0.8287
2.45 -0.5708 0.6976 0.6741 2.5321 -1.74
2.46 -0.8305 2.5133 0.8974 2.336 -2.4562
2.47 -0.9649 0.6135 1.1093 2.6355 -0.8595
2.48 -1.0257 2.6777 1.0325 2.4217 -2.3662
2.49 -1.0854 0.6757 0.7638 2.3305 -2.0434
2.5 -1.0747 2.4467 0.558 2.2709 -0.9725
2.51 -0.8987 0.7779 0.2787 2.192 -2.8439
2.52 -0.7043 1.9232 -0.0966 2.0144 -1.7325
2.53 -0.4656 1.1685 -0.469 1.9953 -1.4806
2.54 -0.2769 1.4168 -0.6575 1.6264 -3.156
2.55 -0.0224 1.5014 -0.889 1.3251 -1.3537
2.56 0.1677 1.007 -0.9689 1.2636 -1.9745
2.57 0.2846 1.6985 -0.8248 1.0464 -3.0764
2.58 0.3278 0.684 -0.6139 0.7686 -0.9516
2.59 0.3143 1.8444 -0.283 0.4903 -2.2261
2.6 0.1957 0.3492 0.0689 0.2696 -2.5813
2.61 -0.0041 2.2796 0.4571 0.0883 -0.9719
2.62 -0.264 0.1677 0.7907 -0.0832 -2.709
2.63 -0.557 2.2008 1.0319 -0.2193 -1.6424
2.64 -0.9097 0.096 1.2823 -0.3131 -1.21
2.65 -1.388 1.899 1.0734 -0.4596 -2.5725
2.66 -1.6775 0.1958 1.0263 -0.4208 -1.0823
2.67 -1.7713 1.7623 0.868 -0.4698 -1.5389
2.68 -2.1235 0.3898 0.5258 -0.4127 -2.7412
2.69 -1.9983 1.1314 0.1839 -0.3919 -0.6654
2.7 -2.1357 0.7252 -0.1353 -0.3401 -1.7317
2.71 -2.253 0.7413 -0.423 -0.2241 -2.0552
2.72 -2.0545 1.105 -0.6719 -0.109 -0.5019
2.73 -1.8411 0.2903 -0.6475 0.0169 -2.2517
2.74 -1.429 1.3287 -0.6588 0.1473 -1.2762
2.75 -1.3107 -0.096 -0.478 0.2671 -0.5194
2.76 -1.0183 1.3665 -0.1972 0.3895 -2.313
2.77 -0.7917 -0.3992 0.1563 0.4797 -0.629
2.78 -0.5466 1.6126 0.4954 0.5737 -0.6189
2.79 -0.4834 -0.4765 0.819 0.7526 -2.0475
2.8 -0.4937 1.3471 1.1753 0.7082 -0.0456
2.81 -0.5764 -0.4606 1.3775 0.7034 -0.9103
2.82 -0.7852 1.2603 1.2985 0.7053 -1.3888
2.83 -1.0164 -0.2831 1.3937 0.6714 0.3001
2.84 -1.2489 0.778 1.0994 0.6377 -1.3267
2.85 -1.6752 0.0001 0.9083 0.5975 -0.7418
2.86 -1.8065 0.376 0.5149 0.3999 0.4122
2.87 -2.3576 0.3329 0.2409 0.3259 -1.2855
2.88 -2.4661 -0.0675 -0.0879 0.1369 0.0199
2.89 -2.7568 0.6429 -0.3046 -0.0444 0.2522
2.9 -2.4647 -0.4906 -0.4742 -0.221 -1.0718
2.91 -2.6401 0.8061 -0.4156 -0.4124 0.6341
2.92 -2.8134 -0.7155 -0.2725 -0.5919 -0.0449
2.93 -2.3092 1.1218 -0.0367 -0.7303 -0.7343
2.94 -2.0455 -0.944 0.2894 -0.8348 1.0095
2.95 -1.7817 1.0727 0.6438 -1.0352 -0.4139
2.96 -1.5539 -1.0393 1.1184 -1.1472 -0.1891
2.97 -1.3084 0.8789 1.2212 -1.2116 1.0783
2.98 -1.0131 -0.8458 1.4719 -1.1925 -0.6462
2.99 -0.8686 0.5521 1.5453 -1.1526 0.4325
3.0 -0.7581 -0.5773 1.7025 -1.2872 0.873
3.01 -0.7893 0.1795 1.4622 -1.2518 -0.711
3.02 -0.7109 -0.2397 1.2058 -1.0651 0.9827
3.03 -0.9868 -0.2329 0.9116 -1.0121 0.585
3.04 -1.2046 0.1387 0.6141 -0.7558 -0.4423
3.05 -1.4472 -0.6071 0.3192 -0.6136 1.2055
3.06 -1.6951 0.4518 0.0435 -0.4302 0.05
3.07 -2.0466 -0.9582 -0.1052 -0.1996 -0.0948
3.08 -2.3173 0.746 -0.155 0.0059 1.4354
3.09 -2.2333 -1.2768 -0.0601 0.2384 -0.3426
3.1 -2.4922 0.7864 0.1431 0.3963 0.4321
3.11 -2.6524 -1.2346 0.436 0.5709 1.0555
3.12 -2.6136 0.7194 0.8545 0.8118 -0.6924
3.13 -2.6382 -1.1082 1.3238 0.8863 0.7903
3.14 -2.1222 0.497 1.6374 1.051 0.5922
3.15 -2.0455 -0.9556 1.7265 1.044 -0.641
3.16 -1.5886 0.1996 1.8477 1.1197 1.191
3.17 -1.2802 -0.5528 2.1236 1.1523 0.0137
3.18 -1.0164 -0.1795 1.9119 1.1113 -0.4156
3.19 -0.8579 -0.1423 1.5126 1.1658 1.1025
3.2 -0.5521 -0.5119 1.2854 1.1005 -0.5607
3.21 -0.393 0.2419 1.0104 0.9398 -0.118
3.22 -0.3695 -0.841 0.7115 0.8029 0.8508
3.23 -0.3374 0.5169 0.4285 0.6269 -1.0127
3.24 -0.4035 -1.1858 0.2144 0.5448 0.2928
3.25 -0.6577 0.7461 0.134 0.3437 0.3176
3.26 -0.8166 -1.0992 0.1718 0.1675 -1.1065
3.27 -1.1301 0.8205 0.3362 0.0077 0.585
3.28 -1.3863 -1.0433 0.5929 -0.1675 -0.3122
3.29 -1.4948 0.6696 0.8862 -0.2961 -1.0278
3.3 -1.9416 -0.9402 1.3751 -0.4554 0.5737
3.31 -2.0283 0.5096 1.6781 -0.4904 -0.9344
3.32 -2.0054 -0.5991 1.8383 -0.6017 -0.7179
3.33 -1.7762 0.1526 2.0714 -0.6493 0.3684
3.34 -1.6844 -0.1489 2.2073 -0.6476 -1.5003
3.35 -1.5909 -0.1784 2.2613 -0.6508 -0.4327
3.36 -1.3526 0.267 2.0124 -0.6282 -0.035
3.37 -1.1906 -0.4863 1.7284 -0.4739 -1.7762
3.38 -0.8083 0.7322 1.4742 -0.394 -0.037
3.39 -0.3975 -0.7571 1.1374 -0.3077 -0.6046
3.4 -0.1363 0.9741 0.7462 -0.1588 -1.5724
3.41 0.1097 -0.8286 0.4704 -0.0293 0.1768
3.42 0.2767 1.0755 0.4038 0.115 -1.2269
3.43 0.3526 -0.9187 0.3415 0.2631 -1.3646
3.44 0.3638 1.0501 0.46 0.4131 0.1525
3.45 0.2652 -0.6987 0.7898 0.4925 -1.6232
3.46 0.1186 0.912 1.0186 0.5552 -0.7618
3.47 -0.0926 -0.3851 1.3074 0.6343 -0.1018
3.48 -0.374 0.6661 1.6435 0.7675 -1.8155
3.49 -0.6305 0.0365 2.1456 0.7078 -0.2648
3.5 -0.8594 0.3937 2.0915 0.7019 -0.4694
3.51 -1.1341 0.5232 2.5257 0.6178 -1.6521
3.52 -1.2974 0.0312 2.631 0.5453 0.1187
3.53 -1.3765 0.8814 2.3907 0.4173 -0.8851
3.54 -1.1701 -0.247 2.1999 0.277 -1.253
3.55 -1.1986 1.2339 1.6251 0.0885 0.3613
3.56 -0.9935 -0.4181 1.2083 -0.1123 -1.4065
3.57 -0.7529 1.4626 1.0234 -0.3522 -0.7139
3.58 -0.481 -0.4673 0.7096 -0.6247 0.2746
3.59 -0.1611 1.4853 0.5416 -0.8788 -1.4534
3.6 0.1504 -0.3488 0.4753 -1.0169 -0.0135
3.61 0.469 1.3606 0.5223 -1.3048 0.0842
3.62 0.7466 -0.0857 0.8077 -1.5014 -1.1452
3.63 0.7791 1.2897 1.1586 -1.6821 0.5577
3.64 0.9653 0.2685 1.3929 -1.9187 -0.2472
3.65 0.9942 0.9403 1.7179 -1.9247 -0.8276
3.66 0.829 0.7136 2.2766 -2.1273 0.9916
3.67 0.6233 0.6067 2.1467 -2.3998 -0.5272
3.68 0.4231 1.2473 2.4058 -2.3124 -0.1385
3.69 0.1553 0.3095 2.4114 -2.538 1.2014
3.7 -0.1105 1.6023 2.6063 -2.1707 -0.6467
3.71 -0.3622 0.0804 2.2462 -2.402 0.6102
3.72 -0.6899 1.9249 1.9997 -2.3212 1.0802
3.73 -0.8299 -0.0348 1.5271 -2.3073 -0.4097
3.74 -0.9693 2.0784 1.1148 -1.9145 1.441
3.75 -0.8485 0.0015 0.7854 -1.9142 0.7761
3.76 -0.9295 2.061 0.5924 -1.6864 -0.0273
3.77 -0.7383 0.1974 0.4874 -1.4138 1.8675
3.78 -0.5581 1.7368 0.506 -1.3346 0.5537
3.79 -0.247 0.5395 0.6768 -1.3534 0.6108
3.8 0.0341 1.6321 0.8749 -1.1995 2.1914
3.81 0.3516 0.8401 1.298 -0.9478 0.343
3.82 0.6458 1.0548 1.7585 -0.8138 1.2813
3.83 0.7756 1.3584 2.1578 -0.7864 1.8447
3.84 1.0021 0.772 2.2231 -0.8211 0.3659
3.85 1.0279 1.8394 2.5875 -0.7168 1.9543
3.86 1.1117 0.4656 2.4145 -0.7182 1.8933
3.87 0.9547 2.0751 2.2909 -0.7604 0.646
3.88 0.7667 0.2766 2.1733 -0.8873 2.659
3.89 0.4237 2.1504 1.7262 -0.9987 1.2986
3.9 0.177 0.2118 1.4611 -1.1002 1.1888
3.91 -0.1341 2.3546 1.1033 -1.3237 2.6575
3.92 -0.4106 0.3148 0.8769 -1.2167 0.969
3.93 -0.7014 1.8748 0.586 -1.5201 1.6926
3.94 -0.8853 0.4795 0.4549 -1.7167 2.5594
3.95 -1.0163 1.6182 0.3989 -1.6252 0.7916
3.96 -1.1887 0.8659 0.4609 -1.8562 2.2171
3.97 -1.0256 1.3468 0.707 -1.9909 2.3061
3.98 -0.8882 1.1218 1.0877 -2.1157 0.9903
3.99 -0.7481 1.1196 1.4713 -1.876 2.7259
4.0 -0.5025 1.4795 1.6747 -2.027 1.9159
4.01 -0.2976 0.6101 1.8562 -1.8765 1.1574
4.02 -0.0116 1.8006 2.1111 -2.159 2.592
4.03 0.2475 0.3767 2.0782 -2.0593 1.2209
4.04 0.4264 2.3176 2.3429 -1.7472 1.4516
4.05 0.6309 0.1838 2.1307 -1.7126 2.5292
4.06 0.7006 2.0217 1.8487 -1.297 0.7639
4.07 0.589 0.1849 1.4309 -1.1147 2.0136
4.08 0.5241 2.0738 1.0261 -0.8534 2.2054
4.09 0.3259 0.2884 0.7836 -0.6403 0.658
4.1 0.0528 1.8077 0.4272 -0.3689 2.114
4.11 -0.2394 0.5895 0.2422 -0.0954 1.6853
4.12 -0.616 1.4826 0.173 0.1528 0.7545
4.13 -0.9295 0.8849 0.212 0.3861 2.4125
4.14 -1.217 0.9803 0.3882 0.7379 0.8342
4.15 -1.2656 1.2019 0.6276 0.9364 0.9876
4.16 -1.6721 0.5483 0.9625 1.1925 2.3456
4.17 -1.7303 1.6754 1.2355 1.286 0.3559
4.18 -1.5437 0.197 1.5261 1.3378 1.18
4.19 -1.5587 1.8773 1.904 1.3937 1.728
4.2 -1.3234 -0.0478 1.8494 1.6826 0.0076
4.21 -1.2025 1.6526 1.836 1.5445 1.6296
4.22 -0.8738 -0.1822 1.888 1.6696 1.1634
4.23 -0.5483 1.7707 1.5751 1.5249 -0.0787
4.24 -0.3582 -0.1708 1.1891 1.4105 1.6442
4.25 -0.119 1.6696 0.9407 1.3351 0.3309
4.26 0.0205 0.0029 0.4931 1.2681 0.0876
4.27 0.0843 1.1689 0.2015 1.1421 1.5503
4.28 0.0841 0.2668 -0.038 1.0972 -0.2737
4.29 -0.0242 0.683 -0.166 0.965 0.4349
4.3 -0.201 0.5672 -0.1647 0.7975 1.2015
4.31 -0.469 0.3068 -0.0411 0.784 -0.715
4.32 -0.7183 0.9582 0.2051 0.68 0.7001
4.33 -1.1374 -0.1304 0.4932 0.6371 0.601
4.34 -1.379 1.0606 0.747 0.5463 -0.7463
4.35 -1.672 -0.4709 1.203 0.5301 1.084
4.36 -1.7674 1.3367 1.538 0.5534 -0.0585
4.37 -1.9838 -0.7554 1.5539 0.6029 -0.5402
4.38 -2.1619 1.3388 1.5077 0.7882 0.9814
4.39 -1.9145 -0.7176 1.6435 0.9064 -0.6621
4.4 -1.8245 1.0477 1.3833 1.0339 -0.2114
4.41 -1.6935 -0.7196 1.0045 1.1489 0.7767
4.42 -1.6292 0.6933 0.6626 1.4013 -1.0353
4.43 -1.3131 -0.5244 0.2568 1.3147 0.2789
4.44 -1.0234 0.3041 -0.1081 1.6976 0.4479
4.45 -0.6687 -0.2039 -0.4262 1.6807 -0.9569
4.46 -0.5064 -0.1506 -0.5937 2.1056 0.6847
4.47 -0.2737 0.1011 -0.5617 2.0281 -0.0535
4.48 -0.2066 -0.5934 -0.4908 2.4044 -0.8293
4.49 -0.186 0.3983 -0.3131 2.1857 1.0205
4.5 -0.2323 -0.9586 -0.0614 2.3802 -0.5046
4.51 -0.4249 0.5763 0.2458 2.6659 -0.3661
4.52 -0.6562 -1.2129 0.5541 2.5452 0.8893
4.53 -0.7824 0.5917 0.8121 2.4647 -0.8605
4.54 -1.0401 -1.4972 1.1167 2.3336 0.2903
4.55 -1.4898 0.47 1.1485 2.4103 0.8077
4.56 -1.5569 -1.5503 1.1425 2.1031 -0.9074
4.57 -2.066 0.2555 0.9925 2.3399 0.8736
4.58 -1.9166 -1.1807 0.603 2.1051 0.4252
4.59 -2.2473 -0.1347 0.3122 1.95 -0.5099
4.6 -2.076 -1.0019 -0.076 1.5083 1.3746
