#y3 y4 y5 time y2 y1
-0.0478 -1.1011 1.1689 0.75 1.2191 0.456
-0.0325 -0.8923 1.7181 0.76 1.0632 0.699
0.0741 -0.8145 2.0298 0.77 0.9769 1.027
0.2531 -0.7897 2.1946 0.78 0.865 1.3193
0.5724 -0.6256 2.2831 0.79 0.8408 1.5482
0.7757 -0.4988 1.7902 0.8 0.7677 1.8333
1.2555 -0.3744 1.1567 0.81 0.7544 2.1945
1.7124 -0.2557 0.5746 0.82 0.7221 2.1673
1.7592 -0.1237 0.3195 0.83 0.5911 2.3387
2.399 0.0191 0.3648 0.84 0.5696 2.3288
2.4652 0.1433 0.7866 0.85 0.6264 2.9155
2.6851 0.2644 1.2268 0.86 0.6177 2.8368
2.6624 0.3928 1.9666 0.87 0.7099 2.8702
2.6884 0.4679 2.2035 0.88 0.7009 3.052
2.1312 0.5146 2.2595 0.89 0.7279 2.6767
2.1138 0.6121 1.7994 0.9 0.8572 2.5608
1.9473 0.6861 1.2624 0.91 0.9025 2.5163
1.4982 0.6738 0.7406 0.92 0.9674 2.5808
1.2789 0.5849 0.3477 0.93 1.1976 2.5598
0.9787 0.6177 0.1184 0.94 1.1567 1.991
0.7039 0.5617 0.2449 0.95 1.3084 1.9751
0.5651 0.5124 0.7113 0.96 1.4753 1.5361
0.4984 0.4315 1.2113 0.97 1.7399 1.472
0.4943 0.3175 1.7059 0.98 1.6429 1.0155
0.6586 0.2264 2.0938 0.99 1.8924 0.6768
0.7307 0.1058 1.9935 1.0 2.1536 0.4221
1.0398 -0.0055 1.4963 1.01 2.0782 0.0643
1.327 -0.1153 1.0123 1.02 2.1706 -0.2652
1.5788 -0.2528 0.4659 1.03 2.1178 -0.5875
1.5917 -0.3186 0.026 1.04 2.21 -0.9083
1.7017 -0.4719 -0.0934 1.05 2.1498 -1.1415
1.8732 -0.5031 0.1169 1.06 2.3563 -1.4999
1.9284 -0.5595 0.5138 1.07 2.3161 -1.6099
1.5138 -0.6086 1.224 1.08 2.3773 -2.0757
1.4596 -0.7361 1.6714 1.09 2.203 -2.2155
1.019 -0.6408 1.8902 1.1 2.1898 -2.0859
0.7437 -0.6804 1.7295 1.11 2.3819 -2.2659
0.3323 -0.64 1.1929 1.12 2.0989 -2.269
-0.0383 -0.527 0.6773 1.13 1.9865 -2.6167
-0.3696 -0.4316 0.0842 1.14 1.8801 -2.5028
-0.7207 -0.3697 -0.3066 1.15 1.7492 -2.5075
-0.866 -0.2036 -0.3465 1.16 1.8301 -2.6742
-1.0334 -0.0608 -0.0418 1.17 1.7049 -2.1623
-0.9593 0.1122 0.4378 1.18 1.5499 -2.083
-0.8789 0.3184 0.9555 1.19 1.3886 -1.9987
-0.708 0.4744 1.5465 1.2 1.2723 -2.0713
-0.5007 0.7386 1.5417 1.21 1.0681 -1.8212
-0.1852 0.8908 1.3991 1.22 0.9634 -1.4864
0.1244 1.1834 0.8974 1.23 0.7599 -1.3455
0.3963 1.3318 0.2475 1.24 0.5904 -1.2381
0.6329 1.629 -0.2707 1.25 0.4317 -1.0983
0.7447 1.6437 -0.5968 1.26 0.3144 -0.8798
0.8024 1.9287 -0.5403 1.27 0.2353 -0.5579
0.8515 1.9331 -0.1653 1.28 0.1347 -0.4303
0.763 2.1629 0.3753 1.29 0.045 -0.2393
0.5695 2.1238 0.8963 1.3 -0.0165 -0.1065
0.3964 2.2956 1.1471 1.31 -0.0678 0.0398
0.1405 2.2707 1.2009 1.32 -0.1093 0.1595
-0.1189 2.3492 1.0915 1.33 -0.1076 0.2575
-0.3337 2.5471 0.4507 1.34 -0.1194 0.341
-0.4645 2.4379 -0.1211 1.35 -0.093 0.4833
-0.5356 2.6269 -0.6192 1.36 -0.0734 0.4836
-0.6132 2.2037 -0.7919 1.37 -0.0227 0.5707
-0.5127 2.291 -0.6536 1.38 0.0409 0.5911
-0.2925 2.192 -0.2465 1.39 0.1031 0.6548
-0.0353 2.1221 0.303 1.4 0.1867 0.6771
0.331 1.9515 0.8537 1.41 0.2639 0.6388
0.7455 1.9673 1.1728 1.42 0.3965 0.6053
1.1508 1.8562 0.9968 1.43 0.4906 0.7218
1.4186 1.4679 0.7539 1.44 0.6173 0.6554
1.7706 1.3534 0.1492 1.45 0.7564 0.674
1.992 1.4599 -0.455 1.46 0.7456 0.6972
2.1517 1.1849 -0.8573 1.47 0.9498 0.7633
2.1962 1.1511 -0.9314 1.48 1.1039 0.8472
2.1499 1.0287 -0.7652 1.49 1.1209 0.8205
2.2126 0.9379 -0.2614 1.5 1.114 0.9716
1.9342 0.9988 0.3176 1.51 1.2272 0.9819
1.9522 0.9284 0.7434 1.52 1.3236 0.9241
1.4797 0.9447 0.9298 1.53 1.2399 1.1061
1.3433 0.8694 0.7851 1.54 1.3488 1.104
1.1634 0.9151 0.4412 1.55 1.3068 1.3552
0.9035 0.9421 -0.0997 1.56 1.2898 1.2954
0.9107 1.0838 -0.6531 1.57 1.3713 1.532
0.8698 1.0731 -0.9205 1.58 1.3075 1.6351
0.9831 1.1274 -1.0845 1.59 1.3726 1.7337
1.2009 1.2345 -0.712 1.6 1.1974 1.6406
1.4477 1.4739 -0.2063 1.61 1.1134 1.7408
1.7502 1.5848 0.3981 1.62 1.0184 1.6795
2.1582 1.5806 0.8632 1.63 0.9435 1.7378
2.2074 1.9574 0.9622 1.64 0.7978 1.572
2.6546 1.7506 0.6923 1.65 0.6549 1.6148
2.5379 2.0265 0.3037 1.66 0.5123 1.6186
3.0542 2.0072 -0.2945 1.67 0.4024 1.5441
2.8508 2.4007 -0.7473 1.68 0.2483 1.5435
2.4704 2.2553 -0.9698 1.69 0.0981 1.1918
2.6108 2.1031 -0.8857 1.7 -0.0539 1.082
2.0653 2.5473 -0.5804 1.71 -0.2062 0.9679
1.8625 2.3058 -0.0365 1.72 -0.3389 0.6408
1.3379 2.2845 0.4741 1.73 -0.4776 0.4629
1.1295 2.1955 0.9301 1.74 -0.6144 0.1656
0.7693 2.1864 0.8882 1.75 -0.6184 -0.1124
0.3939 2.0935 0.742 1.76 -0.7527 -0.4101
0.1578 1.7284 0.2075 1.77 -0.798 -0.7117
0.0305 1.808 -0.3343 1.78 -0.8867 -0.9877
-0.0166 1.5146 -0.8764 1.79 -0.9592 -1.2143
0.0323 1.3356 -0.8977 1.8 -0.8801 -1.5255
0.1513 1.1313 -0.8699 1.81 -0.9985 -1.7736
0.3359 1.0926 -0.3843 1.82 -1.0198 -1.9757
0.6105 0.8602 0.2089 1.83 -0.9339 -2.0908
0.7301 0.5492 0.7312 1.84 -0.9251 -2.58
0.9529 0.4264 0.953 1.85 -0.7812 -2.6248
1.1132 0.2097 0.9926 1.86 -0.7414 -2.7842
1.2056 0.025 0.7461 1.87 -0.6914 -3.0076
1.191 -0.1447 0.2162 1.88 -0.5977 -3.1172
1.0832 -0.3088 -0.324 1.89 -0.4617 -2.885
0.9416 -0.4413 -0.7339 1.9 -0.3556 -3.2108
0.8045 -0.5702 -0.7591 1.91 -0.1967 -2.7482
0.5061 -0.6259 -0.5883 1.92 -0.0832 -2.5559
0.1562 -0.742 -0.0563 1.93 0.0392 -2.7676
-0.1665 -0.6484 0.5097 1.94 0.1731 -2.3485
-0.5203 -0.7406 1.0492 1.95 0.2682 -2.2802
-0.7453 -0.7678 1.198 1.96 0.4175 -1.9149
-0.9615 -0.7099 1.2241 1.97 0.4749 -1.6553
-1.0585 -0.641 0.8619 1.98 0.5624 -1.3152
-0.9649 -0.4837 0.2538 1.99 0.7681 -1.0351
-0.7755 -0.3865 -0.2586 2.0 0.8273 -0.8258
-0.6277 -0.2846 -0.6082 2.01 0.9064 -0.4334
-0.3502 -0.1863 -0.5066 2.02 0.8101 -0.1329
0.0115 -0.0418 -0.219 2.03 0.8829 0.1981
0.3913 0.0851 0.3537 2.04 0.8657 0.456
0.6632 0.2258 0.8267 2.05 0.9047 0.7984
1.1046 0.3726 1.4391 2.06 0.9329 1.0937
1.1867 0.4848 1.6636 2.07 0.9171 1.2047
1.3389 0.603 1.4533 2.08 0.7866 1.6522
1.4421 0.7359 1.0255 2.09 0.8137 1.6209
1.4057 0.8643 0.4023 2.1 0.6674 1.9425
1.502 0.8285 -0.0857 2.11 0.619 2.2659
1.2261 0.9714 -0.3205 2.12 0.499 1.9696
1.1092 1.1063 -0.2102 2.13 0.4276 2.3707
0.9196 1.0473 0.1741 2.14 0.3227 2.4914
0.6806 1.0754 0.7559 2.15 0.1666 2.3742
0.5127 0.9964 1.2728 2.16 0.0503 2.2901
0.4094 0.9121 1.7618 2.17 -0.0719 2.0387
0.3613 0.8353 1.7156 2.18 -0.2076 2.1197
0.3624 0.91 1.5727 2.19 -0.2918 1.9929
0.5371 0.7764 1.0946 2.2 -0.3791 1.7306
0.838 0.6744 0.5548 2.21 -0.4823 1.9166
1.0734 0.544 0.126 2.22 -0.6237 1.6061
1.3278 0.4423 -0.0307 2.23 -0.6376 1.5549
1.6789 0.2625 0.1337 2.24 -0.7512 1.4372
2.2645 0.1743 0.6368 2.25 -0.7977 1.2565
2.5412 0.061 1.0999 2.26 -0.8084 1.0049
2.8905 -0.036 1.6862 2.27 -0.9332 0.7434
3.1336 -0.1344 2.2366 2.28 -0.9008 0.6516
2.8095 -0.1831 1.8677 2.29 -0.8394 0.5069
3.0589 -0.2747 1.8992 2.3 -0.9132 0.4155
2.934 -0.2726 1.2763 2.31 -0.7131 0.3197
2.7393 -0.3168 0.6508 2.32 -0.6823 0.1825
2.1085 -0.3143 0.3627 2.33 -0.6946 0.0968
2.0311 -0.2556 0.2457 2.34 -0.5356 0.0298
1.7078 -0.1956 0.4975 2.35 -0.4692 -0.033
1.2662 -0.1113 1.0878 2.36 -0.3338 -0.0901
0.9603 -0.0112 1.4827 2.37 -0.1989 -0.1198
0.9617 0.12 2.3225 2.38 -0.0575 -0.1624
0.8205 0.257 2.3828 2.39 0.0809 -0.1989
0.6747 0.4195 2.473 2.4 0.2266 -0.1906
0.8661 0.5988 1.7318 2.41 0.375 -0.2083
0.9556 0.8265 1.3734 2.42 0.5483 -0.2299
1.2229 1.0704 0.9234 2.43 0.7014 -0.3057
1.3744 1.2875 0.5724 2.44 0.7862 -0.2924
1.6019 1.3319 0.5555 2.45 0.969 -0.3761
1.8945 1.5525 0.8895 2.46 1.0215 -0.4081
1.828 1.7917 1.3669 2.47 1.1068 -0.4235
1.9253 1.7813 2.0085 2.48 1.2321 -0.484
1.9931 1.9816 2.6253 2.49 1.4286 -0.558
1.7462 2.0687 2.6575 2.5 1.443 -0.6997
1.6269 2.4941 2.5592 2.51 1.4284 -0.7898
1.4053 2.5096 2.1053 2.52 1.4813 -0.8288
1.0241 2.7107 1.3489 2.53 1.4951 -0.9937
0.7116 2.9122 1.0355 2.54 1.5465 -1.0424
0.2726 2.51 0.7003 2.55 1.5481 -1.3533
-0.0963 2.8029 0.7777 2.56 1.5424 -1.3822
-0.4276 2.7305 1.0992 2.57 1.3001 -1.5213
-0.6596 2.6777 1.8934 2.58 1.4386 -1.6382
-0.8199 2.4678 2.4606 2.59 1.3245 -1.7384
-0.7966 2.5809 2.6995 2.6 1.2439 -1.9679
-0.818 2.6158 2.8762 2.61 1.1542 -2.1053
-0.705 2.0357 2.4222 2.62 1.0152 -1.8423
-0.5088 2.1407 1.8279 2.63 0.9182 -1.9052
-0.234 2.0576 1.3794 2.64 0.7004 -1.9535
0.0302 1.8059 1.114 2.65 0.6283 -2.0473
0.3063 1.5781 0.9302 2.66 0.48 -2.0909
0.5384 1.4482 1.0218 2.67 0.4313 -1.7759
0.679 1.3973 1.5155 2.68 0.2677 -1.7863
0.8026 1.2547 1.8536 2.69 0.207 -1.7906
0.846 1.2437 2.7964 2.7 0.108 -1.3859
0.8512 1.1424 2.5916 2.71 0.0278 -1.2554
0.6339 1.0293 2.7211 2.72 -0.033 -1.11
0.4462 0.9754 2.2562 2.73 -0.0913 -0.9012
0.1976 0.8718 2.0464 2.74 -0.1287 -0.5991
-0.0668 0.8716 1.4953 2.75 -0.1332 -0.2947
-0.2842 0.8126 1.0898 2.76 -0.1334 0.0098
-0.4835 0.7934 0.9753 2.77 -0.1239 0.2998
-0.6307 0.834 1.1647 2.78 -0.095 0.6187
-0.729 0.9577 1.6987 2.79 -0.0567 0.984
-0.6694 0.9571 2.3563 2.8 0.0069 1.3428
-0.573 1.1045 2.5486 2.81 0.082 1.6064
-0.3113 1.2075 2.7166 2.82 0.1588 1.9315
0.0011 1.2488 2.7833 2.83 0.2834 2.0413
0.3843 1.3176 2.4598 2.84 0.3602 2.4191
0.8156 1.3817 1.8399 2.85 0.5541 2.4515
1.2185 1.6406 1.3291 2.86 0.7007 2.4983
1.5891 1.5501 0.8394 2.87 0.7246 3.0125
1.916 1.6825 0.7923 2.88 0.9157 2.8493
2.184 2.0372 1.2515 2.89 0.9942 2.969
2.3033 1.941 1.7111 2.9 1.2172 2.7585
2.0427 1.9689 2.2055 2.91 1.3678 2.9422
1.9748 1.9891 2.603 2.92 1.3908 2.9369
1.7522 2.0536 2.506 2.93 1.62 2.5257
1.7372 2.1089 2.4641 2.94 1.8532 2.695
1.4865 1.9383 2.1461 2.95 1.8342 2.433
1.1555 1.7035 1.4545 2.96 1.9481 2.3623
0.9485 1.8432 0.9624 2.97 1.7839 1.975
0.8405 1.6421 0.6891 2.98 1.9114 1.6486
0.6227 1.501 0.6905 2.99 2.1915 1.3913
0.5851 1.3456 1.09 3.0 1.8792 1.1154
0.7395 1.2024 1.5438 3.01 2.2831 0.8273
0.8911 1.0743 2.2649 3.02 1.896 0.4503
1.1033 0.8165 2.3503 3.03 1.9576 0.2065
1.2535 0.6554 2.7634 3.04 1.9657 -0.1083
1.5577 0.4665 2.3342 3.05 1.8909 -0.44
1.8686 0.2419 1.6913 3.06 1.9057 -0.6517
2.1934 0.0365 1.0527 3.07 1.7431 -0.9681
2.1578 -0.1583 0.7031 3.08 1.5567 -1.1226
2.4213 -0.3779 0.4805 3.09 1.4378 -1.4351
2.4436 -0.5683 0.6174 3.1 1.4958 -1.4138
2.3818 -0.6557 0.9376 3.11 1.393 -1.5964
2.1007 -0.878 1.5695 3.12 1.1608 -1.9181
1.8391 -0.9191 2.1532 3.13 1.0489 -1.9814
1.5032 -1.0134 2.2596 3.14 0.8755 -1.9123
1.3154 -0.9907 2.2369 3.15 0.7403 -2.064
0.9048 -1.2229 1.8213 3.16 0.6598 -2.065
0.4774 -1.0562 1.2176 3.17 0.5574 -1.8056
0.1416 -1.1397 0.7487 3.18 0.3939 -1.9063
-0.1227 -1.157 0.2665 3.19 0.3095 -1.7414
-0.3238 -1.0402 0.1549 3.2 0.2074 -1.745
-0.4323 -1.0073 0.3695 3.21 0.1548 -1.7002
-0.3646 -0.8094 0.8142 3.22 0.0754 -1.6584
-0.3468 -0.731 1.4728 3.23 0.0365 -1.4002
-0.1581 -0.6347 1.8124 3.24 0.0104 -1.3576
0.028 -0.4988 1.8288 3.25 -0.0015 -1.2921
0.2465 -0.3274 1.8407 3.26 0.0038 -1.0707
0.4834 -0.2022 1.3842 3.27 0.0238 -0.8892
0.599 -0.0468 0.8334 3.28 0.0581 -0.8426
0.6927 0.0823 0.2335 3.29 0.1127 -0.7276
0.8259 0.2132 -0.1385 3.3 0.1885 -0.5788
0.7674 0.3504 -0.1813 3.31 0.2342 -0.5691
0.564 0.4338 0.087 3.32 0.3509 -0.4767
0.3944 0.5272 0.6117 3.33 0.4638 -0.458
0.0903 0.5862 1.1671 3.34 0.4974 -0.3426
-0.2425 0.5803 1.5572 3.35 0.6164 -0.3434
-0.5897 0.6711 1.5884 3.36 0.838 -0.2846
-0.8798 0.6804 1.3258 3.37 0.803 -0.277
-1.1188 0.6533 0.976 3.38 1.0012 -0.2438
-1.4378 0.6496 0.3051 3.39 1.2049 -0.222
-1.5557 0.5812 -0.248 3.4 1.111 -0.2237
-1.5077 0.5026 -0.5017 3.41 1.1745 -0.1763
-1.4516 0.3644 -0.4634 3.42 1.4316 -0.1617
-1.2546 0.2672 -0.171 3.43 1.599 -0.1436
-1.0127 0.1755 0.3671 3.44 1.58 -0.0968
-0.7219 0.048 0.8729 3.45 1.5017 -0.0428
-0.4525 -0.0694 1.1206 3.46 1.6491 0.0239
-0.0687 -0.1773 1.2959 3.47 1.4724 0.1041
0.2661 -0.292 0.9258 3.48 1.5247 0.1935
0.5114 -0.4078 0.3879 3.49 1.4926 0.3098
0.6705 -0.4603 -0.2312 3.5 1.3977 0.4118
0.9082 -0.5725 -0.722 3.51 1.5422 0.5935
0.9553 -0.6305 -0.9528 3.52 1.5345 0.631
0.8932 -0.7138 -0.7111 3.53 1.2536 0.8667
0.7458 -0.7616 -0.3492 3.54 1.2558 1.0419
0.4899 -0.6986 0.1636 3.55 1.2074 1.2667
0.2777 -0.6816 0.5863 3.56 1.0599 1.2819
0.0437 -0.5789 0.8736 3.57 0.8719 1.4821
-0.1472 -0.5424 0.7691 3.58 0.6916 1.5379
-0.3041 -0.4319 0.4523 3.59 0.5197 1.7539
-0.3562 -0.3476 -0.092 3.6 0.3698 1.788
-0.4002 -0.1981 -0.6778 3.61 0.231 2.1408
-0.2972 -0.0304 -1.2014 3.62 0.0675 2.2387
-0.0863 0.1413 -1.2699 3.63 -0.0741 2.4092
0.1792 0.3302 -1.0842 3.64 -0.2516 2.1028
0.5428 0.5637 -0.5798 3.65 -0.4079 2.1396
0.9316 0.7126 -0.0149 3.66 -0.5609 2.1712
1.2006 0.9693 0.4017 3.67 -0.617 2.2031
1.6726 1.0664 0.6807 3.68 -0.6769 2.3265
1.9928 1.1816 0.5356 3.69 -0.8586 2.0305
1.8918 1.5831 0.0623 3.7 -0.856 1.7404
2.3193 1.4896 -0.4736 3.71 -1.0097 1.7458
2.2246 1.8518 -1.1701 3.72 -1.037 1.4241
2.2195 2.0408 -1.4414 3.73 -1.0619 1.3214
1.7996 1.9309 -1.3912 3.74 -1.0423 0.9735
1.5406 1.965 -1.127 3.75 -1.0844 0.6985
1.3775 1.9937 -0.6975 3.76 -1.1349 0.3623
0.9313 2.1512 -0.1282 3.77 -0.9445 0.0755
0.6379 2.151 0.2701 3.78 -1.0368 -0.2378
0.3695 2.0835 0.4251 3.79 -0.8604 -0.5764
0.1356 2.0334 0.205 3.8 -0.8128 -0.9334
-0.0067 1.7782 -0.2804 3.81 -0.8057 -1.2335
-0.076 1.9177 -0.8254 3.82 -0.7553 -1.4996
-0.046 1.8877 -1.3879 3.83 -0.655 -1.6659
0.0531 1.5857 -1.5671 3.84 -0.5364 -1.8925
0.2374 1.3562 -1.6791 3.85 -0.4234 -2.4043
0.4594 1.2366 -1.1306 3.86 -0.3242 -2.5167
0.6029 1.281 -0.6395 3.87 -0.2066 -2.5584
0.8792 1.105 -0.1675 3.88 -0.1466 -2.627
1.0349 0.8354 0.1994 3.89 -0.0537 -2.698
1.2169 0.659 0.2581 3.9 0.0182 -2.6842
1.2648 0.5191 -0.0333 3.91 0.0862 -3.1082
1.0095 0.4691 -0.5115 3.92 0.1285 -2.5785
0.9123 0.3357 -1.1048 3.93 0.1575 -2.7305
0.6673 0.2092 -1.6289 3.94 0.1964 -2.6297
0.3407 0.1202 -1.8332 3.95 0.1806 -2.6022
-0.0309 0.0639 -1.6411 3.96 0.1761 -2.4101
-0.4322 0.0175 -1.2751 3.97 0.1613 -1.9482
-0.8198 -0.0053 -0.6478 3.98 0.0998 -1.8612
-1.0718 -0.0068 -0.1159 3.99 0.0538 -1.4919
-1.4874 0.0133 0.1948 4.0 -0.0301 -1.3417
-1.7873 0.0562 0.1446 4.01 -0.1263 -1.0861
-1.7362 0.0996 -0.2023 4.02 -0.222 -0.8144
-1.762 0.1627 -0.7784 4.03 -0.3757 -0.4869
-1.7901 0.2689 -1.3487 4.04 -0.5021 -0.238
-1.3855 0.3528 -1.6835 4.05 -0.577 0.0315
-1.2741 0.4251 -1.6032 4.06 -0.6923 0.2916
-1.0529 0.5203 -1.6874 4.07 -0.9809 0.5181
-0.8003 0.6942 -1.0932 4.08 -0.9893 0.7717
-0.5477 0.8207 -0.4498 4.09 -1.2324 0.992
-0.303 0.9141 0.0147 4.1 -1.4285 1.0511
-0.1612 0.9537 0.2551 4.11 -1.5815 1.2767
-0.1122 1.0784 0.1318 4.12 -1.6668 1.3183
-0.1576 0.952 -0.2447 4.13 -1.7557 1.559
-0.2401 1.062 -0.784 4.14 -1.8113 1.674
-0.4884 1.1621 -1.3865 4.15 -2.0499 1.7501
-0.6327 1.0775 -1.6207 4.16 -2.1701 1.702
-0.9831 1.0853 -1.5454 4.17 -2.4408 1.5203
-1.2119 0.9919 -1.2368 4.18 -2.1671 1.7112
-1.2995 0.9081 -0.761 4.19 -2.2087 1.5453
-1.535 0.6891 -0.2108 4.2 -2.452 1.514
-1.6294 0.6188 0.2034 4.21 -2.2905 1.3343
-1.5884 0.4932 0.346 4.22 -2.3093 1.3805
-1.6765 0.3001 0.1648 4.23 -2.695 1.4088
-1.5237 0.1028 -0.267 4.24 -2.618 1.2784
-1.2892 -0.0791 -0.901 4.25 -2.3308 1.1306
-0.8081 -0.3063 -1.3367 4.26 -2.1576 1.0986
-0.491 -0.5117 -1.6102 4.27 -2.398 0.9364
-0.0828 -0.6302 -1.5313 4.28 -2.0776 0.9393
0.2732 -0.8126 -1.0159 4.29 -2.2309 0.7885
0.6381 -1.0949 -0.5444 4.3 -2.1148 0.8005
0.9013 -1.286 0.0662 4.31 -1.994 0.6698
1.0091 -1.3305 0.439 4.32 -1.9154 0.6513
1.17 -1.664 0.5104 4.33 -1.6844 0.6623
1.0699 -1.7258 0.2766 4.34 -1.6098 0.6079
0.8888 -1.9681 -0.2413 4.35 -1.4548 0.6004
0.7577 -1.8466 -0.7675 4.36 -1.4026 0.6722
0.5295 -2.0921 -1.1978 4.37 -1.2323 0.6221
0.2845 -2.1898 -1.4492 4.38 -1.2673 0.5614
0.0356 -2.1774 -1.2429 4.39 -1.1171 0.5918
-0.1651 -2.1795 -0.7252 4.4 -1.0898 0.5943
-0.3523 -1.963 -0.1477 4.41 -0.9249 0.5488
-0.4239 -2.1343 0.3557 4.42 -0.869 0.5677
-0.3826 -1.9685 0.7674 4.43 -0.8999 0.5479
-0.2965 -1.6657 0.7305 4.44 -0.8395 0.503
-0.1182 -1.7447 0.3655 4.45 -0.987 0.435
0.1105 -1.5226 -0.1546 4.46 -0.8983 0.3774
0.3517 -1.344 -0.6314 4.47 -0.9775 0.3026
0.6895 -1.2095 -1.0923 4.48 -1.0161 0.1953
0.9438 -1.081 -1.0784 4.49 -0.9994 0.0549
1.2447 -0.9487 -0.9756 4.5 -1.1155 -0.0839
1.2532 -0.7508 -0.3982 4.51 -1.2173 -0.2163
1.4218 -0.6126 0.2317 4.52 -1.2284 -0.4053
1.3467 -0.5012 0.6687 4.53 -1.5556 -0.5501
1.345 -0.4186 0.9916 4.54 -1.6653 -0.7601
1.1268 -0.3116 0.8218 4.55 -1.6978 -0.8765
0.7999 -0.2379 0.5006 4.56 -1.7587 -1.142
0.3946 -0.1874 -0.0702 4.57 -1.9433 -1.3457
0.0067 -0.1676 -0.5452 4.58 -1.9118 -1.5814
-0.3667 -0.1667 -0.8368 4.59 -2.1257 -1.7996
-0.6897 -0.1609 -0.8833 4.6 -2.2675 -1.8317
-1.1211 -0.1808 -0.6141 4.61 -2.6179 -2.0836
