#y1 y2 time
0.5739 0.1489 2.97
0.3684 0.171 2.98
0.2904 0.231 2.99
0.1999 0.2937 3.0
0.0977 0.4052 3.01
0.0215 0.6206 3.02
-0.0392 0.7555 3.03
-0.0742 0.9439 3.04
-0.0944 1.1866 3.05
-0.1116 1.4632 3.06
-0.1009 1.4135 3.07
-0.0593 1.8433 3.08
-0.0152 1.8373 3.09
0.0547 2.04 3.1
0.131 2.1879 3.11
0.2318 2.5198 3.12
0.3103 2.563 3.13
0.4729 2.6473 3.14
0.5576 2.6506 3.15
0.7226 2.5143 3.16
0.7798 2.2483 3.17
0.9773 2.0842 3.18
1.0324 2.0925 3.19
1.2486 1.8885 3.2
1.3802 1.7068 3.21
1.2901 1.5635 3.22
1.5946 1.4787 3.23
1.6733 1.1805 3.24
1.5529 1.1418 3.25
1.6328 0.9576 3.26
1.6475 0.7677 3.27
1.6731 0.5866 3.28
1.5039 0.4043 3.29
1.6592 0.3369 3.3
1.4316 0.2431 3.31
1.3973 0.2239 3.32
1.3746 0.2156 3.33
1.276 0.2482 3.34
0.962 0.331 3.35
0.9695 0.3547 3.36
0.7188 0.4721 3.37
0.5566 0.6659 3.38
0.4358 0.7003 3.39
0.284 0.9448 3.4
0.1168 1.0367 3.41
-0.0334 1.1273 3.42
-0.1873 1.4035 3.43
-0.3503 1.5022 3.44
-0.5067 1.6289 3.45
-0.5851 1.5752 3.46
-0.6724 1.7157 3.47
-0.7502 1.6897 3.48
-0.9068 1.61 3.49
-0.8569 1.3224 3.5
-0.9663 1.2673 3.51
-1.008 1.2428 3.52
-0.9363 1.0961 3.53
-0.8417 0.8376 3.54
-0.9242 0.5981 3.55
-0.8733 0.3504 3.56
-0.7253 0.1201 3.57
-0.6856 -0.0984 3.58
-0.5643 -0.3546 3.59
-0.5191 -0.5552 3.6
-0.3723 -0.7629 3.61
-0.2942 -0.9144 3.62
-0.1815 -1.0529 3.63
-0.0663 -1.1166 3.64
0.0342 -1.1946 3.65
0.1349 -1.4304 3.66
0.1991 -1.3202 3.67
0.2986 -1.3023 3.68
0.3073 -1.3996 3.69
0.3403 -1.3678 3.7
0.4101 -1.1968 3.71
0.4371 -0.972 3.72
0.3888 -0.8718 3.73
0.3599 -0.6789 3.74
0.2674 -0.6025 3.75
0.2413 -0.4329 3.76
0.1194 -0.3004 3.77
0.0253 -0.2077 3.78
-0.1031 -0.117 3.79
-0.2122 -0.0375 3.8
-0.3861 0.0064 3.81
-0.499 0.0219 3.82
-0.7217 0.0027 3.83
-0.9443 -0.0489 3.84
-1.0736 -0.1208 3.85
-1.1236 -0.2358 3.86
-1.3655 -0.3831 3.87
-1.3795 -0.5458 3.88
-1.8225 -0.7702 3.89
-1.8482 -0.9804 3.9
-1.9541 -1.0008 3.91
-1.891 -1.2813 3.92
-2.2027 -1.5875 3.93
-2.237 -1.4738 3.94
-2.4707 -1.8731 3.95
-2.0934 -1.9149 3.96
-2.2569 -2.1783 3.97
-2.4227 -1.8859 3.98
-2.1363 -2.1919 3.99
-2.2298 -2.1511 4.0
-2.363 -2.0815 4.01
-2.3521 -2.0561 4.02
-1.9089 -1.7537 4.03
-2.0232 -1.8172 4.04
-1.723 -1.577 4.05
-1.5958 -1.3366 4.06
-1.592 -1.3538 4.07
-1.6064 -1.0736 4.08
-1.4313 -0.9022 4.09
-1.2829 -0.6071 4.1
-1.2816 -0.4233 4.11
-1.1375 -0.2599 4.12
-1.0415 -0.1086 4.13
-0.9299 0.0341 4.14
-0.8029 0.1304 4.15
-0.7886 0.2124 4.16
-0.8773 0.2552 4.17
-0.7432 0.2734 4.18
-0.8161 0.2384 4.19
-0.8447 0.1655 4.2
-0.8559 0.0824 4.21
-0.9935 -0.0206 4.22
-1.0428 -0.1442 4.23
-1.0593 -0.2675 4.24
-1.3757 -0.4123 4.25
-1.5029 -0.5647 4.26
-1.3897 -0.7946 4.27
-1.5983 -0.8123 4.28
-1.7098 -0.9883 4.29
-1.7997 -1.0351 4.3
-2.0964 -1.1353 4.31
-2.3074 -1.1432 4.32
-2.4841 -1.1287 4.33
-2.5309 -1.2242 4.34
-2.647 -1.1896 4.35
-2.5391 -1.0896 4.36
-2.6622 -0.8227 4.37
-2.7344 -0.7037 4.38
-3.019 -0.5251 4.39
-3.2734 -0.3422 4.4
-2.9334 -0.1638 4.41
-2.8813 0.0629 4.42
-3.1195 0.2956 4.43
-2.9517 0.481 4.44
-2.9296 0.6708 4.45
-2.9096 0.7838 4.46
-2.8715 1.0158 4.47
-2.6347 1.133 4.48
-2.3243 1.328 4.49
-2.3348 1.3754 4.5
-2.0964 1.262 4.51
-2.2224 1.1738 4.52
-2.0054 1.2155 4.53
-1.878 1.115 4.54
-1.4828 1.1235 4.55
-1.3152 0.8315 4.56
-1.3538 0.7545 4.57
-1.2728 0.5291 4.58
-1.1628 0.3642 4.59
-0.987 0.1903 4.6
-0.8632 0.0267 4.61
-0.9494 -0.1463 4.62
-0.8319 -0.3046 4.63
-0.7744 -0.4065 4.64
-0.7904 -0.5072 4.65
-0.7551 -0.5818 4.66
-0.8807 -0.6896 4.67
-0.945 -0.6871 4.68
-0.9085 -0.7665 4.69
-1.0904 -0.7464 4.7
-1.1984 -0.6063 4.71
-1.1069 -0.4834 4.72
-1.4196 -0.4262 4.73
-1.3572 -0.2816 4.74
-1.4092 -0.1102 4.75
-1.5634 0.0325 4.76
-1.8523 0.1896 4.77
-1.9166 0.3054 4.78
-1.8287 0.4726 4.79
-2.0792 0.6391 4.8
-2.091 0.7041 4.81
-2.3325 0.8015 4.82
-2.1575 0.6991 4.83
-2.2413 0.7208 4.84
-2.4464 0.8011 4.85
-2.381 0.6472 4.86
-2.278 0.5665 4.87
-2.3077 0.423 4.88
-2.0803 0.2841 4.89
-2.1432 0.0898 4.9
-2.0885 -0.1122 4.91
-1.7954 -0.356 4.92
-1.6585 -0.5373 4.93
-1.5898 -0.7683 4.94
-1.5071 -0.9964 4.95
-1.2369 -1.2993 4.96
-1.0079 -1.4111 4.97
-0.9346 -1.621 4.98
-0.7173 -1.7614 4.99
-0.6336 -2.0152 5.0
-0.48 -1.8687 5.01
-0.3313 -1.8679 5.02
-0.158 -1.9599 5.03
-0.0337 -2.0628 5.04
0.0817 -2.0654 5.05
0.1932 -1.9993 5.06
0.2729 -2.0226 5.07
0.3017 -1.8232 5.08
0.3966 -1.6534 5.09
0.3706 -1.3544 5.1
0.3678 -1.2236 5.11
0.3858 -1.1914 5.12
0.385 -0.9579 5.13
0.3362 -0.9189 5.14
0.2356 -0.8236 5.15
0.1669 -0.7992 5.16
0.0783 -0.7331 5.17
-0.0157 -0.6952 5.18
-0.1141 -0.6672 5.19
-0.2197 -0.7195 5.2
-0.338 -0.9033 5.21
-0.4697 -1.0001 5.22
-0.5577 -1.0459 5.23
-0.6464 -1.1647 5.24
-0.7211 -1.4861 5.25
-0.803 -1.771 5.26
-0.9257 -2.0353 5.27
-0.866 -2.2023 5.28
-1.0438 -2.286 5.29
-0.8811 -2.2892 5.3
-0.8967 -2.3349 5.31
-0.8789 -2.7464 5.32
-0.8377 -2.8113 5.33
-0.8632 -2.7599 5.34
-0.773 -3.1762 5.35
-0.6841 -2.8361 5.36
-0.5934 -2.9276 5.37
-0.4634 -2.9906 5.38
-0.2842 -2.7791 5.39
-0.1617 -2.8385 5.4
-0.0098 -2.3181 5.41
0.1573 -2.2657 5.42
0.2986 -1.9727 5.43
0.4487 -1.9561 5.44
0.5737 -1.6484 5.45
0.7789 -1.528 5.46
0.9736 -1.4424 5.47
1.1531 -1.2131 5.48
1.1758 -1.0563 5.49
1.2152 -0.8481 5.5
1.4828 -0.7055 5.51
1.4292 -0.6924 5.52
1.5114 -0.6421 5.53
1.4012 -0.6444 5.54
1.6922 -0.6388 5.55
1.6459 -0.6686 5.56
1.4514 -0.8353 5.57
1.4631 -0.9129 5.58
1.4083 -0.9849 5.59
1.3072 -1.2083 5.6
1.1945 -1.1734 5.61
1.2364 -1.4467 5.62
1.0203 -1.4907 5.63
0.9754 -1.5397 5.64
0.7211 -1.7113 5.65
0.6968 -2.0729 5.66
0.5764 -1.7674 5.67
0.3763 -1.8077 5.68
0.3017 -2.0438 5.69
0.1626 -1.8337 5.7
0.0768 -1.704 5.71
-0.0169 -1.7391 5.72
-0.084 -1.5883 5.73
-0.1618 -1.5755 5.74
-0.1851 -1.2119 5.75
-0.2305 -1.0705 5.76
-0.2086 -0.8479 5.77
-0.1976 -0.6692 5.78
-0.2053 -0.461 5.79
-0.1516 -0.2249 5.8
-0.0735 -0.0026 5.81
0.0061 0.206 5.82
0.097 0.3363 5.83
0.1996 0.5227 5.84
0.3079 0.599 5.85
0.4879 0.7224 5.86
0.5883 0.7186 5.87
0.7441 0.8131 5.88
0.8506 0.6583 5.89
0.9316 0.6497 5.9
1.0961 0.5895 5.91
1.2721 0.4642 5.92
1.428 0.3218 5.93
1.4398 0.1701 5.94
1.5414 0.005 5.95
1.7178 -0.155 5.96
1.7794 -0.3299 5.97
1.5549 -0.5076 5.98
1.5825 -0.5941 5.99
1.5387 -0.7622 6.0
1.575 -0.751 6.01
1.7378 -0.9479 6.02
1.6292 -1.0257 6.03
1.3977 -0.947 6.04
1.3258 -0.8325 6.05
1.3027 -0.8454 6.06
1.1924 -0.7108 6.07
1.1005 -0.7036 6.08
0.8482 -0.5014 6.09
0.72 -0.3882 6.1
0.561 -0.1935 6.11
0.4719 -0.032 6.12
0.2654 0.1386 6.13
0.1376 0.2869 6.14
0.0103 0.4954 6.15
-0.1114 0.6432 6.16
-0.2517 0.7588 6.17
-0.3125 0.777 6.18
-0.4203 0.9117 6.19
-0.4394 0.9371 6.2
-0.5396 0.9212 6.21
-0.5239 0.8806 6.22
-0.5988 0.714 6.23
-0.5552 0.6487 6.24
-0.584 0.4819 6.25
-0.4438 0.2922 6.26
-0.4332 0.1063 6.27
-0.3578 -0.1196 6.28
-0.2559 -0.3437 6.29
-0.1662 -0.5752 6.3
-0.0501 -0.7931 6.31
0.0646 -0.9941 6.32
0.1873 -1.1259 6.33
0.3257 -1.3703 6.34
0.4078 -1.6099 6.35
0.5074 -1.5882 6.36
0.7225 -1.7716 6.37
0.8299 -1.5929 6.38
0.8704 -1.5792 6.39
0.958 -1.8076 6.4
1.0349 -1.8208 6.41
1.0496 -1.5477 6.42
1.1256 -1.5607 6.43
1.09 -1.4097 6.44
1.0333 -1.1535 6.45
1.0465 -1.0225 6.46
1.0234 -1.0333 6.47
0.8812 -0.7813 6.48
0.8031 -0.6681 6.49
0.8693 -0.5732 6.5
0.6639 -0.4085 6.51
0.6027 -0.3762 6.52
0.4604 -0.3531 6.53
0.2938 -0.2906 6.54
0.1451 -0.3458 6.55
-0.001 -0.3784 6.56
-0.1423 -0.4513 6.57
-0.2927 -0.532 6.58
-0.4518 -0.786 6.59
-0.5634 -0.8903 6.6
-0.6733 -1.0034 6.61
-0.7363 -1.175 6.62
-0.8789 -1.4199 6.63
-0.9278 -1.672 6.64
-1.0502 -1.736 6.65
-1.167 -2.0857 6.66
-1.0941 -2.0335 6.67
-1.1122 -2.1786 6.68
-1.0781 -2.5296 6.69
-0.9896 -2.3575 6.7
-1.0376 -2.8212 6.71
-0.883 -2.5035 6.72
-0.9658 -2.601 6.73
-0.8747 -2.4683 6.74
-0.6755 -2.251 6.75
-0.5481 -2.1889 6.76
-0.4786 -2.292 6.77
-0.2828 -1.8291 6.78
-0.1553 -1.7062 6.79
-0.0253 -1.7613 6.8
0.1169 -1.5223 6.81
0.2436 -1.1881 6.82
0.3937 -1.0893 6.83
0.4421 -0.9269 6.84
0.6053 -0.6882 6.85
0.6459 -0.5683 6.86
0.736 -0.4249 6.87
0.7906 -0.4026 6.88
0.8511 -0.3238 6.89
0.8468 -0.3473 6.9
0.9118 -0.3629 6.91
0.7507 -0.4211 6.92
0.7602 -0.457 6.93
0.7669 -0.5906 6.94
0.7046 -0.6407 6.95
0.5409 -0.8772 6.96
0.4777 -1.017 6.97
0.4042 -1.0768 6.98
0.2748 -1.2646 6.99
0.1416 -1.4516 7.0
0.0021 -1.5941 7.01
-0.1277 -1.4052 7.02
-0.2411 -1.4905 7.03
-0.3802 -1.733 7.04
-0.5226 -1.5821 7.05
-0.594 -1.5721 7.06
-0.6335 -1.4735 7.07
-0.7294 -1.401 7.08
-0.9023 -1.2684 7.09
-0.8142 -1.0703 7.1
-0.8493 -0.8866 7.11
-0.8978 -0.7427 7.12
-0.9755 -0.4669 7.13
-0.8115 -0.2659 7.14
-0.8123 -0.0179 7.15
-0.6849 0.2085 7.16
-0.7353 0.4635 7.17
-0.5736 0.6418 7.18
-0.4764 0.884 7.19
-0.2972 1.0685 7.2
-0.1702 1.0024 7.21
-0.0358 1.116 7.22
0.125 1.2548 7.23
0.251 1.3719 7.24
0.4073 1.3212 7.25
0.64 1.1821 7.26
0.7343 1.1563 7.27
0.8308 0.9686 7.28
1.1067 0.9897 7.29
1.2562 0.8694 7.3
1.3405 0.7094 7.31
1.3031 0.5645 7.32
1.3392 0.4073 7.33
1.3647 0.2147 7.34
1.5197 0.116 7.35
1.5033 0.0056 7.36
1.5608 -0.0673 7.37
1.6458 -0.1197 7.38
1.6156 -0.1498 7.39
1.5197 -0.142 7.4
1.4258 -0.1007 7.41
1.4395 -0.0292 7.42
1.2329 0.0677 7.43
1.1476 0.2132 7.44
1.0036 0.3765 7.45
0.9861 0.5026 7.46
0.7316 0.7322 7.47
0.6509 0.8659 7.48
0.5618 1.1286 7.49
0.5096 1.3467 7.5
0.3386 1.4978 7.51
0.2887 1.5051 7.52
0.2273 1.8304 7.53
0.1502 1.6628 7.54
0.1063 2.0494 7.55
0.0765 2.1025 7.56
0.0834 2.0829 7.57
0.0879 1.7979 7.58
0.1232 2.0072 7.59
0.1697 1.5936 7.6
0.2212 1.6529 7.61
0.3421 1.5636 7.62
0.4402 1.3341 7.63
0.5761 0.984 7.64
0.7028 0.9328 7.65
0.8153 0.6483 7.66
1.0539 0.44 7.67
1.1528 0.2594 7.68
1.3997 0.0713 7.69
1.3423 -0.0898 7.7
1.4593 -0.203 7.71
1.603 -0.3153 7.72
1.7085 -0.3933 7.73
1.8839 -0.4929 7.74
1.9632 -0.427 7.75
2.1953 -0.4297 7.76
2.1978 -0.414 7.77
2.2153 -0.3082 7.78
2.4553 -0.2352 7.79
2.3176 -0.0988 7.8
2.3193 0.0415 7.81
2.6372 0.1824 7.82
2.3004 0.3644 7.83
2.4352 0.4641 7.84
2.5863 0.6633 7.85
2.3064 0.6682 7.86
2.0996 0.9083 7.87
2.3862 0.8821 7.88
1.9831 0.8784 7.89
2.0679 1.0567 7.9
1.8033 1.0272 7.91
1.6472 0.8533 7.92
1.413 0.7485 7.93
1.4172 0.6419 7.94
1.3452 0.5361 7.95
1.1456 0.3624 7.96
1.0327 0.2001 7.97
0.9379 -0.005 7.98
1.0038 -0.2216 7.99
0.9044 -0.4393 8.0
0.8076 -0.6758 8.01
0.7182 -0.7864 8.02
0.768 -0.9803 8.03
0.8278 -1.2227 8.04
0.8351 -1.318 8.05
0.8685 -1.2925 8.06
0.878 -1.2991 8.07
0.916 -1.3833 8.08
0.9733 -1.3229 8.09
1.2185 -1.4872 8.1
1.2055 -1.2828 8.11
1.4553 -1.0996 8.12
1.4266 -1.0479 8.13
1.7521 -0.9251 8.14
1.6353 -0.7371 8.15
1.9966 -0.5841 8.16
2.1394 -0.362 8.17
2.0568 -0.1848 8.18
2.3106 -0.0086 8.19
2.3768 0.1662 8.2
2.6572 0.3165 8.21
2.5101 0.4147 8.22
2.4125 0.4732 8.23
2.8681 0.5361 8.24
2.4882 0.6724 8.25
2.8051 0.6844 8.26
2.3561 0.6194 8.27
2.7647 0.5418 8.28
2.5149 0.4546 8.29
2.4924 0.3361 8.3
2.194 0.1962 8.31
2.311 0.0809 8.32
2.1923 -0.0759 8.33
2.0255 -0.2241 8.34
1.9115 -0.3656 8.35
1.5927 -0.4673 8.36
1.5096 -0.6753 8.37
1.3272 -0.7102 8.38
1.0646 -0.8079 8.39
0.9773 -0.7927 8.4
0.8823 -0.8416 8.41
0.7096 -0.7189 8.42
0.5848 -0.7588 8.43
0.438 -0.6902 8.44
0.3706 -0.4899 8.45
0.2815 -0.3751 8.46
0.2096 -0.1427 8.47
0.1726 0.0521 8.48
0.1342 0.2531 8.49
0.124 0.5085 8.5
0.1324 0.7796 8.51
0.166 0.9789 8.52
0.2034 1.2481 8.53
0.2625 1.314 8.54
0.3457 1.4764 8.55
0.4326 1.5675 8.56
0.4787 2.036 8.57
0.5823 1.9244 8.58
0.649 1.9544 8.59
0.7386 2.0677 8.6
0.9983 1.9081 8.61
1.0659 2.0373 8.62
1.1552 1.8877 8.63
1.3037 1.7758 8.64
1.2385 1.6947 8.65
1.3041 1.7338 8.66
1.3008 1.3929 8.67
1.3089 1.3434 8.68
1.4181 1.1947 8.69
1.4278 1.1217 8.7
1.473 0.9004 8.71
1.2656 0.9161 8.72
1.349 0.7843 8.73
1.3829 0.7498 8.74
1.1975 0.7024 8.75
1.1408 0.7502 8.76
0.9887 0.7216 8.77
0.7291 0.7963 8.78
0.6711 0.9647 8.79
0.4312 1.0006 8.8
0.2848 1.1619 8.81
0.1221 1.288 8.82
-0.0471 1.4589 8.83
-0.2324 1.8003 8.84
-0.3956 1.8727 8.85
-0.5344 2.2405 8.86
-0.7623 2.4776 8.87
-0.9042 2.5244 8.88
-0.9102 2.4502 8.89
-1.1926 2.8934 8.9
-1.2065 2.7359 8.91
-1.19 2.7703 8.92
-1.29 2.6554 8.93
-1.3822 2.9737 8.94
-1.3203 2.7671 8.95
-1.5226 2.6471 8.96
-1.4215 2.7357 8.97
-1.367 2.3879 8.98
-1.4105 2.3919 8.99
-1.3259 1.9587 9.0
-1.0343 1.7504 9.01
-1.005 1.6795 9.02
-0.8652 1.4986 9.03
-0.9268 1.2203 9.04
-0.7107 1.2177 9.05
-0.6915 0.8946 9.06
-0.5445 0.8381 9.07
-0.4562 0.6797 9.08
-0.3287 0.6579 9.09
-0.2527 0.5189 9.1
-0.186 0.5587 9.11
-0.1107 0.5133 9.12
-0.0751 0.6161 9.13
-0.0457 0.6858 9.14
-0.0311 0.7222 9.15
-0.0372 0.9171 9.16
-0.0624 1.1052 9.17
-0.099 1.141 9.18
-0.1677 1.4084 9.19
-0.2378 1.54 9.2
-0.3706 1.533 9.21
-0.4228 1.5817 9.22
-0.5982 1.9303 9.23
-0.761 1.7126 9.24
-0.8365 1.9261 9.25
-1.1143 1.8634 9.26
-1.2159 2.0712 9.27
-1.3663 1.7301 9.28
-1.4221 1.5943 9.29
-1.6237 1.7378 9.3
-1.8019 1.3465 9.31
-2.0543 1.313 9.32
-2.1597 1.1429 9.33
-2.3084 0.8115 9.34
-2.3173 0.5832 9.35
-2.3117 0.3783 9.36
-2.2352 0.2007 9.37
-2.5749 -0.0111 9.38
-2.321 -0.1971 9.39
-2.2662 -0.351 9.4
-2.456 -0.531 9.41
-2.2972 -0.578 9.42
-2.2184 -0.6911 9.43
-2.4139 -0.775 9.44
-2.2893 -0.8076 9.45
-1.9244 -0.7438 9.46
-1.8085 -0.7552 9.47
-1.6946 -0.5942 9.48
-1.7889 -0.4934 9.49
-1.5436 -0.319 9.5
-1.426 -0.2006 9.51
-1.3591 -0.033 9.52
-1.227 0.1295 9.53
-1.1602 0.3129 9.54
-1.0645 0.4733 9.55
