#y2 y1 time y3
1.9293 0.3745 0.58 -1.1821
1.7512 0.4256 0.59 -0.7236
1.6352 0.4981 0.6 -0.1432
1.2836 0.5427 0.61 0.3594
1.3326 0.7379 0.62 0.5041
1.1616 0.875 0.63 0.3431
1.0027 1.0287 0.64 -0.1144
0.7684 1.1681 0.65 -0.7211
0.7107 1.4866 0.66 -1.2563
0.6161 1.6923 0.67 -1.2114
0.6575 1.7014 0.68 -1.1854
0.5242 1.8912 0.69 -0.4953
0.5106 2.0449 0.7 0.1525
0.6273 2.3182 0.71 0.7281
0.6563 2.5185 0.72 0.9866
0.6031 2.2887 0.73 0.8343
0.7706 2.4746 0.74 0.3178
0.8711 2.5464 0.75 -0.2287
0.9431 2.3269 0.76 -0.615
1.0646 2.7525 0.77 -0.7211
1.2851 2.6399 0.78 -0.4164
1.2401 2.303 0.79 0.1832
1.6392 1.9698 0.8 0.8571
1.7404 1.8277 0.81 1.3183
1.6494 1.9265 0.82 1.7444
1.9466 1.6227 0.83 1.5992
2.1712 1.4266 0.84 1.1026
2.0756 1.3752 0.85 0.5048
2.2445 1.1444 0.86 0.1407
2.064 0.942 0.87 0.0868
2.2326 0.9024 0.88 0.4728
2.264 0.6755 0.89 0.9662
2.3183 0.6227 0.9 1.8428
2.1611 0.6669 0.91 2.1738
2.3958 0.6955 0.92 2.1978
2.2464 0.6785 0.93 2.2857
1.815 0.6784 0.94 1.7453
1.8341 0.8852 0.95 1.2097
1.8947 0.9763 0.96 0.8036
1.6493 1.1245 0.97 0.7649
1.4541 1.2381 0.98 0.9786
1.3209 1.4131 0.99 1.7014
0.9597 1.6807 1.0 2.3186
0.7694 1.8377 1.01 2.5574
0.7005 2.0249 1.02 2.8074
0.5635 2.0462 1.03 2.5324
0.3943 2.1942 1.04 1.8615
0.2217 2.6398 1.05 1.2041
0.1016 2.4836 1.06 0.9685
0.0104 2.6856 1.07 0.814
-0.0626 2.4955 1.08 1.1444
-0.1241 2.4581 1.09 1.795
-0.1334 2.7095 1.1 2.2813
-0.1515 2.3105 1.11 2.8477
-0.1236 2.4706 1.12 2.3557
-0.074 2.2169 1.13 2.0855
-0.0054 1.8234 1.14 1.5063
0.0734 1.8316 1.15 0.9353
0.1899 1.6777 1.16 0.5254
0.2797 1.2365 1.17 0.3784
0.3988 1.1954 1.18 0.6383
0.5775 0.9505 1.19 1.1513
0.7234 0.7438 1.2 1.6238
0.8137 0.7062 1.21 1.8567
0.9999 0.4993 1.22 2.0302
1.0894 0.4504 1.23 1.612
1.1797 0.3996 1.24 0.9499
1.199 0.3356 1.25 0.231
1.4129 0.3506 1.26 -0.1965
1.3775 0.4333 1.27 -0.302
1.3328 0.52 1.28 0.0242
1.5388 0.5967 1.29 0.5076
1.49 0.7047 1.3 1.0369
1.4486 0.8496 1.31 1.249
1.2473 1.0794 1.32 1.2916
1.1231 1.3291 1.33 0.8113
1.0666 1.3258 1.34 0.2108
1.0144 1.4825 1.35 -0.4356
0.849 1.5884 1.36 -0.7574
0.6636 1.7572 1.37 -0.756
0.4472 1.8598 1.38 -0.4749
0.3076 1.9208 1.39 0.1235
0.1138 1.9199 1.4 0.6909
-0.061 2.0325 1.41 1.0401
-0.2299 2.2421 1.42 0.8213
-0.367 2.0434 1.43 0.4921
-0.5203 1.9823 1.44 -0.1121
-0.6438 1.6476 1.45 -0.6617
-0.7084 1.8275 1.46 -0.9344
-0.8499 1.5271 1.47 -0.9644
-0.8482 1.2235 1.48 -0.4346
-0.9948 1.0826 1.49 0.1779
-0.9962 0.8807 1.5 0.8267
-0.8769 0.7087 1.51 1.1529
-0.8406 0.5267 1.52 1.0842
-0.8796 0.3191 1.53 0.737
-0.7419 0.1759 1.54 0.1296
-0.5561 0.0268 1.55 -0.3499
-0.4483 -0.0792 1.56 -0.6337
-0.3832 -0.1471 1.57 -0.4085
-0.1866 -0.2069 1.58 0.0555
-0.0531 -0.1927 1.59 0.7585
0.1068 -0.1659 1.6 1.3985
0.2495 -0.1011 1.61 1.8335
0.4393 0.0001 1.62 1.5888
0.505 0.1113 1.63 1.1768
0.6232 0.2484 1.64 0.6825
0.8481 0.432 1.65 0.2668
0.9044 0.5611 1.66 0.1057
0.8991 0.7244 1.67 0.2879
0.9426 0.9009 1.68 0.858
1.0393 1.1771 1.69 1.5845
1.0911 1.3233 1.7 2.3457
0.888 1.3396 1.71 2.3744
0.9246 1.4805 1.72 2.469
0.8079 1.4696 1.73 2.0774
0.8119 1.408 1.74 1.4114
0.7289 1.5686 1.75 0.9889
0.5322 1.3178 1.76 0.7795
0.3862 1.387 1.77 1.046
0.2877 1.286 1.78 1.59
0.1114 1.1318 1.79 2.1228
-0.0279 0.933 1.8 2.4387
-0.175 0.7385 1.81 2.7205
-0.3057 0.5544 1.82 2.7292
-0.399 0.3438 1.83 2.4212
-0.5003 0.152 1.84 1.5567
-0.5799 -0.0273 1.85 1.098
-0.6668 -0.212 1.86 0.9765
-0.732 -0.3552 1.87 1.1266
-0.8635 -0.5215 1.88 1.5508
-0.8515 -0.6698 1.89 2.1241
-0.7817 -0.7445 1.9 2.7454
-0.6654 -0.7675 1.91 2.7768
-0.5866 -0.741 1.92 2.723
-0.5623 -0.7092 1.93 2.11
-0.4104 -0.6606 1.94 1.5141
-0.2883 -0.5661 1.95 0.8384
-0.155 -0.4945 1.96 0.6909
0.0169 -0.28 1.97 0.7397
0.1739 -0.1629 1.98 1.2689
0.3675 0.0239 1.99 1.6437
0.526 0.1898 2.0 2.0975
0.7597 0.3881 2.01 2.2779
0.8408 0.4979 2.02 1.8247
1.1371 0.6335 2.03 1.4575
1.1321 0.8426 2.04 0.7253
1.1916 0.9125 2.05 0.1255
1.5642 0.9345 2.06 -0.0776
1.5935 1.003 2.07 0.0773
1.4352 1.066 2.08 0.5529
1.6972 0.9491 2.09 0.9859
1.5573 0.9606 2.1 1.3434
1.4609 0.8779 2.11 1.4056
1.5113 0.6951 2.12 1.2238
1.4462 0.628 2.13 0.5992
1.5249 0.3847 2.14 -0.1083
1.3054 0.2165 2.15 -0.6164
1.2771 0.044 2.16 -0.8195
1.0664 -0.1518 2.17 -0.55
0.9354 -0.3124 2.18 -0.0812
0.9038 -0.5294 2.19 0.4829
0.7703 -0.6382 2.2 0.8095
0.5733 -0.7658 2.21 0.8996
0.4907 -0.8862 2.22 0.6639
0.3359 -1.0567 2.23 0.0261
0.2591 -1.0237 2.24 -0.5498
0.1844 -1.0978 2.25 -1.0318
0.0987 -1.0575 2.26 -1.0758
0.0677 -0.8683 2.27 -0.857
0.0454 -0.8261 2.28 -0.2637
0.0493 -0.6818 2.29 0.3647
0.0814 -0.6176 2.3 0.7581
0.1257 -0.4224 2.31 0.8407
0.2274 -0.2163 2.32 0.5114
0.3149 -0.042 2.33 0.0088
0.4253 0.1449 2.34 -0.5815
0.55 0.3093 2.35 -0.8571
0.6711 0.5118 2.36 -0.9618
0.8278 0.6931 2.37 -0.6143
1.1162 0.7131 2.38 0.0668
1.2513 0.8497 2.39 0.7464
1.3476 0.9006 2.4 1.0657
1.6248 0.9011 2.41 1.1708
1.8596 0.8911 2.42 0.9783
1.9301 0.9622 2.43 0.5154
2.1537 0.786 2.44 -0.0658
2.2731 0.7644 2.45 -0.3444
2.1139 0.5652 2.46 -0.304
2.2119 0.4145 2.47 0.0988
2.3874 0.2845 2.48 0.8143
2.2507 0.095 2.49 1.4885
2.361 -0.0804 2.5 1.8014
2.2915 -0.2592 2.51 2.0548
2.2105 -0.4531 2.52 1.4677
2.393 -0.5653 2.53 1.0333
2.2852 -0.7389 2.54 0.5487
1.9579 -0.7885 2.55 0.241
1.7774 -0.8473 2.56 0.3629
1.7078 -0.9228 2.57 0.7832
1.6885 -0.9725 2.58 1.3417
1.4878 -0.9208 2.59 1.84
1.3104 -0.7987 2.6 2.4862
0.9803 -0.6742 2.61 2.5921
0.8406 -0.5758 2.62 2.199
0.8574 -0.5094 2.63 1.4735
0.6821 -0.2993 2.64 0.8712
0.5871 -0.1047 2.65 0.6362
0.494 0.0941 2.66 0.6047
0.3825 0.3134 2.67 1.0965
0.4023 0.5122 2.68 1.7063
0.3508 0.6779 2.69 2.3432
0.3493 0.8613 2.7 2.7059
0.3576 1.0485 2.71 2.5402
0.4645 1.1571 2.72 2.0546
0.5478 1.2194 2.73 1.3233
0.6101 1.1209 2.74 0.6609
0.7531 1.1886 2.75 0.3966
0.8101 1.095 2.76 0.3998
0.9657 1.1928 2.77 0.772
1.18 1.0419 2.78 1.3204
1.2235 0.94 2.79 1.944
1.2929 0.8362 2.8 2.1921
1.3878 0.5986 2.81 1.9284
1.5815 0.4693 2.82 1.3368
1.9257 0.3206 2.83 0.6985
1.7973 0.1284 2.84 0.0292
1.874 -0.0305 2.85 -0.3152
1.9858 -0.1851 2.86 -0.285
1.9205 -0.2995 2.87 0.0531
2.1573 -0.4415 2.88 0.6077
2.0354 -0.45 2.89 1.1501
1.8864 -0.5252 2.9 1.1803
1.9471 -0.5218 2.91 0.9943
1.703 -0.4849 2.92 0.5201
1.652 -0.4989 2.93 -0.2165
1.7037 -0.3409 2.94 -0.7692
1.4071 -0.2552 2.95 -1.2264
1.3266 -0.0786 2.96 -1.1267
1.0459 0.0908 2.97 -0.6426
0.9848 0.2551 2.98 -0.1592
0.7449 0.4962 2.99 0.33
0.5258 0.6376 3.0 0.4956
0.3632 0.8283 3.01 0.2882
0.1577 1.1605 3.02 -0.229
-0.0003 1.3451 3.03 -0.8919
-0.1468 1.4847 3.04 -1.4936
-0.2862 1.666 3.05 -1.7257
-0.3819 1.4789 3.06 -1.4527
-0.5034 1.5676 3.07 -1.1397
-0.5857 1.7963 3.08 -0.5191
-0.5473 1.6082 3.09 -0.0087
-0.6331 1.7367 3.1 0.1981
-0.5774 1.6177 3.11 0.0101
-0.587 1.349 3.12 -0.4542
-0.5037 1.3592 3.13 -1.0745
-0.4237 1.163 3.14 -1.5984
-0.3956 1.0512 3.15 -1.8508
-0.2656 0.885 3.16 -1.5854
-0.17 0.6952 3.17 -1.0798
-0.0444 0.4876 3.18 -0.3121
0.0727 0.2979 3.19 0.2018
0.1889 0.1806 3.2 0.4087
0.333 0.0614 3.21 0.269
0.43 -0.0282 3.22 -0.1767
0.504 -0.0807 3.23 -0.8034
0.605 -0.1097 3.24 -1.2557
0.572 -0.094 3.25 -1.2256
0.7089 -0.0407 3.26 -0.9413
0.6225 0.0381 3.27 -0.3645
0.6092 0.1543 3.28 0.2839
0.5946 0.3149 3.29 0.9049
0.6192 0.4897 3.3 0.9908
0.5129 0.6441 3.31 0.8348
0.3763 0.8879 3.32 0.3971
0.2726 1.1078 3.33 -0.1714
0.1176 1.2103 3.34 -0.5419
-0.0516 1.534 3.35 -0.6414
-0.2404 1.6994 3.36 -0.3129
-0.3984 1.8675 3.37 0.2898
-0.6156 1.7597 3.38 0.8956
-0.8345 2.0604 3.39 1.3366
-1.0434 2.011 3.4 1.7059
-1.0712 2.1972 3.41 1.3038
-1.449 2.0686 3.42 0.8324
-1.4724 1.9693 3.43 0.2891
-1.7256 2.0277 3.44 -0.1314
-1.9196 1.9616 3.45 -0.2011
-1.9383 1.7281 3.46 0.0949
-1.9093 1.536 3.47 0.681
-2.2081 1.2208 3.48 1.292
-1.8971 1.0389 3.49 1.8092
-1.9427 1.0295 3.5 1.8252
-2.2182 0.7645 3.51 1.4829
-2.0636 0.5667 3.52 0.8503
-2.1083 0.4896 3.53 0.2648
-1.8044 0.3363 3.54 -0.184
-1.7442 0.1941 3.55 -0.3013
-1.8032 0.137 3.56 -0.0168
-1.4278 0.0872 3.57 0.5438
-1.4835 0.094 3.58 1.0425
-1.1676 0.1114 3.59 1.4916
-1.0641 0.1686 3.6 1.4325
-1.0905 0.2888 3.61 0.9912
-0.9657 0.412 3.62 0.3809
-0.7575 0.5153 3.63 -0.3049
-0.6961 0.6989 3.64 -0.697
-0.6512 0.8455 3.65 -0.9513
-0.5761 1.1409 3.66 -0.6624
-0.5997 1.3344 3.67 -0.1265
-0.5333 1.3461 3.68 0.3837
-0.62 1.7385 3.69 0.6392
-0.6682 1.6896 3.7 0.6832
-0.6664 1.9688 3.71 0.181
-0.7974 1.8089 3.72 -0.4615
-0.9287 1.8346 3.73 -1.1334
-1.0827 1.8652 3.74 -1.7382
-1.2363 1.9646 3.75 -1.7027
-1.2733 1.9905 3.76 -1.3339
-1.5727 2.0134 3.77 -0.9023
-1.713 1.8615 3.78 -0.4173
-1.8798 1.6673 3.79 -0.0897
-1.9766 1.3809 3.8 -0.1635
-1.9434 1.3089 3.81 -0.6247
-2.1078 1.0427 3.82 -1.213
-2.5621 0.8086 3.83 -1.9195
-2.3014 0.708 3.84 -2.261
-2.7466 0.448 3.85 -2.3541
-2.4448 0.3381 3.86 -2.1386
-2.6776 0.1489 3.87 -1.5417
-2.7841 0.0291 3.88 -0.9141
-2.9217 -0.0724 3.89 -0.5734
-2.8601 -0.1464 3.9 -0.5911
-2.7749 -0.173 3.91 -1.0461
-2.5511 -0.158 3.92 -1.5208
-2.5268 -0.1164 3.93 -2.3882
-2.5675 -0.0525 3.94 -2.7532
-2.1263 0.0433 3.95 -2.376
-2.2436 0.1722 3.96 -2.1522
-2.0527 0.3195 3.97 -1.4243
-1.6877 0.4772 3.98 -0.7962
-1.4539 0.5972 3.99 -0.4306
-1.3587 0.7788 4.0 -0.4663
-1.3108 0.899 4.01 -0.8013
-1.0487 1.1653 4.02 -1.5431
-0.8886 1.296 4.03 -2.0606
-0.8997 1.394 4.04 -2.2713
-0.7769 1.461 4.05 -1.8966
-0.6327 1.6444 4.06 -1.5351
-0.6352 1.612 4.07 -0.8855
-0.5504 1.4548 4.08 -0.2308
-0.5517 1.594 4.09 0.0864
-0.5853 1.4027 4.1 0.0556
-0.5556 1.3862 4.11 -0.3359
-0.6687 1.1984 4.12 -0.8503
-0.7533 0.9929 4.13 -1.3646
-0.8414 0.7818 4.14 -1.6397
-0.9968 0.5437 4.15 -1.4446
-1.049 0.3399 4.16 -0.9088
-1.1454 0.1224 4.17 -0.1601
-1.3288 -0.0741 4.18 0.4473
-1.4223 -0.2834 4.19 0.7913
-1.6967 -0.4643 4.2 0.7553
-1.5812 -0.6452 4.21 0.297
-1.7027 -0.7476 4.22 -0.2674
-1.789 -0.7265 4.23 -0.7727
-2.103 -0.8411 4.24 -0.9093
-2.0072 -0.8188 4.25 -0.7526
-2.0708 -0.777 4.26 -0.2963
-2.2326 -0.7687 4.27 0.3542
-2.0082 -0.7666 4.28 0.9757
-1.9576 -0.6144 4.29 1.2179
-1.8677 -0.4286 4.3 1.0065
-1.9565 -0.2935 4.31 0.4903
-1.7203 -0.1728 4.32 -0.1099
-1.6444 -0.0035 4.33 -0.6311
-1.6696 0.159 4.34 -0.8458
-1.5 0.2874 4.35 -0.6178
-1.1609 0.4067 4.36 -0.2292
-1.1564 0.5177 4.37 0.4145
-0.8375 0.6099 4.38 0.823
-0.6924 0.7043 4.39 0.9245
-0.4858 0.7364 4.4 0.7062
-0.3678 0.7373 4.41 0.2147
-0.1789 0.5866 4.42 -0.4695
-0.0323 0.5672 4.43 -0.9804
0.1077 0.4082 4.44 -1.3105
0.2348 0.2981 4.45 -1.1931
0.3285 0.1307 4.46 -0.614
0.3575 -0.0659 4.47 -0.1222
0.4375 -0.2726 4.48 0.3079
0.4336 -0.4713 4.49 0.3714
0.4341 -0.6504 4.5 0.0898
0.4041 -0.9436 4.51 -0.5334
0.3608 -1.1739 4.52 -1.1003
0.2881 -1.1717 4.53 -1.7176
0.1791 -1.569 4.54 -2.1415
0.0595 -1.4415 4.55 -1.7224
-0.058 -1.7685 4.56 -1.5127
-0.179 -1.6885 4.57 -0.8806
-0.3214 -1.7675 4.58 -0.4995
-0.4234 -1.6263 4.59 -0.3659
-0.548 -1.638 4.6 -0.7097
-0.7226 -1.5813 4.61 -1.3519
-0.794 -1.5001 4.62 -2.0924
-0.9733 -1.3994 4.63 -2.608
-1.0196 -1.2318 4.64 -2.4418
-1.0129 -1.1509 4.65 -2.5216
-1.1022 -1.0037 4.66 -1.8668
-1.1813 -0.8386 4.67 -1.4828
-1.2128 -0.5769 4.68 -0.9741
-1.2228 -0.4778 4.69 -0.8831
-1.1768 -0.4186 4.7 -1.3296
-0.9546 -0.2738 4.71 -1.6748
-0.9236 -0.2027 4.72 -2.6109
-0.8385 -0.1918 4.73 -2.8525
-0.6509 -0.2013 4.74 -2.959
-0.5575 -0.2384 4.75 -2.5883
-0.3758 -0.292 4.76 -2.0436
-0.2003 -0.3615 4.77 -1.5687
-0.0287 -0.4801 4.78 -1.0611
0.1367 -0.6275 4.79 -0.954
0.3197 -0.8036 4.8 -1.1856
0.4864 -1.0467 4.81 -1.6797
0.6548 -1.2648 4.82 -2.3855
0.775 -1.4697 4.83 -2.7984
0.9132 -1.6982 4.84 -2.8733
1.0178 -1.9146 4.85 -2.4835
0.9161 -1.9932 4.86 -1.532
0.9453 -2.3056 4.87 -0.9096
1.0797 -2.2758 4.88 -0.4809
1.1345 -2.538 4.89 -0.4288
1.0071 -2.6134 4.9 -0.731
0.9532 -2.5553 4.91 -1.2493
0.8323 -2.7163 4.92 -1.5429
0.7076 -2.7069 4.93 -2.106
0.6166 -2.2411 4.94 -1.7899
0.4765 -2.5147 4.95 -1.6517
0.3796 -2.3053 4.96 -0.828
0.1866 -1.8767 4.97 -0.2164
0.0385 -2.0431 4.98 0.2318
-0.1269 -1.7606 4.99 0.3227
-0.2779 -1.6206 5.0 0.0298
-0.4034 -1.317 5.01 -0.4525
-0.5669 -1.1601 5.02 -1.118
-0.6722 -1.1822 5.03 -1.3725
-0.7472 -0.9951 5.04 -1.262
-0.9821 -0.9132 5.05 -0.8809
-0.9631 -0.7947 5.06 -0.1943
-0.9793 -0.8728 5.07 0.4202
-1.1113 -0.8702 5.08 0.9173
-1.1119 -0.8941 5.09 0.8546
-1.0653 -0.8603 5.1 0.5454
-0.9193 -1.0604 5.11 -0.0663
-0.9025 -1.1704 5.12 -0.6609
-0.8516 -1.3539 5.13 -0.91
-0.7149 -1.4264 5.14 -0.8702
-0.532 -1.8968 5.15 -0.5286
-0.4268 -2.0483 5.16 0.0893
-0.3291 -1.9418 5.17 0.6913
-0.1544 -2.1077 5.18 0.9486
-0.0208 -2.659 5.19 0.8645
0.1029 -2.7307 5.2 0.4567
0.2282 -2.8947 5.21 -0.1686
0.3614 -2.7253 5.22 -0.7348
0.4676 -2.7812 5.23 -1.2147
0.4868 -3.0696 5.24 -1.1877
0.6512 -2.9355 5.25 -0.7273
0.6337 -2.7491 5.26 -0.1768
0.6117 -2.5438 5.27 0.2976
0.5878 -2.5174 5.28 0.5428
0.6043 -2.4771 5.29 0.4053
0.5334 -2.2179 5.3 -0.0898
0.4875 -2.3889 5.31 -0.7246
0.3439 -2.1845 5.32 -1.33
0.2467 -1.7128 5.33 -1.7366
0.0933 -1.6261 5.34 -1.7403
-0.0729 -1.4734 5.35 -1.3519
-0.2624 -1.4386 5.36 -0.8621
-0.3965 -1.176 5.37 -0.3484
-0.5893 -1.1401 5.38 -0.1229
-0.8163 -1.0564 5.39 -0.3315
-1.0057 -0.8891 5.4 -0.8938
-1.1759 -0.9715 5.41 -1.4838
-1.2494 -0.9912 5.42 -2.315
-1.3057 -1.0302 5.43 -2.2894
-1.4496 -1.0115 5.44 -2.2602
-1.6528 -1.3199 5.45 -1.884
-1.5956 -1.27 5.46 -1.2822
-1.7976 -1.6253 5.47 -0.8281
-1.909 -1.6768 5.48 -0.7075
-1.6326 -1.9813 5.49 -0.8951
-1.7677 -1.9502 5.5 -1.3177
-1.8336 -2.2446 5.51 -1.8491
-1.6667 -2.2869 5.52 -2.6032
-1.5963 -2.5657 5.53 -2.6956
-1.5704 -2.5619 5.54 -2.6312
-1.3244 -2.8872 5.55 -2.0965
-1.0957 -2.9676 5.56 -1.6404
-1.0268 -3.0214 5.57 -1.1194
-0.8886 -3.0326 5.58 -0.7467
-0.7237 -2.4909 5.59 -0.9627
-0.5863 -2.8921 5.6 -1.4013
-0.5411 -2.5779 5.61 -1.8818
-0.3819 -2.3035 5.62 -2.2919
-0.3275 -2.0295 5.63 -2.4837
-0.2033 -1.8527 5.64 -2.3059
-0.1584 -1.7519 5.65 -1.9351
-0.1142 -1.7223 5.66 -1.2737
-0.1084 -1.3571 5.67 -0.6322
-0.1144 -1.2747 5.68 -0.3859
-0.1531 -1.115 5.69 -0.5147
-0.1794 -0.9454 5.7 -0.9334
-0.2962 -0.7895 5.71 -1.4701
-0.3569 -0.6462 5.72 -1.9028
-0.4914 -0.5999 5.73 -2.1795
-0.6014 -0.555 5.74 -1.655
-0.717 -0.5295 5.75 -1.0749
-0.9708 -0.6005 5.76 -0.3696
-1.0889 -0.6085 5.77 0.1834
-1.1865 -0.6802 5.78 0.4198
-1.5036 -0.8871 5.79 0.2412
-1.6541 -1.0058 5.8 -0.1728
-1.7925 -1.2407 5.81 -0.7291
-1.6921 -1.3503 5.82 -1.0656
-1.8805 -1.4665 5.83 -1.2896
-1.9367 -1.7619 5.84 -0.8535
-2.275 -1.8961 5.85 -0.2459
-2.141 -1.8552 5.86 0.4258
-2.3042 -2.1446 5.87 0.9582
-2.2005 -2.2308 5.88 1.0409
-2.1969 -2.0262 5.89 0.8846
-2.2275 -2.2697 5.9 0.4205
-2.0835 -2.3906 5.91 -0.1372
-1.9931 -2.3388 5.92 -0.5852
-1.8447 -2.0248 5.93 -0.6568
-1.5951 -1.8107 5.94 -0.2992
-1.3996 -1.8946 5.95 0.2673
-1.4083 -1.4666 5.96 0.8393
-1.1597 -1.3379 5.97 1.3298
-1.0188 -1.226 5.98 1.3662
-0.9411 -1.0025 5.99 1.0521
-0.6635 -0.7295 6.0 0.5756
-0.6168 -0.5635 6.01 -0.0482
-0.4379 -0.3937 6.02 -0.5371
-0.2764 -0.2351 6.03 -0.5639
-0.1765 -0.0773 6.04 -0.3291
-0.0848 0.0359 6.05 0.2143
-0.0234 0.123 6.06 0.7751
0.0195 0.1677 6.07 1.2647
0.0373 0.1973 6.08 1.2844
0.0395 0.1701 6.09 0.829
0.0123 0.1099 6.1 0.1669
-0.0359 0.0334 6.11 -0.4448
-0.0989 -0.0809 6.12 -0.9997
-0.1918 -0.2285 6.13 -1.0385
-0.2826 -0.3492 6.14 -0.8159
-0.4136 -0.5693 6.15 -0.2529
-0.5447 -0.7334 6.16 0.2609
-0.6719 -0.786 6.17 0.5292
-0.7691 -0.9308 6.18 0.5223
-1.0017 -1.0441 6.19 0.1255
-1.1093 -1.331 6.2 -0.4871
-1.1362 -1.4366 6.21 -1.227
-1.1582 -1.4945 6.22 -1.5031
-1.24 -1.5059 6.23 -1.5422
-1.4663 -1.4649 6.24 -1.3798
-1.3076 -1.4562 6.25 -0.9485
-1.5817 -1.2732 6.26 -0.2983
-1.3482 -1.253 6.27 -0.0114
-1.2663 -1.1407 6.28 -0.0572
-1.2236 -0.8338 6.29 -0.4245
-1.381 -0.77 6.3 -1.1058
-1.2343 -0.5148 6.31 -1.6767
-1.1175 -0.2886 6.32 -2.141
-0.9297 -0.0823 6.33 -1.9483
-0.6619 0.1233 6.34 -1.7589
-0.5877 0.3051 6.35 -1.1941
-0.3469 0.5061 6.36 -0.6402
-0.151 0.66 6.37 -0.2696
0.0347 0.7231 6.38 -0.2644
0.2273 0.7749 6.39 -0.6344
0.3879 0.9527 6.4 -1.2009
0.5613 0.8667 6.41 -1.6799
0.7848 0.8792 6.42 -2.2269
0.9064 0.8978 6.43 -2.1931
0.9798 0.7976 6.44 -1.4988
1.0773 0.6076 6.45 -0.8726
1.2249 0.5226 6.46 -0.2771
1.2269 0.35 6.47 0.0702
1.4087 0.1997 6.48 0.069
1.4508 0.0465 6.49 -0.263
1.3064 -0.1217 6.5 -0.7873
1.2774 -0.2976 6.51 -1.2854
1.1812 -0.4061 6.52 -1.7032
1.2566 -0.5271 6.53 -1.3627
0.9664 -0.7258 6.54 -0.9303
1.017 -0.746 6.55 -0.2013
0.8371 -0.8346 6.56 0.4777
0.7711 -0.8257 6.57 0.8998
0.5677 -0.8157 6.58 0.753
0.5107 -0.657 6.59 0.4412
0.3737 -0.6208 6.6 -0.0644
0.261 -0.5249 6.61 -0.5309
0.177 -0.3193 6.62 -0.7669
0.1059 -0.1621 6.63 -0.5252
0.0619 0.0095 6.64 -0.0032
0.0259 0.2189 6.65 0.7264
0.0151 0.3953 6.66 1.3371
0.0332 0.6557 6.67 1.7222
0.0642 0.7145 6.68 1.4913
0.1265 0.8685 6.69 1.1708
0.2303 1.0651 6.7 0.6051
0.3396 1.2509 6.71 0.1606
0.4491 1.3012 6.72 -0.0337
0.556 1.2739 6.73 0.1531
0.7365 1.4164 6.74 0.6759
0.8688 1.2952 6.75 1.2529
1.0493 1.3638 6.76 2.0176
1.216 1.2162 6.77 1.9599
1.6244 1.1168 6.78 2.0477
1.8032 0.9035 6.79 1.5275
1.6635 0.879 6.8 0.9066
1.8422 0.6116 6.81 0.3743
2.1286 0.4178 6.82 0.1934
2.4313 0.2917 6.83 0.3602
2.4692 0.0966 6.84 0.8017
2.6474 -0.0746 6.85 1.4914
2.3248 -0.2089 6.86 1.9764
2.6049 -0.3115 6.87 2.2314
2.8664 -0.4222 6.88 2.0174
2.6474 -0.4627 6.89 1.2604
2.7068 -0.5047 6.9 0.6525
2.5899 -0.54 6.91 0.1075
2.3862 -0.4854 6.92 -0.126
2.1159 -0.4361 6.93 0.0173
2.247 -0.3182 6.94 0.4355
2.2342 -0.1866 6.95 0.98
