#y3 y2 time y4 y1
-0.7749 0.7593 0.96 -0.4571 2.0711
0.021 0.7997 0.97 -0.2997 0.8662
0.6086 0.9137 0.98 -0.2277 2.7842
0.7239 0.8924 0.99 -0.1025 1.7689
0.2909 0.8651 1.0 0.0354 0.9236
-0.3332 1.068 1.01 0.1692 2.4293
-0.5557 1.104 1.02 0.3112 1.9879
-0.0735 1.2457 1.03 0.5041 0.9761
0.9427 1.3447 1.04 0.7154 2.4569
1.9127 1.4438 1.05 0.8906 1.7822
2.1788 1.5178 1.06 1.0087 0.8937
2.0341 1.474 1.07 1.2862 2.9459
1.4491 1.7461 1.08 1.3154 1.7113
0.8207 1.8528 1.09 1.6048 1.0183
0.8156 1.6929 1.1 1.8454 2.8512
1.4289 1.7248 1.11 1.8617 1.5416
2.0396 1.8911 1.12 1.8996 0.8973
2.3478 2.1449 1.13 2.3083 2.3213
2.0785 2.2691 1.14 2.5064 1.2107
1.1016 2.263 1.15 2.511 0.701
0.1457 2.2834 1.16 2.5902 2.1594
-0.4072 2.344 1.17 2.4838 0.8259
-0.38 2.4446 1.18 2.5197 0.647
0.2206 2.1994 1.19 2.9808 1.9924
0.7697 2.0356 1.2 2.8932 0.6117
0.8594 2.3186 1.21 2.8866 0.5329
0.2973 2.3574 1.22 3.0022 2.0634
-0.4693 2.153 1.23 2.7724 0.2784
-1.0278 1.9644 1.24 3.0442 0.3826
-0.8606 1.8692 1.25 2.6795 1.6242
-0.084 1.9135 1.26 2.7252 0.0097
0.8938 1.8661 1.27 2.7103 0.1989
1.6161 1.5518 1.28 2.5747 1.425
1.5848 1.6482 1.29 2.4574 -0.2491
1.0693 1.3482 1.3 2.4017 0.1155
0.5995 1.2701 1.31 2.2315 1.1852
0.4928 1.0528 1.32 2.3506 -0.5087
1.0449 0.921 1.33 2.009 0.0396
2.1959 0.8252 1.34 2.0347 1.1304
2.9082 0.6864 1.35 1.9225 -0.723
3.0589 0.4666 1.36 1.486 0.0061
2.0441 0.3342 1.37 1.3541 0.9017
1.3504 0.2129 1.38 1.2721 -0.7896
0.5172 0.066 1.39 1.2069 0.0194
0.4798 -0.0606 1.4 0.9793 0.8489
0.8817 -0.1934 1.41 0.9056 -0.9928
1.407 -0.3135 1.42 0.7529 0.0888
1.4755 -0.3657 1.43 0.6592 0.7928
1.1203 -0.5189 1.44 0.499 -0.971
0.1085 -0.5208 1.45 0.3916 0.1891
-0.6811 -0.675 1.46 0.3008 0.8322
-0.999 -0.7245 1.47 0.2175 -0.8368
-0.5369 -0.7429 1.48 0.1212 0.3804
0.2337 -0.6594 1.49 0.0753 0.8312
0.9111 -0.7235 1.5 0.0275 -0.8096
0.9906 -0.7171 1.51 -0.008 0.5677
0.5766 -0.661 1.52 -0.0289 0.8922
-0.0062 -0.6661 1.53 -0.0324 -0.6366
-0.2113 -0.6722 1.54 -0.0322 0.8993
0.2664 -0.5666 1.55 -0.0144 1.0291
1.2637 -0.4932 1.56 0.0124 -0.501
2.2184 -0.4652 1.57 0.0485 1.1389
2.4314 -0.3937 1.58 0.0991 1.1002
2.521 -0.3057 1.59 0.1426 -0.2536
1.7696 -0.2328 1.6 0.2055 1.5445
1.1087 -0.1432 1.61 0.266 1.2701
0.9663 -0.0456 1.62 0.3272 -0.0266
1.4815 0.0362 1.63 0.4107 1.8582
2.1887 0.1148 1.64 0.4571 1.5179
2.4437 0.1931 1.65 0.5964 0.2407
2.1408 0.2651 1.66 0.6328 1.9301
1.141 0.3162 1.67 0.7062 1.6471
0.2097 0.3696 1.68 0.6817 0.4905
-0.3582 0.3781 1.69 0.7913 2.4636
-0.2562 0.4439 1.7 0.8497 1.4929
0.3129 0.4806 1.71 0.9446 0.7742
0.8521 0.502 1.72 1.0204 2.5181
1.0381 0.5009 1.73 0.9145 1.8595
0.4747 0.4245 1.74 1.0687 0.9706
-0.3286 0.3894 1.75 0.9604 2.5605
-0.7678 0.3456 1.76 0.99 1.9064
-0.6754 0.3351 1.77 0.9611 1.0639
0.1496 0.24 1.78 0.8927 2.618
1.131 0.1751 1.79 0.9116 1.7967
1.8214 0.0765 1.8 0.8653 1.1141
1.8313 -0.0238 1.81 0.9078 2.6599
1.3044 -0.1255 1.82 0.7333 1.8039
0.8079 -0.2443 1.83 0.7466 1.2029
0.7055 -0.3543 1.84 0.6429 3.1188
1.2998 -0.5509 1.85 0.5726 1.6137
2.3439 -0.6798 1.86 0.5226 1.3734
2.7999 -0.7312 1.87 0.3925 3.2002
3.0264 -0.9543 1.88 0.3901 1.3497
2.1173 -1.1417 1.89 0.281 1.3506
1.3669 -1.1111 1.9 0.2085 2.5584
0.6321 -1.2329 1.91 0.1596 1.3143
0.5116 -1.3319 1.92 0.0916 1.2815
1.0 -1.7425 1.93 0.0348 2.5335
1.5495 -1.5489 1.94 -0.0087 1.1119
1.4742 -1.7314 1.95 -0.0473 1.2104
1.0764 -2.0001 1.96 -0.0779 2.2388
0.1351 -1.8112 1.97 -0.0829 0.6728
-0.6927 -2.1878 1.98 -0.0982 1.0677
-0.9515 -2.0573 1.99 -0.089 2.2233
-0.5426 -2.1083 2.0 -0.0553 0.4897
0.3586 -2.0939 2.01 -0.0237 0.9154
0.9894 -2.2775 2.02 0.0222 2.0763
1.2676 -1.9923 2.03 0.0798 0.1478
0.7666 -2.0215 2.04 0.1413 0.7607
0.1756 -2.1216 2.05 0.2577 1.7843
-0.0406 -2.0357 2.06 0.3353 -0.1341
0.3773 -2.1008 2.07 0.4663 0.5833
1.5089 -1.7456 2.08 0.5909 1.4523
2.3216 -1.7822 2.09 0.74 -0.4524
2.6713 -1.7922 2.1 0.7658 0.486
2.5739 -1.6186 2.11 0.9361 1.1753
1.9524 -1.4288 2.12 1.0418 -0.7165
1.0421 -1.3785 2.13 1.143 0.3593
0.9056 -1.2279 2.14 1.4439 0.8434
1.5776 -1.2289 2.15 1.7102 -0.8332
1.9143 -1.1069 2.16 1.6626 0.2584
2.2715 -1.0786 2.17 2.0167 0.6404
2.1982 -0.861 2.18 2.1219 -1.1096
1.2644 -0.8497 2.19 2.2063 0.2369
0.1438 -0.7443 2.2 2.285 0.5106
-0.4783 -0.6546 2.21 2.5452 -1.1786
-0.3436 -0.6046 2.22 2.3617 0.2836
0.2571 -0.547 2.23 2.3945 0.4026
0.9268 -0.445 2.24 2.7111 -1.0638
1.0035 -0.4287 2.25 2.8593 0.3089
0.4598 -0.3426 2.26 2.75 0.3266
-0.2613 -0.3466 2.27 2.6535 -1.2674
-0.7593 -0.3455 2.28 2.9709 0.4238
-0.6418 -0.3433 2.29 2.7168 0.2944
0.1991 -0.384 2.3 2.8215 -1.0617
1.3692 -0.3668 2.31 2.6888 0.6056
1.8198 -0.4687 2.32 2.6918 0.2836
1.8722 -0.4552 2.33 2.4036 -1.0104
1.4005 -0.5605 2.34 2.2227 0.7802
0.8812 -0.618 2.35 2.1314 0.3706
0.7832 -0.6886 2.36 2.1708 -0.6953
1.4007 -0.8178 2.37 2.1343 1.0889
1.9745 -0.986 2.38 1.9424 0.4045
2.651 -1.025 2.39 1.7672 -0.5768
2.6049 -1.0652 2.4 1.504 1.2501
2.0457 -1.1804 2.41 1.5266 0.5909
1.2088 -1.3455 2.42 1.2 -0.3273
0.4726 -1.5455 2.43 1.1558 1.52
0.2924 -1.6415 2.44 0.9719 0.6652
0.7026 -1.5367 2.45 0.7767 -0.0409
1.3209 -1.6947 2.46 0.5675 1.8169
1.5215 -1.9928 2.47 0.4006 0.8381
0.9552 -1.8127 2.48 0.208 0.2227
0.0282 -2.0974 2.49 0.044 2.1221
-0.7316 -1.912 2.5 -0.1131 0.8834
-0.9585 -1.9972 2.51 -0.2652 0.4372
-0.5637 -1.9293 2.52 -0.3977 2.1863
0.3165 -2.2842 2.53 -0.4692 1.0118
1.0904 -2.3066 2.54 -0.611 0.7399
1.1735 -1.9063 2.55 -0.7099 2.5647
0.7454 -2.2037 2.56 -0.7848 1.0957
0.2156 -2.1279 2.57 -0.7834 0.9353
-0.0206 -1.9887 2.58 -0.9418 2.6936
0.3963 -1.7966 2.59 -0.9464 1.0766
1.2819 -1.9838 2.6 -0.9787 1.0988
2.2509 -1.6406 2.61 -0.9935 2.6923
2.5746 -1.5358 2.62 -0.9669 0.9125
2.4053 -1.6365 2.63 -0.9756 1.0262
1.645 -1.4154 2.64 -0.804 2.482
0.9761 -1.1987 2.65 -0.8687 0.992
0.9081 -1.1413 2.66 -0.6908 1.2287
1.2533 -0.9425 2.67 -0.6888 2.2778
1.7647 -0.9614 2.68 -0.5677 0.8095
2.3716 -0.8156 2.69 -0.4932 1.0878
2.0614 -0.5895 2.7 -0.5016 2.1291
0.999 -0.4895 2.71 -0.3478 0.5491
-0.0769 -0.3499 2.72 -0.2773 1.08
-0.6414 -0.2649 2.73 -0.1854 2.3216
-0.6096 -0.1496 2.74 -0.1055 0.4058
0.0295 -0.0408 2.75 -0.0138 0.9598
0.6599 0.058 2.76 0.0622 2.0915
0.8964 0.157 2.77 0.1371 0.119
0.3476 0.237 2.78 0.1995 0.9648
-0.3772 0.2904 2.79 0.2801 1.5881
-0.9264 0.3048 2.8 0.3097 -0.1628
-0.625 0.3852 2.81 0.3952 0.7924
0.1506 0.4091 2.82 0.4327 1.4322
1.0833 0.4066 2.83 0.4456 -0.4258
2.0345 0.4075 2.84 0.4519 0.5906
2.1131 0.3828 2.85 0.5097 1.057
1.5388 0.351 2.86 0.4307 -0.7801
0.892 0.3028 2.87 0.4945 0.462
0.6833 0.2673 2.88 0.4156 0.6566
1.1561 0.1741 2.89 0.3883 -1.0268
2.009 0.1038 2.9 0.3342 0.2687
2.8523 0.0296 2.91 0.3424 0.4413
2.4492 -0.0605 2.92 0.2489 -1.2876
1.8727 -0.1332 2.93 0.2278 0.151
0.9951 -0.2245 2.94 0.1398 0.123
0.1538 -0.3487 2.95 0.0931 -1.484
-0.0073 -0.4749 2.96 0.0225 0.0289
0.433 -0.5128 2.97 -0.0378 -0.1411
1.0407 -0.5814 2.98 -0.1071 -1.6767
1.1935 -0.7797 2.99 -0.1689 -0.044
0.726 -0.7917 3.0 -0.2371 -0.3884
-0.2346 -0.9482 3.01 -0.2771 -1.5563
-1.1353 -0.9715 3.02 -0.3271 -0.0883
-1.1666 -1.0125 3.03 -0.3442 -0.5534
-0.722 -1.0443 3.04 -0.4133 -1.7134
0.1201 -1.0338 3.05 -0.4121 -0.0729
0.9426 -1.1187 3.06 -0.3858 -0.6749
0.9762 -1.0644 3.07 -0.4282 -1.6481
0.6757 -1.1205 3.08 -0.4448 -0.0115
0.0867 -1.1048 3.09 -0.3831 -0.7579
-0.1635 -1.0973 3.1 -0.3836 -1.7034
0.2871 -0.9075 3.11 -0.3055 0.0944
1.1879 -0.9781 3.12 -0.264 -0.7069
2.1593 -0.8167 3.13 -0.1911 -1.5599
2.5718 -0.7239 3.14 -0.109 0.2484
2.3999 -0.6514 3.15 -0.0249 -0.6922
1.4709 -0.6326 3.16 0.0638 -1.4597
0.7586 -0.4723 3.17 0.1557 0.4169
0.5107 -0.3416 3.18 0.2701 -0.6349
0.8726 -0.2257 3.19 0.4003 -1.121
1.4636 -0.1275 3.2 0.5175 0.5576
1.8848 0.013 3.21 0.5827 -0.5909
1.5046 0.151 3.22 0.6886 -0.9151
0.5697 0.2813 3.23 0.9136 0.792
-0.464 0.3648 3.24 0.9984 -0.4561
-1.0628 0.5569 3.25 1.1322 -0.5885
-0.9184 0.6408 3.26 1.1993 0.9648
-0.334 0.8268 3.27 1.2534 -0.3453
0.328 0.8393 3.28 1.3842 -0.3381
0.5789 0.872 3.29 1.5244 1.1812
0.1248 1.1209 3.3 1.4612 -0.2229
-0.5476 1.0542 3.31 1.6002 -0.0832
-1.119 1.203 3.32 1.7261 1.5
-0.8395 1.3173 3.33 1.6163 -0.1151
-0.0578 1.3692 3.34 1.7415 0.1629
0.9563 1.3703 3.35 1.7147 1.6488
1.6724 1.3275 3.36 1.5239 -0.048
1.7253 1.1688 3.37 1.5321 0.4201
1.3008 1.3725 3.38 1.6155 1.5027
0.5568 1.3224 3.39 1.5045 -0.0043
0.4169 1.2347 3.4 1.4644 0.526
0.7492 1.0768 3.41 1.1775 1.6212
1.5485 1.0047 3.42 1.1198 -0.0045
2.0382 0.9292 3.43 1.036 0.7423
2.2445 0.9662 3.44 0.7769 1.7683
1.6532 0.7645 3.45 0.6803 -0.0476
0.5149 0.6359 3.46 0.5531 0.7346
-0.2568 0.5687 3.47 0.3265 1.488
-0.4671 0.4591 3.48 0.1667 -0.1477
-0.0238 0.3457 3.49 -0.0296 0.7271
0.5046 0.2473 3.5 -0.2083 1.4155
0.6573 0.1196 3.51 -0.3796 -0.2655
0.287 0.0166 3.52 -0.6008 0.7696
-0.567 -0.0867 3.53 -0.7744 1.2801
-1.4197 -0.1881 3.54 -0.975 -0.4618
-1.623 -0.261 3.55 -1.1619 0.7023
-1.1571 -0.3658 3.56 -1.3759 1.0229
-0.1752 -0.4158 3.57 -1.3724 -0.7104
0.5564 -0.4978 3.58 -1.5553 0.6238
0.7446 -0.5713 3.59 -1.7573 0.7161
0.4608 -0.5833 3.6 -1.8154 -0.898
-0.1538 -0.5378 3.61 -1.8341 0.4461
-0.3743 -0.6307 3.62 -1.9995 0.4204
0.0076 -0.5939 3.63 -1.9869 -1.1596
0.9746 -0.5358 3.64 -2.2001 0.241
1.7057 -0.4882 3.65 -2.1592 0.1346
2.3152 -0.471 3.66 -2.3651 -1.4525
1.7359 -0.4582 3.67 -2.4492 0.0785
1.0195 -0.3433 3.68 -2.4837 -0.1935
0.3192 -0.2955 3.69 -2.1941 -1.6103
0.1053 -0.1857 3.7 -2.2117 -0.1012
0.4422 -0.1151 3.71 -2.2851 -0.5073
1.0661 -0.0096 3.72 -2.2815 -1.8924
1.4944 0.1017 3.73 -2.1438 -0.2667
0.9661 0.196 3.74 -2.0912 -0.8
0.1381 0.3404 3.75 -1.9749 -2.2363
-0.9497 0.4543 3.76 -1.6286 -0.4455
-1.4656 0.5565 3.77 -1.5382 -1.0396
-1.433 0.6294 3.78 -1.3986 -2.2417
-0.6666 0.7376 3.79 -1.3414 -0.5776
-0.0381 0.9027 3.8 -1.3451 -1.268
0.1784 0.9565 3.81 -1.1144 -2.4379
-0.2129 1.0782 3.82 -1.0727 -0.5829
-0.8261 1.1581 3.83 -0.8551 -1.611
-1.4474 1.2761 3.84 -0.8702 -2.331
-1.1607 1.3229 3.85 -0.7306 -0.6933
-0.3349 1.1985 3.86 -0.632 -1.7065
0.6509 1.2667 3.87 -0.5161 -2.3674
1.4859 1.2215 3.88 -0.3813 -0.636
1.4313 1.2373 3.89 -0.3149 -1.718
0.9398 1.3801 3.9 -0.2796 -2.3553
0.3056 1.2419 3.91 -0.2213 -0.6087
0.0621 1.1955 3.92 -0.1864 -1.7726
0.479 1.1236 3.93 -0.1682 -1.9752
1.2079 1.0001 3.94 -0.1378 -0.4971
1.6283 1.0211 3.95 -0.1277 -1.9377
1.8948 0.985 3.96 -0.136 -1.941
0.9721 0.8795 3.97 -0.1445 -0.2971
0.0315 0.6895 3.98 -0.1885 -1.7404
-0.7289 0.6476 3.99 -0.21 -1.7691
-1.0311 0.5321 4.0 -0.2379 -0.1494
-0.4832 0.3883 4.01 -0.3093 -1.6535
0.0501 0.2661 4.02 -0.3725 -1.3999
0.262 0.1132 4.03 -0.4212 0.0367
-0.1444 -0.0052 4.04 -0.422 -1.5648
-0.938 -0.1331 4.05 -0.5607 -1.2435
-1.7722 -0.2459 4.06 -0.5705 0.2206
-2.0738 -0.3743 4.07 -0.6176 -1.2877
-1.4078 -0.4811 4.08 -0.7743 -0.8977
-0.5392 -0.5252 4.09 -0.7779 0.3807
0.2835 -0.6191 4.1 -0.7701 -1.2399
0.5306 -0.7626 4.11 -0.8345 -0.505
0.1565 -0.7701 4.12 -0.924 0.6139
-0.4131 -0.8549 4.13 -0.9754 -1.1451
-0.6631 -0.8853 4.14 -1.0209 -0.2594
-0.2854 -0.8134 4.15 -1.0554 0.7312
0.5815 -0.822 4.16 -0.9984 -0.9071
1.582 -0.9186 4.17 -0.9636 -0.0131
1.7192 -0.9076 4.18 -0.9172 0.8787
1.625 -0.8982 4.19 -1.0065 -0.8746
0.7284 -0.8377 4.2 -0.8129 0.2065
-0.0879 -0.7719 4.21 -0.8602 0.7875
-0.3599 -0.6766 4.22 -0.8135 -0.7569
-0.0461 -0.5727 4.23 -0.7495 0.3254
0.5954 -0.572 4.24 -0.6838 0.9049
0.7941 -0.4725 4.25 -0.6191 -0.7528
0.5178 -0.3385 4.26 -0.4427 0.4577
-0.3243 -0.2402 4.27 -0.4123 0.7809
-1.3804 -0.1136 4.28 -0.3129 -0.8768
-1.8482 -0.0098 4.29 -0.2246 0.4743
-1.8016 0.1009 4.3 -0.1244 0.6555
-1.2183 0.2153 4.31 -0.0265 -0.8633
-0.491 0.3498 4.32 0.0597 0.5725
-0.1837 0.4467 4.33 0.1558 0.4992
-0.5095 0.5212 4.34 0.233 -0.9406
-1.1399 0.6488 4.35 0.2748 0.5
-1.6095 0.6467 4.36 0.3962 0.3129
-1.5702 0.821 4.37 0.4242 -1.1405
-0.5973 0.8875 4.38 0.4239 0.4137
0.3922 0.8826 4.39 0.4439 0.0179
1.1003 0.844 4.4 0.515 -1.3558
1.1098 0.8938 4.41 0.5464 0.2204
0.5492 1.0066 4.42 0.526 -0.2954
-0.0504 0.9348 4.43 0.451 -1.4652
-0.2868 0.9003 4.44 0.4242 0.0683
0.0338 0.8666 4.45 0.4094 -0.5727
0.7303 0.9074 4.46 0.2939 -1.826
1.3658 0.8046 4.47 0.2301 -0.1181
1.371 0.7038 4.48 0.1331 -0.8883
0.5829 0.6591 4.49 0.0253 -2.1324
-0.4438 0.6456 4.5 -0.0913 -0.3055
-1.292 0.5132 4.51 -0.2198 -1.3627
-1.4598 0.405 4.52 -0.3875 -1.9513
-0.9861 0.2597 4.53 -0.5303 -0.4466
-0.4148 0.1775 4.54 -0.7257 -1.6937
-0.1917 0.0637 4.55 -0.7882 -2.4011
-0.6201 -0.056 4.56 -0.9414 -0.7076
-1.484 -0.1592 4.57 -1.2551 -1.7104
-2.0772 -0.2918 4.58 -1.3544 -2.6133
-2.4755 -0.3884 4.59 -1.5937 -0.743
-1.9127 -0.5214 4.6 -1.8363 -2.0433
-0.8102 -0.5418 4.61 -1.7781 -2.7493
-0.0093 -0.634 4.62 -2.1862 -0.8174
0.2612 -0.7246 4.63 -2.3633 -2.0847
-0.1033 -0.9193 4.64 -2.2038 -2.5895
-0.6603 -0.8548 4.65 -2.5522 -0.8889
-0.9888 -0.9871 4.66 -2.8054 -2.3689
-0.5982 -1.0649 4.67 -2.4558 -2.4908
0.2667 -1.0526 4.68 -2.6327 -1.0494
1.1816 -1.0263 4.69 -3.0796 -2.5039
1.5735 -0.9645 4.7 -3.0123 -2.3814
1.0988 -1.0755 4.71 -2.794 -0.8773
0.3196 -0.9902 4.72 -2.9579 -2.3583
-0.5271 -0.915 4.73 -3.1035 -2.3102
-0.9011 -0.8389 4.74 -3.1081 -0.9004
-0.5337 -0.7803 4.75 -3.1016 -2.5777
0.0496 -0.7331 4.76 -2.6389 -1.9133
0.377 -0.5518 4.77 -2.8388 -0.7922
0.0726 -0.5102 4.78 -2.8383 -2.3337
-0.8002 -0.3632 4.79 -2.7083 -1.8865
-1.9487 -0.2367 4.8 -2.812 -0.6583
-2.4142 -0.1277 4.81 -2.278 -2.523
-2.1885 -0.0084 4.82 -2.52 -1.3788
-1.6834 0.1169 4.83 -2.3227 -0.502
-0.7999 0.2604 4.84 -1.8555 -2.02
-0.5434 0.3808 4.85 -1.779 -1.2305
-0.7979 0.5366 4.86 -1.5651 -0.2691
-1.4791 0.6137 4.87 -1.5001 -2.1089
-1.8839 0.7679 4.88 -1.4506 -0.8102
-1.6043 0.8288 4.89 -1.1661 -0.0965
-0.8242 0.8414 4.9 -1.1102 -1.8612
0.137 1.0054 4.91 -0.8747 -0.522
0.8183 1.0037 4.92 -0.7553 0.0674
0.9595 1.183 4.93 -0.6302 -1.6534
0.3169 1.2439 4.94 -0.5483 -0.2698
-0.3403 1.203 4.95 -0.4182 0.2317
-0.6428 1.2318 4.96 -0.354 -1.4581
-0.3609 1.2868 4.97 -0.2219 0.024
0.3678 1.1128 4.98 -0.1537 0.3279
0.9246 1.326 4.99 -0.0698 -1.1837
0.908 1.2305 5.0 -0.0149 0.2805
0.1823 1.1016 5.01 0.027 0.3885
-0.8905 1.1406 5.02 0.0552 -1.1119
-1.6365 1.027 5.03 0.0755 0.4254
-1.8515 0.9146 5.04 0.0842 0.4124
-1.4664 0.7829 5.05 0.0738 -0.9983
-0.7897 0.7539 5.06 0.0647 0.5921
-0.563 0.6903 5.07 0.0321 0.3985
-1.0066 0.5302 5.08 -0.0032 -0.9091
-1.7312 0.4807 5.09 -0.0525 0.6854
-2.6685 0.3931 5.1 -0.1006 0.3043
-2.7355 0.2372 5.11 -0.1462 -0.9153
-2.1074 0.1655 5.12 -0.229 0.7403
-1.1459 0.0646 5.13 -0.2989 0.171
-0.2492 -0.0274 5.14 -0.3363 -0.9347
0.0457 -0.1226 5.15 -0.4267 0.7218
-0.3099 -0.202 5.16 -0.4949 -0.0364
-0.9084 -0.2569 5.17 -0.5988 -1.1093
-1.0858 -0.3401 5.18 -0.6603 0.5712
-0.8713 -0.3992 5.19 -0.6881 -0.2783
-0.0157 -0.4259 5.2 -0.6753 -1.1117
0.7699 -0.455 5.21 -0.7201 0.5286
1.2566 -0.408 5.22 -0.7581 -0.5207
0.8326 -0.4159 5.23 -0.7793 -1.3826
-0.0387 -0.3788 5.24 -0.8698 0.3363
-0.8232 -0.3681 5.25 -0.9036 -0.7915
-1.2658 -0.3154 5.26 -0.8118 -1.5951
-0.8926 -0.2882 5.27 -0.8989 0.149
-0.3246 -0.1908 5.28 -0.8313 -1.0692
-0.0283 -0.1146 5.29 -0.8795 -1.5748
-0.338 -0.0243 5.3 -0.7991 -0.0589
-1.1331 0.0719 5.31 -0.6918 -1.5729
-2.2299 0.1792 5.32 -0.7037 -1.7415
-2.9295 0.3193 5.33 -0.6473 -0.2676
-2.517 0.3794 5.34 -0.599 -1.6051
-1.9338 0.4999 5.35 -0.54 -1.9799
-1.0369 0.7399 5.36 -0.4263 -0.434
-0.6857 0.842 5.37 -0.3458 -1.8995
-1.0995 0.8704 5.38 -0.3024 -1.928
-1.7797 1.0887 5.39 -0.19 -0.5875
-1.9713 1.1063 5.4 -0.1267 -2.0234
-1.7781 1.2938 5.41 -0.054 -1.9986
-0.9723 1.3265 5.42 0.0101 -0.7467
-0.0221 1.5154 5.43 0.0719 -2.2857
0.6967 1.4851 5.44 0.112 -1.9477
0.6814 1.7744 5.45 0.1737 -0.7671
0.1367 1.6935 5.46 0.2111 -2.4235
-0.6149 1.7061 5.47 0.2076 -2.178
-0.8759 1.7146 5.48 0.2513 -0.8948
-0.6027 1.715 5.49 0.2595 -2.3794
0.0709 1.8577 5.5 0.2373 -1.7439
0.6654 1.8609 5.51 0.2131 -0.8709
0.568 1.8751 5.52 0.1777 -2.8321
