#y4 y1 y2 y3 time
1.0583 1.3983 2.1093 2.8324 0.69
1.006 1.419 2.1121 2.4887 0.7
1.0915 1.3433 2.0498 2.343 0.71
1.0251 1.4097 2.0324 2.1376 0.72
0.9937 1.3379 1.666 2.003 0.73
0.9193 1.288 1.4376 1.5615 0.74
1.0679 0.9879 1.2533 1.3764 0.75
1.1417 0.9135 1.3464 0.9634 0.76
1.1639 0.8819 1.0092 0.8576 0.77
1.3333 0.6786 0.861 0.5394 0.78
1.321 0.5545 0.8315 0.4479 0.79
1.5821 0.5351 0.6 0.4288 0.8
1.6425 0.4193 0.5398 0.5063 0.81
1.6419 0.39 0.4439 0.5898 0.82
1.8015 0.3248 0.3135 0.8668 0.83
2.208 0.2869 0.2802 1.0958 0.84
2.0762 0.3186 0.2046 1.3687 0.85
2.3589 0.3627 0.1604 1.5455 0.86
2.1886 0.3314 0.1242 1.8472 0.87
2.3025 0.3726 0.1066 2.1063 0.88
2.661 0.509 0.1055 1.8759 0.89
2.5817 0.5164 0.1237 1.8681 0.9
3.0422 0.585 0.1414 2.1209 0.91
2.9265 0.658 0.1756 1.6523 0.92
3.1293 0.72 0.2214 1.4502 0.93
2.6642 0.6359 0.2667 1.2203 0.94
2.9836 0.766 0.365 0.9192 0.95
3.0589 0.6724 0.4146 0.6223 0.96
2.9439 0.7422 0.4835 0.2855 0.97
2.5482 0.6429 0.5668 0.017 0.98
2.5649 0.6803 0.5699 -0.2177 0.99
2.3198 0.6458 0.6837 -0.3262 1.0
2.2648 0.5898 0.7045 -0.3916 1.01
2.139 0.533 0.8051 -0.382 1.02
2.1319 0.51 0.9 -0.286 1.03
1.7837 0.5014 0.8144 -0.1361 1.04
1.7411 0.5141 0.8927 0.0947 1.05
1.3872 0.4983 0.9923 0.3363 1.06
1.2769 0.4992 0.8858 0.5367 1.07
1.1727 0.6152 0.9229 0.8198 1.08
0.9161 0.6693 0.8646 0.8937 1.09
0.8119 0.7807 0.8087 1.1897 1.1
0.6682 0.7725 0.8008 1.1343 1.11
0.6328 0.9931 0.7138 0.9763 1.12
0.5731 1.1409 0.6289 0.836 1.13
0.4624 1.1397 0.4636 0.6785 1.14
0.458 1.2541 0.3415 0.4458 1.15
0.4 1.281 0.197 0.0828 1.16
0.3894 1.5134 0.034 -0.2284 1.17
0.456 1.3943 -0.1364 -0.5772 1.18
0.4926 1.4632 -0.2914 -0.9503 1.19
0.4766 1.4202 -0.487 -1.1236 1.2
0.5471 1.4351 -0.6761 -1.2638 1.21
0.7256 1.3978 -0.8053 -1.3489 1.22
0.8213 1.5046 -0.9824 -1.3287 1.23
0.8071 1.2582 -1.2607 -1.1388 1.24
0.9202 1.1537 -1.3546 -0.9967 1.25
1.0335 0.8629 -1.4973 -0.8662 1.26
1.1489 0.7872 -1.7515 -0.6332 1.27
1.2892 0.5386 -1.9932 -0.3086 1.28
1.326 0.4 -1.7823 -0.096 1.29
1.6181 0.1869 -1.8871 0.1109 1.3
1.6468 0.0328 -2.1668 0.2439 1.31
1.6127 -0.1099 -2.2553 0.3218 1.32
1.8005 -0.1839 -2.4793 0.257 1.33
1.6757 -0.2497 -2.22 0.1654 1.34
1.7627 -0.2782 -2.5599 -0.0294 1.35
1.7594 -0.2385 -2.4761 -0.2768 1.36
1.681 -0.1489 -2.6013 -0.588 1.37
1.6025 -0.0259 -2.2892 -0.9005 1.38
1.6042 0.145 -2.4664 -1.3051 1.39
1.4433 0.395 -2.4841 -1.4903 1.4
1.3304 0.5925 -2.5457 -1.8179 1.41
1.0091 0.7816 -2.2224 -1.7777 1.42
1.0004 1.1335 -2.3085 -1.8627 1.43
0.7322 1.4631 -2.1881 -2.0625 1.44
0.5902 1.7553 -2.0621 -1.7197 1.45
0.3729 1.9671 -1.8705 -1.5558 1.46
0.2161 2.1409 -1.6379 -1.5129 1.47
0.0203 2.4247 -1.5517 -1.2032 1.48
-0.169 2.4182 -1.4612 -0.8981 1.49
-0.335 2.6959 -1.4591 -0.6258 1.5
-0.5517 2.6131 -1.2809 -0.3845 1.51
-0.6215 2.5119 -1.2323 -0.2347 1.52
-0.8179 2.365 -1.1025 -0.1141 1.53
-0.9008 2.027 -1.0305 -0.1079 1.54
-1.0043 1.7343 -1.1753 -0.1665 1.55
-1.1289 1.4553 -1.0396 -0.3203 1.56
-1.1098 1.3643 -0.9389 -0.5104 1.57
-1.2161 1.0177 -1.0575 -0.8192 1.58
-1.2743 0.6921 -1.0855 -1.0696 1.59
-1.2284 0.2793 -1.0632 -1.3551 1.6
-1.1 -0.0025 -0.9575 -1.5934 1.61
-1.0455 -0.2998 -1.1247 -2.0758 1.62
-1.0687 -0.4821 -1.1227 -2.0217 1.63
-0.9303 -0.6703 -1.3028 -2.0109 1.64
-0.7871 -0.7479 -1.239 -2.0586 1.65
-0.6771 -0.9072 -1.264 -2.029 1.66
-0.6754 -0.8581 -1.4768 -1.7084 1.67
-0.5411 -0.7274 -1.5594 -1.4228 1.68
-0.3812 -0.4859 -1.6835 -1.205 1.69
-0.3072 -0.3264 -1.6889 -0.9561 1.7
-0.194 -0.0103 -1.8339 -0.6364 1.71
-0.1249 0.3079 -2.1815 -0.4312 1.72
-0.0438 0.7231 -1.9867 -0.206 1.73
0.0137 0.9845 -2.2359 -0.0689 1.74
0.0489 1.3727 -2.2576 -0.0195 1.75
0.0702 1.9098 -2.3719 -0.0581 1.76
0.0753 2.3294 -2.5781 -0.1812 1.77
0.0433 2.4346 -2.6635 -0.3347 1.78
0.0004 2.4716 -2.6274 -0.5875 1.79
-0.0727 2.7036 -2.5908 -0.9295 1.8
-0.1575 2.8418 -2.6105 -1.093 1.81
-0.2883 2.9606 -2.3429 -1.409 1.82
-0.4159 2.8053 -2.7835 -1.7793 1.83
-0.5838 2.5765 -2.2896 -1.8993 1.84
-0.7323 2.5935 -2.2242 -1.9305 1.85
-0.8116 2.3901 -2.3128 -1.7132 1.86
-1.1061 1.8077 -2.4132 -1.6237 1.87
-1.3099 1.6094 -2.0932 -1.6542 1.88
-1.4127 1.2079 -2.1034 -1.1755 1.89
-1.7023 0.8031 -2.081 -0.9 1.9
-1.7458 0.4519 -1.7898 -0.6932 1.91
-1.8039 0.0838 -1.4633 -0.362 1.92
-2.1465 -0.2231 -1.3198 -0.0846 1.93
-2.3842 -0.4832 -1.2429 0.1421 1.94
-2.1129 -0.7962 -1.0682 0.298 1.95
-2.3936 -0.9373 -0.8539 0.3464 1.96
-2.4384 -1.0643 -0.7693 0.397 1.97
-2.6697 -0.9065 -0.5882 0.2611 1.98
-2.6298 -0.9571 -0.43 0.1046 1.99
-2.6344 -0.7948 -0.2344 -0.1105 2.0
-2.3994 -0.4944 -0.0696 -0.3532 2.01
-2.3544 -0.2647 0.0662 -0.703 2.02
-2.7323 0.0791 0.21 -0.8946 2.03
-2.4062 0.4221 0.3369 -1.1554 2.04
-2.4969 0.7455 0.4537 -1.2995 2.05
-2.1757 1.2121 0.5499 -1.3628 2.06
-1.9936 1.6236 0.5967 -1.4641 2.07
-2.0469 1.88 0.6308 -1.3072 2.08
-1.8938 2.1849 0.6372 -1.1741 2.09
-1.6491 2.5911 0.716 -0.9376 2.1
-1.582 2.6121 0.734 -0.6173 2.11
-1.5104 2.7908 0.69 -0.2872 2.12
-1.3278 2.5803 0.7677 0.0363 2.13
-1.2569 3.0907 0.7224 0.3284 2.14
-1.212 2.5401 0.6735 0.5707 2.15
-1.0169 2.718 0.5772 0.7582 2.16
-0.9196 2.1879 0.4837 0.7685 2.17
-0.9581 2.0845 0.4206 0.8003 2.18
-0.9968 1.8571 0.3876 0.8102 2.19
-0.998 1.2707 0.3117 0.5913 2.2
-1.0429 1.1414 0.2406 0.3746 2.21
-0.9109 0.6914 0.1708 0.1115 2.22
-1.1249 0.3587 0.1192 -0.1673 2.23
-1.0771 0.0466 0.0552 -0.4336 2.24
-1.3334 -0.1997 0.0052 -0.6188 2.25
-1.337 -0.4282 -0.0326 -0.776 2.26
-1.6393 -0.6273 -0.0635 -0.9639 2.27
-1.7567 -0.6751 -0.0761 -0.9589 2.28
-1.8349 -0.7253 -0.0795 -0.911 2.29
-1.742 -0.7175 -0.072 -0.756 2.3
-2.23 -0.6159 -0.044 -0.5629 2.31
-2.382 -0.3665 -0.005 -0.3018 2.32
-2.2715 -0.1928 0.0505 -0.0149 2.33
-2.4329 0.0551 0.1336 0.3082 2.34
-2.7545 0.3282 0.2013 0.6281 2.35
-2.8221 0.6436 0.2926 0.8029 2.36
-2.5722 0.8814 0.4407 1.0735 2.37
-3.1302 1.2631 0.5597 1.1282 2.38
-2.7228 1.5229 0.6736 1.0556 2.39
-2.8 1.6044 0.8755 1.0013 2.4
-3.1259 1.937 1.0532 0.7915 2.41
-2.915 2.1247 1.158 0.686 2.42
-2.6772 2.1303 1.2212 0.386 2.43
-2.772 2.271 1.4469 0.0709 2.44
-2.735 2.315 1.5604 -0.2354 2.45
-2.637 2.3175 1.7476 -0.43 2.46
-2.3492 1.9286 2.1662 -0.682 2.47
-2.2018 1.7116 2.0691 -0.8338 2.48
-2.3615 1.6049 2.2581 -0.9454 2.49
-2.1924 1.3732 2.4313 -0.8849 2.5
-1.6858 1.3649 2.6007 -0.7173 2.51
-1.7263 1.0373 2.6409 -0.5773 2.52
-1.4966 0.8005 2.4457 -0.2971 2.53
-1.2702 0.6476 2.7265 -0.0376 2.54
-1.2357 0.4149 2.7694 0.2454 2.55
-1.076 0.234 2.7259 0.5023 2.56
-1.0231 0.1081 3.0012 0.7663 2.57
-0.8219 0.0211 2.6843 0.941 2.58
-0.7632 -0.0356 2.7488 1.1274 2.59
-0.7288 -0.0547 2.8299 1.1 2.6
-0.6552 -0.0415 2.7848 1.0488 2.61
-0.6274 0.011 2.4691 0.8583 2.62
-0.5839 0.0919 2.6061 0.5554 2.63
-0.5559 0.1898 2.5356 0.3605 2.64
-0.6085 0.285 2.3719 0.0348 2.65
-0.6914 0.4075 2.2379 -0.295 2.66
-0.7729 0.5743 2.121 -0.5128 2.67
-0.7637 0.6455 1.8642 -0.7298 2.68
-0.8563 0.835 1.9742 -0.8778 2.69
-0.9265 0.9622 1.6307 -1.1214 2.7
-1.0645 1.0637 1.6646 -0.9496 2.71
-1.1693 1.0124 1.6216 -0.9127 2.72
-1.5109 1.0389 1.2724 -0.7463 2.73
-1.4328 1.238 1.1782 -0.5067 2.74
-1.6004 1.2633 1.1811 -0.2848 2.75
-1.6097 1.0385 0.9916 -0.0053 2.76
-1.6773 1.0439 0.9222 0.2871 2.77
-1.7577 0.9928 0.9547 0.4922 2.78
-1.8837 1.053 0.9677 0.6385 2.79
-1.8183 0.9781 0.7764 0.7919 2.8
-1.7933 0.8646 0.8299 0.9056 2.81
-1.9021 0.8486 0.8067 0.8127 2.82
-1.9159 0.8263 0.8492 0.6382 2.83
-1.8787 0.6793 0.7761 0.3981 2.84
-1.9429 0.6846 0.7689 0.1424 2.85
-1.869 0.7227 0.8613 -0.1426 2.86
-1.5359 0.7006 1.0267 -0.4708 2.87
-1.5868 0.6114 0.9428 -0.7908 2.88
-1.3069 0.6785 1.1322 -1.0429 2.89
-1.1083 0.6946 1.069 -1.1291 2.9
-0.8949 0.6714 1.3208 -1.1802 2.91
-0.8496 0.7914 1.2239 -1.3233 2.92
-0.6441 0.8003 1.5027 -1.1642 2.93
-0.4253 0.8809 1.5947 -1.0976 2.94
-0.2359 0.7528 1.4602 -0.8192 2.95
-0.0435 0.7335 1.6583 -0.6007 2.96
0.1395 0.856 1.6147 -0.2734 2.97
0.2794 0.8129 1.7859 -0.0108 2.98
0.4115 0.6838 1.9496 0.2594 2.99
0.5409 0.5735 1.8233 0.4624 3.0
0.7341 0.5258 2.1155 0.5925 3.01
0.8307 0.4525 2.1257 0.6315 3.02
0.798 0.3523 1.958 0.5405 3.03
0.8779 0.2209 1.7954 0.5218 3.04
0.9513 0.1386 1.898 0.2989 3.05
0.8543 0.0375 1.6983 0.0392 3.06
0.8253 -0.0392 1.5909 -0.261 3.07
0.8038 -0.0915 1.6502 -0.5102 3.08
0.7818 -0.1199 1.535 -0.8821 3.09
0.686 -0.1071 1.3977 -1.1591 3.1
0.6279 -0.0814 1.2675 -1.2377 3.11
0.5482 -0.0277 1.0566 -1.4434 3.12
0.3836 0.058 0.9533 -1.4544 3.13
0.2905 0.1938 0.7648 -1.3523 3.14
0.2106 0.32 0.6782 -1.117 3.15
0.0833 0.5001 0.4536 -0.9414 3.16
-0.0181 0.6479 0.2807 -0.6645 3.17
-0.1174 0.8477 0.1016 -0.3535 3.18
-0.1947 1.0904 -0.072 -0.0721 3.19
-0.2305 1.1873 -0.2644 0.1871 3.2
-0.3018 1.1738 -0.462 0.4277 3.21
-0.3064 1.3934 -0.5704 0.6197 3.22
-0.3313 1.3534 -0.8244 0.7324 3.23
-0.3268 1.5219 -0.9357 0.7426 3.24
-0.2831 1.4307 -0.9941 0.617 3.25
-0.2551 1.3663 -1.2746 0.4689 3.26
-0.1471 1.2628 -1.3275 0.2239 3.27
-0.0653 1.1291 -1.268 -0.0647 3.28
0.0509 1.0715 -1.4828 -0.3235 3.29
0.1954 0.8681 -1.4107 -0.6456 3.3
0.3557 0.6333 -1.6507 -0.9047 3.31
0.5348 0.3468 -1.5767 -0.9367 3.32
0.6415 0.0487 -1.5086 -1.0649 3.33
0.8871 -0.201 -1.4812 -1.1883 3.34
1.0887 -0.4698 -1.6445 -1.0573 3.35
1.1377 -0.7583 -1.5547 -0.9611 3.36
1.5172 -0.9725 -1.4592 -0.6874 3.37
1.5503 -0.9563 -1.5039 -0.4391 3.38
1.5908 -1.1515 -1.2387 -0.1217 3.39
1.8119 -1.2256 -1.1664 0.1701 3.4
1.8964 -1.0881 -1.0766 0.4897 3.41
2.2287 -1.1608 -1.0174 0.7478 3.42
2.4075 -0.9695 -1.0178 0.9016 3.43
2.2897 -0.7432 -0.8646 1.1428 3.44
2.2191 -0.5685 -0.8413 1.033 3.45
2.3981 -0.2642 -0.7242 0.9299 3.46
2.3065 0.0393 -0.7183 0.8401 3.47
2.5448 0.3481 -0.6111 0.6984 3.48
2.2855 0.6384 -0.6133 0.4048 3.49
2.2457 0.9294 -0.6506 0.1685 3.5
2.2132 1.3453 -0.5446 -0.0848 3.51
2.0035 1.4543 -0.6255 -0.3053 3.52
2.1309 1.5979 -0.5684 -0.4996 3.53
1.733 2.0357 -0.6376 -0.6098 3.54
1.7507 1.7855 -0.6675 -0.651 3.55
1.6679 2.0057 -0.7068 -0.6079 3.56
1.4484 1.9655 -0.6842 -0.4317 3.57
1.3106 1.7743 -0.8974 -0.2212 3.58
1.3137 1.6757 -0.9246 0.0668 3.59
1.1236 1.3264 -0.9578 0.3418 3.6
1.1296 0.9568 -1.147 0.6791 3.61
1.0358 0.5931 -1.246 0.9355 3.62
0.9072 0.2643 -1.3297 1.2633 3.63
0.8268 -0.1131 -1.535 1.6138 3.64
0.836 -0.465 -1.7844 1.7222 3.65
0.9027 -0.8864 -1.8579 1.5873 3.66
0.9074 -1.0862 -1.8563 1.5337 3.67
0.872 -1.5154 -2.1831 1.6807 3.68
0.8507 -1.5236 -2.3682 1.3214 3.69
0.9669 -1.6835 -2.1769 1.1802 3.7
1.0529 -1.7457 -2.7027 0.8377 3.71
1.203 -1.998 -2.7264 0.6293 3.72
1.3178 -1.6752 -2.8891 0.3401 3.73
1.5367 -1.5151 -2.5971 0.1501 3.74
1.5017 -1.4929 -2.9413 0.0393 3.75
1.921 -1.2312 -2.9962 -0.014 3.76
1.995 -0.7851 -3.1348 0.0267 3.77
1.8919 -0.5203 -2.8678 0.1595 3.78
2.0627 -0.1007 -2.6256 0.3122 3.79
2.2534 0.2663 -2.6954 0.6123 3.8
2.7674 0.6712 -2.6317 0.8368 3.81
2.5827 1.0178 -3.0408 1.2987 3.82
2.608 1.4272 -2.6449 1.4805 3.83
2.9633 1.6431 -2.5311 1.7148 3.84
3.1135 1.8416 -2.3903 2.0432 3.85
2.7561 1.7002 -2.2821 1.9603 3.86
3.0928 2.0451 -2.3103 2.296 3.87
3.0564 1.8082 -1.9734 2.1841 3.88
2.6919 1.8531 -2.0957 1.9726 3.89
3.0154 1.5045 -1.7198 2.0407 3.9
2.6138 1.3421 -1.6626 1.5736 3.91
2.8592 0.9204 -1.6301 1.3322 3.92
2.6889 0.5911 -1.2998 1.0493 3.93
2.2765 0.279 -1.3166 0.9307 3.94
2.3227 -0.1264 -1.156 0.6408 3.95
2.0536 -0.5232 -0.8596 0.4579 3.96
2.0027 -0.8887 -0.8097 0.3918 3.97
2.0525 -1.2689 -0.6274 0.3971 3.98
1.7897 -1.6616 -0.5537 0.5173 3.99
1.5784 -1.6281 -0.4429 0.6364 4.0
1.4975 -2.1637 -0.3661 0.9363 4.01
1.1693 -2.032 -0.3441 1.1846 4.02
1.0519 -2.0745 -0.3164 1.338 4.03
1.0727 -2.2799 -0.2802 1.6276 4.04
0.944 -2.0248 -0.2571 1.9814 4.05
0.901 -1.9174 -0.2342 2.2492 4.06
0.8084 -1.4188 -0.2506 2.4359 4.07
0.79 -1.2526 -0.2527 2.6153 4.08
0.6594 -1.0064 -0.3253 2.4987 4.09
0.7804 -0.5526 -0.3194 2.2495 4.1
0.6864 -0.2263 -0.3826 2.1984 4.11
0.7827 0.132 -0.5195 1.8559 4.12
0.8244 0.4769 -0.5945 1.3915 4.13
0.9608 0.7543 -0.6589 1.2709 4.14
0.9937 1.0274 -0.6799 0.9356 4.15
1.0146 1.2735 -0.8454 0.7301 4.16
1.2983 1.3706 -0.8131 0.4684 4.17
1.3796 1.4201 -0.9159 0.3269 4.18
1.5288 1.3316 -0.9415 0.3022 4.19
1.7285 1.3443 -0.9475 0.3938 4.2
1.7568 1.2271 -1.059 0.4963 4.21
1.7078 0.8916 -1.1501 0.7386 4.22
1.8651 0.7358 -1.097 0.9813 4.23
1.8735 0.3854 -1.0648 1.2177 4.24
2.2633 0.124 -1.2222 1.4577 4.25
2.237 -0.1932 -1.1483 1.837 4.26
2.2077 -0.5397 -0.9948 1.9053 4.27
2.1046 -0.864 -0.9237 1.8996 4.28
2.2422 -0.9924 -1.0001 2.2463 4.29
2.2047 -1.3528 -0.7756 2.2233 4.3
2.0002 -1.6173 -0.766 2.0139 4.31
2.0966 -1.8326 -0.6175 1.8241 4.32
1.8363 -1.662 -0.4639 1.3566 4.33
1.7288 -1.9465 -0.3106 1.1738 4.34
1.7126 -1.8114 -0.1589 0.773 4.35
1.5599 -1.7683 -0.0005 0.4788 4.36
1.2564 -1.5673 0.1625 0.167 4.37
1.1915 -1.4532 0.3306 -0.0627 4.38
0.8848 -1.4133 0.5724 -0.2241 4.39
0.7895 -1.0434 0.7213 -0.2771 4.4
0.6211 -0.9326 0.8915 -0.2919 4.41
0.4302 -0.5705 0.9728 -0.2362 4.42
0.2339 -0.4026 1.1847 -0.0581 4.43
0.073 -0.1936 1.4997 0.1684 4.44
-0.0815 -0.0028 1.5039 0.3997 4.45
-0.2228 0.1367 1.7247 0.6975 4.46
-0.3687 0.2904 1.7181 0.8818 4.47
-0.4581 0.3612 1.9279 1.0083 4.48
-0.4834 0.4002 2.1904 1.0809 4.49
-0.6162 0.3765 2.1551 1.1499 4.5
-0.576 0.3729 2.0144 1.3093 4.51
-0.5655 0.2449 2.088 1.1428 4.52
-0.5624 0.1647 2.1912 0.7997 4.53
-0.5615 0.0307 2.0883 0.6173 4.54
-0.4874 -0.1237 2.3925 0.2832 4.55
-0.4869 -0.2806 2.1474 -0.0666 4.56
-0.422 -0.4385 2.4044 -0.3894 4.57
-0.2743 -0.5363 2.1529 -0.7729 4.58
-0.1861 -0.768 2.2746 -0.902 4.59
-0.0877 -0.9429 1.861 -1.0869 4.6
0.0197 -0.9295 2.0244 -1.2981 4.61
0.1279 -1.0116 1.8804 -1.2277 4.62
0.2263 -1.0107 1.8853 -1.3545 4.63
0.314 -1.0986 1.7736 -1.1847 4.64
0.4551 -1.2376 1.4627 -0.8636 4.65
0.5271 -1.2068 1.4274 -0.6264 4.66
0.531 -1.0281 1.2258 -0.475 4.67
0.5854 -0.976 1.3502 -0.2259 4.68
0.6262 -1.0094 1.1883 -0.0138 4.69
0.6006 -0.9927 1.0467 0.1196 4.7
0.591 -0.965 1.112 0.1797 4.71
0.5883 -0.858 0.8811 0.17 4.72
0.515 -0.7247 0.9004 0.0528 4.73
0.4356 -0.7368 0.9776 -0.1448 4.74
0.2929 -0.7362 0.8547 -0.4082 4.75
0.1479 -0.7041 0.9337 -0.7127 4.76
0.0212 -0.6731 0.8983 -0.9679 4.77
-0.1479 -0.733 0.8348 -1.2891 4.78
-0.3203 -0.7708 1.0472 -1.7 4.79
-0.4408 -0.6998 1.0158 -2.0509 4.8
-0.6171 -0.8496 1.1024 -2.311 4.81
-0.8632 -0.8834 1.1381 -2.1937 4.82
-1.0931 -0.8083 1.1933 -2.3962 4.83
-1.2151 -0.9436 1.3673 -2.2484 4.84
-1.448 -0.8173 1.5201 -2.0123 4.85
-1.648 -0.8545 1.511 -1.9757 4.86
-1.7352 -0.96 1.8136 -1.7332 4.87
-1.7976 -0.9565 1.7295 -1.4255 4.88
-1.9714 -0.8569 1.9679 -1.2293 4.89
-2.0635 -0.7811 2.048 -1.0088 4.9
-1.9944 -0.754 2.2638 -0.742 4.91
-2.0755 -0.6616 2.1959 -0.6754 4.92
-2.1262 -0.6168 2.5676 -0.7173 4.93
-2.3487 -0.4904 2.3751 -0.7896 4.94
-2.0761 -0.4504 2.4771 -0.836 4.95
-2.2616 -0.3914 2.5806 -1.0925 4.96
-2.122 -0.3043 2.4525 -1.4569 4.97
-1.8997 -0.2963 2.7146 -1.852 4.98
-1.9112 -0.2759 2.7495 -1.844 4.99
-1.7887 -0.296 2.3539 -2.3364 5.0
-1.518 -0.3301 2.7864 -2.6244 5.01
-1.5159 -0.414 2.5074 -2.6015 5.02
-1.5216 -0.5245 2.4832 -3.0897 5.03
-1.3304 -0.5758 2.3589 -3.1211 5.04
-1.0825 -0.7884 2.1563 -2.7822 5.05
-0.9754 -0.8479 2.2477 -2.5566 5.06
-1.0486 -1.0349 1.8893 -2.584 5.07
-0.8848 -1.2954 2.0009 -2.1679 5.08
-0.7223 -1.3049 1.7357 -2.0938 5.09
-0.6937 -1.758 1.7398 -1.6071 5.1
-0.6753 -1.5939 1.565 -1.3984 5.11
-0.7447 -1.7212 1.2847 -1.0994 5.12
-0.6928 -2.0618 1.0779 -1.0501 5.13
-0.7698 -2.1311 0.9005 -0.9829 5.14
-0.7569 -1.944 0.7344 -0.9428 5.15
-0.757 -1.7581 0.5813 -1.1682 5.16
-0.8799 -1.8257 0.4792 -1.4009 5.17
-1.0812 -1.5899 0.2825 -1.5713 5.18
-1.0563 -1.6137 0.1476 -1.6537 5.19
-1.2489 -1.3526 0.005 -2.1197 5.2
-1.4687 -1.1309 -0.1263 -2.3564 5.21
-1.6316 -0.7834 -0.216 -2.3497 5.22
-1.8389 -0.5004 -0.2859 -2.9394 5.23
-1.7966 -0.3336 -0.4102 -2.708 5.24
-2.2669 -0.0806 -0.4845 -3.031 5.25
-2.0868 0.1107 -0.5424 -2.9042 5.26
-2.1744 0.2651 -0.4857 -2.4614 5.27
-2.4815 0.4349 -0.5393 -2.3336 5.28
-2.7814 0.4451 -0.5274 -2.1914 5.29
-2.8367 0.5118 -0.5532 -1.6566 5.3
-2.968 0.4179 -0.5351 -1.5054 5.31
-2.7614 0.3593 -0.4396 -1.0624 5.32
-2.8983 0.1745 -0.4428 -1.0091 5.33
-3.0983 -0.0427 -0.3543 -0.7573 5.34
-2.6445 -0.3068 -0.2661 -0.6729 5.35
-3.0178 -0.5712 -0.2024 -0.6548 5.36
-3.0307 -0.9619 -0.1395 -0.632 5.37
-3.0129 -1.1794 -0.0659 -0.8537 5.38
-2.8257 -1.5943 0.004 -0.9774 5.39
-2.4373 -1.8171 0.0753 -1.3182 5.4
-2.3208 -1.9912 0.1418 -1.4535 5.41
-2.2992 -2.4742 0.1785 -1.6292 5.42
-2.1099 -2.783 0.2159 -1.853 5.43
-1.9352 -2.7087 0.286 -2.2468 5.44
-1.9572 -2.4611 0.2941 -2.3796 5.45
-1.7792 -2.5885 0.3406 -2.2011 5.46
-1.6395 -2.8889 0.3035 -2.2906 5.47
-1.4972 -2.4915 0.2775 -2.0391 5.48
-1.1279 -2.124 0.2385 -1.5748 5.49
-1.1117 -2.1414 0.187 -1.5126 5.5
-0.9963 -1.5906 0.1522 -1.0691 5.51
