#y2 y1 time
0.4153 2.4868 0.73
0.4628 2.6446 0.74
0.5039 3.0892 0.75
0.5929 2.8368 0.76
0.5766 2.7853 0.77
0.6114 2.0988 0.78
0.7068 1.6698 0.79
0.7083 1.3785 0.8
0.728 0.8417 0.81
0.677 0.6765 0.82
0.669 0.6731 0.83
0.5794 0.9505 0.84
0.4458 1.2586 0.85
0.3906 1.793 0.86
0.3139 2.1089 0.87
0.1886 2.3983 0.88
0.0939 2.5343 0.89
0.0188 2.4964 0.9
-0.0312 2.1805 0.91
-0.0453 1.9904 0.92
-0.0307 1.4125 0.93
0.0322 0.9813 0.94
0.1413 0.5859 0.95
0.2851 0.2995 0.96
0.4511 0.2332 0.97
0.6395 0.3209 0.98
0.8951 0.6478 0.99
1.1416 1.0438 1.0
1.2597 1.4535 1.01
1.5045 1.8294 1.02
1.5293 2.0786 1.03
1.6538 1.8533 1.04
1.916 1.5921 1.05
1.8921 1.4814 1.06
1.6307 1.0358 1.07
1.6275 0.5123 1.08
1.5083 0.0537 1.09
1.3196 -0.2676 1.1
1.0248 -0.3693 1.11
0.7484 -0.3783 1.12
0.4168 -0.1486 1.13
0.12 0.1953 1.14
-0.1775 0.5278 1.15
-0.4659 0.9432 1.16
-0.6097 1.0945 1.17
-0.8333 1.2036 1.18
-0.7494 1.214 1.19
-0.8546 0.7795 1.2
-0.7315 0.4125 1.21
-0.4819 -0.0531 1.22
-0.2963 -0.5524 1.23
0.0321 -0.9557 1.24
0.3776 -1.1164 1.25
0.7926 -1.1012 1.26
1.0758 -0.913 1.27
1.6223 -0.6822 1.28
1.8507 -0.2848 1.29
2.4022 0.1144 1.3
2.2183 0.4087 1.31
2.3762 0.5776 1.32
2.4754 0.4987 1.33
2.7178 0.2372 1.34
2.4382 -0.1413 1.35
2.4379 -0.6436 1.36
2.0194 -1.1255 1.37
1.6169 -1.4924 1.38
1.1663 -1.8405 1.39
0.946 -1.9736 1.4
0.4291 -1.6343 1.41
0.0143 -1.4099 1.42
-0.3319 -0.9793 1.43
-0.6553 -0.6464 1.44
-0.8581 -0.3665 1.45
-1.0651 -0.1426 1.46
-1.1529 -0.1398 1.47
-1.1751 -0.3359 1.48
-0.9497 -0.6252 1.49
-0.6499 -1.1492 1.5
-0.3542 -1.5601 1.51
0.0048 -2.1592 1.52
0.4428 -2.1633 1.53
0.9598 -2.6211 1.54
1.3957 -2.3958 1.55
1.6027 -2.2322 1.56
2.1774 -1.754 1.57
2.6773 -1.2231 1.58
2.634 -1.0055 1.59
2.5479 -0.7209 1.6
3.0884 -0.5767 1.61
2.958 -0.7879 1.62
2.4505 -0.9898 1.63
2.4809 -1.5069 1.64
2.0012 -1.9664 1.65
1.6621 -2.4506 1.66
1.235 -2.3789 1.67
0.9192 -2.7728 1.68
0.5551 -2.8389 1.69
0.1452 -2.7481 1.7
-0.1677 -2.0843 1.71
-0.4235 -1.8532 1.72
-0.6817 -1.3138 1.73
-0.7643 -1.0559 1.74
-0.7727 -1.0039 1.75
-0.7097 -0.9498 1.76
-0.5854 -1.1208 1.77
-0.3816 -1.5334 1.78
-0.0822 -2.0033 1.79
0.2144 -2.1782 1.8
0.6311 -2.4373 1.81
1.0405 -2.9442 1.82
1.3779 -3.2038 1.83
1.5151 -2.738 1.84
2.0679 -2.6585 1.85
2.0935 -2.1558 1.86
2.4861 -1.7482 1.87
2.4318 -1.3567 1.88
2.1854 -1.095 1.89
2.4371 -0.9855 1.9
2.2918 -1.0664 1.91
1.9493 -1.3295 1.92
1.7614 -1.9037 1.93
1.6318 -2.282 1.94
1.1602 -2.4366 1.95
1.0222 -2.8118 1.96
0.7621 -2.854 1.97
0.5687 -2.859 1.98
0.3328 -2.482 1.99
0.1801 -2.1794 2.0
0.0939 -1.5692 2.01
0.0638 -1.1427 2.02
0.0703 -0.7721 2.03
0.1376 -0.7748 2.04
0.2265 -0.7887 2.05
0.3467 -1.0521 2.06
0.5105 -1.4594 2.07
0.686 -1.6656 2.08
0.7587 -1.9287 2.09
1.011 -2.1844 2.1
1.1307 -2.4935 2.11
1.2042 -2.3554 2.12
1.2971 -2.0023 2.13
1.4272 -1.751 2.14
1.4847 -1.3826 2.15
1.2691 -0.8106 2.16
1.5043 -0.4777 2.17
1.4106 -0.3078 2.18
1.3538 -0.2468 2.19
1.2371 -0.3947 2.2
1.2375 -0.6889 2.21
1.0041 -1.0526 2.22
0.9269 -1.5297 2.23
1.0347 -1.8331 2.24
1.0434 -1.791 2.25
0.949 -1.947 2.26
1.0289 -1.7248 2.27
1.092 -1.316 2.28
1.1424 -0.8145 2.29
1.0532 -0.445 2.3
1.2834 -0.006 2.31
1.1445 0.2921 2.32
1.2218 0.3507 2.33
1.2669 0.2777 2.34
1.2004 0.0129 2.35
1.2115 -0.3526 2.36
1.139 -0.7394 2.37
1.0414 -1.0625 2.38
0.903 -1.2083 2.39
0.7373 -1.3324 2.4
0.5716 -1.084 2.41
0.52 -0.7405 2.42
0.3849 -0.3529 2.43
0.282 0.1242 2.44
0.2256 0.5067 2.45
0.1828 0.9079 2.46
0.2238 1.0656 2.47
0.2957 1.1055 2.48
0.4011 0.7956 2.49
0.4961 0.4695 2.5
0.7661 0.0826 2.51
0.9277 -0.2694 2.52
1.2622 -0.5028 2.53
1.5595 -0.6059 2.54
1.6771 -0.56 2.55
2.0006 -0.2462 2.56
1.9674 0.1844 2.57
2.0197 0.643 2.58
2.0162 1.0935 2.59
2.3988 1.6057 2.6
2.299 1.8662 2.61
1.952 1.5681 2.62
2.0129 1.4356 2.63
1.7271 1.2319 2.64
1.3227 0.9317 2.65
1.0026 0.4867 2.66
0.6206 0.1995 2.67
0.3082 0.0466 2.68
-0.0205 0.073 2.69
-0.2932 0.2891 2.7
-0.4889 0.6897 2.71
-0.6734 1.2037 2.72
-0.8091 1.5159 2.73
-0.7592 2.1684 2.74
-0.5921 2.2199 2.75
-0.4209 2.4388 2.76
-0.1807 2.1438 2.77
0.1072 1.8902 2.78
0.5065 1.56 2.79
0.831 1.2412 2.8
1.3481 0.8255 2.81
1.6338 0.5408 2.82
2.0131 0.4954 2.83
2.492 0.6223 2.84
2.5464 0.9081 2.85
2.9452 1.4983 2.86
2.6533 1.9901 2.87
2.8133 2.4032 2.88
2.4642 2.3859 2.89
2.2926 2.7511 2.9
2.2677 2.4163 2.91
1.9158 2.4881 2.92
1.2717 2.0 2.93
0.8699 1.6216 2.94
0.4392 1.2591 2.95
0.0173 0.969 2.96
-0.3683 0.7677 2.97
-0.7014 0.9486 2.98
-0.9248 1.1049 2.99
-1.1069 1.3745 3.0
-1.2423 2.1411 3.01
-1.0812 2.1821 3.02
-1.0674 2.5423 3.03
-0.7146 3.0556 3.04
-0.4779 2.6182 3.05
-0.0907 2.7075 3.06
0.3164 2.0603 3.07
0.8295 1.9124 3.08
1.2725 1.4407 3.09
1.6229 1.1581 3.1
2.1025 0.9849 3.11
2.0552 0.8633 3.12
2.4623 1.0331 3.13
2.5651 1.3037 3.14
2.8351 1.6784 3.15
2.7857 2.1888 3.16
2.2986 2.3539 3.17
2.1929 2.5206 3.18
1.7757 2.6268 3.19
1.6398 2.6831 3.2
1.0964 2.4629 3.21
0.8385 1.7978 3.22
0.3299 1.3271 3.23
-0.0205 1.0009 3.24
-0.3462 0.819 3.25
-0.6499 0.6842 3.26
-0.8719 0.7668 3.27
-0.903 1.0072 3.28
-0.9012 1.3393 3.29
-0.8569 1.7969 3.3
-0.7419 2.3642 3.31
-0.5575 2.2668 3.32
-0.3627 2.6393 3.33
-0.0287 2.1426 3.34
0.2757 2.2202 3.35
0.5757 1.5809 3.36
0.9361 1.1716 3.37
1.3364 0.7168 3.38
1.4446 0.4163 3.39
1.8247 0.2469 3.4
1.9716 0.2958 3.41
1.8973 0.4652 3.42
1.8495 0.8741 3.43
1.9524 1.2286 3.44
1.6281 1.4524 3.45
1.4908 1.698 3.46
1.2934 1.9974 3.47
1.126 2.0512 3.48
0.8092 1.7792 3.49
0.5688 1.1995 3.5
0.3968 0.8332 3.51
0.1457 0.3158 3.52
-0.0128 -0.0593 3.53
-0.1326 -0.2819 3.54
-0.2391 -0.3255 3.55
-0.2642 -0.1807 3.56
-0.2388 0.0942 3.57
-0.2207 0.5069 3.58
-0.1363 0.8263 3.59
-0.023 1.1631 3.6
0.0953 1.3662 3.61
0.2194 1.3933 3.62
0.3312 1.2087 3.63
0.4872 0.7481 3.64
0.6381 0.2882 3.65
0.6364 -0.1665 3.66
0.6844 -0.5633 3.67
0.8096 -0.8117 3.68
0.7135 -0.9285 3.69
0.7805 -0.8853 3.7
0.7565 -0.6343 3.71
0.6461 -0.3191 3.72
0.589 0.0781 3.73
0.5267 0.3966 3.74
0.4626 0.575 3.75
0.4296 0.7382 3.76
0.4191 0.489 3.77
0.4198 0.2217 3.78
0.378 -0.2018 3.79
0.4857 -0.6367 3.8
0.5412 -1.1323 3.81
0.5596 -1.4626 3.82
0.6535 -1.5702 3.83
0.6228 -1.5075 3.84
0.7574 -1.449 3.85
0.6848 -0.9872 3.86
0.7755 -0.7238 3.87
0.6658 -0.3408 3.88
0.6375 -0.0418 3.89
0.6096 0.073 3.9
0.44 -0.0051 3.91
0.3147 -0.286 3.92
0.1899 -0.6835 3.93
0.0088 -1.027 3.94
-0.1709 -1.5985 3.95
-0.3111 -2.1047 3.96
-0.4403 -1.9823 3.97
-0.5107 -2.3233 3.98
-0.6191 -2.0928 3.99
-0.7122 -1.7456 4.0
-0.642 -1.3592 4.01
-0.5198 -0.8871 4.02
-0.3927 -0.6308 4.03
-0.2386 -0.4246 4.04
-0.0517 -0.4308 4.05
0.1889 -0.6693 4.06
0.4332 -0.9627 4.07
0.6739 -1.5262 4.08
1.0166 -1.9064 4.09
1.164 -2.1422 4.1
1.29 -2.6774 4.11
1.5943 -2.6507 4.12
1.667 -2.483 4.13
1.5776 -2.2789 4.14
1.3974 -1.7789 4.15
1.2106 -1.5195 4.16
1.1593 -0.9463 4.17
0.7874 -0.8249 4.18
0.5173 -0.6805 4.19
0.156 -0.8507 4.2
-0.189 -1.1576 4.21
-0.5776 -1.6457 4.22
-0.8901 -1.9482 4.23
-1.1725 -2.4981 4.24
-1.393 -2.8572 4.25
-1.5224 -2.5148 4.26
-1.6678 -2.8213 4.27
-1.65 -2.3556 4.28
-1.4354 -2.0107 4.29
-1.3528 -1.7466 4.3
-1.1443 -1.2165 4.31
-0.7405 -0.8481 4.32
-0.4615 -0.8083 4.33
-0.0329 -0.7477 4.34
0.3895 -1.1198 4.35
0.7014 -1.3419 4.36
1.147 -1.7914 4.37
1.3796 -2.3118 4.38
1.796 -2.6316 4.39
1.9772 -2.8871 4.4
1.7344 -2.5453 4.41
1.8339 -2.6072 4.42
1.7404 -2.1703 4.43
1.6537 -1.8095 4.44
1.2617 -1.2789 4.45
0.7826 -0.9275 4.46
0.4485 -0.6776 4.47
-0.0299 -0.6087 4.48
-0.4889 -0.7838 4.49
-0.8793 -0.9383 4.5
-1.3758 -1.4428 4.51
-1.7336 -1.8315 4.52
-2.0238 -2.2877 4.53
-1.9079 -2.6194 4.54
-2.3045 -2.3211 4.55
-2.1924 -2.2835 4.56
-2.1203 -1.9843 4.57
-1.9085 -1.4246 4.58
-1.5608 -1.0634 4.59
-1.112 -0.5911 4.6
-0.6039 -0.3153 4.61
-0.2353 -0.1966 4.62
0.1718 -0.2737 4.63
0.5508 -0.5475 4.64
0.907 -0.9506 4.65
1.1568 -1.1875 4.66
1.4814 -1.5442 4.67
1.5 -1.8354 4.68
1.6989 -1.7861 4.69
1.7098 -1.8945 4.7
1.5234 -1.5138 4.71
1.1352 -1.1058 4.72
0.8993 -0.6335 4.73
0.542 -0.1978 4.74
0.159 0.1388 4.75
-0.2431 0.3167 4.76
-0.6207 0.3199 4.77
-0.9972 0.1173 4.78
-1.3665 -0.2274 4.79
-1.5341 -0.6492 4.8
-1.8356 -0.9415 4.81
-1.7157 -1.2696 4.82
-2.048 -1.4414 4.83
-1.9692 -1.3897 4.84
-1.7329 -0.9727 4.85
-1.4931 -0.712 4.86
-1.3242 -0.2363 4.87
-1.0908 0.2383 4.88
-0.7183 0.6012 4.89
-0.4016 0.9579 4.9
-0.1207 0.9782 4.91
0.1475 0.8608 4.92
0.403 0.5617 4.93
0.5204 0.1455 4.94
0.7207 -0.2194 4.95
0.6917 -0.5259 4.96
0.7289 -0.7024 4.97
0.6303 -0.7959 4.98
0.5255 -0.4991 4.99
0.4024 -0.1873 5.0
0.2087 0.2658 5.01
0.0094 0.6723 5.02
-0.2303 1.2057 5.03
-0.4274 1.4694 5.04
-0.7074 1.5512 5.05
-0.7654 1.3359 5.06
-1.0763 1.2437 5.07
-1.0412 0.8867 5.08
-1.128 0.5181 5.09
-1.1606 0.1218 5.1
-1.2407 -0.1124 5.11
-1.1667 -0.1789 5.12
-1.1391 -0.0714 5.13
-0.9247 0.2454 5.14
-0.858 0.6599 5.15
-0.7647 1.1113 5.16
-0.6576 1.4057 5.17
-0.5836 1.8679 5.18
-0.4495 2.2261 5.19
-0.4747 2.0019 5.2
-0.4167 1.9387 5.21
-0.4384 1.4908 5.22
-0.4316 1.1883 5.23
-0.4181 0.7193 5.24
-0.4536 0.4051 5.25
-0.5516 0.2528 5.26
-0.6164 0.3387 5.27
-0.6154 0.5544 5.28
-0.6731 0.9294 5.29
-0.6651 1.5033 5.3
-0.6375 1.6602 5.31
-0.6356 2.3747 5.32
-0.6541 2.4487 5.33
-0.5731 2.2006 5.34
-0.4748 2.3892 5.35
-0.3706 2.0444 5.36
-0.3271 1.4139 5.37
-0.258 1.2179 5.38
-0.1804 0.7151 5.39
-0.1586 0.5814 5.4
-0.179 0.5716 5.41
-0.2102 0.7696 5.42
-0.29 1.0481 5.43
-0.3785 1.5039 5.44
-0.4997 1.8555 5.45
-0.7397 2.0848 5.46
-0.9116 2.6205 5.47
-1.0 2.4252 5.48
-1.1471 2.707 5.49
-1.3276 2.252 5.5
-1.4871 1.6463 5.51
-1.5889 1.3821 5.52
-1.6038 1.0214 5.53
-1.9357 0.6489 5.54
-1.741 0.6604 5.55
-1.5511 0.6682 5.56
-1.4437 0.8942 5.57
-1.2761 1.314 5.58
-1.01 1.7325 5.59
-0.7925 1.9912 5.6
-0.5631 2.2446 5.61
-0.2649 2.7532 5.62
0.0147 2.5416 5.63
0.2597 2.2116 5.64
0.4604 1.8261 5.65
0.5986 1.5246 5.66
0.6923 0.9528 5.67
0.6989 0.6386 5.68
0.5234 0.514 5.69
0.4114 0.4843 5.7
0.2159 0.6434 5.71
-0.0929 1.1198 5.72
-0.4458 1.3842 5.73
-0.7285 1.7579 5.74
-1.1897 2.0746 5.75
-1.5495 2.4435 5.76
-1.8216 2.4632 5.77
-2.1496 2.2588 5.78
-2.2575 1.7998 5.79
-2.6715 1.3055 5.8
-2.5128 0.779 5.81
-2.6349 0.4703 5.82
-2.6996 0.2168 5.83
-2.1964 0.1356 5.84
-2.0884 0.2853 5.85
-1.9131 0.5445 5.86
-1.4841 0.8877 5.87
-0.9732 1.4606 5.88
-0.5803 1.7841 5.89
-0.1166 1.8023 5.9
0.2449 1.7266 5.91
0.6057 1.5813 5.92
0.8541 1.4702 5.93
1.0082 0.8886 5.94
1.1267 0.4993 5.95
0.9556 0.1003 5.96
0.8652 -0.226 5.97
0.6306 -0.3723 5.98
0.3835 -0.2964 5.99
0.006 -0.0523 6.0
-0.4401 0.2998 6.01
-0.8398 0.7449 6.02
-1.1911 1.092 6.03
-1.9014 1.4277 6.04
-2.269 1.2607 6.05
-2.4848 1.1783 6.06
-2.9231 1.1047 6.07
-2.6896 0.5873 6.08
-2.8873 0.1286 6.09
-3.0037 -0.3529 6.1
-2.8014 -0.7171 6.11
-2.5783 -0.8767 6.12
-2.0852 -0.9379 6.13
-1.7247 -0.7418 6.14
-1.4792 -0.3846 6.15
-1.016 0.0118 6.16
-0.6574 0.4292 6.17
-0.1875 0.7535 6.18
0.1528 0.7666 6.19
0.4675 0.8067 6.2
0.6906 0.5835 6.21
0.7247 0.1714 6.22
0.8369 -0.2656 6.23
0.743 -0.7804 6.24
0.6605 -1.0836 6.25
0.4025 -1.2746 6.26
0.1695 -1.4535 6.27
-0.172 -1.2545 6.28
-0.5372 -0.9677 6.29
-0.9318 -0.6042 6.3
-1.4072 -0.237 6.31
-1.6964 0.0727 6.32
-1.7891 0.2858 6.33
-1.9966 0.2853 6.34
-2.4243 0.1278 6.35
-2.2679 -0.1776 6.36
-2.6036 -0.5966 6.37
-2.4729 -1.0655 6.38
-2.25 -1.603 6.39
-2.1374 -1.7466 6.4
-1.898 -2.1065 6.41
-1.734 -1.9329 6.42
-1.3434 -1.5833 6.43
-1.1434 -1.2974 6.44
-0.7037 -0.8979 6.45
-0.5484 -0.5039 6.46
-0.2768 -0.1997 6.47
-0.113 -0.1038 6.48
0.0083 -0.1909 6.49
0.0673 -0.4507 6.5
0.0723 -0.8426 6.51
0.0188 -1.4194 6.52
-0.0792 -1.687 6.53
-0.2093 -2.2728 6.54
-0.3868 -2.0854 6.55
-0.6347 -2.0868 6.56
-0.7007 -2.0813 6.57
-0.9048 -1.5121 6.58
-1.0811 -1.3457 6.59
-1.1947 -0.8855 6.6
-1.4258 -0.5608 6.61
-1.4343 -0.3535 6.62
-1.5068 -0.4245 6.63
-1.5132 -0.5692 6.64
-1.582 -1.0497 6.65
-1.4236 -1.4457 6.66
-1.4204 -1.868 6.67
-1.3469 -2.0261 6.68
-1.1935 -2.5819 6.69
-1.0816 -2.6328 6.7
-1.0529 -2.2196 6.71
-1.067 -1.8948 6.72
-1.0097 -1.5046 6.73
-0.8829 -1.0082 6.74
-0.8446 -0.6593 6.75
-0.8341 -0.4702 6.76
-1.0348 -0.442 6.77
-0.9052 -0.5869 6.78
-0.9475 -0.9037 6.79
-1.0817 -1.3232 6.8
-1.0179 -1.8237 6.81
-1.0714 -1.9565 6.82
-1.1013 -2.4995 6.83
-1.1407 -2.2136 6.84
-1.1372 -2.2383 6.85
-1.0295 -2.1728 6.86
-0.9877 -1.6861 6.87
-0.753 -1.2206 6.88
-0.7415 -0.7283 6.89
-0.5562 -0.4123 6.9
-0.4998 -0.3127 6.91
-0.3744 -0.4238 6.92
-0.3513 -0.6696 6.93
-0.3403 -1.0575 6.94
-0.349 -1.3014 6.95
-0.3404 -1.6478 6.96
-0.4621 -1.9945 6.97
-0.5858 -2.0839 6.98
-0.72 -1.9381 6.99
-0.8182 -1.8888 7.0
-1.0318 -1.4585 7.01
-1.2163 -0.972 7.02
-1.5787 -0.6567 7.03
-1.8027 -0.2673 7.04
-1.9904 -0.0677 7.05
-1.9773 -0.0508 7.06
-2.023 -0.2232 7.07
-2.047 -0.5396 7.08
-2.1463 -0.9496 7.09
-1.851 -1.3258 7.1
-1.8874 -1.5231 7.11
-1.5957 -1.9747 7.12
-1.2602 -1.8764 7.13
-0.8941 -1.5298 7.14
-0.65 -1.2052 7.15
-0.3561 -0.7721 7.16
-0.0418 -0.3345 7.17
0.2335 0.0484 7.18
0.4687 0.2975 7.19
0.5889 0.3499 7.2
0.6057 0.2611 7.21
0.7269 -0.0023 7.22
0.6093 -0.3948 7.23
0.4621 -0.789 7.24
0.216 -1.0978 7.25
-0.0722 -1.2387 7.26
-0.396 -1.3516 7.27
-0.8616 -1.2936 7.28
-1.2779 -0.9014 7.29
-1.3955 -0.4436 7.3
-1.9013 -0.0217 7.31
-2.0768 0.4135 7.32
-2.3203 0.6672 7.33
-2.7051 0.8076 7.34
-2.7486 0.7897 7.35
-2.4535 0.5699 7.36
-2.3519 0.2146 7.37
-2.2889 -0.1593 7.38
-2.0354 -0.5591 7.39
-1.7267 -0.8535 7.4
-1.1945 -0.9359 7.41
-0.9439 -0.7495 7.42
-0.4728 -0.5897 7.43
-0.0262 -0.1634 7.44
0.3308 0.3132 7.45
0.642 0.691 7.46
1.0455 1.163 7.47
1.1465 1.3827 7.48
1.304 1.3116 7.49
1.229 1.1336 7.5
1.1325 0.8259 7.51
0.8401 0.4435 7.52
0.5301 0.0447 7.53
0.2134 -0.2675 7.54
-0.2174 -0.4173 7.55
-0.6472 -0.3698 7.56
-1.1217 -0.1898 7.57
-1.4775 0.1731 7.58
-1.8868 0.6027 7.59
-2.1595 1.1179 7.6
-2.2934 1.4767 7.61
-2.7258 1.6767 7.62
-2.4485 1.6337 7.63
-2.4032 1.7304 7.64
-2.2564 1.3779 7.65
-2.2482 0.9311 7.66
-2.0008 0.5281 7.67
-1.6042 0.2214 7.68
-1.2306 -0.0162 7.69
-0.7755 -0.0582 7.7
-0.3467 0.0703 7.71
0.0679 0.3859 7.72
0.3899 0.8324 7.73
0.7387 1.3508 7.74
0.8949 1.6473 7.75
1.0703 1.9968 7.76
1.2041 1.9715 7.77
0.9928 1.9193 7.78
0.9122 1.6006 7.79
0.712 1.3952 7.8
0.5343 0.9369 7.81
0.1931 0.6155 7.82
-0.146 0.2618 7.83
-0.5076 0.1588 7.84
-0.862 0.2394 7.85
-1.214 0.5156 7.86
-1.6005 0.8915 7.87
-1.5439 1.4158 7.88
-1.9571 1.6111 7.89
-1.7999 2.1691 7.9
-1.8087 1.9886 7.91
-1.9289 2.3005 7.92
-1.8884 1.9596 7.93
-1.5491 1.5861 7.94
-1.4178 1.2022 7.95
-1.095 0.7452 7.96
-0.9041 0.4389 7.97
-0.5557 0.2383 7.98
-0.2842 0.2331 7.99
-0.0521 0.4282 8.0
0.1422 0.7067 8.01
0.323 1.123 8.02
0.4021 1.6274 8.03
0.4557 2.1433 8.04
0.4851 2.1618 8.05
0.407 2.086 8.06
0.3242 1.869 8.07
0.2479 1.6938 8.08
0.0828 1.1908 8.09
-0.0642 0.7921 8.1
-0.235 0.5068 8.11
-0.4137 0.2236 8.12
-0.482 0.1586 8.13
-0.5957 0.2408 8.14
-0.7319 0.5664 8.15
-0.7775 0.8315 8.16
-0.8673 1.3149 8.17
-0.8906 1.6677 8.18
-0.7822 1.9016 8.19
-0.6593 2.1039 8.2
-0.6754 2.1224 8.21
-0.6175 1.5898 8.22
-0.4972 1.26 8.23
-0.4714 0.7711 8.24
-0.3784 0.3741 8.25
-0.3377 0.0619 8.26
-0.2885 -0.0842 8.27
-0.2987 -0.0488 8.28
-0.2944 0.1892 8.29
-0.3191 0.548 8.3
-0.3787 0.8919 8.31
-0.4543 1.1919 8.32
-0.4281 1.5008 8.33
-0.4771 1.607 8.34
-0.4602 1.8209 8.35
-0.5475 1.4071 8.36
-0.4489 1.0432 8.37
-0.425 0.553 8.38
-0.3568 0.1647 8.39
-0.2779 -0.1774 8.4
-0.1261 -0.4417 8.41
-0.0047 -0.4609 8.42
0.1252 -0.2667 8.43
0.2515 0.0399 8.44
0.3811 0.3908 8.45
0.4574 0.8451 8.46
0.5558 1.1526 8.47
0.5631 1.4671 8.48
0.6302 1.2149 8.49
0.4974 1.166 8.5
0.4406 0.7386 8.51
0.2989 0.3957 8.52
0.1205 -0.0859 8.53
-0.0836 -0.458 8.54
-0.2824 -0.7127 8.55
-0.5332 -0.7677 8.56
-0.7157 -0.8142 8.57
-0.8648 -0.434 8.58
-1.1371 -0.1015 8.59
-1.1835 0.2801 8.6
-1.3848 0.6108 8.61
-1.3066 0.8032 8.62
-1.2152 0.9381 8.63
-1.0481 0.7791 8.64
-0.9272 0.5348 8.65
-0.7342 0.1145 8.66
-0.4284 -0.3802 8.67
-0.1066 -0.7154 8.68
0.2516 -1.0928 8.69
0.5786 -1.3531 8.7
0.9039 -1.2868 8.71
1.2575 -1.0764 8.72
1.4246 -0.6183 8.73
1.5629 -0.218 8.74
1.5366 0.1466 8.75
1.7258 0.4112 8.76
1.7128 0.6073 8.77
1.3722 0.5056 8.78
1.234 0.2735 8.79
0.9132 -0.1145 8.8
0.5158 -0.6296 8.81
0.1615 -0.9677 8.82
-0.2337 -1.5026 8.83
-0.6688 -1.4645 8.84
-0.9689 -1.5803 8.85
-1.3345 -1.3885 8.86
-1.6487 -1.0715 8.87
-1.5976 -0.7621 8.88
-1.9265 -0.2614 8.89
-1.8704 0.0388 8.9
-1.7861 0.2458 8.91
-1.342 0.2191 8.92
-1.0929 0.0486 8.93
-0.801 -0.2632 8.94
-0.3995 -0.7404 8.95
0.0655 -1.1459 8.96
0.5429 -1.4613 8.97
0.9232 -1.6568 8.98
1.4563 -2.0015 8.99
1.6347 -1.7388 9.0
2.0793 -1.545 9.01
2.2904 -1.1244 9.02
2.3613 -0.618 9.03
2.1848 -0.2596 9.04
2.2265 -0.0199 9.05
1.9659 0.0546 9.06
1.426 -0.0551 9.07
1.2478 -0.3242 9.08
0.7673 -0.7506 9.09
0.3664 -1.2538 9.1
-0.0547 -1.6809 9.11
-0.5054 -1.724 9.12
-0.7779 -2.1668 9.13
-1.185 -1.7375 9.14
-1.3123 -1.8127 9.15
-1.619 -1.2105 9.16
-1.5619 -0.9329 9.17
-1.4613 -0.4839 9.18
-1.5124 -0.1723 9.19
-1.3058 -0.0135 9.2
-0.988 -0.0628 9.21
-0.5899 -0.268 9.22
-0.1513 -0.6292 9.23
0.2517 -1.1602 9.24
0.6279 -1.4906 9.25
1.0305 -1.8451 9.26
1.4815 -2.1269 9.27
1.5616 -1.9447 9.28
1.898 -1.6733 9.29
1.938 -1.4251 9.3
2.0516 -0.8779 9.31
1.9084 -0.547 9.32
1.8491 -0.1924 9.33
1.7107 0.0234 9.34
1.6016 0.0532 9.35
1.2037 -0.1114 9.36
0.928 -0.4001 9.37
0.5149 -0.8502 9.38
0.2181 -1.2026 9.39
-0.0985 -1.5653 9.4
-0.3843 -1.7534 9.41
-0.5415 -2.0101 9.42
-0.701 -1.806 9.43
-0.7503 -1.3979 9.44
-0.8949 -1.0104 9.45
-0.8026 -0.4904 9.46
