#Atlantis NPP, unit 12
#date;bc;fha;ao
5.8.1993;1.081;0.896;-6.306
6.8.1993;1.073;0.895;-6.304
7.8.1993;1.059;0.894;-6.302
8.8.1993;1.053;0.892;-6.3
9.8.1993;1.047;0.892;-6.298
10.8.1993;1.034;0.891;-6.297
11.8.1993;1.024;0.889;-6.295
12.8.1993;1.013;0.888;-6.294
13.8.1993;1.005;0.886;-6.293
14.8.1993;0.993;0.885;-6.292
15.8.1993;0.979;0.884;-6.29
16.8.1993;0.968;0.883;-6.289
17.8.1993;0.953;0.882;-6.287
18.8.1993;0.946;0.882;-6.285
19.8.1993;0.933;0.881;-6.283
20.8.1993;0.928;0.88;-6.282
21.8.1993;0.915;0.879;-6.28
22.8.1993;0.906;0.878;-6.278
23.8.1993;0.892;0.878;-6.277
24.8.1993;0.883;0.877;-6.276
25.8.1993;0.87;0.876;-6.274
26.8.1993;0.865;0.875;-6.272
27.8.1993;0.854;0.874;-6.271
28.8.1993;0.843;0.873;-6.269
29.8.1993;0.829;0.872;-6.268
30.8.1993;0.814;0.871;-6.267
31.8.1993;0.803;0.87;-6.265
1.9.1993;0.797;0.869;-6.263
2.9.1993;0.784;0.867;-6.263
3.9.1993;0.773;0.866;-6.261
4.9.1993;0.766;0.865;-6.26
5.9.1993;0.754;0.864;-6.258
6.9.1993;0.743;0.863;-6.256
7.9.1993;0.734;0.862;-6.255
8.9.1993;0.72;0.861;-6.254
9.9.1993;0.708;0.86;-6.254
10.9.1993;0.699;0.859;-6.252
11.9.1993;0.686;0.858;-6.25
12.9.1993;0.672;0.858;-6.248
13.9.1993;0.658;0.856;-6.246
14.9.1993;0.647;0.855;-6.244
15.9.1993;0.634;0.854;-6.243
16.9.1993;0.62;0.853;-6.242
17.9.1993;0.609;0.852;-6.24
18.9.1993;0.6;0.851;-6.238
19.9.1993;0.59;0.85;-6.237
20.9.1993;0.579;0.849;-6.236
21.9.1993;0.57;0.848;-6.235
22.9.1993;0.555;0.846;-6.233
23.9.1993;0.544;0.846;-6.232
24.9.1993;0.536;0.845;-6.23
25.9.1993;0.522;0.843;-6.228
26.9.1993;0.513;0.843;-6.226
27.9.1993;0.503;0.842;-6.224
28.9.1993;0.495;0.841;-6.222
29.9.1993;0.486;0.841;-6.22
30.9.1993;0.475;0.84;-6.219
1.10.1993;0.469;0.839;-6.217
2.10.1993;0.457;0.838;-6.215
3.10.1993;0.447;0.837;-6.214
4.10.1993;0.434;0.836;-6.212
5.10.1993;0.42;0.835;-6.211
6.10.1993;0.414;0.834;-6.209
7.10.1993;0.408;0.833;-6.207
8.10.1993;0.4;0.832;-6.206
9.10.1993;0.39;0.83;-6.204
10.10.1993;0.378;0.829;-6.202
11.10.1993;0.37;0.828;-6.201
12.10.1993;0.361;0.827;-6.2
13.10.1993;0.355;0.826;-6.197
14.10.1993;0.345;0.825;-6.197
15.10.1993;0.335;0.823;-6.196
16.10.1993;0.326;0.823;-6.194
17.10.1993;0.32;0.822;-6.192
18.10.1993;0.311;0.821;-6.191
19.10.1993;0.303;0.82;-6.189
20.10.1993;0.29;0.818;-6.187
21.10.1993;0.285;0.818;-6.186
22.10.1993;0.276;0.817;-6.184
23.10.1993;0.269;0.816;-6.182
24.10.1993;0.262;0.815;-6.18
25.10.1993;0.253;0.814;-6.178
26.10.1993;0.239;0.813;-6.177
27.10.1993;0.231;0.812;-6.175
28.10.1993;0.224;0.811;-6.173
29.10.1993;0.216;0.81;-6.173
30.10.1993;0.208;0.809;-6.171
31.10.1993;0.202;0.808;-6.169
1.11.1993;0.196;0.807;-6.167
2.11.1993;0.183;0.806;-6.166
3.11.1993;0.175;0.805;-6.165
4.11.1993;0.161;0.804;-6.164
5.11.1993;0.156;0.803;-6.163
6.11.1993;0.145;0.802;-6.162
7.11.1993;0.133;0.8;-6.161
8.11.1993;0.126;0.799;-6.159
9.11.1993;0.117;0.799;-6.158
10.11.1993;0.109;0.797;-6.156
11.11.1993;0.1;0.797;-6.154
12.11.1993;0.094;0.796;-6.152
13.11.1993;0.083;0.794;-6.15
14.11.1993;0.072;0.793;-6.148
15.11.1993;0.059;0.792;-6.146
16.11.1993;0.052;0.791;-6.145
17.11.1993;0.043;0.79;-6.144
18.11.1993;0.033;0.79;-6.142
19.11.1993;0.019;0.789;-6.141
20.11.1993;0.012;0.788;-6.14
21.11.1993;0.004;0.787;-6.139
