#Disneyland NPP, unit 15
#date;ao;fha;bc
12/10/1986;-6.164;1.368;4.863
12/11/1986;-6.161;1.368;4.857
12/12/1986;-6.159;1.367;4.845
12/13/1986;-6.157;1.365;4.837
12/14/1986;-6.156;1.364;4.831
12/15/1986;-6.154;1.363;4.821
12/16/1986;-6.152;1.362;4.812
12/17/1986;-6.149;1.361;4.803
12/18/1986;-6.147;1.36;4.792
12/19/1986;-6.144;1.359;4.786
12/20/1986;-6.142;1.359;4.774
12/21/1986;-6.14;1.358;4.765
12/22/1986;-6.137;1.357;4.756
12/23/1986;-6.135;1.356;4.748
12/24/1986;-6.132;1.355;4.743
12/25/1986;-6.129;1.354;4.728
12/26/1986;-6.128;1.353;4.714
12/27/1986;-6.127;1.352;4.707
12/28/1986;-6.125;1.351;4.702
12/29/1986;-6.122;1.35;4.69
12/30/1986;-6.121;1.349;4.682
12/31/1986;-6.118;1.348;4.676
01/01/1987;-6.117;1.347;4.67
01/02/1987;-6.114;1.346;4.664
01/03/1987;-6.111;1.345;4.652
01/04/1987;-6.109;1.344;4.643
01/05/1987;-6.107;1.342;4.634
01/06/1987;-6.104;1.342;4.622
01/07/1987;-6.101;1.34;4.616
01/08/1987;-6.098;1.339;4.603
01/09/1987;-6.096;1.338;4.596
01/10/1987;-6.093;1.338;4.588
01/11/1987;-6.092;1.337;4.574
01/12/1987;-6.089;1.336;4.565
01/13/1987;-6.087;1.335;4.553
01/14/1987;-6.085;1.333;4.547
01/15/1987;-6.084;1.332;4.532
01/16/1987;-6.082;1.33;4.519
01/17/1987;-6.079;1.329;4.512
01/18/1987;-6.078;1.328;4.501
01/19/1987;-6.075;1.327;4.491
01/20/1987;-6.074;1.326;4.485
01/21/1987;-6.072;1.325;4.472
01/22/1987;-6.07;1.324;4.458
01/23/1987;-6.068;1.323;4.452
01/24/1987;-6.066;1.322;4.438
01/25/1987;-6.063;1.321;4.428
01/26/1987;-6.061;1.32;4.419
01/27/1987;-6.059;1.319;4.406
01/28/1987;-6.057;1.318;4.393
01/29/1987;-6.055;1.317;4.379
01/30/1987;-6.051;1.315;4.365
01/31/1987;-6.05;1.314;4.354
02/01/1987;-6.049;1.314;4.345
02/02/1987;-6.047;1.313;4.334
02/03/1987;-6.045;1.312;4.321
02/04/1987;-6.043;1.311;4.308
02/05/1987;-6.042;1.31;4.301
02/06/1987;-6.04;1.309;4.288
02/07/1987;-6.039;1.308;4.277
02/08/1987;-6.037;1.306;4.265
02/09/1987;-6.036;1.305;4.258
02/10/1987;-6.034;1.305;4.245
02/11/1987;-6.032;1.304;4.234
02/12/1987;-6.03;1.303;4.224
02/13/1987;-6.029;1.302;4.211
02/14/1987;-6.026;1.301;4.2
02/15/1987;-6.023;1.299;4.191
02/16/1987;-6.021;1.298;4.181
02/17/1987;-6.019;1.298;4.168
02/18/1987;-6.016;1.297;4.158
02/19/1987;-6.015;1.296;4.153
02/20/1987;-6.012;1.295;4.147
02/21/1987;-6.01;1.294;4.136
02/22/1987;-6.007;1.293;4.123
02/23/1987;-6.005;1.292;4.114
02/24/1987;-6.003;1.29;4.106
02/25/1987;-6.002;1.289;4.098
02/26/1987;-5.999;1.288;4.091
02/27/1987;-5.997;1.287;4.083
02/28/1987;-5.995;1.287;4.071
03/01/1987;-5.993;1.286;4.062
03/02/1987;-5.991;1.285;4.05
03/03/1987;-5.988;1.284;4.041
03/04/1987;-5.986;1.283;4.029
03/05/1987;-5.985;1.282;4.02
03/06/1987;-5.983;1.281;4.009
03/07/1987;-5.98;1.281;3.998
03/08/1987;-5.978;1.28;3.988
03/09/1987;-5.976;1.279;3.981
03/10/1987;-5.975;1.278;3.969
03/11/1987;-5.973;1.276;3.963
03/12/1987;-5.97;1.275;3.953
03/13/1987;-5.969;1.275;3.941
03/14/1987;-5.967;1.273;3.929
03/15/1987;-5.966;1.272;3.919
03/16/1987;-5.964;1.271;3.911
03/17/1987;-5.962;1.27;3.899
03/18/1987;-5.961;1.269;3.889
03/19/1987;-5.959;1.268;3.88
03/20/1987;-5.956;1.267;3.87
03/21/1987;-5.954;1.266;3.865
03/22/1987;-5.953;1.265;3.857
03/23/1987;-5.95;1.263;3.85
03/24/1987;-5.947;1.263;3.841
03/25/1987;-5.945;1.261;3.827
03/26/1987;-5.943;1.26;3.814
03/27/1987;-5.94;1.258;3.799
03/28/1987;-5.938;1.258;3.793
03/29/1987;-5.937;1.257;3.788
03/30/1987;-5.935;1.256;3.776
03/31/1987;-5.934;1.255;3.764
04/01/1987;-5.932;1.255;3.757
04/02/1987;-5.93;1.253;3.747
04/03/1987;-5.928;1.253;3.735
04/04/1987;-5.925;1.252;3.727
04/05/1987;-5.924;1.25;3.715
04/06/1987;-5.921;1.249;3.708
04/07/1987;-5.92;1.248;3.701
04/08/1987;-5.917;1.247;3.691
04/09/1987;-5.915;1.246;3.681
04/10/1987;-5.913;1.245;3.674
04/11/1987;-5.912;1.244;3.664
04/12/1987;-5.911;1.243;3.659
04/13/1987;-5.909;1.242;3.644
04/14/1987;-5.907;1.241;3.636
04/15/1987;-5.905;1.24;3.63
04/16/1987;-5.904;1.239;3.622
04/17/1987;-5.902;1.239;3.613
04/18/1987;-5.901;1.238;3.599
04/19/1987;-5.898;1.238;3.593
04/20/1987;-5.897;1.237;3.581
04/21/1987;-5.896;1.235;3.571
04/22/1987;-5.893;1.235;3.56
04/23/1987;-5.892;1.233;3.546
04/24/1987;-5.889;1.232;3.531
04/25/1987;-5.887;1.231;3.523
04/26/1987;-5.886;1.23;3.517
04/27/1987;-5.883;1.229;3.508
04/28/1987;-5.882;1.228;3.496
04/29/1987;-5.879;1.227;3.488
04/30/1987;-5.877;1.226;3.475
05/01/1987;-5.875;1.225;3.467
05/02/1987;-5.873;1.224;3.454
05/03/1987;-5.871;1.223;3.448
05/04/1987;-5.87;1.222;3.436
05/05/1987;-5.868;1.221;3.43
05/06/1987;-5.866;1.22;3.422
05/07/1987;-5.864;1.219;3.416
05/08/1987;-5.863;1.218;3.403
05/09/1987;-5.862;1.217;3.395
05/10/1987;-5.86;1.216;3.389
05/11/1987;-5.858;1.215;3.377
05/12/1987;-5.856;1.214;3.362
05/13/1987;-5.853;1.213;3.348
05/14/1987;-5.851;1.213;3.336
05/15/1987;-5.85;1.212;3.327
05/16/1987;-5.848;1.211;3.313
05/17/1987;-5.847;1.21;3.301
05/18/1987;-5.844;1.209;3.289
05/19/1987;-5.843;1.208;3.278
05/20/1987;-5.84;1.207;3.269
05/21/1987;-5.838;1.206;3.26
05/22/1987;-5.836;1.205;3.254
05/23/1987;-5.834;1.204;3.242
05/24/1987;-5.832;1.203;3.233
05/25/1987;-5.831;1.202;3.221
05/26/1987;-5.829;1.202;3.207
05/27/1987;-5.827;1.201;3.2
05/28/1987;-5.826;1.199;3.188
05/29/1987;-5.824;1.198;3.174
05/30/1987;-5.823;1.197;3.162
05/31/1987;-5.821;1.197;3.151
06/01/1987;-5.819;1.195;3.144
06/02/1987;-5.817;1.195;3.132
06/03/1987;-5.816;1.194;3.125
06/04/1987;-5.814;1.193;3.118
06/05/1987;-5.812;1.192;3.109
06/06/1987;-5.809;1.191;3.096
06/07/1987;-5.807;1.19;3.087
06/08/1987;-5.805;1.189;3.074
06/09/1987;-5.803;1.188;3.067
06/10/1987;-5.801;1.187;3.052
06/11/1987;-5.8;1.185;3.041
06/12/1987;-5.798;1.184;3.032
06/13/1987;-5.795;1.183;3.022
06/14/1987;-5.794;1.182;3.012
06/15/1987;-5.792;1.181;2.998
06/16/1987;-5.79;1.179;2.988
06/17/1987;-5.789;1.179;2.979
06/18/1987;-5.787;1.177;2.969
06/19/1987;-5.785;1.176;2.956
06/20/1987;-5.784;1.175;2.942
06/21/1987;-5.782;1.174;2.936
06/22/1987;-5.78;1.174;2.923
06/23/1987;-5.778;1.173;2.915
06/24/1987;-5.777;1.173;2.906
06/25/1987;-5.775;1.172;2.895
06/26/1987;-5.774;1.171;2.89
06/27/1987;-5.772;1.171;2.883
06/28/1987;-5.77;1.169;2.871
06/29/1987;-5.768;1.168;2.858
06/30/1987;-5.766;1.167;2.844
07/01/1987;-5.765;1.166;2.834
07/02/1987;-5.763;1.165;2.822
07/03/1987;-5.762;1.164;2.814
07/04/1987;-5.759;1.162;2.804
07/05/1987;-5.758;1.162;2.795
07/06/1987;-5.755;1.161;2.782
07/07/1987;-5.753;1.161;2.769
07/08/1987;-5.752;1.16;2.757
07/09/1987;-5.75;1.159;2.742
07/10/1987;-5.749;1.159;2.736
07/11/1987;-5.747;1.158;2.728
07/12/1987;-5.746;1.157;2.716
07/13/1987;-5.744;1.156;2.707
07/14/1987;-5.743;1.155;2.698
07/15/1987;-5.741;1.154;2.689
07/16/1987;-5.739;1.154;2.678
07/17/1987;-5.738;1.153;2.665
07/18/1987;-5.736;1.152;2.655
07/19/1987;-5.735;1.151;2.65
07/20/1987;-5.734;1.15;2.639
07/21/1987;-5.732;1.15;2.63
07/22/1987;-5.73;1.148;2.619
07/23/1987;-5.727;1.147;2.614
07/24/1987;-5.725;1.145;2.6
07/25/1987;-5.724;1.145;2.586
07/26/1987;-5.722;1.144;2.573
07/27/1987;-5.72;1.144;2.566
07/28/1987;-5.718;1.142;2.555
07/29/1987;-5.717;1.142;2.549
07/30/1987;-5.715;1.141;2.541
07/31/1987;-5.714;1.14;2.533
08/01/1987;-5.712;1.139;2.521
08/02/1987;-5.711;1.137;2.515
08/03/1987;-5.709;1.137;2.506
08/04/1987;-5.707;1.135;2.497
08/05/1987;-5.705;1.134;2.488
08/06/1987;-5.703;1.133;2.476
08/07/1987;-5.701;1.132;2.461
08/08/1987;-5.699;1.131;2.455
08/09/1987;-5.697;1.129;2.442
08/10/1987;-5.696;1.129;2.434
08/11/1987;-5.695;1.127;2.427
08/12/1987;-5.693;1.126;2.421
08/13/1987;-5.691;1.126;2.411
08/14/1987;-5.689;1.124;2.4
08/15/1987;-5.688;1.124;2.386
08/16/1987;-5.686;1.123;2.38
08/17/1987;-5.683;1.122;2.37
08/18/1987;-5.681;1.121;2.362
08/19/1987;-5.68;1.12;2.349
08/20/1987;-5.677;1.119;2.342
08/21/1987;-5.676;1.119;2.331
08/22/1987;-5.674;1.117;2.322
08/23/1987;-5.672;1.116;2.317
08/24/1987;-5.67;1.116;2.304
08/25/1987;-5.669;1.115;2.293
08/26/1987;-5.667;1.114;2.28
08/27/1987;-5.666;1.113;2.268
08/28/1987;-5.665;1.112;2.255
08/29/1987;-5.663;1.111;2.25
08/30/1987;-5.661;1.11;2.237
08/31/1987;-5.659;1.109;2.223
09/01/1987;-5.657;1.108;2.212
09/02/1987;-5.656;1.106;2.198
09/03/1987;-5.654;1.106;2.186
09/04/1987;-5.652;1.105;2.174
09/05/1987;-5.649;1.104;2.169
09/06/1987;-5.647;1.103;2.157
09/07/1987;-5.646;1.102;2.149
09/08/1987;-5.645;1.101;2.141
09/09/1987;-5.644;1.099;2.134
09/10/1987;-5.643;1.098;2.122
09/11/1987;-5.641;1.097;2.115
09/12/1987;-5.64;1.096;2.104
09/13/1987;-5.638;1.095;2.098
09/14/1987;-5.636;1.094;2.092
09/15/1987;-5.634;1.093;2.085
09/16/1987;-5.633;1.092;2.075
09/17/1987;-5.631;1.091;2.063
09/18/1987;-5.629;1.09;2.055
09/19/1987;-5.627;1.089;2.043
09/20/1987;-5.626;1.088;2.032
09/21/1987;-5.625;1.087;2.021
09/22/1987;-5.622;1.085;2.014
09/23/1987;-5.62;1.085;2.004
09/24/1987;-5.618;1.084;1.993
09/25/1987;-5.617;1.083;1.982
09/26/1987;-5.615;1.082;1.968
09/27/1987;-5.614;1.081;1.96
09/28/1987;-5.611;1.079;1.955
09/29/1987;-5.609;1.078;1.941
09/30/1987;-5.607;1.077;1.931
10/01/1987;-5.606;1.077;1.916
10/02/1987;-5.605;1.076;1.91
10/03/1987;-5.603;1.075;1.902
10/04/1987;-5.601;1.074;1.888
10/05/1987;-5.599;1.073;1.878
10/06/1987;-5.598;1.073;1.866
10/07/1987;-5.596;1.072;1.854
10/08/1987;-5.594;1.071;1.841
10/09/1987;-5.592;1.07;1.831
10/10/1987;-5.589;1.069;1.824
10/11/1987;-5.588;1.068;1.818
10/12/1987;-5.586;1.067;1.811
10/13/1987;-5.584;1.066;1.805
10/14/1987;-5.582;1.065;1.796
10/15/1987;-5.581;1.064;1.787
10/16/1987;-5.58;1.063;1.776
10/17/1987;-5.578;1.063;1.769
10/18/1987;-5.576;1.062;1.756
10/19/1987;-5.574;1.061;1.749
10/20/1987;-5.571;1.06;1.739
10/21/1987;-5.57;1.058;1.732
10/22/1987;-5.569;1.057;1.725
10/23/1987;-5.568;1.056;1.716
10/24/1987;-5.566;1.056;1.707
10/25/1987;-5.563;1.054;1.701
10/26/1987;-5.562;1.054;1.689
10/27/1987;-5.561;1.052;1.681
10/28/1987;-5.559;1.052;1.673
10/29/1987;-5.558;1.051;1.663
10/30/1987;-5.557;1.05;1.657
10/31/1987;-5.555;1.049;1.644
11/01/1987;-5.553;1.048;1.631
11/02/1987;-5.551;1.047;1.621
11/03/1987;-5.549;1.046;1.613
11/04/1987;-5.548;1.046;1.607
11/05/1987;-5.546;1.044;1.597
11/06/1987;-5.544;1.044;1.59
11/07/1987;-5.542;1.043;1.576
11/08/1987;-5.54;1.042;1.57
11/09/1987;-5.538;1.04;1.56
11/10/1987;-5.537;1.04;1.552
11/11/1987;-5.535;1.039;1.543
11/12/1987;-5.533;1.038;1.53
11/13/1987;-5.532;1.036;1.519
11/14/1987;-5.53;1.035;1.513
11/15/1987;-5.528;1.035;1.502
11/16/1987;-5.527;1.033;1.497
11/17/1987;-5.526;1.032;1.486
11/18/1987;-5.525;1.031;1.478
11/19/1987;-5.523;1.03;1.469
11/20/1987;-5.521;1.029;1.458
11/21/1987;-5.52;1.028;1.451
11/22/1987;-5.519;1.027;1.439
11/23/1987;-5.518;1.026;1.433
11/24/1987;-5.516;1.026;1.427
11/25/1987;-5.514;1.025;1.413
11/26/1987;-5.512;1.024;1.4
11/27/1987;-5.51;1.023;1.389
11/28/1987;-5.508;1.021;1.383
11/29/1987;-5.506;1.02;1.373
11/30/1987;-5.504;1.019;1.366
12/01/1987;-5.503;1.019;1.36
12/02/1987;-5.501;1.017;1.35
12/03/1987;-5.499;1.016;1.343
12/04/1987;-5.497;1.015;1.332
12/05/1987;-5.495;1.014;1.326
12/06/1987;-5.493;1.013;1.319
12/07/1987;-5.491;1.011;1.308
12/08/1987;-5.49;1.01;1.301
12/09/1987;-5.489;1.009;1.292
12/10/1987;-5.487;1.008;1.279
12/11/1987;-5.486;1.007;1.267
12/12/1987;-5.484;1.006;1.256
12/13/1987;-5.483;1.005;1.248
12/14/1987;-5.481;1.004;1.238
12/15/1987;-5.479;1.003;1.226
12/16/1987;-5.477;1.002;1.217
12/17/1987;-5.475;1.001;1.203
12/18/1987;-5.473;0.999;1.189
12/19/1987;-5.472;0.998;1.18
12/20/1987;-5.47;0.997;1.166
12/21/1987;-5.469;0.996;1.158
12/22/1987;-5.468;0.995;1.145
12/23/1987;-5.467;0.994;1.135
12/24/1987;-5.466;0.994;1.124
12/25/1987;-5.464;0.993;1.111
12/26/1987;-5.463;0.991;1.103
12/27/1987;-5.461;0.99;1.09
12/28/1987;-5.46;0.989;1.084
12/29/1987;-5.459;0.988;1.074
12/30/1987;-5.457;0.987;1.068
12/31/1987;-5.456;0.987;1.055
01/01/1988;-5.454;0.986;1.048
01/02/1988;-5.452;0.984;1.042
01/03/1988;-5.45;0.983;1.031
01/04/1988;-5.449;0.982;1.018
01/05/1988;-5.447;0.981;1.005
01/06/1988;-5.446;0.98;0.991
01/07/1988;-5.445;0.979;0.98
01/08/1988;-5.444;0.978;0.967
01/09/1988;-5.442;0.977;0.953
01/10/1988;-5.44;0.975;0.942
01/11/1988;-5.44;0.974;0.933
01/12/1988;-5.438;0.973;0.919
01/13/1988;-5.437;0.972;0.911
01/14/1988;-5.436;0.971;0.9
01/15/1988;-5.434;0.97;0.885
01/16/1988;-5.433;0.969;0.873
01/17/1988;-5.432;0.968;0.867
01/18/1988;-5.43;0.967;0.862
01/19/1988;-5.428;0.966;0.851
01/20/1988;-5.426;0.965;0.844
01/21/1988;-5.425;0.964;0.837
01/22/1988;-5.424;0.963;0.826
01/23/1988;-5.423;0.961;0.811
01/24/1988;-5.422;0.96;0.801
01/25/1988;-5.42;0.959;0.789
01/26/1988;-5.418;0.957;0.777
01/27/1988;-5.416;0.957;0.763
01/28/1988;-5.415;0.955;0.752
01/29/1988;-5.413;0.954;0.744
01/30/1988;-5.411;0.953;0.729
01/31/1988;-5.41;0.952;0.724
02/01/1988;-5.409;0.951;0.714
02/02/1988;-5.407;0.95;0.705
02/03/1988;-5.404;0.948;0.7
02/04/1988;-5.403;0.947;0.686
02/05/1988;-5.402;0.946;0.674
02/06/1988;-5.4;0.945;0.659
02/07/1988;-5.398;0.944;0.646
02/08/1988;-5.397;0.943;0.641
02/09/1988;-5.396;0.941;0.631
02/10/1988;-5.395;0.94;0.619
02/11/1988;-5.393;0.939;0.613
02/12/1988;-5.391;0.938;0.604
02/13/1988;-5.389;0.938;0.598
02/14/1988;-5.388;0.937;0.593
02/15/1988;-5.387;0.936;0.581
02/16/1988;-5.385;0.935;0.575
02/17/1988;-5.384;0.934;0.563
02/18/1988;-5.382;0.932;0.551
02/19/1988;-5.381;0.931;0.538
02/20/1988;-5.379;0.931;0.526
02/21/1988;-5.378;0.929;0.521
02/22/1988;-5.377;0.928;0.512
02/23/1988;-5.375;0.927;0.498
02/24/1988;-5.374;0.926;0.491
02/25/1988;-5.372;0.924;0.477
02/26/1988;-5.37;0.923;0.462
02/27/1988;-5.368;0.922;0.45
02/28/1988;-5.366;0.92;0.436
02/29/1988;-5.365;0.919;0.424
03/01/1988;-5.363;0.918;0.416
03/02/1988;-5.361;0.917;0.405
03/03/1988;-5.359;0.916;0.396
03/04/1988;-5.357;0.915;0.384
03/05/1988;-5.356;0.913;0.37
03/06/1988;-5.354;0.912;0.356
03/07/1988;-5.353;0.911;0.348
03/08/1988;-5.351;0.91;0.341
03/09/1988;-5.35;0.909;0.327
03/10/1988;-5.349;0.908;0.314
03/11/1988;-5.348;0.907;0.308
03/12/1988;-5.346;0.906;0.298
03/13/1988;-5.345;0.905;0.285
03/14/1988;-5.344;0.905;0.274
03/15/1988;-5.342;0.904;0.268
03/16/1988;-5.34;0.903;0.256
03/17/1988;-5.339;0.903;0.243
03/18/1988;-5.336;0.901;0.233
03/19/1988;-5.335;0.901;0.227
03/20/1988;-5.333;0.899;0.22
03/21/1988;-5.332;0.898;0.21
03/22/1988;-5.331;0.897;0.197
03/23/1988;-5.328;0.897;0.186
03/24/1988;-5.328;0.896;0.176
03/25/1988;-5.327;0.894;0.164
03/26/1988;-5.325;0.894;0.156
03/27/1988;-5.323;0.893;0.143
03/28/1988;-5.323;0.892;0.133
03/29/1988;-5.321;0.891;0.121
03/30/1988;-5.32;0.89;0.107
03/31/1988;-5.319;0.889;0.097
04/01/1988;-5.318;0.888;0.087
04/02/1988;-5.317;0.887;0.081
04/03/1988;-5.316;0.886;0.07
04/04/1988;-5.314;0.885;0.057
04/05/1988;-5.312;0.884;0.049
04/06/1988;-5.312;0.883;0.04
04/07/1988;-5.31;0.882;0.027
04/08/1988;-5.308;0.881;0.013
04/09/1988;-5.307;0.88;0.004
