#Atlantis NPP, unit 2
#date;ao;fha;bc
15.3.1989;-4.748;1.083;3.378
16.3.1989;-4.747;1.082;3.365
17.3.1989;-4.744;1.081;3.356
18.3.1989;-4.742;1.08;3.349
19.3.1989;-4.74;1.079;3.335
20.3.1989;-4.737;1.078;3.325
21.3.1989;-4.735;1.077;3.318
22.3.1989;-4.733;1.076;3.313
23.3.1989;-4.73;1.075;3.304
24.3.1989;-4.728;1.073;3.299
25.3.1989;-4.726;1.072;3.287
26.3.1989;-4.724;1.072;3.274
27.3.1989;-4.722;1.071;3.267
28.3.1989;-4.72;1.07;3.256
29.3.1989;-4.719;1.069;3.245
30.3.1989;-4.718;1.068;3.231
31.3.1989;-4.715;1.067;3.226
1.4.1989;-4.714;1.066;3.211
2.4.1989;-4.712;1.065;3.204
3.4.1989;-4.709;1.065;3.191
4.4.1989;-4.707;1.064;3.184
5.4.1989;-4.706;1.063;3.172
6.4.1989;-4.705;1.062;3.16
7.4.1989;-4.703;1.061;3.149
8.4.1989;-4.7;1.06;3.135
9.4.1989;-4.697;1.06;3.129
10.4.1989;-4.695;1.059;3.118
11.4.1989;-4.694;1.058;3.112
12.4.1989;-4.693;1.057;3.099
13.4.1989;-4.692;1.055;3.084
14.4.1989;-4.69;1.055;3.073
15.4.1989;-4.689;1.053;3.065
16.4.1989;-4.687;1.052;3.052
17.4.1989;-4.685;1.052;3.039
18.4.1989;-4.683;1.051;3.029
19.4.1989;-4.682;1.05;3.02
20.4.1989;-4.681;1.049;3.005
21.4.1989;-4.679;1.048;2.997
22.4.1989;-4.676;1.047;2.989
23.4.1989;-4.673;1.046;2.982
24.4.1989;-4.672;1.045;2.975
25.4.1989;-4.67;1.044;2.965
26.4.1989;-4.667;1.043;2.954
27.4.1989;-4.666;1.042;2.947
28.4.1989;-4.664;1.041;2.938
29.4.1989;-4.662;1.04;2.928
30.4.1989;-4.66;1.039;2.918
1.5.1989;-4.658;1.038;2.912
2.5.1989;-4.657;1.038;2.906
3.5.1989;-4.655;1.036;2.893
4.5.1989;-4.653;1.035;2.881
5.5.1989;-4.651;1.034;2.867
6.5.1989;-4.649;1.032;2.858
7.5.1989;-4.647;1.032;2.848
8.5.1989;-4.645;1.031;2.837
9.5.1989;-4.643;1.03;2.823
10.5.1989;-4.641;1.029;2.809
11.5.1989;-4.639;1.028;2.797
12.5.1989;-4.637;1.027;2.784
13.5.1989;-4.635;1.026;2.773
14.5.1989;-4.633;1.024;2.759
15.5.1989;-4.632;1.023;2.747
16.5.1989;-4.63;1.022;2.737
17.5.1989;-4.628;1.022;2.723
18.5.1989;-4.626;1.021;2.711
19.5.1989;-4.625;1.02;2.705
20.5.1989;-4.624;1.019;2.698
21.5.1989;-4.623;1.018;2.685
22.5.1989;-4.621;1.017;2.672
23.5.1989;-4.62;1.016;2.66
24.5.1989;-4.618;1.015;2.646
25.5.1989;-4.615;1.014;2.64
26.5.1989;-4.613;1.012;2.629
27.5.1989;-4.611;1.012;2.616
28.5.1989;-4.609;1.011;2.609
29.5.1989;-4.607;1.01;2.598
30.5.1989;-4.605;1.01;2.591
31.5.1989;-4.603;1.009;2.577
1.6.1989;-4.601;1.009;2.565
2.6.1989;-4.599;1.007;2.551
3.6.1989;-4.597;1.006;2.544
4.6.1989;-4.595;1.005;2.531
5.6.1989;-4.592;1.005;2.516
6.6.1989;-4.591;1.003;2.505
7.6.1989;-4.589;1.003;2.5
8.6.1989;-4.587;1.002;2.485
9.6.1989;-4.585;1.0;2.478
10.6.1989;-4.583;0.999;2.47
11.6.1989;-4.581;0.999;2.461
12.6.1989;-4.58;0.997;2.45
13.6.1989;-4.578;0.996;2.441
14.6.1989;-4.575;0.995;2.433
15.6.1989;-4.573;0.994;2.426
16.6.1989;-4.572;0.994;2.412
17.6.1989;-4.569;0.993;2.399
18.6.1989;-4.568;0.992;2.387
19.6.1989;-4.567;0.991;2.378
20.6.1989;-4.565;0.99;2.367
21.6.1989;-4.562;0.989;2.36
22.6.1989;-4.561;0.987;2.355
23.6.1989;-4.558;0.986;2.34
24.6.1989;-4.556;0.985;2.326
25.6.1989;-4.553;0.983;2.318
26.6.1989;-4.551;0.982;2.31
27.6.1989;-4.549;0.981;2.296
28.6.1989;-4.548;0.98;2.287
29.6.1989;-4.546;0.979;2.279
30.6.1989;-4.545;0.978;2.273
1.7.1989;-4.543;0.977;2.265
2.7.1989;-4.542;0.977;2.251
3.7.1989;-4.539;0.976;2.237
4.7.1989;-4.538;0.975;2.227
5.7.1989;-4.537;0.974;2.22
6.7.1989;-4.535;0.973;2.213
7.7.1989;-4.533;0.971;2.201
8.7.1989;-4.532;0.971;2.193
9.7.1989;-4.531;0.97;2.18
10.7.1989;-4.53;0.968;2.174
11.7.1989;-4.528;0.968;2.162
12.7.1989;-4.526;0.967;2.155
13.7.1989;-4.525;0.965;2.145
14.7.1989;-4.524;0.964;2.135
15.7.1989;-4.521;0.964;2.125
16.7.1989;-4.52;0.962;2.112
17.7.1989;-4.518;0.962;2.103
18.7.1989;-4.516;0.961;2.094
19.7.1989;-4.515;0.959;2.082
20.7.1989;-4.514;0.959;2.072
21.7.1989;-4.512;0.957;2.059
22.7.1989;-4.511;0.956;2.05
23.7.1989;-4.509;0.954;2.043
24.7.1989;-4.508;0.953;2.033
25.7.1989;-4.506;0.952;2.023
26.7.1989;-4.504;0.952;2.016
27.7.1989;-4.501;0.951;2.002
28.7.1989;-4.501;0.95;1.991
29.7.1989;-4.5;0.949;1.981
30.7.1989;-4.498;0.947;1.971
31.7.1989;-4.496;0.946;1.958
1.8.1989;-4.495;0.946;1.947
2.8.1989;-4.493;0.944;1.936
3.8.1989;-4.491;0.944;1.93
4.8.1989;-4.489;0.943;1.92
5.8.1989;-4.487;0.942;1.914
6.8.1989;-4.486;0.941;1.901
7.8.1989;-4.484;0.939;1.891
8.8.1989;-4.482;0.938;1.883
9.8.1989;-4.48;0.937;1.877
10.8.1989;-4.478;0.936;1.871
11.8.1989;-4.476;0.935;1.86
12.8.1989;-4.474;0.934;1.848
13.8.1989;-4.472;0.933;1.833
14.8.1989;-4.47;0.932;1.823
15.8.1989;-4.468;0.931;1.808
16.8.1989;-4.466;0.931;1.801
17.8.1989;-4.465;0.929;1.792
18.8.1989;-4.463;0.929;1.777
19.8.1989;-4.461;0.927;1.77
20.8.1989;-4.46;0.926;1.764
21.8.1989;-4.458;0.925;1.757
22.8.1989;-4.457;0.924;1.749
23.8.1989;-4.455;0.924;1.739
24.8.1989;-4.454;0.922;1.725
25.8.1989;-4.453;0.921;1.714
26.8.1989;-4.451;0.92;1.702
27.8.1989;-4.45;0.919;1.697
28.8.1989;-4.449;0.917;1.683
29.8.1989;-4.447;0.917;1.672
30.8.1989;-4.446;0.916;1.664
31.8.1989;-4.444;0.915;1.654
1.9.1989;-4.443;0.914;1.642
2.9.1989;-4.441;0.913;1.633
3.9.1989;-4.439;0.912;1.621
4.9.1989;-4.437;0.911;1.607
5.9.1989;-4.436;0.91;1.601
6.9.1989;-4.434;0.909;1.591
7.9.1989;-4.433;0.908;1.58
8.9.1989;-4.432;0.907;1.569
9.9.1989;-4.43;0.906;1.561
10.9.1989;-4.429;0.905;1.552
11.9.1989;-4.426;0.904;1.544
12.9.1989;-4.425;0.903;1.531
13.9.1989;-4.422;0.902;1.52
14.9.1989;-4.422;0.9;1.508
15.9.1989;-4.421;0.9;1.493
16.9.1989;-4.42;0.898;1.484
17.9.1989;-4.419;0.897;1.469
18.9.1989;-4.417;0.897;1.456
19.9.1989;-4.416;0.896;1.444
20.9.1989;-4.415;0.895;1.432
21.9.1989;-4.413;0.894;1.418
22.9.1989;-4.411;0.893;1.407
23.9.1989;-4.409;0.892;1.396
24.9.1989;-4.408;0.891;1.39
25.9.1989;-4.406;0.889;1.384
26.9.1989;-4.405;0.888;1.376
27.9.1989;-4.404;0.887;1.365
28.9.1989;-4.402;0.886;1.357
29.9.1989;-4.4;0.886;1.346
30.9.1989;-4.4;0.885;1.339
1.10.1989;-4.398;0.884;1.326
2.10.1989;-4.396;0.884;1.318
3.10.1989;-4.394;0.882;1.31
4.10.1989;-4.392;0.881;1.302
5.10.1989;-4.391;0.88;1.288
6.10.1989;-4.39;0.879;1.278
7.10.1989;-4.388;0.878;1.269
8.10.1989;-4.387;0.877;1.255
9.10.1989;-4.385;0.876;1.247
10.10.1989;-4.383;0.875;1.241
11.10.1989;-4.381;0.874;1.234
12.10.1989;-4.379;0.873;1.221
13.10.1989;-4.377;0.872;1.216
14.10.1989;-4.376;0.871;1.203
15.10.1989;-4.374;0.87;1.194
16.10.1989;-4.372;0.869;1.182
17.10.1989;-4.371;0.868;1.172
18.10.1989;-4.37;0.867;1.162
19.10.1989;-4.368;0.866;1.154
20.10.1989;-4.367;0.864;1.147
21.10.1989;-4.366;0.863;1.139
22.10.1989;-4.363;0.862;1.126
23.10.1989;-4.362;0.861;1.116
24.10.1989;-4.362;0.86;1.108
25.10.1989;-4.361;0.859;1.098
26.10.1989;-4.36;0.858;1.09
27.10.1989;-4.358;0.857;1.08
28.10.1989;-4.357;0.857;1.073
29.10.1989;-4.355;0.856;1.061
30.10.1989;-4.354;0.854;1.05
31.10.1989;-4.352;0.853;1.038
1.11.1989;-4.351;0.852;1.025
2.11.1989;-4.349;0.85;1.011
3.11.1989;-4.347;0.849;1.003
4.11.1989;-4.345;0.848;0.991
5.11.1989;-4.343;0.847;0.984
6.11.1989;-4.341;0.846;0.975
7.11.1989;-4.339;0.846;0.968
8.11.1989;-4.337;0.845;0.953
9.11.1989;-4.336;0.844;0.941
10.11.1989;-4.335;0.843;0.936
11.11.1989;-4.332;0.842;0.928
12.11.1989;-4.331;0.84;0.921
13.11.1989;-4.329;0.839;0.91
14.11.1989;-4.328;0.838;0.902
15.11.1989;-4.326;0.837;0.896
16.11.1989;-4.325;0.836;0.888
17.11.1989;-4.323;0.836;0.883
18.11.1989;-4.322;0.834;0.87
19.11.1989;-4.319;0.833;0.855
20.11.1989;-4.319;0.832;0.841
21.11.1989;-4.317;0.831;0.83
22.11.1989;-4.315;0.83;0.825
23.11.1989;-4.313;0.828;0.815
24.11.1989;-4.312;0.828;0.805
25.11.1989;-4.311;0.827;0.797
26.11.1989;-4.31;0.826;0.782
27.11.1989;-4.307;0.825;0.777
28.11.1989;-4.306;0.824;0.768
29.11.1989;-4.304;0.823;0.761
30.11.1989;-4.303;0.822;0.747
1.12.1989;-4.301;0.822;0.74
2.12.1989;-4.299;0.82;0.734
3.12.1989;-4.298;0.82;0.725
4.12.1989;-4.297;0.818;0.719
5.12.1989;-4.295;0.818;0.709
6.12.1989;-4.293;0.816;0.696
7.12.1989;-4.292;0.816;0.684
8.12.1989;-4.291;0.815;0.673
9.12.1989;-4.289;0.814;0.668
10.12.1989;-4.287;0.813;0.658
11.12.1989;-4.286;0.812;0.645
12.12.1989;-4.284;0.81;0.631
13.12.1989;-4.283;0.81;0.617
14.12.1989;-4.281;0.809;0.607
15.12.1989;-4.28;0.807;0.598
16.12.1989;-4.279;0.806;0.591
17.12.1989;-4.278;0.805;0.582
18.12.1989;-4.277;0.803;0.575
19.12.1989;-4.275;0.803;0.56
20.12.1989;-4.273;0.802;0.555
21.12.1989;-4.272;0.8;0.541
22.12.1989;-4.271;0.799;0.535
23.12.1989;-4.27;0.798;0.529
24.12.1989;-4.268;0.797;0.518
25.12.1989;-4.267;0.796;0.511
26.12.1989;-4.265;0.795;0.505
27.12.1989;-4.265;0.794;0.492
28.12.1989;-4.263;0.793;0.485
29.12.1989;-4.261;0.792;0.48
30.12.1989;-4.259;0.791;0.47
31.12.1989;-4.257;0.789;0.463
1.1.1990;-4.256;0.789;0.455
2.1.1990;-4.255;0.788;0.445
3.1.1990;-4.254;0.787;0.439
4.1.1990;-4.253;0.786;0.432
5.1.1990;-4.251;0.785;0.425
6.1.1990;-4.249;0.784;0.418
7.1.1990;-4.247;0.784;0.41
8.1.1990;-4.245;0.783;0.404
9.1.1990;-4.243;0.782;0.393
10.1.1990;-4.242;0.781;0.382
11.1.1990;-4.241;0.78;0.374
12.1.1990;-4.24;0.78;0.363
13.1.1990;-4.238;0.779;0.358
14.1.1990;-4.237;0.778;0.348
15.1.1990;-4.236;0.778;0.335
16.1.1990;-4.235;0.776;0.327
17.1.1990;-4.234;0.775;0.313
18.1.1990;-4.232;0.775;0.305
19.1.1990;-4.23;0.773;0.291
20.1.1990;-4.228;0.772;0.279
21.1.1990;-4.226;0.771;0.268
22.1.1990;-4.225;0.769;0.255
23.1.1990;-4.224;0.768;0.243
24.1.1990;-4.222;0.767;0.236
25.1.1990;-4.221;0.766;0.227
26.1.1990;-4.22;0.765;0.221
27.1.1990;-4.217;0.764;0.214
28.1.1990;-4.216;0.763;0.205
29.1.1990;-4.214;0.761;0.198
30.1.1990;-4.212;0.76;0.185
31.1.1990;-4.211;0.759;0.172
1.2.1990;-4.209;0.759;0.158
2.2.1990;-4.208;0.758;0.15
3.2.1990;-4.208;0.757;0.14
4.2.1990;-4.207;0.756;0.127
5.2.1990;-4.205;0.755;0.113
6.2.1990;-4.203;0.754;0.099
7.2.1990;-4.202;0.754;0.087
8.2.1990;-4.2;0.753;0.073
9.2.1990;-4.198;0.752;0.065
10.2.1990;-4.196;0.751;0.054
11.2.1990;-4.194;0.75;0.042
12.2.1990;-4.192;0.748;0.031
13.2.1990;-4.191;0.747;0.019
14.2.1990;-4.189;0.746;0.009
