#Disneyland NPP, unit 4
#date;fha;ao;bc
1987-02-16;1.318;-6.38;3.801
1987-02-17;1.317;-6.377;3.789
1987-02-18;1.316;-6.374;3.775
1987-02-19;1.315;-6.373;3.761
1987-02-20;1.314;-6.37;3.746
1987-02-21;1.312;-6.368;3.738
1987-02-22;1.311;-6.367;3.733
1987-02-23;1.311;-6.365;3.724
1987-02-24;1.31;-6.363;3.715
1987-02-25;1.309;-6.36;3.703
1987-02-26;1.308;-6.358;3.696
1987-02-27;1.307;-6.357;3.683
1987-02-28;1.306;-6.355;3.673
1987-03-01;1.305;-6.353;3.66
1987-03-02;1.303;-6.351;3.648
1987-03-03;1.302;-6.348;3.642
1987-03-04;1.301;-6.346;3.634
1987-03-05;1.3;-6.344;3.622
1987-03-06;1.299;-6.341;3.614
1987-03-07;1.298;-6.339;3.602
1987-03-08;1.298;-6.337;3.591
1987-03-09;1.297;-6.334;3.581
1987-03-10;1.296;-6.331;3.571
1987-03-11;1.295;-6.329;3.561
1987-03-12;1.293;-6.327;3.555
1987-03-13;1.292;-6.325;3.55
1987-03-14;1.291;-6.324;3.539
1987-03-15;1.291;-6.322;3.532
1987-03-16;1.29;-6.32;3.519
1987-03-17;1.289;-6.318;3.509
1987-03-18;1.288;-6.317;3.504
1987-03-19;1.287;-6.315;3.498
1987-03-20;1.286;-6.312;3.491
1987-03-21;1.285;-6.311;3.477
1987-03-22;1.284;-6.308;3.466
1987-03-23;1.283;-6.307;3.454
1987-03-24;1.282;-6.306;3.44
1987-03-25;1.281;-6.304;3.43
1987-03-26;1.28;-6.301;3.417
1987-03-27;1.279;-6.299;3.41
1987-03-28;1.278;-6.296;3.405
1987-03-29;1.277;-6.293;3.39
1987-03-30;1.276;-6.29;3.379
1987-03-31;1.276;-6.287;3.371
1987-04-01;1.275;-6.286;3.365
1987-04-02;1.273;-6.284;3.353
1987-04-03;1.272;-6.281;3.342
1987-04-04;1.271;-6.279;3.335
1987-04-05;1.27;-6.276;3.322
1987-04-06;1.269;-6.274;3.308
1987-04-07;1.268;-6.273;3.294
1987-04-08;1.267;-6.271;3.286
1987-04-09;1.266;-6.268;3.274
1987-04-10;1.266;-6.265;3.266
1987-04-11;1.265;-6.264;3.258
1987-04-12;1.263;-6.262;3.247
1987-04-13;1.262;-6.259;3.237
1987-04-14;1.261;-6.258;3.223
1987-04-15;1.261;-6.257;3.212
1987-04-16;1.26;-6.254;3.2
1987-04-17;1.259;-6.251;3.188
1987-04-18;1.258;-6.25;3.177
1987-04-19;1.257;-6.248;3.165
1987-04-20;1.256;-6.246;3.153
1987-04-21;1.255;-6.243;3.139
1987-04-22;1.254;-6.242;3.128
1987-04-23;1.253;-6.24;3.119
1987-04-24;1.252;-6.238;3.107
1987-04-25;1.251;-6.237;3.098
1987-04-26;1.25;-6.236;3.085
1987-04-27;1.249;-6.235;3.079
1987-04-28;1.248;-6.233;3.07
1987-04-29;1.248;-6.231;3.057
1987-04-30;1.247;-6.228;3.047
1987-05-01;1.246;-6.226;3.038
1987-05-02;1.245;-6.224;3.03
1987-05-03;1.244;-6.222;3.02
1987-05-04;1.243;-6.219;3.011
1987-05-05;1.242;-6.217;2.999
1987-05-06;1.241;-6.215;2.993
1987-05-07;1.24;-6.212;2.98
1987-05-08;1.239;-6.209;2.97
1987-05-09;1.239;-6.207;2.962
1987-05-10;1.237;-6.205;2.952
1987-05-11;1.237;-6.203;2.946
1987-05-12;1.235;-6.202;2.933
1987-05-13;1.234;-6.201;2.919
1987-05-14;1.233;-6.199;2.905
1987-05-15;1.232;-6.198;2.896
1987-05-16;1.231;-6.196;2.882
1987-05-17;1.23;-6.195;2.874
1987-05-18;1.229;-6.193;2.865
1987-05-19;1.228;-6.192;2.854
1987-05-20;1.227;-6.19;2.848
1987-05-21;1.225;-6.188;2.84
1987-05-22;1.225;-6.186;2.833
1987-05-23;1.224;-6.184;2.825
1987-05-24;1.223;-6.182;2.812
1987-05-25;1.222;-6.18;2.802
1987-05-26;1.221;-6.178;2.789
1987-05-27;1.22;-6.177;2.782
1987-05-28;1.219;-6.175;2.776
1987-05-29;1.218;-6.173;2.761
1987-05-30;1.217;-6.17;2.747
1987-05-31;1.216;-6.169;2.737
1987-06-01;1.214;-6.167;2.73
1987-06-02;1.213;-6.164;2.717
1987-06-03;1.213;-6.162;2.705
1987-06-04;1.211;-6.16;2.695
1987-06-05;1.211;-6.158;2.685
1987-06-06;1.21;-6.157;2.678
1987-06-07;1.209;-6.156;2.672
1987-06-08;1.208;-6.154;2.664
1987-06-09;1.207;-6.153;2.658
1987-06-10;1.206;-6.15;2.648
1987-06-11;1.205;-6.149;2.639
1987-06-12;1.204;-6.147;2.628
1987-06-13;1.203;-6.146;2.623
1987-06-14;1.202;-6.144;2.611
1987-06-15;1.201;-6.142;2.605
1987-06-16;1.199;-6.141;2.596
1987-06-17;1.198;-6.14;2.591
1987-06-18;1.198;-6.138;2.579
1987-06-19;1.197;-6.135;2.569
1987-06-20;1.196;-6.133;2.558
1987-06-21;1.195;-6.132;2.551
1987-06-22;1.194;-6.131;2.54
1987-06-23;1.192;-6.129;2.532
1987-06-24;1.191;-6.127;2.52
1987-06-25;1.19;-6.125;2.514
1987-06-26;1.189;-6.122;2.501
1987-06-27;1.188;-6.12;2.495
1987-06-28;1.187;-6.119;2.484
1987-06-29;1.186;-6.116;2.476
1987-06-30;1.185;-6.114;2.469
1987-07-01;1.185;-6.111;2.459
1987-07-02;1.184;-6.11;2.447
1987-07-03;1.184;-6.109;2.441
1987-07-04;1.183;-6.107;2.426
1987-07-05;1.182;-6.105;2.421
1987-07-06;1.181;-6.103;2.408
1987-07-07;1.18;-6.102;2.395
1987-07-08;1.18;-6.099;2.381
1987-07-09;1.178;-6.097;2.368
1987-07-10;1.177;-6.096;2.362
1987-07-11;1.176;-6.094;2.347
1987-07-12;1.176;-6.092;2.337
1987-07-13;1.175;-6.09;2.322
1987-07-14;1.174;-6.089;2.312
1987-07-15;1.173;-6.088;2.303
1987-07-16;1.172;-6.087;2.293
1987-07-17;1.171;-6.085;2.279
1987-07-18;1.17;-6.083;2.267
1987-07-19;1.169;-6.081;2.257
1987-07-20;1.168;-6.079;2.25
1987-07-21;1.167;-6.077;2.241
1987-07-22;1.165;-6.075;2.235
1987-07-23;1.164;-6.074;2.227
1987-07-24;1.164;-6.072;2.218
1987-07-25;1.163;-6.069;2.212
1987-07-26;1.162;-6.068;2.198
1987-07-27;1.161;-6.066;2.191
1987-07-28;1.16;-6.063;2.181
1987-07-29;1.158;-6.062;2.169
1987-07-30;1.157;-6.061;2.158
1987-07-31;1.156;-6.059;2.151
1987-08-01;1.155;-6.058;2.144
1987-08-02;1.153;-6.057;2.138
1987-08-03;1.152;-6.055;2.129
1987-08-04;1.151;-6.053;2.118
1987-08-05;1.15;-6.05;2.104
1987-08-06;1.149;-6.049;2.099
1987-08-07;1.149;-6.047;2.092
1987-08-08;1.148;-6.046;2.085
1987-08-09;1.147;-6.043;2.073
1987-08-10;1.146;-6.041;2.058
1987-08-11;1.144;-6.04;2.044
1987-08-12;1.143;-6.038;2.029
1987-08-13;1.143;-6.036;2.019
1987-08-14;1.142;-6.035;2.014
1987-08-15;1.141;-6.033;2.006
1987-08-16;1.14;-6.031;1.992
1987-08-17;1.14;-6.03;1.983
1987-08-18;1.139;-6.027;1.97
1987-08-19;1.137;-6.025;1.96
1987-08-20;1.136;-6.023;1.945
1987-08-21;1.135;-6.022;1.935
1987-08-22;1.134;-6.021;1.925
1987-08-23;1.133;-6.02;1.918
1987-08-24;1.132;-6.019;1.91
1987-08-25;1.132;-6.017;1.904
1987-08-26;1.131;-6.014;1.893
1987-08-27;1.13;-6.013;1.878
1987-08-28;1.129;-6.01;1.873
1987-08-29;1.128;-6.01;1.861
1987-08-30;1.127;-6.008;1.854
1987-08-31;1.126;-6.005;1.841
1987-09-01;1.125;-6.004;1.835
1987-09-02;1.124;-6.003;1.825
1987-09-03;1.123;-6.001;1.812
1987-09-04;1.122;-6.0;1.805
1987-09-05;1.121;-5.997;1.8
1987-09-06;1.12;-5.996;1.789
1987-09-07;1.119;-5.994;1.775
1987-09-08;1.119;-5.993;1.768
1987-09-09;1.117;-5.991;1.759
1987-09-10;1.117;-5.99;1.746
1987-09-11;1.116;-5.988;1.734
1987-09-12;1.115;-5.986;1.72
1987-09-13;1.114;-5.985;1.712
1987-09-14;1.113;-5.983;1.7
1987-09-15;1.112;-5.981;1.687
1987-09-16;1.111;-5.98;1.677
1987-09-17;1.11;-5.978;1.665
1987-09-18;1.109;-5.976;1.653
1987-09-19;1.108;-5.973;1.643
1987-09-20;1.107;-5.971;1.63
1987-09-21;1.106;-5.968;1.621
1987-09-22;1.105;-5.966;1.613
1987-09-23;1.103;-5.964;1.6
1987-09-24;1.103;-5.963;1.593
1987-09-25;1.101;-5.961;1.583
1987-09-26;1.1;-5.96;1.572
1987-09-27;1.099;-5.957;1.563
1987-09-28;1.098;-5.956;1.555
1987-09-29;1.096;-5.954;1.549
1987-09-30;1.095;-5.952;1.538
1987-10-01;1.095;-5.951;1.531
1987-10-02;1.094;-5.948;1.526
1987-10-03;1.093;-5.947;1.517
1987-10-04;1.092;-5.945;1.509
1987-10-05;1.092;-5.943;1.503
1987-10-06;1.09;-5.941;1.496
1987-10-07;1.09;-5.94;1.485
1987-10-08;1.089;-5.939;1.478
1987-10-09;1.088;-5.937;1.47
1987-10-10;1.087;-5.935;1.465
1987-10-11;1.086;-5.933;1.451
1987-10-12;1.085;-5.931;1.437
1987-10-13;1.084;-5.929;1.429
1987-10-14;1.083;-5.928;1.421
1987-10-15;1.081;-5.926;1.409
1987-10-16;1.08;-5.924;1.404
1987-10-17;1.079;-5.922;1.399
1987-10-18;1.078;-5.92;1.392
1987-10-19;1.077;-5.919;1.385
1987-10-20;1.076;-5.918;1.377
1987-10-21;1.075;-5.917;1.368
1987-10-22;1.075;-5.915;1.355
1987-10-23;1.074;-5.914;1.344
1987-10-24;1.073;-5.913;1.332
1987-10-25;1.072;-5.912;1.317
1987-10-26;1.072;-5.909;1.306
1987-10-27;1.07;-5.908;1.294
1987-10-28;1.069;-5.906;1.282
1987-10-29;1.068;-5.904;1.275
1987-10-30;1.066;-5.903;1.261
1987-10-31;1.065;-5.902;1.256
1987-11-01;1.064;-5.901;1.241
1987-11-02;1.063;-5.899;1.236
1987-11-03;1.062;-5.897;1.227
1987-11-04;1.061;-5.896;1.217
1987-11-05;1.06;-5.894;1.204
1987-11-06;1.059;-5.893;1.196
1987-11-07;1.057;-5.891;1.185
1987-11-08;1.057;-5.889;1.174
1987-11-09;1.056;-5.888;1.162
1987-11-10;1.055;-5.886;1.153
1987-11-11;1.054;-5.885;1.146
1987-11-12;1.054;-5.883;1.133
1987-11-13;1.053;-5.882;1.127
1987-11-14;1.052;-5.881;1.113
1987-11-15;1.05;-5.88;1.1
1987-11-16;1.049;-5.878;1.087
1987-11-17;1.049;-5.875;1.076
1987-11-18;1.048;-5.873;1.065
1987-11-19;1.047;-5.871;1.054
1987-11-20;1.046;-5.87;1.042
1987-11-21;1.044;-5.867;1.027
1987-11-22;1.043;-5.866;1.012
1987-11-23;1.043;-5.864;0.998
1987-11-24;1.042;-5.862;0.984
1987-11-25;1.041;-5.86;0.973
1987-11-26;1.04;-5.858;0.96
1987-11-27;1.04;-5.856;0.946
1987-11-28;1.039;-5.854;0.933
1987-11-29;1.038;-5.853;0.924
1987-11-30;1.037;-5.852;0.917
1987-12-01;1.037;-5.851;0.911
1987-12-02;1.036;-5.849;0.898
1987-12-03;1.034;-5.846;0.886
1987-12-04;1.034;-5.844;0.872
1987-12-05;1.033;-5.843;0.867
1987-12-06;1.031;-5.84;0.858
1987-12-07;1.03;-5.839;0.847
1987-12-08;1.029;-5.838;0.839
1987-12-09;1.028;-5.837;0.83
1987-12-10;1.027;-5.835;0.819
1987-12-11;1.025;-5.833;0.804
1987-12-12;1.024;-5.831;0.798
1987-12-13;1.023;-5.83;0.791
1987-12-14;1.022;-5.828;0.777
1987-12-15;1.021;-5.827;0.769
1987-12-16;1.02;-5.825;0.758
1987-12-17;1.019;-5.824;0.747
1987-12-18;1.018;-5.822;0.734
1987-12-19;1.017;-5.822;0.728
1987-12-20;1.016;-5.82;0.716
1987-12-21;1.015;-5.818;0.709
1987-12-22;1.015;-5.816;0.695
1987-12-23;1.014;-5.814;0.683
1987-12-24;1.013;-5.812;0.67
1987-12-25;1.011;-5.811;0.656
1987-12-26;1.01;-5.81;0.642
1987-12-27;1.01;-5.808;0.635
1987-12-28;1.008;-5.807;0.623
1987-12-29;1.008;-5.805;0.617
1987-12-30;1.006;-5.804;0.603
1987-12-31;1.005;-5.803;0.592
1988-01-01;1.004;-5.802;0.577
1988-01-02;1.003;-5.8;0.566
1988-01-03;1.002;-5.798;0.552
1988-01-04;1.0;-5.797;0.547
1988-01-05;0.999;-5.795;0.536
1988-01-06;0.998;-5.794;0.525
1988-01-07;0.997;-5.793;0.511
1988-01-08;0.996;-5.791;0.499
1988-01-09;0.995;-5.789;0.49
1988-01-10;0.994;-5.787;0.48
1988-01-11;0.993;-5.785;0.47
1988-01-12;0.991;-5.783;0.46
1988-01-13;0.99;-5.782;0.452
1988-01-14;0.99;-5.781;0.447
1988-01-15;0.988;-5.779;0.439
1988-01-16;0.987;-5.777;0.429
1988-01-17;0.986;-5.775;0.418
1988-01-18;0.985;-5.774;0.411
1988-01-19;0.983;-5.773;0.397
1988-01-20;0.982;-5.771;0.39
1988-01-21;0.981;-5.77;0.378
1988-01-22;0.98;-5.769;0.372
1988-01-23;0.98;-5.768;0.361
1988-01-24;0.979;-5.766;0.347
1988-01-25;0.978;-5.763;0.341
1988-01-26;0.976;-5.761;0.336
1988-01-27;0.975;-5.759;0.323
1988-01-28;0.974;-5.758;0.313
1988-01-29;0.973;-5.756;0.3
1988-01-30;0.972;-5.754;0.294
1988-01-31;0.971;-5.752;0.28
1988-02-01;0.97;-5.751;0.267
1988-02-02;0.969;-5.749;0.259
1988-02-03;0.968;-5.748;0.245
1988-02-04;0.967;-5.747;0.236
1988-02-05;0.966;-5.746;0.225
1988-02-06;0.965;-5.745;0.218
1988-02-07;0.964;-5.743;0.208
1988-02-08;0.963;-5.741;0.196
1988-02-09;0.961;-5.739;0.186
1988-02-10;0.96;-5.737;0.176
1988-02-11;0.959;-5.735;0.162
1988-02-12;0.958;-5.735;0.152
1988-02-13;0.957;-5.733;0.144
1988-02-14;0.957;-5.732;0.131
1988-02-15;0.956;-5.73;0.121
1988-02-16;0.955;-5.728;0.106
1988-02-17;0.954;-5.726;0.094
1988-02-18;0.952;-5.725;0.088
1988-02-19;0.951;-5.723;0.079
1988-02-20;0.95;-5.722;0.069
1988-02-21;0.949;-5.72;0.057
1988-02-22;0.948;-5.719;0.043
1988-02-23;0.947;-5.717;0.037
1988-02-24;0.946;-5.716;0.028
1988-02-25;0.945;-5.714;0.022
1988-02-26;0.944;-5.712;0.011
1988-02-27;0.943;-5.711;0.001
