#Atlantis NPP, unit 1
#date;fha;bc;ao
15.2.1984;1.302;5.775;-7.486
16.2.1984;1.301;5.762;-7.482
17.2.1984;1.3;5.755;-7.481
18.2.1984;1.299;5.743;-7.477
19.2.1984;1.298;5.735;-7.474
20.2.1984;1.298;5.723;-7.471
21.2.1984;1.297;5.714;-7.467
22.2.1984;1.296;5.705;-7.464
23.2.1984;1.295;5.695;-7.462
24.2.1984;1.294;5.686;-7.459
25.2.1984;1.293;5.679;-7.457
26.2.1984;1.292;5.666;-7.456
27.2.1984;1.292;5.652;-7.454
28.2.1984;1.29;5.646;-7.451
29.2.1984;1.29;5.638;-7.448
1.3.1984;1.289;5.625;-7.445
2.3.1984;1.288;5.616;-7.442
3.3.1984;1.287;5.61;-7.44
4.3.1984;1.286;5.597;-7.437
5.3.1984;1.285;5.589;-7.434
6.3.1984;1.284;5.581;-7.433
7.3.1984;1.283;5.571;-7.429
8.3.1984;1.282;5.56;-7.428
9.3.1984;1.28;5.552;-7.424
10.3.1984;1.279;5.547;-7.421
11.3.1984;1.278;5.539;-7.419
12.3.1984;1.277;5.533;-7.415
13.3.1984;1.276;5.519;-7.414
14.3.1984;1.275;5.513;-7.411
15.3.1984;1.274;5.505;-7.409
16.3.1984;1.274;5.493;-7.407
17.3.1984;1.273;5.48;-7.405
18.3.1984;1.272;5.475;-7.401
19.3.1984;1.271;5.467;-7.399
20.3.1984;1.269;5.456;-7.396
21.3.1984;1.269;5.443;-7.394
22.3.1984;1.267;5.437;-7.391
23.3.1984;1.266;5.422;-7.388
24.3.1984;1.265;5.415;-7.385
25.3.1984;1.264;5.402;-7.382
26.3.1984;1.263;5.391;-7.38
27.3.1984;1.262;5.377;-7.377
28.3.1984;1.261;5.371;-7.375
29.3.1984;1.259;5.359;-7.373
30.3.1984;1.259;5.353;-7.371
31.3.1984;1.258;5.338;-7.369
1.4.1984;1.257;5.326;-7.367
2.4.1984;1.256;5.312;-7.365
3.4.1984;1.255;5.305;-7.362
4.4.1984;1.254;5.298;-7.36
5.4.1984;1.253;5.292;-7.358
6.4.1984;1.252;5.278;-7.356
7.4.1984;1.251;5.271;-7.353
8.4.1984;1.249;5.264;-7.35
9.4.1984;1.249;5.257;-7.346
10.4.1984;1.247;5.245;-7.343
11.4.1984;1.246;5.238;-7.34
12.4.1984;1.245;5.229;-7.338
13.4.1984;1.244;5.218;-7.337
14.4.1984;1.243;5.212;-7.334
15.4.1984;1.242;5.203;-7.331
16.4.1984;1.241;5.194;-7.328
17.4.1984;1.24;5.18;-7.326
18.4.1984;1.239;5.175;-7.324
19.4.1984;1.238;5.165;-7.322
20.4.1984;1.237;5.154;-7.321
21.4.1984;1.236;5.149;-7.319
22.4.1984;1.235;5.141;-7.318
23.4.1984;1.234;5.135;-7.316
24.4.1984;1.233;5.128;-7.314
25.4.1984;1.232;5.121;-7.312
26.4.1984;1.231;5.115;-7.31
27.4.1984;1.23;5.102;-7.307
28.4.1984;1.229;5.097;-7.306
29.4.1984;1.229;5.085;-7.304
30.4.1984;1.228;5.072;-7.302
1.5.1984;1.227;5.067;-7.301
2.5.1984;1.225;5.053;-7.299
3.5.1984;1.224;5.045;-7.296
4.5.1984;1.223;5.032;-7.295
5.5.1984;1.222;5.026;-7.292
6.5.1984;1.221;5.016;-7.289
7.5.1984;1.22;5.006;-7.288
8.5.1984;1.219;4.995;-7.285
9.5.1984;1.218;4.982;-7.283
10.5.1984;1.217;4.973;-7.28
11.5.1984;1.216;4.965;-7.278
12.5.1984;1.215;4.955;-7.276
13.5.1984;1.214;4.944;-7.274
14.5.1984;1.212;4.937;-7.272
15.5.1984;1.211;4.923;-7.27
16.5.1984;1.21;4.909;-7.266
17.5.1984;1.208;4.894;-7.263
18.5.1984;1.208;4.886;-7.262
19.5.1984;1.207;4.878;-7.259
20.5.1984;1.206;4.867;-7.256
21.5.1984;1.205;4.861;-7.255
22.5.1984;1.204;4.847;-7.252
23.5.1984;1.203;4.84;-7.251
24.5.1984;1.203;4.831;-7.248
25.5.1984;1.202;4.823;-7.246
26.5.1984;1.201;4.816;-7.244
27.5.1984;1.2;4.806;-7.243
28.5.1984;1.2;4.794;-7.24
29.5.1984;1.198;4.786;-7.237
30.5.1984;1.197;4.771;-7.234
31.5.1984;1.196;4.758;-7.233
1.6.1984;1.195;4.744;-7.231
2.6.1984;1.194;4.73;-7.228
3.6.1984;1.193;4.717;-7.226
4.6.1984;1.192;4.705;-7.224
5.6.1984;1.191;4.699;-7.222
6.6.1984;1.19;4.686;-7.219
7.6.1984;1.189;4.672;-7.216
8.6.1984;1.187;4.663;-7.214
9.6.1984;1.186;4.649;-7.213
10.6.1984;1.185;4.64;-7.211
11.6.1984;1.184;4.633;-7.209
12.6.1984;1.183;4.62;-7.207
13.6.1984;1.182;4.611;-7.205
14.6.1984;1.181;4.599;-7.202
15.6.1984;1.181;4.593;-7.201
16.6.1984;1.18;4.581;-7.199
17.6.1984;1.179;4.566;-7.196
18.6.1984;1.178;4.553;-7.194
19.6.1984;1.177;4.545;-7.192
20.6.1984;1.176;4.532;-7.191
21.6.1984;1.175;4.526;-7.19
22.6.1984;1.174;4.519;-7.187
23.6.1984;1.173;4.511;-7.186
24.6.1984;1.172;4.499;-7.184
25.6.1984;1.171;4.492;-7.183
26.6.1984;1.171;4.483;-7.181
27.6.1984;1.17;4.472;-7.179
28.6.1984;1.169;4.465;-7.178
29.6.1984;1.168;4.458;-7.175
30.6.1984;1.167;4.449;-7.173
1.7.1984;1.166;4.442;-7.17
2.7.1984;1.165;4.428;-7.169
3.7.1984;1.163;4.417;-7.167
4.7.1984;1.162;4.404;-7.165
5.7.1984;1.161;4.394;-7.163
6.7.1984;1.16;4.386;-7.162
7.7.1984;1.158;4.377;-7.16
8.7.1984;1.157;4.366;-7.158
9.7.1984;1.156;4.354;-7.155
10.7.1984;1.156;4.34;-7.153
11.7.1984;1.155;4.325;-7.152
12.7.1984;1.154;4.319;-7.15
13.7.1984;1.153;4.308;-7.148
14.7.1984;1.152;4.302;-7.145
15.7.1984;1.151;4.288;-7.143
16.7.1984;1.151;4.278;-7.141
17.7.1984;1.15;4.265;-7.14
18.7.1984;1.149;4.251;-7.137
19.7.1984;1.148;4.238;-7.136
20.7.1984;1.147;4.232;-7.135
21.7.1984;1.145;4.22;-7.134
22.7.1984;1.144;4.205;-7.132
23.7.1984;1.142;4.196;-7.13
24.7.1984;1.142;4.189;-7.129
25.7.1984;1.14;4.179;-7.127
26.7.1984;1.14;4.172;-7.126
27.7.1984;1.139;4.165;-7.125
28.7.1984;1.138;4.154;-7.123
29.7.1984;1.136;4.145;-7.12
30.7.1984;1.136;4.132;-7.117
31.7.1984;1.135;4.124;-7.116
1.8.1984;1.134;4.114;-7.113
2.8.1984;1.133;4.1;-7.111
3.8.1984;1.132;4.088;-7.108
4.8.1984;1.131;4.081;-7.107
5.8.1984;1.13;4.069;-7.106
6.8.1984;1.129;4.06;-7.103
7.8.1984;1.128;4.049;-7.102
8.8.1984;1.127;4.04;-7.099
9.8.1984;1.127;4.034;-7.097
10.8.1984;1.126;4.027;-7.095
11.8.1984;1.125;4.018;-7.092
12.8.1984;1.124;4.004;-7.09
13.8.1984;1.123;3.992;-7.087
14.8.1984;1.122;3.982;-7.086
15.8.1984;1.121;3.974;-7.084
16.8.1984;1.12;3.967;-7.083
17.8.1984;1.119;3.961;-7.08
18.8.1984;1.119;3.948;-7.077
19.8.1984;1.117;3.935;-7.075
20.8.1984;1.117;3.927;-7.072
21.8.1984;1.116;3.919;-7.07
22.8.1984;1.116;3.911;-7.069
23.8.1984;1.115;3.897;-7.067
24.8.1984;1.114;3.887;-7.065
25.8.1984;1.112;3.878;-7.063
26.8.1984;1.111;3.865;-7.061
27.8.1984;1.111;3.855;-7.059
28.8.1984;1.11;3.849;-7.058
29.8.1984;1.109;3.841;-7.055
30.8.1984;1.108;3.836;-7.054
31.8.1984;1.107;3.824;-7.052
1.9.1984;1.106;3.818;-7.049
2.9.1984;1.105;3.812;-7.048
3.9.1984;1.104;3.802;-7.045
4.9.1984;1.103;3.796;-7.043
5.9.1984;1.103;3.788;-7.042
6.9.1984;1.102;3.779;-7.04
7.9.1984;1.102;3.772;-7.038
8.9.1984;1.101;3.758;-7.037
9.9.1984;1.099;3.745;-7.036
10.9.1984;1.098;3.731;-7.033
11.9.1984;1.097;3.721;-7.031
12.9.1984;1.096;3.716;-7.029
13.9.1984;1.094;3.705;-7.027
14.9.1984;1.094;3.697;-7.024
15.9.1984;1.093;3.683;-7.022
16.9.1984;1.092;3.673;-7.02
17.9.1984;1.091;3.667;-7.017
18.9.1984;1.09;3.655;-7.014
19.9.1984;1.089;3.646;-7.012
20.9.1984;1.087;3.634;-7.01
21.9.1984;1.086;3.628;-7.009
22.9.1984;1.086;3.614;-7.007
23.9.1984;1.085;3.601;-7.005
24.9.1984;1.084;3.586;-7.003
25.9.1984;1.083;3.574;-7.001
26.9.1984;1.082;3.562;-6.999
27.9.1984;1.081;3.554;-6.997
28.9.1984;1.081;3.541;-6.996
29.9.1984;1.079;3.53;-6.994
30.9.1984;1.078;3.52;-6.992
1.10.1984;1.077;3.515;-6.991
2.10.1984;1.076;3.506;-6.989
3.10.1984;1.075;3.499;-6.988
4.10.1984;1.074;3.488;-6.986
5.10.1984;1.073;3.475;-6.985
6.10.1984;1.072;3.466;-6.983
7.10.1984;1.071;3.46;-6.981
8.10.1984;1.07;3.453;-6.979
9.10.1984;1.069;3.442;-6.977
10.10.1984;1.068;3.433;-6.976
11.10.1984;1.066;3.421;-6.974
12.10.1984;1.066;3.411;-6.972
13.10.1984;1.064;3.403;-6.97
14.10.1984;1.063;3.396;-6.968
15.10.1984;1.062;3.384;-6.967
16.10.1984;1.062;3.379;-6.965
17.10.1984;1.06;3.372;-6.963
18.10.1984;1.06;3.359;-6.962
19.10.1984;1.059;3.35;-6.96
20.10.1984;1.057;3.337;-6.959
21.10.1984;1.056;3.329;-6.958
22.10.1984;1.055;3.315;-6.956
23.10.1984;1.054;3.309;-6.953
24.10.1984;1.053;3.296;-6.951
25.10.1984;1.052;3.291;-6.95
26.10.1984;1.051;3.276;-6.949
27.10.1984;1.05;3.267;-6.947
28.10.1984;1.048;3.258;-6.946
29.10.1984;1.047;3.249;-6.945
30.10.1984;1.046;3.236;-6.943
31.10.1984;1.045;3.229;-6.941
1.11.1984;1.044;3.22;-6.939
2.11.1984;1.042;3.213;-6.937
3.11.1984;1.042;3.206;-6.936
4.11.1984;1.041;3.196;-6.934
5.11.1984;1.04;3.189;-6.932
6.11.1984;1.039;3.175;-6.93
7.11.1984;1.038;3.164;-6.929
8.11.1984;1.038;3.151;-6.927
9.11.1984;1.036;3.136;-6.926
10.11.1984;1.035;3.126;-6.924
11.11.1984;1.035;3.116;-6.922
12.11.1984;1.034;3.108;-6.919
13.11.1984;1.032;3.093;-6.917
14.11.1984;1.032;3.082;-6.916
15.11.1984;1.03;3.069;-6.914
16.11.1984;1.029;3.054;-6.913
17.11.1984;1.027;3.042;-6.912
18.11.1984;1.026;3.033;-6.91
19.11.1984;1.025;3.022;-6.909
20.11.1984;1.024;3.013;-6.908
21.11.1984;1.022;3.005;-6.906
22.11.1984;1.021;3.0;-6.904
23.11.1984;1.02;2.989;-6.903
24.11.1984;1.019;2.976;-6.901
25.11.1984;1.018;2.966;-6.899
26.11.1984;1.017;2.954;-6.897
27.11.1984;1.016;2.944;-6.894
28.11.1984;1.015;2.938;-6.893
29.11.1984;1.013;2.926;-6.891
30.11.1984;1.013;2.919;-6.89
1.12.1984;1.011;2.909;-6.889
2.12.1984;1.01;2.894;-6.887
3.12.1984;1.009;2.881;-6.885
4.12.1984;1.008;2.868;-6.883
5.12.1984;1.008;2.861;-6.881
6.12.1984;1.007;2.849;-6.879
7.12.1984;1.007;2.836;-6.878
8.12.1984;1.005;2.826;-6.876
9.12.1984;1.004;2.818;-6.874
10.12.1984;1.003;2.805;-6.872
11.12.1984;1.002;2.796;-6.871
12.12.1984;1.001;2.785;-6.869
13.12.1984;1.001;2.779;-6.867
14.12.1984;0.999;2.764;-6.864
15.12.1984;0.998;2.756;-6.863
16.12.1984;0.997;2.743;-6.862
17.12.1984;0.996;2.737;-6.861
18.12.1984;0.996;2.732;-6.859
19.12.1984;0.995;2.724;-6.857
20.12.1984;0.994;2.717;-6.856
21.12.1984;0.993;2.702;-6.854
22.12.1984;0.993;2.695;-6.852
23.12.1984;0.992;2.683;-6.85
24.12.1984;0.991;2.67;-6.848
25.12.1984;0.99;2.658;-6.847
26.12.1984;0.989;2.65;-6.845
27.12.1984;0.987;2.636;-6.842
28.12.1984;0.986;2.624;-6.841
29.12.1984;0.986;2.61;-6.839
30.12.1984;0.985;2.604;-6.836
31.12.1984;0.984;2.592;-6.834
1.1.1985;0.983;2.58;-6.833
2.1.1985;0.982;2.573;-6.831
3.1.1985;0.981;2.562;-6.829
4.1.1985;0.98;2.553;-6.828
5.1.1985;0.979;2.539;-6.826
6.1.1985;0.978;2.53;-6.824
7.1.1985;0.977;2.517;-6.823
8.1.1985;0.976;2.503;-6.821
9.1.1985;0.975;2.489;-6.818
10.1.1985;0.975;2.482;-6.817
11.1.1985;0.974;2.468;-6.816
12.1.1985;0.972;2.46;-6.813
13.1.1985;0.971;2.449;-6.812
14.1.1985;0.97;2.444;-6.81
15.1.1985;0.969;2.432;-6.808
16.1.1985;0.968;2.425;-6.807
17.1.1985;0.968;2.417;-6.805
18.1.1985;0.966;2.408;-6.803
19.1.1985;0.966;2.399;-6.801
20.1.1985;0.965;2.387;-6.799
21.1.1985;0.964;2.374;-6.796
22.1.1985;0.963;2.36;-6.795
23.1.1985;0.962;2.346;-6.793
24.1.1985;0.961;2.333;-6.791
25.1.1985;0.961;2.32;-6.79
26.1.1985;0.96;2.314;-6.789
27.1.1985;0.958;2.3;-6.787
28.1.1985;0.957;2.287;-6.785
29.1.1985;0.956;2.274;-6.783
30.1.1985;0.955;2.269;-6.782
31.1.1985;0.954;2.257;-6.78
1.2.1985;0.953;2.248;-6.779
2.2.1985;0.952;2.235;-6.777
3.2.1985;0.951;2.22;-6.775
4.2.1985;0.95;2.205;-6.773
5.2.1985;0.949;2.196;-6.771
6.2.1985;0.949;2.185;-6.769
7.2.1985;0.948;2.179;-6.768
8.2.1985;0.947;2.171;-6.766
9.2.1985;0.945;2.164;-6.765
10.2.1985;0.944;2.151;-6.764
11.2.1985;0.943;2.137;-6.762
12.2.1985;0.943;2.128;-6.762
13.2.1985;0.942;2.117;-6.759
14.2.1985;0.941;2.105;-6.757
15.2.1985;0.939;2.092;-6.756
16.2.1985;0.938;2.079;-6.755
17.2.1985;0.937;2.068;-6.752
18.2.1985;0.936;2.062;-6.75
19.2.1985;0.935;2.048;-6.749
20.2.1985;0.934;2.041;-6.747
21.2.1985;0.933;2.026;-6.745
22.2.1985;0.932;2.012;-6.744
23.2.1985;0.931;2.002;-6.743
24.2.1985;0.93;1.994;-6.741
25.2.1985;0.929;1.987;-6.74
26.2.1985;0.928;1.974;-6.738
27.2.1985;0.927;1.962;-6.737
28.2.1985;0.926;1.953;-6.736
1.3.1985;0.924;1.938;-6.734
2.3.1985;0.923;1.926;-6.732
3.3.1985;0.922;1.911;-6.731
4.3.1985;0.921;1.904;-6.729
5.3.1985;0.921;1.896;-6.728
6.3.1985;0.919;1.882;-6.726
7.3.1985;0.918;1.87;-6.725
8.3.1985;0.917;1.857;-6.723
9.3.1985;0.916;1.843;-6.72
10.3.1985;0.915;1.83;-6.719
11.3.1985;0.914;1.816;-6.718
12.3.1985;0.912;1.807;-6.717
13.3.1985;0.911;1.801;-6.716
14.3.1985;0.91;1.791;-6.715
15.3.1985;0.908;1.781;-6.713
16.3.1985;0.907;1.771;-6.711
17.3.1985;0.906;1.756;-6.71
18.3.1985;0.905;1.747;-6.707
19.3.1985;0.904;1.739;-6.706
20.3.1985;0.904;1.733;-6.704
21.3.1985;0.902;1.72;-6.702
22.3.1985;0.902;1.71;-6.701
23.3.1985;0.901;1.699;-6.7
24.3.1985;0.9;1.688;-6.698
25.3.1985;0.899;1.676;-6.697
26.3.1985;0.898;1.67;-6.696
27.3.1985;0.898;1.66;-6.694
28.3.1985;0.897;1.648;-6.692
29.3.1985;0.895;1.64;-6.69
30.3.1985;0.895;1.631;-6.689
31.3.1985;0.893;1.619;-6.687
1.4.1985;0.892;1.606;-6.685
2.4.1985;0.891;1.6;-6.683
3.4.1985;0.89;1.586;-6.681
4.4.1985;0.889;1.571;-6.679
5.4.1985;0.887;1.562;-6.677
6.4.1985;0.886;1.556;-6.675
7.4.1985;0.885;1.546;-6.673
8.4.1985;0.884;1.536;-6.672
9.4.1985;0.883;1.526;-6.67
10.4.1985;0.883;1.513;-6.669
11.4.1985;0.882;1.5;-6.668
12.4.1985;0.881;1.486;-6.667
13.4.1985;0.88;1.475;-6.665
14.4.1985;0.878;1.462;-6.663
15.4.1985;0.877;1.456;-6.661
16.4.1985;0.876;1.445;-6.66
17.4.1985;0.875;1.439;-6.658
18.4.1985;0.874;1.426;-6.657
19.4.1985;0.873;1.416;-6.655
20.4.1985;0.871;1.406;-6.653
21.4.1985;0.87;1.401;-6.652
22.4.1985;0.869;1.392;-6.65
23.4.1985;0.868;1.384;-6.648
24.4.1985;0.867;1.371;-6.647
25.4.1985;0.866;1.356;-6.645
26.4.1985;0.865;1.347;-6.643
27.4.1985;0.864;1.332;-6.642
28.4.1985;0.863;1.325;-6.641
29.4.1985;0.862;1.318;-6.639
30.4.1985;0.862;1.307;-6.637
1.5.1985;0.86;1.298;-6.636
2.5.1985;0.86;1.291;-6.635
3.5.1985;0.858;1.285;-6.633
4.5.1985;0.858;1.277;-6.631
5.5.1985;0.857;1.263;-6.63
6.5.1985;0.856;1.257;-6.627
7.5.1985;0.855;1.25;-6.626
8.5.1985;0.854;1.236;-6.623
9.5.1985;0.853;1.231;-6.622
10.5.1985;0.853;1.219;-6.621
11.5.1985;0.852;1.214;-6.62
12.5.1985;0.852;1.209;-6.618
13.5.1985;0.851;1.199;-6.616
14.5.1985;0.85;1.184;-6.615
15.5.1985;0.849;1.175;-6.612
16.5.1985;0.848;1.162;-6.611
17.5.1985;0.848;1.156;-6.61
18.5.1985;0.847;1.144;-6.608
19.5.1985;0.846;1.135;-6.607
20.5.1985;0.844;1.121;-6.605
21.5.1985;0.844;1.114;-6.604
22.5.1985;0.842;1.102;-6.603
23.5.1985;0.842;1.09;-6.601
24.5.1985;0.841;1.076;-6.599
25.5.1985;0.84;1.064;-6.598
26.5.1985;0.839;1.056;-6.595
27.5.1985;0.838;1.046;-6.594
28.5.1985;0.837;1.038;-6.593
29.5.1985;0.836;1.028;-6.591
30.5.1985;0.835;1.016;-6.59
31.5.1985;0.834;1.007;-6.588
1.6.1985;0.833;0.996;-6.587
2.6.1985;0.832;0.986;-6.586
3.6.1985;0.831;0.974;-6.585
4.6.1985;0.83;0.96;-6.583
5.6.1985;0.828;0.95;-6.582
6.6.1985;0.827;0.935;-6.581
7.6.1985;0.826;0.928;-6.579
8.6.1985;0.825;0.915;-6.577
9.6.1985;0.824;0.907;-6.575
10.6.1985;0.823;0.899;-6.573
11.6.1985;0.822;0.889;-6.571
12.6.1985;0.82;0.876;-6.57
13.6.1985;0.819;0.87;-6.569
14.6.1985;0.818;0.863;-6.568
15.6.1985;0.817;0.852;-6.567
16.6.1985;0.816;0.845;-6.566
17.6.1985;0.815;0.836;-6.565
18.6.1985;0.814;0.823;-6.563
19.6.1985;0.812;0.813;-6.562
20.6.1985;0.811;0.799;-6.56
21.6.1985;0.81;0.793;-6.558
22.6.1985;0.809;0.787;-6.556
23.6.1985;0.808;0.78;-6.554
24.6.1985;0.807;0.766;-6.553
25.6.1985;0.806;0.761;-6.552
26.6.1985;0.805;0.755;-6.551
27.6.1985;0.804;0.746;-6.549
28.6.1985;0.803;0.735;-6.548
29.6.1985;0.802;0.721;-6.547
30.6.1985;0.801;0.709;-6.545
1.7.1985;0.799;0.701;-6.543
2.7.1985;0.798;0.691;-6.542
3.7.1985;0.797;0.683;-6.54
4.7.1985;0.797;0.669;-6.539
5.7.1985;0.796;0.662;-6.538
6.7.1985;0.794;0.655;-6.536
7.7.1985;0.793;0.641;-6.535
8.7.1985;0.792;0.633;-6.533
9.7.1985;0.791;0.619;-6.531
10.7.1985;0.79;0.609;-6.53
11.7.1985;0.789;0.596;-6.528
12.7.1985;0.788;0.591;-6.526
13.7.1985;0.787;0.58;-6.525
14.7.1985;0.786;0.565;-6.524
15.7.1985;0.785;0.559;-6.523
16.7.1985;0.784;0.552;-6.521
17.7.1985;0.783;0.544;-6.52
18.7.1985;0.782;0.531;-6.519
19.7.1985;0.78;0.518;-6.517
20.7.1985;0.779;0.508;-6.516
21.7.1985;0.778;0.497;-6.515
22.7.1985;0.777;0.485;-6.514
23.7.1985;0.776;0.477;-6.512
24.7.1985;0.775;0.471;-6.51
25.7.1985;0.774;0.459;-6.509
26.7.1985;0.773;0.449;-6.507
27.7.1985;0.772;0.438;-6.506
28.7.1985;0.77;0.428;-6.504
29.7.1985;0.769;0.421;-6.503
30.7.1985;0.768;0.408;-6.501
31.7.1985;0.768;0.396;-6.5
1.8.1985;0.767;0.391;-6.499
2.8.1985;0.767;0.384;-6.499
3.8.1985;0.766;0.372;-6.497
4.8.1985;0.765;0.365;-6.496
5.8.1985;0.765;0.353;-6.494
6.8.1985;0.764;0.339;-6.493
7.8.1985;0.763;0.33;-6.491
8.8.1985;0.762;0.323;-6.491
9.8.1985;0.761;0.316;-6.489
10.8.1985;0.76;0.304;-6.487
11.8.1985;0.759;0.294;-6.486
12.8.1985;0.758;0.285;-6.485
13.8.1985;0.757;0.279;-6.484
14.8.1985;0.756;0.269;-6.483
15.8.1985;0.755;0.259;-6.482
16.8.1985;0.754;0.25;-6.481
17.8.1985;0.753;0.243;-6.479
18.8.1985;0.752;0.234;-6.478
19.8.1985;0.751;0.228;-6.477
20.8.1985;0.75;0.222;-6.475
21.8.1985;0.748;0.216;-6.473
22.8.1985;0.748;0.203;-6.471
23.8.1985;0.747;0.197;-6.47
24.8.1985;0.746;0.189;-6.468
25.8.1985;0.746;0.183;-6.467
26.8.1985;0.745;0.169;-6.466
27.8.1985;0.744;0.157;-6.464
28.8.1985;0.743;0.145;-6.463
29.8.1985;0.742;0.137;-6.461
30.8.1985;0.741;0.127;-6.461
31.8.1985;0.739;0.118;-6.459
1.9.1985;0.738;0.109;-6.457
2.9.1985;0.737;0.102;-6.456
3.9.1985;0.736;0.096;-6.454
4.9.1985;0.736;0.086;-6.453
5.9.1985;0.735;0.072;-6.451
6.9.1985;0.734;0.06;-6.451
7.9.1985;0.733;0.052;-6.45
8.9.1985;0.732;0.042;-6.449
9.9.1985;0.732;0.032;-6.446
10.9.1985;0.73;0.025;-6.445
11.9.1985;0.729;0.013;-6.444
12.9.1985;0.728;0.007;-6.443
13.9.1985;0.727;0.002;-6.442
