#CandyMountain NPP, unit 5
#date;bc;ao;fha
1993-04-30;5.134;-4.762;1.218
1993-05-01;5.126;-4.76;1.218
1993-05-02;5.113;-4.757;1.217
1993-05-03;5.107;-4.754;1.215
1993-05-04;5.101;-4.751;1.214
1993-05-05;5.091;-4.747;1.213
1993-05-06;5.083;-4.744;1.212
1993-05-07;5.076;-4.741;1.211
1993-05-08;5.064;-4.738;1.21
1993-05-09;5.053;-4.737;1.209
1993-05-10;5.045;-4.735;1.207
1993-05-11;5.038;-4.733;1.207
1993-05-12;5.029;-4.732;1.205
1993-05-13;5.017;-4.73;1.205
1993-05-14;5.009;-4.728;1.204
1993-05-15;4.998;-4.725;1.203
1993-05-16;4.986;-4.723;1.203
1993-05-17;4.979;-4.721;1.202
1993-05-18;4.971;-4.719;1.201
1993-05-19;4.966;-4.717;1.2
1993-05-20;4.958;-4.714;1.199
1993-05-21;4.949;-4.712;1.198
1993-05-22;4.934;-4.711;1.197
1993-05-23;4.921;-4.707;1.197
1993-05-24;4.912;-4.704;1.196
1993-05-25;4.902;-4.702;1.194
1993-05-26;4.891;-4.699;1.193
1993-05-27;4.884;-4.696;1.192
1993-05-28;4.869;-4.694;1.19
1993-05-29;4.86;-4.691;1.19
1993-05-30;4.849;-4.689;1.188
1993-05-31;4.841;-4.688;1.187
1993-06-01;4.827;-4.685;1.186
1993-06-02;4.817;-4.682;1.186
1993-06-03;4.803;-4.678;1.185
1993-06-04;4.79;-4.675;1.184
1993-06-05;4.778;-4.673;1.183
1993-06-06;4.767;-4.671;1.182
1993-06-07;4.757;-4.669;1.181
1993-06-08;4.745;-4.667;1.18
1993-06-09;4.731;-4.664;1.179
1993-06-10;4.719;-4.663;1.178
1993-06-11;4.71;-4.661;1.177
1993-06-12;4.699;-4.659;1.175
1993-06-13;4.69;-4.657;1.174
1993-06-14;4.684;-4.654;1.173
1993-06-15;4.678;-4.652;1.172
1993-06-16;4.664;-4.65;1.171
1993-06-17;4.651;-4.647;1.17
1993-06-18;4.645;-4.644;1.169
1993-06-19;4.634;-4.641;1.168
1993-06-20;4.626;-4.64;1.167
1993-06-21;4.618;-4.639;1.165
1993-06-22;4.611;-4.637;1.164
1993-06-23;4.597;-4.634;1.163
1993-06-24;4.592;-4.632;1.163
1993-06-25;4.584;-4.629;1.162
1993-06-26;4.576;-4.627;1.161
1993-06-27;4.567;-4.624;1.16
1993-06-28;4.552;-4.621;1.159
1993-06-29;4.538;-4.618;1.157
1993-06-30;4.527;-4.617;1.157
1993-07-01;4.521;-4.614;1.156
1993-07-02;4.515;-4.612;1.155
1993-07-03;4.502;-4.609;1.154
1993-07-04;4.488;-4.608;1.154
1993-07-05;4.479;-4.606;1.152
1993-07-06;4.466;-4.603;1.151
1993-07-07;4.459;-4.6;1.15
1993-07-08;4.452;-4.599;1.149
1993-07-09;4.443;-4.596;1.149
1993-07-10;4.436;-4.594;1.148
1993-07-11;4.429;-4.591;1.147
1993-07-12;4.414;-4.59;1.145
1993-07-13;4.408;-4.588;1.145
1993-07-14;4.396;-4.586;1.144
1993-07-15;4.388;-4.583;1.142
1993-07-16;4.373;-4.581;1.141
1993-07-17;4.359;-4.579;1.14
1993-07-18;4.346;-4.577;1.139
1993-07-19;4.339;-4.574;1.138
1993-07-20;4.329;-4.573;1.137
1993-07-21;4.315;-4.57;1.135
1993-07-22;4.306;-4.567;1.134
1993-07-23;4.292;-4.564;1.133
1993-07-24;4.278;-4.562;1.132
1993-07-25;4.268;-4.561;1.132
1993-07-26;4.254;-4.56;1.13
1993-07-27;4.247;-4.558;1.13
1993-07-28;4.237;-4.555;1.129
1993-07-29;4.229;-4.552;1.128
1993-07-30;4.223;-4.549;1.127
1993-07-31;4.215;-4.548;1.126
1993-08-01;4.208;-4.546;1.125
1993-08-02;4.197;-4.544;1.124
1993-08-03;4.19;-4.541;1.123
1993-08-04;4.183;-4.539;1.122
1993-08-05;4.17;-4.538;1.121
1993-08-06;4.156;-4.536;1.12
1993-08-07;4.145;-4.533;1.119
1993-08-08;4.135;-4.53;1.118
1993-08-09;4.121;-4.529;1.117
1993-08-10;4.114;-4.527;1.116
1993-08-11;4.105;-4.525;1.115
1993-08-12;4.096;-4.523;1.113
1993-08-13;4.084;-4.522;1.112
1993-08-14;4.069;-4.519;1.111
1993-08-15;4.062;-4.517;1.11
1993-08-16;4.05;-4.515;1.109
1993-08-17;4.044;-4.513;1.109
1993-08-18;4.031;-4.511;1.108
1993-08-19;4.025;-4.51;1.107
1993-08-20;4.02;-4.508;1.105
1993-08-21;4.007;-4.505;1.104
1993-08-22;4.001;-4.502;1.103
1993-08-23;3.993;-4.5;1.102
1993-08-24;3.982;-4.498;1.101
1993-08-25;3.972;-4.496;1.1
1993-08-26;3.963;-4.493;1.099
1993-08-27;3.955;-4.492;1.098
1993-08-28;3.944;-4.489;1.097
1993-08-29;3.939;-4.487;1.096
1993-08-30;3.93;-4.486;1.095
1993-08-31;3.916;-4.484;1.094
1993-09-01;3.901;-4.482;1.094
1993-09-02;3.888;-4.479;1.093
1993-09-03;3.878;-4.476;1.091
1993-09-04;3.865;-4.474;1.09
1993-09-05;3.859;-4.472;1.089
1993-09-06;3.847;-4.469;1.089
1993-09-07;3.84;-4.467;1.088
1993-09-08;3.825;-4.464;1.087
1993-09-09;3.814;-4.463;1.086
1993-09-10;3.805;-4.462;1.085
1993-09-11;3.799;-4.46;1.084
1993-09-12;3.787;-4.459;1.083
1993-09-13;3.781;-4.456;1.082
1993-09-14;3.769;-4.455;1.081
1993-09-15;3.761;-4.453;1.081
1993-09-16;3.751;-4.452;1.08
1993-09-17;3.745;-4.45;1.079
1993-09-18;3.734;-4.448;1.078
1993-09-19;3.721;-4.446;1.076
1993-09-20;3.711;-4.444;1.076
1993-09-21;3.706;-4.441;1.075
1993-09-22;3.7;-4.439;1.074
1993-09-23;3.688;-4.437;1.072
1993-09-24;3.679;-4.434;1.071
1993-09-25;3.672;-4.432;1.07
1993-09-26;3.657;-4.431;1.069
1993-09-27;3.651;-4.428;1.068
1993-09-28;3.64;-4.427;1.067
1993-09-29;3.629;-4.425;1.066
1993-09-30;3.622;-4.423;1.065
1993-10-01;3.614;-4.421;1.064
1993-10-02;3.609;-4.419;1.063
1993-10-03;3.603;-4.417;1.062
1993-10-04;3.593;-4.414;1.06
1993-10-05;3.587;-4.412;1.059
1993-10-06;3.579;-4.411;1.059
1993-10-07;3.57;-4.409;1.058
1993-10-08;3.556;-4.407;1.057
1993-10-09;3.542;-4.405;1.056
1993-10-10;3.533;-4.402;1.055
1993-10-11;3.524;-4.4;1.053
1993-10-12;3.511;-4.399;1.052
1993-10-13;3.504;-4.397;1.051
1993-10-14;3.492;-4.395;1.05
1993-10-15;3.479;-4.394;1.049
1993-10-16;3.466;-4.392;1.048
1993-10-17;3.459;-4.391;1.047
1993-10-18;3.451;-4.389;1.046
1993-10-19;3.438;-4.386;1.045
1993-10-20;3.432;-4.384;1.044
1993-10-21;3.426;-4.383;1.043
1993-10-22;3.415;-4.381;1.042
1993-10-23;3.402;-4.381;1.041
1993-10-24;3.387;-4.379;1.04
1993-10-25;3.376;-4.376;1.038
1993-10-26;3.369;-4.375;1.037
1993-10-27;3.361;-4.373;1.036
1993-10-28;3.347;-4.372;1.036
1993-10-29;3.333;-4.371;1.035
1993-10-30;3.327;-4.368;1.034
1993-10-31;3.315;-4.366;1.032
1993-11-01;3.301;-4.365;1.031
1993-11-02;3.287;-4.364;1.03
1993-11-03;3.275;-4.361;1.029
1993-11-04;3.269;-4.36;1.028
1993-11-05;3.261;-4.358;1.027
1993-11-06;3.251;-4.356;1.027
1993-11-07;3.244;-4.355;1.025
1993-11-08;3.238;-4.352;1.024
1993-11-09;3.23;-4.35;1.023
1993-11-10;3.218;-4.348;1.022
1993-11-11;3.211;-4.346;1.021
1993-11-12;3.201;-4.344;1.02
1993-11-13;3.196;-4.341;1.019
1993-11-14;3.189;-4.339;1.018
1993-11-15;3.177;-4.338;1.017
1993-11-16;3.171;-4.335;1.016
1993-11-17;3.166;-4.334;1.015
1993-11-18;3.152;-4.332;1.014
1993-11-19;3.142;-4.33;1.013
1993-11-20;3.136;-4.327;1.013
1993-11-21;3.123;-4.325;1.011
1993-11-22;3.113;-4.323;1.01
1993-11-23;3.1;-4.322;1.01
1993-11-24;3.087;-4.321;1.009
1993-11-25;3.076;-4.32;1.008
1993-11-26;3.065;-4.317;1.006
1993-11-27;3.05;-4.316;1.006
1993-11-28;3.044;-4.313;1.005
1993-11-29;3.034;-4.312;1.003
1993-11-30;3.029;-4.31;1.002
1993-12-01;3.023;-4.309;1.001
1993-12-02;3.016;-4.307;1.0
1993-12-03;3.002;-4.306;0.999
1993-12-04;2.993;-4.305;0.998
1993-12-05;2.984;-4.303;0.996
1993-12-06;2.972;-4.301;0.995
1993-12-07;2.966;-4.299;0.994
1993-12-08;2.959;-4.297;0.993
1993-12-09;2.945;-4.296;0.992
1993-12-10;2.939;-4.294;0.991
1993-12-11;2.925;-4.292;0.99
1993-12-12;2.912;-4.29;0.989
1993-12-13;2.902;-4.288;0.988
1993-12-14;2.89;-4.286;0.987
1993-12-15;2.88;-4.284;0.986
1993-12-16;2.873;-4.283;0.984
1993-12-17;2.864;-4.282;0.983
1993-12-18;2.856;-4.281;0.982
1993-12-19;2.843;-4.28;0.981
1993-12-20;2.833;-4.278;0.979
1993-12-21;2.823;-4.276;0.979
1993-12-22;2.811;-4.275;0.977
1993-12-23;2.799;-4.273;0.976
1993-12-24;2.794;-4.272;0.975
1993-12-25;2.782;-4.269;0.974
1993-12-26;2.769;-4.268;0.973
1993-12-27;2.755;-4.266;0.972
1993-12-28;2.74;-4.264;0.971
1993-12-29;2.733;-4.263;0.969
1993-12-30;2.725;-4.26;0.968
1993-12-31;2.72;-4.259;0.967
1994-01-01;2.708;-4.257;0.966
1994-01-02;2.703;-4.254;0.965
1994-01-03;2.693;-4.253;0.964
1994-01-04;2.682;-4.251;0.963
1994-01-05;2.674;-4.249;0.962
1994-01-06;2.666;-4.247;0.961
1994-01-07;2.655;-4.245;0.959
1994-01-08;2.643;-4.242;0.958
1994-01-09;2.628;-4.241;0.958
1994-01-10;2.614;-4.239;0.957
1994-01-11;2.605;-4.237;0.956
1994-01-12;2.59;-4.236;0.955
1994-01-13;2.581;-4.234;0.954
1994-01-14;2.574;-4.231;0.952
1994-01-15;2.561;-4.23;0.951
1994-01-16;2.551;-4.229;0.95
1994-01-17;2.545;-4.228;0.949
1994-01-18;2.538;-4.226;0.949
1994-01-19;2.525;-4.224;0.948
1994-01-20;2.51;-4.222;0.947
1994-01-21;2.496;-4.22;0.946
1994-01-22;2.485;-4.219;0.945
1994-01-23;2.471;-4.218;0.944
1994-01-24;2.462;-4.216;0.942
1994-01-25;2.45;-4.213;0.942
1994-01-26;2.438;-4.211;0.941
1994-01-27;2.424;-4.21;0.94
1994-01-28;2.412;-4.208;0.938
1994-01-29;2.397;-4.206;0.938
1994-01-30;2.392;-4.204;0.937
1994-01-31;2.38;-4.203;0.936
1994-02-01;2.367;-4.202;0.935
1994-02-02;2.359;-4.201;0.934
1994-02-03;2.346;-4.2;0.933
1994-02-04;2.335;-4.199;0.932
1994-02-05;2.326;-4.196;0.931
1994-02-06;2.311;-4.194;0.93
1994-02-07;2.299;-4.193;0.929
1994-02-08;2.29;-4.192;0.928
1994-02-09;2.277;-4.191;0.927
1994-02-10;2.27;-4.189;0.926
1994-02-11;2.255;-4.188;0.925
1994-02-12;2.246;-4.187;0.924
1994-02-13;2.235;-4.185;0.923
1994-02-14;2.222;-4.184;0.922
1994-02-15;2.216;-4.182;0.921
1994-02-16;2.202;-4.18;0.92
1994-02-17;2.195;-4.178;0.919
1994-02-18;2.184;-4.177;0.918
1994-02-19;2.177;-4.175;0.917
1994-02-20;2.172;-4.173;0.916
1994-02-21;2.163;-4.172;0.915
1994-02-22;2.151;-4.17;0.915
1994-02-23;2.14;-4.169;0.914
1994-02-24;2.129;-4.168;0.913
1994-02-25;2.123;-4.166;0.912
1994-02-26;2.117;-4.164;0.911
1994-02-27;2.11;-4.162;0.91
1994-02-28;2.097;-4.16;0.909
1994-03-01;2.09;-4.158;0.908
1994-03-02;2.082;-4.156;0.907
1994-03-03;2.075;-4.155;0.906
1994-03-04;2.063;-4.153;0.905
1994-03-05;2.052;-4.151;0.904
1994-03-06;2.041;-4.15;0.903
1994-03-07;2.036;-4.148;0.902
1994-03-08;2.026;-4.146;0.901
1994-03-09;2.017;-4.145;0.9
1994-03-10;2.01;-4.144;0.899
1994-03-11;2.005;-4.143;0.899
1994-03-12;1.994;-4.141;0.898
1994-03-13;1.979;-4.14;0.896
1994-03-14;1.969;-4.139;0.895
1994-03-15;1.959;-4.137;0.895
1994-03-16;1.952;-4.136;0.893
1994-03-17;1.939;-4.134;0.892
1994-03-18;1.929;-4.133;0.891
1994-03-19;1.919;-4.132;0.89
1994-03-20;1.906;-4.13;0.889
1994-03-21;1.897;-4.129;0.888
1994-03-22;1.884;-4.127;0.887
1994-03-23;1.876;-4.124;0.885
1994-03-24;1.868;-4.122;0.884
1994-03-25;1.861;-4.12;0.883
1994-03-26;1.853;-4.118;0.882
1994-03-27;1.844;-4.116;0.881
1994-03-28;1.831;-4.115;0.88
1994-03-29;1.825;-4.113;0.879
1994-03-30;1.818;-4.112;0.878
1994-03-31;1.812;-4.111;0.877
1994-04-01;1.805;-4.11;0.876
1994-04-02;1.791;-4.108;0.875
1994-04-03;1.781;-4.107;0.874
1994-04-04;1.775;-4.105;0.873
1994-04-05;1.767;-4.104;0.871
1994-04-06;1.761;-4.102;0.87
1994-04-07;1.751;-4.101;0.869
1994-04-08;1.742;-4.1;0.868
1994-04-09;1.735;-4.099;0.867
1994-04-10;1.725;-4.098;0.866
1994-04-11;1.719;-4.096;0.865
1994-04-12;1.714;-4.094;0.864
1994-04-13;1.701;-4.093;0.863
1994-04-14;1.69;-4.091;0.861
1994-04-15;1.677;-4.089;0.861
1994-04-16;1.663;-4.087;0.86
1994-04-17;1.654;-4.086;0.859
1994-04-18;1.646;-4.085;0.858
1994-04-19;1.636;-4.083;0.857
1994-04-20;1.631;-4.082;0.856
1994-04-21;1.622;-4.081;0.855
1994-04-22;1.607;-4.079;0.854
1994-04-23;1.594;-4.077;0.853
1994-04-24;1.584;-4.075;0.852
1994-04-25;1.577;-4.074;0.85
1994-04-26;1.567;-4.072;0.849
1994-04-27;1.56;-4.07;0.848
1994-04-28;1.545;-4.069;0.847
1994-04-29;1.54;-4.068;0.846
1994-04-30;1.525;-4.066;0.846
1994-05-01;1.513;-4.065;0.845
1994-05-02;1.5;-4.064;0.844
1994-05-03;1.49;-4.062;0.843
1994-05-04;1.482;-4.061;0.841
1994-05-05;1.476;-4.06;0.84
1994-05-06;1.463;-4.058;0.839
1994-05-07;1.454;-4.057;0.837
1994-05-08;1.449;-4.055;0.837
1994-05-09;1.434;-4.054;0.836
1994-05-10;1.428;-4.053;0.835
1994-05-11;1.414;-4.051;0.834
1994-05-12;1.409;-4.049;0.833
1994-05-13;1.399;-4.047;0.832
1994-05-14;1.393;-4.046;0.831
1994-05-15;1.38;-4.044;0.83
1994-05-16;1.375;-4.043;0.829
1994-05-17;1.36;-4.041;0.828
1994-05-18;1.35;-4.039;0.827
1994-05-19;1.338;-4.036;0.826
1994-05-20;1.329;-4.036;0.825
1994-05-21;1.317;-4.033;0.824
1994-05-22;1.305;-4.031;0.823
1994-05-23;1.298;-4.029;0.822
1994-05-24;1.286;-4.027;0.821
1994-05-25;1.273;-4.025;0.82
1994-05-26;1.262;-4.023;0.819
1994-05-27;1.255;-4.021;0.818
1994-05-28;1.246;-4.019;0.817
1994-05-29;1.232;-4.018;0.816
1994-05-30;1.226;-4.017;0.815
1994-05-31;1.212;-4.016;0.814
1994-06-01;1.199;-4.015;0.814
1994-06-02;1.188;-4.014;0.812
1994-06-03;1.173;-4.012;0.811
1994-06-04;1.161;-4.011;0.81
1994-06-05;1.155;-4.01;0.81
1994-06-06;1.148;-4.009;0.808
1994-06-07;1.136;-4.007;0.808
1994-06-08;1.123;-4.005;0.806
1994-06-09;1.11;-4.004;0.805
1994-06-10;1.102;-4.002;0.805
1994-06-11;1.093;-4.001;0.804
1994-06-12;1.084;-4.0;0.803
1994-06-13;1.073;-3.998;0.802
1994-06-14;1.068;-3.997;0.801
1994-06-15;1.053;-3.994;0.8
1994-06-16;1.045;-3.992;0.799
1994-06-17;1.032;-3.991;0.799
1994-06-18;1.022;-3.989;0.798
1994-06-19;1.016;-3.987;0.797
1994-06-20;1.005;-3.986;0.796
1994-06-21;0.996;-3.984;0.795
1994-06-22;0.984;-3.983;0.794
1994-06-23;0.975;-3.981;0.793
1994-06-24;0.969;-3.979;0.792
1994-06-25;0.959;-3.978;0.792
1994-06-26;0.947;-3.976;0.79
1994-06-27;0.941;-3.974;0.789
1994-06-28;0.927;-3.972;0.788
1994-06-29;0.915;-3.971;0.787
1994-06-30;0.906;-3.97;0.786
1994-07-01;0.901;-3.968;0.786
1994-07-02;0.891;-3.967;0.784
1994-07-03;0.881;-3.965;0.783
1994-07-04;0.875;-3.964;0.783
1994-07-05;0.864;-3.963;0.782
1994-07-06;0.855;-3.961;0.78
1994-07-07;0.846;-3.96;0.78
1994-07-08;0.836;-3.958;0.779
1994-07-09;0.831;-3.957;0.777
1994-07-10;0.822;-3.955;0.776
1994-07-11;0.813;-3.954;0.775
1994-07-12;0.808;-3.953;0.773
1994-07-13;0.801;-3.952;0.773
1994-07-14;0.794;-3.95;0.772
1994-07-15;0.787;-3.947;0.771
1994-07-16;0.774;-3.945;0.77
1994-07-17;0.766;-3.943;0.769
1994-07-18;0.755;-3.942;0.767
1994-07-19;0.747;-3.94;0.766
1994-07-20;0.738;-3.938;0.765
1994-07-21;0.725;-3.937;0.764
1994-07-22;0.717;-3.936;0.764
1994-07-23;0.712;-3.935;0.763
1994-07-24;0.702;-3.933;0.761
1994-07-25;0.692;-3.932;0.76
1994-07-26;0.677;-3.931;0.759
1994-07-27;0.667;-3.929;0.758
1994-07-28;0.655;-3.928;0.757
1994-07-29;0.643;-3.926;0.756
1994-07-30;0.628;-3.924;0.755
1994-07-31;0.616;-3.922;0.754
1994-08-01;0.61;-3.921;0.753
1994-08-02;0.598;-3.92;0.752
1994-08-03;0.585;-3.918;0.751
1994-08-04;0.576;-3.917;0.75
1994-08-05;0.568;-3.916;0.749
1994-08-06;0.555;-3.914;0.748
1994-08-07;0.546;-3.913;0.747
1994-08-08;0.538;-3.912;0.746
1994-08-09;0.523;-3.911;0.744
1994-08-10;0.517;-3.91;0.743
1994-08-11;0.503;-3.907;0.742
1994-08-12;0.49;-3.905;0.741
1994-08-13;0.476;-3.904;0.739
1994-08-14;0.467;-3.901;0.738
1994-08-15;0.46;-3.9;0.737
1994-08-16;0.454;-3.899;0.736
1994-08-17;0.44;-3.897;0.735
1994-08-18;0.433;-3.896;0.734
1994-08-19;0.425;-3.894;0.733
1994-08-20;0.411;-3.892;0.731
1994-08-21;0.397;-3.89;0.731
1994-08-22;0.386;-3.888;0.73
1994-08-23;0.374;-3.887;0.729
1994-08-24;0.365;-3.886;0.728
1994-08-25;0.354;-3.885;0.727
1994-08-26;0.342;-3.884;0.726
1994-08-27;0.332;-3.883;0.725
1994-08-28;0.325;-3.881;0.724
1994-08-29;0.319;-3.88;0.724
1994-08-30;0.304;-3.879;0.723
1994-08-31;0.293;-3.877;0.721
1994-09-01;0.287;-3.876;0.721
1994-09-02;0.272;-3.874;0.719
1994-09-03;0.258;-3.873;0.718
1994-09-04;0.25;-3.872;0.717
1994-09-05;0.243;-3.87;0.717
1994-09-06;0.235;-3.868;0.716
1994-09-07;0.229;-3.866;0.715
1994-09-08;0.221;-3.865;0.714
1994-09-09;0.209;-3.864;0.713
1994-09-10;0.198;-3.862;0.712
1994-09-11;0.185;-3.861;0.711
1994-09-12;0.174;-3.86;0.71
1994-09-13;0.169;-3.858;0.709
1994-09-14;0.162;-3.857;0.709
1994-09-15;0.148;-3.855;0.708
1994-09-16;0.138;-3.854;0.707
1994-09-17;0.124;-3.853;0.706
1994-09-18;0.115;-3.851;0.705
1994-09-19;0.11;-3.85;0.704
1994-09-20;0.102;-3.849;0.704
1994-09-21;0.093;-3.848;0.703
1994-09-22;0.079;-3.847;0.702
1994-09-23;0.069;-3.846;0.701
1994-09-24;0.06;-3.845;0.7
1994-09-25;0.047;-3.843;0.699
1994-09-26;0.039;-3.842;0.698
1994-09-27;0.028;-3.841;0.697
1994-09-28;0.019;-3.839;0.696
1994-09-29;0.007;-3.838;0.696
