16838d    120.0      730995.669034715625
16891f     81.0      169349.622558025789
168f46    120.0      522899.337785703829
169dc5     81.0      281447.466830790043
16a0ae     64.0      360154.148034210491
16ab28     98.0      495621.637875936576
16c04a    102.0      571314.737469178741
16da09    103.0      615501.493734479300
16eb0e     84.0      535560.195716851973
1714e6     23.0       96319.827778839885
17199c     74.0      372311.978791832167
1738f0     89.0      411111.944792769791
17404b    109.0      562499.827601020690
1742ad    119.0      295988.739314905775
174ffd     84.0      291193.585127168219
175b00     61.0      312323.064771361882
175d86    120.0      648234.112675140961
178391     62.0      198416.860617419850
178ccd     71.0      207139.633340024244
1792ba     82.0      427155.218675616838
17ab18     61.0      257222.170045607083
17c96f    120.0      435065.135509198415
17fdbb     80.0      153589.117045368301
180437    120.0      477371.018943883362
180474     82.0      416451.336878038419
1809d8    105.0      518118.240159858891
182365     90.0      514484.643003905774
183561    101.0      482035.554949322483
185be9     26.0      117321.702060255513
185dfa     72.0      347132.154908795492
185e74     67.0      379623.395802609797
185e7f    112.0      481256.378619622148
1865fb     35.0      241233.619799542299
18675c     53.0      334616.269041542429
186924    120.0      384899.784067052999
1876cf    111.0      321744.378355172055
1881ad     85.0      363586.032359832141
188355     67.0      252108.125627058907
188e36     33.0      142358.543728983379
189372     33.0      249107.051480756345
18b1fa     74.0      313491.027990946663
18ba0e     36.0      163245.479042945110
18be7e     43.0      229310.374531039386
18cc0e     25.0      154856.830074926518
18d61d     53.0      308457.239046206698
18d8d0    107.0      354892.557432932546
18e500    114.0      391553.277888500015
18e54b     96.0      565075.542633404257
18fd22     68.0      431340.190596004890
190099     58.0      201545.584147257614
190c47    110.0      441067.204818983446
192c74     42.0      137849.394985852268
19340a     72.0      319259.920546967653
193a60     95.0      376920.396572014841
1952c6    111.0      304024.778897712822
195b9f     91.0      508332.769226016244
195e7b     63.0      364295.953330328630
1978a0    116.0      386769.758633072721
197b83     99.0      492792.544111019350
198341    104.0      525406.186965211411
198ab2     66.0      138693.215526632644
19be70     48.0      267672.651408846024
19c5ed     38.0      186744.216808115452
19cb53     32.0      118906.028973780558
19e272    107.0      486291.527789955086
19e4b3     65.0      227705.174111811124
19f940     52.0      195073.390784506541
19ff1e     64.0      244373.761605772452
1a0c9b     24.0      133162.351361487206
1a10df     62.0      313239.597993876727
1a1112     77.0      430857.914709830540
1a1ebe     37.0       94099.263879000893
1a2040     85.0      420170.116313586710
1a21c1     57.0      353397.175148031092
1a2478    110.0      251949.614133479365
1a2989     62.0      246040.051556465653
1a35ac     48.0      345687.200055996014
1a3707    104.0      419116.923146674992
1a3e87     48.0      198250.308866706095
1a59ba     60.0      260726.615362560726
1a604b     37.0      118973.923817809133
1a6fa3     93.0      476733.721394960245
1a7214     47.0      162963.361950818391
1a7381    109.0      404557.514558160794
1a7c72     46.0      233452.001307530940
1a858e     23.0       94902.070794053448
1a9300    108.0      500064.324942501436
1a9d61     39.0      200720.879083352600
1aac71     45.0      274237.694490702008
1ab834    102.0      764098.395781498868
1ae62e    105.0      530631.236328167375
1afd3d     88.0      356972.930766966077
1b060b     48.0      378755.594018083182
1b08f8     40.0      239572.448799140635
1b10b7     22.0      164496.817768202513
1b11fb     95.0      482314.181884834310
1b16e5     82.0      371154.422675774607
1b18ef     97.0      564650.553476026398
1b1f4f     96.0      477113.191435584216
1b234f     57.0      258067.815454569733
1b36d7     29.0      117446.419663605295
1b3a2f    118.0      627803.472187489620
1b432a     64.0      469445.630240240658
1b4c60     57.0      153182.870061720547
1b59e6     84.0      521962.385204110993
1b6722    100.0      533405.794639565749
1b6922     90.0      492274.159016352904
1b6e33     85.0      511897.735020835884
1b7547     71.0      301006.683987733675
1b93ec     83.0      485883.750068694644
1b9931     67.0      268573.061049239303
1bb3f5     85.0      140953.200000858633
1bc666     47.0      246043.460154353990
1bd4fd     31.0      185513.678102401784
1bde4d     80.0      387980.970773515641
1c00db     56.0      405525.452660878771
1c0cca     89.0      256507.957943663583
1c279e     48.0      247545.849273088592
1c32b9     36.0      188585.109938331181
1c4792     99.0      461133.195288515359
1c57f6     70.0      333092.794190206740
1c6620     75.0      429791.602181542665
1c7125     86.0      502014.327242891886
1c7efc     91.0      522255.029589696031
1c8a79     73.0      291774.421384334855
1c9a2e     23.0       81524.540234300162
1c9d9d    118.0      830535.248848602525
1cab39    121.0      548231.785189494607
1cb1e7     84.0      337595.315862084622
1cb3fe     39.0      188477.682088809088
1cb45a     75.0      273151.397216043202
1cc69a     63.0      310848.908093667298
1cd2c2     60.0      249872.752874385682
1cd7d0     91.0      703829.191757808439
1ce53d    119.0      485310.285275171045
1ce68a     93.0      605406.873473092681
1cfa50    109.0      457151.461491218419
1d0cd1     32.0      180191.598687452031
1d1ab7     40.0       70712.987373923766
1d369d    107.0      686060.479744553333
1d5e08     81.0      413394.927479864447
1d68b6     94.0      547321.727798071341
1d6bdc    100.0      442097.025353740493
1d7935     28.0      116802.431541063939
1d7d2c     47.0      333723.480514806870
1d7f0f     99.0      380082.406512047455
1d83dc     63.0      314372.119417091715
1d8bee     26.0      103214.183694404506
1d91cc     99.0      326801.458404266683
1d9227    114.0      406023.965425690345
1d97ce    121.0      913329.262909545214
1dbdf5     54.0      119074.613906588856
1dc24e    103.0      410048.872047722980
1dcb8e     67.0      285145.592003062426
1de8b5    104.0      284147.414023782650
1e0b6f     90.0      371990.075612415094
1e12fd     40.0      126048.346056228504
1e165c     92.0      503159.291500035732
1e2fb1     44.0      312456.473615454044
1e3ed4     78.0      241436.209734276606
1e4629     59.0      267076.703389876464
1e4ce4    119.0      551960.129399460391
1e7b95     50.0      117018.511075980423
1e82b9     58.0      315792.928520542802
1ebc4d     97.0      426663.351420382387
1ed0f7     33.0      193480.582277886104
1edc32     70.0      224010.310712420265
1eeda8     76.0      266457.346656500536
1ef035     73.0      302556.059378532576
1f0790    118.0      418714.306926033867
1f137f    119.0      374683.329583930143
1f160d    107.0      300322.263285783934
1f2794     65.0      297720.859794859076
1f2c49    101.0      272122.257037782925
1f3d42    111.0      406357.412585793296
1f40b5     63.0      224355.028631170513
1f5688     74.0      361095.135915006977
1f5b1d    121.0      641647.932927132468
1f5f3d     80.0      609154.671409969102
1f6242     93.0      599586.372581005446
1f62c4     45.0      168844.843272032129
1f6942     38.0      187956.630928067170
1f7229     24.0      173007.254407506261
1f7652     41.0      126370.685220070838
1f7664     64.0      165891.595047855721
1f785d     82.0      302736.982238810277
1f841b     42.0      303257.398525307188
1fb515     59.0      267719.787942978612
1fb71c     52.0      396000.920524438901
1fba2e     34.0      157913.054119008972
1fd181     52.0      253075.954250554292
1fe09f     22.0       96548.104014213750
201eeb     48.0      145676.289903891826
20285a     43.0      198074.691343737417
203062     67.0      301196.709236062714
2035ef     79.0      345501.490903224447
204329     46.0      226428.079368772451
20669d    117.0      329754.915743864723
206c34     27.0      100355.792498381968
20787d     93.0      572738.481165997800
208aaf     77.0      248524.597797861352
208ffd     73.0      304400.035256802337
209c7d     31.0      122912.016670896846
20b214     35.0      166401.926652476075
20b7e7    114.0      491163.727602822066
20d916    120.0      429521.423640934692
2107e4     79.0      521627.265209664183
2111a7     22.0      119585.020803872059
211566    113.0      646369.954450991703
21304e     23.0      134906.969468443480
213887     37.0      177608.422361131292
214123     70.0      373228.502099419187
21433b     24.0      114833.033979474887
214b38     56.0      256157.287024890044
21620b     57.0      237900.136477513763
21681f     65.0      415440.012448467314
216c88     74.0      318240.234722834255
2172d5     93.0      510294.031621881644
2173d3     45.0      273746.612996921176
217f99     94.0      617525.180703404476
21831f     68.0      333561.418383832846
218d2d     62.0      408872.023722686747
218da1     22.0       77844.810153427854
21973a     64.0      442448.155785508628
21b7a3    120.0      276935.778778104286
21ce8a     77.0      388076.138344650099
21e95a    103.0      664678.649153466336
21f92b     94.0      541247.368751778849
21fb2a     80.0      441302.317901525530
221e12     53.0      253741.608782483527
2222a8     47.0      203365.542791103100
222ef5     42.0      121285.146198812741
223b6a     37.0      234933.304561285098
2262d3    100.0      569721.875957022072
226f9a     52.0      224884.561554917862
227909     89.0      353898.465656314103
227bd8     82.0      309773.232614976936
227c36     63.0      248729.153262927604
228891     51.0      337674.918498699088
228fd0     91.0      550789.613307176973
228fed    118.0      642614.549241673551
22912e     64.0      302963.877513757325
229e5b     72.0      271469.125639109814
22a6c1     54.0      287488.015961107914
22a9de     62.0      227396.460727690952
22b1d6     64.0      209476.291626882623
22ba9d    115.0      530477.463128862204
22bb7d    112.0      496275.261586559645
22d802     78.0      232944.736032437242
22e569     63.0      315974.810234134260
22efde     77.0      542321.126593400608
22fc0f     42.0      155919.242065968981
230745     90.0      318376.548063663417
2309a4     22.0       55764.964206713157
232281     32.0      175737.682833132683
2328fd    102.0      686056.022327881772
232b55     63.0      414972.477753274143
2332ea     89.0      366138.440892249055
23367b     61.0      306066.583529390220
233e79     24.0      110513.849248511542
2346f1     70.0      315983.049475000822
234da1     35.0      197632.396404807863
236b37    104.0      666843.179761336418
2377eb    115.0      558453.157069808105
237802    113.0      680862.900680850842
238308     75.0      450827.288080232975
23835b     65.0      219597.491658956802
239198    107.0      402783.587163070217
239ab5     87.0      543535.714182488620
23b0ed     99.0      363849.398077273916
23b12b     69.0      430322.110588207317
23b6ba     69.0      248051.799059666373
23bd10     87.0      346669.985775930632
23c00b     61.0      247353.390398958611
23c053     54.0      239641.919183164544
23c110    102.0      664817.171206405503
23d358    121.0      444397.636184299132
23e8e6     36.0      185592.862845512893
23ea47     73.0      207907.701327041577
23f55d    101.0      652574.054748222232
23fdc4     98.0      493387.296441397222
24015e     56.0      263059.589272830228
240e15    110.0      525226.027876271401
240f95     64.0      343263.172394597845
241382    117.0      459662.636876446893
242435     22.0       74653.628923451659
242700     77.0      267302.749141219479
2428b4     22.0       87764.652141285507
2492eb    106.0      607883.564096921822
249cdb     56.0      225938.040520897979
24a1b2    102.0      450791.880472796445
24a52a     60.0      305208.845257386914
24b596    117.0      528534.462778414134
24b6f0     97.0      345469.095038291533
24d94a     28.0      167896.494182290044
24e39a     66.0      321068.150598778157
25026b     32.0      178153.499124505470
250694     31.0      131787.821315549110
250732     25.0       95022.083023087529
250ed5     26.0      104083.732418708794
25270e     63.0      300124.381445316074
252e50     36.0      150755.234671738959
253511    117.0      679181.933709125384
256a17     37.0      190853.331145210948
257a72     84.0      612501.666662189877
258fb5    105.0      720377.071845278027
25919e    105.0      296515.600085190847
259c68     57.0      164512.937899508717
259cd7     61.0      389520.424158609123
25b7b9    113.0      459528.418923892779
25cdf6     68.0      348430.058336428483
25d173     23.0      116745.856748143153
25fa31     55.0      228412.367997202964
2602db     54.0      100815.831711381965
260dc4    112.0      429515.572813139064
262b65     83.0      400847.595114664640
2630af     22.0      109217.247877247442
264c0a     88.0      360119.698221471393
265509     69.0      276808.404594066320
266958     84.0      391193.960377886018
26871c     93.0      544860.636295660050
26922d     79.0      442099.768792065268
2697a9     81.0      315527.852108946710
2697dd     87.0      301220.854304944398
26b5ff    108.0      602428.321289233747
26c595     29.0       63868.570994257927
26c755     45.0      162118.615331095672
26c888     50.0      267799.251188509748
26cd14     23.0      130243.104235118590
2725b2     22.0       60244.051482212228
272afa     85.0      258937.280030404829
2731ec     68.0      515182.187131677696
2745ae     67.0      322391.044119266153
274e19     75.0      380839.640039163642
27620c    117.0      512112.145315997594
2779e0     76.0      427617.224812350119
278a38     71.0      301771.437290449685
279491     87.0      411375.846269389847
27966c     93.0      497244.644201763324
27ae23     38.0      227820.160039678216
27bcb4     72.0      388798.971631943539
27d68b     44.0      220775.436639294465
27d9a5     61.0      244729.591935003875
27dfd8     58.0      211791.910015455709
27e3e6     68.0      293580.855607680161
27e564    110.0      466584.570420761709
28150b     76.0      283218.617277567915
2818fc     42.0      163225.044577546942
28250d     96.0      560956.972100821673
282f7d     70.0      418508.749392580474
282fae     70.0      528443.032529112650
284085    106.0      346001.305425800208
284ce5     29.0      161713.347391005926
28505f     27.0      154345.765263394336
2859d0     40.0      131074.607962750306
28627e    113.0      503883.590660715592
2862a6     57.0      245032.736947475321
286562     28.0      187288.533411147946
287785    105.0      458964.930996426847
288384    106.0      519140.002358629543
289155     63.0      249711.864084534900
289cbf    109.0      478538.610363010492
28a1a7     84.0      537860.167606650502
28a969     96.0      544296.211342320428
28aaf4     96.0      434459.540627332870
28c175     67.0      209459.372672045545
28e631    121.0      366331.364258560759
28f42a     96.0      452684.311012624647
28f68f     24.0      137010.069804479252
28fdce     54.0      120616.602229043812
290357     95.0      704953.110152419889
290c4a     24.0      158318.436395101016
29217a     38.0      143640.671685268549
2930c9     74.0      500293.793724515184
2937a2     76.0      257057.719841658982
293e1a     99.0      582412.651749727083
294ce3     35.0      147296.472343596804
296216    107.0      500619.169186996005
2977f5     71.0      277623.921316240274
297b69     66.0      123570.500573813755
299444     72.0      260238.817274322442
299a1d     53.0      291539.435423584771
299a36     31.0      138345.268907614169
299ef4    114.0      644033.888624360668
29a02c    117.0      572537.261257199454
29c9ea     52.0      297420.557340378698
29d00c    106.0      627961.842129186494
29e42f     94.0      323037.593078078178
29f80b     59.0      315851.864449585730
29f955     44.0      181488.234065462340
2a0000    113.0      603899.374530631118
2a0c08     95.0      351697.349822413817
2a0fce     98.0      449703.096414918371
2a1188    106.0      405532.956322204496
2a1ba9     81.0      340777.640296086785
2a226b     84.0      320125.237698738463
2a3129     82.0      330290.465349113452
2a484c     94.0      414098.504329676973
2a49a8     62.0      298373.511392453453
2a56fc     72.0      563484.364370633266
2a59f3    102.0      452841.078853268351
2a6c32     49.0      203051.036458546587
2a72cf     73.0      460718.276102295786
2a773d     97.0      328892.167274287320
2a849b    121.0      621491.209485985688
2a971d     65.0      241973.829327690240
2ac9a4     30.0      142074.813595299289
