# y : intensity
# label : secret experiment #4709
#y1 y5 time y2 y4 y3
-1.0044 1.1493 2.05 0.251 0.8418 -1.1722
-0.8386 0.9494 2.06 0.4011 0.6716 -1.1218
-0.8836 0.7971 2.07 0.4897 0.3688 -0.8631
-0.8942 0.5742 2.08 0.7169 0.123 -0.9012
-0.7873 0.3492 2.09 0.8225 -0.0223 -0.7732
-0.6514 0.1754 2.1 0.8401 -0.1016 -0.7011
-0.5475 -0.0073 2.11 0.9961 -0.119 -0.5438
-0.446 -0.1738 2.12 0.9711 -0.081 -0.468
-0.3796 -0.3274 2.13 1.0581 0.0174 -0.4871
-0.2623 -0.4705 2.14 1.0105 0.1542 -0.4214
-0.1377 -0.5992 2.15 0.9168 0.3526 -0.4449
-0.0231 -0.7448 2.16 0.8762 0.4823 -0.3903
0.0986 -0.7397 2.17 0.9081 0.7164 -0.3591
0.2144 -0.8009 2.18 0.7813 0.9118 -0.4415
0.3515 -0.906 2.19 0.7042 0.9466 -0.4616
0.4904 -0.8087 2.2 0.6555 0.9802 -0.461
0.5705 -0.8899 2.21 0.4928 1.1228 -0.4954
0.5997 -0.8901 2.22 0.3635 0.9349 -0.5205
0.7546 -0.8031 2.23 0.1786 0.8734 -0.5813
0.9003 -0.7551 2.24 0.0522 0.7085 -0.5927
0.8793 -0.8137 2.25 -0.0999 0.4488 -0.719
1.0177 -0.6575 2.26 -0.2077 0.1995 -0.7661
0.9749 -0.6378 2.27 -0.3831 -0.0608 -0.7297
1.1283 -0.4991 2.28 -0.4555 -0.3313 -0.7581
1.0189 -0.4602 2.29 -0.574 -0.595 -0.8645
1.0746 -0.4233 2.3 -0.6243 -0.8339 -0.8587
1.2093 -0.3379 2.31 -0.6938 -1.0166 -0.9089
1.0604 -0.2736 2.32 -0.7547 -1.1279 -0.8896
1.0074 -0.2146 2.33 -0.7672 -1.3358 -0.9246
1.0466 -0.1487 2.34 -0.735 -1.3854 -0.967
0.8689 -0.0992 2.35 -0.8194 -1.1589 -0.8561
0.9688 -0.0834 2.36 -0.726 -1.0685 -0.7494
0.7385 -0.0661 2.37 -0.6321 -0.8466 -0.8281
0.7574 -0.0582 2.38 -0.5599 -0.6505 -0.6383
0.5778 -0.0808 2.39 -0.4457 -0.3418 -0.5567
0.4758 -0.1075 2.4 -0.2654 -0.0773 -0.5058
0.3782 -0.1449 2.41 -0.1237 0.2218 -0.4109
0.2338 -0.214 2.42 0.0205 0.4875 -0.2658
0.1335 -0.276 2.43 0.1975 0.6961 -0.092
-0.0027 -0.331 2.44 0.392 0.8296 0.0534
-0.1275 -0.3969 2.45 0.5481 0.9338 0.2274
-0.2865 -0.5148 2.46 0.7296 1.1383 0.4073
-0.4373 -0.6334 2.47 0.7784 1.0432 0.6045
-0.5449 -0.7133 2.48 1.0379 0.9274 0.7225
-0.6274 -0.8037 2.49 1.1965 0.8185 0.8913
-0.7274 -0.9501 2.5 1.2319 0.6467 1.095
-0.9399 -0.9697 2.51 1.2477 0.517 1.3204
-0.9542 -1.1387 2.52 1.366 0.3031 1.6171
-1.1081 -1.2272 2.53 1.4487 0.1496 1.678
-1.1623 -1.1634 2.54 1.4208 -0.0248 1.814
-1.2324 -1.4423 2.55 1.5203 -0.1553 1.843
-1.1611 -1.2313 2.56 1.5033 -0.2313 2.2375
-1.3912 -1.2772 2.57 1.5437 -0.2381 2.3788
-1.4879 -1.3585 2.58 1.3456 -0.1704 2.3421
-1.3431 -1.347 2.59 1.4866 -0.0279 2.4285
-1.4183 -1.2503 2.6 1.2813 0.1557 2.4644
-1.2449 -1.4481 2.61 1.0471 0.3856 2.6983
-1.3874 -1.2382 2.62 0.9946 0.6865 2.7566
-1.2445 -1.1439 2.63 0.8704 1.0451 2.7789
-1.2924 -1.0431 2.64 0.7081 1.1722 2.8705
-1.1588 -1.1163 2.65 0.622 1.4343 2.7143
-1.1114 -0.9512 2.66 0.4699 1.9293 2.8107
-1.0271 -0.7285 2.67 0.3475 1.9983 2.4819
-1.0611 -0.6565 2.68 0.2676 2.3266 2.4351
-0.8965 -0.489 2.69 0.1371 2.1055 2.3168
-0.8986 -0.3071 2.7 0.0531 2.4462 2.3458
-0.7134 -0.1753 2.71 -0.0128 2.0453 2.3828
-0.742 -0.0344 2.72 -0.0693 2.2623 2.0092
-0.6122 0.1125 2.73 -0.0965 1.9853 2.0833
-0.5523 0.2402 2.74 -0.1086 1.7911 1.6427
-0.4423 0.3799 2.75 -0.0938 1.4341 1.6437
-0.3637 0.5144 2.76 -0.0467 1.1241 1.5043
-0.265 0.6646 2.77 0.0179 0.8656 1.266
-0.2316 0.6832 2.78 0.1043 0.5628 1.1404
-0.1763 0.8344 2.79 0.1964 0.423 1.1355
-0.1291 0.8677 2.8 0.3519 0.2149 0.965
-0.0984 0.9174 2.81 0.4357 0.1178 0.7332
-0.0771 0.8532 2.82 0.5876 0.0675 0.6404
-0.064 0.8666 2.83 0.8404 0.0919 0.4783
-0.0688 0.8571 2.84 1.04 0.1616 0.4254
-0.0818 0.7868 2.85 1.1327 0.2866 0.3437
-0.1199 0.75 2.86 1.3737 0.4545 0.2688
-0.1497 0.6777 2.87 1.5726 0.5935 0.1664
-0.2028 0.4883 2.88 1.5343 0.7799 0.1326
-0.2466 0.3533 2.89 1.6562 0.9103 0.099
-0.3722 0.2552 2.9 1.9134 1.1753 0.0674
-0.4154 0.091 2.91 2.1119 1.2599 0.0601
-0.5477 -0.0804 2.92 1.8672 1.2416 0.0619
-0.6122 -0.2518 2.93 2.1829 1.1939 0.0875
-0.7564 -0.4768 2.94 2.2768 1.1774 0.1132
-0.9241 -0.6042 2.95 2.2749 1.0975 0.168
-0.9158 -0.8014 2.96 2.3029 0.7631 0.1936
-1.1162 -0.898 2.97 2.2144 0.5821 0.2583
-1.3319 -1.251 2.98 2.1194 0.2358 0.3297
-1.4665 -1.3076 2.99 1.9869 -0.1235 0.3801
-1.3961 -1.3846 3.0 2.1427 -0.4391 0.5084
-1.7428 -1.4853 3.01 1.7342 -0.7502 0.5954
-1.7443 -1.8028 3.02 1.8892 -1.072 0.6557
-1.8804 -1.9248 3.03 1.5527 -1.4551 0.7442
-1.9167 -1.9679 3.04 1.5671 -1.645 0.7627
-1.9006 -2.027 3.05 1.3523 -1.7686 0.9023
-2.2453 -2.0128 3.06 1.1857 -1.7378 0.8844
-2.3104 -1.8592 3.07 1.0706 -1.7471 0.9755
-2.4147 -1.9925 3.08 0.9145 -1.5499 1.0051
-2.3209 -1.8295 3.09 0.7456 -1.4584 1.0125
-2.4152 -1.8061 3.1 0.621 -1.3935 1.0525
-2.5184 -1.7341 3.11 0.4937 -1.1419 0.9456
-2.2733 -1.5624 3.12 0.4324 -0.8168 0.9592
-2.5941 -1.56 3.13 0.3875 -0.695 1.0413
-2.5562 -1.2446 3.14 0.3592 -0.4138 0.8965
-2.2987 -1.2492 3.15 0.3412 -0.2724 0.8406
-2.4383 -0.9653 3.16 0.3694 -0.1864 0.7534
-2.1422 -0.8594 3.17 0.4175 -0.13 0.7465
-2.2647 -0.7499 3.18 0.4463 -0.1294 0.6807
-1.9393 -0.4874 3.19 0.5284 -0.1904 0.5733
-2.1053 -0.348 3.2 0.5753 -0.3065 0.4657
-1.9372 -0.1444 3.21 0.7196 -0.507 0.3266
-1.9042 0.0431 3.22 0.8188 -0.6771 0.1849
-1.5287 0.23 3.23 1.0265 -0.8751 0.0641
-1.5935 0.4106 3.24 1.1762 -1.0874 -0.0688
-1.533 0.5955 3.25 1.2579 -1.3294 -0.2042
-1.2416 0.6388 3.26 1.4736 -1.5331 -0.353
-1.1623 0.8804 3.27 1.5989 -1.6381 -0.4456
-0.9232 0.902 3.28 1.7978 -1.8314 -0.5382
-0.8516 1.1152 3.29 1.7262 -1.8709 -0.7336
-0.7621 1.1174 3.3 1.8884 -1.7633 -0.805
-0.5854 1.1483 3.31 1.9493 -1.7524 -0.9186
-0.5081 1.1566 3.32 2.2817 -1.4682 -0.8967
-0.3708 1.14 3.33 2.0773 -1.147 -1.1174
-0.3127 1.2026 3.34 2.4838 -0.8768 -1.0566
-0.192 1.1717 3.35 2.2393 -0.5263 -1.0413
-0.132 1.3568 3.36 2.4692 -0.229 -1.1637
-0.0584 1.2023 3.37 2.1507 0.0725 -1.2286
0.0002 1.1064 3.38 2.3787 0.3668 -1.0983
0.0488 1.1884 3.39 2.064 0.5486 -1.1095
0.0852 1.0933 3.4 2.1012 0.7402 -1.0701
0.1024 0.9831 3.41 1.7871 0.8713 -1.0091
0.1174 1.0163 3.42 1.7459 0.8831 -0.9629
0.115 0.92 3.43 1.553 0.8856 -0.833
0.0965 0.9638 3.44 1.5137 0.8997 -0.6591
0.0696 0.8047 3.45 1.3715 0.6524 -0.5686
0.0388 0.8703 3.46 1.1098 0.5961 -0.4035
-0.0078 0.7328 3.47 0.9783 0.3103 -0.3306
-0.0553 0.7649 3.48 0.7375 0.1306 -0.1493
-0.1241 0.7634 3.49 0.6293 -0.0987 -0.0089
-0.1913 0.858 3.5 0.4737 -0.2484 0.1329
-0.2457 0.8592 3.51 0.3193 -0.4048 0.3068
-0.2894 0.8461 3.52 0.2562 -0.5322 0.423
-0.3823 0.86 3.53 0.1244 -0.6013 0.6055
-0.5001 0.9578 3.54 0.0613 -0.5035 0.7423
-0.5165 1.0367 3.55 0.0105 -0.4203 0.7974
-0.615 1.234 3.56 -0.0188 -0.2543 1.0737
-0.5833 1.2058 3.57 -0.0225 -0.093 1.1209
-0.7315 1.3684 3.58 -0.0063 0.1499 1.1308
-0.7517 1.3713 3.59 0.0353 0.3783 1.3997
-0.8423 1.5785 3.6 0.0894 0.6161 1.457
-0.8054 1.6436 3.61 0.17 0.9044 1.363
-0.8806 1.8431 3.62 0.2573 1.025 1.551
-0.86 1.9655 3.63 0.3807 1.1373 1.5698
-0.8658 2.1082 3.64 0.4771 1.1702 1.6294
-0.8529 1.8432 3.65 0.5981 1.3257 1.3594
-0.7119 2.316 3.66 0.8185 1.2854 1.3816
-0.6731 2.236 3.67 0.8453 1.0416 1.3031
-0.6998 2.0936 3.68 0.905 0.9969 1.4428
-0.5974 2.1662 3.69 1.1872 0.6633 1.2023
-0.4799 2.1802 3.7 1.165 0.3494 1.135
-0.371 2.0115 3.71 1.3996 0.0318 1.0419
-0.2744 2.1817 3.72 1.5039 -0.3264 0.8704
-0.1518 2.0277 3.73 1.3468 -0.6578 0.7271
-0.0242 2.1413 3.74 1.4733 -0.8615 0.7026
0.1231 1.8262 3.75 1.3872 -1.1873 0.5848
0.2527 1.7543 3.76 1.366 -1.3303 0.3619
0.4296 1.5513 3.77 1.5824 -1.6107 0.2355
0.5353 1.3464 3.78 1.265 -1.565 0.1153
0.697 1.3094 3.79 1.2845 -1.5264 -0.0292
0.9268 1.0799 3.8 1.1604 -1.458 -0.1561
1.104 0.9402 3.81 1.1874 -1.2693 -0.2683
1.1647 0.6513 3.82 0.9521 -1.1232 -0.4273
1.3617 0.3709 3.83 0.787 -1.0126 -0.5266
1.4062 0.1665 3.84 0.6014 -0.8378 -0.5956
1.5791 -0.0836 3.85 0.4199 -0.6703 -0.7481
1.7015 -0.3332 3.86 0.2564 -0.5506 -0.8507
1.755 -0.6136 3.87 0.0695 -0.4146 -0.91
1.9534 -0.7799 3.88 -0.1043 -0.383 -0.8651
1.9552 -0.9679 3.89 -0.3102 -0.4465 -0.8796
2.1719 -1.1417 3.9 -0.4642 -0.456 -0.9049
2.4351 -1.5493 3.91 -0.6202 -0.698 -0.9235
2.4685 -1.7597 3.92 -0.7688 -0.7915 -1.0523
2.5707 -1.6895 3.93 -0.8692 -1.073 -0.9801
2.4159 -2.1231 3.94 -0.9088 -1.3619 -0.9502
2.4304 -2.1517 3.95 -1.0628 -1.6152 -0.8649
2.6506 -2.3072 3.96 -1.1575 -2.1122 -0.7707
2.6505 -2.3177 3.97 -1.241 -2.2471 -0.7558
2.4046 -2.3079 3.98 -1.1135 -2.3669 -0.6809
2.2931 -2.1641 3.99 -1.1928 -2.7355 -0.6597
2.243 -2.4921 4.0 -1.1554 -3.0391 -0.5927
2.2352 -2.3995 4.01 -1.0827 -2.6692 -0.5782
2.4641 -2.1848 4.02 -0.9378 -2.8589 -0.4282
2.474 -2.3129 4.03 -0.8081 -2.5097 -0.3875
2.3835 -2.0414 4.04 -0.7576 -2.5867 -0.3276
1.9538 -1.9902 4.05 -0.6805 -2.2011 -0.3162
1.8194 -1.8719 4.06 -0.5405 -2.152 -0.2467
1.8353 -1.773 4.07 -0.3915 -1.8471 -0.2115
1.8753 -1.664 4.08 -0.3181 -1.5844 -0.1983
1.537 -1.5017 4.09 -0.1811 -1.329 -0.1885
1.7186 -1.3746 4.1 -0.0769 -1.0101 -0.2252
1.6365 -1.0242 4.11 0.0259 -0.8054 -0.2464
1.4663 -0.9762 4.12 0.102 -0.5827 -0.2451
1.2652 -0.8767 4.13 0.1891 -0.5301 -0.3195
1.2721 -0.7275 4.14 0.2083 -0.4229 -0.3519
1.1121 -0.5597 4.15 0.2411 -0.4741 -0.4445
1.0874 -0.45 4.16 0.2642 -0.6007 -0.4949
1.1362 -0.341 4.17 0.235 -0.6602 -0.6353
0.9591 -0.2338 4.18 0.168 -0.8032 -0.8055
1.1095 -0.1624 4.19 0.1065 -0.9613 -0.9157
0.9694 -0.1007 4.2 0.0279 -1.2811 -0.8971
1.0144 -0.0494 4.21 -0.0782 -1.5144 -1.0785
1.061 -0.028 4.22 -0.2317 -1.5436 -1.2118
1.0584 -0.0159 4.23 -0.3537 -1.7882 -1.5104
0.9911 -0.0259 4.24 -0.5662 -1.6971 -1.6333
1.0943 -0.0494 4.25 -0.6414 -1.6354 -1.8003
1.1043 -0.0738 4.26 -0.8142 -1.7434 -1.7686
1.1584 -0.1209 4.27 -0.9854 -1.5702 -1.8828
1.1601 -0.1956 4.28 -1.307 -1.2797 -1.9793
1.3194 -0.2569 4.29 -1.4021 -1.0458 -2.0666
1.542 -0.336 4.3 -1.4231 -0.6224 -2.6018
1.4571 -0.4145 4.31 -1.6371 -0.3732 -2.3054
1.7425 -0.5165 4.32 -2.0395 -0.0465 -2.8211
1.6404 -0.5559 4.33 -1.8858 0.263 -2.4556
1.6538 -0.6035 4.34 -1.9961 0.5198 -2.9135
1.7271 -0.6752 4.35 -2.1065 0.657 -3.0066
1.8484 -0.7673 4.36 -2.0577 0.8816 -3.035
1.9234 -0.7356 4.37 -2.3383 1.0174 -2.6251
2.0674 -0.7784 4.38 -2.2023 0.9073 -2.7772
2.1191 -0.8561 4.39 -2.0942 0.8746 -2.9758
2.3782 -0.9284 4.4 -2.3021 0.7873 -2.5207
2.5083 -0.9523 4.41 -2.3477 0.4965 -2.8762
2.6493 -0.8988 4.42 -1.9575 0.3099 -2.5756
2.6169 -0.9098 4.43 -1.9672 0.0554 -2.6898
2.4989 -0.7409 4.44 -1.9512 -0.2286 -2.5533
2.282 -0.779 4.45 -1.6518 -0.4622 -2.0839
2.4623 -0.724 4.46 -1.734 -0.7593 -1.9313
2.4334 -0.6126 4.47 -1.5349 -0.9582 -1.8834
2.6075 -0.4972 4.48 -1.4642 -0.9578 -1.7893
2.419 -0.3977 4.49 -1.3262 -1.0011 -1.6372
2.4115 -0.2721 4.5 -1.0985 -1.1093 -1.3246
2.0703 -0.147 4.51 -0.9593 -1.1195 -1.2697
2.259 -0.0289 4.52 -0.9278 -0.8809 -0.9518
2.0614 0.0979 4.53 -0.8176 -0.8311 -0.8926
2.178 0.2129 4.54 -0.7208 -0.6856 -0.6343
