# x : time signal
#y3 time y4 y1 y2
0.31 3.26 -1.6049 1.2459 1.0044
0.4842 3.27 -1.8609 1.0956 0.808
-0.8912 3.28 -1.8063 0.8975 0.595
-1.2441 3.29 -1.8232 0.7746 0.3138
-0.0404 3.3 -2.1417 0.514 0.0238
0.6043 3.31 -1.7576 0.4311 -0.2911
-0.5549 3.32 -1.649 0.3127 -0.5711
-1.3493 3.33 -1.6694 0.1808 -0.8468
-0.3763 3.34 -1.4119 0.0656 -0.9244
0.5938 3.35 -1.1153 -0.03 -0.9423
-0.1851 3.36 -0.9373 -0.1036 -0.9963
-1.2379 3.37 -0.5643 -0.1901 -0.8162
-0.7037 3.38 -0.3441 -0.2408 -0.6169
0.5439 3.39 -0.1497 -0.248 -0.3005
0.1126 3.4 0.0067 -0.2944 -0.0207
-1.254 3.41 0.117 -0.2929 0.2813
-0.9321 3.42 0.1569 -0.268 0.5692
0.3343 3.43 0.1069 -0.2916 0.8081
0.4065 3.44 0.0193 -0.2579 0.8467
-0.8752 3.45 -0.1405 -0.2106 0.889
-1.0711 3.46 -0.3507 -0.133 0.8584
0.1374 3.47 -0.5837 -0.0875 0.7498
0.6528 3.48 -0.8405 -0.0229 0.5992
-0.5499 3.49 -0.9832 0.0495 0.2902
-1.1908 3.5 -1.3381 0.1216 -0.0107
-0.1307 3.51 -1.5468 0.1856 -0.3332
0.7187 3.52 -1.6205 0.2611 -0.5951
-0.175 3.53 -1.638 0.2991 -0.9074
-1.1976 3.54 -1.6233 0.3758 -1.0236
-0.3951 3.55 -1.3632 0.4171 -1.0458
0.7309 3.56 -1.4224 0.4833 -0.9543
0.2234 3.57 -1.075 0.5433 -0.8132
-1.028 3.58 -0.8836 0.5992 -0.752
-0.6881 3.59 -0.6516 0.5731 -0.445
0.7187 3.6 -0.3896 0.5027 -0.1272
0.5576 3.61 -0.0826 0.5021 0.1619
-0.7405 3.62 0.1682 0.4587 0.422
-0.7869 3.63 0.431 0.4713 0.6944
0.5669 3.64 0.5192 0.3967 0.858
0.8893 3.65 0.714 0.3124 0.8499
-0.3981 3.66 0.7807 0.2224 0.7544
-0.8469 3.67 0.7129 0.1073 0.6045
0.3398 3.68 0.6512 -0.0092 0.4336
1.116 3.69 0.4583 -0.1509 0.145
0.057 3.7 0.2725 -0.2732 -0.1767
-0.7947 3.71 0.0376 -0.3965 -0.4599
0.1102 3.72 -0.2085 -0.6275 -0.8025
1.2517 3.73 -0.4467 -0.816 -1.1057
0.5151 3.74 -0.6567 -0.9295 -1.2425
-0.6729 3.75 -0.8653 -1.0671 -1.3574
-0.1256 3.76 -0.9654 -1.2517 -1.1402
1.2932 3.77 -0.9638 -1.3457 -1.1473
0.8709 3.78 -1.0901 -1.5878 -0.8711
-0.4019 3.79 -0.9862 -1.8535 -0.6465
-0.2962 3.8 -0.742 -2.0318 -0.3453
1.0159 3.81 -0.5786 -2.0079 -0.0293
1.23 3.82 -0.3635 -2.1091 0.262
-0.0512 3.83 -0.093 -2.3586 0.4957
-0.3902 3.84 0.1761 -2.4634 0.6445
0.8328 3.85 0.486 -2.2546 0.6644
1.3993 3.86 0.6695 -2.378 0.6335
0.3622 3.87 0.9412 -2.6225 0.4725
-0.3963 3.88 1.0045 -2.4013 0.2236
0.6098 3.89 1.1607 -2.38 -0.0774
1.5645 3.9 1.2121 -2.581 -0.4055
0.7638 3.91 1.0417 -2.5728 -0.7001
-0.2802 3.92 0.9443 -2.7779 -0.9317
0.3998 3.93 0.8076 -2.3004 -1.2813
1.6317 3.94 0.6717 -2.295 -1.4912
1.1116 3.95 0.4235 -2.193 -1.4632
-0.0696 3.96 0.1504 -2.4394 -1.3581
0.1949 3.97 -0.0863 -2.1385 -1.2547
1.6929 3.98 -0.3081 -2.0408 -1.0625
1.6225 3.99 -0.4637 -2.209 -0.8563
0.2385 4.0 -0.6679 -1.828 -0.5958
0.0456 4.01 -0.7811 -1.9979 -0.2322
1.38 4.02 -0.7042 -1.7645 0.0155
1.9239 4.03 -0.6708 -1.749 0.248
0.5842 4.04 -0.569 -1.6119 0.3587
-0.0388 4.05 -0.3977 -1.3106 0.4522
1.1771 4.06 -0.206 -1.4257 0.3615
1.8546 4.07 0.0243 -1.297 0.246
1.0483 4.08 0.2755 -1.2358 -0.0001
-0.0291 4.09 0.5258 -1.0302 -0.2618
0.7408 4.1 0.7098 -1.1114 -0.5907
1.8832 4.11 0.9436 -0.985 -0.9734
1.265 4.12 1.0087 -0.9381 -1.2394
0.0862 4.13 1.2324 -1.0254 -1.4385
0.482 4.14 1.1622 -1.0359 -1.4437
1.743 4.15 1.0538 -1.1217 -1.8304
1.5611 4.16 0.9424 -1.1011 -1.656
0.3078 4.17 0.6694 -1.0693 -1.53
0.2761 4.18 0.4925 -1.0774 -1.2763
1.4945 4.19 0.2181 -1.1965 -1.1086
1.9083 4.2 -0.0661 -1.4355 -0.6602
0.5591 4.21 -0.3634 -1.5368 -0.4284
0.0729 4.22 -0.6018 -1.4718 -0.1657
1.4115 4.23 -0.8705 -1.7451 0.0708
1.7818 4.24 -0.9268 -1.8153 0.2138
0.8211 4.25 -1.0948 -1.7705 0.2626
-0.0214 4.26 -1.0787 -1.8214 0.235
0.9296 4.27 -1.1914 -2.1566 0.0849
2.0249 4.28 -0.972 -2.3003 -0.1238
1.1178 4.29 -0.9034 -2.1289 -0.4113
-0.031 4.3 -0.6336 -2.158 -0.6971
0.5396 4.31 -0.4415 -2.5134 -1.0211
1.7672 4.32 -0.2509 -2.5473 -1.3613
1.4777 4.33 -0.0153 -2.6158 -1.5739
0.0553 4.34 0.1908 -2.6635 -1.7688
0.2023 4.35 0.3534 -2.4377 -1.6915
1.5685 4.36 0.4397 -2.5172 -1.5674
1.4566 4.37 0.5111 -2.4673 -1.6282
0.2168 4.38 0.5124 -2.6424 -1.389
-0.1067 4.39 0.424 -2.4 -1.0172
1.1852 4.4 0.217 -2.3484 -0.7144
1.7217 4.41 0.027 -2.4558 -0.4501
0.4111 4.42 -0.2302 -2.0961 -0.1807
-0.3294 4.43 -0.5383 -1.9298 0.0461
0.7184 4.44 -0.7386 -1.997 0.2142
1.4615 4.45 -1.1567 -1.9394 0.2758
0.6151 4.46 -1.2938 -1.5757 0.2439
-0.4477 4.47 -1.5843 -1.4109 0.1125
0.2612 4.48 -1.6342 -1.3803 -0.1097
1.3822 4.49 -1.9641 -1.148 -0.3646
0.9416 4.5 -2.0387 -1.1555 -0.6524
-0.4595 4.51 -1.8917 -0.9332 -0.9945
-0.1627 4.52 -1.7292 -0.7249 -1.2839
1.0997 4.53 -1.8295 -0.5424 -1.4662
1.0763 4.54 -1.4371 -0.4225 -1.5688
-0.4175 4.55 -1.3448 -0.2391 -1.8283
-0.5106 4.56 -1.1838 -0.0872 -1.7193
0.804 4.57 -0.88 0.0545 -1.3624
1.022 4.58 -0.614 0.1908 -1.3526
-0.2521 4.59 -0.4802 0.3071 -0.975
-0.8408 4.6 -0.4545 0.4271 -0.6217
0.2756 4.61 -0.349 0.448 -0.3357
1.0968 4.62 -0.3927 0.5545 -0.0252
-0.0674 4.63 -0.5045 0.6333 0.2135
-1.0946 4.64 -0.6841 0.6556 0.3677
-0.1866 4.65 -0.8494 0.6257 0.4679
0.8312 4.66 -1.1062 0.6423 0.4661
0.1025 4.67 -1.2817 0.6618 0.3371
-1.1963 4.68 -1.7964 0.6148 0.1173
-0.6894 4.69 -1.9631 0.6037 -0.145
0.5458 4.7 -2.061 0.5637 -0.4167
0.2387 4.71 -2.3437 0.5975 -0.6888
-1.0443 4.72 -2.6749 0.5046 -1.0222
-1.1971 4.73 -2.6249 0.4302 -1.2091
0.2062 4.74 -2.4601 0.334 -1.4125
0.3162 4.75 -2.583 0.2794 -1.4942
-1.0105 4.76 -2.3409 0.2121 -1.2527
-1.3229 4.77 -2.6015 0.1315 -1.0836
-0.2513 4.78 -2.3662 0.0746 -1.031
0.3424 4.79 -2.0154 0.0097 -0.6765
-0.7888 4.8 -1.6366 -0.0422 -0.2995
-1.6659 4.81 -1.5492 -0.0956 0.0088
-0.7991 4.82 -1.3525 -0.1196 0.3239
0.1976 4.83 -1.0629 -0.1556 0.6107
-0.6224 4.84 -0.9621 -0.1755 0.7112
-1.7518 4.85 -0.8644 -0.1666 0.8941
-1.2158 4.86 -1.0212 -0.1747 0.8766
-0.0235 4.87 -1.019 -0.128 0.6406
-0.5514 4.88 -1.235 -0.0809 0.5044
-1.8469 4.89 -1.2039 -0.0272 0.2286
-1.5623 4.9 -1.4148 0.0434 -0.037
-0.3304 4.91 -1.7709 0.136 -0.2912
-0.3949 4.92 -1.9537 0.2443 -0.6228
-1.9067 4.93 -2.4252 0.3847 -0.7294
-2.2127 4.94 -2.7891 0.4459 -0.8337
-0.748 4.95 -2.7365 0.6438 -0.9331
-0.2925 4.96 -2.7852 0.833 -0.8724
-1.5385 4.97 -3.0492 0.8998 -0.7639
-2.4625 4.98 -2.9869 1.0569 -0.4648
-1.2234 4.99 -3.0388 1.2378 -0.1932
-0.3403 5.0 -2.9578 1.4804 0.1425
-1.3741 5.01 -2.6496 1.4019 0.4661
-2.4513 5.02 -2.5501 1.6594 0.7696
-1.7509 5.03 -1.975 1.6969 0.9984
-0.5109 5.04 -1.8763 2.0029 1.2631
-1.0404 5.05 -1.6525 2.1593 1.3816
-2.6139 5.06 -1.3724 2.4289 1.3362
-2.0979 5.07 -1.0707 2.255 1.2006
-0.7275 5.08 -0.9364 2.5603 0.9927
-0.8989 5.09 -0.879 2.4791 0.7573
-2.2085 5.1 -0.7783 2.7722 0.4845
-2.2808 5.11 -0.825 2.5664 0.22
-1.0379 5.12 -0.8723 2.751 -0.0459
-0.7842 5.13 -1.1864 2.78 -0.2693
-1.8819 5.14 -1.4254 2.5958 -0.3546
-2.7929 5.15 -1.3825 2.8069 -0.3832
-1.2239 5.16 -1.8321 2.6919 -0.3528
-0.6048 5.17 -1.7935 2.7728 -0.1866
-1.6859 5.18 -2.2535 2.5576 0.066
-2.6705 5.19 -2.1445 2.6459 0.3635
-1.7681 5.2 -2.506 2.7365 0.7579
-0.7154 5.21 -2.5667 2.3694 0.9805
-1.4068 5.22 -2.6669 2.3352 1.4001
-2.6254 5.23 -2.297 2.212 1.5619
-1.8667 5.24 -2.3956 2.3152 1.8842
-0.7666 5.25 -1.8653 1.9867 1.6949
-1.1256 5.26 -1.8973 1.8065 1.8011
-2.293 5.27 -1.4902 1.6626 1.7885
-2.2133 5.28 -1.0775 1.825 1.5977
-0.9658 5.29 -0.8338 1.5017 1.3615
-0.8547 5.3 -0.6858 1.3138 1.068
-2.1389 5.31 -0.3977 1.2444 0.6773
-2.7052 5.32 -0.1997 1.3703 0.5068
-1.2998 5.33 -0.1007 1.2654 0.3127
-0.6294 5.34 -0.0512 1.0179 0.1558
-1.7339 5.35 -0.0789 1.0487 0.1399
-2.7958 5.36 -0.147 1.0851 0.1962
-1.538 5.37 -0.2998 1.0046 0.318
-0.6041 5.38 -0.4912 1.0175 0.6154
-1.4855 5.39 -0.6216 0.8996 0.81
-2.2864 5.4 -0.9708 1.0107 1.2533
-1.8168 5.41 -1.0305 1.0565 1.5763
-0.5081 5.42 -1.4048 1.0021 1.953
-1.16 5.43 -1.588 0.9916 2.0605
-2.4625 5.44 -1.6414 1.122 2.3668
-1.8198 5.45 -1.653 1.2166 2.4542
-0.6909 5.46 -1.5981 1.3403 2.4616
-0.6521 5.47 -1.5716 1.2732 2.053
-2.0067 5.48 -1.2565 1.5836 1.8617
-2.1501 5.49 -1.1632 1.5691 1.8687
-0.7542 5.5 -0.765 1.505 1.558
-0.4157 5.51 -0.5457 1.8114 1.2892
-1.6397 5.52 -0.2056 1.7651 0.9721
