#y1 y2 y3 time
2.0861 -0.4064 1.233 1.69
2.1326 -0.7068 1.0742 1.7
2.3562 -0.7163 1.0289 1.71
2.3887 -0.7856 0.8238 1.72
2.744 -0.4977 0.8639 1.73
2.3202 -0.1282 0.8364 1.74
2.4784 0.2608 1.1222 1.75
2.1264 0.619 1.3284 1.76
2.051 0.9309 1.4938 1.77
2.0658 1.1481 1.7442 1.78
1.8782 1.0669 2.1912 1.79
1.6632 0.7447 2.3382 1.8
1.3294 0.4184 2.54 1.81
1.1748 0.0182 2.6854 1.82
0.9176 -0.4338 2.7114 1.83
0.8923 -0.7687 2.7091 1.84
0.668 -0.9819 2.6695 1.85
0.4594 -1.067 3.0172 1.86
0.4041 -0.8248 2.5682 1.87
0.3249 -0.5678 2.6223 1.88
0.2458 -0.1912 2.3767 1.89
0.1991 0.2434 2.0361 1.9
0.2081 0.5464 1.727 1.91
0.2188 0.8952 1.4025 1.92
0.2914 0.9353 1.0472 1.93
0.3334 0.8208 1.0281 1.94
0.3758 0.4862 0.8648 1.95
0.4929 0.0723 0.7977 1.96
0.5324 -0.3523 0.8603 1.97
0.5734 -0.7441 0.9933 1.98
0.6414 -1.0937 1.3138 1.99
0.6954 -1.1968 1.5866 2.0
0.7048 -1.214 1.8509 2.01
0.6577 -0.8855 2.0413 2.02
0.7572 -0.5354 2.1313 2.03
0.6217 -0.1139 2.3941 2.04
0.5744 0.2506 2.7487 2.05
0.4382 0.6172 2.3593 2.06
0.3574 0.7532 2.5346 2.07
0.2006 0.7059 2.405 2.08
0.0713 0.5319 2.0722 2.09
-0.0835 0.2233 1.9502 2.1
-0.2572 -0.1891 1.7836 2.11
-0.4158 -0.5926 1.3362 2.12
-0.5108 -0.974 1.0247 2.13
-0.6121 -1.2248 0.7814 2.14
-0.6813 -1.3098 0.5512 2.15
-0.7708 -1.1769 0.3533 2.16
-0.8157 -0.8304 0.1882 2.17
-0.7435 -0.4393 0.1023 2.18
-0.7614 0.0209 0.1181 2.19
-0.6898 0.3846 0.2142 2.2
-0.5212 0.6313 0.3148 2.21
-0.3093 0.7789 0.5456 2.22
-0.142 0.5974 0.7181 2.23
0.089 0.4381 0.9241 2.24
0.3145 0.0336 1.1599 2.25
0.6037 -0.3781 1.4365 2.26
0.7759 -0.7289 1.5714 2.27
1.0266 -1.1602 1.4919 2.28
1.3826 -1.2323 1.555 2.29
1.5125 -1.082 1.7004 2.3
1.7278 -0.8994 1.4962 2.31
1.9075 -0.5994 1.2396 2.32
2.0022 -0.1857 0.9599 2.33
2.2023 0.2383 0.5653 2.34
2.4202 0.6036 0.2698 2.35
2.1615 0.7787 -0.0143 2.36
2.1279 0.8168 -0.2708 2.37
1.962 0.6093 -0.4909 2.38
1.8647 0.3429 -0.7161 2.39
1.6251 -0.0671 -0.7052 2.4
1.5442 -0.4741 -0.7216 2.41
1.2721 -0.9251 -0.7248 2.42
0.863 -1.1579 -0.5742 2.43
0.6351 -1.2047 -0.3853 2.44
0.3166 -1.0394 -0.1083 2.45
0.0272 -0.6549 0.1403 2.46
-0.2921 -0.3206 0.4159 2.47
-0.5337 0.1466 0.6429 2.48
-0.7897 0.4983 0.7467 2.49
-0.9278 0.7872 0.882 2.5
-1.2748 0.918 0.9665 2.51
-1.2739 0.9507 1.0237 2.52
-1.4832 0.6775 0.8594 2.53
-1.5128 0.3224 0.6975 2.54
-1.4248 -0.1166 0.4875 2.55
-1.5968 -0.5009 0.1935 2.56
-1.4618 -0.7341 -0.0766 2.57
-1.325 -0.9525 -0.3693 2.58
-1.258 -0.975 -0.6513 2.59
-1.1171 -0.7508 -0.8025 2.6
-0.9283 -0.3793 -0.8814 2.61
-0.8084 0.0525 -1.0468 2.62
-0.5357 0.4748 -1.0857 2.63
-0.466 0.7707 -0.976 2.64
-0.2865 0.9651 -0.8278 2.65
-0.1377 1.1308 -0.5605 2.66
-0.0078 0.8869 -0.304 2.67
0.0818 0.6239 -0.0252 2.68
0.1526 0.2895 0.2803 2.69
0.1781 -0.1168 0.5275 2.7
0.2232 -0.518 0.7262 2.71
0.1957 -0.7347 0.9786 2.72
0.1613 -0.754 1.0628 2.73
0.1048 -0.6915 1.1042 2.74
0.0213 -0.3678 1.0604 2.75
-0.0596 -0.0071 1.008 2.76
-0.166 0.4538 0.8062 2.77
-0.2489 0.8274 0.5891 2.78
-0.3177 1.0326 0.3405 2.79
-0.4419 1.4164 0.0968 2.8
-0.4558 1.2977 -0.1293 2.81
-0.457 1.0587 -0.3233 2.82
-0.4801 0.6682 -0.4802 2.83
-0.5524 0.2598 -0.5363 2.84
-0.5107 -0.1113 -0.4906 2.85
-0.379 -0.4404 -0.4511 2.86
-0.3469 -0.6182 -0.27 2.87
-0.2128 -0.5469 -0.0655 2.88
-0.0785 -0.4303 0.214 2.89
0.0585 -0.0751 0.5629 2.9
0.1932 0.3423 0.7916 2.91
0.3551 0.7439 1.0539 2.92
0.5253 1.0642 1.3204 2.93
0.6468 1.4069 1.6296 2.94
0.8056 1.3862 1.9621 2.95
0.8149 1.2506 1.7461 2.96
0.7967 1.0518 1.7028 2.97
0.9558 0.7112 1.8135 2.98
0.8362 0.226 1.5104 2.99
0.8804 -0.1381 1.4283 3.0
0.7904 -0.4201 1.3222 3.01
0.6092 -0.4586 0.9764 3.02
0.4224 -0.442 0.767 3.03
0.2273 -0.1445 0.5816 3.04
-0.015 0.2123 0.4033 3.05
-0.2782 0.7129 0.3174 3.06
-0.5188 1.1239 0.2674 3.07
-0.8737 1.2818 0.3375 3.08
-1.1843 1.4346 0.4925 3.09
-1.4492 1.3827 0.5851 3.1
-1.5658 1.2335 0.828 3.11
-1.9814 1.0257 1.2532 3.12
-2.2898 0.5004 1.5433 3.13
-2.4632 0.1344 1.7119 3.14
-2.7052 -0.2027 1.942 3.15
-2.7734 -0.3643 2.1466 3.16
-2.5864 -0.4103 2.2436 3.17
-2.9098 -0.262 2.4094 3.18
-2.7119 0.0458 2.782 3.19
-2.4621 0.4819 2.693 3.2
-2.1431 0.8458 2.1166 3.21
-2.1331 1.193 2.033 3.22
-1.938 1.5287 1.8331 3.23
-1.8076 1.6613 1.4712 3.24
-1.5213 1.3964 1.2574 3.25
-1.2239 1.0546 1.1083 3.26
-0.9257 0.8512 0.8012 3.27
-0.6168 0.3766 0.7425 3.28
-0.347 -0.0522 0.6822 3.29
-0.1119 -0.3313 0.6392 3.3
0.0891 -0.4277 0.7109 3.31
0.2606 -0.4484 0.9015 3.32
0.4386 -0.1797 0.953 3.33
0.5334 0.1471 1.3056 3.34
0.5582 0.5843 1.6279 3.35
0.5906 0.9785 1.7238 3.36
0.6456 1.3711 1.9962 3.37
0.5317 1.5425 2.3704 3.38
0.4465 1.38 2.3702 3.39
0.3867 1.1464 2.2315 3.4
0.2114 0.8218 2.347 3.41
0.063 0.5046 2.5318 3.42
-0.103 0.0444 2.1167 3.43
-0.2861 -0.3048 1.831 3.44
-0.4619 -0.6041 1.7791 3.45
-0.5978 -0.6666 1.3982 3.46
-0.7915 -0.4659 1.1401 3.47
-0.977 -0.2128 0.8014 3.48
-1.0522 0.1841 0.5553 3.49
-1.1198 0.5431 0.3077 3.5
-1.218 0.8929 0.1861 3.51
-1.2432 1.1232 0.0969 3.52
-1.2506 1.2806 0.1173 3.53
-1.2385 1.2478 0.1819 3.54
-1.2118 0.9867 0.3315 3.55
-1.0749 0.4998 0.5381 3.56
-0.9391 0.0756 0.6945 3.57
-0.8315 -0.3169 0.9402 3.58
-0.7839 -0.7112 1.1179 3.59
-0.7711 -0.905 1.4465 3.6
-0.7351 -0.8609 1.489 3.61
-0.6628 -0.6719 1.6218 3.62
-0.5986 -0.2704 1.5271 3.63
-0.6725 0.1118 1.4036 3.64
-0.6885 0.5128 1.3396 3.65
-0.7933 0.8764 1.1929 3.66
-0.8465 0.9464 0.8805 3.67
-0.9101 0.9808 0.5376 3.68
-1.0945 0.7435 0.1979 3.69
-1.3194 0.4374 -0.1148 3.7
-1.4292 0.0297 -0.4004 3.71
-1.4842 -0.4094 -0.5911 3.72
-1.6911 -0.8038 -0.8389 3.73
-1.9101 -0.9711 -0.887 3.74
-2.0408 -1.2383 -0.9935 3.75
-2.3212 -1.1664 -0.8938 3.76
-2.4216 -0.7298 -0.8587 3.77
-2.5751 -0.4066 -0.6069 3.78
-2.314 -0.0369 -0.4005 3.79
-2.7244 0.3163 -0.1532 3.8
-2.2513 0.5608 0.0612 3.81
-2.3556 0.6072 0.2729 3.82
-2.2219 0.6064 0.4371 3.83
-2.0422 0.3004 0.5048 3.84
-1.9008 -0.0859 0.6021 3.85
-1.7059 -0.532 0.5552 3.86
-1.5023 -0.872 0.4113 3.87
-1.1552 -1.4264 0.2167 3.88
-0.8985 -1.4476 -0.0289 3.89
-0.6329 -1.5378 -0.2985 3.9
-0.3633 -1.2316 -0.6111 3.91
-0.1121 -1.0339 -0.936 3.92
0.1713 -0.6957 -1.122 3.93
0.4195 -0.2235 -1.4579 3.94
0.5609 0.078 -1.7283 3.95
0.7176 0.2373 -1.6621 3.96
0.8583 0.2938 -1.8141 3.97
0.9071 0.0964 -1.5796 3.98
0.9343 -0.2392 -1.7164 3.99
0.9483 -0.6156 -1.3166 4.0
0.933 -1.0946 -1.143 4.01
0.821 -1.5045 -0.8736 4.02
0.584 -1.9159 -0.6245 4.03
0.4609 -1.8422 -0.4058 4.04
0.2401 -1.8462 -0.1728 4.05
-0.0263 -1.6675 -0.016 4.06
-0.2868 -1.2855 0.0709 4.07
-0.6201 -0.8321 0.0913 4.08
-0.7678 -0.5104 0.0352 4.09
-1.1334 -0.1969 -0.0981 4.1
-1.4065 -0.1019 -0.2906 4.11
-1.5178 -0.1626 -0.5449 4.12
-1.8743 -0.4486 -0.7837 4.13
-2.0164 -0.7191 -1.1236 4.14
-2.0754 -1.2047 -1.2862 4.15
-2.0113 -1.6178 -1.6057 4.16
-2.3349 -2.1341 -1.651 4.17
-2.1889 -2.0397 -1.6717 4.18
-2.0415 -2.1625 -1.6781 4.19
-2.2672 -2.1743 -1.7578 4.2
-1.9229 -1.7442 -1.7094 4.21
-1.9085 -1.4985 -1.53 4.22
-1.648 -1.0119 -1.229 4.23
-1.8041 -0.7299 -0.804 4.24
-1.6365 -0.4387 -0.5215 4.25
-1.3527 -0.4848 -0.2707 4.26
-1.3193 -0.545 0.0172 4.27
-1.0316 -0.8757 0.2276 4.28
-0.988 -1.2588 0.3999 4.29
-0.8553 -1.7818 0.4406 4.3
-0.7749 -2.0381 0.4348 4.31
-0.7613 -2.287 0.3568 4.32
-0.7406 -2.4033 0.2509 4.33
-0.7492 -2.3229 0.0455 4.34
-0.7496 -2.3094 -0.1747 4.35
-0.8073 -1.8419 -0.4364 4.36
-0.8082 -1.3993 -0.6284 4.37
-0.8916 -1.0522 -0.9357 4.38
-0.9252 -0.9148 -0.9721 4.39
-1.015 -0.7552 -1.0904 4.4
-1.1774 -0.8095 -1.2266 4.41
-1.2314 -1.0155 -1.1379 4.42
-1.172 -1.3255 -0.8957 4.43
-1.2642 -1.6093 -0.8102 4.44
-1.2394 -2.1699 -0.5771 4.45
-1.0677 -2.4405 -0.2112 4.46
-1.0996 -2.7845 0.0838 4.47
-0.9177 -2.7322 0.3748 4.48
-0.9115 -2.5271 0.6908 4.49
-0.8051 -2.5004 0.8657 4.5
-0.5937 -2.1142 1.038 4.51
-0.378 -1.4426 1.0818 4.52
-0.2023 -1.2737 1.2463 4.53
-0.0075 -0.9269 1.1866 4.54
0.2127 -0.9003 1.0398 4.55
0.4276 -1.063 0.8934 4.56
0.5281 -1.3683 0.5965 4.57
0.7772 -1.5001 0.3622 4.58
0.9312 -2.1022 0.1193 4.59
0.9828 -2.6655 -0.1136 4.6
1.1083 -2.9922 -0.3243 4.61
1.1247 -2.6153 -0.4433 4.62
1.036 -3.105 -0.5514 4.63
0.945 -2.7859 -0.4635 4.64
0.7582 -2.0827 -0.4453 4.65
0.6614 -1.7511 -0.2411 4.66
0.4368 -1.4509 -0.0337 4.67
0.2811 -1.1938 0.2315 4.68
0.0045 -1.0212 0.5516 4.69
-0.2768 -0.9175 0.8139 4.7
-0.5945 -1.0897 1.1052 4.71
-0.8944 -1.5024 1.2195 4.72
-1.1083 -1.7961 1.5407 4.73
-1.4089 -2.3181 1.4921 4.74
-1.5741 -2.6406 1.652 4.75
-1.8677 -2.8369 1.5239 4.76
-2.1622 -2.9499 1.439 4.77
-2.3359 -2.6731 1.175 4.78
-2.4418 -2.4264 0.9966 4.79
-2.5728 -1.8261 0.6958 4.8
-2.5753 -1.4368 0.3944 4.81
-2.4243 -1.2635 0.0877 4.82
-2.0507 -0.89 -0.1692 4.83
-2.145 -0.7449 -0.3249 4.84
-1.783 -0.9006 -0.5053 4.85
-1.7902 -1.122 -0.5356 4.86
-1.3014 -1.5312 -0.5371 4.87
-1.2754 -1.8468 -0.4648 4.88
-0.9899 -2.1719 -0.269 4.89
-0.6156 -2.6933 -0.059 4.9
-0.3424 -2.7532 0.1778 4.91
-0.0868 -2.6955 0.4196 4.92
0.1562 -2.6142 0.6877 4.93
0.4139 -2.1488 0.9507 4.94
0.6218 -1.7537 1.0989 4.95
0.7312 -1.2494 1.0273 4.96
0.9071 -0.8331 1.2074 4.97
1.0017 -0.5761 1.0443 4.98
1.1015 -0.5527 0.9348 4.99
0.987 -0.7684 0.7821 5.0
0.9729 -0.9922 0.4067 5.01
0.8816 -1.4316 0.1368 5.02
0.8046 -1.7861 -0.1746 5.03
0.8044 -2.1778 -0.4724 5.04
0.6504 -2.1365 -0.8099 5.05
0.5443 -2.2722 -1.0056 5.06
0.424 -2.4614 -1.3189 5.07
0.2959 -1.8135 -1.2711 5.08
0.2026 -1.6798 -1.4009 5.09
0.097 -1.1839 -1.221 5.1
0.0174 -0.7492 -1.0837 5.11
-0.0331 -0.3692 -1.0851 5.12
-0.0556 -0.2551 -0.7822 5.13
-0.0619 -0.3006 -0.6051 5.14
-0.0423 -0.4893 -0.3792 5.15
0.0018 -0.8201 -0.1498 5.16
0.0635 -1.1975 0.0015 5.17
0.1548 -1.5763 0.0972 5.18
0.2301 -2.0614 0.1337 5.19
0.3429 -1.9782 0.0856 5.2
0.4678 -1.8576 -0.0437 5.21
0.4787 -1.7083 -0.2305 5.22
0.6652 -1.4057 -0.4627 5.23
0.6677 -0.8649 -0.7581 5.24
0.7796 -0.5268 -1.2006 5.25
0.7729 -0.106 -1.5768 5.26
0.6951 0.1363 -1.668 5.27
0.721 0.2007 -1.8313 5.28
0.6462 0.0939 -2.0312 5.29
0.5111 -0.1654 -2.2501 5.3
0.3807 -0.4952 -2.1671 5.31
0.2571 -0.9398 -2.1216 5.32
0.0878 -1.2756 -2.1392 5.33
-0.0867 -1.5099 -2.1871 5.34
-0.3148 -1.5202 -1.8283 5.35
-0.4938 -1.4214 -1.5803 5.36
-0.7334 -1.1716 -1.4091 5.37
-0.915 -0.7757 -1.1156 5.38
-1.0394 -0.2789 -1.0309 5.39
-1.204 0.1505 -0.7761 5.4
-1.2925 0.4818 -0.6498 5.41
-1.3484 0.6501 -0.7317 5.42
-1.3058 0.6119 -0.7896 5.43
-1.3715 0.4837 -1.0138 5.44
-1.3156 0.143 -1.1536 5.45
-1.0762 -0.2218 -1.4468 5.46
-1.0026 -0.6352 -1.672 5.47
-0.8869 -0.9556 -1.8514 5.48
-0.5713 -0.982 -2.2372 5.49
-0.3154 -1.0798 -2.4905 5.5
-0.0651 -0.8258 -2.616 5.51
0.26 -0.5232 -2.9712 5.52
0.5182 -0.0526 -3.0667 5.53
0.8032 0.4326 -2.9285 5.54
1.2245 0.7637 -2.6504 5.55
1.5318 0.9807 -2.33 5.56
1.5674 1.1322 -2.379 5.57
1.8921 1.0208 -1.9521 5.58
2.306 0.7885 -1.559 5.59
2.459 0.4493 -1.4327 5.6
2.49 0.0614 -1.1134 5.61
2.6669 -0.2757 -0.8941 5.62
2.2546 -0.5038 -0.7442 5.63
2.3538 -0.6035 -0.7198 5.64
2.3852 -0.4626 -0.7755 5.65
2.2108 -0.2195 -0.9048 5.66
1.9836 0.1613 -0.9917 5.67
1.8606 0.5811 -1.1225 5.68
1.7772 1.0693 -1.4853 5.69
1.4845 1.3654 -1.7561 5.7
1.1153 1.4642 -2.0624 5.71
1.02 1.4952 -2.244 5.72
0.7524 1.3761 -2.4795 5.73
0.4561 1.1176 -2.5796 5.74
0.2652 0.7224 -2.5183 5.75
0.0998 0.3397 -2.4004 5.76
-0.0538 0.0079 -2.0765 5.77
-0.16 -0.1735 -1.9892 5.78
-0.2817 -0.1624 -1.8515 5.79
-0.3052 0.0015 -1.3901 5.8
-0.3066 0.3281 -1.1379 5.81
-0.3144 0.7618 -0.8137 5.82
-0.2295 1.2436 -0.5705 5.83
-0.1541 1.6523 -0.356 5.84
-0.0525 2.0481 -0.184 5.85
0.0638 1.798 -0.0558 5.86
0.1886 1.8975 -0.0138 5.87
0.3431 1.6655 -0.0512 5.88
0.4813 1.2783 -0.1562 5.89
0.5025 0.9757 -0.3004 5.9
0.6074 0.5217 -0.5521 5.91
0.6962 0.2301 -0.7609 5.92
0.733 0.1353 -1.0029 5.93
0.8565 0.2142 -1.2708 5.94
0.8437 0.4909 -1.4077 5.95
0.7771 0.8153 -1.6152 5.96
0.7577 1.2636 -1.4373 5.97
0.7348 1.6666 -1.5909 5.98
0.6354 2.2194 -1.5586 5.99
0.6156 2.1384 -1.266 6.0
0.5363 2.1301 -1.0778 6.01
0.425 2.1854 -0.7871 6.02
0.322 1.8747 -0.5041 6.03
0.2642 1.3409 -0.1464 6.04
0.203 0.9788 0.1347 6.05
0.1624 0.6314 0.3758 6.06
0.1697 0.429 0.618 6.07
0.1874 0.3477 0.6641 6.08
0.2109 0.4621 0.7236 6.09
0.3252 0.8705 0.732 6.1
0.3827 1.3059 0.6233 6.11
0.5344 1.5055 0.4692 6.12
0.6662 2.0316 0.2486 6.13
0.8396 2.3574 0.0207 6.14
1.2076 2.1766 -0.2673 6.15
1.4382 2.3086 -0.5072 6.16
1.6497 2.0061 -0.7156 6.17
1.6966 1.5688 -0.896 6.18
2.0243 1.2263 -0.9609 6.19
2.0306 0.835 -0.9439 6.2
2.6458 0.6355 -0.9311 6.21
2.6852 0.4441 -0.8522 6.22
2.7867 0.5313 -0.72 6.23
3.0292 0.6616 -0.422 6.24
2.867 1.0058 -0.1574 6.25
2.717 1.5224 0.1191 6.26
2.7163 1.8881 0.3548 6.27
2.6896 2.2009 0.5657 6.28
2.2244 2.4458 0.8069 6.29
2.2058 2.4631 0.9804 6.3
2.0241 2.0941 0.9392 6.31
1.7563 1.9921 0.9298 6.32
1.4236 1.5544 0.8203 6.33
1.184 1.0779 0.6609 6.34
0.8916 0.8094 0.4122 6.35
0.5309 0.4883 0.1131 6.36
0.2533 0.4174 -0.1873 6.37
-0.0009 0.5177 -0.4826 6.38
-0.2319 0.8521 -0.7769 6.39
-0.4728 1.065 -1.0558 6.4
-0.6528 1.6069 -1.1464 6.41
-0.7057 2.0515 -1.1578 6.42
-0.7841 2.154 -1.2157 6.43
-0.8661 2.3733 -1.1754 6.44
-0.8034 2.4478 -0.9919 6.45
-0.7793 2.2083 -0.8299 6.46
-0.7123 1.7725 -0.6032 6.47
-0.6209 1.2464 -0.4456 6.48
-0.4246 0.8262 -0.1739 6.49
-0.2044 0.5145 0.0364 6.5
0.0321 0.3264 0.2132 6.51
0.2785 0.3153 0.3552 6.52
0.4847 0.5303 0.3627 6.53
0.6968 0.8222 0.3075 6.54
0.9416 1.3194 0.2287 6.55
1.0801 1.7787 0.0301 6.56
1.4021 2.0446 -0.2342 6.57
1.4838 1.9471 -0.5021 6.58
1.8204 1.9984 -0.8775 6.59
1.852 2.1478 -1.0416 6.6
1.8212 1.5993 -1.3839 6.61
1.7988 1.358 -1.8083 6.62
1.9957 0.8755 -2.0336 6.63
1.9515 0.4809 -2.0283 6.64
1.7617 0.2041 -2.1697 6.65
1.8551 0.0803 -2.1373 6.66
1.4716 0.1483 -2.0381 6.67
1.4449 0.3704 -1.9879 6.68
1.5074 0.7634 -1.5565 6.69
1.1832 1.0913 -1.466 6.7
1.0878 1.6586 -1.0639 6.71
1.1411 1.7924 -0.9589 6.72
0.9423 2.0851 -0.7749 6.73
0.9014 1.7352 -0.6237 6.74
0.9284 1.8295 -0.4811 6.75
0.9329 1.42 -0.5062 6.76
0.867 0.8762 -0.5913 6.77
1.0024 0.4533 -0.6995 6.78
1.0785 0.0815 -0.924 6.79
1.1805 -0.1233 -1.3024 6.8
1.2906 -0.1568 -1.6617 6.81
1.2145 -0.0149 -1.6577 6.82
1.447 0.2892 -2.1692 6.83
1.5229 0.682 -2.4091 6.84
1.5403 0.9813 -2.4593 6.85
1.8174 1.3657 -2.9746 6.86
1.7201 1.7844 -2.7905 6.87
1.587 1.6905 -2.579 6.88
1.8451 1.5525 -2.7557 6.89
1.6272 1.1436 -2.5086 6.9
1.576 0.8323 -2.1331 6.91
1.5577 0.4214 -1.8927 6.92
1.4324 -0.0149 -1.7173 6.93
1.1722 -0.3267 -1.4913 6.94
0.9645 -0.4411 -1.1327 6.95
0.8402 -0.3606 -0.9914 6.96
0.5164 -0.174 -0.8802 6.97
0.3225 0.1916 -0.8797 6.98
0.0494 0.5528 -0.9336 6.99
