#y1 time y2
1.1602 1.63 2.222
0.8745 1.64 2.2852
0.7849 1.65 2.4878
0.6246 1.66 3.0587
0.461 1.67 2.9934
0.3579 1.68 3.142
0.2776 1.69 2.94
0.2443 1.7 2.8363
0.2807 1.71 2.5154
0.3888 1.72 2.0507
0.5206 1.73 2.0667
0.6679 1.74 1.6655
1.0719 1.75 1.5254
1.3229 1.76 1.2664
1.6872 1.77 1.0272
1.9596 1.78 1.0031
2.1642 1.79 0.9032
2.517 1.8 1.102
2.3899 1.81 1.2603
2.9982 1.82 1.4613
3.0175 1.83 1.5625
2.6908 1.84 2.0309
3.1021 1.85 2.2443
2.7356 1.86 2.4749
2.5177 1.87 2.7202
2.4053 1.88 2.7676
2.1894 1.89 2.6916
1.941 1.9 2.7715
1.8053 1.91 2.9304
1.6081 1.92 2.8265
1.2712 1.93 2.4375
1.0332 1.94 1.99
0.8849 1.95 1.836
0.8799 1.96 1.7172
0.8329 1.97 1.1982
0.7941 1.98 1.0597
0.7788 1.99 0.7445
1.0331 2.0 0.5599
1.1076 2.01 0.4572
1.3237 2.02 0.4166
1.4274 2.03 0.4243
1.5301 2.04 0.5687
1.6604 2.05 0.7072
2.0121 2.06 0.9522
2.0096 2.07 1.0818
1.8346 2.08 1.4554
2.1144 2.09 1.4231
1.9635 2.1 1.8004
1.7357 2.11 1.7551
1.393 2.12 1.8726
1.2298 2.13 1.997
0.9606 2.14 1.9147
0.5671 2.15 1.6854
0.337 2.16 1.4498
0.0044 2.17 1.1711
-0.2928 2.18 0.8576
-0.5129 2.19 0.5335
-0.7694 2.2 0.2793
-0.8812 2.21 -0.0084
-0.9567 2.22 -0.2551
-0.8601 2.23 -0.4261
-0.8187 2.24 -0.5869
-0.7273 2.25 -0.6643
-0.5399 2.26 -0.5753
-0.3322 2.27 -0.533
-0.1462 2.28 -0.3081
0.0964 2.29 -0.1373
0.3315 2.3 0.0946
0.5724 2.31 0.3539
0.7447 2.32 0.5857
0.7463 2.33 0.724
0.8704 2.34 0.9342
0.9921 2.35 1.0836
0.8377 2.36 0.9744
0.7335 2.37 1.0362
0.6376 2.38 0.7932
0.5028 2.39 0.6419
0.3267 2.4 0.3912
0.1028 2.41 0.1454
-0.0842 2.42 -0.1193
-0.2395 2.43 -0.4228
-0.4225 2.44 -0.6836
-0.4833 2.45 -0.8661
-0.5441 2.46 -0.9563
-0.5144 2.47 -1.0626
-0.3843 2.48 -1.1345
-0.2727 2.49 -1.1253
-0.0563 2.5 -0.8568
0.1826 2.51 -0.7495
0.4753 2.52 -0.4566
0.8271 2.53 -0.2501
1.0346 2.54 0.0488
1.3671 2.55 0.3432
1.8467 2.56 0.5411
1.9934 2.57 0.7336
1.9658 2.58 0.9474
2.193 2.59 1.0185
2.4742 2.6 0.868
2.4718 2.61 0.9311
2.2917 2.62 0.6813
2.1732 2.63 0.5307
1.9573 2.64 0.3178
1.6978 2.65 0.0679
1.6058 2.66 -0.1671
1.5508 2.67 -0.4326
1.2541 2.68 -0.5971
1.0143 2.69 -0.6941
0.833 2.7 -0.6766
0.7631 2.71 -0.7571
0.6938 2.72 -0.607
0.6594 2.73 -0.468
0.7273 2.74 -0.2436
0.7535 2.75 0.0289
0.8437 2.76 0.3503
1.0728 2.77 0.6941
1.3919 2.78 1.0148
1.5035 2.79 1.3262
1.658 2.8 1.4556
1.8433 2.81 1.5079
1.8687 2.82 1.5748
2.0584 2.83 1.5518
2.1442 2.84 1.6431
1.9571 2.85 1.6124
2.0647 2.86 1.2219
1.707 2.87 1.0469
1.6309 2.88 0.8572
1.4041 2.89 0.6005
1.1147 2.9 0.4135
0.8028 2.91 0.2859
0.4677 2.92 0.1614
0.1179 2.93 0.0961
-0.1914 2.94 0.1179
-0.4839 2.95 0.184
-0.7346 2.96 0.3884
-0.7556 2.97 0.6007
-0.9781 2.98 0.7725
-0.8882 2.99 1.045
-0.8681 3.0 1.4893
-0.9448 3.01 1.7029
-0.7915 3.02 1.9765
-0.5901 3.03 1.9902
-0.3742 3.04 2.1935
-0.1981 3.05 2.3329
-0.0264 3.06 2.2474
0.1297 3.07 2.3707
0.2853 3.08 2.222
0.3739 3.09 1.96
0.3751 3.1 1.554
0.3347 3.11 1.309
0.2584 3.12 1.1201
0.1616 3.13 0.9968
-0.0245 3.14 0.6648
-0.2564 3.15 0.5663
-0.487 3.16 0.4475
-0.7376 3.17 0.4093
-0.9232 3.18 0.486
-1.091 3.19 0.5797
-1.3429 3.2 0.7198
-1.4022 3.21 1.0325
-1.4779 3.22 1.1613
-1.5028 3.23 1.5854
-1.4392 3.24 1.7304
-1.3838 3.25 1.9298
-1.137 3.26 2.2176
-0.8793 3.27 2.2074
-0.6058 3.28 2.3162
-0.356 3.29 2.0363
-0.0489 3.3 1.8925
0.2711 3.31 2.0496
0.497 3.32 1.7235
0.7614 3.33 1.2763
1.0381 3.34 1.0756
1.0836 3.35 0.7875
1.3263 3.36 0.4702
1.3541 3.37 0.1928
1.2282 3.38 -0.0049
1.2043 3.39 -0.1474
0.9912 3.4 -0.2127
0.8264 3.41 -0.2209
0.6981 3.42 -0.1252
0.4994 3.43 0.0106
0.2657 3.44 0.1838
0.1252 3.45 0.4278
-0.0116 3.46 0.5855
-0.093 3.47 0.8115
-0.1346 3.48 0.9432
-0.095 3.49 1.2564
-0.025 3.5 1.2271
0.1007 3.51 1.1269
0.3114 3.52 1.1038
0.5361 3.53 1.1179
0.6888 3.54 0.8428
0.8995 3.55 0.5085
1.1799 3.56 0.2689
1.3734 3.57 -0.0597
1.6034 3.58 -0.3635
1.7882 3.59 -0.6897
1.7868 3.6 -0.9116
1.7148 3.61 -1.1469
1.6534 3.62 -1.3396
1.672 3.63 -1.2735
1.3855 3.64 -1.3123
1.34 3.65 -1.3318
1.03 3.66 -1.1179
0.676 3.67 -0.9829
0.3491 3.68 -0.8221
0.0131 3.69 -0.4963
-0.2948 3.7 -0.3277
-0.5165 3.71 -0.1254
-0.7213 3.72 0.0359
-0.9982 3.73 0.1173
-0.9657 3.74 0.1607
-1.1283 3.75 0.1075
-1.0976 3.76 -0.0115
-0.9442 3.77 -0.2046
-0.9364 3.78 -0.4424
-0.701 3.79 -0.6693
-0.544 3.8 -0.9824
-0.435 3.81 -1.2161
-0.3005 3.82 -1.4845
-0.1305 3.83 -1.8014
-0.0452 3.84 -2.1508
0.0097 3.85 -2.1761
0.0094 3.86 -1.9739
-0.0463 3.87 -2.0796
-0.1765 3.88 -2.0012
-0.3288 3.89 -1.9742
-0.5768 3.9 -1.5157
-0.776 3.91 -1.3831
-1.1525 3.92 -0.9684
-1.2374 3.93 -0.7996
-1.6196 3.94 -0.5857
-1.8411 3.95 -0.3423
-1.9914 3.96 -0.2181
-2.2799 3.97 -0.1619
-2.4602 3.98 -0.1446
-2.3402 3.99 -0.1966
-2.2071 4.0 -0.3367
-2.29 4.01 -0.5247
-2.0709 4.02 -0.8135
-2.1425 4.03 -1.0994
-1.6521 4.04 -1.1464
-1.5218 4.05 -1.4766
-1.113 4.06 -1.6857
-0.9662 4.07 -1.8595
-0.6655 4.08 -1.976
-0.4305 4.09 -1.8577
-0.2285 4.1 -1.6709
-0.0659 4.11 -1.5538
0.0192 4.12 -1.4985
0.0489 4.13 -1.2503
0.0189 4.14 -0.9542
-0.0679 4.15 -0.648
-0.1787 4.16 -0.3599
-0.3648 4.17 -0.0567
-0.5269 4.18 0.1782
-0.7133 4.19 0.363
-0.914 4.2 0.4279
-0.9152 4.21 0.4678
-1.2043 4.22 0.4214
-1.2065 4.23 0.3461
-1.1945 4.24 0.151
-1.0691 4.25 -0.0505
-0.986 4.26 -0.2653
-0.9325 4.27 -0.4979
-0.6321 4.28 -0.7763
-0.4312 4.29 -0.9296
-0.1147 4.3 -1.064
0.1732 4.31 -1.2127
0.3995 4.32 -1.1462
0.6556 4.33 -0.9549
0.9009 4.34 -0.9101
1.208 4.35 -0.7512
1.1131 4.36 -0.4725
1.3397 4.37 -0.1357
1.1693 4.38 0.1589
1.2743 4.39 0.4472
1.1597 4.4 0.6701
0.8901 4.41 0.953
0.6325 4.42 1.1618
0.3804 4.43 1.122
0.1021 4.44 1.3195
-0.1717 4.45 1.2169
-0.4064 4.46 0.9286
-0.7243 4.47 0.813
-0.8921 4.48 0.6622
-0.952 4.49 0.3619
-1.1008 4.5 0.0913
-1.1491 4.51 -0.1455
-1.2146 4.52 -0.3389
-0.9721 4.53 -0.5493
-0.875 4.54 -0.6383
-0.8014 4.55 -0.679
-0.625 4.56 -0.5698
-0.4374 4.57 -0.5426
-0.29 4.58 -0.3802
-0.1417 4.59 -0.1269
-0.0439 4.6 0.1208
0.0034 4.61 0.341
-0.0058 4.62 0.59
-0.0676 4.63 0.89
-0.2147 4.64 0.9565
-0.3849 4.65 1.1381
-0.6648 4.66 1.3207
-0.9662 4.67 1.2504
-1.266 4.68 1.1658
-1.3984 4.69 0.8727
-1.8275 4.7 0.6697
-1.9407 4.71 0.461
-2.2897 4.72 0.1178
-2.5003 4.73 -0.184
-2.544 4.74 -0.4178
-2.7593 4.75 -0.6985
-3.056 4.76 -0.8777
-2.9092 4.77 -1.1137
-2.7944 4.78 -1.1703
-2.3138 4.79 -1.0817
-2.1929 4.8 -0.9797
-2.2033 4.81 -0.8605
-1.9558 4.82 -0.732
-1.7329 4.83 -0.5245
-1.4712 4.84 -0.3056
-1.0835 4.85 -0.1031
-1.0476 4.86 0.0845
-0.815 4.87 0.2168
-0.8651 4.88 0.3451
-0.8757 4.89 0.373
-0.8961 4.9 0.3155
-0.9889 4.91 0.1926
-1.1534 4.92 -0.0019
-1.3595 4.93 -0.2312
-1.4352 4.94 -0.4854
-1.4706 4.95 -0.8014
-1.9458 4.96 -1.1869
-1.8998 4.97 -1.5393
-2.2291 4.98 -1.8793
-2.0668 4.99 -1.9057
-1.9652 5.0 -2.315
-2.1147 5.01 -2.3846
-2.0704 5.02 -2.052
-1.8287 5.03 -2.052
-1.4965 5.04 -1.8402
-1.3232 5.05 -2.0307
-0.9602 5.06 -1.6681
-0.622 5.07 -1.4866
-0.3174 5.08 -1.1326
-0.0084 5.09 -0.9339
0.2756 5.1 -0.7879
0.4643 5.11 -0.6935
0.6012 5.12 -0.7108
0.7849 5.13 -0.7334
0.7325 5.14 -0.8587
0.7347 5.15 -0.9639
0.6595 5.16 -1.2935
0.5009 5.17 -1.5465
0.3433 5.18 -1.8044
0.1441 5.19 -2.0121
-0.1024 5.2 -2.3782
-0.3117 5.21 -2.6799
-0.5426 5.22 -2.5
-0.6897 5.23 -2.6568
-0.7923 5.24 -2.7196
-0.8991 5.25 -2.9293
-1.1053 5.26 -3.0596
-0.9312 5.27 -2.8665
-0.9778 5.28 -2.6556
-0.8064 5.29 -2.363
-0.7273 5.3 -1.9324
-0.5575 5.31 -1.6664
-0.3208 5.32 -1.4703
-0.1123 5.33 -1.2317
0.054 5.34 -1.0364
0.2151 5.35 -0.8811
0.3286 5.36 -1.0221
0.3841 5.37 -0.987
0.3983 5.38 -1.1492
0.3173 5.39 -1.2394
0.2539 5.4 -1.6301
0.0493 5.41 -1.6614
-0.1932 5.42 -2.0609
-0.441 5.43 -2.0357
-0.7696 5.44 -2.5541
-1.0707 5.45 -2.6394
-1.408 5.46 -2.5055
-1.6226 5.47 -2.5189
-1.975 5.48 -2.4243
-2.0586 5.49 -2.6487
-2.3584 5.5 -2.473
-2.3911 5.51 -2.1976
-2.7151 5.52 -1.6855
-2.4928 5.53 -1.4637
-2.2398 5.54 -1.0946
-2.3202 5.55 -0.9316
-2.1092 5.56 -0.5731
-2.0077 5.57 -0.3735
-1.7682 5.58 -0.3121
-1.6051 5.59 -0.2349
-1.3258 5.6 -0.2696
-1.1953 5.61 -0.344
-0.9569 5.62 -0.4784
-0.9614 5.63 -0.6638
-0.9065 5.64 -0.994
-0.9846 5.65 -1.0539
-1.105 5.66 -1.4661
-1.1457 5.67 -1.4856
-1.3846 5.68 -1.82
-1.6272 5.69 -1.7743
-1.5828 5.7 -1.688
-1.7756 5.71 -1.7877
-2.1751 5.72 -1.6012
-2.2047 5.73 -1.2446
-2.2043 5.74 -1.0082
-2.5142 5.75 -0.7555
-2.5104 5.76 -0.4157
-2.6182 5.77 -0.1575
-2.2731 5.78 0.1464
-2.2986 5.79 0.3985
-2.1565 5.8 0.5488
-1.8221 5.81 0.6333
-1.4247 5.82 0.7148
-0.985 5.83 0.7558
-0.7632 5.84 0.6516
-0.4206 5.85 0.4381
-0.1646 5.86 0.2462
0.0881 5.87 -0.0046
0.2872 5.88 -0.2476
0.3932 5.89 -0.501
0.4977 5.9 -0.6483
0.5225 5.91 -0.9217
0.473 5.92 -1.0392
0.356 5.93 -1.0729
0.2121 5.94 -1.0157
0.0331 5.95 -0.8758
-0.1593 5.96 -0.6576
-0.3216 5.97 -0.4386
-0.4927 5.98 -0.2037
-0.7092 5.99 0.0859
-0.7835 6.0 0.3735
-0.8564 6.01 0.6645
-0.7905 6.02 0.8832
-0.708 6.03 1.0287
-0.6148 6.04 1.0498
-0.4829 6.05 1.1418
-0.3139 6.06 0.9159
-0.084 6.07 0.812
0.1467 6.08 0.6045
0.3724 6.09 0.4
0.6468 6.1 0.128
0.7946 6.11 -0.1562
1.0427 6.12 -0.4236
1.0504 6.13 -0.6702
1.1379 6.14 -0.8804
1.1062 6.15 -1.125
0.9771 6.16 -1.1124
0.8792 6.17 -1.1277
0.723 6.18 -1.0464
0.4225 6.19 -0.9969
0.1453 6.2 -0.7758
-0.1736 6.21 -0.5148
-0.4955 6.22 -0.319
-0.8293 6.23 -0.0632
-1.0605 6.24 0.147
-1.387 6.25 0.3315
-1.5187 6.26 0.4568
-1.4999 6.27 0.5291
-1.6643 6.28 0.4378
-1.7913 6.29 0.3504
-1.7423 6.3 0.2328
-1.5427 6.31 -0.0074
-1.2493 6.32 -0.2759
-1.0756 6.33 -0.5818
-0.9261 6.34 -0.9556
-0.7739 6.35 -1.2265
-0.6219 6.36 -1.3398
-0.4863 6.37 -1.7869
-0.3847 6.38 -1.9358
-0.322 6.39 -1.9941
-0.3558 6.4 -1.8888
-0.3842 6.41 -1.8161
-0.512 6.42 -1.6706
-0.6224 6.43 -1.6193
-0.8371 6.44 -1.4432
-1.1854 6.45 -1.1887
-1.2324 6.46 -0.8806
-1.5399 6.47 -0.7155
-1.7309 6.48 -0.4875
-1.9257 6.49 -0.4032
-1.9841 6.5 -0.3444
-2.4749 6.51 -0.3346
-2.3202 6.52 -0.4193
-2.4114 6.53 -0.6318
-2.2082 6.54 -0.7987
-2.1228 6.55 -1.016
-1.9172 6.56 -1.3815
-1.8068 6.57 -1.6195
-1.2629 6.58 -1.9105
-0.9963 6.59 -2.2612
-0.7526 6.6 -2.133
-0.496 6.61 -2.3333
-0.2089 6.62 -2.5655
0.0472 6.63 -2.2993
0.2405 6.64 -2.524
0.3865 6.65 -2.5117
0.4483 6.66 -2.138
0.4966 6.67 -1.9807
0.4084 6.68 -1.6877
0.3554 6.69 -1.3985
0.2122 6.7 -1.0134
0.0796 6.71 -0.9132
-0.0847 6.72 -0.6409
-0.2376 6.73 -0.5609
-0.4114 6.74 -0.5143
-0.4666 6.75 -0.5172
-0.5324 6.76 -0.6
-0.6589 6.77 -0.8668
-0.6299 6.78 -1.0141
-0.4878 6.79 -1.3823
-0.3581 6.8 -1.6132
-0.1575 6.81 -1.697
0.0883 6.82 -1.9044
0.3407 6.83 -2.0893
0.6724 6.84 -2.1696
0.9622 6.85 -2.2585
1.0963 6.86 -2.3958
1.4646 6.87 -2.0643
1.6602 6.88 -1.9144
1.9318 6.89 -1.5501
1.8835 6.9 -1.3942
1.9621 6.91 -0.9749
1.9272 6.92 -0.7202
1.6618 6.93 -0.4288
1.68 6.94 -0.1678
1.3238 6.95 0.0556
1.1772 6.96 0.202
0.9207 6.97 0.2866
0.6363 6.98 0.2951
0.3188 6.99 0.209
0.0921 7.0 0.068
-0.1166 7.01 -0.1095
-0.2968 7.02 -0.3113
-0.4337 7.03 -0.525
-0.4382 7.04 -0.7185
-0.4507 7.05 -0.8724
-0.3977 7.06 -1.0136
-0.3097 7.07 -1.0939
-0.1502 7.08 -1.1899
0.0229 7.09 -1.0457
0.1851 7.1 -0.8681
0.4009 7.11 -0.7104
0.5958 7.12 -0.4485
0.6626 7.13 -0.2025
0.7478 7.14 0.125
0.7643 7.15 0.476
0.7641 7.16 0.765
0.7518 7.17 1.0204
0.5168 7.18 1.1658
0.3972 7.19 1.3403
0.136 7.2 1.4936
-0.1407 7.21 1.4748
-0.4057 7.22 1.3402
-0.714 7.23 1.1517
-0.9732 7.24 1.0557
-1.3225 7.25 0.8808
-1.3418 7.26 0.5437
-1.4325 7.27 0.3711
-1.6721 7.28 0.1403
-1.8592 7.29 -0.0283
-1.8307 7.3 -0.141
-1.4343 7.31 -0.1689
-1.3041 7.32 -0.1281
-1.2074 7.33 -0.0265
-0.9196 7.34 0.1362
-0.696 7.35 0.3862
-0.4347 7.36 0.6588
-0.1788 7.37 0.9239
0.0827 7.38 1.0971
0.2903 7.39 1.5092
0.4236 7.4 1.7862
0.5567 7.41 1.9036
0.6445 7.42 1.9207
0.6622 7.43 2.065
0.5999 7.44 1.9854
0.5431 7.45 2.0157
0.3322 7.46 1.574
0.186 7.47 1.5907
0.0361 7.48 1.1476
-0.1196 7.49 0.9225
-0.2507 7.5 0.6389
-0.3518 7.51 0.413
-0.5007 7.52 0.1694
-0.4344 7.53 0.0304
-0.4507 7.54 -0.0528
-0.3374 7.55 -0.0708
-0.1658 7.56 -0.0075
0.0367 7.57 0.108
0.285 7.58 0.2691
0.5812 7.59 0.5663
0.8422 7.6 0.8155
1.3154 7.61 1.0488
1.5953 7.62 1.2063
1.8613 7.63 1.3323
1.9226 7.64 1.6879
2.0617 7.65 1.6099
2.2186 7.66 1.6607
2.5894 7.67 1.4641
2.2581 7.68 1.373
2.4549 7.69 1.2977
2.2137 7.7 0.9462
2.2849 7.71 0.6176
2.0399 7.72 0.3657
1.6242 7.73 0.047
1.4112 7.74 -0.2186
1.1178 7.75 -0.4892
0.9863 7.76 -0.6047
0.7689 7.77 -0.7205
0.6861 7.78 -0.8184
0.5552 7.79 -0.7596
0.5578 7.8 -0.6387
0.6359 7.81 -0.4786
0.7225 7.82 -0.2761
0.7646 7.83 -0.0227
0.9289 7.84 0.209
1.0346 7.85 0.4329
1.2201 7.86 0.6505
1.6424 7.87 0.7741
1.6505 7.88 0.9035
1.9896 7.89 0.7922
2.1015 7.9 0.8538
2.0375 7.91 0.6168
2.0105 7.92 0.4709
1.6657 7.93 0.1794
1.8635 7.94 -0.0847
1.5899 7.95 -0.3574
1.1985 7.96 -0.6993
1.024 7.97 -0.876
0.6113 7.98 -1.1841
0.3285 7.99 -1.35
0.0411 8.0 -1.3051
-0.2252 8.01 -1.4719
-0.4745 8.02 -1.2964
-0.6469 8.03 -1.3163
-0.8366 8.04 -0.9402
-0.9626 8.05 -0.721
-0.8494 8.06 -0.5504
-0.8472 8.07 -0.2329
-0.7123 8.08 0.0077
-0.58 8.09 0.2376
-0.3446 8.1 0.3923
-0.1524 8.11 0.5007
0.0732 8.12 0.5269
0.2771 8.13 0.5074
0.4664 8.14 0.4547
0.6887 8.15 0.3034
0.7331 8.16 0.0833
0.832 8.17 -0.1535
0.9332 8.18 -0.4382
0.8927 8.19 -0.6398
0.8192 8.2 -0.816
0.608 8.21 -1.0103
0.5 8.22 -1.2613
0.2697 8.23 -1.138
0.0772 8.24 -1.1709
-0.123 8.25 -0.9778
-0.2998 8.26 -0.8412
-0.4353 8.27 -0.724
-0.4888 8.28 -0.3819
-0.5389 8.29 -0.1
-0.5897 8.3 0.2122
-0.4739 8.31 0.4671
-0.2878 8.32 0.742
-0.1088 8.33 1.0361
0.1473 8.34 1.2189
0.446 8.35 1.281
0.8148 8.36 1.2963
0.9911 8.37 1.0838
1.5072 8.38 0.9976
1.775 8.39 0.9679
1.9729 8.4 0.7313
2.0644 8.41 0.5039
2.4925 8.42 0.2448
2.6382 8.43 0.0454
2.6412 8.44 -0.1082
2.4139 8.45 -0.2197
2.1637 8.46 -0.2268
2.1138 8.47 -0.1799
1.944 8.48 -0.0655
1.7253 8.49 0.1109
1.802 8.5 0.3483
1.527 8.51 0.7064
1.176 8.52 0.9405
1.2409 8.53 1.3147
0.9934 8.54 1.7373
0.9594 8.55 1.7967
1.0483 8.56 2.0716
1.1082 8.57 2.298
1.1632 8.58 2.2705
1.404 8.59 2.3785
1.6178 8.6 2.3415
1.6601 8.61 2.3282
1.9354 8.62 1.8045
2.2202 8.63 1.7795
2.5694 8.64 1.6727
2.7555 8.65 1.3178
2.8397 8.66 1.0554
2.6588 8.67 0.8251
2.9247 8.68 0.7253
2.8646 8.69 0.7385
2.6664 8.7 0.7411
2.338 8.71 0.7818
2.0162 8.72 0.9227
1.7326 8.73 1.3069
1.5055 8.74 1.4574
1.0725 8.75 1.6609
0.8753 8.76 2.2344
0.556 8.77 2.2457
0.2751 8.78 2.7168
0.0522 8.79 2.9214
-0.1111 8.8 2.8786
-0.1939 8.81 2.9985
-0.2378 8.82 2.8336
-0.2338 8.83 3.0834
-0.1378 8.84 2.4908
-0.0301 8.85 2.6266
0.1296 8.86 2.2802
0.3016 8.87 1.7274
0.5428 8.88 1.5338
0.6909 8.89 1.3777
0.8051 8.9 1.0747
1.0574 8.91 0.9558
1.0385 8.92 0.8709
1.0648 8.93 0.7897
0.9972 8.94 0.8108
0.9362 8.95 0.918
0.807 8.96 1.1876
0.6053 8.97 1.3758
0.4605 8.98 1.7436
0.2095 8.99 1.8705
-0.0328 9.0 1.9697
-0.2585 9.01 2.1245
-0.4794 9.02 2.4765
-0.6099 9.03 2.3462
-0.8695 9.04 2.4505
-0.946 9.05 2.2853
-0.8976 9.06 2.3539
-0.817 9.07 2.1571
-0.721 9.08 1.7326
-0.5906 9.09 1.6402
-0.3463 9.1 1.1468
-0.0774 9.11 0.9121
0.2227 9.12 0.6508
0.4805 9.13 0.4036
0.8698 9.14 0.2486
1.0649 9.15 0.0937
1.3568 9.16 0.0452
1.5405 9.17 0.0572
1.8715 9.18 0.1475
1.9348 9.19 0.3189
1.8833 9.2 0.4632
1.8782 9.21 0.6747
1.824 9.22 0.9973
1.8268 9.23 1.1446
1.456 9.24 1.2231
1.3811 9.25 1.3384
1.0955 9.26 1.7011
0.9311 9.27 1.4132
0.8282 9.28 1.6498
0.7304 9.29 1.2465
0.6926 9.3 1.1209
0.5905 9.31 0.8763
0.7094 9.32 0.6225
0.8137 9.33 0.3106
0.8755 9.34 0.0254
1.1093 9.35 -0.2789
1.3196 9.36 -0.4865
1.4927 9.37 -0.6326
1.7219 9.38 -0.8465
2.1446 9.39 -0.8588
2.1615 9.4 -0.7456
2.6582 9.41 -0.6708
2.6267 9.42 -0.4906
2.7187 9.43 -0.3049
2.9011 9.44 -0.0696
2.9753 9.45 0.1945
2.4576 9.46 0.4561
2.607 9.47 0.6934
2.4903 9.48 0.8291
2.0392 9.49 0.9095
1.7566 9.5 0.9035
1.3364 9.51 0.9252
1.1254 9.52 0.9117
0.8126 9.53 0.707
0.5814 9.54 0.4969
