#y3 time y2 y1 y4
-0.0435 0.9 0.1692 0.5475 1.7789
-1.5227 0.91 0.2625 0.8582 1.4873
0.3727 0.92 0.3879 1.2235 1.1633
-0.7728 0.93 0.5333 1.6933 0.7593
-0.9767 0.94 0.75 2.0578 0.5569
0.5709 0.95 1.0224 2.2023 0.5673
-1.1382 0.96 1.183 2.4749 0.8434
-0.0937 0.97 1.4173 2.7582 1.2313
0.3429 0.98 1.5498 2.3302 1.6097
-1.1445 0.99 1.7035 2.1318 2.0091
0.7762 1.0 1.699 1.4082 2.1605
-0.0629 1.01 1.7447 0.9728 2.4256
-0.4995 1.02 1.7705 0.4777 2.4825
1.2489 1.03 1.6781 0.054 2.3752
-0.4394 1.04 1.46 -0.2923 1.8151
0.444 1.05 1.2308 -0.4824 1.4648
1.1712 1.06 1.0484 -0.4706 1.0153
-0.4522 1.07 0.7242 -0.3497 0.7625
1.3175 1.08 0.395 -0.1072 0.5386
0.7279 1.09 0.1154 0.1938 0.5681
0.0024 1.1 -0.1083 0.4278 0.7348
1.8252 1.11 -0.2852 0.7196 1.2335
0.236 1.12 -0.3939 0.8019 1.5869
0.7608 1.13 -0.4786 0.7068 2.0505
1.5979 1.14 -0.4523 0.5287 2.2394
-0.1237 1.15 -0.3967 0.261 2.4935
1.2301 1.16 -0.2055 -0.0819 2.5415
0.9804 1.17 -0.0317 -0.4593 1.9721
-0.1432 1.18 0.2058 -0.6858 1.8549
1.6941 1.19 0.4394 -0.9507 1.3467
0.1169 1.2 0.6125 -0.8351 0.9664
0.1335 1.21 0.9323 -0.6696 0.6089
1.2734 1.22 0.9981 -0.3583 0.3862
-0.6631 1.23 1.0721 0.0768 0.4348
0.4975 1.24 1.3364 0.6721 0.6818
0.405 1.25 1.2832 1.1257 1.045
-1.1878 1.26 1.2332 1.7708 1.5274
0.5876 1.27 1.1206 2.1351 1.7556
-0.8001 1.28 0.788 2.1603 2.3436
-1.1966 1.29 0.5924 2.3371 2.3674
0.2114 1.3 0.3397 2.2603 2.2476
-1.8625 1.31 0.0617 2.0518 2.0169
-0.8283 1.32 -0.2064 1.6278 1.5967
-0.5547 1.33 -0.4597 1.2151 1.0671
-2.4006 1.34 -0.6068 0.9925 0.7545
-0.5816 1.35 -0.7883 0.852 0.3619
-1.642 1.36 -0.9461 0.8481 0.1935
-2.3461 1.37 -0.9616 0.9783 0.2409
-0.6041 1.38 -0.8659 1.0857 0.4693
-2.5501 1.39 -0.78 1.3558 0.7431
-1.5605 1.4 -0.6431 1.8227 1.113
-1.1508 1.41 -0.3931 2.0576 1.5227
-2.5592 1.42 -0.1373 2.1566 2.0558
-1.1249 1.43 0.1158 2.3323 2.1994
-1.5529 1.44 0.3675 2.0306 2.095
-2.6073 1.45 0.5611 1.5946 1.8094
-0.6943 1.46 0.7488 1.3937 1.5313
-2.3079 1.47 0.8708 0.7301 0.8637
-1.5639 1.48 1.0002 0.2648 0.4721
-0.683 1.49 1.0546 -0.2421 0.1534
-2.4686 1.5 0.922 -0.629 -0.0113
-0.6965 1.51 0.8214 -0.7603 0.0169
-0.8941 1.52 0.6285 -0.8123 0.2184
-2.0696 1.53 0.3336 -0.8083 0.6014
0.0031 1.54 0.1023 -0.4872 0.9196
-1.1765 1.55 -0.1603 -0.1568 1.4606
-0.9962 1.56 -0.4445 0.2479 1.8315
0.3097 1.57 -0.6796 0.5528 1.824
-1.4239 1.58 -0.8728 0.9425 1.6868
-0.034 1.59 -0.9692 1.0436 1.4004
0.0866 1.6 -1.0515 1.1189 1.0652
-1.1178 1.61 -0.8881 0.8704 0.7123
0.776 1.62 -0.9081 0.6402 0.2728
-0.4235 1.63 -0.7844 0.3601 -0.0824
-0.5145 1.64 -0.5013 0.141 -0.2647
0.866 1.65 -0.2756 -0.0246 -0.2099
-0.8795 1.66 -0.0044 -0.0727 -0.0018
0.2067 1.67 0.2672 0.0431 0.347
0.5353 1.68 0.4987 0.2899 0.8338
-0.9989 1.69 0.7718 0.7002 1.1058
0.7117 1.7 0.919 1.2412 1.3469
-0.2146 1.71 1.1103 1.5881 1.5224
-0.7584 1.72 1.2222 2.1206 1.4508
0.7286 1.73 1.0624 2.507 1.4015
-1.1671 1.74 1.0334 2.9646 0.8125
-0.383 1.75 0.9807 3.0888 0.4401
0.1886 1.76 0.7214 2.5802 0.0061
-1.6105 1.77 0.539 2.4809 -0.3228
-0.0378 1.78 0.3165 2.0442 -0.4829
-0.7327 1.79 0.0871 1.6111 -0.4069
-1.8249 1.8 -0.1414 1.3511 -0.2301
-0.0565 1.81 -0.3454 0.8429 0.1433
-1.7496 1.82 -0.4361 0.7216 0.5452
-1.5442 1.83 -0.6124 0.6378 1.0624
-0.5463 1.84 -0.6182 0.6552 1.2623
-2.3983 1.85 -0.5965 0.823 1.5262
-1.0272 1.86 -0.4424 1.1131 1.3891
-1.3825 1.87 -0.2282 1.3766 1.1397
-2.309 1.88 -0.0267 1.4596 0.6278
-0.7492 1.89 0.2626 1.4926 0.2102
-1.9879 1.9 0.4718 1.4805 -0.196
-1.9402 1.91 0.8605 1.2675 -0.4943
-0.7779 1.92 0.9958 1.0701 -0.7597
-2.8497 1.93 1.3179 0.561 -0.6385
-1.3143 1.94 1.4025 0.0858 -0.388
-1.2739 1.95 1.5759 -0.3833 -0.0579
-2.7101 1.96 1.7405 -0.6823 0.353
-0.5388 1.97 1.6411 -0.9718 0.7205
-1.5807 1.98 1.6498 -0.94 1.0148
-1.683 1.99 1.5781 -0.9393 1.1829
-0.1572 2.0 1.2423 -0.6183 1.113
-1.8911 2.01 0.9917 -0.1365 0.8122
-0.7129 2.02 0.851 0.3693 0.5257
-0.1879 2.03 0.6196 0.8296 0.0369
-1.6545 2.04 0.3709 1.1594 -0.3758
0.3582 2.05 0.19 1.6565 -0.7319
-0.3793 2.06 0.0438 1.6244 -0.8429
-0.7692 2.07 -0.0348 1.8157 -0.7617
0.9736 2.08 -0.0382 1.6335 -0.5581
-0.6531 2.09 0.0202 1.3311 -0.2002
0.3067 2.1 0.1565 1.0851 0.2357
1.088 2.11 0.3361 0.9036 0.6431
-0.4693 2.12 0.5541 0.739 0.9491
1.4006 2.13 0.8681 0.6372 1.0272
0.7607 2.14 1.1229 0.767 1.0037
0.043 2.15 1.4598 1.1807 0.6923
1.7115 2.16 1.7014 1.4493 0.371
0.2969 2.17 1.839 1.7156 -0.0982
0.8677 2.18 1.8481 2.1498 -0.5204
1.9649 2.19 1.9964 2.7491 -0.8224
0.0111 2.2 1.9692 2.8196 -0.9958
1.5149 2.21 2.0849 3.0598 -0.9097
1.0814 2.22 1.8825 2.5126 -0.6328
0.0808 2.23 1.9514 2.3399 -0.2872
1.7313 2.24 1.7886 2.1209 0.1701
0.3405 2.25 1.5476 1.5854 0.5589
0.4456 2.26 1.1416 1.0436 0.7877
1.5712 2.27 0.8981 0.4642 0.9271
-0.3461 2.28 0.6518 0.1713 1.0161
0.8572 2.29 0.5282 -0.0488 0.6804
0.8206 2.3 0.3678 -0.0789 0.3103
-0.6113 2.31 0.252 0.0215 -0.1589
1.0505 2.32 0.2447 0.2314 -0.5714
-0.1715 2.33 0.3326 0.4853 -0.8054
-0.3928 2.34 0.4554 0.7282 -0.9635
0.9317 2.35 0.6458 1.0502 -0.9577
-0.9024 2.36 0.8269 0.9732 -0.6918
0.0362 2.37 1.1124 0.9776 -0.3075
0.3314 2.38 1.315 0.8126 0.1435
-1.1578 2.39 1.624 0.5595 0.5176
0.4308 2.4 1.7703 0.1625 0.8577
-0.4683 2.41 2.225 -0.1841 0.9853
-0.9583 2.42 2.2726 -0.4669 1.0222
0.6603 2.43 2.0817 -0.6492 0.7383
-1.0656 2.44 2.3622 -0.7619 0.281
-0.2935 2.45 2.1401 -0.6393 -0.1516
0.4487 2.46 2.0116 -0.3044 -0.5245
-1.1639 2.47 1.7757 0.1335 -0.9149
0.5808 2.48 1.4689 0.6489 -1.0222
-0.0111 2.49 1.169 1.2386 -0.8564
-0.6694 2.5 0.9954 1.5473 -0.6094
1.0344 2.51 0.7173 2.1609 -0.2556
-0.3816 2.52 0.518 2.4078 0.2207
0.2607 2.53 0.3314 2.338 0.6012
1.4277 2.54 0.1554 2.4679 0.8635
-0.309 2.55 0.0717 2.1564 1.0685
1.3889 2.56 0.0571 1.8776 1.0538
1.2143 2.57 0.1107 1.3579 0.7558
0.2115 2.58 0.2277 1.1882 0.3353
2.0555 2.59 0.4125 0.9171 -0.0687
0.8523 2.6 0.6118 0.9007 -0.4903
1.1044 2.61 0.8834 1.1254 -0.6968
2.5733 2.62 1.1406 1.2037 -0.864
0.7186 2.63 1.3692 1.5934 -0.8349
2.1547 2.64 1.4298 1.8944 -0.4906
2.3272 2.65 1.5936 2.2427 -0.1143
0.9395 2.66 1.6321 2.4611 0.3218
2.6241 2.67 1.8171 2.5263 0.8027
1.767 2.68 1.8206 2.4738 1.0479
1.5578 2.69 1.6894 1.7978 1.0991
2.8883 2.7 1.4462 1.6409 1.1966
1.0279 2.71 1.1053 0.9321 0.8725
2.0516 2.72 0.825 0.4375 0.4789
2.2979 2.73 0.5661 -0.0571 0.0727
0.8515 2.74 0.299 -0.444 -0.3527
2.7628 2.75 0.0256 -0.7375 -0.5688
1.4881 2.76 -0.236 -0.8848 -0.7419
1.0411 2.77 -0.4078 -0.7714 -0.6174
2.5055 2.78 -0.6125 -0.4706 -0.352
0.5891 2.79 -0.6874 -0.15 0.059
1.2631 2.8 -0.737 0.2134 0.4999
1.701 2.81 -0.6552 0.5235 0.9112
0.0165 2.82 -0.4839 0.859 1.2751
1.5242 2.83 -0.3833 0.9521 1.5085
0.8617 2.84 -0.172 0.8613 1.3575
-0.1273 2.85 0.0384 0.8242 1.0936
1.433 2.86 0.2479 0.5352 0.7291
-0.2367 2.87 0.4887 0.3108 0.2638
0.1504 2.88 0.6696 0.0264 -0.1394
1.0327 2.89 0.6877 -0.1793 -0.4075
-0.854 2.9 0.8465 -0.2138 -0.5598
0.6093 2.91 0.8595 -0.1425 -0.3937
0.1723 2.92 0.7653 0.0927 -0.1421
-0.9936 2.93 0.6682 0.4515 0.2454
0.8979 2.94 0.3948 1.018 0.675
-0.6123 2.95 0.1625 1.6182 1.0695
-0.4843 2.96 -0.1268 2.0172 1.4873
0.7381 2.97 -0.4442 2.638 1.6199
-1.0118 2.98 -0.6823 2.8267 1.486
0.2405 2.99 -1.0991 2.6973 1.2619
0.2791 3.0 -1.2578 2.8878 0.9694
-0.9091 3.01 -1.4383 2.5304 0.4693
1.0099 3.02 -1.6021 1.9906 0.0654
-0.2199 3.03 -1.8265 1.7358 -0.2067
-0.2632 3.04 -1.5276 1.1344 -0.2711
1.2352 3.05 -1.6425 0.7753 -0.1808
-0.4565 3.06 -1.6148 0.5786 0.0863
0.7654 3.07 -1.2942 0.4593 0.4796
1.0599 3.08 -1.0252 0.5663 1.0351
-0.3378 3.09 -0.8825 0.6834 1.4589
1.5667 3.1 -0.6521 0.8694 1.7987
0.6921 3.11 -0.5237 1.2523 1.7102
0.3167 3.12 -0.3215 1.3758 1.6633
1.9465 3.13 -0.1827 1.4295 1.414
0.3411 3.14 -0.1315 1.4485 1.1726
1.28 3.15 -0.1592 1.3187 0.7015
1.7477 3.16 -0.2457 0.976 0.2613
0.2108 3.17 -0.3952 0.4726 0.0157
2.09 3.18 -0.5906 -0.0418 -0.0766
1.253 3.19 -0.8679 -0.5647 0.0277
0.4683 3.2 -1.137 -0.9194 0.2876
2.0443 3.21 -1.2904 -1.29 0.7863
0.5435 3.22 -1.6961 -1.154 1.1388
0.9275 3.23 -2.0308 -1.1107 1.5183
1.7151 3.24 -2.3337 -0.9216 1.748
0.0024 3.25 -2.3303 -0.5177 2.2136
1.4996 3.26 -2.4275 -0.0503 2.0878
0.9838 3.27 -2.2815 0.4393 1.6858
-0.1833 3.28 -2.3016 0.7954 1.3828
1.5072 3.29 -2.5839 1.0341 0.8687
-0.0731 3.3 -2.0952 1.2488 0.4372
-0.0332 3.31 -1.9239 1.3448 0.2001
0.9156 3.32 -1.8718 1.1603 0.1373
-0.9116 3.33 -1.5655 0.9876 0.2457
0.2109 3.34 -1.2064 0.702 0.5103
0.051 3.35 -1.07 0.4271 0.895
-1.4488 3.36 -0.928 0.2792 1.5212
0.2991 3.37 -0.8565 0.265 1.8455
-1.0832 3.38 -0.8181 0.3721 2.2807
-1.462 3.39 -0.7724 0.6532 2.2514
-0.0526 3.4 -0.8118 0.9789 2.1989
-2.0578 3.41 -1.0373 1.5444 2.0247
-0.9627 3.42 -1.2341 2.0467 1.5787
-0.8194 3.43 -1.4008 2.2873 1.0617
-2.4168 3.44 -1.713 2.7009 0.6691
-0.6167 3.45 -2.0394 2.3683 0.3982
-1.5808 3.46 -2.3067 2.4612 0.2846
-2.2291 3.47 -2.6551 2.0652 0.4183
-0.5219 3.48 -2.4575 1.7043 0.6605
-2.2382 3.49 -2.5538 1.3379 1.0306
-1.3269 3.5 -2.5943 0.6577 1.4011
-0.7132 3.51 -2.7702 0.233 2.1266
-2.3933 3.52 -2.9669 -0.1639 2.4558
-0.5898 3.53 -2.78 -0.4021 2.4695
-1.1656 3.54 -2.3616 -0.4022 2.2208
-2.0754 3.55 -2.3126 -0.3708 1.9222
-0.092 3.56 -1.7444 -0.1558 1.6407
-1.5683 3.57 -1.5886 0.0977 1.1497
-1.0455 3.58 -1.4906 0.3661 0.8159
-0.0022 3.59 -1.244 0.5185 0.4744
-1.7248 3.6 -1.0583 0.5889 0.4284
-0.0291 3.61 -0.8648 0.5844 0.4966
-0.2742 3.62 -0.7151 0.4091 0.7695
-1.2232 3.63 -0.7317 0.0965 1.1186
0.6172 3.64 -0.8208 -0.3001 1.7094
-0.7609 3.65 -1.0476 -0.6983 1.9082
-0.4637 3.66 -1.2516 -1.1242 2.3087
0.7824 3.67 -1.4505 -1.2604 2.5461
-1.0107 3.68 -1.6855 -1.4603 2.527
0.3861 3.69 -2.007 -1.3288 1.8372
0.4243 3.7 -1.9171 -0.9965 1.52
-0.8237 3.71 -2.207 -0.5932 1.2374
0.8714 3.72 -2.6294 -0.0273 0.7796
-0.3104 3.73 -2.6672 0.5441 0.5621
-0.423 3.74 -2.6907 1.0971 0.4191
1.0104 3.75 -2.3997 1.4953 0.4891
-1.0284 3.76 -2.5199 1.7156 0.7663
0.1015 3.77 -2.3941 1.6941 1.237
0.2801 3.78 -2.0238 1.6673 1.5051
-1.4163 3.79 -1.6762 1.5102 2.0109
0.3777 3.8 -1.4508 1.2735 2.4579
-0.7096 3.81 -1.2583 0.8259 2.5168
-1.1718 3.82 -0.8467 0.5774 2.4697
0.2497 3.83 -0.6276 0.3868 1.8275
-1.6185 3.84 -0.4304 0.3303 1.595
-0.9294 3.85 -0.3267 0.4766 1.1825
-0.4838 3.86 -0.2499 0.5948 0.7957
-2.2247 3.87 -0.2282 0.8822 0.4812
-0.5899 3.88 -0.2855 1.2873 0.4038
-1.4096 3.89 -0.4614 1.6305 0.4738
-2.4 3.9 -0.5517 1.8594 0.7854
-0.6965 3.91 -0.7898 1.8777 1.2038
-2.2992 3.92 -1.0607 1.7568 1.7347
-1.7501 3.93 -1.2868 1.4979 2.0308
-1.1233 3.94 -1.4357 1.0422 2.1525
-3.143 3.95 -1.6807 0.4925 2.18
-1.3987 3.96 -1.8466 -0.038 2.1549
-1.844 3.97 -1.8619 -0.55 1.7877
-2.7926 3.98 -1.9777 -0.9979 1.5228
-0.9184 3.99 -1.8929 -1.398 1.0682
-2.4305 4.0 -1.7585 -1.38 0.601
-1.8974 4.01 -1.5978 -1.2837 0.3128
-0.8796 4.02 -1.275 -1.1101 0.2549
-2.6912 4.03 -0.9512 -0.85 0.3484
-1.1165 4.04 -0.7256 -0.5379 0.6474
-0.995 4.05 -0.3372 -0.1515 1.0479
-2.2201 4.06 -0.0931 0.0903 1.3257
-0.326 4.07 0.1225 0.224 1.8132
-1.3421 4.08 0.3182 0.2327 2.1967
-1.2974 4.09 0.4421 0.0698 2.1476
0.1351 4.1 0.5179 -0.1507 1.8327
-1.5114 4.11 0.527 -0.4319 1.8328
-0.2975 4.12 0.3726 -0.7211 1.3316
0.1453 4.13 0.245 -0.9616 0.8855
-1.3122 4.14 0.0884 -1.0338 0.3641
0.754 4.15 -0.1419 -1.0245 0.1244
-0.1762 4.16 -0.3409 -0.7477 0.027
-0.4596 4.17 -0.5749 -0.3954 0.1228
1.2452 4.18 -0.849 0.0883 0.3699
-0.4951 4.19 -0.9802 0.567 0.8439
0.4787 4.2 -1.0077 1.0866 1.2312
1.2475 4.21 -1.1749 1.6462 1.4331
-0.4312 4.22 -1.2095 1.7173 1.8141
1.2426 4.23 -1.0184 1.9892 1.7837
0.6373 4.24 -0.977 1.8428 1.8205
-0.1272 4.25 -0.7939 1.677 1.5663
1.5627 4.26 -0.5474 1.235 1.0429
-0.063 4.27 -0.2542 0.9634 0.5232
0.4531 4.28 0.0392 0.5075 0.1152
1.2192 4.29 0.3083 0.1288 -0.1658
-0.533 4.3 0.6148 -0.1122 -0.2367
0.9637 4.31 0.7639 -0.2112 -0.1532
0.5017 4.32 0.9649 -0.161 0.123
-0.6439 4.33 1.0981 0.0007 0.5044
1.182 4.34 1.0553 0.2319 1.0091
-0.4756 4.35 0.9476 0.4775 1.4134
-0.3124 4.36 0.8843 0.7321 1.6473
0.8185 4.37 0.7538 0.7727 1.6063
-1.1993 4.38 0.5603 0.8292 1.2959
0.1218 4.39 0.2696 0.5553 1.1243
-0.0297 4.4 0.0226 0.2155 0.7184
-1.3414 4.41 -0.2209 -0.2412 0.2121
0.368 4.42 -0.4269 -0.7276 -0.2236
-0.9737 4.43 -0.6432 -1.1978 -0.5297
-1.1859 4.44 -0.7574 -1.5036 -0.6311
0.2743 4.45 -0.8701 -2.1389 -0.4505
-1.5548 4.46 -0.8977 -2.1853 -0.2103
-0.4903 4.47 -0.7399 -1.9029 0.1814
-0.2147 4.48 -0.553 -1.9262 0.5759
-1.6528 4.49 -0.3915 -1.5307 0.9941
0.1539 4.5 -0.1917 -1.0507 1.0878
-0.809 4.51 0.0572 -0.4837 1.1327
-1.1834 4.52 0.3249 -0.0992 1.0803
0.5409 4.53 0.6166 0.2078 0.6647
-1.1344 4.54 0.8255 0.3472 0.2684
-0.2171 4.55 0.9098 0.376 -0.189
0.4227 4.56 1.0521 0.2265 -0.6179
-1.123 4.57 1.1638 0.0316 -0.8277
0.7626 4.58 1.0683 -0.2103 -1.0353
0.21 4.59 1.0276 -0.4348 -0.8594
-0.4007 4.6 0.9431 -0.5966 -0.581
1.4201 4.61 0.7324 -0.6268 -0.1822
-0.033 4.62 0.4584 -0.5338 0.2072
0.6911 4.63 0.1937 -0.2912 0.5955
1.7009 4.64 -0.0616 0.0943 0.8631
0.0541 4.65 -0.3297 0.4934 0.7848
1.7846 4.66 -0.5874 0.9304 0.7495
1.6221 4.67 -0.7212 1.3833 0.3681
0.5539 4.68 -0.9224 1.7571 -0.0917
2.5019 4.69 -0.9176 1.601 -0.5517
1.0023 4.7 -0.9985 1.7024 -0.9471
1.2864 4.71 -0.9142 1.4439 -1.3275
2.8696 4.72 -0.8026 1.0128 -1.3283
0.8537 4.73 -0.6041 0.4617 -1.2521
2.2495 4.74 -0.3695 -0.0273 -0.9488
2.015 4.75 -0.1105 -0.4977 -0.5984
0.9247 4.76 0.1431 -0.9027 -0.1502
2.8115 4.77 0.3598 -1.2106 0.2045
1.6309 4.78 0.5603 -1.1953 0.4579
1.4823 4.79 0.7298 -1.1288 0.4231
2.8282 4.8 0.779 -1.0041 0.2976
0.7864 4.81 0.9186 -0.6962 -0.0307
1.9426 4.82 0.8249 -0.4978 -0.5067
2.0152 4.83 0.7247 -0.2504 -0.9459
0.4555 4.84 0.5129 -0.1865 -1.45
2.1383 4.85 0.293 -0.212 -1.6583
0.996 4.86 0.0221 -0.3947 -1.6219
0.455 4.87 -0.2702 -0.7494 -1.5066
1.9702 4.88 -0.5532 -1.0344 -1.2134
0.0499 4.89 -0.8086 -1.5008 -1.0051
0.7667 4.9 -1.0959 -2.0274 -0.5295
1.2711 4.91 -1.1671 -2.2543 -0.1283
-0.4627 4.92 -1.4768 -2.1053 0.0839
1.0959 4.93 -1.3928 -2.0052 0.107
0.2761 4.94 -1.2741 -1.7503 -0.0505
-0.5252 4.95 -1.3156 -1.4455 -0.3632
1.1367 4.96 -1.2014 -1.047 -0.7776
-0.5665 4.97 -0.9239 -0.5086 -1.2984
-0.0498 4.98 -0.7455 -0.0011 -1.6557
0.8222 4.99 -0.5676 0.3751 -2.0675
-1.0713 5.0 -0.3011 0.6982 -2.2345
0.5251 5.01 -0.0704 0.8554 -2.0357
0.1685 5.02 0.1315 0.7577 -1.4865
-0.8033 5.03 0.287 0.5094 -1.205
1.0115 5.04 0.3654 0.2764 -0.8115
-0.4428 5.05 0.3812 -0.0316 -0.4783
-0.1096 5.06 0.2964 -0.3056 -0.2359
1.1894 5.07 0.1664 -0.4407 -0.2011
-0.6697 5.08 -0.0117 -0.5849 -0.3523
0.8082 5.09 -0.2306 -0.4818 -0.6667
0.8063 5.1 -0.5308 -0.2388 -1.0658
-0.3227 5.11 -0.7177 0.07 -1.7109
1.7518 5.12 -1.1275 0.4455 -2.1837
0.4081 5.13 -1.2693 0.7006 -2.3321
0.5112 5.14 -1.3736 1.0121 -2.2924
1.7779 5.15 -1.8259 1.1286 -2.0544
0.2381 5.16 -1.9407 0.9547 -1.9298
1.5553 5.17 -1.7358 0.7132 -1.398
1.8688 5.18 -1.6773 0.3506 -0.9711
0.445 5.19 -1.5343 -0.1763 -0.6746
2.3778 5.2 -1.5227 -0.7408 -0.4597
1.4142 5.21 -1.3093 -1.165 -0.4446
1.0195 5.22 -1.1437 -1.6508 -0.6294
2.5476 5.23 -0.7682 -1.8874 -0.9281
0.7516 5.24 -0.5542 -2.0695 -1.4829
1.844 5.25 -0.339 -2.2597 -1.983
2.425 5.26 -0.1182 -1.9331 -2.0665
0.5181 5.27 0.011 -1.7197 -2.2365
2.3903 5.28 0.0929 -1.4439 -2.4699
1.3794 5.29 0.102 -1.094 -2.3639
0.7293 5.3 0.042 -0.763 -2.0935
2.496 5.31 -0.0752 -0.7054 -1.6018
0.504 5.32 -0.2691 -0.6785 -1.3325
0.9877 5.33 -0.4573 -0.8554 -0.7979
1.8275 5.34 -0.6622 -0.9782 -0.6772
-0.1338 5.35 -1.0732 -1.2314 -0.649
1.2805 5.36 -1.2268 -1.6489 -0.735
0.7455 5.37 -1.4786 -1.9759 -1.0817
-0.4433 5.38 -1.7115 -2.0459 -1.621
1.1275 5.39 -1.8998 -1.911 -1.8294
-0.4056 5.4 -1.7504 -1.6183 -2.1998
-0.2656 5.41 -1.7389 -1.3656 -2.7623
0.6696 5.42 -1.7733 -0.8966 -2.5047
-1.1485 5.43 -1.6033 -0.3615 -2.2565
-0.0083 5.44 -1.5081 0.1948 -2.2286
-0.2079 5.45 -1.1094 0.5716 -1.6682
-1.4501 5.46 -0.9328 0.9038 -1.4353
0.1206 5.47 -0.6082 1.0874 -0.9874
-1.1731 5.48 -0.3662 1.1256 -0.6786
-1.5232 5.49 -0.1024 0.924 -0.6546
-0.0789 5.5 0.11 0.5218 -0.9314
-1.9624 5.51 0.2365 0.1522 -1.1875
-0.8228 5.52 0.3504 -0.2379 -1.6006
-0.6096 5.53 0.3644 -0.5693 -1.921
-2.27 5.54 0.3188 -0.7985 -2.2514
