#y3 y1 y2 time
1.0587 1.0169 -0.0196 1.58
-0.5886 0.7435 0.2549 1.59
1.3531 0.3567 0.4806 1.6
0.2954 -0.0269 0.6446 1.61
1.2447 -0.3983 0.8397 1.62
1.618 -0.5719 0.8814 1.63
0.6295 -0.6812 0.8997 1.64
2.6781 -0.4923 0.8193 1.65
0.5577 -0.1166 0.7894 1.66
2.419 0.2766 0.5616 1.67
0.9207 0.7557 0.2459 1.68
1.2139 1.2062 -0.086 1.69
1.3624 1.1903 -0.4768 1.7
-0.1171 1.2311 -0.9212 1.71
1.2573 1.2267 -1.321 1.72
-1.1808 0.8464 -1.7967 1.73
0.3667 0.3411 -2.206 1.74
-1.2499 -0.1211 -2.4628 1.75
-0.9417 -0.5309 -2.636 1.76
-0.9441 -0.7498 -2.8526 1.77
-2.0434 -0.7506 -3.1552 1.78
-0.6442 -0.635 -3.0512 1.79
-2.5467 -0.3062 -2.6553 1.8
-0.545 0.0719 -2.689 1.81
-1.9999 0.5407 -2.6288 1.82
-0.8839 0.9145 -2.3425 1.83
-0.5842 1.0154 -1.8606 1.84
-1.328 1.0795 -1.6044 1.85
0.4308 0.888 -1.3993 1.86
-1.2479 0.4856 -0.9248 1.87
0.78 0.0421 -0.5156 1.88
-0.6464 -0.4354 -0.2244 1.89
0.1614 -0.8083 0.0763 1.9
0.2387 -0.9559 0.331 1.91
-0.8472 -0.8839 0.4426 1.92
0.6191 -0.7819 0.5647 1.93
-1.3491 -0.4128 0.6508 1.94
0.172 0.0043 0.6007 1.95
-1.5152 0.4525 0.4704 1.96
-1.0305 0.8455 0.3467 1.97
-1.1133 0.9458 0.1362 1.98
-2.1398 0.995 -0.0983 1.99
-0.6518 0.8097 -0.3165 2.0
-2.7799 0.5478 -0.6291 2.01
-0.5874 0.147 -0.8015 2.02
-2.0204 -0.2542 -0.986 2.03
-0.8547 -0.6059 -1.3598 2.04
-0.5547 -0.7017 -1.3729 2.05
-1.0578 -0.6933 -1.6384 2.06
0.8885 -0.5348 -1.4908 2.07
-0.7195 -0.1573 -1.7465 2.08
1.4489 0.2776 -1.4519 2.09
0.3258 0.703 -1.6054 2.1
1.5625 1.0235 -1.3624 2.11
1.5552 1.3713 -1.2889 2.12
0.8294 1.3419 -1.1886 2.13
2.3068 1.0069 -1.0879 2.14
0.4629 0.6753 -0.858 2.15
2.5002 0.3233 -0.8143 2.16
0.5588 -0.1408 -0.6689 2.17
1.2894 -0.4311 -0.6486 2.18
1.0631 -0.6771 -0.6942 2.19
-0.0105 -0.7069 -0.6582 2.2
1.2038 -0.451 -0.7321 2.21
-0.8209 -0.1359 -0.6566 2.22
1.0299 0.2756 -0.6978 2.23
-0.6496 0.6048 -0.9008 2.24
0.2722 0.953 -0.8103 2.25
0.2322 1.0158 -0.9038 2.26
-0.3892 0.9414 -1.0422 2.27
1.2505 0.7442 -0.9073 2.28
-0.4453 0.3796 -0.8534 2.29
1.7862 -0.1454 -0.8528 2.3
0.3831 -0.5658 -0.7047 2.31
1.6047 -0.9471 -0.6394 2.32
1.4031 -1.1922 -0.4228 2.33
0.9662 -1.3033 -0.2407 2.34
2.2229 -1.0134 0.0064 2.35
0.5104 -0.6957 0.2446 2.36
2.3332 -0.3998 0.5282 2.37
0.4532 -0.0142 0.6872 2.38
1.2733 0.2834 1.0045 2.39
0.7713 0.3646 1.0151 2.4
-0.2729 0.282 1.2862 2.41
0.7131 0.0071 1.2721 2.42
-1.5176 -0.3995 1.2784 2.43
0.1876 -0.8869 1.2787 2.44
-1.9048 -1.316 1.0973 2.45
-1.0331 -1.6977 0.797 2.46
-1.2994 -1.9321 0.6081 2.47
-2.0073 -1.7107 0.3339 2.48
-0.6407 -1.6576 0.0281 2.49
-2.6811 -1.2214 -0.3182 2.5
-0.4021 -0.7167 -0.6846 2.51
-2.0201 -0.3852 -1.0184 2.52
-0.5524 -0.0208 -1.1493 2.53
-0.5711 0.1467 -1.4196 2.54
-0.9567 0.1299 -1.5602 2.55
0.5705 -0.073 -1.8399 2.56
-1.129 -0.4181 -1.6156 2.57
0.9416 -0.7487 -1.6164 2.58
-0.7824 -1.0841 -1.4035 2.59
0.3753 -1.3753 -1.1734 2.6
-0.0866 -1.3465 -0.9379 2.61
-0.73 -1.2828 -0.5856 2.62
0.3402 -1.0113 -0.2372 2.63
-1.7617 -0.595 0.1928 2.64
0.0513 -0.0173 0.6068 2.65
-1.9762 0.5287 1.0371 2.66
-0.94 0.9012 1.3139 2.67
-1.3533 1.036 1.6249 2.68
-2.1629 1.0819 2.1371 2.69
-0.6966 1.0237 2.1623 2.7
-2.636 0.7369 2.589 2.71
-0.3108 0.3426 2.3963 2.72
-1.8973 0.0398 2.3434 2.73
-0.3769 -0.1613 2.5862 2.74
-0.4586 -0.2095 2.0755 2.75
-0.576 -0.0384 2.0081 2.76
1.1081 0.2835 1.5893 2.77
-0.3671 0.7335 1.3507 2.78
2.0239 1.4118 1.051 2.79
0.351 1.8981 0.7573 2.8
1.8204 2.3215 0.4911 2.81
1.5235 2.3883 0.1549 2.82
1.1141 2.2646 -0.0815 2.83
2.1579 2.078 -0.2465 2.84
0.4272 1.6971 -0.3809 2.85
2.0168 1.1834 -0.4475 2.86
0.2564 0.8161 -0.4962 2.87
1.2171 0.4677 -0.4451 2.88
0.5038 0.3814 -0.3836 2.89
-0.0065 0.4523 -0.198 2.9
1.0066 0.613 -0.0292 2.91
-0.857 0.9937 0.1664 2.92
0.9247 1.3436 0.3796 2.93
-0.7708 1.7893 0.5588 2.94
0.5863 1.9467 0.8394 2.95
0.1129 2.1137 1.0414 2.96
-0.0024 1.7266 1.1742 2.97
1.2152 1.51 1.1893 2.98
-0.1597 1.017 1.3213 2.99
2.1916 0.3752 1.4706 3.0
0.413 -0.146 1.4676 3.01
1.847 -0.4905 1.3221 3.02
1.2934 -0.7946 1.3728 3.03
1.1226 -0.7986 1.1809 3.04
2.2662 -0.6288 1.2741 3.05
0.414 -0.3634 1.1984 3.06
2.2102 -0.0634 1.0068 3.07
0.1125 0.2174 0.9821 3.08
1.2699 0.3599 0.9841 3.09
0.1749 0.3248 1.0353 3.1
-0.3588 0.0755 1.0676 3.11
0.2946 -0.3588 1.1349 3.12
-1.6531 -0.8058 1.1125 3.13
-0.0427 -1.3721 1.2428 3.14
-2.1985 -2.0094 1.4273 3.15
-0.9116 -2.4872 1.484 3.16
-1.6324 -2.3762 1.6927 3.17
-1.8603 -2.4692 1.8007 3.18
-0.8098 -2.0482 1.7732 3.19
-2.3235 -1.7193 1.7793 3.2
-0.1618 -1.4834 1.8269 3.21
-1.8815 -0.9929 1.8075 3.22
-0.1323 -0.8533 1.5035 3.23
-0.6894 -0.8016 1.5152 3.24
-0.5661 -0.935 1.4376 3.25
0.5259 -1.1691 1.1778 3.26
-0.9188 -1.5585 0.8343 3.27
1.0523 -1.9269 0.5195 3.28
-0.9607 -2.4337 0.2622 3.29
0.4371 -2.45 0.0127 3.3
-0.43 -2.2738 -0.2373 3.31
-0.6655 -2.1906 -0.5025 3.32
-0.0286 -1.8247 -0.6959 3.33
-1.8071 -1.3924 -0.8015 3.34
-0.1338 -0.8161 -0.8826 3.35
-1.9869 -0.3209 -0.8969 3.36
-0.7834 0.0665 -0.7622 3.37
-1.7057 0.2418 -0.5505 3.38
-1.6176 0.3007 -0.4229 3.39
-0.7711 0.1178 -0.111 3.4
-2.1112 -0.1501 0.1896 3.41
-0.1029 -0.4663 0.519 3.42
-1.8358 -0.6597 0.8775 3.43
0.1335 -0.6902 1.3824 3.44
-0.3976 -0.6912 1.6384 3.45
0.0148 -0.3703 1.929 3.46
1.2391 0.093 2.1905 3.47
-0.0009 0.6051 2.1928 3.48
2.2058 1.3566 2.688 3.49
0.4923 1.826 2.418 3.5
2.2911 1.9638 2.6796 3.51
1.3581 2.4486 2.249 3.52
1.4156 2.2666 2.2621 3.53
1.8214 1.9668 1.7495 3.54
0.3976 1.7216 1.474 3.55
2.0831 1.4277 1.0854 3.56
-0.0883 1.0498 0.6643 3.57
1.2941 0.8331 0.3082 3.58
0.112 0.8998 -0.1151 3.59
0.0502 1.0921 -0.4548 3.6
0.6908 1.4441 -0.8952 3.61
-0.8676 1.801 -1.2197 3.62
1.0113 2.3166 -1.4244 3.63
-0.9342 2.6612 -1.4325 3.64
0.884 2.7273 -1.6661 3.65
0.0516 3.0794 -1.6431 3.66
0.4453 2.5354 -1.6345 3.67
1.3175 2.1209 -1.3282 3.68
0.142 1.7247 -1.2675 3.69
2.1282 1.2056 -1.0562 3.7
0.4772 0.7353 -0.695 3.71
2.3664 0.3916 -0.4293 3.72
1.1273 0.2419 -0.1668 3.73
1.2982 0.2437 0.0852 3.74
2.0859 0.4669 0.3055 3.75
0.3755 0.7782 0.5343 3.76
1.8312 1.0466 0.6584 3.77
-0.2505 1.1906 0.7707 3.78
1.1107 1.3172 0.8474 3.79
-0.3947 1.0514 0.7821 3.8
-0.4429 0.8529 0.7284 3.81
-0.1949 0.296 0.6667 3.82
-1.6843 -0.2641 0.5659 3.83
-0.2591 -0.9414 0.3606 3.84
-2.179 -1.4574 0.2091 3.85
-0.8452 -1.6232 0.043 3.86
-1.9488 -1.7754 -0.1342 3.87
-1.5617 -2.0601 -0.2815 3.88
-0.8125 -1.7184 -0.4647 3.89
-1.8224 -1.2751 -0.5094 3.9
0.0355 -1.1231 -0.6729 3.91
-1.7988 -0.8643 -0.6703 3.92
0.2459 -0.6863 -0.6692 3.93
-0.6517 -0.8183 -0.7219 3.94
-0.1979 -1.1302 -0.6473 3.95
0.4688 -1.3942 -0.5298 3.96
-0.8133 -2.0836 -0.5801 3.97
0.8995 -2.5791 -0.4569 3.98
-1.1788 -2.6036 -0.4788 3.99
0.5519 -3.0035 -0.4544 4.0
-0.8251 -2.8788 -0.472 4.01
-0.6922 -2.9318 -0.5192 4.02
-0.3918 -2.1167 -0.5511 4.03
-1.9942 -1.6956 -0.6241 4.04
-0.3052 -1.4673 -0.7412 4.05
-2.6121 -1.0251 -0.8789 4.06
-0.7243 -0.6416 -1.2168 4.07
-1.9239 -0.6022 -1.3223 4.08
-1.5464 -0.6422 -1.4084 4.09
-0.9491 -0.9653 -1.824 4.1
-1.7628 -1.1867 -1.857 4.11
0.1398 -1.6692 -1.7848 4.12
-1.4541 -1.8289 -1.8902 4.13
0.5923 -1.8016 -2.0714 4.14
-0.2367 -1.65 -1.813 4.15
0.5271 -1.2888 -1.9392 4.16
1.1972 -0.7613 -1.8138 4.17
0.3626 -0.139 -1.4813 4.18
2.2059 0.4645 -1.1919 4.19
0.4728 0.8828 -1.071 4.2
2.2933 1.3098 -0.723 4.21
1.115 1.4587 -0.3522 4.22
1.4067 1.2539 -0.0657 4.23
1.7903 1.0597 0.2118 4.24
0.3458 0.8687 0.4058 4.25
1.8712 0.4864 0.7025 4.26
-0.3455 0.3062 0.7487 4.27
1.187 0.271 0.8659 4.28
-0.2699 0.3876 0.8582 4.29
0.155 0.7541 0.7454 4.3
0.4158 1.2013 0.5794 4.31
-0.7915 1.7419 0.3309 4.32
0.9312 2.1827 0.0111 4.33
-0.8983 2.7484 -0.3671 4.34
1.1677 2.8911 -0.6666 4.35
0.0392 2.6195 -1.1373 4.36
0.8632 2.4475 -1.5623 4.37
1.3637 2.1894 -1.807 4.38
0.4759 1.782 -2.3355 4.39
2.3616 1.25 -2.7178 4.4
0.5037 0.9751 -2.939 4.41
2.2737 0.6439 -2.9302 4.42
1.0394 0.7161 -2.9726 4.43
1.5414 0.8161 -3.1774 4.44
1.4552 1.1326 -3.0418 4.45
0.315 1.34 -2.4441 4.46
1.4775 1.6884 -2.5427 4.47
-0.6135 2.1792 -2.1738 4.48
0.901 2.0295 -1.7801 4.49
-0.9321 2.0686 -1.3962 4.5
-0.6071 1.5316 -1.0183 4.51
-0.724 1.068 -0.5877 4.52
-2.1048 0.4424 -0.252 4.53
-0.4444 -0.0945 0.0497 4.54
-2.381 -0.5789 0.3315 4.55
-0.6828 -0.803 0.5176 4.56
-1.9959 -0.8266 0.6721 4.57
-1.2853 -0.8799 0.7385 4.58
-0.877 -0.564 0.7044 4.59
-1.739 -0.2409 0.696 4.6
0.1763 0.0493 0.5637 4.61
-1.55 0.2369 0.4405 4.62
0.5942 0.2857 0.2427 4.63
-0.665 0.1012 -0.0023 4.64
0.1279 -0.2421 -0.2554 4.65
0.2578 -0.7636 -0.4685 4.66
-0.6964 -1.2547 -0.7428 4.67
0.7345 -1.6217 -0.8732 4.68
-1.3336 -2.3368 -0.9743 4.69
0.4996 -2.5205 -1.136 4.7
-1.2891 -2.1921 -1.1699 4.71
-0.7316 -2.2832 -1.1715 4.72
-0.8936 -1.6004 -1.3374 4.73
-2.0296 -1.2845 -1.2927 4.74
-0.533 -0.8073 -1.0456 4.75
-2.3129 -0.6003 -0.9309 4.76
-0.5973 -0.4527 -0.8897 4.77
-2.0845 -0.4422 -0.8157 4.78
-1.2217 -0.6542 -0.6589 4.79
-0.921 -1.1675 -0.5027 4.8
-1.5988 -1.4125 -0.381 4.81
0.3696 -1.8777 -0.3133 4.82
-1.1902 -2.1454 -0.3021 4.83
1.0228 -2.2048 -0.2915 4.84
-0.1157 -1.7531 -0.3049 4.85
0.9932 -1.6217 -0.3081 4.86
1.4012 -1.1994 -0.4111 4.87
0.7879 -0.5266 -0.4045 4.88
2.3855 -0.0437 -0.5117 4.89
0.4955 0.3683 -0.5252 4.9
2.2311 0.5327 -0.6387 4.91
0.7099 0.5482 -0.5665 4.92
1.5888 0.4024 -0.5322 4.93
1.2681 0.1042 -0.5052 4.94
0.2759 -0.2437 -0.4433 4.95
1.3974 -0.4954 -0.3177 4.96
-0.6274 -0.684 -0.1234 4.97
1.2777 -0.7547 0.0752 4.98
-0.5592 -0.6012 0.3086 4.99
0.3246 -0.1881 0.541 5.0
0.1564 0.3157 0.7952 5.01
-0.5643 0.7882 0.9901 5.02
0.9313 1.3565 1.1981 5.03
-0.6985 1.7268 1.3798 5.04
1.3389 1.681 1.6373 5.05
0.0635 1.8686 1.7617 5.06
1.2393 1.5893 1.6024 5.07
1.3037 1.2046 1.543 5.08
0.7502 0.7467 1.6891 5.09
2.3844 0.3416 1.4241 5.1
0.5673 0.0584 1.1681 5.11
2.4808 -0.0293 0.9917 5.12
0.7214 0.0853 0.5779 5.13
1.4777 0.3301 0.2854 5.14
1.1823 0.7353 -0.0408 5.15
0.1977 1.0921 -0.3636 5.16
1.3385 1.5789 -0.7003 5.17
-1.0617 1.7719 -0.9742 5.18
0.5854 1.8359 -1.2418 5.19
-1.485 1.7957 -1.194 5.2
-0.6704 1.4251 -1.2514 5.21
-1.0789 0.8098 -1.3284 5.22
-1.8303 0.3318 -1.2059 5.23
-0.6256 -0.0802 -1.0579 5.24
-2.743 -0.3796 -0.8469 5.25
-0.4892 -0.5725 -0.4436 5.26
-2.0294 -0.468 -0.0906 5.27
-0.882 -0.2644 0.2978 5.28
-0.9473 0.0894 0.7381 5.29
-1.182 0.499 1.2295 5.3
0.28 0.7966 1.518 5.31
-1.3255 1.0133 1.8402 5.32
0.8217 1.0496 2.1326 5.33
-0.8066 0.8164 2.226 5.34
0.4156 0.4963 2.464 5.35
0.0257 0.0192 2.5243 5.36
-0.5397 -0.4843 2.7355 5.37
0.5318 -0.9842 2.7096 5.38
-1.4398 -1.3048 2.6997 5.39
0.356 -1.2375 2.5359 5.4
-1.5977 -1.3037 2.0332 5.41
-0.6941 -0.8334 1.823 5.42
-1.3467 -0.533 1.544 5.43
-2.0595 -0.0794 1.0642 5.44
-0.7179 0.2632 0.8587 5.45
-2.7501 0.5729 0.5342 5.46
-0.4886 0.5646 0.2563 5.47
-1.9679 0.424 0.0247 5.48
-0.766 0.1336 -0.1432 5.49
-0.8326 -0.3008 -0.2797 5.5
-1.0805 -0.7024 -0.3042 5.51
0.568 -1.0294 -0.2951 5.52
-0.8982 -1.4182 -0.2749 5.53
1.5784 -1.2913 -0.1385 5.54
0.0299 -1.2217 0.0088 5.55
1.5808 -0.7612 0.1837 5.56
1.1996 -0.4182 0.4121 5.57
1.0498 0.0892 0.5873 5.58
2.2002 0.4705 0.8043 5.59
0.5241 0.6739 0.973 5.6
2.5237 0.8216 1.0564 5.61
0.4356 0.7496 1.2002 5.62
1.5478 0.397 1.4243 5.63
0.7872 -0.0155 1.337 5.64
0.2706 -0.4729 1.4218 5.65
1.2668 -0.8174 1.4325 5.66
-0.7332 -1.0372 1.3493 5.67
1.0846 -1.0317 1.1421 5.68
-0.8222 -0.8241 1.1945 5.69
0.5342 -0.47 1.0431 5.7
-0.0288 -0.0849 0.9605 5.71
-0.2072 0.3927 1.0122 5.72
1.0082 0.8021 0.9091 5.73
-0.4631 0.9518 0.909 5.74
1.6231 1.0795 0.9329 5.75
0.1342 0.8008 0.9313 5.76
1.5408 0.4853 0.9506 5.77
1.1835 0.0414 1.1467 5.78
1.1861 -0.3753 1.0364 5.79
2.2607 -0.7378 1.1864 5.8
0.5274 -1.098 1.4619 5.81
2.4955 -1.1229 1.3909 5.82
0.4513 -0.9946 1.4042 5.83
1.5318 -0.5512 1.662 5.84
0.5646 -0.1981 1.7283 5.85
0.0859 0.214 1.6288 5.86
0.6778 0.542 1.6516 5.87
-1.1682 0.7179 1.4006 5.88
0.3598 0.8218 1.2417 5.89
-1.8575 0.5846 0.9718 5.9
-0.7009 0.2171 0.8059 5.91
-1.5392 -0.2337 0.4275 5.92
-1.8743 -0.6991 0.1592 5.93
-0.7866 -1.1218 -0.1233 5.94
-2.641 -1.3479 -0.3917 5.95
-0.3841 -1.1724 -0.6213 5.96
-2.0373 -1.1319 -0.9234 5.97
-0.4099 -0.7752 -1.1153 5.98
-0.8643 -0.2997 -1.1491 5.99
-0.7851 0.1386 -1.2636 6.0
0.3318 0.5054 -1.0764 6.01
-1.1096 0.6957 -1.1354 6.02
0.9787 0.7008 -0.8182 6.03
-0.9222 0.5696 -0.5775 6.04
0.5272 0.2334 -0.3603 6.05
-0.252 -0.1548 -0.0105 6.06
-0.4536 -0.4958 0.3236 6.07
0.2571 -0.8613 0.7255 6.08
-1.5987 -1.0141 1.0093 6.09
0.152 -0.9539 1.4918 6.1
-1.7734 -0.6905 1.7128 6.11
-0.6318 -0.3124 1.7723 6.12
-1.5183 0.1751 2.0731 6.13
-1.8534 0.6726 2.1564 6.14
-0.9262 1.0221 2.2819 6.15
-2.3669 1.3061 1.9741 6.16
-0.3943 1.419 1.776 6.17
-2.013 1.1216 1.5446 6.18
-0.3036 0.903 1.1819 6.19
-0.8761 0.5025 0.8466 6.2
-0.417 0.1244 0.5655 6.21
0.7595 -0.1587 0.0943 6.22
-0.3886 -0.3182 -0.3448 6.23
1.8146 -0.2373 -0.6626 6.24
0.182 0.0037 -1.1477 6.25
1.7927 0.3886 -1.5282 6.26
1.2405 0.8988 -1.5673 6.27
1.2491 1.377 -1.8406 6.28
1.9416 1.8034 -2.0053 6.29
0.578 1.8249 -1.8285 6.3
2.3628 1.8192 -1.9892 6.31
0.1829 1.6336 -2.0382 6.32
1.4862 1.3221 -1.5673 6.33
0.3975 0.7323 -1.4264 6.34
0.2665 0.3008 -1.2769 6.35
0.7554 -0.0419 -0.9819 6.36
-0.7579 -0.245 -0.6655 6.37
1.0825 -0.2314 -0.4962 6.38
-0.8907 -0.0848 -0.2348 6.39
0.693 0.2248 0.0034 6.4
-0.1414 0.6717 0.1923 6.41
0.1535 0.8842 0.2856 6.42
1.0335 1.1091 0.4228 6.43
-0.1498 1.2227 0.4318 6.44
1.8642 1.2288 0.4161 6.45
0.2433 0.8391 0.3124 6.46
2.0602 0.4341 0.2125 6.47
1.2646 -0.1221 0.0781 6.48
1.3733 -0.5906 -0.0722 6.49
2.1857 -1.1166 -0.2257 6.5
0.6017 -1.3789 -0.4243 6.51
2.08 -1.4096 -0.5842 6.52
0.1181 -1.3359 -0.6792 6.53
1.5425 -0.9133 -0.851 6.54
0.0875 -0.5499 -0.9322 6.55
-0.0229 -0.254 -0.9686 6.56
0.234 -0.0146 -0.8737 6.57
-1.3772 0.046 -1.0001 6.58
0.0482 -0.0768 -0.9993 6.59
-2.2531 -0.4122 -0.9071 6.6
-0.6836 -0.841 -0.8522 6.61
-1.9419 -1.2767 -0.7158 6.62
-1.5694 -1.7663 -0.7367 6.63
-1.024 -2.0529 -0.6856 6.64
-2.2333 -2.3574 -0.6382 6.65
-0.2087 -2.5088 -0.6851 6.66
-1.9421 -1.9254 -0.7248 6.67
-0.0475 -1.6077 -0.745 6.68
-0.9978 -1.2899 -0.8446 6.69
-0.403 -0.731 -1.12 6.7
0.3085 -0.4703 -1.1728 6.71
-0.9109 -0.2713 -1.2905 6.72
0.9077 -0.3174 -1.4594 6.73
-0.9287 -0.5401 -1.7223 6.74
0.652 -0.8896 -1.788 6.75
-0.6691 -1.3153 -2.0363 6.76
-0.4245 -1.579 -2.1407 6.77
-0.1443 -1.709 -2.2263 6.78
-1.7627 -1.8373 -2.3156 6.79
-0.0705 -1.496 -2.1403 6.8
-2.2338 -1.2623 -1.9624 6.81
-0.6733 -0.7783 -1.6956 6.82
-2.0501 -0.1842 -1.397 6.83
-1.5931 0.3504 -1.0937 6.84
-1.0381 0.8395 -0.9732 6.85
-2.3267 0.9779 -0.5876 6.86
-0.1989 1.1181 -0.2319 6.87
-1.9369 1.0343 0.0588 6.88
0.1771 0.6846 0.3565 6.89
-0.7016 0.3489 0.5514 6.9
0.1173 0.0893 0.6822 6.91
0.8068 -0.0831 0.9189 6.92
