#y3 y2 time y4 y1
0.6681 -0.4739 1.41 -0.9968 -0.06
0.6084 -0.4463 1.42 -0.8933 -0.1569
0.51 -0.3464 1.43 -0.6554 -1.0348
0.3391 -0.3113 1.44 -0.5197 -2.0276
0.2131 -0.2105 1.45 -0.228 -2.1665
0.0917 -0.1514 1.46 -0.021 -1.3833
-0.0401 -0.0553 1.47 0.2248 -0.4119
-0.1561 0.0425 1.48 0.409 -0.2343
-0.2999 0.1448 1.49 0.6922 -0.8936
-0.3821 0.2248 1.5 0.8488 -1.7537
-0.4716 0.3934 1.51 0.9816 -2.2298
-0.5813 0.4867 1.52 1.0079 -1.9019
-0.6716 0.5188 1.53 1.0092 -0.9411
-0.6086 0.608 1.54 1.1417 -0.3326
-0.635 0.7081 1.55 1.1642 -0.6897
-0.6113 0.9058 1.56 0.9822 -1.5736
-0.6411 0.9112 1.57 0.8553 -2.5147
-0.5444 0.947 1.58 0.7284 -2.433
-0.5449 1.0695 1.59 0.5148 -1.2297
-0.4475 1.0713 1.6 0.3594 -0.6208
-0.2853 1.1592 1.61 0.2186 -0.6498
-0.1712 1.176 1.62 0.0317 -1.2883
-0.016 1.0388 1.63 -0.1456 -2.5034
0.1406 1.0862 1.64 -0.2449 -2.5039
0.3266 1.0197 1.65 -0.4091 -1.7979
0.5402 1.0353 1.66 -0.4519 -0.8461
0.6824 0.9686 1.67 -0.5026 -0.5772
0.8695 0.9666 1.68 -0.449 -1.1925
0.9718 0.7862 1.69 -0.3583 -1.9265
1.1413 0.6868 1.7 -0.2547 -2.763
1.4562 0.6143 1.71 -0.0947 -2.2455
1.4884 0.5201 1.72 0.1065 -1.2278
1.6488 0.354 1.73 0.2892 -0.6345
1.7595 0.2247 1.74 0.5955 -0.8623
1.8927 0.0954 1.75 0.8724 -1.8957
1.9304 -0.0306 1.76 0.9732 -2.4623
2.0471 -0.1479 1.77 1.3365 -2.5237
2.2147 -0.2808 1.78 1.5555 -1.5668
1.9837 -0.4078 1.79 1.5622 -0.7194
2.1757 -0.5595 1.8 1.895 -0.6441
1.8422 -0.6516 1.81 1.8214 -1.2549
1.9063 -0.7538 1.82 1.9385 -2.2858
1.8274 -0.8293 1.83 2.1718 -2.3964
1.7714 -0.8013 1.84 2.2876 -1.6935
1.7503 -0.8941 1.85 1.9247 -0.8138
1.6766 -1.0251 1.86 2.0692 -0.4362
1.603 -1.054 1.87 1.6221 -0.9361
1.2242 -0.9703 1.88 1.5072 -1.8625
1.2022 -0.9886 1.89 1.4028 -2.6505
1.1924 -0.984 1.9 1.1911 -1.8534
1.0277 -0.8534 1.91 1.2086 -1.0004
0.9224 -0.9541 1.92 0.9343 -0.3756
0.8648 -0.8237 1.93 0.8301 -0.5769
0.8116 -0.7882 1.94 0.7361 -1.4564
0.7295 -0.6339 1.95 0.6604 -2.4106
0.6957 -0.5555 1.96 0.6292 -2.0191
0.6937 -0.4016 1.97 0.6208 -1.2712
0.6694 -0.2673 1.98 0.6291 -0.4074
0.6451 -0.1571 1.99 0.7585 -0.2877
0.7452 -0.0173 2.0 0.9274 -1.023
0.8435 0.1067 2.01 1.1652 -1.9811
0.9743 0.2414 2.02 1.2876 -2.057
1.0847 0.3568 2.03 1.5958 -1.347
1.2631 0.5324 2.04 1.8949 -0.4695
1.2759 0.683 2.05 1.9079 -0.0467
1.4068 0.689 2.06 2.0866 -0.4539
1.7077 0.8359 2.07 2.4599 -1.4996
1.9261 1.0311 2.08 2.671 -1.7905
1.7589 0.9671 2.09 2.637 -1.7304
2.0858 1.1928 2.1 2.7336 -0.6811
2.3605 1.2189 2.11 2.9283 0.0767
2.196 1.1539 2.12 3.027 -0.0399
2.6919 1.3115 2.13 2.9258 -0.8295
2.7961 1.3565 2.14 3.0629 -1.5366
2.6276 1.2157 2.15 2.7243 -1.4965
2.5394 1.2421 2.16 2.5124 -0.7864
3.1196 1.2962 2.17 2.4366 0.1154
2.6499 1.1319 2.18 2.0231 0.2986
3.0301 1.0478 2.19 1.8989 -0.3105
3.0769 1.0822 2.2 1.6473 -1.2181
2.689 0.9643 2.21 1.5561 -1.6478
3.0327 0.8809 2.22 1.3758 -1.0066
2.7295 0.7071 2.23 1.1298 0.0506
2.412 0.6422 2.24 1.0873 0.5191
2.3733 0.5501 2.25 1.0095 0.1967
2.4335 0.4298 2.26 0.9809 -0.7178
2.1194 0.3126 2.27 1.0737 -1.2785
2.0455 0.2257 2.28 0.9782 -0.9145
1.7588 0.1191 2.29 1.2759 -0.0738
1.619 0.0315 2.3 1.4029 0.6733
1.6894 -0.0442 2.31 1.545 0.7075
1.3334 -0.1288 2.32 1.824 -0.1475
1.2905 -0.1786 2.33 1.6818 -0.8655
1.0678 -0.2118 2.34 2.2596 -1.0614
0.9116 -0.2758 2.35 2.275 -0.1965
0.7936 -0.2677 2.36 2.5463 0.6559
0.7786 -0.293 2.37 2.4061 0.9565
0.6347 -0.302 2.38 2.8203 0.4245
0.6014 -0.2666 2.39 2.6493 -0.5485
0.5495 -0.2428 2.4 2.8052 -0.8892
0.5582 -0.1888 2.41 2.9245 -0.3208
0.5611 -0.0947 2.42 2.5656 0.6307
0.6166 -0.0201 2.43 2.5198 1.1382
0.5981 0.0787 2.44 2.2903 0.8224
0.7035 0.1706 2.45 2.4121 -0.0162
0.8721 0.313 2.46 2.0805 -0.6427
0.8311 0.4062 2.47 1.7714 -0.428
1.0932 0.6048 2.48 1.7574 0.4716
1.1664 0.6886 2.49 1.2987 1.2339
1.3398 0.8426 2.5 1.1616 1.3407
1.261 1.061 2.51 0.9901 0.4524
1.4082 1.0638 2.52 0.8165 -0.3202
1.4781 1.3039 2.53 0.6191 -0.4699
1.7885 1.3833 2.54 0.5244 0.2766
1.6579 1.6771 2.55 0.3835 1.2856
1.6737 1.5959 2.56 0.3705 1.406
1.8544 1.8392 2.57 0.4468 1.0503
1.9333 1.9655 2.58 0.4802 0.0603
2.0152 1.8132 2.59 0.5881 -0.388
1.7391 2.0806 2.6 0.7873 0.082
1.6861 2.3084 2.61 0.8583 0.983
1.866 2.1991 2.62 1.0514 1.5785
1.7024 2.2466 2.63 1.3051 1.4684
1.4833 2.049 2.64 1.4291 0.4772
1.4813 2.1665 2.65 1.4235 -0.1946
1.2248 2.0593 2.66 1.8091 -0.0586
1.1492 2.2017 2.67 1.7966 0.8404
1.0532 2.3471 2.68 1.9123 1.7536
0.743 2.2362 2.69 1.9391 1.8214
0.5733 2.0859 2.7 1.7688 0.8943
0.4439 2.1216 2.71 1.8006 0.0566
0.2585 1.7674 2.72 1.8514 -0.1398
0.0608 1.6721 2.73 1.4624 0.5491
-0.1234 1.6064 2.74 1.4214 1.335
-0.3069 1.5773 2.75 1.0866 1.7879
-0.4493 1.4453 2.76 0.9099 1.3419
-0.5893 1.3862 2.77 0.6112 0.3446
-0.7349 1.0881 2.78 0.3922 -0.1217
-0.863 1.0538 2.79 0.1512 0.279
-0.8364 0.9877 2.8 -0.0728 1.1042
-1.0488 0.9029 2.81 -0.2854 1.8189
-0.9318 0.7776 2.82 -0.4574 1.6
-1.1379 0.67 2.83 -0.5403 0.7274
-1.0851 0.6704 2.84 -0.6477 -0.018
-1.0764 0.5871 2.85 -0.6187 0.0472
-0.9055 0.6118 2.86 -0.6393 0.822
-0.8341 0.5634 2.87 -0.6061 1.6955
-0.817 0.5709 2.88 -0.4602 1.845
-0.7264 0.6077 2.89 -0.3177 1.0482
-0.636 0.5888 2.9 -0.16 0.1773
-0.4868 0.6321 2.91 0.0054 -0.0971
-0.3375 0.6566 2.92 0.1973 0.5573
-0.2321 0.7152 2.93 0.394 1.5099
-0.1029 0.7716 2.94 0.5272 1.9075
0.0058 0.891 2.95 0.6493 1.2474
0.1215 1.079 2.96 0.7921 0.412
0.1957 1.158 2.97 0.9791 -0.1434
0.2983 1.1101 2.98 0.9259 0.1635
0.3174 1.3547 2.99 0.8698 1.1038
0.374 1.3525 3.0 0.9498 1.6183
0.4346 1.5305 3.01 0.7593 1.6203
0.4674 1.649 3.02 0.6527 0.7338
0.4423 1.9116 3.03 0.5393 -0.0894
0.3927 2.0637 3.04 0.3853 -0.0985
0.3282 2.0862 3.05 0.139 0.6585
0.226 2.1119 3.06 -0.0937 1.6777
0.1313 2.3024 3.07 -0.2977 1.6637
0.0207 2.3425 3.08 -0.5799 0.9093
-0.0963 2.4969 3.09 -0.741 0.049
-0.2342 2.41 3.1 -0.9502 -0.2689
-0.419 2.7039 3.11 -1.1221 0.2735
-0.5071 2.3816 3.12 -1.2346 1.2232
-0.66 2.7409 3.13 -1.238 1.5328
-0.8956 2.3705 3.14 -1.2241 1.1712
-1.0544 2.4511 3.15 -1.2697 0.2585
-1.1959 2.6038 3.16 -1.0505 -0.3893
-1.3045 2.5377 3.17 -0.9908 -0.1059
-1.3116 2.1885 3.18 -0.7951 0.7123
-1.4093 2.3634 3.19 -0.6543 1.4486
-1.6329 2.1132 3.2 -0.4305 1.2796
-1.5884 1.8692 3.21 -0.1922 0.4713
-1.4876 1.8891 3.22 0.0429 -0.3279
-1.8102 1.5881 3.23 0.2538 -0.4186
-1.5125 1.7465 3.24 0.3994 0.2977
-1.7099 1.4991 3.25 0.5919 1.2863
-1.6855 1.3319 3.26 0.6748 1.5049
-1.4593 1.2245 3.27 0.7706 0.7747
-1.2837 1.0142 3.28 0.9163 -0.1976
-1.1412 0.9536 3.29 0.8793 -0.6524
-1.0496 0.8165 3.3 0.7558 -0.1191
-0.8708 0.6894 3.31 0.7374 0.8172
-0.7994 0.491 3.32 0.6569 1.2905
-0.6533 0.378 3.33 0.4136 0.9823
-0.4908 0.2952 3.34 0.2897 -0.0007
-0.2996 0.201 3.35 0.0745 -0.7051
-0.131 0.1499 3.36 -0.1183 -0.479
0.029 0.0847 3.37 -0.2879 0.3904
0.1742 0.0435 3.38 -0.431 1.211
0.3033 0.0149 3.39 -0.6115 1.1763
0.4346 0.0025 3.4 -0.7425 0.2514
0.5743 0.0037 3.41 -0.756 -0.604
0.6119 0.0185 3.42 -0.8015 -0.7311
0.6883 0.0476 3.43 -0.7639 -0.0673
0.7205 0.0982 3.44 -0.7793 0.8544
0.6848 0.1415 3.45 -0.7402 1.0084
0.7366 0.2238 3.46 -0.5067 0.4813
0.7226 0.2637 3.47 -0.3416 -0.5033
0.6467 0.349 3.48 -0.1379 -1.0025
0.6561 0.4531 3.49 0.0938 -0.5064
0.5658 0.515 3.5 0.3335 0.4646
0.3851 0.6009 3.51 0.6091 0.9287
0.2997 0.7245 3.52 0.8089 0.6612
0.2144 0.8727 3.53 1.0329 -0.2209
0.0802 0.9863 3.54 1.2632 -0.9408
-0.0517 0.955 3.55 1.4356 -0.8743
-0.1616 1.095 3.56 1.3359 0.0499
-0.309 1.2245 3.57 1.682 0.8658
-0.3674 1.1415 3.58 1.6561 0.8954
-0.5407 1.1894 3.59 1.6961 0.0675
-0.5729 1.3655 3.6 1.4482 -0.8157
-0.6099 1.3021 3.61 1.2706 -0.9318
-0.6697 1.2064 3.62 1.2662 -0.3308
-0.7773 1.276 3.63 1.1088 0.5118
-0.8056 1.2087 3.64 0.816 0.8973
-0.793 1.1514 3.65 0.6709 0.3605
-0.6834 1.1578 3.66 0.4966 -0.6144
-0.7145 1.0969 3.67 0.3234 -1.1431
-0.5771 0.9288 3.68 0.1915 -0.7571
-0.4828 0.8757 3.69 0.0804 0.242
-0.3405 0.8092 3.7 0.0012 0.9049
-0.2113 0.6679 3.71 -0.0362 0.6291
-0.0827 0.4476 3.72 -0.034 -0.3362
0.0668 0.3293 3.73 0.0166 -0.9722
0.2181 0.2148 3.74 0.1133 -1.0167
0.4259 0.0488 3.75 0.2699 -0.1575
0.5624 -0.1131 3.76 0.3929 0.6576
0.7484 -0.2788 3.77 0.5797 0.804
0.8426 -0.4342 3.78 0.88 0.0281
1.1122 -0.6067 3.79 1.0237 -0.8259
1.0858 -0.6679 3.8 1.1844 -1.1476
1.2448 -0.9254 3.81 1.4516 -0.4578
1.414 -0.9269 3.82 1.5818 0.4364
1.5235 -1.2184 3.83 1.7815 0.8459
1.4797 -1.3269 3.84 2.1218 0.3696
1.53 -1.367 3.85 1.992 -0.5506
1.5553 -1.5044 3.86 2.3953 -1.1493
1.4371 -1.4744 3.87 2.1877 -0.8639
1.4387 -1.6034 3.88 2.18 0.1426
1.5648 -1.5893 3.89 1.9445 0.7682
1.3596 -1.7045 3.9 2.1067 0.6403
1.1903 -1.6418 3.91 2.0131 -0.2414
1.2413 -1.6733 3.92 1.5784 -1.0207
1.0434 -1.4207 3.93 1.4236 -1.0812
0.8756 -1.3783 3.94 1.1982 -0.1784
0.7032 -1.5093 3.95 1.1331 0.6251
0.573 -1.4646 3.96 0.8153 0.8319
0.4958 -1.3153 3.97 0.723 0.1467
0.3392 -1.2731 3.98 0.4645 -0.7867
0.1624 -1.102 3.99 0.3644 -1.0554
0.0135 -1.0087 4.0 0.2992 -0.5175
-0.1332 -1.0291 4.01 0.307 0.4674
-0.2272 -0.9016 4.02 0.3228 0.9889
-0.3433 -0.6946 4.03 0.3584 0.5017
-0.4735 -0.6064 4.04 0.4312 -0.4349
-0.469 -0.5958 4.05 0.6045 -0.935
-0.5044 -0.4818 4.06 0.7177 -0.7682
-0.6105 -0.4091 4.07 0.974 0.1823
-0.6309 -0.3348 4.08 1.0979 0.9299
-0.5822 -0.3052 4.09 1.4621 0.772
-0.5346 -0.2464 4.1 1.3783 -0.0492
-0.511 -0.2036 4.11 1.5871 -0.9039
-0.4058 -0.1789 4.12 1.9524 -0.8103
-0.2831 -0.1922 4.13 2.1081 -0.1329
-0.2182 -0.2024 4.14 2.1833 0.7003
-0.1025 -0.2278 4.15 1.9883 1.0483
0.02 -0.2631 4.16 1.9334 0.3308
0.1445 -0.3595 4.17 1.8525 -0.5601
0.2384 -0.4055 4.18 1.7942 -1.0288
0.3961 -0.4943 4.19 1.9082 -0.4392
0.4479 -0.5967 4.2 1.6598 0.5836
0.5314 -0.7354 4.21 1.3827 0.9817
0.6117 -0.8327 4.22 1.1927 0.7185
0.6762 -1.0084 4.23 0.9164 -0.2535
0.719 -0.9513 4.24 0.5793 -0.8262
0.783 -1.2951 4.25 0.4278 -0.6213
0.8226 -1.2903 4.26 0.1704 0.2665
0.7957 -1.5709 4.27 -0.0169 1.0782
0.7427 -1.6109 4.28 -0.1715 0.878
0.6651 -1.8374 4.29 -0.3015 0.1466
0.6749 -1.9181 4.3 -0.3778 -0.7555
0.4938 -1.9546 4.31 -0.3917 -0.8044
0.4244 -2.0158 4.32 -0.374 -0.0675
0.2751 -1.9662 4.33 -0.2899 0.7846
0.1132 -2.2814 4.34 -0.1924 1.1766
-0.0535 -2.1272 4.35 -0.078 0.5527
-0.2472 -2.6268 4.36 0.0761 -0.4493
-0.4402 -2.3136 4.37 0.2662 -0.8177
-0.6265 -2.3681 4.38 0.4408 -0.3732
-0.7298 -2.5804 4.39 0.6253 0.6256
-1.0452 -2.6864 4.4 0.8101 1.0474
-1.0966 -2.3277 4.41 0.8986 0.8345
-1.2342 -2.5852 4.42 0.9251 -0.0921
-1.3734 -2.484 4.43 1.039 -0.734
-1.5026 -2.5036 4.44 1.0983 -0.6623
-1.8344 -2.1249 4.45 1.0699 0.268
-1.7829 -2.25 4.46 1.0043 0.9781
-1.7819 -1.9396 4.47 0.7677 0.9954
-2.1756 -2.043 4.48 0.714 0.267
-1.9219 -1.9276 4.49 0.4886 -0.6129
-2.0816 -1.6625 4.5 0.2883 -0.735
-1.9016 -1.531 4.51 0.0318 -0.0999
-1.8629 -1.5065 4.52 -0.2426 0.8398
-1.9244 -1.1426 4.53 -0.4883 1.0641
-1.986 -1.219 4.54 -0.7245 0.6422
-1.8549 -1.1056 4.55 -0.9227 -0.402
-1.6037 -0.8947 4.56 -1.1473 -0.7753
-1.573 -0.7584 4.57 -1.2718 -0.4631
-1.4111 -0.664 4.58 -1.5114 0.4795
-1.4797 -0.5714 4.59 -1.5404 1.0397
-1.3855 -0.5456 4.6 -1.4181 0.7942
-1.1109 -0.4561 4.61 -1.5736 -0.0807
-1.0662 -0.4066 4.62 -1.3573 -0.8131
-1.0883 -0.3736 4.63 -1.3337 -0.6647
-0.8329 -0.3085 4.64 -1.209 0.1015
-0.8702 -0.3373 4.65 -1.2275 0.8461
-0.7779 -0.3597 4.66 -0.9967 0.9815
-0.6737 -0.3522 4.67 -0.7153 0.2423
-0.7817 -0.4252 4.68 -0.5937 -0.6209
-0.6756 -0.475 4.69 -0.4215 -0.883
-0.7067 -0.4752 4.7 -0.2853 -0.2721
-0.7579 -0.6272 4.71 -0.1778 0.6814
-0.915 -0.625 4.72 -0.0742 1.1012
-1.015 -0.6858 4.73 -0.0367 0.498
-1.0241 -0.8442 4.74 -0.045 -0.5182
-1.1265 -0.937 4.75 -0.0899 -0.9598
-1.3839 -1.1626 4.76 -0.1749 -0.6198
-1.5689 -1.206 4.77 -0.3448 0.2364
-1.6984 -1.2588 4.78 -0.5076 0.9051
-1.944 -1.247 4.79 -0.7312 0.659
-1.7688 -1.4727 4.8 -0.8378 -0.2281
-2.0114 -1.5895 4.81 -1.1384 -0.9622
-2.2534 -1.5757 4.82 -1.476 -1.0312
-2.57 -1.8881 4.83 -1.5173 -0.1813
-2.4503 -1.8948 4.84 -1.6916 0.7082
-2.8767 -1.9502 4.85 -1.8999 0.6922
-2.5196 -1.9824 4.86 -2.1359 0.0319
-2.7448 -1.7648 4.87 -2.129 -0.9323
-2.7008 -1.8165 4.88 -2.5089 -1.2991
-2.7969 -2.0813 4.89 -2.1747 -0.6373
-2.7605 -1.715 4.9 -2.4973 0.3151
-3.0539 -1.8554 4.91 -2.146 0.7277
-3.113 -1.6437 4.92 -1.9636 0.2651
-2.5959 -1.676 4.93 -1.8427 -0.7631
-3.0079 -1.76 4.94 -1.8165 -1.4182
-2.6227 -1.6223 4.95 -1.5586 -1.0209
-2.4636 -1.5429 4.96 -1.4222 -0.1427
-2.1993 -1.3056 4.97 -1.1821 0.537
-2.2039 -1.2668 4.98 -0.8441 0.4352
-2.2813 -0.9711 4.99 -0.6867 -0.4557
-2.0626 -0.8285 5.0 -0.5927 -1.2905
-1.7343 -0.6691 5.01 -0.4249 -1.266
-1.6219 -0.6252 5.02 -0.4003 -0.5799
-1.3849 -0.4422 5.03 -0.3656 0.2503
-1.1802 -0.3268 5.04 -0.3168 0.4433
-1.1784 -0.1599 5.05 -0.3641 -0.2438
-1.0125 -0.0366 5.06 -0.4991 -1.072
-0.8761 0.0848 5.07 -0.62 -1.4235
-0.7677 0.1813 5.08 -0.7537 -1.0128
-0.7093 0.2967 5.09 -0.8811 -0.0931
-0.6962 0.4267 5.1 -1.0527 0.3794
-0.6272 0.4551 5.11 -1.4354 -0.0261
-0.642 0.581 5.12 -1.4674 -0.928
-0.6226 0.5861 5.13 -1.8755 -1.51
-0.5766 0.5558 5.14 -1.9789 -1.4567
-0.6606 0.5822 5.15 -2.0527 -0.5096
-0.7109 0.6796 5.16 -2.0185 0.2153
-0.8094 0.6441 5.17 -2.247 0.1102
-0.922 0.6134 5.18 -2.2642 -0.7594
-0.9424 0.5061 5.19 -1.9051 -1.7242
-1.0678 0.4359 5.2 -1.9345 -1.8199
-1.1743 0.4007 5.21 -1.6411 -0.9161
-1.2343 0.3503 5.22 -1.4815 -0.0659
-1.3676 0.2242 5.23 -1.3465 0.1627
-1.5368 0.1179 5.24 -1.278 -0.4254
-1.584 0.0256 5.25 -0.8858 -1.4521
-1.8904 -0.0938 5.26 -0.7558 -1.9674
-1.8381 -0.1911 5.27 -0.4763 -1.4934
-2.0258 -0.2947 5.28 -0.2841 -0.4056
-2.0505 -0.407 5.29 -0.0792 0.1302
-1.7541 -0.4867 5.3 0.0765 -0.2154
-2.0161 -0.6742 5.31 0.1692 -1.1478
-1.8379 -0.6589 5.32 0.2359 -1.9276
-1.7156 -0.7693 5.33 0.2996 -1.7463
-1.8419 -0.9168 5.34 0.2715 -0.7545
-1.7142 -0.8991 5.35 0.197 -0.0217
-1.7049 -1.0783 5.36 0.0764 -0.0366
-1.4839 -0.9439 5.37 -0.0538 -0.9084
-1.3405 -1.1343 5.38 -0.2176 -1.7428
-1.0579 -0.9649 5.39 -0.3785 -2.0186
-1.0119 -1.0429 5.4 -0.5509 -1.2202
-0.7221 -1.0367 5.41 -0.6922 -0.2613
-0.5883 -1.0041 5.42 -0.9139 0.0691
-0.4233 -0.9252 5.43 -1.1155 -0.5223
-0.2356 -0.8082 5.44 -1.2732 -1.3663
-0.0624 -0.7964 5.45 -1.1732 -1.8407
0.1015 -0.7349 5.46 -1.2575 -1.4411
0.2709 -0.5924 5.47 -1.3894 -0.5418
0.3768 -0.4761 5.48 -1.221 0.0808
0.5437 -0.3298 5.49 -1.0816 -0.2099
0.6768 -0.2554 5.5 -0.9271 -1.1556
0.6822 -0.1202 5.51 -0.8656 -1.8758
0.7309 0.0128 5.52 -0.6036 -1.7419
0.7921 0.128 5.53 -0.4068 -0.8864
