#y5 y6 y3 y4 time y2 y1
0.5274 -0.2269 1.5862 0.1063 0.3 -1.5627 2.4407
1.0522 -0.5496 1.3152 0.3866 0.31 -1.6402 2.1654
1.729 -0.949 0.0066 0.6758 0.32 -1.2861 2.2766
1.9308 -1.1083 1.6424 1.0532 0.33 -0.9788 1.6976
2.5196 -1.2347 0.9598 1.695 0.34 -0.6284 1.608
2.2694 -1.2336 0.2296 1.9124 0.35 -0.0813 1.3446
1.8819 -1.0794 2.177 1.922 0.36 0.4466 1.0316
1.2974 -0.6894 0.6693 2.1387 0.37 0.9889 0.9302
0.7161 -0.4042 0.6309 2.2441 0.38 1.2586 0.7269
0.4911 -0.0392 2.2247 1.9781 0.39 1.7729 0.686
0.6864 0.3357 0.4564 1.7152 0.4 1.7041 0.6347
1.0715 0.7079 1.0353 1.3157 0.41 1.6773 0.7048
1.5143 0.9934 2.0651 0.9579 0.42 1.8705 0.7527
2.1189 1.323 0.3225 0.6823 0.43 1.5045 1.1079
2.7853 1.4121 1.5215 0.4671 0.44 1.2261 1.1326
2.6854 1.5195 2.0055 0.3727 0.45 1.1327 1.4982
2.1273 1.276 0.2812 0.5036 0.46 0.8351 1.8556
1.6361 1.3293 1.66 0.7501 0.47 0.5871 2.0042
1.2318 1.0745 1.8353 0.9222 0.48 0.5517 2.4039
0.8733 0.8537 0.4027 1.2662 0.49 0.5545 2.5369
0.7799 0.823 2.0022 1.9321 0.5 0.741 2.7837
1.0783 0.6734 1.4571 2.3377 0.51 0.9684 2.7331
1.4338 0.5337 0.5974 2.434 0.52 1.1074 2.6863
2.1846 0.5367 2.3238 2.6826 0.53 1.3337 2.3598
2.6374 0.6735 0.9661 2.7833 0.54 1.7332 2.4282
2.9034 0.9423 0.9743 2.561 0.55 1.6827 2.1812
2.65 1.2104 2.3605 2.3251 0.56 1.7618 1.7905
1.9805 1.5479 0.8191 1.9453 0.57 1.74 1.7103
1.4576 1.713 1.283 1.4206 0.58 1.3531 1.2161
1.0429 2.1652 2.4663 1.0421 0.59 1.1643 1.0152
0.8247 2.3756 0.6055 0.9422 0.6 0.6507 0.7234
0.9406 2.7116 1.6444 0.7181 0.61 0.1976 0.6063
1.4888 2.8865 2.1747 0.7469 0.62 -0.2463 0.5187
1.9413 3.1845 0.5317 0.9612 0.63 -0.723 0.4201
2.6846 3.0024 2.0732 1.1333 0.64 -0.9462 0.4492
3.0714 2.714 2.0276 1.4281 0.65 -1.3206 0.5704
2.8719 2.2071 0.68 1.8133 0.66 -1.3572 0.7383
2.467 1.8784 2.1876 2.1386 0.67 -1.1741 0.8717
1.7493 1.5873 1.5773 2.3718 0.68 -0.9712 1.2994
1.2596 1.1741 0.7328 2.7682 0.69 -0.6042 1.2907
0.9012 0.6235 2.4978 2.8317 0.7 -0.1226 1.5026
0.8545 0.294 1.3149 2.5988 0.71 0.3468 1.7171
1.1859 0.0415 1.1785 2.5739 0.72 0.8291 1.8841
1.7956 -0.1546 2.6647 2.0901 0.73 1.0869 2.0832
2.2572 -0.2161 0.8813 1.938 0.74 1.5364 2.1833
2.4274 -0.2102 1.4535 1.5011 0.75 1.5062 1.9208
3.0274 -0.1007 2.4093 1.1138 0.76 1.7499 1.9187
2.7812 0.0691 0.7987 0.9622 0.77 1.715 1.6507
2.2951 0.259 1.742 0.8521 0.78 1.4626 1.49
1.4837 0.4465 2.4923 0.9766 0.79 1.2145 1.06
0.951 0.6093 0.637 1.0769 0.8 1.0759 0.8405
0.7647 0.763 2.4004 1.5646 0.81 0.8096 0.5363
0.9137 0.7846 1.8976 1.7081 0.82 0.8386 0.2583
1.1556 0.741 0.6328 2.3276 0.83 0.8144 0.0199
1.7316 0.745 2.5027 2.3217 0.84 0.8425 -0.1684
2.4459 0.4977 1.6486 2.8246 0.85 1.089 -0.2891
2.4883 0.2204 0.8591 2.862 0.86 1.2247 -0.3238
2.3531 -0.0549 2.4235 2.6787 0.87 1.7426 -0.2995
2.121 -0.3327 1.3583 2.7043 0.88 1.9587 -0.1859
1.5123 -0.6056 1.0078 2.2174 0.89 2.0203 -0.0306
0.9963 -0.7565 2.6679 1.9353 0.9 2.148 0.174
0.6835 -0.9198 0.925 1.7716 0.91 2.4192 0.3984
0.618 -0.934 1.5372 1.3405 0.92 2.1833 0.6356
0.9276 -0.8385 2.314 0.9432 0.93 2.0381 0.8655
1.3297 -0.5957 0.6911 0.8456 0.94 1.872 1.1028
2.0261 -0.2991 1.7216 0.9871 0.95 1.4605 1.2441
2.3413 0.0823 2.2485 1.0308 0.96 0.8801 1.3391
2.4468 0.5163 0.5557 1.25 0.97 0.4051 1.1627
2.3469 0.9594 1.9116 1.5626 0.98 -0.0694 1.2979
1.8214 1.3581 1.8118 2.0546 0.99 -0.4688 1.0953
1.1292 1.6408 0.6021 2.541 1.0 -0.7121 0.791
0.4987 2.0947 2.3525 2.5063 1.01 -0.8526 0.5853
0.3092 2.0583 1.4353 2.9226 1.02 -0.9236 0.3112
0.4172 1.888 0.7493 2.9889 1.03 -0.6819 0.0283
0.7229 1.9206 2.5213 2.5552 1.04 -0.4087 -0.2487
1.2318 1.8606 1.194 2.3786 1.05 -0.1039 -0.5679
2.0105 1.6866 0.9288 2.1742 1.06 0.2887 -0.8218
2.0398 1.1297 2.4163 1.5253 1.07 0.7101 -0.8662
1.8568 1.0085 0.7115 1.2102 1.08 0.9696 -0.9803
1.48 0.6768 1.1904 0.9585 1.09 1.3209 -0.9321
0.9538 0.3949 2.1385 0.7023 1.1 1.3933 -0.982
0.4224 0.1843 0.536 0.685 1.11 1.3466 -0.8465
0.0287 0.07 1.6157 0.8874 1.12 1.328 -0.6374
-0.0342 0.0489 2.1991 0.958 1.13 1.073 -0.405
0.2534 0.0999 0.4246 1.4253 1.14 1.0257 -0.1255
0.7642 0.2168 1.747 1.7912 1.15 0.8542 0.1325
1.2711 0.3898 1.6952 2.075 1.16 0.6113 0.415
1.7601 0.5396 0.3567 2.495 1.17 0.5576 0.6217
1.6021 0.7735 2.1196 2.6675 1.18 0.6742 0.7544
1.6009 0.7924 1.2156 2.6101 1.19 0.7757 0.8918
0.9023 0.8828 0.4938 2.4809 1.2 0.9895 0.8547
0.3126 0.7865 2.3526 2.4933 1.21 1.3665 0.8152
-0.1721 0.7305 0.9032 1.8928 1.22 1.7755 0.7348
-0.4388 0.491 0.6909 1.51 1.23 2.2104 0.4763
-0.2913 0.1304 1.9959 1.1236 1.24 2.5276 0.2602
0.1143 -0.2984 0.5528 0.8171 1.25 2.9059 0.0017
0.6072 -0.7188 0.979 0.5624 1.26 2.711 -0.2872
1.0678 -1.1836 1.9508 0.4116 1.27 3.0157 -0.5761
1.4533 -1.5044 0.2428 0.4448 1.28 2.5923 -0.7088
1.3092 -1.8251 1.3667 0.5984 1.29 2.5846 -0.9766
0.883 -2.3396 1.8927 0.9281 1.3 1.8047 -1.0931
0.2697 -2.4162 0.0948 1.1454 1.31 1.6288 -1.0833
-0.3575 -2.2226 1.6199 1.4892 1.32 0.9469 -1.1301
-0.7236 -2.0463 1.3104 1.7505 1.33 0.5192 -0.8943
-0.7291 -1.9521 0.0667 2.1718 1.34 0.0457 -0.8451
-0.4836 -1.6796 1.762 2.1666 1.35 -0.2542 -0.5784
0.0216 -1.4707 1.0258 1.9771 1.36 -0.4482 -0.3038
0.6171 -1.1276 0.1851 1.9762 1.37 -0.493 0.0069
0.9543 -0.7728 2.066 1.8759 1.38 -0.5056 0.2854
1.0272 -0.4324 0.6042 1.3805 1.39 -0.2679 0.5986
0.6622 -0.2054 0.3541 0.8673 1.4 -0.0233 0.802
0.1789 -0.0606 2.0362 0.5237 1.41 0.2507 0.955
-0.4789 -0.0132 0.1948 0.2639 1.42 0.5872 1.1515
-0.9537 -0.0603 0.6693 0.0708 1.43 0.8469 1.1037
-1.1749 -0.1746 1.6524 0.028 1.44 1.0149 0.9679
-0.9737 -0.4043 -0.0934 0.1428 1.45 1.0777 0.8703
-0.5366 -0.5522 0.967 0.328 1.46 1.0963 0.7537
-0.0258 -0.7958 1.3828 0.6474 1.47 0.9105 0.5739
0.4452 -1.0436 -0.2669 0.9315 1.48 0.6771 0.3273
0.6453 -1.1378 1.3511 1.3737 1.49 0.4617 0.0466
0.5679 -1.0611 0.9713 1.5174 1.5 0.2854 -0.19
0.1501 -1.0982 -0.2572 1.8096 1.51 0.1526 -0.3848
-0.4359 -0.9683 1.4305 1.7908 1.52 0.0784 -0.5129
-1.0937 -0.615 0.5775 1.8145 1.53 0.1209 -0.6687
-1.4171 -0.3645 -0.1687 1.3513 1.54 0.2809 -0.6323
-1.5631 -0.0471 1.6935 1.0221 1.55 0.5638 -0.5759
-1.1971 0.2679 0.1835 0.6157 1.56 0.9654 -0.4823
-0.5741 0.5328 0.0388 0.2333 1.57 1.4175 -0.2334
-0.041 0.8338 1.657 -0.0822 1.58 1.7222 -0.0103
0.3176 0.9286 -0.1533 -0.3401 1.59 2.4706 0.2846
0.4064 1.0628 0.2933 -0.462 1.6 2.4141 0.5973
0.1026 0.9384 1.3829 -0.3621 1.61 2.8972 0.8617
-0.45 0.8011 -0.4402 -0.2189 1.62 3.1477 1.0346
-1.0049 0.4773 0.6501 0.0765 1.63 2.9168 1.4548
-1.5061 0.0754 1.0117 0.4067 1.64 2.744 1.6356
-1.6023 -0.3333 -0.6256 0.7081 1.65 2.1748 1.4519
-1.6404 -0.8015 0.9469 1.1258 1.66 1.7001 1.7052
-1.0381 -1.2004 0.6532 1.2967 1.67 1.3289 1.424
-0.5041 -1.486 -0.5651 1.4067 1.68 0.7867 1.4893
-0.0317 -1.9336 1.048 1.2451 1.69 0.4635 1.1371
0.1948 -2.147 0.2763 1.0606 1.7 0.0777 1.0927
0.0661 -2.1848 -0.5332 0.7305 1.71 -0.1388 0.7069
-0.3894 -2.1824 1.2235 0.3775 1.72 -0.2555 0.4764
-0.8987 -2.0653 -0.1118 -0.0591 1.73 -0.2196 0.247
-1.4604 -1.8174 -0.2709 -0.4468 1.74 -0.1041 0.0438
-1.9993 -1.6998 1.1582 -0.7659 1.75 0.0922 -0.1092
-1.769 -1.5779 -0.4394 -0.9152 1.76 0.336 -0.1827
-1.5845 -1.221 0.0312 -0.8033 1.77 0.5393 -0.2132
-0.9368 -1.1279 1.0226 -0.8068 1.78 0.7221 -0.1533
-0.3775 -0.9908 -0.698 -0.5676 1.79 0.816 -0.038
-0.0171 -1.0282 0.3861 -0.1986 1.8 0.8283 0.156
0.0329 -1.1434 0.8374 0.1479 1.81 0.6362 0.3873
-0.2357 -1.267 -0.8566 0.5092 1.82 0.4749 0.6154
-0.7896 -1.4468 0.7181 0.68 1.83 0.2113 1.0126
-1.4736 -1.8033 0.4605 0.8196 1.84 -0.0509 1.2699
-1.8557 -1.7576 -0.9395 0.7735 1.85 -0.3255 1.5367
-1.9935 -2.0883 0.8495 0.69 1.86 -0.5397 1.5
-1.6471 -2.1508 0.0514 0.3953 1.87 -0.6158 1.8139
-1.2177 -2.5266 -0.658 0.0683 1.88 -0.6249 1.9479
-0.6892 -2.4224 0.9374 -0.3212 1.89 -0.4144 1.6132
-0.2134 -2.2136 -0.3634 -0.7864 1.9 -0.1541 1.6717
-0.003 -2.2323 -0.4859 -1.0628 1.91 0.2531 1.6249
-0.1374 -1.7453 1.0094 -1.2192 1.92 0.7788 1.3447
-0.5812 -1.5004 -0.7234 -1.3026 1.93 1.1442 0.9368
-1.0662 -0.8793 -0.1539 -1.1467 1.94 1.7467 0.7401
-1.6756 -0.4684 0.8153 -1.1362 1.95 2.164 0.3964
-1.8239 -0.0355 -0.8855 -0.7571 1.96 2.58 0.142
-2.0 0.3775 0.1903 -0.3935 1.97 2.6295 -0.079
-1.6588 0.611 0.5908 -0.0679 1.98 2.3535 -0.2734
-0.9552 0.8258 -0.9552 0.2228 1.99 2.6156 -0.3738
-0.4134 0.9252 0.5114 0.4512 2.0 2.0463 -0.4443
-0.0546 0.9471 0.2757 0.4537 2.01 1.9296 -0.3811
-0.0043 0.8229 -1.0187 0.4138 2.02 1.2714 -0.281
-0.2671 0.6226 0.7718 0.1502 2.03 0.9073 -0.1054
-0.868 0.302 -0.0802 -0.1532 2.04 0.5066 0.1016
-1.2736 0.0074 -0.9382 -0.596 2.05 0.2283 0.3009
-1.9942 -0.2637 0.8617 -0.9065 2.06 0.0303 0.552
-2.0491 -0.4992 -0.4448 -1.2303 2.07 -0.0636 0.7748
-1.6283 -0.6876 -0.6093 -1.6266 2.08 -0.0591 1.0584
-1.1857 -0.72 0.9983 -1.5822 2.09 0.0456 1.1734
-0.564 -0.8261 -0.8075 -1.5201 2.1 0.2211 1.2743
-0.1108 -0.6384 -0.2317 -1.4352 2.11 0.403 1.3104
0.1081 -0.544 0.7521 -1.2726 2.12 0.5669 1.1677
-0.0321 -0.3492 -1.0685 -0.881 2.13 0.668 1.0538
-0.4844 -0.0957 0.1085 -0.5083 2.14 0.6574 0.8277
-0.9598 0.111 0.5743 -0.2365 2.15 0.5818 0.5272
-1.6763 0.2814 -1.1707 0.0275 2.16 0.4044 0.2238
-1.9757 0.3852 0.4243 0.1538 2.17 0.1515 -0.1103
-1.9213 0.3929 0.278 0.135 2.18 -0.1684 -0.4427
-1.3509 0.3586 -0.9347 -0.0417 2.19 -0.4951 -0.6864
-0.7532 0.1768 0.6736 -0.3317 2.2 -0.8673 -0.8732
-0.1929 -0.0912 -0.0824 -0.6385 2.21 -1.2345 -1.197
0.1566 -0.4346 -0.8035 -1.0954 2.22 -1.3396 -1.3835
0.198 -0.7308 0.8492 -1.5858 2.23 -1.4216 -1.3857
-0.0809 -1.288 -0.4243 -1.6178 2.24 -1.2605 -1.2897
-0.6719 -1.5625 -0.6185 -2.0281 2.25 -1.0653 -1.2101
-1.2924 -1.7934 0.9829 -2.0329 2.26 -0.5845 -0.9785
-1.6352 -1.9758 -0.7291 -1.8895 2.27 -0.1609 -0.8142
-1.8412 -2.0787 -0.2197 -1.6601 2.28 0.3707 -0.6622
-1.5552 -2.0989 0.9155 -1.3264 2.29 0.8748 -0.4524
-0.897 -2.1433 -0.969 -0.9247 2.3 1.2327 -0.1939
-0.3191 -1.8569 0.1855 -0.626 2.31 1.499 -0.0367
0.1866 -1.3688 0.675 -0.2747 2.32 1.9959 0.0791
0.4244 -1.1688 -0.9152 -0.1083 2.33 1.861 0.1286
0.2473 -0.6923 0.5581 -0.0604 2.34 1.8001 0.1107
-0.1984 -0.2598 0.3593 -0.1427 2.35 1.593 0.0191
-0.7822 0.1074 -0.9276 -0.3776 2.36 1.3183 -0.1579
-1.1766 0.3965 0.9253 -0.6858 2.37 1.0473 -0.4119
-1.5368 0.6003 0.0243 -1.1216 2.38 0.799 -0.6317
-1.3658 0.8072 -0.707 -1.4106 2.39 0.3898 -0.9832
-1.0441 0.7746 1.0091 -1.6512 2.4 0.1485 -1.3926
-0.4139 0.7245 -0.3171 -2.131 2.41 -0.0092 -1.5321
0.163 0.6117 -0.4641 -2.2711 2.42 -0.0696 -2.0239
0.5261 0.3922 1.1119 -1.9896 2.43 -0.027 -2.1662
0.5294 0.2434 -0.6226 -1.9508 2.44 0.1017 -2.2651
0.2298 0.1189 -0.0519 -1.4955 2.45 0.2681 -2.5255
-0.3202 0.019 1.0878 -1.2416 2.46 0.4788 -2.3175
-0.9204 0.0036 -0.6883 -0.8094 2.47 0.5561 -2.5739
-1.3396 0.071 0.3752 -0.4672 2.48 0.6924 -2.2242
-1.2691 0.2562 0.8987 -0.26 2.49 0.6681 -2.0044
-1.1127 0.4373 -0.8917 -0.1475 2.5 0.5345 -1.9233
-0.5283 0.8429 0.6742 -0.1749 2.51 0.322 -1.6529
0.0807 1.1968 0.582 -0.3689 2.52 -0.005 -1.4878
0.5072 1.4393 -0.8004 -0.6701 2.53 -0.4165 -1.2086
0.7494 1.7494 1.0861 -1.0331 2.54 -0.9076 -1.0697
0.5397 2.2297 0.2413 -1.3059 2.55 -1.3712 -0.8883
0.125 2.3201 -0.4991 -1.6204 2.56 -1.6994 -0.7598
-0.434 2.4146 1.2104 -1.8571 2.57 -1.9153 -0.7934
-0.9686 2.6106 -0.0942 -1.9252 2.58 -1.8394 -0.9255
-1.2322 2.4342 -0.225 -2.0072 2.59 -2.0445 -1.0421
-1.1093 2.0798 1.3048 -2.0319 2.6 -1.6402 -1.3893
-0.6319 1.5756 -0.3395 -1.6042 2.61 -1.5551 -1.3833
-0.0642 1.3741 0.1746 -1.4744 2.62 -1.0356 -1.8741
0.5054 0.8229 1.3689 -0.9578 2.63 -0.6167 -2.2042
0.8752 0.4019 -0.5632 -0.5894 2.64 -0.1034 -2.3269
0.9116 0.0545 0.6236 -0.3086 2.65 0.3266 -2.3567
0.4954 -0.2396 1.1653 -0.1631 2.66 0.7091 -2.5663
-0.0454 -0.4494 -0.5456 -0.1162 2.67 0.9935 -3.0477
-0.593 -0.4853 1.0696 -0.2216 2.68 1.0988 -3.023
-0.8957 -0.5452 0.8384 -0.4217 2.69 1.2071 -2.7471
-1.0345 -0.4171 -0.5322 -0.8518 2.7 0.9637 -3.144
-0.8163 -0.2346 1.4089 -1.2789 2.71 0.7911 -2.4574
-0.2225 -0.0019 0.4623 -1.5415 2.72 0.5701 -2.2569
0.346 0.2416 -0.2759 -1.8866 2.73 0.2285 -2.417
0.844 0.5237 1.479 -2.1623 2.74 -0.0036 -1.7976
1.0507 0.7658 0.1552 -2.1814 2.75 -0.1736 -1.7225
0.7853 0.8619 0.0449 -1.8936 2.76 -0.2826 -1.344
0.3463 0.98 1.4075 -1.5687 2.77 -0.2939 -1.2319
-0.2687 0.8628 -0.1108 -1.323 2.78 -0.1646 -1.0695
-0.7279 0.7562 0.4346 -1.1118 2.79 0.0085 -0.87
-0.9073 0.5681 1.3503 -0.6683 2.8 0.2315 -0.8835
-0.831 0.3183 -0.2956 -0.3377 2.81 0.4706 -1.0053
-0.4792 0.0894 0.78 -0.0948 2.82 0.5905 -0.9865
0.1468 -0.1442 1.4038 0.0088 2.83 0.7624 -1.1832
0.7229 -0.2949 -0.3238 -0.0358 2.84 0.7854 -1.6003
1.0314 -0.4453 1.222 -0.2356 2.85 0.611 -1.866
1.0323 -0.4496 0.9565 -0.5072 2.86 0.3551 -2.0881
0.6252 -0.366 -0.2454 -0.8596 2.87 -0.0004 -2.4064
0.0461 -0.1598 1.532 -1.3366 2.88 -0.4398 -2.17
-0.4715 0.1285 0.7573 -1.6278 2.89 -0.9601 -2.514
-0.9392 0.5298 -0.0352 -1.8046 2.9 -1.3403 -2.4585
-0.9742 0.9444 1.8784 -2.0516 2.91 -1.7739 -2.7335
-0.6235 1.521 0.3826 -2.0223 2.92 -2.0149 -2.3101
-0.1392 1.7886 0.2672 -1.5154 2.93 -2.4918 -2.5063
0.4257 2.3452 1.71 -1.4239 2.94 -2.4122 -2.0709
0.863 2.7101 0.1087 -0.987 2.95 -2.242 -2.0178
1.0808 2.5463 0.7119 -0.5619 2.96 -2.2258 -1.5314
0.8783 2.6567 1.7639 -0.2754 2.97 -1.809 -1.3162
0.2986 2.7918 -0.061 0.025 2.98 -1.3473 -1.0676
-0.2899 2.4339 0.9526 0.1825 2.99 -0.9747 -0.6685
-0.7684 2.3947 1.4384 0.2122 3.0 -0.472 -0.4774
-0.9743 2.2799 -0.1168 0.0736 3.01 -0.1614 -0.2559
-0.8445 1.8237 1.2918 -0.186 3.02 0.0921 -0.1465
-0.4 1.4137 1.2752 -0.5247 3.03 0.2591 -0.1099
0.1372 1.0921 -0.0505 -0.8074 3.04 0.2769 -0.1572
0.6037 0.9667 1.7659 -1.3079 3.05 0.1682 -0.2449
0.9279 0.8126 0.8531 -1.6201 3.06 0.0091 -0.416
0.8395 0.7931 0.1531 -1.7491 3.07 -0.2041 -0.63
0.5393 0.7994 1.738 -1.5226 3.08 -0.4601 -0.7884
-0.0587 0.9267 0.5385 -1.5831 3.09 -0.5701 -1.063
-0.6921 1.0692 0.4522 -1.1903 3.1 -0.68 -1.3247
-0.9946 1.3388 1.8969 -0.9858 3.11 -0.6957 -1.4876
-1.0765 1.5409 0.2414 -0.5896 3.12 -0.6697 -1.4298
-0.7158 1.5344 0.8714 -0.1798 3.13 -0.5065 -1.645
-0.2049 1.7648 1.7759 0.1415 3.14 -0.2365 -1.5662
0.385 1.7741 0.0716 0.3945 3.15 0.0657 -1.3897
0.7396 1.5188 1.0838 0.4764 3.16 0.374 -1.2156
0.7985 1.3394 1.7691 0.3937 3.17 0.5551 -0.9336
0.6445 1.1488 -0.0168 0.1639 3.18 0.7341 -0.7453
0.137 0.7188 1.6799 -0.1298 3.19 0.7775 -0.3521
-0.4696 0.313 1.3437 -0.5221 3.2 0.7746 -0.0633
-1.0113 -0.0773 0.033 -0.868 3.21 0.4932 0.2738
-1.2091 -0.4557 1.8378 -1.1989 3.22 0.1635 0.5027
-1.12 -0.8854 0.8845 -1.3718 3.23 -0.3199 0.8166
-0.6182 -1.1076 0.228 -1.5478 3.24 -0.7795 1.0225
-0.0258 -1.1959 2.0837 -1.3441 3.25 -1.2389 1.0053
0.488 -1.3156 0.5548 -1.2325 3.26 -1.9035 1.0964
0.778 -1.2676 0.5053 -0.8363 3.27 -2.1553 0.9986
0.6294 -1.0608 2.089 -0.5183 3.28 -2.2574 0.8244
0.2744 -0.8352 0.3073 -0.0767 3.29 -2.5426 0.7782
-0.2938 -0.4345 0.8322 0.293 3.3 -2.5512 0.4966
-0.9466 -0.087 1.8095 0.5469 3.31 -2.7162 0.3164
-1.3629 0.2895 0.0743 0.6628 3.32 -2.1012 0.0694
-1.1476 0.6761 1.1786 0.5957 3.33 -1.7184 -0.1352
-0.8896 0.8293 1.7494 0.4655 3.34 -1.5691 -0.2784
-0.4022 1.0958 -0.0341 0.2174 3.35 -1.1247 -0.4162
0.1442 1.1217 1.5421 -0.094 3.36 -0.8881 -0.44
0.4939 1.2461 1.3464 -0.4514 3.37 -0.6182 -0.4677
0.6404 1.0193 -0.0113 -0.82 3.38 -0.5354 -0.3293
0.3689 0.9211 1.6259 -0.9801 3.39 -0.4565 -0.1449
-0.1473 0.7878 0.9903 -1.2617 3.4 -0.5361 0.0763
-0.7265 0.5029 0.1333 -1.0981 3.41 -0.7655 0.3182
-1.2991 0.2937 1.9762 -1.002 3.42 -0.8939 0.6367
-1.2861 0.1305 0.5158 -0.7213 3.43 -1.0692 0.9098
-1.245 0.0309 0.3992 -0.4265 3.44 -1.2551 1.2207
-0.8227 0.021 2.0466 -0.0261 3.45 -1.3844 1.3437
-0.2436 0.0969 0.1719 0.3564 3.46 -1.1664 1.7725
0.2697 0.26 0.7471 0.6001 3.47 -1.2274 1.6879
0.5036 0.4682 1.758 0.8084 3.48 -0.9321 1.9627
0.4325 0.7911 -0.0654 0.8921 3.49 -0.5114 1.7609
0.0032 1.0051 1.1194 0.8513 3.5 -0.1773 1.7914
-0.5785 1.4966 1.4568 0.5419 3.51 0.172 1.5778
-1.0863 1.4769 -0.2147 0.2654 3.52 0.5525 1.4215
-1.5899 1.7249 1.3328 -0.1225 3.53 0.7137 1.2594
-1.5785 1.8756 1.0483 -0.5146 3.54 0.9072 0.7963
-1.1008 1.8469 -0.2171 -0.8086 3.55 0.8924 0.5646
-0.6406 1.4829 1.6164 -0.9998 3.56 0.771 0.3552
-0.0487 1.3687 0.7095 -1.0115 3.57 0.436 0.2174
0.364 0.8987 -0.0866 -0.9452 3.58 -0.0044 0.0707
0.4503 0.4938 1.6389 -0.6745 3.59 -0.4595 -0.0011
0.1584 0.0284 0.3014 -0.4073 3.6 -1.1093 0.0061
-0.4056 -0.4735 0.1481 -0.0168 3.61 -1.4463 0.0867
-0.932 -0.7962 1.4756 0.3579 3.62 -1.8527 0.2351
-1.5358 -1.2012 -0.0917 0.7676 3.63 -2.1894 0.4686
-1.6581 -1.49 0.4135 0.9728 3.64 -2.6304 0.718
-1.3619 -1.779 1.5101 1.0545 3.65 -2.5003 1.0136
-1.0386 -1.5596 -0.3572 1.0709 3.66 -2.2886 1.2665
-0.4007 -1.5202 0.7232 0.7503 3.67 -2.0872 1.3527
0.124 -1.6516 1.1345 0.5754 3.68 -1.8678 1.7952
0.3405 -1.3198 -0.4611 0.1819 3.69 -1.5392 1.8144
0.2559 -1.0748 0.9189 -0.1857 3.7 -1.3385 1.8723
-0.1493 -0.8463 0.8078 -0.5799 3.71 -1.2383 1.9068
-0.7177 -0.6554 -0.4972 -0.7119 3.72 -0.9453 1.9842
-1.2555 -0.5465 1.1577 -0.9023 3.73 -0.9315 1.872
-1.681 -0.482 0.3459 -0.9586 3.74 -0.9362 1.4063
-1.4666 -0.5002 -0.4598 -0.7575 3.75 -1.1957 1.1714
-1.1881 -0.6695 1.2937 -0.4392 3.76 -1.3691 0.9535
-0.6385 -0.9357 -0.0976 -0.0717 3.77 -1.5698 0.7181
-0.0789 -1.0783 -0.2299 0.3271 3.78 -1.7939 0.3664
0.3335 -1.4242 1.1717 0.6084 3.79 -1.967 0.1435
0.3906 -1.6427 -0.4873 1.0037 3.8 -1.8434 -0.0749
0.1009 -1.7489 0.0434 1.1602 3.81 -1.6963 -0.1959
-0.4219 -1.8442 1.0466 1.065 3.82 -1.7938 -0.3155
-0.9774 -1.9576 -0.7141 0.9423 3.83 -1.329 -0.3283
-1.3638 -2.0001 0.3289 0.7976 3.84 -0.8709 -0.2349
-1.4707 -1.7798 0.6822 0.4169 3.85 -0.4987 -0.0937
-1.2952 -1.7528 -1.0201 0.0123 3.86 -0.0577 0.089
-0.8117 -1.1616 0.5956 -0.34 3.87 0.38 0.3468
-0.2622 -0.7781 0.3686 -0.6136 3.88 0.761 0.555
0.2339 -0.4465 -1.0071 -0.7919 3.89 0.8803 0.7989
