# label : secret experiment #1893
# x : time signal
#y3 y5 y2 time y1 y4
2.3902 1.4508 0.5184 0.67 1.9983 1.6232
2.2564 1.2896 0.5512 0.68 1.6657 1.7094
2.5465 1.0247 0.5809 0.69 1.7744 1.894
2.6536 0.8556 0.6491 0.7 1.839 1.9206
2.2526 0.5004 0.7386 0.71 1.8257 2.0923
2.6608 0.2224 0.7493 0.72 1.8547 2.0552
2.742 -0.0626 0.8442 0.73 1.681 2.1124
2.5562 -0.3142 0.7701 0.74 1.7286 2.0217
2.3022 -0.5589 0.8603 0.75 1.4611 1.9054
2.6453 -0.6642 0.7476 0.76 1.5302 1.8006
2.5465 -0.8403 0.7307 0.77 1.2866 1.5844
2.1208 -0.8404 0.651 0.78 1.2052 1.4701
2.1602 -0.9924 0.5373 0.79 1.1209 1.2963
2.3598 -0.8772 0.4227 0.8 1.1241 1.1149
2.127 -0.8518 0.2239 0.81 1.1738 0.9528
1.988 -0.7751 0.0499 0.82 0.947 0.7706
1.9303 -0.7166 -0.1438 0.83 0.9305 0.6996
1.8604 -0.4898 -0.4042 0.84 1.0213 0.5964
1.7256 -0.3419 -0.6216 0.85 0.8617 0.514
1.6373 -0.2272 -0.7777 0.86 0.8284 0.5882
1.4891 -0.1089 -1.1685 0.87 0.8193 0.5399
1.2555 0.0081 -1.2347 0.88 0.8974 0.65
1.2282 0.0904 -1.6375 0.89 0.8721 0.7563
1.0697 0.1195 -1.7214 0.9 0.801 0.8943
0.8502 0.1098 -2.014 0.91 0.9099 0.931
0.6876 0.0553 -2.2203 0.92 0.8286 0.9887
0.5124 -0.0492 -2.2153 0.93 0.8609 1.1358
0.3872 -0.1848 -2.5843 0.94 0.8778 1.2631
0.2638 -0.3849 -2.3829 0.95 1.0073 1.3367
0.1308 -0.6436 -2.6291 0.96 1.0168 1.3423
-0.0136 -0.8653 -2.3252 0.97 0.9131 1.4344
-0.1281 -1.1846 -2.2773 0.98 1.0492 1.7104
-0.2438 -1.4381 -2.2706 0.99 0.927 1.5437
-0.38 -1.6126 -2.3277 1.0 1.0257 1.4462
-0.4627 -1.862 -2.3026 1.01 1.1065 1.4013
-0.5404 -1.954 -1.9407 1.02 0.9479 1.1834
-0.6574 -2.4261 -1.7204 1.03 1.0127 1.0172
-0.796 -2.3971 -1.4358 1.04 1.0866 0.9135
-0.8288 -2.7224 -1.1917 1.05 1.0627 0.7438
-0.9213 -2.8474 -0.9119 1.06 0.9976 0.4179
-0.8272 -2.7943 -0.5724 1.07 1.0189 0.2018
-0.9217 -2.4344 -0.3491 1.08 0.9796 -0.0645
-0.9613 -2.3751 -0.0694 1.09 0.7904 -0.3235
-1.0001 -2.4773 0.1763 1.1 0.7487 -0.5424
-0.8507 -2.2975 0.4397 1.11 0.6685 -0.8045
-0.8375 -1.9591 0.6663 1.12 0.6032 -0.8765
-0.9867 -1.7577 0.8615 1.13 0.5426 -1.1216
-0.9083 -1.4011 0.9418 1.14 0.4308 -1.0505
-0.7796 -1.4854 0.9457 1.15 0.3452 -1.0957
-0.7745 -1.0666 1.0085 1.16 0.2935 -1.2522
-0.7984 -1.114 1.1606 1.17 0.1613 -1.0276
-0.7145 -0.8685 0.92 1.18 0.0619 -1.0886
-0.6285 -0.8948 0.8491 1.19 -0.0342 -0.8926
-0.522 -0.7603 0.8181 1.2 -0.1332 -0.7158
-0.4639 -0.7853 0.7071 1.21 -0.2041 -0.4147
-0.373 -0.9231 0.5003 1.22 -0.2881 -0.203
-0.3714 -0.9566 0.2652 1.23 -0.3563 0.0717
-0.2633 -1.0456 0.0169 1.24 -0.4328 0.3869
-0.1945 -1.2338 -0.2281 1.25 -0.48 0.5884
-0.1409 -1.5631 -0.504 1.26 -0.5361 0.9435
-0.0898 -1.5381 -0.7882 1.27 -0.5821 1.2356
-0.0294 -2.0473 -0.9229 1.28 -0.5778 1.5551
0.0183 -2.1232 -1.2839 1.29 -0.5482 1.682
0.0553 -2.0346 -1.5021 1.3 -0.6072 1.8437
0.1031 -2.2291 -1.742 1.31 -0.5805 1.9545
0.1318 -2.26 -1.7676 1.32 -0.4812 1.8664
0.1479 -2.5715 -1.7227 1.33 -0.401 2.2344
0.1513 -2.4264 -2.1196 1.34 -0.3484 1.9187
0.1444 -2.4957 -2.1198 1.35 -0.2708 2.2283
0.1506 -2.0926 -2.1169 1.36 -0.1503 1.8892
0.1304 -2.2739 -1.7808 1.37 -0.0505 2.0564
0.0846 -1.9975 -1.9146 1.38 0.0752 1.596
0.0548 -1.4986 -1.8876 1.39 0.213 1.6453
0.0067 -1.4127 -1.5531 1.4 0.3587 1.5804
-0.0531 -1.0034 -1.5909 1.41 0.4362 1.4177
-0.1046 -0.9023 -1.2195 1.42 0.5761 1.2747
-0.1956 -0.5364 -0.9928 1.43 0.7821 1.2119
-0.2394 -0.2897 -0.7623 1.44 0.8007 1.119
-0.3585 -0.0903 -0.5728 1.45 1.0829 0.9925
-0.4096 0.1078 -0.2903 1.46 1.213 1.0032
-0.5612 0.2267 -0.071 1.47 1.1901 1.0037
-0.6407 0.3708 0.1574 1.48 1.2831 0.9325
-0.7012 0.388 0.3878 1.49 1.5469 0.9438
-0.8942 0.4041 0.5674 1.5 1.3808 1.0868
-0.9167 0.3653 0.7602 1.51 1.6006 1.3171
-0.9836 0.2636 0.9466 1.52 1.4895 1.2013
-1.242 0.1308 1.0604 1.53 1.4436 1.451
-1.2084 -0.0009 1.2549 1.54 1.4418 1.6018
-1.4184 -0.1424 1.2672 1.55 1.4373 1.7456
-1.4769 -0.3016 1.2506 1.56 1.4872 1.7722
-1.6851 -0.4955 1.2367 1.57 1.3195 1.8713
-1.5865 -0.5602 1.4119 1.58 1.1829 2.1163
-1.8163 -0.6394 1.2483 1.59 1.0252 2.2509
-1.9156 -0.7406 1.3915 1.6 1.0522 2.0366
-1.6976 -0.6855 1.3735 1.61 0.7644 2.2799
-1.9874 -0.775 1.153 1.62 0.6861 2.0286
-1.94 -0.611 1.2041 1.63 0.4569 1.7964
-1.7291 -0.5242 1.0898 1.64 0.2212 1.7634
-2.0623 -0.3541 1.0637 1.65 0.0159 1.6501
-1.9319 -0.1379 1.0562 1.66 -0.1903 1.4318
-2.0072 0.1011 0.9841 1.67 -0.4421 1.0385
-1.8663 0.3616 0.9412 1.68 -0.7195 0.8597
-2.0282 0.6539 0.8996 1.69 -0.9282 0.5438
-1.6908 0.9542 0.9275 1.7 -1.1158 0.3269
-1.5952 1.3017 0.9488 1.71 -1.2859 0.0437
-1.798 1.3425 0.9717 1.72 -1.5224 -0.1954
-1.6485 1.4981 0.9909 1.73 -1.6662 -0.4421
-1.4575 1.76 1.0153 1.74 -1.8332 -0.703
-1.5068 1.9571 1.1417 1.75 -1.9839 -0.8784
-1.3297 1.9729 1.1896 1.76 -2.3692 -0.8353
-1.1301 2.1663 1.1079 1.77 -2.1825 -1.0539
-1.1754 2.2 1.3403 1.78 -2.4212 -1.021
-1.0289 2.1664 1.2351 1.79 -2.7619 -1.0197
-0.9068 2.0096 1.2616 1.8 -2.7298 -0.935
-0.7802 1.8565 1.356 1.81 -2.386 -0.7827
-0.6106 1.7328 1.4575 1.82 -2.4778 -0.6307
-0.472 1.4581 1.5561 1.83 -2.7951 -0.4213
-0.3609 1.1965 1.3266 1.84 -2.791 -0.1548
-0.2716 1.0333 1.5198 1.85 -2.2809 0.0862
-0.1591 0.8855 1.434 1.86 -2.3953 0.3349
-0.0406 0.7128 1.281 1.87 -2.1133 0.5778
0.0708 0.5553 1.2603 1.88 -1.9964 0.9066
0.1609 0.5553 1.1221 1.89 -1.9282 1.0887
0.2522 0.4863 1.0085 1.9 -1.7721 1.3464
0.3468 0.5089 0.7413 1.91 -1.5226 1.5534
0.4138 0.5695 0.6125 1.92 -1.2646 1.5784
0.5114 0.7342 0.4743 1.93 -1.0618 1.6469
0.5838 0.801 0.2505 1.94 -0.9111 1.8338
0.6628 1.0353 0.076 1.95 -0.7422 1.965
0.7073 1.3139 -0.1018 1.96 -0.5143 1.8049
0.6809 1.5232 -0.2831 1.97 -0.3023 1.7727
0.6545 1.6556 -0.4252 1.98 -0.1186 1.7228
0.6527 2.0101 -0.5384 1.99 0.0653 1.8264
0.7228 2.03 -0.7286 2.0 0.2391 1.6083
0.6825 2.3482 -0.7878 2.01 0.396 1.3552
0.6323 2.4841 -0.7524 2.02 0.5018 1.2703
0.6629 2.2649 -0.8618 2.03 0.6659 1.2768
0.6042 2.2948 -0.8869 2.04 0.7169 1.1029
0.4865 2.5737 -0.7936 2.05 0.9236 1.1309
0.4006 2.1494 -0.6491 2.06 0.8204 0.9286
0.3658 2.2805 -0.5595 2.07 0.9982 0.8799
0.3139 1.8854 -0.4614 2.08 0.9746 0.8895
0.2153 1.7904 -0.249 2.09 0.8685 0.9432
0.1255 1.6667 -0.0565 2.1 0.8501 1.012
0.0483 1.4941 0.1541 2.11 0.8165 1.0472
-0.0408 1.0894 0.3456 2.12 0.6708 1.3219
-0.1303 0.9379 0.5518 2.13 0.6737 1.3733
-0.2387 0.6179 0.7338 2.14 0.5157 1.5871
-0.3062 0.4008 1.0343 2.15 0.3257 1.8033
-0.3842 0.209 1.1824 2.16 0.2087 1.8033
-0.5205 0.0768 1.4192 2.17 0.0203 2.2114
-0.5581 -0.0198 1.6003 2.18 -0.1656 2.2002
-0.6147 -0.076 1.5213 2.19 -0.3631 2.4084
-0.6885 -0.0866 1.7137 2.2 -0.5244 2.6131
-0.7065 -0.0434 1.6166 2.21 -0.7174 2.4745
-0.8416 0.0383 1.8494 2.22 -0.8638 2.437
-0.8803 0.1634 1.7304 2.23 -1.0387 2.398
-0.9082 0.3233 1.5536 2.24 -1.339 2.3743
-0.8719 0.5109 1.4653 2.25 -1.4521 2.0994
-0.9715 0.6568 1.2001 2.26 -1.7288 2.0271
-0.9016 0.8202 0.9304 2.27 -1.956 1.7091
-0.8823 0.9857 0.7363 2.28 -2.1296 1.7718
-0.9726 1.0621 0.4837 2.29 -2.0848 1.4334
-0.973 1.2603 0.1906 2.3 -2.2195 1.0937
-0.9744 1.3006 -0.1453 2.31 -2.1479 0.8729
-0.8525 1.278 -0.4795 2.32 -2.2742 0.56
-0.8393 1.1462 -0.7672 2.33 -2.5015 0.2169
-0.7604 1.073 -1.1666 2.34 -2.4575 -0.0486
-0.7198 0.8822 -1.4119 2.35 -2.389 -0.2998
-0.5726 0.8035 -1.837 2.36 -2.6044 -0.548
-0.5866 0.5396 -2.1334 2.37 -2.4926 -0.7398
-0.4484 0.3051 -2.2196 2.38 -2.1964 -0.7681
-0.3531 0.0718 -2.2656 2.39 -2.2967 -0.8728
-0.2961 -0.1875 -2.4137 2.4 -2.1251 -0.9218
-0.1909 -0.4796 -2.739 2.41 -2.089 -1.0483
-0.088 -0.7872 -3.0099 2.42 -1.9166 -0.9344
0.011 -1.0319 -2.859 2.43 -1.9616 -0.81
0.1077 -1.1903 -2.6183 2.44 -1.7174 -0.6578
0.2043 -1.4228 -2.6321 2.45 -1.5879 -0.4423
0.2702 -1.4402 -2.4181 2.46 -1.3644 -0.2977
0.3454 -1.3521 -2.338 2.47 -1.2039 -0.0522
0.4853 -1.5952 -2.1215 2.48 -1.1512 0.1743
0.4722 -1.3574 -2.0446 2.49 -0.9827 0.3813
0.5727 -1.4143 -1.8106 2.5 -0.8043 0.6262
0.6185 -1.2839 -1.7163 2.51 -0.7343 0.8687
0.7172 -1.1883 -1.3822 2.52 -0.5706 1.0328
0.7676 -0.9849 -1.2573 2.53 -0.5233 1.1398
0.8044 -0.6974 -0.9291 2.54 -0.3943 1.2441
0.7745 -0.5828 -0.6824 2.55 -0.3197 1.3257
0.7714 -0.3801 -0.5104 2.56 -0.2296 1.4448
0.7235 -0.2207 -0.2803 2.57 -0.1604 1.3301
0.8298 -0.1131 -0.0899 2.58 -0.0891 1.4711
0.7154 -0.0243 0.0524 2.59 -0.0526 1.3079
0.7918 0.023 0.1579 2.6 -0.0213 1.2698
0.6218 0.0255 0.2296 2.61 -0.0011 1.319
0.5838 -0.0197 0.3 2.62 0.0072 1.209
0.5833 -0.1033 0.3336 2.63 0.0055 1.004
0.5072 -0.2374 0.3264 2.64 -0.0047 0.9086
0.4099 -0.4241 0.3093 2.65 -0.0234 0.7612
0.3488 -0.5617 0.2734 2.66 -0.0486 0.7205
0.2083 -0.8217 0.1904 2.67 -0.0843 0.6033
0.1148 -1.0896 0.0947 2.68 -0.122 0.6632
0.0163 -1.1988 -0.0102 2.69 -0.1603 0.5798
-0.0904 -1.5104 -0.1047 2.7 -0.174 0.6755
-0.2144 -1.5867 -0.2451 2.71 -0.2134 0.6841
-0.2944 -1.7213 -0.3078 2.72 -0.2851 0.8073
-0.4285 -2.1923 -0.44 2.73 -0.297 0.9871
-0.515 -2.0747 -0.501 2.74 -0.3314 1.0256
-0.6151 -2.2022 -0.6097 2.75 -0.3476 1.2211
-0.8175 -2.2052 -0.604 2.76 -0.3781 1.4396
-0.881 -2.1875 -0.7471 2.77 -0.4024 1.6522
-0.9124 -1.9147 -0.6885 2.78 -0.3682 1.8777
-1.0165 -1.8727 -0.7076 2.79 -0.3909 1.9792
-1.1701 -1.4787 -0.6295 2.8 -0.3539 2.262
-1.1919 -1.418 -0.6101 2.81 -0.3296 2.141
-1.2988 -0.9837 -0.5432 2.82 -0.3014 2.3912
-1.4942 -0.7976 -0.5571 2.83 -0.2646 2.3009
-1.3988 -0.6103 -0.4285 2.84 -0.2536 2.4823
-1.5398 -0.3884 -0.3274 2.85 -0.1993 2.3234
-1.5009 -0.2252 -0.2193 2.86 -0.1403 2.3763
-1.7104 -0.0586 -0.1354 2.87 -0.0939 2.4677
-1.5359 0.0457 -0.0402 2.88 -0.036 2.1633
-1.5561 0.115 0.0469 2.89 0.0223 2.026
-1.6076 0.127 0.1427 2.9 0.0784 1.5708
-1.4132 0.0775 0.1841 2.91 0.1318 1.4026
-1.6203 0.0008 0.2345 2.92 0.199 1.0681
-1.3451 -0.1233 0.3072 2.93 0.2466 0.7677
-1.4943 -0.2478 0.2949 2.94 0.2911 0.5318
-1.2598 -0.468 0.2844 2.95 0.3262 0.2097
-1.3356 -0.6224 0.2738 2.96 0.3915 -0.0637
-1.1171 -0.8757 0.292 2.97 0.3966 -0.3056
-1.0754 -1.0755 0.2179 2.98 0.3748 -0.5088
-1.0496 -1.152 0.1809 2.99 0.4388 -0.7327
-0.8342 -1.195 0.0917 3.0 0.3999 -0.9626
-0.7909 -1.3141 0.0284 3.01 0.3804 -0.9053
-0.6557 -1.5454 -0.0448 3.02 0.3307 -1.0367
-0.5409 -1.5109 -0.1072 3.03 0.3645 -0.9748
-0.4724 -1.3932 -0.1869 3.04 0.3079 -1.1336
-0.3316 -1.3298 -0.225 3.05 0.2171 -0.981
-0.2503 -1.2018 -0.2424 3.06 0.161 -0.8279
-0.1283 -0.9009 -0.2741 3.07 0.1076 -0.6625
-0.0206 -0.8116 -0.25 3.08 0.0392 -0.4733
0.0794 -0.5129 -0.2498 3.09 -0.0352 -0.342
0.1826 -0.3084 -0.1771 3.1 -0.1204 -0.1343
0.2619 -0.0259 -0.1111 3.11 -0.1887 0.0621
0.3895 0.2177 0.0074 3.12 -0.2699 0.248
0.4585 0.4627 0.1584 3.13 -0.3307 0.4294
0.5468 0.6374 0.3195 3.14 -0.4035 0.5613
0.609 0.7767 0.538 3.15 -0.4627 0.6499
0.6491 1.0497 0.635 3.16 -0.5509 0.856
0.6657 0.9404 0.853 3.17 -0.5842 0.7842
0.6978 1.0716 1.1048 3.18 -0.6479 0.7918
0.7245 1.0128 1.3629 3.19 -0.6436 0.919
0.748 0.931 1.5334 3.2 -0.6228 0.7571
0.6629 0.8205 1.7674 3.21 -0.7034 0.7745
0.7065 0.6719 2.2509 3.22 -0.6272 0.6818
0.6762 0.5638 2.3226 3.23 -0.637 0.5416
0.7369 0.3996 2.3143 3.24 -0.5624 0.4399
0.7165 0.1846 2.7117 3.25 -0.5229 0.3066
0.6503 -0.0211 2.797 3.26 -0.376 0.2189
0.519 -0.19 2.5779 3.27 -0.2863 0.1308
0.4869 -0.3321 2.8586 3.28 -0.1701 0.0549
0.4918 -0.4632 2.5802 3.29 -0.0362 0.0079
0.4135 -0.5779 2.4971 3.3 0.11 -0.0087
0.3253 -0.534 2.5875 3.31 0.2655 0.0077
0.2497 -0.5628 2.3424 3.32 0.4753 0.0608
0.1947 -0.5181 2.3686 3.33 0.6468 0.1562
0.119 -0.3939 1.9559 3.34 0.7336 0.2762
0.0515 -0.2236 1.6808 3.35 0.9008 0.4531
-0.0102 -0.0257 1.3808 3.36 1.1172 0.5852
-0.0769 0.1966 1.159 3.37 1.3318 0.8588
-0.1389 0.4301 0.9103 3.38 1.6029 1.1096
-0.1686 0.6001 0.651 3.39 1.6451 1.3452
-0.2183 0.9596 0.2587 3.4 1.9966 1.3711
-0.2548 1.1793 -0.0279 3.41 2.1921 1.6486
-0.3017 1.2284 -0.3465 3.42 2.2887 1.9833
-0.3444 1.434 -0.624 3.43 2.182 1.825
-0.3321 1.4276 -0.8079 3.44 2.4281 2.045
-0.3697 1.4826 -0.9531 3.45 2.4728 2.2779
-0.3417 1.4608 -1.3027 3.46 2.7524 2.2692
-0.3731 1.4897 -1.394 3.47 2.716 2.2351
-0.3126 1.5392 -1.3828 3.48 2.7087 2.1982
-0.2801 1.2245 -1.6234 3.49 2.6365 2.237
-0.258 1.0759 -1.5456 3.5 2.7598 2.0886
-0.1999 0.9806 -1.4867 3.51 2.325 1.6009
-0.1135 0.7079 -1.35 3.52 2.2642 1.5724
-0.0474 0.5297 -1.3311 3.53 2.5283 1.2984
0.0387 0.2916 -1.0996 3.54 2.0901 1.0531
0.1294 0.1055 -0.9869 3.55 2.2803 0.6868
0.2172 -0.0975 -0.6963 3.56 2.0648 0.3907
0.3671 -0.233 -0.4679 3.57 1.6817 0.0676
0.4469 -0.3483 -0.2217 3.58 1.7623 -0.2201
0.5409 -0.4706 -0.0079 3.59 1.3312 -0.4985
0.7574 -0.4464 0.2218 3.6 1.3013 -0.7669
0.858 -0.4589 0.4383 3.61 0.9544 -0.9308
1.0584 -0.3232 0.7106 3.62 0.7793 -1.0418
1.1425 -0.2591 0.9147 3.63 0.5815 -1.1457
1.1609 -0.0844 1.0544 3.64 0.436 -1.1498
1.4561 0.0901 1.095 3.65 0.2127 -1.2649
1.4409 0.2779 1.2913 3.66 0.0039 -1.1954
1.6131 0.5416 1.1788 3.67 -0.182 -1.2569
1.684 0.7114 1.2033 3.68 -0.3545 -1.0404
1.7279 0.9195 1.272 3.69 -0.5038 -0.8935
1.9724 1.0076 1.198 3.7 -0.6849 -0.8436
2.1519 1.274 1.0062 3.71 -0.7191 -0.7097
2.2161 1.158 0.9908 3.72 -0.8898 -0.5305
2.4186 1.3106 0.8026 3.73 -1.0247 -0.3643
2.4299 1.3547 0.6347 3.74 -0.9502 -0.1986
2.415 1.2869 0.4043 3.75 -1.0562 -0.0508
2.6826 1.1175 0.2432 3.76 -0.991 0.057
2.597 0.9807 0.0151 3.77 -1.0513 0.1302
2.5437 0.8317 -0.2152 3.78 -0.9091 0.1965
2.5615 0.6507 -0.4709 3.79 -0.8673 0.2115
2.512 0.4542 -0.688 3.8 -0.7326 0.2109
2.5526 0.186 -0.8442 3.81 -0.6135 0.1693
2.6959 -0.0427 -0.9925 3.82 -0.4658 0.0965
2.6277 -0.2699 -1.08 3.83 -0.3162 0.007
2.6162 -0.5003 -1.2713 3.84 -0.1167 -0.0979
2.6945 -0.62 -1.4259 3.85 0.0602 -0.2415
2.1844 -0.7956 -1.4148 3.86 0.2653 -0.3189
2.4021 -0.9481 -1.5848 3.87 0.5026 -0.4861
2.4597 -0.9243 -1.7931 3.88 0.6192 -0.5398
1.9969 -0.8072 -1.7785 3.89 0.9107 -0.6758
2.0354 -0.8568 -1.7243 3.9 1.1072 -0.8088
2.1318 -0.7459 -1.7206 3.91 1.2336 -0.8466
1.8892 -0.6445 -1.5972 3.92 1.4839 -0.8557
1.7604 -0.4495 -1.499 3.93 1.6078 -0.7844
1.5835 -0.2359 -1.5704 3.94 1.7823 -0.7421
1.6764 -0.0082 -1.4859 3.95 1.9931 -0.617
1.4646 0.217 -1.357 3.96 2.0539 -0.4055
1.4296 0.4271 -1.2887 3.97 2.5132 -0.258
1.2948 0.5884 -1.2465 3.98 2.6387 -0.0294
1.206 0.7564 -1.0087 3.99 2.5123 0.2097
1.0407 0.7559 -1.0808 4.0 2.6574 0.453
0.9452 0.8971 -0.9195 4.01 2.6579 0.6272
0.7456 1.0014 -0.9333 4.02 2.5286 0.9692
0.7204 0.8536 -0.9902 4.03 2.7979 1.2596
0.6224 0.8894 -0.9714 4.04 2.4255 1.338
0.5854 0.7623 -1.0778 4.05 2.6402 1.5107
0.533 0.5329 -0.9449 4.06 2.2009 1.6668
0.4494 0.3669 -0.9843 4.07 2.1943 1.6413
0.4039 0.1505 -1.0493 4.08 2.2799 1.7177
0.3598 -0.0798 -1.0984 4.09 2.2168 1.9326
0.2943 -0.3098 -1.2654 4.1 1.7972 1.8608
0.2828 -0.5223 -1.2831 4.11 1.7559 1.7609
0.2844 -0.6959 -1.1632 4.12 1.6724 1.6392
0.2901 -0.9233 -1.3544 4.13 1.3367 1.3428
0.2861 -1.0378 -1.415 4.14 1.1859 1.2073
0.3301 -1.0802 -1.3298 4.15 1.0058 1.0085
0.3208 -1.0381 -1.2662 4.16 0.7821 0.7249
0.3603 -1.0542 -1.1899 4.17 0.5114 0.387
0.4149 -1.0949 -1.1104 4.18 0.3672 0.1112
0.4319 -0.9324 -1.0667 4.19 0.1489 -0.1872
0.5348 -0.795 -0.8585 4.2 -0.0216 -0.4131
0.5777 -0.609 -0.7224 4.21 -0.193 -0.7438
0.6312 -0.3817 -0.595 4.22 -0.3506 -0.8598
0.6587 -0.1484 -0.411 4.23 -0.4838 -1.2193
0.7509 0.0723 -0.2052 4.24 -0.6566 -1.1775
0.7048 0.3166 0.0074 4.25 -0.7372 -1.4469
0.7724 0.4621 0.2175 4.26 -0.7635 -1.457
0.9496 0.6312 0.4242 4.27 -0.8426 -1.4331
0.9568 0.8521 0.6167 4.28 -0.9822 -1.4872
1.0538 0.968 0.8818 4.29 -0.9292 -1.5208
0.9452 0.8838 1.0148 4.3 -1.0223 -1.4287
1.0539 0.8541 1.2863 4.31 -1.0349 -1.2431
1.0048 0.8348 1.2474 4.32 -0.9291 -1.1809
1.0908 0.7204 1.4704 4.33 -0.9333 -0.9781
1.0773 0.7004 1.4292 4.34 -0.823 -0.7817
1.1217 0.4407 1.6126 4.35 -0.7779 -0.7594
1.1166 0.2733 1.5906 4.36 -0.7562 -0.6183
1.0369 0.0661 1.4877 4.37 -0.6802 -0.5229
1.084 -0.1458 1.5182 4.38 -0.5749 -0.4232
1.0309 -0.3458 1.291 4.39 -0.5208 -0.3915
0.9087 -0.5935 1.2851 4.4 -0.3979 -0.3682
0.8093 -0.6523 1.0806 4.41 -0.3142 -0.3696
0.7876 -0.8256 0.8107 4.42 -0.2448 -0.4002
0.6557 -0.8385 0.67 4.43 -0.1288 -0.4378
0.6454 -0.9411 0.4237 4.44 -0.0519 -0.5451
0.4949 -0.8679 0.1941 4.45 0.0246 -0.668
0.3499 -0.8318 -0.0401 4.46 0.0969 -0.7535
0.2412 -0.8501 -0.2478 4.47 0.1486 -0.935
0.1252 -0.5944 -0.4827 4.48 0.2365 -1.127
-0.0002 -0.4801 -0.6614 4.49 0.2815 -1.2951
-0.133 -0.2529 -0.7652 4.5 0.2765 -1.3271
-0.2915 -0.03 -0.8904 4.51 0.321 -1.6111
-0.4312 0.2027 -1.1545 4.52 0.3519 -1.5601
-0.6113 0.3819 -1.1264 4.53 0.3357 -1.6344
-0.7453 0.5677 -1.0871 4.54 0.3381 -1.4788
-0.8279 0.7377 -1.0795 4.55 0.3296 -1.406
