# label : detector calibration 16. 07. 2015
# y : intensity
#time y4 y5 y3 y1 y2
0.49 -0.4512 1.9112 1.3725 1.262 -1.0276
0.5 -0.5112 1.953 1.1656 0.832 -1.1116
0.51 -0.6871 2.2655 1.1426 0.566 -0.9152
0.52 -0.7163 2.4282 0.9462 0.2791 -0.4825
0.53 -0.7585 2.4942 0.9254 0.2758 -0.1326
0.54 -0.8626 2.5258 0.8244 0.3946 0.2782
0.55 -0.852 2.3937 0.9412 0.7337 0.7164
0.56 -0.757 2.45 0.9071 1.0733 1.0631
0.57 -0.6609 2.7426 0.9854 1.7308 1.308
0.58 -0.5946 2.3265 1.2054 2.159 1.7169
0.59 -0.4002 2.4573 1.3217 2.3662 1.7013
0.6 -0.272 2.4242 1.3527 2.5747 1.8365
0.61 -0.0402 2.4093 1.6725 2.2614 1.4232
0.62 0.2059 2.2189 1.9195 1.8204 1.3592
0.63 0.409 2.3294 1.9689 1.6152 1.0658
0.64 0.6853 2.2269 2.3137 1.0386 0.9337
0.65 1.0254 1.8783 2.2136 0.7005 0.6932
0.66 1.2057 1.8266 2.4076 0.5108 0.5446
0.67 1.4818 1.6116 2.6976 0.4141 0.6225
0.68 1.93 1.6583 2.7576 0.5435 0.724
0.69 2.0542 1.3928 2.9314 0.8799 0.9539
0.7 2.0422 1.226 2.7588 1.3913 1.1465
0.71 2.1119 1.1251 2.7874 1.6371 1.6357
0.72 2.5138 1.225 2.6233 2.0559 1.8511
0.73 2.256 1.0606 2.4981 2.3932 2.4873
0.74 2.3829 0.9353 2.1073 2.4802 2.729
0.75 2.6436 0.9357 2.0506 2.509 2.7489
0.76 2.3912 0.8838 2.0334 2.0865 2.9227
0.77 2.0304 0.7009 1.6856 1.7006 2.7163
0.78 2.2422 0.7978 1.5619 1.3795 2.762
0.79 1.8963 0.7386 1.1392 0.9632 2.4176
0.8 1.5529 0.7652 0.9317 0.581 2.2387
0.81 1.4121 0.7945 0.7991 0.5784 1.7658
0.82 1.161 0.8936 0.5541 0.6587 1.278
0.83 0.7367 0.8631 0.4544 0.9217 1.0558
0.84 0.4953 1.0987 0.3495 1.3628 0.7659
0.85 0.2562 1.0414 0.2725 1.7085 0.4935
0.86 0.0015 1.326 0.2285 1.9699 0.5208
0.87 -0.2243 1.4187 0.1935 2.3027 0.5965
0.88 -0.3943 1.3958 0.2371 2.801 0.6774
0.89 -0.6269 1.581 0.3078 2.6943 0.9931
0.9 -0.7994 1.9053 0.4511 2.2006 1.1345
0.91 -0.8745 2.0321 0.5768 1.6916 1.3973
0.92 -0.9005 2.2155 0.7029 1.3974 1.5985
0.93 -0.8637 2.0289 0.8446 0.9653 1.4929
0.94 -0.8606 2.4051 1.0825 0.6111 1.4797
0.95 -0.8504 2.1623 1.1755 0.5539 1.357
0.96 -0.7225 2.374 1.2036 0.6215 1.1175
0.97 -0.56 2.671 1.4372 0.8625 0.8557
0.98 -0.387 2.9013 1.4021 1.251 0.4806
0.99 -0.2643 2.9095 1.4308 1.6946 0.0565
1.0 -0.0872 2.9943 1.7078 2.301 -0.3525
1.01 0.0878 2.5398 1.555 2.1876 -0.6592
1.02 0.2438 2.4794 1.5442 2.7423 -0.8428
1.03 0.4283 2.8996 1.4259 2.5462 -1.0934
1.04 0.5856 2.6323 1.3788 2.0372 -0.9689
1.05 0.7409 2.3349 1.095 1.8314 -0.8246
1.06 0.7269 2.3103 0.8315 1.3772 -0.5346
1.07 0.818 2.2003 0.6081 0.9439 -0.2651
1.08 0.8466 2.2498 0.3988 0.5585 0.1006
1.09 1.0315 2.37 0.169 0.4696 0.5
1.1 0.9848 1.9589 -0.0765 0.5107 0.7905
1.11 0.9656 1.7442 -0.2878 0.7672 1.0568
1.12 0.9347 1.6607 -0.5627 1.0542 1.1382
1.13 0.8001 1.5136 -0.6654 1.4708 1.18
1.14 0.7116 1.3724 -0.8003 1.9978 1.0452
1.15 0.6605 1.3557 -0.9201 2.3974 0.768
1.16 0.6452 1.1731 -1.028 2.246 0.603
1.17 0.5542 0.968 -1.2153 2.3997 0.2993
1.18 0.4487 0.9454 -1.0919 2.1671 0.0828
1.19 0.4517 0.8218 -1.0582 1.7654 -0.1074
1.2 0.3826 0.626 -1.1418 1.2444 -0.1839
1.21 0.4032 0.6601 -1.0198 0.7442 -0.1382
1.22 0.4552 0.597 -0.8805 0.4627 -0.0016
1.23 0.4688 0.5141 -0.6037 0.3183 0.2426
1.24 0.5706 0.4468 -0.5234 0.4057 0.665
1.25 0.6976 0.5084 -0.3333 0.6293 1.0512
1.26 0.7664 0.4971 -0.1554 0.9283 1.5077
1.27 0.8606 0.5462 -0.0223 1.3892 1.6994
1.28 1.0592 0.5654 0.1045 1.6541 2.0159
1.29 1.1831 0.6947 0.198 1.9347 2.5845
1.3 1.3514 0.7498 0.2726 2.3308 2.2977
1.31 1.5917 0.8675 0.3265 2.0966 2.595
1.32 1.9575 0.9948 0.3179 2.0788 2.3206
1.33 2.0599 1.0775 0.2483 1.633 1.9882
1.34 2.3488 1.1513 0.1802 1.0378 1.7779
1.35 2.3611 1.3047 0.06 0.7024 1.4407
1.36 2.5806 1.2522 -0.0837 0.2918 1.0436
1.37 2.2337 1.4464 -0.2748 0.1571 0.8567
1.38 2.5609 1.6975 -0.4904 0.1554 0.6431
1.39 2.2355 1.8191 -0.682 0.3868 0.4963
1.4 2.4151 1.969 -0.9601 0.6728 0.5133
1.41 2.3933 2.0694 -1.184 1.1407 0.6224
1.42 1.8646 1.9047 -1.319 1.5373 0.7843
1.43 1.9592 2.1788 -1.5745 1.7391 0.9791
1.44 1.4858 1.8483 -1.7083 2.1904 1.4325
1.45 1.3194 2.014 -1.8259 2.122 1.683
1.46 1.1294 2.0184 -2.0644 1.5999 1.7666
1.47 0.7574 2.1746 -2.2068 1.3557 1.8448
1.48 0.5257 1.8306 -2.1205 0.9835 1.6525
1.49 0.2337 1.8845 -1.9968 0.4669 1.4063
1.5 -0.0428 1.6774 -1.8769 0.1009 1.2405
1.51 -0.3204 1.7954 -1.7885 -0.0877 0.8322
1.52 -0.5339 1.4919 -1.788 -0.0827 0.3273
1.53 -0.7156 1.4845 -1.454 0.1194 -0.1042
1.54 -0.9092 1.2989 -1.5152 0.4812 -0.5289
1.55 -1.0486 1.2083 -1.234 0.8211 -0.8607
1.56 -1.1166 1.062 -1.0349 1.3703 -1.2828
1.57 -1.102 0.8921 -0.8382 1.5126 -1.3065
1.58 -1.0618 0.776 -0.6031 1.865 -1.4801
1.59 -0.9627 0.5755 -0.458 1.7174 -1.1932
1.6 -0.8531 0.4195 -0.3322 1.4682 -1.0848
1.61 -0.6541 0.2979 -0.2355 1.2548 -0.7849
1.62 -0.5039 0.1476 -0.1317 0.6511 -0.4827
1.63 -0.2516 0.021 -0.1139 0.2623 -0.2635
1.64 -0.0403 -0.0921 -0.1235 -0.1163 -0.0333
1.65 0.1975 -0.2225 -0.1735 -0.3149 0.0984
1.66 0.4777 -0.2671 -0.2682 -0.3322 0.1142
1.67 0.6644 -0.3245 -0.3633 -0.1404 0.0164
1.68 0.9406 -0.3735 -0.4912 0.172 -0.1671
1.69 1.2124 -0.4764 -0.6139 0.5337 -0.466
1.7 1.3532 -0.4385 -0.8406 1.0256 -0.7076
1.71 1.5488 -0.4733 -0.9662 1.212 -1.1164
1.72 1.9116 -0.4439 -1.3611 1.5502 -1.462
1.73 1.8241 -0.4064 -1.4008 1.359 -1.5479
1.74 1.99 -0.3438 -1.6048 1.2263 -1.5574
1.75 1.8053 -0.2315 -1.7885 0.9886 -1.6273
1.76 2.0637 -0.158 -1.6746 0.4779 -1.5598
1.77 1.8168 -0.0538 -1.7743 0.0464 -1.1874
1.78 2.0763 0.055 -1.9308 -0.3072 -0.8619
1.79 1.7634 0.1763 -2.07 -0.5851 -0.426
1.8 1.6328 0.3148 -1.7765 -0.5891 0.0156
1.81 1.6883 0.4444 -1.718 -0.4109 0.3868
1.82 1.6439 0.5688 -1.5351 -0.0819 0.8076
1.83 1.3211 0.5828 -1.6413 0.362 1.071
1.84 1.2713 0.7273 -1.4377 0.6862 1.0294
1.85 1.3038 0.9165 -1.0526 1.1313 1.1297
1.86 1.1678 0.8694 -0.9831 1.236 0.9295
1.87 1.1048 0.9556 -0.7531 1.1985 0.7793
1.88 1.0737 1.0011 -0.5329 1.0047 0.4436
1.89 0.9555 1.0024 -0.2849 0.7458 0.1941
1.9 0.9223 1.1686 -0.0847 0.3453 -0.0848
1.91 1.0454 1.1213 0.0741 -0.109 -0.3164
1.92 0.9814 1.1707 0.1988 -0.5196 -0.403
1.93 1.1013 1.1298 0.2708 -0.7472 -0.4087
1.94 1.1501 0.9715 0.3209 -0.7748 -0.3035
1.95 1.1664 0.968 0.3402 -0.6324 -0.1194
1.96 1.294 0.7795 0.3469 -0.3159 0.1785
1.97 1.3676 0.6956 0.2631 0.1074 0.451
1.98 1.5532 0.6551 0.1863 0.5798 0.7231
1.99 1.84 0.4496 0.0476 0.931 0.9821
2.0 1.7675 0.3531 -0.0995 1.1803 1.207
2.01 1.6535 0.1917 -0.2854 1.1894 1.3401
2.02 1.7205 0.0278 -0.4735 0.9275 1.2325
2.03 1.8471 -0.1253 -0.5757 0.6737 1.0537
2.04 1.946 -0.2781 -0.7973 0.2073 0.7996
2.05 1.59 -0.4365 -0.9061 -0.2548 0.4505
2.06 1.4798 -0.6328 -1.1069 -0.5902 -0.023
2.07 1.4379 -0.6896 -1.1804 -0.886 -0.5157
2.08 1.433 -0.9122 -1.359 -0.9011 -0.9505
2.09 1.1947 -0.9415 -1.3652 -0.7414 -1.2503
2.1 0.9817 -1.1088 -1.3201 -0.4525 -1.3633
2.11 0.6904 -1.0825 -1.177 -0.0537 -1.4931
2.12 0.4753 -1.1693 -1.1423 0.3696 -1.5157
2.13 0.2459 -1.29 -1.139 0.8035 -1.6902
2.14 0.0179 -1.2794 -0.8653 1.0315 -1.4731
2.15 -0.2203 -1.1836 -0.7155 1.0526 -1.087
2.16 -0.3858 -1.1578 -0.5168 0.9692 -0.9483
2.17 -0.6208 -1.2962 -0.2644 0.5817 -0.6884
2.18 -0.7177 -1.2422 -0.0597 0.1455 -0.618
2.19 -0.7625 -1.0482 0.1397 -0.2997 -0.4689
2.2 -0.8657 -0.9871 0.3373 -0.7033 -0.6232
2.21 -0.9469 -0.9307 0.5905 -0.9242 -0.7686
2.22 -0.8129 -0.8104 0.7014 -1.0293 -1.1041
2.23 -0.7898 -0.5902 0.8963 -0.79 -1.2652
2.24 -0.6897 -0.4739 0.9267 -0.5852 -1.7346
2.25 -0.531 -0.4184 0.9511 -0.1598 -2.1341
2.26 -0.2631 -0.2487 0.9854 0.3171 -2.3651
2.27 -0.0579 -0.1271 0.9394 0.7081 -2.4885
2.28 0.1878 -0.0063 0.8268 0.9689 -2.6737
2.29 0.5253 0.1062 0.8184 0.9948 -2.5928
2.3 0.8577 0.2415 0.6375 0.9027 -2.5785
2.31 0.9813 0.3352 0.4285 0.5386 -2.4293
2.32 1.4737 0.403 0.3176 0.1719 -2.1886
2.33 1.7405 0.4411 0.0912 -0.2629 -1.5595
2.34 1.7594 0.5445 -0.1012 -0.5997 -1.3084
2.35 2.0147 0.5221 -0.2776 -0.9622 -0.8056
2.36 2.5156 0.595 -0.4628 -1.007 -0.561
2.37 2.6818 0.6301 -0.6468 -0.8232 -0.3819
2.38 2.4824 0.536 -0.7057 -0.5465 -0.2935
2.39 2.9712 0.5669 -0.8318 -0.1891 -0.316
2.4 2.6372 0.4248 -0.8561 0.2943 -0.4128
2.41 2.5939 0.4193 -0.8733 0.6141 -0.5725
2.42 2.6678 0.313 -0.9217 0.8626 -0.9434
2.43 2.7837 0.1979 -0.7403 1.0181 -1.0298
2.44 2.5829 0.0759 -0.6881 0.8417 -1.1939
2.45 2.3959 -0.0422 -0.5389 0.6201 -1.5181
2.46 2.032 -0.1752 -0.4016 0.2463 -1.564
2.47 1.8427 -0.3043 -0.2176 -0.1735 -1.4517
2.48 1.5608 -0.4962 -0.0433 -0.5152 -1.2626
2.49 1.3649 -0.5776 0.1542 -0.8371 -0.918
2.5 1.2942 -0.737 0.3579 -0.9868 -0.5135
2.51 1.1273 -0.8957 0.4978 -0.8663 -0.141
2.52 0.899 -1.0123 0.7019 -0.545 0.2464
2.53 0.7921 -1.1775 0.8546 -0.1154 0.5872
2.54 0.5768 -1.206 0.9663 0.3003 0.8699
2.55 0.5589 -1.3681 1.062 0.6944 1.0403
2.56 0.4395 -1.2079 1.1728 1.0801 0.939
2.57 0.376 -1.3007 1.0378 1.2212 0.8394
2.58 0.4093 -1.3777 1.01 1.0979 0.6476
2.59 0.4446 -1.477 0.9708 0.8437 0.2972
2.6 0.4445 -1.4715 0.806 0.3931 -0.0879
2.61 0.467 -1.3804 0.6931 -0.0205 -0.4557
2.62 0.5567 -1.3035 0.4925 -0.4154 -0.8993
2.63 0.671 -1.3336 0.2654 -0.683 -1.1345
2.64 0.7539 -1.0914 0.0614 -0.8186 -1.4104
2.65 0.8596 -0.9701 -0.1515 -0.7068 -1.4
2.66 0.8276 -0.9098 -0.3488 -0.4137 -1.3039
2.67 0.9418 -0.8336 -0.4922 -0.0128 -1.0975
2.68 0.9664 -0.629 -0.7368 0.4609 -1.0139
2.69 1.1324 -0.5431 -0.8514 0.7933 -0.7785
2.7 0.947 -0.3558 -1.0513 1.1746 -0.5019
2.71 1.0916 -0.2308 -1.063 1.2624 -0.2928
2.72 0.9859 -0.094 -1.0792 1.2149 -0.1502
2.73 0.8991 0.037 -0.9981 0.9673 -0.1618
2.74 0.7652 0.1834 -1.0741 0.6191 -0.2723
2.75 0.7275 0.3117 -1.0133 0.1782 -0.507
2.76 0.5493 0.3856 -0.7903 -0.1875 -0.7381
2.77 0.4115 0.4992 -0.7478 -0.4742 -1.2874
2.78 0.2702 0.6004 -0.5084 -0.611 -1.5466
2.79 0.1267 0.6811 -0.3017 -0.5497 -1.8438
2.8 -0.0104 0.6492 -0.1374 -0.2473 -2.1637
2.81 -0.1523 0.6858 0.0413 0.1356 -2.5982
2.82 -0.244 0.7587 0.2113 0.6134 -2.5775
2.83 -0.3398 0.6945 0.3936 0.9832 -2.5351
2.84 -0.4118 0.7142 0.564 1.2729 -2.9246
2.85 -0.422 0.675 0.5873 1.4388 -2.4324
2.86 -0.3796 0.6071 0.6545 1.5114 -2.1023
2.87 -0.347 0.5846 0.7371 1.1993 -1.6759
2.88 -0.2375 0.4485 0.6994 0.956 -1.3189
2.89 -0.1182 0.3086 0.7124 0.4479 -1.1391
2.9 0.0391 0.2069 0.6379 0.0503 -0.8801
2.91 0.2455 0.1077 0.4294 -0.2504 -0.7124
2.92 0.4476 -0.0228 0.2917 -0.3525 -0.725
2.93 0.643 -0.1653 0.1261 -0.3268 -0.6693
2.94 0.926 -0.2836 -0.0583 -0.0486 -0.921
2.95 1.3027 -0.4 -0.253 0.3736 -1.1577
2.96 1.5887 -0.5653 -0.5112 0.8639 -1.3114
2.97 1.7598 -0.618 -0.734 1.1153 -1.5299
2.98 1.902 -0.7238 -0.8996 1.5742 -1.8537
2.99 2.2449 -0.816 -0.956 1.7298 -1.955
3.0 2.3355 -0.9471 -1.2822 1.5903 -2.0469
3.01 2.8251 -0.9905 -1.3828 1.4119 -1.6097
3.02 2.5529 -0.9555 -1.4328 1.0704 -1.5499
3.03 2.5289 -0.9666 -1.3002 0.7844 -1.1168
3.04 2.7365 -0.9672 -1.3043 0.3437 -0.6713
3.05 2.8158 -1.0644 -1.3805 0.0103 -0.2191
3.06 2.5658 -0.9702 -1.3076 -0.119 0.2184
3.07 2.5401 -0.8937 -1.0864 -0.0749 0.6634
3.08 2.6745 -0.812 -0.861 0.1636 0.9299
3.09 2.3707 -0.7141 -0.7978 0.487 1.0324
3.1 2.0493 -0.6754 -0.5708 0.9133 1.1591
3.11 1.6641 -0.4962 -0.3931 1.364 0.9991
3.12 1.5891 -0.4288 -0.1621 1.7164 0.873
3.13 1.2627 -0.2943 0.0165 1.9342 0.6537
3.14 0.902 -0.1153 0.1998 1.859 0.3592
3.15 0.6409 0.0215 0.3472 1.8886 0.0458
3.16 0.4542 0.1714 0.4581 1.4476 -0.1865
3.17 0.155 0.3324 0.5416 0.9439 -0.3888
3.18 -0.0521 0.4245 0.6002 0.5204 -0.4408
3.19 -0.2379 0.6032 0.6549 0.2385 -0.4602
3.2 -0.3766 0.6711 0.6677 0.0905 -0.3069
3.21 -0.4962 0.9167 0.5881 0.1303 -0.0845
3.22 -0.5842 0.9234 0.4243 0.3698 0.221
3.23 -0.6955 1.0331 0.3248 0.785 0.5457
3.24 -0.6053 1.0365 0.1611 1.1326 0.7718
3.25 -0.5434 1.1729 -0.0034 1.5761 1.0899
3.26 -0.4858 1.1453 -0.1821 1.8181 1.1747
3.27 -0.4091 1.1772 -0.3764 2.3125 1.0476
3.28 -0.3326 1.1502 -0.5112 2.0511 0.9775
3.29 -0.1875 1.0372 -0.706 1.9668 0.7695
3.3 -0.0309 1.0063 -0.8337 1.4922 0.4622
3.31 0.116 1.0439 -0.9556 1.1603 0.0524
3.32 0.2782 0.8776 -1.167 0.8708 -0.4135
3.33 0.4387 0.8402 -1.0593 0.4698 -0.7636
3.34 0.5632 0.6849 -1.064 0.2889 -1.0597
3.35 0.6127 0.579 -1.2263 0.2912 -1.4634
3.36 0.6968 0.5179 -1.0404 0.5362 -1.5801
3.37 0.8576 0.3526 -1.0026 0.9461 -1.7428
3.38 0.8576 0.2256 -0.8054 1.2239 -1.6184
3.39 0.877 0.1174 -0.5773 1.8008 -1.2312
3.4 0.787 -0.0217 -0.4519 1.9074 -0.9568
3.41 0.7944 -0.1473 -0.1998 2.2977 -0.7939
3.42 0.7226 -0.2812 0.0265 2.1913 -0.4579
3.43 0.6896 -0.4114 0.242 2.1408 -0.2211
3.44 0.5205 -0.4685 0.4854 1.9191 -0.0368
3.45 0.4708 -0.6052 0.652 1.4215 0.0307
3.46 0.4061 -0.652 0.801 1.0784 -0.0121
3.47 0.2718 -0.6296 0.9314 0.6532 -0.1464
3.48 0.2292 -0.7091 1.0867 0.4692 -0.4276
3.49 0.1638 -0.7292 1.1398 0.4762 -0.7081
3.5 0.1386 -0.6972 1.1967 0.6321 -1.0449
3.51 0.1153 -0.732 1.2985 0.8935 -1.3206
3.52 0.1544 -0.6922 1.2985 1.3409 -1.3304
3.53 0.1722 -0.6099 1.1117 1.97 -1.4912
3.54 0.2626 -0.539 1.0069 2.4198 -1.5041
3.55 0.3742 -0.4235 0.852 2.651 -1.3691
3.56 0.5318 -0.2844 0.7599 2.2272 -1.2014
3.57 0.6316 -0.2027 0.5506 2.4644 -0.8064
3.58 0.8083 -0.0643 0.4072 1.7764 -0.3074
3.59 1.0369 0.0705 0.2422 1.6313 0.136
3.6 1.1276 0.2237 0.0673 1.1565 0.5824
3.61 1.3798 0.3625 -0.0709 0.7805 0.9535
3.62 1.4789 0.4851 -0.1934 0.5388 1.3617
3.63 1.8119 0.6053 -0.2477 0.4871 1.516
3.64 1.8289 0.7797 -0.2986 0.6802 1.4029
3.65 2.0666 0.89 -0.3252 0.93 1.6074
3.66 2.0928 0.9194 -0.2405 1.308 1.269
3.67 2.0663 0.9892 -0.1905 1.828 1.0737
3.68 2.1108 1.1556 -0.0682 2.0968 0.7985
3.69 2.1265 1.1805 0.0736 2.4304 0.677
3.7 2.1575 1.1637 0.2547 2.2669 0.4511
3.71 2.0773 1.3092 0.4932 2.4972 0.3728
3.72 1.9559 1.2913 0.6206 1.9175 0.3292
3.73 1.7932 1.114 0.9217 1.4826 0.4399
3.74 1.3719 1.2716 1.0549 1.2282 0.7372
3.75 1.1608 1.1923 1.4825 0.7228 0.9979
3.76 0.8652 1.0471 1.6968 0.4936 1.2523
3.77 0.5953 0.9414 1.8924 0.4956 1.8879
3.78 0.3252 0.8355 2.0247 0.617 2.0102
3.79 0.0116 0.7032 2.0864 0.9931 2.1156
3.8 -0.2658 0.5544 2.2036 1.2276 2.2738
3.81 -0.5514 0.4469 2.1223 1.7376 2.7519
3.82 -0.7702 0.2823 2.087 1.9388 2.477
3.83 -1.0035 0.1346 2.0236 2.161 2.0659
3.84 -1.1353 -0.0145 2.0826 2.3615 1.8569
3.85 -1.4924 -0.15 2.0304 2.0637 1.369
3.86 -1.5772 -0.3131 1.6132 1.9658 1.1466
3.87 -1.4379 -0.3986 1.473 1.6281 0.7125
3.88 -1.4608 -0.5233 1.3512 1.1764 0.3084
3.89 -1.4427 -0.6891 1.303 0.6914 0.0851
3.9 -1.4162 -0.8228 1.1325 0.4585 -0.0606
3.91 -1.3887 -0.8262 0.8429 0.3763 -0.0827
3.92 -1.2372 -0.9167 0.7935 0.4418 0.0077
3.93 -0.8818 -0.939 0.617 0.8029 0.1832
3.94 -0.692 -1.0827 0.4513 1.0942 0.3908
3.95 -0.4794 -1.0477 0.4588 1.4656 0.6496
3.96 -0.2701 -1.0231 0.3836 1.9156 0.9361
3.97 -0.0249 -0.9354 0.4373 2.2252 1.0886
3.98 0.2192 -0.9237 0.4982 2.2443 1.1935
3.99 0.3984 -0.7977 0.6029 2.0007 1.1293
4.0 0.6498 -0.8356 0.7138 1.6855 1.0328
4.01 0.7603 -0.7636 0.7727 1.2669 0.8412
4.02 0.9002 -0.5392 0.9557 0.9393 0.4539
4.03 1.1361 -0.4534 1.2153 0.585 0.1002
4.04 1.2411 -0.3409 1.3451 0.2728 -0.2554
4.05 1.2366 -0.2253 1.4863 0.1537 -0.6616
4.06 1.0827 -0.1289 1.7005 0.279 -0.9533
4.07 1.223 -0.0053 2.1328 0.5711 -1.0548
4.08 1.1575 0.1144 1.9252 0.9805 -0.9744
4.09 0.9536 0.2035 2.1563 1.3674 -0.8838
4.1 1.0499 0.3088 2.2456 1.6866 -0.7772
4.11 0.8399 0.4129 2.1767 1.8226 -0.4083
4.12 0.7799 0.4981 2.6258 2.0483 -0.0396
4.13 0.6058 0.5047 2.5786 2.0978 0.3593
4.14 0.4986 0.5733 2.0793 1.5922 0.7931
4.15 0.4112 0.5984 2.3384 1.2664 1.0171
4.16 0.3097 0.6076 1.9075 0.6663 1.2325
4.17 0.2789 0.6448 2.0599 0.2985 1.3592
4.18 0.2046 0.5966 1.6958 0.0215 1.5068
4.19 0.1929 0.564 1.5361 -0.0973 1.4656
4.2 0.1641 0.466 1.2393 -0.0181 1.1302
4.21 0.1816 0.3868 0.9983 0.2276 0.9496
4.22 0.2571 0.274 0.8705 0.6439 0.6694
4.23 0.3314 0.1509 0.5769 1.1284 0.5585
4.24 0.3653 0.0143 0.4398 1.3197 0.3799
4.25 0.5293 -0.1233 0.3144 1.5438 0.3469
4.26 0.6385 -0.2752 0.1842 1.773 0.4233
4.27 0.6645 -0.3907 0.131 1.5136 0.5382
4.28 0.7447 -0.5502 0.1105 1.446 0.8949
4.29 0.8893 -0.6962 0.1184 0.8322 1.1528
4.3 0.9318 -0.8343 0.1633 0.4328 1.7416
4.31 0.9346 -1.131 0.2368 0.0267 2.1053
4.32 1.1406 -1.2567 0.34 -0.2842 2.3716
4.33 1.1375 -1.4062 0.5072 -0.4361 2.493
4.34 1.0232 -1.4887 0.6024 -0.3781 2.6409
4.35 0.9267 -1.4715 0.8543 -0.1268 3.2431
4.36 0.8286 -1.7937 0.8919 0.2249 2.8429
4.37 0.6629 -1.5686 1.1986 0.6637 2.5746
4.38 0.5903 -1.9631 1.1786 1.047 2.2123
4.39 0.3258 -1.9664 1.2692 1.3002 2.042
4.4 0.1401 -1.9063 1.5447 1.3129 1.7354
4.41 -0.1086 -1.9174 1.5961 1.2157 1.3548
4.42 -0.3317 -1.6985 1.4267 0.9995 1.0067
4.43 -0.6474 -1.7759 1.6685 0.6261 0.8835
4.44 -0.8077 -1.5641 1.607 0.1397 0.7559
4.45 -1.0155 -1.6376 1.25 -0.3092 0.806
4.46 -1.2556 -1.4149 1.2404 -0.6643 0.8064
4.47 -1.6366 -1.3789 0.9727 -0.8035 1.1453
4.48 -1.5412 -1.2937 0.8378 -0.722 1.3411
4.49 -2.0168 -1.1683 0.6822 -0.5139 1.5935
4.5 -1.8697 -1.1603 0.4122 -0.1714 1.8515
4.51 -2.0717 -1.0041 0.1441 0.2585 1.8653
4.52 -2.0011 -0.9773 -0.1181 0.6408 2.0939
4.53 -2.1171 -0.7561 -0.3618 0.9271 1.8866
4.54 -1.954 -0.6421 -0.5809 1.0664 1.7399
4.55 -1.6766 -0.5199 -0.825 1.0061 1.2476
4.56 -1.3868 -0.4443 -1.036 0.6543 0.8928
4.57 -1.2939 -0.4105 -1.0862 0.2523 0.469
4.58 -1.0532 -0.3323 -1.1034 -0.2008 0.0138
4.59 -0.8599 -0.2794 -1.3166 -0.6777 -0.3806
4.6 -0.5607 -0.2777 -1.2969 -1.0168 -0.6958
4.61 -0.2328 -0.244 -1.2575 -1.2424 -0.8576
